,Bella Rouge,Coco Rox,Vaccine,Very Intoxicating,Amathuba,Carartie,Olentia,Hellavadancer,Xtra Gear,Parisian Lady,Latakia
07-01-2023 15:48:57.970224,"(4.4, 5.2, 5.125521821631878)","(17.0, 22.0, 21.529411764705884)","(26.0, 38.0, 36.88)","(31.0, 60.0, 54.375)","(16.0, 19.0, 18.96153846153846)","(71.0, 95.0, 91.35135135135135)","(1.75, 1.86, 1.8473843566021868)","(31.0, 60.0, 58.275862068965516)","(71.0, 160.0, 148.0)","(101.0, 290.0, 283.75)","(10.0, 12.0, 11.618534482758621)"
07-01-2023 15:48:59.219643,"(4.4, 5.2, 5.125521821631878)","(17.0, 22.0, 21.529411764705884)","(26.0, 38.0, 36.88)","(31.0, 60.0, 51.0)","(16.0, 19.0, 18.96153846153846)","(71.0, 95.0, 87.0)","(1.75, 1.86, 1.8476148409893993)","(31.0, 60.0, 58.275862068965516)","(71.0, 160.0, 148.0)","(101.0, 290.0, 283.75)","(10.0, 12.0, 11.618534482758621)"
07-01-2023 15:49:00.562798,"(4.4, 5.2, 5.125521821631878)","(17.0, 22.0, 21.529411764705884)","(26.0, 36.0, 35.565217391304344)","(31.0, 60.0, 53.57142857142857)","(16.0, 19.0, 19.08641975308642)","(71.0, 90.0, 87.0)","(1.75, 1.86, 1.8461717921527043)","(31.0, 60.0, 58.275862068965516)","(71.0, 160.0, 148.0)","(101.0, 290.0, 283.75)","(10.0, 12.0, 11.618534482758621)"
07-01-2023 15:49:01.940347,"(4.4, 5.2, 5.125592417061611)","(17.0, 22.0, 21.549295774647888)","(26.0, 36.0, 35.57446808510638)","(31.0, 60.0, 54.0)","(16.0, 20.0, 19.10843373493976)","(71.0, 90.0, 87.0)","(1.75, 1.86, 1.847183846971307)","(31.0, 60.0, 58.24561403508772)","(71.0, 160.0, 145.0)","(101.0, 290.0, 282.72727272727275)","(10.0, 12.0, 11.625)"
07-01-2023 15:49:03.410936,"(4.4, 5.2, 5.125592417061611)","(17.0, 22.0, 21.549295774647888)","(26.0, 36.0, 35.42307692307692)","(31.0, 60.0, 54.0)","(16.0, 20.0, 19.102272727272727)","(71.0, 90.0, 86.75675675675676)","(1.75, 1.86, 1.844077380952381)","(31.0, 60.0, 58.24561403508772)","(71.0, 150.0, 145.0)","(101.0, 290.0, 283.75)","(10.0, 12.0, 12.015625)"
07-01-2023 15:49:04.753604,"(4.4, 5.2, 5.125309229305423)","(17.0, 22.0, 20.916666666666668)","(26.0, 36.0, 35.39622641509434)","(31.0, 60.0, 54.76190476190476)","(16.0, 20.0, 19.55)","(71.0, 90.0, 86.57894736842105)","(1.75, 1.85, 1.8453770491803279)","(31.0, 60.0, 58.24561403508772)","(71.0, 150.0, 138.0)","(101.0, 290.0, 283.75)","(10.0, 12.5, 12.100961538461538)"
07-01-2023 15:49:06.071074,"(4.4, 5.2, 5.125309229305423)","(17.0, 21.0, 20.9)","(26.0, 36.0, 35.39622641509434)","(31.0, 60.0, 54.76190476190476)","(16.0, 20.0, 19.55)","(71.0, 90.0, 85.95238095238095)","(1.75, 1.85, 1.8453770491803279)","(31.0, 60.0, 58.24561403508772)","(71.0, 140.0, 134.0)","(101.0, 290.0, 283.75)","(10.0, 12.5, 12.100961538461538)"
07-01-2023 15:49:07.390202,"(4.4, 5.2, 5.1307760141093475)","(17.0, 21.0, 20.9)","(26.0, 36.0, 35.3469387755102)","(31.0, 60.0, 54.76190476190476)","(16.0, 20.0, 19.55)","(71.0, 90.0, 85.95238095238095)","(1.75, 1.85, 1.8453770491803279)","(31.0, 60.0, 58.24561403508772)","(71.0, 140.0, 128.75)","(101.0, 290.0, 283.75)","(10.0, 12.5, 12.100961538461538)"
07-01-2023 15:49:08.683435,"(4.4, 5.2, 5.131352833638025)","(17.0, 21.0, 20.9)","(26.0, 36.0, 35.111111111111114)","(31.0, 60.0, 54.76190476190476)","(16.0, 20.0, 19.75287356321839)","(71.0, 90.0, 85.95238095238095)","(1.75, 1.85, 1.8436571428571429)","(31.0, 60.0, 58.24561403508772)","(71.0, 130.0, 128.75)","(101.0, 290.0, 283.75)","(10.0, 12.5, 12.100961538461538)"
07-01-2023 15:49:09.950122,"(4.4, 5.2, 5.131352833638025)","(17.0, 21.0, 20.9)","(26.0, 36.0, 34.90909090909091)","(31.0, 60.0, 54.76190476190476)","(16.0, 20.0, 19.75287356321839)","(71.0, 90.0, 85.95238095238095)","(1.75, 1.85, 1.8509929078014185)","(31.0, 60.0, 58.24561403508772)","(71.0, 130.0, 114.54545454545455)","(101.0, 290.0, 283.75)","(10.0, 12.5, 12.100961538461538)"
07-01-2023 15:49:11.186504,"(4.4, 5.2, 5.131352833638025)","(17.0, 21.0, 20.9)","(26.0, 36.0, 34.333333333333336)","(31.0, 60.0, 54.76190476190476)","(16.0, 20.0, 19.75287356321839)","(71.0, 90.0, 86.57894736842105)","(1.75, 1.86, 1.841680071492404)","(31.0, 60.0, 58.24561403508772)","(71.0, 120.0, 114.54545454545455)","(101.0, 290.0, 283.75)","(10.0, 12.5, 12.211805555555555)"
07-01-2023 15:49:12.430952,"(4.4, 5.2, 5.131352833638025)","(17.0, 21.0, 20.9)","(31.0, 34.0, 32.63945578231292)","(41.0, 60.0, 54.76190476190476)","(16.0, 20.0, 19.75287356321839)","(71.0, 90.0, 85.95238095238095)","(1.7, 1.86, 1.8504828226555248)","(31.0, 60.0, 58.24561403508772)","(81.0, 120.0, 114.54545454545455)","(101.0, 290.0, 283.75)","(10.0, 12.5, 12.165322580645162)"
07-01-2023 15:49:13.691277,"(4.4, 5.2, 5.141493456505004)","(17.0, 21.0, 20.9)","(31.0, 34.0, 32.63945578231292)","(41.0, 60.0, 54.76190476190476)","(16.0, 20.0, 19.75581395348837)","(71.0, 90.0, 85.95238095238095)","(1.7, 1.86, 1.8414592274678112)","(31.0, 60.0, 58.24561403508772)","(81.0, 120.0, 114.54545454545455)","(101.0, 290.0, 283.75)","(10.0, 12.5, 12.165322580645162)"
07-01-2023 15:49:14.947702,"(4.4, 5.2, 5.141493456505004)","(17.0, 21.0, 20.913793103448278)","(31.0, 34.0, 32.56470588235294)","(41.0, 60.0, 54.76190476190476)","(16.0, 20.0, 19.761363636363637)","(71.0, 90.0, 86.5625)","(1.7, 1.85, 1.8495081967213116)","(31.0, 60.0, 58.30508474576271)","(81.0, 120.0, 115.0)","(101.0, 290.0, 286.42857142857144)","(10.0, 12.5, 12.17578125)"
07-01-2023 15:49:16.146685,"(4.4, 5.2, 5.1418515684774295)","(17.0, 21.0, 20.916666666666668)","(31.0, 34.0, 32.56470588235294)","(41.0, 60.0, 54.76190476190476)","(16.0, 20.0, 19.761363636363637)","(71.0, 90.0, 86.5625)","(1.7, 1.85, 1.8495081967213116)","(31.0, 60.0, 58.30508474576271)","(81.0, 120.0, 115.0)","(101.0, 290.0, 286.42857142857144)","(10.0, 12.5, 12.17578125)"
07-01-2023 15:49:17.350276,"(4.4, 5.2, 5.141980046047582)","(17.0, 21.0, 20.916666666666668)","(31.0, 34.0, 32.53333333333333)","(41.0, 60.0, 54.76190476190476)","(16.0, 20.0, 19.704819277108435)","(71.0, 90.0, 85.83333333333333)","(1.7, 1.85, 1.842955082742317)","(31.0, 60.0, 58.30508474576271)","(81.0, 120.0, 115.0)","(101.0, 290.0, 286.42857142857144)","(10.0, 12.5, 12.180851063829786)"
07-01-2023 15:49:18.542190,"(4.4, 5.2, 5.142596810933941)","(17.0, 21.0, 20.75)","(31.0, 34.0, 32.54945054945055)","(41.0, 60.0, 55.21739130434783)","(16.0, 20.0, 19.71511627906977)","(71.0, 90.0, 86.38297872340425)","(1.7, 1.85, 1.8428272251308901)","(31.0, 60.0, 58.30508474576271)","(81.0, 120.0, 115.0)","(101.0, 290.0, 286.42857142857144)","(10.0, 12.5, 12.180851063829786)"
07-01-2023 15:49:19.806857,"(4.4, 5.1, 5.072428884026258)","(17.0, 21.0, 20.70731707317073)","(31.0, 34.0, 32.557377049180324)","(41.0, 60.0, 56.0)","(16.0, 20.0, 19.71511627906977)","(71.0, 90.0, 86.38297872340425)","(1.7, 1.86, 1.8523174603174604)","(31.0, 60.0, 58.46153846153846)","(81.0, 120.0, 114.61538461538461)","(101.0, 290.0, 286.42857142857144)","(10.0, 12.5, 12.193877551020408)"
07-01-2023 15:49:21.082450,"(4.4, 5.1, 5.09735294117647)","(17.0, 21.0, 20.70731707317073)","(31.0, 34.0, 32.588235294117645)","(41.0, 60.0, 55.2)","(16.0, 20.0, 19.71511627906977)","(71.0, 90.0, 86.38297872340425)","(1.7, 1.86, 1.8518836565096954)","(31.0, 60.0, 58.38709677419355)","(81.0, 120.0, 110.83333333333333)","(101.0, 290.0, 286.42857142857144)","(10.0, 12.5, 12.193877551020408)"
07-01-2023 15:49:22.484977,"(4.4, 5.1, 5.099101796407186)","(17.0, 21.0, 20.76595744680851)","(31.0, 34.0, 32.6282722513089)","(41.0, 60.0, 54.705882352941174)","(16.0, 20.0, 19.73913043478261)","(71.0, 90.0, 87.11111111111111)","(1.7, 1.86, 1.8501013513513513)","(31.0, 60.0, 59.04761904761905)","(81.0, 120.0, 110.83333333333333)","(101.0, 290.0, 286.42857142857144)","(10.0, 12.5, 12.232673267326733)"
07-01-2023 15:49:23.684971,"(4.4, 5.1, 5.099157303370786)","(17.0, 21.0, 20.76595744680851)","(31.0, 34.0, 32.6282722513089)","(41.0, 55.0, 57.41935483870968)","(16.0, 20.0, 19.758823529411764)","(71.0, 90.0, 87.11111111111111)","(1.7, 1.86, 1.8502333333333334)","(31.0, 60.0, 59.18918918918919)","(81.0, 120.0, 110.83333333333333)","(101.0, 290.0, 286.42857142857144)","(10.0, 12.5, 12.293893129770993)"
07-01-2023 15:49:24.873680,"(4.4, 5.1, 5.072008113590264)","(17.0, 21.0, 20.493333333333332)","(31.0, 34.0, 32.64248704663213)","(41.0, 60.0, 55.0)","(16.0, 20.0, 19.70731707317073)","(71.0, 90.0, 87.17391304347827)","(1.7, 1.86, 1.8502464788732396)","(31.0, 60.0, 59.09090909090909)","(81.0, 120.0, 125.0)","(101.0, 290.0, 286.42857142857144)","(10.0, 12.5, 12.25)"
07-01-2023 15:49:26.055764,"(4.4, 5.1, 5.067256637168142)","(17.0, 21.0, 20.506493506493506)","(31.0, 34.0, 32.64248704663213)","(41.0, 60.0, 55.6)","(16.0, 20.0, 19.729411764705883)","(71.0, 90.0, 87.3913043478261)","(1.7, 1.86, 1.8493913043478263)","(31.0, 60.0, 59.24242424242424)","(81.0, 140.0, 138.57142857142858)","(101.0, 290.0, 286.6666666666667)","(10.0, 12.5, 12.342723004694836)"
07-01-2023 15:49:27.279157,"(4.4, 5.1, 5.066666666666666)","(17.0, 21.0, 20.55)","(31.0, 34.0, 32.673469387755105)","(41.0, 60.0, 55.6)","(16.0, 20.0, 19.693333333333335)","(71.0, 90.0, 87.3913043478261)","(1.7, 1.85, 1.8492703862660944)","(31.0, 60.0, 59.24242424242424)","(81.0, 160.0, 138.57142857142858)","(101.0, 290.0, 286.42857142857144)","(10.0, 13.0, 12.339449541284404)"
07-01-2023 15:49:28.525409,"(4.4, 5.1, 5.066666666666666)","(17.0, 21.0, 20.647058823529413)","(31.0, 34.0, 32.666666666666664)","(41.0, 60.0, 54.285714285714285)","(16.0, 20.0, 19.693333333333335)","(71.0, 90.0, 87.72727272727272)","(1.7, 1.85, 1.84681194511703)","(31.0, 60.0, 59.24242424242424)","(81.0, 160.0, 138.57142857142858)","(101.0, 290.0, 286.42857142857144)","(10.0, 13.0, 12.322274881516588)"
07-01-2023 15:49:29.764571,"(4.4, 5.1, 5.061233480176211)","(17.0, 21.0, 20.57894736842105)","(31.0, 34.0, 32.63414634146341)","(41.0, 60.0, 55.38461538461539)","(16.0, 20.0, 19.66176470588235)","(71.0, 90.0, 87.72727272727272)","(1.7, 1.86, 1.8514347826086957)","(31.0, 60.0, 59.24242424242424)","(81.0, 160.0, 122.0)","(101.0, 290.0, 286.42857142857144)","(10.0, 13.0, 12.25130890052356)"
07-01-2023 15:49:30.896328,"(4.4, 5.1, 5.0270370370370365)","(17.0, 21.0, 20.57894736842105)","(31.0, 34.0, 32.0)","(41.0, 60.0, 55.2)","(16.0, 20.0, 19.651515151515152)","(71.0, 90.0, 87.3913043478261)","(1.7, 1.86, 1.8518370165745857)","(31.0, 60.0, 59.24242424242424)","(81.0, 130.0, 122.0)","(101.0, 290.0, 286.42857142857144)","(10.0, 13.0, 12.344036697247706)"
07-01-2023 15:49:32.115912,"(4.4, 5.1, 5.038639876352396)","(17.0, 21.0, 20.536231884057973)","(31.0, 32.0, 30.878048780487806)","(41.0, 60.0, 55.2)","(16.0, 20.0, 19.651515151515152)","(71.0, 90.0, 87.90697674418604)","(1.7, 1.86, 1.8525241379310347)","(31.0, 60.0, 59.193548387096776)","(81.0, 130.0, 122.0)","(101.0, 290.0, 286.42857142857144)","(10.0, 13.0, 12.344036697247706)"
07-01-2023 15:49:33.262787,"(4.4, 5.1, 5.038639876352396)","(17.0, 21.0, 20.536231884057973)","(31.0, 32.0, 30.878048780487806)","(41.0, 60.0, 55.38461538461539)","(16.0, 20.0, 19.69736842105263)","(71.0, 90.0, 94.46428571428571)","(1.7, 1.86, 1.8528708791208792)","(31.0, 60.0, 59.2063492063492)","(81.0, 130.0, 123.33333333333333)","(101.0, 290.0, 286.42857142857144)","(10.0, 13.0, 12.355855855855856)"
07-01-2023 15:49:34.442201,"(4.4, 5.1, 5.041373801916933)","(17.0, 21.0, 20.549295774647888)","(31.0, 32.0, 30.69364161849711)","(41.0, 60.0, 55.38461538461539)","(16.0, 20.0, 19.666666666666668)","(71.0, 95.0, 92.5)","(1.7, 1.86, 1.8561491935483871)","(31.0, 60.0, 59.2063492063492)","(81.0, 130.0, 123.33333333333333)","(101.0, 290.0, 286.42857142857144)","(10.0, 13.0, 12.266666666666667)"
07-01-2023 15:49:35.643047,"(4.4, 5.1, 5.044965277777778)","(17.0, 21.0, 20.513157894736842)","(31.0, 34.0, 30.69364161849711)","(41.0, 60.0, 55.38461538461539)","(16.0, 20.0, 19.65671641791045)","(71.0, 95.0, 92.5)","(1.7, 1.86, 1.857880496054115)","(31.0, 60.0, 59.2063492063492)","(81.0, 130.0, 123.33333333333333)","(101.0, 290.0, 284.44444444444446)","(10.0, 13.0, 12.305882352941177)"
07-01-2023 15:49:36.770620,"(4.4, 5.1, 5.04124203821656)","(17.0, 21.0, 20.506666666666668)","(31.0, 34.0, 30.77922077922078)","(41.0, 60.0, 55.38461538461539)","(16.0, 20.0, 19.65671641791045)","(71.0, 95.0, 92.5)","(1.7, 1.86, 1.857880496054115)","(31.0, 60.0, 59.2063492063492)","(81.0, 130.0, 123.33333333333333)","(101.0, 290.0, 284.44444444444446)","(10.0, 12.5, 12.305882352941177)"
07-01-2023 15:49:37.882238,"(4.4, 5.1, 5.065557939914163)","(17.0, 21.0, 20.513513513513512)","(31.0, 34.0, 30.597014925373134)","(41.0, 60.0, 55.38461538461539)","(16.0, 20.0, 19.65671641791045)","(71.0, 95.0, 92.5)","(1.7, 1.86, 1.8579849946409432)","(31.0, 60.0, 59.2063492063492)","(81.0, 130.0, 123.33333333333333)","(101.0, 290.0, 284.44444444444446)","(10.0, 12.5, 12.286516853932584)"
07-01-2023 15:49:39.289663,"(4.4, 5.2, 5.111647058823529)","(17.0, 21.0, 20.513513513513512)","(26.0, 34.0, 30.583941605839417)","(41.0, 60.0, 55.38461538461539)","(16.0, 20.0, 19.65671641791045)","(71.0, 95.0, 92.5)","(1.7, 1.86, 1.8476679841897234)","(31.0, 60.0, 59.193548387096776)","(81.0, 130.0, 123.33333333333333)","(101.0, 290.0, 284.44444444444446)","(10.0, 12.5, 12.193548387096774)"
07-01-2023 15:49:40.613779,"(4.4, 5.2, 5.1984615384615385)","(17.0, 21.0, 20.47826086956522)","(26.0, 34.0, 30.597014925373134)","(41.0, 60.0, 55.38461538461539)","(16.0, 20.0, 19.68918918918919)","(71.0, 95.0, 92.5)","(1.7, 1.85, 1.8546645021645023)","(31.0, 60.0, 59.2063492063492)","(81.0, 130.0, 139.16666666666666)","(101.0, 290.0, 284.44444444444446)","(10.0, 12.5, 12.122448979591837)"
07-01-2023 15:49:41.826971,"(4.4, 5.3, 5.140711462450593)","(17.0, 21.0, 20.47826086956522)","(26.0, 34.0, 32.067796610169495)","(41.0, 60.0, 55.38461538461539)","(16.0, 20.0, 19.65671641791045)","(71.0, 95.0, 88.82352941176471)","(1.7, 1.86, 1.8573625)","(31.0, 60.0, 59.193548387096776)","(81.0, 140.0, 141.8918918918919)","(101.0, 290.0, 283.75)","(10.0, 12.5, 12.122448979591837)"
07-01-2023 15:49:43.045284,"(4.4, 5.2, 5.114082278481012)","(17.0, 21.0, 20.397590361445783)","(26.0, 34.0, 32.017391304347825)","(41.0, 60.0, 55.38461538461539)","(16.0, 20.0, 19.25)","(71.0, 95.0, 88.82352941176471)","(1.7, 1.86, 1.8574730538922157)","(31.0, 60.0, 59.193548387096776)","(81.0, 150.0, 141.8918918918919)","(101.0, 290.0, 283.75)","(10.0, 12.5, 12.102150537634408)"
07-01-2023 15:49:44.327534,"(4.4, 5.2, 5.146725663716814)","(17.0, 21.0, 20.320388349514563)","(26.0, 34.0, 32.017391304347825)","(41.0, 60.0, 55.38461538461539)","(16.0, 19.5, 19.4)","(71.0, 95.0, 88.82352941176471)","(1.7, 1.86, 1.8586525974025976)","(31.0, 60.0, 59.193548387096776)","(81.0, 150.0, 141.8918918918919)","(101.0, 290.0, 283.75)","(10.0, 12.5, 12.025641025641026)"
07-01-2023 15:49:45.512299,"(4.4, 5.2, 5.146725663716814)","(17.0, 21.0, 20.320388349514563)","(26.0, 34.0, 32.017391304347825)","(41.0, 60.0, 55.38461538461539)","(16.0, 19.5, 19.26086956521739)","(71.0, 95.0, 88.82352941176471)","(1.7, 1.86, 1.8594614003590666)","(31.0, 60.0, 59.193548387096776)","(81.0, 150.0, 141.8918918918919)","(101.0, 290.0, 283.75)","(10.0, 12.5, 12.223880597014926)"
07-01-2023 15:49:46.965483,"(4.4, 5.2, 5.146725663716814)","(17.0, 21.0, 20.320388349514563)","(26.0, 34.0, 31.35593220338983)","(41.0, 60.0, 55.38461538461539)","(16.0, 19.5, 19.26086956521739)","(71.0, 95.0, 88.82352941176471)","(1.7, 1.86, 1.8603193960511035)","(31.0, 60.0, 59.193548387096776)","(81.0, 150.0, 141.8918918918919)","(101.0, 290.0, 293.3333333333333)","(10.0, 12.5, 12.223880597014926)"
07-01-2023 15:49:48.283701,"(4.4, 5.2, 5.149025069637883)","(17.0, 21.0, 20.570552147239265)","(26.0, 34.0, 31.35593220338983)","(41.0, 60.0, 55.714285714285715)","(16.0, 19.5, 19.26086956521739)","(71.0, 95.0, 88.82352941176471)","(1.7, 1.87, 1.860898170898171)","(31.0, 60.0, 59.193548387096776)","(81.0, 150.0, 141.8918918918919)","(101.0, 300.0, 293.3333333333333)","(10.0, 12.5, 12.223880597014926)"
07-01-2023 15:49:49.710411,"(4.4, 5.2, 5.159060402684564)","(17.0, 21.0, 20.570552147239265)","(26.0, 34.0, 31.35593220338983)","(41.0, 60.0, 55.714285714285715)","(16.0, 19.5, 19.26086956521739)","(71.0, 95.0, 85.35714285714286)","(1.7, 1.87, 1.8609079678814084)","(31.0, 60.0, 59.193548387096776)","(81.0, 150.0, 141.8918918918919)","(101.0, 300.0, 293.3333333333333)","(10.0, 12.5, 12.1875)"
07-01-2023 15:49:50.966837,"(4.4, 5.2, 5.159060402684564)","(17.0, 21.0, 20.567073170731707)","(26.0, 34.0, 31.35593220338983)","(41.0, 60.0, 56.666666666666664)","(16.0, 19.5, 19.4)","(71.0, 95.0, 90.34482758620689)","(1.7, 1.87, 1.8559068384539148)","(31.0, 60.0, 54.11764705882353)","(81.0, 150.0, 141.8918918918919)","(101.0, 300.0, 293.3333333333333)","(10.0, 12.5, 12.078125)"
07-01-2023 15:49:52.169098,"(4.4, 5.2, 5.151329787234043)","(17.0, 21.0, 20.567073170731707)","(26.0, 34.0, 31.35593220338983)","(41.0, 60.0, 56.666666666666664)","(16.0, 19.5, 19.272727272727273)","(71.0, 95.0, 90.17857142857143)","(1.7, 1.86, 1.853623839472896)","(31.0, 55.0, 54.464285714285715)","(81.0, 150.0, 141.8918918918919)","(101.0, 300.0, 293.3333333333333)","(10.0, 12.5, 12.078125)"
07-01-2023 15:49:53.523039,"(4.4, 5.2, 5.151329787234043)","(17.0, 21.0, 20.567073170731707)","(26.0, 34.0, 31.573333333333334)","(41.0, 60.0, 56.666666666666664)","(16.0, 19.5, 18.96276595744681)","(71.0, 95.0, 90.17857142857143)","(1.7, 1.87, 1.8621301093839955)","(31.0, 55.0, 54.464285714285715)","(81.0, 150.0, 143.47826086956522)","(101.0, 300.0, 293.3333333333333)","(10.0, 12.5, 12.078125)"
07-01-2023 15:49:54.814845,"(4.4, 5.2, 5.142452830188679)","(17.0, 21.0, 20.567073170731707)","(26.0, 32.0, 31.934426229508198)","(41.0, 60.0, 56.666666666666664)","(16.0, 19.0, 18.96276595744681)","(71.0, 95.0, 90.17857142857143)","(1.7, 1.87, 1.852896589063346)","(31.0, 55.0, 54.464285714285715)","(81.0, 150.0, 143.47826086956522)","(101.0, 300.0, 294.7368421052632)","(10.0, 12.5, 12.114285714285714)"
07-01-2023 15:49:56.077579,"(4.4, 5.2, 5.143285123966942)","(17.0, 21.0, 20.569620253164558)","(26.0, 32.0, 31.456521739130434)","(41.0, 60.0, 58.888888888888886)","(16.0, 19.0, 19.392156862745097)","(71.0, 95.0, 87.5)","(1.7, 1.86, 1.8538329875518673)","(31.0, 55.0, 54.56896551724138)","(81.0, 150.0, 144.88372093023256)","(101.0, 300.0, 295.0)","(10.0, 12.5, 11.846491228070175)"
07-01-2023 15:49:57.237259,"(4.4, 5.2, 5.1250347705146035)","(17.0, 21.0, 20.569620253164558)","(26.0, 34.0, 30.680851063829788)","(41.0, 60.0, 53.529411764705884)","(16.0, 19.5, 19.17391304347826)","(71.0, 95.0, 87.85714285714286)","(1.7, 1.86, 1.853284287966369)","(31.0, 55.0, 54.6031746031746)","(81.0, 150.0, 148.85714285714286)","(101.0, 300.0, 295.0)","(10.0, 12.0, 11.953237410071942)"
07-01-2023 15:49:58.392809,"(4.4, 5.2, 5.126819923371647)","(17.0, 21.0, 20.645833333333332)","(26.0, 34.0, 32.340425531914896)","(41.0, 55.0, 53.38709677419355)","(16.0, 19.5, 19.17391304347826)","(71.0, 95.0, 87.85714285714286)","(1.7, 1.86, 1.8529821200510856)","(31.0, 55.0, 54.56896551724138)","(81.0, 150.0, 150.66666666666666)","(101.0, 300.0, 294.70588235294116)","(10.0, 12.0, 11.886567164179105)"
07-01-2023 15:49:59.607373,"(4.4, 5.2, 5.134213547646383)","(17.0, 21.0, 20.66)","(26.0, 34.0, 32.23622047244095)","(41.0, 55.0, 53.38709677419355)","(16.0, 19.5, 19.17391304347826)","(71.0, 95.0, 87.85714285714286)","(1.7, 1.86, 1.8541072999120494)","(31.0, 55.0, 57.95454545454545)","(81.0, 160.0, 152.30769230769232)","(101.0, 300.0, 295.0)","(10.0, 12.0, 11.884146341463415)"
07-01-2023 15:50:00.799559,"(4.4, 5.2, 5.125098039215686)","(17.0, 21.0, 20.634408602150536)","(26.0, 34.0, 32.23622047244095)","(41.0, 55.0, 53.38709677419355)","(16.0, 19.5, 19.434782608695652)","(71.0, 95.0, 87.85714285714286)","(1.7, 1.86, 1.854819587628866)","(31.0, 60.0, 57.5)","(81.0, 160.0, 152.30769230769232)","(101.0, 300.0, 295.0)","(10.0, 12.0, 11.922101449275363)"
07-01-2023 15:50:02.093788,"(4.4, 5.2, 5.118898623279098)","(17.0, 22.0, 21.06578947368421)","(26.0, 34.0, 32.24)","(41.0, 55.0, 53.44262295081967)","(16.0, 19.5, 19.071428571428573)","(71.0, 95.0, 87.5)","(1.7, 1.86, 1.8434989648033127)","(31.0, 60.0, 57.05357142857143)","(81.0, 160.0, 147.5)","(101.0, 300.0, 295.0)","(10.0, 12.0, 11.937293729372938)"
07-01-2023 15:50:03.320913,"(4.4, 5.2, 5.130406147091109)","(17.0, 22.0, 21.06578947368421)","(26.0, 34.0, 32.43971631205674)","(41.0, 55.0, 53.4)","(16.0, 20.0, 19.661971830985916)","(71.0, 90.0, 88.33333333333333)","(1.7, 1.85, 1.8364410480349345)","(31.0, 60.0, 57.767857142857146)","(81.0, 160.0, 146.66666666666666)","(101.0, 300.0, 295.0)","(10.0, 12.0, 11.942724458204335)"
07-01-2023 15:50:04.559766,"(4.4, 5.2, 5.131827956989247)","(17.0, 22.0, 21.302325581395348)","(26.0, 34.0, 32.35849056603774)","(41.0, 55.0, 54.888888888888886)","(16.0, 20.0, 19.25)","(71.0, 90.0, 90.45454545454545)","(1.7, 1.84, 1.841389236545682)","(31.0, 60.0, 57.888888888888886)","(81.0, 160.0, 160.83333333333334)","(101.0, 300.0, 296.0)","(10.0, 12.0, 12.062130177514792)"
07-01-2023 15:50:05.984697,"(4.4, 5.2, 5.1272036474164135)","(17.0, 22.0, 21.236842105263158)","(26.0, 34.0, 32.35849056603774)","(41.0, 55.0, 54.888888888888886)","(16.0, 20.0, 19.554054054054053)","(71.0, 95.0, 91.66666666666667)","(1.7, 1.85, 1.8412700369913688)","(31.0, 60.0, 57.888888888888886)","(81.0, 170.0, 160.83333333333334)","(101.0, 300.0, 296.0)","(10.0, 12.5, 12.059322033898304)"
07-01-2023 15:50:07.495389,"(4.6, 5.2, 5.137414965986395)","(17.0, 22.0, 21.338983050847457)","(26.0, 34.0, 31.55294117647059)","(41.0, 55.0, 57.62711864406779)","(16.0, 20.0, 19.655172413793103)","(71.0, 95.0, 91.11111111111111)","(1.7, 1.85, 1.831223241590214)","(31.0, 60.0, 57.95454545454545)","(81.0, 170.0, 150.0)","(101.0, 300.0, 294.7368421052632)","(10.0, 12.5, 12.239463601532567)"
07-01-2023 15:50:08.937783,"(4.6, 5.2, 5.1785826771653545)","(17.0, 22.0, 22.209876543209877)","(26.0, 32.0, 31.865030674846626)","(41.0, 60.0, 57.0)","(16.0, 20.0, 20.029411764705884)","(71.0, 95.0, 96.57142857142857)","(1.7, 1.84, 1.8218518518518518)","(31.0, 60.0, 58.875)","(81.0, 170.0, 156.0)","(101.0, 300.0, 295.55555555555554)","(10.0, 12.5, 12.20945945945946)"
07-01-2023 15:50:10.283172,"(4.6, 5.2, 5.194108019639935)","(17.0, 23.0, 22.41269841269841)","(26.0, 34.0, 32.40449438202247)","(41.0, 60.0, 58.75)","(16.0, 21.0, 20.6)","(71.0, 100.0, 96.0)","(1.7, 1.83, 1.7949302325581395)","(31.0, 60.0, 60.45454545454545)","(81.0, 170.0, 153.33333333333334)","(101.0, 300.0, 296.47058823529414)","(10.0, 12.5, 12.170454545454545)"
07-01-2023 15:50:11.980752,"(4.6, 5.2, 5.170103092783505)","(17.0, 23.0, 22.32075471698113)","(26.0, 34.0, 32.32911392405063)","(41.0, 60.0, 60.0)","(16.0, 21.0, 21.057692307692307)","(71.0, 100.0, 99.48275862068965)","(1.7, 1.8, 1.7988858049167329)","(31.0, 65.0, 61.55172413793103)","(81.0, 170.0, 160.76923076923077)","(101.0, 300.0, 295.5)","(10.0, 13.0, 12.473684210526315)"
07-01-2023 15:50:13.411012,"(4.6, 5.2, 5.180952380952381)","(17.0, 23.0, 22.3359375)","(26.0, 34.0, 32.44705882352941)","(41.0, 65.0, 59.3)","(16.0, 22.0, 20.25)","(71.0, 100.0, 99.53125)","(1.7, 1.8, 1.805696789142668)","(31.0, 65.0, 61.61290322580645)","(81.0, 170.0, 154.0)","(101.0, 310.0, 295.8536585365854)","(10.0, 13.0, 12.49438202247191)"
