,Eagles Forever,Getouttheway,Max Fire,Im Kenny,Diamonds Are,Festival Of Light,Bunjil,Shema,Spy Colonel
07-01-2023 14:09:31.643617,"(7.0, 8.4, 8.255737704918033)","(4.6, 5.2, 5.147692307692308)","(3.0, 3.25, 3.237914691943128)","(20.0, 25.0, 23.857142857142858)","(11.0, 13.0, 12.819620253164556)","(41.0, 65.0, 60.45454545454545)","(6.0, 8.2, 8.0144)","(31.0, 40.0, 39.6)","(10.0, 12.5, 12.161290322580646)"
07-01-2023 14:09:32.833838,"(7.0, 8.4, 8.255737704918033)","(4.6, 5.2, 5.147692307692308)","(3.0, 3.3, 3.2741935483870965)","(20.0, 25.0, 23.804878048780488)","(11.0, 13.0, 12.819620253164556)","(41.0, 65.0, 60.45454545454545)","(6.0, 8.2, 8.0144)","(31.0, 40.0, 39.6)","(10.0, 12.5, 12.161290322580646)"
07-01-2023 14:09:34.222792,"(7.0, 8.4, 8.241441441441442)","(4.6, 5.1, 5.083009708737864)","(3.0, 3.3, 3.286111111111111)","(20.0, 25.0, 23.725274725274726)","(11.0, 13.0, 12.848275862068965)","(41.0, 65.0, 60.0)","(6.0, 8.2, 8.02015503875969)","(31.0, 40.0, 39.65217391304348)","(10.0, 12.5, 11.975)"
07-01-2023 14:09:35.591731,"(7.0, 8.4, 8.176190476190476)","(4.6, 5.1, 5.076)","(3.0, 3.35, 3.3)","(20.0, 25.0, 23.410958904109588)","(11.0, 13.0, 12.809815950920246)","(41.0, 65.0, 60.0)","(6.0, 8.2, 8.02015503875969)","(31.0, 40.0, 39.65217391304348)","(10.0, 12.5, 11.924657534246576)"
07-01-2023 14:09:36.798692,"(7.0, 8.2, 8.103703703703703)","(4.4, 5.1, 5.076)","(3.0, 3.35, 3.3)","(20.0, 25.0, 23.410958904109588)","(11.0, 13.0, 12.809815950920246)","(41.0, 65.0, 60.0)","(6.0, 8.2, 8.02015503875969)","(31.0, 40.0, 39.65217391304348)","(10.0, 12.5, 11.924657534246576)"
07-01-2023 14:09:38.023705,"(7.0, 8.2, 8.131818181818181)","(4.4, 5.2, 5.134728033472803)","(3.0, 3.3, 3.236065573770492)","(20.0, 25.0, 23.410958904109588)","(11.0, 13.0, 12.705645161290322)","(41.0, 65.0, 60.45454545454545)","(6.0, 8.2, 8.034710743801652)","(31.0, 40.0, 39.65217391304348)","(10.0, 12.5, 12.042372881355933)"
07-01-2023 14:09:39.251571,"(7.0, 8.2, 8.131818181818181)","(4.4, 5.2, 5.135177865612649)","(3.0, 3.3, 3.283613445378151)","(20.0, 25.0, 23.410958904109588)","(11.0, 13.0, 12.668402777777779)","(41.0, 65.0, 59.0)","(6.0, 8.2, 8.034710743801652)","(31.0, 40.0, 39.65217391304348)","(10.0, 12.5, 12.042372881355933)"
07-01-2023 14:09:40.468984,"(7.0, 8.2, 8.148275862068965)","(4.4, 5.2, 5.135177865612649)","(3.0, 3.3, 3.283613445378151)","(20.0, 25.0, 23.725274725274726)","(11.0, 13.0, 12.694779116465863)","(41.0, 65.0, 60.0)","(6.0, 8.2, 8.034710743801652)","(31.0, 40.0, 39.65217391304348)","(10.0, 12.5, 12.160377358490566)"
07-01-2023 14:09:41.857925,"(7.0, 8.2, 8.178688524590163)","(4.4, 5.2, 5.135177865612649)","(3.0, 3.3, 3.2900862068965515)","(20.0, 25.0, 23.725274725274726)","(11.0, 13.0, 12.694779116465863)","(41.0, 65.0, 56.0)","(6.0, 8.2, 8.034710743801652)","(31.0, 40.0, 39.65217391304348)","(10.0, 12.5, 11.902542372881356)"
07-01-2023 14:09:43.326144,"(7.0, 8.2, 8.178688524590163)","(4.4, 5.2, 5.134728033472803)","(3.0, 3.3, 3.3095238095238093)","(20.0, 25.0, 23.804878048780488)","(11.0, 13.0, 12.701960784313725)","(41.0, 60.0, 56.0)","(6.0, 8.2, 8.029059829059829)","(31.0, 40.0, 39.333333333333336)","(10.0, 12.0, 11.902542372881356)"
07-01-2023 14:09:44.640517,"(7.0, 8.2, 8.178688524590163)","(4.4, 5.2, 5.134728033472803)","(3.0, 3.35, 3.3095744680851062)","(20.0, 25.0, 23.804878048780488)","(11.0, 13.0, 12.701960784313725)","(41.0, 60.0, 56.0)","(6.0, 8.2, 8.0144)","(31.0, 40.0, 39.28)","(10.0, 12.0, 11.849264705882353)"
07-01-2023 14:09:46.006174,"(7.0, 8.4, 8.263636363636364)","(4.4, 5.1, 5.075124378109453)","(3.0, 3.35, 3.3048961424332344)","(20.0, 25.0, 23.785714285714285)","(11.0, 13.0, 12.693548387096774)","(41.0, 60.0, 56.0)","(6.0, 8.2, 8.02153846153846)","(31.0, 40.0, 39.357142857142854)","(10.0, 12.0, 11.872670807453416)"
07-01-2023 14:09:47.243899,"(7.0, 8.4, 8.279518072289157)","(4.4, 5.1, 5.076415094339622)","(3.0, 3.35, 3.3048961424332344)","(20.0, 25.0, 23.725274725274726)","(11.0, 13.0, 12.685950413223141)","(41.0, 60.0, 56.0)","(6.0, 8.2, 8.02153846153846)","(31.0, 40.0, 39.37931034482759)","(10.0, 12.0, 11.872670807453416)"
07-01-2023 14:09:48.551318,"(7.0, 8.4, 8.279518072289157)","(4.4, 5.1, 5.076525821596244)","(3.0, 3.35, 3.3048961424332344)","(20.0, 25.0, 23.725274725274726)","(11.0, 13.0, 12.685950413223141)","(41.0, 60.0, 56.0)","(6.0, 8.2, 8.02153846153846)","(31.0, 40.0, 39.37931034482759)","(10.0, 12.0, 11.872670807453416)"
07-01-2023 14:09:49.924700,"(7.0, 8.4, 8.279518072289157)","(4.4, 5.1, 5.076525821596244)","(3.0, 3.35, 3.3048961424332344)","(20.0, 25.0, 23.725274725274726)","(11.0, 13.0, 12.685950413223141)","(41.0, 60.0, 56.0)","(6.0, 8.2, 8.02153846153846)","(31.0, 40.0, 39.37931034482759)","(10.0, 12.0, 11.872670807453416)"
07-01-2023 14:09:51.234581,"(7.0, 8.4, 8.275776397515529)","(4.4, 5.1, 5.072131147540984)","(3.0, 3.3, 3.284361233480176)","(20.0, 24.0, 23.816666666666666)","(11.0, 13.0, 12.656108597285067)","(41.0, 60.0, 56.0)","(6.0, 8.2, 8.015151515151516)","(31.0, 40.0, 39.21212121212121)","(10.0, 12.0, 11.872670807453416)"
07-01-2023 14:09:52.544400,"(7.0, 8.4, 8.275776397515529)","(4.4, 5.1, 5.072131147540984)","(3.0, 3.3, 3.2867283950617283)","(20.0, 24.0, 23.816666666666666)","(11.0, 13.0, 12.656108597285067)","(41.0, 60.0, 56.0)","(6.0, 8.2, 8.0)","(31.0, 40.0, 39.21212121212121)","(10.0, 12.0, 11.872670807453416)"
07-01-2023 14:09:53.851299,"(7.0, 8.4, 8.275776397515529)","(4.4, 5.1, 5.072131147540984)","(3.0, 3.35, 3.2914772727272728)","(20.0, 24.0, 23.71014492753623)","(11.0, 13.0, 12.656108597285067)","(41.0, 60.0, 56.0)","(6.0, 8.2, 7.991176470588234)","(31.0, 40.0, 39.21212121212121)","(10.0, 12.0, 11.872670807453416)"
07-01-2023 14:09:55.197949,"(7.0, 8.4, 8.275776397515529)","(4.4, 5.1, 5.072131147540984)","(3.0, 3.3, 3.2914772727272728)","(20.0, 24.0, 23.71014492753623)","(11.0, 13.0, 12.664285714285715)","(41.0, 60.0, 56.0)","(6.0, 8.2, 7.991176470588234)","(31.0, 40.0, 39.21212121212121)","(10.0, 12.0, 11.872670807453416)"
07-01-2023 14:09:56.600807,"(7.0, 8.4, 8.275776397515529)","(4.4, 5.1, 5.073224043715847)","(3.0, 3.3, 3.2914772727272728)","(20.0, 24.0, 23.71014492753623)","(11.0, 13.0, 12.664285714285715)","(41.0, 60.0, 56.0)","(6.0, 8.2, 7.991176470588234)","(31.0, 40.0, 39.21212121212121)","(10.0, 12.0, 11.872670807453416)"
07-01-2023 14:09:57.947663,"(7.0, 8.4, 8.275776397515529)","(4.4, 5.1, 5.073224043715847)","(3.0, 3.3, 3.282017543859649)","(20.0, 24.0, 23.71014492753623)","(11.0, 13.0, 12.697142857142858)","(41.0, 60.0, 56.0)","(6.0, 8.2, 7.983206106870228)","(31.0, 40.0, 39.10344827586207)","(10.0, 12.0, 11.872670807453416)"
07-01-2023 14:09:59.181576,"(7.0, 8.4, 8.275776397515529)","(4.4, 5.2, 5.127906976744186)","(3.0, 3.3, 3.2817507418397627)","(20.0, 24.0, 23.71014492753623)","(11.0, 13.0, 12.697142857142858)","(41.0, 60.0, 56.0)","(6.0, 8.2, 7.983206106870228)","(31.0, 40.0, 39.10344827586207)","(10.0, 12.0, 11.872670807453416)"
07-01-2023 14:10:00.386268,"(7.0, 8.4, 8.275776397515529)","(4.4, 5.1, 5.072815533980583)","(3.0, 3.3, 3.2810030395136778)","(20.0, 24.0, 23.604938271604937)","(11.0, 13.0, 12.697142857142858)","(41.0, 60.0, 56.0)","(6.0, 8.2, 7.992700729927007)","(31.0, 40.0, 39.21212121212121)","(10.0, 12.0, 11.872670807453416)"
07-01-2023 14:10:01.707835,"(7.0, 8.4, 8.275776397515529)","(4.4, 5.1, 5.095238095238095)","(3.0, 3.3, 3.225583090379009)","(20.0, 24.0, 23.604938271604937)","(11.0, 13.0, 12.697142857142858)","(41.0, 60.0, 56.0)","(6.0, 8.2, 8.004651162790697)","(31.0, 40.0, 37.1)","(10.0, 12.0, 11.872670807453416)"
07-01-2023 14:10:03.073438,"(7.0, 8.4, 8.305555555555555)","(4.4, 5.2, 5.064705882352941)","(3.0, 3.25, 3.226328903654485)","(20.0, 24.0, 23.604938271604937)","(11.0, 13.0, 12.697142857142858)","(41.0, 60.0, 56.0)","(6.0, 8.2, 8.046875)","(31.0, 38.0, 37.1)","(10.0, 12.0, 11.872670807453416)"
07-01-2023 14:10:04.439450,"(7.0, 8.4, 8.305555555555555)","(4.4, 5.1, 5.064705882352941)","(3.0, 3.25, 3.2281028368794327)","(20.0, 24.0, 23.604938271604937)","(11.0, 13.0, 12.697142857142858)","(41.0, 60.0, 56.0)","(6.0, 8.2, 8.057692307692307)","(31.0, 38.0, 37.1)","(10.0, 12.0, 11.872670807453416)"
07-01-2023 14:10:05.846653,"(7.0, 8.4, 8.305555555555555)","(4.4, 5.1, 5.069999999999999)","(3.0, 3.25, 3.229819277108434)","(20.0, 24.0, 23.604938271604937)","(11.0, 13.0, 12.700581395348838)","(41.0, 60.0, 57.77777777777778)","(6.0, 8.2, 8.072340425531914)","(31.0, 38.0, 36.95652173913044)","(10.0, 12.0, 11.882165605095542)"
07-01-2023 14:10:07.151373,"(7.0, 8.4, 8.305555555555555)","(4.6, 5.1, 5.069999999999999)","(3.0, 3.25, 3.229819277108434)","(20.0, 24.0, 23.604938271604937)","(11.0, 13.0, 12.700581395348838)","(41.0, 60.0, 57.77777777777778)","(6.0, 8.2, 8.072340425531914)","(31.0, 38.0, 36.95652173913044)","(10.0, 12.0, 11.882165605095542)"
07-01-2023 14:10:08.490524,"(7.0, 8.4, 8.305555555555555)","(4.6, 5.1, 5.069629629629629)","(3.0, 3.3, 3.252546296296296)","(20.0, 24.0, 23.604938271604937)","(11.0, 13.0, 12.697142857142858)","(41.0, 60.0, 57.77777777777778)","(6.0, 8.2, 8.05546218487395)","(31.0, 38.0, 37.0)","(10.0, 12.0, 11.882165605095542)"
07-01-2023 14:10:09.829442,"(7.0, 8.4, 8.305555555555555)","(4.4, 5.1, 5.079661016949152)","(3.0, 3.3, 3.2625912408759126)","(20.0, 24.0, 23.604938271604937)","(11.0, 13.0, 12.762672811059907)","(41.0, 60.0, 57.77777777777778)","(6.0, 8.2, 8.05546218487395)","(31.0, 38.0, 37.0)","(10.0, 12.0, 11.839130434782609)"
07-01-2023 14:10:10.984315,"(7.0, 8.4, 8.237837837837837)","(4.4, 5.2, 5.082758620689655)","(3.0, 3.3, 3.2626838235294118)","(20.0, 23.0, 22.490909090909092)","(11.0, 13.0, 12.762672811059907)","(41.0, 60.0, 57.77777777777778)","(6.5, 8.0, 7.942168674698795)","(31.0, 38.0, 37.0)","(10.0, 12.0, 11.839130434782609)"
07-01-2023 14:10:12.343910,"(7.0, 8.4, 8.266666666666666)","(4.4, 5.1, 5.05)","(3.0, 3.35, 3.3081162324649296)","(20.0, 23.0, 22.533333333333335)","(11.0, 13.0, 12.762672811059907)","(41.0, 65.0, 57.77777777777778)","(6.5, 8.0, 7.984375)","(31.0, 38.0, 37.1578947368421)","(10.0, 12.0, 11.83969465648855)"
07-01-2023 14:10:13.705954,"(7.0, 8.4, 8.275555555555556)","(4.4, 5.1, 5.075694444444444)","(3.0, 3.35, 3.29080370942813)","(20.0, 23.0, 22.438356164383563)","(11.0, 13.0, 12.661184210526315)","(41.0, 60.0, 57.77777777777778)","(6.5, 8.0, 7.986301369863014)","(31.0, 38.0, 37.1578947368421)","(10.0, 12.0, 11.853174603174603)"
07-01-2023 14:10:15.046490,"(7.0, 8.4, 8.275555555555556)","(4.4, 5.1, 5.058918918918919)","(3.0, 3.35, 3.2966431095406357)","(20.0, 23.0, 21.737704918032787)","(11.0, 13.0, 12.623188405797102)","(41.0, 60.0, 57.77777777777778)","(6.5, 8.0, 7.9743589743589745)","(31.0, 38.0, 37.1578947368421)","(10.0, 12.0, 12.142857142857142)"
07-01-2023 14:10:16.417343,"(7.0, 8.4, 8.275555555555556)","(4.4, 5.1, 5.058918918918919)","(3.0, 3.3, 3.2966431095406357)","(19.0, 22.0, 21.97826086956522)","(11.0, 13.0, 12.623188405797102)","(41.0, 60.0, 57.77777777777778)","(6.0, 8.0, 7.9743589743589745)","(31.0, 38.0, 36.54545454545455)","(10.0, 12.5, 12.142857142857142)"
07-01-2023 14:10:17.674091,"(7.0, 8.4, 8.329113924050633)","(4.4, 5.1, 5.058918918918919)","(3.0, 3.3, 3.289874411302983)","(19.0, 22.0, 21.97142857142857)","(11.0, 13.0, 12.623188405797102)","(41.0, 60.0, 57.77777777777778)","(6.0, 8.0, 7.9743589743589745)","(31.0, 38.0, 36.42857142857143)","(10.0, 12.5, 12.135922330097088)"
07-01-2023 14:10:18.951080,"(7.0, 8.4, 8.319018404907975)","(4.4, 5.1, 5.06)","(3.0, 3.35, 3.305097613882863)","(19.0, 22.0, 21.97142857142857)","(11.0, 13.0, 13.118852459016393)","(41.0, 60.0, 57.77777777777778)","(6.0, 8.0, 7.914285714285715)","(31.0, 38.0, 36.333333333333336)","(10.0, 12.5, 12.135922330097088)"
07-01-2023 14:10:20.365685,"(7.0, 8.4, 8.295454545454545)","(4.4, 5.1, 5.06)","(3.0, 3.35, 3.3093320235756383)","(19.0, 22.0, 21.761904761904763)","(11.0, 13.5, 13.117886178861788)","(41.0, 60.0, 57.77777777777778)","(6.0, 8.0, 7.935593220338983)","(31.0, 38.0, 36.57142857142857)","(10.0, 12.5, 12.14)"
07-01-2023 14:10:21.761584,"(7.0, 8.4, 8.29112426035503)","(4.4, 5.1, 5.070748299319727)","(3.0, 3.35, 3.312969588550984)","(19.0, 22.0, 21.761904761904763)","(11.0, 13.5, 13.117886178861788)","(41.0, 60.0, 57.77777777777778)","(6.0, 8.0, 7.923076923076923)","(31.0, 38.0, 36.57142857142857)","(10.0, 12.5, 12.14)"
07-01-2023 14:10:23.178706,"(7.0, 8.4, 8.28641975308642)","(4.4, 5.1, 5.070748299319727)","(3.0, 3.35, 3.3025641025641024)","(19.0, 22.0, 21.761904761904763)","(11.0, 13.5, 13.101694915254237)","(41.0, 60.0, 57.77777777777778)","(6.0, 8.0, 7.915254237288136)","(31.0, 38.0, 36.57142857142857)","(10.0, 12.5, 12.14)"
07-01-2023 14:10:24.422806,"(7.0, 8.4, 8.292307692307693)","(4.4, 5.1, 5.084955752212389)","(3.0, 3.35, 3.297012578616352)","(19.0, 22.0, 21.761904761904763)","(11.0, 13.5, 13.164835164835164)","(41.0, 60.0, 57.77777777777778)","(6.0, 8.0, 7.8936170212765955)","(31.0, 38.0, 36.42857142857143)","(10.0, 12.5, 12.14)"
07-01-2023 14:10:25.655686,"(7.0, 8.4, 8.292307692307693)","(4.4, 5.1, 5.084955752212389)","(3.0, 3.35, 3.2965927099841523)","(19.0, 22.0, 21.761904761904763)","(11.0, 13.5, 13.164835164835164)","(41.0, 60.0, 57.77777777777778)","(6.0, 8.0, 7.8936170212765955)","(31.0, 38.0, 35.46153846153846)","(10.0, 12.5, 12.14)"
07-01-2023 14:10:26.967534,"(7.0, 8.4, 8.292307692307693)","(4.4, 5.2, 5.11638418079096)","(3.0, 3.35, 3.2965927099841523)","(19.0, 22.0, 21.761904761904763)","(11.0, 13.5, 13.164835164835164)","(41.0, 60.0, 57.77777777777778)","(6.0, 8.0, 7.907317073170732)","(31.0, 36.0, 35.63157894736842)","(10.0, 12.5, 12.14)"
07-01-2023 14:10:28.307618,"(7.0, 8.4, 8.30054054054054)","(4.4, 5.2, 5.11775147928994)","(3.0, 3.3, 3.268125)","(19.0, 22.0, 21.470588235294116)","(11.0, 13.5, 13.123456790123457)","(41.0, 60.0, 57.77777777777778)","(6.0, 8.0, 7.9239999999999995)","(31.0, 36.0, 35.5)","(10.0, 12.5, 12.14)"
07-01-2023 14:10:29.565515,"(7.0, 8.4, 8.2432)","(4.6, 5.2, 5.120689655172414)","(3.0, 3.3, 3.2707286432160805)","(19.0, 22.0, 21.470588235294116)","(11.0, 13.5, 13.044776119402986)","(41.0, 60.0, 57.77777777777778)","(6.0, 8.0, 7.9239999999999995)","(31.0, 36.0, 35.5)","(10.0, 12.5, 12.14)"
07-01-2023 14:10:30.784185,"(7.0, 8.4, 8.2432)","(4.6, 5.2, 5.135106382978723)","(3.0, 3.3, 3.273660714285714)","(19.0, 22.0, 21.4375)","(11.0, 13.0, 12.779166666666667)","(41.0, 60.0, 57.333333333333336)","(6.0, 8.0, 8.078787878787878)","(31.0, 36.0, 35.421052631578945)","(10.0, 12.5, 11.855)"
07-01-2023 14:10:32.119622,"(7.0, 8.4, 8.390769230769232)","(4.6, 5.2, 5.16952380952381)","(3.0, 3.3, 3.238363171355499)","(19.0, 23.0, 22.736842105263158)","(11.0, 13.0, 12.971830985915492)","(41.0, 60.0, 57.142857142857146)","(6.0, 8.2, 8.144303797468353)","(31.0, 36.0, 35.4054054054054)","(10.0, 12.0, 11.447963800904978)"
07-01-2023 14:10:33.516105,"(7.0, 8.4, 8.55)","(4.6, 5.2, 5.170093457943925)","(3.0, 3.25, 3.241095890410959)","(19.0, 23.0, 23.35483870967742)","(11.0, 13.0, 12.971830985915492)","(41.0, 60.0, 54.285714285714285)","(6.0, 8.2, 8.14054054054054)","(31.0, 36.0, 35.4054054054054)","(10.0, 11.5, 11.426724137931034)"
07-01-2023 14:10:34.924208,"(7.0, 8.6, 8.55)","(4.6, 5.2, 5.167264573991031)","(3.0, 3.25, 3.2380376344086024)","(19.0, 24.0, 23.35483870967742)","(11.0, 13.0, 12.852631578947369)","(41.0, 60.0, 54.285714285714285)","(6.0, 8.2, 8.14054054054054)","(31.0, 36.0, 35.4054054054054)","(10.0, 11.5, 11.43840579710145)"
07-01-2023 14:10:36.329968,"(7.0, 8.6, 8.580434782608695)","(4.6, 5.3, 5.227619047619048)","(3.0, 3.25, 3.2380376344086024)","(19.0, 24.0, 23.35483870967742)","(11.0, 13.0, 12.852631578947369)","(41.0, 60.0, 54.285714285714285)","(6.0, 8.2, 8.128395061728394)","(31.0, 36.0, 32.19047619047619)","(10.0, 11.5, 11.416083916083917)"
07-01-2023 14:10:37.626831,"(7.0, 8.6, 8.580434782608695)","(4.6, 5.3, 5.227619047619048)","(3.0, 3.25, 3.2494755244755247)","(19.0, 24.0, 23.35483870967742)","(11.0, 13.0, 12.852631578947369)","(41.0, 60.0, 54.285714285714285)","(6.0, 8.2, 8.079166666666666)","(31.0, 34.0, 30.58823529411765)","(10.0, 11.5, 11.466037735849056)"
07-01-2023 14:10:39.010171,"(7.0, 8.6, 8.588636363636363)","(4.6, 5.3, 5.233928571428571)","(3.0, 3.25, 3.2563758389261745)","(19.0, 24.0, 23.444444444444443)","(11.0, 13.0, 12.816176470588236)","(41.0, 60.0, 54.4)","(6.0, 8.2, 8.113157894736842)","(31.0, 32.0, 31.04)","(10.0, 11.5, 11.467153284671532)"
07-01-2023 14:10:40.400208,"(7.5, 8.6, 8.59)","(4.6, 5.3, 5.268316831683168)","(3.0, 3.3, 3.2391862955032122)","(19.0, 24.0, 24.735294117647058)","(11.0, 13.0, 12.830769230769231)","(41.0, 60.0, 53.333333333333336)","(6.5, 8.2, 8.080597014925372)","(31.0, 32.0, 30.32)","(10.0, 11.5, 11.433441558441558)"
07-01-2023 14:10:41.799729,"(7.5, 8.6, 8.58688524590164)","(4.6, 5.3, 5.309722222222222)","(3.0, 3.25, 3.241304347826087)","(19.0, 25.0, 22.710526315789473)","(11.0, 13.0, 12.64516129032258)","(41.0, 60.0, 53.333333333333336)","(6.5, 8.2, 8.109677419354838)","(31.0, 32.0, 30.294117647058822)","(10.0, 11.5, 11.44059405940594)"
07-01-2023 14:10:43.175233,"(7.5, 8.6, 8.58688524590164)","(4.6, 5.4, 5.364772727272728)","(3.0, 3.25, 3.1897476340694007)","(19.0, 23.0, 22.738095238095237)","(11.0, 13.0, 12.49812734082397)","(41.0, 60.0, 52.25)","(6.5, 8.2, 8.210344827586207)","(31.0, 32.0, 29.333333333333332)","(10.0, 11.5, 11.445701357466064)"
07-01-2023 14:10:44.619343,"(7.5, 8.8, 8.726984126984128)","(4.6, 5.4, 5.35)","(3.0, 3.2, 3.182564841498559)","(19.0, 23.0, 22.807692307692307)","(11.0, 12.5, 12.498015873015873)","(41.0, 55.0, 51.76470588235294)","(6.5, 8.4, 8.253793103448276)","(31.0, 30.0, 30.235294117647058)","(10.0, 11.5, 11.42274678111588)"
07-01-2023 14:10:46.005239,"(7.5, 8.8, 8.726984126984128)","(4.6, 5.4, 5.284782608695652)","(3.0, 3.2, 3.177115987460815)","(19.0, 23.0, 23.565217391304348)","(11.0, 12.5, 12.498015873015873)","(41.0, 55.0, 51.578947368421055)","(6.5, 8.4, 8.224)","(31.0, 32.0, 30.2)","(10.0, 11.5, 11.42274678111588)"
07-01-2023 14:10:47.358032,"(7.5, 9.0, 8.840845070422535)","(4.6, 5.3, 5.284782608695652)","(3.0, 3.2, 3.132186732186732)","(20.0, 24.0, 23.866666666666667)","(11.0, 12.5, 12.498015873015873)","(41.0, 55.0, 50.9375)","(6.5, 8.4, 8.296969696969697)","(31.0, 32.0, 30.2)","(10.0, 11.5, 11.42274678111588)"
07-01-2023 14:10:48.702920,"(7.5, 9.0, 8.735537190082644)","(4.6, 5.4, 5.353076923076923)","(3.0, 3.15, 3.132186732186732)","(19.0, 25.0, 23.866666666666667)","(11.0, 12.5, 12.498015873015873)","(41.0, 55.0, 50.9375)","(6.5, 8.4, 8.296969696969697)","(31.0, 32.0, 30.2)","(10.0, 11.5, 11.47979797979798)"
07-01-2023 14:10:50.011935,"(7.5, 9.0, 8.76115107913669)","(4.6, 5.3, 5.283280757097792)","(3.0, 3.15, 3.118170731707317)","(19.0, 25.0, 23.486486486486488)","(11.0, 13.0, 12.717105263157896)","(41.0, 55.0, 51.1764705882353)","(6.5, 8.4, 8.499459459459459)","(26.0, 32.0, 30.5)","(10.0, 12.0, 11.75)"
07-01-2023 14:10:51.439777,"(7.5, 9.0, 8.795918367346939)","(4.6, 5.3, 5.273232323232323)","(3.0, 3.15, 3.113573407202216)","(19.0, 24.0, 23.486486486486488)","(11.0, 13.0, 12.674242424242424)","(41.0, 55.0, 49.52173913043478)","(6.5, 8.6, 8.501754385964912)","(26.0, 32.0, 33.294117647058826)","(10.0, 12.0, 11.785714285714286)"
07-01-2023 14:10:52.914065,"(7.5, 9.0, 8.795918367346939)","(4.6, 5.3, 5.273232323232323)","(3.0, 3.15, 3.1156695156695156)","(19.0, 24.0, 23.486486486486488)","(11.0, 13.0, 12.390350877192983)","(41.0, 55.0, 47.36)","(6.5, 8.6, 8.488311688311688)","(31.0, 34.0, 33.294117647058826)","(10.0, 12.0, 11.833333333333334)"
07-01-2023 14:10:54.348402,"(7.5, 9.0, 8.852631578947369)","(4.6, 5.3, 5.227083333333334)","(3.0, 3.15, 3.0930493273542603)","(19.0, 24.0, 23.536585365853657)","(11.0, 12.5, 12.612903225806452)","(41.0, 48.0, 47.483870967741936)","(6.5, 8.6, 8.514)","(31.0, 34.0, 33.6)","(10.0, 12.0, 11.840764331210192)"
07-01-2023 14:10:55.675774,"(7.5, 9.0, 8.893129770992367)","(4.6, 5.3, 5.2)","(3.0, 3.1, 3.1179419525065963)","(19.0, 24.0, 23.536585365853657)","(11.0, 13.0, 12.60431654676259)","(41.0, 48.0, 44.8)","(6.5, 8.6, 8.514)","(31.0, 34.0, 33.411764705882355)","(10.0, 12.0, 11.959349593495935)"
07-01-2023 14:10:57.088784,"(7.5, 9.0, 8.897142857142857)","(4.6, 5.2, 5.18136645962733)","(3.0, 3.15, 3.110581395348837)","(19.0, 24.0, 23.536585365853657)","(11.0, 13.0, 12.754672897196262)","(41.0, 48.0, 45.81818181818182)","(6.5, 8.6, 8.513131313131312)","(31.0, 34.0, 33.411764705882355)","(10.0, 12.0, 12.03688524590164)"
07-01-2023 14:10:58.470576,"(7.5, 9.0, 8.897142857142857)","(4.6, 5.2, 5.151119402985074)","(3.0, 3.15, 3.1254237288135593)","(19.0, 24.0, 23.525)","(11.0, 13.0, 12.70855614973262)","(41.0, 48.0, 45.81818181818182)","(6.5, 8.6, 8.484353741496598)","(31.0, 34.0, 33.30909090909091)","(10.0, 12.5, 12.034979423868313)"
07-01-2023 14:10:59.906133,"(7.5, 9.0, 8.897142857142857)","(4.6, 5.2, 5.051004016064256)","(2.9, 3.15, 3.153861788617886)","(20.0, 24.0, 23.525)","(11.0, 13.0, 12.393351800554017)","(41.0, 48.0, 45.81818181818182)","(6.5, 8.6, 8.397101449275363)","(26.0, 34.0, 33.411764705882355)","(10.0, 12.5, 12.076779026217228)"
07-01-2023 14:11:01.176258,"(7.5, 9.0, 8.82)","(4.6, 5.1, 5.051004016064256)","(2.9, 3.2, 3.153861788617886)","(20.0, 24.0, 23.525)","(11.0, 12.5, 12.393351800554017)","(41.0, 48.0, 45.81818181818182)","(6.5, 8.4, 8.397101449275363)","(26.0, 34.0, 33.411764705882355)","(10.0, 12.5, 12.076779026217228)"
07-01-2023 14:11:02.569301,"(7.5, 9.0, 8.82)","(4.6, 5.1, 5.051004016064256)","(2.9, 3.2, 3.153861788617886)","(20.0, 24.0, 23.525)","(11.0, 12.5, 12.393351800554017)","(41.0, 48.0, 47.07692307692308)","(6.5, 8.4, 8.34320987654321)","(31.0, 34.0, 33.3235294117647)","(10.0, 12.5, 11.925257731958762)"
07-01-2023 14:11:03.860319,"(7.5, 9.2, 9.001526717557251)","(4.6, 5.1, 5.043103448275862)","(2.9, 3.25, 3.2145739910313904)","(20.0, 24.0, 23.914285714285715)","(11.0, 12.5, 12.489010989010989)","(41.0, 48.0, 45.333333333333336)","(6.5, 8.4, 8.27682119205298)","(31.0, 34.0, 33.3968253968254)","(10.0, 12.0, 11.930288461538462)"
07-01-2023 14:11:05.249657,"(7.5, 9.2, 9.001526717557251)","(4.6, 5.1, 5.0)","(2.9, 3.25, 3.2176229508196723)","(20.0, 24.0, 23.926829268292682)","(11.0, 12.5, 12.73394495412844)","(41.0, 48.0, 46.0)","(6.5, 8.4, 8.262)","(31.0, 34.0, 33.36986301369863)","(10.0, 12.0, 11.933179723502304)"
