,Homebush Abby,Homebush Classy,Know Stamina,Gotcha Charged,Goldstar Benji,Homebush Gracen,Lucky Luciano,My Idol
09-01-2023 09:07:42.450268,"(7.5, 11.0, 10.615384615384615)","(31.0, 46.0, 38.2)","(5.5, 6.8, 6.579746835443038)","(3.5, 4.3, 4.21076923076923)","(2.9, 3.3, 3.251020408163265)","(13.0, 18.5, 9998.5)","(81.0, 400.0, 9998.5)","(6.0, 8.0, 9998.5)"
09-01-2023 09:07:43.441824,"(7.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(3.5, 99998, 9998.5)","(2.9, 99998, 9998.5)","(13.0, 99998, 9998.5)","(81.0, 99998, 9998.5)","(6.0, 99998, 9998.5)"
09-01-2023 09:07:44.456417,"(7.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(3.5, 99998, 9998.5)","(2.9, 99998, 9998.5)","(13.0, 99998, 9998.5)","(81.0, 99998, 9998.5)","(6.0, 99998, 9998.5)"
09-01-2023 09:07:45.459371,"(7.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(3.5, 99998, 9998.5)","(2.9, 99998, 9998.5)","(13.0, 99998, 9998.5)","(81.0, 99998, 9998.5)","(6.0, 99998, 9998.5)"
09-01-2023 09:07:46.490769,"(7.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(3.5, 99998, 9998.5)","(2.9, 99998, 9998.5)","(13.0, 99998, 9998.5)","(81.0, 99998, 9998.5)","(6.0, 99998, 9998.5)"
09-01-2023 09:07:47.566120,"(7.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(3.5, 99998, 9998.5)","(2.9, 99998, 9998.5)","(13.0, 99998, 9998.5)","(81.0, 99998, 9998.5)","(6.0, 99998, 9998.5)"
09-01-2023 09:07:48.619008,"(7.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(3.5, 99998, 9998.5)","(2.9, 99998, 9998.5)","(13.0, 99998, 9998.5)","(81.0, 99998, 9998.5)","(6.0, 99998, 9998.5)"
09-01-2023 09:07:49.637697,"(7.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(3.5, 99998, 9998.5)","(2.9, 99998, 9998.5)","(13.0, 99998, 9998.5)","(81.0, 99998, 9998.5)","(6.0, 99998, 9998.5)"
09-01-2023 09:07:50.642309,"(7.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(3.5, 99998, 9998.5)","(2.9, 99998, 9998.5)","(13.0, 99998, 9998.5)","(81.0, 99998, 9998.5)","(6.0, 99998, 9998.5)"
09-01-2023 09:07:51.641364,"(7.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(5.5, 99998, 9998.5)","(3.5, 99998, 9998.5)","(2.9, 99998, 9998.5)","(13.0, 99998, 9998.5)","(81.0, 99998, 9998.5)","(6.0, 99998, 9998.5)"
