,Roscos Rescue,Stonebridge Star,White Star Village,Pete Mitchell,Rainbow Rain,Bulldog Brawler,I Runformum,Storm Stride,Mista Pumblechook,Half Moon Beach
10-01-2023 17:15:14.918706,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.333333333333334)","(7.5, 11.5, 9.05)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:15:16.228068,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.333333333333334)","(7.5, 11.5, 9.05)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:15:17.501418,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.333333333333334)","(7.5, 11.5, 9.05)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:15:18.768223,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.333333333333334)","(7.5, 11.5, 9.05)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:15:20.030580,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.333333333333334)","(7.5, 11.5, 9.05)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:15:21.247925,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.333333333333334)","(7.5, 11.5, 9.05)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:15:22.600347,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.333333333333334)","(7.5, 11.5, 9.05)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:15:23.931220,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.333333333333334)","(7.5, 11.5, 9.05)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:15:25.385096,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.333333333333334)","(7.5, 11.5, 9.05)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:15:26.621066,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.333333333333334)","(7.5, 11.5, 9.05)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:15:27.795045,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.333333333333334)","(7.5, 11.5, 9.05)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:15:28.973392,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.333333333333334)","(7.5, 11.5, 9.05)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:15:30.170928,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.333333333333334)","(7.5, 11.5, 9.05)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:15:31.385925,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.333333333333334)","(7.5, 11.5, 9.05)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:15:32.640274,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.333333333333334)","(7.5, 11.5, 9.05)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:15:33.861263,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.333333333333334)","(7.5, 11.5, 9.05)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:15:35.115155,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.333333333333334)","(7.5, 11.5, 9.05)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:15:36.325644,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.333333333333334)","(7.5, 11.5, 9.05)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:15:37.495830,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.333333333333334)","(7.5, 11.5, 9.05)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:15:38.632054,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.333333333333334)","(7.5, 11.5, 9.05)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:15:39.759698,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.333333333333334)","(7.5, 11.5, 9.05)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:15:40.887767,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.333333333333334)","(7.5, 11.5, 9.05)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:15:42.128314,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.333333333333334)","(7.5, 11.5, 9.05)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:15:43.396015,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.333333333333334)","(7.5, 11.5, 9.05)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:15:44.692834,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.333333333333334)","(7.5, 11.5, 9.05)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:15:45.906529,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.333333333333334)","(7.5, 11.5, 9.05)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:15:47.084838,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.333333333333334)","(7.5, 11.5, 9.05)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:15:48.240208,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.333333333333334)","(7.5, 11.5, 9.05)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:15:49.393602,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.333333333333334)","(7.5, 11.5, 9.05)","(21.0, 38.0, 32.42857142857143)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:15:50.576777,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:15:51.752858,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:15:52.932762,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:15:54.209434,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:15:55.461621,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:15:56.625392,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:15:57.741034,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:15:58.849661,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:16:00.077351,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:16:01.429186,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:16:02.644418,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:16:03.841934,"(3.3, 4.2, 3.875)","(26.0, 46.0, 40.666666666666664)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:16:05.124433,"(3.3, 4.2, 3.875)","(26.0, 46.0, 43.473684210526315)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:16:06.311534,"(3.3, 4.2, 3.875)","(26.0, 46.0, 43.473684210526315)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:16:07.507425,"(3.3, 4.2, 3.875)","(26.0, 46.0, 43.473684210526315)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:16:08.664378,"(3.3, 4.2, 3.875)","(26.0, 46.0, 43.473684210526315)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:16:09.803579,"(3.3, 4.2, 3.875)","(26.0, 46.0, 43.473684210526315)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:16:10.952085,"(3.3, 4.2, 3.875)","(26.0, 46.0, 43.473684210526315)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:16:12.204053,"(3.3, 4.2, 3.875)","(26.0, 46.0, 43.473684210526315)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:16:13.405779,"(3.3, 4.2, 3.875)","(26.0, 46.0, 43.473684210526315)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:16:14.612444,"(3.3, 4.2, 3.875)","(26.0, 46.0, 43.473684210526315)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:16:15.738577,"(3.3, 4.2, 3.875)","(26.0, 46.0, 43.473684210526315)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:16:16.965278,"(3.3, 4.2, 3.875)","(26.0, 46.0, 43.473684210526315)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:16:18.112097,"(3.3, 4.2, 3.875)","(26.0, 46.0, 43.473684210526315)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:16:19.236839,"(3.3, 4.2, 3.875)","(26.0, 46.0, 43.473684210526315)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:16:20.399417,"(3.3, 4.2, 3.875)","(26.0, 46.0, 43.473684210526315)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:16:21.722885,"(3.3, 4.2, 3.875)","(26.0, 46.0, 43.473684210526315)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:16:22.939007,"(3.3, 4.2, 3.875)","(26.0, 46.0, 43.473684210526315)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:16:24.671024,"(3.3, 4.2, 3.875)","(26.0, 46.0, 43.473684210526315)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:16:25.963499,"(3.3, 4.2, 3.875)","(26.0, 46.0, 43.473684210526315)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:16:27.217024,"(3.3, 4.2, 3.875)","(26.0, 46.0, 43.473684210526315)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:16:28.602774,"(3.3, 4.2, 3.875)","(26.0, 46.0, 43.473684210526315)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:16:29.891273,"(3.3, 4.2, 3.875)","(26.0, 46.0, 43.473684210526315)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:16:31.081018,"(3.3, 4.2, 3.875)","(26.0, 46.0, 43.473684210526315)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:16:32.324138,"(3.3, 4.2, 3.875)","(26.0, 46.0, 43.473684210526315)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:16:33.526771,"(3.3, 4.2, 3.875)","(26.0, 46.0, 43.473684210526315)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:16:34.694627,"(3.3, 4.2, 3.875)","(26.0, 46.0, 43.473684210526315)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:16:35.848230,"(3.3, 4.2, 3.875)","(26.0, 46.0, 43.473684210526315)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:16:37.055326,"(3.3, 4.2, 3.875)","(26.0, 46.0, 43.473684210526315)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:16:38.299970,"(3.3, 4.2, 3.875)","(26.0, 46.0, 43.473684210526315)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:16:39.513863,"(3.3, 4.2, 3.875)","(26.0, 46.0, 43.473684210526315)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:16:40.759896,"(3.3, 4.2, 3.875)","(26.0, 46.0, 43.473684210526315)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
10-01-2023 17:16:42.147920,"(3.3, 4.2, 3.875)","(26.0, 46.0, 43.473684210526315)","(6.0, 8.4, 7.366666666666667)","(4.4, 6.8, 6.071428571428571)","(8.5, 13.5, 10.95)","(11.0, 19.0, 14.0)","(7.5, 11.5, 9.05)","(21.0, 38.0, 28.25)","(14.0, 19.0, 17.9)","(10.0, 15.0, 12.1)"
