,Go Albino,Hes Iconic,Chi Lin,Im No Princess,Uncle Albert
11-01-2023 12:07:53.707362,"(1.3, 1.37, 1.3584615384615386)","(15.0, 25.0, 17.47142857142857)","(8.0, 28.0, 14.25)","(5.5, 10.0, 9.515384615384615)","(11.0, 19.5, 13.944444444444445)"
11-01-2023 12:07:54.548009,"(1.3, 1.37, 1.3584615384615386)","(15.0, 25.0, 20.40740740740741)","(8.0, 28.0, 14.25)","(5.5, 10.0, 9.515384615384615)","(11.0, 19.5, 14.327586206896552)"
11-01-2023 12:07:55.412292,"(1.3, 1.37, 1.3633333333333335)","(15.0, 25.0, 17.954545454545453)","(8.0, 26.0, 18.75)","(5.5, 10.0, 9.515384615384615)","(11.0, 19.5, 13.25)"
11-01-2023 12:07:56.282637,"(1.3, 1.37, 1.3636842105263158)","(15.0, 25.0, 18.357142857142858)","(8.0, 26.0, 16.333333333333332)","(5.5, 10.0, 9.515384615384615)","(11.0, 19.5, 13.25)"
11-01-2023 12:07:57.156503,"(1.3, 1.37, 1.3636842105263158)","(15.0, 25.0, 18.357142857142858)","(8.5, 26.0, 15.125)","(6.0, 10.0, 9.515384615384615)","(11.0, 19.5, 13.25)"
11-01-2023 12:07:58.048098,"(1.3, 1.37, 1.3636842105263158)","(15.0, 25.0, 18.357142857142858)","(8.5, 26.0, 15.125)","(6.0, 10.0, 9.515384615384615)","(11.0, 19.5, 13.629032258064516)"
11-01-2023 12:07:58.857270,"(1.3, 1.38, 1.3788888888888888)","(15.0, 25.0, 18.88157894736842)","(8.5, 26.0, 22.375)","(6.0, 9.8, 9.492307692307692)","(11.0, 19.5, 13.629032258064516)"
11-01-2023 12:07:59.702801,"(1.3, 1.4, 1.3942307692307692)","(15.0, 25.0, 18.88157894736842)","(8.5, 26.0, 18.75)","(6.0, 9.6, 9.536363636363635)","(11.0, 19.5, 13.866666666666667)"
11-01-2023 12:08:00.611022,"(1.3, 1.41, 1.400344827586207)","(15.0, 25.0, 18.88157894736842)","(8.5, 26.0, 16.772727272727273)","(6.0, 9.6, 9.330769230769231)","(11.0, 19.5, 14.258064516129032)"
11-01-2023 12:08:01.448457,"(1.3, 1.41, 1.4066666666666665)","(15.0, 25.0, 18.88157894736842)","(8.5, 26.0, 14.552631578947368)","(6.0, 9.6, 9.330769230769231)","(11.0, 19.5, 14.575757575757576)"
11-01-2023 12:08:02.251411,"(1.3, 1.41, 1.400344827586207)","(15.0, 25.0, 18.88157894736842)","(8.5, 26.0, 16.9375)","(6.0, 9.6, 9.330769230769231)","(11.0, 19.5, 14.3)"
11-01-2023 12:08:03.077706,"(1.3, 1.41, 1.4066666666666665)","(15.0, 25.0, 18.88157894736842)","(8.5, 26.0, 14.552631578947368)","(6.0, 9.6, 9.49090909090909)","(11.0, 19.5, 14.21875)"
11-01-2023 12:08:03.958272,"(1.3, 1.41, 1.4066666666666665)","(15.0, 25.0, 18.88157894736842)","(8.5, 25.0, 20.5)","(6.0, 9.6, 9.2)","(11.0, 19.5, 14.529411764705882)"
11-01-2023 12:08:04.772207,"(1.3, 1.41, 1.4066666666666665)","(15.0, 25.0, 18.88157894736842)","(8.5, 24.0, 19.833333333333336)","(6.0, 9.6, 9.3)","(11.0, 19.5, 14.529411764705882)"
11-01-2023 12:08:05.622038,"(1.3, 1.41, 1.4042857142857141)","(15.0, 25.0, 18.424242424242426)","(8.5, 23.0, 19.166666666666668)","(6.0, 9.6, 9.4)","(11.0, 19.5, 14.529411764705882)"
11-01-2023 12:08:06.539902,"(1.28, 1.41, 1.4042857142857141)","(15.0, 25.0, 19.041666666666668)","(8.5, 23.0, 17.25)","(6.0, 9.6, 9.36)","(11.0, 19.5, 14.529411764705882)"
11-01-2023 12:08:07.387283,"(1.28, 1.41, 1.4042857142857141)","(15.0, 25.0, 19.2027027027027)","(8.5, 22.0, 19.9)","(6.0, 9.6, 9.36)","(11.0, 19.5, 14.529411764705882)"
11-01-2023 12:08:08.205919,"(1.28, 1.41, 1.4042857142857141)","(15.0, 25.0, 18.691176470588236)","(8.5, 22.0, 19.9)","(6.0, 9.6, 9.36)","(11.0, 19.5, 14.529411764705882)"
11-01-2023 12:08:09.108376,"(1.28, 1.41, 1.3952631578947368)","(15.0, 25.0, 18.691176470588236)","(8.5, 22.0, 21.25)","(6.0, 9.6, 9.36)","(11.0, 19.5, 14.529411764705882)"
11-01-2023 12:08:10.013797,"(1.28, 1.41, 1.4042857142857141)","(15.0, 25.0, 18.691176470588236)","(8.5, 22.0, 20.57142857142857)","(6.0, 9.6, 9.157894736842104)","(11.0, 19.5, 14.529411764705882)"
11-01-2023 12:08:10.846062,"(1.28, 1.41, 1.3918181818181818)","(15.0, 25.0, 18.691176470588236)","(8.5, 22.0, 18.315789473684212)","(6.0, 9.4, 9.323076923076924)","(11.0, 19.5, 14.529411764705882)"
11-01-2023 12:08:11.698218,"(1.28, 1.41, 1.3918181818181818)","(15.0, 25.0, 18.691176470588236)","(8.5, 21.0, 19.714285714285715)","(6.0, 9.4, 9.031578947368422)","(11.0, 19.5, 14.529411764705882)"
11-01-2023 12:08:12.567340,"(1.28, 1.41, 1.3918181818181818)","(15.0, 25.0, 18.691176470588236)","(9.0, 21.0, 18.75)","(6.5, 9.4, 9.031578947368422)","(11.0, 19.5, 14.529411764705882)"
11-01-2023 12:08:13.416159,"(1.28, 1.41, 1.3918181818181818)","(15.0, 25.0, 18.691176470588236)","(9.0, 20.0, 19.384615384615387)","(6.5, 9.4, 8.971428571428572)","(11.0, 19.5, 14.529411764705882)"
11-01-2023 12:08:14.240231,"(1.28, 1.41, 1.3918181818181818)","(15.0, 25.0, 18.691176470588236)","(9.0, 20.0, 19.384615384615387)","(6.5, 9.4, 8.971428571428572)","(11.0, 19.5, 14.529411764705882)"
11-01-2023 12:08:15.100065,"(1.28, 1.41, 1.3918181818181818)","(15.0, 25.0, 18.691176470588236)","(9.0, 19.5, 18.923076923076923)","(6.5, 9.4, 8.971428571428572)","(11.0, 19.5, 14.529411764705882)"
11-01-2023 12:08:15.974084,"(1.28, 1.41, 1.3744444444444446)","(15.0, 25.0, 18.691176470588236)","(9.0, 19.5, 18.923076923076923)","(6.5, 9.4, 8.971428571428572)","(11.0, 19.5, 14.529411764705882)"
11-01-2023 12:08:16.821984,"(1.28, 1.41, 1.3800000000000001)","(15.0, 25.0, 18.691176470588236)","(9.0, 19.5, 18.923076923076923)","(6.5, 9.4, 8.971428571428572)","(11.0, 19.5, 14.529411764705882)"
11-01-2023 12:08:17.756680,"(1.28, 1.41, 1.3744444444444446)","(15.0, 25.0, 18.691176470588236)","(9.0, 19.5, 18.923076923076923)","(6.5, 9.4, 8.971428571428572)","(11.0, 19.5, 14.529411764705882)"
11-01-2023 12:08:18.646601,"(1.28, 1.41, 1.3800000000000001)","(15.0, 25.0, 18.691176470588236)","(9.0, 19.5, 18.923076923076923)","(6.5, 9.4, 8.971428571428572)","(11.0, 19.5, 14.529411764705882)"
11-01-2023 12:08:19.480302,"(1.28, 1.41, 1.3744444444444446)","(15.0, 25.0, 18.691176470588236)","(9.0, 19.5, 18.923076923076923)","(6.5, 9.4, 8.971428571428572)","(11.0, 19.5, 14.529411764705882)"
11-01-2023 12:08:20.312431,"(1.28, 1.41, 1.3800000000000001)","(15.0, 25.0, 18.691176470588236)","(9.0, 19.5, 18.923076923076923)","(6.5, 9.4, 8.971428571428572)","(11.0, 19.5, 14.529411764705882)"
11-01-2023 12:08:21.181036,"(1.28, 1.41, 1.3744444444444446)","(15.0, 25.0, 18.691176470588236)","(9.0, 19.5, 18.923076923076923)","(6.5, 9.4, 8.971428571428572)","(11.0, 19.5, 14.529411764705882)"
11-01-2023 12:08:22.097174,"(1.28, 1.41, 1.3800000000000001)","(16.0, 25.0, 18.691176470588236)","(9.0, 19.5, 18.923076923076923)","(6.5, 9.4, 8.971428571428572)","(11.0, 19.5, 14.529411764705882)"
11-01-2023 12:08:22.956441,"(1.28, 1.41, 1.3744444444444446)","(16.0, 25.0, 18.691176470588236)","(9.0, 19.5, 18.923076923076923)","(6.5, 9.4, 8.971428571428572)","(11.0, 19.5, 14.529411764705882)"
11-01-2023 12:08:23.859361,"(1.28, 1.41, 1.3800000000000001)","(16.0, 25.0, 18.691176470588236)","(9.0, 19.5, 18.25)","(6.5, 9.4, 8.9)","(11.0, 19.5, 14.529411764705882)"
11-01-2023 12:08:24.717568,"(1.28, 1.41, 1.3744444444444446)","(16.0, 25.0, 18.691176470588236)","(9.0, 19.5, 18.25)","(6.5, 9.4, 8.9)","(11.0, 19.5, 14.529411764705882)"
11-01-2023 12:08:25.536191,"(1.28, 1.41, 1.3800000000000001)","(16.0, 25.0, 18.691176470588236)","(9.0, 19.5, 18.818181818181817)","(6.5, 9.4, 8.986206896551725)","(11.0, 19.5, 14.529411764705882)"
11-01-2023 12:08:26.425413,"(1.28, 1.41, 1.3800000000000001)","(16.0, 25.0, 18.691176470588236)","(9.0, 19.5, 18.25)","(6.5, 9.4, 8.942857142857143)","(11.0, 19.5, 14.529411764705882)"
11-01-2023 12:08:27.274317,"(1.28, 1.41, 1.3800000000000001)","(16.0, 25.0, 18.691176470588236)","(9.0, 19.5, 18.25)","(6.5, 9.4, 9.05)","(11.0, 19.5, 14.529411764705882)"
11-01-2023 12:08:28.109596,"(1.28, 1.41, 1.3800000000000001)","(16.0, 25.0, 18.691176470588236)","(9.0, 19.5, 16.166666666666668)","(6.5, 9.4, 8.723076923076922)","(11.0, 19.5, 14.529411764705882)"
11-01-2023 12:08:28.937107,"(1.28, 1.41, 1.3800000000000001)","(16.0, 25.0, 18.691176470588236)","(9.0, 19.5, 16.166666666666668)","(6.5, 9.2, 9.16)","(11.0, 19.5, 14.529411764705882)"
11-01-2023 12:08:29.760267,"(1.28, 1.41, 1.3800000000000001)","(16.0, 25.0, 18.691176470588236)","(9.0, 19.5, 16.166666666666668)","(6.5, 9.2, 9.0)","(11.0, 19.5, 14.529411764705882)"
11-01-2023 12:08:30.645316,"(1.28, 1.42, 1.3708474576271188)","(16.0, 25.0, 18.691176470588236)","(9.0, 19.5, 17.357142857142858)","(6.5, 9.2, 9.0)","(11.0, 19.5, 14.529411764705882)"
11-01-2023 12:08:31.506806,"(1.28, 1.42, 1.3708474576271188)","(16.0, 25.0, 18.691176470588236)","(9.0, 19.5, 16.166666666666668)","(6.5, 9.2, 8.978947368421052)","(11.0, 19.5, 14.575757575757576)"
11-01-2023 12:08:32.398646,"(1.28, 1.42, 1.3610169491525426)","(16.0, 25.0, 18.691176470588236)","(9.0, 19.5, 17.357142857142858)","(6.5, 9.2, 8.978947368421052)","(11.0, 19.5, 14.575757575757576)"
11-01-2023 12:08:33.258662,"(1.28, 1.42, 1.362)","(16.0, 25.0, 18.691176470588236)","(9.0, 19.5, 16.166666666666668)","(6.5, 9.2, 8.978947368421052)","(11.0, 19.5, 14.575757575757576)"
11-01-2023 12:08:34.122848,"(1.28, 1.34, 1.3348550724637682)","(16.0, 25.0, 23.166666666666668)","(9.0, 19.5, 18.928571428571427)","(6.5, 9.2, 9.088)","(11.0, 19.5, 14.529411764705882)"
11-01-2023 12:08:34.975044,"(1.28, 1.41, 1.371025641025641)","(16.0, 25.0, 18.703125)","(9.0, 19.5, 16.166666666666668)","(6.5, 9.4, 9.15)","(11.0, 19.5, 14.529411764705882)"
11-01-2023 12:08:35.905178,"(1.28, 1.41, 1.371025641025641)","(16.0, 25.0, 18.703125)","(9.0, 19.5, 17.357142857142858)","(6.5, 9.4, 9.115789473684211)","(11.0, 19.5, 14.625)"
11-01-2023 12:08:36.774410,"(1.28, 1.41, 1.3625)","(16.0, 25.0, 18.703125)","(9.0, 19.5, 16.166666666666668)","(6.5, 9.4, 9.115789473684211)","(11.0, 19.5, 14.625)"
11-01-2023 12:08:37.582836,"(1.28, 1.41, 1.3625)","(16.0, 25.0, 18.703125)","(9.0, 19.5, 17.357142857142858)","(6.5, 9.4, 9.200000000000001)","(11.0, 19.5, 14.625)"
11-01-2023 12:08:38.424323,"(1.28, 1.41, 1.3625)","(16.0, 25.0, 18.893939393939394)","(9.0, 19.5, 17.357142857142858)","(6.5, 9.4, 9.200000000000001)","(11.0, 19.5, 14.625)"
11-01-2023 12:08:39.288621,"(1.28, 1.41, 1.3625)","(16.0, 25.0, 19.833333333333332)","(9.0, 19.5, 16.166666666666668)","(6.5, 9.4, 9.200000000000001)","(11.0, 19.5, 14.625)"
11-01-2023 12:08:40.132354,"(1.28, 1.41, 1.3792307692307693)","(16.0, 25.0, 19.833333333333332)","(9.0, 19.5, 16.411764705882355)","(6.5, 9.4, 9.200000000000001)","(11.0, 19.5, 14.625)"
11-01-2023 12:08:40.961635,"(1.28, 1.41, 1.3885714285714286)","(16.0, 25.0, 19.833333333333332)","(9.0, 19.5, 15.125)","(6.5, 9.4, 9.200000000000001)","(11.0, 19.5, 14.625)"
11-01-2023 12:08:41.816949,"(1.28, 1.41, 1.3885714285714286)","(16.0, 25.0, 19.833333333333332)","(9.0, 19.5, 16.411764705882355)","(6.5, 9.4, 9.200000000000001)","(11.0, 19.5, 14.625)"
11-01-2023 12:08:42.684058,"(1.28, 1.41, 1.3885714285714286)","(16.0, 25.0, 19.833333333333332)","(9.0, 19.5, 15.125)","(6.5, 9.4, 9.200000000000001)","(11.0, 19.5, 14.625)"
11-01-2023 12:08:43.516009,"(1.28, 1.41, 1.3885714285714286)","(16.0, 25.0, 19.833333333333332)","(9.0, 19.5, 13.973684210526315)","(6.5, 9.4, 9.200000000000001)","(11.0, 19.5, 14.625)"
11-01-2023 12:08:44.406243,"(1.28, 1.41, 1.386)","(16.0, 25.0, 19.833333333333332)","(9.0, 19.5, 15.125)","(6.5, 9.4, 9.200000000000001)","(11.0, 19.5, 14.625)"
11-01-2023 12:08:45.266792,"(1.28, 1.41, 1.386)","(16.0, 25.0, 19.833333333333332)","(9.0, 19.5, 13.973684210526315)","(6.5, 9.4, 9.200000000000001)","(11.0, 19.5, 14.793103448275861)"
11-01-2023 12:08:46.108301,"(1.28, 1.41, 1.3772727272727272)","(16.0, 25.0, 19.3125)","(9.0, 19.5, 16.411764705882355)","(6.5, 9.4, 9.200000000000001)","(11.0, 19.5, 14.793103448275861)"
11-01-2023 12:08:46.987922,"(1.28, 1.41, 1.3772727272727272)","(16.0, 25.0, 19.3125)","(9.0, 19.5, 15.125)","(6.5, 9.4, 9.200000000000001)","(11.0, 19.5, 14.793103448275861)"
11-01-2023 12:08:47.907838,"(1.28, 1.41, 1.3772727272727272)","(16.0, 25.0, 19.3125)","(9.0, 19.5, 16.411764705882355)","(6.5, 9.4, 9.200000000000001)","(11.0, 19.5, 16.428571428571427)"
11-01-2023 12:08:48.760224,"(1.28, 1.41, 1.3747058823529412)","(16.0, 24.0, 21.142857142857142)","(9.0, 19.5, 14.205882352941178)","(6.5, 9.4, 9.200000000000001)","(11.0, 19.0, 16.2)"
11-01-2023 12:08:49.565904,"(1.28, 1.41, 1.3876744186046512)","(16.0, 23.0, 20.0)","(9.0, 19.5, 15.409090909090908)","(6.5, 9.4, 9.200000000000001)","(11.0, 19.0, 16.2)"
11-01-2023 12:08:50.427722,"(1.28, 1.41, 1.381764705882353)","(16.0, 23.0, 19.8)","(9.0, 19.5, 14.205882352941178)","(6.5, 9.4, 9.200000000000001)","(11.0, 19.0, 15.823529411764707)"
11-01-2023 12:08:51.256653,"(1.28, 1.41, 1.381764705882353)","(16.0, 23.0, 21.666666666666668)","(9.0, 19.5, 15.409090909090908)","(6.5, 9.4, 9.200000000000001)","(11.0, 19.0, 15.823529411764707)"
11-01-2023 12:08:52.073297,"(1.28, 1.41, 1.3814285714285715)","(16.0, 23.0, 20.666666666666668)","(9.0, 19.5, 14.205882352941178)","(6.5, 9.4, 9.200000000000001)","(11.0, 19.0, 14.777777777777779)"
11-01-2023 12:08:52.905967,"(1.28, 1.41, 1.3814285714285715)","(16.0, 23.0, 20.176470588235293)","(9.0, 19.5, 15.409090909090908)","(6.5, 9.4, 9.200000000000001)","(11.0, 19.0, 14.297297297297298)"
11-01-2023 12:08:53.780742,"(1.28, 1.41, 1.3814285714285715)","(16.0, 23.0, 20.176470588235293)","(9.0, 19.5, 14.205882352941178)","(6.5, 9.4, 9.200000000000001)","(11.0, 19.0, 14.297297297297298)"
11-01-2023 12:08:54.620261,"(1.28, 1.41, 1.3814285714285715)","(16.0, 23.0, 20.176470588235293)","(9.0, 19.5, 14.205882352941178)","(6.5, 9.4, 9.200000000000001)","(11.0, 19.0, 14.297297297297298)"
11-01-2023 12:08:55.444319,"(1.28, 1.41, 1.3814285714285715)","(16.0, 23.0, 20.6)","(9.0, 19.5, 14.205882352941178)","(6.5, 9.4, 9.200000000000001)","(11.0, 19.0, 14.297297297297298)"
11-01-2023 12:08:56.317522,"(1.28, 1.41, 1.3814285714285715)","(16.0, 23.0, 20.6)","(9.0, 19.5, 15.409090909090908)","(6.5, 9.4, 9.200000000000001)","(11.0, 19.0, 14.297297297297298)"
11-01-2023 12:08:57.175455,"(1.28, 1.41, 1.3814285714285715)","(16.0, 23.0, 20.6)","(9.0, 19.5, 14.205882352941178)","(6.5, 9.4, 9.200000000000001)","(11.0, 19.0, 14.297297297297298)"
11-01-2023 12:08:58.001160,"(1.28, 1.41, 1.3719565217391305)","(16.0, 23.0, 20.666666666666668)","(9.0, 19.5, 14.5)","(6.5, 9.4, 9.280000000000001)","(11.0, 19.0, 14.371428571428572)"
11-01-2023 12:08:58.849660,"(1.28, 1.41, 1.3712765957446809)","(16.0, 23.0, 20.666666666666668)","(9.0, 19.5, 14.5)","(6.5, 9.4, 9.280000000000001)","(11.0, 19.0, 14.371428571428572)"
11-01-2023 12:08:59.683081,"(1.28, 1.4, 1.385)","(16.0, 23.0, 20.666666666666668)","(9.0, 19.0, 16.833333333333332)","(6.5, 9.4, 9.280000000000001)","(11.0, 19.0, 14.371428571428572)"
11-01-2023 12:09:00.508045,"(1.28, 1.4, 1.394375)","(16.0, 23.0, 21.22222222222222)","(9.0, 19.5, 17.346153846153847)","(6.5, 11.0, 10.6)","(11.0, 19.0, 14.371428571428572)"
11-01-2023 12:09:01.349040,"(1.28, 1.4, 1.3619230769230768)","(16.0, 23.0, 21.22222222222222)","(9.0, 19.5, 15.3)","(6.5, 11.0, 10.833333333333334)","(11.0, 19.0, 14.371428571428572)"
11-01-2023 12:09:02.192342,"(1.28, 1.4, 1.3619230769230768)","(16.0, 23.0, 21.22222222222222)","(9.0, 19.5, 16.7)","(6.5, 11.0, 10.857142857142858)","(11.0, 19.0, 14.371428571428572)"
11-01-2023 12:09:03.024823,"(1.28, 1.4, 1.3619230769230768)","(16.0, 23.0, 21.22222222222222)","(9.0, 19.5, 15.3)","(6.5, 11.0, 10.857142857142858)","(11.0, 19.0, 14.371428571428572)"
11-01-2023 12:09:03.861379,"(1.28, 1.4, 1.3619230769230768)","(16.0, 23.0, 21.22222222222222)","(9.0, 19.5, 15.3)","(6.5, 11.0, 10.857142857142858)","(11.0, 19.0, 14.09090909090909)"
11-01-2023 12:09:04.704555,"(1.28, 1.4, 1.3619230769230768)","(16.0, 23.0, 21.22222222222222)","(9.0, 19.5, 16.7)","(6.5, 11.0, 10.857142857142858)","(11.0, 19.0, 14.09090909090909)"
11-01-2023 12:09:05.594706,"(1.28, 1.4, 1.355)","(16.0, 23.0, 20.904761904761905)","(9.0, 19.5, 15.3)","(6.5, 11.0, 10.857142857142858)","(11.0, 19.0, 14.09090909090909)"
11-01-2023 12:09:06.458827,"(1.28, 1.4, 1.323846153846154)","(16.0, 23.0, 20.904761904761905)","(9.0, 19.5, 16.7)","(6.5, 12.5, 11.676470588235293)","(11.0, 19.0, 14.09090909090909)"
11-01-2023 12:09:07.314596,"(1.28, 1.4, 1.3495833333333334)","(16.0, 23.0, 20.904761904761905)","(9.0, 19.5, 15.3)","(6.5, 12.5, 12.25)","(11.0, 19.0, 14.09090909090909)"
11-01-2023 12:09:08.168907,"(1.28, 1.4, 1.3844871794871794)","(16.0, 23.0, 20.904761904761905)","(9.0, 19.5, 16.7)","(6.5, 12.5, 11.676470588235293)","(11.0, 19.0, 14.09090909090909)"
11-01-2023 12:09:09.070820,"(1.28, 1.4, 1.3576923076923078)","(16.0, 23.0, 20.904761904761905)","(9.0, 19.5, 15.3)","(6.5, 12.5, 10.895833333333334)","(11.0, 19.0, 14.09090909090909)"
11-01-2023 12:09:10.011894,"(1.28, 1.4, 1.3576923076923078)","(16.0, 23.0, 20.904761904761905)","(9.0, 19.5, 17.75)","(6.5, 12.5, 9.707692307692307)","(11.0, 19.0, 13.696428571428571)"
11-01-2023 12:09:10.943928,"(1.28, 1.42, 1.3217543859649123)","(16.0, 23.0, 21.8)","(9.0, 19.5, 16.25)","(6.5, 12.5, 9.453846153846154)","(11.0, 19.0, 13.689655172413794)"
11-01-2023 12:09:11.749328,"(1.28, 1.41, 1.378)","(16.0, 23.0, 21.8)","(9.0, 19.5, 16.25)","(6.5, 12.5, 9.453846153846154)","(11.0, 19.0, 13.689655172413794)"
11-01-2023 12:09:12.620660,"(1.28, 1.4, 1.3953846153846152)","(16.0, 23.0, 21.8)","(9.0, 19.5, 17.863636363636363)","(6.5, 11.5, 11.04)","(11.0, 18.5, 16.0)"
11-01-2023 12:09:13.471498,"(1.28, 1.4, 1.3953846153846152)","(16.0, 23.0, 21.8)","(9.0, 19.5, 17.863636363636363)","(6.5, 11.5, 10.688235294117646)","(11.0, 18.5, 17.25)"
11-01-2023 12:09:14.345394,"(1.28, 1.4, 1.388)","(16.0, 23.0, 21.8)","(9.0, 19.5, 18.675)","(6.5, 11.5, 9.925)","(11.0, 18.5, 17.25)"
11-01-2023 12:09:15.200240,"(1.28, 1.4, 1.3828571428571428)","(16.0, 23.0, 21.8)","(9.0, 19.5, 17.5)","(6.5, 11.5, 9.925)","(11.0, 18.5, 14.4375)"
11-01-2023 12:09:15.992895,"(1.28, 1.39, 1.367027027027027)","(16.0, 23.0, 22.16)","(9.0, 19.0, 16.75)","(6.5, 11.5, 9.925)","(11.0, 18.5, 15.25)"
11-01-2023 12:09:16.813854,"(1.26, 1.39, 1.3622222222222222)","(16.0, 23.0, 22.833333333333332)","(9.0, 19.0, 16.75)","(7.0, 11.5, 9.700000000000001)","(11.0, 18.5, 14.321428571428571)"
11-01-2023 12:09:17.641835,"(1.26, 1.39, 1.3622222222222222)","(16.0, 23.0, 22.81578947368421)","(9.0, 19.0, 17.0)","(7.0, 11.5, 9.61)","(11.0, 18.5, 14.3)"
11-01-2023 12:09:18.462397,"(1.26, 1.39, 1.3622222222222222)","(16.0, 34.0, 33.275)","(9.0, 19.0, 15.785714285714286)","(7.0, 11.5, 10.555)","(11.0, 18.5, 14.3)"
11-01-2023 12:09:19.305244,"(1.26, 1.39, 1.3622222222222222)","(16.0, 30.0, 23.333333333333332)","(9.0, 19.0, 17.0)","(7.0, 11.5, 10.555)","(11.0, 18.5, 14.363636363636363)"
11-01-2023 12:09:20.363562,"(1.26, 1.39, 1.3639583333333334)","(16.0, 30.0, 23.333333333333332)","(9.0, 19.0, 16.0)","(7.0, 11.5, 10.555)","(11.0, 18.0, 14.333333333333334)"
11-01-2023 12:09:21.205971,"(1.26, 1.39, 1.3622222222222222)","(16.0, 30.0, 23.333333333333332)","(9.0, 19.0, 16.0)","(7.0, 11.5, 10.555)","(11.0, 18.0, 14.285714285714286)"
11-01-2023 12:09:22.149696,"(1.26, 1.39, 1.3622222222222222)","(16.0, 30.0, 23.333333333333332)","(9.0, 19.0, 16.0)","(7.0, 11.5, 10.555)","(11.0, 18.0, 14.5)"
11-01-2023 12:09:23.137801,"(1.26, 1.39, 1.3622222222222222)","(16.0, 30.0, 23.333333333333332)","(9.0, 19.0, 15.4)","(7.0, 11.5, 10.555)","(11.0, 17.5, 14.38888888888889)"
11-01-2023 12:09:23.979166,"(1.26, 1.39, 1.3622222222222222)","(16.0, 30.0, 28.333333333333336)","(9.0, 19.0, 15.4)","(7.0, 11.5, 10.555)","(11.0, 17.5, 14.38888888888889)"
11-01-2023 12:09:24.851372,"(1.26, 1.39, 1.3622222222222222)","(16.0, 25.0, 23.571428571428573)","(9.0, 19.0, 16.23076923076923)","(7.0, 11.5, 10.555)","(11.0, 17.5, 14.790322580645162)"
11-01-2023 12:09:25.790853,"(1.26, 1.39, 1.3622222222222222)","(16.0, 25.0, 24.0)","(9.0, 19.0, 16.142857142857142)","(7.0, 11.5, 10.408333333333333)","(11.0, 17.5, 14.790322580645162)"
11-01-2023 12:09:26.614009,"(1.26, 1.39, 1.3622222222222222)","(16.0, 25.0, 24.0)","(9.0, 19.0, 17.0)","(7.0, 10.5, 10.4)","(11.0, 17.5, 14.790322580645162)"
11-01-2023 12:09:27.495914,"(1.26, 1.39, 1.3542857142857143)","(16.0, 28.0, 26.4)","(9.0, 19.0, 16.333333333333332)","(7.0, 10.5, 10.275)","(11.0, 17.5, 14.790322580645162)"
11-01-2023 12:09:28.336068,"(1.26, 1.39, 1.3542857142857143)","(16.0, 28.0, 26.4)","(9.0, 18.5, 17.625)","(7.0, 10.5, 10.275)","(11.0, 17.5, 14.790322580645162)"
11-01-2023 12:09:29.154405,"(1.26, 1.39, 1.3542857142857143)","(17.0, 28.0, 26.4)","(10.0, 18.5, 16.75)","(7.5, 10.5, 10.435714285714285)","(11.0, 17.5, 14.790322580645162)"
11-01-2023 12:09:29.954229,"(1.26, 1.39, 1.3542857142857143)","(17.0, 28.0, 26.4)","(10.0, 18.5, 17.625)","(7.5, 10.5, 10.41)","(11.0, 17.5, 14.790322580645162)"
11-01-2023 12:09:30.780859,"(1.26, 1.39, 1.3542857142857143)","(17.0, 28.0, 26.4)","(10.0, 18.5, 16.75)","(7.5, 10.5, 10.41)","(11.0, 17.5, 14.790322580645162)"
11-01-2023 12:09:31.619986,"(1.26, 1.39, 1.3542857142857143)","(17.0, 28.0, 26.4)","(10.0, 18.5, 17.625)","(7.5, 10.5, 10.41)","(11.0, 17.5, 14.790322580645162)"
11-01-2023 12:09:32.458392,"(1.26, 1.39, 1.3542857142857143)","(17.0, 28.0, 26.4)","(10.0, 18.5, 17.625)","(7.5, 10.5, 10.41)","(11.0, 17.5, 14.338709677419354)"
11-01-2023 12:09:33.329692,"(1.26, 1.39, 1.35375)","(17.0, 28.0, 26.11764705882353)","(10.0, 18.5, 17.916666666666668)","(7.5, 10.5, 10.41)","(11.0, 17.5, 14.790322580645162)"
11-01-2023 12:09:34.170094,"(1.26, 1.39, 1.35375)","(17.0, 25.0, 24.333333333333332)","(10.0, 18.5, 18.13157894736842)","(7.5, 10.5, 10.41)","(11.0, 17.5, 15.1)"
11-01-2023 12:09:34.972501,"(1.26, 1.39, 1.35375)","(17.0, 25.0, 24.333333333333332)","(10.0, 18.5, 18.13157894736842)","(7.5, 10.5, 10.41)","(11.0, 17.5, 15.1)"
11-01-2023 12:09:35.801951,"(1.26, 1.39, 1.3551282051282052)","(17.0, 25.0, 24.333333333333332)","(10.0, 18.5, 18.13157894736842)","(7.5, 10.5, 10.41)","(11.0, 17.5, 15.1)"
11-01-2023 12:09:36.715092,"(1.26, 1.39, 1.3551282051282052)","(17.0, 25.0, 24.333333333333332)","(10.0, 18.5, 18.13157894736842)","(7.5, 10.5, 10.41)","(11.0, 17.5, 15.1)"
11-01-2023 12:09:37.553560,"(1.26, 1.39, 1.3551282051282052)","(17.0, 25.0, 24.333333333333332)","(10.0, 18.5, 17.704545454545453)","(7.5, 10.5, 10.41)","(11.0, 17.5, 15.1)"
11-01-2023 12:09:38.347664,"(1.26, 1.37, 1.355)","(17.0, 25.0, 24.333333333333332)","(10.0, 18.5, 17.704545454545453)","(7.5, 10.5, 10.41)","(11.0, 17.5, 15.1)"
