,Splash Some Cash,Run For Glory,Heir Of Tavistock,Tubby Two Tracks,Grinzinger Allee,Midnight Brawler,Metro Legend,Annika,Obi,Star Espresso,Enbarr,Fox Dor
07-01-2023 15:56:22.502743,"(16.0, 24.0, 22.5)","(16.0, 23.0, 22.2)","(7.5, 9.2, 9.104761904761904)","(11.0, 15.5, 15.046511627906977)","(31.0, 60.0, 50.0)","(51.0, 70.0, 59.81818181818181)","(2.9, 3.95, 3.81)","(8.0, 12.5, 10.192307692307692)","(7.5, 9.2, 8.988235294117647)","(7.0, 9.6, 9.39)","(91.0, 160.0, 130.0)","(10.0, 13.5, 13.26)"
07-01-2023 15:56:24.093136,"(16.0, 24.0, 22.5)","(16.0, 23.0, 21.666666666666668)","(7.5, 9.2, 9.366666666666667)","(11.0, 15.5, 15.046511627906977)","(31.0, 60.0, 50.0)","(51.0, 70.0, 59.81818181818181)","(2.9, 3.95, 3.81)","(8.0, 12.5, 10.192307692307692)","(7.5, 9.2, 8.988235294117647)","(7.0, 9.6, 9.458823529411765)","(91.0, 160.0, 130.0)","(10.0, 13.5, 13.26)"
07-01-2023 15:56:25.477262,"(16.0, 24.0, 22.5)","(16.0, 23.0, 21.666666666666668)","(7.5, 9.6, 9.366666666666667)","(11.0, 15.5, 15.046511627906977)","(31.0, 60.0, 50.0)","(51.0, 70.0, 59.81818181818181)","(2.9, 3.95, 3.81)","(8.0, 12.5, 10.192307692307692)","(7.5, 9.2, 8.988235294117647)","(7.0, 9.6, 9.458823529411765)","(91.0, 160.0, 130.0)","(10.0, 13.5, 13.26)"
07-01-2023 15:56:27.086550,"(16.0, 24.0, 22.5)","(16.0, 23.0, 21.666666666666668)","(7.5, 9.6, 9.366666666666667)","(11.0, 15.5, 15.046511627906977)","(31.0, 60.0, 50.0)","(51.0, 70.0, 59.81818181818181)","(2.9, 3.95, 3.7416666666666667)","(8.0, 12.5, 10.192307692307692)","(7.5, 9.2, 8.988235294117647)","(7.0, 9.6, 9.458823529411765)","(91.0, 160.0, 130.0)","(10.0, 13.5, 13.26)"
07-01-2023 15:56:28.545712,"(16.0, 24.0, 22.5)","(16.0, 23.0, 21.666666666666668)","(7.5, 9.6, 9.366666666666667)","(11.0, 15.5, 15.046511627906977)","(31.0, 60.0, 50.0)","(51.0, 70.0, 59.81818181818181)","(2.9, 3.95, 3.7416666666666667)","(8.0, 12.5, 10.192307692307692)","(7.5, 9.2, 8.988235294117647)","(7.0, 9.6, 9.458823529411765)","(91.0, 160.0, 124.0)","(10.0, 13.5, 13.26)"
07-01-2023 15:56:30.021424,"(16.0, 24.0, 22.5)","(16.0, 23.0, 22.2)","(7.5, 9.6, 9.366666666666667)","(11.0, 15.5, 15.046511627906977)","(31.0, 60.0, 50.0)","(51.0, 70.0, 59.81818181818181)","(2.9, 3.95, 3.774)","(8.0, 12.5, 10.192307692307692)","(7.5, 9.2, 8.870967741935484)","(7.0, 9.6, 9.458823529411765)","(91.0, 160.0, 124.0)","(10.0, 13.5, 13.26)"
07-01-2023 15:56:31.512163,"(16.0, 24.0, 22.5)","(16.0, 23.0, 21.666666666666668)","(7.5, 9.6, 9.366666666666667)","(11.0, 15.5, 15.046511627906977)","(31.0, 60.0, 50.0)","(51.0, 70.0, 59.81818181818181)","(2.9, 3.9, 3.774)","(8.0, 12.5, 10.192307692307692)","(7.5, 9.0, 8.794117647058824)","(7.0, 9.6, 9.458823529411765)","(91.0, 160.0, 124.0)","(10.0, 13.5, 13.26)"
07-01-2023 15:56:32.997731,"(16.0, 24.0, 22.5)","(16.0, 23.0, 21.666666666666668)","(7.5, 9.6, 9.44)","(11.0, 15.5, 15.046511627906977)","(31.0, 60.0, 50.0)","(51.0, 70.0, 59.81818181818181)","(2.9, 3.9, 3.774)","(8.0, 12.5, 10.192307692307692)","(7.5, 9.0, 8.794117647058824)","(7.0, 9.6, 9.458823529411765)","(91.0, 160.0, 124.0)","(10.0, 13.5, 13.26)"
07-01-2023 15:56:34.414329,"(16.0, 24.0, 23.5)","(16.0, 23.0, 22.0)","(7.5, 9.6, 9.478260869565217)","(11.0, 15.5, 14.857142857142858)","(31.0, 60.0, 51.25)","(51.0, 70.0, 57.42857142857143)","(2.9, 3.9, 3.774)","(8.0, 12.5, 10.192307692307692)","(7.5, 9.0, 8.462857142857143)","(7.0, 9.6, 9.185714285714285)","(91.0, 160.0, 124.0)","(10.0, 13.5, 12.209677419354838)"
07-01-2023 15:56:35.860147,"(16.0, 24.0, 23.5)","(16.0, 23.0, 22.0)","(7.5, 9.6, 9.533333333333333)","(11.0, 15.0, 14.857142857142858)","(31.0, 60.0, 47.55555555555556)","(51.0, 70.0, 57.42857142857143)","(2.9, 3.9, 3.774)","(8.0, 12.5, 10.192307692307692)","(7.5, 8.6, 8.415384615384616)","(7.0, 9.4, 9.179310344827586)","(91.0, 160.0, 124.0)","(10.0, 12.5, 12.209677419354838)"
07-01-2023 15:56:37.266962,"(16.0, 24.0, 23.5)","(16.0, 23.0, 22.0)","(7.5, 9.8, 9.511111111111111)","(11.0, 15.0, 14.857142857142858)","(31.0, 60.0, 47.55555555555556)","(51.0, 70.0, 57.42857142857143)","(2.9, 3.9, 3.774)","(8.0, 12.5, 10.192307692307692)","(7.5, 8.6, 8.415384615384616)","(7.0, 9.4, 9.179310344827586)","(91.0, 160.0, 124.0)","(10.0, 12.5, 12.209677419354838)"
07-01-2023 15:56:38.653144,"(16.0, 24.0, 23.5)","(16.0, 23.0, 22.0)","(7.5, 9.8, 9.511111111111111)","(11.0, 15.0, 14.857142857142858)","(31.0, 60.0, 47.55555555555556)","(51.0, 70.0, 57.42857142857143)","(2.9, 3.9, 3.774)","(8.0, 12.5, 10.192307692307692)","(7.5, 8.6, 8.415384615384616)","(7.0, 9.4, 9.179310344827586)","(91.0, 160.0, 124.0)","(10.0, 12.5, 12.209677419354838)"
07-01-2023 15:56:40.059247,"(16.0, 24.0, 23.5)","(16.0, 23.0, 22.0)","(7.5, 9.8, 9.511111111111111)","(11.0, 15.0, 14.857142857142858)","(31.0, 60.0, 47.55555555555556)","(51.0, 70.0, 57.42857142857143)","(2.9, 3.9, 3.774)","(7.5, 12.5, 10.192307692307692)","(7.5, 8.6, 8.415384615384616)","(7.0, 9.4, 9.179310344827586)","(91.0, 160.0, 124.0)","(10.0, 12.5, 12.209677419354838)"
07-01-2023 15:56:41.410380,"(16.0, 24.0, 23.5)","(16.0, 23.0, 22.0)","(7.5, 9.8, 9.511111111111111)","(11.0, 15.0, 14.857142857142858)","(31.0, 60.0, 47.55555555555556)","(51.0, 70.0, 57.42857142857143)","(2.9, 3.9, 3.774)","(7.5, 12.5, 10.192307692307692)","(7.5, 8.6, 8.415384615384616)","(7.0, 9.4, 9.179310344827586)","(91.0, 160.0, 124.0)","(10.0, 12.5, 12.209677419354838)"
07-01-2023 15:56:42.845093,"(16.0, 24.0, 23.5)","(16.0, 23.0, 22.384615384615387)","(7.5, 9.8, 9.583333333333334)","(11.0, 15.0, 14.857142857142858)","(31.0, 60.0, 47.55555555555556)","(51.0, 70.0, 57.42857142857143)","(2.9, 3.9, 3.774)","(7.5, 12.5, 10.2)","(7.5, 8.6, 8.4)","(7.0, 9.4, 9.121739130434783)","(91.0, 160.0, 124.0)","(10.0, 12.5, 12.209677419354838)"
07-01-2023 15:56:44.249419,"(16.0, 24.0, 23.75)","(16.0, 23.0, 22.384615384615387)","(7.5, 9.8, 9.714285714285715)","(11.0, 15.0, 14.857142857142858)","(31.0, 60.0, 47.55555555555556)","(51.0, 70.0, 57.42857142857143)","(2.9, 3.9, 3.774)","(7.5, 12.0, 10.153846153846153)","(7.5, 8.6, 8.4)","(7.0, 9.4, 9.121739130434783)","(91.0, 160.0, 124.0)","(10.0, 12.5, 12.209677419354838)"
07-01-2023 15:56:45.697763,"(16.0, 24.0, 23.75)","(16.0, 23.0, 22.384615384615387)","(7.5, 9.8, 10.2)","(11.0, 15.0, 14.857142857142858)","(31.0, 60.0, 47.55555555555556)","(51.0, 70.0, 57.42857142857143)","(2.9, 3.9, 3.774)","(7.5, 12.0, 10.153846153846153)","(7.5, 8.6, 8.4)","(7.0, 9.4, 9.121739130434783)","(91.0, 160.0, 124.0)","(10.0, 12.5, 12.209677419354838)"
07-01-2023 15:56:47.078492,"(16.0, 24.0, 23.75)","(16.0, 23.0, 22.384615384615387)","(7.5, 11.0, 10.2)","(11.0, 15.0, 14.857142857142858)","(31.0, 60.0, 47.55555555555556)","(51.0, 70.0, 57.42857142857143)","(2.9, 3.9, 3.774)","(7.5, 12.0, 10.153846153846153)","(7.5, 8.6, 8.4)","(7.0, 9.4, 9.121739130434783)","(91.0, 160.0, 124.0)","(10.0, 12.5, 12.209677419354838)"
07-01-2023 15:56:48.420061,"(16.0, 24.0, 23.75)","(16.0, 23.0, 22.384615384615387)","(7.5, 11.0, 10.2)","(11.0, 15.0, 14.857142857142858)","(31.0, 60.0, 47.55555555555556)","(51.0, 70.0, 57.42857142857143)","(2.9, 3.9, 3.7772727272727273)","(7.5, 12.0, 10.153846153846153)","(7.5, 8.6, 8.4)","(7.0, 9.4, 9.121739130434783)","(91.0, 160.0, 124.0)","(10.0, 12.5, 12.209677419354838)"
07-01-2023 15:56:49.749204,"(16.0, 24.0, 23.75)","(16.0, 23.0, 22.384615384615387)","(7.5, 11.0, 10.2)","(11.0, 15.0, 14.857142857142858)","(31.0, 60.0, 47.55555555555556)","(51.0, 70.0, 57.42857142857143)","(2.9, 3.85, 3.6982758620689657)","(7.5, 12.0, 10.125)","(7.5, 8.6, 8.4)","(7.0, 9.4, 9.121739130434783)","(91.0, 160.0, 124.0)","(10.0, 12.5, 12.209677419354838)"
07-01-2023 15:56:51.074696,"(16.0, 24.0, 23.75)","(16.0, 23.0, 22.384615384615387)","(7.5, 11.0, 10.2)","(11.0, 15.0, 14.857142857142858)","(31.0, 60.0, 47.55555555555556)","(51.0, 70.0, 57.42857142857143)","(2.9, 3.85, 3.674)","(7.5, 12.0, 10.125)","(7.5, 8.6, 8.4)","(7.0, 9.4, 8.866666666666667)","(91.0, 160.0, 124.0)","(10.0, 12.5, 12.209677419354838)"
07-01-2023 15:56:52.607634,"(16.0, 24.0, 23.75)","(16.0, 23.0, 22.2)","(7.5, 11.0, 10.104000000000001)","(11.0, 15.0, 14.857142857142858)","(31.0, 60.0, 47.55555555555556)","(51.0, 70.0, 57.42857142857143)","(2.9, 3.85, 3.674)","(7.5, 12.0, 10.125)","(7.5, 8.6, 8.4)","(7.0, 9.4, 8.82857142857143)","(91.0, 160.0, 124.0)","(10.0, 12.5, 12.209677419354838)"
07-01-2023 15:56:53.977392,"(16.0, 24.0, 23.75)","(16.0, 23.0, 22.2)","(7.5, 11.0, 9.91764705882353)","(11.0, 15.0, 14.857142857142858)","(31.0, 60.0, 47.55555555555556)","(51.0, 70.0, 57.42857142857143)","(2.9, 3.85, 3.6982758620689657)","(7.5, 12.0, 10.125)","(7.5, 8.6, 8.4)","(7.0, 9.4, 8.83529411764706)","(91.0, 160.0, 124.0)","(10.0, 12.5, 12.209677419354838)"
07-01-2023 15:56:55.423609,"(16.0, 24.0, 23.75)","(16.0, 23.0, 22.2)","(7.5, 11.0, 9.91764705882353)","(11.0, 15.0, 14.857142857142858)","(31.0, 60.0, 47.55555555555556)","(51.0, 70.0, 57.42857142857143)","(2.9, 3.85, 3.6982758620689657)","(7.5, 12.0, 10.125)","(7.5, 8.6, 8.4)","(7.0, 9.4, 8.83529411764706)","(91.0, 160.0, 124.0)","(10.0, 12.5, 12.209677419354838)"
07-01-2023 15:56:56.824687,"(16.0, 24.0, 23.75)","(16.0, 23.0, 22.2)","(7.5, 11.0, 10.406451612903226)","(11.0, 15.0, 14.857142857142858)","(31.0, 60.0, 47.55555555555556)","(51.0, 70.0, 57.42857142857143)","(2.9, 3.85, 3.6982758620689657)","(7.5, 12.0, 10.125)","(7.5, 8.6, 8.4)","(7.0, 9.4, 8.83529411764706)","(91.0, 160.0, 124.0)","(10.0, 12.5, 12.209677419354838)"
07-01-2023 15:56:58.293257,"(16.0, 24.0, 23.75)","(16.0, 23.0, 22.2)","(7.5, 11.0, 10.406451612903226)","(11.0, 15.0, 14.857142857142858)","(31.0, 60.0, 47.55555555555556)","(51.0, 70.0, 57.42857142857143)","(2.9, 3.85, 3.6500000000000004)","(7.5, 12.0, 10.125)","(7.5, 8.6, 8.4)","(7.0, 9.4, 8.83529411764706)","(91.0, 160.0, 124.0)","(10.0, 12.5, 12.209677419354838)"
07-01-2023 15:56:59.654586,"(16.0, 24.0, 23.75)","(16.0, 23.0, 22.2)","(7.5, 11.0, 10.406451612903226)","(11.0, 15.0, 14.857142857142858)","(31.0, 60.0, 47.55555555555556)","(51.0, 70.0, 57.42857142857143)","(2.9, 3.85, 3.6500000000000004)","(7.5, 12.0, 10.125)","(7.5, 8.6, 8.4)","(7.0, 9.4, 8.83529411764706)","(91.0, 160.0, 124.0)","(10.0, 12.5, 12.209677419354838)"
07-01-2023 15:57:01.021238,"(16.0, 24.0, 23.75)","(16.0, 23.0, 22.2)","(7.5, 11.0, 10.415873015873016)","(11.0, 15.0, 14.857142857142858)","(31.0, 60.0, 47.55555555555556)","(51.0, 70.0, 57.42857142857143)","(2.9, 3.85, 3.6500000000000004)","(7.5, 12.0, 10.125)","(7.5, 8.6, 8.4)","(7.0, 9.4, 8.83529411764706)","(91.0, 160.0, 124.0)","(10.0, 12.5, 12.209677419354838)"
07-01-2023 15:57:02.346416,"(16.0, 25.0, 24.6875)","(16.0, 23.0, 22.2)","(7.5, 11.0, 10.415873015873016)","(11.0, 15.0, 14.857142857142858)","(31.0, 60.0, 47.55555555555556)","(51.0, 70.0, 57.42857142857143)","(2.9, 3.85, 3.6500000000000004)","(7.5, 12.0, 10.125)","(7.5, 8.6, 8.4)","(7.0, 9.4, 8.83529411764706)","(91.0, 160.0, 124.0)","(10.0, 12.5, 12.209677419354838)"
07-01-2023 15:57:03.653893,"(16.0, 25.0, 24.6875)","(16.0, 23.0, 22.2)","(7.5, 11.0, 10.585185185185185)","(11.0, 15.0, 14.857142857142858)","(31.0, 60.0, 47.55555555555556)","(51.0, 70.0, 57.42857142857143)","(2.9, 3.85, 3.6500000000000004)","(7.5, 12.0, 10.125)","(7.5, 8.6, 8.4)","(7.0, 9.4, 8.955555555555556)","(91.0, 160.0, 124.0)","(10.0, 12.5, 12.209677419354838)"
07-01-2023 15:57:05.049170,"(16.0, 25.0, 24.6875)","(16.0, 23.0, 22.2)","(7.5, 11.0, 10.585185185185185)","(11.0, 15.0, 14.857142857142858)","(31.0, 60.0, 47.55555555555556)","(51.0, 70.0, 55.333333333333336)","(2.9, 3.85, 3.6500000000000004)","(7.5, 12.0, 10.125)","(7.5, 8.6, 8.4)","(7.0, 9.4, 8.9)","(91.0, 160.0, 124.0)","(10.0, 12.5, 12.209677419354838)"
07-01-2023 15:57:06.412930,"(16.0, 25.0, 24.6875)","(16.0, 23.0, 22.2)","(7.5, 11.0, 10.585185185185185)","(11.0, 15.0, 14.857142857142858)","(31.0, 60.0, 47.55555555555556)","(51.0, 70.0, 52.4)","(2.9, 3.85, 3.6500000000000004)","(7.5, 12.0, 10.3)","(7.5, 8.6, 8.4)","(7.0, 9.4, 8.9)","(91.0, 160.0, 124.0)","(10.0, 12.5, 12.209677419354838)"
07-01-2023 15:57:07.837730,"(16.0, 25.0, 24.6875)","(16.0, 23.0, 22.2)","(7.5, 11.0, 10.585185185185185)","(11.0, 15.0, 14.857142857142858)","(31.0, 60.0, 47.55555555555556)","(51.0, 70.0, 52.4)","(2.9, 3.85, 3.6500000000000004)","(7.5, 11.5, 10.3)","(7.5, 8.6, 8.4)","(7.0, 9.4, 8.9)","(91.0, 160.0, 124.0)","(10.0, 12.5, 12.209677419354838)"
07-01-2023 15:57:09.222705,"(16.0, 25.0, 24.6875)","(16.0, 23.0, 22.2)","(7.5, 11.0, 10.253333333333334)","(11.0, 15.0, 14.857142857142858)","(31.0, 60.0, 47.55555555555556)","(51.0, 70.0, 51.666666666666664)","(2.9, 3.85, 3.6500000000000004)","(7.5, 11.5, 10.3)","(7.5, 8.6, 8.4)","(7.0, 9.4, 8.991836734693878)","(91.0, 160.0, 124.0)","(10.0, 12.5, 12.147058823529411)"
07-01-2023 15:57:10.659461,"(16.0, 25.0, 24.6875)","(16.0, 23.0, 22.2)","(7.5, 11.0, 10.253333333333334)","(11.0, 15.0, 14.857142857142858)","(31.0, 60.0, 47.55555555555556)","(51.0, 70.0, 51.666666666666664)","(2.9, 3.85, 3.6500000000000004)","(7.5, 11.5, 10.3)","(7.5, 8.6, 8.517241379310345)","(7.0, 9.4, 8.991836734693878)","(91.0, 160.0, 124.0)","(10.0, 12.5, 12.147058823529411)"
07-01-2023 15:57:12.083138,"(16.0, 25.0, 24.6875)","(16.0, 23.0, 22.2)","(7.5, 11.0, 10.138461538461538)","(11.0, 15.0, 14.857142857142858)","(31.0, 60.0, 47.55555555555556)","(51.0, 70.0, 51.666666666666664)","(2.9, 3.85, 3.6833333333333336)","(7.5, 11.5, 10.3)","(7.5, 8.6, 8.474626865671642)","(7.0, 9.4, 8.991836734693878)","(91.0, 160.0, 124.0)","(10.0, 12.5, 12.090909090909092)"
07-01-2023 15:57:13.414126,"(16.0, 25.0, 24.6875)","(16.0, 23.0, 22.2)","(7.5, 11.0, 10.138461538461538)","(11.0, 15.0, 14.857142857142858)","(31.0, 60.0, 47.55555555555556)","(51.0, 70.0, 51.666666666666664)","(2.9, 3.85, 3.6833333333333336)","(7.5, 11.5, 10.3)","(7.5, 8.6, 8.445333333333332)","(7.0, 9.4, 8.991836734693878)","(91.0, 160.0, 124.0)","(10.0, 12.5, 12.090909090909092)"
07-01-2023 15:57:14.810115,"(16.0, 25.0, 24.6875)","(16.0, 23.0, 22.2)","(7.5, 11.0, 9.948571428571428)","(11.0, 15.0, 14.857142857142858)","(31.0, 60.0, 47.55555555555556)","(51.0, 70.0, 51.666666666666664)","(2.9, 3.85, 3.6833333333333336)","(7.5, 11.5, 10.233333333333333)","(7.5, 8.6, 8.445333333333332)","(7.0, 9.4, 8.991836734693878)","(91.0, 160.0, 124.0)","(10.0, 12.5, 12.090909090909092)"
07-01-2023 15:57:16.154618,"(16.0, 25.0, 24.6875)","(16.0, 23.0, 22.2)","(7.5, 11.0, 9.948571428571428)","(11.0, 15.0, 14.857142857142858)","(31.0, 60.0, 47.55555555555556)","(51.0, 70.0, 51.666666666666664)","(2.9, 3.85, 3.6833333333333336)","(7.5, 11.5, 10.38)","(7.5, 8.6, 8.445333333333332)","(7.0, 9.4, 8.917857142857143)","(91.0, 160.0, 124.0)","(10.0, 12.5, 12.053191489361701)"
07-01-2023 15:57:17.545665,"(16.0, 25.0, 24.6875)","(16.0, 23.0, 22.2)","(7.5, 11.0, 9.948571428571428)","(11.0, 15.0, 14.857142857142858)","(31.0, 60.0, 47.55555555555556)","(51.0, 70.0, 52.4)","(2.9, 3.85, 3.6833333333333336)","(7.5, 11.5, 10.566666666666666)","(7.5, 8.6, 8.455555555555556)","(7.0, 9.4, 8.917857142857143)","(91.0, 160.0, 124.0)","(10.0, 12.5, 12.090909090909092)"
07-01-2023 15:57:18.863560,"(16.0, 25.0, 24.6875)","(16.0, 23.0, 22.2)","(7.5, 11.0, 9.948571428571428)","(11.0, 15.0, 14.857142857142858)","(31.0, 60.0, 47.55555555555556)","(51.0, 70.0, 52.4)","(2.9, 3.85, 3.73)","(7.5, 11.5, 10.854545454545455)","(7.5, 8.6, 8.445333333333332)","(7.0, 9.4, 8.917857142857143)","(91.0, 160.0, 124.0)","(10.0, 12.5, 12.090909090909092)"
07-01-2023 15:57:20.265338,"(16.0, 25.0, 24.6875)","(16.0, 23.0, 22.2)","(7.5, 11.0, 9.948571428571428)","(11.0, 15.0, 14.857142857142858)","(31.0, 60.0, 47.55555555555556)","(51.0, 70.0, 52.4)","(2.9, 3.85, 3.7222222222222223)","(7.5, 11.0, 10.854545454545455)","(7.5, 8.6, 8.445333333333332)","(7.0, 9.4, 8.917857142857143)","(91.0, 160.0, 124.0)","(10.0, 12.5, 12.090909090909092)"
07-01-2023 15:57:21.774914,"(16.0, 25.0, 24.0)","(16.0, 23.0, 21.25)","(7.5, 11.0, 10.266666666666667)","(11.0, 15.0, 15.046511627906977)","(31.0, 60.0, 45.77777777777778)","(51.0, 70.0, 51.85714285714286)","(2.9, 3.8, 3.7222222222222223)","(7.5, 11.0, 10.854545454545455)","(7.5, 8.6, 8.474626865671642)","(7.0, 9.4, 8.84)","(91.0, 160.0, 124.0)","(10.0, 12.5, 13.277777777777779)"
07-01-2023 15:57:23.326820,"(16.0, 26.0, 24.333333333333332)","(16.0, 23.0, 22.125)","(7.5, 10.5, 10.11111111111111)","(11.0, 15.5, 15.046511627906977)","(31.0, 60.0, 45.77777777777778)","(51.0, 65.0, 51.85714285714286)","(2.9, 3.8, 3.7222222222222223)","(7.5, 11.0, 10.854545454545455)","(7.5, 8.6, 8.474626865671642)","(7.0, 9.2, 8.75)","(91.0, 160.0, 124.0)","(10.0, 13.5, 13.147058823529411)"
07-01-2023 15:57:24.764203,"(16.0, 26.0, 24.333333333333332)","(16.0, 23.0, 22.125)","(7.5, 10.5, 10.11111111111111)","(11.0, 15.5, 15.046511627906977)","(31.0, 60.0, 45.77777777777778)","(51.0, 65.0, 51.85714285714286)","(2.9, 3.8, 3.7222222222222223)","(7.5, 11.0, 10.854545454545455)","(7.5, 8.6, 8.474626865671642)","(7.0, 9.2, 8.75)","(91.0, 160.0, 124.0)","(10.0, 13.5, 13.147058823529411)"
07-01-2023 15:57:26.352096,"(16.0, 26.0, 24.333333333333332)","(16.0, 23.0, 22.125)","(7.5, 10.5, 10.11111111111111)","(11.0, 15.5, 15.046511627906977)","(31.0, 60.0, 45.77777777777778)","(51.0, 65.0, 51.85714285714286)","(2.9, 3.8, 3.7222222222222223)","(8.0, 11.0, 10.775)","(7.5, 8.6, 8.894339622641509)","(7.0, 9.2, 8.75)","(91.0, 160.0, 124.0)","(10.0, 13.5, 13.147058823529411)"
07-01-2023 15:57:27.841605,"(16.0, 28.0, 25.666666666666668)","(16.0, 23.0, 22.125)","(7.5, 10.5, 10.11111111111111)","(11.0, 15.5, 15.046511627906977)","(31.0, 60.0, 45.77777777777778)","(51.0, 65.0, 51.85714285714286)","(2.9, 3.8, 3.7222222222222223)","(8.0, 11.0, 10.666666666666666)","(7.5, 9.0, 8.894339622641509)","(7.0, 9.2, 8.75)","(91.0, 160.0, 124.0)","(10.0, 13.5, 13.1)"
07-01-2023 15:57:29.240130,"(16.0, 28.0, 22.0)","(16.0, 23.0, 22.363636363636363)","(7.5, 10.5, 10.11111111111111)","(11.0, 15.5, 15.046511627906977)","(31.0, 60.0, 45.77777777777778)","(51.0, 65.0, 51.85714285714286)","(2.9, 3.8, 3.695)","(8.0, 11.0, 9.241935483870968)","(7.5, 9.0, 8.894339622641509)","(7.0, 9.2, 8.75)","(91.0, 160.0, 124.0)","(10.0, 13.5, 13.1)"
07-01-2023 15:57:30.671325,"(17.0, 27.0, 22.0)","(17.0, 23.0, 22.363636363636363)","(7.5, 10.5, 10.11111111111111)","(11.0, 15.5, 15.046511627906977)","(31.0, 60.0, 45.77777777777778)","(41.0, 65.0, 48.5)","(2.9, 3.8, 3.695)","(8.0, 10.5, 9.214285714285714)","(7.5, 9.0, 8.894339622641509)","(7.5, 9.2, 8.75)","(91.0, 160.0, 124.0)","(10.0, 13.5, 13.147058823529411)"
07-01-2023 15:57:32.127173,"(17.0, 27.0, 21.75)","(17.0, 23.0, 22.5)","(7.5, 10.5, 10.11111111111111)","(11.0, 15.5, 15.046511627906977)","(31.0, 60.0, 45.77777777777778)","(41.0, 55.0, 48.5)","(2.9, 3.8, 3.695)","(8.0, 10.5, 9.214285714285714)","(7.5, 9.0, 8.894339622641509)","(7.5, 9.2, 8.75)","(91.0, 160.0, 124.0)","(10.0, 13.5, 13.147058823529411)"
07-01-2023 15:57:33.644227,"(17.0, 27.0, 20.823529411764707)","(17.0, 23.0, 22.5)","(7.5, 10.5, 10.11111111111111)","(11.0, 15.5, 15.046511627906977)","(31.0, 60.0, 45.77777777777778)","(41.0, 55.0, 48.5)","(2.9, 3.8, 3.695)","(8.0, 10.5, 9.214285714285714)","(7.5, 9.0, 8.894339622641509)","(7.5, 9.2, 8.75)","(91.0, 160.0, 124.0)","(10.0, 13.5, 13.147058823529411)"
07-01-2023 15:57:35.038006,"(17.0, 27.0, 22.96153846153846)","(17.0, 23.0, 22.4)","(7.5, 10.5, 10.11111111111111)","(11.0, 15.5, 14.794117647058824)","(31.0, 60.0, 45.77777777777778)","(41.0, 55.0, 48.5)","(2.9, 3.8, 3.695)","(8.0, 10.5, 9.6)","(7.5, 9.0, 8.894339622641509)","(7.5, 9.2, 8.75)","(91.0, 160.0, 145.0)","(10.0, 13.5, 12.222222222222221)"
07-01-2023 15:57:36.448865,"(17.0, 27.0, 25.423076923076923)","(17.0, 23.0, 22.25)","(7.5, 10.5, 10.01875)","(11.0, 15.5, 14.794117647058824)","(31.0, 60.0, 45.77777777777778)","(41.0, 50.0, 48.5)","(2.9, 3.8, 3.695)","(8.0, 10.0, 9.6)","(7.5, 9.0, 8.894339622641509)","(7.5, 9.2, 8.75)","(91.0, 160.0, 148.0)","(10.0, 13.0, 12.222222222222221)"
07-01-2023 15:57:37.831842,"(17.0, 26.0, 22.5)","(17.0, 23.0, 22.25)","(7.5, 10.5, 10.01875)","(11.0, 15.5, 14.794117647058824)","(31.0, 60.0, 45.77777777777778)","(41.0, 50.0, 48.5)","(2.9, 3.8, 3.695)","(8.0, 10.0, 9.6)","(7.5, 9.0, 8.894339622641509)","(7.5, 9.2, 8.75)","(91.0, 160.0, 148.0)","(10.0, 13.0, 12.222222222222221)"
07-01-2023 15:57:39.243006,"(17.0, 26.0, 22.5)","(17.0, 23.0, 22.25)","(7.5, 10.5, 10.01875)","(11.0, 15.5, 14.794117647058824)","(31.0, 60.0, 45.77777777777778)","(41.0, 50.0, 48.5)","(2.9, 3.8, 3.695)","(8.0, 10.0, 9.6)","(7.5, 9.0, 8.894339622641509)","(7.5, 9.2, 8.75)","(91.0, 160.0, 148.0)","(10.0, 13.0, 12.222222222222221)"
07-01-2023 15:57:40.662698,"(17.0, 26.0, 19.53846153846154)","(17.0, 23.0, 22.25)","(7.5, 10.5, 10.01875)","(11.0, 15.5, 14.794117647058824)","(31.0, 60.0, 45.77777777777778)","(41.0, 50.0, 48.5)","(2.9, 3.8, 3.695)","(8.0, 10.0, 9.6)","(7.5, 9.0, 8.8)","(7.5, 9.2, 8.75)","(91.0, 160.0, 148.0)","(10.0, 13.0, 12.222222222222221)"
07-01-2023 15:57:42.079623,"(17.0, 26.0, 19.666666666666668)","(17.0, 23.0, 22.25)","(7.5, 10.5, 10.01875)","(11.0, 15.5, 14.794117647058824)","(31.0, 60.0, 45.77777777777778)","(41.0, 50.0, 55.45454545454545)","(2.9, 3.8, 3.695)","(8.0, 10.0, 9.6)","(7.5, 9.0, 8.8)","(7.5, 9.2, 8.75)","(91.0, 160.0, 148.0)","(10.0, 13.0, 12.222222222222221)"
07-01-2023 15:57:43.480010,"(17.0, 25.0, 19.666666666666668)","(17.0, 23.0, 22.25)","(7.5, 10.5, 10.01875)","(11.0, 15.5, 14.794117647058824)","(31.0, 60.0, 45.77777777777778)","(41.0, 65.0, 56.0)","(2.9, 3.8, 3.695)","(8.0, 10.0, 9.6)","(7.5, 9.0, 8.8)","(7.5, 9.2, 8.75)","(91.0, 160.0, 148.0)","(10.0, 13.0, 12.222222222222221)"
