,Western Belle,Texas Red Nz,Red Fourteen,Cut N Run Nz,Moresco,Speed Of Sound,Sailor Girl,My Ultimate Billy Nz,Gracie Taltoa,Weona Branach
06-01-2023 16:06:47.942752,"(5.5, 6.6, 6.592156862745098)","(6.0, 99999, 99990)","(3.0, 3.25, 3.229245283018868)","(21.0, 99999, 99990)","(61.0, 85.0, 83.5)","(26.0, 46.0, 40.0)","(10.0, 16.0, 14.541666666666666)","(26.0, 99999, 99990)","(4.4, 5.3, 5.123529411764705)","(9.0, 14.5, 14.25)"
06-01-2023 16:06:49.266237,"(5.5, 6.6, 6.592156862745098)","(6.0, 99999, 99990)","(3.0, 3.25, 3.1823529411764704)","(21.0, 99999, 99990)","(61.0, 85.0, 83.5)","(26.0, 48.0, 38.5)","(10.0, 16.0, 14.541666666666666)","(26.0, 99999, 99990)","(4.4, 5.3, 5.123529411764705)","(9.0, 14.5, 13.3)"
06-01-2023 16:06:50.661741,"(5.5, 6.6, 6.595294117647058)","(6.0, 99999, 99990)","(3.1, 3.25, 3.1823529411764704)","(21.0, 99999, 99990)","(61.0, 85.0, 83.5)","(26.0, 46.0, 39.333333333333336)","(10.0, 16.0, 14.793103448275861)","(26.0, 99999, 99990)","(4.4, 5.3, 5.123529411764705)","(9.0, 14.5, 13.525423728813559)"
06-01-2023 16:06:51.982881,"(5.5, 6.6, 6.595294117647058)","(6.0, 99999, 99990)","(3.1, 3.25, 3.1823529411764704)","(21.0, 99999, 99990)","(61.0, 85.0, 83.5)","(26.0, 46.0, 40.666666666666664)","(10.0, 16.0, 15.318181818181818)","(26.0, 99999, 99990)","(4.4, 5.3, 5.754545454545454)","(9.0, 14.5, 13.851851851851851)"
06-01-2023 16:06:53.193564,"(5.5, 6.6, 6.593103448275862)","(6.0, 99999, 99990)","(3.1, 3.25, 3.1823529411764704)","(21.0, 99999, 99990)","(61.0, 85.0, 83.5)","(26.0, 50.0, 41.0)","(10.0, 16.0, 15.5)","(26.0, 99999, 99990)","(4.4, 6.0, 5.769230769230769)","(9.0, 14.0, 13.851851851851851)"
06-01-2023 16:06:54.403003,"(5.5, 6.8, 6.302439024390244)","(6.0, 99999, 99990)","(3.1, 3.35, 3.3444805194805194)","(21.0, 99999, 99990)","(61.0, 85.0, 83.5)","(26.0, 48.0, 41.0)","(10.0, 16.0, 15.5)","(26.0, 99999, 99990)","(4.4, 6.0, 5.769230769230769)","(9.0, 14.0, 13.851851851851851)"
06-01-2023 16:06:55.660883,"(5.5, 6.8, 6.301204819277109)","(6.0, 99999, 99990)","(3.1, 3.75, 3.7357142857142858)","(21.0, 99999, 99990)","(61.0, 85.0, 83.5)","(26.0, 48.0, 41.0)","(10.0, 16.0, 15.5)","(26.0, 99999, 99990)","(4.4, 6.0, 5.7)","(9.0, 13.5, 13.25)"
06-01-2023 16:06:57.005988,"(5.5, 6.8, 6.545622119815668)","(6.0, 99999, 99990)","(3.1, 3.75, 3.507142857142857)","(21.0, 99999, 99990)","(61.0, 85.0, 83.125)","(26.0, 48.0, 42.90909090909091)","(10.0, 16.0, 15.5)","(26.0, 99999, 99990)","(4.4, 6.0, 5.7)","(9.0, 13.5, 12.3)"
06-01-2023 16:06:58.343616,"(5.5, 6.8, 6.545622119815668)","(6.0, 99999, 99990)","(3.1, 3.7, 3.507142857142857)","(21.0, 99999, 99990)","(61.0, 85.0, 83.125)","(26.0, 48.0, 45.2)","(10.0, 16.0, 15.40909090909091)","(26.0, 99999, 99990)","(4.4, 6.0, 5.706818181818182)","(9.0, 12.5, 12.125)"
06-01-2023 16:06:59.595067,"(5.5, 6.6, 6.236363636363636)","(6.0, 99999, 99990)","(3.1, 3.65, 3.6321656050955413)","(21.0, 99999, 99990)","(61.0, 85.0, 89.375)","(26.0, 46.0, 45.2)","(10.0, 15.5, 15.40909090909091)","(26.0, 99999, 99990)","(4.4, 6.2, 5.7745098039215685)","(9.0, 13.0, 12.125)"
06-01-2023 16:07:00.867274,"(5.5, 6.6, 6.423529411764706)","(6.0, 99999, 99990)","(3.1, 3.65, 3.593023255813953)","(21.0, 99999, 99990)","(61.0, 110.0, 87.89473684210526)","(26.0, 46.0, 44.0)","(10.0, 15.5, 16.357142857142858)","(26.0, 99999, 99990)","(4.4, 6.2, 5.85)","(9.0, 13.0, 12.038461538461538)"
06-01-2023 16:07:02.066141,"(5.5, 6.6, 6.4875)","(6.0, 99999, 99990)","(3.0, 3.65, 3.611111111111111)","(21.0, 99999, 99990)","(61.0, 110.0, 96.36363636363636)","(26.0, 46.0, 40.0)","(10.0, 16.5, 15.833333333333334)","(26.0, 99999, 99990)","(4.4, 6.0, 5.828571428571428)","(9.0, 12.5, 12.1)"
06-01-2023 16:07:03.303660,"(5.5, 6.6, 6.4875)","(6.0, 99999, 99990)","(3.0, 3.65, 3.6062499999999997)","(21.0, 99999, 99990)","(61.0, 100.0, 90.0)","(26.0, 46.0, 42.666666666666664)","(10.0, 17.5, 16.2)","(26.0, 99999, 99990)","(4.4, 6.0, 5.828571428571428)","(9.0, 12.5, 11.705882352941176)"
06-01-2023 16:07:04.583160,"(5.5, 6.6, 6.496815286624203)","(6.0, 99999, 99990)","(3.0, 3.65, 3.6062499999999997)","(21.0, 99999, 99990)","(71.0, 100.0, 90.55555555555556)","(26.0, 46.0, 44.0)","(11.0, 16.5, 16.25)","(21.0, 99999, 99990)","(4.6, 6.0, 5.836363636363637)","(8.5, 12.0, 11.78)"
06-01-2023 16:07:05.896413,"(5.5, 6.6, 6.481481481481481)","(6.0, 99999, 99990)","(3.0, 3.5, 3.4444444444444446)","(21.0, 99999, 99990)","(71.0, 95.0, 89.0)","(26.0, 46.0, 44.0)","(11.0, 17.0, 16.25)","(21.0, 99999, 99990)","(4.6, 6.0, 5.785714285714286)","(8.5, 12.5, 11.5625)"
06-01-2023 16:07:07.175960,"(5.5, 6.6, 6.481481481481481)","(6.0, 99999, 99990)","(3.0, 3.5, 3.2541284403669724)","(21.0, 99999, 99990)","(71.0, 95.0, 87.0)","(26.0, 46.0, 44.0)","(11.0, 17.0, 15.75)","(21.0, 99999, 99990)","(4.6, 6.0, 5.785714285714286)","(8.5, 12.0, 11.3125)"
06-01-2023 16:07:08.467874,"(5.5, 6.6, 6.5473684210526315)","(6.0, 99999, 99990)","(3.0, 3.25, 3.2848484848484847)","(21.0, 99999, 99990)","(71.0, 95.0, 80.0)","(26.0, 46.0, 44.8)","(11.0, 16.0, 15.6875)","(21.0, 99999, 99990)","(4.6, 6.0, 5.866666666666666)","(8.5, 11.5, 12.666666666666666)"
06-01-2023 16:07:09.737659,"(5.5, 6.6, 6.5473684210526315)","(6.0, 99999, 99990)","(3.0, 3.3, 3.2848484848484847)","(21.0, 99999, 99990)","(71.0, 95.0, 80.0)","(26.0, 46.0, 42.57142857142857)","(11.0, 16.0, 15.333333333333334)","(21.0, 99999, 99990)","(4.6, 6.0, 5.85)","(8.5, 13.5, 12.268292682926829)"
06-01-2023 16:07:11.003047,"(5.5, 6.6, 6.533333333333333)","(6.0, 99999, 99990)","(3.0, 3.3, 3.282142857142857)","(21.0, 99999, 99990)","(71.0, 95.0, 75.0)","(26.0, 44.0, 42.57142857142857)","(11.0, 16.0, 13.25)","(21.0, 99999, 99990)","(4.6, 6.0, 5.7)","(8.5, 13.0, 12.5)"
06-01-2023 16:07:12.256968,"(5.5, 6.6, 6.576190476190476)","(6.0, 99999, 99990)","(3.0, 3.3, 3.293670886075949)","(21.0, 99999, 99990)","(71.0, 90.0, 75.0)","(26.0, 44.0, 42.4)","(11.0, 14.5, 13.617647058823529)","(21.0, 99999, 99990)","(4.6, 6.0, 5.833333333333333)","(8.5, 13.0, 11.3)"
06-01-2023 16:07:13.581443,"(5.5, 6.8, 6.578947368421053)","(6.0, 99999, 99990)","(3.0, 3.3, 3.5714285714285716)","(21.0, 99999, 99990)","(71.0, 90.0, 75.0)","(26.0, 44.0, 48.0)","(11.0, 14.5, 13.973684210526315)","(21.0, 99999, 99990)","(4.6, 6.0, 5.907692307692308)","(8.5, 12.5, 11.294642857142858)"
06-01-2023 16:07:14.813199,"(5.5, 6.8, 6.578947368421053)","(6.0, 99999, 99990)","(3.0, 3.7, 3.7)","(21.0, 99999, 99990)","(71.0, 90.0, 78.33333333333333)","(26.0, 50.0, 41.14285714285714)","(11.0, 14.5, 15.75)","(21.0, 99999, 99990)","(4.6, 6.0, 5.907692307692308)","(8.5, 12.5, 11.294642857142858)"
06-01-2023 16:07:16.014832,"(5.5, 6.4, 6.37)","(6.0, 99999, 99990)","(3.0, 3.85, 3.603846153846154)","(21.0, 99999, 99990)","(71.0, 90.0, 78.33333333333333)","(26.0, 42.0, 39.0)","(11.0, 16.0, 15.5)","(21.0, 99999, 99990)","(4.6, 6.0, 5.907692307692308)","(8.5, 12.5, 11.846153846153847)"
06-01-2023 16:07:17.249705,"(5.5, 6.4, 6.222222222222222)","(6.0, 99999, 99990)","(3.0, 3.8, 3.3727272727272726)","(21.0, 99999, 99990)","(71.0, 90.0, 78.33333333333333)","(26.0, 42.0, 39.0)","(11.0, 16.0, 15.0)","(21.0, 99999, 99990)","(4.6, 6.0, 5.88)","(8.5, 12.0, 11.846153846153847)"
06-01-2023 16:07:18.424568,"(5.5, 6.4, 6.222222222222222)","(6.0, 99999, 99990)","(3.0, 3.5, 3.3727272727272726)","(21.0, 99999, 99990)","(61.0, 90.0, 78.33333333333333)","(26.0, 42.0, 39.0)","(11.0, 15.5, 15.0)","(21.0, 99999, 99990)","(4.6, 6.0, 5.88)","(8.5, 12.0, 11.846153846153847)"
06-01-2023 16:07:19.652335,"(5.5, 6.4, 6.34)","(6.0, 99999, 99990)","(3.0, 3.75, 3.511904761904762)","(21.0, 99999, 99990)","(61.0, 90.0, 78.33333333333333)","(26.0, 42.0, 39.0)","(11.0, 15.5, 15.0)","(21.0, 99999, 99990)","(4.6, 6.0, 5.88)","(8.5, 12.0, 11.846153846153847)"
06-01-2023 16:07:20.880429,"(5.5, 6.4, 6.282500000000001)","(6.0, 99999, 99990)","(3.0, 3.5, 3.373913043478261)","(21.0, 99999, 99990)","(61.0, 90.0, 78.33333333333333)","(26.0, 42.0, 39.0)","(11.0, 15.5, 15.0)","(21.0, 99999, 99990)","(4.6, 6.0, 5.88)","(8.5, 12.0, 11.846153846153847)"
06-01-2023 16:07:22.190996,"(5.5, 6.4, 6.360975609756098)","(6.0, 99999, 99990)","(3.0, 3.5, 3.407446808510638)","(21.0, 99999, 99990)","(61.0, 90.0, 78.33333333333333)","(26.0, 42.0, 39.0)","(11.0, 15.5, 15.40909090909091)","(21.0, 99999, 99990)","(4.6, 6.0, 6.166666666666667)","(8.5, 12.0, 11.285714285714286)"
06-01-2023 16:07:23.433152,"(5.5, 6.4, 6.304109589041096)","(6.0, 99999, 99990)","(3.0, 3.5, 3.4033333333333333)","(21.0, 99999, 99990)","(61.0, 85.0, 75.0)","(26.0, 42.0, 41.14285714285714)","(11.0, 15.5, 15.166666666666666)","(21.0, 99999, 99990)","(4.6, 6.4, 6.166666666666667)","(8.5, 12.0, 11.285714285714286)"
06-01-2023 16:07:24.731056,"(5.5, 6.4, 6.304109589041096)","(6.0, 99999, 99990)","(3.0, 3.5, 3.4033333333333333)","(21.0, 99999, 99990)","(61.0, 85.0, 75.0)","(26.0, 42.0, 41.25)","(11.0, 15.5, 15.884615384615385)","(21.0, 99999, 99990)","(4.6, 6.4, 6.15)","(8.5, 12.0, 11.160714285714286)"
06-01-2023 16:07:26.038856,"(5.5, 6.4, 6.304109589041096)","(6.0, 99999, 99990)","(3.0, 3.5, 3.4033333333333333)","(21.0, 99999, 99990)","(61.0, 85.0, 75.0)","(26.0, 42.0, 41.25)","(11.0, 16.0, 15.923076923076923)","(21.0, 99999, 99990)","(4.6, 6.4, 6.228571428571429)","(8.5, 12.0, 11.160714285714286)"
06-01-2023 16:07:27.339332,"(5.5, 6.4, 6.314634146341463)","(6.0, 99999, 99990)","(3.0, 3.5, 3.2249999999999996)","(20.0, 99999, 99990)","(61.0, 85.0, 75.0)","(26.0, 42.0, 41.2)","(11.0, 16.0, 15.7)","(21.0, 99999, 99990)","(4.6, 6.4, 6.1000000000000005)","(8.5, 12.0, 11.163636363636364)"
06-01-2023 16:07:28.690336,"(5.5, 6.4, 5.94)","(6.0, 99999, 99990)","(3.0, 3.3, 3.2125000000000004)","(20.0, 99999, 99990)","(61.0, 85.0, 75.0)","(26.0, 42.0, 41.25)","(11.0, 16.0, 15.88888888888889)","(21.0, 99999, 99990)","(4.6, 6.4, 6.072727272727273)","(8.5, 12.0, 11.225806451612904)"
06-01-2023 16:07:30.000740,"(5.5, 5.9, 5.885714285714286)","(6.0, 99999, 99990)","(3.0, 3.3, 3.2121951219512197)","(20.0, 99999, 99990)","(61.0, 85.0, 75.0)","(26.0, 42.0, 41.2)","(11.0, 16.0, 15.833333333333334)","(21.0, 99999, 99990)","(4.6, 6.4, 6.220000000000001)","(8.5, 12.0, 11.25)"
06-01-2023 16:07:31.292524,"(5.5, 5.9, 5.853846153846154)","(6.0, 99999, 99990)","(3.0, 3.3, 3.20625)","(20.0, 99999, 99990)","(61.0, 85.0, 75.0)","(26.0, 42.0, 41.2)","(11.0, 16.0, 14.191919191919192)","(21.0, 99999, 99990)","(4.6, 6.4, 6.2)","(8.5, 12.0, 11.241935483870968)"
06-01-2023 16:07:32.524058,"(5.5, 6.4, 6.190967741935484)","(6.0, 99999, 99990)","(3.0, 3.3, 3.20625)","(20.0, 99999, 99990)","(61.0, 85.0, 75.0)","(26.0, 42.0, 41.2)","(11.0, 14.5, 15.5)","(21.0, 99999, 99990)","(4.6, 6.4, 6.2875000000000005)","(8.5, 12.0, 11.241935483870968)"
06-01-2023 16:07:33.772724,"(5.5, 6.4, 5.93448275862069)","(6.0, 99999, 99990)","(3.0, 3.3, 3.171794871794872)","(20.0, 99999, 99990)","(61.0, 85.0, 75.0)","(26.0, 42.0, 45.0)","(11.0, 16.0, 15.884615384615385)","(21.0, 99999, 99990)","(4.6, 6.4, 6.566666666666666)","(8.5, 12.0, 11.241935483870968)"
06-01-2023 16:07:35.010899,"(5.5, 6.4, 6.11875)","(6.0, 99999, 99990)","(3.0, 3.2, 3.166666666666667)","(20.0, 99999, 99990)","(61.0, 85.0, 75.0)","(26.0, 50.0, 45.0)","(11.0, 16.0, 15.892857142857142)","(21.0, 99999, 99990)","(4.6, 6.6, 6.579487179487179)","(8.5, 12.0, 11.241935483870968)"
06-01-2023 16:07:36.233849,"(5.5, 6.4, 6.094444444444445)","(6.0, 99999, 99990)","(3.0, 3.2, 3.086)","(20.0, 99999, 99990)","(61.0, 85.0, 77.5)","(26.0, 50.0, 45.0)","(11.0, 16.0, 16.6)","(21.0, 99999, 99990)","(4.6, 6.6, 6.533333333333333)","(8.5, 12.0, 11.678571428571429)"
06-01-2023 16:07:37.399076,"(5.5, 6.8, 6.710679611650485)","(6.0, 99999, 99990)","(3.0, 3.05, 3.000344827586207)","(20.0, 99999, 99990)","(61.0, 85.0, 81.66666666666667)","(26.0, 50.0, 45.0)","(11.0, 17.0, 16.625)","(21.0, 99999, 99990)","(4.6, 6.8, 6.758620689655173)","(8.5, 12.0, 11.709677419354838)"
06-01-2023 16:07:38.593266,"(5.5, 6.8, 6.692018779342723)","(6.0, 99999, 99990)","(3.0, 3.05, 3.0029411764705882)","(20.0, 99999, 99990)","(61.0, 85.0, 82.0)","(26.0, 55.0, 45.0)","(11.0, 17.0, 16.625)","(21.0, 99999, 99990)","(4.6, 6.8, 6.72)","(8.5, 12.0, 11.709677419354838)"
06-01-2023 16:07:39.835175,"(5.5, 6.8, 6.60672268907563)","(6.0, 99999, 99990)","(3.0, 3.05, 3.0029411764705882)","(20.0, 99999, 99990)","(61.0, 85.0, 82.0)","(26.0, 55.0, 45.0)","(11.0, 17.0, 16.625)","(21.0, 99999, 99990)","(4.6, 6.8, 7.147457627118644)","(8.5, 12.0, 11.709677419354838)"
06-01-2023 16:07:41.021898,"(5.5, 6.8, 6.65064935064935)","(6.0, 99999, 99990)","(3.0, 3.05, 2.9841176470588233)","(20.0, 99999, 99990)","(61.0, 85.0, 82.0)","(26.0, 55.0, 45.0)","(11.0, 17.0, 16.625)","(21.0, 99999, 99990)","(4.6, 7.2, 7.147457627118644)","(8.5, 12.0, 11.526315789473685)"
06-01-2023 16:07:42.207526,"(5.5, 6.8, 6.65064935064935)","(6.0, 99999, 99990)","(3.0, 2.98, 2.9363636363636365)","(20.0, 99999, 99990)","(61.0, 85.0, 82.22222222222223)","(26.0, 55.0, 49.54545454545455)","(11.0, 17.0, 16.791666666666668)","(21.0, 99999, 99990)","(4.6, 7.2, 7.398418972332016)","(8.5, 12.0, 11.284615384615385)"
06-01-2023 16:07:43.402069,"(5.5, 6.8, 6.659090909090909)","(6.0, 99999, 99990)","(3.0, 2.98, 2.921818181818182)","(20.0, 99999, 99990)","(61.0, 85.0, 82.22222222222223)","(26.0, 55.0, 49.54545454545455)","(11.0, 17.0, 16.791666666666668)","(21.0, 99999, 99990)","(4.6, 7.4, 7.398418972332016)","(8.5, 11.5, 11.284615384615385)"
06-01-2023 16:07:44.647915,"(5.5, 6.8, 6.628985507246377)","(6.0, 99999, 99990)","(3.0, 3.0, 2.9157894736842103)","(20.0, 99999, 99990)","(61.0, 85.0, 78.33333333333333)","(26.0, 55.0, 49.54545454545455)","(11.0, 17.0, 16.791666666666668)","(21.0, 99999, 99990)","(4.6, 7.4, 7.398387096774194)","(8.5, 12.0, 11.535714285714285)"
06-01-2023 16:07:45.984964,"(5.5, 6.8, 6.642553191489362)","(6.0, 99999, 99990)","(3.0, 3.0, 2.9157894736842103)","(20.0, 99999, 99990)","(61.0, 85.0, 80.0)","(26.0, 50.0, 47.77777777777778)","(11.0, 17.0, 16.791666666666668)","(21.0, 99999, 99990)","(4.6, 7.4, 7.398367346938776)","(8.5, 12.0, 11.551948051948052)"
06-01-2023 16:07:47.360572,"(5.5, 6.8, 6.642553191489362)","(6.0, 99999, 99990)","(3.0, 3.0, 2.976)","(20.0, 99999, 99990)","(61.0, 85.0, 80.0)","(26.0, 50.0, 44.0)","(11.0, 17.0, 15.092307692307692)","(21.0, 99999, 99990)","(4.6, 7.4, 7.3982062780269064)","(8.5, 12.0, 12.073770491803279)"
06-01-2023 16:07:48.661368,"(5.5, 6.8, 8.100000000000001)","(6.0, 99999, 99990)","(3.0, 3.0, 3.02)","(20.0, 99999, 99990)","(61.0, 85.0, 66.5)","(26.0, 50.0, 37.666666666666664)","(11.0, 18.0, 21.82608695652174)","(21.0, 99999, 99990)","(4.6, 7.4, 5.928571428571429)","(8.5, 12.5, 10.825)"
06-01-2023 16:07:49.936214,"(5.5, 8.8, 6.6000000000000005)","(6.0, 99999, 99990)","(3.0, 3.3, 3.2125)","(20.0, 99999, 99990)","(61.0, 85.0, 66.5)","(26.0, 55.0, 33.75)","(11.0, 23.0, 20.666666666666664)","(21.0, 99999, 99990)","(4.6, 7.6, 6.324999999999999)","(8.5, 17.5, 10.825)"
06-01-2023 16:07:51.163923,"(5.5, 8.8, 6.6000000000000005)","(6.0, 99999, 99990)","(3.0, 3.25, 3.2125)","(20.0, 99999, 99990)","(61.0, 85.0, 66.5)","(26.0, 48.0, 38.5)","(11.0, 21.0, 20.666666666666664)","(21.0, 99999, 99990)","(4.6, 7.6, 4.454545454545455)","(8.5, 17.5, 12.8)"
06-01-2023 16:07:52.467298,"(5.5, 8.8, 7.51)","(6.0, 99999, 99990)","(3.0, 3.3, 3.2285714285714286)","(20.0, 99999, 99990)","(61.0, 85.0, 64.0)","(26.0, 48.0, 37.5)","(11.0, 21.0, 20.666666666666664)","(21.0, 99999, 99990)","(4.6, 7.0, 4.454545454545455)","(8.5, 17.0, 12.8)"
06-01-2023 16:07:53.674097,"(5.5, 8.8, 7.51)","(6.0, 99999, 99990)","(3.0, 3.3, 2.9971428571428573)","(20.0, 99999, 99990)","(61.0, 80.0, 58.666666666666664)","(26.0, 46.0, 36.5)","(11.0, 21.0, 20.666666666666664)","(21.0, 99999, 99990)","(4.6, 7.0, 5.333333333333333)","(8.5, 17.0, 14.2)"
06-01-2023 16:07:54.917674,"(5.5, 8.8, 6.8500000000000005)","(6.0, 99999, 99990)","(3.0, 3.1, 2.922439024390244)","(20.0, 99999, 99990)","(61.0, 80.0, 58.666666666666664)","(26.0, 44.0, 34.5)","(11.0, 21.0, 20.666666666666664)","(21.0, 99999, 99990)","(4.6, 7.0, 7.59288537549407)","(8.5, 17.0, 11.875)"
06-01-2023 16:07:56.165831,"(5.5, 8.8, 7.36)","(6.0, 99999, 99990)","(3.0, 2.98, 2.922439024390244)","(20.0, 99999, 99990)","(61.0, 80.0, 58.666666666666664)","(26.0, 40.0, 34.5)","(11.0, 21.0, 20.666666666666664)","(21.0, 99999, 99990)","(4.6, 7.6, 7.415384615384615)","(8.5, 17.5, 11.875)"
06-01-2023 16:07:57.411093,"(5.5, 8.8, 7.36)","(6.0, 99999, 99990)","(3.0, 2.98, 2.922439024390244)","(20.0, 99999, 99990)","(61.0, 80.0, 56.0)","(26.0, 40.0, 34.5)","(11.0, 21.0, 20.666666666666664)","(21.0, 99999, 99990)","(4.6, 7.6, 7.415384615384615)","(8.5, 17.5, 11.875)"
06-01-2023 16:07:58.780287,"(5.5, 8.8, 7.36)","(6.0, 99999, 99990)","(3.0, 2.98, 2.922439024390244)","(20.0, 99999, 99990)","(61.0, 80.0, 58.666666666666664)","(26.0, 40.0, 34.5)","(11.0, 21.0, 20.666666666666664)","(21.0, 99999, 99990)","(4.6, 7.6, 7.415384615384615)","(8.5, 17.5, 11.875)"
06-01-2023 16:07:59.984387,"(5.5, 8.8, 7.36)","(6.0, 99999, 99990)","(3.0, 2.98, 2.92)","(20.0, 99999, 99990)","(61.0, 80.0, 61.5)","(26.0, 40.0, 34.5)","(11.0, 21.0, 16.5)","(21.0, 99999, 99990)","(4.6, 7.6, 7.415384615384615)","(8.5, 17.5, 12.25)"
06-01-2023 16:08:01.292379,"(5.5, 8.8, 7.48)","(6.0, 99999, 99990)","(3.0, 2.92, 2.8375)","(20.0, 99999, 99990)","(61.0, 75.0, 61.5)","(26.0, 40.0, 34.5)","(11.0, 21.0, 16.5)","(21.0, 99999, 99990)","(4.6, 7.6, 7.415384615384615)","(8.5, 17.5, 12.625)"
06-01-2023 16:08:02.524228,"(5.5, 8.8, 7.800000000000001)","(6.0, 99999, 99990)","(3.0, 2.9, 2.814285714285714)","(20.0, 99999, 99990)","(61.0, 75.0, 61.5)","(26.0, 40.0, 37.5)","(11.0, 21.0, 16.5)","(21.0, 99999, 99990)","(4.6, 7.6, 7.415384615384615)","(8.5, 17.5, 13.75)"
06-01-2023 16:08:03.705977,"(5.5, 8.8, 7.800000000000001)","(6.0, 99999, 99990)","(3.0, 2.92, 2.9194174757281552)","(20.0, 99999, 99990)","(61.0, 75.0, 59.66666666666667)","(26.0, 46.0, 37.5)","(11.0, 21.0, 16.5)","(21.0, 99999, 99990)","(4.6, 7.6, 7.24)","(8.5, 17.0, 11.875)"
06-01-2023 16:08:05.017768,"(5.5, 8.8, 7.2)","(6.0, 99999, 99990)","(3.0, 3.1, 3.033333333333333)","(20.0, 99999, 99990)","(61.0, 75.0, 49.5)","(26.0, 46.0, 38.5)","(11.0, 21.0, 16.5)","(21.0, 99999, 99990)","(4.6, 7.6, 7.24)","(8.5, 17.5, 12.280000000000001)"
06-01-2023 16:08:06.263562,"(5.5, 11.0, 10.583783783783783)","(6.0, 99999, 99990)","(3.0, 3.3, 3.242857142857143)","(20.0, 99999, 99990)","(61.0, 70.0, 52.0)","(26.0, 48.0, 33.75)","(11.0, 21.0, 16.5)","(21.0, 99999, 99990)","(4.6, 7.6, 7.24)","(8.5, 17.5, 12.280000000000001)"
06-01-2023 16:08:07.531422,"(5.5, 11.0, 10.583783783783783)","(6.0, 99999, 99990)","(3.0, 3.3, 3.242857142857143)","(20.0, 99999, 99990)","(61.0, 75.0, 52.0)","(26.0, 48.0, 35.333333333333336)","(11.0, 21.0, 12.428571428571429)","(21.0, 99999, 99990)","(4.6, 7.6, 7.415384615384615)","(8.5, 17.5, 10.825)"
06-01-2023 16:08:08.803959,"(5.5, 11.0, 10.583783783783783)","(6.0, 99999, 99990)","(3.0, 3.3, 3.242857142857143)","(20.0, 99999, 99990)","(61.0, 75.0, 59.66666666666667)","(26.0, 48.0, 35.333333333333336)","(11.0, 21.0, 12.428571428571429)","(21.0, 99999, 99990)","(4.6, 7.6, 7.415384615384615)","(8.5, 17.5, 10.825)"
06-01-2023 16:08:10.098392,"(5.5, 5.3, 5.22)","(6.0, 99999, 99990)","(3.0, 3.3, 3.26875)","(20.0, 99999, 99990)","(61.0, 75.0, 52.5)","(26.0, 48.0, 38.0)","(11.0, 21.0, 13.285714285714286)","(21.0, 99999, 99990)","(4.6, 7.6, 7.3)","(8.5, 17.5, 14.266666666666666)"
06-01-2023 16:08:11.413453,"(5.5, 9.4, 8.443333333333333)","(6.0, 99999, 99990)","(3.0, 3.3, 3.05)","(20.0, 99999, 99990)","(61.0, 75.0, 52.5)","(26.0, 50.0, 37.333333333333336)","(11.0, 21.0, 16.25)","(21.0, 99999, 99990)","(4.6, 7.6, 7.3)","(8.5, 17.0, 12.280000000000001)"
06-01-2023 16:08:12.728885,"(5.5, 8.8, 5.838461538461538)","(6.0, 99999, 99990)","(3.0, 3.3, 3.186363636363636)","(20.0, 99999, 99990)","(61.0, 75.0, 52.5)","(26.0, 48.0, 35.333333333333336)","(11.0, 20.0, 14.2)","(21.0, 99999, 99990)","(4.6, 7.6, 7.3)","(8.5, 17.5, 12.280000000000001)"
06-01-2023 16:08:14.009248,"(5.5, 8.8, 5.5)","(6.0, 99999, 99990)","(3.0, 3.3, 3.02)","(20.0, 99999, 99990)","(61.0, 75.0, 59.66666666666667)","(26.0, 48.0, 35.333333333333336)","(11.0, 21.0, 14.2)","(21.0, 99999, 99990)","(4.6, 7.6, 7.466666666666667)","(8.5, 17.5, 10.825)"
06-01-2023 16:08:15.345540,"(5.5, 9.8, 6.933333333333334)","(6.0, 99999, 99990)","(3.0, 3.3, 3.02)","(20.0, 99999, 99990)","(61.0, 75.0, 59.66666666666667)","(26.0, 48.0, 35.333333333333336)","(11.0, 21.0, 16.25)","(21.0, 99999, 99990)","(4.6, 7.6, 7.466666666666667)","(8.5, 17.5, 10.825)"
06-01-2023 16:08:16.638887,"(5.5, 9.8, 5.58)","(6.0, 99999, 99990)","(3.0, 3.3, 3.05875)","(20.0, 99999, 99990)","(61.0, 75.0, 59.66666666666667)","(26.0, 48.0, 35.333333333333336)","(11.0, 21.0, 13.0)","(21.0, 99999, 99990)","(4.6, 7.6, 6.4)","(8.5, 17.5, 12.8)"
06-01-2023 16:08:17.887254,"(5.5, 9.0, 5.767567567567568)","(6.0, 99999, 99990)","(3.0, 3.25, 4.242857142857143)","(20.0, 99999, 99990)","(61.0, 75.0, 59.66666666666667)","(26.0, 48.0, 36.0)","(11.0, 21.0, 15.5)","(21.0, 99999, 99990)","(4.6, 7.6, 7.5)","(8.5, 17.0, 12.8)"
06-01-2023 16:08:19.127390,"(5.5, 8.8, 5.5)","(6.0, 99999, 99990)","(3.0, 4.5, 4.242857142857143)","(20.0, 99999, 99990)","(61.0, 75.0, 59.66666666666667)","(26.0, 50.0, 36.0)","(11.0, 20.0, 15.5)","(21.0, 99999, 99990)","(4.6, 7.6, 7.553846153846154)","(8.5, 17.0, 12.8)"
