,Confusion,Tolkowsky,Valley Of Dreams,Gold Lunar,Silesian,Jumeirah Triangle
15-12-2022 13:34:27.696753,"(2.6, 3.35, 3.1847826086956523)","(4.8, 6.0, 5.742857142857143)","(2.5, 2.82, 2.784444444444444)","(9.0, 14.5, 13.9)","(10.0, 19.5, 15.6)","(31.0, 65.0, 49.25)"
15-12-2022 13:34:28.697684,"(2.6, 3.35, 3.1847826086956523)","(4.8, 6.0, 5.742857142857143)","(2.5, 2.82, 2.784)","(9.0, 14.5, 13.9)","(10.0, 19.5, 15.6)","(31.0, 65.0, 49.25)"
15-12-2022 13:34:29.748002,"(2.6, 3.35, 3.1847826086956523)","(4.8, 6.0, 5.742857142857143)","(2.5, 2.82, 2.784)","(9.0, 14.5, 13.9)","(10.0, 19.5, 15.6)","(31.0, 65.0, 49.25)"
15-12-2022 13:34:30.817977,"(2.6, 3.35, 3.1847826086956523)","(4.8, 6.0, 5.742857142857143)","(2.5, 2.82, 2.784)","(9.0, 14.5, 13.9)","(10.0, 19.5, 16.0)","(31.0, 65.0, 49.25)"
15-12-2022 13:34:31.779967,"(2.6, 3.35, 3.1847826086956523)","(4.8, 6.0, 5.742857142857143)","(2.5, 2.82, 2.784)","(9.0, 14.5, 13.9)","(10.0, 19.0, 16.0)","(31.0, 65.0, 49.25)"
15-12-2022 13:34:32.709175,"(2.6, 3.35, 3.1847826086956523)","(4.8, 6.0, 5.742857142857143)","(2.5, 2.82, 2.784)","(9.0, 14.5, 13.9)","(10.0, 19.0, 16.0)","(31.0, 65.0, 49.25)"
15-12-2022 13:34:33.633544,"(2.6, 3.35, 3.1847826086956523)","(4.8, 6.0, 5.742857142857143)","(2.5, 2.82, 2.784)","(9.0, 14.5, 13.9)","(10.0, 19.0, 16.0)","(31.0, 65.0, 51.0)"
15-12-2022 13:34:34.641607,"(2.6, 3.35, 3.1847826086956523)","(4.8, 6.0, 5.742857142857143)","(2.5, 2.82, 2.784)","(9.0, 14.5, 12.3)","(10.0, 19.0, 13.636363636363637)","(31.0, 65.0, 59.0)"
15-12-2022 13:34:35.648324,"(2.6, 3.35, 3.3078125000000003)","(4.8, 6.0, 5.836363636363637)","(2.5, 2.82, 2.784)","(9.0, 13.5, 12.033333333333333)","(10.0, 16.5, 13.636363636363637)","(31.0, 65.0, 59.0)"
15-12-2022 13:34:36.625075,"(2.6, 3.35, 3.3078125000000003)","(4.8, 6.2, 5.892307692307693)","(2.5, 2.82, 2.784)","(9.0, 13.5, 12.033333333333333)","(10.0, 16.5, 13.636363636363637)","(31.0, 65.0, 59.0)"
15-12-2022 13:34:37.624253,"(2.6, 3.35, 3.3014705882352944)","(4.8, 6.2, 5.892307692307693)","(2.5, 2.82, 2.784)","(9.0, 13.5, 12.033333333333333)","(10.0, 16.5, 13.636363636363637)","(31.0, 65.0, 59.0)"
15-12-2022 13:34:38.554405,"(2.6, 3.35, 3.3014705882352944)","(4.8, 6.2, 5.892307692307693)","(2.5, 2.82, 2.784)","(9.0, 13.5, 12.033333333333333)","(10.0, 16.5, 13.636363636363637)","(31.0, 65.0, 59.0)"
15-12-2022 13:34:39.511977,"(2.6, 3.35, 3.3014705882352944)","(4.8, 6.2, 5.892307692307693)","(2.5, 2.82, 2.784)","(9.0, 13.5, 12.033333333333333)","(10.0, 16.5, 13.636363636363637)","(31.0, 65.0, 59.0)"
15-12-2022 13:34:40.400683,"(2.6, 3.35, 3.3014705882352944)","(4.8, 6.2, 5.892307692307693)","(2.5, 2.86, 2.7914285714285714)","(9.0, 13.5, 12.033333333333333)","(10.0, 16.5, 13.636363636363637)","(31.0, 65.0, 59.0)"
15-12-2022 13:34:41.285970,"(2.6, 3.35, 3.3014705882352944)","(4.8, 6.2, 5.892307692307693)","(2.5, 2.86, 2.7914285714285714)","(9.0, 13.5, 12.033333333333333)","(10.0, 16.5, 13.636363636363637)","(31.0, 65.0, 59.0)"
15-12-2022 13:34:42.295438,"(2.6, 3.35, 3.3014705882352944)","(4.8, 6.2, 5.892307692307693)","(2.5, 2.86, 2.7914285714285714)","(9.0, 13.5, 12.033333333333333)","(10.0, 16.5, 13.636363636363637)","(31.0, 65.0, 59.0)"
15-12-2022 13:34:43.281769,"(2.6, 3.35, 3.3014705882352944)","(4.8, 6.2, 5.892307692307693)","(2.5, 2.86, 2.7914285714285714)","(9.0, 13.5, 12.033333333333333)","(10.0, 16.5, 13.636363636363637)","(31.0, 65.0, 59.0)"
15-12-2022 13:34:44.254982,"(2.6, 3.35, 3.3014705882352944)","(4.8, 6.2, 5.892307692307693)","(2.5, 2.86, 2.7914285714285714)","(9.0, 13.5, 12.033333333333333)","(10.0, 16.5, 13.636363636363637)","(31.0, 65.0, 59.0)"
15-12-2022 13:34:45.175050,"(2.6, 3.35, 3.3014705882352944)","(4.8, 6.2, 5.892307692307693)","(2.5, 2.86, 2.7914285714285714)","(9.0, 13.5, 12.033333333333333)","(10.0, 16.5, 13.636363636363637)","(31.0, 65.0, 59.0)"
15-12-2022 13:34:46.078560,"(2.6, 3.35, 3.3014705882352944)","(4.8, 6.2, 5.892307692307693)","(2.5, 2.86, 2.7914285714285714)","(9.0, 13.5, 12.033333333333333)","(10.0, 16.5, 13.636363636363637)","(31.0, 65.0, 59.0)"
15-12-2022 13:34:47.014444,"(2.6, 3.35, 3.3014705882352944)","(4.8, 6.2, 5.892307692307693)","(2.5, 2.86, 2.7914285714285714)","(9.0, 13.5, 12.033333333333333)","(10.0, 16.5, 13.636363636363637)","(31.0, 65.0, 59.0)"
15-12-2022 13:34:47.961518,"(2.6, 3.35, 3.3014705882352944)","(4.8, 6.0, 5.75)","(2.5, 2.86, 2.7914285714285714)","(9.0, 13.5, 12.033333333333333)","(10.0, 16.5, 13.636363636363637)","(31.0, 65.0, 59.0)"
15-12-2022 13:34:48.966972,"(2.6, 3.35, 3.3014705882352944)","(4.8, 6.0, 5.833333333333333)","(2.5, 2.86, 2.7914285714285714)","(9.0, 13.5, 12.033333333333333)","(10.0, 16.5, 13.636363636363637)","(31.0, 65.0, 59.0)"
15-12-2022 13:34:49.952060,"(2.6, 3.35, 3.3014705882352944)","(4.8, 6.0, 5.833333333333333)","(2.5, 2.86, 2.7914285714285714)","(9.0, 13.5, 12.033333333333333)","(10.0, 16.5, 13.636363636363637)","(31.0, 65.0, 59.0)"
15-12-2022 13:34:50.941408,"(2.6, 3.35, 3.3014705882352944)","(4.8, 6.0, 5.833333333333333)","(2.5, 2.84, 2.8266666666666667)","(9.0, 13.5, 12.033333333333333)","(10.0, 16.5, 13.636363636363637)","(31.0, 65.0, 59.0)"
15-12-2022 13:34:51.882532,"(2.6, 3.35, 3.3078125000000003)","(4.8, 6.0, 5.590909090909091)","(2.5, 2.84, 2.8125)","(9.0, 13.5, 12.033333333333333)","(10.0, 16.5, 13.636363636363637)","(31.0, 65.0, 59.0)"
15-12-2022 13:34:52.769983,"(2.6, 3.35, 3.3078125000000003)","(4.8, 6.0, 5.555555555555555)","(2.5, 2.84, 2.8125)","(9.0, 13.5, 12.033333333333333)","(10.0, 16.5, 13.636363636363637)","(31.0, 65.0, 59.0)"
15-12-2022 13:34:53.709765,"(2.6, 3.35, 3.3078125000000003)","(4.8, 6.0, 5.555555555555555)","(2.5, 2.84, 2.8125)","(9.0, 13.5, 12.033333333333333)","(10.0, 16.5, 13.636363636363637)","(31.0, 65.0, 59.0)"
15-12-2022 13:34:54.661855,"(2.6, 3.35, 3.3078125000000003)","(4.8, 6.0, 5.555555555555555)","(2.5, 2.84, 2.8125)","(9.0, 13.5, 12.033333333333333)","(10.0, 16.5, 13.636363636363637)","(31.0, 65.0, 59.0)"
15-12-2022 13:34:55.616495,"(2.6, 3.35, 3.3078125000000003)","(4.8, 6.0, 5.555555555555555)","(2.5, 2.84, 2.8125)","(9.0, 13.5, 12.033333333333333)","(10.0, 16.5, 13.636363636363637)","(31.0, 65.0, 59.0)"
15-12-2022 13:34:56.573407,"(2.6, 3.35, 3.275)","(4.8, 6.0, 5.555555555555555)","(2.5, 2.84, 2.793846153846154)","(9.0, 13.5, 12.033333333333333)","(10.0, 16.5, 13.636363636363637)","(31.0, 65.0, 59.0)"
15-12-2022 13:34:57.427970,"(2.6, 3.35, 3.275)","(4.8, 6.0, 5.589743589743589)","(2.5, 2.84, 2.793846153846154)","(9.0, 13.5, 12.23076923076923)","(10.0, 16.5, 13.636363636363637)","(31.0, 90.0, 74.0)"
15-12-2022 13:34:58.384521,"(2.6, 3.35, 3.275)","(4.8, 6.0, 5.589743589743589)","(2.5, 2.84, 2.793846153846154)","(9.0, 13.5, 12.23076923076923)","(10.0, 16.5, 13.636363636363637)","(31.0, 90.0, 74.0)"
15-12-2022 13:34:59.270618,"(2.6, 3.35, 3.275)","(4.8, 6.0, 5.589743589743589)","(2.5, 2.84, 2.793846153846154)","(9.0, 13.5, 12.23076923076923)","(10.0, 16.5, 13.636363636363637)","(31.0, 90.0, 74.0)"
15-12-2022 13:35:00.153120,"(2.6, 3.35, 3.275)","(4.8, 6.0, 5.589743589743589)","(2.5, 2.84, 2.762857142857143)","(9.0, 13.5, 12.23076923076923)","(10.0, 16.5, 13.636363636363637)","(31.0, 90.0, 74.0)"
15-12-2022 13:35:01.173175,"(2.6, 3.35, 3.275)","(4.8, 6.0, 5.589743589743589)","(2.5, 2.84, 2.762857142857143)","(9.0, 13.5, 12.23076923076923)","(10.0, 16.5, 13.636363636363637)","(31.0, 90.0, 74.0)"
15-12-2022 13:35:02.160560,"(2.6, 3.35, 3.275)","(4.8, 6.0, 5.589743589743589)","(2.5, 2.84, 2.762857142857143)","(9.0, 13.5, 12.23076923076923)","(10.0, 16.5, 13.636363636363637)","(31.0, 85.0, 71.0)"
15-12-2022 13:35:03.180137,"(2.6, 3.35, 3.26875)","(4.8, 5.9, 5.6923076923076925)","(2.5, 2.84, 2.7511111111111113)","(9.0, 13.5, 12.8125)","(10.0, 16.5, 14.423076923076923)","(31.0, 85.0, 71.0)"
15-12-2022 13:35:04.182250,"(2.6, 3.35, 3.26875)","(4.8, 5.9, 5.6923076923076925)","(2.5, 2.84, 2.7511111111111113)","(9.0, 13.5, 12.46875)","(10.0, 16.5, 14.423076923076923)","(31.0, 85.0, 71.0)"
15-12-2022 13:35:05.131566,"(2.6, 3.35, 3.26875)","(4.8, 5.9, 5.6923076923076925)","(2.5, 2.82, 2.7733333333333334)","(9.0, 13.5, 12.46875)","(10.0, 16.5, 14.423076923076923)","(31.0, 85.0, 71.0)"
15-12-2022 13:35:06.053982,"(2.6, 3.35, 3.26875)","(4.8, 5.9, 5.6923076923076925)","(2.5, 2.82, 2.736)","(9.0, 13.5, 12.46875)","(10.0, 16.5, 14.423076923076923)","(31.0, 85.0, 71.0)"
15-12-2022 13:35:06.936297,"(2.6, 3.35, 3.26875)","(4.8, 5.9, 5.6230769230769235)","(2.5, 2.9, 2.878)","(9.0, 13.5, 12.394736842105264)","(10.0, 16.5, 14.423076923076923)","(31.0, 85.0, 71.0)"
15-12-2022 13:35:07.896827,"(2.6, 3.35, 3.26875)","(4.8, 5.9, 5.6)","(2.5, 2.9, 2.8214285714285716)","(9.0, 13.5, 12.394736842105264)","(10.0, 16.5, 14.454545454545455)","(31.0, 85.0, 71.0)"
15-12-2022 13:35:08.885052,"(2.6, 3.35, 3.26875)","(4.8, 5.9, 5.675)","(2.5, 2.9, 2.838888888888889)","(9.0, 13.5, 12.394736842105264)","(10.0, 16.5, 14.25)","(31.0, 85.0, 71.0)"
15-12-2022 13:35:09.844356,"(2.6, 3.35, 3.26875)","(4.8, 5.9, 5.675)","(2.5, 2.9, 2.8)","(9.0, 13.5, 12.394736842105264)","(10.0, 14.5, 14.25)","(31.0, 85.0, 71.0)"
15-12-2022 13:35:10.739397,"(2.6, 3.35, 3.26875)","(4.8, 5.9, 5.675)","(2.5, 2.9, 2.8)","(9.0, 13.5, 12.394736842105264)","(10.0, 14.5, 14.25)","(31.0, 85.0, 71.0)"
15-12-2022 13:35:11.632879,"(2.6, 3.35, 3.26875)","(4.8, 5.9, 5.675)","(2.5, 2.9, 2.8)","(9.0, 13.5, 12.394736842105264)","(10.0, 14.5, 14.25)","(31.0, 85.0, 71.0)"
15-12-2022 13:35:12.620251,"(2.6, 3.35, 3.26875)","(4.8, 5.9, 5.675)","(2.5, 2.9, 2.8)","(9.0, 13.5, 12.394736842105264)","(10.0, 14.5, 14.25)","(31.0, 85.0, 71.0)"
15-12-2022 13:35:13.582984,"(2.6, 3.35, 3.26875)","(4.8, 5.9, 5.675)","(2.5, 2.9, 2.8)","(9.0, 13.5, 12.394736842105264)","(10.0, 14.5, 14.166666666666666)","(31.0, 85.0, 71.0)"
15-12-2022 13:35:14.522235,"(2.6, 3.35, 3.26875)","(4.8, 5.9, 5.675)","(2.5, 2.9, 2.8)","(9.0, 13.5, 12.394736842105264)","(10.0, 14.5, 14.166666666666666)","(31.0, 85.0, 71.0)"
15-12-2022 13:35:15.541855,"(2.6, 3.35, 3.26875)","(4.8, 5.9, 5.675)","(2.5, 2.9, 2.8)","(9.0, 13.5, 12.394736842105264)","(10.0, 14.5, 14.166666666666666)","(31.0, 85.0, 71.0)"
15-12-2022 13:35:16.590165,"(2.6, 3.35, 3.26875)","(4.8, 5.9, 5.675)","(2.5, 2.9, 2.8)","(9.0, 13.5, 12.394736842105264)","(10.0, 14.5, 14.166666666666666)","(31.0, 85.0, 71.0)"
15-12-2022 13:35:17.551077,"(2.6, 3.35, 3.26875)","(4.8, 5.9, 5.675)","(2.5, 2.9, 2.8)","(9.0, 13.5, 12.394736842105264)","(10.0, 14.5, 14.166666666666666)","(31.0, 85.0, 71.0)"
15-12-2022 13:35:18.463751,"(2.6, 3.35, 3.2714285714285714)","(4.8, 5.9, 5.675)","(2.5, 2.9, 2.8)","(9.0, 13.5, 12.394736842105264)","(10.0, 14.0, 13.166666666666666)","(31.0, 85.0, 71.0)"
15-12-2022 13:35:19.347999,"(2.6, 3.35, 3.2714285714285714)","(4.8, 5.9, 5.675)","(2.5, 2.9, 2.8)","(9.0, 13.5, 12.394736842105264)","(10.0, 14.0, 13.166666666666666)","(31.0, 85.0, 71.0)"
15-12-2022 13:35:20.327225,"(2.6, 3.35, 3.2714285714285714)","(4.8, 5.9, 5.675)","(2.5, 2.9, 2.74)","(9.0, 13.5, 12.394736842105264)","(10.0, 14.0, 12.461538461538462)","(31.0, 85.0, 71.0)"
15-12-2022 13:35:21.296199,"(2.6, 3.35, 3.2646341463414634)","(4.8, 5.9, 5.776923076923077)","(2.5, 2.9, 2.74)","(9.0, 13.5, 12.566666666666666)","(10.0, 14.0, 12.75)","(31.0, 85.0, 71.0)"
15-12-2022 13:35:22.287393,"(2.6, 3.35, 3.2646341463414634)","(4.8, 5.9, 5.776923076923077)","(2.5, 2.9, 2.74)","(9.0, 13.5, 12.566666666666666)","(10.0, 14.0, 12.75)","(31.0, 85.0, 71.0)"
15-12-2022 13:35:23.220680,"(2.6, 3.35, 3.2646341463414634)","(4.8, 5.9, 5.776923076923077)","(2.5, 2.9, 2.74)","(9.0, 13.5, 12.566666666666666)","(10.0, 14.0, 12.75)","(31.0, 85.0, 59.0)"
15-12-2022 13:35:24.075892,"(2.6, 3.35, 3.2646341463414634)","(4.8, 5.9, 5.776923076923077)","(2.5, 2.9, 2.74)","(9.0, 14.5, 14.0)","(10.0, 14.0, 12.75)","(31.0, 85.0, 59.0)"
15-12-2022 13:35:25.047868,"(2.6, 3.3, 3.275)","(4.8, 5.9, 5.776923076923077)","(2.5, 2.9, 2.74)","(9.0, 14.5, 14.0)","(10.0, 14.0, 13.0)","(31.0, 85.0, 66.5)"
15-12-2022 13:35:25.956305,"(2.6, 3.3, 3.275)","(4.8, 5.9, 5.776923076923077)","(2.5, 2.9, 2.74)","(9.0, 14.5, 14.0)","(10.0, 14.0, 13.0)","(31.0, 85.0, 66.5)"
15-12-2022 13:35:26.857355,"(2.6, 3.3, 3.275)","(4.8, 5.9, 5.776923076923077)","(2.5, 2.9, 2.74)","(9.0, 14.5, 14.0)","(10.0, 14.0, 13.0)","(31.0, 85.0, 66.5)"
15-12-2022 13:35:27.897956,"(2.6, 3.3, 3.275)","(4.8, 5.9, 5.776923076923077)","(2.5, 2.9, 2.74)","(9.0, 14.5, 14.0)","(10.0, 14.0, 13.0)","(31.0, 85.0, 75.75)"
15-12-2022 13:35:28.951898,"(2.6, 3.3, 3.275)","(4.8, 5.9, 5.776923076923077)","(2.5, 2.9, 2.74)","(9.0, 14.5, 14.0)","(10.0, 14.0, 13.0)","(31.0, 85.0, 67.5)"
15-12-2022 13:35:29.948565,"(2.6, 3.3, 3.275)","(4.8, 5.9, 5.7444444444444445)","(2.5, 2.9, 2.74)","(9.0, 14.5, 14.0)","(10.0, 14.0, 13.0)","(31.0, 85.0, 67.5)"
15-12-2022 13:35:30.851182,"(2.6, 3.3, 3.275)","(4.8, 5.9, 5.6454545454545455)","(2.5, 2.9, 2.74)","(9.0, 14.5, 14.0)","(10.0, 14.0, 13.0)","(31.0, 85.0, 67.5)"
15-12-2022 13:35:31.733188,"(2.6, 3.3, 3.275)","(4.8, 5.9, 5.42)","(2.5, 2.9, 2.74)","(9.0, 14.5, 14.0)","(10.0, 14.0, 12.846153846153847)","(31.0, 85.0, 67.5)"
15-12-2022 13:35:32.662812,"(2.6, 3.3, 3.275)","(4.8, 5.9, 5.42)","(2.5, 2.9, 2.74)","(9.0, 14.5, 14.0)","(10.0, 14.0, 12.846153846153847)","(31.0, 85.0, 67.5)"
15-12-2022 13:35:33.641336,"(2.6, 3.3, 3.275)","(4.8, 5.9, 5.42)","(2.5, 2.9, 2.74)","(9.0, 14.5, 14.0)","(10.0, 14.0, 12.846153846153847)","(31.0, 85.0, 67.5)"
15-12-2022 13:35:34.587173,"(2.6, 3.3, 3.275)","(4.8, 5.9, 5.42)","(2.5, 2.9, 2.74)","(9.0, 14.5, 14.0)","(10.0, 14.0, 12.846153846153847)","(31.0, 85.0, 67.5)"
15-12-2022 13:35:35.508100,"(2.6, 3.3, 3.275)","(4.8, 5.9, 5.42)","(2.5, 2.9, 2.74)","(9.0, 14.5, 14.0)","(10.0, 14.0, 12.846153846153847)","(31.0, 85.0, 67.5)"
15-12-2022 13:35:36.439907,"(2.6, 3.3, 3.275)","(4.8, 5.9, 5.42)","(2.5, 2.9, 2.74)","(9.0, 14.5, 14.0)","(10.0, 14.0, 12.846153846153847)","(31.0, 85.0, 67.5)"
15-12-2022 13:35:37.386231,"(2.6, 3.3, 3.275)","(4.8, 5.9, 5.42)","(2.5, 2.9, 2.74)","(9.0, 14.5, 14.0)","(10.0, 14.0, 12.846153846153847)","(31.0, 85.0, 67.5)"
15-12-2022 13:35:38.233101,"(2.6, 3.3, 3.258928571428571)","(4.8, 5.9, 5.42)","(2.5, 2.9, 2.726086956521739)","(9.0, 14.5, 14.0)","(10.0, 14.0, 12.846153846153847)","(31.0, 85.0, 67.5)"
15-12-2022 13:35:39.154912,"(2.6, 3.3, 3.258928571428571)","(4.8, 5.9, 5.42)","(2.5, 2.9, 2.726086956521739)","(9.0, 14.5, 14.0)","(10.0, 14.0, 12.846153846153847)","(31.0, 85.0, 76.25)"
15-12-2022 13:35:40.214481,"(2.6, 3.3, 3.258928571428571)","(4.8, 5.9, 5.42)","(2.5, 2.9, 2.726086956521739)","(9.0, 14.5, 14.0)","(10.0, 14.0, 18.125)","(31.0, 85.0, 76.25)"
15-12-2022 13:35:41.251900,"(2.6, 3.3, 3.258928571428571)","(4.8, 5.9, 5.5)","(2.5, 2.88, 2.7800000000000002)","(9.0, 14.5, 14.25)","(10.0, 21.0, 18.333333333333332)","(31.0, 85.0, 76.25)"
15-12-2022 13:35:42.238422,"(2.6, 3.3, 3.258928571428571)","(4.8, 5.9, 5.5)","(2.5, 2.88, 2.7800000000000002)","(9.0, 14.5, 14.25)","(10.0, 21.0, 17.444444444444443)","(31.0, 85.0, 76.25)"
15-12-2022 13:35:43.160252,"(2.6, 3.3, 3.258928571428571)","(4.8, 5.8, 5.5)","(2.5, 2.88, 2.7957894736842106)","(9.0, 14.5, 14.25)","(10.0, 19.5, 16.833333333333332)","(31.0, 85.0, 76.25)"
15-12-2022 13:35:44.057107,"(2.6, 3.3, 3.258928571428571)","(4.8, 5.8, 5.5)","(2.5, 2.88, 2.7957894736842106)","(9.0, 14.5, 14.25)","(10.0, 18.5, 17.346153846153847)","(31.0, 85.0, 76.25)"
15-12-2022 13:35:45.035083,"(2.6, 3.3, 3.258928571428571)","(4.8, 5.8, 5.5)","(2.5, 2.88, 2.7957894736842106)","(9.0, 14.5, 14.25)","(10.0, 18.5, 17.25)","(31.0, 85.0, 76.25)"
15-12-2022 13:35:45.970943,"(2.6, 3.3, 3.258928571428571)","(4.8, 5.8, 5.5)","(2.5, 2.88, 2.7957894736842106)","(9.0, 14.5, 14.25)","(10.0, 18.0, 17.25)","(31.0, 85.0, 76.25)"
15-12-2022 13:35:46.880541,"(2.6, 3.3, 3.258928571428571)","(4.8, 5.8, 5.5)","(2.5, 2.88, 2.7957894736842106)","(9.0, 14.5, 14.25)","(10.0, 18.0, 16.3125)","(31.0, 85.0, 67.5)"
15-12-2022 13:35:47.872972,"(2.6, 3.3, 3.258928571428571)","(4.8, 5.8, 5.5)","(2.5, 2.88, 2.7957894736842106)","(9.0, 14.5, 14.25)","(10.0, 18.0, 16.3125)","(31.0, 85.0, 67.5)"
15-12-2022 13:35:48.837524,"(2.6, 3.3, 3.258928571428571)","(4.8, 5.8, 5.55)","(2.5, 2.88, 2.7957894736842106)","(9.0, 14.5, 14.25)","(10.0, 18.0, 16.3125)","(31.0, 85.0, 64.0)"
15-12-2022 13:35:49.778610,"(2.6, 3.3, 3.258928571428571)","(4.8, 5.8, 5.55)","(2.5, 2.88, 2.7957894736842106)","(9.0, 14.5, 14.25)","(10.0, 17.5, 15.0)","(31.0, 85.0, 67.5)"
15-12-2022 13:35:50.652298,"(2.6, 3.3, 3.258928571428571)","(4.8, 5.8, 5.55)","(2.5, 2.88, 2.7957894736842106)","(9.0, 14.5, 14.25)","(10.0, 17.5, 15.0)","(31.0, 85.0, 67.5)"
15-12-2022 13:35:51.545644,"(2.6, 3.3, 3.258928571428571)","(4.8, 5.8, 5.55)","(2.5, 2.88, 2.7957894736842106)","(9.0, 14.5, 14.25)","(10.0, 17.5, 15.0)","(31.0, 85.0, 67.5)"
15-12-2022 13:35:52.575199,"(2.6, 3.3, 3.258928571428571)","(4.8, 5.8, 5.55)","(2.5, 2.88, 2.7957894736842106)","(9.0, 14.5, 14.25)","(10.0, 17.5, 15.0)","(31.0, 85.0, 67.5)"
15-12-2022 13:35:53.564448,"(2.6, 3.3, 3.258928571428571)","(4.8, 5.8, 5.55)","(2.5, 2.88, 2.7957894736842106)","(9.0, 14.5, 14.214285714285714)","(10.0, 17.5, 15.0)","(31.0, 85.0, 67.5)"
15-12-2022 13:35:54.560418,"(2.6, 3.3, 3.258928571428571)","(4.8, 5.8, 5.55)","(2.5, 2.88, 2.7957894736842106)","(9.0, 14.5, 14.214285714285714)","(10.0, 17.5, 15.0)","(31.0, 85.0, 67.5)"
15-12-2022 13:35:55.522460,"(2.6, 3.3, 3.258928571428571)","(4.8, 5.8, 5.55)","(2.5, 2.88, 2.7957894736842106)","(9.0, 14.5, 14.214285714285714)","(10.0, 17.5, 15.0)","(31.0, 85.0, 67.5)"
15-12-2022 13:35:56.462220,"(2.6, 3.3, 3.258928571428571)","(4.8, 5.8, 5.55)","(2.5, 2.88, 2.7957894736842106)","(9.0, 14.5, 14.214285714285714)","(10.0, 17.5, 15.0)","(31.0, 85.0, 67.5)"
15-12-2022 13:35:57.407297,"(2.6, 3.3, 3.258928571428571)","(4.8, 5.8, 5.55)","(2.5, 2.88, 2.7957894736842106)","(9.0, 14.5, 14.214285714285714)","(10.0, 17.5, 15.0)","(31.0, 85.0, 67.5)"
15-12-2022 13:35:58.279973,"(2.6, 3.3, 3.258928571428571)","(4.8, 5.8, 5.55)","(2.5, 2.88, 2.7957894736842106)","(9.0, 14.5, 14.214285714285714)","(10.0, 17.5, 15.0)","(31.0, 85.0, 67.5)"
15-12-2022 13:35:59.193305,"(2.6, 3.3, 3.2640625)","(4.8, 5.8, 5.55)","(2.5, 2.88, 2.8266666666666667)","(9.0, 14.5, 14.214285714285714)","(10.0, 17.5, 15.4)","(31.0, 85.0, 67.5)"
15-12-2022 13:36:00.120882,"(2.6, 3.3, 3.084375)","(4.8, 5.9, 5.5)","(2.5, 2.88, 2.8266666666666667)","(9.0, 14.5, 14.214285714285714)","(10.0, 17.5, 15.4)","(31.0, 85.0, 67.5)"
15-12-2022 13:36:01.143752,"(2.6, 3.3, 3.084375)","(4.8, 5.9, 5.6)","(2.5, 2.88, 2.8266666666666667)","(9.0, 14.5, 14.214285714285714)","(10.0, 17.5, 16.333333333333332)","(31.0, 85.0, 76.25)"
15-12-2022 13:36:02.126217,"(2.6, 3.3, 3.083720930232558)","(4.8, 5.9, 5.552631578947368)","(2.5, 2.88, 2.8266666666666667)","(9.0, 14.5, 14.214285714285714)","(10.0, 17.5, 16.333333333333332)","(31.0, 85.0, 65.0)"
15-12-2022 13:36:02.998602,"(2.6, 3.3, 3.082258064516129)","(4.8, 5.9, 5.6)","(2.5, 2.88, 2.736)","(9.0, 14.5, 14.214285714285714)","(10.0, 17.5, 16.333333333333332)","(31.0, 85.0, 65.0)"
15-12-2022 13:36:03.867027,"(2.6, 3.3, 3.1071428571428568)","(4.8, 5.9, 5.6)","(2.5, 2.88, 2.832)","(9.0, 14.5, 14.214285714285714)","(10.0, 17.5, 16.333333333333332)","(31.0, 85.0, 65.0)"
15-12-2022 13:36:04.832242,"(2.6, 3.3, 3.1071428571428568)","(4.8, 5.9, 5.6)","(2.5, 2.88, 2.832)","(9.0, 14.5, 13.25)","(10.0, 17.5, 16.333333333333332)","(31.0, 85.0, 57.857142857142854)"
15-12-2022 13:36:05.821003,"(2.6, 3.3, 3.2205882352941173)","(4.8, 5.8, 5.7)","(2.5, 2.88, 2.832)","(9.0, 14.0, 13.25)","(10.0, 17.5, 16.333333333333332)","(31.0, 75.0, 62.0)"
15-12-2022 13:36:06.767246,"(2.6, 3.3, 3.2205882352941173)","(4.8, 5.8, 5.7)","(2.5, 2.88, 2.832)","(9.0, 14.0, 13.25)","(10.0, 17.5, 16.333333333333332)","(31.0, 70.0, 62.0)"
15-12-2022 13:36:07.710289,"(2.6, 3.3, 3.2205882352941173)","(4.8, 5.8, 5.7)","(2.5, 2.88, 2.832)","(9.0, 14.0, 13.25)","(10.0, 17.5, 16.333333333333332)","(31.0, 70.0, 62.0)"
15-12-2022 13:36:08.677215,"(2.6, 3.3, 3.2205882352941173)","(4.8, 5.8, 5.7)","(2.5, 2.88, 2.8042105263157895)","(9.0, 14.0, 13.25)","(10.0, 17.5, 16.333333333333332)","(31.0, 70.0, 56.666666666666664)"
15-12-2022 13:36:09.709029,"(2.6, 3.3, 3.2205882352941173)","(4.8, 5.8, 5.7)","(2.5, 2.88, 2.832)","(9.0, 14.0, 13.25)","(10.0, 17.5, 16.333333333333332)","(31.0, 70.0, 56.666666666666664)"
15-12-2022 13:36:10.688226,"(2.6, 3.3, 3.2205882352941173)","(4.8, 5.8, 5.7)","(2.5, 2.88, 2.832)","(9.0, 14.0, 13.25)","(10.0, 17.5, 16.333333333333332)","(31.0, 70.0, 56.666666666666664)"
15-12-2022 13:36:11.578205,"(2.6, 3.3, 3.2205882352941173)","(4.8, 5.9, 5.6)","(2.5, 2.88, 2.832)","(9.0, 14.0, 13.25)","(10.0, 17.5, 16.333333333333332)","(31.0, 70.0, 56.666666666666664)"
