,Hello Gorgeous Nz,Abbee Bee,Fleet Of Foot,Justfollowmehome,Ee Jay Why,Krafty Louise,Debrenika,Carmela Domenica,Bettor Be Bucks,My Precious Mama
11-01-2023 20:05:36.114152,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 140.0)","(4.0, 4.2, 4.189473684210526)","(8.0, 10.0, 9.857142857142858)","(71.0, 130.0, 90.0)","(19.0, 30.0, 28.666666666666664)","(11.0, 15.5, 14.25)","(21.0, 30.0, 28.285714285714285)","(101.0, 200.0, 172.0)"
11-01-2023 20:05:37.569790,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 140.0)","(4.0, 4.2, 4.191304347826087)","(8.0, 11.0, 9.9)","(71.0, 130.0, 90.0)","(19.0, 30.0, 28.666666666666664)","(11.0, 15.5, 12.528571428571428)","(21.0, 30.0, 28.285714285714285)","(101.0, 200.0, 172.0)"
11-01-2023 20:05:39.048415,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 140.0)","(4.0, 4.2, 4.191304347826087)","(8.0, 10.5, 9.9)","(71.0, 130.0, 90.0)","(19.0, 30.0, 28.666666666666664)","(11.0, 13.0, 12.528571428571428)","(21.0, 30.0, 28.285714285714285)","(101.0, 200.0, 172.0)"
11-01-2023 20:05:40.519838,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 140.0)","(4.0, 4.2, 4.191304347826087)","(8.0, 10.5, 9.9)","(71.0, 130.0, 90.0)","(19.0, 30.0, 28.666666666666664)","(11.0, 13.0, 12.528571428571428)","(21.0, 30.0, 28.285714285714285)","(101.0, 200.0, 172.0)"
11-01-2023 20:05:41.976688,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 140.0)","(4.0, 4.2, 4.191304347826087)","(8.0, 10.5, 9.9)","(71.0, 130.0, 90.0)","(19.0, 30.0, 28.666666666666664)","(11.0, 13.0, 12.528571428571428)","(21.0, 30.0, 28.285714285714285)","(101.0, 200.0, 172.0)"
11-01-2023 20:05:43.413036,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 140.0)","(4.0, 4.2, 4.191304347826087)","(8.0, 10.5, 9.9)","(71.0, 130.0, 90.0)","(19.0, 30.0, 28.666666666666664)","(11.0, 13.0, 12.528571428571428)","(21.0, 30.0, 28.285714285714285)","(101.0, 200.0, 172.0)"
11-01-2023 20:05:44.864608,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 140.0)","(4.0, 4.2, 4.191304347826087)","(8.0, 10.5, 9.9)","(71.0, 130.0, 90.0)","(19.0, 30.0, 28.666666666666664)","(11.0, 13.0, 12.528571428571428)","(21.0, 30.0, 28.285714285714285)","(101.0, 200.0, 172.0)"
11-01-2023 20:05:46.352874,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 140.0)","(4.0, 4.2, 4.191304347826087)","(8.0, 10.5, 9.9)","(71.0, 130.0, 90.0)","(19.0, 30.0, 28.666666666666664)","(11.0, 13.0, 12.528571428571428)","(21.0, 30.0, 28.285714285714285)","(101.0, 200.0, 172.0)"
11-01-2023 20:05:47.788529,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 140.0)","(4.0, 4.2, 4.191304347826087)","(8.0, 10.5, 9.9)","(71.0, 130.0, 90.0)","(19.0, 30.0, 28.666666666666664)","(11.0, 13.0, 12.528571428571428)","(21.0, 30.0, 28.285714285714285)","(101.0, 200.0, 172.0)"
11-01-2023 20:05:49.135802,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 140.0)","(4.0, 4.2, 4.191304347826087)","(8.0, 10.5, 9.9)","(71.0, 130.0, 90.0)","(19.0, 30.0, 28.8)","(11.0, 13.0, 12.528571428571428)","(21.0, 30.0, 28.285714285714285)","(101.0, 200.0, 172.0)"
11-01-2023 20:05:50.421575,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 140.0)","(4.0, 4.2, 4.191304347826087)","(8.0, 10.5, 9.9)","(71.0, 130.0, 90.0)","(19.0, 30.0, 29.81818181818182)","(11.0, 13.0, 12.528571428571428)","(21.0, 30.0, 28.285714285714285)","(101.0, 200.0, 172.0)"
11-01-2023 20:05:52.097782,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 140.0)","(4.0, 4.2, 4.191304347826087)","(8.0, 10.5, 9.9)","(71.0, 130.0, 90.0)","(19.0, 32.0, 28.57142857142857)","(11.0, 13.0, 12.528571428571428)","(21.0, 30.0, 27.636363636363637)","(101.0, 200.0, 172.0)"
11-01-2023 20:05:53.719375,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 140.0)","(4.0, 4.2, 4.4)","(8.0, 10.5, 9.9)","(71.0, 130.0, 90.0)","(19.0, 32.0, 28.57142857142857)","(11.0, 13.0, 12.528571428571428)","(21.0, 32.0, 29.0)","(101.0, 200.0, 172.0)"
11-01-2023 20:05:55.318725,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 148.75)","(4.0, 4.6, 4.4)","(8.0, 10.5, 9.5)","(71.0, 130.0, 90.0)","(19.0, 32.0, 28.923076923076923)","(11.0, 13.0, 12.528571428571428)","(21.0, 32.0, 30.22222222222222)","(101.0, 200.0, 184.44444444444446)"
11-01-2023 20:05:56.884929,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 148.75)","(4.0, 4.6, 4.4)","(8.0, 10.5, 9.5)","(71.0, 130.0, 90.0)","(19.0, 32.0, 28.923076923076923)","(11.0, 13.0, 12.528571428571428)","(21.0, 32.0, 30.22222222222222)","(101.0, 200.0, 184.44444444444446)"
11-01-2023 20:05:58.404232,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 148.75)","(4.0, 4.6, 4.4)","(8.0, 10.0, 9.25)","(71.0, 130.0, 90.0)","(19.0, 32.0, 28.923076923076923)","(11.0, 13.0, 12.528571428571428)","(21.0, 32.0, 30.22222222222222)","(101.0, 200.0, 184.44444444444446)"
11-01-2023 20:05:59.898317,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 148.75)","(4.0, 4.6, 4.4)","(8.0, 10.0, 9.25)","(71.0, 130.0, 90.0)","(19.0, 32.0, 28.923076923076923)","(11.0, 13.0, 12.528571428571428)","(21.0, 32.0, 30.22222222222222)","(101.0, 200.0, 184.44444444444446)"
11-01-2023 20:06:01.245114,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 148.75)","(4.0, 4.6, 4.4)","(8.0, 10.0, 9.25)","(71.0, 130.0, 90.0)","(19.0, 32.0, 28.923076923076923)","(11.0, 13.0, 12.528571428571428)","(21.0, 32.0, 30.22222222222222)","(101.0, 200.0, 184.44444444444446)"
11-01-2023 20:06:02.580596,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 148.75)","(4.0, 4.6, 4.4)","(8.0, 10.0, 9.25)","(71.0, 130.0, 90.0)","(19.0, 32.0, 28.923076923076923)","(11.0, 13.0, 12.528571428571428)","(21.0, 32.0, 30.22222222222222)","(101.0, 200.0, 184.44444444444446)"
11-01-2023 20:06:04.054832,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 148.75)","(4.0, 4.6, 4.4)","(8.0, 10.0, 9.25)","(71.0, 130.0, 90.0)","(19.0, 32.0, 28.923076923076923)","(11.0, 13.0, 12.528571428571428)","(21.0, 32.0, 30.22222222222222)","(101.0, 200.0, 184.44444444444446)"
11-01-2023 20:06:05.666363,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 148.75)","(4.0, 4.6, 4.4)","(8.0, 10.0, 9.4)","(71.0, 130.0, 90.0)","(19.0, 32.0, 28.923076923076923)","(11.0, 13.0, 12.528571428571428)","(21.0, 32.0, 30.22222222222222)","(101.0, 200.0, 184.44444444444446)"
11-01-2023 20:06:07.293976,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 148.75)","(4.0, 4.6, 4.4)","(8.0, 9.8, 9.4)","(71.0, 130.0, 90.0)","(19.0, 32.0, 28.923076923076923)","(11.0, 13.0, 12.528571428571428)","(21.0, 32.0, 30.22222222222222)","(101.0, 200.0, 184.44444444444446)"
11-01-2023 20:06:08.817818,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 153.0)","(4.0, 4.6, 4.4)","(8.0, 9.8, 9.4)","(71.0, 130.0, 115.0)","(19.0, 32.0, 28.923076923076923)","(11.0, 13.0, 12.528571428571428)","(21.0, 32.0, 30.22222222222222)","(101.0, 200.0, 184.44444444444446)"
11-01-2023 20:06:10.558508,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 153.0)","(4.0, 4.6, 4.4)","(8.0, 9.8, 9.4)","(71.0, 130.0, 115.0)","(19.0, 32.0, 28.923076923076923)","(11.0, 13.0, 12.528571428571428)","(21.0, 32.0, 30.22222222222222)","(101.0, 200.0, 184.44444444444446)"
11-01-2023 20:06:12.237544,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 153.0)","(4.0, 4.6, 4.466666666666667)","(8.0, 9.8, 9.4)","(71.0, 130.0, 115.0)","(19.0, 32.0, 28.923076923076923)","(11.0, 13.0, 12.528571428571428)","(21.0, 32.0, 30.22222222222222)","(101.0, 200.0, 184.44444444444446)"
11-01-2023 20:06:13.598343,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 153.0)","(4.0, 4.6, 4.466666666666667)","(8.0, 9.8, 9.3)","(71.0, 130.0, 115.0)","(19.0, 32.0, 28.0)","(11.0, 13.0, 12.528571428571428)","(21.0, 32.0, 30.22222222222222)","(101.0, 200.0, 153.33333333333334)"
11-01-2023 20:06:14.982570,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 153.0)","(4.0, 4.6, 4.466666666666667)","(8.0, 9.6, 9.3)","(71.0, 130.0, 115.0)","(19.0, 32.0, 28.0)","(11.0, 13.0, 12.528571428571428)","(21.0, 32.0, 30.22222222222222)","(101.0, 200.0, 153.33333333333334)"
11-01-2023 20:06:16.389860,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 153.0)","(4.0, 4.6, 4.466666666666667)","(8.0, 9.6, 9.3)","(71.0, 130.0, 115.0)","(19.0, 32.0, 28.0)","(11.0, 13.0, 12.528571428571428)","(21.0, 32.0, 30.22222222222222)","(101.0, 200.0, 153.33333333333334)"
11-01-2023 20:06:17.849975,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 153.0)","(4.0, 4.6, 4.4)","(8.0, 9.6, 9.3)","(71.0, 130.0, 115.0)","(19.0, 32.0, 28.0)","(11.0, 13.0, 12.528571428571428)","(21.0, 32.0, 28.666666666666664)","(101.0, 200.0, 182.5)"
11-01-2023 20:06:19.323632,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 153.0)","(4.0, 4.6, 4.4)","(8.0, 9.6, 9.3)","(71.0, 130.0, 115.0)","(19.0, 30.0, 28.0)","(11.0, 13.0, 12.528571428571428)","(21.0, 30.0, 28.666666666666664)","(101.0, 200.0, 180.0)"
11-01-2023 20:06:20.711178,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 153.0)","(4.0, 4.6, 4.4)","(8.0, 9.6, 9.571428571428571)","(71.0, 130.0, 115.0)","(19.0, 30.0, 28.0)","(11.0, 13.0, 12.526315789473685)","(21.0, 30.0, 28.666666666666664)","(101.0, 200.0, 180.0)"
11-01-2023 20:06:22.136686,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 130.0)","(4.0, 4.6, 4.4)","(8.0, 11.0, 9.5625)","(71.0, 130.0, 115.0)","(19.0, 30.0, 28.0)","(11.0, 13.0, 12.526315789473685)","(21.0, 30.0, 28.666666666666664)","(101.0, 200.0, 180.0)"
11-01-2023 20:06:23.602635,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 155.83333333333331)","(4.0, 4.6, 4.4)","(8.0, 10.5, 9.642857142857142)","(71.0, 130.0, 115.0)","(19.0, 30.0, 28.0)","(11.0, 13.0, 12.526315789473685)","(21.0, 30.0, 28.666666666666664)","(101.0, 200.0, 180.0)"
11-01-2023 20:06:25.057991,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 155.83333333333331)","(4.0, 4.6, 4.4)","(8.0, 10.5, 9.9)","(71.0, 130.0, 115.0)","(19.0, 30.0, 27.666666666666668)","(11.0, 13.0, 12.526315789473685)","(21.0, 30.0, 28.666666666666664)","(101.0, 200.0, 180.0)"
11-01-2023 20:06:26.487375,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 155.83333333333331)","(4.0, 4.6, 4.4)","(8.0, 10.5, 10.071428571428571)","(71.0, 130.0, 115.0)","(19.0, 30.0, 27.666666666666668)","(11.0, 13.0, 12.526315789473685)","(21.0, 30.0, 28.666666666666664)","(101.0, 200.0, 180.0)"
11-01-2023 20:06:27.954981,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 155.83333333333331)","(4.0, 4.6, 4.4)","(8.0, 10.5, 9.9)","(71.0, 130.0, 115.0)","(19.0, 30.0, 27.666666666666668)","(11.0, 13.0, 12.526315789473685)","(21.0, 30.0, 28.666666666666664)","(101.0, 200.0, 180.0)"
11-01-2023 20:06:29.426189,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 130.0)","(4.0, 4.6, 4.4)","(8.0, 10.5, 10.071428571428571)","(71.0, 130.0, 115.0)","(19.0, 30.0, 27.666666666666668)","(11.0, 13.0, 12.526315789473685)","(21.0, 30.0, 28.666666666666664)","(101.0, 200.0, 180.0)"
11-01-2023 20:06:30.905442,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 130.0)","(4.0, 4.6, 4.4)","(8.0, 10.5, 10.071428571428571)","(71.0, 130.0, 115.0)","(19.0, 30.0, 27.666666666666668)","(11.0, 13.0, 12.526315789473685)","(21.0, 30.0, 28.666666666666664)","(101.0, 200.0, 180.0)"
11-01-2023 20:06:32.288225,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 130.0)","(4.0, 4.6, 4.4)","(8.0, 10.5, 10.071428571428571)","(71.0, 130.0, 115.0)","(19.0, 30.0, 27.666666666666668)","(11.0, 13.0, 12.526315789473685)","(21.0, 30.0, 28.666666666666664)","(101.0, 200.0, 180.0)"
11-01-2023 20:06:33.727822,"(1.75, 99999, 99990)","(6.5, 9.8, 9.072727272727272)","(81.0, 170.0, 130.0)","(4.0, 4.6, 4.4)","(8.0, 10.5, 9.9)","(81.0, 130.0, 115.0)","(19.0, 30.0, 27.666666666666668)","(11.0, 13.0, 12.526315789473685)","(21.0, 30.0, 28.666666666666664)","(101.0, 200.0, 180.0)"
11-01-2023 20:06:35.119325,"(1.75, 99999, 99990)","(6.5, 9.8, 9.072727272727272)","(81.0, 170.0, 130.0)","(4.0, 4.6, 4.4)","(8.0, 10.5, 9.642857142857142)","(81.0, 130.0, 115.0)","(19.0, 30.0, 27.666666666666668)","(11.0, 13.0, 12.526315789473685)","(21.0, 30.0, 28.666666666666664)","(101.0, 200.0, 180.0)"
11-01-2023 20:06:36.532061,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 130.0)","(4.0, 4.6, 4.579166666666667)","(8.0, 10.5, 9.6)","(81.0, 130.0, 115.0)","(19.0, 30.0, 27.666666666666668)","(11.0, 13.0, 12.526315789473685)","(21.0, 30.0, 28.666666666666664)","(101.0, 200.0, 180.0)"
11-01-2023 20:06:37.928224,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 130.0)","(4.0, 4.6, 4.579166666666667)","(8.0, 10.0, 9.6)","(81.0, 130.0, 115.0)","(19.0, 30.0, 27.666666666666668)","(11.0, 13.0, 12.526315789473685)","(21.0, 30.0, 28.666666666666664)","(101.0, 200.0, 180.0)"
11-01-2023 20:06:39.395744,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 130.0)","(4.0, 4.6, 4.579166666666667)","(8.0, 10.0, 9.6)","(81.0, 130.0, 115.0)","(19.0, 30.0, 27.666666666666668)","(11.0, 13.0, 12.526315789473685)","(21.0, 30.0, 28.666666666666664)","(101.0, 200.0, 180.0)"
11-01-2023 20:06:40.814061,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 130.0)","(4.0, 4.6, 4.579166666666667)","(8.0, 10.0, 9.6)","(81.0, 130.0, 115.0)","(19.0, 30.0, 27.666666666666668)","(11.0, 13.0, 12.513513513513514)","(21.0, 30.0, 28.666666666666664)","(101.0, 200.0, 180.0)"
11-01-2023 20:06:42.198813,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 130.0)","(4.0, 4.6, 4.519354838709677)","(8.0, 10.0, 9.6)","(81.0, 130.0, 115.0)","(19.0, 30.0, 27.666666666666668)","(11.0, 13.0, 12.513513513513514)","(21.0, 30.0, 28.666666666666664)","(101.0, 200.0, 180.0)"
11-01-2023 20:06:43.606340,"(1.75, 99999, 99990)","(6.5, 9.8, 9.22857142857143)","(81.0, 170.0, 130.0)","(4.0, 4.6, 4.292307692307692)","(8.0, 10.0, 9.75)","(81.0, 130.0, 115.0)","(19.0, 30.0, 27.666666666666668)","(11.0, 13.0, 12.513513513513514)","(21.0, 30.0, 28.666666666666664)","(101.0, 200.0, 180.0)"
11-01-2023 20:06:44.974327,"(1.75, 99999, 99990)","(6.5, 9.8, 9.4)","(81.0, 170.0, 130.0)","(4.0, 4.6, 4.292307692307692)","(8.0, 10.0, 10.125)","(81.0, 130.0, 115.0)","(19.0, 30.0, 27.666666666666668)","(11.0, 13.0, 12.513513513513514)","(21.0, 30.0, 28.666666666666664)","(101.0, 200.0, 180.0)"
11-01-2023 20:06:46.258600,"(1.75, 99999, 99990)","(6.5, 9.8, 9.4)","(81.0, 170.0, 130.0)","(4.0, 4.6, 4.292307692307692)","(8.0, 10.5, 9.6)","(81.0, 130.0, 115.0)","(19.0, 30.0, 27.666666666666668)","(11.0, 13.0, 12.513513513513514)","(21.0, 30.0, 28.666666666666664)","(101.0, 200.0, 180.0)"
11-01-2023 20:06:47.576608,"(1.75, 99999, 99990)","(6.5, 9.8, 9.4)","(81.0, 170.0, 130.0)","(4.0, 4.6, 4.292307692307692)","(8.0, 10.0, 9.333333333333334)","(81.0, 130.0, 115.0)","(19.0, 30.0, 27.666666666666668)","(11.0, 13.0, 12.513513513513514)","(21.0, 30.0, 28.666666666666664)","(101.0, 200.0, 180.0)"
11-01-2023 20:06:48.930646,"(1.75, 99999, 99990)","(6.5, 9.8, 9.4)","(81.0, 170.0, 130.0)","(4.0, 4.6, 4.292307692307692)","(8.0, 10.0, 9.333333333333334)","(81.0, 130.0, 115.0)","(19.0, 30.0, 27.666666666666668)","(11.0, 13.0, 12.513513513513514)","(21.0, 30.0, 28.666666666666664)","(101.0, 200.0, 180.0)"
11-01-2023 20:06:50.242224,"(1.75, 99999, 99990)","(6.5, 9.8, 9.4)","(81.0, 170.0, 130.0)","(4.0, 4.6, 4.364705882352941)","(8.0, 10.0, 8.326923076923077)","(81.0, 130.0, 115.0)","(19.0, 30.0, 27.666666666666668)","(11.0, 13.0, 12.513513513513514)","(21.0, 30.0, 28.666666666666664)","(101.0, 200.0, 180.0)"
11-01-2023 20:06:51.645973,"(1.75, 99999, 99990)","(6.5, 9.8, 9.4)","(81.0, 170.0, 130.0)","(4.0, 4.6, 4.4399999999999995)","(8.0, 8.8, 8.40952380952381)","(81.0, 130.0, 115.0)","(19.0, 30.0, 26.0)","(11.0, 13.0, 12.513513513513514)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:06:53.047214,"(1.75, 99999, 99990)","(6.5, 9.8, 9.100000000000001)","(81.0, 170.0, 130.0)","(4.0, 4.6, 4.389473684210526)","(8.0, 8.8, 8.9)","(81.0, 130.0, 115.0)","(19.0, 30.0, 26.0)","(11.0, 13.0, 12.513513513513514)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:06:54.417877,"(1.75, 99999, 99990)","(6.5, 9.8, 9.100000000000001)","(81.0, 170.0, 130.0)","(4.0, 4.6, 4.35)","(8.0, 9.4, 8.6)","(81.0, 130.0, 115.0)","(19.0, 30.0, 26.0)","(11.0, 13.0, 12.513513513513514)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:06:55.820947,"(1.75, 99999, 99990)","(6.5, 9.8, 9.4)","(81.0, 170.0, 130.0)","(4.0, 4.6, 4.35)","(8.0, 9.8, 8.75)","(81.0, 130.0, 115.0)","(19.0, 30.0, 26.0)","(11.0, 13.0, 12.513513513513514)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:06:57.180266,"(1.75, 99999, 99990)","(6.5, 9.8, 9.4)","(81.0, 170.0, 130.0)","(4.0, 4.6, 4.35)","(8.0, 9.8, 8.75)","(81.0, 130.0, 115.0)","(19.0, 30.0, 26.0)","(11.0, 13.0, 12.513513513513514)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:06:58.561284,"(1.75, 99999, 99990)","(6.5, 9.8, 9.4)","(81.0, 170.0, 130.0)","(4.0, 4.6, 4.35)","(8.0, 9.8, 8.75)","(81.0, 130.0, 115.0)","(19.0, 30.0, 26.0)","(11.0, 13.0, 12.513513513513514)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:06:59.904948,"(1.75, 99999, 99990)","(6.5, 9.8, 9.4)","(81.0, 170.0, 130.0)","(4.0, 4.6, 4.35)","(8.0, 9.8, 8.75)","(81.0, 130.0, 115.0)","(19.0, 30.0, 26.0)","(11.0, 13.0, 12.513513513513514)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:07:01.303770,"(1.75, 99999, 99990)","(6.5, 9.8, 9.4)","(81.0, 170.0, 130.0)","(4.0, 4.6, 4.35)","(8.0, 9.8, 8.75)","(81.0, 130.0, 115.0)","(19.0, 30.0, 26.0)","(11.0, 13.0, 12.513513513513514)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:07:02.664016,"(1.75, 99999, 99990)","(6.5, 9.8, 9.4)","(81.0, 170.0, 110.0)","(4.0, 4.6, 4.35)","(8.0, 9.8, 8.75)","(81.0, 130.0, 115.0)","(19.0, 30.0, 26.0)","(11.0, 13.0, 12.513513513513514)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:07:04.148984,"(1.75, 99999, 99990)","(6.5, 9.8, 9.4)","(81.0, 170.0, 110.0)","(4.0, 4.6, 4.35)","(8.0, 9.8, 8.75)","(81.0, 130.0, 115.0)","(19.0, 30.0, 26.0)","(11.0, 13.0, 11.597402597402597)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:07:05.543688,"(1.75, 99999, 99990)","(6.5, 9.8, 9.4)","(81.0, 170.0, 110.0)","(4.0, 4.6, 4.35)","(8.0, 9.8, 8.75)","(81.0, 130.0, 115.0)","(19.0, 30.0, 26.0)","(11.0, 13.0, 11.520547945205479)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:07:06.926334,"(1.75, 99999, 99990)","(6.5, 9.8, 9.4)","(81.0, 170.0, 110.0)","(4.0, 4.6, 4.35)","(8.0, 9.8, 8.75)","(81.0, 130.0, 115.0)","(19.0, 30.0, 26.0)","(11.0, 13.0, 11.519480519480519)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:07:08.351236,"(1.75, 99999, 99990)","(6.5, 9.8, 9.4)","(81.0, 170.0, 130.0)","(4.0, 4.6, 4.35)","(8.0, 9.8, 9.100000000000001)","(81.0, 130.0, 115.0)","(19.0, 30.0, 26.0)","(11.0, 13.0, 11.519480519480519)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:07:09.761100,"(1.75, 99999, 99990)","(6.5, 9.8, 9.4)","(81.0, 170.0, 142.5)","(4.0, 4.6, 4.35)","(8.0, 9.8, 9.100000000000001)","(81.0, 130.0, 102.0)","(19.0, 30.0, 26.0)","(11.0, 13.0, 11.519480519480519)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:07:11.140443,"(1.75, 99999, 99990)","(6.5, 9.8, 9.4)","(81.0, 160.0, 142.5)","(4.0, 4.6, 4.35)","(8.0, 9.8, 9.100000000000001)","(81.0, 120.0, 116.25)","(19.0, 30.0, 26.0)","(11.0, 13.0, 11.519480519480519)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:07:12.544507,"(1.75, 99999, 99990)","(6.5, 9.8, 9.4)","(81.0, 160.0, 142.5)","(4.0, 4.6, 4.35)","(8.0, 9.8, 9.285714285714286)","(81.0, 130.0, 116.25)","(19.0, 30.0, 26.0)","(11.0, 13.0, 11.519480519480519)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:07:13.968402,"(1.75, 99999, 99990)","(6.5, 9.8, 9.4)","(81.0, 160.0, 142.5)","(4.0, 4.6, 4.35)","(8.0, 9.8, 9.285714285714286)","(81.0, 130.0, 116.25)","(19.0, 30.0, 26.0)","(11.0, 13.0, 11.519480519480519)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:07:15.281783,"(1.75, 99999, 99990)","(6.5, 9.8, 9.4)","(81.0, 160.0, 142.5)","(4.0, 4.6, 4.35)","(8.0, 9.8, 9.257142857142856)","(81.0, 130.0, 116.25)","(19.0, 30.0, 26.0)","(11.0, 13.0, 11.1)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:07:16.647781,"(1.75, 99999, 99990)","(6.5, 9.8, 9.4)","(81.0, 160.0, 142.5)","(4.0, 4.6, 4.389473684210526)","(8.0, 9.6, 9.1)","(81.0, 130.0, 116.25)","(19.0, 30.0, 26.0)","(11.0, 13.0, 11.545454545454545)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
11-01-2023 20:07:18.022344,"(1.75, 99999, 99990)","(6.5, 9.8, 9.4)","(81.0, 160.0, 142.5)","(4.0, 4.6, 4.389473684210526)","(8.0, 9.6, 9.1)","(81.0, 130.0, 120.83333333333333)","(19.0, 30.0, 26.0)","(11.0, 12.5, 11.545454545454545)","(21.0, 30.0, 26.666666666666668)","(101.0, 200.0, 180.0)"
