,Whose Me Mum,Aldebaran Leroy,Krakuer,Arrjays Trapper,Majestic Speed,Buslin Brody,So Vogue
11-01-2023 21:30:54.400124,"(10.0, 14.0, 13.722222222222221)","(51.0, 150.0, 134.0)","(14.0, 24.0, 22.95)","(7.0, 8.4, 8.366666666666667)","(2.45, 2.92, 2.906373626373626)","(31.0, 80.0, 69.28571428571429)","(2.1, 2.5, 2.4810917030567685)"
11-01-2023 21:30:55.506407,"(10.0, 14.5, 14.352941176470589)","(51.0, 150.0, 139.0909090909091)","(14.0, 25.0, 23.11111111111111)","(7.0, 8.4, 8.551219512195122)","(2.45, 2.94, 2.958466666666667)","(31.0, 75.0, 79.61538461538461)","(2.1, 2.46, 2.4725294117647056)"
11-01-2023 21:30:56.600792,"(10.0, 14.0, 13.871428571428572)","(51.0, 230.0, 198.0)","(14.0, 25.0, 24.727272727272727)","(7.0, 8.6, 8.331034482758621)","(2.45, 2.96, 2.9951020408163265)","(31.0, 80.0, 93.75)","(2.1, 2.48, 2.463896103896104)"
11-01-2023 21:30:57.611589,"(10.0, 13.5, 13.34)","(51.0, 220.0, 161.66666666666666)","(14.0, 24.0, 23.81818181818182)","(7.0, 8.4, 8.358333333333334)","(2.45, 3.0, 2.9683720930232558)","(31.0, 100.0, 90.0)","(2.1, 2.48, 2.455142857142857)"
11-01-2023 21:30:58.714796,"(10.0, 14.0, 13.68421052631579)","(51.0, 220.0, 157.0)","(14.0, 24.0, 23.81818181818182)","(7.0, 8.4, 8.3375)","(2.45, 3.0, 2.9683720930232558)","(31.0, 95.0, 90.0)","(2.1, 2.46, 2.4558441558441557)"
11-01-2023 21:30:59.784954,"(10.0, 14.0, 13.5)","(71.0, 220.0, 157.0)","(14.0, 24.0, 23.81818181818182)","(7.0, 8.4, 8.275)","(2.45, 3.05, 2.996470588235294)","(31.0, 95.0, 90.0)","(2.1, 2.46, 2.437692307692308)"
11-01-2023 21:31:00.836978,"(10.0, 14.0, 13.463414634146341)","(71.0, 220.0, 157.0)","(14.0, 24.0, 23.93103448275862)","(7.0, 8.4, 8.22)","(2.45, 2.94, 2.9275949367088607)","(31.0, 95.0, 90.0)","(2.1, 2.48, 2.460952380952381)"
11-01-2023 21:31:01.878040,"(10.0, 14.0, 13.538461538461538)","(71.0, 220.0, 157.0)","(14.0, 25.0, 23.975609756097562)","(7.0, 8.4, 8.27142857142857)","(2.45, 2.94, 2.9269767441860464)","(31.0, 95.0, 90.0)","(2.1, 2.48, 2.460952380952381)"
11-01-2023 21:31:02.839549,"(10.0, 14.0, 13.538461538461538)","(61.0, 230.0, 190.0)","(15.0, 24.0, 23.73913043478261)","(7.0, 8.6, 8.299999999999999)","(2.4, 2.94, 2.924)","(31.0, 100.0, 98.07692307692308)","(2.05, 2.46, 2.445)"
11-01-2023 21:31:03.846121,"(10.0, 14.0, 13.538461538461538)","(61.0, 220.0, 172.85714285714286)","(15.0, 24.0, 23.73913043478261)","(7.0, 8.6, 8.317647058823528)","(2.4, 2.96, 2.9416666666666664)","(31.0, 100.0, 98.07692307692308)","(2.05, 2.44, 2.4326086956521737)"
11-01-2023 21:31:04.829095,"(10.0, 14.0, 13.533333333333333)","(61.0, 220.0, 172.85714285714286)","(15.0, 24.0, 23.68)","(7.0, 8.6, 8.305263157894736)","(2.4, 2.96, 2.953529411764706)","(31.0, 100.0, 98.07692307692308)","(2.05, 2.44, 2.435263157894737)"
11-01-2023 21:31:05.855147,"(10.0, 14.0, 13.533333333333333)","(61.0, 220.0, 172.85714285714286)","(15.0, 24.0, 23.2)","(7.0, 8.6, 8.305263157894736)","(2.4, 2.96, 2.93864406779661)","(31.0, 100.0, 98.07692307692308)","(2.05, 2.44, 2.4377142857142857)"
11-01-2023 21:31:06.889354,"(10.0, 14.0, 13.533333333333333)","(61.0, 220.0, 172.85714285714286)","(15.0, 24.0, 23.2)","(7.0, 8.6, 8.305263157894736)","(2.4, 2.96, 2.93864406779661)","(31.0, 100.0, 98.07692307692308)","(2.05, 2.44, 2.4377142857142857)"
11-01-2023 21:31:07.983286,"(10.0, 14.0, 13.657894736842104)","(61.0, 220.0, 150.0)","(15.0, 24.0, 23.25)","(7.0, 8.6, 8.266666666666666)","(2.4, 2.96, 2.95125)","(31.0, 100.0, 105.33333333333334)","(2.05, 2.46, 2.4628571428571426)"
11-01-2023 21:31:09.017183,"(10.0, 14.0, 13.674418604651162)","(61.0, 220.0, 132.5)","(15.0, 24.0, 23.5)","(7.0, 8.6, 8.299999999999999)","(2.4, 2.94, 2.9282608695652175)","(31.0, 110.0, 105.33333333333334)","(2.05, 2.48, 2.4628571428571426)"
11-01-2023 21:31:10.052179,"(10.0, 14.0, 13.630434782608695)","(61.0, 220.0, 132.5)","(15.0, 24.0, 23.5)","(7.0, 8.6, 8.299999999999999)","(2.4, 2.94, 2.9282608695652175)","(31.0, 110.0, 105.33333333333334)","(2.05, 2.48, 2.4642666666666666)"
11-01-2023 21:31:11.111656,"(10.0, 14.0, 13.706896551724139)","(61.0, 220.0, 132.5)","(15.0, 24.0, 23.5)","(7.0, 8.4, 8.25)","(2.4, 2.94, 2.9175)","(31.0, 110.0, 105.33333333333334)","(2.05, 2.5, 2.4642666666666666)"
11-01-2023 21:31:12.154784,"(10.0, 14.0, 13.621212121212121)","(61.0, 220.0, 132.5)","(15.0, 24.0, 23.5)","(7.0, 8.4, 8.25)","(2.4, 2.94, 2.9175)","(31.0, 110.0, 105.33333333333334)","(2.05, 2.5, 2.4535652173913043)"
11-01-2023 21:31:13.209371,"(10.0, 14.0, 13.583333333333334)","(61.0, 220.0, 132.5)","(15.0, 24.0, 23.142857142857142)","(7.0, 8.8, 8.645454545454545)","(2.4, 2.92, 2.914461538461538)","(31.0, 110.0, 105.33333333333334)","(2.05, 2.5, 2.4535652173913043)"
11-01-2023 21:31:14.231698,"(10.0, 14.0, 13.568965517241379)","(61.0, 210.0, 165.0)","(15.0, 24.0, 23.0)","(7.0, 8.4, 8.384)","(2.4, 2.92, 2.913793103448276)","(31.0, 110.0, 105.33333333333334)","(2.05, 2.5, 2.460444444444444)"
11-01-2023 21:31:15.307840,"(10.0, 14.0, 13.648148148148149)","(61.0, 210.0, 165.0)","(15.0, 24.0, 23.0)","(7.0, 8.6, 8.444444444444445)","(2.4, 2.9, 2.8978571428571427)","(31.0, 110.0, 105.33333333333334)","(2.05, 2.5, 2.466865671641791)"
11-01-2023 21:31:16.358095,"(10.0, 14.0, 13.76086956521739)","(61.0, 210.0, 165.0)","(15.0, 24.0, 22.772727272727273)","(7.0, 8.6, 8.444444444444445)","(2.4, 2.9, 2.9145454545454546)","(31.0, 110.0, 105.33333333333334)","(2.05, 2.5, 2.4743749999999998)"
11-01-2023 21:31:17.467438,"(10.0, 14.0, 13.9)","(61.0, 210.0, 165.0)","(15.0, 24.0, 22.772727272727273)","(7.0, 8.8, 8.62857142857143)","(2.4, 2.92, 2.9266666666666667)","(31.0, 110.0, 105.33333333333334)","(2.05, 2.48, 2.4650847457627116)"
11-01-2023 21:31:18.468402,"(10.0, 14.0, 13.90625)","(61.0, 210.0, 165.0)","(15.0, 24.0, 21.545454545454547)","(7.0, 8.8, 8.62857142857143)","(2.4, 2.94, 2.9266666666666667)","(31.0, 110.0, 105.33333333333334)","(2.05, 2.5, 2.6166)"
11-01-2023 21:31:19.486251,"(10.0, 13.5, 13.35)","(61.0, 220.0, 178.75)","(15.0, 23.0, 21.5)","(7.0, 8.4, 8.25)","(2.4, 2.86, 2.8540425531914893)","(31.0, 110.0, 105.33333333333334)","(2.05, 2.62, 2.6166)"
11-01-2023 21:31:20.648769,"(10.0, 13.5, 13.35)","(61.0, 440.0, 416.66666666666663)","(15.0, 22.0, 19.214285714285715)","(7.0, 8.0, 7.979310344827586)","(2.4, 2.76, 2.746)","(31.0, 110.0, 98.21428571428572)","(2.05, 2.74, 2.7184000000000004)"
11-01-2023 21:31:21.828914,"(10.0, 13.5, 12.961538461538462)","(61.0, 500.0, 461.42857142857144)","(15.0, 22.0, 19.214285714285715)","(7.0, 8.2, 8.097142857142856)","(2.4, 2.78, 2.75)","(31.0, 100.0, 98.21428571428572)","(2.05, 2.74, 2.7283870967741937)"
11-01-2023 21:31:22.908379,"(10.0, 13.0, 12.9)","(61.0, 500.0, 370.0)","(15.0, 21.0, 19.333333333333332)","(7.0, 8.2, 8.097142857142856)","(2.4, 2.78, 2.76)","(31.0, 100.0, 98.21428571428572)","(2.05, 2.74, 2.751)"
11-01-2023 21:31:24.040871,"(10.0, 13.5, 13.131578947368421)","(61.0, 750.0, 410.0)","(15.0, 21.0, 18.375)","(7.0, 8.0, 7.84)","(2.4, 2.78, 2.7562499999999996)","(31.0, 100.0, 105.33333333333334)","(2.05, 2.76, 2.6631372549019607)"
11-01-2023 21:31:25.141175,"(10.0, 13.0, 12.785714285714286)","(61.0, 750.0, 410.0)","(15.0, 20.0, 18.875)","(7.0, 8.0, 7.84)","(2.4, 2.76, 2.78)","(31.0, 110.0, 105.33333333333334)","(2.05, 2.68, 2.74)"
11-01-2023 21:31:26.211762,"(10.0, 13.0, 12.869565217391305)","(61.0, 770.0, 505.0)","(15.0, 19.5, 18.1875)","(7.0, 8.0, 7.851851851851852)","(2.4, 2.8, 2.816)","(31.0, 110.0, 105.33333333333334)","(2.05, 2.76, 2.736923076923077)"
11-01-2023 21:31:27.294468,"(10.0, 13.0, 12.8)","(81.0, 770.0, 505.0)","(16.0, 19.5, 18.1875)","(7.0, 8.0, 7.851851851851852)","(2.35, 2.82, 2.798181818181818)","(31.0, 110.0, 105.33333333333334)","(2.15, 2.76, 2.7944444444444443)"
11-01-2023 21:31:28.256486,"(10.0, 13.5, 12.833333333333334)","(81.0, 570.0, 322.5)","(16.0, 19.0, 18.933333333333334)","(7.0, 7.8, 7.666666666666667)","(2.35, 2.82, 2.7986666666666666)","(31.0, 110.0, 105.33333333333334)","(2.15, 2.8, 2.804444444444444)"
11-01-2023 21:31:29.248894,"(10.0, 14.0, 12.90909090909091)","(81.0, 570.0, 322.5)","(16.0, 19.0, 18.933333333333334)","(7.0, 7.8, 7.7555555555555555)","(2.35, 2.82, 2.8052631578947365)","(31.0, 110.0, 105.33333333333334)","(2.15, 2.84, 2.804444444444444)"
11-01-2023 21:31:30.288413,"(10.0, 14.0, 13.666666666666666)","(81.0, 570.0, 322.5)","(16.0, 20.0, 19.4)","(7.0, 8.0, 7.777777777777778)","(2.35, 2.84, 2.7846153846153845)","(31.0, 110.0, 105.33333333333334)","(2.15, 2.68, 2.726153846153846)"
11-01-2023 21:31:31.420405,"(10.0, 13.5, 12.642857142857142)","(81.0, 570.0, 350.0)","(15.0, 20.0, 19.076923076923077)","(7.0, 7.8, 7.745454545454545)","(2.35, 2.84, 2.812307692307692)","(31.0, 110.0, 105.33333333333334)","(2.2, 2.74, 2.756923076923077)"
11-01-2023 21:31:32.464411,"(10.0, 13.5, 12.571428571428571)","(81.0, 570.0, 356.6666666666667)","(15.0, 20.0, 19.076923076923077)","(7.0, 8.0, 7.875)","(2.35, 2.84, 2.821176470588235)","(31.0, 110.0, 103.0)","(2.2, 2.78, 2.729)"
11-01-2023 21:31:33.556350,"(10.0, 13.0, 12.85)","(81.0, 570.0, 356.6666666666667)","(15.0, 20.0, 18.5)","(7.0, 8.0, 7.828571428571428)","(2.35, 2.94, 2.9013793103448275)","(31.0, 110.0, 103.0)","(2.2, 2.74, 2.695757575757576)"
11-01-2023 21:31:34.632799,"(10.0, 13.0, 12.875)","(81.0, 570.0, 356.6666666666667)","(15.0, 20.0, 18.5)","(7.0, 8.0, 7.928)","(2.35, 2.96, 2.9041860465116276)","(31.0, 110.0, 103.0)","(2.2, 2.7, 2.719047619047619)"
11-01-2023 21:31:35.721518,"(10.0, 13.0, 12.325)","(81.0, 570.0, 356.6666666666667)","(15.0, 20.0, 18.5)","(7.0, 8.0, 7.928)","(2.35, 2.96, 2.9041860465116276)","(31.0, 110.0, 103.0)","(2.2, 2.74, 2.6893333333333334)"
11-01-2023 21:31:36.804847,"(10.0, 13.0, 12.357142857142858)","(81.0, 570.0, 356.6666666666667)","(15.0, 20.0, 18.5)","(7.0, 8.0, 7.928)","(2.35, 2.96, 2.9041860465116276)","(31.0, 110.0, 103.0)","(2.2, 2.7, 2.686666666666667)"
11-01-2023 21:31:37.899773,"(10.0, 13.0, 11.772727272727273)","(81.0, 570.0, 356.6666666666667)","(15.0, 20.0, 18.5)","(7.0, 8.0, 7.94375)","(2.35, 2.96, 2.911020408163265)","(31.0, 110.0, 94.0)","(2.2, 2.72, 2.686666666666667)"
11-01-2023 21:31:38.852402,"(10.0, 13.0, 11.875)","(81.0, 570.0, 356.6666666666667)","(15.0, 20.0, 18.5)","(7.0, 8.0, 7.94375)","(2.35, 2.96, 2.919)","(31.0, 110.0, 73.33333333333333)","(2.2, 2.72, 2.710769230769231)"
11-01-2023 21:31:39.829719,"(10.0, 12.5, 12.147058823529411)","(81.0, 570.0, 314.0)","(15.0, 19.5, 18.5)","(7.0, 8.0, 7.751515151515151)","(2.35, 2.94, 2.9285714285714284)","(31.0, 100.0, 73.33333333333333)","(2.2, 2.72, 2.6935135135135138)"
11-01-2023 21:31:40.930823,"(10.0, 13.0, 11.92)","(81.0, 570.0, 314.0)","(15.0, 20.0, 18.5)","(7.0, 7.8, 7.751515151515151)","(2.35, 2.94, 2.884)","(31.0, 100.0, 62.0)","(2.2, 2.7, 2.6771428571428575)"
11-01-2023 21:31:41.993784,"(10.0, 13.0, 11.92)","(81.0, 570.0, 314.0)","(15.0, 20.0, 18.5)","(7.0, 8.0, 7.728301886792453)","(2.35, 2.96, 4.442857142857143)","(31.0, 70.0, 125.0)","(2.2, 2.7, 2.6336)"
11-01-2023 21:31:43.146736,"(10.0, 38.0, 11.9)","(91.0, 570.0, 562.3529411764706)","(15.0, 38.0, 15.0)","(7.0, 11.5, 7.375)","(2.35, 4.7, 3.213636363636364)","(31.0, 210.0, 85.0)","(2.25, 4.2, 3.573846153846154)"
11-01-2023 21:31:44.192492,"(10.0, 17.0, 11.666666666666666)","(91.0, 570.0, 562.3529411764706)","(15.0, 17.5, 15.0)","(7.0, 11.5, 7.375)","(2.35, 3.85, 3.213636363636364)","(31.0, 130.0, 85.0)","(2.25, 4.2, 3.573846153846154)"
11-01-2023 21:31:45.267639,"(10.0, 17.0, 11.666666666666666)","(91.0, 570.0, 443.33333333333337)","(15.0, 17.5, 15.0)","(7.0, 11.5, 6.7)","(2.35, 2.8, 2.4266666666666667)","(31.0, 160.0, 100.66666666666666)","(2.25, 4.2, 3.9745454545454546)"
11-01-2023 21:31:46.354869,"(10.0, 17.0, 13.666666666666666)","(91.0, 570.0, 443.33333333333337)","(15.0, 17.5, 15.0)","(7.0, 11.5, 6.7)","(2.35, 2.8, 2.4266666666666667)","(31.0, 130.0, 100.66666666666666)","(2.25, 4.1, 2.7174673829623948)"
11-01-2023 21:31:47.470266,"(10.0, 17.0, 13.666666666666666)","(91.0, 570.0, 443.33333333333337)","(15.0, 46.0, 45.88405797101449)","(7.0, 11.5, 8.233333333333333)","(2.35, 2.8, 2.5759999999999996)","(31.0, 160.0, 136.4)","(2.25, 2.5, 2.440023603461841)"
11-01-2023 21:31:48.487412,"(10.0, 17.0, 13.666666666666666)","(91.0, 570.0, 443.33333333333337)","(15.0, 85.0, 84.13793103448276)","(7.0, 8.4, 8.123076923076923)","(2.35, 2.8, 2.6755555555555555)","(31.0, 160.0, 136.4)","(2.25, 2.5, 2.440023603461841)"
11-01-2023 21:31:49.453642,"(10.0, 17.0, 13.666666666666666)","(91.0, 99999, 9829.20754716981)","(15.0, 85.0, 84.72527472527473)","(7.0, 8.4, 8.123076923076923)","(2.35, 2.8, 2.6799999999999997)","(31.0, 160.0, 136.4)","(2.25, 2.5, 2.4200977198697067)"
11-01-2023 21:31:50.465754,"(10.0, 17.0, 13.666666666666666)","(91.0, 99999, 9829.20754716981)","(15.0, 210.0, 198.0)","(7.0, 8.4, 6.733333333333333)","(2.35, 2.8, 2.669090909090909)","(31.0, 160.0, 136.4)","(2.25, 2.5, 2.4200977198697067)"
11-01-2023 21:31:51.434651,"(10.0, 23.0, 17.5)","(91.0, 99999, 9829.20754716981)","(15.0, 300.0, 250.0)","(7.0, 8.2, 7.371428571428571)","(2.35, 2.8, 2.5485714285714285)","(31.0, 160.0, 136.4)","(2.25, 2.5, 2.4200992145514673)"
11-01-2023 21:31:52.437216,"(10.0, 22.0, 17.0)","(91.0, 99999, 9829.20754716981)","(15.0, 290.0, 243.33333333333331)","(7.0, 8.2, 7.666666666666667)","(2.35, 2.8, 2.497777777777778)","(31.0, 160.0, 136.4)","(2.25, 2.5, 2.4401005446166737)"
11-01-2023 21:31:53.542482,"(10.0, 22.0, 18.666666666666668)","(91.0, 99999, 9829.20754716981)","(15.0, 290.0, 255.0)","(7.0, 11.0, 13.5)","(2.35, 2.8, 2.32)","(31.0, 160.0, 136.4)","(2.25, 2.5, 2.4401049868766402)"
11-01-2023 21:31:54.587114,"(10.0, 32.0, 15.333333333333334)","(91.0, 99999, 9829.20754716981)","(15.0, 300.0, 167.0)","(7.0, 21.0, 12.2)","(2.35, 2.8, 2.4006593406593404)","(31.0, 160.0, 124.0)","(2.25, 2.5, 2.0009302325581397)"
