,Boomsong,Flora,No Statement,Bedtime Stories,Meod,Tsarina Sophia,Upside,Dual Escape,Mr Polar
08-12-2022 15:53:05.632016,"(3.0, 3.4, 3.391368078175896)","(31.0, 50.0, 48.888888888888886)","(10.0, 12.5, 12.423076923076923)","(51.0, 75.0, 72.22222222222223)","(3.8, 4.9, 4.83089430894309)","(2.7, 2.96, 2.942142857142857)","(41.0, 60.0, 56.0)","(41.0, 90.0, 87.6470588235294)","(31.0, 55.0, 51.03448275862069)"
08-12-2022 15:53:06.914349,"(3.0, 3.4, 3.391368078175896)","(41.0, 50.0, 49.578947368421055)","(10.0, 12.5, 12.423076923076923)","(51.0, 75.0, 72.22222222222223)","(3.8, 4.9, 4.833620689655173)","(2.7, 2.96, 2.942142857142857)","(41.0, 60.0, 53.529411764705884)","(51.0, 90.0, 87.6470588235294)","(31.0, 55.0, 51.03448275862069)"
08-12-2022 15:53:08.138049,"(3.0, 3.45, 3.403076923076923)","(41.0, 50.0, 49.578947368421055)","(10.0, 12.5, 12.423076923076923)","(51.0, 75.0, 72.22222222222223)","(3.8, 4.9, 4.845390070921986)","(2.7, 2.96, 2.8875105485232067)","(41.0, 55.0, 53.25581395348837)","(51.0, 90.0, 86.0)","(31.0, 55.0, 51.42857142857143)"
08-12-2022 15:53:09.336723,"(3.0, 3.45, 3.408503401360544)","(41.0, 55.0, 49.27272727272727)","(10.0, 13.0, 12.560975609756097)","(51.0, 75.0, 71.875)","(3.8, 4.9, 4.842962962962963)","(2.7, 2.9, 2.9)","(41.0, 55.0, 53.25581395348837)","(51.0, 90.0, 86.0)","(31.0, 55.0, 51.55172413793103)"
08-12-2022 15:53:10.615771,"(3.0, 3.45, 3.411094224924012)","(41.0, 55.0, 50.333333333333336)","(10.0, 13.0, 12.217391304347826)","(51.0, 75.0, 71.875)","(3.8, 4.9, 4.842962962962963)","(2.7, 2.96, 2.910569105691057)","(41.0, 55.0, 53.25581395348837)","(51.0, 90.0, 86.0)","(31.0, 55.0, 51.55172413793103)"
08-12-2022 15:53:11.946233,"(3.0, 3.5, 3.4242021276595747)","(41.0, 55.0, 50.333333333333336)","(10.0, 13.0, 13.136986301369863)","(51.0, 75.0, 71.875)","(3.8, 4.9, 4.842962962962963)","(2.7, 2.92, 2.909913043478261)","(41.0, 55.0, 53.25581395348837)","(51.0, 90.0, 86.0)","(31.0, 55.0, 51.55172413793103)"
08-12-2022 15:53:13.295908,"(3.0, 3.45, 3.4316513761467893)","(41.0, 55.0, 50.333333333333336)","(10.0, 13.5, 13.131578947368421)","(51.0, 75.0, 70.83333333333333)","(3.8, 4.9, 4.8425)","(2.7, 2.92, 2.913186813186813)","(41.0, 55.0, 53.25581395348837)","(51.0, 90.0, 86.66666666666667)","(31.0, 55.0, 51.55172413793103)"
08-12-2022 15:53:14.650651,"(3.0, 3.55, 3.5272375690607736)","(41.0, 55.0, 50.3448275862069)","(10.0, 13.5, 13.125)","(51.0, 75.0, 70.83333333333333)","(3.8, 4.9, 4.851063829787234)","(2.7, 2.92, 2.9182278481012656)","(41.0, 55.0, 56.0)","(51.0, 90.0, 86.66666666666667)","(31.0, 55.0, 51.42857142857143)"
08-12-2022 15:53:16.049635,"(3.0, 3.55, 3.5287967289719626)","(41.0, 55.0, 49.75)","(10.0, 13.5, 13.071428571428571)","(51.0, 75.0, 70.83333333333333)","(3.8, 4.9, 4.921290322580646)","(2.7, 2.94, 2.8970621468926554)","(41.0, 60.0, 54.61538461538461)","(51.0, 90.0, 86.66666666666667)","(31.0, 55.0, 51.2962962962963)"
08-12-2022 15:53:17.460911,"(3.0, 3.55, 3.5270903010033443)","(41.0, 50.0, 49.75)","(10.0, 13.5, 13.071428571428571)","(51.0, 75.0, 70.83333333333333)","(3.8, 5.0, 4.917218543046358)","(2.7, 2.9, 2.935959595959596)","(41.0, 55.0, 55.0)","(51.0, 90.0, 87.5)","(31.0, 55.0, 50.869565217391305)"
08-12-2022 15:53:18.820209,"(3.0, 3.55, 3.511852589641434)","(41.0, 50.0, 49.2)","(10.0, 13.0, 12.966666666666667)","(51.0, 75.0, 69.03225806451613)","(3.8, 5.0, 4.917424242424243)","(2.7, 2.94, 2.9370212765957446)","(41.0, 60.0, 55.0)","(51.0, 90.0, 87.5)","(31.0, 55.0, 50.869565217391305)"
08-12-2022 15:53:20.084560,"(3.0, 3.55, 3.51163967611336)","(41.0, 50.0, 49.2)","(10.0, 13.0, 12.966666666666667)","(51.0, 70.0, 72.0)","(3.8, 5.0, 4.914728682170543)","(2.6, 2.94, 2.9404761904761902)","(41.0, 60.0, 55.26315789473684)","(51.0, 90.0, 85.5)","(31.0, 55.0, 50.869565217391305)"
08-12-2022 15:53:21.449727,"(3.0, 3.55, 3.5113070539419087)","(41.0, 48.0, 47.833333333333336)","(10.0, 13.5, 12.677777777777777)","(51.0, 75.0, 72.0)","(3.8, 5.0, 4.914728682170543)","(2.6, 2.96, 2.942197802197802)","(41.0, 60.0, 55.55555555555556)","(51.0, 90.0, 84.23076923076923)","(31.0, 55.0, 50.869565217391305)"
08-12-2022 15:53:22.690437,"(3.0, 3.55, 3.5113778705636745)","(41.0, 48.0, 47.81818181818182)","(10.0, 13.0, 12.863636363636363)","(51.0, 70.0, 68.42105263157895)","(3.9, 5.0, 4.917142857142857)","(2.6, 2.96, 2.9404819277108434)","(41.0, 60.0, 55.55555555555556)","(51.0, 85.0, 82.5)","(31.0, 55.0, 52.121212121212125)"
08-12-2022 15:53:24.260776,"(3.0, 3.55, 3.5113778705636745)","(41.0, 48.0, 47.81818181818182)","(10.0, 13.0, 12.863636363636363)","(51.0, 70.0, 69.41176470588235)","(3.9, 5.0, 4.926724137931035)","(2.6, 2.96, 2.90040404040404)","(41.0, 60.0, 56.19047619047619)","(51.0, 85.0, 80.55555555555556)","(31.0, 55.0, 52.121212121212125)"
08-12-2022 15:53:25.849443,"(3.0, 3.55, 3.5108349900596423)","(41.0, 50.0, 49.294117647058826)","(10.0, 13.0, 12.903225806451612)","(51.0, 70.0, 69.14285714285714)","(3.9, 5.0, 4.926724137931035)","(2.6, 2.92, 2.9247863247863246)","(41.0, 60.0, 56.19047619047619)","(51.0, 85.0, 80.625)","(31.0, 55.0, 52.121212121212125)"
08-12-2022 15:53:27.385782,"(3.0, 3.55, 3.5108565737051793)","(41.0, 50.0, 49.294117647058826)","(10.0, 13.0, 12.903225806451612)","(51.0, 70.0, 69.28571428571428)","(3.9, 5.0, 4.9275590551181105)","(2.6, 2.96, 2.9357142857142855)","(41.0, 60.0, 56.20689655172414)","(51.0, 85.0, 80.625)","(31.0, 55.0, 52.625)"
08-12-2022 15:53:29.006860,"(3.0, 3.55, 3.4612847222222225)","(41.0, 50.0, 49.294117647058826)","(10.0, 13.0, 13.174311926605505)","(51.0, 70.0, 69.28571428571428)","(3.9, 5.0, 4.946666666666667)","(2.6, 2.94, 2.9357142857142855)","(41.0, 60.0, 57.142857142857146)","(51.0, 85.0, 74.66666666666667)","(31.0, 55.0, 52.625)"
08-12-2022 15:53:30.408880,"(3.0, 3.5, 3.4612847222222225)","(41.0, 50.0, 49.294117647058826)","(10.0, 13.5, 13.174311926605505)","(51.0, 70.0, 67.61194029850746)","(3.9, 5.0, 4.862068965517241)","(2.6, 2.94, 2.931340206185567)","(41.0, 60.0, 52.12765957446808)","(51.0, 75.0, 78.33333333333333)","(31.0, 55.0, 54.03846153846154)"
08-12-2022 15:53:31.863812,"(3.0, 3.5, 3.4696969696969697)","(31.0, 50.0, 49.294117647058826)","(10.0, 13.5, 13.174311926605505)","(51.0, 75.0, 69.375)","(3.9, 4.9, 4.886666666666667)","(2.6, 2.94, 2.9258426966292133)","(41.0, 55.0, 52.12765957446808)","(51.0, 80.0, 75.625)","(31.0, 55.0, 54.03846153846154)"
08-12-2022 15:53:33.216638,"(3.0, 3.5, 3.4645390070921986)","(31.0, 50.0, 49.07692307692308)","(10.0, 13.5, 13.174311926605505)","(51.0, 75.0, 71.875)","(3.9, 4.9, 4.886666666666667)","(2.6, 2.94, 2.931171171171171)","(41.0, 55.0, 51.93181818181818)","(51.0, 85.0, 77.5)","(31.0, 55.0, 54.03846153846154)"
08-12-2022 15:53:34.589260,"(3.0, 3.55, 3.5197368421052633)","(31.0, 50.0, 47.473684210526315)","(10.0, 13.5, 13.135714285714286)","(51.0, 80.0, 72.5)","(3.9, 4.9, 5.058333333333334)","(2.6, 2.96, 2.889073482428115)","(41.0, 55.0, 51.770833333333336)","(51.0, 80.0, 77.27272727272727)","(31.0, 55.0, 53.5)"
08-12-2022 15:53:35.883237,"(3.1, 3.55, 3.5197368421052633)","(41.0, 48.0, 47.91304347826087)","(10.0, 13.5, 13.163793103448276)","(51.0, 75.0, 69.66666666666667)","(3.9, 5.1, 5.069154228855721)","(2.6, 2.9, 2.883542857142857)","(41.0, 55.0, 51.93181818181818)","(51.0, 80.0, 76.66666666666667)","(31.0, 55.0, 54.03846153846154)"
08-12-2022 15:53:37.226152,"(3.1, 3.55, 3.5125538020086085)","(41.0, 48.0, 47.91304347826087)","(10.0, 13.5, 13.14864864864865)","(51.0, 70.0, 69.66666666666667)","(3.9, 5.1, 5.069154228855721)","(2.6, 2.9, 2.883542857142857)","(41.0, 55.0, 51.93181818181818)","(51.0, 80.0, 76.66666666666667)","(31.0, 55.0, 54.30555555555556)"
08-12-2022 15:53:38.553460,"(3.1, 3.55, 3.5104197901049474)","(41.0, 48.0, 47.91304347826087)","(10.0, 13.5, 13.146017699115044)","(51.0, 70.0, 69.0)","(3.9, 5.1, 5.062285714285714)","(2.6, 2.9, 2.8854929577464787)","(41.0, 55.0, 51.93181818181818)","(51.0, 80.0, 73.75)","(31.0, 55.0, 54.30555555555556)"
08-12-2022 15:53:39.915430,"(3.1, 3.55, 3.5104197901049474)","(41.0, 48.0, 47.91304347826087)","(10.0, 13.5, 13.115789473684211)","(51.0, 70.0, 68.33333333333333)","(3.9, 5.1, 5.071717171717172)","(2.6, 2.9, 2.8854545454545453)","(41.0, 55.0, 51.25)","(51.0, 75.0, 73.33333333333333)","(31.0, 55.0, 54.390243902439025)"
08-12-2022 15:53:41.259248,"(3.1, 3.55, 3.50814332247557)","(31.0, 50.0, 49.320754716981135)","(10.0, 13.5, 13.12087912087912)","(51.0, 70.0, 66.42857142857143)","(3.9, 5.1, 5.076216216216216)","(2.6, 2.9, 2.8937704918032785)","(41.0, 55.0, 51.625)","(51.0, 75.0, 74.375)","(31.0, 55.0, 54.44444444444444)"
08-12-2022 15:53:42.504059,"(3.1, 3.55, 3.46140350877193)","(31.0, 50.0, 49.320754716981135)","(10.0, 13.5, 13.12087912087912)","(51.0, 70.0, 68.33333333333333)","(3.9, 5.1, 5.076216216216216)","(2.6, 2.92, 2.8937704918032785)","(41.0, 55.0, 51.625)","(51.0, 75.0, 78.23529411764706)","(31.0, 55.0, 54.44444444444444)"
08-12-2022 15:53:43.763806,"(3.1, 3.5, 3.4945273631840794)","(31.0, 48.0, 47.76)","(10.0, 13.5, 13.11413043478261)","(51.0, 70.0, 66.42857142857143)","(3.9, 5.1, 5.07027027027027)","(2.6, 2.92, 2.8902439024390243)","(41.0, 55.0, 51.625)","(51.0, 80.0, 72.6086956521739)","(31.0, 55.0, 55.09090909090909)"
08-12-2022 15:53:45.060074,"(3.1, 3.5, 3.4945273631840794)","(31.0, 48.0, 47.806451612903224)","(10.0, 13.5, 13.11413043478261)","(51.0, 70.0, 66.42857142857143)","(4.0, 5.1, 5.07027027027027)","(2.6, 2.92, 2.8899999999999997)","(41.0, 55.0, 51.625)","(51.0, 85.0, 78.42105263157895)","(31.0, 60.0, 54.44444444444444)"
08-12-2022 15:53:46.395234,"(3.1, 3.5, 3.4945812807881773)","(31.0, 48.0, 49.44615384615385)","(10.0, 13.5, 13.118279569892474)","(51.0, 70.0, 68.33333333333333)","(4.0, 5.1, 5.071052631578947)","(2.6, 2.92, 2.910740740740741)","(41.0, 55.0, 51.86046511627907)","(51.0, 80.0, 78.0)","(31.0, 60.0, 54.44444444444444)"
08-12-2022 15:53:47.688218,"(3.1, 3.5, 3.4945812807881773)","(31.0, 50.0, 47.6)","(10.0, 13.5, 13.118279569892474)","(51.0, 70.0, 66.42857142857143)","(4.0, 5.1, 5.065625)","(2.6, 2.92, 2.8734975369458127)","(41.0, 55.0, 51.86046511627907)","(51.0, 80.0, 76.15384615384616)","(31.0, 60.0, 57.38636363636363)"
08-12-2022 15:53:49.045449,"(3.1, 3.5, 3.4958333333333336)","(31.0, 50.0, 46.8)","(10.0, 13.5, 12.903361344537815)","(51.0, 70.0, 69.71428571428571)","(4.0, 5.1, 5.06986301369863)","(2.6, 2.88, 2.8761176470588232)","(41.0, 55.0, 51.86046511627907)","(51.0, 85.0, 78.42105263157895)","(31.0, 60.0, 57.98245614035088)"
08-12-2022 15:53:50.380325,"(3.1, 3.45, 3.4172413793103447)","(31.0, 50.0, 46.8)","(10.0, 13.5, 12.903361344537815)","(51.0, 70.0, 68.0952380952381)","(4.0, 5.1, 5.081679389312977)","(2.6, 2.88, 2.875229357798165)","(41.0, 55.0, 51.86046511627907)","(51.0, 80.0, 73.28767123287672)","(31.0, 60.0, 57.98245614035088)"
08-12-2022 15:53:51.683106,"(3.1, 3.45, 3.406741573033708)","(31.0, 50.0, 46.8)","(10.0, 13.5, 12.903361344537815)","(51.0, 70.0, 67.5)","(4.0, 5.1, 5.081679389312977)","(2.6, 2.88, 2.875229357798165)","(41.0, 55.0, 51.86046511627907)","(51.0, 85.0, 73.4375)","(31.0, 60.0, 57.78846153846154)"
08-12-2022 15:53:53.093034,"(3.1, 3.45, 3.4064981949458484)","(31.0, 48.0, 47.92727272727273)","(10.0, 13.5, 12.833333333333334)","(51.0, 70.0, 66.11111111111111)","(4.0, 5.1, 5.081679389312977)","(2.6, 2.88, 2.875)","(41.0, 55.0, 56.666666666666664)","(51.0, 75.0, 72.72727272727273)","(31.0, 60.0, 57.83018867924528)"
08-12-2022 15:53:54.478270,"(3.1, 3.45, 3.4040293040293044)","(41.0, 48.0, 47.92727272727273)","(10.0, 13.5, 12.630434782608695)","(51.0, 70.0, 66.11111111111111)","(4.0, 5.1, 5.082978723404255)","(2.6, 2.88, 2.876509433962264)","(41.0, 60.0, 57.142857142857146)","(51.0, 75.0, 72.91666666666667)","(31.0, 60.0, 57.7)"
08-12-2022 15:53:55.770513,"(3.1, 3.45, 3.4040293040293044)","(41.0, 48.0, 47.92727272727273)","(10.0, 13.0, 12.82)","(51.0, 70.0, 65.8695652173913)","(4.0, 5.1, 5.084810126582278)","(2.6, 2.88, 2.876338028169014)","(41.0, 60.0, 57.142857142857146)","(51.0, 75.0, 72.91666666666667)","(31.0, 60.0, 57.7)"
08-12-2022 15:53:57.078604,"(3.1, 3.4, 3.394059405940594)","(41.0, 48.0, 48.816901408450704)","(10.0, 13.0, 12.919642857142858)","(51.0, 70.0, 65.8695652173913)","(4.0, 5.1, 5.034110787172011)","(2.6, 2.88, 2.876338028169014)","(41.0, 60.0, 57.142857142857146)","(51.0, 75.0, 72.91666666666667)","(31.0, 60.0, 57.7)"
08-12-2022 15:53:58.378646,"(3.1, 3.4, 3.3901960784313725)","(41.0, 50.0, 47.142857142857146)","(10.0, 13.0, 12.92142857142857)","(51.0, 70.0, 66.04166666666667)","(4.0, 5.1, 4.916829268292683)","(2.6, 2.88, 2.8957777777777776)","(41.0, 60.0, 57.333333333333336)","(51.0, 75.0, 73.84615384615384)","(31.0, 60.0, 57.8125)"
08-12-2022 15:53:59.753766,"(3.1, 3.4, 3.390740740740741)","(31.0, 48.0, 46.666666666666664)","(10.0, 13.0, 12.982456140350877)","(51.0, 70.0, 66.52173913043478)","(4.0, 5.0, 5.025210084033613)","(2.6, 2.9, 2.8658224163027657)","(41.0, 60.0, 56.666666666666664)","(51.0, 75.0, 74.16666666666667)","(31.0, 60.0, 57.87234042553192)"
08-12-2022 15:54:01.517806,"(3.1, 3.4, 3.368241042345277)","(31.0, 48.0, 47.5)","(10.0, 13.0, 12.982456140350877)","(51.0, 70.0, 66.52173913043478)","(4.0, 5.1, 5.012921348314607)","(2.6, 2.88, 2.86546875)","(41.0, 60.0, 57.333333333333336)","(51.0, 75.0, 74.16666666666667)","(31.0, 60.0, 57.87234042553192)"
08-12-2022 15:54:03.076519,"(3.1, 3.45, 3.3948275862068966)","(31.0, 48.0, 47.50769230769231)","(10.0, 13.0, 12.971428571428572)","(51.0, 70.0, 66.81818181818181)","(4.0, 5.1, 5.001898734177215)","(2.6, 2.88, 2.867492957746479)","(41.0, 60.0, 57.333333333333336)","(51.0, 75.0, 74.23076923076923)","(31.0, 60.0, 57.87234042553192)"
08-12-2022 15:54:04.622781,"(3.1, 3.45, 3.3948275862068966)","(31.0, 48.0, 47.50769230769231)","(10.0, 13.0, 12.427272727272728)","(51.0, 70.0, 60.0)","(4.0, 5.1, 6.107272727272727)","(2.6, 2.88, 3.410759493670886)","(41.0, 60.0, 67.5)","(51.0, 75.0, 72.79069767441861)","(31.0, 60.0, 50.95)"
08-12-2022 15:54:06.092544,"(3.1, 3.05, 2.915959595959596)","(31.0, 48.0, 43.77777777777778)","(10.0, 12.5, 12.42156862745098)","(51.0, 70.0, 63.68421052631579)","(4.0, 6.2, 5.652941176470588)","(2.6, 3.65, 3.3466666666666667)","(41.0, 75.0, 69.0)","(51.0, 80.0, 72.82051282051282)","(31.0, 55.0, 49.46666666666667)"
08-12-2022 15:54:07.572600,"(3.1, 3.0, 2.877165354330709)","(31.0, 50.0, 46.5)","(10.0, 12.5, 12.142857142857142)","(51.0, 70.0, 64.0)","(4.0, 6.2, 5.859999999999999)","(2.6, 3.35, 3.1421052631578945)","(41.0, 75.0, 69.54545454545455)","(51.0, 80.0, 76.0)","(31.0, 50.0, 48.15384615384615)"
08-12-2022 15:54:09.080862,"(3.1, 3.05, 2.8787096774193546)","(31.0, 48.0, 44.32432432432432)","(10.0, 12.5, 13.333333333333334)","(51.0, 70.0, 65.0)","(4.0, 6.0, 5.858139534883721)","(2.6, 3.15, 3.1870967741935483)","(41.0, 75.0, 70.26315789473684)","(51.0, 80.0, 77.22222222222223)","(31.0, 50.0, 48.666666666666664)"
08-12-2022 15:54:10.511970,"(3.1, 2.96, 2.8787096774193546)","(31.0, 50.0, 44.32432432432432)","(10.0, 13.5, 13.333333333333334)","(51.0, 70.0, 65.0)","(4.0, 5.9, 5.858139534883721)","(2.6, 3.2, 3.1870967741935483)","(41.0, 75.0, 70.26315789473684)","(51.0, 80.0, 77.22222222222223)","(31.0, 50.0, 48.666666666666664)"
08-12-2022 15:54:11.975832,"(3.1, 3.0, 2.9841509433962266)","(31.0, 48.0, 46.90909090909091)","(10.0, 13.5, 13.204545454545455)","(51.0, 70.0, 61.0)","(4.0, 5.9, 5.796774193548387)","(2.6, 3.2, 3.0576923076923075)","(41.0, 75.0, 68.84615384615384)","(51.0, 80.0, 77.0)","(31.0, 50.0, 46.5)"
08-12-2022 15:54:13.359131,"(3.1, 2.96, 2.901)","(31.0, 48.0, 47.111111111111114)","(10.0, 13.5, 13.086538461538462)","(51.0, 70.0, 60.76923076923077)","(4.0, 5.9, 5.796774193548387)","(2.6, 3.1, 3.0576923076923075)","(41.0, 75.0, 68.84615384615384)","(51.0, 80.0, 77.0)","(31.0, 50.0, 46.5)"
08-12-2022 15:54:14.770075,"(3.1, 2.96, 2.906060606060606)","(31.0, 48.0, 43.5)","(10.0, 13.5, 13.135593220338983)","(51.0, 70.0, 60.76923076923077)","(4.0, 5.9, 5.8475409836065575)","(2.6, 3.1, 3.079861111111111)","(41.0, 75.0, 68.23529411764706)","(51.0, 80.0, 77.0)","(31.0, 50.0, 46.5)"
08-12-2022 15:54:16.219249,"(3.1, 3.15, 3.081894409937888)","(31.0, 46.0, 45.333333333333336)","(10.0, 13.5, 13.101851851851851)","(51.0, 65.0, 63.75)","(4.0, 5.9, 5.78)","(2.6, 3.15, 3.003921568627451)","(41.0, 70.0, 67.85714285714286)","(51.0, 80.0, 76.25)","(31.0, 48.0, 46.4)"
08-12-2022 15:54:17.683335,"(3.1, 3.2, 3.0848275862068966)","(31.0, 46.0, 45.513513513513516)","(10.0, 13.5, 13.101851851851851)","(51.0, 65.0, 63.75)","(4.0, 5.9, 5.68095238095238)","(2.6, 3.1, 3.000487804878049)","(41.0, 70.0, 67.85714285714286)","(51.0, 80.0, 72.54237288135593)","(31.0, 48.0, 46.4)"
08-12-2022 15:54:19.265594,"(3.1, 3.1, 3.08309963099631)","(31.0, 46.0, 44.8)","(10.0, 13.5, 13.035714285714286)","(51.0, 65.0, 64.28571428571429)","(4.0, 5.8, 5.76)","(2.6, 3.1, 2.9803225806451614)","(41.0, 70.0, 69.6)","(51.0, 85.0, 73.0)","(31.0, 48.0, 44.507462686567166)"
08-12-2022 15:54:20.782306,"(3.1, 3.2, 3.0698275862068964)","(31.0, 46.0, 40.857142857142854)","(10.0, 13.5, 13.115942028985508)","(51.0, 65.0, 64.35483870967742)","(4.0, 5.8, 5.745901639344262)","(2.6, 3.1, 3.0441176470588234)","(41.0, 75.0, 68.96551724137932)","(51.0, 80.0, 75.14285714285714)","(31.0, 50.0, 45.0)"
08-12-2022 15:54:22.340831,"(3.1, 3.15, 3.0496688741721854)","(31.0, 44.0, 40.285714285714285)","(10.0, 13.5, 13.306569343065693)","(51.0, 65.0, 59.696969696969695)","(4.0, 5.8, 5.757692307692308)","(2.6, 3.05, 3.1404761904761904)","(41.0, 70.0, 71.25)","(51.0, 80.0, 76.06060606060606)","(31.0, 50.0, 45.38461538461539)"
08-12-2022 15:54:23.851105,"(3.1, 3.15, 3.0)","(31.0, 42.0, 40.5)","(10.0, 13.5, 13.319727891156463)","(51.0, 60.0, 59.714285714285715)","(4.0, 5.8, 5.757692307692308)","(2.6, 3.15, 3.0679144385026738)","(41.0, 75.0, 73.44827586206897)","(51.0, 80.0, 76.97674418604652)","(31.0, 50.0, 46.05263157894737)"
08-12-2022 15:54:25.365493,"(3.1, 3.0, 2.99828)","(31.0, 42.0, 41.38461538461539)","(10.0, 13.5, 13.28834355828221)","(51.0, 60.0, 59.714285714285715)","(4.0, 5.8, 5.765625)","(2.6, 3.1, 3.1442446043165466)","(41.0, 75.0, 73.84615384615384)","(51.0, 80.0, 77.07317073170732)","(31.0, 50.0, 46.73913043478261)"
08-12-2022 15:54:26.871093,"(3.1, 3.0, 2.9973294908741597)","(31.0, 42.0, 41.38461538461539)","(10.0, 13.5, 13.140243902439025)","(51.0, 60.0, 59.72222222222222)","(4.0, 5.8, 5.765625)","(2.6, 3.15, 3.075201612903226)","(41.0, 75.0, 73.84615384615384)","(51.0, 80.0, 77.0)","(31.0, 50.0, 47.05882352941177)"
08-12-2022 15:54:28.320234,"(3.1, 3.0, 2.999356223175966)","(31.0, 42.0, 38.833333333333336)","(10.0, 13.5, 12.532967032967033)","(51.0, 60.0, 59.714285714285715)","(4.0, 5.8, 5.729032258064516)","(2.6, 3.15, 3.0854368932038834)","(41.0, 75.0, 74.28571428571429)","(51.0, 80.0, 75.38461538461539)","(31.0, 50.0, 47.05882352941177)"
08-12-2022 15:54:29.889773,"(3.1, 3.05, 3.049213483146067)","(31.0, 40.0, 38.69565217391305)","(10.0, 13.0, 12.156626506024097)","(51.0, 60.0, 59.72222222222222)","(4.0, 5.8, 5.769444444444444)","(2.6, 3.1, 3.094718309859155)","(41.0, 75.0, 74.28571428571429)","(51.0, 80.0, 75.38461538461539)","(31.0, 50.0, 48.148148148148145)"
08-12-2022 15:54:31.398443,"(3.1, 3.05, 3.04800853485064)","(31.0, 40.0, 39.189189189189186)","(10.0, 13.0, 12.118181818181819)","(51.0, 60.0, 59.72222222222222)","(4.0, 5.8, 5.724137931034482)","(2.6, 3.1, 3.101285046728972)","(41.0, 75.0, 74.28571428571429)","(51.0, 80.0, 75.38461538461539)","(31.0, 50.0, 48.074074074074076)"
08-12-2022 15:54:32.838991,"(3.1, 3.05, 3.04800853485064)","(31.0, 40.0, 39.189189189189186)","(10.0, 13.0, 12.383333333333333)","(51.0, 60.0, 59.72222222222222)","(4.0, 5.8, 5.757142857142857)","(2.6, 3.15, 3.0845368916797486)","(41.0, 75.0, 74.28571428571429)","(51.0, 80.0, 75.38461538461539)","(31.0, 50.0, 48.074074074074076)"
08-12-2022 15:54:34.321099,"(3.1, 3.05, 3.048074277854195)","(31.0, 40.0, 39.189189189189186)","(10.0, 12.5, 12.383333333333333)","(51.0, 60.0, 59.72222222222222)","(4.0, 5.8, 5.812307692307693)","(2.6, 3.15, 3.0487974683544303)","(41.0, 75.0, 74.3103448275862)","(51.0, 80.0, 76.9047619047619)","(31.0, 50.0, 48.142857142857146)"
08-12-2022 15:54:35.772911,"(2.9, 3.0, 2.9961787072243347)","(31.0, 42.0, 40.2)","(10.0, 12.5, 12.363636363636363)","(51.0, 60.0, 59.729729729729726)","(4.2, 5.9, 5.820879120879121)","(2.6, 3.05, 3.0430276981852913)","(41.0, 75.0, 74.41176470588235)","(51.0, 80.0, 77.23404255319149)","(31.0, 50.0, 48.40677966101695)"
08-12-2022 15:54:37.440842,"(2.9, 3.0, 2.9770605187319883)","(31.0, 42.0, 39.53846153846154)","(10.0, 13.0, 12.132867132867133)","(51.0, 70.0, 69.21052631578948)","(4.2, 5.9, 5.836283185840708)","(2.6, 3.05, 3.0432407407407407)","(41.0, 75.0, 74.66666666666667)","(51.0, 80.0, 77.77777777777777)","(31.0, 50.0, 48.483870967741936)"
08-12-2022 15:54:39.022750,"(2.9, 3.0, 2.9777653631284915)","(31.0, 40.0, 38.63157894736842)","(10.0, 13.0, 12.582733812949641)","(51.0, 70.0, 69.80392156862744)","(4.2, 5.9, 5.838028169014085)","(2.6, 3.05, 3.0498048780487803)","(41.0, 75.0, 76.36363636363636)","(51.0, 80.0, 77.33333333333333)","(31.0, 50.0, 48.61538461538461)"
08-12-2022 15:54:40.475572,"(2.8, 3.1, 3.0102803738317756)","(31.0, 42.0, 37.91304347826087)","(10.0, 13.0, 12.578231292517007)","(51.0, 70.0, 69.80392156862744)","(4.2, 5.9, 5.78421052631579)","(2.6, 3.05, 3.0785123966942147)","(41.0, 80.0, 75.71428571428571)","(51.0, 80.0, 76.20689655172414)","(31.0, 50.0, 48.61290322580645)"
08-12-2022 15:54:41.955139,"(2.8, 3.0, 2.985796269727403)","(31.0, 38.0, 37.9)","(10.0, 13.0, 12.562962962962963)","(51.0, 70.0, 69.80392156862744)","(4.2, 5.9, 5.780645161290322)","(2.6, 3.1, 3.078333333333333)","(41.0, 80.0, 75.81818181818181)","(51.0, 85.0, 76.2280701754386)","(31.0, 50.0, 48.61290322580645)"
08-12-2022 15:54:43.319159,"(2.8, 3.0, 2.9872906403940886)","(31.0, 38.0, 39.416666666666664)","(10.0, 13.0, 12.528)","(51.0, 70.0, 69.90196078431373)","(4.2, 5.8, 5.76)","(2.6, 3.1, 3.076984126984127)","(41.0, 80.0, 75.81818181818181)","(51.0, 85.0, 77.0)","(31.0, 50.0, 48.8)"
08-12-2022 15:54:44.783856,"(2.8, 3.0, 2.9824489795918367)","(31.0, 40.0, 39.6078431372549)","(10.0, 13.0, 12.508333333333333)","(51.0, 70.0, 69.88888888888889)","(4.2, 5.8, 5.804255319148936)","(2.6, 3.1, 3.0478996499416566)","(41.0, 80.0, 76.40625)","(51.0, 80.0, 77.0)","(31.0, 50.0, 48.8)"
08-12-2022 15:54:46.201424,"(2.8, 3.0, 2.9821383647798743)","(31.0, 40.0, 39.6078431372549)","(10.0, 13.0, 12.507575757575758)","(51.0, 70.0, 69.0)","(4.2, 5.9, 5.800000000000001)","(2.6, 3.05, 3.003191489361702)","(41.0, 80.0, 76.11111111111111)","(51.0, 80.0, 79.34782608695652)","(31.0, 50.0, 48.8)"
