,Lightning Luna,Drive The Jack,Gable,Burning Fee,Bailey The Rock,Woodside Bella
11-01-2023 11:21:38.985042,"(5.0, 8.4, 8.0)","(3.9, 5.1, 4.827272727272727)","(3.5, 4.3, 3.978571428571428)","(2.6, 3.1, 3.0428571428571427)","(31.0, 170.0, 112.5)","(9.0, 16.0, 12.75)"
11-01-2023 11:21:40.049534,"(5.0, 8.4, 8.2)","(3.9, 5.1, 4.766666666666667)","(3.5, 4.3, 3.978571428571428)","(2.6, 3.1, 3.0428571428571427)","(31.0, 170.0, 112.5)","(9.0, 16.0, 12.75)"
11-01-2023 11:21:41.086058,"(5.0, 8.4, 8.2)","(3.9, 5.1, 4.885714285714285)","(3.5, 4.3, 3.978571428571428)","(2.6, 3.1, 3.0428571428571427)","(31.0, 170.0, 112.5)","(9.0, 16.0, 12.75)"
11-01-2023 11:21:42.056465,"(5.0, 8.4, 8.2)","(3.9, 5.1, 4.885714285714285)","(3.5, 4.3, 3.978571428571428)","(2.6, 3.1, 3.0428571428571427)","(31.0, 170.0, 112.5)","(9.0, 16.0, 12.75)"
11-01-2023 11:21:43.135960,"(5.0, 8.4, 7.9714285714285715)","(3.9, 5.1, 4.885714285714285)","(3.5, 4.3, 3.978571428571428)","(2.6, 3.1, 3.0428571428571427)","(31.0, 170.0, 93.33333333333334)","(9.0, 16.0, 12.75)"
11-01-2023 11:21:44.237470,"(5.0, 8.4, 7.9714285714285715)","(3.9, 5.1, 4.8999999999999995)","(3.5, 4.3, 3.978571428571428)","(2.6, 3.1, 3.06)","(31.0, 170.0, 93.33333333333334)","(9.0, 16.0, 12.75)"
11-01-2023 11:21:45.290333,"(5.0, 8.6, 8.066666666666666)","(3.9, 5.1, 4.8999999999999995)","(3.5, 4.3, 3.978571428571428)","(2.6, 3.1, 3.06)","(31.0, 170.0, 93.33333333333334)","(9.0, 16.0, 12.75)"
11-01-2023 11:21:46.378059,"(5.0, 8.6, 8.422222222222222)","(3.9, 5.1, 4.814285714285714)","(3.5, 4.3, 3.978571428571428)","(2.6, 3.1, 3.06)","(31.0, 170.0, 93.33333333333334)","(9.0, 16.0, 12.533333333333333)"
11-01-2023 11:21:47.496696,"(5.0, 8.6, 8.422222222222222)","(3.9, 5.1, 4.814285714285714)","(3.5, 4.3, 3.978571428571428)","(2.6, 3.1, 3.071428571428571)","(31.0, 170.0, 93.33333333333334)","(9.0, 16.0, 12.533333333333333)"
11-01-2023 11:21:48.563228,"(5.0, 8.6, 8.422222222222222)","(3.9, 5.1, 4.814285714285714)","(3.5, 4.3, 3.931578947368421)","(2.6, 3.1, 3.0841269841269843)","(31.0, 170.0, 93.33333333333334)","(9.0, 16.0, 12.533333333333333)"
11-01-2023 11:21:49.639665,"(5.0, 8.6, 8.422222222222222)","(3.9, 5.1, 4.814285714285714)","(3.5, 4.3, 3.931578947368421)","(2.6, 3.1, 3.0841269841269843)","(31.0, 170.0, 93.33333333333334)","(9.0, 16.0, 12.533333333333333)"
11-01-2023 11:21:50.650539,"(5.0, 8.6, 8.422222222222222)","(3.9, 5.1, 4.814285714285714)","(3.5, 4.3, 3.931578947368421)","(2.6, 3.1, 3.0827586206896553)","(31.0, 170.0, 93.33333333333334)","(9.0, 16.0, 12.533333333333333)"
11-01-2023 11:21:51.696096,"(5.0, 8.6, 8.066666666666666)","(3.9, 5.1, 4.814285714285714)","(3.5, 4.3, 3.978571428571428)","(2.6, 3.1, 3.117391304347826)","(31.0, 170.0, 93.33333333333334)","(9.0, 16.0, 12.533333333333333)"
11-01-2023 11:21:52.670752,"(5.0, 8.6, 7.977777777777778)","(3.9, 5.1, 4.814285714285714)","(3.5, 4.3, 3.978571428571428)","(2.6, 3.15, 3.117391304347826)","(31.0, 170.0, 112.5)","(9.0, 16.0, 12.5)"
11-01-2023 11:21:53.604717,"(5.0, 8.6, 7.914285714285714)","(3.9, 5.1, 4.814285714285714)","(3.5, 4.3, 3.978571428571428)","(2.6, 3.15, 3.117391304347826)","(31.0, 170.0, 112.5)","(9.0, 16.0, 12.583333333333334)"
11-01-2023 11:21:54.555023,"(5.0, 8.6, 8.094736842105263)","(3.9, 5.1, 4.814285714285714)","(3.5, 4.3, 3.978571428571428)","(2.6, 3.15, 3.117391304347826)","(31.0, 170.0, 112.5)","(9.0, 15.5, 12.4375)"
11-01-2023 11:21:55.542502,"(5.0, 8.6, 8.094736842105263)","(3.9, 5.1, 4.814285714285714)","(3.5, 4.3, 3.978571428571428)","(2.6, 3.15, 3.117391304347826)","(31.0, 170.0, 112.5)","(9.0, 15.5, 12.4375)"
11-01-2023 11:21:56.606547,"(5.0, 8.6, 8.2)","(3.9, 5.1, 4.814285714285714)","(3.5, 4.3, 3.978571428571428)","(2.6, 3.15, 3.125609756097561)","(31.0, 170.0, 112.5)","(9.0, 15.5, 12.583333333333334)"
11-01-2023 11:21:57.694211,"(5.0, 8.6, 8.2)","(3.9, 5.1, 4.814285714285714)","(3.5, 4.3, 3.978571428571428)","(2.6, 3.15, 3.125609756097561)","(31.0, 170.0, 112.5)","(9.0, 15.5, 12.466666666666667)"
11-01-2023 11:21:58.706303,"(5.0, 8.6, 8.2)","(3.9, 5.1, 4.814285714285714)","(3.5, 4.3, 3.978571428571428)","(2.6, 3.15, 3.125609756097561)","(31.0, 170.0, 112.5)","(9.0, 15.5, 12.38888888888889)"
11-01-2023 11:21:59.720198,"(5.0, 8.6, 8.2)","(3.9, 5.1, 4.814285714285714)","(3.5, 4.3, 3.978571428571428)","(2.6, 3.15, 3.1953125)","(31.0, 170.0, 112.5)","(9.0, 15.5, 12.38888888888889)"
11-01-2023 11:22:00.995248,"(5.0, 8.6, 8.133333333333333)","(3.9, 5.1, 4.775)","(3.5, 4.3, 3.9388888888888887)","(2.6, 3.2, 3.2222222222222223)","(31.0, 170.0, 112.5)","(9.0, 15.5, 12.552631578947368)"
11-01-2023 11:22:02.049428,"(5.0, 8.6, 8.25)","(3.9, 5.1, 4.775)","(3.5, 4.3, 3.9388888888888887)","(2.6, 3.25, 3.175)","(31.0, 170.0, 112.5)","(9.0, 15.5, 12.477272727272727)"
11-01-2023 11:22:03.066348,"(5.0, 8.6, 8.25)","(3.9, 5.1, 4.8310344827586205)","(3.5, 4.3, 3.9666666666666663)","(2.6, 3.25, 3.175)","(31.0, 170.0, 112.5)","(9.0, 15.5, 12.477272727272727)"
11-01-2023 11:22:04.142826,"(5.0, 8.6, 8.25)","(3.9, 5.1, 4.84)","(3.5, 4.3, 3.9666666666666663)","(2.6, 3.25, 3.1818181818181817)","(31.0, 170.0, 112.5)","(9.0, 15.5, 12.477272727272727)"
11-01-2023 11:22:05.235639,"(5.0, 8.6, 8.25)","(3.9, 5.1, 4.84)","(3.5, 4.3, 3.9666666666666663)","(2.6, 3.25, 3.1818181818181817)","(31.0, 170.0, 112.5)","(9.0, 15.5, 12.477272727272727)"
11-01-2023 11:22:06.359151,"(5.0, 8.6, 8.3)","(3.9, 5.1, 4.84)","(3.5, 4.3, 3.9666666666666663)","(2.6, 3.25, 3.1818181818181817)","(31.0, 170.0, 112.5)","(9.0, 15.5, 12.477272727272727)"
11-01-2023 11:22:07.457788,"(5.0, 8.6, 8.3)","(3.9, 5.1, 4.84)","(3.5, 4.3, 3.9666666666666663)","(2.6, 3.25, 3.191176470588235)","(31.0, 170.0, 112.5)","(9.0, 15.5, 12.875)"
11-01-2023 11:22:08.435265,"(5.0, 8.6, 8.2)","(3.9, 5.1, 4.84)","(3.5, 4.3, 3.9666666666666663)","(2.6, 3.25, 3.21)","(31.0, 170.0, 93.33333333333334)","(9.0, 15.5, 12.875)"
11-01-2023 11:22:09.364983,"(5.0, 8.6, 8.366666666666665)","(3.9, 5.1, 4.84)","(3.5, 4.3, 3.9666666666666663)","(2.6, 3.25, 3.21)","(31.0, 170.0, 93.33333333333334)","(9.0, 15.5, 12.875)"
11-01-2023 11:22:10.422641,"(5.0, 8.6, 8.366666666666665)","(3.9, 5.1, 4.8)","(3.5, 4.3, 3.978571428571428)","(2.6, 3.25, 3.21)","(31.0, 170.0, 84.66666666666666)","(9.0, 15.5, 13.0)"
11-01-2023 11:22:11.438820,"(5.0, 8.6, 8.422222222222222)","(3.9, 5.1, 4.824324324324325)","(3.5, 4.3, 3.978571428571428)","(2.6, 3.25, 3.21)","(31.0, 170.0, 84.66666666666666)","(9.0, 15.0, 12.411764705882353)"
11-01-2023 11:22:12.577841,"(5.0, 8.6, 8.422222222222222)","(3.9, 5.1, 4.717647058823529)","(3.5, 4.3, 3.978571428571428)","(2.6, 3.25, 3.226)","(31.0, 170.0, 84.66666666666666)","(9.0, 15.0, 12.411764705882353)"
11-01-2023 11:22:13.645129,"(5.0, 8.6, 8.366666666666665)","(3.9, 5.1, 4.717647058823529)","(3.5, 4.3, 3.978571428571428)","(2.6, 3.25, 3.2071428571428573)","(31.0, 170.0, 157.8095238095238)","(9.0, 15.0, 12.25)"
11-01-2023 11:22:14.555549,"(5.0, 8.6, 8.366666666666665)","(3.9, 5.1, 4.863636363636363)","(3.5, 4.3, 3.946428571428571)","(2.6, 3.25, 3.2071428571428573)","(31.0, 170.0, 163.0810810810811)","(9.0, 15.0, 13.142857142857142)"
11-01-2023 11:22:15.613882,"(5.0, 8.6, 8.3)","(3.9, 5.1, 4.863636363636363)","(3.5, 4.2, 3.9)","(2.6, 3.25, 3.22)","(31.0, 170.0, 146.0)","(9.0, 14.0, 12.153846153846153)"
11-01-2023 11:22:16.632054,"(5.0, 8.8, 8.177777777777777)","(3.9, 5.1, 4.863636363636363)","(3.5, 4.2, 3.9)","(2.6, 3.25, 3.2607142857142857)","(31.0, 170.0, 140.66666666666666)","(9.0, 14.0, 12.363636363636363)"
11-01-2023 11:22:17.677748,"(5.0, 8.8, 8.177777777777777)","(3.9, 5.1, 4.863636363636363)","(3.5, 4.2, 3.9)","(2.6, 3.4, 3.2451612903225806)","(31.0, 160.0, 115.38461538461539)","(9.0, 14.0, 12.363636363636363)"
11-01-2023 11:22:18.699238,"(5.0, 8.8, 8.177777777777777)","(3.9, 5.1, 4.863636363636363)","(3.5, 4.1, 3.9153846153846152)","(2.6, 3.4, 3.2476190476190476)","(31.0, 160.0, 115.38461538461539)","(9.0, 14.0, 12.363636363636363)"
11-01-2023 11:22:19.784637,"(5.0, 8.8, 8.177777777777777)","(3.9, 5.1, 4.875)","(3.5, 4.1, 3.8666666666666667)","(2.6, 3.4, 3.2451612903225806)","(31.0, 160.0, 115.38461538461539)","(9.0, 14.0, 12.363636363636363)"
11-01-2023 11:22:20.743630,"(5.0, 8.8, 8.566666666666666)","(3.9, 5.1, 4.875)","(3.5, 4.1, 3.8666666666666667)","(2.6, 3.4, 3.2153846153846155)","(31.0, 160.0, 134.7826086956522)","(9.0, 14.0, 12.363636363636363)"
11-01-2023 11:22:21.733832,"(5.0, 8.8, 8.566666666666666)","(3.9, 5.1, 4.875)","(3.5, 4.1, 3.8666666666666667)","(2.6, 3.4, 3.276923076923077)","(31.0, 160.0, 142.42424242424244)","(9.0, 14.0, 12.363636363636363)"
11-01-2023 11:22:22.735755,"(5.0, 8.8, 8.566666666666666)","(3.9, 5.1, 4.928571428571428)","(3.5, 4.1, 3.8666666666666667)","(2.6, 3.4, 3.276923076923077)","(31.0, 160.0, 142.42424242424244)","(9.0, 14.0, 11.714285714285714)"
11-01-2023 11:22:23.769031,"(5.0, 8.8, 8.566666666666666)","(3.9, 5.1, 4.913793103448276)","(3.5, 4.1, 3.8666666666666667)","(2.6, 3.4, 3.276923076923077)","(31.0, 160.0, 140.66666666666669)","(9.0, 14.0, 11.483870967741936)"
11-01-2023 11:22:24.790736,"(5.0, 8.8, 8.566666666666666)","(3.9, 5.0, 4.785714285714286)","(3.5, 4.1, 3.8666666666666667)","(2.6, 3.4, 3.3238095238095235)","(31.0, 160.0, 140.66666666666669)","(9.0, 14.0, 11.483870967741936)"
11-01-2023 11:22:25.777755,"(5.5, 8.8, 8.566666666666666)","(3.9, 5.1, 4.996551724137931)","(3.5, 4.0, 3.840909090909091)","(2.6, 3.4, 3.3238095238095235)","(31.0, 160.0, 140.66666666666669)","(8.5, 14.0, 11.1)"
11-01-2023 11:22:27.027388,"(5.5, 8.8, 8.647619047619049)","(3.9, 5.1, 5.053846153846154)","(3.5, 4.0, 3.840909090909091)","(2.6, 3.4, 3.3238095238095235)","(31.0, 160.0, 142.42424242424244)","(8.5, 12.0, 10.928571428571429)"
11-01-2023 11:22:27.903429,"(5.5, 8.8, 8.711111111111112)","(3.9, 5.1, 5.053846153846154)","(3.5, 4.0, 3.840909090909091)","(2.6, 3.4, 3.3238095238095235)","(31.0, 160.0, 142.42424242424244)","(8.5, 12.0, 10.785714285714286)"
11-01-2023 11:22:28.952689,"(5.5, 8.8, 8.685714285714285)","(3.9, 5.1, 4.996551724137931)","(3.5, 4.0, 3.840909090909091)","(2.6, 3.3, 3.125)","(31.0, 160.0, 139.52941176470588)","(8.5, 12.0, 10.714285714285714)"
11-01-2023 11:22:30.116293,"(5.5, 8.8, 8.8)","(3.9, 5.2, 5.107692307692308)","(3.5, 4.0, 3.875)","(2.6, 3.25, 3.1983870967741934)","(31.0, 160.0, 146.34482758620692)","(8.5, 12.0, 10.714285714285714)"
11-01-2023 11:22:31.168989,"(5.5, 9.4, 8.8)","(3.9, 5.2, 5.107692307692308)","(3.5, 4.0, 3.875)","(2.6, 3.25, 3.1104651162790695)","(31.0, 150.0, 146.46666666666667)","(8.5, 12.0, 10.6875)"
11-01-2023 11:22:32.203450,"(5.5, 9.4, 8.818181818181818)","(3.9, 5.2, 5.0)","(3.5, 4.0, 3.840909090909091)","(2.6, 3.25, 3.1462962962962964)","(31.0, 150.0, 146.21428571428572)","(8.5, 12.0, 10.714285714285714)"
11-01-2023 11:22:33.222501,"(5.5, 9.4, 8.818181818181818)","(3.9, 5.3, 5.088235294117647)","(3.5, 4.0, 3.840909090909091)","(2.6, 3.25, 3.063333333333333)","(31.0, 150.0, 146.34482758620692)","(8.5, 12.0, 10.714285714285714)"
11-01-2023 11:22:34.294604,"(5.5, 9.4, 8.84)","(3.9, 5.3, 5.039130434782608)","(3.5, 4.0, 3.875)","(2.6, 3.25, 3.0277777777777777)","(31.0, 150.0, 145.58333333333334)","(8.5, 12.0, 10.714285714285714)"
11-01-2023 11:22:35.319514,"(5.5, 8.6, 8.3)","(3.9, 5.3, 5.039130434782608)","(3.5, 4.0, 3.7934782608695654)","(2.6, 3.25, 3.0715384615384616)","(31.0, 150.0, 145.58333333333334)","(8.5, 12.0, 10.714285714285714)"
11-01-2023 11:22:36.303552,"(5.5, 8.6, 8.342857142857143)","(3.9, 5.3, 5.110526315789474)","(3.5, 4.0, 3.7934782608695654)","(2.6, 3.25, 3.0028571428571427)","(31.0, 150.0, 145.58333333333334)","(8.5, 12.0, 10.714285714285714)"
11-01-2023 11:22:37.299459,"(5.5, 8.6, 8.342857142857143)","(3.9, 5.3, 5.110526315789474)","(3.5, 4.0, 3.7934782608695654)","(2.6, 3.2, 3.017)","(31.0, 150.0, 145.58333333333334)","(8.5, 12.0, 10.714285714285714)"
11-01-2023 11:22:38.271274,"(5.5, 8.6, 8.15)","(3.9, 5.3, 5.185714285714286)","(3.5, 4.0, 3.7934782608695654)","(2.6, 3.15, 3.0391666666666666)","(31.0, 150.0, 91.53846153846155)","(8.5, 12.0, 10.714285714285714)"
11-01-2023 11:22:39.228409,"(5.5, 8.6, 8.15)","(3.9, 5.3, 5.185714285714286)","(3.5, 4.0, 3.7934782608695654)","(2.6, 3.15, 3.1208333333333336)","(31.0, 120.0, 91.53846153846155)","(8.5, 12.0, 10.714285714285714)"
11-01-2023 11:22:40.132608,"(5.5, 8.6, 8.257142857142856)","(3.9, 5.3, 5.185714285714286)","(3.5, 4.0, 3.7934782608695654)","(2.6, 3.15, 3.1021739130434782)","(31.0, 120.0, 72.0)","(8.5, 12.0, 10.714285714285714)"
11-01-2023 11:22:41.108676,"(5.5, 8.6, 8.466666666666667)","(3.9, 5.3, 5.158823529411764)","(3.5, 4.0, 3.7934782608695654)","(2.6, 3.15, 2.9723076923076923)","(31.0, 120.0, 60.0)","(8.5, 12.0, 10.714285714285714)"
11-01-2023 11:22:42.068467,"(5.5, 8.6, 8.381818181818181)","(3.9, 5.3, 5.158823529411764)","(3.5, 4.0, 3.7934782608695654)","(2.6, 3.1, 3.020769230769231)","(31.0, 120.0, 95.9090909090909)","(8.5, 12.0, 10.714285714285714)"
11-01-2023 11:22:43.110655,"(5.5, 8.6, 8.381818181818181)","(3.9, 5.3, 5.158823529411764)","(3.5, 4.0, 3.7934782608695654)","(2.6, 3.15, 3.020769230769231)","(31.0, 100.0, 77.5)","(8.5, 12.0, 10.714285714285714)"
11-01-2023 11:22:44.096576,"(5.5, 8.6, 8.381818181818181)","(3.9, 5.3, 5.185714285714286)","(3.5, 4.0, 3.7934782608695654)","(2.6, 3.15, 3.0330769230769232)","(31.0, 100.0, 77.5)","(8.5, 12.0, 10.714285714285714)"
11-01-2023 11:22:45.201864,"(5.5, 8.6, 8.45)","(3.9, 5.3, 5.158823529411764)","(3.5, 4.0, 3.846774193548387)","(2.6, 3.15, 3.0330769230769232)","(31.0, 100.0, 82.0)","(8.5, 12.0, 10.714285714285714)"
11-01-2023 11:22:46.264929,"(5.5, 8.6, 8.45)","(3.9, 5.3, 5.158823529411764)","(3.5, 4.0, 3.846774193548387)","(2.6, 3.15, 3.0605882352941176)","(31.0, 100.0, 82.0)","(9.0, 12.0, 10.714285714285714)"
11-01-2023 11:22:47.468248,"(5.5, 8.6, 8.45)","(3.9, 5.3, 5.158823529411764)","(3.5, 4.0, 3.830357142857143)","(2.6, 3.15, 3.0605882352941176)","(31.0, 100.0, 80.0)","(9.0, 12.0, 10.714285714285714)"
11-01-2023 11:22:48.557427,"(5.5, 8.6, 8.45)","(3.9, 5.3, 5.158823529411764)","(3.5, 4.0, 3.830357142857143)","(2.6, 3.15, 3.0605882352941176)","(31.0, 100.0, 80.0)","(9.0, 12.0, 10.714285714285714)"
11-01-2023 11:22:49.575577,"(5.5, 8.6, 8.45)","(3.9, 5.3, 5.066666666666666)","(3.5, 4.0, 3.830357142857143)","(2.6, 3.15, 3.0605882352941176)","(31.0, 100.0, 80.0)","(9.0, 12.0, 10.714285714285714)"
11-01-2023 11:22:50.734270,"(5.5, 8.6, 8.45)","(3.9, 5.3, 5.066666666666666)","(3.5, 4.0, 3.830357142857143)","(2.6, 3.15, 3.088461538461538)","(31.0, 100.0, 80.0)","(9.0, 12.0, 10.714285714285714)"
11-01-2023 11:22:52.080811,"(5.5, 8.6, 8.45)","(3.9, 5.3, 5.066666666666666)","(3.5, 4.0, 3.830357142857143)","(2.6, 3.15, 3.088461538461538)","(31.0, 100.0, 80.0)","(9.0, 12.0, 10.714285714285714)"
11-01-2023 11:22:53.412799,"(5.5, 9.2, 8.68)","(3.9, 5.3, 4.953846153846154)","(3.5, 4.0, 3.8173076923076925)","(2.6, 3.15, 3.0273333333333334)","(31.0, 100.0, 73.33333333333333)","(9.0, 12.0, 10.714285714285714)"
11-01-2023 11:22:54.588759,"(5.5, 9.2, 8.68)","(3.9, 5.3, 4.917647058823529)","(3.5, 4.0, 3.958695652173913)","(2.6, 3.15, 2.9747826086956524)","(31.0, 100.0, 73.33333333333333)","(9.0, 12.0, 10.714285714285714)"
11-01-2023 11:22:55.794650,"(5.5, 9.2, 8.68)","(3.9, 5.3, 4.917647058823529)","(3.5, 4.0, 3.958695652173913)","(2.6, 3.1, 2.9704)","(31.0, 100.0, 67.0)","(9.0, 12.0, 10.714285714285714)"
11-01-2023 11:22:56.816347,"(5.5, 9.2, 8.68)","(3.9, 5.3, 5.021428571428571)","(3.5, 4.0, 3.958695652173913)","(2.6, 3.1, 3.001875)","(31.0, 95.0, 67.0)","(9.0, 12.0, 10.714285714285714)"
11-01-2023 11:22:57.900637,"(5.5, 9.2, 8.68)","(3.9, 5.3, 4.990322580645161)","(3.5, 4.0, 3.958695652173913)","(2.6, 3.05, 3.001875)","(31.0, 95.0, 80.0)","(9.0, 12.0, 10.714285714285714)"
11-01-2023 11:22:59.107538,"(5.5, 9.2, 8.477777777777778)","(3.7, 5.3, 5.021428571428571)","(3.6, 4.0, 3.958695652173913)","(2.6, 3.05, 3.001875)","(31.0, 90.0, 80.0)","(9.0, 12.0, 10.714285714285714)"
11-01-2023 11:23:00.244484,"(5.5, 9.2, 8.58095238095238)","(3.7, 5.3, 5.021428571428571)","(3.6, 4.0, 3.958695652173913)","(2.6, 3.05, 3.001875)","(31.0, 90.0, 80.0)","(9.0, 12.0, 10.714285714285714)"
11-01-2023 11:23:01.396152,"(5.5, 9.2, 8.58095238095238)","(3.7, 5.3, 5.021428571428571)","(3.6, 4.0, 3.958695652173913)","(2.6, 3.05, 3.001875)","(31.0, 90.0, 80.0)","(9.0, 12.0, 10.73076923076923)"
11-01-2023 11:23:02.557596,"(5.5, 9.2, 8.58095238095238)","(3.7, 5.3, 5.021428571428571)","(3.6, 4.0, 4.095238095238095)","(2.6, 3.05, 2.98)","(31.0, 90.0, 86.25)","(9.0, 12.0, 10.9)"
11-01-2023 11:23:03.671523,"(5.5, 9.2, 8.58095238095238)","(3.7, 5.3, 4.957894736842105)","(3.6, 4.1, 4.095238095238095)","(2.6, 3.05, 2.969333333333333)","(31.0, 90.0, 86.25)","(9.0, 12.0, 10.73076923076923)"
11-01-2023 11:23:04.827620,"(5.5, 9.2, 8.533333333333333)","(3.7, 5.3, 4.9363636363636365)","(3.6, 4.3, 4.282558139534884)","(2.6, 3.05, 3.0107142857142857)","(31.0, 90.0, 86.25)","(9.0, 12.0, 10.73076923076923)"
11-01-2023 11:23:06.028113,"(5.5, 9.2, 8.357894736842104)","(3.7, 5.3, 4.9363636363636365)","(3.6, 4.3, 4.282558139534884)","(2.6, 3.05, 3.0107142857142857)","(31.0, 90.0, 86.25)","(9.0, 12.0, 10.821428571428571)"
11-01-2023 11:23:07.297063,"(5.5, 9.2, 8.685714285714285)","(3.7, 5.3, 4.9222222222222225)","(3.6, 4.3, 4.282558139534884)","(2.6, 3.05, 2.98)","(31.0, 90.0, 84.16666666666666)","(9.0, 12.0, 10.821428571428571)"
11-01-2023 11:23:08.510117,"(6.0, 9.2, 8.685714285714285)","(3.7, 5.3, 4.856521739130435)","(3.5, 4.3, 4.225)","(2.6, 3.0, 2.986666666666667)","(31.0, 90.0, 84.16666666666666)","(9.0, 12.0, 10.821428571428571)"
11-01-2023 11:23:09.636432,"(6.0, 9.2, 8.733333333333333)","(3.7, 5.3, 4.856521739130435)","(3.5, 4.4, 4.225)","(2.6, 3.0, 2.986666666666667)","(31.0, 90.0, 84.16666666666666)","(9.0, 12.0, 10.821428571428571)"
11-01-2023 11:23:10.912629,"(6.0, 9.2, 8.733333333333333)","(3.7, 5.3, 4.856521739130435)","(3.5, 4.4, 4.2384615384615385)","(2.6, 3.0, 2.986666666666667)","(31.0, 90.0, 80.0)","(9.0, 12.0, 10.821428571428571)"
11-01-2023 11:23:12.055138,"(6.0, 9.2, 8.733333333333333)","(3.7, 5.3, 4.856521739130435)","(3.5, 4.4, 4.2615384615384615)","(2.6, 3.0, 2.986666666666667)","(31.0, 90.0, 80.0)","(9.0, 12.0, 10.78125)"
11-01-2023 11:23:13.134712,"(6.0, 9.2, 8.436363636363636)","(3.7, 5.0, 4.76)","(3.5, 4.4, 4.3100000000000005)","(2.6, 3.0, 2.986666666666667)","(31.0, 90.0, 65.83333333333333)","(9.0, 12.0, 10.78125)"
11-01-2023 11:23:14.379166,"(6.0, 9.2, 8.616666666666665)","(3.7, 5.0, 4.733333333333333)","(3.5, 4.4, 4.347058823529412)","(2.6, 3.0, 2.986666666666667)","(31.0, 95.0, 80.0)","(9.0, 12.0, 10.78125)"
11-01-2023 11:23:15.751999,"(6.0, 9.2, 8.7625)","(3.7, 5.0, 4.733333333333333)","(3.5, 4.4, 4.223529411764706)","(2.6, 3.0, 2.986666666666667)","(31.0, 90.0, 80.0)","(9.0, 12.0, 10.258620689655173)"
11-01-2023 11:23:16.967712,"(6.0, 9.2, 8.7625)","(3.7, 5.0, 4.733333333333333)","(3.5, 4.4, 4.2)","(2.6, 3.0, 2.96)","(31.0, 90.0, 84.16666666666666)","(9.0, 11.5, 10.258620689655173)"
11-01-2023 11:23:18.147970,"(6.0, 9.2, 8.7625)","(3.7, 5.0, 4.733333333333333)","(3.5, 4.4, 4.2)","(2.6, 3.0, 2.96)","(31.0, 90.0, 84.16666666666666)","(9.0, 11.5, 10.258620689655173)"
11-01-2023 11:23:19.279941,"(6.0, 9.2, 8.7625)","(3.7, 5.0, 4.733333333333333)","(3.5, 4.4, 4.223529411764706)","(2.6, 3.0, 2.9557142857142855)","(31.0, 90.0, 84.16666666666666)","(9.0, 11.5, 10.258620689655173)"
11-01-2023 11:23:20.450472,"(6.0, 9.2, 8.563636363636363)","(3.7, 5.0, 4.733333333333333)","(3.5, 4.4, 4.19375)","(2.6, 3.05, 2.995)","(31.0, 90.0, 84.16666666666666)","(9.0, 11.5, 10.153061224489797)"
11-01-2023 11:23:21.616722,"(6.0, 9.2, 8.826666666666666)","(3.7, 5.0, 4.733333333333333)","(3.5, 4.4, 4.19375)","(2.6, 3.05, 2.995)","(31.0, 90.0, 65.71428571428571)","(9.0, 11.5, 10.153061224489797)"
11-01-2023 11:23:22.603042,"(6.0, 9.2, 8.826666666666666)","(3.7, 5.0, 4.733333333333333)","(3.5, 4.4, 4.270588235294118)","(2.6, 3.05, 2.995)","(31.0, 85.0, 65.71428571428571)","(9.0, 11.5, 10.153061224489797)"
11-01-2023 11:23:23.642087,"(6.0, 9.2, 8.826666666666666)","(3.7, 5.0, 4.733333333333333)","(3.5, 4.4, 4.270588235294118)","(2.6, 3.05, 2.995)","(31.0, 85.0, 65.71428571428571)","(9.0, 11.5, 10.153061224489797)"
11-01-2023 11:23:24.653979,"(6.0, 9.2, 8.826666666666666)","(3.7, 5.0, 4.733333333333333)","(3.5, 4.4, 4.270588235294118)","(2.6, 3.05, 2.995)","(31.0, 85.0, 65.71428571428571)","(9.0, 11.5, 10.153061224489797)"
11-01-2023 11:23:25.718771,"(6.0, 9.2, 8.826666666666666)","(3.7, 5.0, 4.733333333333333)","(3.5, 4.4, 4.270588235294118)","(2.6, 3.05, 2.995)","(31.0, 85.0, 65.71428571428571)","(9.0, 11.5, 10.153061224489797)"
11-01-2023 11:23:26.694100,"(6.0, 9.2, 8.826666666666666)","(3.7, 5.0, 4.733333333333333)","(3.5, 4.4, 4.270588235294118)","(2.6, 3.05, 2.9557142857142855)","(41.0, 85.0, 65.71428571428571)","(9.0, 11.5, 10.153061224489797)"
11-01-2023 11:23:27.746631,"(6.0, 9.2, 8.826666666666666)","(3.7, 5.0, 4.733333333333333)","(3.5, 4.4, 4.258181818181818)","(2.6, 3.05, 3.0166666666666666)","(41.0, 85.0, 65.71428571428571)","(9.0, 11.5, 10.153061224489797)"
11-01-2023 11:23:28.785199,"(6.0, 9.2, 8.8)","(3.7, 5.0, 4.733333333333333)","(3.5, 4.4, 4.207407407407407)","(2.6, 3.05, 3.0166666666666666)","(41.0, 85.0, 65.71428571428571)","(9.0, 11.5, 10.153061224489797)"
11-01-2023 11:23:29.906868,"(6.0, 9.2, 8.8)","(3.7, 5.0, 4.733333333333333)","(3.5, 4.4, 4.207407407407407)","(2.6, 3.05, 3.0166666666666666)","(41.0, 85.0, 65.71428571428571)","(9.0, 11.5, 10.153061224489797)"
11-01-2023 11:23:31.228259,"(6.0, 9.2, 8.826666666666666)","(3.7, 5.0, 4.766666666666667)","(3.5, 4.4, 4.207692307692308)","(2.6, 3.05, 3.0166666666666666)","(41.0, 85.0, 65.71428571428571)","(9.0, 11.5, 10.153061224489797)"
