,Elettrica,Anagain,Black On Beauty,Miss Lenorr,The Storm In Me,Summerbeel,Sebrings Rose,Spanish Pearl,Arranmore
11-01-2023 15:36:33.138230,"(4.0, 4.5, 4.407594936708861)","(4.6, 4.8, 4.711864406779661)","(5.0, 5.6, 5.500746268656717)","(5.0, 6.0, 5.882142857142857)","(20.0, 34.0, 33.875)","(12.0, 20.0, 19.90740740740741)","(20.0, 44.0, 39.333333333333336)","(31.0, 44.0, 39.83673469387755)","(8.0, 12.0, 11.5)"
11-01-2023 15:36:34.350324,"(4.0, 4.5, 4.416091954022988)","(4.6, 4.8, 4.711864406779661)","(5.0, 5.6, 5.500746268656717)","(5.0, 6.0, 5.882142857142857)","(20.0, 34.0, 33.9)","(12.0, 20.0, 19.97826086956522)","(20.0, 44.0, 39.333333333333336)","(31.0, 44.0, 39.83673469387755)","(8.0, 12.0, 11.5)"
11-01-2023 15:36:35.571598,"(4.0, 4.5, 4.456)","(4.6, 4.8, 4.786407766990291)","(5.0, 5.6, 5.500746268656717)","(5.0, 6.0, 5.97037037037037)","(20.0, 34.0, 33.26984126984127)","(12.0, 20.0, 20.72222222222222)","(20.0, 44.0, 38.4)","(31.0, 44.0, 40.12903225806452)","(8.0, 12.0, 11.609756097560975)"
11-01-2023 15:36:36.766504,"(4.0, 4.5, 4.479629629629629)","(4.6, 4.8, 4.769565217391304)","(5.0, 5.6, 5.518452380952381)","(5.0, 6.0, 5.97037037037037)","(20.0, 36.0, 33.26984126984127)","(12.0, 21.0, 20.72222222222222)","(20.0, 44.0, 38.4)","(31.0, 44.0, 40.142857142857146)","(8.0, 12.0, 11.609756097560975)"
11-01-2023 15:36:37.992408,"(4.0, 4.6, 4.442524916943522)","(4.6, 4.8, 4.77741935483871)","(5.0, 5.6, 5.50919540229885)","(5.0, 6.0, 5.987096774193549)","(20.0, 36.0, 33.26984126984127)","(12.0, 21.0, 20.4)","(20.0, 44.0, 38.27272727272727)","(31.0, 44.0, 40.142857142857146)","(8.0, 12.0, 11.609756097560975)"
11-01-2023 15:36:39.266476,"(4.0, 4.6, 4.442105263157895)","(4.6, 4.8, 4.77741935483871)","(5.0, 5.6, 5.50919540229885)","(5.0, 6.0, 5.987096774193549)","(20.0, 36.0, 33.26984126984127)","(12.0, 21.0, 20.666666666666668)","(20.0, 44.0, 38.27272727272727)","(31.0, 44.0, 40.142857142857146)","(8.0, 12.0, 11.609756097560975)"
11-01-2023 15:36:40.554345,"(4.0, 4.6, 4.442105263157895)","(4.6, 4.8, 4.769230769230769)","(5.0, 5.6, 5.50919540229885)","(5.0, 6.0, 5.987096774193549)","(20.0, 36.0, 33.26984126984127)","(12.0, 21.0, 18.681818181818183)","(20.0, 44.0, 38.27272727272727)","(31.0, 44.0, 40.47826086956522)","(8.0, 12.0, 11.609756097560975)"
11-01-2023 15:36:41.791644,"(4.0, 4.6, 4.437101449275363)","(4.6, 4.8, 4.77741935483871)","(5.0, 5.6, 5.50919540229885)","(5.0, 6.0, 5.987096774193549)","(20.0, 36.0, 33.26984126984127)","(12.0, 19.5, 18.681818181818183)","(20.0, 44.0, 38.27272727272727)","(31.0, 44.0, 40.47826086956522)","(8.0, 12.0, 11.609756097560975)"
11-01-2023 15:36:43.096492,"(3.9, 4.6, 4.440793201133145)","(4.6, 4.8, 4.754929577464789)","(5.0, 5.6, 5.50919540229885)","(5.0, 6.0, 5.987096774193549)","(21.0, 36.0, 33.26984126984127)","(12.0, 19.5, 18.638461538461538)","(21.0, 44.0, 38.27272727272727)","(31.0, 44.0, 40.47826086956522)","(8.0, 12.0, 11.609756097560975)"
11-01-2023 15:36:44.324174,"(3.9, 4.5, 4.484415584415585)","(4.6, 4.8, 4.778378378378378)","(5.0, 5.6, 5.50919540229885)","(5.0, 6.0, 5.99)","(21.0, 36.0, 33.3125)","(12.0, 19.5, 18.596774193548388)","(21.0, 44.0, 38.27272727272727)","(31.0, 44.0, 40.142857142857146)","(8.0, 12.0, 11.26027397260274)"
11-01-2023 15:36:45.535099,"(3.9, 4.5, 4.4679012345679014)","(4.6, 4.9, 4.802631578947368)","(5.0, 5.6, 5.508670520231214)","(5.0, 6.0, 5.99)","(21.0, 36.0, 33.43283582089552)","(12.0, 19.5, 18.653846153846153)","(21.0, 44.0, 38.57142857142857)","(31.0, 44.0, 40.75675675675676)","(8.0, 11.5, 11.283950617283951)"
11-01-2023 15:36:46.681214,"(3.9, 4.5, 4.4625)","(4.6, 4.9, 4.892207792207793)","(5.0, 5.6, 5.526315789473684)","(5.0, 6.0, 5.9904761904761905)","(21.0, 36.0, 33.43283582089552)","(12.0, 19.5, 18.3125)","(21.0, 42.0, 38.57142857142857)","(31.0, 44.0, 40.75675675675676)","(8.0, 11.5, 11.266666666666667)"
11-01-2023 15:36:47.907132,"(3.9, 4.5, 4.443478260869566)","(4.6, 4.9, 4.891891891891892)","(5.0, 5.6, 5.528301886792453)","(5.0, 6.0, 5.9904761904761905)","(21.0, 36.0, 33.43283582089552)","(12.0, 18.5, 18.375)","(21.0, 42.0, 38.57142857142857)","(31.0, 44.0, 42.13333333333333)","(8.0, 11.5, 11.266666666666667)"
11-01-2023 15:36:49.119374,"(3.9, 4.5, 4.443478260869566)","(4.6, 4.9, 4.8933333333333335)","(5.0, 5.6, 5.528301886792453)","(5.0, 6.0, 5.9904761904761905)","(21.0, 36.0, 33.43283582089552)","(12.0, 19.5, 18.72093023255814)","(21.0, 42.0, 38.57142857142857)","(31.0, 44.0, 42.44444444444444)","(8.0, 11.5, 11.266666666666667)"
11-01-2023 15:36:50.353055,"(3.9, 4.5, 4.443478260869566)","(4.6, 4.9, 4.8933333333333335)","(5.0, 5.6, 5.51)","(5.0, 6.0, 5.9904761904761905)","(21.0, 36.0, 33.43283582089552)","(12.0, 19.0, 18.692307692307693)","(21.0, 42.0, 38.57142857142857)","(31.0, 44.0, 42.44444444444444)","(8.0, 11.5, 11.266666666666667)"
11-01-2023 15:36:51.525051,"(3.9, 4.5, 4.443478260869566)","(4.6, 4.9, 4.8933333333333335)","(5.0, 5.6, 5.51)","(5.0, 6.0, 5.9904761904761905)","(21.0, 36.0, 33.43283582089552)","(12.0, 19.0, 18.65714285714286)","(21.0, 42.0, 38.57142857142857)","(31.0, 44.0, 42.44444444444444)","(8.0, 11.5, 11.266666666666667)"
11-01-2023 15:36:52.789779,"(3.9, 4.5, 4.436274509803922)","(4.6, 5.1, 4.925203252032521)","(5.0, 5.6, 5.51)","(5.0, 6.0, 5.9904761904761905)","(21.0, 36.0, 33.26984126984127)","(12.0, 19.0, 18.32758620689655)","(21.0, 42.0, 38.57142857142857)","(31.0, 44.0, 42.44444444444444)","(8.0, 11.5, 11.278481012658228)"
11-01-2023 15:36:54.014449,"(3.9, 4.5, 4.459493670886076)","(4.6, 5.1, 4.925514403292182)","(5.0, 5.6, 5.51)","(5.0, 6.0, 5.9904761904761905)","(21.0, 36.0, 33.26984126984127)","(12.0, 18.5, 18.25)","(21.0, 42.0, 38.57142857142857)","(31.0, 44.0, 42.44444444444444)","(8.0, 11.5, 11.278481012658228)"
11-01-2023 15:36:55.265927,"(3.9, 4.5, 4.439495798319328)","(4.6, 5.1, 4.909865470852019)","(5.0, 5.6, 5.4980237154150196)","(5.0, 6.0, 5.9904761904761905)","(21.0, 36.0, 33.42465753424658)","(12.0, 18.5, 18.25)","(21.0, 42.0, 38.57142857142857)","(31.0, 44.0, 42.44444444444444)","(8.0, 11.5, 11.278481012658228)"
11-01-2023 15:36:56.514862,"(3.9, 4.5, 4.439495798319328)","(4.6, 5.1, 4.909865470852019)","(5.0, 5.6, 5.4980237154150196)","(5.0, 6.0, 5.9904761904761905)","(21.0, 36.0, 33.42465753424658)","(12.0, 18.5, 18.227272727272727)","(21.0, 42.0, 38.57142857142857)","(31.0, 44.0, 42.44444444444444)","(8.0, 11.5, 11.192982456140351)"
11-01-2023 15:36:57.754269,"(3.9, 4.5, 4.433333333333334)","(4.6, 5.1, 4.969135802469136)","(5.0, 5.6, 5.4980237154150196)","(5.0, 6.0, 5.9904761904761905)","(21.0, 36.0, 33.9622641509434)","(13.0, 18.5, 18.227272727272727)","(21.0, 42.0, 38.57142857142857)","(31.0, 44.0, 42.44444444444444)","(9.0, 11.5, 11.192982456140351)"
11-01-2023 15:36:58.942535,"(3.9, 4.5, 4.43972602739726)","(4.6, 5.1, 4.938754325259516)","(5.0, 5.6, 5.480382775119617)","(5.0, 6.0, 5.9904761904761905)","(21.0, 36.0, 34.12244897959184)","(13.0, 18.5, 18.25)","(21.0, 42.0, 38.57142857142857)","(31.0, 44.0, 42.44444444444444)","(9.0, 11.5, 11.192982456140351)"
11-01-2023 15:37:00.147257,"(3.9, 4.5, 4.444303797468354)","(4.6, 5.0, 4.9367857142857146)","(5.0, 5.6, 5.497674418604651)","(5.0, 6.0, 5.993103448275862)","(21.0, 36.0, 34.083333333333336)","(13.0, 18.5, 18.337209302325583)","(21.0, 42.0, 38.8)","(31.0, 44.0, 42.6)","(9.0, 11.5, 11.077777777777778)"
11-01-2023 15:37:01.404518,"(4.0, 4.5, 4.427272727272728)","(4.4, 5.0, 4.938987341772152)","(5.0, 5.6, 5.430769230769231)","(5.0, 6.0, 5.993103448275862)","(21.0, 36.0, 34.083333333333336)","(13.0, 18.5, 18.26595744680851)","(21.0, 42.0, 38.8)","(31.0, 44.0, 42.25)","(9.0, 11.5, 11.08695652173913)"
11-01-2023 15:37:02.650362,"(4.0, 4.5, 4.436879432624114)","(4.4, 5.0, 4.950491803278688)","(5.0, 5.6, 5.430769230769231)","(5.0, 6.0, 5.934177215189874)","(21.0, 36.0, 34.083333333333336)","(13.0, 18.5, 18.26595744680851)","(21.0, 42.0, 38.8)","(31.0, 44.0, 42.25)","(9.0, 11.5, 11.08695652173913)"
11-01-2023 15:37:03.879302,"(4.0, 4.5, 4.436567164179105)","(4.4, 5.0, 4.950491803278688)","(5.0, 5.6, 5.453846153846154)","(5.0, 6.0, 5.940909090909091)","(21.0, 36.0, 33.92857142857143)","(13.0, 18.5, 18.357142857142858)","(21.0, 42.0, 38.8)","(31.0, 44.0, 42.25)","(9.0, 11.5, 11.063218390804598)"
11-01-2023 15:37:05.119293,"(4.0, 4.5, 4.44620253164557)","(4.4, 5.0, 4.9523659305993695)","(4.8, 5.6, 5.451470588235294)","(5.0, 6.0, 5.940909090909091)","(26.0, 34.0, 33.92857142857143)","(14.0, 18.5, 18.11764705882353)","(26.0, 42.0, 39.333333333333336)","(31.0, 44.0, 42.0)","(9.0, 11.5, 11.134615384615385)"
11-01-2023 15:37:06.449012,"(4.0, 4.5, 4.479347826086957)","(4.4, 5.0, 4.950814332247557)","(4.8, 5.6, 5.451470588235294)","(5.0, 6.0, 5.932467532467533)","(26.0, 34.0, 33.92857142857143)","(14.0, 19.0, 18.333333333333332)","(26.0, 42.0, 39.333333333333336)","(31.0, 44.0, 42.0)","(9.0, 11.5, 11.134615384615385)"
11-01-2023 15:37:07.654949,"(4.0, 4.5, 4.482142857142858)","(4.4, 5.0, 4.950814332247557)","(4.8, 5.6, 5.4858757062146895)","(5.0, 6.0, 5.932467532467533)","(26.0, 34.0, 33.92857142857143)","(14.0, 19.0, 18.25)","(26.0, 42.0, 39.333333333333336)","(31.0, 44.0, 42.0)","(9.0, 11.5, 11.063218390804598)"
11-01-2023 15:37:08.911112,"(4.0, 4.5, 4.482142857142858)","(4.4, 5.0, 4.926174496644296)","(4.8, 5.6, 5.4858757062146895)","(5.0, 6.0, 5.932467532467533)","(26.0, 34.0, 33.8)","(14.0, 18.5, 18.25)","(26.0, 42.0, 39.333333333333336)","(31.0, 44.0, 42.35294117647059)","(9.0, 11.5, 11.172413793103448)"
11-01-2023 15:37:10.128747,"(4.0, 4.5, 4.494845360824742)","(4.4, 5.0, 4.926174496644296)","(4.8, 5.6, 5.467105263157895)","(5.0, 6.0, 5.932467532467533)","(26.0, 34.0, 33.8)","(14.0, 18.5, 18.25)","(26.0, 42.0, 39.333333333333336)","(31.0, 44.0, 42.35294117647059)","(9.0, 11.5, 11.194029850746269)"
11-01-2023 15:37:11.389002,"(4.0, 4.5, 4.494845360824742)","(4.4, 5.0, 4.926)","(4.8, 5.6, 5.467105263157895)","(5.0, 6.0, 5.932467532467533)","(26.0, 34.0, 33.8)","(14.0, 18.5, 18.25)","(26.0, 42.0, 39.333333333333336)","(31.0, 44.0, 42.35294117647059)","(9.0, 11.5, 11.203125)"
11-01-2023 15:37:12.631664,"(4.0, 4.5, 4.494845360824742)","(4.4, 5.0, 4.926)","(4.8, 5.6, 5.4)","(5.0, 6.0, 5.885714285714285)","(26.0, 34.0, 33.8)","(14.0, 18.5, 18.25)","(26.0, 42.0, 39.81818181818182)","(31.0, 44.0, 42.35294117647059)","(9.0, 11.5, 11.203125)"
11-01-2023 15:37:13.818614,"(3.9, 4.5, 4.496875)","(4.4, 5.0, 4.9471428571428575)","(4.8, 5.4, 5.347679324894515)","(5.0, 6.0, 5.8609375)","(26.0, 34.0, 33.8)","(14.0, 18.5, 18.25)","(26.0, 42.0, 39.81818181818182)","(31.0, 44.0, 42.35294117647059)","(9.0, 11.5, 11.203125)"
11-01-2023 15:37:14.996772,"(3.9, 4.5, 4.496875)","(4.4, 5.0, 4.9471428571428575)","(4.8, 5.4, 5.345253863134658)","(5.0, 5.9, 5.851428571428571)","(26.0, 34.0, 33.8)","(14.0, 18.5, 18.955555555555556)","(26.0, 42.0, 39.81818181818182)","(31.0, 44.0, 42.35294117647059)","(9.0, 11.5, 11.203125)"
11-01-2023 15:37:16.247646,"(3.9, 4.5, 4.496341463414634)","(4.4, 5.0, 4.94)","(4.8, 5.4, 5.342443064182195)","(5.0, 5.9, 5.8493150684931505)","(26.0, 34.0, 33.8)","(14.0, 19.0, 18.955555555555556)","(26.0, 42.0, 39.0)","(31.0, 44.0, 40.666666666666664)","(9.0, 11.5, 11.203125)"
11-01-2023 15:37:17.472983,"(3.9, 4.5, 4.484615384615385)","(4.4, 5.0, 4.952127659574468)","(4.8, 5.4, 5.343703703703704)","(5.0, 5.9, 5.904109589041096)","(26.0, 34.0, 34.16)","(14.0, 19.0, 18.96153846153846)","(26.0, 42.0, 38.57142857142857)","(31.0, 42.0, 40.74074074074074)","(9.0, 11.5, 11.243243243243244)"
11-01-2023 15:37:18.724096,"(3.9, 4.5, 4.484615384615385)","(4.4, 5.0, 4.952127659574468)","(4.8, 5.4, 5.343703703703704)","(5.0, 6.0, 5.904109589041096)","(26.0, 36.0, 34.16)","(14.0, 19.0, 18.96153846153846)","(26.0, 42.0, 38.57142857142857)","(31.0, 42.0, 36.8235294117647)","(9.0, 11.5, 11.557142857142857)"
11-01-2023 15:37:19.898267,"(3.9, 4.5, 4.486666666666666)","(4.4, 5.0, 4.952127659574468)","(4.8, 5.4, 5.343703703703704)","(5.0, 6.0, 5.904109589041096)","(26.0, 36.0, 34.16)","(14.0, 19.0, 18.96551724137931)","(26.0, 42.0, 39.333333333333336)","(31.0, 38.0, 37.06976744186046)","(9.0, 12.0, 11.549295774647888)"
11-01-2023 15:37:21.139693,"(3.9, 4.5, 4.486666666666666)","(4.4, 5.0, 4.952127659574468)","(4.8, 5.4, 5.272477064220183)","(5.0, 6.0, 5.904109589041096)","(26.0, 36.0, 34.2962962962963)","(14.0, 19.0, 18.962264150943398)","(26.0, 42.0, 39.333333333333336)","(31.0, 38.0, 37.06976744186046)","(9.0, 12.0, 11.578947368421053)"
11-01-2023 15:37:22.474652,"(3.9, 4.5, 4.4601851851851855)","(4.4, 5.0, 4.952127659574468)","(4.8, 5.3, 5.27)","(5.0, 6.0, 5.903370786516854)","(26.0, 36.0, 34.16)","(14.0, 19.0, 18.970588235294116)","(26.0, 42.0, 40.0)","(31.0, 38.0, 36.8235294117647)","(9.0, 12.0, 11.60344827586207)"
11-01-2023 15:37:23.657316,"(3.9, 4.5, 4.4601851851851855)","(4.4, 5.0, 4.952127659574468)","(4.8, 5.3, 5.27)","(5.0, 6.0, 5.903370786516854)","(26.0, 36.0, 34.16)","(14.0, 19.0, 18.970588235294116)","(26.0, 42.0, 40.0)","(31.0, 38.0, 36.8235294117647)","(9.0, 12.0, 11.74390243902439)"
11-01-2023 15:37:24.848479,"(3.9, 4.6, 4.44885993485342)","(4.4, 5.0, 4.948863636363637)","(4.8, 5.3, 5.27029702970297)","(5.0, 6.0, 5.902970297029703)","(26.0, 36.0, 34.16)","(14.0, 19.0, 19.5625)","(26.0, 42.0, 39.333333333333336)","(31.0, 38.0, 36.94736842105263)","(9.0, 12.0, 11.74390243902439)"
11-01-2023 15:37:26.089684,"(3.9, 4.6, 4.44885993485342)","(4.4, 5.0, 4.948863636363637)","(4.8, 5.3, 5.22)","(5.0, 6.0, 5.915517241379311)","(26.0, 36.0, 34.16)","(14.0, 22.0, 20.916666666666668)","(26.0, 42.0, 39.333333333333336)","(31.0, 38.0, 37.06976744186046)","(9.0, 12.0, 11.74390243902439)"
11-01-2023 15:37:27.270975,"(3.9, 4.4, 4.3962711864406785)","(4.4, 5.0, 4.9526315789473685)","(4.8, 5.3, 5.22)","(5.0, 6.0, 5.915517241379311)","(26.0, 36.0, 34.16)","(14.0, 22.0, 20.951612903225808)","(26.0, 42.0, 40.0)","(31.0, 38.0, 37.06976744186046)","(9.0, 12.0, 11.804347826086957)"
11-01-2023 15:37:28.484559,"(3.9, 4.4, 4.3962711864406785)","(4.4, 5.0, 4.970422535211267)","(4.8, 5.3, 5.23828125)","(5.0, 6.0, 5.919354838709678)","(26.0, 36.0, 34.12244897959184)","(14.0, 22.0, 20.951612903225808)","(26.0, 42.0, 40.0)","(31.0, 38.0, 37.06976744186046)","(9.0, 12.0, 11.804347826086957)"
11-01-2023 15:37:29.758653,"(3.9, 4.4, 4.391254752851712)","(4.4, 5.0, 4.961234567901235)","(4.8, 5.3, 5.195070422535212)","(5.0, 6.0, 5.918032786885246)","(26.0, 36.0, 33.9622641509434)","(14.0, 22.0, 20.951612903225808)","(26.0, 42.0, 40.0)","(31.0, 38.0, 37.06976744186046)","(9.0, 12.0, 11.790697674418604)"
11-01-2023 15:37:30.913165,"(3.9, 4.4, 4.395219123505976)","(4.4, 5.1, 4.961234567901235)","(4.8, 5.2, 5.195070422535212)","(5.0, 6.0, 5.918032786885246)","(26.0, 36.0, 33.9622641509434)","(14.0, 22.0, 21.076923076923077)","(26.0, 42.0, 40.44444444444444)","(31.0, 38.0, 37.130434782608695)","(9.0, 12.0, 11.763157894736842)"
11-01-2023 15:37:32.136468,"(3.9, 4.6, 4.454193548387097)","(4.4, 5.1, 5.004883720930232)","(4.8, 5.3, 5.210416666666666)","(5.0, 6.0, 5.918032786885246)","(26.0, 36.0, 34.23076923076923)","(14.0, 22.0, 20.444444444444443)","(26.0, 42.0, 40.72727272727273)","(31.0, 38.0, 37.073170731707314)","(9.0, 12.0, 11.74390243902439)"
11-01-2023 15:37:33.383566,"(3.8, 4.6, 4.414285714285715)","(4.4, 5.1, 5.004883720930232)","(4.8, 5.3, 5.180645161290323)","(5.0, 6.0, 5.918032786885246)","(26.0, 36.0, 34.23076923076923)","(14.0, 21.0, 20.684210526315788)","(26.0, 42.0, 40.72727272727273)","(31.0, 38.0, 37.095238095238095)","(9.0, 12.0, 11.794117647058824)"
11-01-2023 15:37:34.661108,"(3.8, 4.5, 4.476190476190476)","(4.4, 5.1, 5.004883720930232)","(4.8, 5.2, 5.17945205479452)","(5.0, 6.0, 5.918032786885246)","(26.0, 36.0, 34.23076923076923)","(14.0, 21.0, 20.266666666666666)","(26.0, 42.0, 39.666666666666664)","(31.0, 38.0, 37.095238095238095)","(9.0, 12.0, 11.794117647058824)"
11-01-2023 15:37:35.874594,"(3.8, 4.5, 4.476190476190476)","(4.4, 5.1, 5.156207674943566)","(4.8, 5.2, 5.1758169934640526)","(5.0, 6.0, 5.918032786885246)","(26.0, 36.0, 33.93103448275862)","(14.0, 21.0, 19.571428571428573)","(26.0, 42.0, 39.25)","(31.0, 38.0, 37.53333333333333)","(9.0, 12.0, 11.861538461538462)"
11-01-2023 15:37:37.122316,"(3.8, 4.5, 4.446875)","(4.4, 5.2, 5.1573732718894005)","(4.8, 5.2, 5.175)","(5.0, 6.0, 5.777659574468085)","(26.0, 34.0, 33.93103448275862)","(14.0, 21.0, 19.571428571428573)","(26.0, 42.0, 39.25)","(31.0, 38.0, 37.611111111111114)","(9.0, 12.0, 11.830188679245284)"
11-01-2023 15:37:38.366327,"(3.8, 4.5, 4.446875)","(4.4, 5.2, 5.15934065934066)","(4.8, 5.2, 5.175)","(5.0, 5.8, 5.773076923076923)","(26.0, 34.0, 33.93333333333333)","(14.0, 21.0, 19.555555555555557)","(26.0, 42.0, 39.25)","(31.0, 38.0, 37.611111111111114)","(9.0, 12.0, 11.666666666666666)"
11-01-2023 15:37:39.578150,"(3.8, 4.5, 4.445714285714286)","(4.4, 5.2, 5.166593406593407)","(4.8, 5.2, 5.175)","(5.0, 5.8, 5.771232876712329)","(26.0, 34.0, 33.93333333333333)","(14.0, 21.0, 19.51282051282051)","(26.0, 42.0, 40.5)","(31.0, 38.0, 37.611111111111114)","(9.0, 12.0, 11.517441860465116)"
11-01-2023 15:37:40.802227,"(3.8, 4.5, 4.42)","(4.4, 5.2, 5.257037037037037)","(4.8, 5.2, 5.184615384615385)","(5.0, 5.8, 5.764197530864197)","(26.0, 34.0, 33.93333333333333)","(14.0, 21.0, 19.352272727272727)","(26.0, 42.0, 40.5)","(31.0, 38.0, 37.611111111111114)","(9.0, 12.0, 11.517441860465116)"
11-01-2023 15:37:42.024843,"(3.8, 4.5, 4.42)","(4.4, 5.3, 5.257037037037037)","(4.8, 5.2, 5.184615384615385)","(5.0, 5.8, 5.764197530864197)","(26.0, 34.0, 33.93333333333333)","(14.0, 21.0, 18.760416666666668)","(26.0, 42.0, 40.5)","(31.0, 38.0, 37.22222222222222)","(9.0, 12.0, 11.484375)"
11-01-2023 15:37:43.269452,"(3.8, 4.6, 4.422413793103448)","(4.4, 5.3, 5.275757575757575)","(4.8, 5.2, 5.184615384615385)","(5.0, 5.8, 5.764197530864197)","(26.0, 34.0, 33.87096774193548)","(14.0, 21.0, 19.47826086956522)","(26.0, 42.0, 40.5)","(31.0, 38.0, 37.22222222222222)","(9.0, 11.5, 11.484375)"
11-01-2023 15:37:44.488236,"(3.8, 4.6, 4.430400000000001)","(4.4, 5.4, 5.282191780821918)","(4.8, 5.2, 5.15)","(5.0, 5.8, 5.764197530864197)","(26.0, 34.0, 33.87096774193548)","(14.0, 20.0, 18.81578947368421)","(26.0, 42.0, 40.5)","(31.0, 38.0, 37.22222222222222)","(9.0, 11.5, 11.289473684210526)"
11-01-2023 15:37:45.719242,"(3.8, 4.5, 4.422388059701492)","(4.4, 5.4, 5.318181818181818)","(4.8, 5.2, 5.188235294117647)","(5.0, 5.8, 5.765)","(26.0, 34.0, 33.87096774193548)","(14.0, 19.0, 18.847826086956523)","(26.0, 42.0, 39.2)","(31.0, 38.0, 36.72727272727273)","(9.0, 12.0, 11.554945054945055)"
11-01-2023 15:37:46.942201,"(3.8, 4.5, 4.422388059701492)","(4.4, 5.4, 5.32018927444795)","(4.8, 5.2, 5.256818181818182)","(5.0, 5.8, 5.764102564102564)","(26.0, 34.0, 33.87096774193548)","(14.0, 19.0, 18.854166666666668)","(26.0, 44.0, 39.5)","(31.0, 38.0, 36.857142857142854)","(9.0, 12.0, 11.554945054945055)"
11-01-2023 15:37:48.144161,"(3.8, 4.5, 4.417460317460318)","(4.4, 5.4, 5.316225165562914)","(4.8, 5.3, 5.256818181818182)","(5.0, 5.8, 5.764102564102564)","(26.0, 34.0, 33.87096774193548)","(14.0, 19.0, 18.854166666666668)","(26.0, 44.0, 39.6)","(31.0, 38.0, 36.857142857142854)","(9.0, 12.0, 11.554945054945055)"
11-01-2023 15:37:49.358021,"(3.8, 4.5, 4.4071428571428575)","(4.4, 5.4, 5.320440251572327)","(4.8, 5.3, 5.256818181818182)","(5.0, 5.8, 5.764102564102564)","(26.0, 34.0, 33.878787878787875)","(14.0, 19.0, 18.854166666666668)","(26.0, 44.0, 39.6)","(31.0, 38.0, 36.857142857142854)","(9.0, 12.0, 11.554945054945055)"
11-01-2023 15:37:50.558912,"(3.8, 4.5, 4.421739130434783)","(4.4, 5.4, 5.325714285714286)","(4.8, 5.3, 5.230275229357798)","(5.0, 5.8, 5.766666666666667)","(26.0, 34.0, 33.48717948717949)","(14.0, 19.0, 18.765625)","(26.0, 44.0, 39.6)","(31.0, 38.0, 35.24590163934426)","(9.0, 12.0, 11.554945054945055)"
11-01-2023 15:37:51.777068,"(3.9, 4.5, 4.43125)","(4.6, 5.4, 5.324087591240876)","(4.8, 5.3, 5.232142857142857)","(5.0, 5.8, 5.7725274725274724)","(26.0, 36.0, 33.44578313253012)","(14.0, 19.0, 18.772727272727273)","(26.0, 44.0, 38.69230769230769)","(31.0, 36.0, 35.61702127659574)","(9.0, 12.0, 11.290598290598291)"
11-01-2023 15:37:52.975687,"(3.9, 4.5, 4.43125)","(4.6, 5.4, 5.324087591240876)","(4.8, 5.3, 5.123255813953488)","(5.0, 5.8, 5.7725274725274724)","(26.0, 36.0, 33.44578313253012)","(14.0, 19.0, 18.772727272727273)","(26.0, 44.0, 38.869565217391305)","(31.0, 36.0, 35.65217391304348)","(9.0, 12.0, 11.505952380952381)"
11-01-2023 15:37:54.191522,"(3.9, 4.5, 4.4625)","(4.6, 5.4, 5.333935018050542)","(4.8, 5.3, 5.1760233918128655)","(5.0, 5.8, 5.7725274725274724)","(26.0, 36.0, 33.5)","(14.0, 19.0, 18.633333333333333)","(26.0, 42.0, 39.23076923076923)","(31.0, 36.0, 35.65217391304348)","(9.0, 12.0, 11.53888888888889)"
11-01-2023 15:37:55.436739,"(3.9, 4.5, 4.4625)","(4.6, 5.3, 5.297005988023952)","(4.8, 5.3, 5.170588235294117)","(5.0, 5.8, 5.7725274725274724)","(26.0, 36.0, 33.5)","(14.0, 19.0, 18.633333333333333)","(26.0, 42.0, 39.23076923076923)","(31.0, 36.0, 35.65217391304348)","(10.0, 12.0, 11.53888888888889)"
11-01-2023 15:37:56.677133,"(3.9, 4.5, 4.4625)","(4.6, 5.3, 5.296428571428571)","(4.8, 5.3, 5.198617511520737)","(5.0, 5.8, 5.769512195121951)","(26.0, 36.0, 33.44578313253012)","(14.0, 19.0, 18.576923076923077)","(26.0, 42.0, 39.23076923076923)","(31.0, 36.0, 35.65217391304348)","(10.0, 12.0, 11.53888888888889)"
11-01-2023 15:37:57.920875,"(3.9, 4.5, 4.482089552238806)","(4.6, 5.3, 5.296428571428571)","(4.8, 5.3, 5.19683257918552)","(5.0, 5.8, 5.756060606060606)","(26.0, 36.0, 33.44578313253012)","(14.0, 19.0, 18.553571428571427)","(26.0, 42.0, 39.23076923076923)","(31.0, 36.0, 35.65217391304348)","(9.0, 12.0, 11.652173913043478)"
11-01-2023 15:37:59.172150,"(3.9, 4.5, 4.482089552238806)","(4.6, 5.3, 5.223414634146342)","(4.8, 5.3, 5.19683257918552)","(5.0, 5.8, 5.756060606060606)","(26.0, 36.0, 33.44578313253012)","(14.0, 19.0, 18.583333333333332)","(26.0, 42.0, 38.869565217391305)","(31.0, 36.0, 35.65217391304348)","(9.0, 12.0, 11.652173913043478)"
11-01-2023 15:38:00.406972,"(3.9, 4.5, 4.465217391304348)","(4.6, 5.4, 5.311707317073171)","(4.8, 5.3, 5.116129032258065)","(5.0, 5.8, 5.756060606060606)","(26.0, 36.0, 33.44578313253012)","(14.0, 19.0, 18.785714285714285)","(26.0, 42.0, 38.666666666666664)","(31.0, 36.0, 35.65217391304348)","(9.0, 12.0, 11.56989247311828)"
