,Mustang Dude,Eastbro Tex,Dallas Cowgirl,Darby Brights,Beyonski,Taleggio,Shez Got Bling,Lesvos Lad
05-01-2023 14:28:43.955654,"(6.0, 8.4, 7.84)","(2.05, 2.54, 2.4816666666666665)","(15.0, 21.0, 18.428571428571427)","(5.5, 8.4, 7.56923076923077)","(41.0, 50.0, 48.57142857142857)","(21.0, 46.0, 42.0)","(3.3, 4.8, 4.692857142857143)","(61.0, 80.0, 66.36363636363636)"
05-01-2023 14:28:45.192811,"(6.0, 8.4, 7.84)","(2.05, 2.54, 2.473333333333333)","(15.0, 21.0, 18.428571428571427)","(5.5, 8.4, 7.56923076923077)","(41.0, 50.0, 48.57142857142857)","(21.0, 48.0, 42.0)","(3.3, 4.8, 4.800000000000001)","(61.0, 80.0, 66.36363636363636)"
05-01-2023 14:28:46.422112,"(6.0, 8.4, 7.84)","(2.05, 2.54, 2.473333333333333)","(15.0, 21.0, 18.428571428571427)","(5.5, 8.4, 7.68)","(41.0, 50.0, 48.57142857142857)","(21.0, 48.0, 42.0)","(3.3, 4.9, 4.85)","(61.0, 80.0, 66.36363636363636)"
05-01-2023 14:28:47.715683,"(6.0, 8.2, 7.8)","(2.05, 2.5, 2.4699999999999998)","(15.0, 21.0, 18.22222222222222)","(5.5, 7.8, 7.68)","(41.0, 50.0, 48.57142857142857)","(21.0, 48.0, 39.333333333333336)","(3.3, 4.9, 4.83)","(61.0, 80.0, 66.36363636363636)"
05-01-2023 14:28:49.025686,"(6.0, 8.2, 7.738461538461538)","(2.05, 2.5, 2.4699999999999998)","(15.0, 20.0, 18.22222222222222)","(5.5, 7.8, 7.56923076923077)","(41.0, 50.0, 48.57142857142857)","(21.0, 46.0, 40.0)","(3.3, 5.0, 4.655172413793103)","(61.0, 80.0, 66.36363636363636)"
05-01-2023 14:28:50.281833,"(6.0, 8.2, 7.857142857142857)","(2.05, 2.54, 2.473333333333333)","(15.0, 19.5, 18.5)","(5.5, 8.4, 7.68)","(41.0, 50.0, 48.57142857142857)","(21.0, 48.0, 40.0)","(3.3, 5.0, 4.871428571428572)","(61.0, 80.0, 66.36363636363636)"
05-01-2023 14:28:51.570456,"(6.0, 8.2, 7.8)","(2.05, 2.5, 2.4699999999999998)","(15.0, 19.5, 18.5)","(5.5, 7.8, 7.68)","(41.0, 50.0, 48.57142857142857)","(21.0, 48.0, 39.333333333333336)","(3.3, 4.9, 4.8238095238095235)","(61.0, 80.0, 66.36363636363636)"
05-01-2023 14:28:52.894212,"(6.0, 8.2, 7.8)","(2.05, 2.5, 2.4699999999999998)","(15.0, 19.5, 18.25)","(5.5, 7.8, 7.68)","(41.0, 50.0, 52.85714285714286)","(21.0, 46.0, 39.333333333333336)","(3.3, 4.9, 4.871428571428572)","(61.0, 80.0, 66.36363636363636)"
05-01-2023 14:28:54.222643,"(6.0, 8.2, 7.857142857142857)","(2.05, 2.5, 2.473333333333333)","(15.0, 19.5, 18.5)","(5.5, 7.8, 7.56923076923077)","(41.0, 55.0, 55.0)","(21.0, 46.0, 40.0)","(3.3, 4.9, 4.803571428571429)","(61.0, 80.0, 66.36363636363636)"
05-01-2023 14:28:55.462473,"(6.0, 8.2, 7.8)","(2.05, 2.54, 2.4699999999999998)","(15.0, 19.5, 18.5)","(5.5, 8.4, 7.68)","(41.0, 60.0, 58.75)","(21.0, 48.0, 40.0)","(3.3, 5.0, 4.8585365853658535)","(61.0, 80.0, 66.36363636363636)"
05-01-2023 14:28:56.921176,"(6.0, 8.2, 7.8)","(2.05, 2.5, 2.473333333333333)","(15.0, 19.5, 18.5)","(5.5, 7.8, 7.999999999999999)","(41.0, 65.0, 58.75)","(21.0, 48.0, 38.666666666666664)","(3.3, 5.0, 4.637499999999999)","(61.0, 80.0, 66.36363636363636)"
05-01-2023 14:28:58.206980,"(6.0, 8.2, 7.763636363636363)","(2.05, 2.54, 2.473333333333333)","(15.0, 19.5, 18.5)","(5.5, 8.2, 7.999999999999999)","(41.0, 65.0, 58.75)","(21.0, 44.0, 38.666666666666664)","(3.3, 5.0, 4.637499999999999)","(61.0, 80.0, 66.36363636363636)"
05-01-2023 14:28:59.502091,"(6.0, 8.2, 7.763636363636363)","(2.05, 2.54, 2.473333333333333)","(15.0, 19.5, 18.5)","(5.5, 8.2, 7.999999999999999)","(41.0, 65.0, 58.75)","(21.0, 44.0, 38.0)","(3.3, 5.0, 4.735)","(61.0, 80.0, 66.36363636363636)"
05-01-2023 14:29:00.851064,"(6.0, 8.2, 7.857142857142857)","(2.05, 2.54, 2.450204081632653)","(15.0, 19.5, 18.5)","(5.5, 8.0, 7.6)","(41.0, 65.0, 55.0)","(21.0, 44.0, 38.0)","(3.3, 5.0, 4.671428571428571)","(61.0, 80.0, 72.85714285714286)"
05-01-2023 14:29:02.171136,"(6.0, 8.2, 7.763636363636363)","(2.05, 2.54, 2.450869565217391)","(15.0, 19.5, 18.5)","(5.5, 8.0, 7.866666666666666)","(41.0, 60.0, 52.85714285714286)","(21.0, 44.0, 38.0)","(3.3, 5.0, 4.729411764705882)","(61.0, 80.0, 72.85714285714286)"
05-01-2023 14:29:03.408170,"(6.0, 8.2, 7.763636363636363)","(2.05, 2.54, 2.450869565217391)","(15.0, 19.5, 18.5)","(5.5, 8.2, 7.413333333333333)","(41.0, 55.0, 52.85714285714286)","(21.0, 44.0, 38.0)","(3.3, 5.0, 4.729411764705882)","(61.0, 80.0, 72.85714285714286)"
05-01-2023 14:29:04.715312,"(6.0, 8.2, 7.763636363636363)","(2.05, 2.54, 2.451111111111111)","(15.0, 19.5, 18.25)","(5.5, 8.0, 7.36)","(41.0, 55.0, 51.25)","(21.0, 44.0, 37.6)","(3.3, 5.0, 4.9411764705882355)","(61.0, 80.0, 72.85714285714286)"
05-01-2023 14:29:05.983160,"(6.0, 7.8, 7.75)","(2.05, 2.46, 2.4483333333333333)","(15.0, 19.5, 18.25)","(5.5, 7.4, 7.466666666666667)","(41.0, 55.0, 52.85714285714286)","(21.0, 44.0, 38.0)","(3.3, 5.0, 4.8)","(61.0, 80.0, 72.85714285714286)"
05-01-2023 14:29:07.207991,"(6.0, 8.2, 7.763636363636363)","(2.05, 2.54, 2.4816666666666665)","(15.0, 19.5, 18.75)","(5.5, 7.8, 7.184615384615385)","(41.0, 55.0, 46.92307692307692)","(21.0, 44.0, 38.0)","(3.3, 5.0, 4.7375)","(61.0, 80.0, 66.36363636363636)"
05-01-2023 14:29:08.521403,"(6.0, 8.2, 7.699999999999999)","(2.05, 2.54, 2.444)","(15.0, 19.0, 18.625)","(5.5, 7.8, 7.2)","(41.0, 55.0, 44.285714285714285)","(21.0, 44.0, 38.0)","(3.3, 5.1, 4.875)","(61.0, 80.0, 66.36363636363636)"
05-01-2023 14:29:10.014335,"(6.0, 7.8, 7.68)","(2.05, 2.52, 2.49)","(15.0, 19.0, 18.625)","(5.5, 7.6, 7.449999999999999)","(41.0, 50.0, 47.5)","(21.0, 44.0, 38.0)","(3.3, 5.3, 5.1875)","(61.0, 80.0, 66.36363636363636)"
05-01-2023 14:29:11.296561,"(6.0, 7.8, 7.447058823529412)","(2.05, 2.56, 2.49)","(15.0, 19.0, 18.625)","(5.5, 7.6, 7.469565217391304)","(41.0, 50.0, 50.666666666666664)","(21.0, 44.0, 36.5)","(3.3, 5.2, 5.288461538461538)","(61.0, 80.0, 62.0)"
05-01-2023 14:29:12.684880,"(6.0, 7.8, 7.447058823529412)","(2.05, 2.54, 2.4485714285714284)","(15.0, 19.0, 18.625)","(5.5, 7.6, 7.12)","(41.0, 55.0, 46.90909090909091)","(21.0, 44.0, 36.5)","(3.3, 5.3, 5.254545454545454)","(61.0, 80.0, 61.25)"
05-01-2023 14:29:14.100148,"(6.0, 7.8, 7.35)","(2.05, 2.52, 2.453333333333333)","(15.0, 19.0, 18.625)","(5.5, 7.6, 7.12)","(41.0, 60.0, 48.4)","(21.0, 44.0, 36.5)","(3.3, 5.3, 5.008333333333333)","(61.0, 80.0, 61.25)"
05-01-2023 14:29:15.443822,"(6.0, 7.8, 7.35)","(2.05, 2.52, 2.453333333333333)","(15.0, 19.0, 18.625)","(5.5, 7.6, 7.12)","(41.0, 55.0, 48.0)","(21.0, 44.0, 36.5)","(3.3, 5.3, 5.725)","(61.0, 80.0, 61.25)"
05-01-2023 14:29:16.837194,"(6.0, 7.8, 7.35)","(2.05, 2.52, 2.448)","(15.0, 19.0, 18.625)","(5.5, 7.6, 7.12)","(41.0, 50.0, 42.5)","(21.0, 44.0, 36.5)","(3.3, 6.0, 5.406666666666667)","(61.0, 80.0, 61.25)"
05-01-2023 14:29:18.140441,"(6.0, 7.8, 7.35)","(2.05, 2.52, 2.41025641025641)","(15.0, 19.0, 18.625)","(5.5, 7.6, 7.12)","(41.0, 50.0, 44.0)","(21.0, 44.0, 36.5)","(3.3, 5.5, 5.15)","(61.0, 80.0, 61.25)"
05-01-2023 14:29:19.482858,"(6.0, 7.6, 7.182608695652173)","(2.05, 2.5, 2.4485714285714284)","(15.0, 19.0, 18.625)","(5.5, 7.6, 7.12)","(41.0, 50.0, 44.0)","(21.0, 44.0, 35.333333333333336)","(3.3, 5.9, 5.206666666666667)","(61.0, 80.0, 61.25)"
05-01-2023 14:29:20.822666,"(6.0, 7.8, 6.283333333333333)","(2.05, 2.5, 2.4314285714285715)","(15.0, 19.0, 18.625)","(5.5, 7.6, 7.333333333333333)","(41.0, 50.0, 44.0)","(21.0, 42.0, 36.857142857142854)","(3.3, 5.4, 5.24)","(61.0, 80.0, 61.25)"
05-01-2023 14:29:22.294456,"(6.0, 7.6, 6.615384615384615)","(2.05, 2.5, 2.4571428571428573)","(15.0, 19.0, 18.625)","(5.5, 7.6, 7.333333333333333)","(41.0, 50.0, 44.0)","(21.0, 42.0, 36.857142857142854)","(3.3, 5.3, 5.38)","(61.0, 80.0, 61.25)"
05-01-2023 14:29:23.693987,"(6.0, 7.6, 7.163636363636364)","(2.05, 2.56, 2.476)","(15.0, 19.0, 18.625)","(5.5, 7.6, 7.333333333333333)","(41.0, 50.0, 44.0)","(21.0, 42.0, 36.857142857142854)","(3.3, 5.5, 5.2)","(61.0, 80.0, 61.25)"
05-01-2023 14:29:25.100836,"(6.0, 7.6, 7.275)","(2.05, 2.54, 2.433333333333333)","(15.0, 19.0, 18.625)","(5.5, 7.6, 7.333333333333333)","(41.0, 50.0, 44.0)","(21.0, 42.0, 36.857142857142854)","(3.3, 5.8, 5.3076923076923075)","(61.0, 80.0, 61.25)"
05-01-2023 14:29:26.745920,"(6.0, 7.4, 7.16)","(2.05, 2.54, 2.433333333333333)","(15.0, 19.0, 18.625)","(5.5, 7.6, 7.333333333333333)","(41.0, 50.0, 44.0)","(21.0, 42.0, 36.857142857142854)","(3.3, 5.8, 5.3076923076923075)","(61.0, 80.0, 61.25)"
05-01-2023 14:29:28.293643,"(6.0, 7.4, 7.16)","(2.05, 2.54, 2.433333333333333)","(15.0, 19.0, 18.625)","(5.5, 7.6, 7.333333333333333)","(41.0, 50.0, 49.14285714285714)","(21.0, 42.0, 36.857142857142854)","(3.3, 5.8, 5.363636363636363)","(61.0, 80.0, 75.45454545454545)"
05-01-2023 14:29:29.857714,"(6.0, 7.4, 7.177777777777778)","(2.05, 2.54, 2.433333333333333)","(15.0, 19.0, 18.625)","(5.5, 7.6, 7.333333333333333)","(41.0, 50.0, 49.14285714285714)","(21.0, 42.0, 36.857142857142854)","(3.3, 5.8, 5.266666666666667)","(61.0, 80.0, 75.45454545454545)"
05-01-2023 14:29:31.255123,"(6.0, 7.4, 7.246153846153847)","(2.05, 2.54, 2.433333333333333)","(15.0, 19.0, 18.625)","(5.5, 7.6, 7.333333333333333)","(41.0, 50.0, 46.4)","(21.0, 42.0, 36.857142857142854)","(3.3, 5.8, 5.3)","(61.0, 80.0, 65.0)"
05-01-2023 14:29:32.698474,"(6.0, 7.4, 7.114285714285715)","(2.05, 2.54, 2.433333333333333)","(15.0, 19.0, 18.625)","(5.5, 7.6, 7.333333333333333)","(51.0, 50.0, 46.4)","(26.0, 42.0, 36.857142857142854)","(3.3, 5.6, 5.033333333333333)","(71.0, 80.0, 68.75)"
05-01-2023 14:29:34.075328,"(6.0, 7.4, 7.155555555555555)","(2.05, 2.54, 2.433333333333333)","(15.0, 19.0, 18.625)","(5.5, 7.6, 8.072727272727272)","(51.0, 50.0, 49.14285714285714)","(26.0, 42.0, 36.857142857142854)","(3.3, 5.2, 4.991666666666667)","(71.0, 80.0, 68.75)"
05-01-2023 14:29:35.542816,"(6.0, 7.6, 7.225)","(2.05, 2.54, 2.433333333333333)","(15.0, 19.0, 18.625)","(5.5, 8.2, 7.076923076923077)","(51.0, 50.0, 48.0)","(26.0, 42.0, 36.857142857142854)","(3.3, 5.2, 5.12)","(71.0, 80.0, 75.3125)"
05-01-2023 14:29:36.947701,"(6.0, 7.6, 7.225)","(2.05, 2.54, 2.44)","(15.0, 19.0, 18.625)","(5.5, 8.0, 7.142857142857143)","(51.0, 50.0, 48.0)","(26.0, 42.0, 36.857142857142854)","(3.3, 5.6, 4.875)","(71.0, 80.0, 65.0)"
05-01-2023 14:29:38.335879,"(6.0, 7.6, 7.225)","(2.05, 2.54, 2.44)","(15.0, 19.0, 18.625)","(5.5, 8.0, 7.2)","(51.0, 50.0, 48.0)","(26.0, 42.0, 37.5)","(3.3, 5.0, 4.911764705882353)","(71.0, 80.0, 68.0)"
05-01-2023 14:29:39.917192,"(6.0, 7.6, 7.376470588235294)","(2.05, 2.54, 2.44)","(15.0, 19.0, 18.625)","(5.5, 8.0, 7.2)","(51.0, 50.0, 49.14285714285714)","(26.0, 42.0, 37.5)","(3.3, 5.0, 4.892857142857143)","(71.0, 80.0, 73.57142857142857)"
05-01-2023 14:29:41.328113,"(6.0, 7.8, 7.418181818181818)","(2.05, 2.54, 2.44)","(15.0, 19.0, 18.625)","(5.5, 8.0, 7.2)","(51.0, 50.0, 49.14285714285714)","(26.0, 42.0, 37.5)","(3.3, 5.0, 5.214285714285714)","(71.0, 80.0, 73.57142857142857)"
05-01-2023 14:29:42.946207,"(6.0, 7.8, 7.6)","(2.05, 2.54, 2.44)","(15.0, 19.0, 18.625)","(5.5, 8.0, 7.2)","(51.0, 50.0, 49.14285714285714)","(26.0, 42.0, 37.5)","(3.3, 5.3, 5.15)","(71.0, 80.0, 73.57142857142857)"
05-01-2023 14:29:44.298974,"(6.0, 7.8, 7.6)","(2.05, 2.54, 2.4236363636363634)","(15.0, 19.0, 18.625)","(5.5, 8.0, 7.111111111111111)","(51.0, 50.0, 46.4)","(26.0, 42.0, 37.5)","(3.3, 5.3, 4.94)","(71.0, 80.0, 71.15384615384616)"
05-01-2023 14:29:45.702331,"(6.0, 7.8, 7.425)","(2.05, 2.54, 2.4236363636363634)","(15.0, 19.0, 18.625)","(5.5, 8.0, 7.111111111111111)","(51.0, 50.0, 46.4)","(26.0, 42.0, 37.5)","(3.3, 5.3, 4.830769230769231)","(71.0, 75.0, 71.15384615384616)"
05-01-2023 14:29:47.049342,"(6.0, 8.4, 8.155555555555555)","(2.05, 2.54, 2.44)","(15.0, 19.0, 18.625)","(5.5, 8.0, 7.111111111111111)","(51.0, 50.0, 49.14285714285714)","(26.0, 42.0, 37.5)","(3.3, 5.2, 4.771428571428571)","(71.0, 75.0, 61.81818181818182)"
05-01-2023 14:29:48.474618,"(6.0, 8.6, 8.21111111111111)","(2.05, 2.54, 2.4236363636363634)","(15.0, 19.0, 18.625)","(5.5, 8.0, 7.111111111111111)","(51.0, 50.0, 47.42857142857143)","(26.0, 42.0, 37.5)","(3.3, 5.2, 4.808333333333334)","(71.0, 70.0, 61.81818181818182)"
05-01-2023 14:29:49.805058,"(6.0, 8.6, 7.822222222222222)","(2.05, 2.54, 2.4236363636363634)","(15.0, 19.0, 18.625)","(5.5, 8.0, 7.466666666666667)","(51.0, 50.0, 47.42857142857143)","(26.0, 42.0, 37.5)","(3.3, 5.1, 4.781818181818182)","(71.0, 70.0, 64.0909090909091)"
05-01-2023 14:29:51.029718,"(6.0, 8.6, 7.8)","(2.05, 2.54, 2.44)","(15.0, 19.0, 18.625)","(5.5, 8.0, 7.616)","(51.0, 50.0, 47.42857142857143)","(26.0, 42.0, 37.5)","(3.3, 5.0, 4.714285714285714)","(71.0, 65.0, 64.0909090909091)"
05-01-2023 14:29:52.345330,"(6.0, 8.6, 8.028571428571428)","(2.05, 2.54, 2.44)","(15.0, 19.0, 18.625)","(5.5, 8.0, 7.542857142857143)","(51.0, 50.0, 49.14285714285714)","(26.0, 42.0, 37.5)","(3.3, 5.0, 4.65)","(71.0, 65.0, 64.0909090909091)"
05-01-2023 14:29:53.632008,"(6.0, 8.6, 8.028571428571428)","(2.05, 2.54, 2.44)","(15.0, 19.0, 18.625)","(5.5, 8.0, 7.466666666666667)","(51.0, 50.0, 46.4)","(26.0, 42.0, 37.5)","(3.3, 5.0, 4.65)","(71.0, 65.0, 63.69565217391305)"
05-01-2023 14:29:54.898415,"(6.0, 8.6, 8.028571428571428)","(2.05, 2.54, 2.44)","(15.0, 19.0, 19.45)","(5.5, 8.0, 7.466666666666667)","(51.0, 50.0, 46.4)","(26.0, 42.0, 37.5)","(3.3, 5.0, 4.65)","(71.0, 65.0, 63.69565217391305)"
05-01-2023 14:29:56.125729,"(6.0, 8.6, 8.028571428571428)","(2.05, 2.54, 2.44)","(15.0, 24.0, 20.125)","(5.5, 8.0, 7.466666666666667)","(51.0, 50.0, 49.14285714285714)","(26.0, 42.0, 37.5)","(3.3, 5.0, 4.766666666666667)","(71.0, 65.0, 59.54545454545455)"
05-01-2023 14:29:57.414022,"(6.0, 8.6, 8.028571428571428)","(2.05, 2.54, 2.44)","(15.0, 22.0, 20.125)","(5.5, 8.0, 7.466666666666667)","(51.0, 50.0, 49.14285714285714)","(26.0, 42.0, 37.5)","(3.3, 5.0, 4.84)","(71.0, 60.0, 59.54545454545455)"
05-01-2023 14:29:58.797179,"(6.0, 8.6, 8.028571428571428)","(2.05, 2.54, 2.44)","(15.0, 22.0, 20.125)","(5.5, 8.0, 7.466666666666667)","(51.0, 50.0, 49.14285714285714)","(26.0, 42.0, 37.5)","(3.3, 5.0, 4.84)","(71.0, 60.0, 59.54545454545455)"
05-01-2023 14:30:00.213941,"(6.0, 8.6, 8.028571428571428)","(2.05, 2.54, 2.44)","(15.0, 22.0, 20.125)","(5.5, 8.0, 7.466666666666667)","(51.0, 50.0, 48.36363636363636)","(26.0, 42.0, 37.5)","(3.3, 5.0, 4.781818181818182)","(71.0, 60.0, 63.69565217391305)"
05-01-2023 14:30:01.545991,"(6.0, 8.6, 8.028571428571428)","(2.05, 2.54, 2.44)","(15.0, 22.0, 20.125)","(5.5, 8.0, 7.466666666666667)","(51.0, 50.0, 48.36363636363636)","(26.0, 42.0, 37.5)","(3.3, 5.0, 4.781818181818182)","(71.0, 65.0, 63.69565217391305)"
05-01-2023 14:30:02.853727,"(6.0, 8.6, 8.028571428571428)","(2.05, 2.54, 2.44)","(15.0, 22.0, 20.125)","(5.5, 8.0, 7.466666666666667)","(51.0, 50.0, 48.0)","(26.0, 42.0, 37.5)","(3.3, 5.0, 4.781818181818182)","(71.0, 65.0, 63.69565217391305)"
05-01-2023 14:30:04.044372,"(6.0, 8.6, 8.028571428571428)","(2.05, 2.54, 2.44)","(15.0, 22.0, 20.125)","(5.5, 8.0, 7.466666666666667)","(51.0, 50.0, 47.42857142857143)","(26.0, 42.0, 37.5)","(3.3, 5.0, 4.781818181818182)","(71.0, 65.0, 63.69565217391305)"
05-01-2023 14:30:05.380181,"(6.0, 8.6, 8.028571428571428)","(2.05, 2.54, 2.4236363636363634)","(15.0, 22.0, 20.125)","(5.5, 8.0, 7.466666666666667)","(51.0, 50.0, 49.14285714285714)","(26.0, 42.0, 38.4)","(3.3, 5.0, 4.781818181818182)","(71.0, 65.0, 63.69565217391305)"
05-01-2023 14:30:06.713674,"(6.0, 8.6, 8.028571428571428)","(2.05, 2.54, 2.4236363636363634)","(15.0, 22.0, 20.125)","(5.5, 8.0, 7.6)","(51.0, 50.0, 46.4)","(26.0, 42.0, 41.0)","(3.3, 5.0, 4.828571428571428)","(71.0, 65.0, 63.69565217391305)"
05-01-2023 14:30:07.972321,"(6.0, 8.6, 8.028571428571428)","(2.05, 2.54, 2.44)","(15.0, 22.0, 20.125)","(5.5, 8.0, 7.6)","(51.0, 50.0, 46.4)","(26.0, 46.0, 41.0)","(3.3, 5.0, 4.828571428571428)","(71.0, 65.0, 63.69565217391305)"
05-01-2023 14:30:09.296309,"(6.0, 8.6, 8.028571428571428)","(2.05, 2.54, 2.473333333333333)","(15.0, 22.0, 20.125)","(5.5, 8.0, 7.6)","(51.0, 50.0, 48.2)","(26.0, 48.0, 40.8)","(3.3, 5.0, 4.828571428571428)","(71.0, 65.0, 63.69565217391305)"
05-01-2023 14:30:10.693379,"(6.0, 8.6, 8.028571428571428)","(2.05, 2.54, 2.473333333333333)","(15.0, 22.0, 20.125)","(5.5, 8.0, 7.6)","(51.0, 50.0, 47.75)","(26.0, 48.0, 39.0)","(3.3, 5.0, 4.828571428571428)","(71.0, 65.0, 63.69565217391305)"
05-01-2023 14:30:11.965124,"(6.0, 8.6, 8.028571428571428)","(2.05, 2.54, 2.473333333333333)","(15.0, 22.0, 20.125)","(5.5, 8.0, 7.6)","(51.0, 50.0, 47.75)","(26.0, 48.0, 39.0)","(3.3, 5.0, 4.828571428571428)","(71.0, 65.0, 63.69565217391305)"
05-01-2023 14:30:13.262964,"(6.0, 8.6, 8.028571428571428)","(2.05, 2.54, 2.4699999999999998)","(15.0, 22.0, 20.125)","(5.5, 8.0, 7.6)","(51.0, 50.0, 47.75)","(26.0, 48.0, 39.0)","(3.3, 5.0, 4.828571428571428)","(71.0, 65.0, 63.69565217391305)"
05-01-2023 14:30:14.564193,"(6.0, 8.6, 8.028571428571428)","(2.05, 2.54, 2.4699999999999998)","(15.0, 22.0, 20.125)","(5.5, 8.0, 7.6)","(51.0, 50.0, 47.75)","(26.0, 48.0, 39.0)","(3.3, 5.0, 4.828571428571428)","(71.0, 65.0, 63.69565217391305)"
05-01-2023 14:30:15.722252,"(6.0, 8.6, 8.028571428571428)","(2.05, 2.54, 2.4699999999999998)","(15.0, 22.0, 20.125)","(5.5, 8.0, 7.6)","(51.0, 50.0, 47.75)","(26.0, 48.0, 40.0)","(3.3, 5.0, 4.733333333333333)","(71.0, 65.0, 63.69565217391305)"
05-01-2023 14:30:16.921560,"(6.0, 8.6, 8.028571428571428)","(2.05, 2.54, 2.486153846153846)","(15.0, 22.0, 20.125)","(5.5, 8.0, 7.6)","(51.0, 50.0, 47.75)","(26.0, 48.0, 37.666666666666664)","(3.3, 5.0, 4.733333333333333)","(71.0, 65.0, 58.625)"
05-01-2023 14:30:18.139191,"(6.0, 8.6, 8.028571428571428)","(2.05, 2.54, 2.486153846153846)","(15.0, 22.0, 20.5625)","(5.5, 8.0, 7.6)","(51.0, 50.0, 47.75)","(26.0, 46.0, 37.666666666666664)","(3.3, 5.0, 4.66)","(71.0, 65.0, 57.5625)"
05-01-2023 14:30:19.378515,"(6.0, 8.6, 8.028571428571428)","(2.05, 2.54, 2.486153846153846)","(15.0, 21.0, 20.5625)","(5.5, 8.0, 7.6)","(51.0, 50.0, 47.75)","(26.0, 46.0, 37.666666666666664)","(3.3, 4.9, 4.66)","(71.0, 65.0, 57.5625)"
05-01-2023 14:30:20.648713,"(6.0, 8.6, 8.028571428571428)","(2.05, 2.54, 2.486153846153846)","(15.0, 21.0, 20.5625)","(5.5, 8.0, 7.6)","(51.0, 50.0, 47.75)","(26.0, 46.0, 37.666666666666664)","(3.3, 4.9, 4.6692307692307695)","(61.0, 65.0, 57.5625)"
05-01-2023 14:30:21.909547,"(6.0, 8.6, 8.028571428571428)","(2.05, 2.54, 2.486153846153846)","(15.0, 21.0, 20.5625)","(5.5, 8.0, 7.6)","(51.0, 50.0, 47.0)","(26.0, 46.0, 37.666666666666664)","(3.3, 4.9, 4.6692307692307695)","(61.0, 65.0, 57.5625)"
05-01-2023 14:30:23.199357,"(6.0, 8.6, 8.028571428571428)","(2.05, 2.54, 2.486153846153846)","(15.0, 21.0, 20.5625)","(5.5, 8.0, 7.6)","(51.0, 50.0, 49.5)","(26.0, 46.0, 37.666666666666664)","(3.3, 4.9, 4.7125)","(61.0, 65.0, 57.5625)"
05-01-2023 14:30:24.516590,"(6.0, 8.6, 8.028571428571428)","(2.05, 2.54, 2.486153846153846)","(15.0, 21.0, 20.5625)","(5.5, 8.0, 7.6)","(51.0, 60.0, 47.55555555555556)","(26.0, 46.0, 37.666666666666664)","(3.3, 4.9, 4.7125)","(61.0, 65.0, 57.5625)"
05-01-2023 14:30:25.856406,"(6.0, 8.6, 8.028571428571428)","(2.05, 2.54, 2.486153846153846)","(15.0, 21.0, 20.5625)","(5.5, 8.0, 7.6)","(51.0, 60.0, 47.55555555555556)","(26.0, 46.0, 37.666666666666664)","(3.3, 4.9, 4.7125)","(61.0, 65.0, 57.5625)"
05-01-2023 14:30:27.167342,"(6.0, 8.6, 8.028571428571428)","(2.05, 2.54, 2.486153846153846)","(15.0, 21.0, 20.5625)","(5.5, 8.0, 7.6)","(51.0, 60.0, 47.55555555555556)","(26.0, 46.0, 37.666666666666664)","(3.3, 4.9, 4.7125)","(61.0, 65.0, 57.5625)"
05-01-2023 14:30:28.719117,"(6.0, 8.6, 8.028571428571428)","(2.05, 2.54, 2.486153846153846)","(15.0, 21.0, 20.5625)","(5.5, 8.0, 7.6)","(51.0, 60.0, 50.4)","(26.0, 46.0, 37.666666666666664)","(3.3, 4.9, 4.7125)","(61.0, 65.0, 57.5625)"
05-01-2023 14:30:30.109043,"(6.0, 8.6, 8.028571428571428)","(2.05, 2.54, 2.486153846153846)","(15.0, 21.0, 20.5625)","(5.5, 8.0, 7.6)","(51.0, 60.0, 50.4)","(26.0, 46.0, 37.666666666666664)","(3.3, 4.9, 4.7125)","(61.0, 65.0, 51.875)"
05-01-2023 14:30:31.476721,"(6.0, 8.6, 8.028571428571428)","(2.05, 2.54, 2.486153846153846)","(15.0, 21.0, 20.5625)","(5.5, 8.0, 7.6)","(51.0, 60.0, 50.4)","(26.0, 46.0, 38.5)","(3.3, 4.9, 4.7125)","(61.0, 65.0, 51.875)"
05-01-2023 14:30:32.696437,"(6.0, 8.6, 8.028571428571428)","(2.05, 2.54, 2.486153846153846)","(15.0, 21.0, 20.5625)","(5.5, 8.0, 7.6)","(51.0, 60.0, 50.4)","(26.0, 46.0, 42.25)","(3.3, 4.9, 4.7125)","(61.0, 65.0, 51.875)"
05-01-2023 14:30:33.916712,"(6.0, 8.6, 8.028571428571428)","(2.05, 2.54, 2.486153846153846)","(15.0, 21.0, 20.5625)","(5.5, 8.0, 7.6)","(51.0, 60.0, 50.4)","(26.0, 46.0, 42.25)","(3.3, 4.9, 4.7125)","(61.0, 65.0, 51.875)"
05-01-2023 14:30:35.166018,"(6.0, 8.6, 8.028571428571428)","(2.05, 2.54, 2.486153846153846)","(15.0, 21.0, 20.5625)","(5.5, 8.0, 7.6)","(51.0, 60.0, 50.4)","(26.0, 46.0, 42.25)","(3.3, 4.9, 4.7125)","(61.0, 65.0, 51.875)"
05-01-2023 14:30:36.439916,"(6.0, 8.6, 8.028571428571428)","(2.05, 2.54, 2.486153846153846)","(15.0, 21.0, 20.5625)","(5.5, 8.0, 7.454545454545454)","(51.0, 60.0, 51.6)","(26.0, 46.0, 42.0)","(3.3, 4.9, 4.7125)","(61.0, 65.0, 51.875)"
