,Luvtoo,Flying Banyula,R N R Beach Nz,Call Me Dragon,Shez Bettors Babe,Imperious,Esther Rising,Desmond,Shooin
06-01-2023 15:24:21.100449,"(4.4, 7.0, 6.2)","(2.8, 4.1, 3.8499999999999996)","(1.95, 99999, 99990)","(14.0, 24.0, 18.0)","(81.0, 210.0, 177.14285714285714)","(17.0, 40.0, 32.166666666666664)","(51.0, 85.0, 79.5)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 64.0)"
06-01-2023 15:24:22.467248,"(4.4, 7.0, 6.2)","(2.8, 4.1, 3.8499999999999996)","(1.95, 99999, 99990)","(14.0, 26.0, 20.5)","(81.0, 210.0, 177.14285714285714)","(17.0, 40.0, 32.166666666666664)","(51.0, 90.0, 76.2)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 64.0)"
06-01-2023 15:24:23.799106,"(4.4, 7.0, 6.2)","(2.8, 4.1, 3.8499999999999996)","(1.95, 99999, 99990)","(14.0, 27.0, 20.5)","(81.0, 210.0, 177.14285714285714)","(17.0, 40.0, 32.166666666666664)","(51.0, 95.0, 76.2)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 64.0)"
06-01-2023 15:24:25.189398,"(4.4, 7.0, 6.2)","(2.8, 4.1, 3.8499999999999996)","(1.95, 99999, 99990)","(14.0, 27.0, 20.5)","(81.0, 210.0, 177.14285714285714)","(17.0, 40.0, 32.166666666666664)","(51.0, 95.0, 76.2)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 64.0)"
06-01-2023 15:24:26.581548,"(4.4, 7.0, 6.2)","(2.8, 4.1, 3.9999999999999996)","(1.95, 99999, 99990)","(14.0, 27.0, 18.0)","(81.0, 210.0, 177.14285714285714)","(17.0, 40.0, 32.166666666666664)","(51.0, 95.0, 86.0)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 64.0)"
06-01-2023 15:24:28.181183,"(4.4, 7.0, 6.2)","(2.8, 4.1, 3.9999999999999996)","(1.95, 99999, 99990)","(14.0, 26.0, 17.0)","(81.0, 210.0, 165.0)","(17.0, 40.0, 32.166666666666664)","(51.0, 95.0, 86.0)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 64.0)"
06-01-2023 15:24:29.726775,"(4.4, 7.0, 6.2)","(2.8, 4.1, 4.0)","(1.95, 99999, 99990)","(14.0, 20.0, 17.0)","(81.0, 210.0, 145.0)","(17.0, 40.0, 32.166666666666664)","(51.0, 95.0, 77.5)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 64.0)"
06-01-2023 15:24:31.411793,"(4.4, 7.0, 6.2)","(2.8, 4.2, 3.9999999999999996)","(1.95, 99999, 99990)","(14.0, 20.0, 18.0)","(81.0, 210.0, 145.0)","(17.0, 40.0, 32.166666666666664)","(51.0, 95.0, 77.5)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 64.0)"
06-01-2023 15:24:32.816133,"(4.4, 7.0, 6.2)","(2.8, 4.1, 3.9999999999999996)","(1.95, 99999, 99990)","(14.0, 26.0, 18.0)","(81.0, 210.0, 145.0)","(17.0, 40.0, 32.166666666666664)","(51.0, 95.0, 77.5)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 64.0)"
06-01-2023 15:24:34.498968,"(4.4, 7.0, 5.866666666666667)","(2.8, 4.1, 3.9749999999999996)","(1.95, 99999, 99990)","(14.0, 26.0, 21.833333333333336)","(81.0, 210.0, 145.0)","(17.0, 40.0, 27.555555555555557)","(51.0, 95.0, 83.33333333333333)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 80.18181818181819)"
06-01-2023 15:24:35.851584,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.1, 3.9749999999999996)","(1.95, 99999, 99990)","(14.0, 26.0, 21.833333333333336)","(81.0, 210.0, 145.0)","(17.0, 42.0, 27.555555555555557)","(51.0, 95.0, 83.33333333333333)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 80.18181818181819)"
06-01-2023 15:24:37.252161,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.1, 3.96)","(1.95, 99999, 99990)","(14.0, 26.0, 21.833333333333336)","(81.0, 210.0, 145.0)","(17.0, 42.0, 27.555555555555557)","(51.0, 95.0, 83.33333333333333)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 80.18181818181819)"
06-01-2023 15:24:38.503578,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.2, 3.96)","(1.95, 99999, 99990)","(14.0, 26.0, 21.166666666666668)","(81.0, 210.0, 145.0)","(17.0, 42.0, 27.555555555555557)","(51.0, 95.0, 83.33333333333333)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 80.18181818181819)"
06-01-2023 15:24:39.875719,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.2, 3.96)","(1.95, 99999, 99990)","(14.0, 25.0, 21.166666666666668)","(81.0, 210.0, 145.0)","(17.0, 42.0, 27.555555555555557)","(51.0, 95.0, 83.33333333333333)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 80.18181818181819)"
06-01-2023 15:24:41.260657,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.2, 3.96)","(1.95, 99999, 99990)","(14.0, 25.0, 21.166666666666668)","(81.0, 210.0, 145.0)","(17.0, 42.0, 27.555555555555557)","(51.0, 95.0, 83.33333333333333)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 80.18181818181819)"
06-01-2023 15:24:42.612352,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.2, 3.96)","(1.95, 99999, 99990)","(14.0, 25.0, 21.166666666666668)","(81.0, 210.0, 145.0)","(17.0, 42.0, 27.555555555555557)","(51.0, 95.0, 83.33333333333333)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 80.18181818181819)"
06-01-2023 15:24:44.041181,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.2, 3.96)","(1.95, 99999, 99990)","(14.0, 25.0, 21.166666666666668)","(81.0, 210.0, 183.0)","(17.0, 42.0, 27.555555555555557)","(51.0, 95.0, 83.33333333333333)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 80.18181818181819)"
06-01-2023 15:24:45.308659,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.2, 3.96)","(1.95, 99999, 99990)","(14.0, 25.0, 20.5)","(81.0, 210.0, 183.0)","(17.0, 42.0, 27.555555555555557)","(51.0, 95.0, 83.33333333333333)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 80.18181818181819)"
06-01-2023 15:24:46.577917,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.2, 4.06875)","(1.95, 99999, 99990)","(14.0, 24.0, 18.25)","(81.0, 210.0, 183.0)","(17.0, 42.0, 27.555555555555557)","(51.0, 95.0, 83.33333333333333)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 64.0)"
06-01-2023 15:24:47.834513,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.2, 4.06875)","(1.95, 99999, 99990)","(14.0, 23.0, 18.25)","(81.0, 210.0, 183.0)","(17.0, 42.0, 35.2)","(51.0, 95.0, 83.33333333333333)","(41.0, 120.0, 96.0)","(41.0, 90.0, 64.0)"
06-01-2023 15:24:49.011204,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.2, 4.095)","(1.95, 99999, 99990)","(14.0, 23.0, 18.25)","(81.0, 210.0, 145.0)","(17.0, 40.0, 32.166666666666664)","(51.0, 95.0, 83.33333333333333)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 77.0)"
06-01-2023 15:24:50.231856,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.1, 3.65)","(1.95, 99999, 99990)","(14.0, 23.0, 20.88888888888889)","(81.0, 210.0, 145.0)","(17.0, 40.0, 32.166666666666664)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 77.0)"
06-01-2023 15:24:51.492730,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.1, 3.65)","(1.95, 99999, 99990)","(14.0, 23.0, 20.88888888888889)","(81.0, 210.0, 145.0)","(17.0, 40.0, 32.166666666666664)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 77.0)"
06-01-2023 15:24:52.807157,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.1, 3.65)","(1.95, 99999, 99990)","(14.0, 23.0, 20.88888888888889)","(81.0, 210.0, 145.0)","(17.0, 40.0, 32.166666666666664)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 77.0)"
06-01-2023 15:24:54.070954,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.1, 3.65)","(1.95, 99999, 99990)","(14.0, 23.0, 20.88888888888889)","(81.0, 210.0, 145.0)","(17.0, 40.0, 32.166666666666664)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 77.0)"
06-01-2023 15:24:55.279515,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.1, 3.65)","(1.95, 99999, 99990)","(14.0, 23.0, 20.88888888888889)","(81.0, 210.0, 174.28571428571428)","(17.0, 40.0, 32.166666666666664)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 77.0)"
06-01-2023 15:24:56.503686,"(4.4, 7.2, 5.866666666666667)","(2.8, 4.3, 3.45)","(1.95, 99999, 99990)","(14.0, 23.0, 17.636363636363637)","(81.0, 210.0, 174.28571428571428)","(17.0, 40.0, 32.166666666666664)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 77.0)"
06-01-2023 15:24:57.761197,"(4.4, 7.0, 5.8)","(2.8, 4.2, 3.65)","(1.95, 99999, 99990)","(14.0, 20.0, 18.166666666666664)","(81.0, 210.0, 174.28571428571428)","(17.0, 40.0, 32.166666666666664)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 77.0)"
06-01-2023 15:24:59.054731,"(4.4, 7.0, 5.8)","(2.8, 4.1, 3.65)","(1.95, 99999, 99990)","(14.0, 19.5, 18.166666666666664)","(81.0, 210.0, 174.28571428571428)","(17.0, 40.0, 32.166666666666664)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 77.0)"
06-01-2023 15:25:00.293143,"(4.4, 7.0, 5.8)","(2.8, 4.1, 3.92)","(1.95, 99999, 99990)","(14.0, 19.5, 18.166666666666664)","(81.0, 210.0, 174.28571428571428)","(17.0, 40.0, 32.166666666666664)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 77.0)"
06-01-2023 15:25:01.568416,"(4.4, 7.0, 5.8)","(2.8, 4.1, 3.92)","(1.95, 99999, 99990)","(14.0, 19.5, 18.166666666666664)","(81.0, 210.0, 174.28571428571428)","(17.0, 40.0, 32.166666666666664)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 77.0)"
06-01-2023 15:25:02.738865,"(4.4, 7.0, 5.8)","(2.8, 4.1, 3.92)","(1.95, 99999, 99990)","(14.0, 19.5, 18.166666666666664)","(81.0, 210.0, 174.28571428571428)","(17.0, 40.0, 32.166666666666664)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 77.0)"
06-01-2023 15:25:03.921588,"(4.4, 7.0, 5.8)","(2.8, 4.1, 3.875)","(1.95, 99999, 99990)","(14.0, 19.5, 17.785714285714285)","(81.0, 210.0, 174.28571428571428)","(17.0, 40.0, 27.555555555555557)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 75.14285714285714)"
06-01-2023 15:25:05.058146,"(4.4, 7.0, 5.8)","(2.8, 4.1, 3.875)","(1.95, 99999, 99990)","(14.0, 19.5, 17.785714285714285)","(81.0, 210.0, 174.28571428571428)","(17.0, 42.0, 27.555555555555557)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 75.14285714285714)"
06-01-2023 15:25:06.209651,"(4.4, 7.0, 5.8)","(2.8, 4.2, 3.8000000000000003)","(1.95, 99999, 99990)","(14.0, 19.5, 17.785714285714285)","(81.0, 210.0, 174.28571428571428)","(17.0, 42.0, 27.555555555555557)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 75.14285714285714)"
06-01-2023 15:25:07.347316,"(4.4, 7.0, 5.8)","(2.8, 4.2, 3.8000000000000003)","(1.95, 99999, 99990)","(14.0, 19.5, 17.785714285714285)","(81.0, 210.0, 174.28571428571428)","(17.0, 42.0, 27.555555555555557)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 75.14285714285714)"
06-01-2023 15:25:08.531908,"(4.4, 7.0, 5.8)","(2.8, 4.1, 3.9875)","(1.95, 99999, 99990)","(14.0, 19.5, 16.5)","(81.0, 210.0, 174.28571428571428)","(17.0, 42.0, 27.555555555555557)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 75.14285714285714)"
06-01-2023 15:25:09.777956,"(4.4, 7.0, 5.8)","(2.8, 4.1, 3.8999999999999995)","(1.95, 99999, 99990)","(14.0, 19.5, 16.5)","(81.0, 210.0, 174.28571428571428)","(17.0, 42.0, 27.555555555555557)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 75.14285714285714)"
06-01-2023 15:25:11.096913,"(4.4, 7.0, 5.8)","(2.8, 4.1, 3.8999999999999995)","(1.95, 99999, 99990)","(14.0, 19.5, 16.5)","(81.0, 210.0, 174.28571428571428)","(17.0, 42.0, 27.555555555555557)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 75.14285714285714)"
06-01-2023 15:25:12.420034,"(4.4, 7.0, 5.8)","(2.8, 4.1, 3.8999999999999995)","(1.95, 99999, 99990)","(14.0, 19.5, 16.5)","(81.0, 210.0, 172.85714285714286)","(17.0, 42.0, 27.555555555555557)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 75.71428571428572)"
06-01-2023 15:25:13.640106,"(4.4, 7.0, 5.8)","(2.8, 4.1, 3.8999999999999995)","(1.95, 99999, 99990)","(14.0, 19.5, 16.5)","(81.0, 210.0, 172.85714285714286)","(17.0, 42.0, 27.555555555555557)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 75.71428571428572)"
06-01-2023 15:25:14.769080,"(4.4, 7.0, 5.8)","(2.8, 4.1, 3.8999999999999995)","(1.95, 99999, 99990)","(14.0, 19.5, 16.5)","(81.0, 210.0, 177.5)","(17.0, 42.0, 27.555555555555557)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 75.71428571428572)"
06-01-2023 15:25:15.979180,"(4.4, 7.0, 5.8)","(2.8, 4.1, 3.8999999999999995)","(1.95, 99999, 99990)","(14.0, 19.5, 16.5)","(81.0, 210.0, 177.5)","(17.0, 42.0, 27.555555555555557)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 75.71428571428572)"
06-01-2023 15:25:17.238128,"(4.4, 7.0, 5.8)","(2.8, 4.1, 3.8999999999999995)","(1.95, 99999, 99990)","(14.0, 19.5, 16.5)","(81.0, 210.0, 177.5)","(17.0, 42.0, 27.555555555555557)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 75.71428571428572)"
06-01-2023 15:25:18.453167,"(4.4, 7.0, 5.8)","(2.8, 4.2, 3.84)","(1.95, 99999, 99990)","(14.0, 19.5, 18.166666666666664)","(81.0, 210.0, 147.5)","(17.0, 42.0, 32.166666666666664)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 58.0)"
06-01-2023 15:25:19.661135,"(4.4, 7.0, 5.8)","(2.8, 4.2, 4.04)","(1.95, 99999, 99990)","(14.0, 19.5, 18.3125)","(81.0, 210.0, 147.5)","(17.0, 40.0, 32.166666666666664)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 58.0)"
06-01-2023 15:25:20.850634,"(4.4, 6.8, 6.0)","(2.8, 4.1, 4.046666666666666)","(1.95, 99999, 99990)","(14.0, 19.0, 18.05)","(81.0, 210.0, 147.5)","(17.0, 40.0, 32.166666666666664)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 58.0)"
06-01-2023 15:25:22.051677,"(4.4, 6.8, 6.0)","(2.8, 4.1, 3.9124999999999996)","(1.95, 99999, 99990)","(14.0, 20.0, 18.05)","(81.0, 210.0, 147.5)","(17.0, 40.0, 32.166666666666664)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 58.0)"
06-01-2023 15:25:23.309501,"(4.4, 6.8, 6.0)","(2.8, 4.1, 3.9124999999999996)","(1.95, 99999, 99990)","(14.0, 20.0, 18.05)","(81.0, 210.0, 147.5)","(17.0, 40.0, 32.166666666666664)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 58.0)"
06-01-2023 15:25:24.636365,"(4.4, 6.8, 6.0)","(2.8, 4.1, 4.05)","(1.95, 99999, 99990)","(14.0, 20.0, 18.05)","(81.0, 210.0, 126.66666666666666)","(17.0, 40.0, 32.166666666666664)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 58.0)"
06-01-2023 15:25:25.827446,"(4.4, 6.8, 6.0)","(2.8, 4.1, 4.05)","(1.95, 99999, 99990)","(14.0, 20.0, 18.05)","(81.0, 210.0, 126.66666666666666)","(17.0, 40.0, 32.166666666666664)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 58.0)"
06-01-2023 15:25:27.017475,"(4.4, 6.8, 6.0)","(2.8, 4.1, 4.05)","(1.95, 99999, 99990)","(14.0, 20.0, 18.05)","(81.0, 210.0, 126.66666666666666)","(17.0, 40.0, 32.166666666666664)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 58.0)"
06-01-2023 15:25:28.178277,"(4.4, 6.8, 6.0)","(2.8, 4.1, 4.05)","(1.95, 99999, 99990)","(14.0, 20.0, 18.05)","(81.0, 210.0, 126.66666666666666)","(17.0, 40.0, 32.166666666666664)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 58.0)"
06-01-2023 15:25:29.393174,"(4.4, 6.8, 6.0)","(2.8, 4.1, 4.05)","(1.95, 99999, 99990)","(14.0, 20.0, 18.05)","(81.0, 210.0, 126.66666666666666)","(17.0, 40.0, 32.166666666666664)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 58.0)"
06-01-2023 15:25:30.584755,"(4.4, 6.8, 6.0)","(2.8, 4.1, 4.05)","(1.95, 99999, 99990)","(14.0, 20.0, 18.05)","(81.0, 210.0, 126.66666666666666)","(17.0, 40.0, 32.166666666666664)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 58.0)"
06-01-2023 15:25:31.799276,"(4.4, 6.8, 6.0)","(2.8, 4.1, 3.9375)","(1.95, 99999, 99990)","(14.0, 20.0, 18.05)","(81.0, 210.0, 126.66666666666666)","(17.0, 40.0, 32.166666666666664)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 66.0)"
06-01-2023 15:25:33.037382,"(4.4, 6.8, 6.0)","(2.8, 4.1, 3.9375)","(1.95, 99999, 99990)","(14.0, 20.0, 22.950000000000003)","(81.0, 210.0, 126.66666666666666)","(17.0, 40.0, 32.166666666666664)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 66.0)"
06-01-2023 15:25:34.245988,"(4.4, 7.6, 6.0)","(2.8, 4.4, 4.0875)","(1.95, 99999, 99990)","(14.0, 27.0, 16.055555555555557)","(81.0, 210.0, 172.85714285714286)","(17.0, 40.0, 27.555555555555557)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 55.33333333333333)"
06-01-2023 15:25:35.462565,"(4.4, 7.6, 6.4)","(2.8, 4.3, 4.0875)","(1.95, 99999, 99990)","(14.0, 25.0, 16.055555555555557)","(81.0, 210.0, 172.85714285714286)","(17.0, 42.0, 27.555555555555557)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 64.0)"
06-01-2023 15:25:36.663596,"(4.4, 8.0, 5.9)","(2.8, 4.3, 3.814285714285714)","(1.95, 99999, 99990)","(14.0, 25.0, 16.055555555555557)","(81.0, 210.0, 172.85714285714286)","(17.0, 42.0, 27.555555555555557)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 64.0)"
06-01-2023 15:25:37.848755,"(4.4, 7.8, 6.5)","(2.8, 4.3, 3.814285714285714)","(1.95, 99999, 99990)","(14.0, 25.0, 17.833333333333332)","(81.0, 210.0, 177.5)","(17.0, 42.0, 27.555555555555557)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 64.0)"
06-01-2023 15:25:39.034753,"(4.4, 7.8, 6.5)","(2.8, 4.3, 3.814285714285714)","(1.95, 99999, 99990)","(14.0, 20.0, 17.833333333333332)","(81.0, 210.0, 177.5)","(17.0, 42.0, 27.555555555555557)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 64.0)"
06-01-2023 15:25:40.174784,"(4.4, 7.8, 6.5)","(2.8, 4.3, 3.814285714285714)","(1.95, 99999, 99990)","(14.0, 20.0, 17.833333333333332)","(81.0, 210.0, 177.5)","(17.0, 42.0, 27.555555555555557)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 64.0)"
06-01-2023 15:25:41.336974,"(4.4, 7.8, 6.5)","(2.8, 4.3, 3.96)","(1.95, 99999, 99990)","(14.0, 20.0, 17.833333333333332)","(81.0, 210.0, 177.5)","(17.0, 42.0, 27.555555555555557)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 64.0)"
06-01-2023 15:25:42.540214,"(4.4, 7.8, 6.5)","(2.8, 4.2, 3.9000000000000004)","(1.95, 99999, 99990)","(14.0, 20.0, 20.5)","(81.0, 210.0, 168.33333333333331)","(17.0, 42.0, 27.555555555555557)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 64.0)"
06-01-2023 15:25:43.715469,"(4.4, 7.8, 6.5)","(2.8, 4.2, 3.9000000000000004)","(1.95, 99999, 99990)","(14.0, 24.0, 20.5)","(81.0, 210.0, 160.0)","(17.0, 42.0, 27.555555555555557)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 64.0)"
06-01-2023 15:25:44.911183,"(4.4, 7.8, 5.633333333333334)","(2.8, 4.2, 3.7800000000000002)","(1.95, 99999, 99990)","(14.0, 24.0, 20.5)","(81.0, 210.0, 160.0)","(17.0, 42.0, 27.555555555555557)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 64.0)"
06-01-2023 15:25:46.106679,"(4.4, 7.4, 5.75)","(2.8, 4.2, 4.075)","(1.95, 99999, 99990)","(14.0, 24.0, 20.5)","(81.0, 210.0, 160.0)","(17.0, 42.0, 27.555555555555557)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 64.0)"
06-01-2023 15:25:47.362482,"(4.4, 8.4, 5.733333333333333)","(2.8, 4.2, 4.0875)","(1.95, 99999, 99990)","(14.0, 24.0, 20.5)","(81.0, 210.0, 160.0)","(17.0, 42.0, 27.555555555555557)","(51.0, 95.0, 90.625)","(41.0, 120.0, 100.36363636363637)","(41.0, 90.0, 64.0)"
06-01-2023 15:25:48.664775,"(4.4, 8.0, 6.133333333333334)","(2.8, 4.2, 3.9571428571428573)","(1.95, 99999, 99990)","(14.0, 24.0, 20.5)","(81.0, 210.0, 130.0)","(17.0, 42.0, 32.166666666666664)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 78.44444444444444)"
06-01-2023 15:25:49.910538,"(4.4, 8.2, 7.0)","(2.8, 4.2, 4.0285714285714285)","(1.95, 99999, 99990)","(14.0, 24.0, 20.5)","(81.0, 210.0, 130.0)","(17.0, 40.0, 32.166666666666664)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 78.44444444444444)"
06-01-2023 15:25:51.081146,"(4.4, 8.2, 7.0)","(2.8, 4.3, 4.0285714285714285)","(1.95, 99999, 99990)","(14.0, 24.0, 19.833333333333332)","(81.0, 210.0, 130.0)","(17.0, 40.0, 32.166666666666664)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 78.44444444444444)"
06-01-2023 15:25:52.176195,"(4.4, 8.0, 6.6)","(2.8, 4.3, 4.0285714285714285)","(1.95, 99999, 99990)","(14.0, 23.0, 19.833333333333332)","(81.0, 210.0, 130.0)","(17.0, 40.0, 32.166666666666664)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 78.44444444444444)"
06-01-2023 15:25:53.355071,"(4.4, 7.8, 7.15)","(2.8, 4.1, 3.9749999999999996)","(1.95, 99999, 99990)","(14.0, 22.0, 19.833333333333332)","(81.0, 210.0, 130.0)","(17.0, 40.0, 32.166666666666664)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 78.44444444444444)"
06-01-2023 15:25:54.605896,"(4.4, 7.8, 7.15)","(2.8, 4.1, 3.9749999999999996)","(1.95, 99999, 99990)","(14.0, 23.0, 19.833333333333332)","(81.0, 210.0, 130.0)","(17.0, 40.0, 32.166666666666664)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 78.44444444444444)"
06-01-2023 15:25:55.857918,"(4.4, 7.8, 7.383333333333333)","(2.9, 4.1, 3.9749999999999996)","(1.95, 99999, 99990)","(14.0, 23.0, 18.357142857142858)","(81.0, 210.0, 130.0)","(17.0, 40.0, 32.166666666666664)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 78.44444444444444)"
06-01-2023 15:25:57.003363,"(4.4, 7.8, 7.383333333333333)","(2.9, 4.1, 3.9749999999999996)","(1.95, 99999, 99990)","(14.0, 22.0, 18.5)","(81.0, 210.0, 130.0)","(17.0, 40.0, 32.166666666666664)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 78.44444444444444)"
06-01-2023 15:25:58.128718,"(4.4, 7.8, 7.383333333333333)","(2.9, 4.1, 3.7249999999999996)","(1.95, 99999, 99990)","(14.0, 21.0, 18.5)","(81.0, 210.0, 130.0)","(17.0, 40.0, 32.166666666666664)","(51.0, 95.0, 90.625)","(41.0, 120.0, 73.33333333333333)","(41.0, 90.0, 78.44444444444444)"
