,Missczech,Curlin Blessing,Taking Charge Desi,Kynlies Empire,Tiz A Macho Girl,Joy In The Battle,Miss Hard Knocks,Lucy K
10-01-2023 08:15:36.647480,"(11.0, 14.5, 14.22)","(15.0, 24.0, 23.523809523809526)","(26.0, 46.0, 45.0)","(31.0, 100.0, 92.0)","(2.45, 2.8, 2.779375)","(7.5, 11.0, 10.870689655172415)","(2.3, 2.7, 2.687878787878788)","(26.0, 42.0, 39.27272727272727)"
10-01-2023 08:15:37.803382,"(11.0, 14.5, 14.333333333333334)","(15.0, 24.0, 23.391304347826086)","(26.0, 46.0, 45.0)","(31.0, 100.0, 92.0)","(2.45, 2.78, 2.796470588235294)","(7.5, 11.0, 10.25)","(2.3, 2.7, 2.68974358974359)","(26.0, 40.0, 39.166666666666664)"
10-01-2023 08:15:38.930339,"(11.0, 14.5, 14.434782608695652)","(15.0, 24.0, 23.391304347826086)","(26.0, 46.0, 44.857142857142854)","(31.0, 100.0, 91.42857142857143)","(2.45, 2.8, 2.7927272727272725)","(7.5, 10.5, 10.173913043478262)","(2.3, 2.7, 2.68974358974359)","(26.0, 40.0, 39.09090909090909)"
10-01-2023 08:15:40.107706,"(11.0, 15.0, 14.477272727272727)","(15.0, 24.0, 23.391304347826086)","(26.0, 46.0, 44.857142857142854)","(31.0, 100.0, 91.42857142857143)","(2.45, 2.8, 2.7955555555555556)","(7.5, 10.5, 10.173913043478262)","(2.3, 2.7, 2.68974358974359)","(26.0, 40.0, 38.8)"
10-01-2023 08:15:41.253337,"(11.0, 15.0, 14.477272727272727)","(15.0, 24.0, 23.391304347826086)","(26.0, 46.0, 45.0)","(31.0, 100.0, 91.42857142857143)","(2.45, 2.8, 2.7981249999999998)","(7.5, 10.5, 10.232142857142858)","(2.3, 2.7, 2.691489361702128)","(26.0, 40.0, 38.875)"
10-01-2023 08:15:42.404230,"(11.0, 15.0, 14.51063829787234)","(15.0, 24.0, 23.307692307692307)","(26.0, 46.0, 45.0)","(31.0, 100.0, 91.42857142857143)","(2.45, 2.8, 2.7981249999999998)","(7.5, 10.5, 10.232142857142858)","(2.3, 2.7, 2.691489361702128)","(26.0, 40.0, 38.714285714285715)"
10-01-2023 08:15:43.554406,"(11.0, 15.0, 14.51063829787234)","(15.0, 24.0, 23.307692307692307)","(26.0, 46.0, 45.27272727272727)","(31.0, 100.0, 91.42857142857143)","(2.45, 2.8, 2.7993333333333332)","(7.5, 10.5, 10.232142857142858)","(2.3, 2.7, 2.691489361702128)","(26.0, 40.0, 38.714285714285715)"
10-01-2023 08:15:44.710071,"(11.0, 15.0, 14.51063829787234)","(15.0, 24.0, 23.307692307692307)","(26.0, 46.0, 45.27272727272727)","(31.0, 100.0, 91.42857142857143)","(2.45, 2.8, 2.7993333333333332)","(7.5, 10.5, 10.158536585365853)","(2.3, 2.7, 2.691489361702128)","(26.0, 40.0, 38.714285714285715)"
10-01-2023 08:15:45.843781,"(11.0, 15.0, 14.51063829787234)","(15.0, 24.0, 23.307692307692307)","(26.0, 46.0, 45.27272727272727)","(31.0, 100.0, 91.42857142857143)","(2.45, 2.8, 2.7993333333333332)","(7.5, 10.5, 10.121621621621621)","(2.3, 2.7, 2.691489361702128)","(26.0, 40.0, 38.714285714285715)"
10-01-2023 08:15:46.961922,"(11.0, 15.0, 14.51063829787234)","(15.0, 24.0, 23.307692307692307)","(26.0, 46.0, 45.27272727272727)","(31.0, 100.0, 91.42857142857143)","(2.45, 2.8, 2.7993333333333332)","(7.5, 10.5, 10.088235294117647)","(2.3, 2.7, 2.691489361702128)","(26.0, 40.0, 38.714285714285715)"
10-01-2023 08:15:48.105549,"(11.0, 15.0, 14.51063829787234)","(15.0, 24.0, 23.307692307692307)","(26.0, 46.0, 45.27272727272727)","(31.0, 100.0, 91.42857142857143)","(2.45, 2.8, 2.79126213592233)","(7.5, 10.5, 10.088235294117647)","(2.3, 2.7, 2.691489361702128)","(26.0, 40.0, 38.714285714285715)"
10-01-2023 08:15:49.279925,"(11.0, 15.0, 14.545454545454545)","(15.0, 24.0, 23.307692307692307)","(26.0, 46.0, 45.27272727272727)","(31.0, 100.0, 91.42857142857143)","(2.45, 2.82, 2.79126213592233)","(7.5, 10.5, 10.088235294117647)","(2.3, 2.7, 2.6931914893617024)","(26.0, 40.0, 38.714285714285715)"
10-01-2023 08:15:50.354288,"(11.0, 15.0, 14.545454545454545)","(15.0, 24.0, 23.307692307692307)","(26.0, 46.0, 45.27272727272727)","(31.0, 100.0, 91.42857142857143)","(2.45, 2.82, 2.7657142857142856)","(7.5, 10.5, 10.075)","(2.3, 2.7, 2.7490196078431373)","(26.0, 40.0, 38.714285714285715)"
10-01-2023 08:15:51.465978,"(11.0, 15.0, 14.545454545454545)","(15.0, 24.0, 23.307692307692307)","(26.0, 46.0, 45.27272727272727)","(31.0, 100.0, 91.42857142857143)","(2.45, 2.78, 2.7431460674157306)","(7.5, 10.5, 10.075)","(2.3, 2.76, 2.743478260869565)","(26.0, 40.0, 38.5)"
10-01-2023 08:15:52.590787,"(11.0, 15.0, 14.488888888888889)","(15.0, 24.0, 23.307692307692307)","(26.0, 46.0, 45.27272727272727)","(31.0, 100.0, 91.42857142857143)","(2.45, 2.78, 2.7699999999999996)","(7.5, 10.5, 10.075)","(2.3, 2.76, 2.7366834170854273)","(26.0, 40.0, 38.5)"
10-01-2023 08:15:53.618580,"(11.0, 15.0, 14.488888888888889)","(15.0, 24.0, 23.307692307692307)","(26.0, 46.0, 45.27272727272727)","(31.0, 100.0, 91.42857142857143)","(2.45, 2.8, 2.7679245283018865)","(7.5, 10.5, 9.922033898305084)","(2.3, 2.74, 2.7360386473429954)","(26.0, 40.0, 38.5)"
10-01-2023 08:15:54.667623,"(11.0, 15.0, 14.458333333333334)","(15.0, 24.0, 23.36)","(26.0, 46.0, 44.666666666666664)","(31.0, 100.0, 91.42857142857143)","(2.45, 2.78, 2.775)","(7.5, 10.0, 9.78556701030928)","(2.3, 2.74, 2.7432911392405064)","(26.0, 40.0, 38.5)"
10-01-2023 08:15:55.753639,"(11.0, 15.0, 14.458333333333334)","(15.0, 24.0, 23.36)","(26.0, 46.0, 42.76923076923077)","(31.0, 100.0, 91.42857142857143)","(2.45, 2.78, 2.7699999999999996)","(7.5, 9.8, 9.771134020618558)","(2.3, 2.76, 2.7432911392405064)","(26.0, 40.0, 38.5)"
10-01-2023 08:15:56.766252,"(11.0, 15.0, 14.458333333333334)","(15.0, 24.0, 23.36)","(26.0, 48.0, 44.705882352941174)","(31.0, 100.0, 91.42857142857143)","(2.45, 2.78, 2.7699999999999996)","(7.5, 9.8, 9.771134020618558)","(2.3, 2.76, 2.7451282051282053)","(26.0, 40.0, 38.5)"
10-01-2023 08:15:57.802208,"(11.0, 14.5, 14.392857142857142)","(15.0, 24.0, 23.36)","(26.0, 48.0, 43.80952380952381)","(31.0, 100.0, 91.42857142857143)","(2.45, 2.78, 2.766451612903226)","(7.5, 9.8, 9.771134020618558)","(2.3, 2.76, 2.779)","(26.0, 40.0, 38.5)"
10-01-2023 08:15:58.833285,"(11.0, 14.5, 14.392857142857142)","(15.0, 24.0, 23.36)","(26.0, 48.0, 43.80952380952381)","(31.0, 100.0, 91.42857142857143)","(2.45, 2.78, 2.766451612903226)","(7.5, 9.8, 9.76888888888889)","(2.3, 2.78, 2.7896774193548386)","(26.0, 40.0, 38.5)"
10-01-2023 08:15:59.895839,"(11.0, 14.5, 14.051401869158878)","(15.0, 24.0, 23.36)","(26.0, 48.0, 43.80952380952381)","(31.0, 100.0, 91.42857142857143)","(2.45, 2.78, 2.766451612903226)","(7.5, 9.8, 9.76888888888889)","(2.3, 2.8, 2.7885714285714283)","(26.0, 40.0, 38.5)"
10-01-2023 08:16:00.977127,"(11.0, 14.0, 13.99056603773585)","(15.0, 24.0, 23.36)","(26.0, 48.0, 43.80952380952381)","(31.0, 100.0, 91.42857142857143)","(2.45, 2.78, 2.766451612903226)","(7.5, 9.8, 9.76888888888889)","(2.3, 2.8, 2.7885714285714283)","(26.0, 40.0, 38.5)"
10-01-2023 08:16:02.040100,"(11.0, 14.0, 13.99056603773585)","(15.0, 24.0, 23.36)","(26.0, 48.0, 43.80952380952381)","(31.0, 100.0, 91.42857142857143)","(2.45, 2.78, 2.7574712643678163)","(7.5, 9.8, 9.771428571428572)","(2.3, 2.8, 2.7927659574468082)","(26.0, 40.0, 38.5)"
10-01-2023 08:16:03.080286,"(11.0, 14.0, 13.8125)","(15.0, 24.0, 23.36)","(26.0, 48.0, 43.80952380952381)","(31.0, 100.0, 90.76923076923077)","(2.45, 2.78, 2.7531147540983607)","(7.5, 9.8, 9.771428571428572)","(2.3, 2.82, 2.7766666666666664)","(26.0, 40.0, 38.5)"
10-01-2023 08:16:04.102158,"(11.0, 14.0, 13.61)","(15.0, 24.0, 23.4468085106383)","(26.0, 48.0, 43.80952380952381)","(31.0, 100.0, 90.76923076923077)","(2.45, 2.76, 2.7531147540983607)","(7.5, 9.8, 9.771428571428572)","(2.3, 2.8, 2.7757692307692308)","(26.0, 40.0, 38.5)"
10-01-2023 08:16:05.131496,"(11.0, 14.0, 13.61)","(15.0, 24.0, 23.4468085106383)","(26.0, 48.0, 42.5)","(31.0, 100.0, 90.76923076923077)","(2.45, 2.76, 2.752881355932203)","(7.5, 9.8, 9.771428571428572)","(2.3, 2.8, 2.7757692307692308)","(26.0, 40.0, 38.5)"
10-01-2023 08:16:06.165789,"(11.0, 14.0, 13.61)","(15.0, 24.0, 23.4468085106383)","(26.0, 48.0, 43.0)","(31.0, 100.0, 90.76923076923077)","(2.45, 2.76, 2.770285714285714)","(7.5, 9.8, 9.771428571428572)","(2.3, 2.8, 2.764)","(26.0, 40.0, 38.5)"
10-01-2023 08:16:07.165066,"(11.0, 14.0, 13.60377358490566)","(15.0, 24.0, 23.4468085106383)","(26.0, 48.0, 44.0)","(31.0, 100.0, 90.76923076923077)","(2.45, 2.78, 2.7728571428571427)","(7.5, 9.8, 9.771428571428572)","(2.3, 2.78, 2.767)","(26.0, 40.0, 38.5)"
10-01-2023 08:16:08.141978,"(11.0, 14.0, 13.60377358490566)","(15.0, 24.0, 23.4468085106383)","(26.0, 48.0, 44.0)","(31.0, 100.0, 90.76923076923077)","(2.45, 2.78, 2.7728571428571427)","(7.5, 9.8, 9.771428571428572)","(2.3, 2.78, 2.767)","(26.0, 40.0, 38.5)"
10-01-2023 08:16:09.143345,"(11.0, 14.0, 13.60377358490566)","(15.0, 24.0, 23.4468085106383)","(26.0, 48.0, 44.0)","(31.0, 100.0, 90.76923076923077)","(2.45, 2.78, 2.7728571428571427)","(7.5, 9.8, 9.771428571428572)","(2.3, 2.78, 2.767)","(26.0, 40.0, 38.5)"
10-01-2023 08:16:10.120832,"(11.0, 14.0, 13.60377358490566)","(15.0, 24.0, 23.4468085106383)","(26.0, 48.0, 44.0)","(31.0, 100.0, 90.76923076923077)","(2.45, 2.78, 2.769473684210526)","(7.5, 9.8, 9.771428571428572)","(2.3, 2.78, 2.767)","(26.0, 40.0, 38.5)"
10-01-2023 08:16:11.150864,"(11.0, 14.0, 13.60377358490566)","(15.0, 24.0, 23.4468085106383)","(26.0, 48.0, 44.0)","(31.0, 100.0, 90.76923076923077)","(2.45, 2.78, 2.769473684210526)","(7.5, 9.8, 9.771428571428572)","(2.3, 2.78, 2.768695652173913)","(26.0, 40.0, 38.5)"
10-01-2023 08:16:12.163094,"(11.0, 14.0, 13.5625)","(15.0, 24.0, 23.4468085106383)","(26.0, 48.0, 44.0)","(31.0, 100.0, 90.76923076923077)","(2.45, 2.78, 2.769473684210526)","(7.5, 9.8, 9.771428571428572)","(2.3, 2.78, 2.773333333333333)","(26.0, 40.0, 38.5)"
10-01-2023 08:16:13.190145,"(11.0, 14.0, 13.517241379310345)","(15.0, 24.0, 23.4468085106383)","(26.0, 48.0, 44.0)","(31.0, 100.0, 90.76923076923077)","(2.45, 2.78, 2.769473684210526)","(7.5, 9.8, 9.771428571428572)","(2.3, 2.78, 2.773333333333333)","(26.0, 40.0, 38.5)"
10-01-2023 08:16:14.230551,"(11.0, 14.0, 13.52808988764045)","(15.0, 24.0, 23.4468085106383)","(26.0, 48.0, 44.0)","(31.0, 100.0, 90.76923076923077)","(2.45, 2.78, 2.768235294117647)","(7.5, 9.8, 9.768)","(2.3, 2.78, 2.773333333333333)","(26.0, 40.0, 38.5)"
10-01-2023 08:16:15.272405,"(11.0, 14.0, 13.52808988764045)","(15.0, 24.0, 23.4468085106383)","(26.0, 48.0, 46.666666666666664)","(31.0, 100.0, 90.76923076923077)","(2.45, 2.78, 2.768235294117647)","(7.5, 9.8, 9.767010309278351)","(2.3, 2.78, 2.768333333333333)","(26.0, 40.0, 38.5)"
10-01-2023 08:16:16.310807,"(11.0, 14.0, 13.488888888888889)","(15.0, 25.0, 24.29032258064516)","(26.0, 48.0, 47.5)","(31.0, 100.0, 90.76923076923077)","(2.45, 2.78, 2.7459459459459463)","(7.5, 9.8, 9.767010309278351)","(2.4, 2.78, 2.7896774193548386)","(26.0, 40.0, 38.5)"
10-01-2023 08:16:17.382920,"(11.0, 13.5, 13.4)","(15.0, 25.0, 24.29032258064516)","(26.0, 48.0, 47.45454545454545)","(31.0, 100.0, 90.76923076923077)","(2.45, 2.78, 2.760952380952381)","(7.5, 9.8, 9.767010309278351)","(2.4, 2.8, 2.7904761904761903)","(26.0, 40.0, 38.5)"
10-01-2023 08:16:18.420303,"(11.0, 14.0, 13.511627906976745)","(15.0, 25.0, 24.29032258064516)","(26.0, 48.0, 47.45454545454545)","(31.0, 100.0, 90.76923076923077)","(2.45, 2.74, 2.734871794871795)","(7.5, 9.8, 9.767010309278351)","(2.4, 2.8, 2.7904761904761903)","(26.0, 40.0, 38.5)"
10-01-2023 08:16:19.441428,"(11.0, 14.0, 13.511627906976745)","(15.0, 25.0, 24.29032258064516)","(26.0, 48.0, 47.45454545454545)","(31.0, 100.0, 90.76923076923077)","(2.45, 2.78, 2.763478260869565)","(7.5, 9.8, 9.767010309278351)","(2.4, 2.8, 2.787333333333333)","(26.0, 40.0, 38.5)"
10-01-2023 08:16:20.486795,"(11.0, 14.0, 13.511627906976745)","(15.0, 25.0, 24.29032258064516)","(26.0, 48.0, 47.45454545454545)","(31.0, 100.0, 90.76923076923077)","(2.45, 2.78, 2.7685714285714287)","(7.5, 9.8, 9.767010309278351)","(2.4, 2.8, 2.782941176470588)","(26.0, 40.0, 38.36363636363637)"
10-01-2023 08:16:21.488587,"(11.0, 14.0, 13.511627906976745)","(15.0, 25.0, 24.29032258064516)","(26.0, 48.0, 47.45454545454545)","(31.0, 100.0, 90.76923076923077)","(2.45, 2.78, 2.7685714285714287)","(7.5, 9.8, 9.767010309278351)","(2.4, 2.8, 2.782941176470588)","(26.0, 40.0, 38.36363636363637)"
10-01-2023 08:16:22.514172,"(11.0, 14.0, 13.511627906976745)","(15.0, 25.0, 24.48148148148148)","(26.0, 48.0, 47.45454545454545)","(31.0, 100.0, 90.76923076923077)","(2.45, 2.76, 2.75)","(7.5, 9.8, 9.767010309278351)","(2.4, 2.8, 2.7830303030303027)","(26.0, 40.0, 38.36363636363637)"
10-01-2023 08:16:23.519186,"(11.0, 14.0, 13.511627906976745)","(15.0, 25.0, 24.548387096774192)","(26.0, 48.0, 47.6)","(31.0, 100.0, 90.76923076923077)","(2.45, 2.76, 2.75)","(7.5, 9.8, 9.767010309278351)","(2.4, 2.8, 2.781016949152542)","(26.0, 40.0, 38.36363636363637)"
10-01-2023 08:16:24.555426,"(11.0, 14.0, 13.538461538461538)","(15.0, 25.0, 24.548387096774192)","(26.0, 48.0, 47.25)","(31.0, 100.0, 90.76923076923077)","(2.45, 2.78, 2.7493333333333334)","(7.5, 9.8, 9.753398058252428)","(2.4, 2.8, 2.781016949152542)","(26.0, 40.0, 38.36363636363637)"
10-01-2023 08:16:25.551613,"(11.0, 14.0, 13.53061224489796)","(15.0, 25.0, 24.548387096774192)","(26.0, 48.0, 47.25)","(31.0, 100.0, 90.76923076923077)","(2.45, 2.76, 2.751578947368421)","(7.5, 9.8, 9.753398058252428)","(2.4, 2.8, 2.781016949152542)","(26.0, 40.0, 38.36363636363637)"
10-01-2023 08:16:26.536558,"(11.0, 14.0, 13.53061224489796)","(15.0, 25.0, 24.548387096774192)","(26.0, 48.0, 47.25)","(31.0, 100.0, 90.76923076923077)","(2.45, 2.76, 2.751578947368421)","(7.5, 9.8, 9.753398058252428)","(2.4, 2.8, 2.784864864864865)","(26.0, 40.0, 38.36363636363637)"
10-01-2023 08:16:27.542183,"(11.0, 14.0, 13.53061224489796)","(15.0, 25.0, 24.548387096774192)","(26.0, 48.0, 47.25)","(31.0, 100.0, 90.76923076923077)","(2.45, 2.76, 2.734814814814815)","(7.5, 9.8, 9.752475247524753)","(2.4, 2.8, 2.774838709677419)","(26.0, 40.0, 38.36363636363637)"
10-01-2023 08:16:28.580404,"(11.0, 14.0, 13.53061224489796)","(15.0, 25.0, 24.548387096774192)","(26.0, 48.0, 46.0)","(31.0, 100.0, 90.0)","(2.45, 2.74, 2.7344827586206897)","(7.5, 9.8, 9.752475247524753)","(2.4, 2.78, 2.774838709677419)","(26.0, 40.0, 38.36363636363637)"
10-01-2023 08:16:29.611951,"(11.0, 14.0, 13.54)","(15.0, 25.0, 24.548387096774192)","(26.0, 48.0, 45.473684210526315)","(31.0, 100.0, 90.0)","(2.45, 2.74, 2.746)","(7.5, 9.8, 9.755140186915888)","(2.4, 2.78, 2.7763636363636364)","(26.0, 40.0, 38.5)"
10-01-2023 08:16:30.674892,"(11.0, 14.0, 13.525773195876289)","(15.0, 25.0, 24.575757575757574)","(26.0, 48.0, 42.857142857142854)","(31.0, 100.0, 90.76923076923077)","(2.45, 2.76, 2.7536842105263157)","(7.5, 9.8, 9.755140186915888)","(2.4, 2.78, 2.776190476190476)","(26.0, 40.0, 38.5)"
10-01-2023 08:16:31.728153,"(11.0, 14.0, 13.51923076923077)","(15.0, 25.0, 24.575757575757574)","(26.0, 48.0, 42.857142857142854)","(31.0, 100.0, 90.76923076923077)","(2.45, 2.76, 2.7552)","(7.5, 9.8, 9.758095238095239)","(2.4, 2.78, 2.776190476190476)","(21.0, 40.0, 38.5)"
10-01-2023 08:16:32.763148,"(11.0, 14.0, 13.514563106796116)","(15.0, 25.0, 24.575757575757574)","(26.0, 48.0, 42.857142857142854)","(31.0, 100.0, 90.76923076923077)","(2.45, 2.76, 2.7562499999999996)","(7.5, 9.8, 9.758095238095239)","(2.4, 2.78, 2.7717948717948717)","(21.0, 40.0, 38.42857142857143)"
10-01-2023 08:16:33.814417,"(11.0, 13.5, 13.4140625)","(15.0, 25.0, 24.575757575757574)","(26.0, 48.0, 42.857142857142854)","(31.0, 100.0, 90.76923076923077)","(2.45, 2.76, 2.7656410256410258)","(7.5, 9.8, 9.758095238095239)","(2.4, 2.78, 2.7739622641509434)","(21.0, 40.0, 38.5)"
10-01-2023 08:16:34.868055,"(11.0, 13.5, 13.370689655172415)","(15.0, 25.0, 24.575757575757574)","(26.0, 48.0, 42.857142857142854)","(31.0, 100.0, 90.76923076923077)","(2.45, 2.78, 2.7656410256410258)","(7.5, 9.8, 9.758095238095239)","(2.4, 2.78, 2.776444444444444)","(21.0, 40.0, 38.5)"
10-01-2023 08:16:36.208427,"(11.0, 13.5, 13.370689655172415)","(15.0, 25.0, 24.575757575757574)","(26.0, 48.0, 42.857142857142854)","(31.0, 100.0, 90.76923076923077)","(2.45, 2.78, 2.7680851063829786)","(7.5, 9.8, 9.757281553398059)","(2.4, 2.78, 2.776444444444444)","(21.0, 40.0, 38.5)"
10-01-2023 08:16:37.426000,"(11.0, 13.5, 13.370689655172415)","(15.0, 25.0, 24.575757575757574)","(26.0, 48.0, 46.4)","(31.0, 100.0, 90.76923076923077)","(2.45, 2.78, 2.7680851063829786)","(7.5, 9.8, 9.757281553398059)","(2.4, 2.78, 2.7879245283018865)","(21.0, 40.0, 38.5)"
10-01-2023 08:16:38.605543,"(11.0, 13.5, 13.370689655172415)","(15.0, 25.0, 24.575757575757574)","(26.0, 48.0, 45.76)","(31.0, 100.0, 90.76923076923077)","(2.45, 2.78, 2.7680851063829786)","(7.5, 9.8, 9.757281553398059)","(2.4, 2.8, 2.7896774193548386)","(21.0, 40.0, 38.5)"
10-01-2023 08:16:39.723348,"(11.0, 13.5, 13.330645161290322)","(15.0, 25.0, 24.575757575757574)","(26.0, 46.0, 45.76)","(31.0, 100.0, 90.76923076923077)","(2.45, 2.78, 2.768695652173913)","(7.5, 9.8, 9.753191489361702)","(2.4, 2.8, 2.7896774193548386)","(21.0, 40.0, 38.5)"
10-01-2023 08:16:40.770209,"(11.0, 13.5, 13.330645161290322)","(15.0, 25.0, 24.575757575757574)","(26.0, 48.0, 46.22222222222222)","(31.0, 100.0, 90.76923076923077)","(2.45, 2.78, 2.768695652173913)","(7.5, 9.8, 9.753191489361702)","(2.4, 2.8, 2.7896774193548386)","(21.0, 40.0, 38.5)"
10-01-2023 08:16:41.816437,"(11.0, 13.5, 13.330645161290322)","(15.0, 25.0, 24.575757575757574)","(26.0, 46.0, 45.72727272727273)","(31.0, 100.0, 90.76923076923077)","(2.45, 2.78, 2.768181818181818)","(7.5, 9.8, 9.753191489361702)","(2.4, 2.8, 2.7896774193548386)","(21.0, 40.0, 38.42857142857143)"
10-01-2023 08:16:42.826084,"(11.0, 13.5, 13.330645161290322)","(15.0, 25.0, 24.575757575757574)","(26.0, 46.0, 45.76)","(31.0, 100.0, 90.76923076923077)","(2.45, 2.78, 2.768181818181818)","(7.5, 9.8, 9.767441860465118)","(2.4, 2.8, 2.763157894736842)","(21.0, 40.0, 38.42857142857143)"
10-01-2023 08:16:43.872951,"(11.0, 13.5, 13.330645161290322)","(15.0, 25.0, 24.575757575757574)","(26.0, 46.0, 45.76)","(31.0, 100.0, 90.76923076923077)","(2.45, 2.78, 2.768181818181818)","(7.5, 9.8, 9.767441860465118)","(2.4, 2.78, 2.7546666666666666)","(21.0, 40.0, 38.42857142857143)"
10-01-2023 08:16:44.877765,"(11.0, 14.0, 13.151851851851852)","(15.0, 25.0, 24.575757575757574)","(26.0, 46.0, 45.76)","(31.0, 100.0, 90.76923076923077)","(2.45, 2.78, 2.7725714285714282)","(7.5, 9.8, 9.767441860465118)","(2.4, 2.76, 2.752)","(21.0, 40.0, 38.5)"
10-01-2023 08:16:45.877062,"(11.0, 13.5, 13.340579710144928)","(15.0, 25.0, 24.363636363636363)","(26.0, 48.0, 44.72727272727273)","(31.0, 100.0, 91.42857142857143)","(2.45, 2.8, 2.7905882352941176)","(7.5, 9.8, 9.764102564102565)","(2.4, 2.76, 2.7439999999999998)","(21.0, 40.0, 38.166666666666664)"
10-01-2023 08:16:46.941789,"(11.0, 13.5, 13.297101449275363)","(15.0, 25.0, 24.363636363636363)","(26.0, 48.0, 44.0)","(31.0, 100.0, 88.94736842105263)","(2.45, 2.8, 2.7905882352941176)","(7.5, 9.8, 9.764102564102565)","(2.4, 2.76, 2.7439999999999998)","(21.0, 40.0, 38.166666666666664)"
10-01-2023 08:16:48.063005,"(11.0, 13.5, 13.297101449275363)","(15.0, 25.0, 24.363636363636363)","(26.0, 46.0, 43.5)","(31.0, 120.0, 95.76923076923077)","(2.45, 2.8, 2.7905882352941176)","(7.5, 9.8, 9.755555555555556)","(2.4, 2.76, 2.7439999999999998)","(21.0, 40.0, 38.166666666666664)"
10-01-2023 08:16:49.209343,"(11.0, 13.5, 13.297101449275363)","(15.0, 25.0, 24.363636363636363)","(26.0, 46.0, 43.5)","(31.0, 120.0, 95.76923076923077)","(2.45, 2.8, 2.7905882352941176)","(7.5, 9.8, 9.755555555555556)","(2.4, 2.76, 2.7439999999999998)","(21.0, 40.0, 38.166666666666664)"
10-01-2023 08:16:50.378428,"(11.0, 13.5, 13.297101449275363)","(15.0, 25.0, 24.363636363636363)","(26.0, 46.0, 43.6)","(31.0, 120.0, 95.76923076923077)","(2.45, 2.8, 2.791578947368421)","(7.5, 9.8, 9.75)","(2.4, 2.76, 2.7439999999999998)","(21.0, 40.0, 38.08695652173913)"
10-01-2023 08:16:51.452473,"(11.0, 13.5, 13.266666666666667)","(15.0, 25.0, 24.363636363636363)","(26.0, 46.0, 43.6)","(31.0, 120.0, 95.76923076923077)","(2.45, 2.8, 2.7946153846153843)","(7.5, 9.8, 9.75)","(2.4, 2.76, 2.745263157894737)","(21.0, 40.0, 38.08695652173913)"
10-01-2023 08:16:52.555607,"(11.0, 13.5, 13.266666666666667)","(15.0, 25.0, 24.363636363636363)","(26.0, 46.0, 44.23529411764706)","(31.0, 120.0, 95.76923076923077)","(2.45, 2.8, 2.791578947368421)","(7.5, 9.8, 9.707692307692309)","(2.4, 2.76, 2.745263157894737)","(21.0, 40.0, 38.08695652173913)"
10-01-2023 08:16:53.618877,"(11.0, 13.5, 13.266666666666667)","(16.0, 25.0, 24.363636363636363)","(26.0, 46.0, 44.23529411764706)","(31.0, 120.0, 91.36363636363636)","(2.45, 2.8, 2.791578947368421)","(7.5, 9.8, 9.707692307692309)","(2.4, 2.76, 2.745263157894737)","(21.0, 40.0, 38.08695652173913)"
10-01-2023 08:16:54.687028,"(11.0, 13.5, 13.266666666666667)","(16.0, 25.0, 24.363636363636363)","(26.0, 46.0, 44.23529411764706)","(31.0, 120.0, 91.36363636363636)","(2.45, 2.8, 2.791578947368421)","(7.5, 9.8, 9.707692307692309)","(2.4, 2.76, 2.745263157894737)","(21.0, 40.0, 38.08695652173913)"
10-01-2023 08:16:55.766258,"(11.0, 13.5, 13.266666666666667)","(16.0, 25.0, 24.363636363636363)","(26.0, 46.0, 44.23529411764706)","(31.0, 120.0, 91.36363636363636)","(2.45, 2.8, 2.777142857142857)","(7.5, 9.8, 9.704)","(2.4, 2.76, 2.745263157894737)","(21.0, 40.0, 38.08695652173913)"
10-01-2023 08:16:56.821486,"(11.0, 13.5, 13.266666666666667)","(16.0, 25.0, 24.363636363636363)","(26.0, 46.0, 44.23529411764706)","(31.0, 120.0, 95.76923076923077)","(2.45, 2.8, 2.7584848484848483)","(7.5, 9.8, 9.735714285714286)","(2.4, 2.76, 2.7678)","(21.0, 40.0, 38.8421052631579)"
10-01-2023 08:16:57.852071,"(11.0, 13.5, 13.333333333333334)","(16.0, 25.0, 24.708333333333332)","(26.0, 46.0, 44.46153846153846)","(31.0, 120.0, 95.76923076923077)","(2.45, 2.76, 2.7592700729927007)","(7.5, 9.8, 9.735714285714286)","(2.4, 2.78, 2.7777931034482757)","(21.0, 40.0, 39.23076923076923)"
10-01-2023 08:16:58.957277,"(11.0, 13.5, 13.333333333333334)","(16.0, 25.0, 24.863636363636363)","(26.0, 46.0, 44.46153846153846)","(31.0, 120.0, 95.76923076923077)","(2.45, 2.76, 2.778260869565217)","(7.5, 9.8, 9.735714285714286)","(2.4, 2.78, 2.7777931034482757)","(21.0, 40.0, 39.25)"
10-01-2023 08:17:00.016563,"(11.0, 13.5, 13.297101449275363)","(16.0, 25.0, 24.863636363636363)","(26.0, 46.0, 44.46153846153846)","(31.0, 120.0, 95.76923076923077)","(2.45, 2.78, 2.778260869565217)","(7.5, 9.8, 9.735714285714286)","(2.4, 2.78, 2.7777931034482757)","(21.0, 40.0, 39.25)"
10-01-2023 08:17:01.107083,"(11.0, 13.5, 13.227777777777778)","(16.0, 25.0, 24.863636363636363)","(26.0, 46.0, 44.46153846153846)","(31.0, 120.0, 95.76923076923077)","(2.45, 2.78, 2.778260869565217)","(7.5, 9.8, 9.735714285714286)","(2.4, 2.78, 2.7777931034482757)","(21.0, 40.0, 39.25)"
