,In Chevron We Trust Nz,Motu Amethyst Nz,Yogi,Precious Cullen Nz,Lifeinheaven,Miss Pau,Tell Me This Nz,Tracer Bullet,The Harris Hawk
11-01-2023 18:16:59.354550,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.8, 4.6000000000000005)","(31.0, 99999, 99990)","(19.0, 32.0, 30.0)","(101.0, 340.0, 330.0)","(4.8, 99999, 99990)","(21.0, 26.0, 23.0)","(8.0, 13.0, 12.5)"
11-01-2023 18:17:00.877916,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.7, 4.411111111111111)","(31.0, 99999, 99990)","(19.0, 32.0, 29.5)","(101.0, 390.0, 337.5)","(4.8, 99999, 99990)","(21.0, 26.0, 25.0)","(8.0, 13.0, 12.9)"
11-01-2023 18:17:02.331915,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.7, 4.442857142857143)","(31.0, 99999, 99990)","(19.0, 32.0, 27.0)","(101.0, 370.0, 385.7142857142857)","(4.8, 99999, 99990)","(21.0, 27.0, 24.333333333333332)","(8.0, 13.5, 12.9)"
11-01-2023 18:17:03.752115,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.7, 4.442857142857143)","(31.0, 99999, 99990)","(19.0, 32.0, 30.875)","(101.0, 410.0, 337.5)","(4.8, 99999, 99990)","(21.0, 26.0, 23.77777777777778)","(8.0, 13.5, 12.9375)"
11-01-2023 18:17:05.148167,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.7, 4.442857142857143)","(31.0, 99999, 99990)","(16.0, 32.0, 29.333333333333332)","(101.0, 370.0, 385.7142857142857)","(5.0, 99999, 99990)","(21.0, 26.0, 23.77777777777778)","(8.0, 13.5, 12.681818181818182)"
11-01-2023 18:17:06.637286,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.7, 4.442857142857143)","(31.0, 99999, 99990)","(16.0, 32.0, 30.857142857142858)","(101.0, 410.0, 353.33333333333337)","(5.0, 99999, 99990)","(21.0, 26.0, 22.0)","(8.0, 13.5, 12.681818181818182)"
11-01-2023 18:17:07.945265,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.8, 4.785185185185185)","(31.0, 99999, 99990)","(16.0, 32.0, 30.75)","(101.0, 410.0, 353.33333333333337)","(5.0, 99999, 99990)","(21.0, 26.0, 24.153846153846153)","(8.0, 13.5, 12.6)"
11-01-2023 18:17:09.693680,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.8, 4.7620689655172415)","(31.0, 99999, 99990)","(16.0, 32.0, 31.333333333333332)","(101.0, 410.0, 353.33333333333337)","(5.0, 99999, 99990)","(21.0, 26.0, 24.153846153846153)","(8.0, 13.0, 12.53125)"
11-01-2023 18:17:10.958856,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.9, 4.568888888888889)","(31.0, 99999, 99990)","(16.0, 32.0, 31.0)","(101.0, 410.0, 320.0)","(5.0, 99999, 99990)","(21.0, 26.0, 24.2)","(8.0, 13.0, 13.055555555555555)"
11-01-2023 18:17:12.324828,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.8, 4.5685714285714285)","(31.0, 99999, 99990)","(16.0, 34.0, 34.166666666666664)","(101.0, 400.0, 360.0)","(5.0, 99999, 99990)","(21.0, 26.0, 24.375)","(8.0, 13.5, 12.5)"
11-01-2023 18:17:13.604018,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.8, 4.58)","(31.0, 99999, 99990)","(16.0, 55.0, 47.33333333333333)","(101.0, 400.0, 300.0)","(5.0, 99999, 99990)","(21.0, 25.0, 24.375)","(8.0, 13.0, 12.285714285714286)"
11-01-2023 18:17:14.901165,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.8, 4.568888888888889)","(31.0, 99999, 99990)","(16.0, 50.0, 37.2)","(101.0, 390.0, 277.14285714285717)","(5.0, 99999, 99990)","(21.0, 25.0, 24.166666666666668)","(8.0, 13.0, 12.625)"
11-01-2023 18:17:16.220186,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.8, 4.562962962962963)","(31.0, 99999, 99990)","(16.0, 48.0, 39.0)","(101.0, 370.0, 280.0)","(5.0, 99999, 99990)","(21.0, 25.0, 24.166666666666668)","(8.0, 13.0, 12.625)"
11-01-2023 18:17:17.601375,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.8, 4.549019607843137)","(31.0, 99999, 99990)","(16.0, 48.0, 39.333333333333336)","(101.0, 360.0, 295.0)","(5.0, 99999, 99990)","(21.0, 25.0, 24.166666666666668)","(8.0, 13.0, 12.625)"
11-01-2023 18:17:18.983882,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.8, 4.568888888888889)","(31.0, 99999, 99990)","(16.0, 46.0, 39.0)","(101.0, 350.0, 285.0)","(5.0, 99999, 99990)","(21.0, 25.0, 24.166666666666668)","(8.0, 13.0, 12.625)"
11-01-2023 18:17:20.347916,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.8, 4.568888888888889)","(31.0, 99999, 99990)","(16.0, 44.0, 30.22222222222222)","(101.0, 330.0, 285.0)","(5.0, 99999, 99990)","(21.0, 25.0, 24.166666666666668)","(8.0, 13.0, 12.625)"
11-01-2023 18:17:21.684265,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.8, 4.568888888888889)","(31.0, 99999, 99990)","(16.0, 34.0, 27.4)","(101.0, 330.0, 252.85714285714286)","(5.0, 99999, 99990)","(21.0, 25.0, 24.166666666666668)","(8.0, 13.0, 12.625)"
11-01-2023 18:17:23.024033,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.8, 4.580952380952381)","(31.0, 99999, 99990)","(16.0, 29.0, 27.4)","(101.0, 330.0, 253.33333333333334)","(5.0, 99999, 99990)","(21.0, 25.0, 24.0)","(8.0, 13.0, 12.625)"
11-01-2023 18:17:24.386027,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.8, 4.580952380952381)","(31.0, 99999, 99990)","(16.0, 29.0, 26.22222222222222)","(101.0, 320.0, 251.66666666666666)","(5.0, 99999, 99990)","(21.0, 30.0, 25.733333333333334)","(8.0, 13.0, 12.625)"
11-01-2023 18:17:25.715984,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.8, 4.595555555555555)","(31.0, 99999, 99990)","(16.0, 28.0, 24.666666666666668)","(101.0, 310.0, 255.0)","(5.0, 99999, 99990)","(21.0, 30.0, 24.46153846153846)","(8.0, 13.0, 12.625)"
11-01-2023 18:17:27.054807,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.8, 4.6454545454545455)","(31.0, 99999, 99990)","(16.0, 26.0, 24.181818181818183)","(101.0, 300.0, 270.0)","(5.0, 99999, 99990)","(21.0, 30.0, 25.764705882352942)","(8.0, 13.0, 12.735294117647058)"
11-01-2023 18:17:28.333513,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.7, 4.6454545454545455)","(31.0, 99999, 99990)","(16.0, 26.0, 24.333333333333332)","(101.0, 300.0, 290.0)","(5.0, 99999, 99990)","(21.0, 30.0, 24.18181818181818)","(8.0, 13.0, 12.46875)"
11-01-2023 18:17:29.570735,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.7, 4.586206896551724)","(31.0, 99999, 99990)","(16.0, 26.0, 23.5)","(101.0, 390.0, 286.6666666666667)","(5.0, 99999, 99990)","(21.0, 30.0, 26.705882352941178)","(8.0, 13.5, 12.714285714285714)"
11-01-2023 18:17:30.848658,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.7, 4.586206896551724)","(31.0, 99999, 99990)","(16.0, 26.0, 23.5)","(101.0, 380.0, 286.6666666666667)","(5.0, 99999, 99990)","(21.0, 30.0, 25.692307692307693)","(8.0, 13.5, 12.714285714285714)"
11-01-2023 18:17:32.125081,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.7, 4.545454545454546)","(31.0, 99999, 99990)","(16.0, 26.0, 23.5)","(101.0, 380.0, 286.6666666666667)","(5.0, 99999, 99990)","(21.0, 30.0, 25.5)","(8.0, 13.5, 12.714285714285714)"
11-01-2023 18:17:33.567520,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.7, 4.545454545454546)","(31.0, 99999, 99990)","(16.0, 26.0, 23.5)","(101.0, 380.0, 370.0)","(5.0, 99999, 99990)","(21.0, 30.0, 25.5)","(8.0, 13.5, 12.631578947368421)"
11-01-2023 18:17:35.142834,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.7, 4.545454545454546)","(31.0, 99999, 99990)","(16.0, 26.0, 23.5)","(101.0, 390.0, 370.0)","(5.0, 99999, 99990)","(21.0, 30.0, 24.923076923076923)","(8.0, 13.5, 12.631578947368421)"
11-01-2023 18:17:36.554693,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.7, 4.545454545454546)","(31.0, 99999, 99990)","(16.0, 26.0, 23.5)","(101.0, 390.0, 370.0)","(5.0, 99999, 99990)","(21.0, 30.0, 25.6)","(8.0, 13.5, 12.865384615384615)"
11-01-2023 18:17:38.058636,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.7, 4.545454545454546)","(31.0, 99999, 99990)","(16.0, 26.0, 23.5)","(101.0, 390.0, 370.0)","(5.0, 99999, 99990)","(20.0, 30.0, 27.0)","(9.0, 13.5, 12.631578947368421)"
11-01-2023 18:17:39.390592,"(2.7, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.7, 4.511627906976744)","(31.0, 99999, 99990)","(18.0, 26.0, 23.5)","(101.0, 390.0, 370.0)","(5.0, 99999, 99990)","(20.0, 30.0, 27.428571428571427)","(9.0, 13.5, 12.333333333333334)"
11-01-2023 18:17:40.634904,"(2.7, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.7, 4.511627906976744)","(31.0, 99999, 99990)","(18.0, 26.0, 23.5)","(101.0, 390.0, 370.0)","(5.0, 99999, 99990)","(20.0, 30.0, 28.363636363636363)","(9.0, 13.0, 12.444444444444445)"
11-01-2023 18:17:41.917540,"(2.7, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.7, 4.56)","(31.0, 99999, 99990)","(18.0, 26.0, 23.5)","(101.0, 390.0, 370.0)","(5.0, 99999, 99990)","(20.0, 30.0, 28.285714285714285)","(9.0, 13.0, 12.444444444444445)"
11-01-2023 18:17:43.185396,"(2.7, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.6, 4.503225806451613)","(31.0, 99999, 99990)","(18.0, 26.0, 23.6)","(101.0, 390.0, 231.66666666666666)","(5.0, 99999, 99990)","(20.0, 30.0, 27.77777777777778)","(9.0, 13.0, 12.333333333333334)"
11-01-2023 18:17:44.527529,"(2.7, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.6, 4.486486486486487)","(31.0, 99999, 99990)","(18.0, 26.0, 23.6)","(101.0, 250.0, 231.66666666666666)","(5.0, 99999, 99990)","(20.0, 30.0, 27.77777777777778)","(9.0, 13.0, 12.411764705882353)"
11-01-2023 18:17:45.838801,"(2.7, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.6, 4.486486486486487)","(41.0, 99999, 99990)","(16.0, 26.0, 23.6)","(101.0, 250.0, 283.3333333333333)","(5.0, 99999, 99990)","(20.0, 30.0, 32.6)","(9.0, 13.0, 12.411764705882353)"
11-01-2023 18:17:47.175869,"(2.7, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.6, 4.458181818181818)","(41.0, 99999, 99990)","(16.0, 26.0, 23.666666666666668)","(101.0, 390.0, 260.0)","(5.0, 99999, 99990)","(20.0, 34.0, 33.22222222222222)","(9.0, 13.0, 12.411764705882353)"
11-01-2023 18:17:48.548774,"(2.7, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.6, 4.458181818181818)","(41.0, 99999, 99990)","(16.0, 26.0, 23.666666666666668)","(101.0, 380.0, 276.6666666666667)","(5.0, 99999, 99990)","(20.0, 34.0, 33.22222222222222)","(9.0, 13.0, 12.411764705882353)"
11-01-2023 18:17:49.895425,"(2.7, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.6, 4.458181818181818)","(41.0, 99999, 99990)","(16.0, 26.0, 20.11111111111111)","(101.0, 370.0, 273.3333333333333)","(5.0, 99999, 99990)","(20.0, 34.0, 32.8)","(9.0, 13.0, 12.411764705882353)"
11-01-2023 18:17:51.229639,"(2.7, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.6, 4.26)","(41.0, 99999, 99990)","(16.0, 21.0, 20.75)","(101.0, 360.0, 344.2857142857143)","(5.0, 99999, 99990)","(20.0, 34.0, 32.4)","(9.0, 13.0, 12.625)"
11-01-2023 18:17:52.511567,"(2.7, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.5, 4.3431372549019605)","(41.0, 99999, 99990)","(16.0, 26.0, 20.307692307692307)","(101.0, 390.0, 337.1428571428571)","(5.0, 99999, 99990)","(20.0, 36.0, 32.6)","(9.0, 13.0, 12.625)"
11-01-2023 18:17:53.821089,"(2.7, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.5, 4.2860000000000005)","(41.0, 99999, 99990)","(16.0, 24.0, 21.53846153846154)","(101.0, 380.0, 337.1428571428571)","(5.0, 99999, 99990)","(20.0, 34.0, 30.0)","(9.0, 13.0, 12.625)"
11-01-2023 18:17:55.175360,"(2.7, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.4, 4.227272727272727)","(41.0, 99999, 99990)","(16.0, 24.0, 21.866666666666667)","(101.0, 380.0, 286.6666666666667)","(5.0, 99999, 99990)","(20.0, 34.0, 32.22222222222222)","(9.0, 13.0, 12.625)"
11-01-2023 18:17:56.579295,"(2.7, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.3, 4.199999999999999)","(41.0, 99999, 99990)","(16.0, 24.0, 21.714285714285715)","(101.0, 380.0, 286.6666666666667)","(5.0, 99999, 99990)","(20.0, 34.0, 32.22222222222222)","(9.0, 13.0, 12.625)"
11-01-2023 18:17:57.800682,"(2.7, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.3, 4.199999999999999)","(41.0, 99999, 99990)","(16.0, 24.0, 22.272727272727273)","(101.0, 380.0, 286.6666666666667)","(5.0, 99999, 99990)","(21.0, 34.0, 32.22222222222222)","(9.0, 13.0, 12.625)"
11-01-2023 18:17:59.024519,"(2.7, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.3, 4.183333333333333)","(41.0, 99999, 99990)","(16.0, 23.0, 22.428571428571427)","(101.0, 380.0, 268.57142857142856)","(5.0, 99999, 99990)","(21.0, 34.0, 32.22222222222222)","(9.0, 13.0, 12.625)"
11-01-2023 18:18:00.386060,"(2.7, 99999, 99990)","(5.5, 99999, 99990)","(3.6, 4.3, 4.183333333333333)","(41.0, 99999, 99990)","(14.0, 23.0, 22.428571428571427)","(101.0, 380.0, 286.6666666666667)","(5.0, 99999, 99990)","(21.0, 34.0, 32.22222222222222)","(9.0, 13.0, 12.625)"
11-01-2023 18:18:01.592332,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.5, 4.3, 4.183333333333333)","(41.0, 99999, 99990)","(14.0, 23.0, 22.1875)","(101.0, 380.0, 290.0)","(5.0, 99999, 99990)","(21.0, 34.0, 32.22222222222222)","(9.0, 13.0, 12.625)"
11-01-2023 18:18:02.829837,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.5, 4.3, 4.183333333333333)","(41.0, 99999, 99990)","(14.0, 23.0, 21.3)","(101.0, 410.0, 271.42857142857144)","(5.0, 99999, 99990)","(21.0, 34.0, 32.22222222222222)","(9.0, 13.0, 12.625)"
11-01-2023 18:18:04.130148,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.5, 4.3, 4.171428571428571)","(41.0, 99999, 99990)","(15.0, 23.0, 21.375)","(101.0, 400.0, 330.0)","(5.0, 99999, 99990)","(21.0, 34.0, 32.22222222222222)","(9.0, 13.0, 12.625)"
11-01-2023 18:18:05.431924,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.5, 4.3, 4.171428571428571)","(41.0, 99999, 99990)","(15.0, 23.0, 21.375)","(101.0, 410.0, 330.0)","(5.0, 99999, 99990)","(21.0, 34.0, 32.22222222222222)","(9.0, 13.0, 12.625)"
11-01-2023 18:18:06.801557,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.5, 4.3, 4.171428571428571)","(41.0, 99999, 99990)","(15.0, 23.0, 21.375)","(101.0, 410.0, 330.0)","(5.0, 99999, 99990)","(21.0, 34.0, 32.22222222222222)","(9.0, 13.0, 12.625)"
11-01-2023 18:18:08.174268,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.5, 4.3, 4.232075471698113)","(41.0, 99999, 99990)","(15.0, 23.0, 21.38095238095238)","(101.0, 410.0, 330.0)","(5.0, 99999, 99990)","(21.0, 34.0, 32.22222222222222)","(9.0, 13.0, 12.625)"
11-01-2023 18:18:09.527034,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.5, 4.3, 4.232075471698113)","(41.0, 99999, 99990)","(15.0, 23.0, 21.38095238095238)","(101.0, 410.0, 330.0)","(5.0, 99999, 99990)","(21.0, 34.0, 32.22222222222222)","(9.0, 13.0, 12.625)"
11-01-2023 18:18:10.873102,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.5, 4.3, 4.053333333333334)","(41.0, 99999, 99990)","(15.0, 23.0, 21.333333333333332)","(101.0, 410.0, 330.0)","(5.0, 99999, 99990)","(21.0, 34.0, 32.22222222222222)","(9.0, 13.0, 12.625)"
11-01-2023 18:18:12.211246,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.5, 4.2, 4.043243243243244)","(41.0, 99999, 99990)","(15.0, 23.0, 21.333333333333332)","(101.0, 410.0, 330.0)","(5.0, 99999, 99990)","(21.0, 34.0, 32.22222222222222)","(9.0, 13.0, 12.625)"
11-01-2023 18:18:13.480062,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.5, 4.2, 4.01875)","(41.0, 99999, 99990)","(15.0, 23.0, 21.333333333333332)","(101.0, 410.0, 330.0)","(5.0, 99999, 99990)","(21.0, 34.0, 32.22222222222222)","(9.0, 13.0, 12.625)"
11-01-2023 18:18:14.861805,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.5, 4.2, 4.01875)","(41.0, 99999, 99990)","(15.0, 23.0, 21.333333333333332)","(101.0, 410.0, 330.0)","(5.0, 99999, 99990)","(21.0, 34.0, 32.22222222222222)","(9.0, 13.0, 12.625)"
11-01-2023 18:18:16.080903,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.5, 4.2, 4.01875)","(41.0, 99999, 99990)","(15.0, 23.0, 21.333333333333332)","(101.0, 410.0, 330.0)","(5.0, 99999, 99990)","(21.0, 34.0, 32.22222222222222)","(9.0, 13.0, 12.666666666666666)"
11-01-2023 18:18:17.406582,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.5, 4.2, 4.01875)","(41.0, 99999, 99990)","(15.0, 23.0, 21.333333333333332)","(101.0, 410.0, 330.0)","(5.0, 99999, 99990)","(21.0, 34.0, 32.22222222222222)","(9.0, 13.0, 12.666666666666666)"
11-01-2023 18:18:18.692784,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.5, 4.2, 4.01875)","(41.0, 99999, 99990)","(15.0, 23.0, 21.333333333333332)","(101.0, 410.0, 330.0)","(5.0, 99999, 99990)","(21.0, 34.0, 23.90909090909091)","(9.0, 13.0, 12.666666666666666)"
11-01-2023 18:18:19.789957,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 4.2, 4.01875)","(41.0, 99999, 99990)","(15.0, 23.0, 21.333333333333332)","(101.0, 410.0, 285.0)","(5.0, 99999, 99990)","(21.0, 25.0, 24.333333333333332)","(9.0, 13.0, 12.666666666666666)"
11-01-2023 18:18:21.080960,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 4.2, 4.01875)","(41.0, 99999, 99990)","(15.0, 23.0, 21.333333333333332)","(101.0, 390.0, 285.0)","(5.0, 99999, 99990)","(21.0, 25.0, 23.217391304347828)","(9.0, 13.0, 12.666666666666666)"
11-01-2023 18:18:22.334045,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 4.2, 4.01875)","(41.0, 99999, 99990)","(15.0, 23.0, 21.333333333333332)","(101.0, 390.0, 285.0)","(5.0, 99999, 99990)","(21.0, 26.0, 23.217391304347828)","(9.0, 13.0, 12.666666666666666)"
11-01-2023 18:18:23.545543,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 4.2, 4.01875)","(41.0, 99999, 99990)","(15.0, 23.0, 20.272727272727273)","(101.0, 390.0, 285.0)","(5.0, 99999, 99990)","(21.0, 26.0, 23.363636363636363)","(9.0, 13.0, 12.384615384615385)"
11-01-2023 18:18:24.748942,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 4.2, 4.01875)","(41.0, 99999, 99990)","(15.0, 23.0, 20.272727272727273)","(101.0, 390.0, 330.0)","(5.0, 99999, 99990)","(21.0, 27.0, 22.365853658536587)","(9.0, 13.5, 12.428571428571429)"
11-01-2023 18:18:25.983553,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 4.2, 4.01875)","(41.0, 99999, 99990)","(15.0, 23.0, 20.272727272727273)","(101.0, 390.0, 330.0)","(5.0, 99999, 99990)","(21.0, 27.0, 24.4)","(9.0, 13.5, 12.428571428571429)"
11-01-2023 18:18:27.316531,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 4.2, 4.01875)","(41.0, 99999, 99990)","(15.0, 23.0, 20.272727272727273)","(101.0, 390.0, 330.0)","(5.0, 99999, 99990)","(21.0, 26.0, 23.333333333333332)","(9.0, 13.5, 12.428571428571429)"
11-01-2023 18:18:28.580536,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 4.2, 4.09)","(41.0, 99999, 99990)","(15.0, 23.0, 20.333333333333332)","(101.0, 390.0, 330.0)","(5.0, 99999, 99990)","(20.0, 26.0, 23.0)","(9.0, 13.5, 12.428571428571429)"
11-01-2023 18:18:29.848041,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 4.1, 4.09)","(41.0, 99999, 99990)","(15.0, 22.0, 24.97752808988764)","(101.0, 390.0, 330.0)","(5.0, 99999, 99990)","(20.0, 26.0, 23.333333333333332)","(9.0, 13.5, 12.428571428571429)"
11-01-2023 18:18:31.328690,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 4.1, 3.9909090909090907)","(41.0, 99999, 99990)","(15.0, 25.0, 25.693877551020407)","(101.0, 390.0, 335.7142857142857)","(5.0, 99999, 99990)","(20.0, 26.0, 23.333333333333332)","(9.0, 13.5, 12.428571428571429)"
11-01-2023 18:18:32.648439,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 4.1, 4.016666666666667)","(41.0, 99999, 99990)","(15.0, 26.0, 25.693877551020407)","(101.0, 400.0, 335.7142857142857)","(5.0, 99999, 99990)","(20.0, 26.0, 23.0)","(9.0, 13.5, 12.428571428571429)"
11-01-2023 18:18:33.959131,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 4.1, 3.8645161290322583)","(41.0, 99999, 99990)","(15.0, 26.0, 25.577464788732396)","(101.0, 400.0, 335.7142857142857)","(5.0, 99999, 99990)","(20.0, 26.0, 23.0)","(9.0, 13.5, 12.428571428571429)"
11-01-2023 18:18:35.335657,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 3.9, 3.875)","(41.0, 99999, 99990)","(15.0, 26.0, 25.577464788732396)","(101.0, 400.0, 335.7142857142857)","(5.0, 99999, 99990)","(20.0, 26.0, 23.0)","(9.0, 13.5, 12.428571428571429)"
11-01-2023 18:18:36.680295,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 3.95, 3.8589285714285717)","(41.0, 99999, 99990)","(15.0, 26.0, 25.577464788732396)","(101.0, 400.0, 335.7142857142857)","(5.0, 99999, 99990)","(20.0, 26.0, 24.0)","(9.0, 13.5, 12.428571428571429)"
11-01-2023 18:18:37.850453,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 3.95, 3.8052631578947365)","(41.0, 99999, 99990)","(15.0, 26.0, 25.577464788732396)","(101.0, 400.0, 335.7142857142857)","(5.0, 99999, 99990)","(20.0, 25.0, 21.363636363636363)","(9.0, 13.5, 12.428571428571429)"
11-01-2023 18:18:38.971335,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 3.9, 3.8052631578947365)","(41.0, 99999, 99990)","(15.0, 26.0, 25.577464788732396)","(101.0, 400.0, 335.7142857142857)","(5.0, 99999, 99990)","(20.0, 25.0, 21.363636363636363)","(9.0, 13.5, 12.428571428571429)"
11-01-2023 18:18:40.163213,"(2.8, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 3.9, 3.8052631578947365)","(41.0, 99999, 99990)","(15.0, 26.0, 25.577464788732396)","(101.0, 400.0, 335.7142857142857)","(5.0, 99999, 99990)","(20.0, 25.0, 21.363636363636363)","(9.0, 13.5, 12.428571428571429)"
11-01-2023 18:18:41.533169,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 3.9, 3.8052631578947365)","(41.0, 99999, 99990)","(16.0, 26.0, 24.18181818181818)","(101.0, 400.0, 335.7142857142857)","(5.5, 99999, 99990)","(18.0, 25.0, 21.363636363636363)","(9.0, 13.5, 12.428571428571429)"
11-01-2023 18:18:42.772243,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 3.9, 3.7569767441860464)","(41.0, 99999, 99990)","(16.0, 26.0, 23.894736842105264)","(101.0, 400.0, 325.55555555555554)","(5.5, 99999, 99990)","(18.0, 25.0, 23.5)","(9.0, 13.5, 12.833333333333334)"
11-01-2023 18:18:43.949411,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 3.85, 3.754)","(41.0, 99999, 99990)","(16.0, 26.0, 24.51851851851852)","(101.0, 420.0, 390.0)","(5.5, 99999, 99990)","(18.0, 24.0, 22.0)","(9.0, 13.0, 12.8)"
11-01-2023 18:18:45.152316,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 3.85, 3.754)","(41.0, 99999, 99990)","(16.0, 26.0, 24.51851851851852)","(101.0, 410.0, 390.0)","(5.5, 99999, 99990)","(18.0, 24.0, 22.0)","(9.0, 13.0, 12.857142857142858)"
11-01-2023 18:18:46.373253,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 3.85, 3.754)","(41.0, 99999, 99990)","(16.0, 26.0, 24.51851851851852)","(101.0, 410.0, 356.6666666666667)","(5.5, 99999, 99990)","(18.0, 24.0, 22.0)","(9.0, 13.0, 12.857142857142858)"
11-01-2023 18:18:47.544465,"(2.9, 99999, 99990)","(5.5, 99999, 99990)","(3.4, 3.85, 3.754)","(41.0, 99999, 99990)","(16.0, 26.0, 24.51851851851852)","(101.0, 410.0, 356.6666666666667)","(5.5, 99999, 99990)","(18.0, 24.0, 22.0)","(9.0, 13.0, 12.857142857142858)"
