,Safe Hustle,If I Din Havadime,More Special,Fine Line,Kamaka
07-01-2023 14:28:30.519824,"(11.0, 17.5, 17.1)","(5.0, 21.0, 16.454545454545453)","(2.35, 2.32, 2.2904918032786883)","(7.5, 8.0, 5.799137931034483)","(3.5, 3.55, 3.4)"
07-01-2023 14:28:31.374293,"(11.0, 17.5, 17.1)","(5.0, 21.0, 16.454545454545453)","(2.35, 2.32, 2.256470588235294)","(7.5, 8.0, 5.799137931034483)","(3.5, 3.55, 3.339816700610998)"
07-01-2023 14:28:32.183059,"(11.0, 34.0, 31.357142857142858)","(5.0, 21.0, 19.5)","(2.35, 2.3, 2.268235294117647)","(7.5, 8.0, 5.816161616161616)","(3.5, 3.25, 3.160183299389002)"
07-01-2023 14:28:32.994508,"(11.0, 30.0, 28.884615384615387)","(5.0, 21.0, 19.5)","(2.35, 2.24, 2.2287500000000002)","(7.5, 8.0, 6.021052631578947)","(3.5, 3.25, 3.160183299389002)"
07-01-2023 14:28:33.795822,"(11.0, 29.0, 25.31818181818182)","(5.0, 21.0, 18.375)","(2.35, 2.2, 2.1345454545454547)","(7.5, 8.0, 6.7)","(3.5, 3.25, 3.1600409836065575)"
07-01-2023 14:28:34.639855,"(11.0, 15.5, 13.227272727272727)","(5.0, 26.0, 19.045454545454547)","(2.35, 2.2, 2.1946835443037975)","(7.5, 8.0, 7.429268292682927)","(3.5, 3.25, 3.162531969309463)"
07-01-2023 14:28:35.444800,"(11.0, 15.5, 11.333333333333334)","(5.0, 19.0, 18.25)","(2.35, 2.38, 2.3460633484162896)","(7.5, 8.0, 6.440579710144928)","(3.5, 3.25, 3.075954198473282)"
07-01-2023 14:28:36.275112,"(11.0, 15.5, 13.204081632653061)","(5.0, 19.0, 18.0)","(2.35, 2.38, 2.337865168539326)","(7.5, 7.0, 6.747368421052632)","(3.5, 3.25, 3.217391304347826)"
07-01-2023 14:28:37.125069,"(11.0, 15.5, 13.182926829268293)","(5.0, 24.0, 22.285714285714285)","(2.35, 2.38, 2.337037037037037)","(7.5, 8.0, 6.4293040293040296)","(3.5, 3.15, 2.8625)"
07-01-2023 14:28:37.957067,"(11.0, 15.5, 14.109756097560975)","(5.0, 24.0, 22.285714285714285)","(2.35, 2.36, 2.3591489361702127)","(7.5, 8.0, 7.318066157760814)","(3.5, 3.25, 2.882740740740741)"
07-01-2023 14:28:38.740562,"(11.0, 15.5, 14.310344827586206)","(5.0, 28.0, 27.75)","(2.35, 2.38, 2.3425185185185184)","(7.5, 6.0, 5.907534246575342)","(3.5, 3.25, 3.154626334519573)"
07-01-2023 14:28:39.559382,"(11.0, 15.5, 14.18)","(5.0, 21.0, 20.833333333333332)","(2.35, 2.38, 2.3418469656992085)","(7.5, 7.8, 6.5200000000000005)","(3.5, 3.25, 3.001851851851852)"
07-01-2023 14:28:40.362193,"(11.0, 15.5, 14.18)","(5.0, 34.0, 32.388888888888886)","(2.35, 2.38, 2.361627906976744)","(7.5, 7.6, 6.88)","(3.5, 3.25, 2.9224719101123595)"
07-01-2023 14:28:41.160361,"(11.0, 40.0, 24.333333333333332)","(5.0, 40.0, 37.72222222222222)","(2.35, 2.38, 2.361895734597156)","(7.5, 7.8, 6.890909090909091)","(3.5, 2.72, 2.6141176470588237)"
07-01-2023 14:28:41.997432,"(11.0, 40.0, 35.69230769230769)","(5.0, 50.0, 46.1875)","(2.35, 2.38, 2.1841025641025644)","(7.5, 7.6, 6.457142857142857)","(3.5, 2.94, 2.765)"
07-01-2023 14:28:42.845539,"(11.0, 10.5, 9.017307692307693)","(5.0, 60.0, 50.857142857142854)","(2.35, 2.38, 2.320337078651685)","(7.5, 7.6, 6.8969696969696965)","(3.5, 3.1, 3.04)"
07-01-2023 14:28:43.633118,"(11.0, 20.0, 18.545454545454547)","(5.0, 48.0, 33.75)","(2.35, 2.36, 2.358301886792453)","(7.5, 7.6, 6.110344827586207)","(3.5, 3.1, 2.8360000000000003)"
07-01-2023 14:28:44.439018,"(11.0, 20.0, 16.964285714285715)","(5.0, 48.0, 40.875)","(2.35, 2.32, 2.314206896551724)","(7.5, 6.8, 6.603960396039604)","(3.5, 3.15, 2.8978260869565218)"
07-01-2023 14:28:45.322523,"(11.0, 20.0, 16.785714285714285)","(5.0, 19.5, 19.0)","(2.35, 2.32, 2.311044776119403)","(7.5, 6.8, 6.604040404040403)","(3.5, 3.25, 3.1054545454545455)"
07-01-2023 14:28:46.134711,"(11.0, 20.0, 16.785714285714285)","(5.0, 19.5, 19.0)","(2.35, 2.32, 2.304375)","(7.5, 6.8, 6.604040404040403)","(3.5, 3.25, 3.1054545454545455)"
07-01-2023 14:28:46.943532,"(11.0, 20.0, 15.0)","(5.0, 18.0, 15.136363636363637)","(2.35, 2.42, 2.412)","(7.5, 6.8, 5.211594202898551)","(3.5, 3.25, 2.838695652173913)"
07-01-2023 14:28:47.717715,"(11.0, 11.5, 10.35)","(5.0, 18.0, 16.5)","(2.35, 2.56, 2.4343589743589744)","(7.5, 5.9, 5.407407407407407)","(3.5, 3.6, 3.375)"
07-01-2023 14:28:48.640731,"(11.0, 11.5, 10.685714285714285)","(5.0, 18.0, 17.1)","(2.35, 2.56, 2.385)","(7.5, 5.9, 6.038461538461538)","(3.5, 5.0, 10.90967741935484)"
07-01-2023 14:28:49.479710,"(11.0, 4.7, 4.26)","(5.0, 28.0, 25.1)","(2.35, 2.38, 2.3725)","(7.5, 6.8, 6.630769230769231)","(3.5, 11.0, 6.029558011049723)"
07-01-2023 14:28:50.294241,"(11.0, 48.0, 29.185714285714283)","(5.0, 85.0, 70.7)","(2.35, 6.8, 6.2375)","(7.5, 7.0, 6.484507042253521)","(3.5, 3.35, 2.60414364640884)"
07-01-2023 14:28:51.150014,"(11.0, 11.0, 9.4)","(5.0, 19.5, 15.375)","(2.35, 6.6, 5.666666666666666)","(7.5, 7.0, 5.032258064516129)","(3.5, 3.35, 2.3065420560747665)"
07-01-2023 14:28:51.974334,"(11.0, 11.0, 10.778260869565218)","(5.0, 19.5, 15.375)","(2.35, 6.6, 5.516666666666667)","(7.5, 7.0, 5.032258064516129)","(3.5, 2.4, 2.0283783783783784)"
07-01-2023 14:28:52.769509,"(11.0, 11.0, 10.575)","(5.0, 46.0, 35.5)","(2.35, 2.74, 2.6500000000000004)","(7.5, 7.0, 5.032258064516129)","(3.5, 7.2, 6.948437500000001)"
07-01-2023 14:28:53.553664,"(11.0, 27.0, 25.0)","(5.0, 80.0, 48.0)","(2.35, 1.5, 1.4916949152542374)","(7.5, 6.8, 6.625)","(3.5, 7.6, 7.466666666666667)"
07-01-2023 14:28:54.330007,"(11.0, 65.0, 60.5)","(5.0, 85.0, 67.375)","(2.35, 1.5, 1.4017316017316017)","(7.5, 7.0, 5.328333333333333)","(3.5, 12.0, 10.342857142857142)"
07-01-2023 14:28:55.123557,"(11.0, 200.0, 184.25)","(5.0, 190.0, 146.125)","(2.35, 1.5, 1.304015444015444)","(7.5, 9.6, 5.270588235294118)","(3.5, 100.0, 97.34722222222221)"
07-01-2023 14:28:55.954711,"(11.0, 480.0, 251.0)","(5.0, 500.0, 260.5)","(2.35, 1.07, 1.058976377952756)","(7.5, 24.0, 20.666666666666668)","(3.5, 220.0, 137.5)"
07-01-2023 14:28:56.752380,"(11.0, 480.0, 388.2)","(5.0, 500.0, 404.2)","(2.35, 1.07, 1.0525523012552302)","(7.5, 120.0, 69.5)","(3.5, 220.0, 180.0)"
07-01-2023 14:28:57.583719,"(11.0, 480.0, 257.0)","(5.0, 500.0, 267.0)","(2.35, 1.05, 1.0431055900621118)","(7.5, 120.0, 89.33333333333334)","(3.5, 290.0, 161.0)"
07-01-2023 14:28:58.376920,"(11.0, 480.0, 404.0)","(5.0, 99999, 8004.2)","(2.35, 1.05, 1.0341992882562279)","(7.5, 580.0, 468.8)","(3.5, 980.0, 789.0)"
07-01-2023 14:28:59.175799,"(11.0, 710.0, 611.0)","(5.0, 99999, 8573.071428571428)","(2.35, 1.07, 1.038888888888889)","(7.5, 480.0, 364.25)","(3.5, 980.0, 842.4285714285716)"
07-01-2023 14:29:00.085118,"(11.0, 710.0, 640.6)","(5.0, 99999, 5008.25)","(2.35, 1.07, 1.0515789473684212)","(7.5, 99999, 5008.25)","(3.5, 99999, 5008.25)"
