,Tin Amber Mine,Skylar Bree,Bears Best,Ima Midnight Rebel,Saint Jujon,Marty The Martian,Whos To Blame,Long Time Coming
06-01-2023 11:54:41.099864,"(2.8, 3.85, 3.829032258064516)","(1.8, 2.32, 2.2133333333333334)","(61.0, 190.0, 130.0)","(51.0, 160.0, 120.625)","(9.0, 18.0, 17.357142857142858)","(5.0, 7.6, 6.333333333333333)","(101.0, 190.0, 130.0)","(31.0, 60.0, 48.8)"
06-01-2023 11:54:42.339855,"(2.8, 3.85, 3.829032258064516)","(1.8, 2.32, 2.2133333333333334)","(61.0, 190.0, 130.0)","(51.0, 160.0, 85.0)","(9.0, 18.0, 17.0)","(5.0, 7.6, 6.333333333333333)","(101.0, 190.0, 130.0)","(31.0, 60.0, 48.8)"
06-01-2023 11:54:43.502691,"(2.8, 3.85, 3.829032258064516)","(1.8, 2.32, 2.2133333333333334)","(61.0, 190.0, 130.0)","(51.0, 160.0, 85.0)","(9.0, 18.0, 17.0)","(5.0, 7.6, 6.333333333333333)","(101.0, 190.0, 130.0)","(31.0, 60.0, 48.8)"
06-01-2023 11:54:44.688269,"(2.8, 3.85, 3.829032258064516)","(1.8, 2.32, 2.2133333333333334)","(61.0, 190.0, 130.0)","(51.0, 160.0, 90.0)","(9.0, 18.0, 17.0)","(5.0, 7.6, 6.333333333333333)","(101.0, 190.0, 130.0)","(31.0, 60.0, 48.8)"
06-01-2023 11:54:45.846877,"(2.8, 3.7, 3.6054054054054054)","(1.8, 2.34, 2.237142857142857)","(61.0, 190.0, 130.0)","(51.0, 150.0, 90.0)","(9.0, 18.0, 17.0)","(5.0, 7.6, 6.333333333333333)","(101.0, 190.0, 130.0)","(31.0, 60.0, 48.8)"
06-01-2023 11:54:47.105725,"(2.8, 3.7, 3.6054054054054054)","(1.8, 2.34, 2.295)","(61.0, 190.0, 130.0)","(51.0, 150.0, 86.66666666666667)","(9.0, 18.0, 17.25)","(5.0, 7.6, 7.388235294117647)","(101.0, 190.0, 130.0)","(31.0, 60.0, 48.8)"
06-01-2023 11:54:48.222488,"(2.8, 3.7, 3.35)","(1.8, 2.34, 2.295)","(61.0, 190.0, 130.0)","(51.0, 140.0, 86.66666666666667)","(9.0, 18.0, 17.25)","(5.0, 7.6, 7.436363636363636)","(101.0, 190.0, 130.0)","(31.0, 60.0, 48.8)"
06-01-2023 11:54:49.398793,"(2.8, 3.85, 3.65)","(1.8, 2.3, 2.225)","(61.0, 190.0, 130.0)","(51.0, 140.0, 86.66666666666667)","(9.0, 18.0, 17.25)","(5.0, 7.6, 7.436363636363636)","(101.0, 190.0, 130.0)","(31.0, 60.0, 48.8)"
06-01-2023 11:54:50.542090,"(2.8, 3.85, 3.65)","(1.8, 2.36, 2.315)","(61.0, 190.0, 130.0)","(51.0, 140.0, 86.66666666666667)","(9.0, 18.0, 17.25)","(5.0, 7.6, 7.436363636363636)","(101.0, 190.0, 122.5)","(31.0, 60.0, 48.8)"
06-01-2023 11:54:51.659550,"(2.8, 3.85, 3.65)","(1.8, 2.62, 2.4000000000000004)","(61.0, 190.0, 130.0)","(51.0, 140.0, 86.66666666666667)","(9.0, 18.0, 17.25)","(5.0, 7.6, 7.436363636363636)","(101.0, 190.0, 122.5)","(31.0, 60.0, 48.8)"
06-01-2023 11:54:52.800646,"(2.8, 3.85, 3.65)","(1.8, 2.62, 2.4000000000000004)","(61.0, 190.0, 130.0)","(51.0, 140.0, 86.66666666666667)","(9.0, 18.0, 17.25)","(5.0, 7.6, 7.436363636363636)","(101.0, 190.0, 122.5)","(31.0, 60.0, 48.8)"
06-01-2023 11:54:53.964586,"(2.8, 3.85, 3.65)","(1.8, 2.62, 2.4000000000000004)","(61.0, 190.0, 130.0)","(51.0, 140.0, 86.66666666666667)","(9.0, 18.0, 17.25)","(5.0, 7.6, 7.436363636363636)","(101.0, 190.0, 122.5)","(31.0, 60.0, 48.8)"
06-01-2023 11:54:55.114869,"(2.8, 3.85, 3.65)","(1.8, 2.62, 2.4000000000000004)","(61.0, 190.0, 130.0)","(51.0, 140.0, 86.66666666666667)","(9.0, 18.0, 17.25)","(5.0, 7.6, 7.436363636363636)","(101.0, 190.0, 122.5)","(31.0, 60.0, 48.8)"
06-01-2023 11:54:56.268957,"(2.8, 3.85, 3.65)","(1.8, 2.62, 2.4000000000000004)","(61.0, 190.0, 130.0)","(51.0, 140.0, 86.66666666666667)","(9.0, 18.0, 17.25)","(5.0, 7.6, 7.436363636363636)","(101.0, 190.0, 122.5)","(31.0, 60.0, 48.8)"
06-01-2023 11:54:57.439636,"(2.8, 3.85, 3.65)","(1.8, 2.62, 2.4000000000000004)","(61.0, 190.0, 160.0)","(51.0, 140.0, 86.66666666666667)","(9.0, 18.0, 17.25)","(5.0, 7.6, 7.436363636363636)","(101.0, 190.0, 130.0)","(31.0, 60.0, 48.8)"
06-01-2023 11:54:58.641649,"(2.8, 3.85, 3.65)","(1.8, 2.62, 2.4000000000000004)","(61.0, 190.0, 154.0)","(51.0, 140.0, 80.0)","(9.0, 18.0, 17.25)","(5.0, 7.6, 7.085714285714285)","(101.0, 190.0, 130.0)","(31.0, 60.0, 53.333333333333336)"
06-01-2023 11:54:59.852651,"(2.8, 3.85, 3.65)","(1.8, 2.62, 2.4000000000000004)","(61.0, 190.0, 154.0)","(51.0, 140.0, 80.0)","(9.0, 18.0, 17.25)","(5.0, 7.6, 7.085714285714285)","(101.0, 190.0, 130.0)","(31.0, 60.0, 53.333333333333336)"
06-01-2023 11:55:00.999926,"(2.8, 3.85, 3.65)","(1.8, 2.62, 2.4000000000000004)","(61.0, 190.0, 154.0)","(51.0, 140.0, 80.0)","(9.0, 18.0, 17.25)","(5.0, 7.6, 7.085714285714285)","(101.0, 190.0, 130.0)","(31.0, 60.0, 46.0)"
06-01-2023 11:55:02.155474,"(2.8, 3.85, 3.65)","(1.8, 2.62, 2.4000000000000004)","(61.0, 190.0, 154.0)","(51.0, 140.0, 80.0)","(9.0, 18.0, 16.27777777777778)","(5.0, 7.6, 7.085714285714285)","(101.0, 190.0, 130.0)","(31.0, 60.0, 46.0)"
06-01-2023 11:55:03.282440,"(2.8, 3.85, 3.65)","(1.8, 2.62, 2.4000000000000004)","(61.0, 190.0, 154.0)","(51.0, 140.0, 100.0)","(9.0, 17.5, 15.0)","(5.0, 7.6, 6.466666666666667)","(101.0, 190.0, 130.0)","(31.0, 60.0, 50.66666666666667)"
06-01-2023 11:55:04.415672,"(2.8, 3.85, 3.65)","(1.8, 2.6, 2.3000000000000003)","(61.0, 190.0, 154.0)","(51.0, 150.0, 100.0)","(9.0, 17.5, 14.5)","(5.0, 7.6, 6.533333333333333)","(101.0, 190.0, 130.0)","(31.0, 60.0, 50.66666666666667)"
06-01-2023 11:55:05.543253,"(2.8, 3.85, 3.65)","(1.8, 2.6, 2.3000000000000003)","(61.0, 190.0, 154.0)","(51.0, 150.0, 100.0)","(9.0, 17.5, 14.5)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 130.0)","(31.0, 60.0, 50.66666666666667)"
06-01-2023 11:55:06.648697,"(2.8, 3.85, 3.65)","(1.8, 2.6, 2.3000000000000003)","(61.0, 190.0, 154.0)","(51.0, 150.0, 100.0)","(9.0, 17.5, 14.5)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 122.5)","(31.0, 60.0, 50.66666666666667)"
06-01-2023 11:55:07.801653,"(2.8, 3.85, 3.65)","(1.8, 2.6, 2.3000000000000003)","(61.0, 190.0, 154.0)","(51.0, 150.0, 116.66666666666667)","(9.0, 17.5, 14.5)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 122.5)","(31.0, 60.0, 50.66666666666667)"
06-01-2023 11:55:08.974102,"(2.8, 3.85, 3.45)","(1.8, 2.6, 2.25)","(61.0, 190.0, 154.0)","(51.0, 150.0, 116.66666666666667)","(9.0, 17.5, 14.5)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 122.5)","(31.0, 60.0, 50.66666666666667)"
06-01-2023 11:55:10.137294,"(2.8, 3.85, 3.45)","(1.8, 2.6, 2.2800000000000002)","(61.0, 190.0, 154.0)","(51.0, 150.0, 116.66666666666667)","(9.0, 17.5, 14.5)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 122.5)","(31.0, 60.0, 50.66666666666667)"
06-01-2023 11:55:11.314424,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.2760000000000002)","(61.0, 190.0, 154.0)","(51.0, 150.0, 116.66666666666667)","(9.0, 17.5, 14.5)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 122.5)","(31.0, 60.0, 50.66666666666667)"
06-01-2023 11:55:12.435300,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.2760000000000002)","(61.0, 190.0, 154.0)","(51.0, 150.0, 116.66666666666667)","(9.0, 17.5, 14.5)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 122.5)","(31.0, 60.0, 50.66666666666667)"
06-01-2023 11:55:13.566919,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.2760000000000002)","(61.0, 190.0, 154.0)","(51.0, 150.0, 116.66666666666667)","(9.0, 17.5, 14.5)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 122.5)","(31.0, 60.0, 50.66666666666667)"
06-01-2023 11:55:14.630523,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.2760000000000002)","(61.0, 190.0, 154.0)","(51.0, 150.0, 116.66666666666667)","(9.0, 17.5, 14.5)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 122.5)","(31.0, 60.0, 50.66666666666667)"
06-01-2023 11:55:15.715442,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.2760000000000002)","(61.0, 190.0, 154.0)","(51.0, 150.0, 116.66666666666667)","(9.0, 17.5, 14.5)","(5.0, 7.8, 7.04)","(101.0, 190.0, 122.5)","(31.0, 60.0, 50.66666666666667)"
06-01-2023 11:55:16.823587,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.2760000000000002)","(61.0, 190.0, 154.0)","(51.0, 150.0, 116.66666666666667)","(9.0, 17.5, 14.5)","(5.0, 7.8, 7.04)","(101.0, 190.0, 122.5)","(31.0, 60.0, 50.66666666666667)"
06-01-2023 11:55:17.985307,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.2760000000000002)","(61.0, 190.0, 154.0)","(51.0, 150.0, 116.66666666666667)","(9.0, 17.5, 14.5)","(5.0, 7.8, 7.04)","(101.0, 190.0, 122.5)","(31.0, 60.0, 50.66666666666667)"
06-01-2023 11:55:19.164160,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.2760000000000002)","(61.0, 190.0, 154.0)","(51.0, 150.0, 95.0)","(9.0, 17.5, 15.0)","(5.0, 7.8, 7.52)","(101.0, 190.0, 122.5)","(31.0, 60.0, 50.66666666666667)"
06-01-2023 11:55:20.233103,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.2760000000000002)","(61.0, 190.0, 154.0)","(51.0, 140.0, 95.0)","(9.0, 17.5, 15.0)","(5.0, 8.6, 7.433333333333333)","(101.0, 190.0, 122.5)","(31.0, 60.0, 50.66666666666667)"
06-01-2023 11:55:21.339525,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.2760000000000002)","(61.0, 190.0, 154.0)","(51.0, 140.0, 95.0)","(9.0, 17.5, 15.0)","(5.0, 8.2, 7.433333333333333)","(101.0, 190.0, 122.5)","(31.0, 60.0, 50.66666666666667)"
06-01-2023 11:55:22.424273,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.2760000000000002)","(61.0, 190.0, 154.0)","(51.0, 140.0, 95.0)","(9.0, 17.5, 15.0)","(5.0, 8.2, 7.433333333333333)","(101.0, 190.0, 122.5)","(31.0, 60.0, 50.66666666666667)"
06-01-2023 11:55:23.562956,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.2760000000000002)","(61.0, 190.0, 154.0)","(51.0, 140.0, 95.0)","(9.0, 17.5, 15.0)","(5.0, 8.2, 7.433333333333333)","(101.0, 190.0, 122.5)","(31.0, 60.0, 50.66666666666667)"
06-01-2023 11:55:24.731905,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.2760000000000002)","(61.0, 190.0, 154.0)","(51.0, 140.0, 95.0)","(9.0, 17.5, 15.0)","(5.0, 8.2, 7.433333333333333)","(101.0, 190.0, 122.5)","(31.0, 60.0, 50.66666666666667)"
06-01-2023 11:55:25.972215,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.2760000000000002)","(61.0, 190.0, 154.0)","(51.0, 140.0, 95.0)","(9.0, 17.5, 15.0)","(5.0, 8.2, 7.433333333333333)","(101.0, 190.0, 122.5)","(31.0, 60.0, 50.66666666666667)"
06-01-2023 11:55:27.174198,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.2760000000000002)","(61.0, 190.0, 154.0)","(51.0, 140.0, 95.0)","(9.0, 17.5, 15.0)","(5.0, 8.2, 7.433333333333333)","(101.0, 190.0, 122.5)","(31.0, 60.0, 52.57142857142857)"
06-01-2023 11:55:28.398331,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.2760000000000002)","(61.0, 190.0, 154.0)","(51.0, 140.0, 95.0)","(9.0, 17.5, 15.0)","(5.0, 8.2, 7.433333333333333)","(101.0, 190.0, 122.5)","(31.0, 60.0, 52.57142857142857)"
06-01-2023 11:55:29.616747,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.2760000000000002)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 15.0)","(5.0, 8.2, 7.433333333333333)","(101.0, 190.0, 122.5)","(31.0, 60.0, 52.57142857142857)"
06-01-2023 11:55:30.836993,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.2760000000000002)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 15.0)","(5.0, 8.2, 7.3)","(101.0, 190.0, 122.5)","(31.0, 60.0, 52.57142857142857)"
06-01-2023 11:55:31.978672,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.2760000000000002)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 15.0)","(5.0, 8.0, 7.3)","(101.0, 190.0, 122.5)","(31.0, 60.0, 52.57142857142857)"
06-01-2023 11:55:33.132709,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.2760000000000002)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 8.0, 6.28)","(101.0, 190.0, 122.5)","(31.0, 60.0, 52.57142857142857)"
06-01-2023 11:55:34.235275,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.3514285714285714)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.28)","(101.0, 190.0, 122.5)","(31.0, 60.0, 52.57142857142857)"
06-01-2023 11:55:35.291405,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.3514285714285714)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.28)","(101.0, 190.0, 122.5)","(31.0, 60.0, 52.57142857142857)"
06-01-2023 11:55:36.522681,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.3514285714285714)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.28)","(101.0, 190.0, 122.5)","(31.0, 60.0, 52.57142857142857)"
06-01-2023 11:55:37.724667,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.3514285714285714)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.28)","(101.0, 190.0, 122.5)","(31.0, 60.0, 52.57142857142857)"
06-01-2023 11:55:38.901147,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.3514285714285714)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.28)","(101.0, 190.0, 122.5)","(31.0, 60.0, 52.57142857142857)"
06-01-2023 11:55:40.054959,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.3000000000000003)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.28)","(101.0, 190.0, 122.5)","(31.0, 60.0, 52.57142857142857)"
06-01-2023 11:55:41.296674,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.3000000000000003)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.28)","(101.0, 190.0, 122.5)","(31.0, 60.0, 52.57142857142857)"
06-01-2023 11:55:42.460999,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.3000000000000003)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.28)","(101.0, 190.0, 122.5)","(31.0, 60.0, 52.57142857142857)"
06-01-2023 11:55:43.563454,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.3000000000000003)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.28)","(101.0, 190.0, 122.5)","(31.0, 60.0, 52.57142857142857)"
06-01-2023 11:55:44.631874,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.3000000000000003)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.28)","(101.0, 190.0, 122.5)","(31.0, 60.0, 52.57142857142857)"
06-01-2023 11:55:45.801854,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.3000000000000003)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.28)","(101.0, 190.0, 122.5)","(31.0, 60.0, 52.57142857142857)"
06-01-2023 11:55:47.019712,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.3000000000000003)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.28)","(101.0, 190.0, 122.5)","(31.0, 60.0, 52.57142857142857)"
06-01-2023 11:55:48.305905,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.3000000000000003)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.28)","(101.0, 190.0, 122.5)","(31.0, 60.0, 52.57142857142857)"
06-01-2023 11:55:49.553922,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.3000000000000003)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.28)","(101.0, 190.0, 122.5)","(31.0, 60.0, 52.57142857142857)"
06-01-2023 11:55:50.790956,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.3000000000000003)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.28)","(101.0, 190.0, 122.5)","(31.0, 60.0, 52.57142857142857)"
06-01-2023 11:55:51.999601,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.3000000000000003)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.28)","(101.0, 190.0, 122.5)","(31.0, 60.0, 52.57142857142857)"
06-01-2023 11:55:53.223547,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.3000000000000003)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.28)","(101.0, 190.0, 122.5)","(31.0, 60.0, 52.57142857142857)"
06-01-2023 11:55:54.416766,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.3000000000000003)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.28)","(101.0, 190.0, 122.5)","(31.0, 60.0, 52.57142857142857)"
06-01-2023 11:55:55.585313,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.3000000000000003)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.28)","(101.0, 190.0, 122.5)","(31.0, 60.0, 52.57142857142857)"
06-01-2023 11:55:56.896944,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.3000000000000003)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.28)","(101.0, 190.0, 122.5)","(31.0, 60.0, 52.57142857142857)"
06-01-2023 11:55:58.125556,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.3000000000000003)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.28)","(101.0, 190.0, 122.5)","(31.0, 60.0, 52.57142857142857)"
06-01-2023 11:55:59.391401,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.3000000000000003)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.28)","(101.0, 190.0, 122.5)","(31.0, 60.0, 52.57142857142857)"
06-01-2023 11:56:00.605393,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.3000000000000003)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.28)","(101.0, 190.0, 122.5)","(31.0, 60.0, 52.57142857142857)"
06-01-2023 11:56:01.896507,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.3000000000000003)","(61.0, 190.0, 154.0)","(51.0, 140.0, 115.71428571428571)","(9.0, 17.5, 16.27777777777778)","(5.0, 7.8, 6.28)","(101.0, 190.0, 122.5)","(31.0, 60.0, 52.57142857142857)"
06-01-2023 11:56:03.213607,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.231666666666667)","(61.0, 190.0, 154.0)","(51.0, 140.0, 100.0)","(9.0, 17.5, 15.0)","(5.0, 7.8, 6.28)","(101.0, 190.0, 122.5)","(31.0, 60.0, 48.0)"
06-01-2023 11:56:04.462175,"(2.8, 3.85, 3.45)","(1.8, 2.58, 2.38)","(61.0, 190.0, 154.0)","(51.0, 140.0, 100.0)","(9.0, 17.5, 14.5)","(5.0, 7.8, 6.442857142857143)","(101.0, 190.0, 122.5)","(31.0, 60.0, 48.0)"
06-01-2023 11:56:05.649778,"(2.8, 3.8, 3.6166666666666667)","(1.8, 2.56, 2.38)","(61.0, 190.0, 154.0)","(51.0, 140.0, 100.0)","(9.0, 17.5, 14.5)","(5.0, 7.8, 6.442857142857143)","(101.0, 190.0, 122.5)","(31.0, 60.0, 48.0)"
06-01-2023 11:56:06.804004,"(2.8, 3.8, 3.6166666666666667)","(1.8, 2.56, 2.38)","(61.0, 190.0, 154.0)","(51.0, 140.0, 100.0)","(9.0, 17.5, 14.5)","(5.0, 7.8, 6.442857142857143)","(101.0, 190.0, 122.5)","(31.0, 60.0, 48.0)"
06-01-2023 11:56:07.870116,"(2.8, 3.8, 3.6166666666666667)","(1.8, 2.56, 2.38)","(61.0, 190.0, 154.0)","(51.0, 140.0, 100.0)","(9.0, 17.5, 14.5)","(5.0, 7.8, 6.442857142857143)","(101.0, 190.0, 122.5)","(31.0, 60.0, 48.0)"
06-01-2023 11:56:08.961273,"(2.8, 3.8, 3.6166666666666667)","(1.8, 2.56, 2.38)","(61.0, 190.0, 154.0)","(51.0, 140.0, 100.0)","(9.0, 17.5, 14.5)","(5.0, 7.8, 6.442857142857143)","(101.0, 190.0, 122.5)","(31.0, 60.0, 48.0)"
06-01-2023 11:56:10.136645,"(2.8, 3.8, 3.6166666666666667)","(1.8, 2.56, 2.38)","(61.0, 190.0, 154.0)","(51.0, 140.0, 100.0)","(9.0, 17.5, 14.5)","(5.0, 7.8, 6.442857142857143)","(101.0, 190.0, 122.5)","(31.0, 60.0, 48.0)"
06-01-2023 11:56:11.351876,"(2.8, 3.8, 3.6166666666666667)","(1.8, 2.56, 2.38)","(61.0, 190.0, 154.0)","(51.0, 140.0, 100.0)","(9.0, 17.5, 14.5)","(5.0, 7.8, 6.442857142857143)","(101.0, 190.0, 122.5)","(31.0, 60.0, 48.0)"
06-01-2023 11:56:12.560654,"(2.8, 3.8, 3.6166666666666667)","(1.8, 2.56, 2.38)","(61.0, 190.0, 154.0)","(51.0, 140.0, 100.0)","(9.0, 17.5, 14.5)","(5.0, 7.8, 6.442857142857143)","(101.0, 190.0, 122.5)","(31.0, 60.0, 48.0)"
06-01-2023 11:56:13.805954,"(2.8, 3.8, 3.6166666666666667)","(1.8, 2.56, 2.38)","(61.0, 190.0, 154.0)","(51.0, 140.0, 100.0)","(9.0, 17.5, 14.5)","(5.0, 7.8, 6.442857142857143)","(101.0, 190.0, 122.5)","(31.0, 60.0, 48.0)"
06-01-2023 11:56:15.067214,"(2.8, 3.8, 3.6166666666666667)","(1.8, 2.56, 2.38)","(61.0, 190.0, 154.0)","(51.0, 140.0, 100.0)","(9.0, 17.5, 14.5)","(5.0, 7.8, 6.442857142857143)","(101.0, 190.0, 160.0)","(31.0, 60.0, 48.0)"
06-01-2023 11:56:16.258808,"(2.8, 3.8, 3.6166666666666667)","(1.8, 2.56, 2.38)","(61.0, 190.0, 154.0)","(51.0, 140.0, 100.0)","(9.0, 17.5, 14.5)","(5.0, 7.8, 6.442857142857143)","(101.0, 190.0, 160.0)","(31.0, 60.0, 48.0)"
06-01-2023 11:56:17.435448,"(2.8, 3.8, 3.6166666666666667)","(1.8, 2.56, 2.38)","(61.0, 190.0, 154.0)","(51.0, 140.0, 100.0)","(9.0, 17.5, 14.5)","(5.0, 7.8, 6.442857142857143)","(101.0, 190.0, 160.0)","(31.0, 60.0, 48.0)"
06-01-2023 11:56:18.640279,"(2.8, 3.8, 3.6166666666666667)","(1.8, 2.56, 2.38)","(61.0, 190.0, 154.0)","(51.0, 140.0, 100.0)","(9.0, 17.5, 14.5)","(5.0, 7.8, 6.442857142857143)","(101.0, 190.0, 160.0)","(31.0, 60.0, 48.0)"
06-01-2023 11:56:19.917635,"(2.8, 3.8, 3.6166666666666667)","(1.8, 2.56, 2.23)","(61.0, 190.0, 154.0)","(51.0, 140.0, 100.0)","(9.0, 17.5, 15.0)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 160.0)","(31.0, 60.0, 48.0)"
06-01-2023 11:56:21.219456,"(2.8, 3.85, 3.507142857142857)","(1.8, 2.58, 2.2237500000000003)","(61.0, 190.0, 154.0)","(51.0, 140.0, 100.0)","(9.0, 17.5, 15.0)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 160.0)","(31.0, 60.0, 48.0)"
06-01-2023 11:56:22.465066,"(2.8, 3.85, 3.507142857142857)","(1.8, 2.58, 2.2237500000000003)","(61.0, 190.0, 154.0)","(51.0, 140.0, 100.0)","(9.0, 17.5, 15.0)","(5.0, 7.8, 6.533333333333333)","(101.0, 190.0, 160.0)","(31.0, 60.0, 48.0)"
