,Roll Along Jane,Anyonewilldo,No Rushing,Redbank Harry,Screentime,Paddy Mach,Smokin Pocket,Our Rocky,Miami Surf,Hilly
09-01-2023 15:33:23.734903,"(5.5, 7.0, 6.6571428571428575)","(61.0, 65.0, 57.125)","(12.0, 15.5, 13.382352941176471)","(3.8, 6.2, 6.08)","(15.0, 25.0, 22.65)","(5.0, 5.5, 5.25)","(31.0, 44.0, 40.4)","(7.0, 9.2, 8.366666666666665)","(5.0, 8.2, 7.72)","(10.0, 18.5, 16.571428571428573)"
09-01-2023 15:33:25.108277,"(5.5, 7.0, 6.6571428571428575)","(61.0, 65.0, 57.125)","(12.0, 15.5, 13.382352941176471)","(3.8, 6.2, 6.129411764705882)","(15.0, 24.0, 22.65)","(5.0, 5.5, 5.25)","(31.0, 44.0, 72.0)","(7.0, 9.2, 8.738461538461538)","(5.0, 8.2, 7.72)","(10.0, 18.5, 17.083333333333332)"
09-01-2023 15:33:26.579735,"(5.5, 7.0, 6.6571428571428575)","(61.0, 65.0, 57.125)","(12.0, 15.5, 13.382352941176471)","(3.8, 6.6, 6.15)","(15.0, 24.0, 22.708333333333332)","(5.0, 5.5, 5.25)","(31.0, 110.0, 72.0)","(7.0, 9.2, 8.75)","(5.0, 8.2, 7.72)","(10.0, 18.0, 16.333333333333332)"
09-01-2023 15:33:27.994214,"(5.5, 7.0, 6.571428571428571)","(61.0, 65.0, 57.125)","(12.0, 15.5, 13.5)","(3.8, 6.4, 6.252941176470588)","(15.0, 25.0, 21.5625)","(5.0, 5.5, 5.15)","(31.0, 110.0, 91.5)","(7.0, 9.2, 8.872727272727273)","(5.0, 8.2, 8.015384615384615)","(10.0, 17.0, 15.0)"
09-01-2023 15:33:29.537946,"(5.5, 7.0, 6.781818181818182)","(61.0, 65.0, 54.5)","(12.0, 15.5, 14.166666666666666)","(3.8, 6.4, 6.042857142857144)","(15.0, 25.0, 21.75)","(5.0, 5.5, 5.15)","(31.0, 110.0, 91.5)","(7.0, 9.2, 8.975)","(5.0, 8.2, 8.08)","(10.0, 17.0, 15.0)"
09-01-2023 15:33:31.177351,"(5.5, 7.0, 6.781818181818182)","(51.0, 65.0, 54.5)","(12.0, 15.0, 14.166666666666666)","(3.8, 6.4, 6.042857142857144)","(15.0, 24.0, 27.416666666666664)","(5.0, 5.5, 5.15)","(31.0, 110.0, 91.5)","(7.0, 9.2, 8.975)","(5.0, 8.2, 8.1)","(10.0, 17.0, 15.0)"
09-01-2023 15:33:32.751784,"(5.5, 7.0, 6.640000000000001)","(51.0, 65.0, 54.5)","(12.0, 15.0, 14.166666666666666)","(3.8, 6.4, 6.1000000000000005)","(15.0, 29.0, 27.416666666666664)","(5.0, 5.5, 5.15)","(31.0, 110.0, 91.5)","(7.0, 9.2, 8.975)","(5.0, 8.2, 8.1)","(10.0, 17.0, 15.055555555555555)"
09-01-2023 15:33:34.207665,"(5.5, 7.0, 6.640000000000001)","(51.0, 65.0, 54.5)","(12.0, 15.0, 13.833333333333334)","(3.8, 6.4, 6.271428571428571)","(15.0, 29.0, 24.1875)","(5.0, 5.5, 5.2)","(31.0, 110.0, 74.4)","(7.0, 9.2, 8.975)","(5.0, 8.2, 7.765217391304348)","(10.0, 17.0, 15.214285714285714)"
09-01-2023 15:33:35.524670,"(5.5, 7.0, 6.640000000000001)","(51.0, 65.0, 54.5)","(12.0, 14.5, 13.833333333333334)","(3.8, 6.4, 6.271428571428571)","(15.0, 27.0, 22.714285714285715)","(5.0, 5.4, 5.2)","(31.0, 100.0, 71.4)","(7.0, 9.2, 9.02)","(5.0, 7.8, 8.6)","(10.0, 16.5, 15.214285714285714)"
09-01-2023 15:33:36.887692,"(5.5, 7.0, 6.640000000000001)","(51.0, 65.0, 54.5)","(12.0, 14.5, 13.833333333333334)","(3.8, 6.4, 6.271428571428571)","(15.0, 24.0, 22.714285714285715)","(5.0, 5.4, 5.045)","(31.0, 95.0, 62.0)","(7.0, 9.2, 8.975)","(5.0, 9.6, 7.936842105263158)","(10.0, 16.5, 14.61111111111111)"
09-01-2023 15:33:38.255594,"(5.5, 7.0, 6.640000000000001)","(51.0, 65.0, 56.85714285714286)","(12.0, 14.0, 13.785714285714285)","(3.8, 6.2, 6.230769230769231)","(15.0, 24.0, 22.714285714285715)","(5.0, 5.3, 5.15)","(31.0, 90.0, 62.0)","(7.0, 9.2, 8.975)","(5.0, 9.2, 8.2)","(10.0, 16.0, 16.166666666666668)"
09-01-2023 15:33:39.594257,"(5.5, 7.0, 6.640000000000001)","(51.0, 65.0, 56.85714285714286)","(12.0, 15.5, 13.785714285714285)","(4.0, 6.6, 6.230769230769231)","(15.0, 24.0, 21.75)","(4.6, 5.3, 5.15)","(31.0, 90.0, 62.0)","(7.0, 9.2, 9.0)","(5.0, 9.2, 8.466666666666667)","(10.0, 17.5, 15.9)"
09-01-2023 15:33:41.078733,"(5.5, 7.0, 6.6571428571428575)","(51.0, 65.0, 56.85714285714286)","(12.0, 14.0, 13.785714285714285)","(4.0, 6.2, 6.220000000000001)","(15.0, 24.0, 21.75)","(4.6, 5.3, 5.15)","(31.0, 90.0, 75.5)","(7.0, 9.2, 9.0)","(5.0, 8.8, 8.085714285714285)","(10.0, 16.5, 14.833333333333334)"
09-01-2023 15:33:42.499478,"(5.5, 7.0, 6.6571428571428575)","(51.0, 65.0, 50.0)","(12.0, 15.5, 13.785714285714285)","(4.0, 6.4, 6.220000000000001)","(15.0, 24.0, 22.0)","(4.6, 5.3, 5.15)","(31.0, 90.0, 71.33333333333334)","(7.0, 9.2, 8.782608695652174)","(5.0, 8.8, 8.028571428571428)","(10.0, 16.5, 15.6)"
09-01-2023 15:33:43.930119,"(5.5, 7.0, 6.640000000000001)","(51.0, 60.0, 50.0)","(12.0, 15.5, 13.785714285714285)","(4.0, 6.4, 6.220000000000001)","(15.0, 23.0, 22.0)","(4.6, 5.3, 5.15)","(31.0, 90.0, 71.33333333333334)","(7.0, 9.2, 8.782608695652174)","(5.0, 8.6, 8.028571428571428)","(10.0, 16.5, 14.625)"
09-01-2023 15:33:45.324104,"(5.5, 7.0, 6.640000000000001)","(51.0, 60.0, 43.333333333333336)","(12.0, 15.5, 13.5)","(4.0, 6.4, 6.220000000000001)","(15.0, 23.0, 22.0)","(4.6, 5.3, 5.1125)","(31.0, 85.0, 59.5)","(7.0, 9.2, 8.488888888888889)","(5.0, 8.6, 8.028571428571428)","(10.0, 16.5, 16.041666666666668)"
09-01-2023 15:33:46.693822,"(5.5, 7.0, 6.640000000000001)","(51.0, 70.0, 57.07692307692308)","(12.0, 15.5, 13.5)","(4.0, 6.4, 6.220000000000001)","(15.0, 23.0, 21.6)","(4.6, 5.3, 5.1125)","(31.0, 85.0, 59.5)","(7.0, 9.2, 8.6)","(5.0, 8.6, 8.094444444444445)","(10.0, 17.5, 15.75)"
09-01-2023 15:33:47.989297,"(5.5, 7.0, 6.640000000000001)","(51.0, 65.0, 54.38461538461539)","(12.0, 15.5, 13.5)","(4.0, 6.4, 6.220000000000001)","(15.0, 22.0, 20.571428571428573)","(4.6, 5.3, 4.9037037037037035)","(31.0, 85.0, 64.6)","(7.0, 9.2, 8.6)","(5.0, 8.4, 8.094444444444445)","(10.0, 17.0, 16.72222222222222)"
09-01-2023 15:33:49.232715,"(5.5, 7.0, 6.640000000000001)","(51.0, 65.0, 54.38461538461539)","(12.0, 15.5, 13.5)","(4.0, 6.4, 6.1)","(15.0, 22.0, 24.0)","(4.6, 5.2, 5.08)","(31.0, 85.0, 51.0)","(7.0, 9.2, 8.6)","(5.0, 8.4, 8.094444444444445)","(10.0, 17.5, 16.96153846153846)"
09-01-2023 15:33:50.518655,"(5.5, 7.0, 6.6571428571428575)","(51.0, 65.0, 54.38461538461539)","(12.0, 15.5, 13.5)","(4.0, 6.4, 6.1)","(15.0, 32.0, 26.25)","(4.6, 5.2, 5.01)","(31.0, 85.0, 84.66666666666666)","(7.0, 9.2, 7.904761904761905)","(5.0, 8.4, 8.094444444444445)","(10.0, 17.5, 16.40625)"
09-01-2023 15:33:51.770300,"(5.5, 6.8, 6.542857142857143)","(51.0, 65.0, 59.0)","(12.0, 15.5, 13.5)","(4.0, 6.4, 6.1)","(15.0, 30.0, 27.11111111111111)","(4.6, 5.1, 4.984615384615385)","(31.0, 110.0, 84.66666666666666)","(7.0, 8.0, 7.904761904761905)","(5.0, 8.4, 8.094444444444445)","(10.0, 17.5, 15.5)"
09-01-2023 15:33:53.152361,"(5.5, 6.8, 6.542857142857143)","(51.0, 65.0, 56.42857142857143)","(12.0, 15.5, 13.5)","(4.0, 6.4, 6.42)","(15.0, 28.0, 21.77777777777778)","(4.6, 5.1, 4.984615384615385)","(31.0, 110.0, 64.4)","(7.0, 8.0, 7.285714285714286)","(5.0, 8.4, 8.094444444444445)","(10.0, 17.5, 15.5)"
09-01-2023 15:33:54.562911,"(5.5, 6.8, 6.542857142857143)","(51.0, 65.0, 56.42857142857143)","(12.0, 15.5, 13.5)","(4.0, 6.6, 6.4875)","(15.0, 22.0, 21.77777777777778)","(4.6, 5.1, 4.984615384615385)","(31.0, 110.0, 89.0)","(7.0, 8.0, 10.5)","(5.0, 8.4, 8.094444444444445)","(10.0, 18.5, 17.68181818181818)"
09-01-2023 15:33:55.990705,"(5.5, 6.8, 6.542857142857143)","(51.0, 65.0, 59.0)","(12.0, 15.5, 13.5)","(4.0, 6.6, 6.51)","(15.0, 22.0, 21.666666666666668)","(4.6, 5.1, 4.949999999999999)","(31.0, 100.0, 90.57142857142857)","(7.0, 11.0, 9.675)","(5.0, 8.4, 8.094444444444445)","(10.0, 18.0, 16.833333333333332)"
09-01-2023 15:33:57.417064,"(5.5, 6.8, 6.542857142857143)","(51.0, 65.0, 58.2)","(12.0, 15.5, 14.166666666666666)","(4.0, 6.6, 6.407142857142857)","(15.0, 22.0, 21.666666666666668)","(4.6, 5.1, 4.766666666666667)","(31.0, 100.0, 55.66666666666667)","(7.0, 10.5, 9.327272727272728)","(5.0, 8.4, 8.094444444444445)","(10.0, 18.0, 17.02777777777778)"
09-01-2023 15:33:58.823652,"(5.5, 6.8, 6.542857142857143)","(51.0, 65.0, 58.81818181818182)","(12.0, 15.0, 14.166666666666666)","(4.0, 6.8, 6.199999999999999)","(15.0, 22.0, 21.666666666666668)","(4.6, 5.1, 4.726666666666667)","(31.0, 95.0, 55.66666666666667)","(7.0, 9.8, 8.52)","(5.0, 8.4, 8.094444444444445)","(10.0, 18.0, 16.5)"
09-01-2023 15:34:00.278967,"(5.5, 6.8, 6.542857142857143)","(51.0, 65.0, 59.9)","(12.0, 15.0, 14.166666666666666)","(4.0, 6.6, 6.466666666666667)","(15.0, 22.0, 21.666666666666668)","(4.6, 5.1, 4.875)","(31.0, 95.0, 55.66666666666667)","(7.0, 9.4, 9.0)","(5.0, 8.4, 8.094444444444445)","(10.0, 18.5, 17.642857142857142)"
09-01-2023 15:34:01.599034,"(5.5, 6.8, 6.542857142857143)","(51.0, 65.0, 59.9)","(12.0, 15.0, 14.166666666666666)","(4.0, 6.6, 6.52)","(15.0, 22.0, 21.666666666666668)","(4.6, 5.0, 4.65)","(31.0, 95.0, 55.66666666666667)","(7.0, 9.2, 8.485714285714286)","(5.0, 8.4, 8.090666666666667)","(10.0, 18.5, 17.166666666666668)"
09-01-2023 15:34:02.947138,"(5.5, 6.8, 6.542857142857143)","(51.0, 65.0, 59.9)","(12.0, 15.0, 14.166666666666666)","(4.0, 6.6, 6.512499999999999)","(15.0, 22.0, 21.666666666666668)","(4.6, 4.9, 4.828571428571429)","(31.0, 95.0, 54.0)","(7.0, 9.2, 8.64)","(5.0, 8.4, 8.090666666666667)","(10.0, 18.5, 17.166666666666668)"
09-01-2023 15:34:04.190668,"(5.5, 6.8, 6.542857142857143)","(51.0, 65.0, 59.9)","(12.0, 15.0, 14.625)","(4.0, 6.6, 6.512499999999999)","(15.0, 22.0, 21.5)","(4.6, 4.9, 4.7)","(31.0, 90.0, 54.0)","(7.0, 8.8, 9.0)","(5.0, 8.4, 8.090666666666667)","(10.0, 18.0, 16.958333333333332)"
09-01-2023 15:34:05.467359,"(5.5, 6.8, 6.542857142857143)","(51.0, 65.0, 59.9)","(12.0, 15.0, 14.1875)","(4.0, 6.6, 6.39)","(15.0, 22.0, 21.5)","(4.6, 4.9, 4.785714285714286)","(31.0, 90.0, 54.0)","(7.0, 9.4, 8.564705882352941)","(5.0, 8.4, 9.5)","(10.0, 19.0, 17.68181818181818)"
09-01-2023 15:34:06.796168,"(5.5, 6.8, 6.542857142857143)","(51.0, 65.0, 59.9)","(12.0, 14.5, 12.23913043478261)","(4.0, 6.6, 5.85)","(15.0, 22.0, 24.545454545454547)","(4.6, 4.9, 4.714285714285714)","(31.0, 90.0, 75.2)","(7.0, 9.2, 7.690322580645161)","(5.0, 9.6, 9.3)","(10.0, 18.0, 17.45)"
09-01-2023 15:34:08.170606,"(5.5, 6.0, 5.910810810810811)","(51.0, 65.0, 54.8)","(12.0, 12.5, 12.125)","(4.0, 6.6, 6.34)","(15.0, 30.0, 24.2)","(4.6, 5.0, 4.764705882352941)","(31.0, 85.0, 44.714285714285715)","(7.0, 8.0, 7.690322580645161)","(5.0, 9.6, 8.622222222222222)","(10.0, 18.5, 16.5)"
09-01-2023 15:34:09.622391,"(5.5, 6.0, 5.913157894736843)","(51.0, 60.0, 56.0)","(12.0, 12.5, 12.125)","(4.2, 6.6, 6.34)","(15.0, 28.0, 24.2)","(4.2, 5.0, 4.764705882352941)","(31.0, 85.0, 44.714285714285715)","(6.5, 8.0, 7.690322580645161)","(5.5, 9.4, 8.65)","(10.0, 18.5, 16.5)"
09-01-2023 15:34:10.942553,"(5.5, 6.0, 5.913157894736843)","(51.0, 70.0, 59.0)","(12.0, 12.5, 12.083333333333334)","(4.2, 6.0, 5.96)","(15.0, 27.0, 20.77777777777778)","(4.2, 5.0, 4.846153846153846)","(31.0, 85.0, 44.714285714285715)","(6.5, 8.0, 7.690322580645161)","(5.5, 9.2, 8.65)","(10.0, 18.5, 16.5)"
09-01-2023 15:34:12.390114,"(5.5, 6.0, 5.913157894736843)","(51.0, 70.0, 59.0)","(12.0, 12.5, 12.083333333333334)","(4.2, 6.2, 6.1)","(15.0, 25.0, 22.0)","(4.2, 5.0, 4.846153846153846)","(31.0, 85.0, 44.714285714285715)","(6.5, 8.0, 7.690322580645161)","(5.5, 9.2, 9.257142857142856)","(10.0, 18.5, 16.0625)"
09-01-2023 15:34:13.728903,"(5.5, 7.2, 6.628571428571429)","(41.0, 90.0, 76.0)","(12.0, 11.5, 11.3)","(4.2, 6.4, 6.1)","(15.0, 25.0, 21.555555555555557)","(4.4, 5.0, 4.826086956521739)","(31.0, 75.0, 61.785714285714285)","(6.5, 8.0, 7.690322580645161)","(5.5, 9.6, 9.2)","(10.0, 20.0, 16.0625)"
09-01-2023 15:34:15.058931,"(5.5, 7.2, 6.628571428571429)","(41.0, 90.0, 86.18181818181819)","(12.0, 11.5, 11.3)","(4.2, 6.2, 6.1)","(15.0, 24.0, 21.3125)","(4.4, 5.0, 4.826086956521739)","(31.0, 75.0, 61.785714285714285)","(6.5, 8.0, 7.690322580645161)","(5.5, 9.6, 8.82857142857143)","(10.0, 20.0, 16.0625)"
09-01-2023 15:34:16.373902,"(5.5, 7.2, 6.699999999999999)","(41.0, 90.0, 85.78947368421052)","(11.0, 11.5, 11.3)","(4.2, 6.2, 6.1)","(15.0, 23.0, 21.3125)","(4.4, 5.0, 4.826086956521739)","(31.0, 75.0, 61.785714285714285)","(6.5, 8.0, 7.690322580645161)","(5.5, 9.4, 8.82857142857143)","(10.0, 20.0, 17.666666666666668)"
09-01-2023 15:34:17.702997,"(5.5, 7.2, 6.699999999999999)","(41.0, 90.0, 75.0)","(11.0, 11.5, 11.3)","(4.2, 6.2, 6.025)","(15.0, 23.0, 21.3125)","(4.4, 5.0, 4.714285714285714)","(31.0, 75.0, 54.44444444444444)","(6.5, 8.0, 7.690322580645161)","(5.5, 9.4, 8.82857142857143)","(10.0, 20.0, 18.6)"
09-01-2023 15:34:19.030105,"(5.5, 7.2, 6.699999999999999)","(41.0, 85.0, 75.0)","(11.0, 11.5, 11.3)","(4.2, 6.2, 6.025)","(15.0, 23.0, 21.3125)","(4.4, 5.0, 4.666666666666666)","(31.0, 75.0, 48.75)","(6.5, 8.0, 7.690322580645161)","(5.5, 9.4, 8.82857142857143)","(10.0, 19.5, 18.416666666666668)"
09-01-2023 15:34:20.387975,"(5.5, 7.2, 6.699999999999999)","(41.0, 80.0, 65.0)","(11.0, 11.5, 11.3)","(4.2, 6.2, 6.025)","(15.0, 23.0, 21.0)","(4.4, 5.0, 4.75)","(31.0, 75.0, 48.75)","(6.5, 8.0, 7.690322580645161)","(5.5, 9.4, 8.82857142857143)","(10.0, 19.0, 18.416666666666668)"
09-01-2023 15:34:21.792091,"(5.5, 7.2, 6.699999999999999)","(41.0, 80.0, 65.0)","(11.0, 11.5, 11.38888888888889)","(4.2, 6.2, 6.260000000000001)","(15.0, 22.0, 21.666666666666668)","(4.4, 5.0, 4.794736842105263)","(31.0, 75.0, 45.833333333333336)","(6.5, 8.0, 7.690322580645161)","(6.0, 9.4, 9.2)","(11.0, 19.0, 18.61111111111111)"
09-01-2023 15:34:23.187675,"(5.5, 7.2, 6.7555555555555555)","(41.0, 80.0, 65.0)","(11.0, 11.5, 11.166666666666666)","(4.2, 6.4, 6.2857142857142865)","(15.0, 22.0, 21.666666666666668)","(4.4, 4.9, 4.794736842105263)","(31.0, 65.0, 47.142857142857146)","(6.5, 8.0, 7.690322580645161)","(6.0, 9.8, 9.23157894736842)","(11.0, 19.0, 18.61111111111111)"
09-01-2023 15:34:24.594586,"(5.5, 7.2, 6.7555555555555555)","(41.0, 80.0, 65.0)","(11.0, 11.5, 11.166666666666666)","(4.2, 6.4, 6.327272727272728)","(15.0, 22.0, 21.666666666666668)","(4.4, 4.9, 4.472222222222222)","(31.0, 65.0, 47.142857142857146)","(6.5, 8.0, 7.690322580645161)","(6.0, 9.8, 8.981818181818182)","(11.0, 19.0, 18.61111111111111)"
09-01-2023 15:34:25.952107,"(5.5, 7.2, 6.927272727272727)","(41.0, 80.0, 66.66666666666667)","(11.0, 11.5, 11.166666666666666)","(4.2, 6.4, 6.3500000000000005)","(15.0, 22.0, 21.666666666666668)","(4.4, 4.5, 4.416666666666667)","(31.0, 65.0, 45.833333333333336)","(6.5, 8.0, 7.690322580645161)","(6.0, 9.8, 9.145454545454546)","(11.0, 19.0, 18.61111111111111)"
09-01-2023 15:34:27.280967,"(5.5, 7.2, 6.927272727272727)","(41.0, 80.0, 66.66666666666667)","(11.0, 11.5, 11.166666666666666)","(4.2, 6.4, 6.2)","(15.0, 22.0, 31.764705882352942)","(4.4, 4.5, 4.416666666666667)","(31.0, 65.0, 48.5)","(6.5, 8.0, 7.709090909090909)","(6.0, 9.8, 9.145454545454546)","(11.0, 19.0, 18.045454545454547)"
09-01-2023 15:34:28.626882,"(5.5, 7.2, 6.927272727272727)","(41.0, 80.0, 66.66666666666667)","(11.0, 11.5, 10.6)","(4.2, 6.4, 6.2)","(15.0, 40.0, 34.72727272727273)","(4.4, 4.5, 4.416666666666667)","(31.0, 55.0, 44.285714285714285)","(6.5, 8.0, 7.709090909090909)","(6.0, 9.8, 9.145454545454546)","(11.0, 19.0, 16.958333333333332)"
09-01-2023 15:34:29.880058,"(5.5, 7.2, 6.927272727272727)","(41.0, 80.0, 66.66666666666667)","(11.0, 11.5, 10.6)","(4.2, 6.4, 6.2)","(15.0, 36.0, 30.0)","(4.4, 4.5, 4.416666666666667)","(31.0, 55.0, 44.285714285714285)","(6.5, 8.0, 7.709090909090909)","(6.0, 9.8, 9.145454545454546)","(11.0, 19.0, 17.366666666666667)"
09-01-2023 15:34:31.138220,"(5.5, 7.2, 6.927272727272727)","(41.0, 80.0, 66.66666666666667)","(11.0, 11.5, 10.6)","(4.2, 6.4, 6.2)","(15.0, 34.0, 25.25)","(4.4, 4.5, 4.416666666666667)","(31.0, 55.0, 44.285714285714285)","(6.5, 8.0, 7.709090909090909)","(6.0, 9.8, 9.145454545454546)","(11.0, 19.0, 17.366666666666667)"
09-01-2023 15:34:32.392622,"(5.5, 7.2, 6.866666666666666)","(41.0, 80.0, 66.66666666666667)","(11.0, 11.5, 10.375)","(4.2, 6.4, 6.2)","(15.0, 32.0, 25.714285714285715)","(4.4, 4.5, 4.416666666666667)","(31.0, 55.0, 46.666666666666664)","(6.5, 8.0, 7.709090909090909)","(6.0, 9.8, 9.35)","(11.0, 19.0, 17.346153846153847)"
09-01-2023 15:34:33.625821,"(5.5, 7.2, 6.866666666666666)","(41.0, 80.0, 76.36363636363636)","(11.0, 11.5, 10.666666666666666)","(4.2, 6.4, 5.945454545454545)","(15.0, 30.0, 26.0)","(4.4, 4.5, 4.416666666666667)","(31.0, 50.0, 45.55555555555556)","(6.5, 8.0, 7.709090909090909)","(6.0, 9.8, 9.35)","(11.0, 18.5, 16.75)"
09-01-2023 15:34:34.896080,"(5.5, 7.2, 6.866666666666666)","(41.0, 80.0, 76.36363636363636)","(11.0, 11.0, 10.4)","(4.2, 6.6, 6.0285714285714285)","(15.0, 28.0, 25.142857142857142)","(4.4, 4.5, 4.409090909090909)","(31.0, 55.0, 45.55555555555556)","(6.5, 8.0, 7.709090909090909)","(6.0, 9.8, 9.421052631578949)","(11.0, 18.5, 17.666666666666668)"
09-01-2023 15:34:36.195159,"(5.5, 7.2, 6.866666666666666)","(41.0, 80.0, 76.36363636363636)","(11.0, 11.0, 10.4)","(4.2, 6.6, 6.990322580645161)","(15.0, 28.0, 25.142857142857142)","(4.4, 4.5, 4.4)","(31.0, 55.0, 43.333333333333336)","(6.5, 8.0, 7.709090909090909)","(6.0, 9.8, 9.421052631578949)","(11.0, 18.0, 17.8)"
09-01-2023 15:34:37.664265,"(5.5, 7.2, 6.7555555555555555)","(41.0, 80.0, 76.36363636363636)","(10.0, 11.0, 10.4)","(4.2, 7.0, 6.990322580645161)","(16.0, 28.0, 25.142857142857142)","(4.2, 4.5, 4.4)","(31.0, 50.0, 45.0)","(6.5, 8.0, 7.675675675675675)","(6.0, 9.8, 9.421052631578949)","(11.0, 18.5, 18.214285714285715)"
09-01-2023 15:34:39.317750,"(5.5, 7.2, 6.7555555555555555)","(41.0, 90.0, 85.0)","(10.0, 10.5, 10.114285714285714)","(4.2, 7.0, 6.990322580645161)","(16.0, 28.0, 26.0)","(4.2, 4.4, 4.358823529411765)","(31.0, 50.0, 45.0)","(6.5, 8.0, 7.822222222222222)","(6.0, 9.8, 9.421052631578949)","(11.0, 19.5, 16.941176470588236)"
09-01-2023 15:34:40.907419,"(5.5, 7.0, 6.714285714285714)","(41.0, 90.0, 89.375)","(10.0, 10.5, 10.114285714285714)","(4.2, 7.6, 7.171428571428572)","(16.0, 28.0, 25.333333333333332)","(4.2, 4.4, 4.31764705882353)","(31.0, 50.0, 45.0)","(6.5, 8.0, 7.84)","(6.0, 9.8, 9.421052631578949)","(11.0, 19.0, 16.941176470588236)"
09-01-2023 15:34:42.514467,"(5.5, 7.0, 6.714285714285714)","(41.0, 90.0, 89.375)","(10.0, 10.5, 10.114285714285714)","(4.2, 7.6, 7.171428571428572)","(16.0, 27.0, 25.333333333333332)","(4.2, 4.4, 4.275)","(31.0, 50.0, 46.4)","(6.5, 8.0, 7.7)","(6.0, 9.8, 9.421052631578949)","(11.0, 19.0, 18.166666666666668)"
09-01-2023 15:34:44.021155,"(5.5, 7.0, 6.714285714285714)","(41.0, 90.0, 89.375)","(10.0, 10.5, 10.114285714285714)","(4.4, 7.6, 7.171428571428572)","(16.0, 27.0, 25.333333333333332)","(4.2, 4.4, 4.2615384615384615)","(31.0, 50.0, 46.4)","(6.5, 8.0, 7.68)","(6.0, 9.8, 9.421052631578949)","(11.0, 19.0, 17.5)"
09-01-2023 15:34:45.474441,"(5.5, 7.0, 6.742857142857143)","(41.0, 90.0, 89.375)","(10.0, 10.5, 10.114285714285714)","(4.4, 7.6, 7.35)","(16.0, 27.0, 23.666666666666668)","(4.2, 4.3, 4.2615384615384615)","(31.0, 50.0, 46.4)","(6.5, 8.0, 7.68)","(6.0, 9.8, 9.421052631578949)","(11.0, 19.0, 17.5)"
09-01-2023 15:34:46.779618,"(5.5, 7.0, 6.742857142857143)","(41.0, 90.0, 89.375)","(10.0, 10.5, 10.114285714285714)","(4.4, 7.6, 7.3)","(16.0, 26.0, 24.0)","(4.2, 4.3, 4.394736842105263)","(31.0, 50.0, 46.4)","(6.5, 8.0, 7.68)","(6.0, 9.8, 9.4)","(11.0, 19.0, 17.5)"
09-01-2023 15:34:48.208919,"(5.5, 7.0, 6.742857142857143)","(41.0, 90.0, 115.625)","(10.0, 10.5, 10.114285714285714)","(4.4, 7.6, 7.3)","(16.0, 25.0, 23.571428571428573)","(4.2, 4.5, 4.373170731707317)","(31.0, 50.0, 46.4)","(6.5, 8.0, 7.68)","(6.0, 9.8, 9.4)","(11.0, 19.0, 15.625)"
09-01-2023 15:34:49.591124,"(5.5, 7.0, 6.742857142857143)","(51.0, 120.0, 115.625)","(10.0, 10.5, 10.114285714285714)","(4.4, 7.6, 7.085714285714285)","(16.0, 25.0, 23.571428571428573)","(3.9, 4.5, 4.363157894736842)","(31.0, 50.0, 46.4)","(6.5, 8.0, 7.663157894736842)","(6.0, 9.8, 9.4)","(11.0, 19.0, 17.1)"
09-01-2023 15:34:50.937038,"(5.5, 7.0, 6.742857142857143)","(51.0, 120.0, 115.625)","(10.0, 10.5, 10.114285714285714)","(4.4, 7.6, 7.24)","(16.0, 25.0, 23.571428571428573)","(3.9, 4.5, 4.363157894736842)","(31.0, 50.0, 46.4)","(6.5, 8.0, 7.663157894736842)","(6.0, 9.8, 9.2)","(11.0, 18.5, 17.916666666666668)"
09-01-2023 15:34:52.457464,"(5.5, 7.0, 6.7)","(51.0, 120.0, 115.625)","(10.0, 10.5, 10.114285714285714)","(4.4, 7.6, 7.24)","(16.0, 25.0, 24.0)","(3.9, 4.5, 4.366666666666666)","(31.0, 50.0, 46.4)","(6.5, 8.0, 7.663157894736842)","(6.0, 9.8, 9.184615384615384)","(11.0, 18.5, 18.416666666666668)"
09-01-2023 15:34:53.866881,"(5.5, 7.0, 6.7)","(51.0, 120.0, 115.625)","(10.0, 10.5, 9.77142857142857)","(4.4, 7.6, 7.24)","(16.0, 25.0, 23.666666666666668)","(3.9, 4.5, 4.047058823529412)","(31.0, 50.0, 46.4)","(6.5, 8.0, 7.663157894736842)","(6.0, 9.8, 9.355555555555556)","(11.0, 19.0, 18.65)"
09-01-2023 15:34:55.238063,"(5.5, 7.0, 6.7)","(51.0, 120.0, 115.625)","(10.0, 10.5, 9.77142857142857)","(4.4, 7.6, 7.24)","(16.0, 24.0, 30.2)","(3.9, 4.5, 4.047058823529412)","(31.0, 50.0, 80.0)","(6.5, 8.0, 7.663157894736842)","(6.0, 9.8, 9.355555555555556)","(11.0, 19.0, 18.65)"
09-01-2023 15:34:56.601273,"(5.5, 7.0, 6.7)","(51.0, 120.0, 115.625)","(10.0, 10.5, 9.911538461538461)","(4.4, 7.6, 6.9714285714285715)","(16.0, 32.0, 26.18181818181818)","(3.9, 4.5, 4.220000000000001)","(31.0, 100.0, 80.0)","(6.5, 8.0, 7.652173913043478)","(6.0, 9.8, 9.355555555555556)","(11.0, 19.0, 18.65)"
