,Vintage Fame,Montana Grace,Buckle Up Kenzie,Old News,Thumping,Rojo Diamond,Panama Dance
10-01-2023 12:13:29.727319,"(3.1, 6.8, 3.8886363636363637)","(81.0, 190.0, 175.0)","(4.2, 7.6, 6.3999999999999995)","(9.0, 22.0, 10.727272727272727)","(26.0, 65.0, 29.9)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 170.0)"
10-01-2023 12:13:30.780872,"(3.1, 6.8, 3.8886363636363637)","(81.0, 190.0, 175.0)","(4.2, 7.6, 6.3999999999999995)","(9.0, 22.0, 10.727272727272727)","(26.0, 65.0, 35.0)","(1.8, 2.26, 2.1404166666666664)","(41.0, 360.0, 170.0)"
10-01-2023 12:13:31.775164,"(3.1, 6.8, 3.8886363636363637)","(81.0, 190.0, 170.83333333333334)","(4.2, 7.6, 6.3999999999999995)","(9.0, 22.0, 10.727272727272727)","(26.0, 65.0, 37.7)","(1.8, 2.26, 2.1404166666666664)","(41.0, 360.0, 170.0)"
10-01-2023 12:13:33.012579,"(3.1, 6.8, 3.8886363636363637)","(81.0, 190.0, 176.25)","(4.2, 7.6, 5.28)","(9.0, 22.0, 10.727272727272727)","(26.0, 65.0, 39.54545454545455)","(1.8, 2.26, 2.1404166666666664)","(41.0, 360.0, 170.0)"
10-01-2023 12:13:34.197815,"(3.1, 6.8, 3.8886363636363637)","(81.0, 190.0, 176.25)","(4.2, 7.6, 5.28)","(9.0, 22.0, 10.727272727272727)","(26.0, 65.0, 30.875)","(1.8, 2.26, 2.1404166666666664)","(41.0, 360.0, 132.0)"
10-01-2023 12:13:35.292539,"(3.1, 6.8, 3.8886363636363637)","(81.0, 190.0, 176.25)","(4.2, 7.6, 5.28)","(9.0, 22.0, 10.727272727272727)","(26.0, 65.0, 30.875)","(1.8, 2.26, 2.1404166666666664)","(41.0, 360.0, 132.0)"
10-01-2023 12:13:36.391218,"(3.1, 6.8, 4.388888888888889)","(81.0, 190.0, 176.25)","(4.2, 7.6, 5.28)","(9.0, 22.0, 10.727272727272727)","(26.0, 65.0, 30.875)","(1.8, 2.26, 2.1404166666666664)","(41.0, 360.0, 286.25)"
10-01-2023 12:13:37.470511,"(3.1, 6.8, 3.8886363636363637)","(81.0, 190.0, 176.25)","(4.2, 7.6, 5.28)","(9.0, 22.0, 10.727272727272727)","(26.0, 65.0, 30.875)","(1.8, 2.26, 2.1404166666666664)","(41.0, 360.0, 140.0)"
10-01-2023 12:13:38.526038,"(3.1, 6.8, 3.8886363636363637)","(81.0, 190.0, 176.25)","(4.2, 7.6, 5.28)","(9.0, 22.0, 10.727272727272727)","(26.0, 65.0, 47.5)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 140.0)"
10-01-2023 12:13:39.563594,"(3.1, 6.8, 3.8886363636363637)","(81.0, 190.0, 176.25)","(4.2, 7.6, 5.28)","(9.0, 22.0, 10.727272727272727)","(26.0, 65.0, 49.0)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 140.0)"
10-01-2023 12:13:40.688832,"(3.1, 6.8, 3.8886363636363637)","(81.0, 190.0, 176.25)","(4.2, 7.6, 5.28)","(9.0, 22.0, 10.727272727272727)","(26.0, 65.0, 49.0)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 140.0)"
10-01-2023 12:13:41.826819,"(3.1, 6.8, 4.388888888888889)","(81.0, 190.0, 176.25)","(4.2, 7.6, 5.28)","(9.0, 22.0, 10.727272727272727)","(26.0, 65.0, 49.0)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 140.0)"
10-01-2023 12:13:42.904583,"(3.1, 6.8, 3.8886363636363637)","(81.0, 190.0, 176.25)","(4.2, 7.6, 5.28)","(9.0, 22.0, 10.727272727272727)","(26.0, 65.0, 49.0)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 148.0)"
10-01-2023 12:13:43.896665,"(3.1, 6.8, 3.8886363636363637)","(81.0, 190.0, 137.5)","(4.2, 7.6, 5.28)","(9.0, 22.0, 10.727272727272727)","(26.0, 65.0, 49.0)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 148.0)"
10-01-2023 12:13:44.860106,"(3.1, 6.8, 4.916176470588235)","(81.0, 190.0, 137.5)","(4.2, 7.6, 5.28)","(9.0, 22.0, 10.727272727272727)","(26.0, 65.0, 43.0)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 148.0)"
10-01-2023 12:13:45.845886,"(3.1, 6.8, 4.466666666666667)","(81.0, 190.0, 137.5)","(4.2, 7.6, 5.28)","(9.0, 22.0, 10.727272727272727)","(26.0, 65.0, 43.0)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 148.0)"
10-01-2023 12:13:46.880786,"(3.1, 6.8, 3.9840909090909093)","(81.0, 190.0, 137.5)","(4.2, 7.6, 5.28)","(9.0, 22.0, 10.727272727272727)","(26.0, 65.0, 29.25)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 148.0)"
10-01-2023 12:13:47.969501,"(3.1, 6.8, 3.9840909090909093)","(81.0, 190.0, 137.5)","(4.2, 7.6, 5.28)","(9.0, 22.0, 10.727272727272727)","(26.0, 65.0, 43.0)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 148.0)"
10-01-2023 12:13:48.963688,"(3.1, 6.8, 3.9840909090909093)","(81.0, 190.0, 137.5)","(4.2, 7.6, 5.28)","(9.0, 22.0, 10.727272727272727)","(26.0, 65.0, 42.14285714285714)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 160.0)"
10-01-2023 12:13:50.022948,"(3.1, 6.8, 3.9840909090909093)","(81.0, 190.0, 137.5)","(4.2, 7.6, 5.28)","(9.0, 22.0, 10.727272727272727)","(26.0, 65.0, 42.14285714285714)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 160.0)"
10-01-2023 12:13:50.965486,"(3.1, 6.8, 3.9840909090909093)","(81.0, 190.0, 137.5)","(4.2, 7.6, 5.28)","(9.0, 22.0, 10.727272727272727)","(26.0, 65.0, 42.14285714285714)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 160.0)"
10-01-2023 12:13:51.933802,"(3.1, 6.8, 3.9840909090909093)","(81.0, 190.0, 137.5)","(4.2, 7.6, 5.022222222222222)","(9.0, 22.0, 10.727272727272727)","(26.0, 65.0, 42.14285714285714)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 160.0)"
10-01-2023 12:13:52.897066,"(3.1, 6.8, 3.9840909090909093)","(81.0, 190.0, 137.5)","(4.2, 7.4, 6.050000000000001)","(9.0, 22.0, 10.727272727272727)","(26.0, 65.0, 42.14285714285714)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 172.5)"
10-01-2023 12:13:53.884996,"(3.1, 6.8, 4.466666666666667)","(81.0, 190.0, 137.5)","(4.2, 7.4, 6.050000000000001)","(9.0, 22.0, 10.727272727272727)","(26.0, 65.0, 42.14285714285714)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 160.0)"
10-01-2023 12:13:54.874633,"(3.1, 6.8, 3.9840909090909093)","(81.0, 190.0, 137.5)","(4.2, 7.4, 6.050000000000001)","(9.0, 22.0, 10.727272727272727)","(26.0, 65.0, 42.14285714285714)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 176.0)"
10-01-2023 12:13:55.791284,"(3.1, 6.8, 3.9840909090909093)","(81.0, 190.0, 137.5)","(4.2, 7.4, 6.050000000000001)","(9.0, 22.0, 10.727272727272727)","(26.0, 65.0, 42.14285714285714)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 176.0)"
10-01-2023 12:13:56.764336,"(3.1, 6.8, 3.9840909090909093)","(81.0, 190.0, 137.5)","(4.2, 7.4, 6.050000000000001)","(9.0, 22.0, 10.727272727272727)","(26.0, 65.0, 42.14285714285714)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 176.0)"
10-01-2023 12:13:57.796941,"(3.1, 6.8, 3.9840909090909093)","(81.0, 190.0, 137.5)","(4.2, 7.4, 6.050000000000001)","(9.0, 22.0, 10.727272727272727)","(26.0, 65.0, 42.14285714285714)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 176.0)"
10-01-2023 12:13:58.830074,"(3.1, 6.8, 3.9840909090909093)","(81.0, 190.0, 137.5)","(4.2, 7.4, 6.0)","(9.0, 22.0, 10.727272727272727)","(26.0, 65.0, 35.0)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 176.0)"
10-01-2023 12:13:59.904713,"(3.1, 6.8, 3.9840909090909093)","(81.0, 190.0, 178.88888888888889)","(4.2, 7.4, 6.050000000000001)","(9.0, 22.0, 10.727272727272727)","(26.0, 65.0, 30.0)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 176.0)"
10-01-2023 12:14:01.118092,"(3.1, 6.8, 3.9840909090909093)","(81.0, 190.0, 142.5)","(4.2, 7.4, 6.050000000000001)","(9.0, 22.0, 10.727272727272727)","(26.0, 65.0, 30.0)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 176.0)"
10-01-2023 12:14:02.239345,"(3.1, 6.8, 3.9840909090909093)","(81.0, 190.0, 142.5)","(4.2, 7.4, 6.050000000000001)","(9.0, 22.0, 10.727272727272727)","(26.0, 65.0, 30.0)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 176.0)"
10-01-2023 12:14:03.243311,"(3.1, 6.8, 3.9840909090909093)","(81.0, 190.0, 142.5)","(4.2, 7.4, 6.050000000000001)","(9.0, 22.0, 10.139130434782608)","(26.0, 65.0, 28.076923076923077)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 228.57142857142856)"
10-01-2023 12:14:04.313923,"(3.1, 6.8, 3.9840909090909093)","(81.0, 190.0, 178.125)","(4.2, 7.4, 4.907692307692308)","(9.0, 22.0, 10.139130434782608)","(26.0, 65.0, 28.076923076923077)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 228.57142857142856)"
10-01-2023 12:14:05.500032,"(3.1, 6.8, 3.9840909090909093)","(81.0, 190.0, 180.0)","(4.2, 7.4, 4.828571428571429)","(9.0, 22.0, 10.139130434782608)","(26.0, 65.0, 28.076923076923077)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 228.57142857142856)"
10-01-2023 12:14:06.598811,"(3.1, 6.8, 3.9840909090909093)","(81.0, 190.0, 180.0)","(4.2, 7.4, 5.2)","(9.0, 22.0, 10.139130434782608)","(26.0, 65.0, 28.076923076923077)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 228.57142857142856)"
10-01-2023 12:14:07.739517,"(3.1, 6.8, 3.9840909090909093)","(81.0, 190.0, 181.8181818181818)","(4.2, 7.2, 5.85)","(9.0, 22.0, 10.139130434782608)","(26.0, 65.0, 28.076923076923077)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 228.57142857142856)"
10-01-2023 12:14:08.866284,"(3.1, 6.8, 3.9840909090909093)","(81.0, 190.0, 181.8181818181818)","(4.2, 7.0, 5.85)","(9.0, 22.0, 10.139130434782608)","(26.0, 65.0, 28.076923076923077)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 228.57142857142856)"
10-01-2023 12:14:09.933649,"(3.1, 6.8, 3.9840909090909093)","(81.0, 190.0, 181.8181818181818)","(4.2, 7.0, 5.85)","(9.0, 22.0, 10.139130434782608)","(26.0, 65.0, 28.076923076923077)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 228.57142857142856)"
10-01-2023 12:14:11.027056,"(3.1, 6.8, 3.9840909090909093)","(81.0, 190.0, 181.8181818181818)","(4.2, 7.0, 5.85)","(9.0, 22.0, 10.139130434782608)","(26.0, 65.0, 28.076923076923077)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 228.57142857142856)"
10-01-2023 12:14:12.067304,"(3.1, 6.8, 3.9840909090909093)","(81.0, 190.0, 181.8181818181818)","(4.2, 7.0, 5.85)","(9.0, 22.0, 10.139130434782608)","(26.0, 65.0, 28.076923076923077)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 228.57142857142856)"
10-01-2023 12:14:13.147467,"(3.1, 6.8, 3.9840909090909093)","(81.0, 190.0, 181.8181818181818)","(4.2, 7.0, 5.85)","(9.0, 22.0, 10.139130434782608)","(26.0, 65.0, 28.076923076923077)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 245.0)"
10-01-2023 12:14:14.258392,"(3.1, 6.8, 3.9840909090909093)","(81.0, 190.0, 181.8181818181818)","(4.2, 7.0, 4.84375)","(9.0, 22.0, 10.139130434782608)","(26.0, 65.0, 28.076923076923077)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 228.57142857142856)"
10-01-2023 12:14:15.442674,"(3.1, 6.8, 4.1521739130434785)","(81.0, 190.0, 181.8181818181818)","(4.2, 7.0, 4.84375)","(9.0, 22.0, 13.4)","(26.0, 65.0, 28.076923076923077)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 228.57142857142856)"
10-01-2023 12:14:16.635604,"(3.1, 7.2, 6.65)","(81.0, 190.0, 181.8181818181818)","(4.2, 6.8, 5.016666666666667)","(9.0, 21.0, 11.879999999999999)","(26.0, 65.0, 28.076923076923077)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 228.57142857142856)"
10-01-2023 12:14:17.806407,"(3.1, 7.2, 5.575)","(81.0, 190.0, 181.8181818181818)","(4.2, 6.6, 5.016666666666667)","(9.0, 21.0, 12.45)","(26.0, 65.0, 28.076923076923077)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 192.0)"
10-01-2023 12:14:18.925595,"(3.1, 7.0, 4.167857142857143)","(81.0, 190.0, 181.8181818181818)","(4.2, 6.6, 4.933333333333333)","(9.0, 20.0, 11.333333333333332)","(26.0, 65.0, 28.076923076923077)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 192.0)"
10-01-2023 12:14:20.082427,"(3.1, 6.8, 6.5625)","(81.0, 190.0, 181.8181818181818)","(4.2, 6.6, 5.0285714285714285)","(9.0, 20.0, 9.957894736842105)","(26.0, 65.0, 28.076923076923077)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 220.0)"
10-01-2023 12:14:21.173966,"(3.1, 6.8, 4.823529411764706)","(81.0, 190.0, 181.8181818181818)","(4.2, 6.4, 5.275)","(9.0, 20.0, 10.336842105263159)","(26.0, 65.0, 28.076923076923077)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 240.0)"
10-01-2023 12:14:22.292542,"(3.1, 6.8, 4.3076923076923075)","(81.0, 190.0, 181.8181818181818)","(4.2, 6.2, 5.35)","(9.0, 20.0, 14.65)","(26.0, 65.0, 28.076923076923077)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 233.33333333333334)"
10-01-2023 12:14:23.375623,"(3.1, 6.8, 4.292857142857143)","(81.0, 190.0, 181.8181818181818)","(4.2, 6.2, 5.35)","(9.0, 19.5, 14.65)","(26.0, 65.0, 28.076923076923077)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 284.0)"
10-01-2023 12:14:24.530132,"(3.1, 6.6, 5.35)","(81.0, 190.0, 174.0)","(4.2, 6.2, 5.9714285714285715)","(9.0, 19.5, 14.65)","(26.0, 65.0, 31.0)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 284.0)"
10-01-2023 12:14:25.607296,"(3.1, 6.6, 5.35)","(81.0, 190.0, 176.66666666666669)","(4.2, 6.2, 5.9714285714285715)","(9.0, 19.5, 14.65)","(26.0, 55.0, 31.0)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 284.0)"
10-01-2023 12:14:26.730657,"(3.1, 6.4, 4.483333333333333)","(81.0, 190.0, 170.0)","(4.2, 6.2, 4.942857142857143)","(9.0, 19.5, 14.65)","(26.0, 48.0, 28.833333333333332)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 240.0)"
10-01-2023 12:14:27.805876,"(3.1, 6.4, 4.483333333333333)","(81.0, 190.0, 180.0)","(4.2, 6.2, 4.942857142857143)","(9.0, 19.5, 14.65)","(26.0, 48.0, 28.833333333333332)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 240.0)"
10-01-2023 12:14:28.965546,"(3.1, 6.4, 5.300000000000001)","(81.0, 190.0, 180.0)","(4.2, 6.2, 4.709090909090909)","(9.0, 19.5, 14.65)","(26.0, 48.0, 34.2)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 240.0)"
10-01-2023 12:14:30.150345,"(3.1, 6.4, 5.300000000000001)","(81.0, 190.0, 170.0)","(4.2, 6.2, 5.8)","(9.0, 19.5, 14.65)","(26.0, 48.0, 39.25)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 240.0)"
10-01-2023 12:14:31.462957,"(3.1, 6.0, 5.742857142857143)","(81.0, 190.0, 170.0)","(4.2, 6.0, 4.821052631578947)","(9.0, 19.5, 14.65)","(26.0, 44.0, 37.85714285714286)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 240.0)"
10-01-2023 12:14:32.683074,"(3.1, 6.0, 5.742857142857143)","(81.0, 190.0, 170.0)","(4.2, 6.0, 4.821052631578947)","(9.0, 19.5, 14.65)","(26.0, 40.0, 32.0)","(1.8, 2.26, 2.1288)","(41.0, 360.0, 240.0)"
10-01-2023 12:14:33.919995,"(3.1, 6.0, 5.2)","(81.0, 190.0, 170.0)","(4.2, 6.0, 4.821052631578947)","(9.0, 19.5, 12.100000000000001)","(26.0, 40.0, 32.0)","(1.8, 2.26, 2.061212121212121)","(41.0, 360.0, 240.0)"
10-01-2023 12:14:35.143596,"(3.1, 6.0, 4.9)","(81.0, 190.0, 170.0)","(4.2, 6.0, 4.691304347826087)","(9.0, 19.0, 10.72)","(26.0, 40.0, 28.8)","(1.8, 2.26, 2.061212121212121)","(41.0, 360.0, 240.0)"
10-01-2023 12:14:36.420188,"(3.1, 6.0, 4.5632653061224495)","(81.0, 190.0, 170.0)","(4.2, 6.0, 5.575)","(9.0, 19.0, 10.566666666666666)","(26.0, 40.0, 28.8)","(1.8, 2.26, 2.061212121212121)","(41.0, 360.0, 240.0)"
10-01-2023 12:14:37.730832,"(3.1, 5.9, 5.4)","(81.0, 190.0, 170.0)","(4.2, 5.9, 4.925)","(9.0, 19.0, 10.168000000000001)","(26.0, 40.0, 30.666666666666668)","(1.8, 2.26, 2.061212121212121)","(41.0, 360.0, 240.0)"
10-01-2023 12:14:38.861302,"(3.1, 5.9, 4.738709677419355)","(81.0, 190.0, 170.0)","(4.2, 5.9, 4.925)","(9.0, 19.0, 10.168000000000001)","(26.0, 40.0, 27.076923076923077)","(1.8, 2.26, 2.061212121212121)","(41.0, 360.0, 240.0)"
10-01-2023 12:14:39.906741,"(3.1, 5.9, 4.738709677419355)","(81.0, 190.0, 170.0)","(4.2, 5.9, 4.878571428571428)","(9.0, 19.0, 10.466666666666667)","(26.0, 40.0, 27.076923076923077)","(1.8, 2.26, 2.061212121212121)","(41.0, 360.0, 240.0)"
10-01-2023 12:14:41.034269,"(3.1, 5.9, 4.515384615384615)","(81.0, 190.0, 170.0)","(4.2, 5.9, 4.699999999999999)","(9.0, 19.0, 11.7)","(26.0, 40.0, 30.0)","(1.8, 2.26, 2.061212121212121)","(41.0, 360.0, 240.0)"
10-01-2023 12:14:42.258757,"(3.1, 5.9, 4.515384615384615)","(81.0, 190.0, 170.0)","(4.2, 5.9, 4.699999999999999)","(9.0, 18.5, 10.8)","(26.0, 40.0, 30.0)","(1.8, 2.26, 2.061212121212121)","(41.0, 360.0, 240.0)"
10-01-2023 12:14:43.507743,"(3.1, 5.9, 4.515384615384615)","(81.0, 190.0, 170.0)","(4.2, 5.9, 4.811764705882353)","(9.0, 18.0, 10.307692307692308)","(26.0, 40.0, 26.153846153846153)","(1.8, 2.26, 2.061212121212121)","(41.0, 360.0, 240.0)"
10-01-2023 12:14:44.774398,"(3.1, 5.9, 4.515384615384615)","(81.0, 190.0, 170.0)","(4.2, 5.8, 4.811764705882353)","(9.0, 18.0, 10.307692307692308)","(26.0, 40.0, 26.153846153846153)","(1.8, 2.26, 2.061212121212121)","(41.0, 360.0, 240.0)"
10-01-2023 12:14:46.026101,"(3.1, 5.9, 4.515384615384615)","(81.0, 190.0, 180.0)","(4.2, 5.8, 4.68780487804878)","(9.0, 18.0, 10.307692307692308)","(26.0, 40.0, 26.153846153846153)","(1.8, 2.26, 2.061212121212121)","(41.0, 360.0, 127.5)"
10-01-2023 12:14:47.246320,"(3.1, 5.9, 4.515384615384615)","(81.0, 190.0, 181.66666666666669)","(4.2, 5.8, 4.68780487804878)","(9.0, 18.0, 10.307692307692308)","(26.0, 40.0, 26.153846153846153)","(1.8, 2.26, 2.061212121212121)","(41.0, 180.0, 145.71428571428572)"
10-01-2023 12:14:48.459448,"(3.1, 5.9, 4.515384615384615)","(81.0, 190.0, 181.66666666666669)","(4.2, 5.8, 4.68780487804878)","(9.0, 18.0, 11.5)","(26.0, 40.0, 26.153846153846153)","(1.8, 2.26, 2.061212121212121)","(41.0, 180.0, 180.0)"
10-01-2023 12:14:49.591609,"(3.1, 5.9, 4.515384615384615)","(81.0, 190.0, 181.66666666666669)","(4.2, 5.8, 4.783333333333333)","(9.0, 17.5, 13.5)","(26.0, 40.0, 26.153846153846153)","(1.8, 2.26, 2.061212121212121)","(41.0, 200.0, 170.0)"
10-01-2023 12:14:50.676951,"(3.1, 5.9, 4.515384615384615)","(81.0, 190.0, 181.66666666666669)","(4.2, 5.7, 4.783333333333333)","(9.0, 17.0, 13.5)","(26.0, 40.0, 26.153846153846153)","(1.8, 2.26, 2.0670588235294116)","(41.0, 200.0, 170.0)"
10-01-2023 12:14:51.843396,"(3.1, 5.9, 4.515384615384615)","(81.0, 190.0, 181.66666666666669)","(4.2, 5.7, 4.628947368421052)","(9.0, 17.0, 13.11111111111111)","(26.0, 40.0, 26.153846153846153)","(1.8, 2.26, 2.0670588235294116)","(41.0, 200.0, 170.0)"
10-01-2023 12:14:52.978417,"(3.1, 5.9, 4.515384615384615)","(81.0, 190.0, 181.66666666666669)","(4.2, 5.7, 5.1)","(9.0, 17.0, 15.777777777777779)","(26.0, 40.0, 26.153846153846153)","(1.8, 2.26, 2.0670588235294116)","(41.0, 200.0, 170.0)"
10-01-2023 12:14:54.130244,"(3.1, 5.9, 4.515384615384615)","(81.0, 190.0, 181.66666666666669)","(4.2, 5.6, 5.1)","(9.0, 16.5, 15.777777777777779)","(26.0, 40.0, 26.153846153846153)","(1.8, 2.26, 2.0670588235294116)","(41.0, 200.0, 170.0)"
10-01-2023 12:14:55.266857,"(3.1, 5.9, 4.515384615384615)","(81.0, 190.0, 181.66666666666669)","(4.2, 5.6, 5.1)","(9.0, 16.5, 15.166666666666666)","(26.0, 40.0, 26.153846153846153)","(1.8, 2.26, 2.0670588235294116)","(41.0, 200.0, 170.0)"
10-01-2023 12:14:56.376413,"(3.1, 5.9, 4.515384615384615)","(81.0, 190.0, 181.66666666666669)","(4.2, 5.6, 5.1)","(9.0, 16.5, 13.75)","(26.0, 40.0, 26.153846153846153)","(1.8, 2.26, 2.0670588235294116)","(41.0, 200.0, 170.0)"
10-01-2023 12:14:57.504043,"(3.1, 5.9, 4.515384615384615)","(81.0, 190.0, 181.66666666666669)","(4.2, 5.6, 5.1)","(9.0, 16.5, 11.423076923076923)","(26.0, 40.0, 26.153846153846153)","(1.8, 2.26, 2.0670588235294116)","(41.0, 200.0, 170.0)"
10-01-2023 12:14:58.665003,"(3.1, 5.9, 4.515384615384615)","(81.0, 190.0, 181.66666666666669)","(4.2, 5.6, 4.658823529411764)","(9.0, 16.5, 12.5)","(26.0, 40.0, 26.153846153846153)","(1.8, 2.26, 2.0670588235294116)","(41.0, 200.0, 170.0)"
10-01-2023 12:14:59.839759,"(3.1, 5.9, 4.515384615384615)","(81.0, 190.0, 181.66666666666669)","(4.2, 5.6, 4.627027027027027)","(9.0, 16.5, 12.5)","(26.0, 40.0, 26.153846153846153)","(1.8, 2.26, 2.0670588235294116)","(41.0, 200.0, 170.0)"
10-01-2023 12:15:01.042279,"(3.1, 5.9, 4.515384615384615)","(81.0, 190.0, 155.0)","(4.2, 5.6, 5.05)","(9.0, 16.5, 12.5)","(26.0, 40.0, 26.153846153846153)","(1.8, 2.26, 2.0670588235294116)","(41.0, 200.0, 170.0)"
10-01-2023 12:15:02.163118,"(3.1, 5.9, 4.515384615384615)","(81.0, 190.0, 155.0)","(4.2, 5.5, 5.05)","(9.0, 16.5, 12.5)","(26.0, 40.0, 26.153846153846153)","(1.8, 2.26, 2.0670588235294116)","(41.0, 200.0, 173.33333333333334)"
10-01-2023 12:15:03.306670,"(3.1, 5.9, 4.515384615384615)","(81.0, 190.0, 155.0)","(4.2, 5.5, 5.05)","(9.0, 16.5, 12.5)","(26.0, 40.0, 26.153846153846153)","(1.8, 2.26, 2.0670588235294116)","(41.0, 200.0, 173.33333333333334)"
10-01-2023 12:15:04.505515,"(3.1, 5.9, 4.515384615384615)","(81.0, 190.0, 155.0)","(4.2, 5.5, 5.05)","(9.0, 16.5, 12.5)","(26.0, 40.0, 26.153846153846153)","(1.8, 2.26, 2.0670588235294116)","(41.0, 200.0, 173.33333333333334)"
10-01-2023 12:15:05.671808,"(3.1, 5.9, 4.515384615384615)","(81.0, 190.0, 155.0)","(4.2, 5.5, 5.05)","(9.0, 16.5, 12.5)","(26.0, 40.0, 26.153846153846153)","(1.8, 2.26, 2.0670588235294116)","(41.0, 200.0, 173.33333333333334)"
10-01-2023 12:15:06.814872,"(3.1, 5.9, 4.515384615384615)","(81.0, 190.0, 155.0)","(4.2, 5.5, 5.05)","(9.0, 16.5, 12.5)","(26.0, 40.0, 26.153846153846153)","(1.8, 2.26, 2.0670588235294116)","(41.0, 200.0, 173.33333333333334)"
10-01-2023 12:15:07.961418,"(3.1, 5.9, 4.515384615384615)","(81.0, 190.0, 155.0)","(4.2, 5.5, 5.05)","(9.0, 16.5, 12.5)","(26.0, 40.0, 26.153846153846153)","(1.8, 2.26, 2.0725714285714285)","(41.0, 200.0, 173.33333333333334)"
10-01-2023 12:15:09.007232,"(3.1, 5.9, 4.515384615384615)","(81.0, 190.0, 155.0)","(4.2, 5.5, 5.05)","(9.0, 16.5, 12.5)","(26.0, 40.0, 26.153846153846153)","(1.8, 2.26, 2.0725714285714285)","(41.0, 200.0, 173.33333333333334)"
10-01-2023 12:15:10.036084,"(3.1, 5.9, 4.515384615384615)","(81.0, 190.0, 155.0)","(4.2, 5.5, 5.05)","(9.0, 16.5, 12.5)","(26.0, 40.0, 26.153846153846153)","(1.8, 2.26, 2.0725714285714285)","(41.0, 200.0, 173.33333333333334)"
10-01-2023 12:15:11.181836,"(3.1, 5.9, 4.515384615384615)","(81.0, 190.0, 155.0)","(4.2, 5.5, 5.05)","(9.0, 16.5, 12.5)","(26.0, 40.0, 26.153846153846153)","(1.8, 2.26, 2.0725714285714285)","(41.0, 200.0, 173.33333333333334)"
10-01-2023 12:15:12.359552,"(3.1, 5.9, 4.515384615384615)","(81.0, 190.0, 155.0)","(4.2, 5.5, 5.05)","(9.0, 16.5, 12.5)","(26.0, 40.0, 26.153846153846153)","(1.8, 2.26, 2.0725714285714285)","(41.0, 200.0, 173.33333333333334)"
10-01-2023 12:15:13.562004,"(3.1, 5.9, 4.515384615384615)","(81.0, 190.0, 155.0)","(4.2, 5.5, 5.05)","(9.0, 16.5, 12.5)","(26.0, 40.0, 26.153846153846153)","(1.8, 2.26, 2.0725714285714285)","(41.0, 200.0, 173.33333333333334)"
10-01-2023 12:15:14.795709,"(3.1, 5.9, 4.515384615384615)","(81.0, 190.0, 155.0)","(4.2, 5.5, 5.05)","(9.0, 16.5, 12.5)","(26.0, 40.0, 26.153846153846153)","(1.8, 2.26, 2.0725714285714285)","(41.0, 200.0, 173.33333333333334)"
