,Fools Mirage,Cat Named Hercules,Homegrown Legend,Prince Carolina J,Forever Indian,Eura Bunny Boy,Charm The Ladies
08-12-2022 12:59:03.569484,"(2.3, 2.78, 2.6507692307692308)","(31.0, 320.0, 146.66666666666669)","(21.0, 46.0, 44.38095238095238)","(3.9, 4.7, 4.2406250000000005)","(13.0, 22.0, 20.4)","(21.0, 80.0, 60.0)","(3.2, 3.7, 3.558333333333333)"
08-12-2022 12:59:04.515648,"(2.3, 2.78, 2.6507692307692308)","(31.0, 320.0, 146.66666666666669)","(21.0, 46.0, 44.38095238095238)","(3.9, 4.5, 4.46)","(13.0, 22.0, 20.285714285714285)","(21.0, 80.0, 60.0)","(3.2, 3.7, 3.596969696969697)"
08-12-2022 12:59:05.920724,"(2.3, 2.78, 2.6507692307692308)","(31.0, 320.0, 146.66666666666669)","(21.0, 46.0, 42.44444444444444)","(3.9, 4.5, 4.478571428571429)","(13.0, 22.0, 20.285714285714285)","(21.0, 80.0, 60.0)","(3.2, 3.7, 3.6)"
08-12-2022 12:59:07.349208,"(2.3, 2.78, 2.6507692307692308)","(31.0, 320.0, 146.66666666666669)","(21.0, 46.0, 41.42857142857143)","(3.8, 4.5, 4.478571428571429)","(13.0, 22.0, 20.285714285714285)","(26.0, 80.0, 60.0)","(3.2, 3.7, 3.6)"
08-12-2022 12:59:08.752513,"(2.3, 2.78, 2.6413333333333333)","(31.0, 310.0, 143.33333333333331)","(21.0, 46.0, 41.42857142857143)","(3.8, 4.5, 4.478571428571429)","(13.0, 22.0, 20.285714285714285)","(26.0, 80.0, 60.0)","(3.2, 3.7, 3.6)"
08-12-2022 12:59:10.100747,"(2.3, 2.78, 2.6413333333333333)","(31.0, 310.0, 140.0)","(21.0, 46.0, 41.42857142857143)","(3.8, 4.5, 4.478571428571429)","(13.0, 22.0, 20.285714285714285)","(26.0, 80.0, 60.0)","(3.2, 3.7, 3.6)"
08-12-2022 12:59:11.372194,"(2.3, 2.78, 2.6413333333333333)","(31.0, 300.0, 140.0)","(21.0, 46.0, 41.42857142857143)","(3.8, 4.5, 4.478571428571429)","(13.0, 22.0, 20.285714285714285)","(26.0, 80.0, 60.0)","(3.2, 3.7, 3.6)"
08-12-2022 12:59:12.625000,"(2.3, 2.78, 2.6413333333333333)","(31.0, 300.0, 140.0)","(21.0, 46.0, 41.42857142857143)","(3.8, 4.5, 4.478571428571429)","(13.0, 22.0, 20.666666666666668)","(26.0, 80.0, 60.0)","(3.2, 3.7, 3.6)"
08-12-2022 12:59:13.828357,"(2.3, 2.78, 2.6413333333333333)","(31.0, 300.0, 140.0)","(21.0, 46.0, 41.42857142857143)","(3.8, 4.5, 4.2368421052631575)","(13.0, 22.0, 20.666666666666668)","(26.0, 80.0, 70.0)","(3.2, 3.7, 3.6219512195121952)"
08-12-2022 12:59:15.004702,"(2.25, 2.78, 2.6832558139534886)","(31.0, 300.0, 140.0)","(21.0, 46.0, 41.42857142857143)","(3.8, 4.5, 4.2368421052631575)","(13.0, 22.0, 20.666666666666668)","(26.0, 80.0, 70.0)","(3.2, 3.7, 3.6219512195121952)"
08-12-2022 12:59:16.176225,"(2.25, 2.78, 2.6832558139534886)","(31.0, 300.0, 140.0)","(21.0, 48.0, 42.85714285714286)","(3.8, 4.5, 4.327272727272727)","(13.0, 22.0, 20.666666666666668)","(26.0, 80.0, 67.33333333333333)","(3.2, 3.7, 3.6219512195121952)"
08-12-2022 12:59:17.265242,"(2.25, 2.78, 2.6832558139534886)","(31.0, 290.0, 136.66666666666669)","(21.0, 48.0, 40.0)","(3.8, 4.4, 4.25)","(13.0, 22.0, 20.666666666666668)","(26.0, 80.0, 64.0)","(3.2, 3.7, 3.6219512195121952)"
08-12-2022 12:59:18.346741,"(2.25, 2.78, 2.6832558139534886)","(31.0, 290.0, 136.66666666666669)","(21.0, 46.0, 39.0)","(3.8, 4.4, 4.1499999999999995)","(13.0, 22.0, 20.285714285714285)","(26.0, 75.0, 60.66666666666667)","(3.2, 3.7, 3.625581395348837)"
08-12-2022 12:59:19.574327,"(2.25, 2.78, 2.68468085106383)","(31.0, 290.0, 136.66666666666669)","(21.0, 46.0, 39.0)","(3.8, 4.4, 4.175)","(13.0, 22.0, 20.285714285714285)","(26.0, 70.0, 57.333333333333336)","(3.2, 3.7, 3.625581395348837)"
08-12-2022 12:59:20.780007,"(2.25, 2.78, 2.68468085106383)","(31.0, 290.0, 136.66666666666669)","(21.0, 46.0, 39.0)","(3.8, 4.4, 4.175)","(13.0, 22.0, 20.285714285714285)","(26.0, 65.0, 54.0)","(3.2, 3.7, 3.625581395348837)"
08-12-2022 12:59:22.066561,"(2.25, 2.78, 2.68468085106383)","(31.0, 290.0, 136.66666666666669)","(21.0, 46.0, 39.0)","(3.8, 4.4, 4.329411764705883)","(13.0, 22.0, 20.285714285714285)","(26.0, 60.0, 70.66666666666667)","(3.2, 3.7, 3.625581395348837)"
08-12-2022 12:59:23.289762,"(2.25, 2.78, 2.702758620689655)","(31.0, 290.0, 136.66666666666669)","(21.0, 46.0, 42.5)","(3.7, 4.4, 4.32)","(13.0, 22.0, 20.285714285714285)","(26.0, 85.0, 79.375)","(3.2, 3.7, 3.625581395348837)"
08-12-2022 12:59:24.464690,"(2.3, 2.78, 2.652)","(31.0, 290.0, 136.66666666666669)","(21.0, 46.0, 42.0)","(3.7, 4.4, 4.32)","(13.0, 22.0, 20.285714285714285)","(26.0, 85.0, 79.375)","(3.2, 3.7, 3.625581395348837)"
08-12-2022 12:59:25.772999,"(2.3, 2.78, 2.652)","(31.0, 290.0, 136.66666666666669)","(21.0, 46.0, 42.0)","(3.7, 4.4, 4.32)","(13.0, 22.0, 20.285714285714285)","(26.0, 85.0, 70.0)","(3.2, 3.7, 3.625581395348837)"
08-12-2022 12:59:26.995994,"(2.3, 2.78, 2.652)","(31.0, 290.0, 136.66666666666669)","(21.0, 46.0, 39.0)","(3.7, 4.4, 4.266666666666667)","(13.0, 22.0, 20.285714285714285)","(26.0, 85.0, 70.66666666666667)","(3.2, 3.7, 3.625581395348837)"
08-12-2022 12:59:28.247520,"(2.3, 2.78, 2.652)","(31.0, 280.0, 133.33333333333331)","(21.0, 46.0, 39.0)","(3.7, 4.4, 4.3500000000000005)","(13.0, 22.0, 20.285714285714285)","(26.0, 85.0, 70.66666666666667)","(3.2, 3.7, 3.625581395348837)"
08-12-2022 12:59:29.545988,"(2.3, 2.78, 2.6627906976744184)","(31.0, 280.0, 133.33333333333331)","(21.0, 46.0, 40.0)","(3.7, 4.4, 4.2)","(13.0, 22.0, 20.285714285714285)","(26.0, 85.0, 70.66666666666667)","(3.2, 3.7, 3.625581395348837)"
08-12-2022 12:59:30.796073,"(2.3, 2.76, 2.75027027027027)","(31.0, 280.0, 133.33333333333331)","(21.0, 48.0, 40.0)","(3.7, 4.4, 4.2)","(13.0, 22.0, 20.285714285714285)","(26.0, 85.0, 71.33333333333333)","(3.2, 3.7, 3.625581395348837)"
08-12-2022 12:59:32.032649,"(2.3, 2.76, 2.7518181818181815)","(31.0, 280.0, 133.33333333333331)","(21.0, 48.0, 40.0)","(3.7, 4.4, 4.2)","(13.0, 22.0, 20.285714285714285)","(26.0, 85.0, 67.0)","(3.2, 3.7, 3.625581395348837)"
08-12-2022 12:59:33.304543,"(2.3, 2.76, 2.7518181818181815)","(31.0, 280.0, 133.33333333333331)","(21.0, 48.0, 40.0)","(3.7, 4.4, 4.278787878787879)","(13.0, 22.0, 20.285714285714285)","(26.0, 90.0, 71.33333333333333)","(3.2, 3.7, 3.603030303030303)"
08-12-2022 12:59:34.609150,"(2.3, 2.78, 2.768)","(31.0, 280.0, 133.33333333333331)","(21.0, 48.0, 40.0)","(3.7, 4.4, 4.278787878787879)","(13.0, 22.0, 20.285714285714285)","(26.0, 85.0, 68.0)","(3.2, 3.7, 3.603030303030303)"
08-12-2022 12:59:35.934935,"(2.3, 2.78, 2.7495238095238093)","(31.0, 280.0, 133.33333333333331)","(21.0, 48.0, 44.44444444444444)","(3.7, 4.4, 4.278787878787879)","(13.0, 22.0, 20.285714285714285)","(26.0, 80.0, 75.5)","(3.2, 3.7, 3.603030303030303)"
08-12-2022 12:59:37.238270,"(2.3, 2.78, 2.7606060606060603)","(31.0, 280.0, 133.33333333333331)","(21.0, 48.0, 44.44444444444444)","(3.7, 4.4, 4.337837837837838)","(13.0, 22.0, 20.285714285714285)","(26.0, 80.0, 79.875)","(3.2, 3.7, 3.603030303030303)"
08-12-2022 12:59:38.637855,"(2.3, 2.78, 2.684761904761905)","(31.0, 280.0, 133.33333333333331)","(21.0, 48.0, 42.888888888888886)","(3.7, 4.5, 4.337837837837838)","(13.0, 22.0, 20.285714285714285)","(26.0, 85.0, 68.11111111111111)","(3.2, 3.7, 3.603030303030303)"
08-12-2022 12:59:40.062031,"(2.3, 2.78, 2.6966666666666668)","(31.0, 280.0, 133.33333333333331)","(21.0, 46.0, 42.888888888888886)","(3.7, 4.5, 4.337837837837838)","(13.0, 22.0, 20.285714285714285)","(26.0, 75.0, 66.75)","(3.2, 3.7, 3.603030303030303)"
08-12-2022 12:59:41.276431,"(2.3, 2.78, 2.7151851851851854)","(31.0, 280.0, 133.33333333333331)","(21.0, 46.0, 42.888888888888886)","(3.7, 4.5, 4.337837837837838)","(13.0, 22.0, 20.285714285714285)","(26.0, 70.0, 66.75)","(3.2, 3.7, 3.603030303030303)"
08-12-2022 12:59:42.525200,"(2.3, 2.78, 2.7151851851851854)","(31.0, 280.0, 133.33333333333331)","(21.0, 46.0, 42.0)","(3.7, 4.5, 4.34)","(13.0, 22.0, 20.285714285714285)","(26.0, 70.0, 66.75)","(3.2, 3.7, 3.603030303030303)"
08-12-2022 12:59:43.777879,"(2.3, 2.78, 2.7339473684210525)","(31.0, 280.0, 133.33333333333331)","(21.0, 46.0, 42.0)","(3.7, 4.4, 4.34)","(13.0, 22.0, 20.285714285714285)","(26.0, 70.0, 66.75)","(3.2, 3.7, 3.603030303030303)"
08-12-2022 12:59:45.030860,"(2.3, 2.78, 2.7339473684210525)","(31.0, 280.0, 133.33333333333331)","(21.0, 46.0, 42.0)","(3.7, 4.4, 4.34)","(13.0, 22.0, 20.285714285714285)","(26.0, 70.0, 66.75)","(3.2, 3.7, 3.603030303030303)"
08-12-2022 12:59:46.262723,"(2.3, 2.78, 2.7339473684210525)","(31.0, 280.0, 133.33333333333331)","(21.0, 46.0, 42.0)","(3.7, 4.4, 4.34)","(13.0, 22.0, 20.285714285714285)","(26.0, 70.0, 66.54545454545455)","(3.2, 3.7, 3.5941176470588236)"
08-12-2022 12:59:47.511891,"(2.3, 2.72, 2.639047619047619)","(31.0, 320.0, 146.66666666666669)","(21.0, 48.0, 42.0)","(3.7, 4.4, 4.357142857142858)","(13.0, 22.0, 21.2)","(26.0, 75.0, 66.28571428571428)","(3.2, 3.7, 3.5941176470588236)"
08-12-2022 12:59:48.771775,"(2.3, 2.72, 2.639047619047619)","(31.0, 320.0, 298.75)","(21.0, 48.0, 42.0)","(3.7, 4.4, 4.302173913043479)","(13.0, 22.0, 21.75)","(26.0, 70.0, 65.7)","(3.2, 3.7, 3.636842105263158)"
08-12-2022 12:59:50.032326,"(2.3, 2.72, 2.6716129032258067)","(31.0, 320.0, 298.75)","(21.0, 48.0, 42.0)","(3.7, 4.4, 4.3100000000000005)","(13.0, 23.0, 20.285714285714285)","(26.0, 75.0, 66.28571428571428)","(3.2, 3.7, 3.616279069767442)"
08-12-2022 12:59:51.320733,"(2.3, 2.72, 2.6682758620689655)","(31.0, 320.0, 298.75)","(21.0, 48.0, 42.0)","(3.7, 4.4, 4.3100000000000005)","(13.0, 22.0, 20.285714285714285)","(26.0, 70.0, 66.28571428571428)","(3.2, 3.7, 3.616279069767442)"
08-12-2022 12:59:52.527029,"(2.25, 2.78, 2.6885714285714286)","(31.0, 320.0, 298.75)","(21.0, 48.0, 42.0)","(3.7, 4.4, 4.283333333333333)","(13.0, 22.0, 20.285714285714285)","(26.0, 70.0, 66.28571428571428)","(3.2, 3.7, 3.5941176470588236)"
08-12-2022 12:59:53.695654,"(2.25, 2.78, 2.7474418604651163)","(31.0, 310.0, 296.25)","(21.0, 48.0, 42.0)","(3.7, 4.3, 4.283333333333333)","(13.0, 22.0, 20.285714285714285)","(26.0, 70.0, 66.28571428571428)","(3.2, 3.7, 3.5941176470588236)"
08-12-2022 12:59:54.930689,"(2.25, 2.74, 2.6741176470588237)","(51.0, 310.0, 296.25)","(21.0, 46.0, 42.0)","(3.7, 4.3, 4.288888888888889)","(13.0, 22.0, 21.428571428571427)","(26.0, 70.0, 66.75)","(3.2, 3.7, 3.606896551724138)"
08-12-2022 12:59:56.153904,"(2.25, 2.74, 2.6741176470588237)","(51.0, 310.0, 302.5)","(21.0, 46.0, 42.0)","(3.7, 4.3, 4.189473684210527)","(13.0, 22.0, 21.2)","(26.0, 70.0, 68.76190476190476)","(3.2, 3.7, 3.5258064516129033)"
08-12-2022 12:59:57.320426,"(2.25, 2.74, 2.6741176470588237)","(51.0, 300.0, 293.75)","(21.0, 46.0, 42.0)","(3.7, 4.4, 4.171428571428572)","(13.0, 22.0, 20.285714285714285)","(26.0, 70.0, 68.76190476190476)","(3.2, 3.7, 3.557894736842105)"
08-12-2022 12:59:58.476075,"(2.25, 2.78, 2.6982978723404254)","(51.0, 300.0, 293.75)","(21.0, 46.0, 42.0)","(3.7, 4.4, 4.0625)","(13.0, 22.0, 20.285714285714285)","(26.0, 70.0, 68.76190476190476)","(3.2, 3.7, 3.557894736842105)"
08-12-2022 12:59:59.589847,"(2.25, 2.78, 2.7145454545454544)","(51.0, 300.0, 293.75)","(21.0, 46.0, 42.0)","(3.7, 4.4, 4.0625)","(13.0, 22.0, 21.2)","(26.0, 70.0, 68.76190476190476)","(3.2, 3.7, 3.557894736842105)"
08-12-2022 13:00:00.756740,"(2.25, 2.78, 2.69)","(51.0, 620.0, 545.0)","(21.0, 46.0, 42.0)","(3.7, 4.3, 4.189473684210526)","(13.0, 22.0, 20.666666666666668)","(26.0, 70.0, 68.76190476190476)","(3.2, 3.7, 3.545714285714286)"
08-12-2022 13:00:01.972527,"(2.25, 2.78, 2.69)","(51.0, 620.0, 414.54545454545456)","(21.0, 46.0, 42.0)","(3.7, 4.3, 4.2)","(13.0, 22.0, 21.6)","(26.0, 70.0, 70.95652173913044)","(3.2, 3.7, 3.507142857142857)"
08-12-2022 13:00:03.168466,"(2.25, 2.72, 2.7032000000000003)","(51.0, 610.0, 335.0)","(21.0, 48.0, 42.0)","(3.7, 4.3, 4.2)","(13.0, 22.0, 22.09090909090909)","(26.0, 75.0, 70.95652173913044)","(3.2, 3.7, 3.507142857142857)"
08-12-2022 13:00:04.307263,"(2.25, 2.72, 2.7044444444444444)","(51.0, 610.0, 335.0)","(21.0, 48.0, 42.0)","(3.7, 4.3, 4.16875)","(13.0, 23.0, 22.09090909090909)","(26.0, 75.0, 57.6)","(3.2, 3.7, 3.525)"
08-12-2022 13:00:05.444722,"(2.25, 2.72, 2.7025)","(51.0, 610.0, 335.0)","(21.0, 48.0, 38.5)","(3.7, 4.3, 4.284905660377358)","(13.0, 23.0, 22.23076923076923)","(26.0, 75.0, 57.6)","(3.2, 3.7, 3.525)"
08-12-2022 13:00:06.615002,"(2.25, 2.7, 2.666666666666667)","(41.0, 610.0, 335.0)","(21.0, 48.0, 38.5)","(3.7, 4.3, 4.271428571428571)","(13.0, 23.0, 22.4375)","(26.0, 75.0, 64.66666666666666)","(3.2, 3.7, 3.4658536585365853)"
08-12-2022 13:00:07.841287,"(2.25, 2.7, 2.670909090909091)","(41.0, 460.0, 160.0)","(21.0, 48.0, 43.2)","(3.7, 4.3, 4.255)","(13.0, 23.0, 21.708333333333332)","(26.0, 70.0, 64.66666666666666)","(3.2, 3.7, 3.4658536585365853)"
08-12-2022 13:00:09.067569,"(2.25, 2.7, 2.670909090909091)","(41.0, 460.0, 160.0)","(21.0, 48.0, 43.2)","(3.7, 4.3, 4.246153846153846)","(13.0, 24.0, 22.166666666666668)","(26.0, 70.0, 65.2)","(3.2, 3.7, 3.4658536585365853)"
08-12-2022 13:00:10.250568,"(2.25, 2.7, 2.670909090909091)","(41.0, 460.0, 160.0)","(21.0, 48.0, 43.578947368421055)","(3.7, 4.3, 4.246153846153846)","(13.0, 24.0, 22.166666666666668)","(26.0, 70.0, 65.2)","(3.2, 3.7, 3.4658536585365853)"
08-12-2022 13:00:11.380282,"(2.25, 2.7, 2.6550000000000002)","(41.0, 450.0, 320.0)","(21.0, 48.0, 44.18181818181818)","(3.7, 4.3, 4.12)","(13.0, 24.0, 21.916666666666668)","(26.0, 70.0, 64.0)","(3.2, 3.7, 3.4658536585365853)"
08-12-2022 13:00:12.525692,"(2.25, 2.7, 2.6751724137931037)","(41.0, 450.0, 321.6666666666667)","(21.0, 48.0, 31.8)","(3.7, 4.3, 4.12)","(13.0, 24.0, 21.666666666666668)","(26.0, 70.0, 64.0)","(3.2, 3.7, 3.4658536585365853)"
08-12-2022 13:00:13.649808,"(2.25, 2.7, 2.6751724137931037)","(41.0, 400.0, 199.0)","(21.0, 48.0, 31.8)","(3.7, 4.3, 4.12)","(13.0, 23.0, 21.666666666666668)","(26.0, 70.0, 64.0)","(3.2, 3.7, 3.4658536585365853)"
08-12-2022 13:00:14.818107,"(2.25, 2.7, 2.6910000000000003)","(41.0, 400.0, 199.0)","(21.0, 48.0, 31.8)","(3.7, 4.3, 4.24)","(13.0, 23.0, 21.0)","(26.0, 70.0, 64.0)","(3.2, 3.7, 3.4658536585365853)"
08-12-2022 13:00:15.955588,"(2.25, 2.7, 2.6910000000000003)","(41.0, 400.0, 199.0)","(21.0, 48.0, 43.8)","(3.7, 4.3, 4.24)","(13.0, 23.0, 21.0)","(26.0, 70.0, 54.0)","(3.2, 3.7, 3.640625)"
08-12-2022 13:00:17.001029,"(2.25, 2.74, 2.7308695652173913)","(41.0, 390.0, 281.66666666666663)","(21.0, 48.0, 43.578947368421055)","(3.7, 4.3, 4.21)","(13.0, 23.0, 22.11111111111111)","(26.0, 70.0, 54.0)","(3.2, 3.75, 3.67)"
08-12-2022 13:00:18.054549,"(2.25, 2.72, 2.7032000000000003)","(41.0, 400.0, 176.66666666666669)","(21.0, 46.0, 33.5)","(3.7, 4.2, 4.014285714285714)","(13.0, 23.0, 22.5)","(26.0, 70.0, 53.25)","(3.2, 3.75, 3.63375)"
08-12-2022 13:00:19.312382,"(2.3, 2.72, 2.692)","(41.0, 390.0, 281.66666666666663)","(21.0, 46.0, 37.66666666666667)","(3.7, 4.2, 3.95625)","(14.0, 23.0, 22.5)","(31.0, 75.0, 53.25)","(3.2, 3.8, 3.63375)"
08-12-2022 13:00:20.560805,"(2.3, 2.7, 2.657692307692308)","(41.0, 390.0, 281.66666666666663)","(21.0, 46.0, 29.666666666666664)","(3.7, 4.2, 4.030769230769231)","(14.0, 23.0, 22.6)","(31.0, 75.0, 53.25)","(3.2, 3.8, 3.672727272727273)"
08-12-2022 13:00:21.752113,"(2.3, 2.7, 2.6153846153846154)","(41.0, 320.0, 116.0)","(21.0, 34.0, 29.666666666666664)","(3.7, 4.2, 4.016666666666667)","(14.0, 23.0, 22.6)","(31.0, 75.0, 53.25)","(3.2, 3.8, 3.7159999999999997)"
08-12-2022 13:00:22.908944,"(2.3, 2.68, 2.633125)","(41.0, 350.0, 179.0)","(21.0, 34.0, 30.285714285714285)","(3.7, 4.2, 3.9076923076923076)","(14.0, 23.0, 22.6)","(31.0, 75.0, 53.25)","(3.2, 3.8, 3.7666666666666666)"
08-12-2022 13:00:24.046278,"(2.3, 2.6, 2.5894736842105264)","(41.0, 350.0, 179.0)","(21.0, 32.0, 27.0)","(3.7, 4.2, 3.9076923076923076)","(14.0, 23.0, 22.6)","(31.0, 75.0, 53.25)","(3.2, 3.8, 3.7807692307692307)"
08-12-2022 13:00:25.256470,"(2.3, 2.6, 2.5998340707964602)","(41.0, 340.0, 309.44444444444446)","(21.0, 32.0, 28.333333333333332)","(3.7, 4.1, 4.035714285714286)","(14.0, 23.0, 22.6)","(31.0, 75.0, 53.25)","(3.2, 3.8, 3.7904761904761903)"
08-12-2022 13:00:26.579156,"(2.3, 2.6, 2.599831176139561)","(41.0, 340.0, 309.44444444444446)","(21.0, 32.0, 25.714285714285715)","(3.7, 4.1, 4.05)","(14.0, 23.0, 22.214285714285715)","(31.0, 75.0, 53.25)","(3.2, 3.8, 3.730952380952381)"
08-12-2022 13:00:27.883284,"(2.3, 2.68, 2.626666666666667)","(41.0, 340.0, 309.44444444444446)","(21.0, 32.0, 41.25)","(3.7, 4.1, 6.0771428571428565)","(14.0, 24.0, 24.2)","(31.0, 75.0, 61.0)","(3.2, 3.85, 5.4184)"
08-12-2022 13:00:29.104775,"(2.3, 2.8, 2.378313253012048)","(41.0, 99999, 9735.978947368421)","(21.0, 48.0, 38.16666666666667)","(3.7, 6.6, 6.0771428571428565)","(14.0, 32.0, 25.833333333333336)","(31.0, 90.0, 61.0)","(3.2, 5.8, 5.4184)"
08-12-2022 13:00:30.515475,"(2.3, 2.8, 2.378313253012048)","(41.0, 99999, 9735.978947368421)","(21.0, 48.0, 38.16666666666667)","(3.7, 6.6, 5.55)","(14.0, 32.0, 24.07142857142857)","(31.0, 90.0, 61.0)","(3.2, 5.8, 4.27)"
08-12-2022 13:00:31.911563,"(2.3, 2.1, 2.039107142857143)","(41.0, 99999, 8590.571428571428)","(21.0, 48.0, 38.16666666666667)","(3.7, 6.6, 5.55)","(14.0, 32.0, 24.07142857142857)","(31.0, 90.0, 61.0)","(3.2, 5.8, 5.4184)"
