,Toongabbie Mae,Nelly Intention,Lika Light,St Maarten,Toms Express,Belle Intention,Leapling,Trendy Touchdown
08-01-2023 19:34:29.149858,"(2.5, 3.45, 3.3814285714285717)","(2.4, 2.64, 2.620722891566265)","(41.0, 75.0, 67.6086956521739)","(8.5, 10.5, 10.05241935483871)","(7.5, 9.0, 8.948936170212766)","(51.0, 90.0, 92.77777777777777)","(20.0, 32.0, 29.2)","(13.0, 18.0, 17.852941176470587)"
08-01-2023 19:34:30.354649,"(2.5, 3.45, 3.4208333333333334)","(2.3, 2.64, 2.6218487394957983)","(41.0, 75.0, 67.91666666666667)","(8.5, 10.5, 10.078512396694215)","(7.5, 9.0, 9.052631578947368)","(51.0, 95.0, 93.0)","(20.0, 32.0, 29.454545454545453)","(13.0, 18.5, 17.95945945945946)"
08-01-2023 19:34:31.508108,"(2.6, 3.4, 3.387037037037037)","(2.3, 2.64, 2.6218487394957983)","(41.0, 75.0, 68.18181818181819)","(8.5, 10.5, 10.063063063063064)","(7.5, 9.2, 9.088)","(51.0, 95.0, 93.0)","(20.0, 32.0, 29.684210526315788)","(13.0, 18.5, 18.03125)"
08-01-2023 19:34:32.525052,"(2.6, 3.35, 3.3092592592592593)","(2.3, 2.62, 2.6092857142857144)","(41.0, 70.0, 67.77777777777777)","(8.5, 10.5, 10.063063063063064)","(7.5, 9.2, 9.16842105263158)","(51.0, 95.0, 93.0)","(20.0, 32.0, 29.857142857142858)","(13.0, 18.5, 18.48)"
08-01-2023 19:34:33.497996,"(2.6, 3.3, 3.2919642857142857)","(2.3, 2.68, 2.656216216216216)","(41.0, 70.0, 68.94736842105263)","(8.5, 10.5, 10.081896551724139)","(7.5, 9.4, 9.284210526315789)","(51.0, 95.0, 93.0)","(20.0, 32.0, 29.130434782608695)","(13.0, 19.0, 18.48)"
08-01-2023 19:34:34.562888,"(2.6, 3.3, 3.2976923076923077)","(2.3, 2.66, 2.6453061224489796)","(41.0, 70.0, 68.94736842105263)","(8.5, 10.5, 10.105691056910569)","(7.5, 9.4, 9.284210526315789)","(51.0, 95.0, 95.45454545454545)","(20.0, 32.0, 29.642857142857142)","(13.0, 19.0, 18.48)"
08-01-2023 19:34:35.668810,"(2.6, 3.3, 3.2976923076923077)","(2.3, 2.64, 2.639183673469388)","(41.0, 70.0, 66.57894736842105)","(8.5, 10.5, 10.102459016393443)","(7.5, 9.4, 9.38)","(51.0, 100.0, 91.66666666666667)","(20.0, 32.0, 29.130434782608695)","(13.0, 19.0, 18.48)"
08-01-2023 19:34:36.749542,"(2.6, 3.3, 3.275581395348837)","(2.3, 2.64, 2.6383333333333336)","(41.0, 75.0, 66.57894736842105)","(8.5, 10.5, 10.100746268656716)","(7.5, 9.4, 9.38)","(51.0, 100.0, 91.66666666666667)","(20.0, 32.0, 29.642857142857142)","(13.0, 19.0, 18.48)"
08-01-2023 19:34:37.789089,"(2.6, 3.3, 3.275581395348837)","(2.3, 2.66, 2.637818181818182)","(41.0, 75.0, 66.57894736842105)","(8.5, 10.5, 10.100746268656716)","(7.5, 9.4, 9.38)","(51.0, 100.0, 91.66666666666667)","(20.0, 32.0, 29.1875)","(13.0, 19.0, 18.48)"
08-01-2023 19:34:38.823471,"(2.6, 3.35, 3.2653284671532847)","(2.3, 2.66, 2.637818181818182)","(41.0, 75.0, 66.57894736842105)","(8.5, 10.5, 10.100746268656716)","(7.5, 9.6, 9.51)","(51.0, 100.0, 91.66666666666667)","(20.0, 32.0, 29.857142857142858)","(13.0, 19.0, 18.675)"
08-01-2023 19:34:39.895948,"(2.6, 3.35, 3.2775)","(2.3, 2.6, 2.596774193548387)","(41.0, 75.0, 66.57894736842105)","(8.5, 10.5, 10.138059701492537)","(7.5, 9.6, 9.56842105263158)","(51.0, 100.0, 96.42857142857143)","(20.0, 32.0, 30.6)","(13.0, 19.0, 18.866666666666667)"
08-01-2023 19:34:40.990451,"(2.6, 3.35, 3.310919540229885)","(2.3, 2.56, 2.559811320754717)","(41.0, 75.0, 9998.5)","(8.5, 10.5, 9998.5)","(7.5, 9.8, 9998.5)","(51.0, 100.0, 9998.5)","(21.0, 32.0, 9998.5)","(13.0, 19.0, 9998.5)"
08-01-2023 19:34:41.977290,"(2.6, 99998, 9998.5)","(2.3, 99998, 9998.5)","(41.0, 99998, 9998.5)","(8.5, 99998, 9998.5)","(7.5, 99998, 9998.5)","(51.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(13.0, 99998, 9998.5)"
08-01-2023 19:34:43.008293,"(2.6, 99998, 9998.5)","(2.3, 99998, 9998.5)","(41.0, 99998, 9998.5)","(8.5, 99998, 9998.5)","(7.5, 99998, 9998.5)","(51.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(13.0, 99998, 9998.5)"
08-01-2023 19:34:44.058473,"(2.6, 99998, 9998.5)","(2.25, 99998, 9998.5)","(41.0, 99998, 9998.5)","(8.5, 99998, 9998.5)","(7.5, 99998, 9998.5)","(51.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(13.0, 99998, 9998.5)"
08-01-2023 19:34:45.145483,"(2.6, 99998, 9998.5)","(2.25, 99998, 9998.5)","(41.0, 99998, 9998.5)","(8.5, 99998, 9998.5)","(7.5, 99998, 9998.5)","(51.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(13.0, 99998, 9998.5)"
08-01-2023 19:34:46.236831,"(2.6, 99998, 9998.5)","(2.25, 99998, 9998.5)","(41.0, 99998, 9998.5)","(8.5, 99998, 9998.5)","(7.5, 99998, 9998.5)","(51.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(13.0, 99998, 9998.5)"
08-01-2023 19:34:47.332020,"(2.6, 99998, 9998.5)","(2.25, 99998, 9998.5)","(41.0, 99998, 9998.5)","(8.5, 99998, 9998.5)","(7.5, 99998, 9998.5)","(51.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(13.0, 99998, 9998.5)"
08-01-2023 19:34:48.382701,"(2.6, 99998, 9998.5)","(2.25, 99998, 9998.5)","(41.0, 99998, 9998.5)","(8.5, 99998, 9998.5)","(7.5, 99998, 9998.5)","(51.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(13.0, 99998, 9998.5)"
08-01-2023 19:34:49.509408,"(2.6, 99998, 9998.5)","(2.25, 99998, 9998.5)","(41.0, 99998, 9998.5)","(8.5, 99998, 9998.5)","(7.5, 99998, 9998.5)","(51.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(13.0, 99998, 9998.5)"
08-01-2023 19:34:50.598093,"(2.6, 99998, 9998.5)","(2.25, 99998, 9998.5)","(41.0, 99998, 9998.5)","(8.5, 99998, 9998.5)","(7.5, 99998, 9998.5)","(51.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(13.0, 99998, 9998.5)"
08-01-2023 19:34:51.577512,"(2.6, 99998, 9998.5)","(2.25, 99998, 9998.5)","(41.0, 99998, 9998.5)","(8.5, 99998, 9998.5)","(7.5, 99998, 9998.5)","(51.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(13.0, 99998, 9998.5)"
08-01-2023 19:34:52.665971,"(2.6, 99998, 9998.5)","(2.25, 99998, 9998.5)","(41.0, 99998, 9998.5)","(8.5, 99998, 9998.5)","(7.5, 99998, 9998.5)","(51.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(13.0, 99998, 9998.5)"
08-01-2023 19:34:53.732398,"(2.6, 99998, 9998.5)","(2.25, 99998, 9998.5)","(41.0, 99998, 9998.5)","(8.5, 99998, 9998.5)","(7.5, 99998, 9998.5)","(51.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(13.0, 99998, 9998.5)"
08-01-2023 19:34:54.761663,"(2.6, 99998, 9998.5)","(2.25, 99998, 9998.5)","(41.0, 99998, 9998.5)","(8.5, 99998, 9998.5)","(7.5, 99998, 9998.5)","(51.0, 99998, 9998.5)","(21.0, 99998, 9998.5)","(13.0, 99998, 9998.5)"
