,Abercrombie Limbo,What A Team,Tristars Pet,Our Ultimate Ruby,Torque No Fear,Mister Cracker,Getaloadacam,Wellsaidmylady,Out Of Dodge,Crankhandle
11-01-2023 20:06:45.111202,"(3.7, 4.9, 4.78)","(71.0, 260.0, 163.33333333333334)","(101.0, 130.0, 126.25)","(4.4, 6.4, 6.2918918918918925)","(26.0, 42.0, 34.5)","(21.0, 28.0, 25.6)","(4.8, 5.7, 5.689583333333333)","(6.0, 11.5, 10.961538461538462)","(4.0, 4.9, 4.814285714285715)","(16.0, 30.0, 25.0)"
11-01-2023 20:06:46.428796,"(3.7, 4.9, 4.775)","(71.0, 230.0, 163.33333333333334)","(101.0, 130.0, 126.25)","(4.4, 6.4, 6.2918918918918925)","(26.0, 40.0, 31.571428571428573)","(21.0, 28.0, 25.4)","(4.8, 5.7, 5.689583333333333)","(6.0, 11.5, 11.181818181818182)","(4.0, 4.9, 4.814285714285715)","(16.0, 30.0, 25.333333333333332)"
11-01-2023 20:06:47.760238,"(3.7, 4.9, 4.728571428571429)","(71.0, 220.0, 172.85714285714286)","(101.0, 130.0, 126.25)","(4.4, 6.4, 6.15)","(26.0, 38.0, 31.571428571428573)","(21.0, 27.0, 25.833333333333332)","(4.8, 5.7, 5.689583333333333)","(6.0, 11.5, 11.181818181818182)","(4.0, 4.9, 4.814285714285715)","(16.0, 32.0, 27.0)"
11-01-2023 20:06:49.143742,"(3.7, 4.9, 4.728571428571429)","(71.0, 210.0, 185.0)","(101.0, 130.0, 126.25)","(4.4, 6.4, 6.0)","(26.0, 38.0, 32.6)","(21.0, 27.0, 25.833333333333332)","(4.8, 5.7, 5.689583333333333)","(6.0, 11.5, 10.87037037037037)","(4.0, 4.9, 4.814285714285715)","(16.0, 30.0, 25.833333333333332)"
11-01-2023 20:06:50.479179,"(3.7, 4.9, 4.728571428571429)","(71.0, 210.0, 169.0)","(101.0, 130.0, 196.66666666666669)","(4.4, 6.2, 5.914285714285715)","(26.0, 38.0, 33.5)","(21.0, 27.0, 26.25)","(4.8, 5.7, 5.689583333333333)","(6.0, 11.5, 10.759615384615385)","(4.0, 4.9, 4.814285714285715)","(16.0, 30.0, 32.857142857142854)"
11-01-2023 20:06:51.869089,"(3.7, 4.9, 4.851612903225806)","(71.0, 190.0, 169.0)","(101.0, 210.0, 400.0)","(4.4, 6.2, 5.914285714285715)","(26.0, 38.0, 35.3)","(21.0, 27.0, 27.692307692307693)","(4.8, 5.7, 5.689583333333333)","(6.0, 12.0, 10.771186440677965)","(4.0, 4.9, 4.814285714285715)","(16.0, 36.0, 32.6)"
11-01-2023 20:06:53.356409,"(3.7, 4.9, 4.728571428571429)","(71.0, 190.0, 126.66666666666667)","(101.0, 690.0, 440.0)","(4.4, 6.2, 5.914285714285715)","(26.0, 38.0, 35.3)","(21.0, 32.0, 28.0)","(4.8, 5.7, 5.689583333333333)","(6.0, 12.5, 10.85820895522388)","(4.0, 4.9, 4.814285714285715)","(16.0, 36.0, 32.21052631578947)"
11-01-2023 20:06:54.757159,"(3.7, 4.9, 4.800000000000001)","(71.0, 180.0, 126.66666666666667)","(101.0, 680.0, 206.0)","(4.4, 6.2, 5.866666666666666)","(26.0, 38.0, 35.3)","(21.0, 32.0, 26.923076923076923)","(4.8, 5.7, 5.687179487179487)","(6.0, 12.5, 11.875)","(4.0, 4.9, 4.847826086956522)","(16.0, 36.0, 32.72727272727273)"
11-01-2023 20:06:56.118410,"(3.7, 4.9, 4.800000000000001)","(71.0, 180.0, 126.66666666666667)","(101.0, 670.0, 554.7058823529412)","(4.4, 6.2, 6.0636363636363635)","(26.0, 38.0, 35.92307692307692)","(21.0, 30.0, 27.22222222222222)","(4.8, 5.7, 5.687179487179487)","(6.0, 12.0, 11.875)","(4.0, 4.9, 4.842857142857143)","(16.0, 36.0, 33.333333333333336)"
11-01-2023 20:06:57.466854,"(3.7, 4.9, 4.800000000000001)","(71.0, 180.0, 126.66666666666667)","(101.0, 650.0, 565.0)","(4.4, 6.2, 6.08)","(26.0, 38.0, 35.92307692307692)","(21.0, 29.0, 26.571428571428573)","(4.8, 5.7, 5.687179487179487)","(6.0, 12.0, 11.875)","(4.0, 4.9, 4.842857142857143)","(16.0, 36.0, 30.4)"
11-01-2023 20:06:58.866371,"(3.7, 4.9, 4.66)","(71.0, 180.0, 126.66666666666667)","(101.0, 630.0, 474.28571428571433)","(4.4, 6.2, 6.08)","(26.0, 38.0, 35.92307692307692)","(21.0, 28.0, 26.5)","(4.8, 5.7, 5.687179487179487)","(6.0, 12.0, 11.875)","(4.0, 4.9, 4.842857142857143)","(16.0, 36.0, 30.4)"
11-01-2023 20:07:00.353286,"(3.7, 4.9, 4.66)","(71.0, 180.0, 126.66666666666667)","(101.0, 620.0, 467.14285714285717)","(4.4, 6.2, 6.08)","(26.0, 38.0, 35.92307692307692)","(21.0, 28.0, 27.142857142857142)","(4.8, 5.7, 5.687179487179487)","(6.0, 12.0, 11.875)","(4.0, 4.9, 4.842857142857143)","(16.0, 36.0, 30.4)"
11-01-2023 20:07:01.710969,"(3.7, 4.9, 4.66)","(71.0, 180.0, 126.66666666666667)","(101.0, 610.0, 498.8888888888889)","(4.4, 6.2, 6.12)","(26.0, 38.0, 35.92307692307692)","(21.0, 28.0, 26.11111111111111)","(4.8, 5.7, 5.687179487179487)","(6.0, 12.0, 11.875)","(4.0, 4.9, 4.842857142857143)","(16.0, 36.0, 30.75)"
11-01-2023 20:07:03.030787,"(3.7, 4.9, 4.66)","(71.0, 180.0, 126.66666666666667)","(101.0, 610.0, 498.8888888888889)","(4.4, 6.2, 6.12)","(26.0, 38.0, 35.0)","(21.0, 27.0, 26.714285714285715)","(4.8, 5.7, 5.687179487179487)","(6.0, 12.0, 11.875)","(4.0, 4.9, 4.842857142857143)","(16.0, 36.0, 33.0)"
11-01-2023 20:07:04.425058,"(3.7, 4.9, 4.80625)","(71.0, 180.0, 126.66666666666667)","(101.0, 610.0, 530.0)","(4.4, 6.2, 6.12)","(26.0, 38.0, 35.6)","(21.0, 28.0, 26.75)","(4.8, 5.7, 5.687179487179487)","(6.0, 12.0, 11.25)","(4.0, 4.9, 4.842857142857143)","(16.0, 36.0, 31.0)"
11-01-2023 20:07:05.808583,"(3.7, 4.9, 4.80625)","(71.0, 180.0, 126.66666666666667)","(101.0, 590.0, 483.33333333333337)","(4.4, 6.2, 6.107692307692307)","(26.0, 38.0, 35.6)","(21.0, 32.0, 26.666666666666668)","(4.8, 5.7, 5.687179487179487)","(6.0, 12.0, 11.16)","(4.0, 4.9, 4.842857142857143)","(16.0, 34.0, 29.5)"
11-01-2023 20:07:07.281063,"(3.7, 4.9, 4.80625)","(71.0, 180.0, 126.66666666666667)","(101.0, 590.0, 196.66666666666669)","(4.4, 6.2, 6.107692307692307)","(26.0, 38.0, 35.6)","(21.0, 30.0, 26.333333333333332)","(4.8, 5.7, 5.687179487179487)","(6.0, 12.0, 11.16)","(4.0, 4.9, 4.842857142857143)","(16.0, 34.0, 29.5)"
11-01-2023 20:07:08.647661,"(3.7, 4.9, 4.8875)","(71.0, 180.0, 126.66666666666667)","(101.0, 580.0, 270.0)","(4.4, 6.2, 6.107692307692307)","(26.0, 38.0, 35.6)","(21.0, 30.0, 26.333333333333332)","(4.8, 5.7, 5.687179487179487)","(6.0, 12.0, 11.363636363636363)","(4.0, 4.9, 4.866666666666667)","(16.0, 34.0, 29.5)"
11-01-2023 20:07:10.119232,"(3.7, 5.0, 4.725)","(71.0, 180.0, 126.66666666666667)","(101.0, 570.0, 330.0)","(4.4, 6.2, 6.107692307692307)","(26.0, 38.0, 35.6)","(21.0, 30.0, 25.5)","(4.8, 5.7, 5.687179487179487)","(6.0, 12.0, 11.363636363636363)","(4.0, 4.9, 4.866666666666667)","(16.0, 34.0, 30.0)"
11-01-2023 20:07:11.481367,"(3.7, 4.8, 4.811111111111112)","(71.0, 180.0, 126.66666666666667)","(101.0, 530.0, 330.0)","(4.4, 6.2, 6.107692307692307)","(26.0, 38.0, 35.6)","(21.0, 28.0, 25.5)","(4.6, 5.7, 5.687179487179487)","(6.5, 12.0, 11.34375)","(3.9, 4.9, 4.866666666666667)","(18.0, 34.0, 30.0)"
11-01-2023 20:07:12.885285,"(3.7, 4.9, 4.766666666666667)","(71.0, 180.0, 126.66666666666667)","(101.0, 530.0, 330.0)","(4.4, 6.2, 6.107692307692307)","(26.0, 38.0, 33.5)","(21.0, 28.0, 25.5)","(4.6, 5.7, 5.642857142857143)","(6.5, 12.0, 9.64776119402985)","(3.9, 4.9, 4.87)","(18.0, 34.0, 30.0)"
11-01-2023 20:07:14.346483,"(3.7, 4.9, 4.800000000000001)","(71.0, 180.0, 126.66666666666667)","(101.0, 530.0, 253.33333333333331)","(4.6, 6.2, 6.107692307692307)","(26.0, 38.0, 33.5)","(21.0, 28.0, 25.8)","(4.6, 5.7, 5.6)","(7.0, 9.8, 9.627118644067796)","(3.8, 4.9, 4.852)","(18.0, 34.0, 30.0)"
11-01-2023 20:07:15.738080,"(3.7, 4.9, 4.833333333333334)","(71.0, 180.0, 126.66666666666667)","(101.0, 500.0, 246.66666666666669)","(4.6, 6.2, 6.107692307692307)","(26.0, 38.0, 33.5)","(21.0, 27.0, 25.285714285714285)","(4.6, 5.7, 5.6)","(7.0, 9.8, 9.706666666666667)","(3.8, 4.9, 4.852)","(18.0, 34.0, 30.0)"
11-01-2023 20:07:17.153455,"(3.7, 4.9, 4.833333333333334)","(71.0, 180.0, 126.66666666666667)","(101.0, 480.0, 246.66666666666669)","(4.6, 6.2, 6.107692307692307)","(26.0, 38.0, 33.5)","(21.0, 27.0, 25.285714285714285)","(4.6, 5.7, 5.652941176470589)","(7.0, 9.8, 9.706666666666667)","(3.8, 4.9, 4.852)","(18.0, 34.0, 30.0)"
11-01-2023 20:07:18.526125,"(3.7, 4.9, 4.833333333333334)","(71.0, 180.0, 126.66666666666667)","(101.0, 480.0, 250.9090909090909)","(4.6, 6.2, 6.107692307692307)","(26.0, 38.0, 33.5)","(21.0, 27.0, 25.2)","(4.6, 5.7, 5.652941176470589)","(7.0, 9.8, 9.706666666666667)","(3.8, 4.9, 4.852)","(18.0, 34.0, 30.0)"
11-01-2023 20:07:20.010978,"(3.7, 4.9, 4.82)","(71.0, 180.0, 126.66666666666667)","(101.0, 480.0, 384.0)","(4.6, 6.2, 6.136842105263158)","(26.0, 38.0, 33.5)","(21.0, 26.0, 25.2)","(4.6, 5.7, 5.560869565217391)","(7.0, 9.8, 9.916666666666668)","(3.8, 4.9, 4.852)","(18.0, 34.0, 32.15384615384615)"
11-01-2023 20:07:21.542583,"(3.7, 4.9, 4.82)","(71.0, 180.0, 126.66666666666667)","(101.0, 450.0, 220.0)","(4.6, 6.2, 6.136842105263158)","(26.0, 38.0, 33.5)","(21.0, 26.0, 28.0)","(4.6, 5.7, 5.560869565217391)","(7.0, 10.5, 10.153846153846153)","(3.8, 4.9, 4.852)","(18.0, 34.0, 32.15384615384615)"
11-01-2023 20:07:23.128107,"(3.7, 4.9, 4.86923076923077)","(71.0, 170.0, 123.33333333333333)","(101.0, 420.0, 216.66666666666669)","(4.6, 6.2, 6.136842105263158)","(26.0, 38.0, 33.5)","(21.0, 30.0, 25.714285714285715)","(4.6, 5.7, 5.560869565217391)","(7.0, 10.5, 10.071428571428571)","(3.8, 4.9, 4.852)","(18.0, 34.0, 30.0)"
11-01-2023 20:07:24.672655,"(3.7, 4.9, 4.845454545454546)","(71.0, 170.0, 120.0)","(101.0, 410.0, 210.0)","(4.6, 6.2, 6.136842105263158)","(26.0, 38.0, 33.5)","(21.0, 28.0, 25.2)","(4.6, 5.7, 5.54)","(7.0, 10.5, 10.071428571428571)","(3.8, 4.9, 4.852)","(18.0, 34.0, 30.0)"
11-01-2023 20:07:26.289548,"(3.7, 4.9, 4.9)","(71.0, 160.0, 120.0)","(101.0, 390.0, 182.5)","(4.6, 6.2, 6.136842105263158)","(26.0, 38.0, 33.5)","(21.0, 28.0, 25.8)","(4.6, 5.7, 5.54)","(7.0, 9.8, 9.763636363636364)","(3.8, 4.4, 4.348314606741573)","(18.0, 34.0, 30.142857142857142)"
11-01-2023 20:07:27.773940,"(3.7, 5.0, 4.958620689655173)","(71.0, 160.0, 120.0)","(101.0, 370.0, 182.5)","(4.6, 6.2, 6.26)","(26.0, 38.0, 33.5)","(21.0, 27.0, 25.8)","(4.6, 5.7, 5.676923076923077)","(7.0, 9.8, 9.733333333333334)","(3.8, 4.4, 4.341666666666667)","(18.0, 34.0, 28.11111111111111)"
11-01-2023 20:07:29.285202,"(3.7, 5.0, 4.952)","(71.0, 160.0, 120.0)","(101.0, 370.0, 193.33333333333331)","(4.6, 6.8, 6.055555555555555)","(26.0, 38.0, 33.5)","(21.0, 27.0, 25.2)","(4.6, 5.7, 5.676923076923077)","(7.0, 9.8, 9.72)","(3.8, 4.4, 4.966666666666667)","(18.0, 32.0, 29.0)"
11-01-2023 20:07:30.844547,"(3.7, 5.0, 4.903448275862069)","(71.0, 160.0, 120.0)","(101.0, 360.0, 190.0)","(4.6, 6.6, 6.15)","(26.0, 38.0, 33.5)","(21.0, 26.0, 24.413793103448278)","(4.6, 5.7, 5.676923076923077)","(7.0, 9.8, 9.666666666666666)","(3.8, 5.2, 4.833333333333333)","(18.0, 32.0, 29.0)"
11-01-2023 20:07:32.331921,"(3.7, 5.0, 4.903448275862069)","(71.0, 160.0, 120.0)","(101.0, 350.0, 267.27272727272725)","(4.6, 6.4, 6.286363636363637)","(26.0, 38.0, 33.5)","(21.0, 28.0, 26.25)","(4.6, 5.7, 5.676923076923077)","(7.0, 9.8, 9.666666666666666)","(3.8, 5.0, 4.504166666666667)","(18.0, 32.0, 29.0)"
11-01-2023 20:07:33.833432,"(3.7, 5.0, 4.903448275862069)","(71.0, 160.0, 120.0)","(101.0, 330.0, 256.66666666666663)","(4.6, 6.4, 6.286363636363637)","(26.0, 38.0, 36.36363636363636)","(21.0, 27.0, 24.923076923076923)","(4.6, 5.7, 5.676923076923077)","(7.0, 9.8, 9.7)","(3.8, 4.9, 4.43125)","(18.0, 32.0, 29.0)"
11-01-2023 20:07:35.340155,"(3.7, 5.0, 4.852631578947368)","(71.0, 160.0, 120.0)","(101.0, 330.0, 230.0)","(4.6, 6.4, 6.325)","(26.0, 38.0, 36.36363636363636)","(21.0, 26.0, 24.1875)","(4.6, 5.7, 5.676923076923077)","(7.0, 10.0, 9.68)","(3.8, 4.9, 4.55)","(18.0, 32.0, 29.0)"
11-01-2023 20:07:36.898861,"(3.7, 5.0, 4.852631578947368)","(71.0, 160.0, 120.0)","(101.0, 310.0, 264.0)","(4.6, 6.4, 6.325)","(26.0, 38.0, 36.36363636363636)","(21.0, 26.0, 24.1875)","(4.6, 5.7, 5.676923076923077)","(7.0, 10.0, 9.644444444444444)","(3.8, 4.8, 4.55)","(18.0, 32.0, 30.0)"
11-01-2023 20:07:38.444435,"(3.7, 5.0, 4.852631578947368)","(71.0, 160.0, 120.0)","(101.0, 300.0, 252.22222222222223)","(4.6, 6.4, 6.325)","(26.0, 38.0, 36.36363636363636)","(21.0, 26.0, 24.1875)","(4.6, 5.7, 5.676923076923077)","(7.0, 10.0, 9.4)","(3.8, 4.8, 4.6)","(18.0, 50.0, 37.25)"
11-01-2023 20:07:39.947761,"(3.8, 5.0, 4.852631578947368)","(71.0, 160.0, 83.0)","(101.0, 290.0, 233.33333333333331)","(4.6, 6.4, 6.25)","(26.0, 38.0, 46.142857142857146)","(21.0, 26.0, 24.142857142857142)","(4.6, 5.7, 5.676923076923077)","(6.5, 9.8, 9.514285714285714)","(3.8, 4.8, 4.6)","(18.0, 44.0, 33.0)"
11-01-2023 20:07:41.495571,"(3.8, 5.0, 4.852631578947368)","(71.0, 85.0, 83.0)","(101.0, 290.0, 245.0)","(4.6, 6.4, 6.307692307692308)","(26.0, 50.0, 46.18181818181818)","(21.0, 26.0, 24.142857142857142)","(4.6, 5.7, 5.676923076923077)","(6.5, 9.8, 9.514285714285714)","(3.8, 4.8, 4.6)","(18.0, 40.0, 33.0)"
11-01-2023 20:07:43.050428,"(3.8, 5.0, 4.852631578947368)","(71.0, 85.0, 83.46153846153847)","(101.0, 290.0, 257.27272727272725)","(4.6, 6.4, 6.307692307692308)","(26.0, 50.0, 42.4)","(21.0, 26.0, 24.142857142857142)","(4.6, 5.7, 5.676923076923077)","(6.5, 9.8, 9.466666666666667)","(3.8, 4.8, 4.6)","(18.0, 40.0, 34.57142857142857)"
11-01-2023 20:07:44.476801,"(3.8, 5.0, 4.92)","(71.0, 85.0, 90.0)","(101.0, 290.0, 205.0)","(4.6, 6.4, 6.307692307692308)","(26.0, 48.0, 43.38461538461539)","(21.0, 26.0, 24.142857142857142)","(4.6, 5.7, 5.676923076923077)","(6.5, 9.8, 9.4)","(3.8, 4.8, 4.6)","(18.0, 36.0, 33.142857142857146)"
11-01-2023 20:07:45.908897,"(3.8, 5.0, 4.852631578947368)","(71.0, 120.0, 98.33333333333333)","(101.0, 280.0, 200.0)","(4.6, 6.4, 6.307692307692308)","(26.0, 48.0, 44.72727272727273)","(21.0, 26.0, 24.142857142857142)","(4.6, 5.7, 5.676923076923077)","(6.5, 9.8, 9.345454545454546)","(3.8, 4.8, 4.68)","(18.0, 36.0, 32.666666666666664)"
11-01-2023 20:07:47.278671,"(3.8, 5.0, 4.852631578947368)","(71.0, 110.0, 85.0)","(101.0, 270.0, 230.0)","(4.6, 6.4, 6.307692307692308)","(26.0, 48.0, 43.0)","(21.0, 26.0, 24.142857142857142)","(4.6, 5.7, 5.676923076923077)","(6.5, 9.8, 9.627586206896552)","(3.8, 4.8, 4.754545454545455)","(18.0, 34.0, 32.666666666666664)"
11-01-2023 20:07:48.683763,"(3.8, 5.0, 4.852631578947368)","(71.0, 110.0, 90.55555555555556)","(101.0, 270.0, 238.88888888888889)","(4.6, 6.4, 6.307692307692308)","(26.0, 46.0, 41.38461538461539)","(21.0, 26.0, 24.142857142857142)","(4.6, 5.7, 5.676923076923077)","(6.5, 9.8, 9.345454545454546)","(3.8, 5.2, 4.641176470588235)","(18.0, 34.0, 34.5)"
11-01-2023 20:07:50.162177,"(3.8, 5.0, 4.852631578947368)","(71.0, 110.0, 94.61538461538461)","(91.0, 270.0, 238.88888888888889)","(4.6, 6.4, 6.325)","(26.0, 46.0, 41.38461538461539)","(21.0, 26.0, 24.142857142857142)","(4.6, 5.7, 5.676923076923077)","(6.5, 9.8, 9.345454545454546)","(3.8, 5.1, 4.66)","(18.0, 42.0, 30.6)"
11-01-2023 20:07:51.666138,"(3.8, 5.0, 4.730769230769231)","(71.0, 110.0, 94.61538461538461)","(91.0, 270.0, 238.88888888888889)","(4.6, 6.4, 6.266666666666667)","(26.0, 46.0, 39.142857142857146)","(21.0, 26.0, 24.142857142857142)","(4.6, 5.7, 5.676923076923077)","(6.5, 9.8, 9.345454545454546)","(3.8, 5.1, 4.75)","(18.0, 32.0, 25.210526315789473)"
11-01-2023 20:07:53.209860,"(3.8, 5.0, 4.78125)","(71.0, 110.0, 94.61538461538461)","(91.0, 270.0, 238.88888888888889)","(4.6, 6.4, 6.266666666666667)","(26.0, 46.0, 39.142857142857146)","(21.0, 26.0, 24.142857142857142)","(4.6, 5.7, 5.676923076923077)","(6.5, 9.8, 9.345454545454546)","(3.8, 5.0, 4.766666666666667)","(18.0, 26.0, 25.210526315789473)"
11-01-2023 20:07:54.679245,"(3.8, 5.0, 4.7846153846153845)","(71.0, 110.0, 94.61538461538461)","(91.0, 270.0, 238.88888888888889)","(4.6, 6.4, 6.325)","(26.0, 46.0, 39.142857142857146)","(21.0, 26.0, 24.142857142857142)","(4.6, 5.7, 5.676923076923077)","(6.5, 9.8, 9.345454545454546)","(3.8, 5.0, 4.716666666666667)","(18.0, 26.0, 25.210526315789473)"
11-01-2023 20:07:56.135908,"(3.8, 5.0, 4.7846153846153845)","(71.0, 110.0, 94.61538461538461)","(91.0, 270.0, 238.88888888888889)","(4.6, 6.4, 6.325)","(26.0, 46.0, 39.142857142857146)","(21.0, 26.0, 24.142857142857142)","(4.6, 5.7, 5.676923076923077)","(6.5, 9.8, 9.3)","(3.8, 4.9, 4.76)","(18.0, 26.0, 25.210526315789473)"
11-01-2023 20:07:57.667178,"(3.8, 5.0, 4.7846153846153845)","(71.0, 110.0, 94.61538461538461)","(91.0, 270.0, 238.88888888888889)","(4.6, 6.4, 6.25)","(26.0, 46.0, 34.0)","(21.0, 26.0, 21.363636363636363)","(4.6, 5.7, 5.676923076923077)","(6.5, 9.8, 9.977777777777778)","(3.8, 4.9, 4.81764705882353)","(18.0, 26.0, 25.210526315789473)"
11-01-2023 20:07:59.120230,"(3.8, 5.0, 4.7846153846153845)","(71.0, 110.0, 95.71428571428572)","(91.0, 270.0, 238.88888888888889)","(4.6, 6.4, 6.325)","(26.0, 46.0, 39.333333333333336)","(21.0, 23.0, 22.0)","(4.6, 5.7, 5.676923076923077)","(6.5, 10.0, 9.977777777777778)","(3.8, 4.9, 4.81764705882353)","(18.0, 26.0, 25.210526315789473)"
11-01-2023 20:08:00.579941,"(3.8, 5.0, 4.86)","(71.0, 110.0, 92.5)","(91.0, 270.0, 238.88888888888889)","(4.6, 6.4, 6.325)","(26.0, 44.0, 38.0)","(21.0, 23.0, 22.0)","(4.6, 5.7, 5.676923076923077)","(6.5, 10.0, 9.977777777777778)","(3.8, 4.9, 4.78421052631579)","(18.0, 26.0, 25.210526315789473)"
11-01-2023 20:08:02.007449,"(3.8, 5.0, 4.86)","(71.0, 110.0, 92.5)","(91.0, 270.0, 238.88888888888889)","(4.6, 6.4, 6.342307692307693)","(26.0, 42.0, 37.0)","(21.0, 23.0, 22.0)","(4.6, 5.7, 5.676923076923077)","(6.5, 10.0, 9.977777777777778)","(3.8, 4.9, 4.78421052631579)","(18.0, 26.0, 25.210526315789473)"
11-01-2023 20:08:03.432231,"(3.8, 5.0, 4.86)","(71.0, 110.0, 92.5)","(91.0, 270.0, 238.88888888888889)","(4.6, 6.4, 6.342307692307693)","(26.0, 42.0, 39.142857142857146)","(21.0, 23.0, 22.0)","(4.6, 5.7, 5.676923076923077)","(6.5, 10.0, 9.977777777777778)","(3.8, 4.9, 4.78421052631579)","(18.0, 26.0, 25.210526315789473)"
11-01-2023 20:08:04.846290,"(3.8, 5.0, 4.86)","(71.0, 110.0, 83.75)","(91.0, 270.0, 238.88888888888889)","(4.6, 6.4, 6.342307692307693)","(26.0, 42.0, 47.55555555555556)","(21.0, 23.0, 22.0)","(4.6, 5.7, 5.676923076923077)","(6.5, 10.0, 9.977777777777778)","(3.8, 4.9, 4.716666666666667)","(18.0, 26.0, 25.210526315789473)"
11-01-2023 20:08:06.289263,"(3.8, 5.0, 4.86)","(71.0, 110.0, 80.0)","(91.0, 270.0, 238.88888888888889)","(4.6, 6.4, 6.342307692307693)","(26.0, 60.0, 44.75)","(20.0, 23.0, 22.0)","(4.8, 5.7, 5.676923076923077)","(7.0, 10.0, 9.977777777777778)","(3.8, 4.9, 4.716666666666667)","(18.0, 26.0, 25.210526315789473)"
11-01-2023 20:08:07.713656,"(3.8, 5.0, 4.86)","(81.0, 100.0, 87.14285714285714)","(101.0, 270.0, 238.88888888888889)","(4.6, 6.4, 6.342307692307693)","(26.0, 50.0, 44.5)","(20.0, 23.0, 22.0)","(4.8, 5.7, 5.676923076923077)","(7.0, 10.0, 9.9)","(3.8, 4.9, 4.716666666666667)","(18.0, 26.0, 25.210526315789473)"
11-01-2023 20:08:09.068459,"(3.8, 5.0, 4.86)","(81.0, 100.0, 81.11111111111111)","(101.0, 270.0, 238.88888888888889)","(4.6, 6.4, 6.342307692307693)","(26.0, 50.0, 44.5)","(20.0, 23.0, 22.0)","(4.8, 5.7, 5.676923076923077)","(7.0, 10.0, 9.9)","(3.8, 4.9, 4.708695652173914)","(18.0, 26.0, 25.210526315789473)"
11-01-2023 20:08:10.481131,"(3.8, 5.0, 4.86)","(81.0, 95.0, 81.11111111111111)","(101.0, 270.0, 263.0)","(4.6, 6.4, 6.342307692307693)","(26.0, 50.0, 39.5)","(20.0, 23.0, 23.153846153846153)","(4.8, 5.7, 5.676923076923077)","(7.0, 10.0, 9.9)","(3.8, 4.9, 4.708695652173914)","(18.0, 26.0, 25.210526315789473)"
11-01-2023 20:08:11.833831,"(3.8, 5.0, 4.86)","(81.0, 95.0, 81.11111111111111)","(101.0, 320.0, 270.0)","(4.6, 6.4, 6.342307692307693)","(26.0, 44.0, 42.0)","(20.0, 25.0, 21.470588235294116)","(4.8, 5.7, 5.5636363636363635)","(7.0, 10.0, 9.9)","(3.8, 4.9, 4.708695652173914)","(18.0, 26.0, 22.375)"
11-01-2023 20:08:13.306448,"(3.8, 5.0, 4.86)","(81.0, 95.0, 84.28571428571429)","(101.0, 310.0, 246.66666666666669)","(4.6, 6.4, 6.342307692307693)","(26.0, 44.0, 34.666666666666664)","(20.0, 25.0, 23.454545454545453)","(4.8, 6.0, 5.7)","(7.0, 10.0, 9.9)","(3.8, 4.9, 4.708695652173914)","(18.0, 25.0, 23.25)"
11-01-2023 20:08:14.746272,"(3.8, 5.0, 4.86)","(81.0, 95.0, 88.18181818181819)","(101.0, 280.0, 251.11111111111111)","(4.6, 6.4, 6.342307692307693)","(26.0, 44.0, 37.0)","(20.0, 24.0, 22.636363636363637)","(4.8, 5.9, 5.7)","(7.0, 10.0, 9.9)","(3.8, 4.9, 4.708695652173914)","(18.0, 25.0, 22.375)"
11-01-2023 20:08:16.273412,"(3.8, 5.7, 5.821428571428572)","(81.0, 95.0, 88.57142857142857)","(101.0, 280.0, 258.33333333333337)","(4.6, 6.4, 6.334782608695653)","(26.0, 42.0, 37.0)","(20.0, 23.0, 22.066666666666666)","(4.8, 5.9, 5.6647058823529415)","(7.0, 10.0, 10.066666666666666)","(3.8, 4.9, 4.819117647058824)","(18.0, 25.0, 23.11111111111111)"
11-01-2023 20:08:17.707711,"(3.8, 5.9, 5.554545454545455)","(81.0, 95.0, 89.375)","(101.0, 280.0, 247.5)","(4.6, 6.4, 6.334782608695653)","(26.0, 42.0, 38.0)","(20.0, 23.0, 22.25)","(4.8, 5.9, 5.6647058823529415)","(7.0, 10.5, 10.64)","(3.8, 4.9, 4.6066666666666665)","(18.0, 32.0, 22.125)"
11-01-2023 20:08:19.396597,"(3.8, 5.8, 5.6875)","(81.0, 95.0, 90.0)","(101.0, 280.0, 232.5)","(4.6, 6.4, 6.334782608695653)","(26.0, 42.0, 39.0)","(20.0, 23.0, 21.833333333333332)","(4.8, 5.9, 5.6647058823529415)","(7.0, 11.0, 10.038461538461538)","(3.8, 4.9, 4.6066666666666665)","(18.0, 23.0, 22.09090909090909)"
11-01-2023 20:08:20.885573,"(3.8, 5.8, 5.733333333333333)","(71.0, 95.0, 90.0)","(101.0, 260.0, 204.54545454545456)","(4.6, 6.4, 6.236363636363636)","(26.0, 42.0, 38.0)","(20.0, 23.0, 22.61111111111111)","(4.8, 5.9, 5.65)","(7.0, 10.5, 9.625)","(3.9, 4.9, 4.819117647058824)","(17.0, 23.0, 22.09090909090909)"
11-01-2023 20:08:22.339518,"(3.8, 5.9, 5.733333333333333)","(71.0, 95.0, 90.0)","(101.0, 250.0, 210.0)","(4.6, 6.4, 5.96)","(26.0, 42.0, 38.4)","(20.0, 23.0, 24.142857142857142)","(4.8, 5.9, 5.65)","(7.0, 10.5, 10.436363636363636)","(3.9, 4.9, 4.786440677966102)","(17.0, 23.0, 21.0)"
