,Sailalong Sinbad,Mighty George Nz,Lord Of Misrule Nz,Quartzite,Delta Three Nz,Kyronta,What A Jolt,Mossdale Mac Nz,Cheetah Lodge
10-01-2023 16:11:29.937085,"(10.0, 17.5, 16.40625)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.8375)","(5.5, 99999, 99990)","(101.0, 390.0, 362.8571428571429)","(71.0, 100.0, 87.5)","(6.5, 99999, 99990)","(6.0, 7.2, 6.763636363636364)"
10-01-2023 16:11:31.593007,"(10.0, 17.5, 16.40625)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.8375)","(5.5, 99999, 99990)","(101.0, 390.0, 345.7142857142857)","(71.0, 100.0, 87.5)","(6.5, 99999, 99990)","(6.0, 7.2, 6.763636363636364)"
10-01-2023 16:11:33.229406,"(10.0, 17.5, 16.40625)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.8666666666666667)","(5.5, 99999, 99990)","(101.0, 370.0, 306.6666666666667)","(71.0, 100.0, 97.8125)","(6.5, 99999, 99990)","(6.0, 7.2, 6.763636363636364)"
10-01-2023 16:11:34.640377,"(10.0, 17.5, 16.40625)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.8375)","(5.5, 99999, 99990)","(101.0, 360.0, 320.0)","(71.0, 100.0, 97.8125)","(6.5, 99999, 99990)","(6.0, 7.2, 6.763636363636364)"
10-01-2023 16:11:36.032559,"(10.0, 17.5, 16.40625)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.925)","(5.5, 99999, 99990)","(101.0, 340.0, 290.0)","(71.0, 100.0, 97.8125)","(6.5, 99999, 99990)","(6.0, 7.2, 6.763636363636364)"
10-01-2023 16:11:37.500063,"(10.0, 17.5, 16.40625)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.925)","(5.5, 99999, 99990)","(101.0, 320.0, 285.7142857142857)","(71.0, 100.0, 97.8125)","(6.5, 99999, 99990)","(6.0, 7.2, 6.763636363636364)"
10-01-2023 16:11:38.982760,"(10.0, 17.5, 16.40625)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 4.05)","(5.5, 99999, 99990)","(101.0, 300.0, 254.54545454545456)","(71.0, 100.0, 90.0)","(6.5, 99999, 99990)","(6.0, 7.2, 6.763636363636364)"
10-01-2023 16:11:40.447208,"(10.0, 17.5, 16.40625)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.957692307692308)","(5.5, 99999, 99990)","(101.0, 300.0, 254.54545454545456)","(71.0, 100.0, 97.8125)","(6.5, 99999, 99990)","(6.0, 7.2, 6.763636363636364)"
10-01-2023 16:11:41.904964,"(10.0, 22.0, 17.25)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.2, 4.014705882352941)","(5.5, 99999, 99990)","(101.0, 300.0, 249.0909090909091)","(71.0, 100.0, 91.66666666666667)","(6.5, 99999, 99990)","(6.0, 7.2, 6.763636363636364)"
10-01-2023 16:11:43.310673,"(10.0, 21.0, 18.95)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.2, 3.957692307692308)","(5.5, 99999, 99990)","(101.0, 290.0, 268.57142857142856)","(71.0, 100.0, 91.66666666666667)","(6.5, 99999, 99990)","(6.0, 7.2, 6.763636363636364)"
10-01-2023 16:11:44.738154,"(10.0, 19.5, 17.535714285714285)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.2, 3.957692307692308)","(5.5, 99999, 99990)","(101.0, 280.0, 243.63636363636363)","(71.0, 100.0, 91.66666666666667)","(6.5, 99999, 99990)","(6.0, 7.2, 6.763636363636364)"
10-01-2023 16:11:46.143093,"(10.0, 19.5, 17.681818181818183)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.2, 3.957692307692308)","(5.5, 99999, 99990)","(101.0, 280.0, 243.63636363636363)","(71.0, 100.0, 91.66666666666667)","(6.5, 99999, 99990)","(6.0, 7.2, 6.763636363636364)"
10-01-2023 16:11:47.579025,"(10.0, 18.5, 17.681818181818183)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.2, 4.014705882352941)","(5.5, 99999, 99990)","(101.0, 280.0, 240.0)","(71.0, 100.0, 91.66666666666667)","(6.5, 99999, 99990)","(6.0, 7.2, 6.763636363636364)"
10-01-2023 16:11:49.067472,"(10.0, 18.0, 16.09090909090909)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.2, 4.0425)","(5.5, 99999, 99990)","(101.0, 260.0, 237.5)","(71.0, 100.0, 91.66666666666667)","(6.5, 99999, 99990)","(6.0, 7.2, 6.763636363636364)"
10-01-2023 16:11:50.509798,"(10.0, 18.0, 16.09090909090909)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.2, 4.094117647058823)","(5.5, 99999, 99990)","(101.0, 250.0, 237.5)","(71.0, 100.0, 91.66666666666667)","(6.5, 99999, 99990)","(6.0, 7.2, 6.763636363636364)"
10-01-2023 16:11:51.910805,"(10.0, 18.0, 16.09090909090909)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.2, 4.014705882352941)","(5.5, 99999, 99990)","(101.0, 250.0, 230.0)","(71.0, 100.0, 91.66666666666667)","(6.5, 99999, 99990)","(6.0, 7.2, 6.763636363636364)"
10-01-2023 16:11:53.354107,"(10.0, 18.0, 16.09090909090909)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.2, 3.8937500000000003)","(5.5, 99999, 99990)","(101.0, 240.0, 230.0)","(71.0, 100.0, 93.75)","(7.0, 99999, 99990)","(6.0, 7.2, 6.763636363636364)"
10-01-2023 16:11:54.727129,"(10.0, 18.0, 16.09090909090909)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.2, 3.9375)","(5.5, 99999, 99990)","(101.0, 240.0, 230.0)","(71.0, 100.0, 93.75)","(7.0, 99999, 99990)","(6.0, 7.2, 6.763636363636364)"
10-01-2023 16:11:56.141672,"(10.0, 18.0, 16.09090909090909)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.2, 3.9375)","(5.5, 99999, 99990)","(101.0, 240.0, 230.0)","(71.0, 100.0, 93.75)","(7.0, 99999, 99990)","(6.0, 7.2, 6.763636363636364)"
10-01-2023 16:11:57.406259,"(10.0, 18.0, 16.09090909090909)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.2, 4.25)","(5.5, 99999, 99990)","(101.0, 240.0, 230.0)","(71.0, 100.0, 93.75)","(7.0, 99999, 99990)","(6.0, 7.2, 6.8)"
10-01-2023 16:11:58.764402,"(10.0, 18.0, 16.09090909090909)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9636363636363634)","(5.5, 99999, 99990)","(101.0, 240.0, 230.0)","(71.0, 100.0, 93.75)","(7.0, 99999, 99990)","(6.0, 7.2, 6.8)"
10-01-2023 16:12:00.064097,"(10.0, 18.0, 16.09090909090909)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9636363636363634)","(5.5, 99999, 99990)","(101.0, 240.0, 230.0)","(71.0, 100.0, 93.75)","(7.0, 99999, 99990)","(6.0, 7.2, 6.9714285714285715)"
10-01-2023 16:12:01.599264,"(10.0, 18.0, 16.09090909090909)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9636363636363634)","(5.5, 99999, 99990)","(101.0, 240.0, 230.0)","(71.0, 100.0, 93.75)","(7.0, 99999, 99990)","(6.0, 7.2, 6.9714285714285715)"
10-01-2023 16:12:04.063041,"(10.0, 18.0, 16.09090909090909)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.4, 3.9799999999999995)","(5.5, 99999, 99990)","(101.0, 240.0, 230.0)","(71.0, 100.0, 93.75)","(7.0, 99999, 99990)","(6.0, 7.2, 6.9714285714285715)"
10-01-2023 16:12:05.732592,"(10.0, 18.0, 16.09090909090909)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.9799999999999995)","(5.5, 99999, 99990)","(101.0, 240.0, 230.0)","(71.0, 100.0, 93.75)","(7.0, 99999, 99990)","(6.0, 7.2, 6.9714285714285715)"
10-01-2023 16:12:07.243161,"(10.0, 18.0, 16.09090909090909)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.3, 3.9124999999999996)","(5.5, 99999, 99990)","(101.0, 240.0, 230.0)","(71.0, 100.0, 97.8125)","(7.0, 99999, 99990)","(6.0, 7.2, 7.085714285714285)"
10-01-2023 16:12:08.607219,"(10.0, 18.0, 16.09090909090909)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.9124999999999996)","(5.5, 99999, 99990)","(101.0, 240.0, 230.0)","(71.0, 100.0, 107.1875)","(7.0, 99999, 99990)","(6.0, 7.4, 7.070588235294117)"
10-01-2023 16:12:09.947959,"(10.0, 18.0, 16.09090909090909)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.9124999999999996)","(5.5, 99999, 99990)","(101.0, 240.0, 230.0)","(71.0, 110.0, 107.1875)","(7.0, 99999, 99990)","(6.0, 7.4, 7.24)"
10-01-2023 16:12:11.233826,"(10.0, 18.0, 16.09090909090909)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.8818181818181814)","(5.5, 99999, 99990)","(101.0, 240.0, 230.0)","(71.0, 110.0, 107.1875)","(7.0, 99999, 99990)","(6.0, 7.4, 7.466666666666667)"
10-01-2023 16:12:12.529814,"(10.0, 18.0, 16.833333333333332)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.8375)","(5.5, 99999, 99990)","(101.0, 240.0, 230.0)","(71.0, 110.0, 107.1875)","(7.0, 99999, 99990)","(6.0, 7.8, 8.120000000000001)"
10-01-2023 16:12:13.849170,"(10.0, 18.0, 16.833333333333332)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.8375)","(5.5, 99999, 99990)","(101.0, 240.0, 230.0)","(71.0, 110.0, 107.1875)","(7.0, 99999, 99990)","(6.0, 8.4, 7.5)"
10-01-2023 16:12:15.183653,"(10.0, 18.0, 16.833333333333332)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.8375)","(5.5, 99999, 99990)","(101.0, 240.0, 230.0)","(71.0, 110.0, 125.9375)","(7.0, 99999, 99990)","(6.0, 8.0, 7.363636363636363)"
10-01-2023 16:12:16.679017,"(10.0, 18.0, 16.833333333333332)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.833333333333333)","(5.5, 99999, 99990)","(101.0, 240.0, 230.0)","(71.0, 130.0, 110.0)","(7.0, 99999, 99990)","(6.0, 8.0, 7.363636363636363)"
10-01-2023 16:12:17.970498,"(10.0, 18.0, 16.833333333333332)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.833333333333333)","(5.5, 99999, 99990)","(101.0, 240.0, 230.0)","(71.0, 130.0, 110.0)","(7.0, 99999, 99990)","(6.0, 8.0, 7.363636363636363)"
10-01-2023 16:12:19.314997,"(10.0, 18.0, 16.833333333333332)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.833333333333333)","(5.5, 99999, 99990)","(101.0, 240.0, 230.0)","(71.0, 130.0, 110.0)","(7.0, 99999, 99990)","(6.0, 8.0, 7.363636363636363)"
10-01-2023 16:12:20.613797,"(10.0, 17.5, 16.833333333333332)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.833333333333333)","(5.5, 99999, 99990)","(101.0, 240.0, 230.0)","(71.0, 130.0, 110.0)","(7.0, 99999, 99990)","(6.0, 8.0, 7.363636363636363)"
10-01-2023 16:12:21.875050,"(10.0, 17.5, 16.833333333333332)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.833333333333333)","(5.5, 99999, 99990)","(101.0, 240.0, 230.0)","(71.0, 130.0, 95.0)","(7.0, 99999, 99990)","(6.0, 8.0, 7.363636363636363)"
10-01-2023 16:12:23.150751,"(10.0, 17.5, 16.6)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.8499999999999996)","(5.5, 99999, 99990)","(101.0, 240.0, 230.0)","(71.0, 120.0, 92.5)","(7.0, 99999, 99990)","(6.0, 8.0, 7.363636363636363)"
10-01-2023 16:12:24.467627,"(10.0, 17.5, 16.0)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.833333333333333)","(5.5, 99999, 99990)","(101.0, 240.0, 221.0)","(71.0, 110.0, 92.5)","(7.0, 99999, 99990)","(6.0, 8.0, 7.363636363636363)"
10-01-2023 16:12:26.123464,"(10.0, 17.5, 17.142857142857142)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.833333333333333)","(5.5, 99999, 99990)","(101.0, 230.0, 221.0)","(71.0, 110.0, 92.5)","(7.0, 99999, 99990)","(6.0, 8.0, 7.363636363636363)"
10-01-2023 16:12:27.517959,"(10.0, 18.0, 17.142857142857142)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.8499999999999996)","(5.5, 99999, 99990)","(101.0, 230.0, 221.0)","(71.0, 110.0, 90.0)","(7.0, 99999, 99990)","(6.0, 8.0, 7.355555555555555)"
10-01-2023 16:12:29.316122,"(10.0, 18.0, 16.5)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.8499999999999996)","(5.5, 99999, 99990)","(101.0, 230.0, 223.33333333333334)","(71.0, 110.0, 98.33333333333333)","(7.0, 99999, 99990)","(6.0, 7.8, 7.466666666666667)"
10-01-2023 16:12:30.785030,"(10.0, 18.0, 16.6)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.8499999999999996)","(5.5, 99999, 99990)","(101.0, 230.0, 223.33333333333334)","(71.0, 110.0, 98.33333333333333)","(7.0, 99999, 99990)","(6.0, 7.8, 7.466666666666667)"
10-01-2023 16:12:32.183311,"(10.0, 17.5, 16.6)","(8.0, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.8499999999999996)","(5.5, 99999, 99990)","(101.0, 230.0, 235.0)","(71.0, 110.0, 98.33333333333333)","(7.0, 99999, 99990)","(6.0, 7.8, 7.466666666666667)"
10-01-2023 16:12:33.393056,"(11.0, 17.5, 16.6)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.8299999999999996)","(6.0, 99999, 99990)","(101.0, 260.0, 232.5)","(61.0, 110.0, 104.70588235294117)","(6.5, 99999, 99990)","(6.0, 7.8, 7.466666666666667)"
10-01-2023 16:12:34.911566,"(11.0, 17.5, 15.833333333333334)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.8299999999999996)","(6.0, 99999, 99990)","(101.0, 300.0, 223.33333333333334)","(61.0, 110.0, 104.70588235294117)","(6.5, 99999, 99990)","(6.0, 7.8, 7.466666666666667)"
10-01-2023 16:12:36.323649,"(11.0, 17.5, 15.833333333333334)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.8299999999999996)","(6.0, 99999, 99990)","(101.0, 290.0, 226.66666666666666)","(61.0, 110.0, 94.0)","(6.5, 99999, 99990)","(6.0, 7.8, 7.355555555555555)"
10-01-2023 16:12:37.628401,"(11.0, 17.5, 15.833333333333334)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.8299999999999996)","(6.0, 99999, 99990)","(101.0, 260.0, 218.33333333333334)","(61.0, 100.0, 97.8125)","(6.5, 99999, 99990)","(6.0, 7.8, 7.3999999999999995)"
10-01-2023 16:12:38.929568,"(11.0, 17.5, 15.833333333333334)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.8299999999999996)","(6.0, 99999, 99990)","(101.0, 260.0, 226.66666666666666)","(61.0, 100.0, 97.8125)","(6.5, 99999, 99990)","(6.0, 7.6, 7.3999999999999995)"
10-01-2023 16:12:40.208189,"(11.0, 17.5, 16.40909090909091)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.8299999999999996)","(6.0, 99999, 99990)","(101.0, 260.0, 226.66666666666666)","(61.0, 100.0, 90.0)","(6.5, 99999, 99990)","(6.0, 7.6, 7.355555555555555)"
10-01-2023 16:12:41.641096,"(11.0, 17.5, 16.4)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.821428571428571)","(6.0, 99999, 99990)","(101.0, 260.0, 226.66666666666666)","(61.0, 100.0, 97.8125)","(6.5, 99999, 99990)","(6.0, 7.8, 7.355555555555555)"
10-01-2023 16:12:42.927000,"(11.0, 17.0, 16.4)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.821428571428571)","(6.0, 99999, 99990)","(101.0, 260.0, 283.3333333333333)","(61.0, 100.0, 97.8125)","(6.5, 99999, 99990)","(6.0, 7.8, 7.355555555555555)"
10-01-2023 16:12:44.298858,"(11.0, 17.0, 16.0)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.821428571428571)","(6.0, 99999, 99990)","(101.0, 430.0, 273.3333333333333)","(61.0, 100.0, 116.5625)","(6.5, 99999, 99990)","(6.0, 7.8, 7.355555555555555)"
10-01-2023 16:12:45.687691,"(11.0, 17.0, 15.409090909090908)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.817647058823529)","(6.0, 99999, 99990)","(101.0, 400.0, 246.0)","(61.0, 120.0, 116.5625)","(6.5, 99999, 99990)","(6.0, 7.8, 7.355555555555555)"
10-01-2023 16:12:47.381798,"(11.0, 17.0, 15.409090909090908)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.817647058823529)","(6.0, 99999, 99990)","(101.0, 390.0, 238.33333333333334)","(61.0, 120.0, 103.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.8, 7.355555555555555)"
10-01-2023 16:12:49.103083,"(11.0, 17.0, 15.409090909090908)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.817647058823529)","(6.0, 99999, 99990)","(101.0, 380.0, 238.33333333333334)","(61.0, 120.0, 103.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.8, 7.355555555555555)"
10-01-2023 16:12:50.599627,"(11.0, 17.0, 16.09259259259259)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.821428571428571)","(6.0, 99999, 99990)","(101.0, 350.0, 250.0)","(61.0, 120.0, 103.33333333333334)","(6.5, 99999, 99990)","(6.0, 7.8, 7.2)"
10-01-2023 16:12:52.132279,"(11.0, 16.5, 14.833333333333334)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.821428571428571)","(6.0, 99999, 99990)","(101.0, 330.0, 246.66666666666666)","(61.0, 120.0, 90.0)","(6.5, 99999, 99990)","(6.0, 7.6, 7.15)"
10-01-2023 16:12:53.917070,"(11.0, 16.5, 14.833333333333334)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.821428571428571)","(6.0, 99999, 99990)","(101.0, 320.0, 240.0)","(61.0, 110.0, 90.0)","(6.5, 99999, 99990)","(6.0, 7.6, 7.15)"
10-01-2023 16:12:55.608861,"(11.0, 16.5, 15.26923076923077)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.9909090909090907)","(6.0, 99999, 99990)","(101.0, 300.0, 223.33333333333334)","(61.0, 110.0, 92.5)","(6.5, 99999, 99990)","(6.0, 7.6, 7.364705882352941)"
10-01-2023 16:12:57.183203,"(11.0, 16.5, 15.26923076923077)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.9909090909090907)","(6.0, 99999, 99990)","(101.0, 290.0, 240.0)","(61.0, 110.0, 94.0)","(6.5, 99999, 99990)","(6.0, 7.6, 7.364705882352941)"
10-01-2023 16:12:58.580277,"(11.0, 16.5, 15.045454545454545)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.9909090909090907)","(6.0, 99999, 99990)","(101.0, 300.0, 276.6666666666667)","(61.0, 110.0, 94.0)","(6.5, 99999, 99990)","(6.0, 7.6, 7.364705882352941)"
10-01-2023 16:12:59.974396,"(11.0, 16.5, 15.045454545454545)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.9909090909090907)","(6.0, 99999, 99990)","(101.0, 410.0, 276.6666666666667)","(61.0, 110.0, 94.0)","(6.5, 99999, 99990)","(6.0, 7.6, 7.2250000000000005)"
10-01-2023 16:13:01.417839,"(11.0, 16.5, 15.045454545454545)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.9909090909090907)","(6.0, 99999, 99990)","(101.0, 410.0, 276.6666666666667)","(61.0, 110.0, 85.0)","(6.5, 99999, 99990)","(6.0, 7.6, 7.2250000000000005)"
10-01-2023 16:13:02.957623,"(11.0, 16.5, 15.3)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.9615384615384612)","(6.0, 99999, 99990)","(101.0, 410.0, 241.66666666666666)","(61.0, 100.0, 91.66666666666667)","(6.5, 99999, 99990)","(6.0, 7.6, 7.06)"
10-01-2023 16:13:04.398945,"(11.0, 16.5, 15.3)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.9615384615384612)","(6.0, 99999, 99990)","(101.0, 400.0, 273.3333333333333)","(61.0, 100.0, 91.66666666666667)","(6.5, 99999, 99990)","(6.0, 7.6, 7.06)"
10-01-2023 16:13:05.866122,"(11.0, 16.0, 15.25)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.9615384615384612)","(6.0, 99999, 99990)","(101.0, 400.0, 270.0)","(61.0, 100.0, 111.66666666666666)","(6.5, 99999, 99990)","(6.0, 7.6, 7.2)"
10-01-2023 16:13:07.238967,"(11.0, 16.0, 15.166666666666666)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.9615384615384612)","(6.0, 99999, 99990)","(101.0, 390.0, 266.6666666666667)","(61.0, 130.0, 111.66666666666666)","(6.5, 99999, 99990)","(6.0, 7.6, 7.04)"
10-01-2023 16:13:08.609540,"(11.0, 16.0, 15.166666666666666)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 4.014285714285714)","(6.0, 99999, 99990)","(101.0, 380.0, 283.3333333333333)","(61.0, 130.0, 111.66666666666666)","(6.5, 99999, 99990)","(6.0, 7.4, 7.04)"
10-01-2023 16:13:10.069719,"(11.0, 16.0, 15.166666666666666)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 4.014285714285714)","(6.0, 99999, 99990)","(101.0, 430.0, 283.3333333333333)","(61.0, 130.0, 119.0)","(6.5, 99999, 99990)","(6.0, 7.4, 7.04)"
10-01-2023 16:13:11.531792,"(11.0, 16.0, 15.0)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 4.014285714285714)","(6.0, 99999, 99990)","(101.0, 430.0, 283.3333333333333)","(61.0, 130.0, 119.0)","(6.5, 99999, 99990)","(6.0, 7.4, 7.04)"
10-01-2023 16:13:12.958747,"(11.0, 16.0, 15.0)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.988888888888889)","(6.0, 99999, 99990)","(101.0, 430.0, 280.0)","(61.0, 130.0, 86.66666666666667)","(6.5, 99999, 99990)","(6.0, 7.4, 7.04)"
10-01-2023 16:13:14.601477,"(11.0, 16.0, 15.5)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.988888888888889)","(6.0, 99999, 99990)","(101.0, 420.0, 280.0)","(61.0, 120.0, 105.0)","(6.5, 99999, 99990)","(6.0, 7.4, 7.04)"
10-01-2023 16:13:16.243233,"(11.0, 16.0, 15.0)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.988888888888889)","(6.0, 99999, 99990)","(101.0, 420.0, 280.0)","(61.0, 120.0, 105.0)","(6.5, 99999, 99990)","(6.0, 7.4, 7.04)"
10-01-2023 16:13:17.917269,"(11.0, 16.0, 14.875)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.9636363636363634)","(6.0, 99999, 99990)","(101.0, 420.0, 280.0)","(61.0, 120.0, 105.0)","(6.5, 99999, 99990)","(6.0, 7.4, 7.2)"
10-01-2023 16:13:20.011618,"(11.0, 16.0, 14.875)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.988888888888889)","(6.0, 99999, 99990)","(101.0, 420.0, 280.0)","(61.0, 120.0, 100.0)","(6.5, 99999, 99990)","(6.0, 7.4, 7.2)"
10-01-2023 16:13:22.046980,"(11.0, 16.0, 14.375)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.9636363636363634)","(6.0, 99999, 99990)","(101.0, 420.0, 280.0)","(61.0, 110.0, 103.0)","(6.5, 99999, 99990)","(6.0, 7.4, 7.2)"
10-01-2023 16:13:23.709700,"(11.0, 15.5, 14.0)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.9636363636363634)","(6.0, 99999, 99990)","(101.0, 420.0, 280.0)","(61.0, 110.0, 100.71428571428572)","(6.5, 99999, 99990)","(6.0, 7.4, 7.2)"
10-01-2023 16:13:25.322550,"(11.0, 15.5, 14.0)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.988888888888889)","(6.0, 99999, 99990)","(101.0, 420.0, 280.0)","(61.0, 120.0, 100.71428571428572)","(6.5, 99999, 99990)","(6.0, 7.4, 7.2)"
10-01-2023 16:13:26.912524,"(11.0, 15.5, 14.375)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.9636363636363634)","(6.0, 99999, 99990)","(101.0, 420.0, 280.0)","(61.0, 120.0, 100.71428571428572)","(6.5, 99999, 99990)","(6.0, 7.4, 7.15)"
10-01-2023 16:13:28.422199,"(11.0, 15.5, 14.0)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.9636363636363634)","(6.0, 99999, 99990)","(101.0, 420.0, 280.0)","(61.0, 120.0, 100.71428571428572)","(6.5, 99999, 99990)","(6.0, 7.6, 7.076923076923077)"
10-01-2023 16:13:29.971964,"(11.0, 15.5, 14.166666666666666)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.9749999999999996)","(6.0, 99999, 99990)","(101.0, 420.0, 280.0)","(61.0, 120.0, 100.71428571428572)","(6.5, 99999, 99990)","(6.0, 7.2, 7.076923076923077)"
10-01-2023 16:13:31.485882,"(11.0, 15.0, 14.166666666666666)","(7.5, 99999, 99990)","(4.2, 99999, 99990)","(3.2, 4.1, 3.9)","(6.0, 99999, 99990)","(101.0, 420.0, 280.0)","(61.0, 120.0, 100.71428571428572)","(6.5, 99999, 99990)","(6.0, 7.2, 7.076923076923077)"
