,Mariahs Shadow,Joey Girl,Kahina,Pay Me Interest Nz,Whistle On By,Atreacherous
12-01-2023 12:32:45.190132,"(101.0, 220.0, 186.66666666666666)","(21.0, 80.0, 66.42857142857143)","(3.7, 5.5, 5.26)","(15.0, 99999, 99990)","(11.0, 18.5, 16.53125)","(1.3, 1.42, 1.4139869281045752)"
12-01-2023 12:32:46.917890,"(101.0, 220.0, 186.66666666666666)","(21.0, 75.0, 66.42857142857143)","(3.7, 5.5, 5.26)","(15.0, 99999, 99990)","(11.0, 18.5, 16.53125)","(1.3, 1.42, 1.4139869281045752)"
12-01-2023 12:32:48.007772,"(101.0, 220.0, 186.66666666666666)","(21.0, 75.0, 66.42857142857143)","(3.7, 5.5, 5.26)","(15.0, 99999, 99990)","(11.0, 18.5, 16.53125)","(1.3, 1.42, 1.4102127659574468)"
12-01-2023 12:32:49.102168,"(101.0, 220.0, 186.66666666666666)","(21.0, 75.0, 66.42857142857143)","(3.7, 5.5, 5.26)","(15.0, 99999, 99990)","(11.0, 18.5, 16.53125)","(1.3, 1.42, 1.4102127659574468)"
12-01-2023 12:32:50.193852,"(101.0, 220.0, 186.66666666666666)","(21.0, 75.0, 69.0)","(3.7, 5.5, 5.26)","(15.0, 99999, 99990)","(11.0, 18.5, 17.333333333333332)","(1.3, 1.42, 1.4152127659574467)"
12-01-2023 12:32:51.229530,"(101.0, 220.0, 186.66666666666666)","(21.0, 85.0, 69.0)","(3.7, 5.5, 5.26)","(15.0, 99999, 99990)","(11.0, 18.5, 17.5)","(1.3, 1.42, 1.4152127659574467)"
12-01-2023 12:32:52.363091,"(101.0, 220.0, 186.66666666666666)","(21.0, 80.0, 70.0)","(3.7, 5.5, 5.26)","(15.0, 99999, 99990)","(11.0, 18.5, 17.5)","(1.3, 1.42, 1.4152127659574467)"
12-01-2023 12:32:53.539773,"(101.0, 220.0, 186.66666666666666)","(21.0, 80.0, 67.14285714285714)","(3.7, 5.5, 5.26)","(15.0, 99999, 99990)","(11.0, 18.5, 17.5)","(1.3, 1.42, 1.4152127659574467)"
12-01-2023 12:32:54.645959,"(101.0, 220.0, 186.66666666666666)","(21.0, 80.0, 67.14285714285714)","(3.7, 5.5, 5.26)","(15.0, 99999, 99990)","(11.0, 18.5, 17.5)","(1.3, 1.42, 1.4132835820895522)"
12-01-2023 12:32:55.735945,"(101.0, 220.0, 186.66666666666666)","(21.0, 80.0, 67.14285714285714)","(3.7, 5.5, 5.26)","(15.0, 99999, 99990)","(11.0, 18.5, 17.5)","(1.3, 1.42, 1.4132835820895522)"
12-01-2023 12:32:56.870314,"(101.0, 220.0, 186.66666666666666)","(21.0, 80.0, 67.14285714285714)","(3.7, 5.5, 5.26)","(15.0, 99999, 99990)","(11.0, 18.5, 17.5)","(1.3, 1.42, 1.4132835820895522)"
12-01-2023 12:32:57.832454,"(101.0, 220.0, 186.66666666666666)","(21.0, 80.0, 67.14285714285714)","(3.7, 5.5, 5.26)","(15.0, 99999, 99990)","(11.0, 18.5, 17.5)","(1.3, 1.42, 1.4132835820895522)"
12-01-2023 12:32:58.873701,"(101.0, 220.0, 186.66666666666666)","(21.0, 80.0, 67.14285714285714)","(3.7, 5.5, 5.291304347826087)","(15.0, 99999, 99990)","(11.0, 18.5, 17.5)","(1.3, 1.42, 1.4132835820895522)"
12-01-2023 12:33:00.037072,"(101.0, 220.0, 186.66666666666666)","(21.0, 80.0, 67.14285714285714)","(3.7, 5.5, 5.291304347826087)","(15.0, 99999, 99990)","(11.0, 18.5, 17.5)","(1.3, 1.42, 1.413358778625954)"
12-01-2023 12:33:01.135365,"(101.0, 220.0, 186.66666666666666)","(21.0, 80.0, 67.14285714285714)","(3.7, 5.5, 5.345161290322581)","(15.0, 99999, 99990)","(11.0, 18.5, 17.5)","(1.3, 1.42, 1.4138297872340424)"
12-01-2023 12:33:02.264490,"(101.0, 220.0, 186.66666666666666)","(21.0, 80.0, 67.14285714285714)","(3.7, 5.5, 5.293548387096774)","(15.0, 99999, 99990)","(11.0, 18.5, 17.970588235294116)","(1.3, 1.42, 1.4110208816705336)"
12-01-2023 12:33:03.458521,"(101.0, 220.0, 186.66666666666666)","(21.0, 80.0, 73.57142857142857)","(3.7, 5.5, 5.242857142857143)","(15.0, 99999, 99990)","(11.0, 18.5, 17.333333333333332)","(1.3, 1.42, 1.4006716417910448)"
12-01-2023 12:33:04.611685,"(101.0, 220.0, 186.66666666666666)","(21.0, 75.0, 70.45454545454545)","(3.7, 5.5, 5.310526315789474)","(15.0, 99999, 99990)","(11.0, 18.5, 17.333333333333332)","(1.3, 1.41, 1.4006716417910448)"
12-01-2023 12:33:05.737091,"(101.0, 220.0, 186.66666666666666)","(21.0, 85.0, 90.0)","(3.7, 5.5, 5.2956521739130435)","(15.0, 99999, 99990)","(11.0, 18.5, 17.666666666666668)","(1.3, 1.41, 1.4125585937499998)"
12-01-2023 12:33:06.974981,"(91.0, 220.0, 186.66666666666666)","(21.0, 95.0, 83.75)","(3.8, 5.4, 5.207142857142857)","(15.0, 99999, 99990)","(11.0, 18.5, 17.333333333333332)","(1.3, 1.42, 1.3912195121951219)"
12-01-2023 12:33:08.250222,"(91.0, 220.0, 186.66666666666666)","(21.0, 95.0, 83.75)","(3.8, 5.3, 5.1869565217391305)","(15.0, 99999, 99990)","(11.0, 18.5, 17.8)","(1.3, 1.4, 1.3941402714932125)"
12-01-2023 12:33:09.544916,"(101.0, 220.0, 186.66666666666666)","(31.0, 95.0, 73.57142857142857)","(4.0, 5.3, 5.1869565217391305)","(18.0, 99999, 99990)","(12.0, 18.5, 18.01388888888889)","(1.26, 1.42, 1.3957296137339055)"
12-01-2023 12:33:10.744787,"(101.0, 220.0, 186.66666666666666)","(31.0, 95.0, 73.57142857142857)","(4.0, 5.3, 5.1869565217391305)","(18.0, 99999, 99990)","(12.0, 18.5, 17.8)","(1.26, 1.42, 1.4019617224880383)"
12-01-2023 12:33:11.883439,"(101.0, 220.0, 186.66666666666666)","(31.0, 90.0, 74.0)","(4.0, 5.3, 5.1869565217391305)","(18.0, 99999, 99990)","(12.0, 18.5, 17.8)","(1.26, 1.42, 1.4013366336633664)"
12-01-2023 12:33:13.005976,"(101.0, 220.0, 186.66666666666666)","(31.0, 90.0, 72.5)","(4.0, 5.3, 5.1869565217391305)","(18.0, 99999, 99990)","(12.0, 18.5, 17.8)","(1.26, 1.42, 1.412029598308668)"
12-01-2023 12:33:14.116730,"(101.0, 220.0, 200.0)","(31.0, 90.0, 72.5)","(4.0, 5.3, 5.155555555555556)","(18.0, 99999, 99990)","(12.0, 18.5, 16.75)","(1.26, 1.42, 1.412029598308668)"
12-01-2023 12:33:15.220639,"(101.0, 230.0, 205.0)","(31.0, 90.0, 72.5)","(4.0, 5.2, 5.155555555555556)","(18.0, 99999, 99990)","(12.0, 18.5, 16.75)","(1.26, 1.42, 1.412029598308668)"
12-01-2023 12:33:16.380385,"(101.0, 230.0, 205.0)","(31.0, 90.0, 75.0)","(4.0, 5.2, 5.1466666666666665)","(18.0, 99999, 99990)","(12.0, 18.5, 17.8)","(1.26, 1.42, 1.412029598308668)"
12-01-2023 12:33:17.493395,"(101.0, 230.0, 205.0)","(31.0, 80.0, 78.57142857142857)","(4.0, 5.2, 5.1269230769230765)","(18.0, 99999, 99990)","(12.0, 18.5, 17.8)","(1.26, 1.42, 1.412029598308668)"
12-01-2023 12:33:18.660835,"(101.0, 230.0, 205.0)","(31.0, 80.0, 78.57142857142857)","(4.0, 5.2, 5.1269230769230765)","(18.0, 99999, 99990)","(12.0, 18.5, 17.8)","(1.26, 1.42, 1.412029598308668)"
12-01-2023 12:33:19.835655,"(101.0, 230.0, 205.0)","(31.0, 80.0, 78.57142857142857)","(4.0, 5.2, 5.168571428571428)","(18.0, 99999, 99990)","(12.0, 18.5, 17.8)","(1.26, 1.42, 1.412029598308668)"
12-01-2023 12:33:20.947099,"(101.0, 230.0, 205.0)","(31.0, 80.0, 78.57142857142857)","(4.0, 5.3, 5.16)","(18.0, 99999, 99990)","(12.0, 18.5, 17.8)","(1.26, 1.42, 1.412029598308668)"
12-01-2023 12:33:22.082113,"(101.0, 230.0, 205.0)","(31.0, 80.0, 75.0)","(4.0, 5.2, 5.18)","(19.0, 99999, 99990)","(12.0, 18.5, 17.8)","(1.26, 1.42, 1.4110874704491725)"
12-01-2023 12:33:23.231931,"(101.0, 230.0, 205.0)","(31.0, 80.0, 75.0)","(4.0, 5.2, 5.18)","(19.0, 99999, 99990)","(12.0, 18.5, 17.8)","(1.26, 1.42, 1.4110874704491725)"
12-01-2023 12:33:24.347428,"(101.0, 230.0, 205.0)","(31.0, 85.0, 77.5)","(4.0, 5.2, 5.1625)","(19.0, 99999, 99990)","(12.0, 18.5, 17.8)","(1.26, 1.42, 1.410575)"
12-01-2023 12:33:25.431130,"(101.0, 230.0, 205.0)","(31.0, 85.0, 77.5)","(4.0, 5.2, 5.1625)","(19.0, 99999, 99990)","(12.0, 18.5, 17.8)","(1.26, 1.42, 1.410575)"
12-01-2023 12:33:26.630124,"(101.0, 230.0, 205.0)","(31.0, 85.0, 77.5)","(4.0, 5.2, 5.0630434782608695)","(19.0, 99999, 99990)","(12.0, 18.5, 16.75)","(1.26, 1.42, 1.410575)"
12-01-2023 12:33:27.770497,"(101.0, 230.0, 205.0)","(31.0, 85.0, 77.5)","(4.0, 5.1, 5.067441860465116)","(19.0, 99999, 99990)","(12.0, 18.5, 16.75)","(1.26, 1.42, 1.4104071246819339)"
12-01-2023 12:33:28.869820,"(101.0, 230.0, 205.0)","(31.0, 85.0, 77.5)","(4.0, 5.1, 5.193333333333333)","(19.0, 99999, 99990)","(12.0, 18.5, 17.8)","(1.26, 1.42, 1.4115841584158415)"
12-01-2023 12:33:30.008645,"(101.0, 230.0, 205.0)","(31.0, 85.0, 77.5)","(4.0, 5.2, 5.148717948717949)","(19.0, 99999, 99990)","(12.0, 18.5, 17.8)","(1.26, 1.42, 1.411326530612245)"
12-01-2023 12:33:31.177103,"(101.0, 230.0, 200.0)","(31.0, 85.0, 77.85714285714286)","(4.0, 5.2, 5.0375)","(19.0, 99999, 99990)","(12.0, 18.5, 17.5)","(1.26, 1.42, 1.416153846153846)"
12-01-2023 12:33:32.235085,"(101.0, 220.0, 195.0)","(31.0, 80.0, 77.85714285714286)","(4.0, 5.2, 5.0375)","(19.0, 99999, 99990)","(12.0, 18.5, 17.5)","(1.26, 1.42, 1.4148745519713262)"
12-01-2023 12:33:33.256846,"(101.0, 220.0, 178.33333333333334)","(31.0, 80.0, 77.85714285714286)","(4.0, 5.2, 5.027272727272727)","(19.0, 99999, 99990)","(12.0, 18.5, 17.5)","(1.26, 1.42, 1.4148745519713262)"
12-01-2023 12:33:34.361804,"(101.0, 220.0, 178.33333333333334)","(31.0, 80.0, 77.85714285714286)","(4.0, 5.2, 5.027272727272727)","(19.0, 99999, 99990)","(12.0, 18.5, 17.5)","(1.26, 1.42, 1.4148745519713262)"
12-01-2023 12:33:35.353400,"(101.0, 220.0, 178.33333333333334)","(31.0, 80.0, 77.85714285714286)","(4.0, 5.2, 5.01875)","(19.0, 99999, 99990)","(12.0, 18.5, 17.5)","(1.26, 1.42, 1.4137554585152838)"
12-01-2023 12:33:36.437959,"(101.0, 220.0, 178.33333333333334)","(31.0, 85.0, 82.14285714285714)","(4.0, 5.2, 5.006666666666667)","(19.0, 99999, 99990)","(12.0, 18.5, 17.8)","(1.26, 1.43, 1.421472868217054)"
12-01-2023 12:33:37.562564,"(101.0, 220.0, 178.33333333333334)","(31.0, 85.0, 75.0)","(4.0, 5.2, 5.006666666666667)","(19.0, 99999, 99990)","(12.0, 18.5, 17.8)","(1.26, 1.43, 1.421472868217054)"
12-01-2023 12:33:38.741191,"(101.0, 220.0, 205.0)","(31.0, 80.0, 69.28571428571429)","(4.0, 5.1, 5.06)","(19.0, 99999, 99990)","(12.0, 18.5, 17.8)","(1.26, 1.43, 1.421472868217054)"
12-01-2023 12:33:39.846791,"(101.0, 220.0, 205.0)","(31.0, 80.0, 69.28571428571429)","(4.0, 5.1, 5.033333333333333)","(19.0, 99999, 99990)","(12.0, 18.5, 17.8)","(1.26, 1.43, 1.421472868217054)"
12-01-2023 12:33:40.962586,"(101.0, 220.0, 205.0)","(31.0, 80.0, 69.28571428571429)","(4.0, 5.1, 5.08125)","(19.0, 99999, 99990)","(12.0, 18.5, 17.8)","(1.26, 1.43, 1.4238028169014083)"
12-01-2023 12:33:42.050761,"(101.0, 220.0, 205.0)","(31.0, 80.0, 69.28571428571429)","(4.0, 5.1, 5.08125)","(19.0, 99999, 99990)","(12.0, 18.5, 17.8)","(1.26, 1.43, 1.4238028169014083)"
12-01-2023 12:33:43.116905,"(101.0, 220.0, 205.0)","(31.0, 80.0, 69.28571428571429)","(4.0, 5.1, 5.062857142857142)","(19.0, 99999, 99990)","(12.0, 18.5, 17.8)","(1.26, 1.43, 1.4238028169014083)"
12-01-2023 12:33:44.221072,"(101.0, 220.0, 205.0)","(31.0, 80.0, 69.28571428571429)","(4.0, 5.1, 5.031081081081081)","(19.0, 99999, 99990)","(12.0, 18.5, 17.625)","(1.26, 1.43, 1.423696275071633)"
12-01-2023 12:33:45.259876,"(101.0, 220.0, 205.0)","(31.0, 75.0, 65.66666666666667)","(4.0, 5.1, 4.964)","(19.0, 99999, 99990)","(12.0, 18.5, 17.625)","(1.26, 1.43, 1.423696275071633)"
12-01-2023 12:33:46.359734,"(101.0, 220.0, 205.0)","(31.0, 75.0, 65.66666666666667)","(4.0, 5.1, 4.964)","(20.0, 99999, 99990)","(12.0, 18.5, 17.625)","(1.24, 1.43, 1.423696275071633)"
12-01-2023 12:33:47.424366,"(101.0, 220.0, 205.0)","(31.0, 75.0, 65.66666666666667)","(4.0, 5.1, 4.948484848484848)","(20.0, 99999, 99990)","(12.0, 18.5, 17.625)","(1.24, 1.43, 1.423696275071633)"
12-01-2023 12:33:48.451248,"(101.0, 220.0, 205.0)","(31.0, 75.0, 65.0)","(4.0, 5.1, 4.948484848484848)","(20.0, 99999, 99990)","(12.0, 18.5, 17.625)","(1.24, 1.43, 1.423696275071633)"
12-01-2023 12:33:49.497701,"(101.0, 220.0, 205.0)","(31.0, 75.0, 68.33333333333333)","(4.0, 5.0, 4.988888888888889)","(20.0, 99999, 99990)","(12.0, 18.5, 17.625)","(1.24, 1.43, 1.423696275071633)"
12-01-2023 12:33:50.634736,"(101.0, 220.0, 205.0)","(31.0, 75.0, 72.77777777777777)","(4.0, 5.0, 4.988888888888889)","(20.0, 99999, 99990)","(12.0, 18.5, 17.625)","(1.24, 1.43, 1.423696275071633)"
12-01-2023 12:33:51.683844,"(101.0, 220.0, 205.0)","(31.0, 80.0, 77.22222222222223)","(4.0, 5.0, 4.988888888888889)","(20.0, 99999, 99990)","(12.0, 18.5, 17.625)","(1.24, 1.43, 1.423696275071633)"
12-01-2023 12:33:52.652601,"(101.0, 220.0, 205.0)","(31.0, 80.0, 77.22222222222223)","(4.0, 5.0, 4.944444444444445)","(20.0, 99999, 99990)","(12.0, 18.5, 17.625)","(1.24, 1.43, 1.423696275071633)"
12-01-2023 12:33:53.633502,"(101.0, 220.0, 205.0)","(31.0, 80.0, 76.66666666666667)","(4.0, 5.0, 4.944444444444445)","(20.0, 99999, 99990)","(12.0, 18.5, 17.8)","(1.24, 1.43, 1.423696275071633)"
12-01-2023 12:33:54.620080,"(101.0, 220.0, 205.0)","(31.0, 80.0, 76.66666666666667)","(4.0, 5.0, 4.928571428571429)","(20.0, 99999, 99990)","(12.0, 18.5, 17.8)","(1.24, 1.43, 1.4306513409961685)"
12-01-2023 12:33:55.646065,"(101.0, 220.0, 205.0)","(31.0, 80.0, 76.66666666666667)","(4.0, 5.0, 4.876190476190476)","(20.0, 99999, 99990)","(12.0, 18.5, 17.8)","(1.24, 1.44, 1.43448087431694)"
12-01-2023 12:33:56.806176,"(101.0, 220.0, 205.0)","(31.0, 80.0, 76.66666666666667)","(4.0, 5.0, 4.980434782608696)","(20.0, 99999, 99990)","(12.0, 18.5, 17.625)","(1.24, 1.44, 1.43448087431694)"
12-01-2023 12:33:57.847079,"(101.0, 220.0, 205.0)","(31.0, 80.0, 76.66666666666667)","(4.0, 5.0, 4.980434782608696)","(20.0, 99999, 99990)","(12.0, 18.5, 17.625)","(1.24, 1.44, 1.43448087431694)"
12-01-2023 12:33:58.861577,"(101.0, 220.0, 205.0)","(31.0, 80.0, 76.66666666666667)","(4.0, 5.0, 4.861538461538461)","(20.0, 99999, 99990)","(12.0, 18.5, 17.333333333333332)","(1.24, 1.44, 1.4544827586206897)"
12-01-2023 12:33:59.950756,"(101.0, 220.0, 205.0)","(31.0, 80.0, 76.66666666666667)","(4.0, 5.0, 4.408163265306123)","(20.0, 99999, 99990)","(12.0, 18.5, 17.333333333333332)","(1.24, 1.46, 1.4944444444444445)"
12-01-2023 12:34:00.962730,"(101.0, 220.0, 205.0)","(31.0, 80.0, 65.0)","(4.0, 4.5, 4.408163265306123)","(20.0, 99999, 99990)","(12.0, 18.5, 17.818181818181817)","(1.24, 1.5, 1.4972222222222222)"
12-01-2023 12:34:01.891241,"(101.0, 220.0, 205.0)","(31.0, 80.0, 66.66666666666667)","(4.0, 4.5, 4.307329842931937)","(20.0, 99999, 99990)","(12.0, 18.5, 18.0)","(1.24, 1.5, 1.5067741935483872)"
12-01-2023 12:34:03.017502,"(101.0, 220.0, 205.0)","(31.0, 80.0, 70.0)","(4.0, 4.6, 4.3933333333333335)","(20.0, 99999, 99990)","(12.0, 18.5, 17.75)","(1.24, 1.51, 1.5067741935483872)"
12-01-2023 12:34:03.983553,"(101.0, 220.0, 205.0)","(31.0, 80.0, 70.0)","(4.0, 4.6, 4.3933333333333335)","(20.0, 99999, 99990)","(12.0, 18.5, 17.75)","(1.24, 1.51, 1.5074193548387096)"
12-01-2023 12:34:04.980067,"(101.0, 220.0, 205.0)","(31.0, 80.0, 70.0)","(4.0, 4.6, 4.449999999999999)","(20.0, 99999, 99990)","(12.0, 18.5, 17.75)","(1.24, 1.51, 1.5061904761904763)"
12-01-2023 12:34:06.174198,"(101.0, 220.0, 205.0)","(31.0, 80.0, 70.0)","(4.0, 4.6, 4.512499999999999)","(20.0, 99999, 99990)","(12.0, 18.5, 17.75)","(1.24, 1.51, 1.5061904761904763)"
12-01-2023 12:34:07.256970,"(101.0, 220.0, 205.0)","(31.0, 80.0, 70.0)","(4.0, 4.6, 4.504761904761905)","(20.0, 99999, 99990)","(12.0, 18.5, 17.75)","(1.24, 1.51, 1.5009677419354839)"
12-01-2023 12:34:08.343745,"(101.0, 220.0, 205.0)","(31.0, 80.0, 70.0)","(3.9, 4.6, 4.504761904761905)","(20.0, 99999, 99990)","(12.0, 18.5, 17.75)","(1.24, 1.51, 1.4902222222222221)"
12-01-2023 12:34:09.671853,"(101.0, 220.0, 205.0)","(31.0, 80.0, 70.0)","(3.9, 4.6, 4.492307692307692)","(20.0, 99999, 99990)","(12.0, 18.5, 17.75)","(1.24, 1.5, 1.4815384615384615)"
12-01-2023 12:34:10.823045,"(101.0, 220.0, 205.0)","(31.0, 80.0, 70.0)","(3.9, 4.6, 4.5125)","(20.0, 99999, 99990)","(12.0, 18.5, 17.75)","(1.24, 1.49, 1.4775)"
12-01-2023 12:34:12.146302,"(101.0, 220.0, 205.0)","(31.0, 80.0, 70.0)","(3.8, 4.6, 4.5125)","(20.0, 99999, 99990)","(12.0, 18.5, 17.75)","(1.26, 1.49, 1.4753987730061349)"
12-01-2023 12:34:13.263041,"(101.0, 220.0, 205.0)","(31.0, 80.0, 70.0)","(3.8, 4.6, 4.57037037037037)","(20.0, 99999, 99990)","(12.0, 18.5, 17.75)","(1.26, 1.49, 1.4753658536585366)"
12-01-2023 12:34:14.367649,"(101.0, 220.0, 205.0)","(31.0, 80.0, 68.88888888888889)","(3.8, 4.6, 4.332)","(20.0, 99999, 99990)","(12.0, 18.5, 17.263157894736842)","(1.26, 1.48, 1.48234375)"
12-01-2023 12:34:15.445856,"(101.0, 220.0, 205.0)","(31.0, 80.0, 72.3076923076923)","(3.8, 4.5, 4.332)","(20.0, 99999, 99990)","(12.0, 19.0, 17.05263157894737)","(1.26, 1.49, 1.48234375)"
12-01-2023 12:34:16.481925,"(101.0, 230.0, 215.0)","(31.0, 85.0, 75.76923076923077)","(3.8, 4.5, 4.439784946236559)","(20.0, 99999, 99990)","(12.0, 18.5, 17.6)","(1.26, 1.49, 1.48234375)"
12-01-2023 12:34:17.422728,"(101.0, 230.0, 215.0)","(31.0, 85.0, 75.76923076923077)","(3.8, 4.5, 4.439784946236559)","(20.0, 99999, 99990)","(12.0, 18.0, 17.6)","(1.26, 1.49, 1.4796875)"
12-01-2023 12:34:18.474466,"(101.0, 230.0, 215.0)","(31.0, 85.0, 75.76923076923077)","(3.8, 4.5, 4.510869565217392)","(20.0, 99999, 99990)","(12.0, 18.0, 17.6)","(1.26, 1.48, 1.4796511627906976)"
12-01-2023 12:34:19.568120,"(101.0, 230.0, 215.0)","(31.0, 85.0, 75.76923076923077)","(3.8, 4.6, 4.495808383233533)","(20.0, 99999, 99990)","(12.0, 18.0, 17.6)","(1.26, 1.48, 1.4796)"
12-01-2023 12:34:20.658065,"(101.0, 230.0, 215.0)","(31.0, 85.0, 75.76923076923077)","(3.8, 4.6, 4.42608695652174)","(20.0, 99999, 99990)","(12.0, 18.0, 17.6)","(1.26, 1.48, 1.4796)"
12-01-2023 12:34:21.716079,"(101.0, 230.0, 215.0)","(31.0, 85.0, 75.76923076923077)","(3.8, 4.6, 4.513513513513513)","(20.0, 99999, 99990)","(12.0, 18.0, 17.6)","(1.26, 1.48, 1.46046004842615)"
12-01-2023 12:34:22.894492,"(101.0, 230.0, 215.0)","(31.0, 85.0, 82.0)","(3.8, 4.6, 4.544311377245509)","(20.0, 99999, 99990)","(12.0, 18.0, 17.666666666666668)","(1.26, 1.47, 1.4600755667506298)"
12-01-2023 12:34:23.984878,"(101.0, 230.0, 215.0)","(31.0, 85.0, 82.0)","(3.8, 4.6, 4.544311377245509)","(20.0, 99999, 99990)","(12.0, 18.0, 17.666666666666668)","(1.26, 1.47, 1.4600755667506298)"
12-01-2023 12:34:25.142013,"(101.0, 230.0, 215.0)","(31.0, 85.0, 82.0)","(3.8, 4.6, 4.544311377245509)","(20.0, 99999, 99990)","(12.0, 18.0, 17.666666666666668)","(1.26, 1.47, 1.4600755667506298)"
12-01-2023 12:34:26.260668,"(101.0, 230.0, 215.0)","(31.0, 85.0, 82.0)","(3.8, 4.6, 4.460215053763441)","(20.0, 99999, 99990)","(12.0, 18.0, 18.91176470588235)","(1.26, 1.47, 1.474)"
12-01-2023 12:34:27.463272,"(101.0, 240.0, 220.0)","(31.0, 120.0, 91.81818181818181)","(3.8, 4.3, 4.1427184466019416)","(21.0, 99999, 99990)","(12.0, 19.5, 18.91176470588235)","(1.26, 1.49, 1.4734615384615384)"
12-01-2023 12:34:28.631305,"(101.0, 240.0, 220.0)","(31.0, 110.0, 91.81818181818181)","(3.8, 4.3, 4.1427184466019416)","(21.0, 99999, 99990)","(12.0, 19.5, 19.2)","(1.26, 1.49, 1.4823214285714286)"
12-01-2023 12:34:29.799436,"(101.0, 240.0, 220.0)","(31.0, 110.0, 86.66666666666667)","(3.8, 4.3, 4.278125)","(21.0, 99999, 99990)","(12.0, 19.5, 19.357142857142858)","(1.26, 1.49, 1.4695238095238095)"
12-01-2023 12:34:30.839177,"(101.0, 230.0, 215.0)","(31.0, 110.0, 86.66666666666667)","(3.8, 4.3, 4.278125)","(21.0, 99999, 99990)","(12.0, 19.5, 19.166666666666668)","(1.26, 1.49, 1.476595744680851)"
12-01-2023 12:34:31.801793,"(101.0, 230.0, 215.0)","(31.0, 110.0, 86.66666666666667)","(3.8, 4.4, 4.364406779661017)","(21.0, 99999, 99990)","(12.0, 19.5, 19.166666666666668)","(1.26, 1.48, 1.4781176470588235)"
12-01-2023 12:34:32.885502,"(101.0, 230.0, 215.0)","(31.0, 100.0, 86.66666666666667)","(3.8, 4.4, 4.340322580645162)","(21.0, 99999, 99990)","(12.0, 19.5, 19.166666666666668)","(1.26, 1.48, 1.4662857142857142)"
12-01-2023 12:34:33.965401,"(101.0, 230.0, 215.0)","(31.0, 100.0, 86.66666666666667)","(3.7, 4.4, 4.3730769230769235)","(21.0, 99999, 99990)","(12.0, 19.5, 19.166666666666668)","(1.26, 1.48, 1.4717241379310344)"
12-01-2023 12:34:35.035209,"(101.0, 230.0, 215.0)","(31.0, 100.0, 86.66666666666667)","(3.7, 4.4, 4.3730769230769235)","(21.0, 99999, 99990)","(12.0, 19.5, 19.166666666666668)","(1.26, 1.48, 1.472087912087912)"
12-01-2023 12:34:36.251147,"(101.0, 230.0, 215.0)","(31.0, 100.0, 86.66666666666667)","(3.7, 4.4, 4.34578313253012)","(21.0, 99999, 99990)","(12.0, 19.5, 19.166666666666668)","(1.26, 1.48, 1.4695867768595041)"
12-01-2023 12:34:37.384317,"(101.0, 230.0, 215.0)","(31.0, 100.0, 95.55555555555556)","(3.7, 4.4, 4.34578313253012)","(21.0, 99999, 99990)","(13.0, 19.5, 19.166666666666668)","(1.26, 1.48, 1.4695867768595041)"
12-01-2023 12:34:38.514519,"(101.0, 230.0, 215.0)","(31.0, 100.0, 95.55555555555556)","(3.7, 4.4, 4.349152542372882)","(21.0, 99999, 99990)","(13.0, 19.5, 19.166666666666668)","(1.26, 1.48, 1.4695867768595041)"
12-01-2023 12:34:39.608797,"(101.0, 230.0, 215.0)","(31.0, 100.0, 95.55555555555556)","(3.7, 4.4, 4.346774193548387)","(21.0, 99999, 99990)","(13.0, 19.5, 19.166666666666668)","(1.26, 1.48, 1.4695867768595041)"
12-01-2023 12:34:40.744412,"(101.0, 230.0, 215.0)","(31.0, 100.0, 94.16666666666666)","(3.7, 4.4, 4.346774193548387)","(21.0, 99999, 99990)","(13.0, 19.5, 19.166666666666668)","(1.26, 1.48, 1.4695867768595041)"
12-01-2023 12:34:41.841761,"(101.0, 230.0, 215.0)","(31.0, 100.0, 85.0)","(3.7, 4.4, 4.346774193548387)","(21.0, 99999, 99990)","(13.0, 19.5, 19.166666666666668)","(1.26, 1.48, 1.4685925925925927)"
12-01-2023 12:34:42.940100,"(101.0, 230.0, 215.0)","(31.0, 100.0, 95.71428571428572)","(3.7, 4.4, 4.346774193548387)","(21.0, 99999, 99990)","(13.0, 19.5, 19.166666666666668)","(1.26, 1.48, 1.4685925925925927)"
12-01-2023 12:34:44.023344,"(101.0, 230.0, 215.0)","(31.0, 100.0, 95.71428571428572)","(3.7, 4.4, 4.3478021978021975)","(21.0, 99999, 99990)","(13.0, 19.5, 18.7)","(1.26, 1.48, 1.4685925925925927)"
12-01-2023 12:34:45.094691,"(101.0, 230.0, 215.0)","(31.0, 100.0, 95.71428571428572)","(3.7, 4.4, 4.3478021978021975)","(21.0, 99999, 99990)","(13.0, 19.5, 18.7)","(1.26, 1.48, 1.4685925925925927)"
12-01-2023 12:34:46.290519,"(101.0, 230.0, 215.0)","(31.0, 130.0, 121.42857142857143)","(3.6, 4.4, 4.392857142857143)","(21.0, 99999, 99990)","(13.0, 19.5, 18.7)","(1.28, 1.48, 1.4685925925925927)"
12-01-2023 12:34:47.381460,"(101.0, 230.0, 215.0)","(31.0, 120.0, 97.5)","(3.6, 4.4, 4.392857142857143)","(21.0, 99999, 99990)","(13.0, 19.5, 18.7)","(1.28, 1.48, 1.4685925925925927)"
12-01-2023 12:34:48.473665,"(101.0, 230.0, 215.0)","(31.0, 120.0, 97.5)","(3.6, 4.4, 4.383478260869565)","(21.0, 99999, 99990)","(13.0, 19.5, 18.7)","(1.28, 1.48, 1.4685925925925927)"
