,Perfect Flossy,Trickster Cabang,Found A Spot,Irenes A Star,Coconut Kingston,Miss Belle,Con Cabang
11-01-2023 15:06:43.709901,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.0)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 5.154545454545454)","(8.5, 16.0, 10.45)","(6.0, 13.5, 12.55)","(2.4, 3.9, 2.49375)"
11-01-2023 15:06:44.764340,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.0)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 5.154545454545454)","(8.5, 16.0, 10.45)","(6.0, 13.5, 12.55)","(2.4, 3.9, 2.49375)"
11-01-2023 15:06:46.063795,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.0)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 5.154545454545454)","(8.5, 16.0, 10.45)","(6.0, 13.5, 12.55)","(2.4, 3.9, 2.49375)"
11-01-2023 15:06:47.219812,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.0)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 5.154545454545454)","(8.5, 16.0, 10.45)","(6.0, 13.5, 12.55)","(2.4, 3.9, 2.49375)"
11-01-2023 15:06:48.305119,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.0)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 5.154545454545454)","(8.5, 16.0, 10.45)","(6.0, 13.5, 12.55)","(2.4, 3.9, 2.49375)"
11-01-2023 15:06:49.438595,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.0)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 5.154545454545454)","(8.5, 16.0, 10.45)","(6.0, 13.5, 12.55)","(2.4, 3.9, 2.49375)"
11-01-2023 15:06:50.751078,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.0)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 5.154545454545454)","(8.5, 16.0, 10.45)","(6.0, 13.5, 12.55)","(2.4, 3.9, 2.49375)"
11-01-2023 15:06:51.980711,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.0)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 5.154545454545454)","(8.5, 16.0, 10.45)","(6.0, 13.5, 12.55)","(2.4, 3.9, 2.49375)"
11-01-2023 15:06:53.109093,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.0)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 5.154545454545454)","(8.5, 16.0, 10.45)","(6.0, 13.5, 12.55)","(2.4, 3.9, 2.49375)"
11-01-2023 15:06:54.543398,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.0)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 5.154545454545454)","(8.5, 16.0, 10.45)","(6.0, 13.5, 12.55)","(2.4, 3.9, 2.49375)"
11-01-2023 15:06:55.612418,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.0)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 5.154545454545454)","(8.5, 16.0, 10.45)","(6.0, 13.5, 12.55)","(2.4, 3.9, 2.49375)"
11-01-2023 15:06:56.685861,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.0)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 5.154545454545454)","(8.5, 16.0, 10.45)","(6.0, 13.5, 12.55)","(2.4, 3.9, 2.49375)"
11-01-2023 15:06:57.815827,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.0)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 5.154545454545454)","(8.5, 16.0, 10.45)","(6.0, 13.5, 12.55)","(2.4, 3.9, 2.49375)"
11-01-2023 15:06:59.012480,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 49.083333333333336)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 5.154545454545454)","(8.5, 16.0, 10.45)","(6.0, 13.5, 12.55)","(2.4, 3.9, 2.49375)"
11-01-2023 15:07:00.123497,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 49.083333333333336)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 5.154545454545454)","(8.5, 16.0, 10.45)","(6.0, 13.5, 12.55)","(2.4, 3.9, 2.49375)"
11-01-2023 15:07:01.162627,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 25.0, 15.666666666666668)","(3.8, 5.5, 5.154545454545454)","(8.5, 16.0, 10.45)","(6.0, 13.5, 12.55)","(2.4, 3.9, 2.49375)"
11-01-2023 15:07:02.301738,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 25.0, 22.666666666666668)","(3.8, 5.5, 5.154545454545454)","(8.5, 16.0, 12.742857142857144)","(6.0, 13.5, 12.55)","(2.4, 3.9, 2.49375)"
11-01-2023 15:07:03.493084,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 25.0, 16.0)","(3.8, 5.5, 5.154545454545454)","(8.5, 16.0, 10.45)","(6.0, 13.5, 12.55)","(2.4, 3.9, 2.49375)"
11-01-2023 15:07:04.634962,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 25.0, 16.0)","(3.8, 5.5, 5.154545454545454)","(8.5, 16.0, 10.45)","(6.0, 13.5, 12.55)","(2.4, 3.9, 2.49375)"
11-01-2023 15:07:05.736365,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 25.0, 16.0)","(3.8, 5.5, 5.154545454545454)","(8.5, 16.0, 10.45)","(6.0, 13.5, 12.55)","(2.4, 3.9, 2.49375)"
11-01-2023 15:07:06.871737,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 25.0, 18.25)","(3.8, 5.5, 5.154545454545454)","(8.5, 16.0, 10.45)","(6.0, 13.5, 12.55)","(2.4, 3.9, 2.49375)"
11-01-2023 15:07:08.017469,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 25.0, 18.25)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.6)","(2.4, 3.9, 2.49375)"
11-01-2023 15:07:09.144440,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 25.0, 18.25)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.6)","(2.4, 3.9, 2.49375)"
11-01-2023 15:07:10.246467,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 25.0, 18.25)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.6)","(2.4, 3.9, 2.49375)"
11-01-2023 15:07:11.402462,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 25.0, 18.25)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.6)","(2.4, 3.9, 2.49375)"
11-01-2023 15:07:12.436144,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 25.0, 18.25)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.6)","(2.4, 3.9, 2.49375)"
11-01-2023 15:07:13.418306,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 25.0, 18.25)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.6)","(2.4, 3.9, 2.49375)"
11-01-2023 15:07:14.464569,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 25.0, 18.25)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.6)","(2.4, 3.9, 2.49375)"
11-01-2023 15:07:15.822869,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 25.0, 18.25)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.6)","(2.4, 3.9, 2.49375)"
11-01-2023 15:07:16.856177,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 25.0, 18.25)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.6)","(2.4, 3.9, 2.49375)"
11-01-2023 15:07:18.139994,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 25.0, 18.25)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.6)","(2.4, 3.9, 2.49375)"
11-01-2023 15:07:19.396994,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 25.0, 18.25)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.6)","(2.4, 3.9, 2.49375)"
11-01-2023 15:07:20.547494,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 25.0, 18.25)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.6)","(2.4, 3.9, 2.49375)"
11-01-2023 15:07:21.698412,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 25.0, 18.25)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.6)","(2.4, 3.9, 2.49375)"
11-01-2023 15:07:22.833163,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 25.0, 18.25)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 11.6)","(2.4, 3.9, 2.576470588235294)"
11-01-2023 15:07:23.968893,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 25.0, 18.25)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 9.75)","(2.4, 3.9, 2.576470588235294)"
11-01-2023 15:07:25.175763,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 25.0, 18.25)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 9.75)","(2.4, 3.9, 2.576470588235294)"
11-01-2023 15:07:26.341412,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 25.0, 18.25)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 9.75)","(2.4, 3.9, 2.576470588235294)"
11-01-2023 15:07:27.416995,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 25.0, 18.25)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 9.75)","(2.4, 3.9, 2.576470588235294)"
11-01-2023 15:07:28.493109,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 25.0, 18.25)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.45)","(6.0, 13.5, 9.75)","(2.4, 3.9, 2.576470588235294)"
11-01-2023 15:07:29.583407,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 25.0, 14.5)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 13.225)","(6.0, 13.5, 6.416666666666667)","(2.4, 3.9, 2.576470588235294)"
11-01-2023 15:07:30.662665,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 25.0, 14.5)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.600000000000001)","(6.0, 11.0, 6.416666666666667)","(2.4, 3.9, 2.576470588235294)"
11-01-2023 15:07:31.699637,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 25.0, 14.5)","(3.8, 5.5, 4.78)","(8.5, 16.0, 10.600000000000001)","(6.0, 11.0, 8.221052631578948)","(2.4, 3.9, 2.576470588235294)"
11-01-2023 15:07:32.725024,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 25.0, 17.730769230769234)","(3.8, 5.5, 4.78)","(8.5, 16.0, 10.600000000000001)","(6.0, 11.0, 8.221052631578948)","(2.4, 3.9, 2.576470588235294)"
11-01-2023 15:07:33.829021,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 25.0, 17.730769230769234)","(3.8, 5.5, 4.233333333333333)","(8.5, 16.0, 13.3)","(6.0, 11.0, 8.221052631578948)","(2.4, 3.9, 2.576470588235294)"
11-01-2023 15:07:35.001203,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 25.0, 17.730769230769234)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 13.3)","(6.0, 11.0, 8.221052631578948)","(2.4, 3.9, 2.49375)"
11-01-2023 15:07:36.261357,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 25.0, 17.730769230769234)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 13.3)","(6.0, 11.0, 8.221052631578948)","(2.4, 3.9, 2.49375)"
11-01-2023 15:07:37.452659,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 25.0, 17.730769230769234)","(3.8, 5.5, 4.78)","(8.5, 16.0, 13.3)","(6.0, 11.0, 7.626666666666667)","(2.4, 3.9, 2.49375)"
11-01-2023 15:07:38.663864,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 25.0, 17.730769230769234)","(3.8, 5.5, 4.78)","(8.5, 16.0, 13.3)","(6.0, 11.0, 6.966666666666667)","(2.4, 3.9, 2.49375)"
11-01-2023 15:07:40.340007,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 25.0, 17.730769230769234)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 13.3)","(6.0, 11.0, 6.966666666666667)","(2.4, 3.9, 2.49375)"
11-01-2023 15:07:41.823481,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 25.0, 17.142857142857142)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.899999999999999)","(6.0, 11.0, 6.966666666666667)","(2.4, 3.9, 2.49375)"
11-01-2023 15:07:43.315288,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 24.0, 14.8)","(3.8, 5.5, 4.883333333333333)","(8.5, 16.0, 10.899999999999999)","(6.0, 11.0, 6.966666666666667)","(2.4, 3.9, 2.49375)"
11-01-2023 15:07:44.601041,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 24.0, 14.8)","(3.8, 5.5, 4.883333333333333)","(8.5, 16.0, 10.899999999999999)","(6.0, 11.0, 6.966666666666667)","(2.4, 3.9, 2.49375)"
11-01-2023 15:07:46.007564,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 24.0, 18.88888888888889)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.899999999999999)","(6.0, 11.0, 6.966666666666667)","(2.4, 3.9, 2.49375)"
11-01-2023 15:07:47.365638,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 24.0, 18.88888888888889)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.899999999999999)","(6.0, 11.0, 6.966666666666667)","(2.4, 3.9, 2.49375)"
11-01-2023 15:07:48.635582,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 24.0, 18.88888888888889)","(3.8, 5.5, 4.883333333333333)","(8.5, 16.0, 10.75)","(6.0, 11.0, 6.966666666666667)","(2.4, 3.9, 2.49375)"
11-01-2023 15:07:49.811387,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 24.0, 18.88888888888889)","(3.8, 5.5, 4.78)","(8.5, 16.0, 10.75)","(6.0, 11.0, 6.966666666666667)","(2.4, 3.9, 2.49375)"
11-01-2023 15:07:50.993230,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 24.0, 18.88888888888889)","(3.8, 5.5, 4.78)","(8.5, 16.0, 10.75)","(6.0, 11.0, 6.966666666666667)","(2.4, 3.9, 2.49375)"
11-01-2023 15:07:52.188286,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 24.0, 18.88888888888889)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.75)","(6.0, 11.0, 6.966666666666667)","(2.4, 3.9, 2.49375)"
11-01-2023 15:07:53.598453,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 24.0, 18.88888888888889)","(3.8, 5.5, 4.883333333333333)","(8.5, 16.0, 10.75)","(6.0, 11.0, 6.966666666666667)","(2.4, 3.9, 2.49375)"
11-01-2023 15:07:54.967043,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 24.0, 18.88888888888889)","(3.8, 5.5, 4.78)","(8.5, 16.0, 10.75)","(6.0, 11.0, 6.966666666666667)","(2.4, 3.9, 2.49375)"
11-01-2023 15:07:56.311829,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 24.0, 18.88888888888889)","(3.8, 5.5, 4.78)","(8.5, 16.0, 10.75)","(6.0, 11.0, 6.966666666666667)","(2.4, 3.9, 2.49375)"
11-01-2023 15:07:57.514899,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 24.0, 18.88888888888889)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.75)","(6.0, 11.0, 6.966666666666667)","(2.4, 3.9, 2.49375)"
11-01-2023 15:07:58.774796,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 24.0, 18.88888888888889)","(3.8, 5.5, 4.866666666666667)","(8.5, 16.0, 10.75)","(6.0, 11.0, 6.966666666666667)","(2.4, 3.9, 2.49375)"
11-01-2023 15:08:00.107725,"(5.5, 8.4, 6.233333333333333)","(14.0, 55.0, 37.5)","(11.0, 24.0, 20.0)","(3.8, 5.5, 5.1)","(8.5, 16.0, 13.333333333333332)","(6.0, 11.0, 8.555555555555555)","(2.4, 3.9, 2.49375)"
11-01-2023 15:08:01.340151,"(5.5, 8.4, 6.45)","(14.0, 55.0, 37.5)","(11.0, 24.0, 15.6)","(3.8, 5.5, 4.1)","(8.5, 15.5, 12.5)","(6.0, 11.0, 8.555555555555555)","(2.4, 3.9, 2.5076923076923077)"
11-01-2023 15:08:02.519254,"(5.5, 8.4, 6.45)","(14.0, 55.0, 37.5)","(11.0, 24.0, 15.6)","(3.8, 5.5, 5.122222222222222)","(8.5, 16.0, 13.925)","(6.0, 11.0, 9.333333333333334)","(2.4, 3.8, 2.5076923076923077)"
11-01-2023 15:08:03.675162,"(5.5, 8.4, 7.371428571428572)","(14.0, 42.0, 31.0)","(11.0, 24.0, 15.6)","(3.8, 5.5, 5.1421052631578945)","(8.5, 15.5, 12.45)","(6.0, 10.5, 9.333333333333334)","(2.4, 3.8, 2.5076923076923077)"
11-01-2023 15:08:04.829955,"(5.5, 8.4, 6.933333333333334)","(14.0, 42.0, 31.0)","(11.0, 24.0, 17.666666666666668)","(3.8, 5.5, 4.792857142857143)","(8.5, 15.5, 13.2875)","(6.0, 10.5, 8.575)","(2.4, 3.8, 2.8666666666666667)"
11-01-2023 15:08:05.943480,"(5.5, 8.4, 7.08)","(14.0, 42.0, 31.0)","(11.0, 24.0, 15.925)","(3.8, 5.5, 4.775)","(8.5, 15.5, 10.75)","(6.0, 10.5, 8.830769230769231)","(2.4, 3.8, 2.503846153846154)"
11-01-2023 15:08:07.045300,"(5.5, 8.4, 6.3872340425531915)","(14.0, 42.0, 31.0)","(11.0, 24.0, 15.925)","(3.8, 5.4, 5.052941176470588)","(8.5, 15.5, 13.514285714285714)","(6.0, 10.5, 9.158333333333333)","(2.4, 3.75, 2.8333333333333335)"
11-01-2023 15:08:08.120123,"(5.5, 8.2, 7.0)","(14.0, 40.0, 30.0)","(11.0, 24.0, 16.65909090909091)","(3.8, 5.3, 4.7214285714285715)","(8.5, 15.0, 11.666666666666666)","(6.0, 10.5, 9.1)","(2.4, 3.7, 3.18)"
11-01-2023 15:08:09.248122,"(5.5, 8.2, 7.0)","(14.0, 40.0, 30.0)","(11.0, 24.0, 16.65909090909091)","(3.8, 5.3, 5.207142857142857)","(8.5, 15.0, 10.833333333333334)","(6.0, 10.0, 8.666666666666668)","(2.4, 3.7, 3.18)"
11-01-2023 15:08:10.342961,"(5.5, 8.4, 7.4)","(14.0, 40.0, 30.0)","(11.0, 24.0, 16.65909090909091)","(3.8, 5.3, 5.207142857142857)","(8.5, 15.0, 10.833333333333334)","(6.0, 10.0, 8.666666666666668)","(2.4, 3.7, 3.18)"
11-01-2023 15:08:11.475186,"(5.5, 9.0, 6.977777777777778)","(14.0, 40.0, 30.0)","(11.0, 24.0, 16.65909090909091)","(3.8, 5.3, 5.207142857142857)","(8.5, 15.0, 10.833333333333334)","(6.0, 10.0, 8.666666666666668)","(2.4, 3.7, 3.18)"
11-01-2023 15:08:12.676956,"(5.5, 9.0, 7.142857142857143)","(14.0, 48.0, 29.333333333333336)","(11.0, 24.0, 16.65909090909091)","(3.8, 5.3, 5.207142857142857)","(8.5, 15.0, 10.833333333333334)","(6.0, 10.0, 8.666666666666668)","(2.4, 3.7, 3.18)"
11-01-2023 15:08:13.986290,"(5.5, 9.0, 7.142857142857143)","(14.0, 48.0, 29.333333333333336)","(11.0, 24.0, 16.65909090909091)","(3.8, 5.3, 5.207142857142857)","(8.5, 15.0, 10.833333333333334)","(6.0, 10.0, 9.333333333333334)","(2.4, 3.7, 3.18)"
11-01-2023 15:08:15.237592,"(5.5, 9.0, 7.142857142857143)","(14.0, 48.0, 30.0)","(11.0, 24.0, 16.65909090909091)","(3.8, 5.3, 5.207142857142857)","(8.5, 15.0, 10.833333333333334)","(6.0, 10.0, 9.333333333333334)","(2.4, 3.7, 3.18)"
11-01-2023 15:08:16.365995,"(5.5, 9.0, 7.142857142857143)","(14.0, 50.0, 30.0)","(11.0, 24.0, 16.65909090909091)","(3.8, 5.3, 5.207142857142857)","(8.5, 15.0, 10.833333333333334)","(6.0, 10.0, 9.764705882352942)","(2.4, 3.7, 3.18)"
11-01-2023 15:08:17.489158,"(5.5, 9.0, 7.142857142857143)","(14.0, 50.0, 30.0)","(11.0, 24.0, 16.65909090909091)","(3.8, 5.3, 5.207142857142857)","(8.5, 15.0, 10.833333333333334)","(6.0, 10.0, 9.764705882352942)","(2.4, 3.7, 3.18)"
11-01-2023 15:08:18.614424,"(5.5, 9.0, 7.142857142857143)","(14.0, 50.0, 30.0)","(11.0, 24.0, 16.65909090909091)","(3.8, 5.3, 5.207142857142857)","(8.5, 15.0, 10.833333333333334)","(6.0, 10.0, 10.832258064516129)","(2.4, 3.7, 3.18)"
11-01-2023 15:08:19.677664,"(5.5, 9.0, 7.7)","(14.0, 50.0, 30.0)","(11.0, 24.0, 16.65909090909091)","(3.8, 5.3, 5.207142857142857)","(8.5, 15.0, 10.833333333333334)","(6.0, 11.0, 9.4)","(2.4, 3.7, 3.18)"
11-01-2023 15:08:20.725218,"(5.5, 9.6, 8.533333333333333)","(14.0, 50.0, 30.0)","(11.0, 24.0, 16.65909090909091)","(3.8, 5.3, 5.207142857142857)","(8.5, 15.0, 10.833333333333334)","(6.0, 11.0, 10.371428571428572)","(2.4, 3.7, 3.18)"
11-01-2023 15:08:21.746959,"(5.5, 9.6, 8.533333333333333)","(14.0, 50.0, 30.0)","(11.0, 24.0, 21.285714285714285)","(3.8, 5.3, 5.207142857142857)","(8.5, 15.0, 10.833333333333334)","(6.0, 11.0, 10.371428571428572)","(2.4, 3.7, 3.18)"
11-01-2023 15:08:22.826696,"(5.5, 9.6, 8.533333333333333)","(14.0, 50.0, 30.0)","(11.0, 23.0, 20.57142857142857)","(3.8, 5.3, 5.207142857142857)","(8.5, 15.0, 10.833333333333334)","(6.0, 11.0, 11.05)","(2.4, 3.7, 3.18)"
11-01-2023 15:08:23.904490,"(5.5, 9.6, 8.533333333333333)","(14.0, 50.0, 30.0)","(11.0, 23.0, 20.57142857142857)","(3.8, 5.3, 5.207142857142857)","(8.5, 15.0, 10.833333333333334)","(6.0, 11.5, 11.396153846153847)","(2.4, 3.7, 3.18)"
11-01-2023 15:08:24.859039,"(5.5, 9.6, 8.533333333333333)","(14.0, 50.0, 30.0)","(11.0, 23.0, 20.57142857142857)","(3.8, 5.3, 5.207142857142857)","(8.5, 15.0, 10.833333333333334)","(6.0, 11.5, 10.25)","(2.4, 3.7, 3.18)"
11-01-2023 15:08:25.953542,"(5.5, 9.6, 8.533333333333333)","(14.0, 50.0, 30.0)","(11.0, 23.0, 20.57142857142857)","(3.8, 5.3, 5.213333333333333)","(8.5, 15.0, 10.833333333333334)","(6.0, 11.5, 10.25)","(2.4, 3.7, 3.18)"
11-01-2023 15:08:27.078050,"(5.5, 9.6, 8.533333333333333)","(14.0, 50.0, 30.0)","(11.0, 23.0, 20.57142857142857)","(3.8, 5.3, 5.213333333333333)","(8.5, 15.0, 10.833333333333334)","(6.0, 11.5, 10.25)","(2.4, 3.7, 3.18)"
11-01-2023 15:08:28.171345,"(5.5, 9.6, 8.533333333333333)","(14.0, 50.0, 35.5)","(11.0, 23.0, 20.57142857142857)","(3.8, 5.3, 5.213333333333333)","(8.5, 15.0, 10.833333333333334)","(6.0, 11.5, 11.142857142857142)","(2.4, 3.7, 2.65)"
11-01-2023 15:08:29.312827,"(5.5, 9.6, 8.533333333333333)","(14.0, 50.0, 35.5)","(11.0, 23.0, 20.57142857142857)","(3.8, 5.3, 5.213333333333333)","(8.5, 15.0, 10.833333333333334)","(6.0, 11.5, 11.142857142857142)","(2.4, 3.65, 3.12)"
11-01-2023 15:08:30.506897,"(5.5, 9.6, 8.533333333333333)","(14.0, 50.0, 41.714285714285715)","(11.0, 23.0, 20.57142857142857)","(3.8, 5.3, 4.905882352941176)","(8.5, 15.0, 10.833333333333334)","(6.0, 11.5, 11.4)","(2.4, 3.6, 3.12)"
11-01-2023 15:08:31.611799,"(5.5, 9.6, 8.533333333333333)","(14.0, 50.0, 46.375)","(11.0, 23.0, 20.57142857142857)","(3.8, 5.1, 4.933333333333334)","(8.5, 15.0, 10.833333333333334)","(6.0, 11.5, 11.4)","(2.4, 3.6, 3.12)"
11-01-2023 15:08:32.772738,"(5.5, 9.6, 8.533333333333333)","(14.0, 50.0, 44.33333333333333)","(11.0, 23.0, 20.57142857142857)","(3.8, 5.0, 4.933333333333334)","(8.5, 15.0, 10.833333333333334)","(6.0, 11.5, 11.4)","(2.4, 3.6, 3.12)"
11-01-2023 15:08:33.844476,"(5.5, 9.6, 8.533333333333333)","(14.0, 55.0, 44.33333333333333)","(11.0, 23.0, 20.57142857142857)","(3.8, 5.0, 4.933333333333334)","(8.5, 15.0, 10.833333333333334)","(6.0, 11.5, 11.4)","(2.4, 3.6, 2.615625)"
11-01-2023 15:08:34.914856,"(5.5, 9.6, 8.533333333333333)","(14.0, 55.0, 44.33333333333333)","(11.0, 23.0, 20.57142857142857)","(3.8, 5.0, 4.933333333333334)","(8.5, 15.0, 10.833333333333334)","(6.0, 11.5, 11.216666666666667)","(2.4, 3.55, 3.06)"
