,Machens Ridge,Bears Estate,Catfish,Spirit Of Windsor,Twilight Years,Star Rider
15-12-2022 11:49:26.871491,"(10.0, 12.0, 11.5)","(7.5, 8.8, 8.5)","(6.5, 7.4, 7.11764705882353)","(2.0, 2.38, 2.368771929824561)","(5.0, 5.8, 5.771428571428571)","(13.0, 18.0, 17.416666666666668)"
15-12-2022 11:49:27.950685,"(10.0, 12.0, 11.5)","(7.5, 8.8, 8.427586206896551)","(6.5, 7.4, 7.16)","(2.0, 2.38, 2.368771929824561)","(5.0, 5.8, 5.771428571428571)","(13.0, 18.0, 17.416666666666668)"
15-12-2022 11:49:28.974002,"(10.0, 12.0, 11.2)","(7.5, 8.8, 8.427586206896551)","(6.5, 7.4, 7.16)","(2.0, 2.38, 2.368771929824561)","(5.0, 5.9, 5.848275862068966)","(13.0, 18.0, 17.416666666666668)"
15-12-2022 11:49:30.105173,"(10.0, 12.0, 11.2)","(7.5, 8.8, 8.427586206896551)","(6.5, 7.4, 7.16)","(2.0, 2.38, 2.368771929824561)","(5.0, 5.9, 5.85945945945946)","(13.0, 18.0, 17.416666666666668)"
15-12-2022 11:49:31.137381,"(10.0, 12.0, 11.2)","(7.5, 8.8, 8.427586206896551)","(6.5, 7.4, 7.16)","(2.0, 2.38, 2.368771929824561)","(5.0, 5.9, 5.85945945945946)","(13.0, 18.0, 17.416666666666668)"
15-12-2022 11:49:32.084704,"(10.0, 12.0, 11.2)","(7.5, 8.8, 8.427586206896551)","(6.5, 7.4, 7.16)","(2.0, 2.38, 2.368771929824561)","(5.0, 5.9, 5.800000000000001)","(13.0, 18.0, 17.416666666666668)"
15-12-2022 11:49:33.074680,"(10.0, 12.0, 11.142857142857142)","(7.5, 8.8, 8.427586206896551)","(6.5, 7.4, 7.16)","(2.0, 2.38, 2.368771929824561)","(5.0, 5.9, 5.800000000000001)","(13.0, 18.0, 17.416666666666668)"
15-12-2022 11:49:34.048100,"(10.0, 12.0, 11.142857142857142)","(7.5, 8.8, 8.427586206896551)","(6.5, 7.4, 7.16)","(2.0, 2.38, 2.368771929824561)","(5.0, 5.9, 5.800000000000001)","(13.0, 18.0, 17.416666666666668)"
15-12-2022 11:49:35.071751,"(10.0, 12.0, 11.166666666666666)","(7.5, 8.8, 8.427586206896551)","(6.5, 7.4, 7.16)","(2.0, 2.38, 2.368771929824561)","(5.0, 5.9, 5.800000000000001)","(13.0, 18.0, 17.416666666666668)"
15-12-2022 11:49:36.156366,"(10.0, 12.0, 11.166666666666666)","(7.5, 8.8, 8.5)","(6.5, 7.4, 7.16)","(2.0, 2.38, 2.368771929824561)","(5.0, 5.9, 5.84)","(13.0, 18.0, 17.045454545454547)"
15-12-2022 11:49:37.135129,"(10.0, 12.0, 11.25)","(7.5, 8.8, 8.5)","(6.5, 7.4, 7.16)","(2.0, 2.38, 2.368771929824561)","(5.0, 5.9, 5.862500000000001)","(13.0, 18.0, 16.833333333333332)"
15-12-2022 11:49:38.051534,"(10.0, 12.0, 11.25)","(7.5, 8.8, 8.427586206896551)","(6.5, 7.4, 7.16)","(2.0, 2.38, 2.368771929824561)","(5.0, 5.9, 5.862500000000001)","(13.0, 18.0, 17.176470588235293)"
15-12-2022 11:49:39.066529,"(10.0, 12.0, 11.25)","(7.5, 8.8, 8.427586206896551)","(6.5, 7.4, 7.16)","(2.0, 2.38, 2.368771929824561)","(5.0, 5.9, 5.641666666666667)","(13.0, 18.0, 16.27777777777778)"
15-12-2022 11:49:40.072319,"(10.0, 12.0, 11.25)","(7.5, 8.8, 8.427586206896551)","(6.5, 7.4, 7.16)","(2.0, 2.38, 2.3651162790697673)","(5.0, 5.9, 5.641666666666667)","(13.0, 16.5, 16.0)"
15-12-2022 11:49:41.059354,"(10.0, 12.5, 11.5)","(7.5, 8.8, 8.427586206896551)","(6.5, 7.4, 7.300000000000001)","(2.0, 2.38, 2.3647619047619046)","(5.0, 5.9, 5.641666666666667)","(13.0, 16.5, 15.970588235294118)"
15-12-2022 11:49:42.209489,"(10.0, 12.5, 11.5)","(7.5, 8.8, 8.427586206896551)","(6.5, 7.4, 7.300000000000001)","(2.0, 2.38, 2.3647619047619046)","(5.0, 5.9, 5.641666666666667)","(13.0, 16.5, 15.970588235294118)"
15-12-2022 11:49:43.145811,"(10.0, 12.5, 11.5)","(7.5, 8.8, 8.427586206896551)","(6.5, 7.4, 7.300000000000001)","(2.0, 2.38, 2.3647619047619046)","(5.0, 5.9, 5.678571428571429)","(13.0, 16.5, 15.7)"
15-12-2022 11:49:44.112816,"(10.0, 12.0, 11.5)","(7.5, 8.8, 8.427586206896551)","(6.5, 7.6, 6.9255813953488365)","(2.0, 2.42, 2.3914285714285715)","(5.0, 5.9, 5.678571428571429)","(13.0, 16.0, 15.4375)"
15-12-2022 11:49:45.044874,"(10.0, 12.0, 11.5)","(7.5, 8.8, 8.5)","(6.5, 7.6, 6.9255813953488365)","(2.0, 2.42, 2.3914285714285715)","(5.0, 5.9, 5.678571428571429)","(13.0, 16.0, 15.4375)"
15-12-2022 11:49:45.974105,"(10.0, 12.0, 11.5)","(7.5, 8.8, 8.5)","(6.5, 7.6, 6.826666666666666)","(2.0, 2.42, 2.3914285714285715)","(5.0, 5.9, 5.678571428571429)","(13.0, 16.0, 15.7)"
15-12-2022 11:49:46.934567,"(10.0, 12.0, 11.5)","(7.5, 8.8, 8.5)","(6.5, 7.6, 6.826666666666666)","(2.0, 2.42, 2.3914285714285715)","(5.0, 5.9, 5.678571428571429)","(13.0, 16.0, 15.59090909090909)"
15-12-2022 11:49:47.917622,"(10.0, 12.0, 11.5)","(7.5, 8.8, 8.5)","(6.5, 7.6, 6.826666666666666)","(2.0, 2.42, 2.3914285714285715)","(5.0, 5.9, 5.678571428571429)","(13.0, 16.0, 15.59090909090909)"
15-12-2022 11:49:48.920512,"(10.0, 12.0, 11.5)","(7.5, 8.8, 8.5)","(6.5, 7.6, 6.826666666666666)","(2.0, 2.42, 2.3914285714285715)","(5.0, 5.9, 5.678571428571429)","(13.0, 16.0, 15.59090909090909)"
15-12-2022 11:49:49.836676,"(10.0, 12.0, 11.5)","(7.5, 8.8, 8.5)","(6.5, 7.6, 6.826666666666666)","(2.0, 2.42, 2.3914285714285715)","(5.0, 5.9, 5.678571428571429)","(13.0, 16.0, 15.59090909090909)"
15-12-2022 11:49:50.777329,"(10.0, 12.0, 11.5)","(7.5, 8.8, 8.5)","(6.5, 7.6, 6.937142857142857)","(2.0, 2.42, 2.3914285714285715)","(5.0, 5.9, 5.678571428571429)","(13.0, 16.0, 15.59090909090909)"
15-12-2022 11:49:51.677780,"(10.0, 12.0, 11.5)","(7.5, 8.8, 8.5)","(6.5, 7.6, 6.937142857142857)","(2.0, 2.42, 2.3914285714285715)","(5.0, 5.9, 5.678571428571429)","(13.0, 16.0, 15.59090909090909)"
15-12-2022 11:49:52.744472,"(10.0, 12.0, 11.5)","(7.5, 8.8, 8.5)","(6.5, 7.6, 6.937142857142857)","(2.0, 2.42, 2.3914285714285715)","(5.0, 5.9, 5.674545454545455)","(13.0, 16.0, 15.7)"
15-12-2022 11:49:53.744713,"(10.0, 12.0, 11.5)","(7.5, 8.8, 8.5)","(6.5, 7.6, 6.937142857142857)","(2.0, 2.42, 2.3914285714285715)","(5.0, 5.9, 5.674545454545455)","(13.0, 16.0, 15.7)"
15-12-2022 11:49:54.732022,"(10.0, 12.5, 11.5)","(7.5, 8.8, 8.5)","(6.5, 7.6, 6.917647058823529)","(2.0, 2.42, 2.37375)","(5.0, 5.9, 5.636170212765958)","(13.0, 16.0, 15.7)"
15-12-2022 11:49:55.754692,"(10.0, 12.5, 11.5)","(7.5, 8.8, 8.5)","(6.5, 7.6, 6.917647058823529)","(2.0, 2.4, 2.3625)","(5.0, 5.9, 5.636170212765958)","(13.0, 16.0, 15.7)"
15-12-2022 11:49:56.701095,"(10.0, 12.5, 11.5)","(7.5, 8.8, 8.5)","(6.5, 7.6, 6.917647058823529)","(2.0, 2.4, 2.342222222222222)","(5.0, 5.9, 5.636170212765958)","(13.0, 16.0, 15.7)"
15-12-2022 11:49:57.646366,"(10.0, 12.5, 11.5)","(7.5, 8.8, 8.5)","(6.5, 7.6, 6.917647058823529)","(2.0, 2.4, 2.342222222222222)","(5.0, 5.9, 5.636170212765958)","(13.0, 16.0, 15.7)"
15-12-2022 11:49:58.630113,"(10.0, 12.5, 11.5)","(7.5, 8.8, 8.5)","(6.5, 7.6, 6.917647058823529)","(2.0, 2.4, 2.342222222222222)","(5.0, 5.9, 5.636170212765958)","(13.0, 16.0, 15.7)"
15-12-2022 11:49:59.665744,"(10.0, 12.5, 11.5)","(7.5, 8.8, 8.5)","(6.5, 7.6, 6.964383561643835)","(2.0, 2.4, 2.342222222222222)","(5.0, 5.9, 5.636170212765958)","(13.0, 16.0, 15.7)"
15-12-2022 11:50:00.638331,"(10.0, 12.5, 11.5)","(7.5, 8.8, 8.5)","(6.5, 7.6, 6.964383561643835)","(2.0, 2.4, 2.342222222222222)","(5.0, 5.9, 5.636170212765958)","(13.0, 16.0, 15.7)"
15-12-2022 11:50:01.569470,"(10.0, 12.5, 11.3)","(7.5, 8.8, 8.5)","(6.5, 7.6, 6.964383561643835)","(2.0, 2.4, 2.342222222222222)","(5.0, 5.9, 5.636170212765958)","(13.0, 16.0, 15.7)"
15-12-2022 11:50:02.533915,"(10.0, 12.5, 11.3)","(7.5, 8.8, 8.5)","(6.5, 7.6, 6.964383561643835)","(2.0, 2.4, 2.348)","(5.0, 5.9, 5.636170212765958)","(13.0, 16.0, 15.7)"
15-12-2022 11:50:03.478520,"(10.0, 12.5, 11.3)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.02716049382716)","(2.0, 2.4, 2.3487179487179484)","(5.0, 5.9, 5.636170212765958)","(13.0, 16.0, 15.7)"
15-12-2022 11:50:04.444444,"(10.0, 12.0, 11.5)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.095652173913043)","(2.0, 2.4, 2.3411320754716978)","(5.0, 5.9, 5.636170212765958)","(13.0, 16.0, 15.7)"
15-12-2022 11:50:05.399819,"(10.0, 12.0, 11.5)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.095652173913043)","(2.0, 2.4, 2.3411320754716978)","(5.0, 5.9, 5.636170212765958)","(13.0, 16.0, 15.7)"
15-12-2022 11:50:06.370177,"(10.0, 12.0, 11.5)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.095652173913043)","(2.0, 2.4, 2.3541176470588234)","(5.0, 5.9, 5.636170212765958)","(13.0, 16.0, 15.7)"
15-12-2022 11:50:07.347748,"(10.0, 12.0, 11.5)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.095652173913043)","(2.0, 2.4, 2.3541176470588234)","(5.0, 5.9, 5.636170212765958)","(13.0, 16.0, 15.571428571428571)"
15-12-2022 11:50:08.248408,"(10.0, 12.0, 11.5)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.095652173913043)","(2.0, 2.4, 2.3541176470588234)","(5.0, 5.9, 5.636170212765958)","(13.0, 16.0, 15.571428571428571)"
15-12-2022 11:50:09.246896,"(10.0, 12.0, 11.5)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.095652173913043)","(2.0, 2.4, 2.364788732394366)","(5.0, 5.9, 5.636170212765958)","(13.0, 16.0, 15.571428571428571)"
15-12-2022 11:50:10.186452,"(10.0, 12.0, 11.5)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.095652173913043)","(2.0, 2.4, 2.364788732394366)","(5.0, 5.9, 5.636170212765958)","(13.0, 16.0, 15.571428571428571)"
15-12-2022 11:50:11.185612,"(10.0, 12.0, 11.5)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.080597014925373)","(2.0, 2.4, 2.3978723404255318)","(5.0, 5.9, 5.636170212765958)","(13.0, 16.0, 15.571428571428571)"
15-12-2022 11:50:12.210164,"(10.0, 12.0, 11.5)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.080597014925373)","(2.0, 2.4, 2.395652173913043)","(5.0, 5.9, 5.636170212765958)","(13.0, 16.0, 15.571428571428571)"
15-12-2022 11:50:13.179532,"(10.0, 12.0, 11.478260869565217)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.080597014925373)","(2.0, 2.4, 2.397333333333333)","(5.0, 5.9, 5.636170212765958)","(13.0, 16.0, 15.727272727272727)"
15-12-2022 11:50:14.098498,"(10.0, 12.0, 11.478260869565217)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.080597014925373)","(2.0, 2.4, 2.397333333333333)","(5.0, 5.9, 5.636170212765958)","(13.0, 16.0, 15.823529411764707)"
15-12-2022 11:50:15.056259,"(10.0, 11.5, 11.382352941176471)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.138461538461538)","(2.0, 2.4, 2.3944444444444444)","(5.0, 5.9, 5.636170212765958)","(13.0, 16.0, 15.823529411764707)"
15-12-2022 11:50:15.973713,"(10.0, 11.5, 11.382352941176471)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.138461538461538)","(2.0, 2.4, 2.3944444444444444)","(5.0, 5.9, 5.636170212765958)","(13.0, 16.0, 15.823529411764707)"
15-12-2022 11:50:16.937431,"(10.0, 11.5, 11.382352941176471)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.138461538461538)","(2.0, 2.4, 2.3944444444444444)","(5.0, 5.9, 5.636170212765958)","(13.0, 16.5, 15.827586206896552)"
15-12-2022 11:50:17.955866,"(10.0, 11.5, 11.214285714285714)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.138461538461538)","(2.0, 2.4, 2.3944444444444444)","(5.0, 5.9, 5.636170212765958)","(13.0, 16.5, 15.827586206896552)"
15-12-2022 11:50:18.874222,"(10.0, 11.5, 11.214285714285714)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.138461538461538)","(2.0, 2.4, 2.3944444444444444)","(5.0, 5.9, 5.636170212765958)","(13.0, 16.5, 15.827586206896552)"
15-12-2022 11:50:19.807345,"(10.0, 11.5, 11.214285714285714)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.138461538461538)","(2.0, 2.4, 2.3944444444444444)","(5.0, 5.9, 5.636170212765958)","(13.0, 16.5, 15.827586206896552)"
15-12-2022 11:50:20.714042,"(10.0, 11.5, 11.214285714285714)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.138461538461538)","(2.0, 2.4, 2.3944444444444444)","(5.0, 5.9, 5.636170212765958)","(13.0, 16.5, 15.827586206896552)"
15-12-2022 11:50:21.719744,"(10.0, 11.5, 11.214285714285714)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.138461538461538)","(2.0, 2.4, 2.3944444444444444)","(5.0, 5.9, 5.636170212765958)","(13.0, 16.5, 15.827586206896552)"
15-12-2022 11:50:22.651494,"(10.0, 11.5, 11.214285714285714)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.138461538461538)","(2.0, 2.4, 2.3944444444444444)","(5.0, 5.9, 5.636170212765958)","(13.0, 16.5, 15.827586206896552)"
15-12-2022 11:50:23.686652,"(10.0, 11.5, 11.214285714285714)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.138461538461538)","(2.0, 2.4, 2.3944444444444444)","(5.0, 5.9, 5.636170212765958)","(13.0, 16.5, 15.827586206896552)"
15-12-2022 11:50:24.681516,"(10.0, 11.5, 11.289473684210526)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.138461538461538)","(2.0, 2.4, 2.3944444444444444)","(5.0, 5.9, 5.636170212765958)","(13.0, 16.5, 15.827586206896552)"
15-12-2022 11:50:25.594029,"(10.0, 11.5, 11.289473684210526)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.138461538461538)","(2.0, 2.4, 2.3944444444444444)","(5.0, 5.9, 5.636170212765958)","(13.0, 16.5, 15.827586206896552)"
15-12-2022 11:50:26.548800,"(10.0, 11.5, 11.289473684210526)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.138461538461538)","(2.0, 2.4, 2.3944444444444444)","(5.0, 5.9, 5.636170212765958)","(13.0, 16.5, 15.827586206896552)"
15-12-2022 11:50:27.423449,"(10.0, 12.0, 11.4)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.138461538461538)","(2.0, 2.4, 2.3944444444444444)","(5.0, 5.9, 5.636170212765958)","(13.0, 16.5, 15.827586206896552)"
15-12-2022 11:50:28.371570,"(10.0, 12.0, 11.4)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.138461538461538)","(2.0, 2.4, 2.3944444444444444)","(5.0, 5.9, 5.636170212765958)","(13.0, 16.5, 15.827586206896552)"
15-12-2022 11:50:29.340929,"(10.0, 12.0, 11.4)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.138461538461538)","(2.0, 2.4, 2.3944444444444444)","(5.0, 5.9, 5.636170212765958)","(13.0, 16.5, 15.827586206896552)"
15-12-2022 11:50:30.266215,"(10.0, 12.0, 11.4)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.138461538461538)","(2.0, 2.4, 2.3944444444444444)","(5.0, 5.9, 5.636170212765958)","(13.0, 16.5, 15.827586206896552)"
15-12-2022 11:50:31.236413,"(10.0, 12.0, 11.4)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.138461538461538)","(2.0, 2.4, 2.3944444444444444)","(5.0, 5.9, 5.720689655172414)","(13.0, 16.5, 15.827586206896552)"
15-12-2022 11:50:32.171979,"(10.0, 12.0, 11.4)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.138461538461538)","(2.0, 2.4, 2.3944444444444444)","(5.0, 5.9, 5.720689655172414)","(13.0, 16.5, 15.827586206896552)"
15-12-2022 11:50:33.116614,"(10.0, 12.0, 11.4)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.138461538461538)","(2.0, 2.4, 2.3944444444444444)","(5.0, 5.9, 5.720689655172414)","(13.0, 16.5, 15.827586206896552)"
15-12-2022 11:50:34.086139,"(10.0, 12.0, 11.4)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.138461538461538)","(2.0, 2.4, 2.3944444444444444)","(5.0, 5.9, 5.7700000000000005)","(13.0, 16.5, 15.827586206896552)"
15-12-2022 11:50:35.076324,"(10.0, 11.5, 11.382352941176471)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.138461538461538)","(2.0, 2.4, 2.3944444444444444)","(5.0, 5.9, 5.7700000000000005)","(13.0, 16.5, 15.827586206896552)"
15-12-2022 11:50:36.049786,"(10.0, 11.5, 11.382352941176471)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.138461538461538)","(2.0, 2.4, 2.3944444444444444)","(5.0, 5.9, 5.7700000000000005)","(13.0, 16.5, 15.827586206896552)"
15-12-2022 11:50:36.930123,"(10.0, 11.5, 11.382352941176471)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.138461538461538)","(2.0, 2.4, 2.3944444444444444)","(5.0, 5.9, 5.7700000000000005)","(13.0, 16.5, 15.827586206896552)"
15-12-2022 11:50:37.850116,"(10.0, 11.5, 11.382352941176471)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.138461538461538)","(2.0, 2.4, 2.3944444444444444)","(5.0, 5.9, 5.7700000000000005)","(13.0, 16.5, 15.827586206896552)"
15-12-2022 11:50:38.755267,"(10.0, 11.5, 11.214285714285714)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.138461538461538)","(2.0, 2.4, 2.3944444444444444)","(5.0, 5.9, 5.7700000000000005)","(13.0, 16.5, 15.827586206896552)"
15-12-2022 11:50:39.718648,"(10.0, 11.5, 11.214285714285714)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.138461538461538)","(2.0, 2.4, 2.3944444444444444)","(5.0, 5.9, 5.7700000000000005)","(13.0, 16.5, 15.827586206896552)"
15-12-2022 11:50:40.666422,"(10.0, 11.5, 11.214285714285714)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.138461538461538)","(2.0, 2.4, 2.3944444444444444)","(5.0, 5.9, 5.7700000000000005)","(13.0, 16.5, 15.827586206896552)"
15-12-2022 11:50:41.628624,"(10.0, 11.5, 11.214285714285714)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.138461538461538)","(2.0, 2.4, 2.3944444444444444)","(5.0, 5.9, 5.7700000000000005)","(13.0, 16.5, 15.827586206896552)"
15-12-2022 11:50:42.519681,"(10.0, 11.5, 11.214285714285714)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.138461538461538)","(2.0, 2.4, 2.3944444444444444)","(5.0, 5.9, 5.7700000000000005)","(13.0, 16.5, 15.827586206896552)"
15-12-2022 11:50:43.492351,"(10.0, 11.5, 11.214285714285714)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.138461538461538)","(2.0, 2.4, 2.3944444444444444)","(5.0, 5.9, 5.7700000000000005)","(13.0, 16.5, 15.827586206896552)"
15-12-2022 11:50:44.427565,"(10.0, 11.5, 11.214285714285714)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.138461538461538)","(2.0, 2.4, 2.3944444444444444)","(5.0, 5.9, 5.7700000000000005)","(13.0, 16.5, 15.827586206896552)"
15-12-2022 11:50:45.413298,"(10.0, 11.5, 11.214285714285714)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.138461538461538)","(2.0, 2.4, 2.3944444444444444)","(5.0, 5.9, 5.7700000000000005)","(13.0, 16.5, 15.827586206896552)"
15-12-2022 11:50:46.336206,"(10.0, 11.5, 11.289473684210526)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.138461538461538)","(2.0, 2.4, 2.3944444444444444)","(5.0, 5.9, 5.7700000000000005)","(13.0, 16.5, 15.827586206896552)"
15-12-2022 11:50:47.209504,"(10.0, 12.0, 11.571428571428571)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.138461538461538)","(2.0, 2.34, 2.310461538461538)","(5.0, 5.9, 5.773170731707317)","(13.0, 16.5, 15.827586206896552)"
15-12-2022 11:50:48.155263,"(10.0, 12.0, 11.210526315789474)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.138461538461538)","(2.0, 2.4, 2.396969696969697)","(5.0, 5.9, 5.773170731707317)","(13.0, 16.5, 15.827586206896552)"
15-12-2022 11:50:49.104691,"(10.0, 12.0, 11.210526315789474)","(7.5, 8.8, 8.5)","(6.5, 7.6, 7.138461538461538)","(2.0, 2.4, 2.396969696969697)","(5.0, 5.9, 5.714285714285714)","(13.0, 16.5, 15.857142857142858)"
15-12-2022 11:50:50.088338,"(10.0, 12.0, 11.210526315789474)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.6, 7.189041095890411)","(2.0, 2.4, 2.3914285714285715)","(5.0, 5.9, 5.714285714285714)","(13.0, 16.5, 15.857142857142858)"
15-12-2022 11:50:51.168079,"(10.0, 11.5, 11.323529411764707)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.6, 7.189041095890411)","(2.0, 2.4, 2.3914285714285715)","(5.0, 5.9, 5.714285714285714)","(13.0, 16.5, 15.857142857142858)"
15-12-2022 11:50:52.122884,"(10.0, 11.5, 11.323529411764707)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.6, 7.189041095890411)","(2.0, 2.4, 2.3914285714285715)","(5.0, 5.9, 5.714285714285714)","(13.0, 16.5, 15.857142857142858)"
15-12-2022 11:50:53.022758,"(10.0, 11.5, 11.357142857142858)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.6, 7.189041095890411)","(2.0, 2.4, 2.3914285714285715)","(5.0, 5.9, 5.714285714285714)","(13.0, 16.5, 15.857142857142858)"
15-12-2022 11:50:53.910728,"(10.0, 11.5, 11.25)","(7.5, 8.8, 8.68)","(6.5, 7.6, 7.189041095890411)","(2.0, 2.4, 2.396)","(5.0, 5.9, 5.7700000000000005)","(13.0, 16.5, 15.857142857142858)"
15-12-2022 11:50:54.887404,"(10.0, 11.5, 11.0)","(7.5, 8.8, 8.72)","(6.5, 7.6, 7.189041095890411)","(2.0, 2.4, 2.395862068965517)","(5.0, 5.9, 6.025)","(13.0, 16.5, 15.842105263157894)"
15-12-2022 11:50:55.810187,"(10.0, 11.5, 11.0)","(7.5, 8.8, 8.714285714285715)","(6.5, 7.6, 7.189041095890411)","(2.0, 2.4, 2.3962499999999998)","(5.0, 6.2, 6.136842105263158)","(13.0, 16.0, 15.842105263157894)"
15-12-2022 11:50:56.690801,"(10.0, 11.5, 11.0)","(7.5, 8.8, 8.671428571428573)","(6.5, 7.6, 7.189041095890411)","(2.0, 2.4, 2.3962499999999998)","(5.0, 6.2, 6.136842105263158)","(13.0, 16.0, 15.842105263157894)"
15-12-2022 11:50:57.664022,"(10.0, 11.5, 11.0)","(7.5, 8.8, 8.542857142857143)","(6.5, 7.6, 7.189041095890411)","(2.0, 2.4, 2.3962499999999998)","(5.0, 6.2, 6.136842105263158)","(13.0, 16.0, 15.842105263157894)"
15-12-2022 11:50:58.579098,"(10.0, 11.5, 11.0)","(7.5, 8.8, 8.685714285714287)","(6.5, 7.6, 7.189041095890411)","(2.0, 2.4, 2.3962499999999998)","(5.0, 6.2, 6.136842105263158)","(13.0, 16.0, 15.842105263157894)"
15-12-2022 11:50:59.552127,"(10.0, 11.5, 11.0)","(7.5, 8.8, 8.685714285714287)","(6.5, 7.6, 7.189041095890411)","(2.0, 2.4, 2.3979310344827587)","(5.0, 6.2, 6.152380952380953)","(13.0, 16.0, 15.842105263157894)"
15-12-2022 11:51:00.518863,"(10.0, 11.5, 11.0)","(7.5, 8.8, 8.575)","(6.5, 7.6, 7.189041095890411)","(2.0, 2.4, 2.3979310344827587)","(5.0, 6.2, 6.1030303030303035)","(13.0, 16.0, 15.842105263157894)"
15-12-2022 11:51:01.433463,"(10.0, 11.5, 11.0)","(7.5, 8.8, 8.575)","(6.5, 7.6, 7.189041095890411)","(2.0, 2.4, 2.3979310344827587)","(5.0, 6.4, 6.1030303030303035)","(13.0, 16.0, 15.842105263157894)"
15-12-2022 11:51:02.353721,"(10.0, 11.5, 10.571428571428571)","(7.5, 8.8, 8.575)","(6.5, 7.6, 7.189041095890411)","(2.0, 2.4, 2.393333333333333)","(5.0, 6.4, 6.1030303030303035)","(13.0, 16.0, 15.842105263157894)"
15-12-2022 11:51:03.340323,"(10.0, 11.5, 10.571428571428571)","(7.5, 8.8, 8.575)","(6.5, 7.6, 7.189041095890411)","(2.0, 2.4, 2.393333333333333)","(5.0, 6.4, 6.177272727272728)","(13.0, 16.0, 15.842105263157894)"
15-12-2022 11:51:04.344352,"(10.0, 11.5, 10.870967741935484)","(7.5, 8.8, 8.575)","(6.5, 7.6, 7.189041095890411)","(2.0, 2.4, 2.393333333333333)","(5.0, 6.4, 6.177272727272728)","(13.0, 16.0, 15.842105263157894)"
15-12-2022 11:51:05.252956,"(10.0, 11.0, 10.857142857142858)","(7.5, 8.8, 8.575)","(6.5, 7.6, 7.123809523809523)","(2.0, 2.4, 2.393333333333333)","(5.0, 6.2, 6.0)","(13.0, 16.0, 15.8)"
15-12-2022 11:51:06.139818,"(10.0, 11.0, 10.857142857142858)","(7.5, 8.8, 8.575)","(6.5, 7.6, 7.123809523809523)","(2.0, 2.4, 2.393333333333333)","(5.0, 6.2, 6.0)","(13.0, 16.0, 15.8)"
15-12-2022 11:51:07.146847,"(10.0, 11.0, 10.857142857142858)","(7.5, 8.8, 8.575)","(6.5, 7.6, 7.123809523809523)","(2.0, 2.4, 2.393333333333333)","(5.0, 6.2, 6.0)","(13.0, 16.0, 15.8)"
