,Heza Galvinator,As She Says,Ghost Train,Jakki Mun,Melton Xmas Girl,Hollywoodbound,Ash And Jo,Swift Change,Shesherz
11-01-2023 20:21:32.350266,"(10.0, 15.0, 14.6)","(3.0, 3.75, 5.038235294117648)","(21.0, 42.0, 38.666666666666664)","(2.1, 2.46, 2.38)","(101.0, 330.0, 126.36363636363636)","(12.0, 17.0, 9.875)","(5.5, 7.0, 5.909090909090909)","(101.0, 440.0, 5042.0)","(61.0, 100.0, 90.0)"
11-01-2023 20:21:33.668512,"(10.0, 18.0, 9.288888888888888)","(3.0, 5.4, 5.045454545454546)","(21.0, 70.0, 38.666666666666664)","(2.1, 2.56, 2.38)","(101.0, 390.0, 126.36363636363636)","(12.0, 20.0, 10.25)","(5.5, 9.0, 6.142857142857143)","(101.0, 99999, 5044.5)","(61.0, 130.0, 90.0)"
11-01-2023 20:21:35.062382,"(10.0, 5.5, 5.401851851851852)","(3.0, 5.4, 5.088235294117647)","(21.0, 70.0, 59.46666666666667)","(2.1, 2.56, 2.3866666666666667)","(101.0, 390.0, 235.0)","(12.0, 20.0, 10.03076923076923)","(5.5, 9.0, 6.085714285714285)","(101.0, 99999, 530.0)","(61.0, 130.0, 76.66666666666667)"
11-01-2023 20:21:36.404710,"(10.0, 12.5, 10.133333333333333)","(3.0, 5.3, 4.485714285714286)","(21.0, 60.0, 54.57777777777778)","(2.1, 2.6, 2.381818181818182)","(101.0, 370.0, 235.0)","(12.0, 20.0, 14.45)","(5.5, 9.0, 6.5200000000000005)","(101.0, 970.0, 530.0)","(61.0, 130.0, 103.33333333333334)"
11-01-2023 20:21:37.744701,"(10.0, 12.0, 6.456521739130435)","(3.0, 5.3, 5.274137931034483)","(21.0, 55.0, 54.57777777777778)","(2.1, 2.6, 2.381818181818182)","(101.0, 370.0, 235.0)","(12.0, 19.5, 17.48)","(5.5, 9.0, 6.5200000000000005)","(101.0, 970.0, 525.0)","(61.0, 130.0, 103.33333333333334)"
11-01-2023 20:21:39.028346,"(10.0, 11.5, 6.456521739130435)","(3.0, 5.3, 5.274137931034483)","(21.0, 55.0, 54.57777777777778)","(2.1, 2.6, 2.61375)","(101.0, 370.0, 240.0)","(12.0, 19.5, 14.35)","(5.5, 9.0, 6.279999999999999)","(101.0, 960.0, 5044.5)","(61.0, 130.0, 103.33333333333334)"
11-01-2023 20:21:40.317741,"(10.0, 11.5, 6.282608695652174)","(3.0, 5.0, 4.970229007633588)","(21.0, 55.0, 54.57777777777778)","(2.1, 2.62, 2.62)","(101.0, 370.0, 240.0)","(12.0, 19.5, 14.35)","(5.5, 9.0, 6.085714285714285)","(101.0, 99999, 520.0)","(61.0, 130.0, 103.33333333333334)"
11-01-2023 20:21:41.611432,"(10.0, 15.5, 9.728571428571428)","(3.0, 5.4, 5.36412213740458)","(21.0, 55.0, 39.0)","(2.1, 2.64, 2.405)","(101.0, 370.0, 240.0)","(12.0, 19.5, 14.35)","(5.5, 9.0, 6.279999999999999)","(101.0, 950.0, 530.0)","(61.0, 130.0, 103.33333333333334)"
11-01-2023 20:21:43.015420,"(10.0, 12.5, 10.725)","(3.0, 4.9, 5.286746987951807)","(21.0, 55.0, 33.666666666666664)","(2.1, 2.66, 2.435)","(101.0, 370.0, 240.0)","(12.0, 19.5, 14.35)","(5.5, 9.0, 6.279999999999999)","(101.0, 970.0, 525.0)","(61.0, 130.0, 103.33333333333334)"
11-01-2023 20:21:44.338678,"(10.0, 12.5, 10.725)","(3.0, 5.4, 5.286746987951807)","(21.0, 55.0, 33.666666666666664)","(2.1, 2.66, 2.6707317073170733)","(101.0, 370.0, 240.0)","(12.0, 19.5, 16.066666666666666)","(5.5, 9.0, 5.953846153846154)","(101.0, 960.0, 530.0)","(61.0, 130.0, 103.33333333333334)"
11-01-2023 20:21:45.691490,"(10.0, 12.0, 6.260869565217392)","(3.0, 5.4, 5.286746987951807)","(21.0, 55.0, 33.666666666666664)","(2.1, 2.7, 2.6707317073170733)","(101.0, 370.0, 240.0)","(12.0, 19.5, 16.066666666666666)","(5.5, 9.0, 5.953846153846154)","(101.0, 970.0, 525.0)","(61.0, 130.0, 103.33333333333334)"
11-01-2023 20:21:47.127264,"(10.0, 12.0, 6.260869565217392)","(3.0, 5.3, 5.21867469879518)","(21.0, 55.0, 33.666666666666664)","(2.1, 2.7, 2.38875)","(101.0, 370.0, 240.0)","(12.0, 19.5, 16.066666666666666)","(5.5, 9.0, 5.953846153846154)","(101.0, 960.0, 530.0)","(61.0, 130.0, 103.33333333333334)"
11-01-2023 20:21:48.545717,"(10.0, 12.0, 6.3478260869565215)","(3.0, 5.3, 4.2)","(21.0, 55.0, 35.0)","(2.1, 2.6, 2.432857142857143)","(101.0, 370.0, 240.0)","(12.0, 19.5, 14.45)","(5.5, 9.0, 6.279999999999999)","(101.0, 970.0, 525.0)","(61.0, 130.0, 103.33333333333334)"
11-01-2023 20:21:50.027920,"(10.0, 12.0, 6.571428571428571)","(3.0, 5.3, 4.475)","(21.0, 55.0, 40.0)","(2.1, 2.7, 2.5)","(101.0, 370.0, 240.0)","(12.0, 19.5, 11.32)","(5.5, 9.0, 5.050000000000001)","(101.0, 960.0, 530.0)","(61.0, 130.0, 103.33333333333334)"
11-01-2023 20:21:51.672541,"(10.0, 12.0, 7.323076923076923)","(3.0, 5.3, 4.713636363636363)","(21.0, 55.0, 40.5)","(2.1, 2.7, 2.5375)","(101.0, 370.0, 235.0)","(12.0, 19.0, 11.48)","(5.5, 5.2, 5.36)","(101.0, 970.0, 530.0)","(61.0, 130.0, 103.33333333333334)"
11-01-2023 20:21:53.479643,"(10.0, 12.0, 7.323076923076923)","(3.0, 5.3, 4.225)","(21.0, 55.0, 40.0)","(2.1, 2.7, 2.734871794871795)","(101.0, 370.0, 240.0)","(12.0, 19.0, 15.533333333333333)","(5.5, 6.8, 5.663157894736842)","(101.0, 970.0, 525.0)","(61.0, 130.0, 103.33333333333334)"
11-01-2023 20:21:55.037218,"(10.0, 12.0, 6.713043478260869)","(3.0, 5.3, 4.566666666666666)","(21.0, 55.0, 39.0)","(2.1, 2.74, 2.05)","(101.0, 370.0, 135.45454545454544)","(12.0, 18.5, 13.85)","(5.5, 6.8, 5.7846153846153845)","(101.0, 960.0, 530.0)","(61.0, 130.0, 103.33333333333334)"
11-01-2023 20:21:56.636445,"(10.0, 12.0, 6.713043478260869)","(3.0, 5.3, 4.64)","(21.0, 55.0, 40.0)","(2.1, 2.06, 2.8064406779661013)","(101.0, 390.0, 126.36363636363636)","(12.0, 18.5, 18.4)","(5.5, 6.8, 6.0)","(101.0, 970.0, 530.0)","(61.0, 130.0, 103.33333333333334)"
11-01-2023 20:21:58.139887,"(10.0, 12.0, 8.666666666666666)","(3.0, 5.3, 5.14)","(21.0, 55.0, 51.25)","(2.1, 2.82, 2.8049056603773583)","(101.0, 390.0, 135.45454545454544)","(12.0, 27.0, 9.411764705882353)","(5.5, 6.8, 4.903921568627451)","(101.0, 970.0, 525.0)","(61.0, 130.0, 103.33333333333334)"
11-01-2023 20:21:59.561305,"(10.0, 11.0, 6.3625)","(3.0, 5.3, 5.1000000000000005)","(21.0, 55.0, 50.714285714285715)","(2.1, 2.82, 2.804)","(101.0, 390.0, 139.0909090909091)","(12.0, 9.6, 17.5)","(5.5, 5.0, 4.906666666666667)","(101.0, 960.0, 530.0)","(61.0, 130.0, 103.33333333333334)"
11-01-2023 20:22:00.979140,"(10.0, 11.0, 6.3625)","(3.0, 5.4, 5.17)","(21.0, 55.0, 50.714285714285715)","(2.1, 2.82, 2.802608695652174)","(101.0, 430.0, 210.0)","(12.0, 25.0, 23.6)","(5.5, 5.0, 4.911111111111111)","(101.0, 970.0, 530.0)","(61.0, 130.0, 114.0)"
11-01-2023 20:22:02.426351,"(10.0, 11.0, 6.3625)","(3.0, 5.3, 5.1)","(21.0, 55.0, 50.714285714285715)","(2.1, 2.82, 2.8233333333333333)","(101.0, 410.0, 210.0)","(12.0, 38.0, 17.0)","(5.5, 5.0, 4.381818181818182)","(101.0, 970.0, 530.0)","(61.0, 130.0, 114.0)"
11-01-2023 20:22:03.966644,"(10.0, 11.0, 6.76)","(3.0, 5.3, 5.261864406779662)","(21.0, 55.0, 50.714285714285715)","(2.1, 2.84, 2.8506666666666667)","(101.0, 410.0, 139.0909090909091)","(12.0, 23.0, 21.0)","(5.5, 5.0, 4.5200000000000005)","(101.0, 970.0, 5044.5)","(61.0, 130.0, 75.71428571428572)"
11-01-2023 20:22:06.278595,"(10.0, 11.0, 8.142857142857142)","(3.0, 5.1, 4.8)","(21.0, 55.0, 40.5)","(2.1, 3.05, 2.879375)","(101.0, 430.0, 139.0909090909091)","(12.0, 32.0, 27.0)","(5.5, 4.0, 3.85249500998004)","(101.0, 960.0, 525.0)","(61.0, 140.0, 75.71428571428572)"
11-01-2023 20:22:07.636763,"(10.0, 11.0, 8.833333333333334)","(3.0, 5.1, 5.272)","(21.0, 55.0, 40.5)","(2.1, 3.05, 2.969705882352941)","(101.0, 430.0, 210.0)","(12.0, 32.0, 9.455555555555556)","(5.5, 4.0, 3.852538930264049)","(101.0, 960.0, 515.0)","(61.0, 140.0, 75.71428571428572)"
11-01-2023 20:22:09.024343,"(10.0, 11.0, 8.833333333333334)","(3.0, 5.3, 5.2176470588235295)","(21.0, 55.0, 51.25)","(2.1, 3.05, 2.9589999999999996)","(101.0, 410.0, 210.0)","(12.0, 11.5, 17.240000000000002)","(5.5, 4.0, 3.8525737817433083)","(101.0, 940.0, 525.0)","(61.0, 140.0, 75.71428571428572)"
