,Ripstone Snorter,Mista Moose,Nifty Ronald,Parallel,Operative Anna,Little Cessna,Louisiana Freedom,Bettor Be Lucky,Rum Delight Nz,Change Of Mind
10-01-2023 14:12:32.674435,"(10.0, 13.5, 13.333333333333334)","(19.0, 34.0, 30.8)","(26.0, 55.0, 42.142857142857146)","(2.2, 2.68, 2.6260000000000003)","(3.9, 4.7, 4.5200000000000005)","(17.0, 25.0, 20.6)","(7.5, 10.5, 10.316666666666666)","(31.0, 42.0, 36.096774193548384)","(11.0, 99999, 99990)","(31.0, 48.0, 42.666666666666664)"
10-01-2023 14:12:34.022318,"(10.0, 13.5, 13.3)","(19.0, 34.0, 27.142857142857142)","(26.0, 55.0, 42.142857142857146)","(2.2, 2.68, 2.6260000000000003)","(3.9, 4.8, 4.5200000000000005)","(17.0, 25.0, 20.6)","(7.5, 10.5, 10.185714285714285)","(31.0, 42.0, 36.096774193548384)","(11.0, 99999, 99990)","(31.0, 48.0, 42.666666666666664)"
10-01-2023 14:12:35.366326,"(10.0, 13.5, 13.3)","(19.0, 34.0, 27.0)","(26.0, 55.0, 42.142857142857146)","(2.2, 2.68, 2.621818181818182)","(3.9, 4.8, 4.5200000000000005)","(17.0, 25.0, 20.6)","(7.5, 10.5, 9.82857142857143)","(31.0, 42.0, 36.096774193548384)","(11.0, 99999, 99990)","(31.0, 48.0, 42.666666666666664)"
10-01-2023 14:12:36.638457,"(10.0, 14.0, 13.3)","(20.0, 34.0, 27.0)","(26.0, 55.0, 42.142857142857146)","(2.2, 2.68, 2.6053333333333333)","(3.9, 4.8, 4.5200000000000005)","(17.0, 25.0, 20.6)","(7.5, 10.0, 9.82857142857143)","(31.0, 42.0, 36.096774193548384)","(11.0, 99999, 99990)","(31.0, 48.0, 42.666666666666664)"
10-01-2023 14:12:37.866655,"(10.0, 14.0, 13.416666666666666)","(20.0, 32.0, 28.0)","(26.0, 55.0, 42.142857142857146)","(2.2, 2.68, 2.6592207792207794)","(3.9, 4.8, 4.542857142857143)","(17.0, 25.0, 20.6)","(7.5, 10.0, 9.82857142857143)","(31.0, 42.0, 36.45454545454545)","(11.0, 99999, 99990)","(31.0, 48.0, 42.666666666666664)"
10-01-2023 14:12:39.110412,"(10.0, 14.0, 13.475)","(20.0, 32.0, 28.0)","(26.0, 55.0, 42.142857142857146)","(2.2, 2.68, 2.6592207792207794)","(3.9, 4.8, 4.542857142857143)","(17.0, 25.0, 19.0)","(7.5, 10.0, 9.923809523809524)","(31.0, 42.0, 36.45454545454545)","(11.0, 99999, 99990)","(31.0, 48.0, 42.0)"
10-01-2023 14:12:40.379902,"(10.0, 13.5, 13.366666666666667)","(19.0, 32.0, 28.0)","(26.0, 55.0, 42.142857142857146)","(2.2, 2.68, 2.5771428571428574)","(3.9, 4.8, 4.542857142857143)","(17.0, 25.0, 19.0)","(8.0, 10.5, 9.9)","(31.0, 42.0, 36.45454545454545)","(11.0, 99999, 99990)","(31.0, 48.0, 42.0)"
10-01-2023 14:12:41.774380,"(10.0, 13.5, 13.366666666666667)","(19.0, 34.0, 31.0)","(26.0, 55.0, 42.142857142857146)","(2.2, 2.68, 2.51)","(3.9, 4.8, 4.542857142857143)","(17.0, 25.0, 19.0)","(8.0, 10.0, 9.9)","(31.0, 42.0, 36.45454545454545)","(11.0, 99999, 99990)","(31.0, 48.0, 42.0)"
10-01-2023 14:12:43.174593,"(10.0, 13.5, 13.366666666666667)","(19.0, 34.0, 31.0)","(26.0, 55.0, 42.25)","(2.2, 2.68, 2.53375)","(3.9, 4.8, 4.5864406779661016)","(17.0, 25.0, 19.666666666666668)","(8.0, 10.0, 9.75483870967742)","(31.0, 42.0, 39.785714285714285)","(11.0, 99999, 99990)","(31.0, 48.0, 44.0)"
10-01-2023 14:12:44.741339,"(10.0, 14.0, 13.475)","(19.0, 34.0, 30.6)","(26.0, 55.0, 42.25)","(2.2, 2.68, 2.5175)","(3.9, 4.8, 4.593442622950819)","(17.0, 24.0, 21.833333333333332)","(8.0, 10.5, 9.75483870967742)","(31.0, 40.0, 39.785714285714285)","(11.0, 99999, 99990)","(31.0, 48.0, 44.0)"
10-01-2023 14:12:46.258339,"(10.0, 14.0, 13.475)","(19.0, 36.0, 30.5)","(26.0, 55.0, 40.42857142857143)","(2.2, 2.68, 2.508780487804878)","(3.9, 4.8, 4.632)","(15.0, 24.0, 20.0)","(8.0, 10.5, 9.8)","(31.0, 40.0, 39.75)","(11.0, 99999, 99990)","(31.0, 48.0, 46.0)"
10-01-2023 14:12:47.737475,"(10.0, 14.0, 13.8)","(19.0, 34.0, 29.0)","(26.0, 55.0, 42.25)","(2.2, 2.68, 2.596)","(3.9, 4.8, 5.232692307692307)","(15.0, 22.0, 20.0)","(8.0, 10.0, 9.8)","(31.0, 40.0, 39.76)","(11.0, 99999, 99990)","(31.0, 50.0, 48.0)"
10-01-2023 14:12:49.083054,"(10.0, 13.5, 13.25)","(19.0, 34.0, 29.0)","(26.0, 55.0, 42.25)","(2.2, 2.62, 2.504)","(3.9, 5.3, 4.984)","(15.0, 22.0, 19.666666666666668)","(8.0, 10.0, 9.8)","(31.0, 40.0, 39.53846153846154)","(11.0, 99999, 99990)","(31.0, 50.0, 48.0)"
10-01-2023 14:12:50.347075,"(10.0, 13.5, 13.25)","(19.0, 34.0, 29.5)","(26.0, 55.0, 42.25)","(2.2, 2.54, 2.6170370370370373)","(3.9, 5.2, 4.984)","(15.0, 21.0, 19.666666666666668)","(8.0, 10.0, 9.755555555555556)","(31.0, 40.0, 39.53846153846154)","(11.0, 99999, 99990)","(31.0, 50.0, 49.0)"
10-01-2023 14:12:51.590533,"(10.0, 13.5, 13.346153846153847)","(19.0, 32.0, 29.5)","(26.0, 55.0, 42.25)","(2.2, 2.62, 2.577777777777778)","(3.9, 5.2, 5.075)","(15.0, 21.0, 19.666666666666668)","(8.0, 9.8, 9.755555555555556)","(31.0, 40.0, 39.53846153846154)","(11.0, 99999, 99990)","(31.0, 50.0, 48.5)"
10-01-2023 14:12:52.875214,"(10.0, 13.0, 12.875)","(19.0, 32.0, 29.5)","(26.0, 55.0, 42.25)","(2.2, 2.58, 2.56)","(3.9, 5.2, 5.287234042553191)","(15.0, 21.0, 19.666666666666668)","(8.0, 9.8, 9.755555555555556)","(31.0, 40.0, 39.55555555555556)","(11.0, 99999, 99990)","(31.0, 50.0, 48.5)"
10-01-2023 14:12:54.338769,"(10.0, 13.0, 12.875)","(19.0, 32.0, 29.0)","(26.0, 55.0, 45.57142857142857)","(2.2, 2.58, 2.4842553191489363)","(3.9, 5.3, 5.344444444444445)","(15.0, 21.0, 21.2)","(8.0, 9.8, 9.644444444444444)","(31.0, 40.0, 39.55555555555556)","(11.0, 99999, 99990)","(31.0, 50.0, 49.333333333333336)"
10-01-2023 14:12:55.892387,"(10.0, 13.0, 12.875)","(19.0, 34.0, 29.0)","(26.0, 55.0, 45.57142857142857)","(2.2, 2.58, 2.532212389380531)","(4.0, 5.4, 5.392682926829268)","(15.0, 24.0, 20.6)","(8.0, 10.5, 9.82)","(31.0, 40.0, 39.61290322580645)","(11.0, 99999, 99990)","(31.0, 50.0, 49.333333333333336)"
10-01-2023 14:12:57.532967,"(10.0, 13.0, 13.34375)","(19.0, 32.0, 29.0)","(26.0, 55.0, 45.57142857142857)","(2.2, 2.58, 2.5783050847457627)","(4.0, 5.4, 5.392682926829268)","(15.0, 23.0, 21.0)","(8.0, 10.0, 9.82)","(31.0, 40.0, 39.61290322580645)","(11.0, 99999, 99990)","(31.0, 48.0, 44.44444444444444)"
10-01-2023 14:12:59.219423,"(10.0, 14.0, 12.78125)","(19.0, 32.0, 31.75)","(26.0, 55.0, 45.57142857142857)","(2.2, 2.58, 2.5363106796116504)","(4.0, 5.4, 5.3875)","(15.0, 22.0, 20.2)","(8.0, 10.0, 9.925)","(31.0, 40.0, 39.61290322580645)","(11.0, 99999, 99990)","(31.0, 48.0, 44.44444444444444)"
10-01-2023 14:13:00.667078,"(10.0, 13.0, 12.95)","(19.0, 34.0, 31.75)","(26.0, 55.0, 45.57142857142857)","(2.2, 2.58, 2.5296)","(4.0, 5.4, 5.3875)","(15.0, 21.0, 20.952380952380953)","(8.0, 10.0, 9.925)","(31.0, 40.0, 39.53846153846154)","(11.0, 99999, 99990)","(31.0, 48.0, 44.44444444444444)"
10-01-2023 14:13:02.129662,"(10.0, 13.0, 12.95)","(19.0, 34.0, 30.0)","(26.0, 55.0, 45.57142857142857)","(2.2, 2.58, 2.568095238095238)","(4.0, 5.4, 5.628571428571429)","(15.0, 21.0, 20.952380952380953)","(8.0, 10.0, 9.88)","(31.0, 40.0, 39.46666666666667)","(11.0, 99999, 99990)","(31.0, 48.0, 45.714285714285715)"
10-01-2023 14:13:03.665860,"(10.0, 13.0, 12.95)","(19.0, 32.0, 29.2)","(26.0, 55.0, 45.57142857142857)","(2.2, 2.58, 2.4947945205479454)","(4.0, 5.7, 5.609090909090909)","(15.0, 21.0, 20.952380952380953)","(8.0, 10.0, 9.88)","(31.0, 40.0, 39.46666666666667)","(11.0, 99999, 99990)","(31.0, 48.0, 45.714285714285715)"
10-01-2023 14:13:05.125222,"(10.0, 13.0, 12.982758620689655)","(19.0, 30.0, 29.0)","(26.0, 55.0, 45.57142857142857)","(2.2, 2.5, 2.5314285714285716)","(4.0, 5.7, 5.609090909090909)","(15.0, 21.0, 23.75)","(8.0, 10.0, 9.88)","(31.0, 40.0, 39.46666666666667)","(11.0, 99999, 99990)","(31.0, 48.0, 44.476190476190474)"
10-01-2023 14:13:06.504349,"(10.0, 13.0, 12.9)","(19.0, 30.0, 29.4)","(26.0, 55.0, 47.666666666666664)","(2.2, 2.54, 2.4947826086956524)","(4.0, 5.7, 5.65)","(15.0, 24.0, 25.555555555555557)","(8.0, 10.0, 9.88)","(31.0, 40.0, 39.46666666666667)","(11.0, 99999, 99990)","(31.0, 55.0, 47.5)"
10-01-2023 14:13:07.866202,"(10.0, 13.0, 12.9)","(19.0, 30.0, 29.4)","(26.0, 55.0, 47.666666666666664)","(2.2, 2.62, 2.4947826086956524)","(4.0, 5.8, 5.65)","(17.0, 26.0, 25.555555555555557)","(8.0, 10.0, 9.88)","(31.0, 40.0, 39.46666666666667)","(11.0, 99999, 99990)","(31.0, 50.0, 45.714285714285715)"
10-01-2023 14:13:09.200360,"(10.0, 14.0, 13.7)","(19.0, 36.0, 29.583333333333332)","(26.0, 55.0, 47.666666666666664)","(2.2, 2.62, 2.5965217391304347)","(4.0, 5.8, 5.65)","(17.0, 25.0, 24.833333333333332)","(8.0, 10.0, 9.88)","(31.0, 40.0, 39.46666666666667)","(11.0, 99999, 99990)","(31.0, 48.0, 45.714285714285715)"
10-01-2023 14:13:10.727896,"(10.0, 14.0, 13.7)","(19.0, 36.0, 31.42857142857143)","(26.0, 55.0, 47.666666666666664)","(2.2, 2.62, 2.342608695652174)","(4.0, 5.8, 5.538235294117647)","(17.0, 25.0, 25.4)","(8.0, 10.0, 9.945454545454545)","(31.0, 40.0, 39.714285714285715)","(11.0, 99999, 99990)","(31.0, 48.0, 42.666666666666664)"
10-01-2023 14:13:12.169526,"(10.0, 13.5, 13.4)","(19.0, 34.0, 29.583333333333332)","(26.0, 55.0, 51.25)","(2.2, 2.4, 2.3377777777777777)","(4.0, 6.2, 5.5600000000000005)","(17.0, 27.0, 24.8)","(8.0, 10.0, 9.88)","(31.0, 40.0, 37.666666666666664)","(11.0, 99999, 99990)","(31.0, 48.0, 45.0)"
10-01-2023 14:13:13.644840,"(10.0, 13.5, 13.166666666666666)","(20.0, 36.0, 30.615384615384617)","(26.0, 55.0, 48.18181818181818)","(2.2, 2.36, 2.348888888888889)","(4.0, 5.8, 5.5600000000000005)","(17.0, 26.0, 24.8)","(8.0, 10.0, 9.672727272727272)","(31.0, 38.0, 37.666666666666664)","(11.0, 99999, 99990)","(31.0, 50.0, 45.0)"
10-01-2023 14:13:15.109027,"(10.0, 13.5, 13.3)","(20.0, 36.0, 29.0)","(26.0, 55.0, 47.77777777777778)","(2.2, 2.36, 2.3568421052631576)","(4.0, 5.8, 5.735714285714286)","(17.0, 26.0, 25.0)","(8.0, 10.5, 9.7)","(31.0, 38.0, 36.63636363636363)","(11.0, 99999, 99990)","(31.0, 50.0, 48.0)"
10-01-2023 14:13:16.689830,"(10.0, 13.5, 12.75)","(20.0, 36.0, 29.0)","(26.0, 55.0, 47.142857142857146)","(2.2, 2.36, 2.3266666666666667)","(4.0, 5.8, 5.735714285714286)","(17.0, 27.0, 24.5)","(8.0, 10.0, 9.7)","(31.0, 42.0, 36.63636363636363)","(11.0, 99999, 99990)","(31.0, 50.0, 44.0)"
10-01-2023 14:13:18.143054,"(10.0, 13.0, 14.277777777777779)","(20.0, 36.0, 29.0)","(26.0, 55.0, 51.333333333333336)","(2.15, 2.36, 2.3385714285714285)","(4.0, 5.8, 5.735714285714286)","(17.0, 26.0, 24.5)","(8.0, 10.0, 9.89090909090909)","(31.0, 42.0, 36.63636363636363)","(11.0, 99999, 99990)","(31.0, 50.0, 41.0)"
10-01-2023 14:13:19.848542,"(10.0, 14.5, 12.209677419354838)","(20.0, 36.0, 31.333333333333332)","(26.0, 55.0, 51.333333333333336)","(2.15, 2.36, 2.296)","(4.0, 5.8, 5.7625)","(17.0, 26.0, 24.5)","(8.0, 10.0, 9.66)","(31.0, 42.0, 36.63636363636363)","(11.0, 99999, 99990)","(26.0, 50.0, 42.0)"
10-01-2023 14:13:21.417824,"(10.0, 12.5, 12.209677419354838)","(20.0, 36.0, 31.333333333333332)","(26.0, 55.0, 53.333333333333336)","(2.15, 2.3, 2.2925842696629215)","(4.0, 5.8, 5.9375)","(17.0, 26.0, 25.0)","(8.0, 10.5, 9.66)","(31.0, 42.0, 36.63636363636363)","(11.0, 99999, 99990)","(26.0, 50.0, 42.0)"
10-01-2023 14:13:23.149352,"(10.0, 12.5, 12.210526315789474)","(20.0, 36.0, 21.103448275862068)","(26.0, 55.0, 52.27272727272727)","(2.15, 2.36, 2.2975)","(4.2, 6.0, 5.92)","(17.0, 26.0, 24.6)","(8.0, 10.5, 9.66)","(31.0, 42.0, 36.101694915254235)","(11.0, 99999, 99990)","(31.0, 50.0, 42.0)"
10-01-2023 14:13:24.613109,"(10.0, 12.5, 12.210526315789474)","(20.0, 24.0, 29.25)","(26.0, 55.0, 48.0)","(2.15, 2.36, 2.364390243902439)","(4.2, 6.2, 5.961904761904762)","(17.0, 27.0, 25.714285714285715)","(8.0, 10.5, 9.745945945945946)","(31.0, 42.0, 36.2)","(11.0, 99999, 99990)","(31.0, 50.0, 40.666666666666664)"
10-01-2023 14:13:26.107893,"(10.0, 12.5, 12.375)","(20.0, 32.0, 30.0)","(26.0, 60.0, 47.142857142857146)","(2.15, 2.4, 2.3789473684210525)","(4.2, 6.0, 5.9222222222222225)","(17.0, 27.0, 25.714285714285715)","(8.0, 10.5, 9.745945945945946)","(31.0, 42.0, 36.19672131147541)","(11.0, 99999, 99990)","(31.0, 50.0, 40.0)"
10-01-2023 14:13:27.549428,"(10.0, 12.5, 12.368852459016393)","(20.0, 32.0, 27.0)","(26.0, 60.0, 46.0)","(2.15, 2.42, 2.438176100628931)","(4.2, 6.2, 5.9222222222222225)","(17.0, 27.0, 25.2)","(8.0, 10.5, 10.884868421052632)","(31.0, 42.0, 36.19672131147541)","(11.0, 99999, 99990)","(31.0, 48.0, 40.0)"
10-01-2023 14:13:29.086420,"(10.0, 12.5, 12.481481481481481)","(20.0, 30.0, 25.333333333333332)","(26.0, 60.0, 46.0)","(2.15, 2.44, 2.4315555555555557)","(4.2, 6.2, 6.373968253968254)","(17.0, 27.0, 24.666666666666668)","(8.0, 11.0, 10.871527777777779)","(31.0, 42.0, 36.19672131147541)","(11.0, 99999, 99990)","(31.0, 48.0, 41.0)"
10-01-2023 14:13:30.568633,"(10.0, 12.0, 11.98913043478261)","(17.0, 26.0, 24.4)","(26.0, 50.0, 44.0)","(2.15, 2.44, 2.459479553903346)","(4.2, 6.4, 6.3862542955326465)","(17.0, 26.0, 24.0)","(8.0, 11.0, 10.872340425531915)","(31.0, 42.0, 38.0)","(11.0, 99999, 99990)","(31.0, 46.0, 42.333333333333336)"
10-01-2023 14:13:32.051350,"(10.0, 12.0, 17.125)","(17.0, 25.0, 28.0)","(26.0, 48.0, 42.0)","(2.15, 2.46, 1.9194029850746268)","(4.2, 6.4, 6.428125)","(17.0, 26.0, 18.0)","(8.0, 11.0, 14.2375)","(31.0, 40.0, 42.5)","(11.0, 99999, 99990)","(31.0, 44.0, 43.0)"
10-01-2023 14:13:33.467327,"(10.0, 17.5, 10.675)","(19.0, 38.0, 28.0)","(26.0, 60.0, 42.0)","(2.1, 3.2, 2.1136470588235294)","(4.4, 7.0, 6.2)","(17.0, 27.0, 16.875)","(8.0, 17.5, 8.950000000000001)","(31.0, 60.0, 40.0)","(11.0, 99999, 99990)","(31.0, 65.0, 43.5)"
10-01-2023 14:13:34.870828,"(10.0, 17.5, 10.675)","(19.0, 34.0, 26.0)","(26.0, 60.0, 42.0)","(2.1, 2.44, 2.1136470588235294)","(4.4, 7.0, 6.2)","(17.0, 27.0, 18.0)","(8.0, 9.4, 9.0)","(31.0, 55.0, 40.0)","(11.0, 99999, 99990)","(31.0, 55.0, 39.666666666666664)"
10-01-2023 14:13:36.343089,"(10.0, 23.0, 13.266666666666666)","(19.0, 38.0, 30.0)","(26.0, 60.0, 36.0)","(2.1, 2.44, 2.2239285714285715)","(4.4, 7.0, 5.65)","(17.0, 27.0, 19.125)","(8.0, 9.4, 11.666666666666666)","(31.0, 55.0, 35.0)","(11.0, 99999, 99990)","(31.0, 55.0, 39.666666666666664)"
10-01-2023 14:13:37.867403,"(10.0, 17.0, 14.2)","(19.0, 38.0, 25.25)","(26.0, 60.0, 38.666666666666664)","(2.1, 2.44, 2.3200000000000003)","(4.4, 7.0, 5.333333333333333)","(17.0, 27.0, 19.125)","(8.0, 17.0, 13.5)","(31.0, 55.0, 45.2)","(11.0, 99999, 99990)","(31.0, 55.0, 37.75)"
10-01-2023 14:13:39.388049,"(10.0, 23.0, 19.4)","(19.0, 38.0, 25.25)","(26.0, 60.0, 41.5)","(2.1, 2.42, 2.3200000000000003)","(4.4, 6.8, 5.1499999999999995)","(17.0, 27.0, 19.125)","(8.0, 16.5, 13.8)","(31.0, 50.0, 31.25)","(11.0, 99999, 99990)","(31.0, 55.0, 37.75)"
10-01-2023 14:13:40.930358,"(10.0, 23.0, 15.8)","(19.0, 38.0, 26.6)","(26.0, 55.0, 41.0)","(2.1, 2.42, 2.433333333333333)","(4.4, 6.8, 5.9)","(17.0, 27.0, 21.0)","(8.0, 17.0, 7.440404040404041)","(31.0, 50.0, 31.25)","(11.0, 99999, 99990)","(31.0, 55.0, 48.4)"
10-01-2023 14:13:42.432000,"(10.0, 23.0, 13.266666666666666)","(19.0, 38.0, 31.25)","(26.0, 55.0, 41.0)","(2.1, 2.44, 2.9031858407079647)","(4.4, 7.0, 5.9714285714285715)","(17.0, 27.0, 21.0)","(8.0, 8.2, 13.666666666666668)","(31.0, 50.0, 31.25)","(11.0, 99999, 99990)","(31.0, 55.0, 52.4)"
10-01-2023 14:13:43.919893,"(10.0, 23.0, 13.266666666666666)","(19.0, 38.0, 32.85714285714286)","(26.0, 55.0, 46.0)","(2.1, 3.2, 2.5703225806451613)","(4.4, 7.0, 5.9714285714285715)","(17.0, 27.0, 21.0)","(8.0, 17.0, 5.6685185185185185)","(31.0, 50.0, 31.25)","(11.0, 99999, 99990)","(31.0, 60.0, 52.0)"
10-01-2023 14:13:45.731756,"(10.0, 23.0, 13.266666666666666)","(19.0, 38.0, 41.714285714285715)","(26.0, 55.0, 52.66666666666667)","(2.1, 2.88, 2.5934883720930233)","(4.4, 7.0, 5.9714285714285715)","(17.0, 27.0, 21.0)","(8.0, 6.2, 5.626548672566372)","(31.0, 50.0, 31.25)","(11.0, 99999, 99990)","(31.0, 60.0, 54.666666666666664)"
10-01-2023 14:13:47.444692,"(10.0, 23.0, 13.266666666666666)","(19.0, 42.0, 41.81395348837209)","(26.0, 65.0, 61.0)","(2.1, 2.88, 2.7666666666666666)","(4.4, 7.0, 5.85)","(17.0, 27.0, 21.0)","(8.0, 6.6, 5.4375)","(31.0, 50.0, 31.25)","(11.0, 99999, 99990)","(31.0, 60.0, 54.666666666666664)"
10-01-2023 14:13:49.157526,"(10.0, 23.0, 17.5)","(19.0, 42.0, 41.80487804878049)","(26.0, 65.0, 53.0)","(2.1, 2.86, 2.4256451612903227)","(4.4, 7.0, 6.34)","(17.0, 27.0, 18.75)","(8.0, 5.5, 5.542857142857143)","(31.0, 50.0, 31.25)","(11.0, 99999, 99990)","(31.0, 60.0, 54.666666666666664)"
10-01-2023 14:13:50.820764,"(10.0, 23.0, 20.119999999999997)","(19.0, 42.0, 41.84)","(26.0, 65.0, 60.0)","(2.1, 2.44, 2.4259574468085106)","(4.4, 7.0, 8.527272727272727)","(17.0, 27.0, 20.0)","(8.0, 6.0, 5.36)","(31.0, 50.0, 33.333333333333336)","(11.0, 99999, 99990)","(31.0, 60.0, 54.666666666666664)"
10-01-2023 14:13:52.455068,"(10.0, 23.0, 20.119999999999997)","(19.0, 42.0, 41.84)","(26.0, 80.0, 55.0)","(2.1, 2.44, 2.426060606060606)","(4.4, 14.0, 9.041666666666668)","(17.0, 27.0, 20.0)","(8.0, 6.0, 5.258333333333334)","(31.0, 50.0, 33.333333333333336)","(11.0, 99999, 99990)","(31.0, 60.0, 54.666666666666664)"
10-01-2023 14:13:53.970242,"(10.0, 23.0, 7.622)","(19.0, 42.0, 41.84)","(26.0, 80.0, 48.0)","(2.1, 2.44, 2.427)","(4.4, 14.0, 9.714285714285714)","(17.0, 27.0, 20.333333333333332)","(8.0, 5.9, 5.65)","(31.0, 50.0, 34.0)","(11.0, 99999, 99990)","(31.0, 60.0, 54.666666666666664)"
10-01-2023 14:13:55.646332,"(10.0, 9.8, 15.5)","(19.0, 42.0, 42.0)","(26.0, 80.0, 64.0)","(2.1, 2.44, 2.428092485549133)","(4.4, 13.5, 7.025)","(17.0, 27.0, 23.0)","(8.0, 5.9, 5.48)","(31.0, 50.0, 34.0)","(11.0, 99999, 99990)","(31.0, 60.0, 52.4)"
10-01-2023 14:13:57.269827,"(10.0, 20.0, 15.5)","(19.0, 44.0, 44.0)","(26.0, 80.0, 67.6)","(2.1, 2.44, 2.428860759493671)","(4.4, 7.4, 11.375)","(17.0, 27.0, 36.0)","(8.0, 5.9, 5.514285714285714)","(31.0, 50.0, 33.333333333333336)","(11.0, 99999, 99990)","(31.0, 65.0, 54.5)"
10-01-2023 14:13:58.797576,"(10.0, 20.0, 13.8)","(19.0, 48.0, 46.333333333333336)","(26.0, 90.0, 54.0)","(2.1, 2.44, 2.428860759493671)","(4.4, 14.0, 11.375)","(17.0, 42.0, 21.6)","(8.0, 5.9, 5.63)","(31.0, 50.0, 39.5)","(11.0, 99999, 99990)","(31.0, 65.0, 54.5)"
10-01-2023 14:14:00.357398,"(10.0, 16.0, 13.2)","(19.0, 48.0, 46.333333333333336)","(26.0, 90.0, 54.0)","(2.1, 2.44, 2.4343859649122805)","(4.4, 14.0, 12.25)","(17.0, 42.0, 28.25)","(8.0, 5.9, 5.586956521739131)","(31.0, 60.0, 37.25)","(11.0, 99999, 99990)","(31.0, 65.0, 54.5)"
10-01-2023 14:14:01.988187,"(10.0, 16.0, 15.7)","(19.0, 48.0, 46.333333333333336)","(26.0, 90.0, 54.0)","(2.1, 2.44, 2.2188235294117646)","(4.4, 13.5, 7.333333333333333)","(17.0, 40.0, 33.625)","(8.0, 5.9, 5.5760000000000005)","(31.0, 55.0, 39.83333333333333)","(11.0, 99999, 99990)","(31.0, 65.0, 54.5)"
10-01-2023 14:14:03.444600,"(10.0, 19.5, 15.25)","(19.0, 48.0, 46.333333333333336)","(26.0, 90.0, 68.4)","(2.1, 2.36, 2.250588235294118)","(4.4, 10.5, 8.4)","(17.0, 40.0, 28.0)","(8.0, 5.9, 5.547826086956522)","(31.0, 50.0, 31.4)","(11.0, 99999, 99990)","(31.0, 65.0, 54.5)"
10-01-2023 14:14:04.961506,"(10.0, 17.0, 10.566666666666666)","(19.0, 48.0, 48.0)","(26.0, 90.0, 62.400000000000006)","(2.1, 2.42, 2.288235294117647)","(4.4, 14.0, 8.575)","(17.0, 40.0, 28.0)","(8.0, 5.9, 5.484615384615385)","(31.0, 50.0, 27.5)","(11.0, 99999, 99990)","(31.0, 65.0, 54.5)"
10-01-2023 14:14:06.367311,"(10.0, 16.5, 12.066666666666666)","(19.0, 50.0, 52.5)","(26.0, 80.0, 64.0)","(2.1, 2.42, 2.7857142857142856)","(4.4, 14.0, 10.1)","(17.0, 40.0, 23.25)","(8.0, 5.9, 5.771428571428571)","(31.0, 50.0, 38.0)","(11.0, 99999, 99990)","(31.0, 65.0, 54.5)"
10-01-2023 14:14:07.908852,"(10.0, 21.0, 17.16)","(19.0, 65.0, 52.5)","(26.0, 90.0, 73.33333333333334)","(2.1, 2.86, 2.822857142857143)","(4.4, 13.5, 5.525)","(17.0, 42.0, 23.25)","(8.0, 6.0, 6.332203389830508)","(31.0, 50.0, 40.16666666666667)","(11.0, 99999, 99990)","(31.0, 65.0, 54.5)"
