,Arentee,Lucky Exchange,I Am Lethal,Ready For Anything,Mobstar,Prime Asset,Spiritualised,Pentito,Charlies Case,Resonator,Wealthy Investor,Daytona,West Of Africa,Oakfield Triumph,Data Patch
07-01-2023 16:31:37.227565,"(6.5, 8.0, 7.762995594713656)","(71.0, 95.0, 91.94444444444444)","(7.5, 8.6, 8.460869565217392)","(101.0, 180.0, 177.22222222222223)","(31.0, 44.0, 41.34090909090909)","(61.0, 75.0, 72.3529411764706)","(5.5, 5.7, 5.698620689655173)","(71.0, 85.0, 81.11111111111111)","(91.0, 120.0, 115.625)","(3.5, 4.0, 3.9870196078431372)","(51.0, 65.0, 66.30952380952381)","(10.0, 11.0, 10.868627450980393)","(6.5, 7.6, 7.49054441260745)","(71.0, 85.0, 82.12121212121212)","(91.0, 130.0, 113.95348837209302)"
07-01-2023 16:31:38.924599,"(7.0, 7.8, 7.770318021201414)","(71.0, 95.0, 91.90140845070422)","(7.5, 8.6, 8.463492063492064)","(101.0, 180.0, 177.5)","(31.0, 42.0, 41.17142857142857)","(61.0, 75.0, 74.34782608695652)","(5.5, 5.7, 5.690185676392573)","(71.0, 90.0, 82.94117647058823)","(91.0, 120.0, 116.0)","(3.5, 4.0, 3.9822255192878337)","(51.0, 70.0, 66.70212765957447)","(10.0, 11.0, 10.840625)","(6.5, 7.6, 7.51529933481153)","(71.0, 85.0, 82.36111111111111)","(91.0, 130.0, 114.66666666666667)"
07-01-2023 16:31:40.621624,"(7.0, 7.8, 7.765714285714285)","(71.0, 95.0, 91.90140845070422)","(7.5, 8.6, 8.43015214384509)","(101.0, 180.0, 175.0)","(31.0, 42.0, 41.2)","(61.0, 75.0, 74.31818181818181)","(5.5, 5.7, 5.726465661641541)","(71.0, 90.0, 81.72413793103448)","(91.0, 120.0, 116.21621621621621)","(3.5, 4.0, 3.9779394644935975)","(51.0, 70.0, 66.45161290322581)","(10.0, 11.0, 10.759887005649718)","(6.5, 7.6, 7.512183908045977)","(71.0, 85.0, 82.03703703703704)","(91.0, 130.0, 114.49438202247191)"
07-01-2023 16:31:42.297883,"(7.0, 7.8, 7.765714285714285)","(71.0, 95.0, 89.80392156862744)","(7.5, 8.6, 8.43015214384509)","(101.0, 180.0, 175.0)","(31.0, 42.0, 41.12643678160919)","(61.0, 75.0, 74.25)","(5.5, 5.8, 5.739918533604888)","(71.0, 90.0, 81.72413793103448)","(91.0, 120.0, 116.21621621621621)","(3.5, 4.0, 3.9778362573099417)","(51.0, 70.0, 65.71428571428571)","(10.0, 11.0, 10.71476510067114)","(6.5, 7.6, 7.514349775784753)","(71.0, 85.0, 81.93548387096774)","(91.0, 130.0, 114.66666666666667)"
07-01-2023 16:31:43.928572,"(7.0, 7.8, 7.765714285714285)","(71.0, 90.0, 89.45454545454545)","(7.5, 8.6, 8.366740576496674)","(101.0, 180.0, 174.44444444444446)","(31.0, 42.0, 39.21518987341772)","(61.0, 75.0, 74.46428571428571)","(5.5, 5.8, 5.788279301745636)","(71.0, 90.0, 84.375)","(91.0, 120.0, 116.41025641025641)","(3.5, 4.0, 3.9206117021276596)","(51.0, 70.0, 65.78947368421052)","(10.0, 11.0, 11.682186234817813)","(6.5, 7.6, 7.73968253968254)","(71.0, 85.0, 82.28571428571429)","(91.0, 130.0, 115.0)"
07-01-2023 16:31:45.620507,"(7.0, 7.8, 7.743465045592705)","(71.0, 90.0, 89.45454545454545)","(7.5, 8.4, 8.354207436399218)","(101.0, 180.0, 170.47619047619048)","(31.0, 40.0, 39.134020618556704)","(61.0, 75.0, 74.5)","(5.5, 5.8, 5.788437884378844)","(71.0, 85.0, 81.30434782608695)","(91.0, 120.0, 116.58536585365853)","(3.5, 3.95, 3.918662420382166)","(51.0, 70.0, 66.0)","(10.0, 12.0, 11.701520912547528)","(6.5, 7.6, 7.5616071428571425)","(71.0, 85.0, 80.51020408163265)","(91.0, 130.0, 115.31914893617021)"
07-01-2023 16:31:47.352060,"(7.0, 7.8, 7.743465045592705)","(71.0, 90.0, 88.71621621621621)","(7.5, 8.4, 8.378947368421052)","(101.0, 180.0, 164.7058823529412)","(31.0, 40.0, 39.44230769230769)","(61.0, 75.0, 75.53571428571429)","(5.5, 5.8, 5.80343137254902)","(71.0, 85.0, 82.0)","(91.0, 120.0, 115.77777777777777)","(3.5, 3.95, 3.920103092783505)","(51.0, 70.0, 65.56603773584905)","(10.0, 12.0, 11.157407407407407)","(6.5, 7.6, 7.586363636363636)","(71.0, 85.0, 81.0377358490566)","(91.0, 130.0, 114.66666666666667)"
07-01-2023 16:31:49.058614,"(7.0, 7.8, 7.8147909967845655)","(71.0, 90.0, 88.93333333333334)","(7.5, 8.4, 8.348861646234676)","(101.0, 180.0, 165.83333333333334)","(31.0, 40.0, 39.48717948717949)","(61.0, 80.0, 76.3076923076923)","(5.5, 5.9, 5.796805111821086)","(71.0, 85.0, 82.6923076923077)","(91.0, 120.0, 116.88888888888889)","(3.5, 3.95, 3.8808053691275166)","(51.0, 70.0, 64.15254237288136)","(10.0, 11.5, 11.531976744186046)","(6.5, 7.6, 7.435483870967742)","(71.0, 85.0, 80.91836734693878)","(91.0, 130.0, 112.70270270270271)"
07-01-2023 16:31:50.763624,"(7.0, 8.0, 7.837823834196891)","(71.0, 90.0, 88.94736842105263)","(7.5, 8.6, 8.37487091222031)","(101.0, 170.0, 166.15384615384616)","(31.0, 40.0, 38.771929824561404)","(61.0, 80.0, 76.41791044776119)","(5.5, 5.8, 5.845874587458746)","(71.0, 85.0, 82.6)","(91.0, 120.0, 116.95652173913044)","(3.5, 3.9, 3.8904214559386974)","(51.0, 65.0, 63.86363636363637)","(10.0, 12.0, 11.548295454545455)","(7.0, 7.6, 7.436559139784946)","(71.0, 85.0, 80.98039215686275)","(91.0, 130.0, 112.93333333333334)"
07-01-2023 16:31:52.525387,"(7.0, 8.0, 7.846973365617433)","(71.0, 90.0, 89.02439024390245)","(7.5, 8.4, 8.417557251908397)","(101.0, 170.0, 167.05882352941177)","(31.0, 40.0, 38.95302013422819)","(61.0, 80.0, 76.75675675675676)","(5.5, 5.9, 5.840311418685121)","(71.0, 85.0, 80.17241379310344)","(91.0, 120.0, 116.73076923076923)","(3.5, 3.9, 3.9086794019933553)","(51.0, 65.0, 63.68852459016394)","(10.0, 12.0, 11.43581081081081)","(7.0, 7.6, 7.480597014925373)","(71.0, 80.0, 77.22222222222223)","(91.0, 130.0, 114.19753086419753)"
07-01-2023 16:31:54.211595,"(7.0, 8.0, 7.8673960612691465)","(71.0, 90.0, 92.06666666666666)","(7.5, 8.6, 8.435561160151325)","(101.0, 170.0, 164.44444444444446)","(31.0, 40.0, 38.96052631578947)","(61.0, 80.0, 76.92307692307692)","(5.5, 5.9, 5.843648208469055)","(71.0, 85.0, 80.75757575757575)","(91.0, 120.0, 136.31578947368422)","(3.5, 3.95, 3.910814360770578)","(51.0, 65.0, 62.857142857142854)","(10.0, 11.5, 11.325757575757576)","(6.5, 7.6, 7.491034482758621)","(71.0, 80.0, 76.25)","(91.0, 130.0, 115.35211267605634)"
07-01-2023 16:31:55.864380,"(7.0, 8.0, 7.8729559748427675)","(71.0, 95.0, 91.49350649350649)","(7.5, 8.6, 8.640816326530611)","(101.0, 170.0, 165.55555555555554)","(31.0, 40.0, 38.98717948717949)","(61.0, 80.0, 77.0)","(5.5, 5.9, 5.850095602294455)","(71.0, 85.0, 81.0)","(91.0, 150.0, 121.81818181818181)","(3.5, 3.95, 3.923948598130841)","(51.0, 65.0, 63.095238095238095)","(10.0, 11.5, 11.317972350230415)","(6.5, 7.6, 7.5)","(71.0, 80.0, 76.3157894736842)","(91.0, 130.0, 115.75342465753425)"
07-01-2023 16:31:57.559854,"(7.0, 8.0, 7.837967914438503)","(71.0, 95.0, 91.625)","(7.5, 8.8, 8.675113122171945)","(101.0, 170.0, 166.36363636363637)","(31.0, 40.0, 39.01176470588236)","(61.0, 80.0, 77.17647058823529)","(5.5, 5.9, 5.858813263525305)","(71.0, 85.0, 81.41025641025641)","(91.0, 140.0, 114.54545454545455)","(3.5, 3.95, 3.923009758602979)","(51.0, 65.0, 60.93023255813954)","(10.0, 11.5, 11.338056680161943)","(6.5, 7.6, 7.331788079470199)","(71.0, 80.0, 76.3157894736842)","(91.0, 130.0, 115.35211267605634)"
07-01-2023 16:31:59.307316,"(7.0, 8.0, 7.866225165562914)","(71.0, 95.0, 91.53846153846153)","(7.5, 8.8, 8.530685920577618)","(101.0, 170.0, 165.0)","(31.0, 40.0, 39.04651162790698)","(61.0, 80.0, 74.61538461538461)","(5.5, 5.9, 5.767588495575221)","(71.0, 85.0, 81.25)","(91.0, 120.0, 111.875)","(3.5, 3.95, 4.015301724137931)","(51.0, 65.0, 62.72727272727273)","(10.0, 11.5, 11.323741007194245)","(6.5, 7.4, 7.177732793522267)","(71.0, 80.0, 76.15853658536585)","(91.0, 130.0, 115.15151515151516)"
07-01-2023 16:32:01.098450,"(7.0, 8.0, 7.866225165562914)","(61.0, 95.0, 91.45569620253164)","(7.5, 8.6, 8.52831541218638)","(101.0, 170.0, 165.26315789473685)","(31.0, 40.0, 38.89108910891089)","(61.0, 75.0, 74.59677419354838)","(5.5, 5.8, 5.767842876165113)","(71.0, 85.0, 81.25)","(91.0, 120.0, 110.71428571428572)","(3.5, 4.1, 4.004464285714286)","(51.0, 65.0, 62.04545454545455)","(10.0, 11.5, 11.294117647058824)","(6.5, 7.2, 7.1424050632911396)","(71.0, 80.0, 76.15853658536585)","(91.0, 130.0, 115.14285714285714)"
07-01-2023 16:32:02.879161,"(7.0, 8.0, 7.857545271629778)","(61.0, 95.0, 91.45569620253164)","(7.5, 8.6, 8.52831541218638)","(101.0, 170.0, 165.26315789473685)","(31.0, 40.0, 38.89108910891089)","(61.0, 75.0, 74.59677419354838)","(5.5, 5.8, 5.767842876165113)","(71.0, 85.0, 81.75675675675676)","(91.0, 120.0, 105.0)","(3.5, 4.1, 4.0402259887005645)","(51.0, 65.0, 62.5)","(10.0, 11.5, 11.338709677419354)","(6.5, 7.2, 7.167432150313153)","(71.0, 80.0, 76.30434782608695)","(91.0, 130.0, 115.75342465753425)"
07-01-2023 16:32:04.581006,"(7.0, 8.0, 7.868645640074211)","(61.0, 95.0, 91.66666666666667)","(7.5, 8.6, 8.516078431372549)","(101.0, 170.0, 165.71428571428572)","(31.0, 40.0, 39.004975124378106)","(61.0, 75.0, 74.6268656716418)","(5.5, 5.8, 5.784407319013524)","(71.0, 85.0, 81.41304347826087)","(91.0, 110.0, 104.86486486486487)","(3.5, 4.1, 4.060592509782001)","(51.0, 65.0, 62.6)","(10.0, 11.5, 11.338709677419354)","(6.5, 7.2, 7.165690376569038)","(71.0, 80.0, 76.18811881188118)","(91.0, 130.0, 117.1604938271605)"
07-01-2023 16:32:06.449775,"(7.0, 8.0, 7.886655112651646)","(61.0, 95.0, 91.47058823529412)","(7.5, 8.6, 8.489655172413793)","(101.0, 170.0, 165.2941176470588)","(31.0, 40.0, 39.06666666666667)","(61.0, 75.0, 74.67948717948718)","(5.5, 5.8, 5.786647523330941)","(71.0, 85.0, 82.10526315789474)","(81.0, 110.0, 105.77777777777777)","(3.5, 4.1, 4.062195727769498)","(51.0, 65.0, 63.125)","(10.0, 11.5, 11.378419452887538)","(6.5, 7.2, 7.17206132879046)","(71.0, 80.0, 76.59292035398231)","(91.0, 130.0, 118.18181818181819)"
07-01-2023 16:32:08.146790,"(7.0, 8.0, 7.892434210526316)","(71.0, 95.0, 91.75675675675676)","(7.5, 8.6, 8.496535796766743)","(101.0, 170.0, 166.09756097560975)","(31.0, 40.0, 36.827586206896555)","(61.0, 75.0, 74.54545454545455)","(5.5, 5.8, 5.792392909896603)","(71.0, 85.0, 80.93137254901961)","(81.0, 110.0, 105.5813953488372)","(3.5, 4.1, 4.133799237611181)","(51.0, 65.0, 63.5)","(10.0, 11.5, 11.367549668874172)","(6.5, 7.2, 7.126962457337884)","(71.0, 80.0, 76.7578125)","(91.0, 130.0, 119.16666666666667)"
07-01-2023 16:32:09.932146,"(7.0, 8.0, 7.899280575539568)","(71.0, 95.0, 91.75675675675676)","(7.5, 8.6, 8.470940170940171)","(101.0, 170.0, 166.09756097560975)","(31.0, 38.0, 36.75409836065574)","(61.0, 75.0, 74.55128205128204)","(5.5, 5.8, 5.796118721461187)","(71.0, 85.0, 79.70588235294117)","(81.0, 110.0, 105.68181818181819)","(3.5, 4.1, 4.073974540311173)","(51.0, 65.0, 60.333333333333336)","(10.0, 11.5, 11.340073529411764)","(6.5, 7.2, 7.1372197309417045)","(71.0, 80.0, 76.84)","(91.0, 130.0, 121.61290322580645)"
07-01-2023 16:32:11.585829,"(7.0, 8.0, 7.918421052631579)","(71.0, 95.0, 89.44444444444444)","(7.5, 8.6, 8.494035087719299)","(101.0, 170.0, 179.13793103448276)","(31.0, 38.0, 37.63636363636363)","(61.0, 75.0, 74.60227272727273)","(5.5, 5.8, 5.79635989010989)","(71.0, 80.0, 79.74025974025975)","(81.0, 110.0, 106.27450980392157)","(3.5, 4.1, 4.087751004016064)","(51.0, 65.0, 59.53488372093023)","(10.0, 11.5, 11.370149253731343)","(6.5, 7.2, 7.132521087160263)","(71.0, 80.0, 77.05223880597015)","(91.0, 130.0, 130.71428571428572)"
07-01-2023 16:32:13.287605,"(7.0, 8.0, 7.923461538461538)","(61.0, 90.0, 89.54545454545455)","(7.5, 8.6, 8.498430493273542)","(101.0, 180.0, 179.16666666666666)","(31.0, 38.0, 37.80952380952381)","(61.0, 75.0, 74.62765957446808)","(5.5, 5.8, 5.829562982005141)","(71.0, 80.0, 79.74683544303798)","(81.0, 110.0, 107.74193548387098)","(3.5, 4.1, 4.06164672765658)","(51.0, 60.0, 59.891304347826086)","(10.0, 11.5, 11.37205882352941)","(6.5, 7.2, 7.133579335793358)","(71.0, 80.0, 77.15827338129496)","(91.0, 150.0, 133.125)"
07-01-2023 16:32:15.374176,"(7.0, 8.0, 7.925328330206379)","(61.0, 90.0, 89.56521739130434)","(7.5, 8.6, 8.489106487148103)","(101.0, 180.0, 179.18032786885246)","(31.0, 38.0, 37.583333333333336)","(61.0, 75.0, 74.63157894736842)","(5.5, 5.9, 5.891126760563381)","(71.0, 80.0, 79.57831325301206)","(81.0, 110.0, 106.94444444444444)","(3.5, 4.1, 4.055330168321104)","(51.0, 60.0, 59.883720930232556)","(10.0, 11.5, 11.373546511627907)","(6.5, 7.2, 7.107096774193549)","(71.0, 80.0, 77.10884353741497)","(91.0, 140.0, 126.25)"
07-01-2023 16:32:17.400993,"(7.0, 8.0, 7.922285714285715)","(61.0, 90.0, 88.33333333333333)","(7.5, 8.6, 8.474688796680498)","(101.0, 180.0, 179.20634920634922)","(31.0, 38.0, 37.6)","(61.0, 75.0, 74.65346534653466)","(5.5, 5.9, 5.897039030955586)","(71.0, 80.0, 78.98989898989899)","(81.0, 110.0, 107.25)","(3.6, 4.1, 4.037712130735386)","(51.0, 60.0, 59.9)","(10.0, 11.5, 11.381471389645776)","(6.5, 7.2, 7.108905852417303)","(71.0, 80.0, 77.10884353741497)","(91.0, 140.0, 129.0)"
07-01-2023 16:32:19.341407,"(7.0, 8.0, 7.9224334600760455)","(61.0, 95.0, 86.81818181818181)","(7.5, 8.6, 8.325295508274232)","(101.0, 180.0, 179.21875)","(31.0, 38.0, 37.651162790697676)","(61.0, 75.0, 74.4186046511628)","(5.5, 5.9, 5.876315789473685)","(71.0, 80.0, 78.80952380952381)","(81.0, 110.0, 106.66666666666667)","(3.5, 4.1, 4.047826086956522)","(51.0, 60.0, 59.90384615384615)","(10.0, 12.0, 11.582504970178926)","(6.5, 7.2, 7.0981250000000005)","(71.0, 80.0, 77.32704402515724)","(91.0, 140.0, 129.52380952380952)"
07-01-2023 16:32:21.241895,"(7.0, 8.0, 7.938461538461539)","(61.0, 95.0, 87.5)","(7.5, 8.4, 8.330290456431536)","(101.0, 180.0, 179.24242424242425)","(31.0, 38.0, 37.88505747126437)","(61.0, 75.0, 74.40217391304348)","(5.5, 5.9, 5.868671193016489)","(71.0, 80.0, 78.88349514563107)","(81.0, 110.0, 106.73913043478261)","(3.5, 4.1, 4.046760070052539)","(51.0, 60.0, 59.91525423728814)","(10.0, 12.0, 11.615526802218115)","(6.5, 7.2, 7.155263157894737)","(71.0, 80.0, 77.51572327044025)","(91.0, 140.0, 130.83333333333334)"
07-01-2023 16:32:23.035913,"(7.0, 8.0, 7.938461538461539)","(61.0, 95.0, 87.5)","(7.5, 8.4, 8.330290456431536)","(101.0, 180.0, 179.24242424242425)","(31.0, 38.0, 37.88505747126437)","(61.0, 75.0, 74.40217391304348)","(5.5, 5.9, 5.868671193016489)","(71.0, 80.0, 78.88349514563107)","(81.0, 110.0, 106.5909090909091)","(3.5, 4.1, 4.051574803149606)","(51.0, 60.0, 58.529411764705884)","(10.0, 12.0, 11.3675)","(6.5, 7.2, 7.193661971830986)","(71.0, 80.0, 77.3841059602649)","(91.0, 140.0, 149.02439024390245)"
07-01-2023 16:32:24.810208,"(7.0, 8.0, 7.936801541425819)","(61.0, 90.0, 87.82608695652173)","(7.5, 8.4, 8.323636363636364)","(101.0, 180.0, 179.24242424242425)","(31.0, 38.0, 37.891304347826086)","(61.0, 75.0, 74.375)","(5.5, 5.9, 5.896510764662213)","(71.0, 80.0, 78.80530973451327)","(81.0, 110.0, 106.66666666666667)","(3.5, 4.1, 4.0535965386695505)","(51.0, 60.0, 58.611111111111114)","(10.0, 11.5, 11.38771186440678)","(6.5, 7.2, 7.153488372093023)","(71.0, 80.0, 77.31012658227849)","(91.0, 150.0, 144.47368421052633)"
07-01-2023 16:32:26.537403,"(7.0, 8.0, 7.790719257540603)","(61.0, 90.0, 88.75)","(7.5, 8.4, 8.35523613963039)","(101.0, 180.0, 183.07692307692307)","(31.0, 38.0, 37.1219512195122)","(61.0, 75.0, 74.78260869565217)","(5.5, 5.9, 5.874831693423097)","(71.0, 80.0, 79.21739130434783)","(81.0, 110.0, 108.04878048780488)","(3.6, 4.1, 4.0605714285714285)","(51.0, 60.0, 63.75)","(10.0, 11.5, 11.237410071942445)","(6.5, 7.4, 7.265700483091788)","(71.0, 80.0, 77.64150943396227)","(91.0, 140.0, 130.95238095238096)"
07-01-2023 16:32:28.298340,"(7.0, 7.8, 7.571238938053097)","(61.0, 90.0, 88.75)","(7.5, 8.4, 8.355691056910569)","(101.0, 190.0, 182.8)","(31.0, 38.0, 37.228070175438596)","(61.0, 75.0, 74.73404255319149)","(5.5, 5.9, 5.877071682765633)","(71.0, 80.0, 79.21739130434783)","(81.0, 110.0, 107.5)","(3.6, 4.1, 4.041057160417947)","(51.0, 65.0, 63.57142857142857)","(10.0, 11.5, 11.308080808080808)","(6.5, 7.4, 7.296350364963504)","(71.0, 80.0, 77.91095890410959)","(91.0, 140.0, 130.0)"
07-01-2023 16:32:30.112325,"(7.0, 7.6, 7.74551724137931)","(61.0, 90.0, 88.57142857142857)","(7.5, 8.4, 8.414315789473685)","(101.0, 190.0, 178.9855072463768)","(31.0, 38.0, 37.377049180327866)","(61.0, 75.0, 74.85148514851485)","(5.5, 5.9, 5.880393145161291)","(71.0, 80.0, 79.3)","(81.0, 110.0, 108.0)","(3.6, 4.1, 4.041696364932288)","(51.0, 65.0, 49.275862068965516)","(10.0, 11.5, 11.419117647058824)","(6.5, 7.4, 7.365151515151515)","(71.0, 80.0, 78.94957983193277)","(91.0, 140.0, 131.76470588235293)"
07-01-2023 16:32:31.843822,"(7.0, 7.8, 7.758108108108108)","(61.0, 90.0, 83.03030303030303)","(7.5, 8.6, 8.4198606271777)","(101.0, 180.0, 176.8421052631579)","(31.0, 38.0, 37.516129032258064)","(61.0, 75.0, 74.94949494949495)","(5.5, 5.9, 5.881726907630522)","(71.0, 80.0, 79.17525773195877)","(81.0, 110.0, 108.88888888888889)","(3.6, 4.1, 4.0451327433628315)","(51.0, 50.0, 49.37931034482759)","(10.0, 11.5, 11.343589743589744)","(6.5, 7.4, 7.325806451612904)","(71.0, 80.0, 78.48148148148148)","(91.0, 140.0, 128.46153846153845)"
07-01-2023 16:32:33.606182,"(7.0, 7.8, 7.693770491803279)","(61.0, 85.0, 82.6923076923077)","(7.5, 8.6, 8.39910514541387)","(101.0, 180.0, 177.0)","(31.0, 38.0, 37.28)","(61.0, 75.0, 77.63358778625954)","(5.5, 5.9, 5.8674004683840755)","(71.0, 80.0, 79.36170212765957)","(81.0, 110.0, 109.76190476190476)","(3.6, 4.1, 4.026365054602184)","(51.0, 50.0, 53.333333333333336)","(10.0, 11.5, 11.307926829268293)","(6.5, 7.4, 7.280555555555556)","(71.0, 80.0, 78.65384615384616)","(91.0, 130.0, 128.8)"
07-01-2023 16:32:35.336447,"(7.0, 7.8, 7.706976744186046)","(61.0, 85.0, 82.88461538461539)","(7.5, 8.4, 8.40490566037736)","(101.0, 180.0, 177.3684210526316)","(31.0, 38.0, 36.96666666666667)","(61.0, 80.0, 75.15625)","(5.5, 5.9, 5.865685759327378)","(61.0, 80.0, 73.52941176470588)","(81.0, 110.0, 117.3076923076923)","(3.6, 4.1, 4.053711066931743)","(51.0, 55.0, 53.666666666666664)","(10.0, 11.5, 11.331034482758621)","(6.5, 7.4, 7.258687258687259)","(71.0, 80.0, 78.72093023255815)","(91.0, 150.0, 142.85714285714286)"
07-01-2023 16:32:37.185896,"(7.0, 7.8, 7.711320754716981)","(61.0, 85.0, 83.38709677419355)","(7.5, 8.6, 8.431045751633988)","(101.0, 180.0, 177.72727272727272)","(31.0, 38.0, 37.22352941176471)","(61.0, 80.0, 76.02564102564102)","(5.5, 5.9, 5.854900139340455)","(61.0, 80.0, 76.3157894736842)","(81.0, 120.0, 113.63636363636364)","(3.6, 4.1, 4.05230372281607)","(51.0, 55.0, 58.23529411764706)","(10.0, 11.5, 11.41317365269461)","(6.5, 7.4, 7.290419161676647)","(71.0, 80.0, 78.81481481481481)","(91.0, 150.0, 143.10344827586206)"
07-01-2023 16:32:38.858228,"(7.0, 7.8, 7.710204081632653)","(61.0, 85.0, 83.39285714285714)","(7.5, 8.6, 8.435873015873016)","(101.0, 180.0, 177.72727272727272)","(31.0, 38.0, 37.3)","(61.0, 80.0, 76.125)","(5.5, 5.9, 5.861879895561358)","(61.0, 80.0, 76.11111111111111)","(81.0, 120.0, 113.63636363636364)","(3.6, 4.1, 4.045538720538721)","(41.0, 60.0, 55.22727272727273)","(10.0, 11.5, 11.514545454545454)","(6.5, 7.4, 7.294704049844237)","(71.0, 80.0, 78.84328358208955)","(91.0, 140.0, 135.33333333333334)"
07-01-2023 16:32:40.638529,"(7.0, 7.8, 7.714917127071823)","(61.0, 85.0, 83.39285714285714)","(7.5, 8.6, 8.434231378763867)","(101.0, 180.0, 177.72727272727272)","(31.0, 38.0, 37.3)","(61.0, 80.0, 75.7258064516129)","(5.5, 5.9, 5.873062310030395)","(61.0, 80.0, 75.88235294117646)","(81.0, 120.0, 113.63636363636364)","(3.6, 4.1, 4.051459673428996)","(41.0, 60.0, 55.2)","(10.0, 12.0, 11.673444976076555)","(6.5, 7.4, 7.300588235294118)","(71.0, 80.0, 79.12)","(91.0, 140.0, 135.75757575757575)"
07-01-2023 16:32:42.499466,"(7.0, 7.8, 7.7239263803680975)","(61.0, 85.0, 83.54838709677419)","(7.5, 8.6, 8.440791476407915)","(101.0, 180.0, 177.91666666666666)","(31.0, 38.0, 37.35632183908046)","(61.0, 80.0, 75.92307692307692)","(5.5, 5.9, 5.873515128875607)","(61.0, 80.0, 76.21621621621621)","(81.0, 120.0, 116.66666666666666)","(3.6, 4.1, 4.050556438791733)","(41.0, 60.0, 55.2)","(10.0, 12.0, 11.689772727272727)","(6.5, 7.2, 7.144939271255061)","(71.0, 80.0, 79.140625)","(91.0, 140.0, 136.11111111111111)"
07-01-2023 16:32:44.298090,"(7.0, 7.8, 7.7379999999999995)","(61.0, 85.0, 83.67647058823529)","(7.5, 8.6, 8.432659932659933)","(101.0, 180.0, 177.5)","(31.0, 38.0, 37.40425531914894)","(61.0, 80.0, 76.1029411764706)","(5.5, 5.9, 5.87379896526238)","(61.0, 80.0, 76.5)","(81.0, 120.0, 116.88888888888889)","(3.6, 4.1, 4.052711606690319)","(51.0, 50.0, 49.86206896551724)","(10.0, 12.0, 11.709574468085107)","(6.5, 7.2, 7.155631399317406)","(71.0, 80.0, 79.16030534351145)","(91.0, 140.0, 136.21621621621622)"
07-01-2023 16:32:46.087993,"(7.0, 7.8, 7.7379999999999995)","(61.0, 85.0, 83.67647058823529)","(7.5, 8.6, 8.432659932659933)","(101.0, 180.0, 177.5)","(31.0, 38.0, 37.43478260869565)","(61.0, 80.0, 76.21428571428571)","(5.5, 5.9, 5.874718488921177)","(61.0, 80.0, 77.26190476190476)","(81.0, 120.0, 115.0)","(3.6, 4.1, 4.054797230464886)","(51.0, 50.0, 50.303030303030305)","(10.0, 12.0, 11.655303030303031)","(6.5, 7.2, 7.175919732441471)","(71.0, 80.0, 79.91379310344827)","(91.0, 140.0, 133.0)"
07-01-2023 16:32:47.940518,"(7.0, 7.8, 7.7642201834862385)","(61.0, 85.0, 83.94736842105263)","(7.5, 8.6, 8.456166419019317)","(101.0, 180.0, 178.0952380952381)","(31.0, 38.0, 37.324675324675326)","(61.0, 80.0, 76.21428571428571)","(5.5, 5.9, 5.874718488921177)","(61.0, 80.0, 77.26190476190476)","(81.0, 120.0, 115.0)","(3.6, 4.1, 4.054797230464886)","(51.0, 55.0, 50.303030303030305)","(10.0, 12.0, 11.655303030303031)","(6.5, 7.2, 7.175919732441471)","(71.0, 80.0, 79.91379310344827)","(91.0, 140.0, 133.0)"
07-01-2023 16:32:49.820631,"(7.0, 7.6, 7.5279874213836475)","(61.0, 85.0, 84.06976744186046)","(7.5, 8.6, 8.454521276595745)","(101.0, 180.0, 178.33333333333334)","(31.0, 38.0, 37.392405063291136)","(61.0, 80.0, 76.55844155844156)","(5.5, 5.9, 5.877063236870311)","(61.0, 80.0, 77.60416666666667)","(81.0, 120.0, 120.76923076923077)","(3.6, 4.1, 4.054895104895104)","(51.0, 55.0, 53.778625954198475)","(10.0, 12.0, 11.625)","(6.5, 7.4, 7.272443674176777)","(71.0, 80.0, 79.95867768595042)","(91.0, 140.0, 135.88235294117646)"
07-01-2023 16:32:51.582548,"(7.0, 7.6, 7.534435261707989)","(61.0, 85.0, 84.11111111111111)","(7.5, 8.6, 8.18153846153846)","(101.0, 180.0, 178.33333333333334)","(31.0, 38.0, 37.43529411764706)","(61.0, 80.0, 76.64556962025317)","(5.5, 5.9, 5.877370461755375)","(61.0, 80.0, 79.6969696969697)","(81.0, 130.0, 120.9090909090909)","(3.6, 4.1, 4.059516053978594)","(51.0, 55.0, 53.627450980392155)","(10.0, 12.0, 11.691906005221933)","(6.5, 7.4, 7.2364444444444445)","(71.0, 80.0, 79.95967741935483)","(91.0, 140.0, 136.31578947368422)"
07-01-2023 16:32:53.424277,"(7.0, 7.6, 7.674820143884892)","(61.0, 85.0, 84.5)","(7.5, 8.2, 8.153633217993079)","(101.0, 180.0, 179.1304347826087)","(31.0, 38.0, 37.583333333333336)","(61.0, 80.0, 76.66666666666667)","(5.5, 5.9, 5.884735576923077)","(61.0, 80.0, 79.24242424242425)","(81.0, 130.0, 122.22222222222223)","(3.6, 4.1, 4.0536627906976745)","(51.0, 55.0, 53.829787234042556)","(10.0, 12.0, 11.674515235457063)","(6.5, 7.4, 7.274306839186692)","(71.0, 80.0, 82.13450292397661)","(91.0, 140.0, 137.33333333333334)"
