,Goldstar Linda,Know Ratio,Smash Wave,Maisey,Ohoka Torey,Epic Blossom,Mine Hunter,Goldstar Ange
05-01-2023 16:52:59.449174,"(1.75, 2.84, 2.5075)","(13.0, 30.0, 21.5)","(3.3, 5.2, 3.364705882352941)","(21.0, 120.0, 75.55555555555556)","(31.0, 230.0, 143.85714285714286)","(11.0, 29.0, 17.0)","(13.0, 15.0, 13.615384615384615)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:00.834510,"(1.75, 2.84, 2.5075)","(13.0, 30.0, 21.5)","(3.3, 5.2, 3.9478260869565216)","(21.0, 120.0, 75.55555555555556)","(31.0, 230.0, 143.85714285714286)","(11.0, 29.0, 26.23076923076923)","(13.0, 15.0, 13.615384615384615)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:02.079300,"(1.75, 2.84, 2.5075)","(13.0, 30.0, 21.5)","(3.3, 5.2, 3.9478260869565216)","(21.0, 120.0, 75.55555555555556)","(31.0, 230.0, 110.0)","(11.0, 29.0, 26.23076923076923)","(13.0, 15.0, 13.714285714285715)","(8.0, 18.0, 10.120000000000001)"
05-01-2023 16:53:03.204602,"(1.75, 2.84, 2.5444444444444443)","(13.0, 30.0, 21.5)","(3.3, 5.2, 3.364705882352941)","(21.0, 120.0, 75.55555555555556)","(31.0, 230.0, 120.90909090909092)","(11.0, 29.0, 26.42857142857143)","(13.0, 15.0, 13.714285714285715)","(8.0, 17.0, 10.120000000000001)"
05-01-2023 16:53:04.292965,"(1.75, 2.84, 2.5444444444444443)","(13.0, 30.0, 21.5)","(3.3, 5.2, 3.364705882352941)","(21.0, 120.0, 75.55555555555556)","(31.0, 230.0, 120.90909090909092)","(11.0, 29.0, 26.42857142857143)","(13.0, 15.0, 13.714285714285715)","(8.0, 17.0, 10.120000000000001)"
05-01-2023 16:53:05.428565,"(1.75, 2.84, 2.5444444444444443)","(13.0, 30.0, 21.5)","(3.3, 5.2, 3.364705882352941)","(21.0, 120.0, 75.55555555555556)","(31.0, 230.0, 120.90909090909092)","(11.0, 29.0, 26.42857142857143)","(13.0, 15.0, 13.714285714285715)","(8.0, 17.0, 11.6)"
05-01-2023 16:53:06.526135,"(1.75, 2.84, 2.5444444444444443)","(13.0, 30.0, 21.5)","(3.3, 5.2, 3.364705882352941)","(21.0, 120.0, 75.55555555555556)","(31.0, 230.0, 120.90909090909092)","(11.0, 29.0, 26.42857142857143)","(13.0, 15.0, 13.714285714285715)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:07.626486,"(1.75, 2.84, 2.5444444444444443)","(13.0, 30.0, 21.5)","(3.3, 5.2, 3.364705882352941)","(21.0, 120.0, 75.55555555555556)","(31.0, 230.0, 120.90909090909092)","(11.0, 29.0, 26.42857142857143)","(13.0, 15.0, 13.714285714285715)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:08.765785,"(1.75, 2.84, 2.5444444444444443)","(13.0, 30.0, 21.5)","(3.3, 5.2, 3.364705882352941)","(21.0, 120.0, 75.55555555555556)","(31.0, 230.0, 120.90909090909092)","(11.0, 29.0, 26.42857142857143)","(13.0, 15.0, 13.714285714285715)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:09.893327,"(1.75, 2.84, 2.5444444444444443)","(13.0, 30.0, 21.5)","(3.3, 5.2, 3.364705882352941)","(21.0, 120.0, 75.55555555555556)","(31.0, 230.0, 97.85714285714286)","(11.0, 29.0, 17.0)","(13.0, 15.0, 13.714285714285715)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:11.073221,"(1.75, 2.84, 2.5444444444444443)","(13.0, 30.0, 21.5)","(3.3, 5.2, 3.364705882352941)","(21.0, 120.0, 52.142857142857146)","(31.0, 220.0, 116.36363636363637)","(11.0, 29.0, 17.0)","(13.0, 15.0, 13.714285714285715)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:12.177892,"(1.75, 2.84, 2.5444444444444443)","(13.0, 30.0, 21.5)","(3.3, 5.2, 3.364705882352941)","(21.0, 110.0, 52.142857142857146)","(31.0, 220.0, 116.36363636363637)","(11.0, 29.0, 17.0)","(13.0, 15.0, 13.714285714285715)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:13.287630,"(1.75, 2.84, 2.5444444444444443)","(13.0, 30.0, 21.5)","(3.3, 5.2, 3.364705882352941)","(21.0, 110.0, 65.0)","(31.0, 220.0, 97.85714285714286)","(11.0, 29.0, 17.0)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:14.419577,"(1.75, 2.84, 2.5444444444444443)","(13.0, 30.0, 21.5)","(3.3, 5.2, 3.364705882352941)","(21.0, 110.0, 70.0)","(31.0, 220.0, 97.85714285714286)","(11.0, 29.0, 17.0)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:15.415171,"(1.75, 2.84, 2.5444444444444443)","(13.0, 30.0, 21.5)","(3.3, 5.2, 3.364705882352941)","(21.0, 110.0, 70.0)","(31.0, 220.0, 97.85714285714286)","(11.0, 29.0, 17.0)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:16.486536,"(1.75, 2.84, 2.5444444444444443)","(13.0, 30.0, 21.5)","(3.3, 5.2, 3.364705882352941)","(21.0, 110.0, 70.0)","(31.0, 220.0, 97.85714285714286)","(11.0, 29.0, 17.0)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:17.466306,"(1.75, 2.84, 2.5444444444444443)","(13.0, 30.0, 21.5)","(3.3, 5.2, 3.364705882352941)","(21.0, 120.0, 75.55555555555556)","(31.0, 220.0, 97.85714285714286)","(11.0, 29.0, 17.0)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:18.505884,"(1.75, 2.84, 2.5444444444444443)","(13.0, 29.0, 21.0)","(3.3, 5.2, 3.364705882352941)","(21.0, 120.0, 75.55555555555556)","(31.0, 220.0, 116.36363636363637)","(11.0, 29.0, 17.0)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:19.560879,"(1.75, 2.84, 2.5444444444444443)","(13.0, 29.0, 21.0)","(3.3, 5.2, 3.364705882352941)","(21.0, 120.0, 75.55555555555556)","(31.0, 220.0, 116.36363636363637)","(11.0, 29.0, 17.0)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:20.650796,"(1.75, 2.84, 2.5444444444444443)","(13.0, 29.0, 21.0)","(3.3, 5.2, 3.364705882352941)","(21.0, 120.0, 75.55555555555556)","(31.0, 220.0, 116.36363636363637)","(11.0, 29.0, 17.0)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:21.696176,"(1.75, 2.84, 2.5444444444444443)","(13.0, 29.0, 21.0)","(3.3, 5.2, 3.364705882352941)","(21.0, 120.0, 75.55555555555556)","(31.0, 220.0, 116.36363636363637)","(11.0, 29.0, 17.0)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:22.792914,"(1.75, 2.84, 2.5444444444444443)","(13.0, 29.0, 21.0)","(3.3, 5.2, 3.364705882352941)","(21.0, 120.0, 75.55555555555556)","(31.0, 220.0, 116.36363636363637)","(11.0, 29.0, 17.0)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:23.888204,"(1.75, 2.84, 2.5444444444444443)","(13.0, 29.0, 21.0)","(3.3, 5.2, 3.8909090909090907)","(21.0, 120.0, 75.55555555555556)","(31.0, 220.0, 116.36363636363637)","(11.0, 29.0, 17.0)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:25.192055,"(1.75, 2.86, 2.5444444444444443)","(13.0, 29.0, 21.0)","(3.3, 5.2, 3.8909090909090907)","(21.0, 120.0, 75.55555555555556)","(31.0, 220.0, 97.85714285714286)","(11.0, 29.0, 17.0)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:26.298308,"(1.75, 2.84, 2.5444444444444443)","(13.0, 29.0, 21.0)","(3.3, 5.2, 3.8909090909090907)","(21.0, 120.0, 75.55555555555556)","(31.0, 220.0, 93.33333333333333)","(11.0, 29.0, 17.0)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:27.480666,"(1.75, 2.84, 2.536)","(13.0, 29.0, 21.0)","(3.3, 5.2, 3.9)","(21.0, 120.0, 75.55555555555556)","(31.0, 220.0, 115.55555555555556)","(11.0, 29.0, 17.0)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:28.711090,"(1.75, 2.84, 2.536)","(13.0, 29.0, 21.0)","(3.3, 5.0, 3.435)","(21.0, 120.0, 75.55555555555556)","(31.0, 220.0, 115.55555555555556)","(11.0, 29.0, 17.0)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:29.999174,"(1.75, 2.84, 2.536)","(13.0, 29.0, 21.0)","(3.3, 5.1, 3.435)","(21.0, 120.0, 75.55555555555556)","(31.0, 220.0, 115.55555555555556)","(11.0, 29.0, 17.0)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 10.02)"
05-01-2023 16:53:31.277516,"(1.75, 2.84, 2.536)","(13.0, 29.0, 21.0)","(3.3, 5.1, 3.418181818181818)","(21.0, 120.0, 75.55555555555556)","(31.0, 220.0, 139.42857142857144)","(11.0, 29.0, 17.0)","(13.0, 15.0, 12.714285714285714)","(8.0, 16.5, 10.02)"
05-01-2023 16:53:32.469630,"(1.75, 2.84, 2.536)","(13.0, 30.0, 21.5)","(3.3, 5.1, 3.418181818181818)","(21.0, 120.0, 75.55555555555556)","(31.0, 220.0, 139.42857142857144)","(11.0, 29.0, 17.0)","(13.0, 15.0, 12.714285714285714)","(8.0, 16.5, 10.02)"
05-01-2023 16:53:33.544733,"(1.75, 2.84, 2.536)","(13.0, 30.0, 21.5)","(3.3, 5.1, 3.418181818181818)","(21.0, 120.0, 75.55555555555556)","(31.0, 220.0, 139.42857142857144)","(11.0, 29.0, 17.0)","(13.0, 15.0, 12.714285714285714)","(8.0, 16.5, 10.02)"
05-01-2023 16:53:34.614089,"(1.75, 2.84, 2.536)","(13.0, 30.0, 21.5)","(3.3, 5.1, 3.418181818181818)","(21.0, 120.0, 75.55555555555556)","(31.0, 220.0, 139.42857142857144)","(11.0, 29.0, 17.0)","(13.0, 15.0, 12.714285714285714)","(8.0, 16.5, 10.02)"
05-01-2023 16:53:35.642540,"(1.75, 2.84, 2.536)","(13.0, 30.0, 21.5)","(3.3, 5.1, 3.418181818181818)","(21.0, 120.0, 75.55555555555556)","(31.0, 220.0, 139.42857142857144)","(11.0, 29.0, 17.0)","(13.0, 15.0, 12.714285714285714)","(8.0, 16.5, 10.02)"
05-01-2023 16:53:36.652244,"(1.75, 2.84, 2.536)","(13.0, 30.0, 21.5)","(3.3, 5.1, 3.418181818181818)","(21.0, 120.0, 75.55555555555556)","(31.0, 220.0, 116.36363636363637)","(11.0, 29.0, 17.0)","(13.0, 15.0, 12.714285714285714)","(8.0, 16.5, 10.02)"
05-01-2023 16:53:37.852143,"(1.75, 2.84, 2.536)","(13.0, 30.0, 21.5)","(3.3, 5.1, 3.418181818181818)","(21.0, 120.0, 75.55555555555556)","(31.0, 220.0, 116.36363636363637)","(11.0, 29.0, 17.0)","(13.0, 15.0, 12.714285714285714)","(8.0, 16.5, 10.02)"
05-01-2023 16:53:38.942637,"(1.75, 2.84, 2.536)","(13.0, 30.0, 21.5)","(3.3, 5.1, 3.418181818181818)","(21.0, 120.0, 75.55555555555556)","(31.0, 220.0, 116.36363636363637)","(11.0, 29.0, 17.0)","(13.0, 15.0, 12.714285714285714)","(8.0, 16.5, 10.02)"
05-01-2023 16:53:40.065750,"(1.75, 2.84, 2.536)","(13.0, 30.0, 21.5)","(3.3, 5.1, 3.418181818181818)","(21.0, 120.0, 75.55555555555556)","(31.0, 220.0, 116.36363636363637)","(11.0, 29.0, 17.0)","(13.0, 15.0, 12.714285714285714)","(8.0, 16.5, 11.6)"
05-01-2023 16:53:41.262105,"(1.75, 2.84, 2.536)","(13.0, 30.0, 21.5)","(3.3, 5.1, 3.418181818181818)","(21.0, 120.0, 75.55555555555556)","(31.0, 220.0, 116.36363636363637)","(11.0, 29.0, 17.0)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:42.432986,"(1.75, 2.82, 2.54)","(13.0, 30.0, 21.5)","(3.3, 5.1, 3.418181818181818)","(21.0, 120.0, 75.55555555555556)","(31.0, 220.0, 116.36363636363637)","(11.0, 29.0, 17.0)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:43.550513,"(1.75, 2.82, 2.54)","(13.0, 30.0, 21.5)","(3.3, 5.1, 3.418181818181818)","(21.0, 120.0, 75.55555555555556)","(31.0, 220.0, 116.36363636363637)","(11.0, 29.0, 17.0)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:44.609770,"(1.75, 2.82, 2.54)","(13.0, 30.0, 21.5)","(3.3, 5.1, 3.418181818181818)","(21.0, 120.0, 75.55555555555556)","(31.0, 220.0, 116.36363636363637)","(11.0, 29.0, 17.0)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:45.648616,"(1.75, 2.82, 2.54)","(13.0, 30.0, 21.5)","(3.3, 5.1, 3.9666666666666663)","(21.0, 120.0, 75.55555555555556)","(31.0, 220.0, 116.36363636363637)","(11.0, 29.0, 17.0)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:46.695784,"(1.75, 2.82, 2.54)","(13.0, 30.0, 21.5)","(3.3, 5.1, 3.9666666666666663)","(21.0, 120.0, 75.55555555555556)","(31.0, 220.0, 116.36363636363637)","(11.0, 29.0, 17.0)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:47.784401,"(1.75, 2.82, 2.54)","(13.0, 30.0, 21.5)","(3.3, 5.1, 3.418181818181818)","(21.0, 120.0, 75.55555555555556)","(31.0, 220.0, 116.36363636363637)","(11.0, 29.0, 17.0)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:48.875639,"(1.75, 2.82, 2.54)","(13.0, 30.0, 21.5)","(3.3, 5.1, 3.418181818181818)","(21.0, 120.0, 75.55555555555556)","(31.0, 220.0, 116.36363636363637)","(11.0, 29.0, 17.0)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:49.992380,"(1.75, 2.88, 2.536363636363636)","(13.0, 30.0, 21.5)","(3.3, 5.1, 3.418181818181818)","(21.0, 120.0, 75.55555555555556)","(31.0, 220.0, 116.36363636363637)","(11.0, 29.0, 17.0)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:51.077886,"(1.75, 2.86, 2.517142857142857)","(13.0, 30.0, 28.055555555555557)","(3.3, 5.1, 3.418181818181818)","(21.0, 120.0, 75.55555555555556)","(31.0, 220.0, 116.36363636363637)","(11.0, 29.0, 17.0)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:52.165587,"(1.75, 2.86, 2.3343478260869563)","(13.0, 30.0, 21.75)","(3.3, 5.1, 3.418181818181818)","(21.0, 120.0, 75.55555555555556)","(31.0, 220.0, 116.36363636363637)","(11.0, 29.0, 17.0)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:53.261297,"(1.75, 2.86, 2.3343478260869563)","(13.0, 30.0, 21.75)","(3.3, 5.1, 3.418181818181818)","(21.0, 120.0, 75.55555555555556)","(31.0, 220.0, 116.36363636363637)","(11.0, 29.0, 17.333333333333332)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:54.273508,"(1.75, 2.86, 2.3343478260869563)","(13.0, 29.0, 21.25)","(3.3, 5.1, 3.418181818181818)","(21.0, 120.0, 75.55555555555556)","(31.0, 210.0, 130.0)","(11.0, 29.0, 17.333333333333332)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:55.303274,"(1.75, 2.86, 2.3343478260869563)","(13.0, 29.0, 21.25)","(3.3, 5.1, 3.418181818181818)","(21.0, 120.0, 75.55555555555556)","(31.0, 210.0, 130.0)","(11.0, 29.0, 17.333333333333332)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:56.423264,"(1.75, 2.86, 2.3343478260869563)","(13.0, 29.0, 21.25)","(3.3, 5.1, 3.418181818181818)","(21.0, 110.0, 60.90909090909091)","(31.0, 210.0, 130.0)","(11.0, 29.0, 17.333333333333332)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:57.672459,"(1.75, 2.86, 2.3343478260869563)","(13.0, 29.0, 21.25)","(3.3, 5.1, 3.418181818181818)","(21.0, 110.0, 74.54545454545453)","(31.0, 210.0, 130.0)","(11.0, 29.0, 17.333333333333332)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:58.764045,"(1.75, 2.86, 2.3343478260869563)","(13.0, 29.0, 21.25)","(3.3, 5.1, 3.418181818181818)","(21.0, 140.0, 74.54545454545453)","(31.0, 210.0, 130.0)","(11.0, 29.0, 17.333333333333332)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:53:59.918725,"(1.75, 2.86, 2.3343478260869563)","(13.0, 29.0, 21.25)","(3.3, 5.1, 3.418181818181818)","(21.0, 140.0, 74.54545454545453)","(31.0, 210.0, 130.0)","(11.0, 29.0, 17.333333333333332)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:54:00.952416,"(1.75, 2.86, 2.3343478260869563)","(13.0, 29.0, 21.25)","(3.3, 5.1, 3.418181818181818)","(21.0, 140.0, 74.54545454545453)","(31.0, 210.0, 130.0)","(11.0, 29.0, 17.333333333333332)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:54:01.968775,"(1.75, 2.82, 2.6716666666666664)","(13.0, 29.0, 21.25)","(3.3, 5.1, 3.418181818181818)","(21.0, 140.0, 74.54545454545453)","(31.0, 210.0, 130.0)","(11.0, 29.0, 17.333333333333332)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:54:03.034128,"(1.75, 2.82, 2.6716666666666664)","(13.0, 29.0, 21.25)","(3.3, 5.1, 3.418181818181818)","(21.0, 130.0, 81.11111111111111)","(31.0, 210.0, 130.0)","(11.0, 29.0, 17.333333333333332)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:54:04.089911,"(1.75, 2.82, 2.6716666666666664)","(13.0, 29.0, 21.25)","(3.3, 5.1, 3.418181818181818)","(21.0, 130.0, 81.11111111111111)","(31.0, 210.0, 150.66666666666669)","(11.0, 29.0, 17.333333333333332)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:54:05.201839,"(1.75, 2.82, 2.6716666666666664)","(13.0, 29.0, 21.25)","(3.3, 5.1, 3.418181818181818)","(21.0, 130.0, 81.11111111111111)","(31.0, 210.0, 150.66666666666669)","(11.0, 29.0, 17.333333333333332)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:54:06.387135,"(1.75, 2.8, 2.325454545454545)","(13.0, 29.0, 21.25)","(3.3, 5.1, 3.418181818181818)","(21.0, 130.0, 81.11111111111111)","(31.0, 210.0, 150.66666666666669)","(11.0, 29.0, 17.333333333333332)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:54:07.535331,"(1.75, 2.78, 2.638333333333333)","(13.0, 29.0, 21.25)","(3.3, 5.1, 3.418181818181818)","(21.0, 130.0, 81.11111111111111)","(31.0, 210.0, 150.66666666666669)","(11.0, 29.0, 17.333333333333332)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:54:08.580010,"(1.75, 2.78, 2.638333333333333)","(13.0, 29.0, 21.25)","(3.3, 5.1, 3.418181818181818)","(21.0, 130.0, 81.11111111111111)","(31.0, 210.0, 150.66666666666669)","(11.0, 27.0, 19.25)","(13.0, 15.0, 12.714285714285714)","(8.0, 17.5, 11.433333333333334)"
05-01-2023 16:54:09.617210,"(1.75, 2.78, 2.638333333333333)","(13.0, 29.0, 21.25)","(3.3, 5.1, 3.418181818181818)","(21.0, 130.0, 81.11111111111111)","(31.0, 210.0, 150.66666666666669)","(11.0, 27.0, 19.25)","(13.0, 15.0, 12.714285714285714)","(8.0, 17.5, 11.433333333333334)"
05-01-2023 16:54:10.697131,"(1.75, 2.78, 2.638333333333333)","(13.0, 29.0, 21.25)","(3.3, 5.1, 3.418181818181818)","(21.0, 130.0, 81.11111111111111)","(31.0, 210.0, 150.66666666666669)","(11.0, 27.0, 19.25)","(13.0, 15.0, 12.714285714285714)","(8.0, 17.5, 11.433333333333334)"
05-01-2023 16:54:11.758219,"(1.75, 2.78, 2.638333333333333)","(13.0, 29.0, 21.25)","(3.3, 5.1, 3.418181818181818)","(21.0, 130.0, 81.11111111111111)","(31.0, 210.0, 150.66666666666669)","(11.0, 27.0, 19.25)","(13.0, 15.0, 12.714285714285714)","(8.0, 17.5, 11.433333333333334)"
05-01-2023 16:54:12.770985,"(1.75, 2.78, 2.638333333333333)","(13.0, 29.0, 21.25)","(3.3, 5.1, 3.418181818181818)","(21.0, 130.0, 81.11111111111111)","(31.0, 210.0, 150.66666666666669)","(11.0, 27.0, 19.25)","(13.0, 15.0, 12.714285714285714)","(8.0, 17.5, 11.433333333333334)"
05-01-2023 16:54:13.789373,"(1.75, 2.78, 2.638333333333333)","(13.0, 29.0, 21.25)","(3.3, 5.1, 3.418181818181818)","(21.0, 130.0, 81.11111111111111)","(31.0, 210.0, 150.66666666666669)","(11.0, 29.0, 17.333333333333332)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:54:14.907245,"(1.75, 2.78, 2.638333333333333)","(13.0, 29.0, 21.25)","(3.3, 5.1, 3.418181818181818)","(21.0, 130.0, 81.11111111111111)","(31.0, 210.0, 108.28571428571428)","(11.0, 29.0, 17.333333333333332)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:54:16.104879,"(1.75, 2.78, 2.638333333333333)","(13.0, 29.0, 21.25)","(3.3, 5.1, 3.418181818181818)","(21.0, 130.0, 81.11111111111111)","(31.0, 210.0, 108.28571428571428)","(11.0, 29.0, 17.333333333333332)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:54:17.223674,"(1.75, 2.8, 2.3082608695652174)","(13.0, 29.0, 21.25)","(3.3, 5.1, 3.418181818181818)","(21.0, 130.0, 81.11111111111111)","(31.0, 210.0, 108.28571428571428)","(11.0, 29.0, 17.333333333333332)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:54:18.291791,"(1.75, 2.8, 2.3082608695652174)","(13.0, 29.0, 21.25)","(3.3, 5.1, 3.418181818181818)","(21.0, 130.0, 81.11111111111111)","(31.0, 210.0, 108.28571428571428)","(11.0, 29.0, 17.333333333333332)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:54:19.333589,"(1.75, 2.78, 2.2841666666666667)","(13.0, 29.0, 21.25)","(3.3, 5.1, 3.418181818181818)","(21.0, 130.0, 81.11111111111111)","(31.0, 210.0, 108.28571428571428)","(11.0, 29.0, 17.333333333333332)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:54:20.364596,"(1.75, 2.76, 2.6216666666666666)","(13.0, 29.0, 21.25)","(3.3, 5.1, 3.418181818181818)","(21.0, 130.0, 81.11111111111111)","(31.0, 210.0, 108.28571428571428)","(11.0, 29.0, 17.333333333333332)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:54:21.320617,"(1.75, 2.76, 2.6216666666666666)","(13.0, 29.0, 21.25)","(3.3, 5.1, 3.418181818181818)","(21.0, 130.0, 81.11111111111111)","(31.0, 210.0, 108.28571428571428)","(11.0, 29.0, 17.333333333333332)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:54:22.450952,"(1.75, 2.76, 2.5883333333333334)","(13.0, 29.0, 21.25)","(3.3, 5.1, 3.418181818181818)","(21.0, 130.0, 81.11111111111111)","(31.0, 210.0, 108.28571428571428)","(11.0, 29.0, 17.333333333333332)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:54:23.590590,"(1.75, 2.72, 2.5883333333333334)","(13.0, 29.0, 21.25)","(3.3, 5.1, 3.418181818181818)","(21.0, 130.0, 81.11111111111111)","(31.0, 210.0, 108.28571428571428)","(11.0, 29.0, 17.333333333333332)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:54:24.678708,"(1.75, 2.72, 2.5883333333333334)","(13.0, 29.0, 21.25)","(3.3, 5.1, 3.418181818181818)","(21.0, 130.0, 81.11111111111111)","(31.0, 210.0, 108.28571428571428)","(11.0, 29.0, 17.333333333333332)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:54:25.798840,"(1.75, 2.72, 2.5883333333333334)","(13.0, 29.0, 21.25)","(3.3, 5.1, 3.418181818181818)","(21.0, 130.0, 81.11111111111111)","(31.0, 210.0, 108.28571428571428)","(11.0, 29.0, 17.333333333333332)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:54:26.862999,"(1.75, 2.72, 2.5883333333333334)","(13.0, 29.0, 21.25)","(3.3, 5.1, 3.418181818181818)","(21.0, 130.0, 81.11111111111111)","(31.0, 210.0, 108.28571428571428)","(11.0, 29.0, 17.333333333333332)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:54:28.016633,"(1.75, 2.72, 2.5883333333333334)","(13.0, 29.0, 21.25)","(3.3, 5.1, 3.418181818181818)","(21.0, 130.0, 81.11111111111111)","(31.0, 210.0, 108.28571428571428)","(11.0, 29.0, 17.333333333333332)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:54:29.100543,"(1.75, 2.72, 2.5883333333333334)","(13.0, 29.0, 21.25)","(3.3, 5.1, 3.418181818181818)","(21.0, 130.0, 81.11111111111111)","(31.0, 210.0, 108.28571428571428)","(11.0, 29.0, 17.333333333333332)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
05-01-2023 16:54:30.115376,"(1.75, 2.72, 2.5883333333333334)","(13.0, 29.0, 21.25)","(3.3, 5.1, 3.418181818181818)","(21.0, 130.0, 81.11111111111111)","(31.0, 210.0, 108.28571428571428)","(11.0, 29.0, 17.333333333333332)","(13.0, 15.0, 12.714285714285714)","(8.0, 18.0, 11.6)"
