,Calico County,Viminele,Ashmolean,Irish Sally,Rose Of Raheen,Sand And Ocean,Show And Go,War And Finance,Zestar,Shades Of Louvre,Forebears,Ellows Hall
12-01-2023 15:08:20.969290,"(26.0, 36.0, 34.5)","(2.0, 2.46, 2.444494382022472)","(5.5, 6.8, 6.7034965034965035)","(3.2, 3.9, 3.878787878787879)","(10.0, 11.5, 11.217592592592593)","(101.0, 200.0, 185.0)","(16.0, 23.0, 21.583333333333332)","(101.0, 170.0, 165.0)","(101.0, 330.0, 327.85714285714283)","(101.0, 610.0, 456.66666666666663)","(81.0, 210.0, 180.9090909090909)","(101.0, 170.0, 160.0)"
12-01-2023 15:08:22.403521,"(26.0, 36.0, 34.25)","(2.0, 2.46, 2.4630395136778116)","(5.5, 6.8, 6.693693693693693)","(3.2, 3.9, 3.886111111111111)","(10.0, 11.5, 11.14074074074074)","(101.0, 200.0, 185.0)","(16.0, 23.0, 22.23076923076923)","(101.0, 170.0, 165.0)","(101.0, 330.0, 327.85714285714283)","(101.0, 530.0, 456.66666666666663)","(81.0, 210.0, 190.0)","(101.0, 170.0, 160.0)"
12-01-2023 15:08:23.930122,"(26.0, 36.0, 34.25)","(2.0, 2.48, 2.463021148036254)","(5.5, 6.8, 6.69811320754717)","(3.2, 3.9, 3.8819018404907975)","(10.0, 11.5, 11.076923076923077)","(101.0, 200.0, 190.0)","(16.0, 23.0, 22.23076923076923)","(101.0, 170.0, 165.0)","(101.0, 330.0, 327.85714285714283)","(101.0, 530.0, 456.66666666666663)","(81.0, 210.0, 190.0)","(101.0, 170.0, 159.0909090909091)"
12-01-2023 15:08:25.406819,"(26.0, 36.0, 34.46153846153846)","(2.0, 2.48, 2.4625581395348837)","(5.5, 6.8, 6.4895306859205775)","(3.2, 3.95, 3.913013698630137)","(10.0, 11.5, 10.769417475728154)","(101.0, 200.0, 190.0)","(16.0, 23.0, 22.609756097560975)","(101.0, 170.0, 167.27272727272728)","(101.0, 330.0, 320.0)","(101.0, 530.0, 364.54545454545456)","(81.0, 210.0, 190.0)","(101.0, 170.0, 151.8181818181818)"
12-01-2023 15:08:26.821852,"(26.0, 36.0, 34.46153846153846)","(2.0, 2.48, 2.4659030837004403)","(5.5, 6.6, 6.479051383399209)","(3.2, 3.95, 3.9269736842105263)","(10.0, 11.0, 10.756410256410255)","(101.0, 200.0, 190.0)","(16.0, 23.0, 22.8125)","(101.0, 170.0, 153.33333333333334)","(101.0, 330.0, 320.0)","(101.0, 610.0, 364.54545454545456)","(81.0, 210.0, 190.0)","(101.0, 170.0, 151.8181818181818)"
12-01-2023 15:08:28.307111,"(26.0, 36.0, 33.26315789473684)","(2.0, 2.48, 2.465726872246696)","(5.5, 6.6, 6.479051383399209)","(3.2, 3.95, 3.92682119205298)","(10.0, 11.0, 10.785)","(101.0, 200.0, 188.57142857142858)","(16.0, 23.0, 22.571428571428573)","(101.0, 160.0, 153.33333333333334)","(101.0, 330.0, 320.0)","(101.0, 610.0, 364.54545454545456)","(81.0, 210.0, 190.0)","(101.0, 170.0, 151.8181818181818)"
12-01-2023 15:08:29.751569,"(26.0, 36.0, 33.26315789473684)","(2.0, 2.48, 2.465726872246696)","(5.5, 6.6, 6.478125)","(3.2, 3.95, 3.9316733067729084)","(10.0, 11.0, 10.793522267206479)","(101.0, 200.0, 190.0)","(16.0, 23.0, 22.135135135135137)","(101.0, 160.0, 153.33333333333334)","(101.0, 330.0, 320.0)","(101.0, 610.0, 410.0)","(81.0, 210.0, 190.0)","(101.0, 170.0, 152.85714285714286)"
12-01-2023 15:08:31.245811,"(26.0, 36.0, 33.93939393939394)","(2.0, 2.48, 2.4717866666666666)","(5.5, 6.6, 6.47953667953668)","(3.2, 3.95, 3.9271144278606966)","(10.0, 11.0, 10.793522267206479)","(101.0, 200.0, 190.0)","(16.0, 23.0, 22.024390243902438)","(101.0, 160.0, 153.33333333333334)","(101.0, 330.0, 320.0)","(101.0, 610.0, 410.0)","(81.0, 210.0, 190.0)","(101.0, 170.0, 152.85714285714286)"
12-01-2023 15:08:32.806591,"(26.0, 36.0, 34.666666666666664)","(2.0, 2.48, 2.4580898876404493)","(5.5, 6.6, 6.499)","(3.3, 3.95, 3.9073529411764705)","(10.0, 11.0, 10.8203125)","(101.0, 200.0, 210.0)","(16.0, 23.0, 22.1)","(101.0, 160.0, 156.92307692307693)","(101.0, 330.0, 415.0)","(101.0, 610.0, 367.14285714285717)","(81.0, 210.0, 216.66666666666669)","(101.0, 170.0, 158.0)"
12-01-2023 15:08:34.331972,"(26.0, 36.0, 34.2)","(2.0, 2.46, 2.457462686567164)","(5.5, 6.6, 6.490810810810811)","(3.3, 3.95, 3.925)","(10.0, 11.0, 10.815950920245399)","(101.0, 220.0, 202.85714285714286)","(16.0, 23.0, 22.142857142857142)","(101.0, 160.0, 156.92307692307693)","(101.0, 520.0, 415.0)","(101.0, 510.0, 367.14285714285717)","(81.0, 230.0, 216.66666666666669)","(101.0, 170.0, 158.0)"
12-01-2023 15:08:35.759980,"(26.0, 36.0, 34.2)","(2.0, 2.46, 2.4566292134831462)","(5.5, 6.6, 6.624203821656051)","(3.3, 3.95, 3.944736842105263)","(10.0, 11.0, 10.786486486486487)","(101.0, 220.0, 202.85714285714286)","(16.0, 23.0, 22.333333333333332)","(101.0, 160.0, 156.92307692307693)","(101.0, 520.0, 415.0)","(101.0, 510.0, 385.0)","(81.0, 230.0, 216.66666666666669)","(101.0, 170.0, 158.0)"
12-01-2023 15:08:37.163172,"(26.0, 36.0, 34.56)","(2.0, 2.46, 2.4566292134831462)","(5.5, 6.8, 6.611428571428571)","(3.3, 3.95, 3.9290419161676646)","(10.0, 11.0, 10.718137254901961)","(101.0, 220.0, 190.0)","(16.0, 23.0, 22.53333333333333)","(101.0, 160.0, 156.92307692307693)","(101.0, 520.0, 415.0)","(101.0, 510.0, 367.14285714285717)","(81.0, 230.0, 216.66666666666669)","(101.0, 170.0, 158.0)"
12-01-2023 15:08:38.644393,"(26.0, 36.0, 35.111111111111114)","(2.0, 2.48, 2.4593432835820894)","(5.5, 6.8, 6.662385321100917)","(3.3, 4.0, 4.007619047619047)","(10.0, 11.0, 10.778645833333334)","(101.0, 220.0, 172.0)","(16.0, 23.0, 22.8)","(101.0, 160.0, 156.92307692307693)","(101.0, 520.0, 410.0)","(101.0, 510.0, 343.3333333333333)","(81.0, 230.0, 212.85714285714286)","(101.0, 170.0, 176.66666666666666)"
12-01-2023 15:08:40.360446,"(26.0, 36.0, 35.0)","(2.0, 2.44, 2.4275862068965517)","(5.5, 6.8, 6.680672268907562)","(3.3, 4.1, 4.023021582733813)","(10.0, 11.0, 10.6925)","(101.0, 220.0, 172.5)","(16.0, 23.0, 22.741935483870968)","(101.0, 160.0, 156.92307692307693)","(101.0, 510.0, 410.0)","(101.0, 510.0, 343.3333333333333)","(81.0, 230.0, 212.85714285714286)","(101.0, 190.0, 184.28571428571428)"
12-01-2023 15:08:41.808806,"(26.0, 36.0, 35.0)","(2.0, 2.44, 2.427719298245614)","(5.5, 6.8, 6.677419354838709)","(3.3, 4.1, 4.023188405797101)","(10.0, 11.0, 10.667567567567568)","(101.0, 210.0, 172.5)","(16.0, 23.0, 22.5)","(101.0, 160.0, 156.92307692307693)","(101.0, 510.0, 415.0)","(101.0, 510.0, 343.3333333333333)","(81.0, 230.0, 197.27272727272728)","(101.0, 190.0, 176.66666666666666)"
12-01-2023 15:08:43.279045,"(26.0, 36.0, 35.0)","(2.0, 2.44, 2.4150877192982456)","(5.5, 6.8, 6.677419354838709)","(3.3, 4.1, 4.024822695035461)","(10.0, 11.0, 10.527586206896551)","(101.0, 210.0, 172.5)","(16.0, 23.0, 22.272727272727273)","(101.0, 160.0, 156.92307692307693)","(101.0, 520.0, 415.0)","(101.0, 510.0, 343.3333333333333)","(81.0, 230.0, 197.27272727272728)","(101.0, 190.0, 176.66666666666666)"
12-01-2023 15:08:44.809039,"(26.0, 36.0, 35.0)","(2.0, 2.42, 2.4222535211267604)","(5.5, 6.8, 6.682170542635658)","(3.3, 4.1, 4.0278911564625846)","(10.0, 11.0, 10.530405405405405)","(101.0, 210.0, 172.5)","(16.0, 24.0, 22.357142857142858)","(101.0, 160.0, 156.92307692307693)","(101.0, 520.0, 472.94117647058823)","(101.0, 510.0, 400.0)","(81.0, 230.0, 212.85714285714286)","(101.0, 190.0, 176.66666666666666)"
12-01-2023 15:08:46.299973,"(26.0, 36.0, 35.05882352941177)","(2.0, 2.44, 2.417991967871486)","(5.5, 6.8, 6.660550458715596)","(3.3, 4.1, 4.0278911564625846)","(10.0, 11.0, 10.599378881987578)","(101.0, 210.0, 180.0)","(16.0, 24.0, 22.357142857142858)","(101.0, 160.0, 156.0)","(101.0, 510.0, 461.53846153846155)","(101.0, 490.0, 340.0)","(81.0, 230.0, 203.33333333333334)","(101.0, 190.0, 176.66666666666666)"
12-01-2023 15:08:47.743462,"(26.0, 36.0, 35.05882352941177)","(2.0, 2.44, 2.417991967871486)","(5.5, 6.8, 6.64)","(3.3, 4.1, 4.0427027027027025)","(10.0, 11.0, 10.691037735849056)","(101.0, 200.0, 175.0)","(16.0, 24.0, 22.296296296296298)","(101.0, 160.0, 156.0)","(101.0, 510.0, 461.53846153846155)","(101.0, 490.0, 340.0)","(81.0, 220.0, 184.28571428571428)","(101.0, 190.0, 176.66666666666666)"
12-01-2023 15:08:49.259842,"(26.0, 36.0, 35.0)","(2.0, 2.44, 2.4154732510288066)","(5.5, 6.8, 6.5948717948717945)","(3.3, 4.1, 4.0427027027027025)","(10.0, 11.0, 10.686602870813397)","(91.0, 190.0, 165.0)","(17.0, 24.0, 22.875)","(101.0, 160.0, 156.0)","(101.0, 510.0, 472.94117647058823)","(101.0, 490.0, 340.0)","(81.0, 220.0, 184.28571428571428)","(101.0, 190.0, 170.0)"
12-01-2023 15:08:50.724001,"(26.0, 36.0, 35.0)","(2.0, 2.44, 2.427162162162162)","(5.5, 6.8, 6.59753086419753)","(3.3, 4.1, 4.042134831460674)","(10.0, 11.0, 10.70103092783505)","(91.0, 190.0, 165.0)","(17.0, 23.0, 22.875)","(101.0, 160.0, 156.0)","(101.0, 510.0, 461.53846153846155)","(101.0, 490.0, 340.0)","(81.0, 220.0, 184.28571428571428)","(101.0, 190.0, 170.0)"
12-01-2023 15:08:52.127563,"(26.0, 36.0, 35.0)","(2.0, 2.44, 2.431063829787234)","(5.5, 6.6, 6.508450704225352)","(3.3, 4.1, 4.096666666666667)","(10.0, 11.0, 10.731481481481481)","(91.0, 190.0, 165.0)","(17.0, 23.0, 22.333333333333332)","(101.0, 160.0, 156.0)","(101.0, 510.0, 461.53846153846155)","(101.0, 490.0, 340.0)","(81.0, 220.0, 184.28571428571428)","(101.0, 190.0, 170.0)"
12-01-2023 15:08:53.582603,"(26.0, 36.0, 35.0)","(2.0, 2.44, 2.42)","(5.5, 6.6, 6.4803030303030305)","(3.3, 4.1, 4.13)","(10.0, 11.0, 10.862068965517242)","(91.0, 190.0, 167.5)","(17.0, 23.0, 21.520833333333332)","(101.0, 160.0, 156.0)","(101.0, 510.0, 360.0)","(101.0, 490.0, 340.0)","(81.0, 220.0, 184.28571428571428)","(101.0, 190.0, 176.66666666666666)"
12-01-2023 15:08:55.150384,"(26.0, 36.0, 35.05882352941177)","(2.0, 2.42, 2.408196721311475)","(5.5, 6.6, 6.494666666666666)","(3.3, 4.2, 4.144736842105263)","(10.0, 11.0, 11.130081300813009)","(91.0, 190.0, 160.0)","(17.0, 22.0, 21.4390243902439)","(101.0, 160.0, 155.0)","(101.0, 510.0, 365.0)","(101.0, 490.0, 340.0)","(81.0, 220.0, 184.28571428571428)","(101.0, 190.0, 176.66666666666666)"
12-01-2023 15:08:56.700199,"(26.0, 36.0, 35.05882352941177)","(2.0, 2.42, 2.4074999999999998)","(5.5, 6.6, 6.494666666666666)","(3.3, 4.2, 4.145945945945946)","(10.0, 11.5, 11.15090909090909)","(91.0, 190.0, 160.0)","(17.0, 22.0, 21.4390243902439)","(101.0, 160.0, 155.0)","(101.0, 420.0, 365.0)","(101.0, 490.0, 340.0)","(81.0, 220.0, 184.28571428571428)","(101.0, 190.0, 176.66666666666666)"
12-01-2023 15:08:58.329549,"(26.0, 36.0, 35.05882352941177)","(2.0, 2.42, 2.3987096774193546)","(5.5, 6.6, 6.4816091954022985)","(3.3, 4.2, 4.232258064516129)","(10.0, 11.5, 11.134980988593156)","(91.0, 190.0, 160.0)","(16.0, 22.0, 21.916666666666668)","(101.0, 160.0, 155.0)","(101.0, 420.0, 365.0)","(101.0, 490.0, 340.0)","(81.0, 220.0, 184.28571428571428)","(101.0, 190.0, 176.66666666666666)"
12-01-2023 15:08:59.807835,"(26.0, 36.0, 35.05882352941177)","(2.0, 2.4, 2.3936470588235292)","(5.5, 6.6, 6.4816091954022985)","(3.3, 4.3, 4.23125)","(10.0, 11.5, 11.081881533101045)","(91.0, 190.0, 155.71428571428572)","(16.0, 22.0, 21.916666666666668)","(101.0, 160.0, 155.0)","(101.0, 420.0, 365.0)","(101.0, 490.0, 340.0)","(81.0, 220.0, 184.28571428571428)","(101.0, 190.0, 176.66666666666666)"
12-01-2023 15:09:01.409541,"(26.0, 36.0, 35.111111111111114)","(2.0, 2.4, 2.3776216216216217)","(5.5, 6.6, 6.486813186813187)","(3.3, 4.3, 4.236274509803922)","(10.0, 11.5, 10.948795180722891)","(91.0, 190.0, 160.0)","(16.0, 22.0, 22.555555555555557)","(101.0, 160.0, 153.33333333333334)","(101.0, 420.0, 360.0)","(101.0, 490.0, 340.0)","(81.0, 220.0, 190.0)","(101.0, 190.0, 176.66666666666666)"
12-01-2023 15:09:02.855621,"(26.0, 36.0, 35.111111111111114)","(2.0, 2.38, 2.371768953068592)","(5.5, 6.6, 6.485393258426966)","(3.3, 4.3, 4.269421487603306)","(10.0, 11.0, 10.459074733096084)","(91.0, 170.0, 151.42857142857144)","(16.0, 23.0, 22.25)","(101.0, 160.0, 153.33333333333334)","(101.0, 410.0, 360.0)","(101.0, 490.0, 340.0)","(81.0, 220.0, 190.0)","(101.0, 190.0, 182.0)"
12-01-2023 15:09:04.269883,"(26.0, 36.0, 35.1578947368421)","(2.0, 2.4, 2.3866275659824048)","(5.5, 6.6, 6.485393258426966)","(3.4, 4.3, 4.2647619047619045)","(10.0, 10.5, 10.366071428571429)","(91.0, 180.0, 160.0)","(16.0, 23.0, 22.307692307692307)","(101.0, 160.0, 155.71428571428572)","(101.0, 410.0, 365.0)","(101.0, 490.0, 340.0)","(81.0, 220.0, 215.0)","(101.0, 190.0, 173.33333333333334)"
12-01-2023 15:09:05.630652,"(26.0, 36.0, 35.27272727272727)","(2.0, 2.4, 2.3866275659824048)","(5.5, 6.6, 6.485393258426966)","(3.4, 4.3, 4.2647619047619045)","(10.0, 10.5, 10.353135313531354)","(91.0, 180.0, 155.0)","(16.0, 23.0, 22.5)","(101.0, 160.0, 155.71428571428572)","(101.0, 420.0, 402.8571428571429)","(101.0, 490.0, 340.0)","(81.0, 230.0, 215.0)","(101.0, 190.0, 174.6153846153846)"
12-01-2023 15:09:07.059944,"(26.0, 36.0, 35.36)","(2.0, 2.4, 2.3870454545454542)","(5.5, 6.6, 6.494845360824742)","(3.4, 4.3, 4.271317829457364)","(10.0, 10.5, 10.439834024896266)","(91.0, 180.0, 155.0)","(16.0, 23.0, 22.75)","(101.0, 160.0, 155.71428571428572)","(101.0, 420.0, 402.8571428571429)","(101.0, 490.0, 340.0)","(81.0, 230.0, 215.0)","(101.0, 190.0, 174.6153846153846)"
12-01-2023 15:09:08.843224,"(26.0, 36.0, 35.36)","(2.0, 2.4, 2.384220183486238)","(5.5, 6.6, 6.494845360824742)","(3.4, 4.3, 4.267256637168142)","(10.0, 10.5, 10.536697247706423)","(91.0, 180.0, 155.0)","(16.0, 23.0, 22.8)","(101.0, 160.0, 155.71428571428572)","(101.0, 400.0, 385.7142857142857)","(101.0, 490.0, 340.0)","(81.0, 230.0, 200.0)","(101.0, 190.0, 174.6153846153846)"
12-01-2023 15:09:10.385452,"(26.0, 36.0, 35.36)","(2.0, 2.4, 2.384973544973545)","(5.5, 6.6, 6.494845360824742)","(3.4, 4.3, 4.279012345679012)","(10.0, 11.0, 10.479338842975206)","(81.0, 180.0, 155.0)","(16.0, 23.0, 22.48)","(101.0, 160.0, 155.71428571428572)","(101.0, 400.0, 385.7142857142857)","(101.0, 490.0, 340.0)","(81.0, 230.0, 215.0)","(101.0, 190.0, 174.6153846153846)"
12-01-2023 15:09:12.397803,"(26.0, 36.0, 35.36)","(2.0, 2.4, 2.39125)","(5.5, 6.6, 6.635955056179775)","(3.4, 4.3, 4.197297297297298)","(10.0, 11.0, 10.697115384615385)","(81.0, 180.0, 155.0)","(16.0, 23.0, 22.48)","(101.0, 160.0, 155.71428571428572)","(101.0, 400.0, 385.7142857142857)","(101.0, 490.0, 340.0)","(81.0, 230.0, 215.0)","(101.0, 190.0, 174.6153846153846)"
12-01-2023 15:09:14.135158,"(26.0, 36.0, 35.27272727272727)","(2.0, 2.4, 2.403453237410072)","(5.5, 6.8, 6.540645161290322)","(3.4, 4.2, 4.201818181818181)","(9.0, 11.0, 10.617161716171617)","(91.0, 180.0, 155.0)","(17.0, 23.0, 22.48)","(101.0, 160.0, 155.71428571428572)","(101.0, 400.0, 385.7142857142857)","(101.0, 490.0, 340.0)","(91.0, 230.0, 215.0)","(101.0, 190.0, 174.6153846153846)"
12-01-2023 15:09:15.637539,"(26.0, 36.0, 35.333333333333336)","(2.0, 2.42, 2.4107602339181287)","(5.5, 6.6, 6.616216216216216)","(3.4, 4.3, 4.225714285714286)","(9.0, 11.0, 9.906463878326997)","(91.0, 180.0, 155.0)","(17.0, 23.0, 22.789473684210527)","(101.0, 160.0, 156.0)","(101.0, 400.0, 385.7142857142857)","(101.0, 490.0, 340.0)","(91.0, 230.0, 216.66666666666669)","(101.0, 190.0, 174.6153846153846)"
12-01-2023 15:09:17.057945,"(26.0, 36.0, 35.333333333333336)","(2.0, 2.42, 2.4255421686746987)","(5.5, 6.8, 6.611981566820276)","(3.4, 4.3, 4.247368421052632)","(9.0, 10.5, 9.711475409836066)","(91.0, 180.0, 155.0)","(17.0, 23.0, 22.8)","(101.0, 160.0, 156.0)","(101.0, 400.0, 387.5)","(101.0, 490.0, 340.0)","(91.0, 230.0, 216.66666666666669)","(101.0, 190.0, 175.71428571428572)"
12-01-2023 15:09:18.637315,"(26.0, 36.0, 35.36)","(2.0, 2.44, 2.422899628252788)","(5.5, 6.8, 6.544)","(3.4, 4.3, 4.199270072992701)","(9.0, 9.8, 10.22787610619469)","(91.0, 180.0, 155.0)","(17.0, 23.0, 22.8)","(101.0, 160.0, 156.0)","(101.0, 400.0, 387.5)","(101.0, 490.0, 340.0)","(91.0, 230.0, 216.66666666666669)","(101.0, 190.0, 175.71428571428572)"
12-01-2023 15:09:20.033985,"(26.0, 36.0, 35.36)","(2.0, 2.44, 2.422899628252788)","(5.5, 6.6, 6.544)","(3.4, 4.2, 4.178504672897196)","(9.0, 10.5, 11.359743040685224)","(91.0, 180.0, 155.0)","(17.0, 23.0, 22.8)","(101.0, 160.0, 156.0)","(101.0, 400.0, 387.5)","(101.0, 490.0, 340.0)","(91.0, 230.0, 216.66666666666669)","(101.0, 190.0, 175.71428571428572)"
12-01-2023 15:09:21.538691,"(26.0, 36.0, 35.36)","(2.0, 2.4, 2.3942105263157893)","(5.5, 6.6, 6.539705882352941)","(3.4, 4.2, 4.167741935483871)","(10.0, 11.5, 11.004032258064516)","(91.0, 180.0, 155.0)","(17.0, 23.0, 22.8)","(101.0, 160.0, 156.0)","(101.0, 400.0, 388.8888888888889)","(101.0, 490.0, 340.0)","(91.0, 230.0, 216.66666666666669)","(101.0, 190.0, 175.71428571428572)"
12-01-2023 15:09:23.111914,"(26.0, 36.0, 35.36)","(2.0, 2.4, 2.4138028169014083)","(5.5, 6.6, 6.614225941422594)","(3.4, 4.2, 4.086065573770491)","(9.0, 11.5, 10.990066225165563)","(91.0, 180.0, 155.0)","(17.0, 23.0, 22.8)","(101.0, 160.0, 154.54545454545453)","(101.0, 400.0, 388.8888888888889)","(101.0, 490.0, 340.0)","(91.0, 230.0, 216.66666666666669)","(101.0, 190.0, 175.71428571428572)"
12-01-2023 15:09:24.847168,"(26.0, 36.0, 35.36)","(2.0, 2.42, 2.422937062937063)","(5.5, 6.8, 6.61896551724138)","(3.4, 4.1, 4.081914893617021)","(9.0, 11.0, 10.798050139275766)","(91.0, 180.0, 155.0)","(17.0, 23.0, 22.8)","(101.0, 160.0, 154.54545454545453)","(101.0, 400.0, 388.8888888888889)","(101.0, 490.0, 340.0)","(91.0, 230.0, 216.66666666666669)","(101.0, 190.0, 175.71428571428572)"
12-01-2023 15:09:26.574384,"(26.0, 36.0, 35.36)","(2.0, 2.44, 2.4141176470588235)","(5.5, 6.8, 6.61896551724138)","(3.4, 4.1, 4.081914893617021)","(10.0, 11.0, 10.78613569321534)","(91.0, 180.0, 155.0)","(17.0, 23.0, 22.84)","(101.0, 160.0, 154.54545454545453)","(101.0, 400.0, 388.8888888888889)","(101.0, 490.0, 340.0)","(91.0, 230.0, 216.66666666666669)","(101.0, 190.0, 170.0)"
12-01-2023 15:09:28.048972,"(26.0, 36.0, 35.36)","(2.0, 2.44, 2.4538650306748466)","(5.5, 6.8, 5.851515151515152)","(3.4, 4.1, 4.160645161290322)","(10.0, 11.0, 10.734899328859061)","(91.0, 180.0, 185.0)","(17.0, 23.0, 23.307692307692307)","(101.0, 160.0, 156.0)","(101.0, 400.0, 492.5)","(101.0, 490.0, 373.3333333333333)","(91.0, 230.0, 196.66666666666666)","(101.0, 190.0, 178.57142857142858)"
12-01-2023 15:09:29.946348,"(26.0, 38.0, 38.416666666666664)","(2.0, 2.46, 2.432336448598131)","(5.5, 5.9, 5.80989010989011)","(3.4, 4.2, 4.211111111111111)","(10.0, 11.0, 10.739904988123515)","(91.0, 220.0, 161.66666666666666)","(17.0, 24.0, 23.1)","(101.0, 170.0, 164.70588235294116)","(101.0, 810.0, 770.7692307692308)","(101.0, 490.0, 378.0)","(91.0, 230.0, 225.71428571428572)","(101.0, 190.0, 183.33333333333334)"
12-01-2023 15:09:32.029446,"(26.0, 40.0, 35.666666666666664)","(2.0, 2.46, 2.4520652173913042)","(5.5, 5.9, 5.840816326530613)","(3.4, 4.3, 4.173076923076923)","(10.0, 11.0, 10.714076246334312)","(91.0, 220.0, 161.66666666666666)","(17.0, 24.0, 23.4)","(101.0, 170.0, 168.125)","(101.0, 810.0, 488.8888888888889)","(101.0, 490.0, 430.0)","(91.0, 230.0, 356.6666666666667)","(101.0, 190.0, 179.0909090909091)"
12-01-2023 15:09:33.855833,"(26.0, 38.0, 35.62162162162162)","(2.0, 2.46, 2.4509090909090907)","(5.5, 5.9, 5.806773618538324)","(3.4, 4.2, 4.166176470588235)","(10.0, 11.0, 10.763812154696133)","(91.0, 220.0, 193.75)","(17.0, 24.0, 23.75)","(101.0, 170.0, 157.3913043478261)","(101.0, 500.0, 488.8888888888889)","(101.0, 490.0, 402.0)","(91.0, 420.0, 364.44444444444446)","(101.0, 190.0, 180.47619047619048)"
12-01-2023 15:09:35.916469,"(26.0, 38.0, 36.0)","(2.0, 2.46, 2.4134375)","(5.5, 6.0, 6.05)","(3.4, 4.2, 4.22972972972973)","(10.0, 11.0, 10.831597222222221)","(91.0, 220.0, 200.0)","(17.0, 24.0, 23.333333333333332)","(101.0, 160.0, 157.3913043478261)","(101.0, 500.0, 488.8888888888889)","(101.0, 490.0, 402.0)","(91.0, 360.0, 347.3333333333333)","(101.0, 190.0, 167.5)"
12-01-2023 15:09:37.934220,"(26.0, 38.0, 36.0)","(2.0, 2.42, 2.408101265822785)","(5.5, 6.2, 6.032558139534884)","(3.4, 4.3, 4.203174603174603)","(10.0, 11.0, 10.840753424657533)","(91.0, 230.0, 207.14285714285714)","(17.0, 25.0, 23.375)","(101.0, 160.0, 156.8421052631579)","(101.0, 500.0, 488.2352941176471)","(101.0, 490.0, 402.0)","(91.0, 360.0, 336.25)","(101.0, 190.0, 167.5)"
12-01-2023 15:09:39.501854,"(26.0, 38.0, 36.18181818181818)","(2.0, 2.42, 2.387645875251509)","(5.5, 6.2, 6.041142857142857)","(3.4, 4.3, 4.235106382978723)","(10.0, 11.0, 10.772598870056497)","(91.0, 230.0, 210.0)","(17.0, 24.0, 23.296296296296298)","(101.0, 160.0, 157.0)","(101.0, 500.0, 488.8888888888889)","(101.0, 490.0, 402.0)","(91.0, 360.0, 336.25)","(101.0, 190.0, 167.5)"
12-01-2023 15:09:41.039755,"(26.0, 38.0, 36.18181818181818)","(2.0, 2.4, 2.387645875251509)","(5.5, 6.2, 6.041142857142857)","(3.4, 4.3, 4.235106382978723)","(10.0, 11.0, 10.746173469387756)","(91.0, 230.0, 204.28571428571428)","(17.0, 24.0, 23.344827586206897)","(101.0, 160.0, 157.14285714285714)","(101.0, 500.0, 450.0)","(101.0, 490.0, 410.0)","(101.0, 360.0, 240.0)","(101.0, 190.0, 175.0)"
12-01-2023 15:09:42.628199,"(26.0, 38.0, 36.26086956521739)","(2.0, 2.4, 2.3882374768089054)","(5.5, 6.2, 6.025149700598803)","(3.4, 4.1, 4.167415730337079)","(9.0, 11.5, 11.166101694915254)","(91.0, 230.0, 177.5)","(17.0, 24.0, 23.8)","(101.0, 160.0, 157.5)","(101.0, 500.0, 488.8888888888889)","(101.0, 490.0, 402.0)","(101.0, 360.0, 336.25)","(101.0, 190.0, 167.5)"
12-01-2023 15:09:44.344089,"(26.0, 38.0, 36.333333333333336)","(2.0, 2.4, 2.3885384615384613)","(5.5, 6.2, 6.012080536912752)","(3.4, 4.2, 4.166279069767442)","(9.0, 11.5, 11.154362416107382)","(101.0, 230.0, 183.33333333333334)","(17.0, 24.0, 23.5531914893617)","(101.0, 160.0, 157.5)","(101.0, 500.0, 488.8888888888889)","(101.0, 490.0, 402.0)","(101.0, 360.0, 336.25)","(101.0, 190.0, 167.5)"
12-01-2023 15:09:45.866174,"(26.0, 38.0, 36.333333333333336)","(2.0, 2.4, 2.3885384615384613)","(5.5, 6.2, 6.012080536912752)","(3.4, 4.2, 4.166279069767442)","(9.0, 11.5, 11.22340425531915)","(101.0, 230.0, 183.33333333333334)","(17.0, 25.0, 23.692307692307693)","(101.0, 160.0, 157.5)","(101.0, 500.0, 488.8888888888889)","(101.0, 490.0, 402.0)","(101.0, 360.0, 336.25)","(101.0, 190.0, 167.5)"
12-01-2023 15:09:47.413056,"(26.0, 38.0, 37.06976744186046)","(2.0, 2.4, 2.3885057471264366)","(5.5, 6.2, 6.0120000000000005)","(3.4, 4.2, 4.171287128712871)","(9.0, 11.5, 11.22340425531915)","(101.0, 230.0, 183.33333333333334)","(17.0, 25.0, 23.763636363636362)","(101.0, 160.0, 148.14814814814815)","(101.0, 500.0, 488.8888888888889)","(101.0, 490.0, 402.0)","(101.0, 360.0, 337.6470588235294)","(101.0, 190.0, 167.5)"
12-01-2023 15:09:48.980066,"(26.0, 38.0, 37.08695652173913)","(2.0, 2.4, 2.3866666666666667)","(5.5, 6.2, 5.856603773584905)","(3.5, 4.2, 4.238205980066445)","(10.0, 11.5, 11.32603092783505)","(91.0, 230.0, 193.0769230769231)","(18.0, 25.0, 24.185185185185187)","(101.0, 150.0, 148.6206896551724)","(101.0, 500.0, 488.8888888888889)","(101.0, 490.0, 402.0)","(101.0, 360.0, 270.0)","(101.0, 190.0, 167.5)"
