,Criss Cross Lass,Fast Lane Fever,Aston Georgina,Impress Rolls,Crymelon Libby,Pyrenees Blazer,Chasing Boyd,Boots
10-01-2023 14:44:06.996663,"(3.9, 5.1, 5.178512396694215)","(5.5, 7.6, 7.351515151515152)","(2.7, 3.15, 3.147)","(6.0, 8.0, 7.931162790697674)","(101.0, 390.0, 323.33333333333337)","(15.0, 22.0, 20.944444444444443)","(26.0, 36.0, 31.82608695652174)","(6.0, 7.4, 7.2724637681159425)"
10-01-2023 14:44:08.435709,"(3.9, 5.2, 5.174193548387097)","(5.5, 7.4, 7.273333333333333)","(2.7, 3.15, 3.1772727272727272)","(6.5, 8.0, 7.936842105263158)","(101.0, 390.0, 395.8333333333333)","(15.0, 22.0, 20.80952380952381)","(26.0, 32.0, 31.352941176470587)","(6.0, 7.4, 7.19622641509434)"
10-01-2023 14:44:09.784101,"(3.9, 5.1, 5.027777777777778)","(5.5, 7.4, 7.2246575342465755)","(2.7, 3.2, 3.22741935483871)","(6.5, 8.0, 7.791666666666666)","(101.0, 410.0, 395.8333333333333)","(15.0, 22.0, 20.829268292682926)","(26.0, 32.0, 31.27777777777778)","(6.0, 7.2, 7.19622641509434)"
10-01-2023 14:44:11.121931,"(4.0, 5.1, 4.9)","(5.5, 7.4, 7.329032258064516)","(2.7, 3.3, 3.2197080291970805)","(6.5, 7.8, 7.9282051282051285)","(101.0, 410.0, 395.8333333333333)","(14.0, 22.0, 20.80952380952381)","(26.0, 32.0, 31.6)","(6.0, 7.2, 7.370588235294118)"
10-01-2023 14:44:12.453484,"(4.0, 4.9, 4.837777777777778)","(5.5, 7.4, 7.329032258064516)","(2.7, 3.25, 3.2197080291970805)","(6.5, 8.0, 7.817543859649122)","(101.0, 410.0, 395.8333333333333)","(14.0, 22.0, 20.75)","(26.0, 32.0, 31.586206896551722)","(6.0, 7.4, 7.35)"
10-01-2023 14:44:13.844273,"(4.0, 4.9, 4.7027777777777775)","(5.5, 7.6, 7.53)","(2.7, 3.25, 3.220610687022901)","(6.5, 8.0, 7.881481481481481)","(101.0, 410.0, 478.33333333333337)","(14.0, 22.0, 21.071428571428573)","(26.0, 32.0, 31.384615384615383)","(6.0, 7.6, 7.094117647058823)"
10-01-2023 14:44:15.155841,"(4.0, 4.8, 4.7027777777777775)","(5.5, 7.6, 7.381294964028777)","(2.7, 3.25, 3.313716814159292)","(6.5, 8.0, 8.342857142857143)","(101.0, 500.0, 478.33333333333337)","(14.0, 22.0, 19.81578947368421)","(26.0, 32.0, 32.93103448275862)","(6.0, 7.2, 7.158139534883721)"
10-01-2023 14:44:16.476127,"(4.0, 4.8, 4.686486486486486)","(5.5, 7.2, 6.885714285714285)","(2.7, 3.35, 3.342063492063492)","(6.5, 8.4, 8.309090909090909)","(101.0, 500.0, 430.5882352941177)","(14.0, 20.0, 19.845070422535212)","(26.0, 34.0, 33.142857142857146)","(6.0, 7.2, 7.223076923076923)"
10-01-2023 14:44:17.908421,"(4.0, 4.5, 4.495238095238095)","(5.5, 7.0, 6.885714285714285)","(2.7, 3.35, 3.342063492063492)","(6.5, 8.4, 8.264)","(101.0, 510.0, 425.625)","(14.0, 20.0, 19.90909090909091)","(26.0, 34.0, 33.142857142857146)","(6.0, 7.4, 7.171428571428572)"
10-01-2023 14:44:19.320157,"(4.0, 4.6, 4.560869565217391)","(5.5, 7.0, 6.815384615384615)","(2.7, 3.45, 3.4171232876712327)","(6.5, 8.4, 8.308571428571428)","(101.0, 510.0, 451.304347826087)","(14.0, 20.0, 19.907692307692308)","(26.0, 34.0, 33.142857142857146)","(6.0, 7.4, 7.203076923076924)"
10-01-2023 14:44:20.770440,"(4.0, 4.6, 4.565384615384615)","(5.5, 7.0, 6.8133333333333335)","(2.7, 3.4, 3.3772727272727274)","(6.5, 8.6, 8.308571428571428)","(101.0, 510.0, 451.304347826087)","(14.0, 20.0, 19.927419354838708)","(26.0, 34.0, 33.142857142857146)","(6.0, 7.4, 7.206060606060606)"
10-01-2023 14:44:22.307559,"(4.0, 4.6, 4.527692307692307)","(5.5, 7.0, 6.850467289719626)","(2.7, 3.45, 3.4214285714285717)","(6.5, 8.6, 8.276470588235293)","(101.0, 510.0, 451.304347826087)","(14.0, 20.0, 19.927419354838708)","(26.0, 34.0, 33.0)","(6.0, 7.4, 7.1866666666666665)"
10-01-2023 14:44:23.640351,"(4.0, 4.6, 4.537096774193548)","(5.5, 7.0, 6.876288659793814)","(2.8, 3.45, 3.418711656441718)","(6.5, 8.6, 8.287912087912087)","(101.0, 510.0, 451.304347826087)","(14.0, 20.0, 20.53846153846154)","(26.0, 34.0, 33.0)","(6.0, 7.4, 7.093617021276596)"
10-01-2023 14:44:25.021615,"(4.0, 4.6, 4.505714285714285)","(5.5, 7.0, 6.988571428571428)","(2.8, 3.45, 3.4143678160919544)","(6.5, 8.6, 8.287912087912087)","(101.0, 510.0, 451.304347826087)","(14.0, 21.0, 20.661290322580644)","(26.0, 34.0, 33.04)","(6.0, 7.2, 7.094545454545455)"
10-01-2023 14:44:26.513273,"(4.0, 4.6, 4.505479452054795)","(5.5, 7.0, 6.988571428571428)","(2.8, 3.45, 3.4143678160919544)","(6.5, 8.6, 8.285106382978723)","(101.0, 510.0, 451.304347826087)","(14.0, 21.0, 20.661290322580644)","(26.0, 34.0, 33.04)","(6.0, 7.2, 7.084)"
10-01-2023 14:44:27.925584,"(4.0, 4.6, 4.493846153846154)","(5.5, 7.0, 6.98974358974359)","(2.8, 3.45, 3.4143678160919544)","(6.5, 8.6, 8.1375)","(101.0, 510.0, 483.46938775510205)","(14.0, 21.0, 20.661290322580644)","(26.0, 34.0, 32.25)","(6.0, 7.2, 7.086274509803921)"
10-01-2023 14:44:29.369316,"(4.0, 4.6, 4.50921052631579)","(5.5, 7.0, 6.873469387755102)","(2.8, 3.45, 3.4133136094674557)","(6.5, 8.6, 8.270588235294117)","(101.0, 510.0, 504.22222222222223)","(14.0, 21.0, 20.661290322580644)","(26.0, 34.0, 32.25)","(6.0, 7.2, 7.264516129032258)"
10-01-2023 14:44:30.753380,"(4.0, 4.6, 4.508080808080808)","(5.5, 7.0, 6.830927835051546)","(2.8, 3.45, 3.4415584415584415)","(6.5, 8.4, 8.08)","(101.0, 510.0, 504.22222222222223)","(14.0, 21.0, 20.5)","(26.0, 34.0, 32.13333333333333)","(6.0, 7.4, 7.246153846153846)"
10-01-2023 14:44:32.156324,"(4.0, 4.6, 4.508080808080808)","(5.5, 7.0, 6.710588235294117)","(2.8, 3.5, 3.4332000000000003)","(6.5, 8.2, 7.933333333333334)","(101.0, 510.0, 504.22222222222223)","(14.0, 21.0, 20.53846153846154)","(26.0, 34.0, 32.111111111111114)","(6.0, 7.4, 7.097674418604651)"
10-01-2023 14:44:33.697972,"(4.0, 4.8, 4.730434782608696)","(5.5, 6.8, 6.711111111111111)","(2.8, 3.45, 3.4264705882352944)","(6.5, 8.0, 7.838888888888889)","(101.0, 510.0, 481.1111111111111)","(14.0, 21.0, 20.58)","(26.0, 34.0, 32.30769230769231)","(6.0, 7.2, 7.2)"
10-01-2023 14:44:35.177544,"(4.0, 4.8, 4.7)","(5.5, 6.8, 6.711111111111111)","(2.8, 3.45, 3.4462962962962966)","(6.5, 8.0, 7.826865671641791)","(101.0, 520.0, 498.0)","(14.0, 21.0, 20.653846153846153)","(26.0, 34.0, 32.4)","(6.0, 7.4, 7.283333333333333)"
10-01-2023 14:44:36.722781,"(3.9, 4.7, 9998.5)","(5.5, 6.8, 9998.5)","(2.8, 3.45, 9998.5)","(6.5, 8.0, 9998.5)","(101.0, 510.0, 9998.5)","(14.0, 21.0, 9998.5)","(26.0, 34.0, 9998.5)","(6.0, 7.4, 9998.5)"
10-01-2023 14:44:38.395660,"(3.9, 99998, 9998.5)","(5.5, 99998, 9998.5)","(2.8, 99998, 9998.5)","(6.5, 99998, 9998.5)","(101.0, 99998, 9998.5)","(14.0, 99998, 9998.5)","(26.0, 99998, 9998.5)","(6.0, 99998, 9998.5)"
10-01-2023 14:44:40.011739,"(3.9, 99998, 9998.5)","(5.5, 99998, 9998.5)","(2.8, 99998, 9998.5)","(6.5, 99998, 9998.5)","(101.0, 99998, 9998.5)","(14.0, 99998, 9998.5)","(26.0, 99998, 9998.5)","(6.0, 99998, 9998.5)"
10-01-2023 14:44:41.368604,"(3.9, 99998, 9998.5)","(5.5, 99998, 9998.5)","(2.8, 99998, 9998.5)","(6.5, 99998, 9998.5)","(101.0, 99998, 9998.5)","(14.0, 99998, 9998.5)","(26.0, 99998, 9998.5)","(6.0, 99998, 9998.5)"
10-01-2023 14:44:42.664474,"(3.9, 99998, 9998.5)","(5.5, 99998, 9998.5)","(2.8, 99998, 9998.5)","(6.5, 99998, 9998.5)","(101.0, 99998, 9998.5)","(14.0, 99998, 9998.5)","(26.0, 99998, 9998.5)","(6.0, 99998, 9998.5)"
10-01-2023 14:44:43.968237,"(3.9, 99998, 9998.5)","(5.5, 99998, 9998.5)","(2.8, 99998, 9998.5)","(6.5, 99998, 9998.5)","(101.0, 99998, 9998.5)","(14.0, 99998, 9998.5)","(26.0, 99998, 9998.5)","(6.0, 99998, 9998.5)"
10-01-2023 14:44:45.246727,"(3.9, 99998, 9998.5)","(5.5, 99998, 9998.5)","(2.8, 99998, 9998.5)","(6.5, 99998, 9998.5)","(101.0, 99998, 9998.5)","(14.0, 99998, 9998.5)","(26.0, 99998, 9998.5)","(6.0, 99998, 9998.5)"
10-01-2023 14:44:46.438671,"(3.9, 99998, 9998.5)","(5.5, 99998, 9998.5)","(2.8, 99998, 9998.5)","(6.5, 99998, 9998.5)","(101.0, 99998, 9998.5)","(14.0, 99998, 9998.5)","(26.0, 99998, 9998.5)","(6.0, 99998, 9998.5)"
10-01-2023 14:44:47.733327,"(3.9, 99998, 9998.5)","(5.5, 99998, 9998.5)","(2.8, 99998, 9998.5)","(6.5, 99998, 9998.5)","(101.0, 99998, 9998.5)","(14.0, 99998, 9998.5)","(26.0, 99998, 9998.5)","(6.0, 99998, 9998.5)"
10-01-2023 14:44:49.045222,"(3.9, 99998, 9998.5)","(5.5, 99998, 9998.5)","(2.8, 99998, 9998.5)","(6.5, 99998, 9998.5)","(101.0, 99998, 9998.5)","(14.0, 99998, 9998.5)","(26.0, 99998, 9998.5)","(6.0, 99998, 9998.5)"
10-01-2023 14:44:50.314774,"(3.9, 99998, 9998.5)","(5.5, 99998, 9998.5)","(2.8, 99998, 9998.5)","(6.5, 99998, 9998.5)","(101.0, 99998, 9998.5)","(14.0, 99998, 9998.5)","(26.0, 99998, 9998.5)","(6.0, 99998, 9998.5)"
10-01-2023 14:44:51.539894,"(3.9, 99998, 9998.5)","(5.5, 99998, 9998.5)","(2.8, 99998, 9998.5)","(6.5, 99998, 9998.5)","(101.0, 99998, 9998.5)","(14.0, 99998, 9998.5)","(26.0, 99998, 9998.5)","(6.0, 99998, 9998.5)"
10-01-2023 14:44:52.742011,"(3.9, 99998, 9998.5)","(5.5, 99998, 9998.5)","(2.8, 99998, 9998.5)","(6.5, 99998, 9998.5)","(101.0, 99998, 9998.5)","(14.0, 99998, 9998.5)","(26.0, 99998, 9998.5)","(6.0, 99998, 9998.5)"
10-01-2023 14:44:54.098500,"(3.9, 99998, 9998.5)","(5.5, 99998, 9998.5)","(2.8, 99998, 9998.5)","(6.5, 99998, 9998.5)","(101.0, 99998, 9998.5)","(14.0, 99998, 9998.5)","(26.0, 99998, 9998.5)","(6.0, 99998, 9998.5)"
