,Social Virtigo,Check Me Out,Opawa Max,Big Time Epic,Big Time Punga,Big Time Girly,Kina Magic
16-12-2022 13:33:37.970161,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 19.5, 14.18)","(2.5, 4.1, 3.6312499999999996)","(13.0, 32.0, 25.5)","(17.0, 120.0, 78.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:33:39.027121,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 19.5, 14.18)","(2.5, 4.1, 3.6312499999999996)","(13.0, 32.0, 25.5)","(17.0, 120.0, 78.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:33:40.323888,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 19.5, 14.18)","(2.5, 4.1, 3.6312499999999996)","(13.0, 32.0, 25.5)","(17.0, 120.0, 78.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:33:41.355029,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 19.5, 14.18)","(2.5, 4.1, 3.6312499999999996)","(13.0, 32.0, 25.5)","(17.0, 120.0, 78.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:33:42.603731,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 19.5, 14.18)","(2.5, 4.1, 3.6312499999999996)","(13.0, 32.0, 25.5)","(17.0, 120.0, 78.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:33:43.686396,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 19.5, 14.18)","(2.5, 4.1, 3.6312499999999996)","(13.0, 32.0, 24.875)","(17.0, 120.0, 78.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:33:44.831454,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 19.5, 15.757142857142858)","(2.5, 4.1, 3.481818181818182)","(13.0, 32.0, 24.875)","(17.0, 120.0, 78.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:33:45.901369,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 19.5, 15.757142857142858)","(2.5, 4.2, 3.481818181818182)","(13.0, 32.0, 24.875)","(17.0, 120.0, 78.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:33:47.083321,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 19.5, 15.757142857142858)","(2.5, 4.2, 3.7)","(13.0, 32.0, 24.875)","(17.0, 120.0, 78.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:33:48.198251,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 19.5, 15.757142857142858)","(2.5, 4.2, 3.7)","(13.0, 32.0, 24.875)","(17.0, 120.0, 78.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:33:49.337238,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 19.5, 15.757142857142858)","(2.5, 4.2, 3.7)","(13.0, 32.0, 24.875)","(17.0, 120.0, 78.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:33:50.335023,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 19.5, 15.757142857142858)","(2.5, 4.2, 3.7)","(13.0, 32.0, 24.875)","(17.0, 120.0, 78.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:33:51.282416,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 19.5, 13.05)","(2.5, 4.2, 3.7)","(13.0, 32.0, 24.875)","(17.0, 120.0, 78.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:33:52.369223,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 10.022222222222222)","(2.5, 4.2, 3.7)","(13.0, 32.0, 24.875)","(17.0, 120.0, 78.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:33:53.433845,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 10.022222222222222)","(2.5, 4.2, 3.7)","(13.0, 32.0, 24.875)","(17.0, 120.0, 78.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:33:54.451574,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 10.022222222222222)","(2.5, 4.2, 3.7)","(13.0, 32.0, 17.375)","(17.0, 120.0, 78.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:33:55.470592,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 8.175)","(2.5, 4.2, 3.7)","(13.0, 32.0, 17.375)","(17.0, 120.0, 78.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:33:56.588812,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.7)","(13.0, 32.0, 17.375)","(17.0, 120.0, 78.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:33:57.742837,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.7)","(13.0, 32.0, 17.375)","(17.0, 120.0, 66.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:33:58.900808,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.7)","(13.0, 32.0, 17.375)","(17.0, 100.0, 66.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:00.044022,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 10.177777777777777)","(2.5, 4.2, 3.481818181818182)","(13.0, 32.0, 25.0625)","(17.0, 100.0, 66.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:01.126278,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 10.177777777777777)","(2.5, 4.2, 3.481818181818182)","(13.0, 32.0, 25.0625)","(17.0, 100.0, 66.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:02.094305,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 10.177777777777777)","(2.5, 4.2, 3.481818181818182)","(13.0, 32.0, 25.0625)","(17.0, 100.0, 66.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:03.065294,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 10.177777777777777)","(2.5, 4.2, 3.481818181818182)","(13.0, 32.0, 25.0625)","(17.0, 100.0, 66.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:03.988293,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 10.177777777777777)","(2.5, 4.2, 3.7)","(13.0, 32.0, 25.0625)","(17.0, 100.0, 66.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:04.985286,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 10.177777777777777)","(2.5, 4.2, 3.7)","(13.0, 32.0, 25.0625)","(17.0, 100.0, 66.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:05.954030,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 10.177777777777777)","(2.5, 4.2, 3.7)","(13.0, 32.0, 25.0625)","(17.0, 100.0, 66.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:06.989927,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 10.177777777777777)","(2.5, 4.2, 3.7)","(13.0, 32.0, 25.0625)","(17.0, 100.0, 66.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:07.965430,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 10.177777777777777)","(2.5, 4.2, 3.7)","(13.0, 32.0, 25.0625)","(17.0, 100.0, 66.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:08.966626,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 10.177777777777777)","(2.5, 4.2, 3.7)","(13.0, 32.0, 25.0625)","(17.0, 100.0, 66.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:10.012655,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 10.177777777777777)","(2.5, 4.2, 3.7)","(13.0, 32.0, 25.0625)","(17.0, 100.0, 66.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:11.081885,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 10.177777777777777)","(2.5, 4.2, 3.481818181818182)","(13.0, 32.0, 25.25)","(17.0, 100.0, 62.66666666666667)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:12.235562,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 10.177777777777777)","(2.5, 4.2, 3.481818181818182)","(13.0, 32.0, 25.25)","(17.0, 100.0, 62.66666666666667)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:13.330028,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 10.177777777777777)","(2.5, 4.2, 3.481818181818182)","(13.0, 32.0, 25.25)","(17.0, 100.0, 62.66666666666667)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:14.350958,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 10.177777777777777)","(2.5, 4.2, 3.481818181818182)","(13.0, 32.0, 25.25)","(17.0, 100.0, 62.66666666666667)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:15.298718,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 8.175)","(2.5, 4.2, 2.85)","(13.0, 32.0, 25.25)","(17.0, 100.0, 62.66666666666667)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:16.304111,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 2.8333333333333335)","(13.0, 32.0, 25.25)","(17.0, 100.0, 62.66666666666667)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:17.314602,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 2.8333333333333335)","(13.0, 32.0, 25.25)","(17.0, 100.0, 62.66666666666667)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:18.314489,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 2.8333333333333335)","(13.0, 32.0, 25.25)","(17.0, 100.0, 62.66666666666667)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:19.213923,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 2.8333333333333335)","(13.0, 32.0, 25.25)","(17.0, 100.0, 62.66666666666667)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:20.218272,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 2.8333333333333335)","(13.0, 32.0, 25.25)","(17.0, 100.0, 62.66666666666667)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:21.280630,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 2.8333333333333335)","(13.0, 32.0, 25.25)","(17.0, 100.0, 62.66666666666667)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:22.350257,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 2.8333333333333335)","(13.0, 32.0, 25.25)","(17.0, 100.0, 62.66666666666667)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:23.388484,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 2.8333333333333335)","(13.0, 32.0, 25.25)","(17.0, 100.0, 62.66666666666667)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:24.435686,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 2.8333333333333335)","(13.0, 32.0, 25.25)","(17.0, 100.0, 62.66666666666667)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:25.498805,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 2.8333333333333335)","(13.0, 32.0, 25.25)","(17.0, 100.0, 62.66666666666667)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:26.571033,"(3.8, 5.9, 4.645833333333334)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 2.8333333333333335)","(13.0, 32.0, 17.375)","(17.0, 100.0, 66.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:27.554778,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.3, 3.9875)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 2.8333333333333335)","(13.0, 32.0, 17.375)","(17.0, 100.0, 66.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:28.508383,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.3, 3.9875)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 2.8333333333333335)","(13.0, 32.0, 17.375)","(17.0, 100.0, 66.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:29.549873,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.3, 3.9875)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.7176470588235295)","(13.0, 32.0, 25.4375)","(17.0, 100.0, 66.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:30.602067,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.3, 3.9875)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.7176470588235295)","(13.0, 32.0, 25.4375)","(17.0, 100.0, 66.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:31.586134,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.3, 3.9875)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.7176470588235295)","(13.0, 32.0, 25.4375)","(17.0, 100.0, 66.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:32.503460,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.3, 3.9875)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.7176470588235295)","(13.0, 32.0, 25.4375)","(17.0, 100.0, 66.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:33.498893,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.3, 3.9875)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.7176470588235295)","(13.0, 32.0, 25.4375)","(17.0, 100.0, 66.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:34.580708,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.3, 3.9875)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.7176470588235295)","(13.0, 32.0, 25.4375)","(17.0, 100.0, 66.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:35.620451,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.3, 3.9875)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.7176470588235295)","(13.0, 32.0, 25.4375)","(17.0, 100.0, 66.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:36.653014,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.3, 3.9875)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.7176470588235295)","(13.0, 32.0, 25.4375)","(17.0, 100.0, 66.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:37.640660,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.3, 3.9875)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.7176470588235295)","(13.0, 32.0, 25.4375)","(17.0, 100.0, 60.2)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:38.689131,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.3, 3.9875)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.7176470588235295)","(13.0, 32.0, 25.4375)","(17.0, 90.0, 57.11111111111111)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:39.733700,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.3, 3.9875)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 2.8333333333333335)","(13.0, 32.0, 23.642857142857142)","(17.0, 90.0, 57.11111111111111)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:40.782227,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.3, 3.9875)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 2.8333333333333335)","(13.0, 32.0, 23.642857142857142)","(17.0, 90.0, 57.11111111111111)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:41.818217,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.3, 3.9875)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.7176470588235295)","(13.0, 32.0, 23.642857142857142)","(17.0, 90.0, 57.11111111111111)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:42.863301,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.3, 3.9875)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.7176470588235295)","(13.0, 32.0, 23.642857142857142)","(17.0, 90.0, 57.11111111111111)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:43.851252,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.3, 3.9875)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.7176470588235295)","(13.0, 32.0, 23.642857142857142)","(17.0, 90.0, 57.11111111111111)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:44.861009,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.3, 3.9875)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.7176470588235295)","(13.0, 32.0, 23.642857142857142)","(17.0, 90.0, 57.11111111111111)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:45.872853,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.4, 3.725)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.75)","(13.0, 32.0, 25.666666666666668)","(17.0, 90.0, 57.11111111111111)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:46.828372,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.4, 3.725)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.75)","(13.0, 32.0, 25.666666666666668)","(17.0, 90.0, 57.11111111111111)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:47.822879,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.4, 3.725)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.75)","(13.0, 32.0, 25.666666666666668)","(17.0, 90.0, 78.0)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:48.842858,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.4, 3.725)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.75)","(13.0, 32.0, 25.666666666666668)","(17.0, 140.0, 78.0)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:49.851167,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.4, 3.725)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.75)","(13.0, 32.0, 25.666666666666668)","(17.0, 140.0, 78.0)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:50.848380,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.4, 3.725)","(6.5, 22.0, 10.3)","(2.5, 4.2, 3.75)","(13.0, 32.0, 25.666666666666668)","(17.0, 140.0, 78.0)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:51.908824,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.4, 3.725)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.4000000000000004)","(13.0, 32.0, 25.666666666666668)","(17.0, 140.0, 78.0)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:52.982673,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.4, 3.725)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.4000000000000004)","(13.0, 32.0, 25.666666666666668)","(17.0, 140.0, 78.0)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:54.032193,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.4, 3.725)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.4000000000000004)","(13.0, 32.0, 25.666666666666668)","(17.0, 140.0, 79.33333333333333)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:55.064327,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.4, 3.725)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.4000000000000004)","(13.0, 32.0, 23.642857142857142)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:56.006230,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.4, 3.725)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.4000000000000004)","(13.0, 32.0, 23.642857142857142)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:57.068295,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.4, 3.725)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.4000000000000004)","(13.0, 32.0, 23.642857142857142)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:58.104169,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.4, 3.725)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.4000000000000004)","(13.0, 32.0, 23.642857142857142)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:34:59.179248,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.4, 3.725)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.4000000000000004)","(13.0, 32.0, 23.642857142857142)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:35:00.176268,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.4, 3.725)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.4000000000000004)","(13.0, 32.0, 23.642857142857142)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:35:01.194833,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.4, 3.725)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.4000000000000004)","(13.0, 32.0, 27.92857142857143)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:35:02.259965,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.4, 3.725)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.4000000000000004)","(13.0, 32.0, 27.92857142857143)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:35:03.341801,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.4, 3.725)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.4000000000000004)","(13.0, 32.0, 27.92857142857143)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:35:04.319378,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.4000000000000004)","(13.0, 32.0, 27.92857142857143)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:35:05.361759,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.4000000000000004)","(13.0, 32.0, 27.92857142857143)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:35:06.380083,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.5250000000000004)","(13.0, 32.0, 24.875)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:35:07.361070,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.5250000000000004)","(13.0, 32.0, 24.875)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:35:08.383888,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.5250000000000004)","(13.0, 32.0, 24.875)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:35:09.415251,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.5250000000000004)","(13.0, 32.0, 24.875)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:35:10.456168,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.5250000000000004)","(13.0, 32.0, 24.875)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:35:11.642708,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.4000000000000004)","(13.0, 32.0, 24.875)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:35:12.720181,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.4000000000000004)","(13.0, 32.0, 24.875)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
16-12-2022 13:35:13.701110,"(3.8, 5.9, 4.7272727272727275)","(3.1, 4.4, 3.5473684210526315)","(6.5, 22.0, 9.866666666666667)","(2.5, 4.2, 3.4000000000000004)","(13.0, 32.0, 24.875)","(17.0, 130.0, 84.19999999999999)","(21.0, 190.0, 105.0)"
