,Rhythmic Ruler,Emjay,Steinbeck,East Of India,Potential Grizzly,Math Man Marco,Pour Me A Double
15-12-2022 12:15:18.251476,"(12.0, 18.0, 17.84)","(7.5, 9.4, 9.009302325581396)","(2.1, 2.54, 2.493333333333333)","(11.0, 14.0, 13.375)","(15.0, 22.0, 20.8)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.0, 10.96551724137931)"
15-12-2022 12:15:19.293731,"(12.0, 18.0, 17.84)","(7.5, 9.4, 9.009302325581396)","(2.1, 2.54, 2.493333333333333)","(11.0, 14.0, 13.375)","(15.0, 22.0, 20.8)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.0, 10.96551724137931)"
15-12-2022 12:15:20.320452,"(12.0, 18.0, 17.84)","(7.5, 9.4, 8.87906976744186)","(2.1, 2.54, 2.493333333333333)","(11.0, 14.0, 13.375)","(15.0, 22.0, 20.8)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.0, 10.96551724137931)"
15-12-2022 12:15:21.337910,"(12.0, 18.0, 17.84)","(7.5, 9.4, 8.87906976744186)","(2.1, 2.54, 2.493333333333333)","(11.0, 14.0, 13.375)","(15.0, 22.0, 20.857142857142858)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.0, 10.96551724137931)"
15-12-2022 12:15:22.454847,"(12.0, 18.0, 17.84)","(7.5, 9.4, 8.87906976744186)","(2.1, 2.54, 2.493333333333333)","(11.0, 14.0, 13.375)","(15.0, 22.0, 20.857142857142858)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.0, 10.96551724137931)"
15-12-2022 12:15:23.466787,"(12.0, 18.0, 17.84)","(7.5, 9.4, 8.87906976744186)","(2.1, 2.54, 2.493333333333333)","(11.0, 14.0, 13.375)","(15.0, 22.0, 20.857142857142858)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.0, 10.96551724137931)"
15-12-2022 12:15:24.481602,"(12.0, 18.0, 17.84)","(7.5, 9.4, 8.87906976744186)","(2.1, 2.54, 2.493333333333333)","(11.0, 14.0, 13.375)","(15.0, 22.0, 20.857142857142858)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.0, 10.96551724137931)"
15-12-2022 12:15:25.435431,"(12.0, 18.0, 17.84)","(7.5, 9.4, 8.87906976744186)","(2.1, 2.54, 2.493333333333333)","(11.0, 14.0, 13.375)","(15.0, 22.0, 20.857142857142858)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.0, 10.96551724137931)"
15-12-2022 12:15:26.497174,"(12.0, 18.0, 17.84)","(7.5, 9.4, 8.87906976744186)","(2.1, 2.54, 2.4654545454545453)","(11.0, 14.0, 13.285714285714286)","(15.0, 22.0, 20.57142857142857)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.0, 10.8)"
15-12-2022 12:15:27.462417,"(12.0, 18.0, 17.428571428571427)","(7.5, 9.4, 8.825641025641026)","(2.1, 2.58, 2.4654545454545453)","(11.0, 14.0, 13.285714285714286)","(15.0, 24.0, 21.9)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.0, 10.8)"
15-12-2022 12:15:28.495173,"(12.0, 18.0, 17.428571428571427)","(7.5, 9.4, 8.825641025641026)","(2.1, 2.58, 2.4654545454545453)","(11.0, 14.0, 13.285714285714286)","(15.0, 23.0, 21.9)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.0, 10.8)"
15-12-2022 12:15:29.513440,"(12.0, 18.0, 17.428571428571427)","(7.5, 9.4, 8.825641025641026)","(2.1, 2.58, 2.4654545454545453)","(11.0, 14.0, 13.285714285714286)","(15.0, 23.0, 21.9)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.0, 10.8)"
15-12-2022 12:15:30.528874,"(12.0, 18.0, 17.428571428571427)","(7.5, 9.4, 8.825641025641026)","(2.1, 2.58, 2.4654545454545453)","(11.0, 14.0, 13.285714285714286)","(15.0, 23.0, 21.9)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.0, 10.8)"
15-12-2022 12:15:31.461623,"(12.0, 18.0, 17.428571428571427)","(7.5, 9.4, 8.825641025641026)","(2.1, 2.58, 2.4654545454545453)","(11.0, 14.0, 13.285714285714286)","(15.0, 23.0, 21.9)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.0, 10.8)"
15-12-2022 12:15:32.387050,"(12.0, 18.0, 17.428571428571427)","(7.5, 9.4, 8.825641025641026)","(2.1, 2.58, 2.4654545454545453)","(11.0, 14.0, 13.285714285714286)","(15.0, 23.0, 21.9)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.0, 10.8)"
15-12-2022 12:15:33.309749,"(12.0, 18.0, 17.428571428571427)","(7.5, 9.4, 8.825641025641026)","(2.1, 2.58, 2.4654545454545453)","(11.0, 14.0, 13.285714285714286)","(15.0, 23.0, 21.9)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.0, 10.8)"
15-12-2022 12:15:34.252183,"(12.0, 18.0, 17.428571428571427)","(7.5, 9.4, 8.825641025641026)","(2.1, 2.58, 2.4654545454545453)","(11.0, 14.0, 13.285714285714286)","(15.0, 23.0, 20.5)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.0, 10.8)"
15-12-2022 12:15:35.267095,"(12.0, 18.0, 17.428571428571427)","(7.5, 9.4, 8.825641025641026)","(2.1, 2.58, 2.4654545454545453)","(11.0, 14.0, 13.285714285714286)","(15.0, 23.0, 20.5)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.0, 10.8)"
15-12-2022 12:15:36.330769,"(12.0, 18.0, 17.428571428571427)","(7.5, 9.4, 8.825641025641026)","(2.1, 2.58, 2.48)","(11.0, 14.0, 13.53125)","(15.0, 23.0, 19.333333333333332)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.0, 10.8)"
15-12-2022 12:15:37.415186,"(12.0, 18.0, 17.85185185185185)","(7.5, 9.4, 8.825641025641026)","(2.1, 2.58, 2.48)","(11.0, 14.0, 13.53125)","(15.0, 22.0, 19.333333333333332)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.0, 10.8)"
15-12-2022 12:15:38.889764,"(12.0, 18.0, 17.85185185185185)","(7.5, 9.4, 8.825641025641026)","(2.1, 2.58, 2.48)","(11.0, 14.0, 13.53125)","(15.0, 22.0, 19.333333333333332)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.0, 10.8)"
15-12-2022 12:15:39.886971,"(12.0, 18.0, 17.85185185185185)","(7.5, 9.4, 8.825641025641026)","(2.1, 2.58, 2.48)","(11.0, 14.0, 13.53125)","(15.0, 22.0, 19.333333333333332)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.0, 10.8)"
15-12-2022 12:15:40.856212,"(12.0, 18.0, 17.85185185185185)","(7.5, 9.4, 8.825641025641026)","(2.1, 2.58, 2.48)","(11.0, 14.0, 13.53125)","(15.0, 22.0, 19.333333333333332)","(4.0, 5.1, 4.817647058823529)","(9.0, 12.0, 10.8)"
15-12-2022 12:15:41.783436,"(13.0, 18.0, 17.85185185185185)","(7.5, 9.4, 8.825641025641026)","(2.1, 2.58, 2.48)","(10.0, 14.0, 13.53125)","(15.0, 22.0, 19.333333333333332)","(4.0, 5.1, 4.817647058823529)","(8.5, 12.0, 10.8)"
15-12-2022 12:15:42.759265,"(13.0, 18.0, 17.85185185185185)","(7.5, 9.4, 8.825641025641026)","(2.1, 2.58, 2.48)","(10.0, 14.0, 13.53125)","(15.0, 22.0, 19.333333333333332)","(4.0, 5.1, 4.817647058823529)","(8.5, 12.0, 10.8)"
15-12-2022 12:15:43.709024,"(13.0, 18.0, 17.85185185185185)","(7.5, 9.4, 8.825641025641026)","(2.1, 2.58, 2.48)","(10.0, 14.0, 13.53125)","(15.0, 22.0, 19.333333333333332)","(4.0, 5.1, 4.817647058823529)","(8.5, 12.0, 10.8)"
15-12-2022 12:15:44.668183,"(13.0, 18.0, 17.85185185185185)","(7.5, 9.4, 8.825641025641026)","(2.1, 2.58, 2.48)","(10.0, 14.0, 13.53125)","(15.0, 22.0, 19.333333333333332)","(4.0, 5.1, 4.817647058823529)","(8.5, 12.0, 10.8)"
15-12-2022 12:15:45.708305,"(13.0, 18.0, 17.85185185185185)","(7.5, 9.4, 8.825641025641026)","(2.1, 2.58, 2.48)","(10.0, 14.0, 13.53125)","(15.0, 22.0, 19.333333333333332)","(4.0, 5.1, 4.817647058823529)","(8.5, 12.0, 10.96551724137931)"
15-12-2022 12:15:46.719297,"(13.0, 18.0, 17.555555555555557)","(7.5, 9.4, 8.87906976744186)","(2.1, 2.54, 2.4175)","(10.0, 14.0, 13.605263157894736)","(15.0, 22.0, 19.333333333333332)","(4.0, 5.1, 4.817647058823529)","(8.5, 12.0, 10.96551724137931)"
15-12-2022 12:15:47.703879,"(13.0, 18.0, 17.555555555555557)","(7.5, 9.4, 8.87906976744186)","(2.1, 2.54, 2.4175)","(10.0, 14.0, 13.605263157894736)","(15.0, 22.0, 19.333333333333332)","(4.0, 5.1, 4.817647058823529)","(8.5, 12.0, 10.96551724137931)"
15-12-2022 12:15:48.748385,"(13.0, 18.0, 17.555555555555557)","(7.5, 9.4, 8.87906976744186)","(2.1, 2.54, 2.456)","(10.0, 14.0, 13.605263157894736)","(15.0, 22.0, 21.25)","(4.0, 5.1, 4.817647058823529)","(8.5, 12.0, 10.96551724137931)"
15-12-2022 12:15:49.864794,"(13.0, 18.0, 16.666666666666668)","(7.5, 9.4, 8.87906976744186)","(2.1, 2.52, 2.448)","(10.0, 14.0, 13.605263157894736)","(15.0, 22.0, 21.25)","(4.0, 5.1, 4.817647058823529)","(8.5, 12.0, 10.96551724137931)"
15-12-2022 12:15:51.115843,"(13.0, 18.0, 16.666666666666668)","(7.5, 9.4, 8.87906976744186)","(2.1, 2.52, 2.448)","(10.0, 14.0, 13.605263157894736)","(15.0, 22.0, 21.25)","(4.0, 5.1, 4.817647058823529)","(8.5, 12.0, 10.96551724137931)"
15-12-2022 12:15:52.164733,"(13.0, 18.0, 16.666666666666668)","(7.5, 9.4, 8.87906976744186)","(2.1, 2.52, 2.448)","(10.0, 14.0, 13.444444444444445)","(15.0, 22.0, 21.25)","(4.0, 5.1, 4.817647058823529)","(8.5, 12.0, 10.96551724137931)"
15-12-2022 12:15:53.139351,"(13.0, 18.0, 16.666666666666668)","(7.5, 9.4, 8.87906976744186)","(2.1, 2.52, 2.448)","(10.0, 14.0, 13.444444444444445)","(15.0, 22.0, 21.25)","(4.0, 5.1, 4.817647058823529)","(8.5, 12.0, 10.96551724137931)"
15-12-2022 12:15:54.139020,"(13.0, 18.0, 16.666666666666668)","(7.5, 9.2, 8.84705882352941)","(2.1, 2.52, 2.448)","(10.0, 14.0, 13.666666666666666)","(15.0, 22.0, 21.25)","(4.0, 5.1, 4.817647058823529)","(8.5, 12.0, 10.96551724137931)"
15-12-2022 12:15:55.240937,"(13.0, 18.0, 16.666666666666668)","(7.5, 9.2, 8.84705882352941)","(2.1, 2.52, 2.448)","(10.0, 14.0, 13.666666666666666)","(15.0, 22.0, 21.25)","(4.0, 5.1, 4.817647058823529)","(8.5, 12.0, 10.96551724137931)"
15-12-2022 12:15:56.368783,"(13.0, 18.0, 16.666666666666668)","(7.5, 9.2, 8.84705882352941)","(2.1, 2.52, 2.448)","(10.0, 14.0, 13.666666666666666)","(15.0, 22.0, 21.25)","(4.0, 5.1, 4.817647058823529)","(8.5, 12.0, 10.96551724137931)"
15-12-2022 12:15:57.290509,"(13.0, 18.0, 16.666666666666668)","(7.5, 9.0, 8.876923076923077)","(2.1, 2.52, 2.448)","(10.0, 14.0, 13.666666666666666)","(15.0, 22.0, 21.25)","(4.0, 5.1, 4.817647058823529)","(8.5, 12.0, 10.96551724137931)"
15-12-2022 12:15:58.274681,"(13.0, 18.0, 16.666666666666668)","(7.5, 9.0, 8.876923076923077)","(2.1, 2.52, 2.448)","(10.0, 14.0, 13.666666666666666)","(15.0, 22.0, 21.25)","(4.0, 5.1, 4.817647058823529)","(8.5, 12.0, 10.96551724137931)"
15-12-2022 12:15:59.245307,"(13.0, 18.0, 16.666666666666668)","(7.5, 9.0, 8.876923076923077)","(2.1, 2.52, 2.448)","(10.0, 14.0, 13.666666666666666)","(15.0, 22.0, 21.25)","(4.0, 5.1, 4.817647058823529)","(8.5, 12.0, 10.96551724137931)"
15-12-2022 12:16:00.170650,"(13.0, 18.0, 16.666666666666668)","(7.5, 9.0, 8.876923076923077)","(2.1, 2.52, 2.448)","(10.0, 14.0, 13.666666666666666)","(15.0, 22.0, 21.25)","(4.0, 5.1, 4.817647058823529)","(8.5, 12.0, 10.96551724137931)"
15-12-2022 12:16:01.144636,"(13.0, 18.0, 16.666666666666668)","(7.5, 9.0, 8.876923076923077)","(2.1, 2.52, 2.448)","(10.0, 14.0, 13.666666666666666)","(15.0, 22.0, 21.25)","(4.0, 5.1, 4.817647058823529)","(8.5, 12.0, 10.96551724137931)"
15-12-2022 12:16:02.103881,"(13.0, 18.0, 17.25)","(7.5, 9.0, 8.876923076923077)","(2.1, 2.52, 2.503846153846154)","(10.0, 14.0, 13.722222222222221)","(15.0, 22.0, 20.0)","(4.0, 5.1, 4.817647058823529)","(8.5, 12.0, 10.96551724137931)"
15-12-2022 12:16:03.089570,"(13.0, 18.0, 17.25)","(7.5, 9.0, 8.876923076923077)","(2.1, 2.52, 2.503846153846154)","(10.0, 14.0, 13.722222222222221)","(15.0, 22.0, 20.0)","(4.0, 5.1, 4.817647058823529)","(8.5, 12.0, 10.96551724137931)"
15-12-2022 12:16:04.078665,"(13.0, 18.5, 16.625)","(7.5, 9.0, 8.876923076923077)","(2.1, 2.52, 2.503846153846154)","(10.0, 14.0, 13.722222222222221)","(15.0, 22.0, 21.25)","(4.0, 5.1, 4.817647058823529)","(8.5, 12.0, 10.96551724137931)"
15-12-2022 12:16:05.032641,"(13.0, 18.5, 16.625)","(7.5, 9.0, 8.876923076923077)","(2.1, 2.52, 2.503846153846154)","(10.0, 14.0, 13.722222222222221)","(15.0, 22.0, 21.25)","(4.0, 5.1, 4.8584905660377355)","(8.5, 12.0, 10.96551724137931)"
15-12-2022 12:16:05.984562,"(13.0, 18.0, 17.5)","(7.5, 9.0, 8.876923076923077)","(2.1, 2.52, 2.503846153846154)","(10.0, 14.0, 13.722222222222221)","(15.0, 22.0, 21.25)","(4.0, 5.1, 4.7615384615384615)","(8.5, 12.0, 11.23076923076923)"
15-12-2022 12:16:06.999728,"(13.0, 18.0, 17.5)","(7.5, 9.0, 8.876923076923077)","(2.1, 2.52, 2.4910344827586206)","(10.0, 14.0, 13.722222222222221)","(15.0, 22.0, 21.25)","(4.0, 5.1, 4.7615384615384615)","(8.5, 12.0, 11.23076923076923)"
15-12-2022 12:16:08.178134,"(13.0, 18.0, 17.5)","(7.5, 9.0, 8.876923076923077)","(2.1, 2.52, 2.442727272727273)","(10.0, 14.0, 13.722222222222221)","(15.0, 22.0, 21.25)","(4.0, 5.1, 4.825)","(8.5, 12.0, 11.23076923076923)"
15-12-2022 12:16:09.211632,"(13.0, 18.0, 17.5)","(7.0, 9.0, 8.82857142857143)","(2.1, 2.5, 2.442727272727273)","(10.0, 14.0, 13.722222222222221)","(15.0, 22.0, 21.25)","(4.0, 5.1, 4.825)","(8.5, 12.0, 11.23076923076923)"
15-12-2022 12:16:10.252088,"(13.0, 18.0, 17.5)","(7.0, 9.0, 8.82857142857143)","(2.1, 2.5, 2.442727272727273)","(10.0, 14.0, 13.722222222222221)","(15.0, 22.0, 20.4)","(4.0, 5.1, 4.825)","(8.5, 12.0, 11.23076923076923)"
15-12-2022 12:16:11.511907,"(13.0, 18.0, 17.5)","(7.0, 9.0, 8.82857142857143)","(2.1, 2.5, 2.378695652173913)","(10.0, 14.0, 13.722222222222221)","(15.0, 22.0, 20.4)","(4.0, 5.1, 4.825)","(8.5, 12.0, 11.23076923076923)"
15-12-2022 12:16:12.690687,"(13.0, 18.0, 17.5)","(7.0, 9.0, 8.82857142857143)","(2.1, 2.5, 2.3810714285714285)","(10.0, 14.0, 13.722222222222221)","(15.0, 22.0, 20.4)","(4.0, 5.1, 4.825)","(8.5, 12.0, 11.23076923076923)"
15-12-2022 12:16:13.708487,"(13.0, 18.0, 17.5)","(7.0, 9.0, 8.82857142857143)","(2.1, 2.5, 2.3810714285714285)","(10.0, 14.0, 13.722222222222221)","(15.0, 22.0, 20.4)","(4.0, 5.1, 4.883606557377049)","(8.5, 12.0, 11.23076923076923)"
15-12-2022 12:16:14.928251,"(13.0, 18.0, 17.5)","(7.0, 9.0, 8.82857142857143)","(2.1, 2.5, 2.41675)","(10.0, 14.0, 13.722222222222221)","(15.0, 22.0, 20.4)","(4.0, 5.1, 4.883606557377049)","(8.5, 12.0, 11.23076923076923)"
15-12-2022 12:16:16.002837,"(13.0, 18.0, 17.5)","(7.0, 9.0, 8.82857142857143)","(2.1, 2.5, 2.41675)","(10.0, 14.0, 13.722222222222221)","(15.0, 22.0, 20.4)","(4.0, 5.1, 4.883606557377049)","(8.5, 12.0, 11.333333333333334)"
15-12-2022 12:16:17.020590,"(13.0, 19.0, 18.583333333333332)","(7.0, 9.4, 8.692682926829269)","(2.1, 2.5, 2.3908196721311477)","(10.0, 14.0, 13.722222222222221)","(15.0, 24.0, 21.0)","(4.0, 5.1, 4.883606557377049)","(8.5, 12.0, 11.333333333333334)"
15-12-2022 12:16:17.995862,"(13.0, 19.0, 18.6875)","(7.0, 9.4, 8.692682926829269)","(2.1, 2.5, 2.3908196721311477)","(10.0, 14.0, 13.722222222222221)","(15.0, 24.0, 20.4)","(4.0, 5.1, 4.868421052631579)","(8.5, 12.0, 11.333333333333334)"
15-12-2022 12:16:18.925719,"(13.0, 19.0, 18.6875)","(7.0, 9.4, 8.692682926829269)","(2.1, 2.5, 2.3908196721311477)","(10.0, 14.0, 13.722222222222221)","(15.0, 24.0, 20.4)","(4.0, 5.1, 4.868421052631579)","(8.5, 12.0, 11.333333333333334)"
15-12-2022 12:16:19.917572,"(13.0, 19.0, 18.833333333333332)","(7.0, 9.4, 8.755555555555556)","(2.1, 2.5, 2.359047619047619)","(10.0, 14.0, 13.722222222222221)","(15.0, 24.0, 20.4)","(4.0, 5.1, 4.868421052631579)","(8.5, 12.0, 11.333333333333334)"
15-12-2022 12:16:20.955019,"(13.0, 19.0, 18.833333333333332)","(7.0, 9.4, 8.755555555555556)","(2.1, 2.5, 2.359047619047619)","(10.0, 14.0, 13.722222222222221)","(15.0, 24.0, 19.333333333333332)","(4.0, 5.1, 4.868421052631579)","(8.5, 12.0, 11.333333333333334)"
15-12-2022 12:16:22.047610,"(13.0, 19.0, 18.833333333333332)","(7.0, 9.4, 8.755555555555556)","(2.1, 2.5, 2.359047619047619)","(10.0, 14.0, 13.722222222222221)","(15.0, 25.0, 19.333333333333332)","(4.0, 5.1, 4.868421052631579)","(8.5, 12.0, 11.333333333333334)"
15-12-2022 12:16:23.098996,"(13.0, 19.0, 18.333333333333332)","(7.0, 9.2, 8.84)","(2.1, 2.5, 2.359047619047619)","(10.0, 14.0, 13.722222222222221)","(15.0, 24.0, 22.0)","(4.0, 5.1, 4.868421052631579)","(8.5, 12.0, 11.333333333333334)"
15-12-2022 12:16:24.081343,"(13.0, 19.0, 18.333333333333332)","(7.0, 9.2, 8.84)","(2.1, 2.5, 2.359047619047619)","(10.0, 14.0, 13.722222222222221)","(15.0, 24.0, 22.916666666666664)","(4.0, 5.1, 4.868421052631579)","(8.5, 12.0, 11.333333333333334)"
15-12-2022 12:16:25.137801,"(13.0, 19.0, 18.833333333333332)","(7.0, 9.4, 8.755555555555556)","(2.1, 2.5, 2.359047619047619)","(10.0, 14.0, 13.722222222222221)","(15.0, 24.0, 22.916666666666664)","(4.0, 5.1, 4.868421052631579)","(8.5, 12.0, 11.333333333333334)"
15-12-2022 12:16:26.095464,"(13.0, 19.0, 18.833333333333332)","(7.0, 9.4, 8.755555555555556)","(2.1, 2.5, 2.359047619047619)","(10.0, 14.0, 13.722222222222221)","(15.0, 24.0, 22.916666666666664)","(4.0, 5.1, 4.868421052631579)","(8.5, 12.0, 11.333333333333334)"
15-12-2022 12:16:27.087941,"(13.0, 19.0, 18.5)","(7.0, 9.2, 8.84)","(2.1, 2.5, 2.359047619047619)","(10.0, 14.0, 13.722222222222221)","(15.0, 23.0, 22.083333333333332)","(4.0, 5.1, 4.868421052631579)","(8.5, 12.0, 11.333333333333334)"
15-12-2022 12:16:28.027574,"(13.0, 19.0, 18.5)","(7.0, 9.2, 8.84)","(2.1, 2.5, 2.359047619047619)","(10.0, 14.0, 13.722222222222221)","(15.0, 23.0, 22.083333333333332)","(4.0, 5.1, 4.868421052631579)","(8.5, 12.0, 11.333333333333334)"
15-12-2022 12:16:29.017221,"(13.0, 19.0, 18.5)","(7.0, 9.2, 8.84)","(2.1, 2.5, 2.359047619047619)","(10.0, 14.0, 13.722222222222221)","(15.0, 23.0, 22.083333333333332)","(4.0, 5.1, 4.868421052631579)","(8.5, 12.0, 11.333333333333334)"
15-12-2022 12:16:29.950481,"(13.0, 19.0, 18.5)","(7.0, 9.2, 8.84)","(2.1, 2.5, 2.359047619047619)","(10.0, 14.0, 13.722222222222221)","(15.0, 23.0, 22.083333333333332)","(4.0, 5.1, 4.868421052631579)","(8.5, 12.0, 11.333333333333334)"
15-12-2022 12:16:30.932210,"(13.0, 19.0, 18.5)","(7.0, 9.2, 8.84)","(2.1, 2.5, 2.351594202898551)","(10.0, 14.0, 13.722222222222221)","(15.0, 23.0, 22.083333333333332)","(4.0, 5.1, 4.868421052631579)","(8.5, 12.0, 11.23076923076923)"
15-12-2022 12:16:31.954326,"(13.0, 19.0, 18.5)","(7.0, 9.2, 8.84)","(2.15, 2.5, 2.356448598130841)","(11.0, 17.0, 14.333333333333334)","(15.0, 23.0, 21.428571428571427)","(4.0, 5.1, 4.825)","(8.5, 12.0, 11.23076923076923)"
15-12-2022 12:16:32.976498,"(13.0, 19.0, 18.5)","(7.0, 9.2, 8.84)","(2.15, 2.5, 2.356448598130841)","(11.0, 17.0, 14.333333333333334)","(15.0, 23.0, 21.428571428571427)","(4.0, 5.1, 4.825)","(8.5, 12.0, 11.23076923076923)"
15-12-2022 12:16:33.934905,"(13.0, 19.0, 18.5)","(7.0, 9.2, 8.84)","(2.15, 2.5, 2.356448598130841)","(11.0, 17.0, 14.333333333333334)","(15.0, 23.0, 21.428571428571427)","(4.0, 5.1, 4.825)","(8.5, 12.0, 11.23076923076923)"
15-12-2022 12:16:34.881608,"(13.0, 19.0, 18.5)","(7.0, 9.2, 8.84)","(2.1, 2.5, 2.304444444444444)","(11.0, 17.0, 14.333333333333334)","(15.0, 23.0, 21.428571428571427)","(4.0, 5.1, 4.825)","(8.5, 12.0, 11.23076923076923)"
15-12-2022 12:16:35.802406,"(13.0, 19.0, 18.5)","(7.0, 9.2, 8.84)","(2.1, 2.5, 2.304444444444444)","(11.0, 17.0, 14.333333333333334)","(15.0, 23.0, 21.428571428571427)","(4.0, 5.1, 4.825)","(8.5, 12.0, 11.23076923076923)"
15-12-2022 12:16:36.771372,"(13.0, 19.0, 18.666666666666668)","(7.0, 9.4, 8.742857142857144)","(2.1, 2.5, 2.304444444444444)","(11.0, 16.0, 14.75)","(15.0, 23.0, 20.5)","(4.0, 5.1, 4.830612244897959)","(8.5, 12.0, 11.23076923076923)"
15-12-2022 12:16:37.812848,"(13.0, 19.0, 18.857142857142858)","(7.0, 9.4, 8.742857142857144)","(2.1, 2.5, 2.304444444444444)","(11.0, 16.0, 14.75)","(15.0, 23.0, 20.5)","(4.0, 5.1, 4.804918032786885)","(8.5, 12.0, 11.23076923076923)"
15-12-2022 12:16:39.072219,"(13.0, 19.0, 18.904761904761905)","(7.0, 9.4, 8.633333333333333)","(2.1, 2.5, 2.356326530612245)","(11.0, 16.0, 15.0)","(15.0, 23.0, 20.5)","(4.0, 5.1, 4.804918032786885)","(8.5, 12.0, 11.23076923076923)"
15-12-2022 12:16:40.009360,"(13.0, 19.0, 18.5)","(7.0, 9.4, 8.48)","(2.1, 2.5, 2.356326530612245)","(11.0, 16.0, 15.0)","(15.0, 23.0, 20.5)","(4.0, 5.1, 5.02051282051282)","(8.5, 12.0, 11.333333333333334)"
15-12-2022 12:16:40.980106,"(13.0, 19.0, 18.5)","(7.0, 9.4, 8.588235294117647)","(2.1, 2.42, 2.358032786885246)","(11.0, 16.0, 15.3)","(15.0, 23.0, 20.5)","(4.0, 5.2, 5.162962962962963)","(8.5, 12.0, 11.333333333333334)"
15-12-2022 12:16:41.991507,"(13.0, 19.0, 18.57142857142857)","(7.0, 9.4, 8.772727272727273)","(2.1, 2.42, 2.3187499999999996)","(11.0, 16.0, 15.588235294117647)","(15.0, 23.0, 20.5)","(4.0, 5.2, 5.162962962962963)","(8.5, 12.0, 11.333333333333334)"
15-12-2022 12:16:42.927561,"(13.0, 19.0, 18.57142857142857)","(7.0, 9.4, 8.772727272727273)","(2.1, 2.42, 2.3187499999999996)","(11.0, 16.0, 15.588235294117647)","(15.0, 23.0, 20.5)","(4.0, 5.2, 5.162962962962963)","(8.5, 12.0, 11.333333333333334)"
15-12-2022 12:16:43.877513,"(13.0, 19.0, 18.57142857142857)","(7.0, 9.4, 8.772727272727273)","(2.1, 2.4, 2.3172413793103446)","(11.0, 16.0, 15.588235294117647)","(15.0, 23.0, 20.0)","(4.0, 5.2, 5.162962962962963)","(8.5, 12.0, 11.333333333333334)"
15-12-2022 12:16:44.873115,"(13.0, 19.0, 18.166666666666668)","(7.0, 9.4, 8.72)","(2.1, 2.4, 2.3089285714285714)","(11.0, 16.0, 15.588235294117647)","(15.0, 23.0, 20.5)","(4.0, 5.2, 5.162962962962963)","(8.5, 12.0, 11.333333333333334)"
15-12-2022 12:16:45.879599,"(13.0, 19.0, 18.72222222222222)","(7.0, 9.2, 8.72)","(2.1, 2.4, 2.298)","(11.0, 16.0, 14.25)","(15.0, 23.0, 21.333333333333332)","(4.0, 5.2, 5.12)","(8.5, 12.0, 11.333333333333334)"
15-12-2022 12:16:46.813994,"(13.0, 19.0, 18.333333333333332)","(7.0, 9.2, 8.72)","(2.1, 2.4, 2.298)","(11.0, 16.0, 14.5)","(15.0, 23.0, 21.333333333333332)","(4.0, 5.2, 5.12)","(8.5, 12.0, 11.333333333333334)"
15-12-2022 12:16:47.837414,"(13.0, 19.0, 18.333333333333332)","(7.0, 9.2, 8.98181818181818)","(2.1, 2.4, 2.2977049180327866)","(11.0, 16.0, 15.333333333333332)","(15.0, 23.0, 21.333333333333332)","(4.0, 5.2, 5.146428571428571)","(8.5, 12.0, 11.333333333333334)"
15-12-2022 12:16:48.868359,"(13.0, 19.0, 18.333333333333332)","(7.0, 9.2, 9.073684210526315)","(2.1, 2.4, 2.2974193548387096)","(11.0, 16.0, 15.6)","(15.0, 23.0, 20.0)","(4.0, 5.2, 5.131818181818182)","(8.5, 12.0, 11.333333333333334)"
15-12-2022 12:16:49.856861,"(13.0, 19.0, 18.333333333333332)","(7.0, 9.2, 9.073684210526315)","(2.1, 2.4, 2.2974193548387096)","(11.0, 16.0, 14.5)","(15.0, 23.0, 20.0)","(4.0, 5.2, 5.154545454545454)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 12:16:50.806219,"(13.0, 19.0, 18.333333333333332)","(7.0, 9.4, 8.77837837837838)","(2.1, 2.38, 2.3499999999999996)","(11.0, 15.5, 14.5)","(15.0, 23.0, 20.0)","(4.0, 5.2, 5.154545454545454)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 12:16:51.698295,"(13.0, 19.0, 18.333333333333332)","(7.0, 9.4, 8.77837837837838)","(2.1, 2.38, 2.3499999999999996)","(11.0, 15.5, 14.5)","(15.0, 23.0, 20.0)","(4.0, 5.2, 5.154545454545454)","(9.0, 12.0, 11.333333333333334)"
