,Cosmic Teddy,Soleil,Homebush Flick,Goldstar Velvet,Homebush Matty,Is That Toby,Opawa Glen,Tiger Bill
10-01-2023 09:49:22.251166,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 6.008)","(4.4, 11.5, 7.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:49:23.276479,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 6.008)","(4.4, 11.5, 7.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:49:24.308784,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 6.008)","(4.4, 11.5, 7.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:49:25.351715,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 6.008)","(4.4, 11.5, 7.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:49:26.421636,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 6.008)","(4.4, 11.5, 7.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:49:27.503134,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 6.008)","(4.4, 11.5, 7.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:49:28.578383,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 6.008)","(4.4, 11.5, 7.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:49:29.629724,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 6.008)","(4.4, 11.5, 7.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:49:30.700139,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 6.008)","(4.4, 11.5, 7.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:49:31.753759,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 6.008)","(4.4, 11.5, 7.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:49:32.758168,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 6.008)","(4.4, 11.5, 7.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:49:33.782652,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 6.008)","(4.4, 11.5, 7.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:49:34.830768,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 6.008)","(4.4, 11.5, 7.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:49:35.858203,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 6.008)","(4.4, 11.5, 7.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:49:36.909736,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 6.008)","(4.4, 11.5, 7.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:49:37.912004,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 6.008)","(4.4, 11.5, 7.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:49:38.915690,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 6.008)","(4.4, 11.5, 7.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:49:39.999557,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 6.008)","(4.4, 11.5, 7.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:49:41.066071,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 6.008)","(4.4, 11.5, 7.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:49:42.164780,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 6.008)","(4.4, 11.5, 7.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:49:43.293937,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 6.008)","(4.4, 11.5, 7.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:49:44.358000,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 6.008)","(4.4, 11.5, 7.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:49:45.396430,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 6.008)","(4.4, 11.5, 7.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:49:46.429469,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 6.008)","(4.4, 11.5, 7.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:49:47.446384,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 6.008)","(4.4, 11.5, 7.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:49:48.433595,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 6.008)","(4.4, 11.5, 7.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:49:49.448981,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 6.008)","(4.4, 11.5, 7.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:49:50.460266,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 6.008)","(4.4, 11.5, 7.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:49:51.492364,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 6.008)","(4.4, 11.5, 7.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:49:52.550936,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 6.008)","(4.4, 11.5, 7.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:49:53.662319,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 6.008)","(4.4, 11.5, 7.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:49:54.744628,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 6.9)","(4.4, 11.5, 5.552173913043478)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:49:55.818913,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.0, 6.9)","(4.4, 11.5, 5.552173913043478)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:49:56.869219,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.0, 6.9)","(4.4, 11.5, 5.552173913043478)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:49:57.903769,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.0, 6.9)","(4.4, 11.5, 5.552173913043478)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:49:58.910316,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.0, 6.9)","(4.4, 11.5, 5.552173913043478)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:49:59.936644,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.0, 6.9)","(4.4, 11.5, 5.552173913043478)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:00.964113,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 11.5, 9.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:01.979485,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.5, 9.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:03.032892,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.5, 9.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:04.082302,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.5, 9.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:05.166425,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.5, 9.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:06.247694,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.5, 9.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:07.296277,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.5, 9.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:08.334669,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.5, 9.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:09.391818,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.5, 9.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:10.411726,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.5, 9.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:11.434282,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.5, 9.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:12.452724,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.5, 9.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:13.475257,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.5, 9.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:14.525509,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.5, 9.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:15.547437,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.5, 9.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:16.611734,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.5, 9.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:17.659631,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.5, 9.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:18.695323,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.5, 9.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:19.783293,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.5, 9.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:20.820663,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.5, 9.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:21.859282,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.5, 9.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:22.906231,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.5, 9.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:23.958584,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.5, 9.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:25.010095,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.5, 9.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:26.048330,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.5, 9.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:27.084381,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.5, 9.18)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:28.137224,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.0, 7.642857142857142)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:29.170793,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.0, 7.642857142857142)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:30.193875,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.0, 7.642857142857142)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:31.223172,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.0, 7.642857142857142)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:32.290839,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.0, 7.642857142857142)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:33.330080,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.0, 7.642857142857142)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:34.384774,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.0, 7.642857142857142)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:35.447319,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.0, 7.642857142857142)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:36.516343,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.0, 7.642857142857142)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:37.588374,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.0, 7.642857142857142)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:38.653491,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.0, 7.642857142857142)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:39.694843,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.0, 7.642857142857142)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:40.707483,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.0, 7.642857142857142)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:41.711848,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.0, 7.642857142857142)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:42.703921,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.0, 7.642857142857142)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:43.717289,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.0, 7.642857142857142)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:44.762153,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.0, 7.642857142857142)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:45.820551,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.0, 7.642857142857142)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:46.886434,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.0, 7.642857142857142)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
10-01-2023 09:50:47.969539,"(6.5, 22.0, 14.977777777777778)","(3.9, 13.5, 7.841666666666666)","(16.0, 120.0, 52.17857142857143)","(4.4, 15.5, 5.389473684210527)","(4.4, 16.0, 7.642857142857142)","(13.0, 85.0, 75.8125)","(4.4, 16.0, 11.280000000000001)","(12.0, 70.0, 62.5625)"
