,Essential Three,Furiosa,Swinging George,Feelin Flirty,Rolled In Gold,Beau Hart,Barroom Blitz,Imajiva
08-12-2022 12:42:39.813674,"(41.0, 130.0, 102.5)","(6.5, 7.0, 6.859459459459459)","(4.8, 5.9, 5.75)","(21.0, 46.0, 39.333333333333336)","(1.55, 1.8, 1.77659793814433)","(101.0, 270.0, 236.66666666666666)","(11.0, 14.5, 14.45)","(26.0, 80.0, 77.0)"
08-12-2022 12:42:41.761833,"(51.0, 130.0, 102.5)","(6.0, 7.0, 6.733333333333333)","(4.8, 5.9, 5.75)","(21.0, 46.0, 39.333333333333336)","(1.55, 1.81, 1.7904761904761906)","(101.0, 270.0, 236.66666666666666)","(11.0, 14.5, 14.45)","(26.0, 85.0, 80.0)"
08-12-2022 12:42:43.330032,"(51.0, 130.0, 102.5)","(6.0, 7.0, 6.733333333333333)","(4.8, 5.9, 5.675)","(21.0, 46.0, 39.333333333333336)","(1.55, 1.8, 1.7842424242424242)","(101.0, 270.0, 236.66666666666666)","(11.0, 14.5, 14.45)","(26.0, 85.0, 80.0)"
08-12-2022 12:42:44.789104,"(51.0, 130.0, 100.0)","(6.0, 7.0, 6.733333333333333)","(4.8, 5.9, 5.675)","(21.0, 46.0, 45.0)","(1.55, 1.81, 1.7906818181818183)","(101.0, 270.0, 236.66666666666666)","(11.0, 14.5, 14.4375)","(31.0, 85.0, 80.0)"
08-12-2022 12:42:46.286026,"(51.0, 120.0, 100.0)","(6.0, 7.0, 6.68235294117647)","(4.8, 5.9, 5.64)","(21.0, 46.0, 45.152542372881356)","(1.55, 1.81, 1.7591304347826087)","(101.0, 270.0, 236.66666666666666)","(11.0, 14.5, 14.4375)","(31.0, 85.0, 82.5)"
08-12-2022 12:42:47.685142,"(51.0, 120.0, 100.0)","(6.0, 7.2, 7.0476190476190474)","(4.8, 5.9, 5.694736842105263)","(21.0, 46.0, 42.36363636363636)","(1.55, 1.77, 1.7595833333333333)","(101.0, 270.0, 250.0)","(11.0, 14.5, 14.454545454545455)","(31.0, 85.0, 76.25)"
08-12-2022 12:42:49.382778,"(51.0, 120.0, 100.0)","(6.0, 7.2, 7.045614035087719)","(4.8, 5.9, 5.766666666666667)","(21.0, 46.0, 40.285714285714285)","(1.55, 1.77, 1.7696039603960396)","(101.0, 270.0, 250.0)","(11.0, 14.5, 14.4375)","(31.0, 85.0, 61.666666666666664)"
08-12-2022 12:42:50.797906,"(51.0, 120.0, 95.0)","(6.0, 7.2, 6.788235294117647)","(4.8, 5.9, 5.766666666666667)","(21.0, 46.0, 40.285714285714285)","(1.55, 1.81, 1.7927777777777778)","(101.0, 270.0, 250.0)","(11.0, 14.5, 14.777777777777779)","(31.0, 85.0, 61.666666666666664)"
08-12-2022 12:42:52.803523,"(51.0, 120.0, 95.0)","(6.0, 7.0, 6.779999999999999)","(4.8, 5.9, 5.7594594594594595)","(21.0, 46.0, 41.714285714285715)","(1.55, 1.82, 1.792)","(101.0, 270.0, 236.66666666666666)","(11.0, 15.0, 14.777777777777779)","(31.0, 85.0, 61.666666666666664)"
08-12-2022 12:42:54.575192,"(51.0, 120.0, 95.0)","(6.0, 7.0, 6.866666666666666)","(4.8, 5.9, 5.7594594594594595)","(21.0, 46.0, 41.0)","(1.55, 1.82, 1.7938095238095237)","(101.0, 270.0, 236.66666666666666)","(11.0, 15.0, 14.545454545454545)","(31.0, 85.0, 61.666666666666664)"
08-12-2022 12:42:56.190299,"(51.0, 120.0, 95.0)","(6.0, 7.0, 7.042857142857143)","(4.8, 5.9, 5.65625)","(21.0, 46.0, 42.666666666666664)","(1.55, 1.8, 1.7779310344827586)","(101.0, 270.0, 236.66666666666666)","(11.0, 15.0, 14.594594594594595)","(31.0, 85.0, 72.14285714285714)"
08-12-2022 12:42:59.364242,"(51.0, 120.0, 95.0)","(6.0, 7.2, 7.0625)","(4.8, 5.9, 5.623076923076923)","(21.0, 46.0, 42.666666666666664)","(1.55, 1.8, 1.783157894736842)","(101.0, 270.0, 236.66666666666666)","(11.0, 15.0, 14.594594594594595)","(31.0, 85.0, 75.0)"
08-12-2022 12:43:01.837454,"(51.0, 120.0, 95.0)","(6.0, 7.2, 7.0625)","(4.8, 5.9, 5.54)","(21.0, 46.0, 42.36363636363636)","(1.55, 1.81, 1.8034065934065935)","(101.0, 320.0, 253.33333333333334)","(11.0, 15.5, 15.125)","(31.0, 85.0, 61.666666666666664)"
08-12-2022 12:43:03.883679,"(51.0, 140.0, 133.63636363636363)","(6.0, 7.8, 7.411764705882353)","(4.8, 6.4, 5.827272727272727)","(21.0, 48.0, 45.333333333333336)","(1.55, 1.76, 1.6938650306748466)","(101.0, 390.0, 310.0)","(11.0, 17.0, 16.428571428571427)","(31.0, 90.0, 87.34042553191489)"
08-12-2022 12:43:05.867865,"(51.0, 140.0, 74.16666666666667)","(6.0, 7.8, 7.699999999999999)","(4.8, 10.0, 9.848230088495576)","(21.0, 60.0, 28.88888888888889)","(1.55, 1.83, 1.7998996655518396)","(101.0, 710.0, 405.0)","(11.0, 18.5, 11.85)","(31.0, 90.0, 65.0)"
08-12-2022 12:43:07.457844,"(51.0, 170.0, 107.5)","(6.0, 11.5, 7.1923076923076925)","(4.8, 10.0, 6.71)","(21.0, 60.0, 40.5)","(1.55, 1.83, 1.8118181818181818)","(101.0, 710.0, 405.0)","(11.0, 18.5, 10.5375)","(31.0, 85.0, 66.5)"
08-12-2022 12:43:08.885105,"(51.0, 160.0, 107.5)","(6.0, 11.5, 7.1923076923076925)","(4.8, 10.0, 6.71)","(21.0, 55.0, 33.25)","(1.55, 1.83, 1.8172340425531917)","(101.0, 710.0, 405.0)","(11.0, 18.5, 10.5375)","(31.0, 85.0, 66.5)"
08-12-2022 12:43:10.235260,"(51.0, 160.0, 110.0)","(6.0, 11.5, 7.5)","(4.8, 10.0, 7.836363636363636)","(21.0, 55.0, 32.5)","(1.55, 1.83, 1.4103585657370517)","(101.0, 710.0, 405.0)","(11.0, 18.5, 12.27)","(31.0, 85.0, 73.75)"
08-12-2022 12:43:11.658241,"(51.0, 160.0, 110.0)","(6.0, 11.5, 8.428571428571429)","(4.8, 10.0, 7.836363636363636)","(21.0, 55.0, 32.5)","(1.55, 1.5, 1.3962264150943395)","(101.0, 710.0, 300.0)","(11.0, 18.5, 12.27)","(31.0, 85.0, 73.75)"
08-12-2022 12:43:12.973969,"(51.0, 160.0, 96.66666666666667)","(6.0, 11.5, 8.428571428571429)","(4.8, 10.0, 7.836363636363636)","(21.0, 55.0, 32.5)","(1.55, 1.5, 1.4007608695652174)","(101.0, 700.0, 300.0)","(11.0, 18.5, 12.27)","(31.0, 85.0, 61.0)"
