,My Boy Gus,Conga Boy,Friendofthecourt,Golden Passage,Midnight Nightmare,Spheroid,Hip Four O Four,Powershot,Dealmeinbud
15-12-2022 10:52:48.570807,"(16.0, 25.0, 23.764705882352942)","(15.0, 20.0, 19.666666666666668)","(13.0, 17.5, 16.7)","(2.8, 3.5, 3.484782608695652)","(9.0, 12.5, 11.525)","(5.5, 7.0, 6.95)","(41.0, 100.0, 97.22222222222223)","(5.5, 6.8, 6.711111111111111)","(6.0, 7.0, 6.4399999999999995)"
15-12-2022 10:52:49.664447,"(16.0, 25.0, 23.764705882352942)","(14.0, 20.0, 19.666666666666668)","(12.0, 17.0, 16.727272727272727)","(2.8, 3.5, 3.484782608695652)","(9.0, 12.5, 11.525)","(5.5, 7.0, 6.95)","(41.0, 100.0, 97.22222222222223)","(5.5, 6.8, 6.711111111111111)","(6.0, 6.6, 6.4)"
15-12-2022 10:52:50.833685,"(16.0, 25.0, 23.764705882352942)","(14.0, 20.0, 19.666666666666668)","(12.0, 17.0, 16.727272727272727)","(2.8, 3.5, 3.4905405405405405)","(9.0, 12.5, 11.525)","(5.5, 7.0, 6.824)","(41.0, 110.0, 100.45454545454545)","(5.5, 6.8, 6.711111111111111)","(6.0, 6.6, 6.371428571428572)"
15-12-2022 10:52:51.981012,"(16.0, 25.0, 23.764705882352942)","(14.0, 21.0, 20.454545454545453)","(12.0, 17.0, 16.727272727272727)","(2.8, 3.5, 3.4905405405405405)","(9.0, 12.5, 11.525)","(5.5, 7.0, 6.824)","(41.0, 110.0, 100.45454545454545)","(5.5, 6.8, 6.711111111111111)","(6.0, 6.4, 6.371428571428572)"
15-12-2022 10:52:53.108801,"(16.0, 25.0, 23.384615384615383)","(14.0, 21.0, 20.454545454545453)","(12.0, 17.0, 16.727272727272727)","(2.8, 3.55, 3.5482558139534883)","(9.0, 12.5, 11.525)","(5.5, 7.0, 6.88)","(41.0, 110.0, 103.0)","(5.5, 6.8, 6.566666666666666)","(6.0, 6.4, 6.371428571428572)"
15-12-2022 10:52:54.274737,"(16.0, 25.0, 23.384615384615383)","(14.0, 21.0, 20.454545454545453)","(12.0, 17.0, 16.4)","(2.8, 3.6, 3.5076923076923077)","(9.0, 12.5, 11.525)","(5.5, 7.0, 6.843478260869565)","(41.0, 110.0, 103.0)","(5.5, 6.8, 6.426666666666667)","(6.0, 6.4, 6.371428571428572)"
15-12-2022 10:52:55.389336,"(16.0, 25.0, 23.384615384615383)","(14.0, 21.0, 20.454545454545453)","(12.0, 17.0, 16.4)","(2.8, 3.6, 3.5076923076923077)","(9.0, 12.5, 11.525)","(5.5, 7.0, 6.843478260869565)","(41.0, 110.0, 103.0)","(5.5, 6.8, 6.426666666666667)","(6.0, 6.4, 6.371428571428572)"
15-12-2022 10:52:56.583496,"(16.0, 25.0, 23.384615384615383)","(14.0, 21.0, 20.454545454545453)","(12.0, 17.0, 16.53846153846154)","(2.8, 3.6, 3.5076923076923077)","(9.0, 12.5, 11.525)","(5.5, 7.0, 6.843478260869565)","(41.0, 110.0, 103.0)","(5.5, 6.8, 6.426666666666667)","(6.0, 6.4, 6.371428571428572)"
15-12-2022 10:52:57.757180,"(16.0, 25.0, 23.384615384615383)","(14.0, 21.0, 20.454545454545453)","(12.0, 17.0, 16.53846153846154)","(2.8, 3.6, 3.5454545454545454)","(9.0, 12.5, 11.525)","(5.5, 7.0, 6.836363636363636)","(41.0, 110.0, 103.0)","(5.5, 6.8, 6.426666666666667)","(6.0, 6.4, 6.371428571428572)"
15-12-2022 10:52:58.954870,"(16.0, 25.0, 23.384615384615383)","(14.0, 21.0, 20.454545454545453)","(12.0, 17.0, 16.53846153846154)","(2.8, 3.6, 3.5454545454545454)","(9.0, 12.5, 11.525)","(5.5, 7.0, 6.836363636363636)","(41.0, 110.0, 103.0)","(5.5, 6.8, 6.426666666666667)","(6.0, 6.4, 6.371428571428572)"
15-12-2022 10:53:00.186464,"(16.0, 25.0, 23.384615384615383)","(14.0, 21.0, 20.454545454545453)","(12.0, 17.0, 16.647058823529413)","(2.8, 3.6, 3.5454545454545454)","(9.0, 12.5, 11.525)","(5.5, 7.0, 6.836363636363636)","(41.0, 110.0, 103.0)","(5.5, 6.8, 6.426666666666667)","(6.0, 6.4, 6.371428571428572)"
15-12-2022 10:53:01.354150,"(16.0, 25.0, 23.384615384615383)","(14.0, 21.0, 20.454545454545453)","(12.0, 17.0, 16.727272727272727)","(2.8, 3.6, 3.5454545454545454)","(9.0, 12.5, 11.525)","(5.5, 7.0, 6.836363636363636)","(41.0, 110.0, 103.0)","(5.5, 6.8, 6.416666666666667)","(6.0, 6.4, 6.371428571428572)"
15-12-2022 10:53:02.477233,"(16.0, 25.0, 23.384615384615383)","(14.0, 21.0, 20.454545454545453)","(12.0, 17.0, 16.727272727272727)","(2.8, 3.6, 3.5454545454545454)","(9.0, 12.5, 11.525)","(5.5, 7.0, 6.836363636363636)","(41.0, 110.0, 103.0)","(5.5, 6.8, 6.416666666666667)","(6.0, 6.4, 6.380000000000001)"
15-12-2022 10:53:03.622544,"(16.0, 25.0, 23.384615384615383)","(14.0, 21.0, 20.454545454545453)","(12.0, 17.0, 17.0)","(2.8, 3.6, 3.5454545454545454)","(9.0, 12.5, 11.525)","(5.5, 7.0, 6.836363636363636)","(41.0, 110.0, 104.47368421052632)","(5.5, 6.8, 6.35)","(6.0, 6.4, 6.380000000000001)"
15-12-2022 10:53:04.788677,"(16.0, 25.0, 23.384615384615383)","(14.0, 21.0, 20.454545454545453)","(12.0, 17.5, 17.0)","(2.8, 3.6, 3.5454545454545454)","(9.0, 12.5, 11.525)","(5.5, 7.0, 6.836363636363636)","(41.0, 110.0, 104.47368421052632)","(5.5, 6.6, 6.266666666666667)","(5.5, 6.4, 6.375)"
15-12-2022 10:53:05.976684,"(16.0, 25.0, 23.384615384615383)","(14.0, 21.0, 20.454545454545453)","(11.0, 17.5, 17.0)","(2.9, 3.6, 3.5454545454545454)","(8.5, 12.5, 11.525)","(5.5, 7.0, 6.836363636363636)","(41.0, 110.0, 104.47368421052632)","(5.5, 6.6, 6.266666666666667)","(5.5, 6.4, 6.375)"
15-12-2022 10:53:07.199401,"(16.0, 25.0, 23.384615384615383)","(14.0, 21.0, 20.454545454545453)","(11.0, 17.5, 17.071428571428573)","(2.9, 3.6, 3.5454545454545454)","(8.5, 12.5, 11.525)","(5.5, 7.0, 6.836363636363636)","(41.0, 110.0, 104.47368421052632)","(5.5, 6.6, 6.266666666666667)","(5.5, 6.4, 6.375)"
15-12-2022 10:53:08.358132,"(16.0, 25.0, 23.384615384615383)","(14.0, 21.0, 20.454545454545453)","(11.0, 17.5, 17.071428571428573)","(2.9, 3.6, 3.5612903225806454)","(8.5, 12.5, 11.525)","(5.5, 7.0, 6.836363636363636)","(41.0, 110.0, 104.47368421052632)","(5.5, 6.6, 6.266666666666667)","(5.5, 6.4, 6.375)"
15-12-2022 10:53:09.541917,"(16.0, 25.0, 23.384615384615383)","(14.0, 21.0, 20.454545454545453)","(11.0, 17.5, 17.071428571428573)","(2.9, 3.6, 3.5612903225806454)","(8.5, 12.5, 11.525)","(5.5, 7.0, 6.836363636363636)","(41.0, 110.0, 104.47368421052632)","(5.5, 6.6, 6.266666666666667)","(5.5, 6.4, 6.375)"
15-12-2022 10:53:10.784365,"(16.0, 25.0, 23.384615384615383)","(14.0, 21.0, 20.454545454545453)","(11.0, 17.5, 17.071428571428573)","(2.9, 3.6, 3.5454545454545454)","(8.5, 12.5, 11.525)","(5.5, 7.0, 6.836363636363636)","(41.0, 110.0, 104.47368421052632)","(5.5, 6.6, 6.266666666666667)","(5.5, 6.4, 6.375)"
15-12-2022 10:53:11.987999,"(16.0, 25.0, 23.384615384615383)","(14.0, 21.0, 20.454545454545453)","(11.0, 17.5, 17.071428571428573)","(2.9, 3.6, 3.5454545454545454)","(8.5, 12.5, 11.525)","(5.5, 7.0, 6.836363636363636)","(41.0, 110.0, 104.47368421052632)","(5.5, 6.6, 6.246153846153846)","(5.5, 6.4, 6.386666666666667)"
15-12-2022 10:53:13.150025,"(16.0, 25.0, 23.384615384615383)","(14.0, 21.0, 20.454545454545453)","(11.0, 17.5, 17.071428571428573)","(2.9, 3.6, 3.5076923076923077)","(8.5, 12.5, 11.525)","(5.5, 7.0, 6.836363636363636)","(41.0, 110.0, 98.75)","(5.5, 6.6, 6.248)","(5.5, 6.4, 6.34)"
15-12-2022 10:53:14.344609,"(16.0, 25.0, 23.384615384615383)","(14.0, 21.0, 20.454545454545453)","(11.0, 17.5, 17.071428571428573)","(2.9, 3.6, 3.5076923076923077)","(8.5, 12.5, 11.525)","(5.5, 7.0, 6.828571428571428)","(41.0, 110.0, 98.75)","(5.5, 6.6, 6.230769230769231)","(5.5, 6.4, 6.34)"
15-12-2022 10:53:15.511580,"(16.0, 25.0, 23.384615384615383)","(14.0, 21.0, 20.454545454545453)","(11.0, 17.5, 17.071428571428573)","(2.9, 3.6, 3.5076923076923077)","(8.5, 12.5, 11.525)","(5.5, 7.0, 6.828571428571428)","(41.0, 110.0, 98.75)","(5.5, 6.6, 6.25)","(5.5, 6.4, 6.34)"
15-12-2022 10:53:16.600852,"(16.0, 25.0, 23.384615384615383)","(14.0, 21.0, 20.454545454545453)","(11.0, 17.5, 17.071428571428573)","(2.9, 3.6, 3.5076923076923077)","(8.5, 12.5, 11.525)","(5.5, 7.0, 6.828571428571428)","(41.0, 110.0, 98.75)","(5.5, 6.4, 6.133333333333334)","(5.5, 6.4, 6.34)"
15-12-2022 10:53:17.762833,"(16.0, 25.0, 23.384615384615383)","(14.0, 21.0, 20.454545454545453)","(11.0, 17.5, 17.071428571428573)","(2.9, 3.6, 3.5076923076923077)","(8.5, 12.5, 11.525)","(5.5, 7.0, 6.828571428571428)","(41.0, 110.0, 98.75)","(5.5, 6.4, 6.133333333333334)","(5.5, 6.4, 6.34)"
15-12-2022 10:53:18.806042,"(16.0, 25.0, 23.384615384615383)","(14.0, 21.0, 20.454545454545453)","(11.0, 17.5, 17.071428571428573)","(2.9, 3.6, 3.5076923076923077)","(8.5, 12.5, 11.525)","(5.5, 7.0, 6.828571428571428)","(41.0, 110.0, 98.75)","(5.5, 6.4, 6.24)","(5.5, 6.4, 6.34)"
15-12-2022 10:53:19.883834,"(16.0, 25.0, 23.384615384615383)","(14.0, 21.0, 20.454545454545453)","(11.0, 17.5, 17.071428571428573)","(2.9, 3.6, 3.5076923076923077)","(8.5, 12.5, 11.525)","(5.5, 7.0, 6.828571428571428)","(41.0, 110.0, 98.75)","(5.5, 6.6, 6.24)","(5.5, 6.4, 6.246153846153846)"
15-12-2022 10:53:21.016492,"(16.0, 25.0, 23.384615384615383)","(14.0, 21.0, 20.454545454545453)","(11.0, 17.5, 17.071428571428573)","(2.9, 3.6, 3.5076923076923077)","(8.5, 12.5, 11.525)","(5.5, 7.0, 6.828571428571428)","(41.0, 110.0, 98.75)","(5.5, 6.6, 6.24)","(5.5, 6.4, 6.246153846153846)"
15-12-2022 10:53:22.236080,"(16.0, 25.0, 23.384615384615383)","(14.0, 21.0, 20.454545454545453)","(11.0, 17.5, 17.071428571428573)","(2.9, 3.6, 3.5076923076923077)","(8.5, 12.5, 11.870967741935484)","(5.5, 7.0, 6.828571428571428)","(41.0, 110.0, 98.75)","(5.5, 6.6, 6.24)","(5.5, 6.4, 6.246153846153846)"
15-12-2022 10:53:23.444659,"(16.0, 25.0, 23.384615384615383)","(14.0, 21.0, 20.454545454545453)","(11.0, 17.5, 16.934782608695652)","(2.9, 3.6, 3.5076923076923077)","(8.5, 12.5, 11.870967741935484)","(5.5, 7.0, 6.828571428571428)","(41.0, 110.0, 106.25)","(5.5, 6.6, 6.683870967741935)","(5.5, 6.4, 6.32)"
15-12-2022 10:53:24.592599,"(16.0, 25.0, 23.384615384615383)","(14.0, 21.0, 20.5)","(11.0, 17.0, 16.934782608695652)","(2.9, 3.6, 3.5076923076923077)","(8.5, 12.5, 11.870967741935484)","(5.5, 7.0, 6.828571428571428)","(41.0, 110.0, 106.25)","(5.5, 6.8, 6.643478260869565)","(5.5, 6.4, 6.32)"
15-12-2022 10:53:25.743949,"(16.0, 25.0, 23.384615384615383)","(14.0, 21.0, 20.5)","(11.0, 17.5, 17.071428571428573)","(2.9, 3.6, 3.5076923076923077)","(8.5, 12.5, 10.454545454545455)","(5.5, 7.0, 6.828571428571428)","(41.0, 110.0, 106.25)","(5.5, 6.8, 6.643478260869565)","(5.5, 6.4, 6.32)"
15-12-2022 10:53:26.910247,"(16.0, 25.0, 23.384615384615383)","(14.0, 21.0, 20.5)","(12.0, 17.5, 17.071428571428573)","(2.9, 3.6, 3.5076923076923077)","(9.0, 11.0, 10.6)","(5.5, 7.0, 6.828571428571428)","(41.0, 110.0, 106.25)","(5.5, 6.8, 6.643478260869565)","(5.5, 6.4, 6.32)"
15-12-2022 10:53:28.137419,"(16.0, 25.0, 23.384615384615383)","(14.0, 21.0, 20.5)","(12.0, 17.5, 17.071428571428573)","(2.9, 3.6, 3.536842105263158)","(9.0, 11.0, 10.6)","(5.5, 7.0, 6.828571428571428)","(41.0, 110.0, 106.25)","(5.5, 6.8, 6.643478260869565)","(5.5, 6.4, 6.32)"
15-12-2022 10:53:29.249266,"(16.0, 25.0, 23.384615384615383)","(14.0, 21.0, 20.5)","(12.0, 17.5, 17.071428571428573)","(2.9, 3.6, 3.536842105263158)","(9.0, 11.0, 10.6)","(5.5, 7.0, 6.828571428571428)","(41.0, 110.0, 106.25)","(5.5, 6.8, 6.643478260869565)","(5.5, 6.4, 6.32)"
15-12-2022 10:53:30.403877,"(16.0, 25.0, 23.384615384615383)","(14.0, 21.0, 20.5)","(12.0, 17.5, 17.071428571428573)","(2.9, 3.6, 3.5571428571428574)","(9.0, 11.0, 10.428571428571429)","(5.5, 7.0, 6.828571428571428)","(41.0, 110.0, 106.25)","(5.5, 6.8, 6.632258064516129)","(5.5, 6.4, 6.310344827586206)"
15-12-2022 10:53:31.524466,"(16.0, 25.0, 23.384615384615383)","(14.0, 21.0, 20.5)","(12.0, 17.5, 17.071428571428573)","(2.9, 3.6, 3.5571428571428574)","(9.0, 11.0, 10.428571428571429)","(5.5, 7.0, 6.828571428571428)","(41.0, 110.0, 106.25)","(5.5, 6.8, 6.632258064516129)","(5.5, 6.6, 6.473684210526315)"
15-12-2022 10:53:32.612477,"(16.0, 25.0, 23.384615384615383)","(14.0, 21.0, 20.5)","(12.0, 17.5, 17.071428571428573)","(2.9, 3.6, 3.5571428571428574)","(9.0, 11.0, 10.428571428571429)","(5.5, 7.0, 6.828571428571428)","(41.0, 110.0, 106.25)","(5.5, 6.8, 6.632258064516129)","(5.5, 6.6, 6.473684210526315)"
15-12-2022 10:53:33.651830,"(16.0, 25.0, 23.384615384615383)","(14.0, 21.0, 20.5)","(12.0, 17.5, 17.071428571428573)","(2.9, 3.6, 3.5571428571428574)","(9.0, 11.0, 10.428571428571429)","(5.5, 7.0, 6.828571428571428)","(41.0, 110.0, 100.0)","(5.5, 6.8, 6.643478260869565)","(5.5, 6.6, 6.473684210526315)"
15-12-2022 10:53:34.706026,"(16.0, 25.0, 23.384615384615383)","(14.0, 21.0, 20.5)","(12.0, 17.5, 17.071428571428573)","(2.9, 3.6, 3.5571428571428574)","(9.0, 11.0, 10.571428571428571)","(5.5, 7.0, 6.828571428571428)","(41.0, 110.0, 100.0)","(5.5, 6.8, 6.643478260869565)","(5.5, 6.6, 6.473684210526315)"
15-12-2022 10:53:35.767118,"(16.0, 25.0, 23.0)","(14.0, 21.0, 20.5)","(12.0, 17.5, 17.071428571428573)","(2.9, 3.6, 3.5571428571428574)","(9.0, 11.0, 10.571428571428571)","(5.5, 7.0, 6.828571428571428)","(41.0, 110.0, 100.0)","(5.5, 6.8, 6.643478260869565)","(5.5, 6.6, 6.411764705882352)"
15-12-2022 10:53:36.835218,"(16.0, 25.0, 23.0)","(14.0, 21.0, 20.5)","(12.0, 17.5, 17.071428571428573)","(2.9, 3.6, 3.5428571428571427)","(9.0, 11.0, 10.592592592592592)","(5.5, 7.0, 6.828571428571428)","(41.0, 110.0, 100.0)","(5.5, 6.8, 6.666666666666666)","(5.5, 6.6, 6.333333333333333)"
15-12-2022 10:53:37.901522,"(16.0, 25.0, 22.0)","(14.0, 21.0, 20.5)","(12.0, 17.5, 17.071428571428573)","(2.9, 3.6, 3.5428571428571427)","(9.0, 11.0, 10.592592592592592)","(5.5, 7.0, 6.828571428571428)","(41.0, 110.0, 100.0)","(5.5, 6.8, 6.666666666666666)","(5.5, 6.6, 6.333333333333333)"
15-12-2022 10:53:39.245515,"(16.0, 25.0, 22.0)","(14.0, 21.0, 20.5)","(12.0, 17.5, 17.071428571428573)","(2.9, 3.6, 3.5428571428571427)","(9.0, 11.0, 10.592592592592592)","(5.5, 7.0, 6.828571428571428)","(41.0, 110.0, 100.0)","(5.5, 6.8, 6.666666666666666)","(5.5, 6.6, 6.24)"
15-12-2022 10:53:40.310920,"(16.0, 25.0, 22.0)","(14.0, 21.0, 20.5)","(12.0, 17.5, 17.071428571428573)","(2.9, 3.6, 3.5428571428571427)","(9.0, 11.0, 10.666666666666666)","(5.5, 7.0, 6.828571428571428)","(41.0, 110.0, 100.0)","(5.5, 6.8, 6.666666666666666)","(5.5, 6.6, 6.24)"
15-12-2022 10:53:41.426960,"(16.0, 25.0, 22.0)","(14.0, 21.0, 20.5)","(12.0, 17.5, 17.071428571428573)","(2.9, 3.6, 3.5472972972972974)","(9.0, 11.0, 10.666666666666666)","(5.5, 7.0, 6.828571428571428)","(41.0, 110.0, 100.0)","(5.5, 6.8, 6.666666666666666)","(5.5, 6.6, 6.2)"
15-12-2022 10:53:42.553920,"(16.0, 25.0, 22.0)","(14.0, 21.0, 20.5)","(12.0, 17.5, 17.071428571428573)","(2.9, 3.6, 3.515217391304348)","(9.0, 11.0, 10.666666666666666)","(5.5, 7.0, 6.828571428571428)","(41.0, 110.0, 100.0)","(5.5, 6.8, 6.666666666666666)","(5.5, 6.6, 6.2)"
15-12-2022 10:53:43.644594,"(16.0, 25.0, 22.0)","(14.0, 21.0, 20.5)","(12.0, 17.5, 17.071428571428573)","(2.9, 3.6, 3.559375)","(9.0, 11.0, 10.666666666666666)","(5.5, 7.0, 6.828571428571428)","(41.0, 110.0, 103.57142857142857)","(5.5, 6.8, 6.628571428571429)","(5.5, 6.6, 6.2)"
15-12-2022 10:53:44.703483,"(16.0, 25.0, 23.57142857142857)","(14.0, 21.0, 20.5)","(12.0, 17.5, 17.071428571428573)","(2.9, 3.6, 3.5812500000000003)","(9.0, 11.0, 10.266666666666667)","(5.5, 7.0, 6.9)","(41.0, 110.0, 103.57142857142857)","(5.5, 6.8, 6.675862068965517)","(5.5, 6.6, 6.222222222222222)"
15-12-2022 10:53:45.827061,"(16.0, 17.5, 17.09722222222222)","(14.0, 21.0, 20.142857142857142)","(12.0, 17.5, 17.071428571428573)","(2.9, 3.6, 3.595833333333333)","(9.0, 11.0, 10.625)","(5.5, 7.0, 6.905882352941177)","(41.0, 110.0, 103.57142857142857)","(5.5, 6.8, 6.720930232558139)","(5.5, 6.4, 6.4222222222222225)"
15-12-2022 10:53:47.058499,"(16.0, 17.5, 17.041666666666668)","(14.0, 21.0, 19.5)","(12.0, 17.5, 17.0)","(2.9, 3.6, 3.5999999999999996)","(9.0, 11.0, 10.4)","(5.5, 7.0, 6.911111111111111)","(41.0, 110.0, 103.57142857142857)","(5.5, 7.0, 7.140000000000001)","(5.5, 6.6, 6.466666666666667)"
15-12-2022 10:53:48.184530,"(16.0, 17.5, 17.003676470588236)","(14.0, 19.5, 18.9)","(12.0, 17.5, 17.0)","(2.9, 3.65, 3.5999999999999996)","(9.0, 11.0, 10.4)","(5.5, 7.0, 6.911111111111111)","(41.0, 110.0, 103.57142857142857)","(5.5, 7.2, 6.909090909090909)","(5.5, 6.6, 6.435714285714286)"
15-12-2022 10:53:49.286135,"(16.0, 17.5, 17.003676470588236)","(14.0, 19.0, 16.25)","(12.0, 17.5, 17.0)","(2.9, 3.7, 3.608064516129032)","(9.0, 11.5, 11.083333333333334)","(5.5, 7.4, 6.872727272727273)","(41.0, 110.0, 103.57142857142857)","(5.5, 7.4, 6.909090909090909)","(5.5, 6.8, 6.435714285714286)"
15-12-2022 10:53:50.390323,"(14.0, 17.5, 17.003676470588236)","(14.0, 18.0, 15.555555555555555)","(13.0, 17.5, 16.203389830508474)","(2.9, 3.7, 3.586206896551724)","(9.0, 11.0, 10.555555555555555)","(5.5, 7.4, 6.973333333333334)","(41.0, 110.0, 103.57142857142857)","(5.5, 7.4, 7.088888888888889)","(5.5, 6.6, 6.369230769230769)"
15-12-2022 10:53:51.467255,"(14.0, 17.5, 17.003676470588236)","(14.0, 18.0, 15.555555555555555)","(13.0, 17.5, 16.203389830508474)","(2.9, 3.7, 3.586206896551724)","(9.0, 11.0, 10.555555555555555)","(5.5, 7.4, 7.0)","(41.0, 110.0, 91.25)","(5.5, 7.4, 7.088888888888889)","(5.5, 6.6, 6.3375)"
15-12-2022 10:53:52.512029,"(14.0, 17.5, 17.003676470588236)","(14.0, 17.5, 16.923076923076923)","(13.0, 17.0, 16.615384615384617)","(2.9, 3.65, 3.6025)","(9.0, 11.0, 10.3)","(5.5, 7.4, 7.142857142857143)","(41.0, 110.0, 91.25)","(5.5, 7.4, 7.088888888888889)","(5.5, 6.6, 6.404651162790698)"
15-12-2022 10:53:53.575190,"(14.0, 17.5, 16.073943661971832)","(14.0, 17.5, 15.833333333333332)","(13.0, 17.0, 16.6875)","(2.9, 3.7, 3.687336244541485)","(9.0, 10.5, 10.325)","(5.5, 7.4, 6.88)","(41.0, 110.0, 91.25)","(5.5, 7.4, 7.12)","(5.5, 6.6, 6.454545454545455)"
15-12-2022 10:53:54.593826,"(14.0, 17.5, 16.57936507936508)","(14.0, 17.5, 13.473684210526315)","(13.0, 17.0, 16.6875)","(2.9, 3.7, 3.545161290322581)","(9.0, 10.5, 10.033333333333333)","(5.5, 7.4, 7.04)","(41.0, 110.0, 91.25)","(5.5, 7.4, 7.072727272727273)","(5.5, 6.6, 6.454545454545455)"
15-12-2022 10:53:55.655456,"(14.0, 17.5, 16.05)","(14.0, 17.5, 13.473684210526315)","(13.0, 17.0, 16.6875)","(2.9, 3.65, 3.57)","(9.0, 10.5, 10.033333333333333)","(5.5, 7.4, 7.04)","(41.0, 110.0, 102.5)","(5.5, 7.4, 7.136585365853659)","(5.5, 6.6, 6.454545454545455)"
15-12-2022 10:53:56.709915,"(14.0, 17.0, 16.55)","(14.0, 17.0, 14.6)","(13.0, 17.0, 16.72222222222222)","(2.9, 3.65, 3.602272727272727)","(9.0, 10.5, 10.033333333333333)","(5.5, 7.4, 7.279999999999999)","(41.0, 110.0, 102.5)","(5.5, 7.4, 7.137142857142857)","(5.5, 6.6, 6.454545454545455)"
15-12-2022 10:53:57.735989,"(14.0, 17.0, 16.2)","(14.0, 17.0, 15.90909090909091)","(13.0, 17.0, 16.72222222222222)","(2.9, 3.65, 3.630909090909091)","(9.0, 10.5, 10.033333333333333)","(5.5, 7.6, 7.3999999999999995)","(41.0, 110.0, 102.5)","(5.5, 7.4, 7.144444444444445)","(5.5, 6.6, 6.454545454545455)"
15-12-2022 10:53:58.790089,"(14.0, 17.0, 16.2)","(13.0, 17.0, 15.90909090909091)","(13.0, 17.0, 16.72222222222222)","(3.0, 3.65, 3.625)","(9.0, 10.5, 10.033333333333333)","(5.5, 7.6, 7.4)","(41.0, 110.0, 102.5)","(5.5, 7.4, 7.144444444444445)","(5.5, 6.6, 6.454545454545455)"
15-12-2022 10:54:00.138824,"(14.0, 17.0, 15.8)","(13.0, 17.0, 14.454545454545455)","(13.0, 17.5, 16.208333333333332)","(3.0, 3.65, 3.6375)","(9.0, 10.5, 10.033333333333333)","(5.5, 7.8, 7.68)","(41.0, 110.0, 103.07692307692307)","(5.5, 7.4, 7.175609756097561)","(5.5, 6.6, 6.485714285714286)"
15-12-2022 10:54:01.281828,"(14.0, 17.0, 16.0)","(13.0, 17.0, 14.666666666666666)","(13.0, 17.5, 16.208333333333332)","(3.0, 3.65, 3.625)","(9.0, 10.5, 9.887500000000001)","(5.5, 7.8, 7.753846153846154)","(41.0, 110.0, 103.07692307692307)","(5.5, 7.4, 7.093333333333334)","(5.5, 6.6, 6.485714285714286)"
15-12-2022 10:54:02.392126,"(14.0, 17.0, 16.0)","(13.0, 17.0, 15.782608695652174)","(13.0, 17.5, 16.208333333333332)","(3.0, 3.65, 3.671875)","(8.5, 10.5, 9.887500000000001)","(5.5, 8.0, 7.51304347826087)","(41.0, 110.0, 103.07692307692307)","(5.5, 7.4, 7.032)","(5.5, 6.6, 6.485714285714286)"
15-12-2022 10:54:03.695775,"(14.0, 17.0, 16.0)","(13.0, 17.0, 15.727272727272727)","(13.0, 17.5, 16.208333333333332)","(3.0, 3.7, 3.6325)","(8.5, 10.5, 9.887500000000001)","(5.5, 8.0, 7.51304347826087)","(41.0, 110.0, 103.07692307692307)","(5.5, 7.4, 7.032)","(5.5, 6.6, 6.5058823529411764)"
15-12-2022 10:54:04.842644,"(14.0, 17.0, 16.113636363636363)","(13.0, 17.0, 14.772727272727273)","(13.0, 17.5, 16.208333333333332)","(3.0, 3.7, 3.6325)","(8.5, 10.5, 9.887500000000001)","(5.5, 8.0, 7.73953488372093)","(41.0, 110.0, 103.07692307692307)","(5.5, 7.4, 7.032)","(5.5, 6.6, 6.5058823529411764)"
15-12-2022 10:54:06.084059,"(13.0, 17.0, 15.74)","(13.0, 17.0, 14.9)","(13.0, 17.5, 16.208333333333332)","(3.0, 3.7, 3.62)","(8.5, 10.5, 9.866666666666667)","(5.5, 8.0, 7.780392156862745)","(41.0, 110.0, 103.07692307692307)","(5.5, 7.4, 7.032)","(5.5, 6.6, 6.5058823529411764)"
15-12-2022 10:54:07.227147,"(13.0, 17.0, 15.74)","(13.0, 17.0, 14.9)","(13.0, 17.5, 16.208333333333332)","(3.0, 3.65, 3.580769230769231)","(8.5, 10.5, 9.866666666666667)","(5.5, 8.0, 7.94)","(41.0, 110.0, 103.07692307692307)","(5.5, 7.4, 7.027586206896552)","(5.5, 6.6, 6.544)"
15-12-2022 10:54:08.260903,"(13.0, 17.0, 15.74)","(13.0, 16.5, 16.0)","(13.0, 17.5, 16.208333333333332)","(3.0, 3.65, 3.580769230769231)","(8.5, 10.5, 9.866666666666667)","(5.5, 8.0, 7.94)","(41.0, 110.0, 103.07692307692307)","(5.5, 7.4, 7.027586206896552)","(5.5, 6.6, 6.544)"
15-12-2022 10:54:09.325505,"(13.0, 17.0, 15.6875)","(13.0, 16.5, 15.115384615384615)","(13.0, 17.5, 16.243243243243242)","(3.0, 3.65, 3.5617647058823527)","(8.5, 10.5, 9.866666666666667)","(5.5, 8.2, 7.888888888888888)","(41.0, 110.0, 103.07692307692307)","(5.5, 7.4, 7.051612903225807)","(5.5, 6.8, 6.766666666666667)"
15-12-2022 10:54:10.427147,"(13.0, 17.0, 15.6875)","(13.0, 16.0, 15.25)","(13.0, 17.5, 16.243243243243242)","(3.0, 3.65, 3.558333333333333)","(8.5, 10.5, 9.866666666666667)","(5.5, 8.2, 7.888888888888888)","(41.0, 110.0, 103.07692307692307)","(5.5, 7.4, 7.051612903225807)","(5.5, 6.8, 6.766666666666667)"
15-12-2022 10:54:11.572390,"(13.0, 17.0, 15.6875)","(13.0, 16.0, 15.25)","(13.0, 17.5, 16.243243243243242)","(3.0, 3.6, 3.561904761904762)","(8.5, 10.5, 9.645)","(5.5, 8.2, 7.888888888888888)","(41.0, 110.0, 91.25)","(5.5, 7.4, 7.051612903225807)","(5.5, 6.8, 6.644444444444445)"
