,Chipping Campden,Darra Linen,Little Ms Dreamer,Queen Of Tayrona,Schiller Effect,Empress Of Sydney,Misty Gold,Savvy Bee,Shikishi,Ask,Epsom Magic
07-01-2023 12:12:54.092872,"(26.0, 180.0, 141.71428571428572)","(19.0, 32.0, 27.2)","(61.0, 200.0, 140.0)","(41.0, 170.0, 141.25)","(2.25, 2.64, 2.518125)","(13.0, 22.0, 19.75)","(6.0, 9.6, 9.266666666666666)","(3.6, 4.1, 3.985738255033557)","(7.0, 10.0, 9.95)","(26.0, 70.0, 61.85714285714286)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 12:12:55.676151,"(26.0, 180.0, 141.71428571428572)","(19.0, 32.0, 27.2)","(61.0, 200.0, 140.0)","(41.0, 170.0, 141.25)","(2.25, 2.64, 2.518125)","(13.0, 22.0, 20.5)","(6.0, 9.6, 9.266666666666666)","(3.6, 4.1, 3.985738255033557)","(7.0, 10.0, 9.95)","(26.0, 70.0, 62.28571428571429)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 12:12:57.290426,"(26.0, 180.0, 141.71428571428572)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 140.0)","(41.0, 170.0, 141.25)","(2.25, 2.64, 2.518125)","(13.0, 22.0, 20.5)","(6.0, 9.6, 9.266666666666666)","(3.6, 4.1, 3.985738255033557)","(7.0, 10.0, 9.95)","(26.0, 70.0, 62.28571428571429)","(101.0, 200.0, 186.66666666666666)"
07-01-2023 12:12:58.986709,"(26.0, 180.0, 141.71428571428572)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 140.0)","(41.0, 170.0, 141.25)","(2.25, 2.64, 2.518125)","(13.0, 22.0, 19.25)","(6.0, 9.6, 9.266666666666666)","(3.6, 4.1, 3.985738255033557)","(7.0, 11.5, 9.889830508474576)","(26.0, 70.0, 62.28571428571429)","(101.0, 220.0, 182.5)"
07-01-2023 12:13:00.611978,"(26.0, 180.0, 141.71428571428572)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 140.0)","(41.0, 170.0, 141.25)","(2.25, 2.64, 2.518125)","(13.0, 21.0, 19.25)","(6.0, 9.6, 9.266666666666666)","(3.6, 4.1, 3.985738255033557)","(7.0, 11.0, 10.341176470588236)","(26.0, 70.0, 62.28571428571429)","(101.0, 220.0, 182.5)"
07-01-2023 12:13:02.239150,"(26.0, 180.0, 141.71428571428572)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 140.0)","(41.0, 170.0, 141.25)","(2.25, 2.64, 2.518125)","(13.0, 21.0, 19.25)","(6.0, 9.6, 9.266666666666666)","(3.6, 4.1, 3.985738255033557)","(7.0, 11.0, 10.341176470588236)","(26.0, 70.0, 62.28571428571429)","(101.0, 220.0, 182.5)"
07-01-2023 12:13:03.919040,"(26.0, 180.0, 141.71428571428572)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 140.0)","(41.0, 170.0, 141.25)","(2.25, 2.64, 2.518125)","(13.0, 21.0, 19.25)","(6.0, 9.6, 9.266666666666666)","(3.6, 4.1, 3.985738255033557)","(7.0, 11.0, 9.889830508474576)","(26.0, 70.0, 62.28571428571429)","(101.0, 220.0, 182.5)"
07-01-2023 12:13:05.479919,"(26.0, 180.0, 141.71428571428572)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 140.0)","(41.0, 170.0, 141.25)","(2.25, 2.64, 2.5432)","(13.0, 21.0, 19.25)","(6.0, 9.6, 9.266666666666666)","(3.6, 4.1, 3.985738255033557)","(7.0, 11.5, 9.778688524590164)","(26.0, 70.0, 62.28571428571429)","(101.0, 220.0, 182.5)"
07-01-2023 12:13:06.966154,"(26.0, 180.0, 141.71428571428572)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 140.0)","(41.0, 170.0, 141.25)","(2.25, 2.62, 2.556842105263158)","(13.0, 21.0, 19.25)","(6.0, 9.6, 9.2)","(3.6, 4.1, 3.985738255033557)","(7.0, 11.5, 9.778688524590164)","(26.0, 70.0, 62.28571428571429)","(101.0, 220.0, 182.5)"
07-01-2023 12:13:08.455933,"(26.0, 180.0, 141.71428571428572)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 140.0)","(41.0, 170.0, 141.25)","(2.25, 2.62, 2.51)","(13.0, 21.0, 19.25)","(6.0, 9.6, 9.2)","(3.6, 4.1, 3.985738255033557)","(7.0, 11.5, 9.778688524590164)","(26.0, 70.0, 62.28571428571429)","(101.0, 220.0, 182.5)"
07-01-2023 12:13:09.985582,"(26.0, 180.0, 141.71428571428572)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 140.0)","(41.0, 170.0, 141.25)","(2.25, 2.62, 2.51)","(13.0, 21.0, 19.25)","(6.0, 9.6, 9.2)","(3.6, 4.1, 3.9833904109589042)","(7.0, 11.5, 9.577777777777778)","(26.0, 70.0, 62.28571428571429)","(101.0, 220.0, 182.5)"
07-01-2023 12:13:11.586906,"(26.0, 180.0, 141.71428571428572)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 140.0)","(41.0, 170.0, 141.25)","(2.25, 2.62, 2.51)","(13.0, 21.0, 19.25)","(6.0, 9.6, 9.2)","(3.6, 4.1, 3.985738255033557)","(7.0, 11.0, 9.577777777777778)","(26.0, 70.0, 62.28571428571429)","(101.0, 220.0, 182.5)"
07-01-2023 12:13:13.258777,"(26.0, 180.0, 141.71428571428572)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 140.0)","(41.0, 170.0, 141.25)","(2.25, 2.62, 2.51)","(13.0, 21.0, 19.25)","(6.0, 9.6, 9.2)","(3.6, 4.1, 3.985738255033557)","(7.0, 11.0, 9.577777777777778)","(26.0, 70.0, 62.28571428571429)","(101.0, 220.0, 182.5)"
07-01-2023 12:13:14.846373,"(26.0, 180.0, 141.71428571428572)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 140.0)","(41.0, 170.0, 141.25)","(2.25, 2.62, 2.51)","(13.0, 21.0, 19.25)","(6.0, 9.6, 9.2)","(3.6, 4.1, 3.985738255033557)","(7.0, 11.0, 9.577777777777778)","(26.0, 70.0, 62.28571428571429)","(101.0, 220.0, 182.5)"
07-01-2023 12:13:16.395693,"(26.0, 180.0, 141.71428571428572)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 140.0)","(41.0, 170.0, 141.25)","(2.25, 2.62, 2.567619047619048)","(13.0, 21.0, 19.25)","(6.0, 9.6, 9.2)","(3.6, 4.1, 3.985738255033557)","(7.0, 11.0, 9.577777777777778)","(26.0, 70.0, 62.28571428571429)","(101.0, 220.0, 182.5)"
07-01-2023 12:13:17.997436,"(26.0, 180.0, 141.71428571428572)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 140.0)","(41.0, 170.0, 141.25)","(2.25, 2.62, 2.567619047619048)","(13.0, 21.0, 19.25)","(6.0, 9.6, 9.2)","(3.6, 4.1, 3.985738255033557)","(7.0, 11.0, 9.577777777777778)","(26.0, 70.0, 62.28571428571429)","(101.0, 220.0, 182.5)"
07-01-2023 12:13:19.721205,"(26.0, 180.0, 141.71428571428572)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 140.0)","(41.0, 170.0, 141.25)","(2.25, 2.62, 2.567619047619048)","(13.0, 21.0, 19.25)","(6.0, 9.6, 9.2)","(3.6, 4.1, 3.985738255033557)","(7.0, 11.0, 9.577777777777778)","(26.0, 70.0, 62.28571428571429)","(101.0, 220.0, 182.5)"
07-01-2023 12:13:21.484989,"(26.0, 180.0, 141.71428571428572)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 140.0)","(41.0, 170.0, 141.25)","(2.25, 2.62, 2.567619047619048)","(13.0, 21.0, 19.25)","(6.0, 9.6, 9.2)","(3.6, 4.1, 3.985738255033557)","(7.0, 11.0, 9.577777777777778)","(26.0, 70.0, 62.28571428571429)","(101.0, 220.0, 182.5)"
07-01-2023 12:13:23.464194,"(26.0, 180.0, 141.71428571428572)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 140.0)","(41.0, 170.0, 141.25)","(2.25, 2.62, 2.567619047619048)","(13.0, 21.0, 19.25)","(6.0, 9.6, 9.2)","(3.6, 4.1, 3.985738255033557)","(7.0, 11.0, 9.577777777777778)","(26.0, 70.0, 62.28571428571429)","(101.0, 220.0, 182.5)"
07-01-2023 12:13:25.274656,"(26.0, 180.0, 141.71428571428572)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 123.33333333333334)","(41.0, 170.0, 141.25)","(2.25, 2.62, 2.567619047619048)","(13.0, 21.0, 19.25)","(6.0, 9.6, 8.618181818181819)","(3.6, 4.1, 3.985738255033557)","(7.0, 11.0, 9.577777777777778)","(26.0, 70.0, 62.28571428571429)","(101.0, 220.0, 182.5)"
07-01-2023 12:13:26.915890,"(26.0, 180.0, 141.71428571428572)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 123.33333333333334)","(41.0, 170.0, 141.25)","(2.25, 2.62, 2.567619047619048)","(13.0, 21.0, 19.25)","(6.0, 9.6, 8.9)","(3.6, 4.1, 3.985738255033557)","(7.0, 11.0, 9.577777777777778)","(26.0, 70.0, 62.28571428571429)","(101.0, 220.0, 182.5)"
07-01-2023 12:13:28.542269,"(26.0, 180.0, 141.71428571428572)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 123.33333333333334)","(41.0, 170.0, 141.25)","(2.25, 2.62, 2.567619047619048)","(13.0, 21.0, 19.25)","(6.0, 9.4, 8.685714285714287)","(3.6, 4.1, 3.985738255033557)","(7.0, 11.0, 9.577777777777778)","(26.0, 70.0, 62.28571428571429)","(101.0, 220.0, 182.5)"
07-01-2023 12:13:30.165514,"(26.0, 180.0, 141.71428571428572)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 123.33333333333334)","(41.0, 170.0, 141.25)","(2.25, 2.62, 2.567619047619048)","(13.0, 21.0, 19.25)","(6.0, 9.4, 8.685714285714287)","(3.6, 4.1, 3.985738255033557)","(7.0, 11.0, 9.577777777777778)","(26.0, 70.0, 62.28571428571429)","(101.0, 220.0, 182.5)"
07-01-2023 12:13:31.742864,"(26.0, 180.0, 141.71428571428572)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 123.33333333333334)","(41.0, 170.0, 141.25)","(2.25, 2.62, 2.567619047619048)","(13.0, 21.0, 19.25)","(6.0, 9.4, 8.685714285714287)","(3.6, 4.1, 3.985738255033557)","(7.0, 11.0, 9.577777777777778)","(26.0, 70.0, 62.28571428571429)","(101.0, 220.0, 182.5)"
07-01-2023 12:13:33.270242,"(26.0, 180.0, 141.71428571428572)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 123.33333333333334)","(41.0, 170.0, 141.25)","(2.25, 2.62, 2.546666666666667)","(13.0, 21.0, 19.25)","(6.0, 9.4, 8.685714285714287)","(3.6, 4.1, 3.985738255033557)","(7.0, 11.0, 9.577777777777778)","(26.0, 70.0, 62.28571428571429)","(101.0, 220.0, 182.5)"
07-01-2023 12:13:34.814454,"(26.0, 180.0, 141.71428571428572)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 123.33333333333334)","(41.0, 170.0, 141.25)","(2.25, 2.62, 2.546666666666667)","(13.0, 21.0, 20.5)","(6.0, 9.4, 8.8)","(3.6, 4.1, 3.985738255033557)","(7.0, 11.0, 10.05)","(26.0, 70.0, 62.28571428571429)","(101.0, 220.0, 190.0)"
07-01-2023 12:13:36.397618,"(26.0, 180.0, 141.71428571428572)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 123.33333333333334)","(41.0, 170.0, 141.25)","(2.25, 2.62, 2.552380952380952)","(13.0, 22.0, 19.75)","(6.0, 9.2, 8.666666666666666)","(3.6, 4.1, 3.985738255033557)","(7.0, 10.5, 10.05)","(26.0, 70.0, 62.28571428571429)","(101.0, 210.0, 190.0)"
07-01-2023 12:13:38.050420,"(26.0, 180.0, 141.71428571428572)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 123.33333333333334)","(41.0, 170.0, 141.25)","(2.25, 2.6, 2.552380952380952)","(13.0, 22.0, 20.5)","(6.0, 9.2, 8.666666666666666)","(3.6, 4.1, 3.985738255033557)","(7.0, 10.5, 10.05)","(26.0, 70.0, 62.28571428571429)","(101.0, 210.0, 190.0)"
07-01-2023 12:13:39.629882,"(26.0, 180.0, 141.71428571428572)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 123.33333333333334)","(41.0, 170.0, 141.25)","(2.25, 2.6, 2.552380952380952)","(13.0, 22.0, 20.5)","(6.0, 9.2, 8.666666666666666)","(3.6, 4.1, 3.985738255033557)","(7.0, 10.5, 10.05)","(26.0, 70.0, 62.28571428571429)","(101.0, 210.0, 190.0)"
07-01-2023 12:13:41.189382,"(26.0, 180.0, 141.71428571428572)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 123.33333333333334)","(41.0, 170.0, 141.25)","(2.25, 2.6, 2.552380952380952)","(13.0, 22.0, 20.5)","(6.0, 9.2, 8.666666666666666)","(3.6, 4.1, 3.985738255033557)","(7.0, 10.5, 10.05)","(26.0, 70.0, 62.28571428571429)","(101.0, 210.0, 190.0)"
07-01-2023 12:13:42.626454,"(26.0, 180.0, 141.71428571428572)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 123.33333333333334)","(41.0, 170.0, 141.25)","(2.25, 2.6, 2.552380952380952)","(13.0, 22.0, 20.5)","(6.0, 9.2, 8.666666666666666)","(3.6, 4.1, 3.985738255033557)","(7.0, 10.5, 10.05)","(26.0, 70.0, 62.28571428571429)","(101.0, 210.0, 190.0)"
07-01-2023 12:13:44.165173,"(26.0, 180.0, 123.5)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 123.33333333333334)","(41.0, 170.0, 141.25)","(2.25, 2.6, 2.552380952380952)","(13.0, 22.0, 19.25)","(6.0, 9.2, 8.9)","(3.6, 4.1, 3.985738255033557)","(7.0, 10.5, 10.1)","(26.0, 70.0, 57.294117647058826)","(101.0, 210.0, 182.5)"
07-01-2023 12:13:45.683043,"(26.0, 170.0, 123.5)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 123.33333333333334)","(41.0, 170.0, 141.25)","(2.25, 2.6, 2.552380952380952)","(13.0, 21.0, 19.25)","(6.0, 9.4, 8.525)","(3.6, 4.1, 3.985738255033557)","(7.0, 11.0, 9.399999999999999)","(26.0, 70.0, 57.294117647058826)","(101.0, 220.0, 182.5)"
07-01-2023 12:13:47.153034,"(26.0, 170.0, 123.5)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 123.33333333333334)","(41.0, 170.0, 141.25)","(2.25, 2.6, 2.552380952380952)","(13.0, 21.0, 19.25)","(6.0, 9.4, 8.685714285714287)","(3.6, 4.1, 3.985738255033557)","(7.0, 11.0, 9.399999999999999)","(26.0, 70.0, 57.294117647058826)","(101.0, 220.0, 182.5)"
07-01-2023 12:13:48.653071,"(26.0, 170.0, 123.5)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 123.33333333333334)","(41.0, 170.0, 141.25)","(2.25, 2.6, 2.552380952380952)","(13.0, 21.0, 19.25)","(6.0, 9.4, 8.685714285714287)","(3.6, 4.1, 3.985738255033557)","(7.0, 11.0, 9.399999999999999)","(26.0, 70.0, 57.294117647058826)","(101.0, 220.0, 182.5)"
07-01-2023 12:13:50.212112,"(26.0, 170.0, 123.5)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 123.33333333333334)","(41.0, 170.0, 141.25)","(2.25, 2.6, 2.552380952380952)","(13.0, 21.0, 19.25)","(6.0, 9.4, 8.542857142857143)","(3.6, 4.1, 3.985738255033557)","(7.0, 11.0, 9.399999999999999)","(26.0, 70.0, 57.294117647058826)","(101.0, 220.0, 182.5)"
07-01-2023 12:13:51.806854,"(26.0, 170.0, 123.5)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 123.33333333333334)","(41.0, 170.0, 141.25)","(2.25, 2.6, 2.552380952380952)","(13.0, 21.0, 19.25)","(6.0, 9.4, 8.542857142857143)","(3.6, 4.1, 3.985738255033557)","(7.0, 11.0, 9.399999999999999)","(26.0, 70.0, 57.294117647058826)","(101.0, 220.0, 116.875)"
07-01-2023 12:13:53.433017,"(26.0, 170.0, 123.5)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 123.33333333333334)","(41.0, 170.0, 141.25)","(2.25, 2.6, 2.552380952380952)","(13.0, 21.0, 20.5)","(6.0, 9.4, 8.8)","(3.6, 4.1, 3.985738255033557)","(7.0, 11.0, 9.95)","(26.0, 70.0, 57.294117647058826)","(101.0, 210.0, 143.33333333333334)"
07-01-2023 12:13:55.009761,"(26.0, 170.0, 123.5)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 123.33333333333334)","(41.0, 170.0, 141.25)","(2.25, 2.6, 2.5)","(13.0, 22.0, 20.5)","(6.0, 9.0, 8.8)","(3.6, 4.1, 3.985738255033557)","(7.0, 10.5, 9.95)","(26.0, 70.0, 57.294117647058826)","(101.0, 210.0, 168.57142857142858)"
07-01-2023 12:13:56.609830,"(26.0, 170.0, 123.5)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 145.0)","(41.0, 170.0, 141.25)","(2.25, 2.6, 2.5)","(13.0, 22.0, 20.5)","(6.0, 9.0, 8.8)","(3.6, 4.1, 3.985738255033557)","(7.0, 10.5, 9.95)","(26.0, 70.0, 57.294117647058826)","(101.0, 210.0, 190.0)"
07-01-2023 12:13:58.165258,"(26.0, 170.0, 123.5)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 145.0)","(41.0, 170.0, 141.25)","(2.25, 2.6, 2.5)","(13.0, 22.0, 20.5)","(6.0, 9.0, 8.8)","(3.6, 4.1, 3.985738255033557)","(7.0, 10.5, 10.06)","(26.0, 70.0, 57.294117647058826)","(101.0, 210.0, 190.0)"
07-01-2023 12:13:59.721311,"(26.0, 170.0, 123.5)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 145.0)","(41.0, 170.0, 141.25)","(2.25, 2.6, 2.5)","(13.0, 22.0, 20.5)","(6.0, 9.0, 8.8)","(3.6, 4.1, 3.985738255033557)","(7.0, 10.5, 10.06)","(26.0, 70.0, 57.294117647058826)","(101.0, 210.0, 190.0)"
07-01-2023 12:14:01.217156,"(26.0, 170.0, 123.5)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 145.0)","(41.0, 170.0, 141.25)","(2.25, 2.6, 2.5)","(13.0, 22.0, 19.25)","(6.0, 9.0, 8.7)","(3.6, 4.1, 3.985738255033557)","(7.0, 10.5, 10.2)","(26.0, 70.0, 57.294117647058826)","(101.0, 210.0, 182.5)"
07-01-2023 12:14:02.703385,"(26.0, 170.0, 123.5)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 145.0)","(41.0, 170.0, 141.25)","(2.25, 2.6, 2.5)","(13.0, 21.0, 19.25)","(6.0, 9.0, 8.8)","(3.6, 4.1, 3.985738255033557)","(7.0, 11.0, 9.933333333333334)","(26.0, 70.0, 57.294117647058826)","(101.0, 220.0, 182.5)"
07-01-2023 12:14:04.149491,"(26.0, 170.0, 123.5)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 145.0)","(41.0, 170.0, 141.25)","(2.25, 2.6, 2.5)","(13.0, 21.0, 19.25)","(6.0, 9.0, 8.8)","(3.6, 4.1, 3.985738255033557)","(7.0, 11.0, 9.577777777777778)","(26.0, 70.0, 57.294117647058826)","(101.0, 220.0, 182.5)"
07-01-2023 12:14:05.571730,"(26.0, 170.0, 123.5)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 145.0)","(41.0, 170.0, 141.25)","(2.25, 2.6, 2.533333333333333)","(13.0, 21.0, 19.25)","(6.0, 9.0, 8.8)","(3.6, 4.1, 3.985738255033557)","(7.0, 11.0, 9.577777777777778)","(26.0, 70.0, 57.294117647058826)","(101.0, 220.0, 182.5)"
07-01-2023 12:14:07.079049,"(26.0, 170.0, 123.5)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 145.0)","(41.0, 170.0, 141.25)","(2.25, 2.6, 2.532857142857143)","(13.0, 21.0, 19.25)","(6.0, 9.0, 8.8)","(3.6, 4.1, 3.985738255033557)","(7.0, 11.0, 9.577777777777778)","(26.0, 70.0, 57.294117647058826)","(101.0, 220.0, 182.5)"
07-01-2023 12:14:08.894940,"(26.0, 170.0, 123.5)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 145.0)","(41.0, 170.0, 141.25)","(2.25, 2.7, 2.536)","(13.0, 21.0, 19.25)","(6.0, 9.0, 8.8)","(3.6, 4.1, 3.985738255033557)","(7.0, 11.0, 9.577777777777778)","(26.0, 70.0, 57.294117647058826)","(101.0, 220.0, 182.5)"
07-01-2023 12:14:10.632856,"(26.0, 170.0, 123.5)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 145.0)","(41.0, 170.0, 141.25)","(2.25, 2.68, 2.5323076923076924)","(13.0, 21.0, 20.5)","(6.0, 9.0, 8.8)","(3.6, 4.1, 3.985738255033557)","(7.0, 11.0, 10.05)","(26.0, 70.0, 57.294117647058826)","(101.0, 220.0, 190.0)"
07-01-2023 12:14:12.336169,"(26.0, 170.0, 123.5)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 145.0)","(41.0, 170.0, 141.25)","(2.25, 2.68, 2.5323076923076924)","(13.0, 22.0, 20.5)","(6.0, 9.0, 8.8)","(3.6, 4.1, 3.985738255033557)","(7.0, 10.5, 10.05)","(26.0, 70.0, 57.294117647058826)","(101.0, 210.0, 190.0)"
07-01-2023 12:14:13.853401,"(26.0, 170.0, 123.5)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 145.0)","(41.0, 170.0, 141.25)","(2.25, 2.68, 2.5323076923076924)","(13.0, 22.0, 20.5)","(6.0, 9.0, 8.8)","(3.6, 4.1, 3.985738255033557)","(7.0, 10.5, 10.05)","(26.0, 70.0, 57.294117647058826)","(101.0, 210.0, 190.0)"
07-01-2023 12:14:15.354628,"(26.0, 170.0, 123.5)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 145.0)","(41.0, 170.0, 141.25)","(2.25, 2.68, 2.6305)","(13.0, 22.0, 20.5)","(6.0, 9.0, 8.8)","(3.6, 4.1, 3.985738255033557)","(7.0, 10.5, 10.05)","(26.0, 70.0, 57.294117647058826)","(101.0, 210.0, 190.0)"
07-01-2023 12:14:16.850732,"(26.0, 170.0, 123.5)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 145.0)","(41.0, 170.0, 141.25)","(2.25, 2.68, 2.6305)","(13.0, 22.0, 20.5)","(6.0, 9.0, 8.8)","(3.6, 4.1, 3.985738255033557)","(7.0, 10.5, 10.05)","(26.0, 70.0, 57.294117647058826)","(101.0, 210.0, 190.0)"
07-01-2023 12:14:18.353757,"(26.0, 170.0, 123.5)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 145.0)","(41.0, 170.0, 141.25)","(2.25, 2.68, 2.6305)","(13.0, 22.0, 20.5)","(6.0, 9.0, 8.8)","(3.6, 4.1, 3.985738255033557)","(7.0, 10.5, 10.05)","(26.0, 70.0, 57.294117647058826)","(101.0, 210.0, 190.0)"
07-01-2023 12:14:19.875317,"(26.0, 170.0, 123.5)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 145.0)","(41.0, 170.0, 141.25)","(2.25, 2.68, 2.6305)","(13.0, 22.0, 19.25)","(6.0, 9.0, 8.8)","(3.6, 4.1, 3.985738255033557)","(7.0, 10.5, 10.876923076923077)","(26.0, 70.0, 57.294117647058826)","(101.0, 210.0, 182.5)"
07-01-2023 12:14:21.376541,"(26.0, 170.0, 123.5)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 145.0)","(41.0, 170.0, 141.25)","(2.25, 2.68, 2.6305)","(13.0, 21.0, 19.25)","(6.0, 9.0, 8.8)","(3.6, 4.1, 3.985738255033557)","(7.0, 11.0, 9.577777777777778)","(26.0, 70.0, 57.294117647058826)","(101.0, 220.0, 182.5)"
07-01-2023 12:14:22.921440,"(26.0, 170.0, 123.5)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 145.0)","(41.0, 170.0, 141.25)","(2.25, 2.68, 2.6305)","(13.0, 21.0, 19.25)","(6.0, 9.0, 8.8)","(3.6, 4.1, 3.985738255033557)","(7.0, 11.0, 9.577777777777778)","(26.0, 70.0, 57.294117647058826)","(101.0, 220.0, 182.5)"
07-01-2023 12:14:24.510931,"(26.0, 170.0, 123.5)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 145.0)","(41.0, 170.0, 141.25)","(2.25, 2.68, 2.6305)","(13.0, 21.0, 19.25)","(6.0, 9.0, 8.8)","(3.6, 4.1, 3.985738255033557)","(7.0, 11.0, 9.577777777777778)","(26.0, 70.0, 57.294117647058826)","(101.0, 220.0, 182.5)"
07-01-2023 12:14:26.113554,"(26.0, 170.0, 94.85714285714286)","(19.0, 32.0, 25.77777777777778)","(61.0, 200.0, 145.0)","(41.0, 170.0, 141.25)","(2.25, 2.68, 2.6305)","(13.0, 21.0, 19.25)","(6.0, 9.0, 8.8)","(3.6, 4.1, 3.985738255033557)","(7.0, 11.0, 9.577777777777778)","(26.0, 70.0, 57.294117647058826)","(101.0, 220.0, 182.5)"
07-01-2023 12:14:27.714857,"(26.0, 160.0, 102.4)","(19.0, 32.0, 26.555555555555557)","(61.0, 200.0, 145.0)","(41.0, 170.0, 141.25)","(2.25, 2.68, 2.6305)","(13.0, 21.0, 20.5)","(6.0, 9.0, 8.8)","(3.6, 4.1, 3.985738255033557)","(7.0, 11.0, 10.05)","(26.0, 70.0, 57.294117647058826)","(101.0, 220.0, 186.0)"
07-01-2023 12:14:29.213328,"(26.0, 140.0, 74.0)","(19.0, 32.0, 26.555555555555557)","(61.0, 200.0, 145.0)","(41.0, 170.0, 141.25)","(2.25, 2.68, 2.6305)","(13.0, 22.0, 20.5)","(6.0, 9.0, 8.885714285714286)","(3.6, 4.1, 3.985738255033557)","(7.0, 10.5, 10.05)","(26.0, 70.0, 67.0)","(101.0, 210.0, 186.0)"
07-01-2023 12:14:30.691586,"(26.0, 130.0, 74.0)","(19.0, 32.0, 26.555555555555557)","(61.0, 200.0, 145.0)","(41.0, 170.0, 141.25)","(2.25, 2.68, 2.6305)","(13.0, 22.0, 20.5)","(6.0, 9.0, 8.885714285714286)","(3.6, 4.1, 3.985738255033557)","(7.0, 10.5, 10.05)","(26.0, 70.0, 67.0)","(101.0, 210.0, 186.0)"
07-01-2023 12:14:32.219013,"(26.0, 120.0, 101.5)","(19.0, 32.0, 26.555555555555557)","(61.0, 200.0, 145.0)","(41.0, 170.0, 141.25)","(2.25, 2.68, 2.6305)","(13.0, 22.0, 20.5)","(6.0, 9.0, 8.885714285714286)","(3.6, 4.1, 3.985738255033557)","(7.0, 10.5, 10.05)","(26.0, 70.0, 67.0)","(101.0, 210.0, 186.0)"
07-01-2023 12:14:33.798147,"(26.0, 120.0, 111.33333333333333)","(19.0, 32.0, 26.555555555555557)","(61.0, 200.0, 145.0)","(41.0, 170.0, 141.25)","(2.25, 2.68, 2.6305)","(13.0, 22.0, 20.5)","(6.0, 9.0, 8.6)","(3.6, 4.1, 3.985738255033557)","(7.0, 10.5, 10.05)","(26.0, 70.0, 67.0)","(101.0, 210.0, 186.0)"
