,So Noble,Dovis Day,Eye Pee Oh Ready,Peggie Boom,Wicked Chance,Mishani Jewel,Bit Of Fun,Marshy,Mishani Platinum,Torque Is Savvy
06-01-2023 14:05:06.203570,"(5.5, 5.8, 5.6499999999999995)","(20.0, 38.0, 36.829268292682926)","(9.0, 17.0, 16.805084745762713)","(1.55, 1.69, 1.6821097046413502)","(7.5, 11.0, 9.842424242424244)","(17.0, 42.0, 39.714285714285715)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(31.0, 90.0, 86.0)","(101.0, 390.0, 302.8571428571429)"
06-01-2023 14:05:07.894878,"(5.5, 5.7, 5.544186046511628)","(20.0, 38.0, 36.829268292682926)","(9.0, 17.0, 17.25)","(1.55, 1.7, 1.6912663755458515)","(7.5, 10.5, 9.85531914893617)","(17.0, 44.0, 41.42857142857143)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(31.0, 90.0, 86.0)","(101.0, 380.0, 302.8571428571429)"
06-01-2023 14:05:09.536272,"(5.5, 5.6, 5.5212121212121215)","(20.0, 38.0, 36.90196078431372)","(9.0, 17.5, 17.369565217391305)","(1.55, 1.7, 1.683405797101449)","(7.5, 10.0, 9.80408163265306)","(17.0, 42.0, 41.42857142857143)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(31.0, 90.0, 86.0)","(101.0, 380.0, 302.8571428571429)"
06-01-2023 14:05:11.097934,"(5.5, 5.7, 5.5212121212121215)","(20.0, 38.0, 36.88)","(9.0, 17.5, 17.369565217391305)","(1.55, 1.7, 1.683405797101449)","(7.5, 10.0, 9.84)","(17.0, 42.0, 41.42857142857143)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(31.0, 90.0, 86.0)","(101.0, 380.0, 302.8571428571429)"
06-01-2023 14:05:12.637231,"(5.5, 5.7, 5.60327868852459)","(20.0, 38.0, 36.981818181818184)","(9.0, 17.5, 17.369565217391305)","(1.55, 1.7, 1.698235294117647)","(7.5, 10.0, 9.616)","(17.0, 42.0, 41.42857142857143)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(31.0, 90.0, 86.25)","(101.0, 380.0, 302.8571428571429)"
06-01-2023 14:05:14.022648,"(5.5, 5.7, 5.60327868852459)","(20.0, 38.0, 36.981818181818184)","(9.0, 17.5, 17.369565217391305)","(1.55, 1.71, 1.6960869565217391)","(7.5, 10.0, 9.616)","(17.0, 42.0, 39.8)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(31.0, 90.0, 93.84615384615384)","(101.0, 380.0, 302.8571428571429)"
06-01-2023 14:05:15.315002,"(5.5, 5.7, 5.60327868852459)","(20.0, 38.0, 36.981818181818184)","(9.0, 17.5, 17.303571428571427)","(1.55, 1.71, 1.6960869565217391)","(7.5, 10.0, 9.61142857142857)","(17.0, 44.0, 40.0)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(31.0, 110.0, 93.84615384615384)","(101.0, 380.0, 302.8571428571429)"
06-01-2023 14:05:16.613091,"(5.5, 5.7, 5.60327868852459)","(20.0, 38.0, 36.981818181818184)","(9.0, 17.5, 17.303571428571427)","(1.55, 1.71, 1.6960869565217391)","(7.5, 10.0, 9.610810810810811)","(17.0, 44.0, 40.0)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(31.0, 110.0, 93.84615384615384)","(101.0, 380.0, 302.8571428571429)"
06-01-2023 14:05:17.914045,"(5.5, 5.7, 5.528985507246377)","(20.0, 38.0, 36.981818181818184)","(9.0, 17.5, 17.303571428571427)","(1.55, 1.71, 1.6960869565217391)","(7.5, 10.0, 9.610810810810811)","(17.0, 44.0, 40.0)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(31.0, 110.0, 93.84615384615384)","(101.0, 380.0, 302.8571428571429)"
06-01-2023 14:05:19.282306,"(5.5, 5.7, 5.528985507246377)","(20.0, 38.0, 36.981818181818184)","(9.0, 17.5, 17.303571428571427)","(1.55, 1.71, 1.6960869565217391)","(7.5, 10.0, 9.610810810810811)","(17.0, 44.0, 40.0)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(31.0, 110.0, 93.84615384615384)","(101.0, 380.0, 336.0)"
06-01-2023 14:05:20.641661,"(5.5, 5.7, 5.528985507246377)","(20.0, 38.0, 36.981818181818184)","(9.0, 17.5, 17.303571428571427)","(1.55, 1.71, 1.7010112359550562)","(7.5, 10.0, 9.571428571428571)","(17.0, 44.0, 41.714285714285715)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(31.0, 110.0, 93.84615384615384)","(101.0, 370.0, 336.0)"
06-01-2023 14:05:22.084011,"(5.5, 5.7, 5.528985507246377)","(20.0, 38.0, 36.981818181818184)","(9.0, 17.5, 17.303571428571427)","(1.55, 1.71, 1.701111111111111)","(7.5, 9.8, 9.647619047619049)","(17.0, 42.0, 41.714285714285715)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(31.0, 110.0, 93.84615384615384)","(101.0, 370.0, 336.0)"
06-01-2023 14:05:23.392623,"(5.5, 5.6, 5.5469387755102035)","(20.0, 38.0, 36.981818181818184)","(9.0, 17.5, 17.303571428571427)","(1.55, 1.71, 1.7010112359550562)","(7.5, 9.8, 9.555555555555555)","(17.0, 42.0, 41.714285714285715)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(31.0, 110.0, 93.84615384615384)","(101.0, 370.0, 336.0)"
06-01-2023 14:05:24.736498,"(5.5, 5.6, 5.531428571428571)","(20.0, 38.0, 36.981818181818184)","(9.0, 17.5, 17.303571428571427)","(1.55, 1.71, 1.7010112359550562)","(7.5, 9.8, 9.555555555555555)","(17.0, 42.0, 41.714285714285715)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(31.0, 110.0, 93.84615384615384)","(101.0, 370.0, 336.0)"
06-01-2023 14:05:26.160870,"(5.5, 5.6, 5.458823529411765)","(20.0, 38.0, 36.981818181818184)","(9.0, 17.5, 17.303571428571427)","(1.55, 1.71, 1.7010112359550562)","(7.5, 9.8, 9.418181818181818)","(17.0, 42.0, 41.714285714285715)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(31.0, 110.0, 93.84615384615384)","(101.0, 370.0, 336.0)"
06-01-2023 14:05:27.568973,"(5.5, 5.6, 5.458823529411765)","(20.0, 38.0, 36.981818181818184)","(9.0, 17.5, 17.369565217391305)","(1.55, 1.71, 1.694590163934426)","(7.5, 9.8, 9.418181818181818)","(17.0, 42.0, 41.714285714285715)","(101.0, 270.0, 234.0)","(101.0, 390.0, 391.57894736842104)","(31.0, 110.0, 90.0)","(101.0, 370.0, 336.0)"
06-01-2023 14:05:29.322212,"(5.5, 5.6, 5.458823529411765)","(20.0, 38.0, 36.981818181818184)","(9.0, 17.5, 17.369565217391305)","(1.55, 1.71, 1.698395061728395)","(7.5, 9.8, 9.418181818181818)","(17.0, 42.0, 41.714285714285715)","(101.0, 270.0, 234.0)","(101.0, 400.0, 391.57894736842104)","(31.0, 110.0, 90.0)","(101.0, 370.0, 336.0)"
06-01-2023 14:05:30.917543,"(5.5, 5.6, 5.458823529411765)","(20.0, 38.0, 36.981818181818184)","(9.0, 17.5, 17.369565217391305)","(1.55, 1.71, 1.698395061728395)","(7.5, 9.8, 9.418181818181818)","(17.0, 42.0, 41.714285714285715)","(101.0, 270.0, 234.0)","(101.0, 400.0, 391.57894736842104)","(31.0, 110.0, 96.66666666666667)","(101.0, 370.0, 302.8571428571429)"
06-01-2023 14:05:32.502686,"(5.5, 5.6, 5.458823529411765)","(20.0, 38.0, 36.981818181818184)","(10.0, 17.5, 17.303571428571427)","(1.55, 1.71, 1.698395061728395)","(7.5, 9.8, 9.41904761904762)","(18.0, 42.0, 41.714285714285715)","(101.0, 270.0, 234.0)","(101.0, 400.0, 391.57894736842104)","(31.0, 130.0, 96.66666666666667)","(101.0, 380.0, 302.8571428571429)"
06-01-2023 14:05:33.964668,"(5.5, 5.6, 5.458823529411765)","(20.0, 38.0, 36.981818181818184)","(10.0, 17.5, 17.303571428571427)","(1.55, 1.71, 1.698395061728395)","(7.5, 9.8, 9.41904761904762)","(18.0, 42.0, 41.714285714285715)","(101.0, 270.0, 234.0)","(101.0, 400.0, 391.57894736842104)","(31.0, 130.0, 96.66666666666667)","(101.0, 380.0, 302.8571428571429)"
06-01-2023 14:05:35.481841,"(5.5, 5.6, 5.458823529411765)","(20.0, 38.0, 36.981818181818184)","(10.0, 17.5, 17.303571428571427)","(1.55, 1.71, 1.698395061728395)","(7.5, 9.8, 9.41904761904762)","(18.0, 42.0, 41.714285714285715)","(101.0, 270.0, 234.0)","(101.0, 400.0, 391.57894736842104)","(31.0, 130.0, 96.66666666666667)","(101.0, 380.0, 302.8571428571429)"
06-01-2023 14:05:36.900340,"(5.5, 5.6, 5.458823529411765)","(20.0, 38.0, 36.981818181818184)","(10.0, 17.5, 17.303571428571427)","(1.55, 1.71, 1.698395061728395)","(7.5, 9.8, 9.41904761904762)","(18.0, 42.0, 41.714285714285715)","(101.0, 270.0, 234.0)","(101.0, 400.0, 391.57894736842104)","(31.0, 130.0, 123.125)","(101.0, 380.0, 302.8571428571429)"
06-01-2023 14:05:38.425719,"(5.5, 5.6, 5.542857142857143)","(20.0, 38.0, 36.981818181818184)","(10.0, 17.5, 17.303571428571427)","(1.55, 1.71, 1.6933333333333334)","(7.5, 9.8, 9.41904761904762)","(18.0, 42.0, 41.26315789473684)","(101.0, 270.0, 234.0)","(101.0, 400.0, 391.57894736842104)","(31.0, 130.0, 117.77777777777777)","(101.0, 380.0, 302.8571428571429)"
06-01-2023 14:05:40.290438,"(5.5, 5.6, 5.542857142857143)","(20.0, 38.0, 36.981818181818184)","(10.0, 17.5, 17.328125)","(1.55, 1.7, 1.6928571428571428)","(7.5, 9.8, 9.41904761904762)","(18.0, 44.0, 41.26315789473684)","(101.0, 270.0, 234.0)","(101.0, 400.0, 391.57894736842104)","(31.0, 130.0, 117.77777777777777)","(101.0, 380.0, 302.8571428571429)"
06-01-2023 14:05:42.028066,"(5.5, 5.6, 5.542857142857143)","(20.0, 38.0, 36.981818181818184)","(10.0, 17.5, 17.328125)","(1.55, 1.7, 1.6901408450704225)","(7.5, 9.8, 9.41904761904762)","(18.0, 44.0, 41.26315789473684)","(101.0, 270.0, 234.0)","(101.0, 400.0, 391.57894736842104)","(31.0, 130.0, 117.77777777777777)","(101.0, 380.0, 302.8571428571429)"
06-01-2023 14:05:43.577595,"(5.5, 5.6, 5.545454545454545)","(20.0, 38.0, 36.981818181818184)","(10.0, 17.5, 17.328125)","(1.55, 1.71, 1.6901408450704225)","(7.5, 9.8, 9.492307692307692)","(18.0, 44.0, 41.26315789473684)","(101.0, 270.0, 234.0)","(101.0, 400.0, 391.57894736842104)","(31.0, 130.0, 117.77777777777777)","(101.0, 380.0, 302.8571428571429)"
06-01-2023 14:05:45.005210,"(5.5, 5.6, 5.514285714285714)","(20.0, 38.0, 36.96296296296296)","(10.0, 17.5, 17.316666666666666)","(1.55, 1.71, 1.6904166666666667)","(7.5, 9.8, 9.492307692307692)","(18.0, 44.0, 41.26315789473684)","(101.0, 270.0, 234.0)","(101.0, 400.0, 391.57894736842104)","(31.0, 130.0, 119.0)","(101.0, 380.0, 302.8571428571429)"
06-01-2023 14:05:46.419067,"(5.5, 5.6, 5.514285714285714)","(20.0, 38.0, 36.96296296296296)","(10.0, 17.5, 17.316666666666666)","(1.55, 1.71, 1.6906849315068493)","(7.5, 9.8, 9.492307692307692)","(18.0, 44.0, 41.26315789473684)","(101.0, 270.0, 234.0)","(101.0, 400.0, 391.57894736842104)","(31.0, 130.0, 117.77777777777777)","(101.0, 380.0, 302.8571428571429)"
06-01-2023 14:05:47.820470,"(5.5, 5.6, 5.514285714285714)","(20.0, 38.0, 36.96296296296296)","(10.0, 17.5, 17.316666666666666)","(1.55, 1.71, 1.69)","(7.5, 9.8, 9.533333333333333)","(18.0, 44.0, 41.26315789473684)","(101.0, 270.0, 234.0)","(101.0, 400.0, 391.57894736842104)","(31.0, 130.0, 117.77777777777777)","(101.0, 380.0, 302.8571428571429)"
06-01-2023 14:05:49.277351,"(5.5, 5.6, 5.545454545454545)","(20.0, 38.0, 36.96296296296296)","(10.0, 17.5, 17.316666666666666)","(1.55, 1.7, 1.6938636363636363)","(7.5, 9.6, 9.457142857142857)","(18.0, 44.0, 41.26315789473684)","(101.0, 270.0, 234.0)","(101.0, 400.0, 391.57894736842104)","(31.0, 130.0, 117.77777777777777)","(101.0, 380.0, 302.8571428571429)"
06-01-2023 14:05:50.783729,"(5.5, 5.6, 5.548275862068965)","(20.0, 38.0, 36.96296296296296)","(10.0, 17.5, 17.403225806451612)","(1.55, 1.7, 1.6938636363636363)","(7.5, 9.6, 9.457142857142857)","(18.0, 44.0, 41.26315789473684)","(101.0, 270.0, 234.0)","(101.0, 400.0, 391.57894736842104)","(31.0, 130.0, 117.77777777777777)","(101.0, 380.0, 302.8571428571429)"
06-01-2023 14:05:52.246394,"(5.5, 5.6, 5.543396226415094)","(20.0, 38.0, 36.96296296296296)","(10.0, 17.5, 17.23076923076923)","(1.55, 1.7, 1.6969444444444444)","(7.5, 9.6, 9.457142857142857)","(18.0, 44.0, 41.26315789473684)","(101.0, 270.0, 234.0)","(101.0, 400.0, 391.57894736842104)","(31.0, 130.0, 117.77777777777777)","(101.0, 380.0, 302.8571428571429)"
06-01-2023 14:05:53.652987,"(5.5, 5.6, 5.5249999999999995)","(20.0, 38.0, 36.96296296296296)","(10.0, 17.5, 17.23076923076923)","(1.55, 1.7, 1.6969444444444444)","(7.5, 9.6, 9.457142857142857)","(18.0, 44.0, 41.26315789473684)","(101.0, 270.0, 234.0)","(101.0, 400.0, 391.57894736842104)","(31.0, 130.0, 117.77777777777777)","(101.0, 380.0, 302.8571428571429)"
06-01-2023 14:05:55.090497,"(5.5, 5.6, 5.5249999999999995)","(20.0, 38.0, 37.368421052631575)","(10.0, 17.5, 17.23076923076923)","(1.55, 1.7, 1.6969444444444444)","(7.5, 9.6, 9.457142857142857)","(18.0, 44.0, 41.26315789473684)","(101.0, 270.0, 234.0)","(101.0, 400.0, 391.57894736842104)","(31.0, 130.0, 117.77777777777777)","(101.0, 380.0, 302.8571428571429)"
06-01-2023 14:05:56.552602,"(5.5, 5.6, 5.535135135135135)","(20.0, 38.0, 37.368421052631575)","(10.0, 17.5, 17.23076923076923)","(1.55, 1.7, 1.6964516129032257)","(7.5, 9.6, 9.457142857142857)","(18.0, 44.0, 41.26315789473684)","(101.0, 270.0, 234.0)","(101.0, 400.0, 391.57894736842104)","(31.0, 130.0, 117.77777777777777)","(101.0, 380.0, 313.3333333333333)"
06-01-2023 14:05:58.041605,"(4.8, 5.6, 5.485714285714286)","(20.0, 38.0, 37.368421052631575)","(10.0, 17.5, 17.25438596491228)","(1.55, 1.71, 1.6963157894736842)","(7.5, 9.6, 9.438709677419356)","(18.0, 44.0, 40.285714285714285)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(31.0, 130.0, 96.0)","(101.0, 370.0, 313.3333333333333)"
06-01-2023 14:05:59.567080,"(4.8, 5.6, 5.485714285714286)","(20.0, 38.0, 37.368421052631575)","(10.0, 17.5, 17.25438596491228)","(1.55, 1.71, 1.6963157894736842)","(7.5, 9.6, 9.455072463768115)","(18.0, 44.0, 40.285714285714285)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(31.0, 110.0, 96.0)","(101.0, 370.0, 313.3333333333333)"
06-01-2023 14:06:00.987632,"(4.8, 5.6, 5.485714285714286)","(20.0, 38.0, 37.368421052631575)","(10.0, 17.5, 17.25438596491228)","(1.55, 1.71, 1.6963157894736842)","(7.5, 9.6, 9.430508474576271)","(18.0, 44.0, 40.285714285714285)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(31.0, 110.0, 96.0)","(101.0, 370.0, 313.3333333333333)"
06-01-2023 14:06:02.387563,"(4.8, 5.6, 5.495652173913044)","(20.0, 38.0, 37.26829268292683)","(10.0, 17.5, 17.25438596491228)","(1.55, 1.71, 1.6989999999999998)","(7.5, 9.6, 9.430508474576271)","(18.0, 44.0, 40.285714285714285)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(31.0, 110.0, 96.0)","(101.0, 370.0, 313.3333333333333)"
06-01-2023 14:06:03.741151,"(4.8, 5.6, 5.495652173913044)","(20.0, 38.0, 37.26829268292683)","(10.0, 17.5, 17.25438596491228)","(1.55, 1.72, 1.6989999999999998)","(7.5, 9.6, 9.447272727272727)","(18.0, 44.0, 40.285714285714285)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(31.0, 110.0, 96.0)","(101.0, 370.0, 313.3333333333333)"
06-01-2023 14:06:05.135607,"(4.8, 5.6, 5.466666666666667)","(20.0, 38.0, 37.1063829787234)","(10.0, 17.5, 17.23076923076923)","(1.55, 1.72, 1.7144)","(7.5, 9.6, 9.328301886792453)","(18.0, 44.0, 43.142857142857146)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(31.0, 110.0, 96.0)","(101.0, 370.0, 313.3333333333333)"
06-01-2023 14:06:06.604011,"(4.8, 5.4, 5.3957746478873245)","(20.0, 38.0, 36.95)","(10.0, 17.5, 17.23076923076923)","(1.55, 1.72, 1.723103448275862)","(7.5, 9.4, 9.324444444444444)","(18.0, 44.0, 42.90909090909091)","(101.0, 270.0, 234.0)","(101.0, 390.0, 374.2105263157895)","(31.0, 110.0, 108.0)","(101.0, 370.0, 302.0)"
06-01-2023 14:06:07.968527,"(4.8, 5.4, 5.333333333333333)","(20.0, 38.0, 36.95)","(10.0, 17.5, 17.23076923076923)","(1.55, 1.73, 1.723103448275862)","(7.5, 9.4, 9.324444444444444)","(18.0, 44.0, 42.90909090909091)","(101.0, 270.0, 234.0)","(101.0, 390.0, 374.2105263157895)","(31.0, 130.0, 119.0)","(101.0, 370.0, 302.0)"
06-01-2023 14:06:09.362978,"(4.8, 5.4, 5.360975609756098)","(20.0, 38.0, 36.95)","(10.0, 17.5, 17.23076923076923)","(1.55, 1.73, 1.723103448275862)","(7.5, 9.4, 9.324444444444444)","(18.0, 44.0, 42.90909090909091)","(101.0, 270.0, 234.0)","(101.0, 390.0, 374.2105263157895)","(31.0, 130.0, 119.0)","(101.0, 370.0, 302.0)"
06-01-2023 14:06:10.775029,"(4.8, 5.4, 5.360975609756098)","(20.0, 38.0, 36.95)","(10.0, 17.5, 17.23076923076923)","(1.55, 1.73, 1.7223076923076923)","(7.5, 9.4, 9.307692307692308)","(18.0, 44.0, 42.90909090909091)","(101.0, 270.0, 234.0)","(101.0, 390.0, 374.2105263157895)","(31.0, 130.0, 119.0)","(101.0, 370.0, 302.0)"
06-01-2023 14:06:12.265830,"(4.8, 5.4, 5.391379310344828)","(20.0, 38.0, 36.95)","(10.0, 17.5, 17.23076923076923)","(1.55, 1.73, 1.734074074074074)","(7.5, 9.4, 9.290322580645162)","(18.0, 44.0, 42.90909090909091)","(101.0, 270.0, 234.0)","(101.0, 390.0, 374.2105263157895)","(31.0, 130.0, 116.25)","(101.0, 370.0, 302.0)"
06-01-2023 14:06:13.722299,"(4.8, 5.3, 5.272413793103448)","(20.0, 38.0, 36.95)","(10.0, 17.5, 17.23076923076923)","(1.55, 1.74, 1.734074074074074)","(7.5, 9.4, 9.290322580645162)","(18.0, 44.0, 42.90909090909091)","(101.0, 270.0, 234.0)","(101.0, 390.0, 374.2105263157895)","(31.0, 130.0, 122.14285714285714)","(101.0, 370.0, 302.0)"
06-01-2023 14:06:15.142124,"(4.8, 5.3, 5.272413793103448)","(20.0, 38.0, 37.06666666666667)","(10.0, 17.5, 17.23076923076923)","(1.55, 1.74, 1.734074074074074)","(7.5, 9.4, 9.290322580645162)","(18.0, 44.0, 42.90909090909091)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(31.0, 130.0, 108.75)","(101.0, 370.0, 313.3333333333333)"
06-01-2023 14:06:16.477162,"(4.8, 5.3, 5.272413793103448)","(20.0, 38.0, 37.06666666666667)","(10.0, 17.5, 17.23076923076923)","(1.55, 1.74, 1.7265454545454546)","(7.5, 9.4, 9.327272727272728)","(18.0, 44.0, 43.0)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(31.0, 120.0, 108.75)","(101.0, 370.0, 313.3333333333333)"
06-01-2023 14:06:17.791587,"(4.8, 5.3, 5.26)","(20.0, 38.0, 37.06666666666667)","(10.0, 17.5, 17.23076923076923)","(1.55, 1.75, 1.7265454545454546)","(7.5, 9.4, 9.309803921568628)","(19.0, 44.0, 43.0)","(101.0, 270.0, 234.0)","(101.0, 390.0, 375.0)","(31.0, 120.0, 108.75)","(101.0, 370.0, 313.3333333333333)"
06-01-2023 14:06:19.099788,"(4.8, 5.3, 5.256521739130434)","(20.0, 38.0, 37.06666666666667)","(10.0, 17.5, 17.23076923076923)","(1.55, 1.75, 1.7265454545454546)","(7.5, 9.4, 9.309803921568628)","(19.0, 44.0, 43.0)","(101.0, 270.0, 234.0)","(101.0, 390.0, 391.57894736842104)","(31.0, 120.0, 108.75)","(101.0, 370.0, 344.0)"
06-01-2023 14:06:20.412963,"(4.8, 5.3, 5.256521739130434)","(20.0, 38.0, 37.06666666666667)","(10.0, 17.5, 17.23076923076923)","(1.55, 1.75, 1.7265454545454546)","(7.5, 9.4, 9.309803921568628)","(19.0, 44.0, 43.0)","(101.0, 270.0, 234.0)","(101.0, 400.0, 391.57894736842104)","(31.0, 120.0, 108.75)","(101.0, 380.0, 344.0)"
06-01-2023 14:06:21.802972,"(4.8, 5.3, 5.181818181818182)","(20.0, 38.0, 37.06666666666667)","(10.0, 17.5, 17.23076923076923)","(1.55, 1.75, 1.7345454545454546)","(7.5, 9.4, 9.43448275862069)","(19.0, 44.0, 43.0)","(101.0, 270.0, 234.0)","(101.0, 400.0, 391.57894736842104)","(31.0, 120.0, 108.75)","(101.0, 380.0, 344.0)"
06-01-2023 14:06:23.133935,"(4.8, 5.2, 5.163636363636364)","(20.0, 38.0, 37.06666666666667)","(10.0, 17.5, 17.23076923076923)","(1.55, 1.74, 1.7418181818181817)","(7.5, 9.6, 9.43448275862069)","(19.0, 44.0, 43.0)","(101.0, 270.0, 234.0)","(101.0, 400.0, 391.57894736842104)","(31.0, 120.0, 108.75)","(101.0, 380.0, 344.0)"
06-01-2023 14:06:24.559831,"(4.8, 5.2, 5.163636363636364)","(20.0, 38.0, 37.06666666666667)","(10.0, 17.5, 17.23076923076923)","(1.55, 1.75, 1.7418181818181817)","(7.5, 9.6, 9.43448275862069)","(19.0, 44.0, 43.0)","(101.0, 270.0, 234.0)","(101.0, 400.0, 391.57894736842104)","(31.0, 120.0, 108.75)","(101.0, 380.0, 344.0)"
06-01-2023 14:06:26.289161,"(4.8, 5.2, 5.267213114754098)","(20.0, 38.0, 37.06666666666667)","(10.0, 17.5, 17.23076923076923)","(1.55, 1.75, 1.7436842105263157)","(7.5, 9.6, 9.427777777777777)","(19.0, 44.0, 43.0)","(101.0, 270.0, 234.0)","(101.0, 400.0, 391.57894736842104)","(31.0, 120.0, 108.75)","(101.0, 380.0, 344.0)"
06-01-2023 14:06:27.825689,"(4.8, 5.3, 5.247368421052632)","(20.0, 38.0, 37.06666666666667)","(10.0, 17.5, 17.23076923076923)","(1.55, 1.75, 1.7436842105263157)","(7.5, 9.6, 9.427777777777777)","(19.0, 44.0, 43.0)","(101.0, 270.0, 234.0)","(101.0, 400.0, 391.57894736842104)","(31.0, 120.0, 95.76923076923077)","(101.0, 380.0, 344.0)"
06-01-2023 14:06:29.481711,"(4.8, 5.3, 5.242857142857143)","(20.0, 38.0, 37.06666666666667)","(10.0, 17.5, 17.23076923076923)","(1.55, 1.75, 1.7445454545454546)","(7.5, 9.6, 9.427777777777777)","(19.0, 44.0, 43.0)","(101.0, 270.0, 234.0)","(101.0, 400.0, 391.57894736842104)","(31.0, 120.0, 95.76923076923077)","(101.0, 380.0, 344.0)"
06-01-2023 14:06:31.174710,"(4.8, 5.3, 5.266666666666667)","(20.0, 38.0, 37.06666666666667)","(10.0, 17.5, 17.23076923076923)","(1.55, 1.75, 1.7365)","(7.5, 9.6, 9.428571428571429)","(19.0, 44.0, 43.0)","(101.0, 270.0, 234.0)","(101.0, 400.0, 391.57894736842104)","(31.0, 120.0, 96.66666666666667)","(101.0, 380.0, 344.0)"
06-01-2023 14:06:32.675580,"(4.8, 5.3, 5.266666666666667)","(20.0, 38.0, 37.06666666666667)","(10.0, 17.5, 17.23076923076923)","(1.55, 1.75, 1.7435714285714285)","(7.5, 9.6, 9.44)","(19.0, 44.0, 43.0)","(101.0, 270.0, 234.0)","(101.0, 400.0, 391.57894736842104)","(31.0, 120.0, 100.0)","(101.0, 380.0, 344.0)"
06-01-2023 14:06:34.225307,"(4.8, 5.2, 5.179411764705883)","(20.0, 38.0, 37.06666666666667)","(10.0, 17.5, 17.23076923076923)","(1.55, 1.75, 1.7365)","(7.5, 9.6, 9.733333333333334)","(19.0, 44.0, 43.0)","(101.0, 270.0, 234.0)","(101.0, 400.0, 391.57894736842104)","(31.0, 120.0, 121.66666666666667)","(101.0, 380.0, 344.0)"
06-01-2023 14:06:35.737229,"(4.8, 5.2, 5.179411764705883)","(20.0, 38.0, 37.06666666666667)","(10.0, 17.5, 17.23076923076923)","(1.55, 1.75, 1.7365)","(7.5, 9.8, 9.709090909090909)","(19.0, 44.0, 43.0)","(101.0, 270.0, 234.0)","(101.0, 400.0, 391.57894736842104)","(31.0, 130.0, 105.0)","(101.0, 380.0, 344.0)"
06-01-2023 14:06:37.152449,"(4.8, 5.2, 5.161111111111111)","(20.0, 38.0, 37.02325581395349)","(10.0, 17.5, 17.23076923076923)","(1.55, 1.75, 1.7365)","(7.5, 10.0, 9.696)","(19.0, 44.0, 43.0)","(101.0, 270.0, 234.0)","(101.0, 400.0, 391.57894736842104)","(31.0, 130.0, 105.0)","(101.0, 380.0, 344.0)"
06-01-2023 14:06:38.672184,"(4.8, 5.2, 5.192857142857143)","(20.0, 38.0, 37.04545454545455)","(10.0, 17.5, 17.23076923076923)","(1.55, 1.75, 1.7316666666666667)","(7.5, 10.0, 10.380952380952381)","(19.0, 44.0, 43.5)","(101.0, 270.0, 234.0)","(101.0, 400.0, 391.57894736842104)","(31.0, 130.0, 105.0)","(101.0, 380.0, 344.0)"
06-01-2023 14:06:40.172825,"(4.8, 5.3, 5.129824561403509)","(20.0, 38.0, 37.04545454545455)","(10.0, 17.5, 17.208333333333332)","(1.55, 1.74, 1.7216666666666667)","(7.5, 11.0, 10.59375)","(19.0, 44.0, 45.0)","(101.0, 270.0, 234.0)","(101.0, 400.0, 391.57894736842104)","(31.0, 130.0, 105.0)","(101.0, 380.0, 344.0)"
06-01-2023 14:06:41.672892,"(4.8, 5.2, 5.053846153846154)","(20.0, 38.0, 37.04545454545455)","(10.0, 17.5, 17.208333333333332)","(1.55, 1.73, 1.7216666666666667)","(7.5, 11.0, 10.59375)","(19.0, 50.0, 45.0)","(101.0, 270.0, 234.0)","(101.0, 400.0, 375.0)","(31.0, 130.0, 105.0)","(101.0, 380.0, 344.0)"
06-01-2023 14:06:43.248115,"(4.8, 5.1, 5.071428571428571)","(20.0, 38.0, 37.04545454545455)","(10.0, 17.5, 17.208333333333332)","(1.55, 1.73, 1.7216666666666667)","(7.5, 11.0, 10.625)","(19.0, 50.0, 45.0)","(101.0, 270.0, 234.0)","(101.0, 390.0, 376.3157894736842)","(31.0, 130.0, 105.0)","(101.0, 380.0, 275.55555555555554)"
