,Kickstarter,The Filter,Distortedatthebar,Out For Justice,Artie My Boy,Summer Retreat,Too Legit,Oneprettything
15-12-2022 10:53:28.013868,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 37.4)","(2.5, 2.94, 2.925)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.554545454545455)","(26.0, 85.0, 76.76470588235294)"
15-12-2022 10:53:29.078048,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 37.4)","(2.5, 2.94, 2.925)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.554545454545455)","(26.0, 85.0, 76.76470588235294)"
15-12-2022 10:53:30.185333,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 37.4)","(2.5, 2.94, 2.925)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.554545454545455)","(26.0, 85.0, 76.76470588235294)"
15-12-2022 10:53:31.274369,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 37.4)","(2.5, 2.94, 2.925)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.552380952380952)","(26.0, 85.0, 76.76470588235294)"
15-12-2022 10:53:32.399947,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 37.4)","(2.5, 2.94, 2.925)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.552380952380952)","(26.0, 85.0, 79.61538461538461)"
15-12-2022 10:53:33.424540,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 37.705882352941174)","(2.5, 2.94, 2.9)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.552380952380952)","(26.0, 85.0, 79.61538461538461)"
15-12-2022 10:53:34.439763,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 37.705882352941174)","(2.5, 2.94, 2.9)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.552380952380952)","(26.0, 85.0, 79.61538461538461)"
15-12-2022 10:53:35.423918,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 34.857142857142854)","(2.5, 2.94, 2.9)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.552380952380952)","(26.0, 85.0, 79.61538461538461)"
15-12-2022 10:53:36.417632,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 32.0)","(2.5, 2.94, 2.9)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.552380952380952)","(26.0, 85.0, 79.61538461538461)"
15-12-2022 10:53:37.376245,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 32.0)","(2.5, 2.94, 2.9)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.552380952380952)","(26.0, 85.0, 79.61538461538461)"
15-12-2022 10:53:38.399211,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 32.0)","(2.5, 2.94, 2.9)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.552380952380952)","(26.0, 85.0, 79.61538461538461)"
15-12-2022 10:53:39.605591,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 32.0)","(2.5, 2.94, 2.9)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.552380952380952)","(26.0, 85.0, 79.61538461538461)"
15-12-2022 10:53:40.662999,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 32.0)","(2.5, 2.94, 2.9057142857142857)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.552380952380952)","(26.0, 85.0, 79.61538461538461)"
15-12-2022 10:53:41.741675,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 32.0)","(2.5, 2.94, 2.9057142857142857)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.552380952380952)","(26.0, 85.0, 79.61538461538461)"
15-12-2022 10:53:42.748215,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 32.0)","(2.5, 2.94, 2.9057142857142857)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.552380952380952)","(26.0, 85.0, 75.66666666666667)"
15-12-2022 10:53:43.761662,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 32.0)","(2.5, 2.94, 2.9057142857142857)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.552380952380952)","(26.0, 85.0, 75.66666666666667)"
15-12-2022 10:53:44.790821,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 32.0)","(2.5, 2.94, 2.9057142857142857)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.552380952380952)","(26.0, 85.0, 75.66666666666667)"
15-12-2022 10:53:45.854066,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 32.0)","(2.5, 2.94, 2.9057142857142857)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.552380952380952)","(26.0, 85.0, 75.66666666666667)"
15-12-2022 10:53:46.978084,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 33.88235294117647)","(2.5, 2.94, 2.9057142857142857)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.552380952380952)","(26.0, 85.0, 75.66666666666667)"
15-12-2022 10:53:48.016892,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 33.88235294117647)","(2.5, 2.94, 2.9057142857142857)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.552380952380952)","(26.0, 85.0, 75.66666666666667)"
15-12-2022 10:53:49.056408,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 33.88235294117647)","(2.5, 2.94, 2.9057142857142857)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.552380952380952)","(26.0, 85.0, 75.66666666666667)"
15-12-2022 10:53:50.063015,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 33.88235294117647)","(2.5, 2.94, 2.9057142857142857)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.552380952380952)","(26.0, 85.0, 75.66666666666667)"
15-12-2022 10:53:51.056360,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 33.88235294117647)","(2.5, 2.94, 2.9057142857142857)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.552380952380952)","(26.0, 85.0, 75.66666666666667)"
15-12-2022 10:53:52.066426,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 33.88235294117647)","(2.5, 2.94, 2.9057142857142857)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.552380952380952)","(26.0, 85.0, 75.66666666666667)"
15-12-2022 10:53:53.088240,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 33.88235294117647)","(2.5, 2.94, 2.883157894736842)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.552380952380952)","(26.0, 85.0, 75.0)"
15-12-2022 10:53:54.189113,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6375)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 32.61538461538461)","(2.5, 2.9, 2.883157894736842)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.552380952380952)","(26.0, 85.0, 75.0)"
15-12-2022 10:53:55.228837,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6375)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 32.61538461538461)","(2.5, 2.9, 2.883157894736842)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.552380952380952)","(26.0, 85.0, 75.0)"
15-12-2022 10:53:56.354331,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6375)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 32.61538461538461)","(2.5, 2.9, 2.883157894736842)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.552380952380952)","(26.0, 85.0, 75.0)"
15-12-2022 10:53:57.392523,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6375)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 32.61538461538461)","(2.5, 2.9, 2.883157894736842)","(17.0, 24.0, 23.0)","(5.5, 6.6, 6.552380952380952)","(26.0, 85.0, 75.0)"
15-12-2022 10:53:58.428895,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6375)","(11.0, 22.0, 21.522727272727273)","(21.0, 40.0, 32.61538461538461)","(2.5, 2.9, 2.883157894736842)","(16.0, 24.0, 23.0)","(5.5, 6.6, 6.552380952380952)","(26.0, 85.0, 75.0)"
15-12-2022 10:53:59.496319,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6375)","(12.0, 22.0, 21.522727272727273)","(21.0, 40.0, 32.61538461538461)","(2.5, 2.9, 2.884444444444444)","(16.0, 24.0, 23.0)","(5.5, 6.6, 6.5512195121951216)","(26.0, 85.0, 75.0)"
15-12-2022 10:54:00.559242,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6375)","(12.0, 22.0, 21.522727272727273)","(21.0, 40.0, 32.61538461538461)","(2.5, 2.9, 2.8066666666666666)","(16.0, 24.0, 23.0)","(5.5, 6.6, 6.542857142857143)","(26.0, 85.0, 75.0)"
15-12-2022 10:54:01.579526,"(6.0, 7.2, 6.866666666666666)","(3.7, 4.7, 4.6375)","(12.0, 22.0, 21.522727272727273)","(21.0, 40.0, 32.0)","(2.5, 2.9, 2.8066666666666666)","(16.0, 24.0, 23.0)","(5.5, 6.6, 6.542857142857143)","(26.0, 85.0, 75.0)"
15-12-2022 10:54:02.656541,"(6.0, 7.2, 6.874074074074074)","(3.7, 4.7, 4.6375)","(12.0, 22.0, 20.928571428571427)","(21.0, 40.0, 32.0)","(2.5, 2.9, 2.8066666666666666)","(16.0, 24.0, 23.0)","(5.5, 6.6, 6.55)","(26.0, 85.0, 79.4)"
15-12-2022 10:54:03.951860,"(6.0, 7.2, 6.874074074074074)","(3.7, 4.8, 4.565217391304348)","(12.0, 22.0, 20.928571428571427)","(21.0, 40.0, 32.0)","(2.5, 2.9, 2.8066666666666666)","(16.0, 24.0, 23.0)","(5.5, 6.6, 6.542857142857143)","(26.0, 85.0, 79.4)"
15-12-2022 10:54:05.115051,"(6.0, 7.2, 6.874074074074074)","(3.7, 4.8, 4.508108108108108)","(12.0, 22.0, 20.928571428571427)","(21.0, 40.0, 32.0)","(2.5, 2.9, 2.8066666666666666)","(16.0, 24.0, 23.0)","(5.5, 6.6, 6.5512195121951216)","(26.0, 85.0, 79.4)"
15-12-2022 10:54:06.227586,"(6.0, 7.2, 6.874074074074074)","(3.7, 4.8, 4.508108108108108)","(12.0, 22.0, 20.928571428571427)","(21.0, 40.0, 32.0)","(2.5, 2.9, 2.7946938775510204)","(16.0, 24.0, 23.0)","(5.5, 6.6, 6.5512195121951216)","(26.0, 85.0, 79.4)"
15-12-2022 10:54:07.360763,"(6.0, 7.2, 6.874074074074074)","(3.7, 4.8, 4.508108108108108)","(12.0, 22.0, 20.928571428571427)","(21.0, 40.0, 32.0)","(2.5, 2.9, 2.7946938775510204)","(16.0, 24.0, 23.0)","(5.5, 6.6, 6.52)","(26.0, 85.0, 79.4)"
15-12-2022 10:54:08.418344,"(6.0, 7.2, 6.848)","(3.7, 4.8, 4.56)","(12.0, 22.0, 20.928571428571427)","(21.0, 40.0, 32.0)","(2.5, 2.9, 2.7946938775510204)","(16.0, 24.0, 23.0)","(5.5, 6.6, 6.685714285714286)","(26.0, 85.0, 79.4)"
15-12-2022 10:54:09.475793,"(6.0, 7.2, 6.682758620689655)","(3.7, 4.8, 4.5975)","(12.0, 22.0, 20.928571428571427)","(21.0, 40.0, 32.0)","(2.5, 2.9, 2.8156862745098037)","(16.0, 24.0, 23.0)","(5.5, 7.0, 6.685714285714286)","(26.0, 85.0, 79.4)"
15-12-2022 10:54:10.529145,"(6.0, 7.2, 6.682758620689655)","(3.7, 4.8, 4.5975)","(12.0, 22.0, 20.928571428571427)","(21.0, 40.0, 32.0)","(2.5, 2.86, 2.82)","(16.0, 24.0, 23.0)","(5.5, 7.0, 6.787096774193548)","(26.0, 85.0, 79.4)"
15-12-2022 10:54:11.609908,"(6.0, 7.2, 6.682758620689655)","(3.7, 4.8, 4.5975)","(12.0, 22.0, 20.928571428571427)","(21.0, 40.0, 32.0)","(2.5, 2.86, 2.82)","(16.0, 24.0, 23.0)","(5.5, 7.0, 6.787096774193548)","(26.0, 85.0, 79.4)"
15-12-2022 10:54:12.732033,"(6.0, 7.2, 6.815384615384615)","(3.7, 4.8, 4.571428571428571)","(12.0, 22.0, 20.928571428571427)","(21.0, 40.0, 31.11111111111111)","(2.5, 2.86, 2.82)","(16.0, 24.0, 23.0)","(5.5, 7.0, 6.787096774193548)","(26.0, 85.0, 79.4)"
15-12-2022 10:54:13.863257,"(6.0, 7.2, 6.815384615384615)","(3.7, 4.8, 4.48)","(12.0, 22.0, 21.423076923076923)","(21.0, 40.0, 34.8)","(2.5, 2.86, 2.82)","(16.0, 24.0, 23.0)","(5.5, 7.0, 6.8933333333333335)","(26.0, 85.0, 77.22222222222223)"
15-12-2022 10:54:14.977261,"(6.0, 7.2, 6.815384615384615)","(3.7, 4.8, 4.48)","(12.0, 22.0, 21.423076923076923)","(21.0, 40.0, 34.8)","(2.5, 2.86, 2.82)","(16.0, 24.0, 23.0)","(5.5, 7.0, 6.8933333333333335)","(26.0, 85.0, 77.22222222222223)"
15-12-2022 10:54:16.034312,"(6.0, 7.2, 6.815384615384615)","(3.7, 4.7, 4.5285714285714285)","(12.0, 22.0, 21.423076923076923)","(21.0, 40.0, 34.8)","(2.5, 2.86, 2.82)","(16.0, 24.0, 23.0)","(5.5, 7.0, 6.8933333333333335)","(26.0, 85.0, 77.22222222222223)"
15-12-2022 10:54:17.085344,"(6.0, 7.2, 6.815384615384615)","(3.7, 4.7, 4.5285714285714285)","(12.0, 22.0, 21.423076923076923)","(21.0, 40.0, 34.8)","(2.5, 2.86, 2.82)","(16.0, 24.0, 23.0)","(5.5, 7.0, 6.8933333333333335)","(26.0, 85.0, 77.22222222222223)"
15-12-2022 10:54:18.089884,"(6.0, 7.2, 6.815384615384615)","(3.7, 4.7, 4.5285714285714285)","(12.0, 22.0, 21.423076923076923)","(21.0, 40.0, 34.8)","(2.5, 2.86, 2.82)","(16.0, 24.0, 23.0)","(5.5, 7.0, 6.8933333333333335)","(26.0, 85.0, 77.22222222222223)"
15-12-2022 10:54:19.115396,"(6.0, 7.2, 6.815384615384615)","(3.7, 4.7, 4.46)","(12.0, 22.0, 21.423076923076923)","(21.0, 40.0, 34.8)","(2.5, 2.86, 2.82)","(16.0, 24.0, 23.0)","(5.5, 7.0, 6.8933333333333335)","(26.0, 85.0, 77.22222222222223)"
15-12-2022 10:54:20.140320,"(6.0, 7.2, 6.815384615384615)","(3.7, 4.7, 4.46)","(12.0, 22.0, 21.423076923076923)","(21.0, 40.0, 34.8)","(2.5, 2.86, 2.82)","(16.0, 24.0, 23.0)","(5.5, 7.0, 6.942857142857143)","(26.0, 85.0, 77.22222222222223)"
15-12-2022 10:54:21.187256,"(6.0, 7.2, 6.815384615384615)","(3.7, 4.7, 4.46)","(12.0, 22.0, 21.423076923076923)","(21.0, 40.0, 34.8)","(2.5, 2.86, 2.82)","(16.0, 24.0, 23.0)","(5.5, 7.0, 6.942857142857143)","(26.0, 85.0, 77.22222222222223)"
15-12-2022 10:54:22.311333,"(6.0, 7.2, 6.815384615384615)","(3.7, 4.7, 4.46)","(12.0, 22.0, 21.423076923076923)","(21.0, 40.0, 34.8)","(2.5, 2.86, 2.82)","(16.0, 24.0, 23.0)","(5.5, 7.0, 6.942857142857143)","(26.0, 85.0, 63.125)"
15-12-2022 10:54:23.434509,"(6.0, 7.2, 6.815384615384615)","(3.7, 4.7, 4.46)","(12.0, 22.0, 21.423076923076923)","(21.0, 40.0, 34.8)","(2.5, 2.86, 2.82)","(16.0, 24.0, 23.0)","(5.5, 7.0, 6.942857142857143)","(26.0, 85.0, 79.61538461538461)"
15-12-2022 10:54:24.549358,"(6.0, 7.2, 6.682758620689655)","(3.7, 4.7, 4.46)","(12.0, 22.0, 21.423076923076923)","(21.0, 40.0, 34.8)","(2.5, 2.86, 2.82)","(16.0, 24.0, 23.0)","(5.5, 7.0, 6.952941176470588)","(26.0, 85.0, 79.61538461538461)"
15-12-2022 10:54:25.751125,"(6.0, 7.0, 6.866666666666666)","(3.7, 4.7, 4.46)","(12.0, 22.0, 21.423076923076923)","(21.0, 40.0, 34.8)","(2.5, 2.86, 2.82)","(16.0, 24.0, 23.0)","(5.5, 7.0, 6.952941176470588)","(26.0, 85.0, 79.61538461538461)"
15-12-2022 10:54:26.878284,"(6.0, 7.0, 6.866666666666666)","(3.7, 4.7, 4.46)","(12.0, 22.0, 21.423076923076923)","(21.0, 40.0, 29.333333333333332)","(2.5, 2.86, 2.82)","(16.0, 24.0, 23.0)","(5.5, 7.0, 6.952941176470588)","(26.0, 85.0, 79.61538461538461)"
15-12-2022 10:54:28.040026,"(6.0, 7.0, 6.866666666666666)","(3.7, 4.7, 4.46)","(12.0, 22.0, 21.423076923076923)","(21.0, 40.0, 29.333333333333332)","(2.5, 2.86, 2.82)","(16.0, 24.0, 23.0)","(5.5, 7.0, 6.952941176470588)","(26.0, 85.0, 79.61538461538461)"
15-12-2022 10:54:29.101923,"(6.0, 7.0, 6.866666666666666)","(3.7, 4.7, 4.46)","(12.0, 22.0, 21.423076923076923)","(21.0, 40.0, 29.333333333333332)","(2.5, 2.86, 2.82)","(16.0, 24.0, 23.0)","(5.5, 7.0, 6.952941176470588)","(26.0, 85.0, 79.61538461538461)"
15-12-2022 10:54:30.136592,"(6.0, 7.0, 6.938461538461539)","(3.7, 4.7, 4.447368421052632)","(12.0, 22.0, 21.423076923076923)","(21.0, 40.0, 29.333333333333332)","(2.5, 2.86, 2.82)","(16.0, 24.0, 23.0)","(5.5, 7.0, 6.948387096774193)","(26.0, 85.0, 79.61538461538461)"
15-12-2022 10:54:31.142049,"(6.0, 7.0, 6.938461538461539)","(3.7, 4.7, 4.447368421052632)","(12.0, 22.0, 21.423076923076923)","(21.0, 40.0, 29.333333333333332)","(2.5, 2.86, 2.82)","(16.0, 24.0, 23.0)","(5.5, 7.0, 7.05)","(26.0, 85.0, 79.61538461538461)"
15-12-2022 10:54:32.143407,"(6.0, 7.0, 6.938461538461539)","(3.7, 4.7, 4.447368421052632)","(12.0, 22.0, 21.423076923076923)","(21.0, 40.0, 29.333333333333332)","(2.5, 2.86, 2.82)","(16.0, 24.0, 23.0)","(5.5, 7.2, 7.05)","(26.0, 85.0, 79.61538461538461)"
15-12-2022 10:54:33.161129,"(6.0, 7.0, 6.938461538461539)","(3.7, 4.7, 4.447368421052632)","(12.0, 22.0, 21.423076923076923)","(21.0, 40.0, 29.333333333333332)","(2.5, 2.86, 2.82)","(16.0, 24.0, 23.0)","(5.5, 7.2, 7.005)","(26.0, 85.0, 63.125)"
15-12-2022 10:54:34.176625,"(6.0, 7.0, 6.957894736842105)","(3.7, 4.7, 4.45)","(12.0, 22.0, 21.423076923076923)","(21.0, 40.0, 32.0)","(2.5, 2.8, 2.7860869565217388)","(16.0, 24.0, 23.0)","(5.5, 7.2, 7.137931034482759)","(26.0, 85.0, 77.22222222222223)"
15-12-2022 10:54:35.205634,"(6.0, 7.0, 6.957894736842105)","(3.7, 4.7, 4.45)","(12.0, 22.0, 21.423076923076923)","(21.0, 40.0, 32.0)","(2.5, 2.86, 2.7860869565217388)","(16.0, 24.0, 23.0)","(5.5, 7.2, 7.129411764705883)","(26.0, 85.0, 77.22222222222223)"
15-12-2022 10:54:36.261284,"(6.0, 7.0, 6.957894736842105)","(3.7, 4.7, 4.45)","(12.0, 22.0, 21.423076923076923)","(21.0, 40.0, 30.22222222222222)","(2.5, 2.86, 2.7860869565217388)","(16.0, 24.0, 23.0)","(5.5, 7.2, 7.129411764705883)","(26.0, 85.0, 77.22222222222223)"
15-12-2022 10:54:37.274268,"(6.0, 7.0, 6.957894736842105)","(3.7, 4.7, 4.45)","(12.0, 22.0, 21.423076923076923)","(21.0, 40.0, 30.22222222222222)","(2.5, 2.86, 2.792)","(16.0, 24.0, 23.0)","(5.5, 7.2, 7.133333333333334)","(26.0, 85.0, 77.22222222222223)"
15-12-2022 10:54:38.341569,"(6.0, 7.0, 6.961904761904762)","(3.7, 4.7, 4.485714285714286)","(12.0, 22.0, 21.423076923076923)","(21.0, 40.0, 32.0)","(2.5, 2.86, 2.8230434782608693)","(16.0, 24.0, 23.0)","(5.5, 7.2, 7.133333333333334)","(26.0, 85.0, 77.22222222222223)"
15-12-2022 10:54:39.450487,"(6.0, 7.0, 6.961904761904762)","(3.7, 4.7, 4.485714285714286)","(12.0, 22.0, 21.423076923076923)","(21.0, 40.0, 32.0)","(2.5, 2.86, 2.8230434782608693)","(16.0, 24.0, 23.0)","(5.5, 7.2, 7.133333333333334)","(26.0, 85.0, 77.22222222222223)"
15-12-2022 10:54:40.570290,"(6.0, 7.0, 6.97037037037037)","(3.7, 4.7, 4.485714285714286)","(12.0, 22.0, 21.423076923076923)","(21.0, 40.0, 32.0)","(2.5, 2.86, 2.8230434782608693)","(16.0, 24.0, 23.0)","(5.5, 7.2, 7.1454545454545455)","(26.0, 85.0, 77.22222222222223)"
15-12-2022 10:54:41.635361,"(6.0, 7.0, 6.97037037037037)","(3.7, 4.7, 4.485714285714286)","(12.0, 22.0, 21.423076923076923)","(21.0, 40.0, 32.0)","(2.5, 2.86, 2.8230434782608693)","(16.0, 24.0, 23.0)","(5.5, 7.2, 7.1454545454545455)","(26.0, 85.0, 77.22222222222223)"
15-12-2022 10:54:42.691203,"(6.0, 7.0, 6.97037037037037)","(3.7, 4.7, 4.485714285714286)","(12.0, 22.0, 21.423076923076923)","(21.0, 40.0, 32.0)","(2.5, 2.86, 2.792)","(16.0, 24.0, 23.0)","(5.5, 7.2, 7.1454545454545455)","(26.0, 85.0, 74.23076923076923)"
15-12-2022 10:54:43.767730,"(6.5, 7.0, 6.955555555555556)","(3.7, 4.7, 4.485714285714286)","(13.0, 22.0, 21.423076923076923)","(21.0, 40.0, 32.61538461538461)","(2.4, 2.86, 2.792)","(15.0, 24.0, 23.0)","(5.5, 7.2, 7.1454545454545455)","(26.0, 85.0, 74.23076923076923)"
15-12-2022 10:54:44.854663,"(6.5, 7.0, 6.955555555555556)","(3.7, 4.7, 4.485714285714286)","(13.0, 22.0, 21.423076923076923)","(21.0, 40.0, 32.61538461538461)","(2.4, 2.86, 2.792)","(15.0, 24.0, 23.0)","(5.5, 7.2, 7.1454545454545455)","(26.0, 85.0, 74.23076923076923)"
15-12-2022 10:54:45.955954,"(6.5, 7.0, 6.955555555555556)","(3.7, 4.7, 4.485714285714286)","(13.0, 22.0, 21.423076923076923)","(21.0, 40.0, 32.61538461538461)","(2.4, 2.86, 2.792)","(15.0, 24.0, 23.0)","(5.5, 7.2, 7.1571428571428575)","(26.0, 85.0, 74.23076923076923)"
15-12-2022 10:54:47.055025,"(6.5, 6.8, 6.791666666666666)","(3.7, 4.7, 4.533333333333333)","(13.0, 22.0, 21.423076923076923)","(21.0, 40.0, 32.61538461538461)","(2.4, 2.86, 2.792)","(15.0, 24.0, 23.0)","(5.5, 7.2, 7.1571428571428575)","(26.0, 85.0, 74.23076923076923)"
15-12-2022 10:54:48.059580,"(6.5, 6.8, 6.791666666666666)","(3.7, 4.7, 4.533333333333333)","(13.0, 22.0, 21.423076923076923)","(21.0, 40.0, 32.61538461538461)","(2.4, 2.86, 2.792)","(15.0, 24.0, 23.0)","(5.5, 7.2, 7.1571428571428575)","(26.0, 85.0, 74.23076923076923)"
15-12-2022 10:54:49.100744,"(6.5, 6.8, 6.791666666666666)","(3.7, 4.7, 4.533333333333333)","(13.0, 22.0, 21.423076923076923)","(21.0, 40.0, 32.61538461538461)","(2.4, 2.86, 2.792)","(15.0, 24.0, 23.0)","(5.5, 7.2, 7.1571428571428575)","(26.0, 85.0, 74.23076923076923)"
15-12-2022 10:54:50.191435,"(6.5, 6.8, 6.791666666666666)","(3.7, 4.7, 4.533333333333333)","(13.0, 22.0, 21.423076923076923)","(21.0, 40.0, 32.61538461538461)","(2.4, 2.86, 2.792)","(15.0, 24.0, 23.0)","(5.5, 7.2, 7.1571428571428575)","(26.0, 85.0, 74.23076923076923)"
15-12-2022 10:54:51.307513,"(6.5, 6.8, 6.791666666666666)","(3.7, 4.7, 4.533333333333333)","(13.0, 22.0, 21.423076923076923)","(21.0, 40.0, 32.61538461538461)","(2.4, 2.86, 2.792)","(15.0, 24.0, 23.0)","(5.5, 7.2, 7.1571428571428575)","(26.0, 85.0, 74.23076923076923)"
15-12-2022 10:54:52.311880,"(6.5, 6.8, 6.791666666666666)","(3.7, 4.7, 4.533333333333333)","(13.0, 22.0, 21.423076923076923)","(21.0, 40.0, 32.61538461538461)","(2.4, 2.86, 2.8074285714285714)","(15.0, 24.0, 23.0)","(5.5, 7.2, 7.1571428571428575)","(26.0, 85.0, 58.75)"
15-12-2022 10:54:53.488360,"(6.5, 6.8, 6.791666666666666)","(3.7, 4.7, 4.533333333333333)","(13.0, 22.0, 21.423076923076923)","(21.0, 40.0, 32.61538461538461)","(2.4, 2.86, 2.8074285714285714)","(15.0, 24.0, 23.0)","(5.5, 7.2, 7.1571428571428575)","(26.0, 85.0, 78.33333333333333)"
15-12-2022 10:54:54.532522,"(6.5, 6.8, 6.7846153846153845)","(3.7, 4.7, 4.533333333333333)","(13.0, 22.0, 21.423076923076923)","(21.0, 40.0, 32.61538461538461)","(2.4, 2.86, 2.8074285714285714)","(15.0, 24.0, 23.0)","(5.5, 7.2, 7.1571428571428575)","(26.0, 85.0, 78.33333333333333)"
15-12-2022 10:54:55.616641,"(6.5, 6.8, 6.7846153846153845)","(3.7, 4.7, 4.533333333333333)","(13.0, 22.0, 21.423076923076923)","(21.0, 40.0, 32.61538461538461)","(2.4, 2.86, 2.8074285714285714)","(15.0, 24.0, 23.0)","(5.5, 7.2, 7.1571428571428575)","(26.0, 85.0, 78.33333333333333)"
