,Angelique,Bedaub,Excel Dor,Mishani Royale,Miss Joelene,Mixed Spice,Shes A Rogue,Tracys Spirit,Trifling
07-01-2023 13:11:44.272538,"(21.0, 34.0, 32.16216216216216)","(11.0, 13.5, 13.405448717948717)","(2.6, 2.9, 2.885590361445783)","(17.0, 21.0, 20.317460317460316)","(16.0, 19.5, 19.353571428571428)","(101.0, 150.0, 147.77777777777777)","(3.6, 4.0, 3.9702531645569623)","(5.5, 6.6, 6.4849557522123895)","(31.0, 32.0, 31.577464788732396)"
07-01-2023 13:11:45.395384,"(21.0, 34.0, 32.16216216216216)","(11.0, 13.5, 13.396491228070175)","(2.6, 2.9, 2.891409395973154)","(17.0, 21.0, 20.46875)","(16.0, 19.5, 19.353571428571428)","(101.0, 150.0, 140.0)","(3.6, 4.0, 3.975506072874494)","(5.5, 6.6, 6.432388663967612)","(31.0, 32.0, 31.555555555555557)"
07-01-2023 13:11:46.570642,"(21.0, 34.0, 32.16216216216216)","(11.0, 13.5, 13.396491228070175)","(2.6, 2.9, 2.8944169611307418)","(17.0, 21.0, 20.445544554455445)","(16.0, 19.0, 18.63235294117647)","(101.0, 150.0, 140.0)","(3.6, 4.0, 3.9769972451790636)","(5.5, 6.6, 6.435714285714286)","(31.0, 32.0, 31.28735632183908)"
07-01-2023 13:11:47.702344,"(21.0, 34.0, 32.18666666666667)","(11.0, 13.5, 13.424812030075188)","(2.6, 2.92, 2.9065895953757224)","(17.0, 21.0, 20.445544554455445)","(16.0, 19.0, 18.63235294117647)","(101.0, 150.0, 140.0)","(3.6, 4.0, 3.9668154761904764)","(5.5, 6.6, 6.456891495601173)","(31.0, 32.0, 31.056603773584907)"
07-01-2023 13:11:48.865888,"(21.0, 32.0, 31.433333333333334)","(11.0, 13.5, 13.383050847457627)","(2.6, 2.92, 2.9073493975903615)","(17.0, 21.0, 20.584745762711865)","(16.0, 19.0, 18.58823529411765)","(101.0, 150.0, 140.0)","(3.6, 4.0, 3.9672058823529412)","(5.5, 6.6, 6.491517857142857)","(31.0, 32.0, 31.056603773584907)"
07-01-2023 13:11:49.968778,"(21.0, 32.0, 31.433333333333334)","(11.0, 13.5, 13.280397022332506)","(2.6, 2.92, 2.911101694915254)","(17.0, 21.0, 20.584745762711865)","(16.0, 19.0, 18.58823529411765)","(101.0, 150.0, 138.0)","(3.6, 4.0, 3.9662121212121213)","(5.5, 6.6, 6.491803278688525)","(26.0, 32.0, 31.056603773584907)"
07-01-2023 13:11:51.055017,"(21.0, 32.0, 31.766666666666666)","(11.0, 13.5, 13.285714285714286)","(2.6, 2.92, 2.9120481927710844)","(17.0, 21.0, 20.584745762711865)","(16.0, 19.0, 18.571428571428573)","(101.0, 150.0, 138.0)","(3.6, 4.0, 3.965923566878981)","(5.5, 6.6, 6.495652173913044)","(26.0, 32.0, 31.12)"
07-01-2023 13:11:52.141749,"(21.0, 36.0, 32.52173913043478)","(11.0, 13.5, 13.285714285714286)","(2.6, 2.92, 2.914705882352941)","(17.0, 21.0, 20.570247933884296)","(16.0, 19.0, 18.65)","(101.0, 150.0, 139.0909090909091)","(3.6, 4.0, 3.990239726027397)","(5.5, 6.6, 6.45615141955836)","(26.0, 32.0, 31.11111111111111)"
07-01-2023 13:11:53.180035,"(21.0, 34.0, 32.549019607843135)","(11.0, 13.5, 13.267100977198696)","(2.6, 2.92, 2.916618705035971)","(17.0, 21.0, 20.664634146341463)","(16.0, 19.0, 18.70138888888889)","(101.0, 150.0, 139.0909090909091)","(3.6, 4.0, 3.9826027397260275)","(5.5, 6.6, 6.4601226993865035)","(26.0, 32.0, 31.153846153846153)"
07-01-2023 13:11:54.258841,"(21.0, 34.0, 32.549019607843135)","(11.0, 13.5, 13.274247491638796)","(2.6, 2.9, 2.886546329723225)","(17.0, 21.0, 20.664634146341463)","(16.0, 19.0, 18.70138888888889)","(101.0, 150.0, 139.0909090909091)","(3.6, 4.0, 3.996188340807175)","(5.5, 6.6, 6.39873417721519)","(26.0, 32.0, 31.153846153846153)"
07-01-2023 13:11:55.367382,"(21.0, 34.0, 32.50909090909091)","(11.0, 13.5, 13.274247491638796)","(2.6, 2.9, 2.8767875647668393)","(17.0, 21.0, 20.763819095477388)","(16.0, 19.0, 18.70138888888889)","(101.0, 150.0, 139.0909090909091)","(3.6, 4.0, 3.996268656716418)","(5.5, 6.4, 6.463157894736842)","(26.0, 32.0, 31.153846153846153)"
07-01-2023 13:11:56.469714,"(21.0, 34.0, 32.610169491525426)","(11.0, 13.5, 13.284722222222221)","(2.6, 2.9, 2.8817536534446764)","(17.0, 21.0, 20.752475247524753)","(16.0, 19.0, 18.66923076923077)","(101.0, 150.0, 139.0909090909091)","(3.6, 4.0, 4.006375838926174)","(5.5, 6.6, 6.397835497835498)","(26.0, 32.0, 31.27659574468085)"
07-01-2023 13:11:57.588120,"(21.0, 34.0, 32.50909090909091)","(11.0, 13.5, 13.284722222222221)","(2.6, 2.9, 2.8828378378378376)","(17.0, 21.0, 20.734299516908212)","(16.0, 19.0, 18.875)","(101.0, 150.0, 139.0909090909091)","(3.6, 4.1, 4.011615628299895)","(5.5, 6.4, 6.379035639412998)","(26.0, 32.0, 31.244897959183675)"
07-01-2023 13:11:58.726974,"(21.0, 34.0, 32.36666666666667)","(11.0, 13.5, 13.265232974910393)","(2.6, 2.9, 2.886086956521739)","(17.0, 21.0, 20.734299516908212)","(16.0, 19.0, 18.875)","(101.0, 150.0, 139.0909090909091)","(3.6, 4.1, 3.9960732984293195)","(5.5, 6.4, 6.440963855421687)","(26.0, 32.0, 32.04705882352941)"
07-01-2023 13:11:59.828767,"(21.0, 34.0, 32.47933884297521)","(11.0, 13.5, 13.265232974910393)","(2.6, 2.9, 2.868814055636896)","(17.0, 21.0, 20.75225225225225)","(16.0, 19.0, 18.869565217391305)","(101.0, 150.0, 139.0909090909091)","(3.6, 4.0, 4.008709677419355)","(5.5, 6.6, 6.428373702422146)","(26.0, 34.0, 32.04494382022472)"
07-01-2023 13:12:00.940999,"(21.0, 34.0, 32.47933884297521)","(11.0, 13.5, 13.20905172413793)","(2.6, 2.88, 2.868814055636896)","(17.0, 21.0, 20.75225225225225)","(16.0, 19.0, 18.826923076923077)","(101.0, 150.0, 139.0909090909091)","(3.6, 4.1, 4.017471042471042)","(5.5, 6.6, 6.426262626262626)","(26.0, 34.0, 32.78048780487805)"
07-01-2023 13:12:02.031807,"(21.0, 32.0, 31.165354330708663)","(11.0, 13.5, 13.188235294117646)","(2.6, 2.86, 2.8581544256120526)","(17.0, 21.0, 20.892307692307693)","(16.0, 19.0, 18.967105263157894)","(101.0, 150.0, 139.0909090909091)","(3.6, 4.1, 4.032357594936709)","(5.5, 6.6, 6.426989619377163)","(26.0, 34.0, 32.78048780487805)"
07-01-2023 13:12:03.132754,"(21.0, 32.0, 31.147286821705425)","(11.0, 13.5, 13.183266932270916)","(2.6, 2.86, 2.8556239870340354)","(17.0, 21.0, 20.892307692307693)","(16.0, 19.0, 18.6722972972973)","(101.0, 150.0, 139.0909090909091)","(3.6, 4.1, 4.017118093174431)","(5.5, 6.6, 6.427857142857143)","(26.0, 34.0, 33.107438016528924)"
07-01-2023 13:12:04.279726,"(21.0, 32.0, 31.243697478991596)","(11.0, 13.5, 13.125)","(2.6, 2.88, 2.8615068493150684)","(17.0, 21.0, 20.933333333333334)","(16.0, 19.0, 18.533333333333335)","(101.0, 150.0, 139.0909090909091)","(3.6, 4.1, 4.004524886877828)","(5.5, 6.6, 6.438000000000001)","(26.0, 34.0, 33.072)"
07-01-2023 13:12:05.395566,"(21.0, 32.0, 31.243697478991596)","(11.0, 13.5, 13.113425925925926)","(2.6, 2.88, 2.8696969696969696)","(17.0, 21.0, 20.89142857142857)","(16.0, 19.0, 18.672240802675585)","(101.0, 150.0, 141.42857142857142)","(3.6, 4.1, 4.002130177514793)","(5.5, 6.6, 6.432542372881356)","(26.0, 34.0, 32.75)"
07-01-2023 13:12:06.529943,"(21.0, 32.0, 31.203883495145632)","(11.0, 13.5, 13.071748878923767)","(2.6, 2.88, 2.8696969696969696)","(17.0, 21.0, 20.88953488372093)","(16.0, 19.0, 18.65686274509804)","(101.0, 150.0, 141.42857142857142)","(3.6, 4.1, 3.991029900332226)","(5.5, 6.6, 6.432542372881356)","(26.0, 34.0, 32.75)"
07-01-2023 13:12:07.678316,"(21.0, 32.0, 31.118279569892472)","(11.0, 13.5, 13.046318289786223)","(2.6, 2.88, 2.87015873015873)","(17.0, 21.0, 20.9)","(16.0, 19.0, 18.916666666666668)","(101.0, 150.0, 141.42857142857142)","(3.6, 4.0, 3.9887608069164266)","(5.5, 6.6, 6.465405405405405)","(26.0, 34.0, 32.75)"
07-01-2023 13:12:08.857998,"(21.0, 32.0, 31.12087912087912)","(11.0, 13.0, 12.845454545454546)","(2.6, 2.9, 2.914035087719298)","(17.0, 21.0, 20.894736842105264)","(16.0, 19.0, 18.705882352941178)","(101.0, 150.0, 141.42857142857142)","(3.6, 4.1, 4.003660565723794)","(5.5, 6.6, 6.462765957446808)","(31.0, 34.0, 32.76056338028169)"
07-01-2023 13:12:09.975460,"(21.0, 32.0, 31.12087912087912)","(11.0, 13.0, 12.723255813953488)","(2.6, 2.92, 2.9044347826086954)","(17.0, 21.0, 20.73542600896861)","(16.0, 19.0, 18.74590163934426)","(101.0, 150.0, 136.95652173913044)","(3.6, 4.1, 3.937442713107241)","(5.5, 6.6, 6.458977719528178)","(31.0, 34.0, 33.486486486486484)"
07-01-2023 13:12:11.042627,"(21.0, 32.0, 30.62595419847328)","(11.0, 13.0, 12.716145833333334)","(2.6, 2.94, 2.922217391304348)","(17.0, 21.0, 20.73542600896861)","(16.0, 19.5, 18.74590163934426)","(101.0, 150.0, 136.95652173913044)","(3.6, 3.95, 3.9377019748653503)","(5.5, 6.6, 6.458977719528178)","(31.0, 34.0, 33.486486486486484)"
07-01-2023 13:12:12.146055,"(21.0, 32.0, 30.54014598540146)","(11.0, 13.0, 12.697478991596638)","(2.6, 2.94, 2.9270397111913358)","(17.0, 21.0, 20.77777777777778)","(16.0, 19.0, 18.889830508474578)","(101.0, 150.0, 136.66666666666666)","(3.6, 3.95, 3.9434682612695493)","(5.5, 6.6, 6.396101364522417)","(31.0, 34.0, 33.48299319727891)"
07-01-2023 13:12:13.247324,"(21.0, 30.0, 29.928571428571427)","(11.0, 13.0, 12.686)","(2.6, 2.94, 2.924502512562814)","(17.0, 21.0, 20.788793103448278)","(16.0, 19.0, 18.84)","(101.0, 150.0, 136.66666666666666)","(3.6, 3.95, 3.9844529750479847)","(5.5, 6.4, 6.416161616161617)","(31.0, 34.0, 33.406451612903226)"
07-01-2023 13:12:14.384540,"(21.0, 32.0, 30.23134328358209)","(11.0, 13.0, 12.698275862068966)","(2.6, 2.94, 2.9173529411764707)","(17.0, 21.0, 20.91044776119403)","(16.0, 19.0, 18.902439024390244)","(101.0, 150.0, 136.66666666666666)","(3.6, 4.0, 3.9706713780918728)","(5.5, 6.6, 6.380229885057472)","(31.0, 34.0, 33.406451612903226)"
07-01-2023 13:12:15.560261,"(21.0, 32.0, 30.195652173913043)","(11.0, 13.0, 12.698275862068966)","(2.6, 2.92, 2.9228636884306987)","(17.0, 21.0, 20.911330049261085)","(16.0, 19.0, 19.024193548387096)","(101.0, 150.0, 138.88888888888889)","(3.6, 4.0, 3.9593548387096775)","(5.5, 6.4, 6.389873417721519)","(31.0, 34.0, 33.29761904761905)"
07-01-2023 13:12:16.678084,"(21.0, 30.0, 29.930555555555557)","(11.0, 13.0, 12.670418006430868)","(2.6, 2.94, 2.9228636884306987)","(17.0, 21.0, 19.876033057851238)","(16.0, 19.5, 18.956521739130434)","(101.0, 150.0, 141.0)","(3.6, 4.0, 3.9591160220994475)","(5.5, 6.4, 6.393347193347194)","(31.0, 34.0, 33.32183908045977)"
07-01-2023 13:12:17.768758,"(21.0, 30.0, 29.934210526315788)","(11.0, 13.0, 12.67607973421927)","(2.6, 2.94, 2.9255109961190167)","(17.0, 20.0, 19.785714285714285)","(16.0, 19.0, 18.93548387096774)","(101.0, 150.0, 140.0)","(3.6, 4.0, 3.9603773584905664)","(5.5, 6.4, 6.393133047210301)","(31.0, 34.0, 33.32183908045977)"
07-01-2023 13:12:18.801903,"(21.0, 30.0, 29.92753623188406)","(11.0, 13.0, 12.557777777777778)","(2.6, 2.94, 2.9253976531942634)","(17.0, 20.0, 19.785714285714285)","(16.0, 19.0, 18.93548387096774)","(101.0, 150.0, 140.0)","(3.6, 4.0, 3.9603773584905664)","(5.5, 6.4, 6.393133047210301)","(31.0, 34.0, 33.32183908045977)"
07-01-2023 13:12:19.920004,"(21.0, 30.0, 29.91860465116279)","(11.0, 13.0, 12.55691056910569)","(2.6, 2.94, 2.928201603665521)","(17.0, 20.0, 19.778656126482215)","(16.0, 19.0, 18.790697674418606)","(101.0, 150.0, 141.53846153846155)","(3.6, 4.0, 3.974693520140105)","(5.5, 6.4, 6.39877300613497)","(31.0, 36.0, 36.12903225806452)"
07-01-2023 13:12:20.942091,"(21.0, 30.0, 29.927083333333332)","(11.0, 12.5, 12.492447129909365)","(2.6, 2.94, 2.9276659528907922)","(17.0, 20.0, 19.789752650176677)","(16.0, 19.0, 18.54054054054054)","(101.0, 150.0, 141.53846153846155)","(3.6, 4.0, 3.974693520140105)","(5.5, 6.4, 6.39877300613497)","(31.0, 38.0, 36.12903225806452)"
07-01-2023 13:12:22.013036,"(21.0, 32.0, 30.141176470588235)","(11.0, 12.5, 12.4151376146789)","(2.6, 2.94, 2.9244767441860464)","(17.0, 20.0, 19.81923076923077)","(16.0, 19.0, 18.693181818181817)","(101.0, 150.0, 141.53846153846155)","(3.6, 4.0, 3.960294117647059)","(5.5, 6.6, 6.439716312056738)","(31.0, 38.0, 37.4)"
07-01-2023 13:12:23.102192,"(21.0, 32.0, 30.614035087719298)","(11.0, 12.5, 12.405345211581292)","(2.6, 2.94, 2.9251505016722406)","(17.0, 20.0, 19.985943775100402)","(16.0, 19.0, 18.693181818181817)","(101.0, 150.0, 141.53846153846155)","(3.6, 4.0, 3.998473282442748)","(5.5, 6.6, 6.472934472934472)","(31.0, 38.0, 36.20289855072464)"
07-01-2023 13:12:24.200479,"(21.0, 32.0, 30.69325153374233)","(11.0, 12.5, 12.394793926247289)","(2.6, 2.94, 2.928319327731092)","(17.0, 20.0, 19.982412060301506)","(16.0, 18.5, 18.43233082706767)","(101.0, 150.0, 141.53846153846155)","(3.6, 4.0, 4.002122641509434)","(5.5, 6.6, 6.470857142857143)","(31.0, 38.0, 36.149253731343286)"
07-01-2023 13:12:25.317414,"(21.0, 32.0, 30.69325153374233)","(11.0, 12.5, 12.394793926247289)","(2.6, 2.96, 2.941259150805271)","(17.0, 20.0, 19.982412060301506)","(16.0, 18.5, 18.785714285714285)","(101.0, 150.0, 140.0)","(3.6, 4.1, 4.011869747899159)","(5.5, 6.6, 6.234736842105264)","(31.0, 38.0, 36.19178082191781)"
07-01-2023 13:12:26.482614,"(21.0, 32.0, 30.26829268292683)","(11.0, 12.5, 12.314775160599572)","(2.6, 2.96, 2.9465108514190317)","(17.0, 20.0, 19.794871794871796)","(16.0, 19.0, 18.808943089430894)","(101.0, 150.0, 142.90322580645162)","(3.6, 4.1, 4.0071902654867255)","(5.5, 6.4, 6.187619047619048)","(31.0, 38.0, 36.99186991869919)"
07-01-2023 13:12:27.662094,"(21.0, 32.0, 30.367816091954023)","(11.0, 12.5, 12.321663019693654)","(2.6, 2.96, 2.9426976744186044)","(17.0, 20.0, 19.860869565217392)","(16.0, 19.0, 18.78240740740741)","(101.0, 150.0, 142.90322580645162)","(3.6, 4.1, 3.9960629921259843)","(5.5, 6.2, 6.186288416075651)","(31.0, 38.0, 36.94915254237288)"
07-01-2023 13:12:28.934978,"(21.0, 32.0, 30.772727272727273)","(11.0, 12.5, 12.297921478060045)","(2.6, 2.96, 2.958787878787879)","(17.0, 20.0, 19.490384615384617)","(16.0, 19.0, 18.758474576271187)","(101.0, 150.0, 143.52941176470588)","(3.6, 4.1, 4.019489795918367)","(5.5, 6.2, 6.180720092915215)","(31.0, 38.0, 37.04838709677419)"
07-01-2023 13:12:30.131855,"(21.0, 32.0, 30.772727272727273)","(11.0, 12.5, 12.293181818181818)","(2.6, 2.96, 2.958095238095238)","(17.0, 19.5, 19.62962962962963)","(16.0, 19.0, 18.758474576271187)","(101.0, 150.0, 143.52941176470588)","(3.6, 4.1, 4.017208814270724)","(5.5, 6.2, 6.148560079443893)","(31.0, 38.0, 37.04838709677419)"
07-01-2023 13:12:31.266855,"(21.0, 32.0, 30.781954887218046)","(11.0, 12.5, 12.29642058165548)","(2.6, 2.96, 2.958095238095238)","(17.0, 20.0, 19.647058823529413)","(16.0, 19.0, 18.758474576271187)","(101.0, 150.0, 140.83333333333334)","(3.6, 4.1, 4.016118769883351)","(5.5, 6.2, 6.141591137965761)","(31.0, 38.0, 36.90277777777778)"
07-01-2023 13:12:32.444187,"(21.0, 32.0, 30.791044776119403)","(11.0, 12.5, 12.254137115839244)","(2.6, 2.98, 2.953492822966507)","(17.0, 20.0, 19.6453488372093)","(16.0, 19.0, 18.870967741935484)","(101.0, 150.0, 140.83333333333334)","(3.6, 4.1, 4.016384778012685)","(5.5, 6.2, 6.1455486542443065)","(31.0, 38.0, 36.90277777777778)"
07-01-2023 13:12:33.569538,"(21.0, 32.0, 30.791044776119403)","(10.0, 12.5, 12.254137115839244)","(2.6, 2.96, 2.953492822966507)","(17.0, 20.0, 19.623456790123456)","(16.0, 19.0, 18.78488372093023)","(101.0, 150.0, 140.83333333333334)","(3.6, 4.1, 4.014578833693305)","(5.5, 6.2, 6.1543429844098)","(31.0, 38.0, 36.90277777777778)"
07-01-2023 13:12:34.670938,"(21.0, 32.0, 30.791044776119403)","(10.0, 12.5, 12.23068669527897)","(2.6, 2.96, 2.955754189944134)","(17.0, 20.0, 19.818681318681318)","(16.0, 19.0, 18.732954545454547)","(101.0, 150.0, 140.83333333333334)","(3.6, 4.1, 4.019135802469136)","(5.5, 6.2, 6.196604938271605)","(31.0, 38.0, 36.11363636363637)"
07-01-2023 13:12:35.797655,"(21.0, 32.0, 30.791044776119403)","(10.0, 12.5, 12.209245742092458)","(2.6, 2.94, 2.9368067226890755)","(17.0, 20.0, 19.630434782608695)","(16.0, 19.0, 18.6)","(101.0, 150.0, 140.83333333333334)","(3.6, 4.1, 4.022571148184494)","(5.5, 6.2, 6.177528089887641)","(31.0, 38.0, 36.11363636363637)"
07-01-2023 13:12:36.873238,"(21.0, 32.0, 30.424778761061948)","(10.0, 12.0, 11.829741379310345)","(2.6, 2.96, 2.9475601374570446)","(17.0, 20.0, 19.630434782608695)","(16.0, 19.0, 18.714285714285715)","(101.0, 150.0, 143.75)","(3.6, 4.1, 4.0280809859154925)","(5.5, 6.2, 6.175379939209726)","(31.0, 38.0, 36.30612244897959)"
07-01-2023 13:12:37.985981,"(21.0, 32.0, 30.641221374045802)","(10.0, 12.0, 11.897619047619047)","(2.6, 2.96, 2.940746887966805)","(17.0, 20.0, 19.71484375)","(16.0, 19.0, 18.68)","(101.0, 150.0, 145.0)","(3.6, 4.1, 4.031825938566553)","(5.5, 6.2, 6.174213836477987)","(31.0, 38.0, 36.38834951456311)"
07-01-2023 13:12:39.075844,"(21.0, 32.0, 30.609375)","(10.0, 12.0, 11.935323383084578)","(2.6, 2.94, 2.9326095238095236)","(17.0, 20.0, 19.70408163265306)","(16.0, 19.0, 18.754601226993866)","(101.0, 150.0, 146.66666666666666)","(3.6, 4.1, 4.036363636363636)","(5.5, 6.2, 6.035040431266847)","(31.0, 38.0, 36.63934426229508)"
07-01-2023 13:12:40.156354,"(21.0, 32.0, 30.80503144654088)","(10.0, 12.5, 12.124137931034483)","(2.6, 2.96, 2.9595577395577397)","(17.0, 20.0, 19.85121107266436)","(16.0, 19.0, 18.88980263157895)","(101.0, 150.0, 148.9189189189189)","(3.6, 4.1, 4.063981528989225)","(5.5, 6.2, 6.116303219106958)","(31.0, 38.0, 37.0059880239521)"
07-01-2023 13:12:41.272775,"(21.0, 32.0, 31.266129032258064)","(10.0, 12.5, 12.216904276985744)","(2.6, 2.96, 2.9605242801890848)","(17.0, 20.0, 19.8109756097561)","(16.0, 19.0, 18.8915857605178)","(101.0, 150.0, 148.9189189189189)","(3.6, 4.1, 4.07627027027027)","(5.5, 6.2, 6.125282167042889)","(31.0, 38.0, 37.0059880239521)"
07-01-2023 13:12:42.390372,"(21.0, 32.0, 31.266129032258064)","(10.0, 12.5, 12.236141906873614)","(2.6, 2.98, 2.9605159071367155)","(17.0, 20.0, 19.801724137931036)","(16.0, 19.0, 18.8915857605178)","(101.0, 150.0, 148.46153846153845)","(3.6, 4.1, 4.089528432732316)","(5.5, 6.2, 6.168155339805826)","(31.0, 38.0, 37.0059880239521)"
07-01-2023 13:12:43.554191,"(21.0, 32.0, 31.235294117647058)","(10.0, 12.0, 11.937716262975778)","(2.6, 2.98, 2.9357919621749407)","(17.0, 20.0, 19.808943089430894)","(16.0, 19.0, 18.850515463917525)","(101.0, 150.0, 148.97435897435898)","(3.6, 4.1, 4.136752136752136)","(5.5, 6.2, 6.176642335766424)","(31.0, 38.0, 37.040462427745666)"
07-01-2023 13:12:44.703067,"(21.0, 32.0, 31.260162601626018)","(10.0, 12.0, 11.937716262975778)","(2.6, 2.94, 2.9357919621749407)","(17.0, 20.0, 19.867149758454108)","(16.0, 19.0, 18.85548172757475)","(101.0, 150.0, 148.08510638297872)","(3.6, 4.2, 4.13781512605042)","(5.5, 6.2, 6.1748317631224765)","(31.0, 38.0, 36.833333333333336)"
07-01-2023 13:12:45.899985,"(21.0, 32.0, 31.260162601626018)","(10.0, 12.0, 11.8567335243553)","(2.6, 2.94, 2.938282208588957)","(17.0, 19.5, 19.327731092436974)","(16.0, 19.0, 18.85548172757475)","(101.0, 150.0, 147.75510204081633)","(3.6, 4.2, 4.132265446224256)","(5.5, 6.2, 6.17474679270763)","(31.0, 38.0, 36.833333333333336)"
07-01-2023 13:12:47.063278,"(21.0, 32.0, 31.24)","(10.0, 12.0, 11.8567335243553)","(2.6, 2.94, 2.938282208588957)","(17.0, 19.5, 19.327731092436974)","(16.0, 19.0, 18.85548172757475)","(101.0, 150.0, 147.75510204081633)","(3.6, 4.2, 4.137638376383764)","(5.5, 6.2, 6.175777202072539)","(31.0, 38.0, 36.637837837837836)"
07-01-2023 13:12:48.228036,"(21.0, 32.0, 31.262745098039215)","(10.0, 12.0, 11.964912280701755)","(2.6, 2.94, 2.9362886597938145)","(17.0, 20.0, 19.56111111111111)","(16.0, 19.0, 18.822448979591837)","(101.0, 150.0, 147.3170731707317)","(3.6, 4.2, 4.133333333333333)","(5.5, 6.2, 6.194281414597442)","(31.0, 38.0, 36.63681592039801)"
07-01-2023 13:12:49.345539,"(21.0, 30.0, 29.63013698630137)","(10.0, 12.0, 11.936170212765957)","(2.6, 2.96, 2.9303642039542144)","(17.0, 19.5, 19.399193548387096)","(16.0, 19.0, 18.81086956521739)","(101.0, 150.0, 147.6315789473684)","(3.6, 4.2, 4.133333333333333)","(5.5, 6.2, 6.194281414597442)","(31.0, 38.0, 36.63681592039801)"
07-01-2023 13:12:50.495121,"(21.0, 30.0, 29.943396226415093)","(10.0, 12.0, 11.830708661417322)","(2.6, 2.96, 2.9331830985915492)","(17.0, 20.0, 19.823529411764707)","(16.0, 18.5, 18.390625)","(101.0, 160.0, 156.31578947368422)","(3.6, 4.2, 4.13739837398374)","(5.5, 6.2, 6.192313489073097)","(31.0, 38.0, 36.609137055837564)"
07-01-2023 13:12:51.658846,"(21.0, 32.0, 30.64814814814815)","(10.0, 12.0, 11.757328990228013)","(2.6, 2.96, 2.9426536312849163)","(17.0, 20.0, 19.9010989010989)","(16.0, 18.5, 18.318791946308725)","(101.0, 160.0, 156.0)","(3.6, 4.2, 4.13739837398374)","(5.5, 6.2, 6.196581196581197)","(31.0, 38.0, 36.40860215053763)"
07-01-2023 13:12:52.792085,"(21.0, 32.0, 30.614173228346456)","(10.0, 12.0, 11.693486590038313)","(2.6, 2.94, 2.92719806763285)","(17.0, 21.0, 20.255555555555556)","(16.0, 18.0, 18.10112359550562)","(101.0, 160.0, 156.42857142857144)","(3.7, 4.2, 4.094639666468136)","(5.5, 6.2, 6.19663351185922)","(31.0, 38.0, 36.21857923497268)"
07-01-2023 13:12:53.859719,"(21.0, 32.0, 30.666666666666668)","(10.0, 12.0, 11.788461538461538)","(2.6, 2.96, 2.943599033816425)","(17.0, 21.0, 20.255555555555556)","(16.0, 18.5, 18.197580645161292)","(101.0, 160.0, 150.6122448979592)","(3.7, 4.1, 4.078214665249734)","(5.5, 6.2, 6.249270072992701)","(31.0, 38.0, 36.19607843137255)"
07-01-2023 13:12:54.929950,"(21.0, 32.0, 31.661016949152543)","(10.0, 12.0, 11.790969899665551)","(2.6, 2.96, 2.946441223832528)","(17.0, 21.0, 20.268115942028984)","(16.0, 18.5, 18.041176470588237)","(101.0, 160.0, 150.6122448979592)","(3.7, 4.1, 4.078967186659494)","(5.5, 6.4, 6.252650176678445)","(31.0, 38.0, 36.19138755980861)"
07-01-2023 13:12:56.141101,"(21.0, 32.0, 31.682539682539684)","(10.0, 12.0, 11.849122807017544)","(2.6, 2.96, 2.945)","(17.0, 21.0, 20.328767123287673)","(16.0, 18.5, 17.758928571428573)","(101.0, 160.0, 150.8)","(3.7, 4.1, 4.073695054945055)","(5.5, 6.4, 6.260402684563759)","(31.0, 38.0, 36.193236714975846)"
07-01-2023 13:12:57.728128,"(21.0, 32.0, 31.816091954022987)","(10.0, 12.0, 11.826530612244898)","(2.6, 2.96, 2.949094017094017)","(17.0, 21.0, 20.396946564885496)","(16.0, 18.0, 17.771186440677965)","(101.0, 160.0, 151.15384615384616)","(3.7, 4.1, 4.0743515850144085)","(5.5, 6.4, 6.2672985781990525)","(31.0, 38.0, 36.235849056603776)"
07-01-2023 13:12:59.080000,"(21.0, 32.0, 31.816091954022987)","(10.0, 12.0, 11.840225563909774)","(2.6, 2.96, 2.9482261208577)","(17.0, 21.0, 20.307692307692307)","(16.0, 18.0, 17.75506072874494)","(101.0, 160.0, 151.15384615384616)","(3.6, 4.1, 4.071966527196652)","(5.0, 6.4, 6.2556701030927835)","(31.0, 38.0, 36.235849056603776)"
07-01-2023 13:13:00.260047,"(21.0, 32.0, 31.816091954022987)","(10.0, 12.0, 11.840225563909774)","(2.6, 2.96, 2.946279761904762)","(17.0, 21.0, 20.38364779874214)","(16.0, 18.0, 17.769961977186313)","(101.0, 160.0, 150.98039215686273)","(3.6, 4.1, 4.074755927475593)","(5.0, 6.4, 6.196958174904943)","(31.0, 38.0, 36.31531531531532)"
07-01-2023 13:13:01.471149,"(21.0, 34.0, 33.02439024390244)","(10.0, 12.0, 11.837786259541986)","(2.6, 2.98, 2.9627286585365855)","(17.0, 21.0, 20.38364779874214)","(15.0, 18.0, 17.768939393939394)","(101.0, 160.0, 150.41666666666666)","(3.6, 4.1, 4.068195266272189)","(5.0, 6.2, 6.205665722379604)","(31.0, 38.0, 36.31531531531532)"
07-01-2023 13:13:02.714736,"(21.0, 34.0, 32.93333333333333)","(10.0, 12.0, 11.79757785467128)","(2.6, 2.98, 2.961684210526316)","(17.0, 21.0, 20.38364779874214)","(15.0, 18.0, 17.71889400921659)","(101.0, 160.0, 149.0909090909091)","(3.6, 4.1, 4.0689320388349515)","(5.0, 6.4, 6.25369978858351)","(31.0, 38.0, 36.29661016949152)"
