,Flyin Disco,Telkem Jay,Miss Willoughby,Bonnie Pauline,No Noney,Morissette,Spinner Of Yarns,Alexandra Thegreat,Your Grace
11-01-2023 16:41:50.904577,"(3.9, 4.9, 4.828301886792453)","(1.65, 1.94, 1.9304854368932038)","(10.0, 19.0, 18.0)","(61.0, 90.0, 83.57142857142857)","(61.0, 150.0, 122.5)","(7.0, 8.2, 8.067532467532468)","(26.0, 38.0, 36.285714285714285)","(21.0, 40.0, 36.57142857142857)","(21.0, 44.0, 43.333333333333336)"
11-01-2023 16:41:51.884154,"(3.9, 4.9, 4.828301886792453)","(1.65, 1.94, 1.9304854368932038)","(10.0, 19.5, 17.080645161290324)","(61.0, 90.0, 82.5)","(61.0, 150.0, 113.33333333333333)","(7.0, 8.2, 8.067532467532468)","(26.0, 38.0, 36.285714285714285)","(21.0, 40.0, 36.57142857142857)","(21.0, 44.0, 43.333333333333336)"
11-01-2023 16:41:52.873766,"(3.9, 4.9, 4.859239130434783)","(1.65, 1.94, 1.9304854368932038)","(10.0, 19.5, 17.080645161290324)","(61.0, 90.0, 82.5)","(61.0, 150.0, 113.33333333333333)","(7.0, 8.2, 8.067532467532468)","(26.0, 38.0, 36.285714285714285)","(21.0, 40.0, 36.57142857142857)","(21.0, 44.0, 45.333333333333336)"
11-01-2023 16:41:53.877955,"(3.9, 4.9, 4.792050209205021)","(1.65, 1.94, 1.9304854368932038)","(10.0, 19.5, 17.080645161290324)","(61.0, 90.0, 82.5)","(61.0, 150.0, 113.33333333333333)","(7.0, 8.2, 8.067532467532468)","(26.0, 38.0, 35.77777777777778)","(21.0, 40.0, 36.57142857142857)","(21.0, 46.0, 45.53846153846154)"
11-01-2023 16:41:54.855669,"(3.9, 4.9, 4.766321243523316)","(1.65, 1.94, 1.9304854368932038)","(10.0, 19.5, 17.080645161290324)","(61.0, 90.0, 82.5)","(61.0, 150.0, 113.33333333333333)","(7.0, 8.2, 8.067532467532468)","(26.0, 38.0, 35.77777777777778)","(21.0, 40.0, 36.57142857142857)","(21.0, 46.0, 45.25)"
11-01-2023 16:41:55.832105,"(3.9, 4.9, 4.755825242718447)","(1.65, 1.94, 1.9304854368932038)","(10.0, 19.5, 17.080645161290324)","(61.0, 90.0, 82.5)","(61.0, 150.0, 134.28571428571428)","(7.0, 8.2, 8.034375)","(26.0, 38.0, 35.77777777777778)","(21.0, 40.0, 36.57142857142857)","(21.0, 46.0, 45.25)"
11-01-2023 16:41:56.800842,"(3.9, 5.1, 5.097550111358574)","(1.65, 1.94, 1.9221818181818182)","(10.0, 19.0, 17.4)","(61.0, 90.0, 82.5)","(61.0, 150.0, 136.25)","(7.0, 8.2, 8.034375)","(26.0, 38.0, 35.77777777777778)","(21.0, 40.0, 36.57142857142857)","(21.0, 46.0, 45.25)"
11-01-2023 16:41:57.804420,"(3.9, 5.1, 5.099319727891156)","(1.65, 1.94, 1.9127777777777777)","(10.0, 19.0, 17.4)","(61.0, 90.0, 83.33333333333333)","(61.0, 150.0, 136.25)","(7.0, 8.2, 8.034375)","(26.0, 38.0, 35.77777777777778)","(21.0, 40.0, 36.57142857142857)","(21.0, 46.0, 45.25)"
11-01-2023 16:41:58.785230,"(3.9, 5.1, 5.09925)","(1.65, 1.94, 1.9127777777777777)","(10.0, 19.0, 17.4)","(61.0, 90.0, 85.55555555555556)","(61.0, 150.0, 131.66666666666666)","(7.0, 8.2, 8.192857142857143)","(26.0, 38.0, 33.07692307692308)","(21.0, 40.0, 36.57142857142857)","(26.0, 46.0, 44.666666666666664)"
11-01-2023 16:41:59.769232,"(3.9, 5.2, 5.188704318936877)","(1.65, 1.94, 1.9127777777777777)","(10.0, 19.0, 17.666666666666668)","(61.0, 90.0, 84.28571428571429)","(61.0, 150.0, 117.5)","(7.0, 8.2, 8.523076923076923)","(26.0, 38.0, 30.0)","(21.0, 40.0, 36.57142857142857)","(26.0, 46.0, 45.09090909090909)"
11-01-2023 16:42:00.745564,"(3.9, 5.2, 5.188704318936877)","(1.65, 1.94, 1.9127777777777777)","(10.0, 18.5, 17.25)","(61.0, 90.0, 84.28571428571429)","(61.0, 150.0, 117.5)","(7.0, 8.8, 8.730769230769232)","(26.0, 38.0, 32.5)","(21.0, 40.0, 36.57142857142857)","(26.0, 46.0, 45.285714285714285)"
11-01-2023 16:42:01.731891,"(3.9, 5.1, 5.091935483870968)","(1.65, 1.94, 1.912972972972973)","(11.0, 18.5, 17.25)","(61.0, 90.0, 84.28571428571429)","(61.0, 150.0, 130.0)","(7.0, 8.8, 8.84)","(26.0, 36.0, 33.333333333333336)","(21.0, 40.0, 38.0)","(26.0, 46.0, 44.888888888888886)"
11-01-2023 16:42:02.730603,"(3.9, 5.1, 5.068292682926829)","(1.65, 1.9, 1.8976923076923076)","(11.0, 18.5, 17.944444444444443)","(61.0, 90.0, 82.5)","(61.0, 160.0, 130.0)","(7.0, 9.0, 9.05)","(26.0, 38.0, 33.333333333333336)","(21.0, 40.0, 37.42857142857143)","(26.0, 46.0, 44.0)"
11-01-2023 16:42:03.692322,"(3.9, 5.1, 5.078688524590164)","(1.65, 1.9, 1.8964285714285714)","(11.0, 18.5, 17.4)","(61.0, 90.0, 82.5)","(61.0, 150.0, 133.75)","(7.0, 9.4, 9.052631578947368)","(26.0, 38.0, 35.0)","(21.0, 40.0, 37.42857142857143)","(26.0, 46.0, 41.5)"
11-01-2023 16:42:04.683612,"(3.9, 5.2, 5.162831858407079)","(1.65, 1.9, 1.8980392156862744)","(11.0, 18.5, 17.19047619047619)","(61.0, 90.0, 81.11111111111111)","(61.0, 150.0, 133.75)","(7.0, 9.2, 8.9)","(26.0, 36.0, 32.30769230769231)","(21.0, 40.0, 37.42857142857143)","(26.0, 46.0, 40.666666666666664)"
11-01-2023 16:42:05.651790,"(3.9, 5.2, 5.175581395348837)","(1.65, 1.9, 1.8924999999999998)","(11.0, 18.5, 17.19047619047619)","(61.0, 90.0, 82.5)","(61.0, 150.0, 133.75)","(7.0, 9.2, 8.9)","(26.0, 36.0, 32.30769230769231)","(21.0, 40.0, 37.42857142857143)","(26.0, 46.0, 40.666666666666664)"
11-01-2023 16:42:06.642249,"(3.9, 5.2, 5.175581395348837)","(1.65, 1.88, 1.8757142857142857)","(11.0, 18.5, 17.442307692307693)","(61.0, 90.0, 84.375)","(61.0, 150.0, 137.0)","(7.0, 9.2, 8.906666666666666)","(26.0, 36.0, 39.81818181818181)","(21.0, 40.0, 37.42857142857143)","(26.0, 46.0, 40.666666666666664)"
11-01-2023 16:42:07.645835,"(3.9, 5.3, 5.2875)","(1.65, 1.88, 1.8757142857142857)","(11.0, 18.5, 17.19047619047619)","(61.0, 90.0, 82.5)","(61.0, 150.0, 137.0)","(7.0, 9.2, 8.906666666666666)","(26.0, 42.0, 36.92307692307692)","(21.0, 40.0, 37.42857142857143)","(26.0, 46.0, 36.4)"
11-01-2023 16:42:08.635330,"(3.9, 5.4, 5.375)","(1.65, 1.88, 1.8751851851851853)","(11.0, 18.5, 17.4)","(61.0, 90.0, 82.5)","(61.0, 150.0, 133.75)","(7.0, 9.2, 8.94375)","(26.0, 40.0, 36.92307692307692)","(21.0, 40.0, 37.81818181818182)","(21.0, 46.0, 35.42857142857143)"
11-01-2023 16:42:09.624532,"(3.9, 5.4, 5.340740740740741)","(1.65, 1.88, 1.8751851851851853)","(11.0, 18.5, 17.25)","(61.0, 90.0, 82.5)","(61.0, 150.0, 133.75)","(7.0, 9.0, 8.94375)","(26.0, 40.0, 36.92307692307692)","(21.0, 40.0, 37.81818181818182)","(21.0, 44.0, 36.666666666666664)"
11-01-2023 16:42:10.601083,"(3.9, 5.4, 5.3500000000000005)","(1.65, 1.88, 1.8757142857142857)","(11.0, 18.5, 17.25)","(61.0, 90.0, 82.5)","(61.0, 150.0, 133.75)","(7.0, 9.0, 8.94375)","(26.0, 40.0, 36.92307692307692)","(21.0, 40.0, 37.81818181818182)","(21.0, 42.0, 35.333333333333336)"
11-01-2023 16:42:11.601306,"(3.9, 5.4, 5.358064516129033)","(1.65, 1.87, 1.8601986754966888)","(11.0, 18.5, 17.25)","(61.0, 90.0, 82.5)","(61.0, 150.0, 133.75)","(7.0, 9.0, 8.94375)","(26.0, 40.0, 36.92307692307692)","(21.0, 40.0, 38.4)","(21.0, 42.0, 30.3)"
11-01-2023 16:42:12.575647,"(3.9, 5.4, 5.366666666666667)","(1.65, 1.87, 1.8462827225130891)","(11.0, 18.5, 17.25)","(61.0, 90.0, 82.5)","(61.0, 150.0, 133.75)","(7.0, 9.0, 8.94375)","(26.0, 40.0, 36.92307692307692)","(21.0, 40.0, 38.4)","(21.0, 42.0, 36.333333333333336)"
11-01-2023 16:42:13.558686,"(3.9, 5.5, 5.416666666666667)","(1.65, 1.85, 1.8448936170212766)","(11.0, 18.5, 17.25)","(61.0, 90.0, 82.5)","(61.0, 150.0, 133.75)","(7.0, 9.0, 8.94375)","(26.0, 40.0, 37.714285714285715)","(21.0, 40.0, 38.4)","(21.0, 40.0, 37.0)"
11-01-2023 16:42:14.518251,"(4.0, 5.5, 5.433333333333334)","(1.65, 1.85, 1.8401333333333334)","(11.0, 18.5, 17.25)","(61.0, 90.0, 82.5)","(61.0, 150.0, 133.75)","(7.0, 9.0, 8.737142857142857)","(26.0, 40.0, 36.44444444444444)","(21.0, 40.0, 38.4)","(21.0, 40.0, 37.0)"
11-01-2023 16:42:15.482006,"(4.0, 5.5, 5.491428571428571)","(1.65, 1.85, 1.840857142857143)","(11.0, 18.5, 17.4)","(61.0, 90.0, 82.5)","(61.0, 150.0, 112.85714285714286)","(7.0, 9.0, 8.737142857142857)","(26.0, 40.0, 36.44444444444444)","(21.0, 40.0, 38.4)","(21.0, 40.0, 37.0)"
11-01-2023 16:42:16.451275,"(4.0, 5.5, 5.491428571428571)","(1.65, 1.85, 1.840857142857143)","(11.0, 18.5, 17.4)","(61.0, 90.0, 82.5)","(61.0, 150.0, 126.25)","(7.0, 9.0, 8.737142857142857)","(26.0, 40.0, 36.44444444444444)","(21.0, 40.0, 38.4)","(21.0, 40.0, 37.0)"
11-01-2023 16:42:17.430462,"(4.0, 5.5, 5.4609523809523814)","(1.65, 1.85, 1.840857142857143)","(11.0, 18.5, 17.4)","(61.0, 90.0, 82.5)","(61.0, 140.0, 126.25)","(7.0, 9.0, 8.780530973451327)","(26.0, 40.0, 35.333333333333336)","(21.0, 40.0, 37.42857142857143)","(21.0, 40.0, 37.0)"
11-01-2023 16:42:18.426088,"(4.0, 5.5, 5.4609523809523814)","(1.65, 1.85, 1.840857142857143)","(11.0, 18.5, 17.551724137931036)","(61.0, 90.0, 82.5)","(61.0, 140.0, 126.25)","(7.0, 9.0, 8.780530973451327)","(26.0, 38.0, 35.333333333333336)","(21.0, 40.0, 37.42857142857143)","(21.0, 40.0, 37.0)"
11-01-2023 16:42:19.405477,"(4.0, 5.5, 5.44812030075188)","(1.65, 1.86, 1.8358536585365854)","(11.0, 18.5, 17.551724137931036)","(61.0, 90.0, 82.5)","(61.0, 140.0, 126.25)","(7.0, 9.0, 8.780530973451327)","(26.0, 38.0, 35.333333333333336)","(21.0, 40.0, 37.42857142857143)","(21.0, 40.0, 37.25)"
11-01-2023 16:42:20.393472,"(4.0, 5.5, 5.44812030075188)","(1.65, 1.86, 1.8358536585365854)","(11.0, 18.5, 17.551724137931036)","(61.0, 90.0, 82.5)","(61.0, 140.0, 126.25)","(7.0, 9.0, 8.780530973451327)","(26.0, 38.0, 35.333333333333336)","(21.0, 40.0, 37.42857142857143)","(21.0, 40.0, 37.69230769230769)"
11-01-2023 16:42:21.384103,"(4.0, 5.5, 5.44812030075188)","(1.65, 1.86, 1.8358536585365854)","(11.0, 18.5, 17.551724137931036)","(61.0, 90.0, 82.5)","(61.0, 140.0, 126.25)","(7.0, 9.0, 8.780530973451327)","(26.0, 38.0, 39.142857142857146)","(21.0, 40.0, 37.42857142857143)","(21.0, 40.0, 38.125)"
11-01-2023 16:42:22.384341,"(4.0, 5.5, 5.44812030075188)","(1.65, 1.86, 1.8358536585365854)","(11.0, 18.5, 16.928571428571427)","(61.0, 90.0, 82.5)","(61.0, 140.0, 118.0)","(7.0, 9.0, 8.780530973451327)","(26.0, 42.0, 37.0)","(21.0, 40.0, 37.0)","(21.0, 40.0, 38.125)"
11-01-2023 16:42:23.364240,"(4.0, 5.5, 5.44812030075188)","(1.65, 1.86, 1.8358536585365854)","(11.0, 18.5, 16.928571428571427)","(61.0, 90.0, 82.5)","(61.0, 130.0, 112.0)","(7.0, 9.0, 8.780530973451327)","(26.0, 42.0, 37.0)","(21.0, 40.0, 37.81818181818182)","(21.0, 40.0, 38.125)"
11-01-2023 16:42:24.354049,"(4.0, 5.5, 5.44812030075188)","(1.65, 1.86, 1.8358536585365854)","(11.0, 18.5, 16.928571428571427)","(61.0, 90.0, 82.5)","(61.0, 130.0, 112.0)","(7.0, 9.0, 8.780530973451327)","(26.0, 42.0, 37.0)","(21.0, 40.0, 37.81818181818182)","(21.0, 40.0, 38.125)"
11-01-2023 16:42:25.342184,"(4.0, 5.5, 5.464615384615385)","(1.65, 1.86, 1.8358536585365854)","(11.0, 18.5, 16.928571428571427)","(61.0, 90.0, 82.5)","(61.0, 130.0, 107.5)","(7.0, 9.0, 8.791596638655461)","(26.0, 42.0, 37.714285714285715)","(21.0, 40.0, 37.64705882352941)","(21.0, 40.0, 38.421052631578945)"
11-01-2023 16:42:26.346713,"(4.0, 5.5, 5.464615384615385)","(1.65, 1.86, 1.8358536585365854)","(11.0, 18.5, 16.928571428571427)","(61.0, 90.0, 81.11111111111111)","(61.0, 130.0, 112.0)","(7.0, 9.0, 8.780530973451327)","(26.0, 40.0, 36.44444444444444)","(21.0, 40.0, 38.4)","(21.0, 40.0, 38.333333333333336)"
11-01-2023 16:42:27.322498,"(4.0, 5.5, 5.464615384615385)","(1.65, 1.86, 1.8361538461538462)","(11.0, 18.5, 16.928571428571427)","(61.0, 90.0, 82.5)","(61.0, 130.0, 112.0)","(7.0, 9.0, 8.780530973451327)","(26.0, 40.0, 36.44444444444444)","(21.0, 40.0, 37.42857142857143)","(21.0, 40.0, 38.333333333333336)"
11-01-2023 16:42:28.303818,"(4.0, 5.5, 5.464615384615385)","(1.65, 1.86, 1.83675)","(11.0, 18.5, 16.928571428571427)","(61.0, 90.0, 82.5)","(61.0, 130.0, 107.5)","(7.0, 9.0, 8.780530973451327)","(26.0, 40.0, 36.0)","(21.0, 40.0, 36.666666666666664)","(21.0, 40.0, 38.125)"
11-01-2023 16:42:29.290169,"(4.0, 5.5, 5.465625)","(1.65, 1.86, 1.83675)","(11.0, 18.5, 16.928571428571427)","(61.0, 90.0, 81.11111111111111)","(61.0, 130.0, 112.0)","(7.0, 9.0, 8.780530973451327)","(26.0, 40.0, 36.44444444444444)","(21.0, 40.0, 37.42857142857143)","(21.0, 40.0, 38.125)"
11-01-2023 16:42:30.272168,"(4.0, 5.5, 5.465775401069519)","(1.65, 1.86, 1.8424858757062148)","(11.0, 18.5, 17.27777777777778)","(61.0, 90.0, 82.5)","(61.0, 130.0, 107.5)","(7.0, 9.0, 8.791596638655461)","(26.0, 40.0, 36.285714285714285)","(21.0, 40.0, 36.666666666666664)","(21.0, 40.0, 34.0)"
11-01-2023 16:42:31.276060,"(4.0, 5.5, 5.465775401069519)","(1.65, 1.86, 1.8424858757062148)","(11.0, 18.5, 17.5)","(61.0, 90.0, 81.11111111111111)","(61.0, 130.0, 112.0)","(7.0, 9.0, 8.780530973451327)","(26.0, 38.0, 35.333333333333336)","(21.0, 40.0, 37.81818181818182)","(21.0, 40.0, 38.125)"
11-01-2023 16:42:32.253601,"(4.0, 5.5, 5.472781065088758)","(1.65, 1.85, 1.8280952380952382)","(11.0, 18.5, 17.27777777777778)","(61.0, 90.0, 82.5)","(61.0, 130.0, 112.0)","(7.0, 9.0, 8.856140350877194)","(26.0, 38.0, 41.2)","(21.0, 40.0, 38.54545454545455)","(21.0, 40.0, 40.31578947368421)"
11-01-2023 16:42:33.222331,"(4.0, 5.0, 4.9046875000000005)","(1.65, 1.85, 1.8489473684210527)","(11.0, 21.0, 20.11111111111111)","(61.0, 90.0, 84.28571428571429)","(61.0, 130.0, 112.0)","(7.0, 9.0, 8.856140350877194)","(26.0, 42.0, 41.2)","(21.0, 44.0, 38.54545454545455)","(21.0, 44.0, 40.31578947368421)"
11-01-2023 16:42:34.188278,"(4.0, 5.1, 5.025)","(1.65, 1.85, 1.8483333333333334)","(11.0, 19.0, 18.375)","(61.0, 90.0, 81.0)","(61.0, 130.0, 112.0)","(7.0, 9.0, 8.856140350877194)","(26.0, 42.0, 41.714285714285715)","(21.0, 42.0, 41.0)","(21.0, 44.0, 44.25)"
11-01-2023 16:42:35.183133,"(4.0, 5.1, 5.079310344827586)","(1.65, 1.86, 1.8514285714285714)","(11.0, 19.0, 18.23913043478261)","(61.0, 90.0, 81.0)","(61.0, 130.0, 107.5)","(7.0, 9.0, 8.856140350877194)","(26.0, 42.0, 41.714285714285715)","(21.0, 42.0, 41.0)","(21.0, 46.0, 42.888888888888886)"
11-01-2023 16:42:36.167074,"(4.0, 5.1, 5.095238095238095)","(1.65, 1.86, 1.8503225806451613)","(11.0, 18.5, 18.416666666666668)","(61.0, 90.0, 81.0)","(61.0, 130.0, 112.0)","(7.0, 9.0, 8.832653061224491)","(26.0, 42.0, 41.714285714285715)","(21.0, 42.0, 40.0)","(21.0, 46.0, 42.0)"
11-01-2023 16:42:37.145645,"(4.0, 5.1, 5.095238095238095)","(1.65, 1.86, 1.8503225806451613)","(11.0, 18.5, 18.404761904761905)","(61.0, 90.0, 82.5)","(61.0, 130.0, 112.0)","(7.0, 9.0, 8.832653061224491)","(26.0, 42.0, 41.714285714285715)","(21.0, 44.0, 40.0)","(21.0, 44.0, 39.0)"
11-01-2023 16:42:38.133989,"(4.0, 5.1, 5.095238095238095)","(1.65, 1.86, 1.8503225806451613)","(11.0, 18.5, 18.404761904761905)","(61.0, 90.0, 82.5)","(61.0, 130.0, 112.0)","(7.0, 9.0, 8.832653061224491)","(26.0, 42.0, 41.714285714285715)","(21.0, 44.0, 41.0)","(21.0, 44.0, 37.6)"
11-01-2023 16:42:39.105547,"(4.0, 5.1, 5.097309417040359)","(1.65, 1.86, 1.8503225806451613)","(11.0, 18.5, 18.404761904761905)","(61.0, 90.0, 81.0)","(61.0, 130.0, 112.0)","(7.0, 9.0, 8.82736842105263)","(26.0, 42.0, 41.714285714285715)","(21.0, 42.0, 40.5)","(21.0, 44.0, 36.0)"
11-01-2023 16:42:40.095466,"(4.0, 5.2, 5.1187499999999995)","(1.65, 1.86, 1.8503225806451613)","(11.0, 17.5, 17.3)","(61.0, 90.0, 85.0)","(61.0, 130.0, 112.0)","(7.0, 9.0, 8.82736842105263)","(26.0, 42.0, 41.714285714285715)","(21.0, 42.0, 40.5)","(21.0, 44.0, 36.54545454545455)"
11-01-2023 16:42:41.069412,"(4.0, 5.2, 5.132258064516129)","(1.65, 1.89, 1.8835483870967742)","(11.0, 17.5, 17.272727272727273)","(61.0, 90.0, 85.0)","(61.0, 130.0, 112.0)","(7.0, 9.0, 8.82736842105263)","(26.0, 42.0, 41.6)","(21.0, 42.0, 40.5)","(21.0, 42.0, 34.77777777777778)"
11-01-2023 16:42:42.077909,"(4.0, 5.2, 5.183064516129033)","(1.65, 1.88, 1.8674545454545455)","(11.0, 17.5, 17.272727272727273)","(61.0, 90.0, 85.0)","(61.0, 120.0, 106.0)","(7.0, 9.0, 8.829787234042554)","(26.0, 42.0, 41.6)","(21.0, 42.0, 39.0)","(21.0, 42.0, 33.875)"
11-01-2023 16:42:43.078416,"(4.0, 5.2, 5.183064516129033)","(1.65, 1.88, 1.8674545454545455)","(11.0, 17.5, 17.1875)","(61.0, 90.0, 86.36363636363636)","(61.0, 120.0, 112.0)","(7.0, 9.0, 8.818181818181818)","(26.0, 42.0, 41.6)","(21.0, 44.0, 39.0)","(21.0, 42.0, 37.294117647058826)"
11-01-2023 16:42:44.061731,"(4.0, 5.3, 5.280909090909091)","(1.65, 1.88, 1.8570588235294119)","(11.0, 17.5, 17.1875)","(61.0, 90.0, 86.36363636363636)","(61.0, 130.0, 106.0)","(7.0, 9.0, 8.818181818181818)","(26.0, 42.0, 41.6)","(21.0, 44.0, 40.5)","(21.0, 42.0, 37.294117647058826)"
11-01-2023 16:42:45.047727,"(4.0, 5.3, 5.280909090909091)","(1.65, 1.88, 1.8557142857142859)","(11.0, 19.0, 17.636363636363637)","(61.0, 90.0, 85.0)","(61.0, 120.0, 106.0)","(7.0, 9.0, 8.8125)","(26.0, 42.0, 41.6)","(21.0, 42.0, 40.5)","(21.0, 42.0, 37.294117647058826)"
11-01-2023 16:42:46.044079,"(4.0, 5.3, 5.291133004926108)","(1.65, 1.88, 1.8684615384615384)","(11.0, 19.0, 17.636363636363637)","(61.0, 90.0, 85.0)","(61.0, 120.0, 97.5)","(7.0, 9.0, 8.292307692307691)","(26.0, 42.0, 41.6)","(21.0, 42.0, 39.0)","(21.0, 42.0, 36.5)"
11-01-2023 16:42:47.035763,"(4.0, 5.3, 5.291133004926108)","(1.65, 1.88, 1.8760526315789472)","(11.0, 19.0, 17.636363636363637)","(61.0, 90.0, 86.36363636363636)","(61.0, 110.0, 97.5)","(7.0, 8.6, 8.144444444444444)","(26.0, 42.0, 41.666666666666664)","(21.0, 44.0, 40.875)","(21.0, 38.0, 37.4)"
11-01-2023 16:42:48.020397,"(4.0, 5.4, 5.358181818181818)","(1.65, 1.89, 1.8861206896551723)","(11.0, 19.0, 17.636363636363637)","(61.0, 90.0, 86.36363636363636)","(61.0, 110.0, 95.71428571428572)","(7.0, 8.4, 8.141463414634146)","(26.0, 42.0, 41.666666666666664)","(21.0, 44.0, 39.473684210526315)","(21.0, 38.0, 37.4)"
11-01-2023 16:42:49.003726,"(4.0, 5.4, 5.355813953488372)","(1.6, 1.89, 1.8822857142857143)","(12.0, 19.0, 17.636363636363637)","(61.0, 90.0, 85.0)","(61.0, 110.0, 95.71428571428572)","(7.0, 8.2, 8.085714285714285)","(26.0, 42.0, 41.666666666666664)","(21.0, 42.0, 39.473684210526315)","(21.0, 38.0, 37.45454545454545)"
11-01-2023 16:42:49.979162,"(4.0, 5.4, 5.375097276264592)","(1.6, 1.89, 1.882391304347826)","(12.0, 19.0, 17.666666666666668)","(61.0, 90.0, 85.0)","(61.0, 110.0, 95.71428571428572)","(7.0, 8.2, 8.03673469387755)","(26.0, 42.0, 41.666666666666664)","(21.0, 42.0, 39.473684210526315)","(21.0, 38.0, 37.45454545454545)"
11-01-2023 16:42:50.948141,"(4.0, 5.4, 5.3756198347107444)","(1.6, 1.9, 1.8905263157894736)","(12.0, 19.0, 17.714285714285715)","(61.0, 90.0, 85.0)","(61.0, 110.0, 95.71428571428572)","(7.0, 8.2, 8.033846153846154)","(26.0, 42.0, 41.666666666666664)","(21.0, 42.0, 39.473684210526315)","(21.0, 38.0, 37.45454545454545)"
11-01-2023 16:42:51.919043,"(4.0, 5.4, 5.3900990099009904)","(1.6, 1.9, 1.882295081967213)","(12.0, 19.0, 17.714285714285715)","(61.0, 90.0, 85.0)","(61.0, 110.0, 95.71428571428572)","(7.0, 8.2, 8.330232558139535)","(26.0, 42.0, 36.30769230769231)","(21.0, 42.0, 38.666666666666664)","(21.0, 38.0, 30.18918918918919)"
11-01-2023 16:42:52.904925,"(4.0, 5.4, 5.384848484848485)","(1.6, 1.91, 1.8826315789473684)","(12.0, 19.0, 17.65)","(61.0, 90.0, 87.5)","(61.0, 110.0, 97.5)","(7.0, 8.4, 8.22857142857143)","(26.0, 38.0, 34.61538461538461)","(21.0, 42.0, 36.285714285714285)","(21.0, 32.0, 30.112676056338028)"
11-01-2023 16:42:53.876531,"(4.0, 5.4, 5.384375)","(1.6, 1.91, 1.8911764705882352)","(12.0, 19.5, 17.976190476190474)","(61.0, 90.0, 87.61904761904762)","(61.0, 110.0, 100.625)","(7.0, 8.4, 8.314285714285715)","(26.0, 38.0, 34.17391304347826)","(21.0, 42.0, 36.480000000000004)","(21.0, 32.0, 30.112676056338028)"
11-01-2023 16:42:54.875945,"(4.0, 5.4, 5.391176470588236)","(1.6, 1.91, 1.9023809523809523)","(12.0, 19.5, 18.055555555555557)","(61.0, 90.0, 86.5909090909091)","(61.0, 110.0, 101.66666666666666)","(7.0, 8.4, 8.223008849557523)","(26.0, 38.0, 34.121212121212125)","(21.0, 40.0, 35.368421052631575)","(21.0, 32.0, 30.029850746268657)"
11-01-2023 16:42:55.856407,"(4.0, 5.4, 5.394656488549619)","(1.6, 1.9, 1.8988235294117646)","(12.0, 19.5, 18.055555555555557)","(61.0, 90.0, 82.5)","(61.0, 110.0, 101.66666666666666)","(7.0, 8.4, 8.247272727272726)","(26.0, 38.0, 34.148148148148145)","(21.0, 40.0, 35.6)","(21.0, 32.0, 28.225352112676056)"
11-01-2023 16:42:56.836680,"(4.0, 5.0, 4.900504201680673)","(1.6, 1.92, 1.916734693877551)","(12.0, 19.0, 18.8125)","(61.0, 90.0, 82.5)","(61.0, 110.0, 101.66666666666666)","(7.0, 8.4, 8.286206896551723)","(26.0, 38.0, 34.666666666666664)","(21.0, 40.0, 38.0)","(21.0, 32.0, 28.564102564102566)"
11-01-2023 16:42:57.836190,"(4.0, 4.8, 4.789655172413793)","(1.6, 1.97, 1.9465217391304348)","(12.0, 19.5, 19.2)","(61.0, 90.0, 82.5)","(61.0, 110.0, 103.75)","(7.0, 8.4, 8.308333333333334)","(26.0, 36.0, 34.666666666666664)","(21.0, 40.0, 38.608695652173914)","(21.0, 32.0, 28.73170731707317)"
11-01-2023 16:42:58.817448,"(4.0, 4.9, 4.892941176470589)","(1.6, 1.96, 1.9594444444444443)","(12.0, 19.5, 19.235294117647058)","(61.0, 90.0, 84.0)","(61.0, 110.0, 104.23076923076923)","(7.0, 8.4, 8.289655172413793)","(26.0, 36.0, 35.578947368421055)","(21.0, 40.0, 38.333333333333336)","(21.0, 32.0, 28.73170731707317)"
11-01-2023 16:42:59.833037,"(4.0, 4.9, 4.862903225806452)","(1.6, 1.98, 1.95)","(12.0, 21.0, 20.192307692307693)","(61.0, 90.0, 84.0)","(61.0, 110.0, 104.23076923076923)","(7.0, 8.4, 8.289655172413793)","(26.0, 36.0, 35.42857142857143)","(21.0, 40.0, 38.333333333333336)","(21.0, 32.0, 29.875)"
11-01-2023 16:43:00.810917,"(4.0, 4.9, 4.8613445378151265)","(1.6, 1.98, 1.946060606060606)","(12.0, 20.0, 19.657894736842106)","(61.0, 90.0, 84.0)","(61.0, 110.0, 104.23076923076923)","(7.0, 8.4, 8.291764705882352)","(26.0, 36.0, 35.69230769230769)","(21.0, 40.0, 38.4)","(21.0, 30.0, 29.88235294117647)"
11-01-2023 16:43:01.797990,"(4.0, 4.9, 4.891228070175439)","(1.6, 1.94, 1.9364835164835164)","(12.0, 20.0, 19.76)","(61.0, 90.0, 84.0)","(61.0, 110.0, 121.11111111111111)","(7.0, 8.4, 8.270422535211267)","(26.0, 36.0, 33.945945945945944)","(21.0, 40.0, 37.45454545454545)","(21.0, 30.0, 28.666666666666668)"
11-01-2023 16:43:02.769130,"(4.0, 4.9, 4.820261437908497)","(1.6, 2.0, 1.9537704918032786)","(12.0, 20.0, 19.76)","(61.0, 90.0, 82.72727272727272)","(61.0, 150.0, 112.85714285714286)","(7.0, 8.4, 8.270422535211267)","(26.0, 38.0, 33.945945945945944)","(21.0, 38.0, 37.45454545454545)","(21.0, 32.0, 29.692307692307693)"
