,Alfano,Lamelo,Sacred Field,Ramones,Arion Story,Cake Baby,Anavinci,Fanagoria,Shes A Bad Girl,Coriolis
08-12-2022 14:30:34.415750,"(26.0, 42.0, 41.0)","(20.0, 48.0, 47.4)","(21.0, 70.0, 52.285714285714285)","(1.95, 2.24, 2.174020618556701)","(51.0, 130.0, 110.0)","(101.0, 380.0, 245.71428571428572)","(4.2, 4.8, 4.590566037735849)","(7.0, 8.6, 8.577358490566038)","(7.0, 13.5, 12.473684210526315)","(12.0, 20.0, 19.2)"
08-12-2022 14:30:35.874588,"(26.0, 42.0, 41.0)","(20.0, 48.0, 47.4)","(21.0, 60.0, 48.0)","(1.95, 2.24, 2.174020618556701)","(51.0, 130.0, 110.0)","(101.0, 400.0, 245.71428571428572)","(4.2, 4.8, 4.590566037735849)","(7.0, 8.6, 8.577358490566038)","(7.0, 13.5, 12.473684210526315)","(12.0, 20.0, 19.2)"
08-12-2022 14:30:37.196219,"(26.0, 42.0, 41.0)","(20.0, 48.0, 47.4)","(21.0, 60.0, 49.8)","(1.95, 2.24, 2.174020618556701)","(51.0, 130.0, 110.0)","(101.0, 400.0, 196.0)","(4.2, 4.8, 4.590566037735849)","(7.0, 8.6, 8.577358490566038)","(7.0, 13.5, 12.473684210526315)","(12.0, 20.0, 19.2)"
08-12-2022 14:30:38.457294,"(26.0, 42.0, 41.0)","(20.0, 48.0, 47.4)","(21.0, 55.0, 49.8)","(1.95, 2.24, 2.174020618556701)","(51.0, 130.0, 110.0)","(101.0, 380.0, 265.0)","(4.2, 4.8, 4.590566037735849)","(7.0, 8.6, 8.577358490566038)","(7.0, 13.5, 12.473684210526315)","(12.0, 20.0, 19.2)"
08-12-2022 14:30:39.674469,"(26.0, 42.0, 41.0)","(20.0, 48.0, 47.4)","(21.0, 55.0, 49.8)","(1.95, 2.24, 2.174020618556701)","(51.0, 130.0, 110.0)","(101.0, 610.0, 200.0)","(4.2, 4.8, 4.590566037735849)","(7.0, 8.6, 8.726315789473684)","(7.0, 13.5, 12.473684210526315)","(12.0, 20.0, 19.55)"
08-12-2022 14:30:41.012649,"(26.0, 48.0, 40.8)","(20.0, 48.0, 47.4)","(21.0, 55.0, 49.8)","(1.95, 2.24, 2.174020618556701)","(51.0, 130.0, 110.0)","(101.0, 400.0, 210.0)","(4.2, 4.8, 4.590566037735849)","(7.0, 8.8, 8.726315789473684)","(7.0, 13.5, 12.473684210526315)","(12.0, 20.0, 19.55)"
08-12-2022 14:30:42.445823,"(26.0, 48.0, 40.8)","(20.0, 48.0, 47.4)","(21.0, 55.0, 49.8)","(1.95, 2.24, 2.174020618556701)","(51.0, 130.0, 110.0)","(101.0, 370.0, 315.0)","(4.2, 4.8, 4.590566037735849)","(7.0, 8.8, 8.766037735849057)","(7.0, 13.5, 12.473684210526315)","(12.0, 20.0, 19.55)"
08-12-2022 14:30:43.917259,"(26.0, 48.0, 40.8)","(20.0, 48.0, 47.4)","(21.0, 55.0, 49.8)","(1.95, 2.24, 2.1434343434343437)","(51.0, 130.0, 110.0)","(101.0, 350.0, 282.8571428571429)","(4.2, 4.8, 4.590566037735849)","(7.0, 8.8, 8.68)","(7.0, 13.5, 12.473684210526315)","(12.0, 20.0, 19.55)"
08-12-2022 14:30:45.306824,"(26.0, 48.0, 40.8)","(21.0, 48.0, 47.4)","(21.0, 55.0, 49.8)","(1.95, 2.16, 2.1434343434343437)","(51.0, 130.0, 110.0)","(101.0, 340.0, 184.0)","(4.2, 4.8, 4.590566037735849)","(7.0, 8.8, 8.68)","(7.0, 13.5, 12.473684210526315)","(12.0, 20.0, 19.55)"
08-12-2022 14:30:46.890892,"(26.0, 48.0, 40.8)","(21.0, 48.0, 47.4)","(21.0, 55.0, 43.84615384615385)","(1.95, 2.16, 2.1434343434343437)","(51.0, 130.0, 113.33333333333334)","(101.0, 320.0, 202.85714285714286)","(4.2, 4.8, 4.590566037735849)","(7.0, 8.8, 8.68)","(7.0, 13.5, 12.473684210526315)","(12.0, 20.0, 20.470588235294116)"
08-12-2022 14:30:48.469757,"(26.0, 48.0, 40.8)","(21.0, 48.0, 47.333333333333336)","(21.0, 50.0, 43.333333333333336)","(1.95, 2.16, 2.128761904761905)","(51.0, 130.0, 113.33333333333334)","(101.0, 300.0, 226.0)","(4.2, 4.8, 4.590566037735849)","(7.0, 8.8, 8.68)","(7.0, 13.5, 12.473684210526315)","(12.0, 24.0, 20.470588235294116)"
08-12-2022 14:30:50.116580,"(26.0, 48.0, 40.8)","(21.0, 48.0, 47.333333333333336)","(21.0, 50.0, 46.5)","(1.95, 2.16, 2.128761904761905)","(51.0, 130.0, 113.33333333333334)","(101.0, 290.0, 245.71428571428572)","(4.2, 4.8, 4.590566037735849)","(7.0, 8.8, 8.68)","(7.0, 13.5, 12.473684210526315)","(12.0, 24.0, 20.470588235294116)"
08-12-2022 14:30:51.541702,"(26.0, 48.0, 40.5)","(21.0, 48.0, 49.526315789473685)","(21.0, 60.0, 44.166666666666664)","(1.95, 2.16, 2.128761904761905)","(51.0, 130.0, 113.33333333333334)","(101.0, 400.0, 237.14285714285714)","(4.2, 4.8, 4.590566037735849)","(7.0, 8.8, 8.68)","(7.0, 13.5, 12.473684210526315)","(12.0, 24.0, 20.470588235294116)"
08-12-2022 14:30:53.056168,"(26.0, 48.0, 40.5)","(21.0, 65.0, 54.0)","(21.0, 55.0, 43.18181818181818)","(1.95, 2.16, 2.128761904761905)","(51.0, 130.0, 113.33333333333334)","(101.0, 380.0, 220.0)","(4.2, 4.8, 4.590566037735849)","(7.0, 8.8, 8.68)","(7.0, 13.5, 12.473684210526315)","(12.0, 24.0, 20.470588235294116)"
08-12-2022 14:30:54.401438,"(26.0, 48.0, 40.5)","(21.0, 60.0, 48.285714285714285)","(21.0, 55.0, 33.333333333333336)","(1.95, 2.16, 2.128761904761905)","(51.0, 130.0, 113.33333333333334)","(101.0, 400.0, 241.42857142857144)","(4.2, 4.8, 4.590566037735849)","(7.0, 8.8, 8.68)","(7.0, 13.5, 12.473684210526315)","(12.0, 24.0, 20.470588235294116)"
08-12-2022 14:30:55.721304,"(26.0, 48.0, 40.94117647058823)","(21.0, 50.0, 48.0)","(21.0, 55.0, 37.38461538461539)","(1.95, 2.16, 2.128761904761905)","(51.0, 130.0, 113.33333333333334)","(101.0, 390.0, 286.0)","(4.2, 4.8, 4.590566037735849)","(7.0, 8.8, 8.714285714285715)","(7.0, 13.5, 12.473684210526315)","(12.0, 24.0, 21.272727272727273)"
08-12-2022 14:30:56.993784,"(26.0, 48.0, 40.94117647058823)","(21.0, 50.0, 48.0)","(21.0, 42.0, 35.68421052631579)","(1.95, 2.16, 2.143265306122449)","(51.0, 130.0, 113.33333333333334)","(101.0, 390.0, 375.0)","(4.2, 4.8, 4.590566037735849)","(7.0, 8.8, 8.714285714285715)","(7.0, 13.5, 12.473684210526315)","(12.0, 24.0, 21.59090909090909)"
08-12-2022 14:30:58.278817,"(26.0, 48.0, 40.94117647058823)","(21.0, 50.0, 48.0)","(21.0, 42.0, 35.68421052631579)","(1.95, 2.16, 2.143265306122449)","(51.0, 130.0, 113.33333333333334)","(101.0, 620.0, 325.7142857142857)","(4.2, 4.8, 4.590566037735849)","(7.0, 8.8, 8.714285714285715)","(7.0, 13.5, 12.473684210526315)","(12.0, 25.0, 21.647058823529413)"
08-12-2022 14:30:59.605128,"(26.0, 48.0, 40.94117647058823)","(21.0, 50.0, 48.0)","(21.0, 42.0, 37.55555555555556)","(1.95, 2.16, 2.1292500000000003)","(51.0, 130.0, 113.33333333333334)","(101.0, 400.0, 200.0)","(4.2, 4.8, 4.586538461538462)","(7.0, 8.8, 8.714285714285715)","(7.0, 13.5, 12.473684210526315)","(12.0, 24.0, 21.647058823529413)"
08-12-2022 14:31:00.904365,"(26.0, 48.0, 40.94117647058823)","(21.0, 50.0, 48.0)","(21.0, 42.0, 37.55555555555556)","(1.95, 2.16, 2.1261855670103094)","(51.0, 130.0, 113.33333333333334)","(101.0, 400.0, 200.0)","(4.2, 4.8, 4.586538461538462)","(7.0, 8.8, 8.631683168316831)","(7.0, 13.5, 12.473684210526315)","(12.0, 24.0, 21.59090909090909)"
08-12-2022 14:31:02.370253,"(26.0, 48.0, 40.94117647058823)","(21.0, 50.0, 48.0)","(21.0, 42.0, 37.38461538461539)","(1.95, 2.16, 2.1261855670103094)","(51.0, 130.0, 123.75)","(101.0, 400.0, 241.42857142857144)","(4.2, 4.8, 4.586538461538462)","(7.0, 9.0, 8.63883495145631)","(7.0, 13.5, 12.473684210526315)","(12.0, 25.0, 21.59090909090909)"
08-12-2022 14:31:03.620133,"(26.0, 48.0, 40.94117647058823)","(21.0, 50.0, 46.25)","(21.0, 42.0, 37.38461538461539)","(1.95, 2.16, 2.1261855670103094)","(51.0, 130.0, 123.75)","(101.0, 390.0, 274.0)","(4.2, 4.8, 4.6878787878787875)","(7.0, 9.0, 8.631683168316831)","(7.0, 13.5, 12.473684210526315)","(12.0, 25.0, 21.647058823529413)"
08-12-2022 14:31:04.933637,"(26.0, 48.0, 40.5)","(21.0, 55.0, 45.57142857142857)","(21.0, 42.0, 37.38461538461539)","(1.95, 2.16, 2.1261855670103094)","(51.0, 130.0, 123.75)","(101.0, 370.0, 262.0)","(4.2, 4.8, 4.6878787878787875)","(7.0, 9.0, 8.631683168316831)","(7.0, 13.5, 12.473684210526315)","(12.0, 24.0, 21.647058823529413)"
08-12-2022 14:31:06.377537,"(26.0, 48.0, 40.5)","(21.0, 55.0, 43.857142857142854)","(21.0, 42.0, 38.470588235294116)","(1.95, 2.16, 2.1261855670103094)","(51.0, 130.0, 123.75)","(101.0, 350.0, 215.71428571428572)","(4.2, 4.8, 4.642553191489362)","(7.0, 9.0, 8.635294117647058)","(7.0, 13.5, 12.473684210526315)","(12.0, 24.0, 21.59090909090909)"
08-12-2022 14:31:07.688629,"(26.0, 48.0, 34.5)","(21.0, 55.0, 48.666666666666664)","(21.0, 42.0, 38.470588235294116)","(1.95, 2.16, 2.1261855670103094)","(51.0, 130.0, 123.75)","(101.0, 330.0, 207.14285714285714)","(4.2, 4.8, 4.642553191489362)","(7.0, 9.0, 8.711627906976744)","(7.0, 13.5, 12.473684210526315)","(12.0, 25.0, 21.59090909090909)"
08-12-2022 14:31:09.226519,"(26.0, 46.0, 39.0)","(21.0, 50.0, 48.666666666666664)","(21.0, 42.0, 38.470588235294116)","(1.95, 2.16, 2.1261855670103094)","(51.0, 130.0, 122.85714285714286)","(101.0, 310.0, 198.57142857142856)","(4.2, 4.8, 4.642553191489362)","(7.0, 9.0, 8.711627906976744)","(7.0, 13.5, 12.473684210526315)","(12.0, 25.0, 22.142857142857142)"
08-12-2022 14:31:10.451882,"(26.0, 46.0, 39.0)","(21.0, 50.0, 48.666666666666664)","(21.0, 42.0, 38.470588235294116)","(1.95, 2.16, 2.1261855670103094)","(51.0, 130.0, 123.75)","(101.0, 290.0, 220.0)","(4.2, 4.8, 4.642553191489362)","(7.0, 9.0, 8.714285714285714)","(7.0, 13.5, 12.473684210526315)","(12.0, 25.0, 23.0)"
08-12-2022 14:31:11.625981,"(26.0, 46.0, 39.0)","(21.0, 50.0, 48.666666666666664)","(21.0, 42.0, 38.470588235294116)","(1.95, 2.16, 2.1261855670103094)","(51.0, 130.0, 123.75)","(101.0, 280.0, 185.71428571428572)","(4.2, 4.8, 4.642553191489362)","(7.0, 9.0, 8.813574660633485)","(7.0, 13.5, 12.473684210526315)","(12.0, 25.0, 23.454545454545453)"
08-12-2022 14:31:12.799966,"(26.0, 46.0, 39.0)","(21.0, 50.0, 48.666666666666664)","(21.0, 90.0, 70.5)","(1.95, 2.16, 2.1335483870967744)","(51.0, 130.0, 123.75)","(101.0, 260.0, 190.0)","(4.2, 4.8, 4.642553191489362)","(7.0, 9.2, 9.007322654462243)","(7.0, 13.5, 12.473684210526315)","(12.0, 24.0, 23.454545454545453)"
08-12-2022 14:31:14.207790,"(26.0, 46.0, 39.0)","(21.0, 50.0, 48.666666666666664)","(21.0, 90.0, 66.0)","(1.95, 2.16, 2.1335483870967744)","(51.0, 130.0, 123.75)","(101.0, 250.0, 211.42857142857144)","(4.2, 4.8, 4.642553191489362)","(7.0, 9.2, 9.007322654462243)","(7.0, 13.5, 12.473684210526315)","(12.0, 24.0, 23.454545454545453)"
08-12-2022 14:31:15.664479,"(26.0, 46.0, 39.0)","(21.0, 50.0, 48.666666666666664)","(21.0, 90.0, 46.0)","(1.95, 2.16, 2.1272)","(51.0, 130.0, 123.75)","(101.0, 240.0, 225.71428571428572)","(4.2, 4.8, 4.642553191489362)","(7.0, 9.2, 9.011633109619687)","(7.0, 13.5, 12.473684210526315)","(12.0, 24.0, 23.454545454545453)"
08-12-2022 14:31:17.081361,"(26.0, 46.0, 39.0)","(21.0, 50.0, 48.4)","(21.0, 80.0, 70.0)","(1.95, 2.16, 2.1335483870967744)","(51.0, 130.0, 107.5)","(101.0, 260.0, 200.0)","(4.2, 4.8, 4.642553191489362)","(7.0, 9.2, 9.745454545454546)","(7.0, 13.5, 12.473684210526315)","(12.0, 24.0, 23.454545454545453)"
08-12-2022 14:31:18.427294,"(26.0, 46.0, 39.0)","(21.0, 50.0, 45.2)","(21.0, 75.0, 38.166666666666664)","(1.95, 2.16, 2.132045454545455)","(51.0, 130.0, 107.5)","(101.0, 270.0, 245.0)","(4.2, 4.8, 4.694285714285714)","(7.0, 9.8, 12.866666666666667)","(7.0, 13.5, 12.473684210526315)","(12.0, 24.0, 24.727272727272727)"
08-12-2022 14:31:19.582423,"(26.0, 46.0, 39.0)","(21.0, 46.0, 45.2)","(21.0, 40.0, 38.166666666666664)","(1.95, 2.16, 2.132045454545455)","(51.0, 130.0, 107.5)","(101.0, 360.0, 245.0)","(4.2, 4.8, 4.678021978021978)","(7.0, 13.0, 12.75)","(7.0, 13.5, 12.107142857142858)","(12.0, 25.0, 24.727272727272727)"
08-12-2022 14:31:20.827632,"(26.0, 46.0, 39.0)","(21.0, 46.0, 45.2)","(21.0, 40.0, 39.09090909090909)","(1.95, 2.16, 2.1232835820895524)","(51.0, 130.0, 107.5)","(101.0, 360.0, 245.0)","(4.2, 4.8, 4.678021978021978)","(7.0, 13.0, 12.875)","(7.0, 13.5, 12.107142857142858)","(12.0, 25.0, 24.727272727272727)"
08-12-2022 14:31:22.130839,"(26.0, 46.0, 39.0)","(21.0, 46.0, 45.2)","(21.0, 40.0, 39.09090909090909)","(1.95, 2.16, 2.1232835820895524)","(51.0, 130.0, 107.5)","(101.0, 360.0, 245.0)","(4.2, 4.8, 4.678021978021978)","(7.0, 13.5, 11.166666666666666)","(7.0, 13.5, 12.107142857142858)","(12.0, 25.0, 24.727272727272727)"
08-12-2022 14:31:23.399877,"(26.0, 46.0, 44.44444444444444)","(21.0, 46.0, 45.2)","(21.0, 40.0, 39.09090909090909)","(1.95, 2.16, 2.126530612244898)","(51.0, 130.0, 107.5)","(101.0, 360.0, 245.0)","(4.2, 4.8, 4.678021978021978)","(7.0, 13.5, 10.224358974358974)","(7.0, 13.5, 12.107142857142858)","(12.0, 25.0, 24.727272727272727)"
08-12-2022 14:31:24.565432,"(26.0, 40.0, 39.111111111111114)","(21.0, 46.0, 45.2)","(20.0, 40.0, 35.285714285714285)","(1.95, 2.16, 2.126530612244898)","(51.0, 130.0, 107.5)","(101.0, 360.0, 245.0)","(4.2, 4.8, 4.678021978021978)","(7.0, 13.5, 12.921052631578947)","(7.0, 13.5, 12.107142857142858)","(14.0, 25.0, 24.727272727272727)"
08-12-2022 14:31:25.679486,"(26.0, 40.0, 39.111111111111114)","(21.0, 46.0, 45.2)","(20.0, 40.0, 35.285714285714285)","(1.95, 2.16, 2.126530612244898)","(51.0, 130.0, 107.5)","(101.0, 360.0, 245.0)","(4.2, 4.8, 4.678021978021978)","(7.0, 13.0, 12.921052631578947)","(7.0, 13.5, 12.107142857142858)","(14.0, 25.0, 24.727272727272727)"
08-12-2022 14:31:26.793886,"(26.0, 40.0, 38.0)","(21.0, 46.0, 45.2)","(20.0, 40.0, 37.8)","(1.95, 2.16, 2.126530612244898)","(51.0, 130.0, 107.5)","(101.0, 360.0, 203.33333333333331)","(4.2, 4.8, 4.678021978021978)","(7.0, 13.0, 11.65)","(7.0, 13.5, 12.107142857142858)","(14.0, 25.0, 24.727272727272727)"
08-12-2022 14:31:27.987597,"(26.0, 40.0, 38.0)","(21.0, 46.0, 45.2)","(20.0, 36.0, 32.0)","(1.95, 2.16, 2.1258333333333335)","(51.0, 130.0, 107.5)","(101.0, 350.0, 257.27272727272725)","(4.2, 4.8, 4.678021978021978)","(7.0, 13.0, 11.642857142857142)","(7.5, 13.5, 12.107142857142858)","(14.0, 25.0, 24.727272727272727)"
08-12-2022 14:31:29.239985,"(26.0, 40.0, 38.0)","(21.0, 46.0, 45.2)","(20.0, 36.0, 32.0)","(1.95, 2.16, 2.1232835820895524)","(51.0, 130.0, 107.5)","(101.0, 330.0, 261.42857142857144)","(4.2, 4.8, 4.678021978021978)","(7.0, 12.5, 11.236842105263158)","(7.5, 13.5, 12.107142857142858)","(14.0, 25.0, 24.727272727272727)"
08-12-2022 14:31:30.478025,"(26.0, 40.0, 38.0)","(21.0, 46.0, 45.6)","(20.0, 36.0, 32.0)","(1.95, 2.16, 2.1232835820895524)","(51.0, 130.0, 107.5)","(101.0, 310.0, 246.66666666666666)","(4.2, 4.8, 4.678021978021978)","(7.0, 12.5, 11.236842105263158)","(7.5, 13.5, 12.107142857142858)","(14.0, 25.0, 24.727272727272727)"
08-12-2022 14:31:31.923993,"(26.0, 40.0, 38.0)","(21.0, 46.0, 45.6)","(20.0, 36.0, 32.54545454545455)","(1.95, 2.16, 2.1232835820895524)","(51.0, 130.0, 121.66666666666667)","(101.0, 300.0, 246.66666666666666)","(4.2, 4.8, 4.678021978021978)","(7.0, 12.5, 12.055555555555555)","(8.0, 13.5, 12.107142857142858)","(14.0, 25.0, 24.727272727272727)"
08-12-2022 14:31:33.182719,"(26.0, 40.0, 39.16666666666667)","(21.0, 46.0, 45.6)","(20.0, 34.0, 32.833333333333336)","(1.95, 2.16, 2.1232835820895524)","(51.0, 130.0, 121.66666666666667)","(101.0, 300.0, 229.16666666666666)","(4.2, 4.8, 4.63728813559322)","(7.0, 12.5, 12.055555555555555)","(8.0, 13.5, 12.107142857142858)","(14.0, 25.0, 24.727272727272727)"
08-12-2022 14:31:34.350166,"(26.0, 40.0, 39.16666666666667)","(21.0, 46.0, 45.6)","(20.0, 34.0, 35.18181818181818)","(1.95, 2.16, 2.1232835820895524)","(51.0, 130.0, 121.66666666666667)","(101.0, 300.0, 229.16666666666666)","(4.2, 4.8, 4.63728813559322)","(7.0, 12.5, 12.166666666666666)","(8.0, 13.5, 12.107142857142858)","(14.0, 25.0, 24.727272727272727)"
08-12-2022 14:31:35.693457,"(26.0, 40.0, 38.666666666666664)","(21.0, 46.0, 45.714285714285715)","(20.0, 36.0, 35.18181818181818)","(1.95, 2.16, 2.1232835820895524)","(51.0, 130.0, 119.16666666666667)","(101.0, 300.0, 229.16666666666666)","(4.2, 4.8, 4.4759493670886075)","(7.0, 12.5, 10.738095238095237)","(8.0, 13.5, 12.473684210526315)","(14.0, 25.0, 24.727272727272727)"
08-12-2022 14:31:36.920478,"(26.0, 40.0, 39.16666666666667)","(21.0, 46.0, 45.714285714285715)","(20.0, 36.0, 34.5)","(1.95, 2.16, 2.1232835820895524)","(51.0, 130.0, 100.0)","(101.0, 300.0, 229.16666666666666)","(4.2, 4.8, 4.611764705882353)","(7.0, 12.5, 11.382352941176471)","(7.5, 13.5, 12.473684210526315)","(14.0, 25.0, 24.727272727272727)"
08-12-2022 14:31:38.201940,"(26.0, 40.0, 39.16666666666667)","(21.0, 46.0, 45.714285714285715)","(20.0, 36.0, 35.18181818181818)","(1.95, 2.16, 2.1232835820895524)","(51.0, 130.0, 100.0)","(101.0, 300.0, 229.16666666666666)","(4.2, 4.7, 4.611764705882353)","(7.0, 12.0, 11.382352941176471)","(8.0, 13.5, 12.473684210526315)","(14.0, 25.0, 24.5)"
08-12-2022 14:31:39.474991,"(26.0, 40.0, 37.333333333333336)","(21.0, 46.0, 45.714285714285715)","(20.0, 34.0, 32.0)","(1.95, 2.16, 2.1232835820895524)","(51.0, 130.0, 100.0)","(101.0, 300.0, 229.16666666666666)","(4.2, 4.7, 4.611764705882353)","(7.0, 12.0, 11.382352941176471)","(8.0, 13.5, 12.473684210526315)","(14.0, 25.0, 24.333333333333332)"
08-12-2022 14:31:40.693071,"(26.0, 40.0, 37.333333333333336)","(21.0, 46.0, 45.714285714285715)","(20.0, 34.0, 32.0)","(1.95, 2.16, 2.1232835820895524)","(51.0, 130.0, 100.0)","(101.0, 300.0, 229.16666666666666)","(4.2, 4.7, 4.50909090909091)","(7.0, 12.0, 12.60377358490566)","(8.0, 13.5, 12.473684210526315)","(14.0, 25.0, 22.5)"
08-12-2022 14:31:41.879187,"(26.0, 40.0, 37.333333333333336)","(21.0, 46.0, 45.714285714285715)","(20.0, 34.0, 32.666666666666664)","(1.95, 2.16, 2.105294117647059)","(51.0, 130.0, 100.0)","(101.0, 300.0, 229.16666666666666)","(4.2, 4.8, 4.50909090909091)","(7.0, 13.0, 12.631578947368421)","(8.0, 13.5, 12.473684210526315)","(14.0, 25.0, 21.52777777777778)"
08-12-2022 14:31:43.033286,"(26.0, 40.0, 37.333333333333336)","(21.0, 46.0, 45.714285714285715)","(20.0, 34.0, 32.666666666666664)","(1.95, 2.12, 2.105294117647059)","(51.0, 130.0, 100.0)","(101.0, 300.0, 229.16666666666666)","(4.2, 4.8, 4.50909090909091)","(7.0, 13.0, 10.764705882352942)","(8.0, 13.5, 12.473684210526315)","(14.0, 25.0, 22.933333333333334)"
08-12-2022 14:31:44.229035,"(26.0, 40.0, 37.333333333333336)","(21.0, 46.0, 45.714285714285715)","(20.0, 34.0, 32.666666666666664)","(1.95, 2.12, 2.105294117647059)","(51.0, 130.0, 100.0)","(101.0, 300.0, 166.66666666666666)","(4.2, 4.8, 4.50909090909091)","(7.0, 12.0, 10.75)","(8.0, 13.5, 12.473684210526315)","(14.0, 24.0, 22.933333333333334)"
08-12-2022 14:31:45.463136,"(26.0, 40.0, 39.16666666666667)","(21.0, 50.0, 49.42857142857143)","(20.0, 34.0, 32.666666666666664)","(1.95, 2.12, 2.105294117647059)","(51.0, 130.0, 100.0)","(101.0, 300.0, 166.66666666666666)","(4.2, 4.8, 4.491428571428572)","(7.0, 12.0, 10.75)","(8.0, 13.5, 12.473684210526315)","(14.0, 24.0, 23.157894736842106)"
08-12-2022 14:31:46.664765,"(26.0, 40.0, 38.0)","(21.0, 50.0, 49.0)","(20.0, 34.0, 33.111111111111114)","(1.95, 2.12, 2.105294117647059)","(51.0, 130.0, 110.0)","(101.0, 300.0, 166.66666666666666)","(4.2, 4.8, 4.491428571428572)","(7.0, 12.0, 10.75)","(8.0, 13.5, 12.473684210526315)","(14.0, 24.0, 22.933333333333334)"
08-12-2022 14:31:47.878525,"(26.0, 40.0, 38.0)","(26.0, 50.0, 49.0)","(21.0, 34.0, 32.4)","(1.95, 2.12, 2.105294117647059)","(51.0, 130.0, 121.42857142857143)","(101.0, 300.0, 166.66666666666666)","(4.2, 4.8, 4.491428571428572)","(7.5, 12.0, 10.75)","(8.0, 13.5, 12.473684210526315)","(14.0, 24.0, 22.5)"
08-12-2022 14:31:49.187414,"(26.0, 40.0, 38.0)","(26.0, 50.0, 49.0)","(21.0, 34.0, 33.22222222222222)","(1.95, 2.12, 2.1080952380952382)","(51.0, 130.0, 121.42857142857143)","(101.0, 300.0, 166.66666666666666)","(4.2, 4.8, 4.491428571428572)","(7.5, 12.0, 10.6875)","(8.0, 13.5, 12.473684210526315)","(14.0, 24.0, 22.5)"
08-12-2022 14:31:50.308973,"(26.0, 40.0, 38.0)","(26.0, 50.0, 49.0)","(21.0, 34.0, 33.22222222222222)","(1.95, 2.12, 2.1080952380952382)","(51.0, 130.0, 107.5)","(101.0, 300.0, 190.0)","(4.2, 4.8, 4.491428571428572)","(7.5, 12.0, 10.6875)","(8.0, 13.5, 12.777777777777779)","(14.0, 24.0, 21.666666666666668)"
08-12-2022 14:31:51.524306,"(26.0, 40.0, 37.333333333333336)","(26.0, 46.0, 45.666666666666664)","(21.0, 32.0, 30.0)","(1.95, 2.12, 2.1080952380952382)","(51.0, 120.0, 107.5)","(101.0, 290.0, 190.0)","(4.2, 4.8, 4.491428571428572)","(7.5, 12.0, 10.6875)","(8.0, 13.5, 12.777777777777779)","(14.0, 25.0, 22.0)"
08-12-2022 14:31:52.816391,"(26.0, 40.0, 37.333333333333336)","(26.0, 46.0, 45.666666666666664)","(21.0, 32.0, 30.0)","(1.95, 2.12, 2.112727272727273)","(51.0, 120.0, 100.0)","(101.0, 290.0, 193.33333333333334)","(4.2, 4.8, 4.491428571428572)","(7.5, 12.0, 10.6875)","(8.0, 13.5, 12.777777777777779)","(14.0, 25.0, 22.115384615384617)"
08-12-2022 14:31:54.075989,"(26.0, 40.0, 37.333333333333336)","(26.0, 46.0, 45.666666666666664)","(21.0, 32.0, 30.0)","(1.95, 2.12, 2.112727272727273)","(51.0, 110.0, 100.0)","(101.0, 280.0, 190.0)","(4.2, 4.8, 4.676363636363636)","(7.5, 12.0, 10.636363636363637)","(8.0, 13.5, 12.85)","(14.0, 25.0, 22.115384615384617)"
08-12-2022 14:31:55.519071,"(26.0, 40.0, 37.333333333333336)","(26.0, 46.0, 45.666666666666664)","(21.0, 32.0, 30.0)","(1.95, 2.12, 2.112727272727273)","(51.0, 110.0, 100.0)","(101.0, 270.0, 180.0)","(4.2, 4.9, 4.659154929577465)","(7.5, 12.0, 10.6875)","(8.0, 13.5, 12.85)","(14.0, 25.0, 21.692307692307693)"
08-12-2022 14:31:56.738952,"(26.0, 40.0, 37.333333333333336)","(26.0, 46.0, 45.666666666666664)","(21.0, 32.0, 31.0)","(1.95, 2.12, 2.109247311827957)","(51.0, 110.0, 100.0)","(101.0, 260.0, 241.53846153846155)","(4.2, 4.9, 4.659154929577465)","(7.5, 12.0, 10.6)","(8.0, 13.5, 12.880952380952381)","(14.0, 24.0, 21.5)"
08-12-2022 14:31:58.010583,"(26.0, 40.0, 38.888888888888886)","(26.0, 46.0, 45.666666666666664)","(21.0, 34.0, 31.0)","(1.95, 2.12, 2.109247311827957)","(51.0, 110.0, 100.0)","(101.0, 260.0, 250.0)","(4.2, 4.9, 4.659154929577465)","(7.5, 11.5, 10.470338983050848)","(8.0, 13.5, 12.880952380952381)","(14.0, 24.0, 21.5)"
08-12-2022 14:31:59.282335,"(26.0, 40.0, 38.888888888888886)","(26.0, 55.0, 45.666666666666664)","(21.0, 34.0, 31.0)","(1.95, 2.12, 2.109247311827957)","(51.0, 110.0, 100.0)","(101.0, 270.0, 233.0769230769231)","(4.2, 4.9, 4.697560975609756)","(7.5, 11.5, 10.470338983050848)","(8.0, 13.5, 12.880952380952381)","(14.0, 24.0, 23.318181818181817)"
08-12-2022 14:32:00.503253,"(26.0, 40.0, 38.888888888888886)","(26.0, 50.0, 49.0)","(21.0, 34.0, 31.0)","(1.95, 2.12, 2.109247311827957)","(51.0, 110.0, 100.0)","(101.0, 250.0, 170.0)","(4.2, 4.8, 4.7043478260869565)","(7.5, 11.5, 10.347368421052632)","(8.0, 13.5, 14.346153846153847)","(14.0, 24.0, 22.789473684210527)"
