,Magic Tale,Mine Master,Alvin Rose,Casino Rose,Psychotic Babe,Sort Of Sublime,Wickham
11-01-2023 12:36:24.121007,"(2.6, 3.2, 3.154268292682927)","(9.0, 10.5, 10.325)","(2.9, 3.35, 3.33130081300813)","(21.0, 28.0, 26.333333333333332)","(4.0, 5.5, 5.325)","(18.0, 23.0, 21.736842105263158)","(31.0, 60.0, 54.0)"
11-01-2023 12:36:25.607801,"(2.6, 3.2, 3.19)","(9.0, 10.5, 10.08695652173913)","(2.9, 3.35, 3.328409090909091)","(21.0, 28.0, 26.894736842105264)","(4.0, 5.5, 5.254054054054054)","(18.0, 23.0, 21.5)","(31.0, 60.0, 53.8235294117647)"
11-01-2023 12:36:26.982701,"(2.6, 3.4, 3.3904411764705884)","(9.0, 10.5, 10.194444444444445)","(2.9, 3.35, 3.2641666666666667)","(21.0, 27.0, 24.444444444444443)","(4.0, 5.4, 5.213793103448276)","(17.0, 22.0, 21.866666666666667)","(31.0, 60.0, 52.22222222222222)"
11-01-2023 12:36:28.267675,"(2.6, 3.3, 3.285869565217391)","(9.0, 10.5, 10.185185185185185)","(2.9, 3.3, 3.1696)","(21.0, 28.0, 25.333333333333332)","(4.0, 5.4, 5.300000000000001)","(17.0, 22.0, 21.866666666666667)","(31.0, 60.0, 52.0)"
11-01-2023 12:36:29.672822,"(2.6, 3.3, 3.2705128205128204)","(9.0, 10.5, 10.395833333333334)","(2.9, 3.2, 3.165625)","(21.0, 28.0, 27.5)","(4.0, 5.4, 5.418181818181818)","(17.0, 22.0, 21.363636363636363)","(31.0, 60.0, 55.2)"
11-01-2023 12:36:31.110443,"(2.6, 3.3, 3.281188118811881)","(9.0, 10.5, 10.340909090909092)","(2.9, 3.2, 3.1703125)","(21.0, 28.0, 27.84375)","(4.0, 5.5, 5.472727272727273)","(17.0, 22.0, 21.225806451612904)","(31.0, 60.0, 51.724137931034484)"
11-01-2023 12:36:32.478225,"(2.6, 3.4, 5001.125)","(9.0, 10.5, 9998.5)","(2.9, 3.2, 9998.5)","(21.0, 28.0, 9998.5)","(4.0, 5.5, 9998.5)","(17.0, 22.0, 9998.5)","(31.0, 60.0, 9998.5)"
11-01-2023 12:36:33.801733,"(2.6, 99998, 9998.5)","(9.0, 99998, 9998.5)","(2.9, 99998, 9998.5)","(21.0, 99998, 9998.5)","(4.0, 99998, 9998.5)","(17.0, 99998, 9998.5)","(31.0, 99998, 9998.5)"
11-01-2023 12:36:35.029187,"(2.6, 99998, 9998.5)","(9.0, 99998, 9998.5)","(2.9, 99998, 9998.5)","(21.0, 99998, 9998.5)","(4.0, 99998, 9998.5)","(17.0, 99998, 9998.5)","(31.0, 99998, 9998.5)"
11-01-2023 12:36:36.327448,"(2.6, 99998, 9998.5)","(9.0, 99998, 9998.5)","(2.9, 99998, 9998.5)","(21.0, 99998, 9998.5)","(4.0, 99998, 9998.5)","(17.0, 99998, 9998.5)","(31.0, 99998, 9998.5)"
11-01-2023 12:36:37.555141,"(2.6, 99998, 9998.5)","(9.0, 99998, 9998.5)","(2.8, 99998, 9998.5)","(21.0, 99998, 9998.5)","(4.0, 99998, 9998.5)","(17.0, 99998, 9998.5)","(31.0, 99998, 9998.5)"
11-01-2023 12:36:38.841728,"(2.6, 99998, 9998.5)","(9.0, 99998, 9998.5)","(2.8, 99998, 9998.5)","(21.0, 99998, 9998.5)","(4.0, 99998, 9998.5)","(17.0, 99998, 9998.5)","(31.0, 99998, 9998.5)"
11-01-2023 12:36:40.271223,"(2.6, 99998, 9998.5)","(9.0, 99998, 9998.5)","(2.8, 99998, 9998.5)","(21.0, 99998, 9998.5)","(4.0, 99998, 9998.5)","(17.0, 99998, 9998.5)","(31.0, 99998, 9998.5)"
11-01-2023 12:36:41.752890,"(2.6, 99998, 9998.5)","(9.0, 99998, 9998.5)","(2.8, 99998, 9998.5)","(21.0, 99998, 9998.5)","(4.0, 99998, 9998.5)","(17.0, 99998, 9998.5)","(31.0, 99998, 9998.5)"
11-01-2023 12:36:43.169289,"(2.6, 99998, 9998.5)","(9.0, 99998, 9998.5)","(2.8, 99998, 9998.5)","(21.0, 99998, 9998.5)","(4.0, 99998, 9998.5)","(17.0, 99998, 9998.5)","(31.0, 99998, 9998.5)"
11-01-2023 12:36:44.419343,"(2.6, 99998, 9998.5)","(9.0, 99998, 9998.5)","(2.8, 99998, 9998.5)","(21.0, 99998, 9998.5)","(4.0, 99998, 9998.5)","(17.0, 99998, 9998.5)","(31.0, 99998, 9998.5)"
11-01-2023 12:36:46.253822,"(2.6, 99998, 9998.5)","(9.0, 99998, 9998.5)","(2.8, 99998, 9998.5)","(21.0, 99998, 9998.5)","(4.0, 99998, 9998.5)","(17.0, 99998, 9998.5)","(31.0, 99998, 9998.5)"
11-01-2023 12:36:48.018720,"(2.6, 99998, 9998.5)","(9.0, 99998, 9998.5)","(2.8, 99998, 9998.5)","(21.0, 99998, 9998.5)","(4.0, 99998, 9998.5)","(17.0, 99998, 9998.5)","(31.0, 99998, 9998.5)"
