,Joyous Sensation,Princess Warrior,Bush Tiger,High Action,Trojan Package,Joey Mac,Coco Lilly,Fly Havoc
10-01-2023 15:17:11.287294,"(6.0, 9.4, 8.84)","(61.0, 470.0, 375.0)","(7.5, 16.0, 15.444444444444445)","(4.2, 6.6, 5.516666666666667)","(2.0, 2.32, 2.092)","(10.0, 34.0, 29.5)","(15.0, 23.0, 19.705882352941178)","(11.0, 19.5, 16.75)"
10-01-2023 15:17:12.578295,"(6.0, 9.4, 8.84)","(61.0, 570.0, 325.0)","(7.5, 16.0, 15.444444444444445)","(4.2, 6.6, 5.516666666666667)","(2.0, 2.32, 2.092)","(10.0, 34.0, 29.5)","(15.0, 23.0, 19.77777777777778)","(11.0, 19.5, 16.75)"
10-01-2023 15:17:13.794476,"(6.0, 9.4, 8.84)","(61.0, 470.0, 325.0)","(7.5, 16.0, 15.444444444444445)","(4.2, 6.6, 5.516666666666667)","(2.0, 2.32, 2.092)","(10.0, 34.0, 29.5)","(15.0, 22.0, 20.0)","(11.0, 19.5, 16.75)"
10-01-2023 15:17:15.092217,"(6.0, 9.4, 8.84)","(61.0, 470.0, 325.0)","(7.5, 16.0, 15.444444444444445)","(4.2, 6.6, 5.516666666666667)","(2.0, 2.32, 2.124)","(10.0, 34.0, 29.5)","(15.0, 22.0, 18.727272727272727)","(11.0, 19.5, 16.75)"
10-01-2023 15:17:16.501051,"(6.0, 9.4, 8.84)","(61.0, 470.0, 325.0)","(7.5, 16.0, 15.444444444444445)","(4.2, 6.6, 5.516666666666667)","(2.0, 2.3, 2.124)","(10.0, 34.0, 29.5)","(15.0, 22.0, 18.727272727272727)","(11.0, 19.5, 16.75)"
10-01-2023 15:17:17.931482,"(6.0, 9.4, 8.84)","(61.0, 470.0, 375.0)","(7.5, 16.0, 15.444444444444445)","(4.2, 6.6, 5.516666666666667)","(2.0, 2.3, 2.124)","(10.0, 34.0, 29.5)","(15.0, 22.0, 18.318181818181817)","(11.0, 19.5, 16.75)"
10-01-2023 15:17:19.375947,"(6.0, 9.4, 8.84)","(61.0, 570.0, 375.0)","(7.5, 16.0, 15.444444444444445)","(4.2, 6.6, 5.516666666666667)","(2.0, 2.3, 2.124)","(10.0, 34.0, 29.5)","(15.0, 22.0, 19.25)","(11.0, 19.5, 16.75)"
10-01-2023 15:17:20.789661,"(6.0, 9.4, 8.84)","(61.0, 570.0, 375.0)","(7.5, 16.0, 15.444444444444445)","(4.2, 6.6, 5.516666666666667)","(2.0, 2.3, 2.124)","(10.0, 34.0, 29.5)","(15.0, 21.0, 18.136363636363637)","(11.0, 19.5, 16.75)"
10-01-2023 15:17:22.330958,"(6.0, 9.4, 8.84)","(61.0, 570.0, 375.0)","(7.5, 16.0, 15.444444444444445)","(4.2, 6.6, 5.516666666666667)","(2.0, 2.3, 2.124)","(10.0, 34.0, 29.5)","(15.0, 21.0, 18.136363636363637)","(11.0, 19.5, 16.75)"
10-01-2023 15:17:23.803076,"(6.0, 9.4, 8.84)","(61.0, 570.0, 375.0)","(7.5, 16.0, 15.444444444444445)","(4.2, 6.6, 5.516666666666667)","(2.0, 2.3, 2.124)","(10.0, 34.0, 29.5)","(15.0, 21.0, 18.136363636363637)","(11.0, 19.5, 16.75)"
10-01-2023 15:17:25.239832,"(6.0, 9.4, 8.84)","(61.0, 570.0, 375.0)","(7.5, 16.0, 15.444444444444445)","(4.2, 6.6, 5.516666666666667)","(2.0, 2.3, 2.124)","(10.0, 34.0, 29.5)","(15.0, 21.0, 18.136363636363637)","(11.0, 19.5, 16.75)"
10-01-2023 15:17:26.614512,"(6.0, 9.4, 8.84)","(61.0, 570.0, 375.0)","(7.5, 16.0, 15.444444444444445)","(4.2, 6.6, 5.516666666666667)","(2.0, 2.3, 2.124)","(10.0, 34.0, 29.5)","(15.0, 21.0, 18.136363636363637)","(11.0, 19.5, 16.75)"
10-01-2023 15:17:27.937644,"(6.0, 9.4, 8.84)","(61.0, 570.0, 325.0)","(7.5, 16.0, 15.444444444444445)","(4.2, 6.6, 5.516666666666667)","(2.0, 2.3, 2.124)","(10.0, 34.0, 29.5)","(15.0, 21.0, 18.75)","(11.0, 19.5, 16.75)"
10-01-2023 15:17:29.332003,"(6.0, 9.4, 8.84)","(61.0, 470.0, 325.0)","(7.5, 16.0, 15.444444444444445)","(4.2, 6.6, 5.516666666666667)","(2.0, 2.3, 2.124)","(10.0, 34.0, 29.5)","(15.0, 20.0, 18.75)","(11.0, 19.5, 16.75)"
10-01-2023 15:17:30.722665,"(6.0, 9.4, 8.84)","(61.0, 470.0, 330.0)","(7.5, 16.0, 15.444444444444445)","(4.2, 6.6, 5.516666666666667)","(2.0, 2.3, 2.124)","(10.0, 34.0, 29.5)","(15.0, 20.0, 18.0)","(11.0, 19.5, 16.75)"
10-01-2023 15:17:32.100743,"(6.0, 9.4, 8.84)","(61.0, 470.0, 330.0)","(7.5, 16.0, 15.444444444444445)","(4.2, 6.6, 5.516666666666667)","(2.0, 2.3, 2.124)","(10.0, 34.0, 29.5)","(15.0, 20.0, 18.0)","(11.0, 19.5, 16.75)"
10-01-2023 15:17:33.454811,"(6.0, 9.4, 8.84)","(61.0, 470.0, 330.0)","(7.5, 16.0, 15.444444444444445)","(4.2, 6.6, 5.516666666666667)","(2.0, 2.3, 2.124)","(10.0, 34.0, 29.5)","(15.0, 20.0, 18.0)","(11.0, 19.5, 16.75)"
10-01-2023 15:17:34.846082,"(6.0, 9.4, 8.84)","(61.0, 470.0, 330.0)","(7.5, 16.0, 15.444444444444445)","(4.2, 6.6, 5.516666666666667)","(2.0, 2.3, 2.124)","(10.0, 34.0, 29.5)","(15.0, 20.0, 18.0)","(11.0, 19.5, 16.75)"
10-01-2023 15:17:36.232027,"(6.0, 9.4, 8.84)","(61.0, 470.0, 330.0)","(7.5, 16.0, 15.444444444444445)","(4.2, 6.6, 5.516666666666667)","(2.0, 2.3, 2.124)","(10.0, 34.0, 29.5)","(15.0, 20.0, 18.125)","(11.0, 19.5, 16.75)"
10-01-2023 15:17:37.604325,"(6.0, 9.4, 8.84)","(61.0, 470.0, 330.0)","(7.5, 16.0, 15.444444444444445)","(4.2, 6.6, 5.516666666666667)","(2.0, 2.3, 2.124)","(10.0, 34.0, 29.5)","(15.0, 20.0, 18.785714285714285)","(11.0, 19.5, 16.75)"
10-01-2023 15:17:38.911632,"(6.0, 9.4, 8.84)","(61.0, 470.0, 330.0)","(7.5, 16.0, 15.444444444444445)","(4.2, 6.6, 5.516666666666667)","(2.0, 2.3, 2.124)","(10.0, 34.0, 29.5)","(15.0, 19.5, 17.526315789473685)","(11.0, 19.5, 16.75)"
10-01-2023 15:17:40.248026,"(6.0, 9.4, 8.84)","(61.0, 470.0, 330.0)","(7.5, 16.0, 15.444444444444445)","(4.2, 6.6, 5.516666666666667)","(2.0, 2.3, 2.124)","(10.0, 34.0, 29.5)","(15.0, 19.5, 17.526315789473685)","(11.0, 19.5, 16.75)"
10-01-2023 15:17:41.596064,"(6.0, 9.4, 8.84)","(61.0, 470.0, 330.0)","(7.5, 16.0, 15.444444444444445)","(4.2, 6.6, 5.516666666666667)","(2.0, 2.3, 2.124)","(10.0, 34.0, 29.5)","(15.0, 19.5, 17.526315789473685)","(11.0, 19.5, 16.75)"
10-01-2023 15:17:42.902553,"(6.0, 9.4, 8.84)","(61.0, 470.0, 330.0)","(7.5, 16.0, 15.444444444444445)","(4.2, 6.6, 5.516666666666667)","(2.0, 2.3, 2.124)","(10.0, 34.0, 29.5)","(15.0, 19.5, 17.13157894736842)","(11.0, 19.5, 16.75)"
10-01-2023 15:17:44.249090,"(6.0, 9.4, 8.84)","(61.0, 470.0, 330.0)","(7.5, 16.0, 15.444444444444445)","(4.2, 6.6, 5.516666666666667)","(2.0, 2.3, 2.124)","(10.0, 34.0, 29.5)","(15.0, 19.5, 17.13157894736842)","(11.0, 19.5, 16.75)"
10-01-2023 15:17:45.557527,"(6.0, 9.4, 8.84)","(61.0, 470.0, 330.0)","(7.5, 16.0, 15.444444444444445)","(4.2, 6.6, 5.408333333333333)","(2.0, 2.3, 2.124)","(10.0, 34.0, 29.5)","(15.0, 19.5, 17.3)","(11.0, 19.5, 16.75)"
10-01-2023 15:17:46.910790,"(6.0, 9.4, 8.84)","(61.0, 470.0, 330.0)","(7.5, 16.0, 15.444444444444445)","(4.2, 6.6, 5.392857142857142)","(2.0, 2.3, 2.124)","(10.0, 34.0, 29.5)","(15.0, 19.5, 17.3)","(11.0, 19.5, 16.75)"
10-01-2023 15:17:48.238515,"(6.0, 9.4, 8.84)","(61.0, 470.0, 330.0)","(7.5, 16.0, 15.444444444444445)","(4.2, 6.6, 5.392857142857142)","(2.0, 2.3, 2.124)","(10.0, 34.0, 29.5)","(15.0, 19.5, 17.3)","(11.0, 19.5, 16.75)"
10-01-2023 15:17:49.499345,"(6.0, 9.4, 8.84)","(61.0, 470.0, 330.0)","(7.5, 16.0, 15.444444444444445)","(4.2, 6.2, 5.783333333333333)","(2.0, 2.3, 2.124)","(10.0, 34.0, 29.5)","(15.0, 19.5, 17.3)","(11.0, 19.5, 16.75)"
10-01-2023 15:17:50.772247,"(6.0, 9.4, 8.84)","(61.0, 470.0, 330.0)","(7.5, 16.0, 15.583333333333334)","(4.2, 6.2, 5.8875)","(2.0, 2.3, 2.124)","(10.0, 34.0, 29.5)","(15.0, 19.5, 17.3)","(11.0, 19.5, 16.75)"
10-01-2023 15:17:52.114533,"(6.0, 9.4, 8.84)","(61.0, 470.0, 330.0)","(7.5, 16.0, 15.583333333333334)","(4.2, 6.2, 5.8875)","(2.0, 2.3, 2.124)","(10.0, 34.0, 29.5)","(15.0, 19.5, 17.3)","(11.0, 19.5, 16.75)"
10-01-2023 15:17:53.404061,"(6.0, 9.4, 8.84)","(61.0, 470.0, 330.0)","(7.5, 16.0, 15.583333333333334)","(4.2, 6.2, 5.8875)","(2.0, 2.3, 2.124)","(10.0, 34.0, 29.5)","(15.0, 19.5, 17.3)","(11.0, 19.5, 16.75)"
10-01-2023 15:17:54.781222,"(6.0, 9.4, 8.84)","(61.0, 470.0, 376.66666666666663)","(7.5, 16.0, 15.583333333333334)","(4.2, 6.2, 5.8875)","(2.0, 2.3, 2.124)","(10.0, 34.0, 29.5)","(15.0, 19.5, 17.3)","(11.0, 19.5, 16.75)"
10-01-2023 15:17:56.851132,"(6.0, 9.4, 8.84)","(61.0, 470.0, 380.0)","(7.5, 16.0, 15.583333333333334)","(4.2, 6.2, 5.68125)","(2.0, 2.3, 2.124)","(10.0, 34.0, 29.5)","(15.0, 19.5, 17.3)","(11.0, 19.5, 16.75)"
10-01-2023 15:17:58.411152,"(6.0, 9.4, 8.84)","(61.0, 470.0, 380.0)","(7.5, 16.0, 15.583333333333334)","(4.2, 5.9, 5.652941176470589)","(2.0, 2.3, 2.124)","(10.0, 34.0, 29.5)","(15.0, 19.5, 17.3)","(11.0, 19.5, 16.75)"
10-01-2023 15:17:59.747697,"(6.0, 9.4, 8.84)","(61.0, 470.0, 380.0)","(7.5, 16.0, 15.444444444444445)","(4.2, 5.9, 5.3375)","(2.0, 2.3, 2.124)","(10.0, 34.0, 29.5)","(15.0, 19.5, 17.3)","(11.0, 19.5, 16.75)"
10-01-2023 15:18:01.191028,"(6.0, 9.4, 8.84)","(61.0, 470.0, 446.66666666666663)","(7.5, 16.0, 15.583333333333334)","(4.2, 5.9, 5.382608695652174)","(2.0, 2.3, 2.124)","(10.0, 34.0, 29.5)","(15.0, 19.5, 17.3)","(11.0, 19.5, 16.75)"
10-01-2023 15:18:02.528307,"(6.0, 9.4, 8.84)","(61.0, 570.0, 446.66666666666663)","(7.5, 16.0, 15.583333333333334)","(4.2, 5.8, 5.285714285714286)","(2.0, 2.3, 2.0933333333333333)","(10.0, 34.0, 29.5)","(15.0, 19.5, 17.3)","(11.0, 19.5, 16.75)"
10-01-2023 15:18:03.901333,"(6.0, 9.4, 8.84)","(61.0, 560.0, 440.0)","(7.5, 16.0, 15.583333333333334)","(4.2, 5.8, 5.285714285714286)","(2.0, 2.28, 2.2466666666666666)","(10.0, 34.0, 30.210526315789473)","(15.0, 19.5, 17.3)","(11.0, 19.5, 16.75)"
10-01-2023 15:18:05.272013,"(6.0, 9.4, 8.84)","(61.0, 560.0, 380.0)","(7.5, 16.0, 15.583333333333334)","(4.2, 5.8, 5.131818181818182)","(2.0, 2.28, 2.118)","(10.0, 34.0, 30.210526315789473)","(15.0, 19.5, 17.3)","(11.0, 19.5, 16.75)"
10-01-2023 15:18:06.663712,"(6.0, 9.4, 8.84)","(61.0, 470.0, 380.0)","(7.5, 16.0, 15.583333333333334)","(4.2, 5.8, 4.947058823529412)","(2.0, 2.28, 2.118)","(10.0, 34.0, 30.210526315789473)","(15.0, 19.5, 17.3)","(11.0, 19.5, 16.75)"
10-01-2023 15:18:07.962195,"(6.0, 9.4, 8.84)","(61.0, 470.0, 380.0)","(7.5, 16.0, 15.583333333333334)","(4.2, 5.7, 5.091176470588235)","(2.0, 2.28, 2.118)","(10.0, 34.0, 30.210526315789473)","(15.0, 19.5, 17.3)","(11.0, 19.5, 16.75)"
10-01-2023 15:18:09.238842,"(6.0, 9.4, 9.0)","(61.0, 470.0, 335.0)","(7.5, 16.0, 15.583333333333334)","(4.2, 5.7, 5.196)","(2.0, 2.28, 2.118)","(10.0, 34.0, 31.6)","(15.0, 19.5, 17.3)","(11.0, 19.5, 19.0)"
10-01-2023 15:18:10.539244,"(6.0, 9.4, 9.0)","(61.0, 470.0, 335.0)","(7.5, 16.0, 15.583333333333334)","(4.2, 5.7, 5.125925925925926)","(2.0, 2.28, 2.118)","(10.0, 34.0, 31.6)","(15.0, 19.5, 17.3)","(11.0, 19.5, 19.045454545454547)"
10-01-2023 15:18:11.879924,"(6.0, 9.4, 9.0)","(61.0, 470.0, 335.0)","(7.5, 16.0, 15.583333333333334)","(4.2, 5.6, 5.441666666666666)","(2.0, 2.28, 2.136)","(10.0, 34.0, 31.0)","(15.0, 19.5, 17.3)","(11.0, 19.5, 19.045454545454547)"
10-01-2023 15:18:13.171266,"(6.0, 9.4, 9.0)","(61.0, 470.0, 335.0)","(7.5, 16.0, 15.583333333333334)","(4.2, 5.5, 5.266666666666667)","(2.0, 2.28, 2.2399999999999998)","(10.0, 34.0, 31.0)","(15.0, 19.5, 17.3)","(11.0, 19.5, 19.045454545454547)"
10-01-2023 15:18:14.504737,"(6.0, 9.4, 9.0)","(61.0, 470.0, 335.0)","(7.5, 16.0, 15.583333333333334)","(4.2, 5.5, 5.0)","(2.0, 2.28, 2.238)","(10.0, 34.0, 31.0)","(15.0, 19.5, 17.3)","(11.0, 19.5, 19.0)"
10-01-2023 15:18:15.813140,"(6.0, 9.4, 8.2)","(61.0, 470.0, 335.0)","(7.5, 16.0, 15.583333333333334)","(4.2, 5.5, 5.0)","(2.0, 2.28, 2.172)","(10.0, 34.0, 31.0)","(15.0, 19.5, 17.3)","(11.0, 19.5, 16.456521739130434)"
10-01-2023 15:18:17.166204,"(6.0, 9.4, 8.3)","(61.0, 470.0, 335.0)","(7.5, 16.0, 15.583333333333334)","(4.2, 5.5, 5.0)","(2.0, 2.28, 2.172)","(10.0, 34.0, 31.0)","(15.0, 19.5, 17.3)","(11.0, 19.5, 16.456521739130434)"
10-01-2023 15:18:18.465545,"(6.0, 9.4, 8.3)","(61.0, 470.0, 335.0)","(7.5, 16.0, 15.583333333333334)","(4.2, 5.5, 5.04)","(2.0, 2.28, 2.172)","(10.0, 34.0, 31.0)","(15.0, 19.5, 17.3)","(11.0, 19.5, 15.653846153846153)"
10-01-2023 15:18:19.753321,"(6.0, 9.4, 8.3)","(61.0, 470.0, 385.0)","(7.5, 16.0, 15.583333333333334)","(4.2, 5.4, 4.956521739130435)","(2.0, 2.28, 2.172)","(10.0, 34.0, 31.0)","(15.0, 19.5, 17.3)","(11.0, 19.5, 15.653846153846153)"
10-01-2023 15:18:21.207678,"(6.0, 9.4, 8.3)","(61.0, 570.0, 385.0)","(7.5, 16.0, 15.583333333333334)","(4.2, 5.4, 4.885714285714285)","(2.0, 2.28, 2.172)","(10.0, 34.0, 31.0)","(15.0, 19.5, 17.3)","(11.0, 19.5, 15.653846153846153)"
10-01-2023 15:18:22.562812,"(6.0, 9.4, 7.42)","(61.0, 570.0, 385.0)","(7.5, 16.0, 15.583333333333334)","(4.2, 5.4, 4.95)","(2.0, 2.28, 2.254285714285714)","(10.0, 34.0, 31.0)","(15.0, 19.5, 17.3)","(11.0, 19.5, 15.653846153846153)"
10-01-2023 15:18:23.873222,"(6.0, 9.6, 8.28)","(61.0, 570.0, 385.0)","(7.5, 16.0, 15.583333333333334)","(4.2, 5.3, 4.9411764705882355)","(2.0, 2.28, 2.2527272727272725)","(10.0, 34.0, 30.0)","(15.0, 19.5, 17.3)","(11.0, 19.5, 15.333333333333334)"
10-01-2023 15:18:25.223992,"(6.0, 9.6, 9.151020408163266)","(61.0, 570.0, 385.0)","(7.5, 16.0, 15.583333333333334)","(4.2, 5.2, 4.9411764705882355)","(2.0, 2.28, 2.253913043478261)","(10.0, 34.0, 30.0)","(15.0, 19.5, 17.3)","(11.0, 19.5, 15.333333333333334)"
10-01-2023 15:18:26.581779,"(6.0, 9.6, 7.781818181818181)","(61.0, 570.0, 385.0)","(7.5, 16.0, 15.583333333333334)","(4.2, 5.2, 4.933333333333334)","(2.0, 2.28, 2.253913043478261)","(10.0, 34.0, 30.0)","(15.0, 19.5, 17.3)","(11.0, 19.5, 15.333333333333334)"
10-01-2023 15:18:27.977899,"(6.0, 9.6, 7.781818181818181)","(61.0, 570.0, 385.0)","(7.5, 16.0, 15.583333333333334)","(4.2, 5.2, 5.175)","(2.0, 2.28, 2.2527272727272725)","(10.0, 34.0, 30.0)","(15.0, 19.5, 17.3)","(11.0, 19.5, 15.333333333333334)"
10-01-2023 15:18:29.306801,"(6.0, 9.6, 7.781818181818181)","(61.0, 570.0, 385.0)","(7.5, 16.0, 15.583333333333334)","(4.2, 5.3, 5.176923076923077)","(2.0, 2.28, 2.2527272727272725)","(10.0, 34.0, 30.0)","(15.0, 19.5, 17.3)","(11.0, 19.5, 15.333333333333334)"
10-01-2023 15:18:30.622369,"(6.0, 9.6, 7.781818181818181)","(61.0, 470.0, 380.0)","(7.5, 16.0, 15.583333333333334)","(4.2, 5.3, 5.2176470588235295)","(2.0, 2.28, 2.256)","(10.0, 34.0, 30.0)","(15.0, 19.5, 17.3)","(11.0, 19.5, 15.333333333333334)"
10-01-2023 15:18:31.963389,"(6.0, 9.6, 7.781818181818181)","(61.0, 470.0, 340.0)","(7.5, 16.0, 15.583333333333334)","(4.2, 5.3, 5.222222222222222)","(2.0, 2.28, 2.256)","(10.0, 34.0, 30.0)","(15.0, 19.5, 17.3)","(11.0, 19.5, 15.333333333333334)"
10-01-2023 15:18:33.355576,"(6.0, 9.6, 7.781818181818181)","(61.0, 470.0, 340.0)","(7.5, 16.0, 15.583333333333334)","(4.2, 5.3, 5.172727272727273)","(2.0, 2.28, 2.256)","(10.0, 34.0, 30.0)","(15.0, 19.5, 17.3)","(11.0, 19.5, 15.333333333333334)"
10-01-2023 15:18:34.716378,"(6.0, 9.6, 7.781818181818181)","(61.0, 470.0, 340.0)","(7.5, 16.0, 15.583333333333334)","(4.2, 5.3, 5.172727272727273)","(2.0, 2.28, 2.256)","(10.0, 34.0, 30.0)","(15.0, 19.5, 17.3)","(11.0, 19.5, 15.333333333333334)"
10-01-2023 15:18:36.000995,"(6.0, 9.6, 7.781818181818181)","(61.0, 470.0, 340.0)","(7.5, 16.0, 15.583333333333334)","(4.2, 5.3, 5.172727272727273)","(2.0, 2.28, 2.256)","(10.0, 34.0, 30.0)","(15.0, 19.5, 17.3)","(11.0, 19.5, 15.333333333333334)"
10-01-2023 15:18:37.268499,"(6.0, 9.6, 7.781818181818181)","(61.0, 470.0, 340.0)","(7.5, 16.0, 15.583333333333334)","(4.2, 5.3, 5.172727272727273)","(2.0, 2.28, 2.256)","(10.0, 34.0, 30.0)","(15.0, 19.5, 17.3)","(11.0, 19.5, 15.333333333333334)"
10-01-2023 15:18:38.596677,"(6.0, 9.6, 7.781818181818181)","(61.0, 470.0, 340.0)","(7.5, 16.0, 15.583333333333334)","(4.2, 5.3, 5.22)","(2.0, 2.28, 2.256)","(10.0, 34.0, 30.0)","(15.0, 19.5, 17.3)","(11.0, 19.5, 15.333333333333334)"
10-01-2023 15:18:39.911710,"(6.0, 9.6, 7.781818181818181)","(61.0, 470.0, 340.0)","(7.5, 16.0, 15.583333333333334)","(4.2, 5.3, 5.22)","(2.0, 2.28, 2.2246153846153844)","(10.0, 34.0, 30.0)","(15.0, 19.5, 17.3)","(11.0, 19.5, 15.333333333333334)"
10-01-2023 15:18:41.291826,"(6.0, 9.6, 7.781818181818181)","(61.0, 470.0, 340.0)","(7.5, 16.0, 15.375)","(4.2, 5.3, 5.22)","(2.0, 2.28, 2.2246153846153844)","(10.0, 34.0, 30.0)","(15.0, 19.5, 17.3)","(11.0, 19.5, 15.333333333333334)"
10-01-2023 15:18:42.956474,"(6.0, 9.6, 7.781818181818181)","(61.0, 470.0, 340.0)","(8.0, 16.5, 15.115384615384615)","(4.2, 5.3, 5.061111111111111)","(2.0, 2.28, 2.2246153846153844)","(10.0, 34.0, 30.0)","(14.0, 19.5, 17.3)","(11.0, 19.5, 15.333333333333334)"
10-01-2023 15:18:44.397735,"(6.0, 9.6, 7.781818181818181)","(61.0, 470.0, 340.0)","(8.0, 16.5, 15.375)","(4.2, 5.2, 5.166666666666666)","(2.0, 2.28, 2.2246153846153844)","(10.0, 34.0, 30.0)","(14.0, 19.5, 17.3)","(11.0, 19.5, 15.333333333333334)"
10-01-2023 15:18:45.806390,"(6.0, 9.6, 7.781818181818181)","(61.0, 470.0, 340.0)","(8.0, 16.5, 15.375)","(4.2, 5.3, 5.166666666666666)","(2.0, 2.28, 2.2246153846153844)","(10.0, 34.0, 30.0)","(14.0, 19.5, 17.3)","(11.0, 19.5, 15.333333333333334)"
10-01-2023 15:18:47.162037,"(6.0, 9.6, 7.781818181818181)","(61.0, 470.0, 340.0)","(8.0, 16.5, 15.375)","(4.2, 5.3, 5.166666666666666)","(2.0, 2.28, 2.2246153846153844)","(10.0, 34.0, 30.0)","(14.0, 19.5, 17.3)","(11.0, 19.5, 15.333333333333334)"
10-01-2023 15:18:48.529291,"(6.0, 9.6, 7.781818181818181)","(61.0, 570.0, 390.0)","(8.0, 16.5, 15.375)","(4.2, 5.3, 5.166666666666666)","(2.0, 2.28, 2.25)","(10.0, 34.0, 30.0)","(14.0, 19.5, 17.3)","(11.0, 19.5, 15.333333333333334)"
10-01-2023 15:18:49.865169,"(6.0, 9.6, 7.781818181818181)","(61.0, 570.0, 390.0)","(8.0, 16.5, 15.375)","(4.2, 5.3, 5.166666666666666)","(2.0, 2.28, 2.2514285714285713)","(10.0, 34.0, 30.0)","(14.0, 19.5, 17.3)","(11.0, 19.5, 15.333333333333334)"
10-01-2023 15:18:51.205985,"(6.0, 9.6, 7.781818181818181)","(61.0, 570.0, 390.0)","(8.0, 16.5, 15.375)","(4.2, 5.3, 5.166666666666666)","(2.0, 2.28, 2.2514285714285713)","(10.0, 34.0, 30.0)","(14.0, 19.5, 17.3)","(11.0, 19.5, 15.333333333333334)"
10-01-2023 15:18:52.477757,"(6.0, 9.6, 7.781818181818181)","(61.0, 570.0, 390.0)","(8.0, 16.5, 15.375)","(4.2, 5.3, 5.166666666666666)","(2.0, 2.28, 2.2514285714285713)","(10.0, 34.0, 30.0)","(14.0, 19.5, 18.033333333333335)","(11.0, 19.5, 15.333333333333334)"
10-01-2023 15:18:53.798217,"(6.0, 9.6, 7.781818181818181)","(61.0, 570.0, 340.0)","(8.0, 16.5, 15.375)","(4.2, 5.3, 5.166666666666666)","(2.0, 2.28, 2.2514285714285713)","(10.0, 34.0, 30.0)","(14.0, 19.5, 18.342105263157894)","(11.0, 19.5, 15.333333333333334)"
10-01-2023 15:18:55.179474,"(6.0, 9.6, 7.766666666666667)","(61.0, 470.0, 345.0)","(8.0, 16.5, 15.375)","(4.2, 5.3, 5.18)","(2.0, 2.28, 2.25)","(10.0, 34.0, 30.0)","(14.0, 19.5, 18.342105263157894)","(11.0, 19.5, 15.333333333333334)"
10-01-2023 15:18:56.503867,"(6.0, 9.6, 7.766666666666667)","(61.0, 470.0, 386.66666666666663)","(8.0, 16.5, 15.375)","(4.2, 5.3, 5.18)","(2.0, 2.28, 2.25)","(10.0, 34.0, 30.0)","(14.0, 19.5, 18.342105263157894)","(11.0, 19.5, 15.333333333333334)"
10-01-2023 15:18:57.799856,"(6.0, 9.4, 7.75)","(61.0, 470.0, 386.66666666666663)","(8.0, 16.5, 15.375)","(4.2, 5.3, 5.18)","(2.0, 2.28, 2.25)","(10.0, 34.0, 30.8)","(14.0, 19.5, 18.342105263157894)","(11.0, 19.5, 15.333333333333334)"
10-01-2023 15:18:59.138154,"(6.0, 9.4, 7.7384615384615385)","(61.0, 470.0, 456.66666666666663)","(8.0, 16.5, 15.375)","(4.2, 5.3, 5.0)","(2.0, 2.28, 2.25)","(10.0, 34.0, 30.8)","(14.0, 19.5, 18.342105263157894)","(11.0, 19.5, 15.333333333333334)"
10-01-2023 15:19:00.481348,"(6.0, 9.4, 7.7384615384615385)","(61.0, 570.0, 456.66666666666663)","(8.0, 16.5, 15.375)","(4.2, 5.3, 5.0)","(2.0, 2.28, 2.25)","(10.0, 34.0, 30.8)","(14.0, 19.5, 18.342105263157894)","(11.0, 19.5, 15.333333333333334)"
10-01-2023 15:19:01.810185,"(6.0, 9.4, 7.7384615384615385)","(61.0, 570.0, 456.66666666666663)","(8.0, 16.5, 14.928571428571429)","(4.2, 5.3, 5.0)","(2.0, 2.28, 2.256)","(10.0, 34.0, 31.866666666666667)","(14.0, 19.5, 18.342105263157894)","(11.0, 19.5, 15.841463414634147)"
10-01-2023 15:19:03.114736,"(6.0, 9.4, 8.879999999999999)","(61.0, 570.0, 405.0)","(8.0, 16.5, 15.066666666666666)","(4.2, 5.3, 4.833333333333333)","(2.0, 2.28, 2.256)","(10.0, 34.0, 31.866666666666667)","(14.0, 19.5, 18.342105263157894)","(11.0, 19.5, 15.841463414634147)"
10-01-2023 15:19:04.478336,"(6.0, 9.2, 8.879999999999999)","(61.0, 570.0, 405.0)","(8.0, 16.0, 14.956521739130435)","(4.2, 5.3, 5.1)","(2.0, 2.28, 2.256)","(10.0, 34.0, 31.866666666666667)","(14.0, 19.5, 18.342105263157894)","(11.0, 19.5, 15.841463414634147)"
10-01-2023 15:19:05.866594,"(6.0, 9.2, 8.879999999999999)","(61.0, 570.0, 405.0)","(8.0, 16.0, 14.956521739130435)","(4.2, 5.3, 4.748)","(2.0, 2.28, 2.256)","(10.0, 34.0, 31.866666666666667)","(14.0, 19.5, 18.342105263157894)","(11.0, 19.5, 15.841463414634147)"
10-01-2023 15:19:07.218763,"(6.0, 9.2, 8.879999999999999)","(61.0, 570.0, 405.0)","(8.0, 16.0, 14.956521739130435)","(4.2, 5.3, 4.969230769230769)","(2.0, 2.28, 2.2634482758620686)","(10.0, 34.0, 31.866666666666667)","(14.0, 19.5, 18.342105263157894)","(11.0, 19.5, 15.841463414634147)"
10-01-2023 15:19:08.725711,"(6.0, 9.2, 8.879999999999999)","(61.0, 570.0, 405.0)","(8.0, 16.0, 15.142857142857142)","(4.2, 5.2, 4.644444444444444)","(2.0, 2.28, 2.2658823529411762)","(10.0, 34.0, 31.866666666666667)","(14.0, 19.5, 18.342105263157894)","(11.0, 19.5, 15.841463414634147)"
