,Raging Bull,Cuban Royale,Night Of Power,Vreneli,Bold Mac,Easifar,Niccis Fling,Silent Agenda
07-01-2023 14:12:26.895332,"(12.0, 14.0, 13.798561151079136)","(8.0, 10.0, 9.615450643776823)","(21.0, 28.0, 27.829787234042552)","(3.6, 4.4, 4.261728395061729)","(4.0, 4.7, 4.6223214285714285)","(10.0, 12.5, 12.115384615384615)","(10.0, 12.5, 12.22)","(5.5, 6.0, 5.998882681564246)"
07-01-2023 14:12:28.090485,"(12.0, 14.0, 13.798561151079136)","(8.0, 10.0, 9.615450643776823)","(21.0, 28.0, 27.829787234042552)","(3.6, 4.4, 4.261728395061729)","(4.0, 4.7, 4.6223214285714285)","(10.0, 12.5, 12.115384615384615)","(10.0, 12.5, 12.22)","(5.5, 6.0, 5.998882681564246)"
07-01-2023 14:12:29.333602,"(12.0, 14.0, 13.798561151079136)","(8.0, 10.0, 9.615450643776823)","(21.0, 28.0, 27.829787234042552)","(3.6, 4.4, 4.261728395061729)","(4.0, 4.7, 4.6223214285714285)","(10.0, 12.5, 12.115384615384615)","(10.0, 12.5, 12.22)","(5.5, 6.0, 5.998882681564246)"
07-01-2023 14:12:30.566998,"(12.0, 14.0, 13.922330097087379)","(8.0, 10.0, 9.615450643776823)","(21.0, 28.0, 27.829787234042552)","(3.6, 4.4, 4.260893098782138)","(4.0, 4.7, 4.6223214285714285)","(10.0, 12.5, 12.115384615384615)","(10.0, 12.5, 12.22)","(5.5, 6.0, 6.103225806451613)"
07-01-2023 14:12:31.765958,"(12.0, 14.0, 13.922330097087379)","(8.0, 10.0, 9.615450643776823)","(21.0, 28.0, 27.829787234042552)","(3.6, 4.4, 4.263794531897266)","(4.0, 4.7, 4.63203125)","(10.0, 12.5, 12.352941176470589)","(10.0, 12.5, 12.284615384615385)","(5.5, 6.2, 6.1230769230769235)"
07-01-2023 14:12:33.021950,"(12.0, 14.0, 13.922330097087379)","(8.0, 10.0, 9.652713178294574)","(21.0, 28.0, 27.829787234042552)","(3.6, 4.4, 4.266134453781513)","(4.0, 4.7, 4.6223214285714285)","(10.0, 12.5, 12.352941176470589)","(10.0, 12.5, 12.284615384615385)","(5.5, 6.2, 6.1230769230769235)"
07-01-2023 14:12:34.265191,"(12.0, 14.0, 13.922330097087379)","(8.0, 10.0, 9.652713178294574)","(21.0, 28.0, 27.829787234042552)","(3.6, 4.4, 4.284593837535014)","(4.0, 4.7, 4.636956521739131)","(10.0, 12.5, 12.352941176470589)","(10.0, 12.5, 12.284615384615385)","(5.5, 6.2, 6.1230769230769235)"
07-01-2023 14:12:35.465151,"(12.0, 14.0, 13.922330097087379)","(8.0, 10.0, 9.648056537102473)","(21.0, 28.0, 27.829787234042552)","(3.6, 4.3, 4.286950354609929)","(4.0, 4.7, 4.636956521739131)","(10.0, 12.5, 12.352941176470589)","(10.0, 12.5, 12.284615384615385)","(5.5, 6.2, 6.1230769230769235)"
07-01-2023 14:12:36.603046,"(12.0, 14.0, 13.922330097087379)","(8.0, 10.0, 9.648056537102473)","(21.0, 28.0, 27.829787234042552)","(3.6, 4.3, 4.215)","(4.0, 4.7, 4.64)","(10.0, 12.5, 12.352941176470589)","(10.0, 12.5, 12.284615384615385)","(5.5, 6.2, 6.1230769230769235)"
07-01-2023 14:12:37.835484,"(12.0, 14.0, 13.922330097087379)","(8.0, 10.0, 9.648056537102473)","(21.0, 28.0, 27.829787234042552)","(3.6, 4.3, 4.215)","(4.0, 4.7, 4.64)","(10.0, 12.5, 12.352941176470589)","(10.0, 12.5, 12.284615384615385)","(5.5, 6.2, 6.1230769230769235)"
07-01-2023 14:12:39.168210,"(12.0, 14.0, 13.922330097087379)","(8.0, 10.0, 9.648056537102473)","(21.0, 28.0, 27.829787234042552)","(3.6, 4.3, 4.215)","(4.0, 4.7, 4.64)","(10.0, 12.5, 12.352941176470589)","(10.0, 12.5, 12.284615384615385)","(5.5, 6.2, 6.1230769230769235)"
07-01-2023 14:12:40.459320,"(12.0, 14.0, 13.922330097087379)","(8.0, 10.0, 9.648056537102473)","(21.0, 28.0, 27.829787234042552)","(3.6, 4.3, 4.284776119402985)","(4.0, 4.7, 4.64)","(10.0, 12.5, 12.288659793814434)","(10.0, 12.5, 12.284615384615385)","(5.5, 6.2, 6.1230769230769235)"
07-01-2023 14:12:41.672676,"(12.0, 14.5, 14.065714285714286)","(8.0, 10.0, 9.648056537102473)","(21.0, 28.0, 27.829787234042552)","(3.6, 4.3, 4.284776119402985)","(4.0, 4.7, 4.642647058823529)","(10.0, 13.0, 12.285714285714286)","(10.0, 12.5, 12.284615384615385)","(5.5, 6.2, 6.1230769230769235)"
07-01-2023 14:12:42.944434,"(12.0, 14.5, 14.131188118811881)","(8.0, 10.0, 9.648056537102473)","(20.0, 28.0, 27.829787234042552)","(3.6, 4.3, 4.279319041614124)","(4.0, 4.7, 4.65631067961165)","(10.0, 13.0, 12.285714285714286)","(10.0, 12.5, 12.284615384615385)","(5.5, 6.2, 6.1230769230769235)"
07-01-2023 14:12:44.039265,"(12.0, 14.5, 14.131188118811881)","(8.0, 10.0, 9.648056537102473)","(20.0, 28.0, 27.829787234042552)","(3.6, 4.3, 4.279319041614124)","(4.0, 4.7, 4.65631067961165)","(10.0, 13.0, 12.285714285714286)","(10.0, 12.5, 12.284615384615385)","(5.5, 6.2, 6.1174311926605505)"
07-01-2023 14:12:45.160930,"(12.0, 14.5, 14.131188118811881)","(8.0, 9.6, 9.4375)","(20.0, 28.0, 27.829787234042552)","(3.6, 4.3, 4.279319041614124)","(4.0, 4.7, 4.65631067961165)","(10.0, 13.0, 12.285714285714286)","(10.0, 12.5, 12.1375)","(5.5, 6.2, 6.1174311926605505)"
07-01-2023 14:12:46.274686,"(12.0, 14.5, 14.131188118811881)","(8.0, 9.6, 9.4375)","(20.0, 28.0, 27.829787234042552)","(3.6, 4.3, 4.279319041614124)","(4.0, 4.7, 4.65631067961165)","(10.0, 13.0, 11.989949748743719)","(10.0, 12.5, 12.1375)","(5.5, 6.2, 6.10379746835443)"
07-01-2023 14:12:47.382271,"(12.0, 14.5, 14.131188118811881)","(8.0, 9.6, 9.4375)","(20.0, 28.0, 27.829787234042552)","(3.6, 4.3, 4.279319041614124)","(4.0, 4.7, 4.65631067961165)","(10.0, 12.0, 12.306930693069306)","(10.0, 12.5, 12.1375)","(5.5, 6.2, 6.10379746835443)"
07-01-2023 14:12:48.514255,"(12.0, 14.5, 14.172222222222222)","(8.0, 9.6, 9.4375)","(20.0, 28.0, 27.829787234042552)","(3.6, 4.3, 4.279319041614124)","(4.0, 4.7, 4.65631067961165)","(10.0, 13.0, 12.306930693069306)","(10.0, 12.5, 12.1375)","(5.5, 6.2, 6.10379746835443)"
07-01-2023 14:12:49.739317,"(12.0, 14.5, 14.172222222222222)","(8.0, 9.6, 9.4375)","(20.0, 28.0, 27.829787234042552)","(3.6, 4.3, 4.255232558139535)","(4.0, 4.7, 4.65631067961165)","(10.0, 13.0, 12.306930693069306)","(10.0, 12.5, 12.1375)","(5.5, 6.2, 6.1315315315315315)"
07-01-2023 14:12:50.984370,"(12.0, 14.5, 14.172222222222222)","(8.0, 9.6, 9.356521739130434)","(20.0, 28.0, 27.80952380952381)","(3.6, 4.3, 4.255232558139535)","(4.0, 4.7, 4.65631067961165)","(10.0, 13.0, 12.306930693069306)","(10.0, 12.5, 12.1375)","(5.5, 6.2, 6.1315315315315315)"
07-01-2023 14:12:52.155825,"(12.0, 14.5, 14.172222222222222)","(8.0, 9.6, 9.356521739130434)","(20.0, 28.0, 27.80952380952381)","(3.6, 4.3, 4.255232558139535)","(4.0, 4.7, 4.65631067961165)","(10.0, 13.0, 12.306930693069306)","(10.0, 12.5, 12.1375)","(5.5, 6.2, 6.1315315315315315)"
07-01-2023 14:12:53.298588,"(12.0, 14.5, 14.172222222222222)","(8.0, 9.6, 9.356521739130434)","(20.0, 28.0, 27.80952380952381)","(3.6, 4.3, 4.255232558139535)","(4.0, 4.7, 4.65631067961165)","(10.0, 13.0, 12.306930693069306)","(10.0, 12.5, 11.855555555555556)","(5.5, 6.2, 6.122388059701493)"
07-01-2023 14:12:54.408360,"(12.0, 14.5, 14.172222222222222)","(8.0, 9.6, 9.356521739130434)","(20.0, 28.0, 27.80952380952381)","(3.6, 4.3, 4.271897810218978)","(4.0, 4.7, 4.65631067961165)","(10.0, 13.0, 12.306930693069306)","(10.0, 12.5, 11.855555555555556)","(5.5, 6.4, 6.1863636363636365)"
07-01-2023 14:12:55.535355,"(12.0, 14.5, 14.172222222222222)","(8.0, 9.6, 9.356521739130434)","(20.0, 28.0, 27.80952380952381)","(3.6, 4.3, 4.271897810218978)","(4.0, 4.7, 4.65631067961165)","(10.0, 13.0, 12.306930693069306)","(10.0, 12.5, 11.855555555555556)","(5.5, 6.2, 6.1863636363636365)"
07-01-2023 14:12:56.667423,"(12.0, 14.5, 14.172222222222222)","(8.0, 9.6, 9.356521739130434)","(20.0, 28.0, 27.80952380952381)","(3.6, 4.3, 4.271897810218978)","(4.0, 4.7, 4.65631067961165)","(10.0, 13.0, 12.306930693069306)","(10.0, 12.5, 11.855555555555556)","(5.5, 6.2, 6.190243902439025)"
07-01-2023 14:12:57.905263,"(12.0, 14.5, 14.172222222222222)","(8.0, 9.4, 9.395652173913044)","(20.0, 28.0, 26.80851063829787)","(3.6, 4.3, 4.271897810218978)","(4.0, 4.7, 4.65631067961165)","(10.0, 13.0, 12.306930693069306)","(10.0, 12.5, 11.855555555555556)","(5.5, 6.2, 6.152076677316294)"
07-01-2023 14:12:59.154472,"(12.0, 14.5, 14.172222222222222)","(8.0, 9.4, 9.395652173913044)","(20.0, 28.0, 26.80851063829787)","(3.6, 4.3, 4.271897810218978)","(4.0, 4.7, 4.592027729636048)","(10.0, 13.0, 12.306930693069306)","(10.0, 12.5, 11.855555555555556)","(5.5, 6.4, 6.222018348623854)"
07-01-2023 14:13:00.391006,"(12.0, 14.5, 14.045112781954888)","(8.0, 9.4, 9.395652173913044)","(20.0, 28.0, 26.80851063829787)","(3.6, 4.3, 4.283682008368201)","(4.0, 4.6, 4.5919014084507035)","(10.0, 13.0, 12.306930693069306)","(10.0, 12.5, 11.775)","(5.5, 6.4, 6.253584905660378)"
07-01-2023 14:13:01.665141,"(12.0, 14.5, 14.045112781954888)","(8.0, 9.4, 9.356521739130434)","(20.0, 28.0, 26.80851063829787)","(3.6, 4.3, 4.283682008368201)","(4.0, 4.6, 4.5919014084507035)","(10.0, 13.0, 12.306930693069306)","(10.0, 12.5, 11.775)","(5.5, 6.4, 6.253584905660378)"
07-01-2023 14:13:02.778373,"(12.0, 14.5, 14.085616438356164)","(8.0, 9.6, 9.356521739130434)","(20.0, 28.0, 26.80851063829787)","(3.6, 4.3, 4.285766423357664)","(4.0, 4.6, 4.5919014084507035)","(10.0, 13.0, 12.306930693069306)","(10.0, 12.5, 11.775)","(5.5, 6.4, 6.253584905660378)"
07-01-2023 14:13:03.941125,"(12.0, 14.5, 14.085616438356164)","(8.0, 9.6, 9.356521739130434)","(20.0, 28.0, 26.80851063829787)","(3.6, 4.3, 4.285766423357664)","(4.0, 4.6, 4.5919014084507035)","(10.0, 13.0, 12.306930693069306)","(10.0, 12.5, 11.526666666666667)","(5.5, 6.4, 6.253584905660378)"
07-01-2023 14:13:05.189276,"(12.0, 14.5, 14.085616438356164)","(8.0, 9.6, 9.356521739130434)","(20.0, 27.0, 26.65)","(3.6, 4.3, 4.293406593406593)","(4.0, 4.6, 4.5919014084507035)","(10.0, 13.0, 12.267241379310345)","(10.0, 12.0, 11.524390243902438)","(5.5, 6.4, 6.253584905660378)"
07-01-2023 14:13:06.225960,"(12.0, 14.5, 14.012096774193548)","(8.0, 9.6, 9.356521739130434)","(20.0, 27.0, 26.65)","(3.6, 4.3, 4.293406593406593)","(4.0, 4.6, 4.5919014084507035)","(10.0, 13.0, 12.267241379310345)","(10.0, 12.0, 11.524390243902438)","(5.5, 6.4, 6.264545454545455)"
07-01-2023 14:13:07.212741,"(12.0, 14.5, 14.012096774193548)","(8.0, 9.6, 9.356521739130434)","(20.0, 27.0, 26.65)","(3.6, 4.3, 4.293406593406593)","(4.0, 4.6, 4.5919014084507035)","(10.0, 13.0, 12.267241379310345)","(10.0, 12.0, 11.524390243902438)","(5.5, 6.4, 6.264545454545455)"
07-01-2023 14:13:08.351644,"(12.0, 14.5, 14.012096774193548)","(8.0, 9.6, 9.356521739130434)","(20.0, 27.0, 26.65)","(3.6, 4.3, 4.293406593406593)","(4.0, 4.6, 4.5919014084507035)","(10.0, 13.0, 12.267241379310345)","(10.0, 12.0, 11.524390243902438)","(5.5, 6.4, 6.264545454545455)"
07-01-2023 14:13:09.446256,"(12.0, 14.5, 14.012096774193548)","(8.0, 9.6, 9.356521739130434)","(20.0, 27.0, 26.65)","(3.6, 4.3, 4.293406593406593)","(4.0, 4.6, 4.5919014084507035)","(10.0, 13.0, 12.267241379310345)","(10.0, 12.0, 11.524390243902438)","(5.5, 6.4, 6.267555555555556)"
07-01-2023 14:13:10.432306,"(12.0, 14.5, 14.012096774193548)","(8.0, 9.6, 9.356521739130434)","(20.0, 27.0, 26.65)","(3.6, 4.3, 4.293406593406593)","(4.0, 4.6, 4.5919014084507035)","(10.0, 13.0, 12.267241379310345)","(10.0, 12.0, 11.524390243902438)","(5.5, 6.4, 6.267555555555556)"
07-01-2023 14:13:11.453020,"(12.0, 14.5, 14.012096774193548)","(8.0, 9.6, 9.356521739130434)","(20.0, 27.0, 26.65)","(3.6, 4.3, 4.293406593406593)","(4.0, 4.6, 4.591449814126394)","(10.0, 13.0, 12.267241379310345)","(10.0, 12.0, 11.524390243902438)","(5.5, 6.4, 6.267555555555556)"
07-01-2023 14:13:12.528067,"(12.0, 14.5, 14.012096774193548)","(8.0, 9.6, 9.309090909090909)","(20.0, 27.0, 26.65)","(3.6, 4.3, 4.290715048025614)","(4.0, 4.6, 4.591449814126394)","(10.0, 13.0, 12.267241379310345)","(10.0, 12.0, 11.524390243902438)","(5.5, 6.4, 6.267555555555556)"
07-01-2023 14:13:13.537482,"(12.0, 14.5, 14.012096774193548)","(8.0, 9.6, 9.309090909090909)","(20.0, 27.0, 26.75438596491228)","(3.6, 4.4, 4.290715048025614)","(4.0, 4.6, 4.591449814126394)","(10.0, 13.0, 12.297520661157025)","(10.0, 12.0, 11.524390243902438)","(5.5, 6.4, 6.267555555555556)"
07-01-2023 14:13:14.572625,"(12.0, 14.5, 14.012096774193548)","(8.0, 9.6, 9.309090909090909)","(20.0, 27.0, 26.80821917808219)","(3.6, 4.4, 4.2923560209424085)","(4.0, 4.6, 4.591449814126394)","(10.0, 13.0, 12.297520661157025)","(10.0, 12.0, 11.524390243902438)","(5.5, 6.4, 6.267555555555556)"
07-01-2023 14:13:15.611848,"(12.0, 14.5, 14.012096774193548)","(8.0, 9.6, 9.309090909090909)","(20.0, 27.0, 26.80821917808219)","(3.6, 4.4, 4.2923560209424085)","(4.0, 4.6, 4.591449814126394)","(10.0, 13.0, 12.297520661157025)","(10.0, 12.0, 11.520408163265307)","(5.5, 6.4, 6.267555555555556)"
07-01-2023 14:13:16.665211,"(12.0, 14.5, 14.012096774193548)","(8.0, 9.6, 9.309090909090909)","(20.0, 27.0, 26.80821917808219)","(3.6, 4.4, 4.2923560209424085)","(4.0, 4.6, 4.591449814126394)","(10.0, 13.0, 12.297520661157025)","(10.0, 12.0, 11.520408163265307)","(5.5, 6.4, 6.267555555555556)"
07-01-2023 14:13:17.805610,"(12.0, 14.5, 14.012096774193548)","(8.0, 9.6, 9.309090909090909)","(20.0, 27.0, 26.80821917808219)","(3.6, 4.4, 4.2923560209424085)","(4.0, 4.6, 4.591449814126394)","(10.0, 13.0, 12.32)","(10.0, 12.0, 11.520408163265307)","(5.5, 6.4, 6.267555555555556)"
07-01-2023 14:13:18.880922,"(12.0, 14.5, 14.012096774193548)","(8.0, 9.6, 9.309090909090909)","(20.0, 27.0, 26.80821917808219)","(3.6, 4.4, 4.292805005213765)","(4.0, 4.6, 4.591449814126394)","(10.0, 13.0, 12.32)","(10.0, 12.0, 11.520408163265307)","(5.5, 6.4, 6.267555555555556)"
07-01-2023 14:13:19.918904,"(12.0, 14.5, 14.012096774193548)","(8.0, 9.6, 9.309090909090909)","(20.0, 27.0, 26.80821917808219)","(3.6, 4.4, 4.292805005213765)","(4.0, 4.6, 4.591449814126394)","(10.0, 13.0, 12.32)","(10.0, 12.0, 11.520408163265307)","(5.5, 6.4, 6.267555555555556)"
07-01-2023 14:13:20.911628,"(12.0, 14.5, 14.012096774193548)","(8.0, 9.6, 9.309090909090909)","(20.0, 27.0, 26.80821917808219)","(3.6, 4.4, 4.292805005213765)","(4.0, 4.6, 4.591449814126394)","(10.0, 13.0, 12.32)","(10.0, 12.0, 11.520408163265307)","(5.5, 6.4, 6.267555555555556)"
07-01-2023 14:13:21.952533,"(12.0, 14.5, 14.012096774193548)","(8.0, 9.6, 9.309090909090909)","(20.0, 27.0, 26.80821917808219)","(3.6, 4.4, 4.292805005213765)","(4.0, 4.6, 4.591449814126394)","(10.0, 13.0, 12.32)","(10.0, 12.0, 11.520408163265307)","(5.5, 6.4, 6.267555555555556)"
07-01-2023 14:13:22.988597,"(12.0, 14.5, 14.004098360655737)","(8.0, 9.6, 9.309090909090909)","(20.0, 27.0, 26.80821917808219)","(3.6, 4.4, 4.2933892969569785)","(4.0, 4.6, 4.591449814126394)","(10.0, 13.0, 12.32)","(10.0, 12.0, 11.520408163265307)","(5.5, 6.4, 6.267555555555556)"
07-01-2023 14:13:23.944853,"(12.0, 14.5, 14.004098360655737)","(8.0, 9.6, 9.309090909090909)","(20.0, 27.0, 26.80821917808219)","(3.6, 4.4, 4.2933892969569785)","(4.0, 4.6, 4.591449814126394)","(10.0, 13.0, 12.32)","(10.0, 12.0, 11.520408163265307)","(5.5, 6.4, 6.267555555555556)"
07-01-2023 14:13:25.032417,"(12.0, 14.5, 14.004098360655737)","(8.0, 9.4, 9.325)","(20.0, 27.0, 26.80821917808219)","(3.6, 4.4, 4.296957403651116)","(4.0, 4.6, 4.591449814126394)","(10.0, 13.0, 12.267241379310345)","(10.0, 12.0, 11.520408163265307)","(5.5, 6.4, 6.267555555555556)"
07-01-2023 14:13:26.149059,"(12.0, 14.5, 14.004098360655737)","(8.0, 9.4, 9.325)","(20.0, 27.0, 26.80821917808219)","(3.6, 4.4, 4.289013035381751)","(4.0, 4.6, 4.591449814126394)","(10.0, 13.0, 12.267241379310345)","(10.0, 12.0, 11.520408163265307)","(5.5, 6.4, 6.267555555555556)"
07-01-2023 14:13:27.369624,"(12.0, 14.5, 14.004098360655737)","(8.0, 9.4, 9.325)","(20.0, 27.0, 26.80821917808219)","(3.6, 4.4, 4.289013035381751)","(4.0, 4.6, 4.591449814126394)","(10.0, 13.0, 12.267241379310345)","(10.0, 12.0, 11.520408163265307)","(5.5, 6.4, 6.254634146341464)"
07-01-2023 14:13:28.476140,"(12.0, 14.5, 14.004098360655737)","(8.0, 9.4, 9.325)","(20.0, 27.0, 26.80821917808219)","(3.6, 4.4, 4.289013035381751)","(4.0, 4.6, 4.591449814126394)","(10.0, 13.0, 12.267241379310345)","(10.0, 12.0, 11.520408163265307)","(5.5, 6.4, 6.251)"
07-01-2023 14:13:29.500704,"(12.0, 14.5, 14.004098360655737)","(8.0, 9.6, 9.28627450980392)","(20.0, 27.0, 26.80821917808219)","(3.6, 4.4, 4.289013035381751)","(4.0, 4.6, 4.591449814126394)","(10.0, 13.0, 12.267241379310345)","(10.0, 12.0, 11.520408163265307)","(5.5, 6.4, 6.275770925110132)"
07-01-2023 14:13:30.787113,"(12.0, 14.5, 14.004098360655737)","(8.0, 9.6, 9.28627450980392)","(20.0, 27.0, 26.80821917808219)","(3.6, 4.4, 4.289013035381751)","(4.0, 4.6, 4.597813121272366)","(10.0, 13.0, 12.267241379310345)","(10.0, 12.0, 11.520408163265307)","(5.5, 6.4, 6.275770925110132)"
07-01-2023 14:13:31.913161,"(12.0, 14.5, 14.004098360655737)","(8.0, 9.6, 9.28627450980392)","(20.0, 27.0, 26.80821917808219)","(3.6, 4.4, 4.289013035381751)","(4.0, 4.6, 4.597813121272366)","(10.0, 13.0, 12.267241379310345)","(10.0, 12.0, 11.520408163265307)","(5.5, 6.4, 6.275770925110132)"
07-01-2023 14:13:32.982129,"(12.0, 14.5, 14.004098360655737)","(8.0, 9.6, 9.28627450980392)","(20.0, 27.0, 26.80821917808219)","(3.6, 4.4, 4.289013035381751)","(4.0, 4.6, 4.597813121272366)","(10.0, 13.0, 12.267241379310345)","(10.0, 12.0, 11.520408163265307)","(5.5, 6.4, 6.275770925110132)"
07-01-2023 14:13:34.053346,"(12.0, 14.5, 14.004098360655737)","(8.0, 9.6, 9.28627450980392)","(20.0, 27.0, 26.80821917808219)","(3.6, 4.4, 4.289013035381751)","(4.0, 4.6, 4.597813121272366)","(10.0, 13.0, 12.267241379310345)","(10.0, 12.0, 11.520408163265307)","(5.5, 6.4, 6.275770925110132)"
07-01-2023 14:13:35.179632,"(12.0, 14.5, 14.004098360655737)","(8.0, 9.6, 9.28627450980392)","(20.0, 27.0, 26.80821917808219)","(3.6, 4.4, 4.289013035381751)","(4.0, 4.6, 4.597813121272366)","(10.0, 13.0, 12.645833333333334)","(10.0, 12.0, 11.520408163265307)","(5.5, 6.4, 6.275770925110132)"
07-01-2023 14:13:36.275415,"(12.0, 14.5, 13.957399103139014)","(8.0, 9.6, 9.28627450980392)","(20.0, 27.0, 26.80821917808219)","(3.6, 4.4, 4.284761904761905)","(4.0, 4.6, 4.597813121272366)","(10.0, 13.0, 12.645833333333334)","(10.0, 12.0, 11.520408163265307)","(5.5, 6.4, 6.275770925110132)"
07-01-2023 14:13:37.372831,"(12.0, 14.5, 13.957399103139014)","(8.0, 9.6, 9.28627450980392)","(20.0, 27.0, 26.80821917808219)","(3.6, 4.4, 4.284761904761905)","(4.0, 4.6, 4.597813121272366)","(10.0, 13.0, 12.645833333333334)","(10.0, 12.0, 11.520408163265307)","(5.5, 6.4, 6.275770925110132)"
07-01-2023 14:13:38.497306,"(12.0, 14.5, 13.957399103139014)","(8.0, 9.6, 9.28627450980392)","(20.0, 27.0, 26.80821917808219)","(3.6, 4.4, 4.284761904761905)","(4.0, 4.6, 4.597813121272366)","(10.0, 13.0, 12.645833333333334)","(10.0, 12.0, 11.520408163265307)","(5.5, 6.4, 6.275770925110132)"
07-01-2023 14:13:39.574797,"(12.0, 14.5, 13.957399103139014)","(8.0, 9.6, 9.28627450980392)","(20.0, 27.0, 26.80821917808219)","(3.6, 4.4, 4.285824493731919)","(4.0, 4.6, 4.597813121272366)","(10.0, 13.0, 12.645833333333334)","(10.0, 12.0, 11.70253164556962)","(5.5, 6.4, 6.275770925110132)"
07-01-2023 14:13:40.655819,"(12.0, 14.5, 13.957399103139014)","(8.0, 9.6, 9.28627450980392)","(20.0, 27.0, 26.80821917808219)","(3.6, 4.4, 4.285824493731919)","(4.0, 4.6, 4.597813121272366)","(10.0, 13.0, 12.645833333333334)","(10.0, 12.0, 11.70253164556962)","(5.5, 6.4, 6.304072398190046)"
07-01-2023 14:13:41.649734,"(12.0, 14.5, 13.957399103139014)","(8.0, 9.6, 9.28627450980392)","(20.0, 27.0, 26.80821917808219)","(3.6, 4.4, 4.288645418326693)","(4.0, 4.6, 4.597813121272366)","(10.0, 13.0, 12.645833333333334)","(10.0, 12.0, 11.70253164556962)","(5.5, 6.4, 6.304072398190046)"
07-01-2023 14:13:42.704925,"(12.0, 14.5, 13.957399103139014)","(8.0, 9.6, 9.28627450980392)","(20.0, 27.0, 26.80821917808219)","(3.6, 4.4, 4.287598425196851)","(4.0, 4.6, 4.616923076923077)","(10.0, 13.0, 12.645833333333334)","(10.0, 12.0, 11.70253164556962)","(5.5, 6.4, 6.304072398190046)"
07-01-2023 14:13:43.795493,"(12.0, 14.5, 13.909756097560976)","(8.0, 9.6, 9.28627450980392)","(20.0, 27.0, 26.80821917808219)","(3.6, 4.4, 4.287598425196851)","(4.0, 4.7, 4.616923076923077)","(10.0, 13.0, 12.645833333333334)","(10.0, 12.0, 11.70253164556962)","(5.5, 6.4, 6.304072398190046)"
07-01-2023 14:13:44.895131,"(12.0, 14.5, 13.909756097560976)","(8.0, 9.6, 9.28627450980392)","(20.0, 27.0, 26.80821917808219)","(3.6, 4.4, 4.284120982986768)","(4.0, 4.7, 4.648571428571429)","(10.0, 13.0, 12.645833333333334)","(10.0, 12.0, 11.70253164556962)","(5.5, 6.4, 6.304072398190046)"
07-01-2023 14:13:45.907146,"(12.0, 14.5, 13.909756097560976)","(8.0, 9.6, 9.28627450980392)","(20.0, 27.0, 26.80821917808219)","(3.6, 4.4, 4.2862403100775195)","(4.0, 4.7, 4.668235294117647)","(10.0, 13.0, 12.645833333333334)","(10.0, 12.0, 11.654411764705882)","(5.5, 6.4, 6.297674418604651)"
07-01-2023 14:13:46.952700,"(12.0, 14.5, 13.870044052863436)","(8.0, 9.6, 9.28627450980392)","(20.0, 27.0, 26.80821917808219)","(3.6, 4.3, 4.2862403100775195)","(4.0, 4.7, 4.6720496894409935)","(10.0, 13.0, 12.645833333333334)","(10.0, 12.0, 11.654411764705882)","(5.5, 6.4, 6.309293680297398)"
07-01-2023 14:13:48.077928,"(12.0, 14.5, 13.85)","(8.0, 9.6, 9.28627450980392)","(20.0, 27.0, 26.80821917808219)","(3.6, 4.3, 4.285685483870967)","(4.0, 4.7, 4.6720496894409935)","(10.0, 13.0, 12.645833333333334)","(10.0, 12.0, 11.654411764705882)","(5.5, 6.4, 6.309293680297398)"
07-01-2023 14:13:49.114070,"(12.0, 14.5, 13.85)","(8.0, 9.6, 9.28627450980392)","(20.0, 27.0, 26.80821917808219)","(3.6, 4.3, 4.285685483870967)","(4.0, 4.7, 4.6720496894409935)","(10.0, 13.0, 12.645833333333334)","(10.0, 12.0, 11.654411764705882)","(5.5, 6.4, 6.307224334600761)"
07-01-2023 14:13:50.114880,"(12.0, 14.5, 13.85)","(8.0, 9.6, 9.28627450980392)","(20.0, 27.0, 26.80821917808219)","(3.6, 4.3, 4.285685483870967)","(4.0, 4.7, 4.6954954954954955)","(10.0, 13.0, 12.645833333333334)","(10.0, 12.0, 11.654411764705882)","(5.5, 6.4, 6.307224334600761)"
07-01-2023 14:13:51.460937,"(12.0, 14.5, 13.85)","(8.0, 9.6, 9.28627450980392)","(20.0, 27.0, 27.026086956521738)","(3.6, 4.3, 4.276797385620915)","(4.0, 4.7, 4.696240601503759)","(10.0, 13.0, 12.645833333333334)","(10.0, 12.0, 11.804347826086957)","(5.5, 6.4, 6.307224334600761)"
07-01-2023 14:13:52.647743,"(12.0, 14.5, 13.85)","(8.0, 9.6, 9.28627450980392)","(20.0, 28.0, 27.026086956521738)","(3.6, 4.3, 4.276797385620915)","(4.0, 4.7, 4.696240601503759)","(10.0, 13.0, 12.645833333333334)","(10.0, 12.0, 11.856382978723405)","(5.5, 6.4, 6.307224334600761)"
07-01-2023 14:13:53.802943,"(12.0, 14.5, 13.85)","(8.0, 9.6, 9.28627450980392)","(20.0, 28.0, 27.042735042735043)","(3.6, 4.3, 4.276797385620915)","(4.0, 4.7, 4.696240601503759)","(10.0, 13.0, 12.645833333333334)","(10.0, 12.0, 11.856382978723405)","(5.5, 6.4, 6.307224334600761)"
07-01-2023 14:13:54.949710,"(12.0, 14.5, 13.83879781420765)","(8.0, 9.6, 9.17142857142857)","(20.0, 28.0, 26.972477064220183)","(3.6, 4.4, 4.25316742081448)","(4.0, 4.7, 4.694505494505495)","(10.0, 13.0, 12.591346153846153)","(10.0, 12.0, 11.824675324675324)","(5.5, 6.4, 6.319565217391305)"
