,Teragrams Star,Sonic Blue,Clown Of Class,Midnight Holly,Jax The Hunter,Just Looking,Karaoke Queen,Joni Rudderless
07-12-2022 18:45:04.946936,"(3.0, 4.5, 4.4)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.25, 3.13375)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:06.387315,"(3.0, 4.4, 4.2700000000000005)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.25, 3.105)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:07.716572,"(3.0, 4.4, 4.057142857142857)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.25, 3.105)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:09.096760,"(3.0, 4.4, 4.057142857142857)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.25, 3.033333333333333)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:10.558466,"(3.0, 3.9, 3.769090909090909)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.3, 3.1214285714285714)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:12.187203,"(3.0, 3.9, 3.769090909090909)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.3, 3.221875)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:13.617016,"(3.0, 3.9, 3.769090909090909)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.3, 3.45)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:15.189811,"(3.0, 3.9, 3.756521739130435)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.5, 3.2934782608695654)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:16.822601,"(3.0, 4.0, 3.8071428571428574)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.2833333333333337)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:18.303357,"(3.0, 3.95, 3.8071428571428574)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.313636363636364)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:19.666719,"(3.0, 3.95, 3.8071428571428574)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.313636363636364)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:21.124521,"(3.0, 3.95, 3.7863636363636366)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.313636363636364)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:22.594463,"(3.0, 3.95, 3.7863636363636366)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.313636363636364)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:24.102752,"(3.0, 3.95, 3.7863636363636366)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.313636363636364)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:25.549654,"(3.0, 3.95, 3.7863636363636366)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.313636363636364)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:26.948454,"(3.0, 3.95, 3.7863636363636366)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.313636363636364)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:28.602819,"(3.0, 3.95, 3.7863636363636366)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.313636363636364)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:30.102146,"(3.0, 3.95, 3.7863636363636366)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.313636363636364)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:32.118918,"(3.0, 3.95, 3.816666666666667)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.313636363636364)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:33.696687,"(3.0, 3.95, 3.8071428571428574)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.313636363636364)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:35.178183,"(3.0, 3.95, 3.8071428571428574)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.313636363636364)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:36.716525,"(3.0, 3.95, 3.8833333333333333)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.455555555555556)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.313636363636364)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:38.107413,"(3.0, 3.95, 3.8833333333333333)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.313636363636364)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:39.473189,"(3.0, 3.95, 3.8833333333333333)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.313636363636364)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:40.805135,"(3.0, 3.95, 3.8833333333333333)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.313636363636364)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:42.293228,"(3.0, 3.95, 3.8833333333333333)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.313636363636364)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:43.722539,"(3.0, 3.95, 3.8833333333333333)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.313636363636364)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:45.141518,"(3.0, 3.95, 3.8833333333333333)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.313636363636364)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:46.561455,"(3.0, 3.95, 3.8833333333333333)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.455555555555556)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.313636363636364)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:47.902723,"(3.0, 4.1, 3.9799999999999995)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.313636363636364)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:49.253480,"(3.0, 3.95, 3.9000000000000004)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.313636363636364)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:50.603633,"(3.0, 3.95, 3.7147058823529413)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.313636363636364)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:52.007709,"(3.0, 3.95, 3.7147058823529413)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.313636363636364)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:53.435894,"(3.0, 3.9, 3.6374999999999997)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.313636363636364)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:54.861623,"(3.0, 3.85, 3.7)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.313636363636364)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:56.162042,"(3.0, 3.85, 3.7)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.3785714285714286)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:57.506131,"(3.0, 3.85, 3.6399999999999997)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.3785714285714286)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:45:58.885025,"(3.0, 3.85, 3.6399999999999997)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.3785714285714286)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:46:00.267978,"(3.0, 3.9, 3.6454545454545455)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.3785714285714286)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:46:01.723208,"(3.0, 3.9, 3.703125)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.3785714285714286)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:46:03.083387,"(3.0, 3.9, 3.7411764705882353)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.3785714285714286)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:46:04.467990,"(3.0, 3.9, 3.6666666666666665)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.325)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:46:05.904519,"(3.0, 3.9, 3.6666666666666665)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.325)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:46:07.277079,"(3.0, 3.9, 3.6666666666666665)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.325)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:46:08.668385,"(3.0, 3.9, 3.6666666666666665)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.325)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:46:10.144488,"(3.0, 3.9, 3.6666666666666665)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.325)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:46:11.471451,"(3.0, 3.9, 3.6666666666666665)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.325)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:46:12.809445,"(3.0, 3.9, 3.6777777777777776)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.325)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:46:14.126734,"(3.0, 3.9, 3.6777777777777776)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.325)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:46:15.624120,"(3.0, 3.9, 3.6777777777777776)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.325)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:46:17.082145,"(2.9, 3.9, 3.6777777777777776)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.3785714285714286)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:46:18.601669,"(2.9, 3.9, 3.6777777777777776)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.3785714285714286)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:46:19.940506,"(2.9, 3.9, 3.6777777777777776)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.3785714285714286)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:46:21.288396,"(2.9, 3.9, 3.6777777777777776)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.3785714285714286)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:46:22.914360,"(2.9, 3.9, 3.6678571428571427)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.3785714285714286)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:46:24.467520,"(2.9, 3.9, 3.6678571428571427)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.3785714285714286)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:46:26.066787,"(2.9, 3.9, 3.6777777777777776)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.3785714285714286)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:46:27.577292,"(2.9, 3.9, 3.6678571428571427)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.3785714285714286)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:46:29.107522,"(2.9, 3.9, 3.6678571428571427)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.4714285714285715)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.3785714285714286)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:46:30.670481,"(2.9, 3.9, 3.6785714285714284)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.4, 7.514285714285714)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.3785714285714286)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:46:32.131194,"(2.9, 3.85, 3.6785714285714284)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.2, 7.453333333333334)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.3785714285714286)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:46:33.729983,"(2.9, 3.85, 3.6785714285714284)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.2, 7.466666666666667)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.3785714285714286)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:46:35.326824,"(2.9, 3.85, 3.6785714285714284)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.2, 7.466666666666667)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.3785714285714286)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:46:36.781177,"(2.9, 3.85, 3.6785714285714284)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.2, 7.466666666666667)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.3785714285714286)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:46:38.178620,"(2.9, 3.85, 3.6785714285714284)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.2, 7.466666666666667)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.2625)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:46:39.597639,"(2.9, 3.85, 3.6785714285714284)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.2, 7.637499999999999)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.2625)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:46:41.447974,"(2.9, 3.85, 3.683333333333333)","(16.0, 26.0, 20.8)","(6.5, 7.2, 6.96)","(7.5, 8.2, 7.637499999999999)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.2625)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:46:43.165923,"(2.9, 3.85, 3.683333333333333)","(16.0, 26.0, 20.8)","(6.5, 7.2, 7.152941176470589)","(7.5, 8.2, 7.485714285714286)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.2961538461538464)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:46:44.821972,"(2.9, 3.85, 3.683333333333333)","(16.0, 26.0, 20.8)","(6.5, 7.2, 7.152941176470589)","(7.5, 8.2, 7.485714285714286)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.4000000000000004)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:46:47.358092,"(2.9, 3.85, 3.683333333333333)","(16.0, 26.0, 20.8)","(6.5, 7.2, 7.152941176470589)","(7.5, 8.2, 7.485714285714286)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.4214285714285717)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:46:49.160469,"(2.9, 3.85, 3.683333333333333)","(16.0, 26.0, 20.8)","(6.5, 7.2, 7.152941176470589)","(7.5, 8.2, 7.579310344827586)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.45, 3.3705882352941177)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:46:51.032720,"(2.9, 3.85, 3.683333333333333)","(16.0, 26.0, 20.8)","(6.5, 7.2, 7.152941176470589)","(7.5, 8.2, 7.579310344827586)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.5, 3.4)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:46:53.135466,"(2.9, 3.85, 3.683333333333333)","(16.0, 26.0, 20.8)","(6.5, 7.2, 7.152941176470589)","(7.5, 8.2, 7.579310344827586)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.5, 3.4)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:46:54.763766,"(2.9, 3.85, 3.683333333333333)","(16.0, 26.0, 20.8)","(6.5, 7.2, 7.152941176470589)","(7.5, 8.2, 7.533333333333333)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.5, 3.4)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:46:56.569037,"(2.9, 3.85, 3.683333333333333)","(16.0, 26.0, 20.8)","(6.5, 7.2, 7.152941176470589)","(7.5, 8.2, 7.533333333333333)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.5, 3.4)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:46:58.747104,"(2.9, 3.85, 3.683333333333333)","(16.0, 26.0, 20.8)","(6.5, 7.2, 7.152941176470589)","(7.5, 8.2, 7.381818181818182)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.5, 3.4)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:47:00.450911,"(2.9, 3.85, 3.683333333333333)","(16.0, 26.0, 20.8)","(6.5, 7.2, 7.152941176470589)","(7.5, 8.2, 7.381818181818182)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.5, 3.4)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 610.0)"
07-12-2022 18:47:02.461062,"(2.9, 3.85, 3.7590909090909093)","(16.0, 26.0, 20.76923076923077)","(6.5, 7.0, 6.95)","(7.5, 8.2, 7.541935483870967)","(8.0, 11.5, 10.177777777777779)","(2.15, 3.5, 3.3705882352941177)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 630.0)"
07-12-2022 18:47:04.252988,"(2.9, 3.85, 3.6666666666666665)","(16.0, 26.0, 21.272727272727273)","(6.5, 7.0, 6.913043478260869)","(7.5, 8.2, 7.18)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.5, 3.4)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 630.0)"
07-12-2022 18:47:05.681217,"(2.9, 3.85, 3.6666666666666665)","(16.0, 26.0, 21.272727272727273)","(6.5, 7.0, 6.892857142857142)","(7.5, 8.2, 7.18)","(8.0, 11.5, 9.964516129032258)","(2.15, 3.5, 3.409090909090909)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 630.0)"
07-12-2022 18:47:07.125436,"(2.9, 3.85, 3.6666666666666665)","(16.0, 26.0, 21.272727272727273)","(6.5, 7.0, 6.888888888888888)","(7.5, 8.2, 7.781818181818182)","(8.0, 11.5, 10.177777777777779)","(2.15, 3.5, 3.409090909090909)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 630.0)"
07-12-2022 18:47:08.880729,"(2.9, 3.85, 3.6666666666666665)","(16.0, 26.0, 21.272727272727273)","(6.5, 7.0, 6.863636363636363)","(7.5, 8.2, 7.260869565217391)","(8.0, 11.5, 10.177777777777779)","(2.15, 3.5, 3.375)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 630.0)"
07-12-2022 18:47:10.402985,"(2.9, 3.85, 3.6666666666666665)","(16.0, 26.0, 21.272727272727273)","(6.5, 7.0, 6.863636363636363)","(7.5, 8.2, 7.454545454545455)","(8.0, 11.5, 10.177777777777779)","(2.15, 3.5, 3.375)","(31.0, 260.0, 187.33333333333334)","(101.0, 730.0, 630.0)"
