,The Art Of Flying,Elite Icon,Kalashani Lad,Kaliuwaa Falls,Joltin Joe,In Due Time,Rockcliff,Jezoulenko
11-01-2023 18:27:11.975593,"(4.8, 5.8, 5.743805309734514)","(3.5, 3.85, 3.8473816717019136)","(6.5, 8.2, 8.083783783783783)","(10.0, 13.0, 12.9438202247191)","(12.0, 15.5, 15.244791666666666)","(5.0, 5.8, 5.733796296296297)","(51.0, 110.0, 105.43478260869566)","(7.0, 8.6, 8.544075829383885)"
11-01-2023 18:27:13.358946,"(4.8, 5.8, 5.749402390438247)","(3.5, 3.85, 3.8481218274111675)","(6.5, 8.2, 8.083783783783783)","(10.0, 13.0, 12.9438202247191)","(12.0, 15.5, 15.221698113207546)","(5.0, 5.8, 5.733796296296297)","(51.0, 110.0, 105.43478260869566)","(7.0, 8.6, 8.544075829383885)"
11-01-2023 18:27:14.758562,"(4.8, 5.8, 5.756492027334852)","(3.5, 3.85, 3.8314191960623463)","(6.5, 8.2, 7.552529182879377)","(10.0, 13.0, 13.34375)","(12.0, 15.5, 16.405405405405407)","(5.0, 5.8, 5.840350877192982)","(51.0, 110.0, 105.22727272727272)","(7.0, 8.6, 8.538679245283019)"
11-01-2023 18:27:16.201478,"(4.8, 5.9, 5.757620817843867)","(3.5, 3.85, 3.8321549966009516)","(6.5, 7.6, 7.553256704980843)","(10.0, 13.5, 12.985714285714286)","(12.0, 16.5, 16.174418604651162)","(5.0, 5.9, 5.906675749318802)","(51.0, 110.0, 104.0)","(7.0, 8.6, 8.568235294117647)"
11-01-2023 18:27:17.643882,"(4.8, 5.9, 5.784274193548387)","(3.5, 3.85, 3.826774193548387)","(6.5, 7.6, 7.548085106382978)","(10.0, 13.0, 12.985294117647058)","(12.0, 16.5, 16.182926829268293)","(5.0, 6.0, 5.906675749318802)","(51.0, 110.0, 105.22727272727272)","(7.0, 8.6, 8.69811320754717)"
11-01-2023 18:27:18.950075,"(4.8, 5.8, 5.784274193548387)","(3.5, 3.85, 3.826774193548387)","(6.5, 7.6, 7.548085106382978)","(10.0, 13.0, 12.985294117647058)","(12.0, 16.5, 16.182926829268293)","(5.0, 6.0, 5.9178657074340535)","(51.0, 110.0, 105.22727272727272)","(7.0, 8.8, 8.727272727272728)"
11-01-2023 18:27:20.334521,"(4.8, 5.8, 5.782191780821917)","(3.5, 3.85, 3.803941441441441)","(6.5, 7.6, 7.545110410094637)","(10.0, 13.0, 12.876712328767123)","(12.0, 16.5, 16.12589928057554)","(5.0, 6.0, 5.9184405940594065)","(51.0, 110.0, 105.22727272727272)","(7.0, 8.8, 8.727272727272728)"
11-01-2023 18:27:21.640812,"(4.8, 5.8, 5.782191780821917)","(3.5, 3.85, 3.8189102564102564)","(6.5, 7.6, 7.533529411764706)","(10.0, 13.0, 12.494152046783626)","(12.0, 16.5, 15.930693069306932)","(5.0, 6.0, 5.921794871794872)","(51.0, 110.0, 105.22727272727272)","(7.0, 8.8, 8.727272727272728)"
11-01-2023 18:27:22.962282,"(4.8, 5.9, 5.784962406015038)","(3.5, 3.85, 3.814140480591497)","(6.5, 7.6, 7.534574468085106)","(10.0, 12.5, 12.724)","(12.0, 16.0, 15.967948717948717)","(5.0, 6.0, 5.928328008519702)","(51.0, 110.0, 104.16666666666667)","(7.0, 8.8, 8.74759825327511)"
11-01-2023 18:27:24.360658,"(4.8, 5.9, 5.837964458804524)","(3.5, 3.85, 3.824412171507607)","(6.5, 7.6, 7.534574468085106)","(10.0, 13.0, 12.566964285714286)","(12.0, 16.0, 15.967948717948717)","(5.0, 6.0, 5.926688453159041)","(51.0, 110.0, 104.16666666666667)","(7.0, 8.8, 8.730739299610896)"
11-01-2023 18:27:25.762696,"(4.8, 5.9, 5.775928917609047)","(3.5, 3.85, 3.8044235924932974)","(6.5, 7.6, 7.528101265822785)","(10.0, 13.0, 12.566964285714286)","(12.0, 16.0, 15.967948717948717)","(5.0, 6.0, 5.9303312629399585)","(51.0, 110.0, 104.16666666666667)","(7.0, 8.8, 8.730739299610896)"
11-01-2023 18:27:27.143299,"(4.8, 5.8, 5.765248226950355)","(3.5, 3.85, 3.8033254156769596)","(6.5, 7.6, 7.528101265822785)","(10.0, 13.0, 12.566964285714286)","(12.0, 16.0, 16.129310344827587)","(5.0, 6.0, 5.93626893939394)","(51.0, 110.0, 104.16666666666667)","(7.0, 8.8, 8.711036789297658)"
11-01-2023 18:27:28.550591,"(4.8, 5.9, 5.765248226950355)","(3.5, 3.85, 3.8029904306220095)","(6.5, 7.6, 7.519318181818182)","(10.0, 13.0, 12.566964285714286)","(12.0, 16.5, 15.919540229885058)","(5.0, 6.0, 6.0823027718550104)","(51.0, 110.0, 104.16666666666667)","(7.0, 8.8, 8.711036789297658)"
11-01-2023 18:27:30.015093,"(4.8, 5.8, 5.776521739130435)","(3.5, 3.85, 3.796800595238095)","(6.5, 7.6, 7.36896551724138)","(10.0, 13.0, 12.602459016393443)","(12.0, 16.0, 15.924418604651162)","(5.0, 6.2, 6.1429245283018865)","(51.0, 110.0, 104.16666666666667)","(7.0, 8.8, 8.710738255033558)"
11-01-2023 18:27:31.353060,"(4.8, 5.8, 5.781632653061225)","(3.5, 3.8, 3.799762658227848)","(6.5, 7.4, 7.332492113564669)","(10.0, 13.0, 12.780864197530864)","(12.0, 16.0, 15.924418604651162)","(5.0, 6.2, 6.12719836400818)","(51.0, 110.0, 105.71428571428572)","(7.0, 8.8, 8.710738255033558)"
11-01-2023 18:27:32.727265,"(4.8, 5.8, 5.781632653061225)","(3.4, 3.8, 3.799762658227848)","(6.5, 7.4, 7.334954407294833)","(10.0, 13.0, 12.787974683544304)","(12.0, 16.0, 15.924418604651162)","(5.0, 6.2, 6.1434022257551675)","(51.0, 110.0, 102.5)","(7.0, 8.8, 8.700374531835207)"
11-01-2023 18:27:34.149333,"(4.8, 5.8, 5.794117647058823)","(3.4, 3.8, 3.812144212523719)","(6.5, 7.4, 7.327586206896552)","(10.0, 13.0, 12.78525641025641)","(12.0, 16.0, 15.924418604651162)","(5.0, 6.2, 6.141734860883798)","(51.0, 110.0, 96.42857142857143)","(7.0, 8.8, 8.687581699346405)"
11-01-2023 18:27:35.535796,"(4.8, 5.8, 5.794117647058823)","(3.4, 3.85, 3.7934210526315786)","(6.5, 7.4, 7.327586206896552)","(10.0, 13.0, 12.79320987654321)","(12.0, 16.0, 15.917721518987342)","(5.0, 6.2, 6.155963302752293)","(51.0, 100.0, 94.0)","(7.0, 8.8, 8.716504854368932)"
11-01-2023 18:27:36.928145,"(4.8, 5.8, 5.761327231121282)","(3.4, 3.8, 3.8100714285714283)","(6.5, 7.4, 7.45214899713467)","(10.0, 13.0, 12.480392156862745)","(12.0, 16.0, 15.792553191489361)","(5.0, 6.2, 6.190759075907591)","(51.0, 100.0, 94.0)","(7.0, 8.8, 8.716504854368932)"
11-01-2023 18:27:38.628690,"(4.8, 5.9, 5.764423076923077)","(3.4, 3.85, 3.808828125)","(6.5, 7.6, 7.381376518218624)","(10.0, 12.5, 12.4375)","(12.0, 16.0, 15.91304347826087)","(5.0, 6.2, 6.185270049099836)","(51.0, 100.0, 95.38461538461539)","(7.0, 8.8, 8.721640091116173)"
11-01-2023 18:27:40.067871,"(4.8, 5.8, 5.764593301435407)","(3.4, 3.85, 3.8189032258064515)","(6.5, 7.4, 7.363934426229508)","(10.0, 12.5, 12.431372549019608)","(12.0, 16.0, 15.911764705882353)","(5.0, 6.2, 6.172477064220184)","(51.0, 100.0, 95.38461538461539)","(7.0, 8.8, 8.721640091116173)"
11-01-2023 18:27:41.574153,"(4.8, 5.8, 5.783505154639175)","(3.4, 3.85, 3.8268046198267567)","(6.5, 7.4, 7.359166666666667)","(10.0, 12.5, 12.431372549019608)","(12.0, 16.0, 15.951612903225806)","(5.0, 6.2, 6.171830985915493)","(51.0, 100.0, 95.38461538461539)","(7.0, 8.8, 8.721640091116173)"
11-01-2023 18:27:42.961450,"(4.8, 5.8, 5.782989690721649)","(3.4, 3.85, 3.8310114503816792)","(6.5, 7.4, 7.3608)","(10.0, 12.5, 12.431372549019608)","(12.0, 16.0, 16.120253164556964)","(5.0, 6.2, 6.166228893058162)","(51.0, 100.0, 93.52941176470588)","(7.0, 8.8, 8.70971128608924)"
11-01-2023 18:27:44.420007,"(4.8, 5.8, 5.786559139784946)","(3.4, 3.85, 3.831675874769797)","(6.5, 7.4, 7.359166666666667)","(10.0, 12.5, 12.431372549019608)","(12.0, 16.5, 16.126666666666665)","(5.0, 6.2, 6.166228893058162)","(51.0, 100.0, 93.52941176470588)","(7.0, 8.8, 8.70971128608924)"
11-01-2023 18:27:45.761768,"(4.8, 5.8, 5.786559139784946)","(3.4, 3.85, 3.831675874769797)","(6.5, 7.4, 7.359504132231406)","(10.0, 12.5, 12.431372549019608)","(12.0, 16.5, 16.20769230769231)","(5.0, 6.2, 6.166228893058162)","(51.0, 100.0, 93.52941176470588)","(7.0, 8.8, 8.707027027027028)"
11-01-2023 18:27:47.118094,"(4.8, 5.8, 5.758928571428571)","(3.4, 3.85, 3.833045148895293)","(6.5, 7.4, 7.360956175298805)","(10.0, 12.5, 12.431372549019608)","(12.0, 16.5, 16.20769230769231)","(5.0, 6.2, 6.16830985915493)","(51.0, 100.0, 93.52941176470588)","(7.0, 8.8, 8.707027027027028)"
11-01-2023 18:27:48.467298,"(4.8, 5.8, 5.767142857142857)","(3.4, 3.85, 3.8329534662867997)","(6.5, 7.4, 7.359336099585063)","(10.0, 12.5, 12.431372549019608)","(12.0, 16.5, 16.20769230769231)","(5.0, 6.2, 6.169178082191781)","(51.0, 100.0, 93.52941176470588)","(7.0, 8.8, 8.707027027027028)"
11-01-2023 18:27:49.812550,"(4.8, 5.8, 5.767142857142857)","(3.4, 3.85, 3.8329534662867997)","(6.5, 7.4, 7.425981873111782)","(10.0, 12.5, 12.431372549019608)","(12.0, 16.5, 16.20769230769231)","(5.0, 6.2, 6.234090909090909)","(51.0, 100.0, 93.52941176470588)","(7.0, 8.8, 8.7056)"
11-01-2023 18:27:51.232734,"(4.8, 5.8, 5.78503937007874)","(3.4, 3.85, 3.8421628189550425)","(6.5, 7.6, 7.427906976744186)","(10.0, 12.5, 12.431372549019608)","(12.0, 16.5, 16.2109375)","(5.0, 6.4, 6.173684210526316)","(51.0, 100.0, 90.66666666666667)","(7.0, 8.8, 8.7056)"
11-01-2023 18:27:52.562326,"(4.8, 5.8, 5.78503937007874)","(3.4, 3.85, 3.8421628189550425)","(6.5, 7.6, 7.4222222222222225)","(10.0, 12.5, 12.550420168067227)","(12.0, 16.5, 16.04901960784314)","(5.0, 6.2, 6.14026402640264)","(51.0, 100.0, 90.66666666666667)","(7.0, 8.8, 8.7056)"
11-01-2023 18:27:53.888178,"(4.8, 5.8, 5.7164)","(3.4, 3.9, 3.8559895833333333)","(6.5, 7.6, 7.413249211356467)","(10.0, 13.0, 12.621993127147766)","(12.0, 16.5, 16.15740740740741)","(5.0, 6.2, 5.876282051282051)","(51.0, 100.0, 90.66666666666667)","(7.0, 8.8, 8.700281690140844)"
11-01-2023 18:27:55.147335,"(4.8, 5.8, 5.729391891891892)","(3.4, 3.9, 3.8559895833333333)","(6.5, 7.6, 7.413249211356467)","(10.0, 13.0, 12.621993127147766)","(12.0, 16.5, 16.079545454545453)","(5.0, 5.9, 5.875657894736842)","(51.0, 100.0, 90.66666666666667)","(7.0, 8.8, 8.687619047619048)"
11-01-2023 18:27:56.544178,"(4.8, 5.8, 5.772033898305085)","(3.4, 3.9, 3.8570798755186724)","(6.5, 7.6, 7.412063492063492)","(10.0, 13.0, 12.607142857142858)","(12.0, 16.5, 16.079545454545453)","(5.0, 5.9, 5.875657894736842)","(51.0, 100.0, 90.66666666666667)","(7.0, 8.8, 8.686900958466454)"
11-01-2023 18:27:57.902226,"(4.8, 5.8, 5.780701754385965)","(3.4, 3.9, 3.8570798755186724)","(6.5, 7.6, 7.412063492063492)","(10.0, 13.0, 12.412621359223301)","(12.0, 16.5, 16.15740740740741)","(5.0, 5.9, 5.870987654320988)","(51.0, 100.0, 95.35714285714286)","(7.0, 8.8, 8.44)"
11-01-2023 18:27:59.260303,"(4.8, 6.0, 5.861231281198004)","(3.4, 3.9, 3.8616928044280443)","(6.5, 7.4, 7.405901639344262)","(10.0, 12.5, 12.561056105610561)","(12.0, 16.5, 16.227941176470587)","(5.0, 5.9, 5.872368421052632)","(51.0, 100.0, 95.35714285714286)","(7.0, 8.6, 8.366666666666667)"
11-01-2023 18:28:00.692446,"(4.8, 6.0, 5.964566929133858)","(3.4, 3.9, 3.8612313612313613)","(6.5, 7.6, 7.412063492063492)","(10.0, 13.0, 12.561056105610561)","(12.0, 16.5, 16.097826086956523)","(5.0, 5.9, 5.889850746268657)","(51.0, 100.0, 95.35714285714286)","(7.0, 8.4, 8.516265060240963)"
11-01-2023 18:28:02.107482,"(4.8, 5.9, 5.877272727272728)","(3.4, 3.9, 3.8614685658153243)","(6.5, 7.6, 6.960954446854664)","(10.0, 13.0, 12.626168224299064)","(12.0, 16.5, 16.57456140350877)","(5.0, 5.9, 5.9526819923371646)","(51.0, 100.0, 95.38461538461539)","(7.0, 8.6, 8.5048)"
11-01-2023 18:28:03.547688,"(4.8, 6.0, 5.873758865248226)","(3.4, 3.9, 3.8613978985838284)","(6.5, 7.0, 6.825936599423631)","(10.0, 13.0, 12.673652694610778)","(12.0, 17.0, 16.646825396825395)","(5.0, 6.0, 6.017165668662675)","(51.0, 100.0, 93.33333333333333)","(7.0, 8.6, 8.515302491103203)"
11-01-2023 18:28:04.911172,"(4.8, 6.0, 5.908791208791209)","(3.4, 3.9, 3.8633087277464178)","(6.5, 7.0, 6.825936599423631)","(10.0, 13.0, 12.668604651162791)","(12.0, 17.0, 16.646825396825395)","(5.0, 6.2, 6.017165668662675)","(51.0, 100.0, 93.33333333333333)","(7.0, 8.6, 8.458947368421052)"
11-01-2023 18:28:06.287624,"(4.8, 6.0, 5.902639296187684)","(3.4, 3.9, 3.866549295774648)","(6.5, 7.0, 6.825936599423631)","(10.0, 13.0, 12.214285714285714)","(12.0, 17.0, 16.609649122807017)","(5.0, 6.2, 6.049284578696343)","(51.0, 100.0, 93.33333333333333)","(7.0, 8.6, 8.368548387096775)"
11-01-2023 18:28:07.713757,"(4.8, 6.0, 5.924400871459695)","(3.4, 3.9, 3.9769736842105265)","(6.5, 7.0, 6.822388059701493)","(10.0, 12.5, 11.982394366197184)","(12.0, 17.0, 16.567961165048544)","(5.0, 6.2, 6.035231316725978)","(51.0, 100.0, 94.16666666666667)","(7.0, 8.4, 8.351698113207547)"
11-01-2023 18:28:09.071449,"(4.8, 6.0, 5.964444444444444)","(3.4, 4.0, 3.993090211132438)","(6.5, 7.0, 6.851869158878505)","(10.0, 12.0, 11.982394366197184)","(12.0, 17.0, 16.555)","(5.0, 6.2, 6.03992673992674)","(51.0, 100.0, 94.54545454545455)","(7.0, 8.4, 8.351698113207547)"
11-01-2023 18:28:10.393628,"(4.8, 5.9, 5.869620253164557)","(3.4, 4.0, 4.014635316698657)","(6.5, 7.0, 6.880382775119617)","(10.0, 12.0, 11.982394366197184)","(12.0, 17.0, 16.391304347826086)","(5.0, 6.2, 6.035294117647059)","(51.0, 100.0, 94.54545454545455)","(7.0, 8.4, 8.3496062992126)"
11-01-2023 18:28:11.811441,"(4.8, 5.9, 5.859230769230769)","(3.4, 4.1, 4.041957364341085)","(6.5, 7.0, 6.89648033126294)","(10.0, 12.0, 11.95973154362416)","(12.0, 16.5, 16.391304347826086)","(5.0, 6.2, 6.035294117647059)","(51.0, 100.0, 85.34653465346534)","(7.0, 8.4, 8.3496062992126)"
11-01-2023 18:28:13.249553,"(4.8, 5.9, 5.846529080675422)","(3.4, 4.1, 4.043111992071357)","(6.5, 7.0, 6.902544031311154)","(10.0, 12.0, 11.914110429447852)","(12.0, 16.5, 16.644)","(5.0, 6.2, 5.972874493927126)","(51.0, 90.0, 97.6470588235294)","(7.0, 8.4, 8.363559322033899)"
11-01-2023 18:28:14.638676,"(4.8, 6.0, 5.947292418772563)","(3.4, 4.1, 4.047795591182364)","(6.5, 7.0, 6.914396887159533)","(10.0, 12.0, 11.95)","(12.0, 17.0, 16.68661971830986)","(5.0, 6.0, 5.974114441416893)","(51.0, 100.0, 96.19047619047619)","(7.0, 8.4, 8.363559322033899)"
11-01-2023 18:28:16.038983,"(4.8, 5.9, 5.873646209386282)","(3.4, 4.1, 4.047795591182364)","(6.5, 7.0, 6.922755741127348)","(10.0, 12.0, 11.95)","(12.0, 17.0, 16.68661971830986)","(5.0, 6.0, 5.971976401179941)","(51.0, 100.0, 96.19047619047619)","(7.0, 8.4, 8.360909090909091)"
11-01-2023 18:28:17.474118,"(4.8, 6.0, 5.991666666666667)","(3.4, 4.1, 4.040114942528735)","(6.5, 7.0, 6.915748031496063)","(10.0, 12.0, 11.886666666666667)","(12.0, 17.0, 16.630597014925375)","(5.0, 6.0, 5.959512195121952)","(51.0, 100.0, 96.19047619047619)","(7.0, 8.4, 8.070535714285715)"
11-01-2023 18:28:18.785552,"(4.8, 6.2, 6.044363636363636)","(3.4, 4.1, 4.032986767485822)","(6.5, 7.0, 6.721951219512195)","(10.0, 12.0, 11.942748091603054)","(12.0, 17.0, 16.68661971830986)","(5.0, 6.0, 5.828333333333333)","(51.0, 100.0, 98.0)","(7.0, 8.2, 8.059217877094971)"
11-01-2023 18:28:20.011443,"(4.8, 6.4, 6.270404984423676)","(3.4, 4.1, 4.034954128440367)","(6.5, 6.8, 6.61744966442953)","(10.0, 12.0, 11.942748091603054)","(12.0, 17.0, 16.65234375)","(5.0, 5.9, 5.835841584158416)","(51.0, 100.0, 98.75)","(7.0, 8.2, 8.05668449197861)"
11-01-2023 18:28:21.435314,"(4.8, 6.4, 6.283703703703704)","(3.4, 4.1, 4.034954128440367)","(6.5, 6.8, 6.61744966442953)","(10.0, 12.0, 11.94186046511628)","(12.0, 17.0, 16.738235294117647)","(5.0, 5.9, 5.8307692307692305)","(51.0, 100.0, 98.75)","(7.0, 8.2, 8.0368)"
11-01-2023 18:28:22.940940,"(4.8, 6.4, 6.274103585657371)","(3.4, 4.1, 4.038362068965517)","(6.5, 6.8, 6.6716981132075475)","(10.0, 12.0, 11.942748091603054)","(12.0, 17.0, 16.738235294117647)","(5.0, 5.9, 5.8307692307692305)","(51.0, 100.0, 99.0909090909091)","(7.0, 8.2, 8.02948717948718)"
11-01-2023 18:28:24.411474,"(4.8, 6.4, 6.303426791277259)","(3.4, 4.1, 4.033712121212121)","(6.5, 6.8, 6.665375302663438)","(10.0, 12.0, 11.927745664739884)","(12.0, 17.0, 16.793478260869566)","(5.0, 5.9, 5.827509293680298)","(51.0, 100.0, 99.375)","(7.0, 8.2, 8.026436781609195)"
11-01-2023 18:28:25.830002,"(4.8, 6.4, 6.312542372881357)","(3.4, 4.1, 4.036009353078722)","(6.5, 6.8, 6.64972972972973)","(10.0, 12.0, 11.86)","(12.0, 17.0, 16.793478260869566)","(5.0, 5.9, 5.827509293680298)","(51.0, 100.0, 98.6842105263158)","(7.0, 8.2, 8.02742857142857)"
11-01-2023 18:28:27.515097,"(4.8, 6.4, 6.312542372881357)","(3.4, 4.1, 4.035252365930599)","(6.5, 6.8, 6.72008032128514)","(10.0, 12.0, 11.84009009009009)","(12.0, 17.0, 16.745454545454546)","(5.0, 5.9, 5.827509293680298)","(51.0, 100.0, 98.6842105263158)","(7.0, 8.2, 8.034285714285714)"
11-01-2023 18:28:29.138730,"(4.8, 6.4, 6.377064220183486)","(3.4, 4.1, 4.040279937791602)","(6.5, 6.8, 6.7287912087912085)","(10.0, 12.0, 11.848936170212767)","(12.0, 17.0, 16.742331288343557)","(5.0, 5.9, 5.827509293680298)","(51.0, 100.0, 98.57142857142857)","(7.0, 8.2, 8.055)"
11-01-2023 18:28:30.608815,"(4.8, 6.4, 6.345660377358491)","(3.4, 4.1, 4.0289062499999995)","(6.5, 6.8, 6.891266375545851)","(10.0, 12.0, 11.833333333333334)","(12.0, 17.0, 16.742331288343557)","(5.0, 5.9, 5.804471544715447)","(51.0, 100.0, 98.125)","(7.0, 8.2, 8.028930817610062)"
11-01-2023 18:28:32.033575,"(4.8, 6.4, 6.345660377358491)","(3.4, 4.1, 4.0289062499999995)","(6.5, 7.0, 6.903722084367246)","(10.0, 12.0, 11.867713004484305)","(12.0, 17.0, 17.146551724137932)","(5.0, 5.9, 5.761217948717949)","(51.0, 100.0, 98.44827586206897)","(7.0, 8.2, 8.04037558685446)"
11-01-2023 18:28:33.564454,"(4.8, 6.4, 6.347328244274809)","(3.4, 4.1, 4.028992248062015)","(6.5, 7.0, 6.931448763250883)","(10.0, 12.0, 11.867713004484305)","(12.0, 17.5, 17.224137931034484)","(5.0, 5.8, 5.7710037174721185)","(51.0, 100.0, 98.44827586206897)","(7.0, 8.2, 8.04413145539906)"
11-01-2023 18:28:34.930641,"(4.8, 6.4, 6.347328244274809)","(3.4, 4.1, 4.028992248062015)","(6.5, 7.0, 7.035748792270532)","(10.0, 12.0, 11.816532258064516)","(12.0, 17.5, 17.224137931034484)","(5.0, 5.8, 5.7710037174721185)","(51.0, 100.0, 98.44827586206897)","(7.0, 8.2, 8.035235732009925)"
11-01-2023 18:28:36.447037,"(4.8, 6.4, 6.304043126684636)","(3.4, 4.1, 4.028325508607199)","(6.5, 7.2, 7.016666666666667)","(10.0, 12.0, 11.816532258064516)","(12.0, 17.5, 17.154761904761905)","(5.0, 5.8, 5.7710037174721185)","(51.0, 100.0, 98.125)","(7.0, 8.2, 7.9873517786561266)"
11-01-2023 18:28:38.225157,"(5.0, 6.4, 6.30028653295129)","(3.5, 4.1, 4.025407166123778)","(6.5, 7.2, 7.056610169491526)","(10.0, 12.0, 11.816532258064516)","(14.0, 17.5, 17.10810810810811)","(5.0, 5.8, 5.724561403508772)","(61.0, 100.0, 98.125)","(7.0, 8.0, 7.965942028985507)"
11-01-2023 18:28:39.876524,"(5.0, 6.4, 6.311898734177215)","(3.5, 4.1, 4.025407166123778)","(6.5, 7.2, 7.054054054054054)","(10.0, 12.0, 11.855203619909503)","(14.0, 17.5, 17.166666666666668)","(5.0, 5.8, 5.712820512820513)","(61.0, 100.0, 98.125)","(7.0, 8.0, 7.940490797546012)"
11-01-2023 18:28:41.417168,"(5.0, 6.4, 6.317073170731708)","(3.5, 4.1, 4.021066208082545)","(6.5, 7.2, 7.059230769230769)","(10.0, 12.0, 11.855203619909503)","(14.0, 17.5, 17.201030927835053)","(5.0, 5.8, 5.73015873015873)","(61.0, 100.0, 98.125)","(7.0, 8.0, 7.850220264317181)"
11-01-2023 18:28:42.833102,"(5.0, 6.4, 6.317073170731708)","(3.5, 4.1, 4.025099920063949)","(6.5, 7.2, 7.086267605633803)","(10.0, 12.0, 11.855203619909503)","(14.0, 17.5, 17.201030927835053)","(5.0, 5.8, 5.742105263157895)","(61.0, 100.0, 98.125)","(7.0, 8.0, 7.848822269807281)"
11-01-2023 18:28:44.196881,"(5.0, 6.4, 6.3731462925851705)","(3.5, 4.1, 4.009422222222222)","(6.5, 7.2, 7.098174442190669)","(10.0, 12.0, 11.610795454545455)","(14.0, 17.5, 17.226744186046513)","(5.0, 5.8, 5.754492753623189)","(61.0, 100.0, 98.125)","(7.0, 8.0, 7.851121076233183)"
11-01-2023 18:28:45.738463,"(5.0, 6.6, 6.426262626262626)","(3.5, 4.1, 4.007497741644083)","(6.5, 7.2, 7.102892561983471)","(10.0, 12.0, 11.548319327731093)","(14.0, 17.5, 17.11842105263158)","(5.0, 5.8, 5.7435967302452315)","(61.0, 100.0, 98.125)","(7.0, 8.0, 7.841986455981941)"
11-01-2023 18:28:47.272025,"(5.0, 6.6, 6.400784313725491)","(3.5, 4.1, 4.004296875)","(6.0, 7.2, 7.108496732026144)","(10.0, 12.0, 11.596958174904943)","(14.0, 17.5, 17.11842105263158)","(5.0, 5.8, 5.73960396039604)","(61.0, 100.0, 98.125)","(7.0, 8.0, 7.856850715746421)"
11-01-2023 18:28:48.650829,"(5.0, 6.6, 6.400865800865801)","(3.5, 4.1, 4.00363196125908)","(6.0, 7.2, 7.079656160458453)","(10.0, 12.0, 11.551666666666666)","(14.0, 17.5, 17.11842105263158)","(5.0, 5.8, 5.73342175066313)","(61.0, 100.0, 98.125)","(7.0, 8.0, 7.853923541247485)"
11-01-2023 18:28:50.124042,"(5.0, 6.6, 6.400869565217391)","(3.5, 4.1, 4.003114478114478)","(6.0, 7.2, 7.026446280991736)","(10.0, 12.0, 11.204288939051919)","(14.0, 17.5, 17.186666666666667)","(5.0, 5.8, 5.767741935483871)","(61.0, 100.0, 98.125)","(7.0, 8.0, 7.861382113821138)"
11-01-2023 18:28:51.442802,"(5.0, 6.6, 6.400869565217391)","(3.5, 4.1, 4.006877022653722)","(6.0, 7.2, 7.050445103857567)","(10.0, 11.5, 11.182954545454546)","(14.0, 17.5, 17.186666666666667)","(5.0, 5.8, 5.778260869565218)","(61.0, 100.0, 98.125)","(7.0, 8.0, 7.85121412803532)"
11-01-2023 18:28:52.711691,"(5.5, 6.6, 6.400869565217391)","(3.5, 4.1, 4.006877022653722)","(6.0, 7.2, 6.737106918238993)","(10.0, 11.5, 11.621212121212121)","(14.0, 17.5, 16.16891891891892)","(5.0, 5.8, 5.739563862928349)","(61.0, 100.0, 98.125)","(7.0, 8.0, 7.852422907488987)"
11-01-2023 18:28:53.996357,"(5.5, 6.6, 6.49478672985782)","(3.5, 4.1, 4.009620253164557)","(6.0, 6.8, 6.695140664961636)","(10.0, 12.0, 12.357868020304569)","(14.0, 16.5, 16.151515151515152)","(5.0, 5.8, 5.7709090909090905)","(61.0, 100.0, 108.16326530612245)","(7.0, 8.0, 7.8206549118387905)"
11-01-2023 18:28:55.308944,"(5.5, 6.6, 6.524489795918368)","(3.5, 4.1, 4.012285012285012)","(6.0, 6.8, 6.729279279279279)","(10.0, 12.5, 12.419642857142858)","(14.0, 16.5, 16.133333333333333)","(5.0, 5.8, 5.7709090909090905)","(61.0, 110.0, 109.0909090909091)","(7.0, 8.0, 7.7882105263157895)"
11-01-2023 18:28:56.516864,"(5.0, 6.6, 6.5310559006211175)","(3.5, 4.1, 4.01744966442953)","(6.0, 6.8, 6.724190476190476)","(10.0, 12.5, 12.653679653679653)","(14.0, 16.5, 16.16867469879518)","(5.0, 5.8, 5.655757575757575)","(61.0, 110.0, 109.30232558139535)","(7.0, 7.8, 7.843181818181818)"
11-01-2023 18:28:57.789469,"(5.0, 6.6, 6.536389684813753)","(3.5, 4.1, 4.017120954003407)","(6.0, 6.8, 6.684162895927601)","(10.0, 13.0, 12.68695652173913)","(14.0, 16.5, 16.153846153846153)","(5.0, 5.7, 5.687759815242495)","(61.0, 110.0, 109.31818181818181)","(7.0, 8.0, 7.8525798525798525)"
11-01-2023 18:28:59.086525,"(5.0, 6.6, 6.535276967930029)","(3.5, 4.1, 4.014947552447552)","(6.0, 6.8, 6.711015118790496)","(10.0, 13.0, 12.547727272727272)","(13.0, 16.5, 16.169696969696968)","(5.0, 5.7, 5.641847041847042)","(61.0, 110.0, 109.31818181818181)","(6.5, 8.0, 7.842931937172775)"
11-01-2023 18:29:00.419193,"(5.0, 6.6, 6.543076923076923)","(3.5, 4.1, 4.014947552447552)","(6.0, 6.8, 6.711015118790496)","(10.0, 13.0, 12.593877551020409)","(13.0, 16.5, 16.195530726256983)","(5.0, 5.7, 5.650430504305043)","(61.0, 110.0, 109.31818181818181)","(6.5, 8.0, 7.8482352941176465)"
