,American Russ,Ebony King,Hanibal Hero,Mahjing,Dirty Grin,Gringotts,Shakattak,Tapin Three,Terrestar
11-01-2023 15:41:04.370817,"(81.0, 160.0, 140.0)","(15.0, 18.5, 18.408333333333335)","(21.0, 29.0, 28.142857142857142)","(101.0, 210.0, 206.66666666666666)","(9.0, 11.5, 11.375)","(4.2, 4.9, 4.7778797145769625)","(5.0, 5.8, 5.747058823529412)","(2.6, 3.2, 3.183225806451613)","(8.0, 9.2, 9.073504273504273)"
11-01-2023 15:41:05.663181,"(81.0, 160.0, 140.0)","(15.0, 18.5, 18.408333333333335)","(21.0, 29.0, 28.142857142857142)","(101.0, 210.0, 206.66666666666666)","(9.0, 11.5, 11.375)","(4.2, 4.9, 4.777016129032258)","(5.0, 5.8, 5.752000000000001)","(2.6, 3.2, 3.183225806451613)","(8.0, 9.2, 9.073504273504273)"
11-01-2023 15:41:06.957944,"(81.0, 160.0, 140.0)","(15.0, 18.5, 18.408333333333335)","(21.0, 29.0, 28.142857142857142)","(101.0, 210.0, 206.66666666666666)","(9.0, 11.5, 11.375)","(4.2, 4.9, 4.777016129032258)","(5.0, 5.9, 5.745614035087719)","(2.6, 3.2, 3.183225806451613)","(8.0, 9.2, 9.070175438596491)"
11-01-2023 15:41:08.401717,"(81.0, 160.0, 137.5)","(15.0, 18.5, 18.06756756756757)","(21.0, 29.0, 28.142857142857142)","(101.0, 210.0, 206.66666666666666)","(9.0, 11.5, 11.375)","(4.2, 4.9, 4.777016129032258)","(5.0, 5.9, 5.745614035087719)","(2.6, 3.2, 3.183225806451613)","(8.0, 9.2, 9.070175438596491)"
11-01-2023 15:41:09.792869,"(81.0, 160.0, 137.5)","(15.0, 18.5, 18.06756756756757)","(21.0, 29.0, 27.63157894736842)","(101.0, 210.0, 206.66666666666666)","(9.0, 11.5, 11.375)","(4.2, 4.9, 4.785992217898833)","(5.0, 5.9, 5.745614035087719)","(2.6, 3.2, 3.184971098265896)","(8.0, 9.2, 9.096503496503496)"
11-01-2023 15:41:11.002815,"(81.0, 160.0, 137.5)","(15.0, 18.5, 18.06756756756757)","(21.0, 29.0, 27.75)","(101.0, 210.0, 206.66666666666666)","(9.0, 11.5, 11.375)","(4.2, 4.9, 4.779496402877698)","(5.0, 5.9, 5.745614035087719)","(2.6, 3.2, 3.185945945945946)","(8.0, 9.2, 9.139047619047618)"
11-01-2023 15:41:12.288964,"(81.0, 160.0, 137.5)","(15.0, 18.5, 18.109756097560975)","(21.0, 29.0, 27.75)","(101.0, 210.0, 206.66666666666666)","(9.0, 11.5, 11.375)","(4.2, 4.9, 4.779496402877698)","(5.0, 5.9, 5.745614035087719)","(2.6, 3.2, 3.185945945945946)","(8.0, 9.2, 9.139047619047618)"
11-01-2023 15:41:13.509816,"(81.0, 160.0, 140.0)","(15.0, 18.5, 18.109756097560975)","(21.0, 29.0, 27.75)","(101.0, 210.0, 206.66666666666666)","(9.0, 11.5, 11.375)","(4.2, 4.9, 4.779496402877698)","(5.0, 5.9, 5.745614035087719)","(2.6, 3.2, 3.185945945945946)","(8.0, 9.2, 9.225)"
11-01-2023 15:41:14.853719,"(81.0, 160.0, 140.0)","(15.0, 18.5, 18.109756097560975)","(21.0, 29.0, 28.8)","(101.0, 210.0, 206.66666666666666)","(9.0, 11.5, 11.375)","(4.2, 4.9, 4.78193832599119)","(5.0, 5.9, 5.765)","(2.6, 3.2, 3.185945945945946)","(8.0, 9.4, 9.228571428571428)"
11-01-2023 15:41:16.201612,"(81.0, 160.0, 140.0)","(15.0, 18.5, 18.109756097560975)","(21.0, 29.0, 28.8)","(101.0, 210.0, 206.66666666666666)","(9.0, 11.5, 11.375)","(4.2, 4.9, 4.78193832599119)","(5.0, 5.8, 5.765)","(2.6, 3.2, 3.1730407523510973)","(8.0, 9.4, 9.207518796992481)"
11-01-2023 15:41:17.644799,"(81.0, 160.0, 140.0)","(15.0, 18.5, 18.109756097560975)","(21.0, 29.0, 28.444444444444443)","(101.0, 210.0, 206.66666666666666)","(9.0, 11.5, 11.375)","(4.2, 4.9, 4.776497695852535)","(5.0, 5.8, 5.765)","(2.6, 3.2, 3.1730407523510973)","(8.0, 9.4, 9.20787401574803)"
11-01-2023 15:41:19.145766,"(81.0, 160.0, 140.0)","(15.0, 18.5, 18.109756097560975)","(21.0, 30.0, 28.4)","(101.0, 210.0, 206.66666666666666)","(9.0, 11.5, 11.375)","(4.2, 4.9, 4.776497695852535)","(5.0, 5.8, 5.765)","(2.6, 3.2, 3.1605113636363638)","(8.0, 9.4, 9.204799999999999)"
11-01-2023 15:41:20.623548,"(81.0, 160.0, 140.0)","(15.0, 18.5, 18.06756756756757)","(21.0, 29.0, 28.333333333333332)","(101.0, 210.0, 206.66666666666666)","(9.0, 11.5, 11.375)","(4.2, 4.9, 4.784521384928717)","(5.0, 5.8, 5.879166666666667)","(2.6, 3.2, 3.1605113636363638)","(8.0, 9.4, 9.204799999999999)"
11-01-2023 15:41:22.016382,"(81.0, 160.0, 140.0)","(15.0, 18.5, 18.06756756756757)","(21.0, 29.0, 28.142857142857142)","(101.0, 210.0, 206.66666666666666)","(9.0, 11.5, 11.375)","(4.2, 4.8, 4.784521384928717)","(5.0, 5.9, 5.879166666666667)","(2.6, 3.2, 3.1605113636363638)","(8.0, 9.4, 9.204799999999999)"
11-01-2023 15:41:23.378747,"(81.0, 160.0, 140.0)","(15.0, 18.5, 18.109756097560975)","(21.0, 29.0, 28.28)","(101.0, 210.0, 206.66666666666666)","(9.0, 11.5, 11.386363636363637)","(4.2, 4.8, 4.784521384928717)","(5.0, 5.9, 5.879166666666667)","(2.6, 3.2, 3.1605113636363638)","(8.0, 9.4, 9.204799999999999)"
11-01-2023 15:41:24.744319,"(81.0, 160.0, 140.0)","(15.0, 18.5, 18.109756097560975)","(21.0, 29.0, 28.28)","(101.0, 210.0, 206.66666666666666)","(9.0, 11.5, 11.386363636363637)","(4.2, 4.8, 4.784521384928717)","(5.0, 5.9, 5.879166666666667)","(2.6, 3.2, 3.1605113636363638)","(8.0, 9.4, 9.204799999999999)"
11-01-2023 15:41:26.036529,"(81.0, 160.0, 140.0)","(15.0, 18.5, 18.109756097560975)","(21.0, 29.0, 28.4)","(101.0, 210.0, 206.66666666666666)","(9.0, 11.5, 11.386363636363637)","(4.2, 4.8, 4.784521384928717)","(5.0, 5.9, 5.879166666666667)","(2.6, 3.2, 3.1605113636363638)","(8.0, 9.4, 9.204799999999999)"
11-01-2023 15:41:27.475471,"(81.0, 160.0, 140.0)","(15.0, 18.5, 18.109756097560975)","(21.0, 29.0, 28.4)","(101.0, 210.0, 206.66666666666666)","(9.0, 11.5, 11.386363636363637)","(4.2, 4.8, 4.784521384928717)","(5.0, 5.9, 5.879166666666667)","(2.6, 3.2, 3.1605113636363638)","(8.0, 9.4, 9.204799999999999)"
11-01-2023 15:41:28.751892,"(81.0, 160.0, 140.0)","(15.0, 18.5, 18.109756097560975)","(21.0, 29.0, 28.4)","(101.0, 210.0, 206.66666666666666)","(9.0, 11.5, 11.386363636363637)","(4.2, 4.8, 4.784521384928717)","(5.0, 5.9, 5.879166666666667)","(2.6, 3.2, 3.1605113636363638)","(8.0, 9.4, 9.204799999999999)"
11-01-2023 15:41:29.958525,"(81.0, 160.0, 140.0)","(15.0, 18.0, 17.666666666666668)","(21.0, 29.0, 28.733333333333334)","(101.0, 210.0, 203.33333333333334)","(9.0, 11.5, 11.386363636363637)","(4.2, 4.8, 4.788486140724946)","(5.0, 5.9, 5.879166666666667)","(2.6, 3.2, 3.1605113636363638)","(8.0, 9.4, 9.201626016260162)"
11-01-2023 15:41:31.700477,"(81.0, 160.0, 133.33333333333334)","(15.0, 18.5, 18.375)","(21.0, 29.0, 28.636363636363637)","(101.0, 210.0, 199.4736842105263)","(9.0, 11.5, 11.386363636363637)","(4.2, 4.8, 4.788486140724946)","(5.0, 5.9, 5.879166666666667)","(2.6, 3.2, 3.1605113636363638)","(8.0, 9.4, 9.201626016260162)"
11-01-2023 15:41:33.178144,"(81.0, 160.0, 133.33333333333334)","(15.0, 18.5, 17.82051282051282)","(21.0, 29.0, 28.555555555555557)","(101.0, 220.0, 196.0)","(9.0, 11.5, 11.386363636363637)","(4.2, 4.8, 4.788486140724946)","(4.8, 5.9, 5.879166666666667)","(2.6, 3.2, 3.1605113636363638)","(8.0, 9.4, 9.201626016260162)"
11-01-2023 15:41:34.610327,"(81.0, 160.0, 133.33333333333334)","(15.0, 18.0, 17.84722222222222)","(21.0, 29.0, 28.733333333333334)","(101.0, 220.0, 196.0)","(9.0, 11.5, 11.418032786885245)","(4.2, 4.8, 4.7877551020408164)","(4.8, 5.9, 5.85625)","(2.6, 3.2, 3.155448717948718)","(8.0, 9.4, 9.201626016260162)"
11-01-2023 15:41:36.139534,"(81.0, 160.0, 133.33333333333334)","(15.0, 18.0, 17.828125)","(21.0, 29.0, 28.692307692307693)","(101.0, 220.0, 198.57142857142858)","(9.0, 11.5, 11.418032786885245)","(4.2, 4.8, 4.763636363636364)","(4.8, 5.9, 5.833333333333333)","(2.6, 3.2, 3.155448717948718)","(8.0, 9.4, 9.201418439716312)"
11-01-2023 15:41:37.573499,"(81.0, 160.0, 133.33333333333334)","(15.0, 18.0, 17.828125)","(21.0, 29.0, 28.692307692307693)","(101.0, 220.0, 193.52941176470588)","(9.0, 11.5, 11.472222222222221)","(4.2, 4.8, 4.720588235294118)","(4.8, 5.9, 5.841176470588235)","(2.6, 3.2, 3.155448717948718)","(8.0, 9.4, 9.201941747572814)"
11-01-2023 15:41:39.014493,"(81.0, 160.0, 133.33333333333334)","(15.0, 18.0, 17.828125)","(21.0, 29.0, 28.692307692307693)","(101.0, 220.0, 203.33333333333334)","(9.0, 12.0, 11.472222222222221)","(4.2, 4.8, 4.697156398104266)","(4.8, 5.9, 5.833333333333333)","(2.6, 3.2, 3.155448717948718)","(8.0, 9.4, 9.20185185185185)"
11-01-2023 15:41:40.296266,"(81.0, 160.0, 133.33333333333334)","(15.0, 18.0, 17.828125)","(21.0, 29.0, 28.642857142857142)","(101.0, 210.0, 198.57142857142858)","(9.0, 12.0, 11.441176470588236)","(4.2, 4.7, 4.6969072164948455)","(4.8, 5.9, 5.833333333333333)","(2.6, 3.2, 3.155448717948718)","(8.0, 9.4, 9.20185185185185)"
11-01-2023 15:41:41.641106,"(81.0, 160.0, 133.33333333333334)","(15.0, 18.0, 17.828125)","(21.0, 29.0, 28.444444444444443)","(101.0, 220.0, 203.33333333333334)","(9.0, 12.0, 11.441176470588236)","(4.2, 4.7, 4.697368421052632)","(4.8, 5.9, 5.866666666666667)","(2.6, 3.2, 3.155448717948718)","(8.0, 9.4, 9.201769911504424)"
11-01-2023 15:41:43.061359,"(81.0, 160.0, 133.33333333333334)","(15.0, 18.0, 17.828125)","(21.0, 29.0, 28.545454545454547)","(101.0, 210.0, 203.33333333333334)","(9.0, 12.0, 11.441176470588236)","(4.2, 4.7, 4.697368421052632)","(4.8, 5.9, 5.866666666666667)","(2.6, 3.2, 3.155448717948718)","(8.0, 9.4, 9.201769911504424)"
11-01-2023 15:41:44.372270,"(81.0, 160.0, 133.33333333333334)","(15.0, 18.0, 17.828125)","(21.0, 29.0, 28.545454545454547)","(101.0, 210.0, 193.52941176470588)","(9.0, 12.0, 11.441176470588236)","(4.2, 4.7, 4.697368421052632)","(4.8, 5.9, 5.866666666666667)","(2.6, 3.2, 3.155448717948718)","(8.0, 9.4, 9.201639344262295)"
11-01-2023 15:41:45.722243,"(81.0, 160.0, 133.33333333333334)","(15.0, 18.0, 17.828125)","(21.0, 29.0, 28.545454545454547)","(101.0, 220.0, 193.52941176470588)","(9.0, 12.0, 11.441176470588236)","(4.2, 4.7, 4.697368421052632)","(4.8, 5.9, 5.844444444444444)","(2.6, 3.2, 3.155448717948718)","(8.0, 9.4, 9.201639344262295)"
11-01-2023 15:41:46.971922,"(81.0, 160.0, 133.33333333333334)","(15.0, 18.0, 17.828125)","(21.0, 27.0, 26.692307692307693)","(101.0, 210.0, 203.33333333333334)","(9.0, 12.0, 11.441176470588236)","(4.2, 4.7, 4.697785977859779)","(4.8, 5.9, 5.844444444444444)","(2.6, 3.2, 3.1665492957746477)","(8.0, 9.4, 9.201639344262295)"
11-01-2023 15:41:48.342189,"(81.0, 160.0, 133.33333333333334)","(15.0, 18.0, 17.84722222222222)","(21.0, 27.0, 26.764705882352942)","(101.0, 210.0, 203.33333333333334)","(9.0, 12.0, 11.441176470588236)","(4.2, 4.7, 4.695910780669145)","(4.8, 5.9, 5.844444444444444)","(2.6, 3.2, 3.1665492957746477)","(8.0, 9.4, 9.201639344262295)"
11-01-2023 15:41:49.788251,"(81.0, 160.0, 133.33333333333334)","(15.0, 18.0, 17.84722222222222)","(21.0, 27.0, 26.555555555555557)","(101.0, 210.0, 193.52941176470588)","(9.0, 12.0, 11.441176470588236)","(4.2, 4.7, 4.695910780669145)","(4.8, 5.9, 5.844444444444444)","(2.6, 3.2, 3.1707272727272726)","(8.0, 9.4, 9.201639344262295)"
11-01-2023 15:41:51.181487,"(81.0, 160.0, 133.33333333333334)","(15.0, 18.0, 17.828125)","(21.0, 27.0, 26.375)","(101.0, 220.0, 203.33333333333334)","(9.0, 12.0, 11.441176470588236)","(4.2, 4.7, 4.695910780669145)","(4.8, 5.9, 5.879166666666667)","(2.6, 3.25, 3.162075471698113)","(8.0, 9.4, 9.201639344262295)"
11-01-2023 15:41:52.587103,"(81.0, 160.0, 133.33333333333334)","(15.0, 18.0, 17.828125)","(21.0, 27.0, 26.375)","(101.0, 210.0, 203.33333333333334)","(9.0, 12.0, 11.441176470588236)","(4.2, 4.7, 4.695910780669145)","(4.8, 5.9, 5.879166666666667)","(2.6, 3.25, 3.181818181818182)","(8.0, 9.4, 9.201639344262295)"
11-01-2023 15:41:53.969783,"(81.0, 160.0, 133.33333333333334)","(15.0, 18.0, 17.84722222222222)","(21.0, 27.0, 26.473684210526315)","(101.0, 210.0, 203.33333333333334)","(9.0, 12.0, 11.393617021276595)","(4.2, 4.7, 4.679834254143646)","(4.8, 5.9, 5.839166666666666)","(2.6, 3.2, 3.187692307692308)","(8.0, 9.4, 9.30625)"
11-01-2023 15:41:55.265207,"(81.0, 160.0, 133.33333333333334)","(15.0, 18.0, 17.882978723404257)","(21.0, 28.0, 27.09090909090909)","(101.0, 210.0, 207.14285714285714)","(9.0, 12.0, 11.393617021276595)","(4.2, 4.7, 4.679320113314447)","(4.8, 6.0, 5.817840375586854)","(2.6, 3.2, 3.187692307692308)","(8.0, 9.4, 9.30625)"
11-01-2023 15:41:56.716317,"(81.0, 160.0, 133.33333333333334)","(15.0, 18.5, 18.291666666666668)","(21.0, 28.0, 27.5)","(101.0, 220.0, 193.52941176470588)","(9.0, 12.0, 11.393617021276595)","(4.2, 4.7, 4.679320113314447)","(4.8, 6.0, 5.817840375586854)","(2.6, 3.2, 3.187692307692308)","(8.0, 9.4, 9.30625)"
11-01-2023 15:41:58.296381,"(81.0, 160.0, 133.33333333333334)","(15.0, 18.5, 18.291666666666668)","(21.0, 28.0, 27.5)","(101.0, 210.0, 203.33333333333334)","(9.0, 12.0, 11.393617021276595)","(4.2, 4.7, 4.679320113314447)","(4.8, 6.0, 5.817840375586854)","(2.6, 3.2, 3.187692307692308)","(8.0, 9.4, 9.30625)"
11-01-2023 15:41:59.783040,"(81.0, 160.0, 133.33333333333334)","(15.0, 18.5, 18.291666666666668)","(21.0, 28.0, 27.5)","(101.0, 210.0, 206.66666666666666)","(9.0, 12.0, 11.393617021276595)","(4.2, 4.7, 4.679320113314447)","(4.8, 6.0, 5.817840375586854)","(2.6, 3.2, 3.187692307692308)","(8.0, 9.4, 9.317460317460318)"
11-01-2023 15:42:01.339529,"(81.0, 160.0, 133.33333333333334)","(15.0, 18.5, 18.291666666666668)","(21.0, 28.0, 27.27777777777778)","(101.0, 210.0, 206.66666666666666)","(9.0, 12.0, 11.393617021276595)","(4.2, 4.7, 4.667525773195877)","(4.8, 6.0, 5.817840375586854)","(2.6, 3.2, 3.186991869918699)","(8.0, 9.4, 9.317460317460318)"
11-01-2023 15:42:02.833459,"(81.0, 160.0, 133.33333333333334)","(15.0, 18.5, 18.333333333333332)","(21.0, 28.0, 27.27777777777778)","(101.0, 210.0, 206.66666666666666)","(9.0, 12.0, 11.393617021276595)","(4.2, 4.7, 4.667525773195877)","(4.8, 6.0, 5.817840375586854)","(2.6, 3.2, 3.1926229508196724)","(8.0, 9.4, 9.317460317460318)"
11-01-2023 15:42:04.083730,"(81.0, 160.0, 133.33333333333334)","(15.0, 18.5, 18.333333333333332)","(21.0, 28.0, 27.27777777777778)","(101.0, 210.0, 206.66666666666666)","(9.0, 12.0, 11.393617021276595)","(4.2, 4.7, 4.667525773195877)","(4.8, 6.0, 5.817840375586854)","(2.6, 3.2, 3.1926229508196724)","(8.0, 9.4, 9.317460317460318)"
11-01-2023 15:42:05.351505,"(81.0, 160.0, 133.33333333333334)","(15.0, 18.5, 18.333333333333332)","(21.0, 28.0, 26.03846153846154)","(101.0, 210.0, 206.66666666666666)","(9.0, 12.0, 11.393617021276595)","(4.2, 4.7, 4.667525773195877)","(4.8, 6.0, 5.817840375586854)","(2.6, 3.2, 3.1926229508196724)","(8.0, 9.4, 9.317460317460318)"
11-01-2023 15:42:06.696515,"(81.0, 160.0, 133.33333333333334)","(15.0, 18.5, 18.333333333333332)","(21.0, 28.0, 26.03846153846154)","(101.0, 210.0, 206.66666666666666)","(9.0, 12.0, 11.393617021276595)","(4.2, 4.7, 4.667525773195877)","(4.8, 6.0, 5.817840375586854)","(2.6, 3.2, 3.1926229508196724)","(8.0, 9.4, 9.317460317460318)"
11-01-2023 15:42:08.013639,"(71.0, 160.0, 138.1818181818182)","(15.0, 18.5, 18.208333333333332)","(21.0, 28.0, 26.75609756097561)","(101.0, 210.0, 202.22222222222223)","(9.0, 12.0, 11.393617021276595)","(4.2, 4.7, 4.667525773195877)","(4.8, 6.0, 5.817840375586854)","(2.6, 3.2, 3.1925000000000003)","(8.0, 9.4, 9.317460317460318)"
11-01-2023 15:42:09.379556,"(71.0, 160.0, 138.1818181818182)","(15.0, 19.0, 18.208333333333332)","(21.0, 28.0, 26.75609756097561)","(101.0, 220.0, 202.22222222222223)","(9.0, 12.0, 11.393617021276595)","(4.2, 4.7, 4.666489361702127)","(4.8, 6.0, 5.817840375586854)","(2.6, 3.2, 3.1925000000000003)","(8.0, 9.4, 9.317460317460318)"
11-01-2023 15:42:10.839902,"(71.0, 160.0, 136.92307692307693)","(15.0, 19.0, 18.00574712643678)","(21.0, 28.0, 26.071428571428573)","(101.0, 220.0, 202.22222222222223)","(9.0, 12.0, 11.393617021276595)","(4.2, 4.7, 4.666489361702127)","(4.8, 6.0, 5.817840375586854)","(2.6, 3.2, 3.1925000000000003)","(8.0, 9.4, 9.317460317460318)"
11-01-2023 15:42:12.402951,"(71.0, 160.0, 140.0)","(15.0, 18.5, 18.00574712643678)","(21.0, 28.0, 26.071428571428573)","(101.0, 220.0, 202.22222222222223)","(9.0, 12.0, 11.393617021276595)","(4.2, 4.7, 4.665)","(4.8, 6.0, 5.817840375586854)","(2.6, 3.2, 3.1906474820143886)","(8.0, 9.4, 9.31297709923664)"
11-01-2023 15:42:13.844540,"(71.0, 160.0, 135.0)","(14.0, 18.5, 18.00574712643678)","(21.0, 28.0, 26.071428571428573)","(101.0, 220.0, 202.22222222222223)","(9.0, 12.0, 11.393617021276595)","(4.0, 4.7, 4.663793103448276)","(5.0, 6.0, 5.817840375586854)","(2.7, 3.2, 3.18984375)","(8.0, 9.6, 9.316535433070866)"
11-01-2023 15:42:15.211743,"(71.0, 160.0, 135.0)","(14.0, 18.5, 18.00574712643678)","(21.0, 28.0, 26.56)","(101.0, 220.0, 202.22222222222223)","(9.0, 12.0, 11.393617021276595)","(4.0, 4.7, 4.659517426273458)","(5.0, 6.0, 5.817840375586854)","(2.7, 3.2, 3.18984375)","(8.0, 9.6, 9.32542372881356)"
11-01-2023 15:42:16.591852,"(71.0, 160.0, 136.92307692307693)","(14.0, 18.5, 18.141304347826086)","(21.0, 28.0, 26.56)","(101.0, 220.0, 202.22222222222223)","(9.0, 12.0, 11.393617021276595)","(4.0, 4.7, 4.659517426273458)","(5.0, 6.0, 5.827999999999999)","(2.7, 3.2, 3.18984375)","(8.0, 9.6, 9.290322580645162)"
11-01-2023 15:42:17.981599,"(71.0, 160.0, 135.0)","(14.0, 18.5, 18.141304347826086)","(21.0, 28.0, 26.56)","(101.0, 220.0, 202.22222222222223)","(9.0, 12.0, 11.393617021276595)","(4.0, 4.7, 4.659517426273458)","(5.0, 6.0, 5.820833333333333)","(2.7, 3.2, 3.18984375)","(8.0, 9.4, 9.290322580645162)"
11-01-2023 15:42:19.373316,"(71.0, 160.0, 135.0)","(14.0, 18.5, 18.015151515151516)","(21.0, 28.0, 26.615384615384617)","(101.0, 220.0, 211.1764705882353)","(9.0, 12.0, 11.389473684210527)","(4.0, 4.7, 4.664347826086956)","(5.0, 6.0, 5.854347826086957)","(2.7, 3.2, 3.18984375)","(8.0, 9.4, 9.307692307692308)"
11-01-2023 15:42:20.786635,"(71.0, 160.0, 135.0)","(14.0, 18.5, 18.073333333333334)","(21.0, 28.0, 25.428571428571427)","(101.0, 220.0, 210.625)","(9.0, 12.0, 11.431372549019608)","(4.0, 4.7, 4.663976945244957)","(5.0, 5.9, 5.854237288135593)","(2.7, 3.2, 3.1995867768595043)","(8.0, 9.4, 9.321739130434782)"
11-01-2023 15:42:22.236583,"(71.0, 160.0, 135.0)","(14.0, 18.5, 18.073333333333334)","(21.0, 28.0, 26.57894736842105)","(101.0, 220.0, 210.625)","(9.0, 12.0, 11.41904761904762)","(4.0, 4.7, 4.663976945244957)","(5.0, 5.9, 5.854237288135593)","(2.7, 3.2, 3.1995867768595043)","(8.0, 9.4, 9.321739130434782)"
11-01-2023 15:42:23.598628,"(71.0, 160.0, 136.92307692307693)","(14.0, 18.5, 18.073333333333334)","(21.0, 28.0, 26.607142857142858)","(101.0, 220.0, 210.625)","(9.0, 12.0, 11.41904761904762)","(4.0, 4.7, 4.663976945244957)","(5.0, 5.9, 5.841758241758241)","(2.7, 3.2, 3.1995867768595043)","(8.0, 9.4, 9.321739130434782)"
11-01-2023 15:42:24.904803,"(71.0, 130.0, 115.45454545454545)","(14.0, 18.5, 18.073333333333334)","(21.0, 28.0, 25.94736842105263)","(101.0, 220.0, 210.625)","(9.0, 12.0, 11.41904761904762)","(4.0, 4.7, 4.666307277628032)","(5.0, 6.0, 5.86875)","(2.7, 3.2, 3.1995867768595043)","(8.0, 9.4, 9.321739130434782)"
11-01-2023 15:42:26.266489,"(71.0, 130.0, 117.05882352941177)","(14.0, 18.5, 18.073333333333334)","(21.0, 28.0, 26.0)","(101.0, 220.0, 210.625)","(9.0, 12.0, 11.45045045045045)","(4.0, 4.7, 4.666307277628032)","(5.0, 5.9, 5.86875)","(2.7, 3.2, 3.1995867768595043)","(8.0, 9.4, 9.321739130434782)"
11-01-2023 15:42:27.685224,"(71.0, 130.0, 117.05882352941177)","(14.0, 18.5, 18.073333333333334)","(21.0, 27.0, 25.470588235294116)","(101.0, 220.0, 210.625)","(9.0, 12.0, 11.45045045045045)","(4.0, 4.7, 4.666307277628032)","(5.0, 5.9, 5.86875)","(2.7, 3.2, 3.1995867768595043)","(8.0, 9.4, 9.321739130434782)"
11-01-2023 15:42:29.071155,"(71.0, 130.0, 111.25)","(14.0, 18.5, 18.073333333333334)","(21.0, 27.0, 26.0)","(101.0, 220.0, 210.625)","(9.0, 12.0, 11.45045045045045)","(4.0, 4.7, 4.716875)","(5.0, 5.9, 5.900462962962964)","(2.7, 3.2, 3.1995145631067965)","(8.0, 9.4, 9.335)"
11-01-2023 15:42:30.484251,"(71.0, 130.0, 111.25)","(14.0, 18.5, 18.073333333333334)","(21.0, 27.0, 25.5)","(101.0, 220.0, 210.625)","(9.0, 12.0, 11.45045045045045)","(4.0, 4.8, 4.717363344051447)","(5.0, 6.0, 5.864406779661017)","(2.7, 3.2, 3.1995145631067965)","(8.0, 9.4, 9.335)"
11-01-2023 15:42:31.857038,"(71.0, 130.0, 111.25)","(14.0, 18.5, 18.073333333333334)","(21.0, 27.0, 25.5)","(101.0, 220.0, 210.625)","(9.0, 12.0, 11.41904761904762)","(4.0, 4.8, 4.714946619217082)","(5.0, 5.9, 5.864406779661017)","(2.7, 3.2, 3.1995145631067965)","(8.0, 9.4, 9.335)"
11-01-2023 15:42:33.221211,"(71.0, 130.0, 111.25)","(14.0, 18.5, 18.073333333333334)","(21.0, 27.0, 25.5)","(101.0, 220.0, 210.625)","(9.0, 12.0, 11.41904761904762)","(4.0, 4.8, 4.714946619217082)","(5.0, 5.9, 5.864406779661017)","(2.7, 3.2, 3.1995145631067965)","(8.0, 9.4, 9.335)"
11-01-2023 15:42:34.523064,"(71.0, 130.0, 111.25)","(14.0, 18.5, 18.073333333333334)","(21.0, 27.0, 25.5)","(101.0, 220.0, 210.625)","(9.0, 12.0, 11.41904761904762)","(4.0, 4.8, 4.714946619217082)","(5.0, 5.9, 5.829343629343629)","(2.7, 3.2, 3.1995145631067965)","(8.0, 9.4, 9.335)"
11-01-2023 15:42:35.846748,"(71.0, 130.0, 111.25)","(14.0, 18.5, 18.073333333333334)","(21.0, 27.0, 25.5)","(101.0, 220.0, 210.625)","(9.0, 12.0, 11.431372549019608)","(4.0, 4.8, 4.6719895287958115)","(5.0, 6.0, 5.862264150943396)","(2.7, 3.2, 3.218831168831169)","(8.0, 9.4, 9.335)"
11-01-2023 15:42:37.232088,"(71.0, 130.0, 111.25)","(14.0, 18.5, 18.073333333333334)","(21.0, 27.0, 25.75)","(101.0, 220.0, 210.625)","(9.0, 12.0, 11.41904761904762)","(4.0, 4.7, 4.671236559139785)","(5.0, 5.9, 5.783766233766234)","(2.7, 3.25, 3.218831168831169)","(8.0, 9.4, 9.335)"
11-01-2023 15:42:38.744913,"(71.0, 130.0, 111.25)","(14.0, 18.5, 18.073333333333334)","(21.0, 27.0, 25.75)","(101.0, 220.0, 210.625)","(9.0, 12.0, 11.41904761904762)","(4.0, 4.7, 4.676551724137931)","(5.0, 6.0, 5.836363636363636)","(2.7, 3.25, 3.218831168831169)","(8.0, 9.4, 9.335)"
11-01-2023 15:42:40.122985,"(71.0, 130.0, 111.25)","(14.0, 18.5, 18.267857142857142)","(21.0, 27.0, 25.75)","(101.0, 220.0, 210.625)","(9.0, 12.0, 11.41904761904762)","(4.0, 4.7, 4.676551724137931)","(5.0, 6.0, 5.816170212765957)","(2.7, 3.25, 3.219078947368421)","(8.0, 9.4, 9.335)"
11-01-2023 15:42:41.562248,"(71.0, 130.0, 111.25)","(14.0, 18.5, 18.283333333333335)","(21.0, 27.0, 25.75)","(101.0, 220.0, 210.625)","(9.0, 12.0, 11.41904761904762)","(4.0, 4.7, 4.678412698412698)","(5.0, 6.0, 5.8463414634146345)","(2.7, 3.25, 3.219078947368421)","(8.0, 9.4, 9.335)"
11-01-2023 15:42:42.879113,"(71.0, 130.0, 111.81818181818181)","(14.0, 18.5, 18.283333333333335)","(21.0, 26.0, 25.75)","(101.0, 220.0, 210.625)","(9.0, 12.0, 11.41904761904762)","(4.0, 4.7, 4.6918215613382905)","(5.0, 5.9, 5.8463414634146345)","(2.7, 3.25, 3.1947058823529413)","(8.0, 9.4, 9.335)"
