,Reggies Brother,Speed Badke,Calder,Muttons Mates,Desleys Girl,White Snake,Moment Of Glory,Aces Up
07-01-2023 19:28:00.874629,"(3.6, 4.1, 4.037804878048781)","(2.6, 3.15, 3.089455782312925)","(6.0, 7.2, 7.158974358974359)","(26.0, 50.0, 48.57142857142857)","(7.0, 8.4, 8.230188679245282)","(15.0, 25.0, 24.083333333333332)","(15.0, 17.5, 16.914634146341463)","(12.0, 19.0, 18.242424242424242)"
07-01-2023 19:28:02.416873,"(3.6, 4.1, 4.042696629213483)","(2.6, 3.15, 3.08972602739726)","(6.0, 7.4, 7.151219512195122)","(26.0, 50.0, 48.57142857142857)","(7.0, 8.4, 8.163157894736843)","(15.0, 25.0, 24.185185185185183)","(15.0, 17.5, 17.043478260869566)","(12.0, 19.0, 18.264705882352942)"
07-01-2023 19:28:03.877128,"(3.6, 4.1, 4.054455445544554)","(2.6, 3.15, 3.0929629629629627)","(6.0, 7.4, 7.141772151898734)","(26.0, 50.0, 48.57142857142857)","(7.0, 8.4, 8.136986301369863)","(15.0, 25.0, 23.764705882352942)","(15.0, 17.5, 17.108695652173914)","(12.0, 19.0, 18.25)"
07-01-2023 19:28:05.316789,"(3.6, 4.1, 4.041747572815534)","(2.6, 3.15, 3.130864197530864)","(6.0, 7.4, 7.151219512195122)","(26.0, 50.0, 48.57142857142857)","(7.0, 8.4, 8.15625)","(15.0, 25.0, 22.96551724137931)","(15.0, 17.5, 17.1864406779661)","(12.0, 18.5, 18.214285714285715)"
07-01-2023 19:28:06.624144,"(3.6, 4.1, 4.034959349593496)","(2.6, 3.15, 3.1297297297297297)","(6.0, 7.4, 7.151219512195122)","(26.0, 50.0, 48.46153846153846)","(7.0, 8.4, 8.273469387755101)","(15.0, 24.0, 22.846153846153847)","(15.0, 18.0, 17.21311475409836)","(12.0, 18.5, 18.289473684210527)"
07-01-2023 19:28:07.965474,"(3.6, 4.1, 4.02156862745098)","(2.6, 3.15, 3.1267605633802815)","(6.0, 7.4, 7.151219512195122)","(26.0, 50.0, 48.333333333333336)","(7.0, 8.4, 8.154838709677419)","(15.0, 24.0, 23.78181818181818)","(15.0, 18.0, 17.21311475409836)","(12.0, 18.5, 18.214285714285715)"
07-01-2023 19:28:09.506453,"(3.6, 4.1, 4.026605504587156)","(2.6, 3.15, 3.1267605633802815)","(6.0, 7.4, 7.151219512195122)","(26.0, 50.0, 48.333333333333336)","(7.0, 8.4, 8.154838709677419)","(15.0, 24.0, 23.625)","(15.0, 18.0, 17.225806451612904)","(12.0, 18.5, 18.289473684210527)"
07-01-2023 19:28:10.986311,"(3.6, 4.1, 4.025925925925926)","(2.6, 3.15, 3.1054054054054054)","(6.0, 7.4, 7.1382716049382715)","(26.0, 50.0, 49.0)","(7.0, 8.4, 8.15157894736842)","(15.0, 24.0, 23.8125)","(15.0, 18.0, 17.238095238095237)","(12.0, 18.5, 18.147058823529413)"
07-01-2023 19:28:12.708987,"(3.5, 4.1, 4.0576)","(2.6, 3.15, 3.1380208333333335)","(5.5, 7.4, 7.2250000000000005)","(31.0, 50.0, 52.4)","(6.5, 8.4, 8.301639344262295)","(16.0, 24.0, 24.5)","(14.0, 18.0, 17.554347826086957)","(13.0, 16.0, 15.53191489361702)"
07-01-2023 19:28:14.539712,"(3.5, 4.1, 4.0576)","(2.6, 3.15, 3.1380208333333335)","(5.5, 7.4, 7.2250000000000005)","(31.0, 55.0, 52.4)","(6.5, 8.4, 8.301639344262295)","(16.0, 25.0, 24.5)","(14.0, 18.0, 17.5625)","(13.0, 16.0, 15.083333333333334)"
07-01-2023 19:28:16.194130,"(3.5, 4.2, 4.179428571428572)","(2.6, 3.2, 3.242156862745098)","(5.5, 7.0, 6.918421052631579)","(31.0, 55.0, 47.2)","(6.5, 8.2, 7.925925925925926)","(16.0, 24.0, 23.615384615384617)","(14.0, 18.0, 17.608333333333334)","(13.0, 15.5, 14.65625)"
07-01-2023 19:28:17.720056,"(3.5, 4.3, 4.352238805970149)","(2.6, 3.3, 3.271951219512195)","(5.5, 7.0, 6.817543859649122)","(31.0, 50.0, 45.333333333333336)","(6.5, 8.0, 7.661818181818181)","(16.0, 24.0, 23.357142857142858)","(14.0, 18.0, 17.51923076923077)","(13.0, 15.0, 14.576923076923077)"
07-01-2023 19:28:19.034659,"(3.5, 4.4, 4.352238805970149)","(2.6, 3.3, 3.271951219512195)","(5.5, 7.0, 6.8)","(31.0, 50.0, 46.333333333333336)","(6.5, 7.8, 7.549771689497717)","(16.0, 24.0, 23.357142857142858)","(14.0, 18.0, 17.520408163265305)","(13.0, 15.0, 15.179245283018869)"
07-01-2023 19:28:20.433145,"(3.5, 4.4, 4.368181818181818)","(2.6, 3.3, 3.2330708661417322)","(5.5, 6.8, 6.777049180327869)","(31.0, 50.0, 46.11764705882353)","(6.5, 7.8, 7.549771689497717)","(16.0, 24.0, 23.4)","(14.0, 18.0, 17.520408163265305)","(13.0, 15.5, 15.12)"
07-01-2023 19:28:21.913403,"(3.5, 4.4, 4.393750000000001)","(2.6, 3.3, 3.24609375)","(5.5, 6.8, 6.499145299145299)","(31.0, 50.0, 44.5)","(6.5, 7.8, 7.549771689497717)","(16.0, 24.0, 23.384615384615383)","(14.0, 18.0, 17.53921568627451)","(13.0, 15.5, 15.12)"
07-01-2023 19:28:23.261293,"(3.5, 4.4, 4.393750000000001)","(2.6, 3.3, 3.24609375)","(5.5, 6.6, 6.499145299145299)","(31.0, 50.0, 47.45454545454545)","(6.5, 7.8, 7.549771689497717)","(16.0, 24.0, 23.384615384615383)","(14.0, 18.0, 17.658536585365855)","(13.0, 15.5, 15.385416666666666)"
07-01-2023 19:28:24.593773,"(3.6, 4.5, 4.412396694214876)","(2.6, 3.35, 3.288983050847458)","(5.5, 6.6, 6.4484375)","(31.0, 48.0, 44.5)","(6.5, 7.8, 7.549771689497717)","(16.0, 24.0, 23.384615384615383)","(14.0, 18.0, 17.658536585365855)","(13.0, 16.0, 15.37)"
07-01-2023 19:28:25.917224,"(3.6, 4.4, 4.367469879518072)","(2.6, 3.35, 3.262)","(5.5, 6.6, 6.375609756097561)","(31.0, 46.0, 45.0)","(6.5, 7.8, 7.602941176470588)","(16.0, 24.0, 22.76923076923077)","(14.0, 18.0, 17.6625)","(13.0, 16.0, 15.56140350877193)"
07-01-2023 19:28:27.371234,"(3.6, 4.4, 4.353383458646617)","(2.6, 3.3, 3.205952380952381)","(5.5, 6.4, 6.280911680911681)","(31.0, 46.0, 44.666666666666664)","(6.5, 7.8, 7.551923076923077)","(16.0, 23.0, 22.823529411764707)","(14.0, 18.0, 18.59375)","(13.0, 16.0, 15.62280701754386)"
07-01-2023 19:28:28.747888,"(3.6, 4.5, 4.408823529411765)","(2.6, 3.25, 3.205)","(5.5, 6.6, 6.36045197740113)","(31.0, 48.0, 44.8)","(6.5, 7.8, 7.617391304347826)","(16.0, 23.0, 21.6)","(14.0, 19.0, 18.705882352941178)","(13.0, 16.0, 16.431818181818183)"
07-01-2023 19:28:30.154267,"(3.6, 4.5, 4.412)","(2.6, 3.25, 3.205)","(5.5, 6.6, 6.2818443804034585)","(31.0, 48.0, 44.8)","(6.5, 7.8, 7.532258064516129)","(16.0, 22.0, 22.130434782608695)","(14.0, 19.0, 18.595238095238095)","(13.0, 16.5, 16.65625)"
07-01-2023 19:28:31.521549,"(3.6, 4.5, 4.402941176470589)","(2.7, 3.3, 3.2945454545454544)","(5.5, 6.6, 6.390243902439025)","(31.0, 48.0, 47.333333333333336)","(6.5, 7.6, 7.56504854368932)","(16.0, 23.0, 22.5)","(14.0, 19.0, 18.43103448275862)","(13.0, 17.0, 15.179775280898877)"
07-01-2023 19:28:32.959768,"(3.6, 4.5, 4.407462686567165)","(2.7, 3.3, 3.2945454545454544)","(5.5, 6.4, 6.3591836734693885)","(31.0, 48.0, 46.4)","(6.5, 7.6, 7.567272727272727)","(16.0, 23.0, 22.419354838709676)","(14.0, 18.5, 18.659574468085108)","(13.0, 15.5, 15.7)"
07-01-2023 19:28:34.370202,"(3.6, 4.5, 4.4013888888888895)","(2.7, 3.35, 3.3234375)","(5.5, 6.4, 6.278212290502793)","(31.0, 50.0, 47.333333333333336)","(6.5, 7.6, 7.585858585858586)","(16.0, 23.0, 22.314285714285713)","(14.0, 19.0, 18.636363636363637)","(13.0, 16.5, 15.692307692307692)"
07-01-2023 19:28:35.625923,"(3.6, 4.5, 4.41095890410959)","(2.7, 3.35, 3.297019867549669)","(5.5, 6.4, 6.278212290502793)","(31.0, 50.0, 47.0)","(6.5, 7.6, 7.626356589147287)","(16.0, 23.0, 22.314285714285713)","(14.0, 19.0, 18.666666666666668)","(13.0, 16.0, 15.755102040816327)"
07-01-2023 19:28:36.903601,"(3.6, 4.5, 4.359756097560976)","(2.7, 3.3, 3.263483146067416)","(5.5, 6.4, 6.20672268907563)","(31.0, 50.0, 49.07692307692308)","(6.5, 7.8, 7.627868852459016)","(16.0, 23.0, 22.4)","(14.0, 19.0, 18.86111111111111)","(13.0, 16.0, 15.625)"
07-01-2023 19:28:38.316028,"(3.6, 4.4, 4.3629213483146065)","(2.7, 3.35, 3.263483146067416)","(5.5, 6.4, 6.047262247838617)","(31.0, 55.0, 48.96551724137931)","(6.5, 7.8, 7.627419354838709)","(16.0, 24.0, 22.57777777777778)","(14.0, 19.0, 18.86111111111111)","(13.0, 16.0, 15.59375)"
07-01-2023 19:28:39.570994,"(3.6, 4.4, 4.378461538461539)","(2.7, 3.35, 3.2675257731958762)","(5.5, 6.4, 6.046723646723647)","(31.0, 55.0, 48.96551724137931)","(6.5, 7.8, 7.605172413793103)","(16.0, 24.0, 22.76595744680851)","(14.0, 19.0, 18.86111111111111)","(13.0, 16.0, 15.754716981132075)"
07-01-2023 19:28:40.758843,"(3.6, 4.4, 4.378461538461539)","(2.7, 3.35, 3.2558823529411764)","(5.5, 6.4, 6.049717514124294)","(31.0, 55.0, 49.166666666666664)","(6.5, 7.8, 7.5125)","(16.0, 24.0, 23.4)","(14.0, 19.0, 18.88095238095238)","(13.0, 16.0, 15.771929824561404)"
07-01-2023 19:28:42.069135,"(3.6, 4.4, 4.3875)","(2.7, 3.35, 3.284959349593496)","(5.5, 6.4, 6.050704225352113)","(31.0, 55.0, 50.833333333333336)","(6.5, 7.6, 7.5125)","(16.0, 24.0, 23.77777777777778)","(14.0, 19.0, 18.88095238095238)","(13.0, 16.0, 15.771929824561404)"
07-01-2023 19:28:43.342623,"(3.6, 4.4, 4.3881578947368425)","(2.7, 3.3, 3.2988636363636363)","(5.5, 6.4, 6.050704225352113)","(31.0, 55.0, 50.833333333333336)","(6.5, 7.6, 7.514084507042253)","(16.0, 24.0, 23.5)","(14.0, 19.0, 18.88095238095238)","(13.0, 16.0, 15.814814814814815)"
07-01-2023 19:28:44.877018,"(3.6, 4.4, 4.367857142857143)","(2.7, 3.3, 3.2988636363636363)","(5.5, 6.4, 6.079586563307494)","(31.0, 55.0, 50.833333333333336)","(6.5, 7.6, 7.514084507042253)","(16.0, 25.0, 23.5)","(14.0, 19.0, 18.833333333333332)","(13.0, 16.0, 15.666666666666666)"
07-01-2023 19:28:46.159373,"(3.6, 4.4, 4.367857142857143)","(2.7, 3.3, 3.3573684210526316)","(5.5, 6.4, 6.078756476683938)","(31.0, 55.0, 49.458333333333336)","(6.5, 7.6, 7.489795918367347)","(16.0, 25.0, 23.483870967741936)","(14.0, 19.0, 18.38888888888889)","(13.0, 16.0, 15.833333333333334)"
07-01-2023 19:28:47.409138,"(3.6, 4.4, 4.3329192546583855)","(2.7, 3.4, 3.3857894736842105)","(5.5, 6.4, 6.078756476683938)","(31.0, 55.0, 49.458333333333336)","(6.5, 7.6, 7.489795918367347)","(16.0, 25.0, 23.483870967741936)","(14.0, 18.5, 18.38888888888889)","(13.0, 16.0, 15.833333333333334)"
07-01-2023 19:28:48.703354,"(3.6, 4.4, 4.333783783783784)","(2.7, 3.4, 3.3941011235955054)","(5.5, 6.4, 6.078756476683938)","(31.0, 55.0, 49.458333333333336)","(6.5, 7.6, 7.489795918367347)","(16.0, 25.0, 23.483870967741936)","(14.0, 18.5, 18.38888888888889)","(13.0, 16.0, 15.833333333333334)"
07-01-2023 19:28:50.012763,"(3.6, 4.4, 4.334666666666667)","(2.7, 3.4, 3.3957420924574206)","(5.5, 6.2, 6.172262773722628)","(31.0, 55.0, 49.458333333333336)","(6.5, 7.6, 7.3875)","(16.0, 25.0, 23.548387096774192)","(14.0, 18.5, 18.394736842105264)","(13.0, 16.0, 15.852941176470589)"
07-01-2023 19:28:51.414623,"(3.6, 4.4, 4.334666666666667)","(2.7, 3.4, 3.39125)","(5.5, 6.4, 6.110280373831776)","(31.0, 55.0, 49.458333333333336)","(6.5, 7.6, 7.32)","(16.0, 25.0, 23.53125)","(14.0, 18.5, 18.394736842105264)","(13.0, 16.0, 15.895833333333334)"
07-01-2023 19:28:52.898809,"(3.6, 4.4, 4.273291925465839)","(2.7, 3.45, 3.4265625)","(5.5, 6.4, 6.1918699186991875)","(31.0, 55.0, 49.458333333333336)","(6.5, 7.4, 7.301960784313726)","(16.0, 25.0, 23.53125)","(14.0, 18.5, 18.366666666666667)","(13.0, 16.0, 15.895833333333334)"
07-01-2023 19:28:54.244773,"(3.6, 4.4, 4.214516129032258)","(2.7, 3.45, 3.417391304347826)","(5.5, 6.4, 6.084478371501272)","(31.0, 55.0, 49.458333333333336)","(6.5, 7.4, 7.395)","(16.0, 25.0, 23.586206896551722)","(14.0, 18.5, 18.448275862068964)","(13.0, 16.0, 16.2)"
07-01-2023 19:28:55.685694,"(3.6, 4.3, 4.207627118644068)","(2.7, 3.45, 3.4212446351931334)","(5.5, 6.4, 6.075331564986738)","(31.0, 55.0, 49.458333333333336)","(6.5, 7.6, 7.4)","(16.0, 25.0, 23.586206896551722)","(14.0, 19.0, 18.333333333333332)","(13.0, 16.5, 16.24468085106383)"
07-01-2023 19:28:56.998596,"(3.6, 4.4, 4.357421875)","(2.7, 3.45, 3.4212446351931334)","(5.5, 6.4, 6.1658536585365855)","(31.0, 55.0, 49.52173913043478)","(6.5, 7.6, 7.4852459016393444)","(16.0, 25.0, 23.177777777777777)","(14.0, 18.5, 18.5)","(13.0, 16.5, 16.227272727272727)"
07-01-2023 19:28:58.442293,"(3.6, 4.4, 4.371784232365146)","(2.7, 3.45, 3.386912751677852)","(5.5, 6.2, 6.171428571428572)","(31.0, 55.0, 50.333333333333336)","(6.5, 7.6, 7.4852459016393444)","(16.0, 25.0, 24.307692307692307)","(14.0, 19.0, 18.5)","(13.0, 16.5, 16.147058823529413)"
07-01-2023 19:28:59.918302,"(3.6, 4.4, 4.332)","(2.7, 3.4, 3.369047619047619)","(5.5, 6.2, 6.171428571428572)","(31.0, 55.0, 50.333333333333336)","(6.5, 7.6, 7.4852459016393444)","(16.0, 25.0, 24.470588235294116)","(14.0, 19.0, 18.448275862068964)","(13.0, 16.5, 16.147058823529413)"
07-01-2023 19:29:01.195637,"(3.6, 4.4, 4.332)","(2.7, 3.4, 3.363483146067416)","(5.5, 6.2, 6.149532710280374)","(31.0, 55.0, 50.333333333333336)","(6.5, 7.6, 7.512328767123288)","(16.0, 25.0, 24.470588235294116)","(14.0, 19.0, 18.72222222222222)","(13.0, 16.5, 16.386363636363637)"
07-01-2023 19:29:02.258405,"(3.6, 4.4, 4.335849056603774)","(2.7, 3.35, 3.2934782608695654)","(5.5, 6.4, 6.149532710280374)","(31.0, 55.0, 50.333333333333336)","(6.5, 7.6, 7.556666666666667)","(16.0, 25.0, 24.615384615384617)","(14.0, 19.0, 18.72222222222222)","(13.0, 16.5, 16.326923076923077)"
07-01-2023 19:29:03.396651,"(3.6, 4.4, 4.332)","(2.7, 3.35, 3.2995049504950495)","(5.5, 6.4, 6.0725)","(31.0, 55.0, 51.05263157894737)","(6.5, 7.6, 7.556666666666667)","(16.0, 25.0, 24.6875)","(14.0, 19.0, 18.583333333333332)","(13.0, 16.5, 16.326923076923077)"
07-01-2023 19:29:04.701735,"(3.6, 4.4, 4.3382978723404255)","(2.7, 3.35, 3.3074999999999997)","(5.5, 6.2, 6.082608695652174)","(31.0, 55.0, 51.73913043478261)","(6.5, 7.6, 7.556666666666667)","(16.0, 25.0, 24.916666666666668)","(14.0, 19.0, 18.565217391304348)","(13.0, 16.5, 16.4)"
07-01-2023 19:29:06.144819,"(3.6, 4.4, 4.348214285714286)","(2.7, 3.35, 3.304411764705882)","(5.5, 6.2, 6.09047619047619)","(31.0, 55.0, 51.73913043478261)","(6.5, 7.6, 7.556666666666667)","(16.0, 25.0, 24.727272727272727)","(14.0, 19.0, 18.565217391304348)","(13.0, 16.5, 16.4)"
07-01-2023 19:29:07.439942,"(3.6, 4.4, 4.348214285714286)","(2.7, 3.35, 3.304411764705882)","(5.5, 6.2, 6.09047619047619)","(31.0, 55.0, 52.10526315789474)","(6.5, 7.6, 7.540909090909091)","(16.0, 25.0, 23.71641791044776)","(14.0, 19.0, 18.15234375)","(13.0, 16.5, 16.25531914893617)"
07-01-2023 19:29:08.737588,"(3.6, 4.6, 4.43728813559322)","(2.7, 3.45, 9998.5)","(5.5, 6.4, 9998.5)","(31.0, 55.0, 9998.5)","(6.5, 7.6, 9998.5)","(16.0, 25.0, 9998.5)","(14.0, 19.5, 9998.5)","(13.0, 17.0, 9998.5)"
07-01-2023 19:29:09.999432,"(3.6, 99998, 9998.5)","(2.7, 99998, 9998.5)","(5.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(6.5, 99998, 9998.5)","(16.0, 99998, 9998.5)","(14.0, 99998, 9998.5)","(13.0, 99998, 9998.5)"
07-01-2023 19:29:11.330672,"(3.6, 99998, 9998.5)","(2.7, 99998, 9998.5)","(5.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(6.5, 99998, 9998.5)","(16.0, 99998, 9998.5)","(14.0, 99998, 9998.5)","(13.0, 99998, 9998.5)"
07-01-2023 19:29:12.499188,"(3.6, 99998, 9998.5)","(2.7, 99998, 9998.5)","(5.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(6.5, 99998, 9998.5)","(16.0, 99998, 9998.5)","(14.0, 99998, 9998.5)","(13.0, 99998, 9998.5)"
07-01-2023 19:29:13.688780,"(3.6, 99998, 9998.5)","(2.7, 99998, 9998.5)","(5.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(6.5, 99998, 9998.5)","(16.0, 99998, 9998.5)","(14.0, 99998, 9998.5)","(13.0, 99998, 9998.5)"
07-01-2023 19:29:14.920258,"(3.6, 99998, 9998.5)","(2.7, 99998, 9998.5)","(5.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(6.5, 99998, 9998.5)","(16.0, 99998, 9998.5)","(14.0, 99998, 9998.5)","(13.0, 99998, 9998.5)"
07-01-2023 19:29:16.097673,"(3.6, 99998, 9998.5)","(2.7, 99998, 9998.5)","(5.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(6.5, 99998, 9998.5)","(16.0, 99998, 9998.5)","(14.0, 99998, 9998.5)","(13.0, 99998, 9998.5)"
07-01-2023 19:29:17.333146,"(3.6, 99998, 9998.5)","(2.7, 99998, 9998.5)","(5.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(6.5, 99998, 9998.5)","(16.0, 99998, 9998.5)","(14.0, 99998, 9998.5)","(13.0, 99998, 9998.5)"
07-01-2023 19:29:18.747120,"(3.6, 99998, 9998.5)","(2.7, 99998, 9998.5)","(5.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(6.5, 99998, 9998.5)","(16.0, 99998, 9998.5)","(14.0, 99998, 9998.5)","(13.0, 99998, 9998.5)"
07-01-2023 19:29:19.949871,"(3.6, 99998, 9998.5)","(2.7, 99998, 9998.5)","(5.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(6.5, 99998, 9998.5)","(16.0, 99998, 9998.5)","(14.0, 99998, 9998.5)","(13.0, 99998, 9998.5)"
07-01-2023 19:29:21.210125,"(3.6, 99998, 9998.5)","(2.7, 99998, 9998.5)","(5.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(6.5, 99998, 9998.5)","(16.0, 99998, 9998.5)","(14.0, 99998, 9998.5)","(13.0, 99998, 9998.5)"
