,Dusty Old Road,Prince Of Egypt,Officer Rod,We Are Cousins,Cool Summer,Run Topper
12-01-2023 14:05:19.102120,"(3.9, 8.2, 6.7)","(4.8, 5.8, 5.255263157894737)","(2.1, 2.48, 2.312)","(21.0, 44.0, 37.64705882352941)","(3.9, 4.9, 4.506896551724138)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:20.233436,"(3.9, 8.2, 6.7)","(4.8, 5.8, 5.255263157894737)","(2.1, 2.48, 2.312)","(21.0, 44.0, 37.64705882352941)","(3.9, 4.9, 4.506896551724138)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:21.281848,"(3.9, 8.2, 6.7)","(4.8, 5.8, 5.255263157894737)","(2.1, 2.48, 2.3326315789473684)","(21.0, 44.0, 37.64705882352941)","(3.9, 4.9, 4.506896551724138)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:22.390583,"(3.9, 8.2, 6.7)","(4.8, 5.8, 5.255263157894737)","(2.1, 2.48, 2.3326315789473684)","(21.0, 44.0, 37.64705882352941)","(3.9, 4.9, 4.506896551724138)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:23.451368,"(3.9, 8.2, 6.7)","(4.8, 5.8, 5.1322580645161295)","(2.1, 2.48, 2.293333333333333)","(21.0, 44.0, 37.64705882352941)","(3.9, 4.9, 4.461538461538462)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:24.490046,"(3.9, 8.2, 6.7)","(4.8, 5.8, 5.1322580645161295)","(2.1, 2.48, 2.312)","(21.0, 44.0, 37.64705882352941)","(3.9, 4.9, 4.461538461538462)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:25.595460,"(3.9, 8.2, 6.7)","(4.8, 5.8, 5.1322580645161295)","(2.1, 2.48, 2.3326315789473684)","(21.0, 44.0, 37.64705882352941)","(3.9, 4.9, 4.461538461538462)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:26.676548,"(3.9, 8.2, 6.7)","(4.8, 5.8, 5.1322580645161295)","(2.1, 2.48, 2.3326315789473684)","(21.0, 44.0, 37.64705882352941)","(3.9, 4.9, 4.65)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:27.681722,"(3.9, 8.2, 6.7)","(4.8, 5.8, 5.1322580645161295)","(2.1, 2.48, 2.3326315789473684)","(21.0, 44.0, 37.64705882352941)","(3.9, 4.9, 4.65)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:28.797673,"(3.9, 8.2, 6.7)","(4.8, 5.8, 5.1322580645161295)","(2.1, 2.48, 2.3326315789473684)","(21.0, 44.0, 37.64705882352941)","(3.9, 4.9, 4.65)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:29.936701,"(3.9, 8.2, 6.7)","(4.8, 5.8, 5.1322580645161295)","(2.1, 2.48, 2.312)","(21.0, 44.0, 37.64705882352941)","(3.9, 4.9, 4.5875)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:30.992953,"(3.9, 8.2, 6.7)","(4.8, 5.8, 5.1322580645161295)","(2.1, 2.48, 2.312)","(21.0, 44.0, 37.64705882352941)","(3.9, 4.9, 4.5875)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:32.024510,"(3.9, 8.2, 6.7)","(4.8, 5.8, 5.1322580645161295)","(2.1, 2.48, 2.312)","(21.0, 44.0, 37.64705882352941)","(3.9, 4.9, 4.5875)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:33.081966,"(3.9, 8.2, 6.7)","(4.8, 5.8, 5.1322580645161295)","(2.1, 2.48, 2.3326315789473684)","(21.0, 44.0, 37.64705882352941)","(3.9, 4.9, 4.5875)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:34.175604,"(3.9, 8.2, 6.7)","(4.8, 5.8, 5.1322580645161295)","(2.1, 2.48, 2.3326315789473684)","(21.0, 44.0, 37.64705882352941)","(3.9, 4.9, 4.5875)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:35.305330,"(3.9, 8.2, 6.7)","(4.8, 5.8, 5.1322580645161295)","(2.1, 2.48, 2.3326315789473684)","(21.0, 44.0, 37.64705882352941)","(3.9, 4.9, 4.65)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:36.409190,"(3.9, 8.2, 6.7)","(4.8, 5.8, 5.1322580645161295)","(2.1, 2.48, 2.312)","(21.0, 44.0, 37.64705882352941)","(3.9, 4.9, 4.65)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:37.397962,"(3.9, 8.2, 6.7)","(4.8, 5.8, 5.1322580645161295)","(2.1, 2.48, 2.312)","(21.0, 44.0, 37.64705882352941)","(3.9, 4.9, 4.65)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:38.440491,"(3.9, 8.2, 6.7)","(4.8, 5.8, 5.1322580645161295)","(2.1, 2.48, 2.3326315789473684)","(21.0, 44.0, 37.64705882352941)","(3.9, 4.9, 4.65)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:39.509360,"(3.9, 8.2, 6.7)","(4.8, 5.8, 5.1322580645161295)","(2.1, 2.48, 2.3326315789473684)","(21.0, 44.0, 37.64705882352941)","(3.9, 4.9, 4.691666666666667)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:40.622860,"(3.9, 8.2, 6.7)","(4.8, 5.8, 5.1322580645161295)","(2.1, 2.48, 2.3326315789473684)","(21.0, 44.0, 37.64705882352941)","(3.9, 4.9, 4.691666666666667)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:41.716410,"(3.9, 8.2, 6.7)","(4.8, 5.8, 5.1322580645161295)","(2.1, 2.48, 2.312)","(21.0, 44.0, 37.64705882352941)","(3.9, 4.9, 4.677777777777778)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:42.718768,"(3.9, 8.2, 6.7)","(4.8, 5.8, 5.1322580645161295)","(2.1, 2.48, 2.312)","(21.0, 44.0, 35.42857142857143)","(3.9, 4.9, 4.6230769230769235)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:43.730760,"(3.9, 8.2, 6.7)","(4.8, 5.8, 5.1322580645161295)","(2.1, 2.48, 2.312)","(21.0, 44.0, 34.0)","(3.9, 4.9, 4.746153846153846)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:44.743179,"(3.9, 8.2, 6.6)","(4.8, 5.6, 5.21304347826087)","(2.1, 2.46, 2.3419999999999996)","(21.0, 44.0, 34.0)","(3.9, 4.9, 4.733333333333333)","(61.0, 80.0, 72.5)"
12-01-2023 14:05:45.865102,"(3.9, 8.2, 6.7)","(4.8, 5.5, 5.2555555555555555)","(2.1, 2.44, 2.338181818181818)","(21.0, 44.0, 34.0)","(3.9, 4.9, 4.766666666666667)","(61.0, 80.0, 74.0)"
12-01-2023 14:05:46.991866,"(3.9, 8.2, 6.7)","(4.8, 5.5, 5.2555555555555555)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 4.9, 4.766666666666667)","(61.0, 80.0, 74.0)"
12-01-2023 14:05:47.990104,"(3.9, 8.2, 6.7)","(4.8, 5.4, 5.247826086956522)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 4.9, 4.766666666666667)","(61.0, 80.0, 74.0)"
12-01-2023 14:05:49.010052,"(3.9, 8.2, 6.7)","(4.8, 5.4, 5.247826086956522)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 4.9, 4.766666666666667)","(61.0, 80.0, 74.0)"
12-01-2023 14:05:50.100865,"(3.9, 8.2, 6.7)","(4.8, 5.4, 5.185714285714286)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 4.9, 4.7846153846153845)","(61.0, 80.0, 74.0)"
12-01-2023 14:05:51.144502,"(3.9, 8.2, 6.7)","(4.8, 5.4, 5.185714285714286)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 4.9, 4.7846153846153845)","(61.0, 80.0, 74.0)"
12-01-2023 14:05:52.167686,"(3.9, 8.2, 6.7)","(4.8, 5.4, 5.139130434782609)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 4.9, 4.7846153846153845)","(61.0, 80.0, 74.0)"
12-01-2023 14:05:53.201780,"(3.9, 8.2, 6.7)","(4.8, 5.4, 5.052173913043479)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 4.9, 4.775)","(61.0, 80.0, 74.0)"
12-01-2023 14:05:54.160329,"(3.9, 8.2, 6.7)","(4.8, 5.4, 4.929411764705883)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 4.9, 4.775)","(61.0, 80.0, 74.0)"
12-01-2023 14:05:55.169724,"(3.9, 8.2, 6.7)","(4.8, 5.4, 4.929411764705883)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 4.9, 4.775)","(61.0, 80.0, 74.0)"
12-01-2023 14:05:56.320844,"(3.9, 8.2, 6.7)","(4.8, 5.4, 4.929411764705883)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 4.9, 4.7846153846153845)","(61.0, 80.0, 74.0)"
12-01-2023 14:05:57.493391,"(3.9, 8.2, 6.7)","(4.8, 5.4, 4.929411764705883)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 4.9, 4.7846153846153845)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:05:58.575727,"(3.9, 8.2, 7.057142857142857)","(4.8, 5.4, 4.982608695652174)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 4.9, 4.7)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:05:59.642452,"(3.9, 8.2, 7.057142857142857)","(4.8, 5.4, 4.982608695652174)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 4.9, 4.757142857142857)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:00.779979,"(3.9, 8.2, 7.057142857142857)","(4.8, 5.4, 4.982608695652174)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 4.9, 4.757142857142857)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:01.831395,"(3.9, 8.2, 7.449999999999999)","(4.8, 5.4, 4.982608695652174)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 4.9, 4.7846153846153845)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:02.929321,"(3.9, 8.2, 7.449999999999999)","(4.8, 5.4, 4.982608695652174)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 4.9, 4.7846153846153845)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:03.987681,"(3.9, 8.2, 7.449999999999999)","(4.8, 5.4, 4.982608695652174)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 4.9, 4.7846153846153845)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:04.952365,"(3.9, 8.2, 7.449999999999999)","(4.8, 5.4, 4.982608695652174)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 4.9, 4.757142857142857)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:06.011497,"(3.9, 8.2, 7.449999999999999)","(4.8, 5.4, 4.982608695652174)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 4.9, 4.757142857142857)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:07.142642,"(3.9, 8.2, 7.449999999999999)","(4.8, 5.4, 4.982608695652174)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 4.9, 4.746153846153846)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:08.302840,"(3.9, 8.2, 7.449999999999999)","(4.8, 5.4, 4.982608695652174)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 4.9, 4.677777777777778)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:09.328478,"(3.9, 8.2, 7.449999999999999)","(4.8, 5.4, 4.982608695652174)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 4.9, 4.677777777777778)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:10.269349,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.4, 4.982608695652174)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 4.9, 4.633333333333334)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:11.281713,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.4, 5.021052631578947)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 4.9, 4.633333333333334)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:12.388812,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.4, 5.021052631578947)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 4.9, 4.633333333333334)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:13.527972,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.4, 5.021052631578947)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 4.9, 4.633333333333334)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:14.619523,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.4, 5.021052631578947)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 4.9, 4.633333333333334)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:15.591631,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.4, 5.021052631578947)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 4.9, 4.794736842105263)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:16.785960,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.4, 5.021052631578947)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 4.9, 4.769230769230769)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:17.846609,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.4, 5.021052631578947)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 5.0, 4.688888888888888)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:18.850933,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.4, 5.021052631578947)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 5.0, 4.688888888888888)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:19.971389,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.4, 5.021052631578947)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 5.0, 4.688888888888888)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:20.942145,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.4, 5.021052631578947)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 5.0, 4.764705882352941)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:21.974812,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.4, 5.112)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 5.0, 4.764705882352941)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:23.180839,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.4, 5.112)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 5.0, 4.8)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:24.304997,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.4, 5.112)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 5.0, 4.8545454545454545)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:25.421016,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.4, 5.112)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 5.0, 4.8545454545454545)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:26.491321,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.4, 5.112)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 5.0, 4.8545454545454545)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:27.420913,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.4, 5.072727272727272)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 5.0, 4.8545454545454545)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:28.516642,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.4, 4.982608695652174)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 5.0, 4.8545454545454545)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:29.618325,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.4, 4.982608695652174)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 5.0, 4.8545454545454545)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:30.703095,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.4, 4.982608695652174)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 5.0, 4.8545454545454545)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:31.727788,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.4, 4.982608695652174)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 5.0, 4.8545454545454545)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:32.740192,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.4, 5.030769230769231)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 5.0, 4.8545454545454545)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:33.776265,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.4, 5.030769230769231)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 5.0, 4.8545454545454545)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:34.692645,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.3, 5.027272727272727)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 5.0, 4.8545454545454545)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:35.702577,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.3, 5.027272727272727)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 5.0, 4.8)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:36.793986,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.3, 5.0)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 5.0, 4.8)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:37.778486,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.3, 5.0)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 5.0, 4.8)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:38.912228,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.3, 5.0)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 5.0, 4.8)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:39.934466,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.3, 4.959090909090909)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 5.0, 4.8)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:40.961242,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.3, 4.942857142857143)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 5.0, 4.8)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:42.089227,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.3, 4.942857142857143)","(2.1, 2.44, 2.36)","(21.0, 44.0, 34.0)","(3.9, 5.0, 4.8)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:43.341049,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.3, 4.942857142857143)","(2.1, 2.44, 2.349411764705882)","(21.0, 44.0, 34.0)","(3.9, 5.0, 4.8)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:44.469836,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.3, 4.942857142857143)","(2.1, 2.44, 2.36)","(21.0, 44.0, 35.42857142857143)","(3.9, 5.0, 4.8)","(61.0, 80.0, 73.57142857142857)"
12-01-2023 14:06:45.661882,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.3, 4.942857142857143)","(2.1, 2.44, 2.36)","(21.0, 44.0, 35.42857142857143)","(3.9, 5.0, 4.8)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:06:46.537547,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.3, 4.942857142857143)","(2.1, 2.44, 2.36)","(21.0, 44.0, 35.42857142857143)","(3.9, 5.0, 4.8)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:06:47.619701,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.3, 4.942857142857143)","(2.1, 2.44, 2.349411764705882)","(21.0, 44.0, 35.42857142857143)","(3.9, 5.0, 4.9)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:06:48.772848,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.3, 4.942857142857143)","(2.1, 2.44, 2.349411764705882)","(21.0, 44.0, 35.42857142857143)","(3.9, 5.0, 4.9)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:06:49.781976,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.3, 4.942857142857143)","(2.1, 2.44, 2.349411764705882)","(21.0, 44.0, 35.42857142857143)","(3.9, 5.0, 4.925)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:06:50.829202,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.3, 4.942857142857143)","(2.1, 2.44, 2.349411764705882)","(21.0, 44.0, 35.42857142857143)","(3.9, 5.0, 4.925)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:06:51.823613,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.3, 4.942857142857143)","(2.1, 2.44, 2.349411764705882)","(21.0, 44.0, 35.42857142857143)","(3.9, 5.0, 4.925)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:06:52.826467,"(3.9, 8.2, 7.311111111111111)","(4.8, 5.3, 4.942857142857143)","(2.1, 2.44, 2.36)","(21.0, 44.0, 35.42857142857143)","(3.9, 5.0, 4.925)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:06:53.941525,"(3.9, 8.2, 7.171428571428571)","(4.8, 5.2, 4.866666666666667)","(2.1, 2.44, 2.3473684210526313)","(21.0, 44.0, 35.42857142857143)","(3.9, 5.0, 4.925)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:06:55.008743,"(3.9, 8.2, 7.4799999999999995)","(4.8, 5.2, 4.815384615384615)","(2.1, 2.44, 2.3473684210526313)","(21.0, 44.0, 35.42857142857143)","(3.9, 5.0, 4.925)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:06:55.961809,"(3.9, 8.2, 7.4799999999999995)","(4.8, 5.2, 4.815384615384615)","(2.1, 2.44, 2.3473684210526313)","(21.0, 44.0, 35.42857142857143)","(3.9, 5.0, 4.925)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:06:56.959597,"(3.9, 8.2, 7.4799999999999995)","(4.8, 5.2, 4.815384615384615)","(2.1, 2.44, 2.314285714285714)","(21.0, 44.0, 35.42857142857143)","(3.9, 5.0, 4.925)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:06:57.968839,"(3.9, 8.2, 7.4799999999999995)","(4.8, 5.2, 4.815384615384615)","(2.1, 2.42, 2.2783333333333333)","(21.0, 44.0, 28.545454545454547)","(3.9, 5.0, 4.925)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:06:58.975662,"(3.9, 8.2, 7.0)","(4.8, 5.2, 4.815384615384615)","(2.1, 2.42, 2.2625)","(21.0, 44.0, 28.545454545454547)","(3.9, 5.0, 4.925)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:00.067070,"(3.9, 8.2, 7.0)","(4.8, 5.2, 4.966666666666667)","(2.1, 2.4, 2.3703703703703702)","(21.0, 44.0, 28.545454545454547)","(3.9, 5.0, 4.925)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:01.089682,"(3.9, 8.2, 7.0)","(4.8, 5.2, 4.966666666666667)","(2.1, 2.4, 2.3703703703703702)","(21.0, 44.0, 28.545454545454547)","(3.9, 5.0, 4.925)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:02.138008,"(3.9, 8.2, 7.0)","(4.8, 5.2, 4.966666666666667)","(2.1, 2.4, 2.3529411764705883)","(21.0, 44.0, 28.545454545454547)","(3.9, 5.0, 4.925)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:03.199847,"(3.9, 8.2, 7.0)","(4.8, 5.2, 4.966666666666667)","(2.1, 2.4, 2.283333333333333)","(21.0, 44.0, 28.545454545454547)","(3.9, 5.0, 4.957142857142857)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:04.111372,"(3.9, 8.2, 7.0)","(4.8, 5.2, 4.966666666666667)","(2.1, 2.4, 2.283333333333333)","(21.0, 44.0, 28.545454545454547)","(3.9, 5.0, 4.957142857142857)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:05.141656,"(3.9, 8.2, 7.0)","(4.8, 5.2, 4.966666666666667)","(2.1, 2.4, 2.3410526315789473)","(21.0, 44.0, 28.545454545454547)","(3.9, 5.0, 4.957142857142857)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:06.172114,"(3.9, 8.2, 7.0)","(4.8, 5.2, 5.025)","(2.1, 2.4, 2.3146666666666667)","(21.0, 44.0, 28.545454545454547)","(3.9, 5.0, 4.957142857142857)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:07.262461,"(3.9, 8.2, 7.0)","(4.8, 5.2, 4.905882352941177)","(2.1, 2.4, 2.352592592592593)","(21.0, 44.0, 28.545454545454547)","(3.9, 5.0, 4.957142857142857)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:08.409894,"(3.9, 8.2, 7.0)","(4.8, 5.2, 4.961904761904762)","(2.1, 2.4, 2.352592592592593)","(21.0, 44.0, 28.545454545454547)","(3.9, 5.0, 4.957142857142857)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:09.452125,"(3.9, 8.2, 7.0)","(4.8, 5.2, 4.905882352941177)","(2.1, 2.4, 2.352592592592593)","(21.0, 44.0, 28.545454545454547)","(3.9, 5.0, 4.957142857142857)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:10.364160,"(3.9, 8.2, 7.0)","(4.8, 5.2, 4.905882352941177)","(2.1, 2.4, 2.2755555555555556)","(21.0, 44.0, 28.545454545454547)","(3.9, 5.0, 4.957142857142857)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:11.392699,"(3.9, 8.2, 7.0)","(4.8, 5.2, 4.905882352941177)","(2.1, 2.4, 2.32)","(21.0, 44.0, 28.545454545454547)","(3.9, 5.0, 4.957142857142857)","(61.0, 80.0, 75.9090909090909)"
12-01-2023 14:07:12.552885,"(3.9, 8.2, 7.0)","(4.8, 5.2, 4.905882352941177)","(2.1, 2.4, 2.3085714285714287)","(21.0, 44.0, 28.545454545454547)","(3.9, 5.0, 4.957142857142857)","(61.0, 80.0, 75.9090909090909)"
