,Manila Aurora,Moment To Shiver,Stranger Within,Call Me Trinity,West On Blossom,Spider Venom,Mongolian Tiger,Sand Cruiser
11-01-2023 21:38:54.965708,"(5.5, 7.0, 6.63)","(31.0, 36.0, 34.06896551724138)","(5.0, 7.0, 6.866666666666666)","(8.0, 11.5, 11.055555555555555)","(6.5, 9.0, 8.883333333333333)","(5.0, 8.2, 8.06875)","(31.0, 55.0, 45.1)","(2.6, 3.2, 3.1363636363636367)"
11-01-2023 21:38:56.235624,"(5.5, 7.0, 6.63)","(31.0, 36.0, 31.058823529411764)","(5.0, 7.0, 6.8)","(8.0, 11.5, 11.055555555555555)","(6.5, 9.0, 8.895)","(5.0, 8.2, 8.06875)","(31.0, 55.0, 45.1)","(2.6, 3.2, 3.1363636363636367)"
11-01-2023 21:38:57.512330,"(5.5, 7.0, 6.63)","(31.0, 36.0, 31.058823529411764)","(5.0, 7.0, 6.8)","(8.0, 11.5, 11.055555555555555)","(6.5, 9.0, 8.895)","(5.0, 8.2, 8.06875)","(31.0, 55.0, 45.1)","(2.6, 3.2, 3.1363636363636367)"
11-01-2023 21:38:58.808693,"(5.5, 7.0, 6.63)","(31.0, 36.0, 30.94736842105263)","(5.0, 7.0, 6.8)","(8.0, 11.5, 10.884615384615385)","(6.5, 9.0, 8.895)","(5.0, 8.2, 8.06875)","(31.0, 55.0, 45.1)","(2.6, 3.2, 3.1285714285714286)"
11-01-2023 21:39:00.220563,"(5.5, 7.0, 6.63)","(31.0, 36.0, 30.94736842105263)","(5.0, 7.0, 6.8)","(8.0, 11.5, 10.884615384615385)","(6.5, 9.0, 8.895)","(5.0, 8.2, 8.06875)","(31.0, 55.0, 45.1)","(2.6, 3.2, 3.1363636363636367)"
11-01-2023 21:39:01.592356,"(5.5, 7.0, 6.63)","(31.0, 36.0, 30.94736842105263)","(5.0, 7.0, 6.745454545454545)","(8.0, 11.5, 10.884615384615385)","(6.5, 9.0, 8.895)","(5.0, 8.2, 8.06875)","(31.0, 55.0, 45.1)","(2.6, 3.2, 3.139130434782609)"
11-01-2023 21:39:03.122614,"(5.5, 7.0, 6.63)","(31.0, 36.0, 30.94736842105263)","(5.0, 7.0, 6.866666666666666)","(8.0, 11.5, 10.794117647058824)","(6.5, 9.0, 8.895)","(5.0, 8.2, 8.028571428571428)","(31.0, 55.0, 45.1)","(2.6, 3.2, 3.139130434782609)"
11-01-2023 21:39:04.444533,"(5.5, 7.0, 6.63)","(31.0, 36.0, 30.94736842105263)","(5.0, 7.0, 6.666666666666667)","(8.0, 11.5, 10.794117647058824)","(6.5, 9.0, 8.895)","(5.0, 8.2, 8.06875)","(31.0, 55.0, 45.1)","(2.6, 3.2, 3.185714285714286)"
11-01-2023 21:39:05.724022,"(5.5, 7.0, 6.671111111111111)","(31.0, 36.0, 30.94736842105263)","(5.0, 6.8, 6.666666666666667)","(8.0, 11.5, 10.794117647058824)","(6.5, 9.0, 8.895)","(5.5, 8.2, 8.06875)","(31.0, 55.0, 45.1)","(2.5, 3.2, 3.185714285714286)"
11-01-2023 21:39:07.043519,"(5.5, 7.0, 6.671111111111111)","(31.0, 36.0, 30.94736842105263)","(5.0, 6.8, 6.6)","(8.0, 11.5, 10.928571428571429)","(6.5, 9.0, 8.895)","(5.5, 8.2, 8.06875)","(31.0, 55.0, 45.1)","(2.5, 3.2, 3.185714285714286)"
11-01-2023 21:39:08.339794,"(5.5, 7.0, 6.671111111111111)","(31.0, 36.0, 30.94736842105263)","(5.0, 6.8, 6.6)","(8.0, 11.5, 10.75)","(6.5, 9.0, 8.895)","(5.5, 8.2, 8.06875)","(31.0, 55.0, 45.1)","(2.5, 3.2, 3.185714285714286)"
11-01-2023 21:39:09.538458,"(5.5, 7.0, 6.671111111111111)","(31.0, 36.0, 30.94736842105263)","(5.0, 6.8, 6.7)","(8.0, 11.5, 10.75)","(6.5, 9.0, 8.895)","(5.5, 8.2, 8.06875)","(31.0, 55.0, 45.1)","(2.5, 3.2, 3.1486486486486487)"
11-01-2023 21:39:10.751265,"(5.5, 7.0, 6.671111111111111)","(31.0, 36.0, 30.94736842105263)","(5.0, 6.8, 6.6)","(8.0, 11.5, 10.75)","(6.5, 9.0, 8.895)","(5.5, 8.2, 8.028571428571428)","(31.0, 55.0, 45.1)","(2.5, 3.25, 3.141860465116279)"
11-01-2023 21:39:11.923144,"(5.5, 7.0, 6.671111111111111)","(31.0, 36.0, 30.94736842105263)","(5.0, 6.8, 6.6)","(8.0, 11.5, 10.75)","(6.5, 9.0, 8.895)","(5.5, 8.2, 8.028571428571428)","(31.0, 55.0, 45.1)","(2.5, 3.25, 3.141860465116279)"
11-01-2023 21:39:13.054604,"(5.5, 7.0, 6.671111111111111)","(31.0, 36.0, 30.181818181818183)","(5.0, 6.8, 6.488888888888889)","(8.0, 11.5, 10.75)","(6.5, 9.0, 8.895)","(5.5, 8.2, 8.028571428571428)","(31.0, 55.0, 45.1)","(2.5, 3.25, 3.1486486486486487)"
11-01-2023 21:39:14.111370,"(5.5, 7.0, 6.671111111111111)","(31.0, 36.0, 30.181818181818183)","(5.0, 6.8, 6.6)","(8.0, 11.5, 10.75)","(6.5, 9.0, 8.895)","(5.5, 8.2, 8.028571428571428)","(31.0, 55.0, 45.1)","(2.5, 3.25, 3.1486486486486487)"
11-01-2023 21:39:15.173927,"(5.5, 7.0, 6.671111111111111)","(31.0, 36.0, 30.181818181818183)","(5.0, 6.8, 6.742857142857143)","(8.0, 11.5, 10.75)","(6.5, 9.0, 9.149999999999999)","(5.5, 8.2, 8.028571428571428)","(31.0, 55.0, 45.1)","(2.5, 3.25, 3.141860465116279)"
11-01-2023 21:39:16.252115,"(5.5, 7.0, 6.671111111111111)","(31.0, 36.0, 30.181818181818183)","(5.0, 6.8, 6.742857142857143)","(8.0, 11.5, 10.75)","(6.5, 9.2, 9.172727272727272)","(5.5, 8.2, 8.028571428571428)","(31.0, 55.0, 45.1)","(2.5, 3.25, 3.141860465116279)"
11-01-2023 21:39:17.456245,"(5.5, 7.0, 6.671111111111111)","(31.0, 36.0, 30.181818181818183)","(5.0, 6.8, 6.76)","(8.0, 11.5, 10.833333333333334)","(6.5, 9.2, 9.18)","(5.5, 8.2, 8.028571428571428)","(31.0, 55.0, 45.1)","(2.5, 3.25, 3.141860465116279)"
11-01-2023 21:39:18.632751,"(5.5, 7.0, 6.671111111111111)","(31.0, 36.0, 30.181818181818183)","(5.0, 6.8, 6.742857142857143)","(8.0, 11.5, 10.833333333333334)","(6.5, 9.2, 9.174999999999999)","(5.5, 8.2, 8.028571428571428)","(31.0, 55.0, 45.1)","(2.5, 3.25, 3.141860465116279)"
11-01-2023 21:39:19.815099,"(5.5, 7.0, 6.671111111111111)","(31.0, 36.0, 30.181818181818183)","(5.0, 6.8, 6.742857142857143)","(8.0, 11.5, 10.833333333333334)","(6.5, 9.2, 9.18235294117647)","(5.5, 8.2, 8.028571428571428)","(31.0, 55.0, 45.1)","(2.5, 3.25, 3.141860465116279)"
11-01-2023 21:39:21.037473,"(5.5, 7.0, 6.671111111111111)","(31.0, 36.0, 30.181818181818183)","(5.0, 6.8, 6.742857142857143)","(8.0, 11.5, 11.3)","(6.5, 9.2, 9.18235294117647)","(5.5, 8.2, 8.028571428571428)","(31.0, 55.0, 45.1)","(2.5, 3.25, 3.141860465116279)"
11-01-2023 21:39:22.289646,"(5.5, 7.0, 6.671111111111111)","(31.0, 36.0, 30.181818181818183)","(5.0, 6.8, 6.742857142857143)","(8.0, 11.5, 11.3)","(6.5, 9.2, 9.18235294117647)","(5.5, 8.2, 8.028571428571428)","(31.0, 55.0, 45.1)","(2.5, 3.25, 3.1750000000000003)"
11-01-2023 21:39:23.504972,"(5.5, 7.0, 6.671111111111111)","(31.0, 36.0, 30.181818181818183)","(5.0, 6.8, 6.742857142857143)","(8.0, 11.5, 11.86046511627907)","(6.5, 9.2, 9.18235294117647)","(5.5, 8.2, 8.028571428571428)","(31.0, 55.0, 45.1)","(2.5, 3.2, 3.1545454545454548)"
11-01-2023 21:39:24.721928,"(5.5, 7.0, 6.63)","(31.0, 36.0, 30.181818181818183)","(5.0, 6.8, 6.742857142857143)","(8.0, 12.0, 11.86046511627907)","(6.5, 9.2, 9.18235294117647)","(5.5, 8.2, 8.028571428571428)","(31.0, 55.0, 45.1)","(2.5, 3.2, 3.1500000000000004)"
11-01-2023 21:39:25.931036,"(5.5, 7.0, 6.63)","(31.0, 36.0, 30.181818181818183)","(5.0, 6.8, 6.742857142857143)","(8.0, 12.0, 11.86046511627907)","(6.5, 9.2, 9.18235294117647)","(5.5, 8.2, 8.028571428571428)","(31.0, 55.0, 45.1)","(2.5, 3.2, 3.1500000000000004)"
11-01-2023 21:39:27.169412,"(5.5, 7.0, 6.63)","(31.0, 36.0, 30.181818181818183)","(5.0, 6.8, 6.742857142857143)","(8.0, 12.0, 11.5)","(6.5, 9.2, 9.107692307692307)","(5.5, 8.2, 8.028571428571428)","(31.0, 55.0, 45.1)","(2.5, 3.2, 3.1500000000000004)"
11-01-2023 21:39:28.417238,"(5.5, 7.0, 6.63)","(31.0, 36.0, 30.181818181818183)","(5.0, 6.8, 6.742857142857143)","(8.0, 12.0, 11.666666666666666)","(6.5, 9.2, 9.071428571428571)","(5.5, 8.2, 8.028571428571428)","(31.0, 55.0, 46.75)","(2.5, 3.2, 3.1500000000000004)"
11-01-2023 21:39:29.580624,"(5.5, 7.0, 6.626666666666666)","(31.0, 36.0, 30.181818181818183)","(5.0, 6.8, 6.742857142857143)","(8.0, 12.0, 11.714285714285714)","(6.5, 9.2, 9.071428571428571)","(5.5, 8.2, 8.028571428571428)","(31.0, 55.0, 48.11764705882353)","(2.5, 3.2, 3.1500000000000004)"
11-01-2023 21:39:30.745057,"(5.5, 7.0, 6.626666666666666)","(31.0, 34.0, 30.5)","(5.0, 6.8, 6.742857142857143)","(8.0, 12.0, 11.714285714285714)","(6.5, 9.2, 9.071428571428571)","(5.5, 8.2, 8.103225806451611)","(31.0, 55.0, 45.1)","(2.5, 3.2, 3.1500000000000004)"
11-01-2023 21:39:31.912367,"(5.5, 7.0, 6.626666666666666)","(31.0, 34.0, 30.5)","(5.0, 6.8, 6.742857142857143)","(8.0, 12.0, 11.714285714285714)","(6.5, 9.2, 9.071428571428571)","(5.5, 8.2, 8.103225806451611)","(31.0, 55.0, 45.1)","(2.5, 3.2, 3.1500000000000004)"
11-01-2023 21:39:33.008098,"(5.5, 7.0, 6.626666666666666)","(31.0, 34.0, 30.22222222222222)","(5.0, 6.8, 6.742857142857143)","(8.0, 12.0, 11.714285714285714)","(6.5, 9.2, 9.071428571428571)","(5.5, 8.2, 8.103225806451611)","(31.0, 55.0, 45.1)","(2.5, 3.2, 3.1500000000000004)"
11-01-2023 21:39:34.087872,"(5.5, 7.0, 6.626666666666666)","(31.0, 34.0, 30.153846153846153)","(5.0, 6.8, 6.742857142857143)","(8.0, 12.0, 11.5)","(6.5, 9.2, 9.071428571428571)","(5.5, 8.2, 8.103225806451611)","(31.0, 55.0, 49.1764705882353)","(2.5, 3.2, 3.1500000000000004)"
11-01-2023 21:39:35.093377,"(5.5, 7.0, 6.626666666666666)","(31.0, 34.0, 30.12121212121212)","(5.0, 6.8, 6.742857142857143)","(8.0, 12.0, 11.5)","(6.5, 9.2, 9.071428571428571)","(5.5, 8.2, 8.103225806451611)","(31.0, 55.0, 49.1764705882353)","(2.5, 3.2, 3.1500000000000004)"
11-01-2023 21:39:36.146848,"(5.5, 7.0, 6.626666666666666)","(31.0, 34.0, 30.12121212121212)","(5.0, 6.8, 6.742857142857143)","(8.0, 12.0, 11.5)","(6.5, 9.2, 9.071428571428571)","(5.5, 8.2, 8.103225806451611)","(31.0, 55.0, 49.1764705882353)","(2.5, 3.2, 3.1500000000000004)"
11-01-2023 21:39:37.193479,"(5.5, 7.0, 6.626666666666666)","(31.0, 34.0, 30.12121212121212)","(5.0, 6.8, 6.742857142857143)","(8.0, 12.0, 11.5)","(6.5, 9.2, 9.071428571428571)","(5.5, 8.2, 8.103225806451611)","(31.0, 55.0, 49.1764705882353)","(2.5, 3.2, 3.1500000000000004)"
11-01-2023 21:39:38.322159,"(5.5, 7.0, 6.626666666666666)","(31.0, 34.0, 30.12121212121212)","(5.0, 6.8, 6.742857142857143)","(8.0, 12.0, 11.272727272727273)","(6.5, 9.2, 9.071428571428571)","(5.5, 8.2, 8.103225806451611)","(31.0, 55.0, 49.1764705882353)","(2.5, 3.2, 3.1500000000000004)"
11-01-2023 21:39:39.474916,"(5.5, 6.8, 6.564705882352941)","(31.0, 34.0, 30.12121212121212)","(5.0, 6.8, 6.742857142857143)","(8.0, 12.0, 11.421052631578947)","(6.5, 9.2, 9.107692307692307)","(5.5, 8.2, 8.103225806451611)","(31.0, 55.0, 49.1764705882353)","(2.5, 3.2, 3.166666666666667)"
11-01-2023 21:39:40.633380,"(5.5, 6.8, 6.5)","(31.0, 34.0, 30.12121212121212)","(5.0, 6.8, 6.742857142857143)","(8.0, 12.0, 11.448275862068966)","(6.5, 9.2, 9.04)","(5.5, 8.2, 8.142857142857142)","(31.0, 55.0, 49.1764705882353)","(2.5, 3.2, 3.161538461538462)"
11-01-2023 21:39:41.798029,"(5.5, 6.6, 6.4206896551724135)","(31.0, 34.0, 30.12121212121212)","(5.0, 6.8, 6.742857142857143)","(8.0, 12.0, 11.384615384615385)","(6.5, 9.2, 9.04)","(5.5, 8.2, 8.23157894736842)","(31.0, 55.0, 49.1764705882353)","(2.5, 3.2, 3.161538461538462)"
11-01-2023 21:39:42.942180,"(5.5, 6.6, 6.386046511627907)","(31.0, 34.0, 30.12121212121212)","(5.0, 6.8, 6.742857142857143)","(8.0, 12.0, 11.238095238095237)","(6.5, 9.2, 9.071428571428571)","(5.5, 8.4, 8.20952380952381)","(31.0, 55.0, 49.1764705882353)","(2.5, 3.2, 3.1500000000000004)"
11-01-2023 21:39:44.095413,"(5.5, 6.6, 6.386046511627907)","(31.0, 34.0, 30.12121212121212)","(5.0, 6.8, 6.742857142857143)","(8.0, 12.0, 11.40909090909091)","(6.5, 9.2, 9.071428571428571)","(5.5, 8.4, 8.370588235294118)","(31.0, 55.0, 49.1764705882353)","(2.5, 3.2, 3.161538461538462)"
11-01-2023 21:39:45.259610,"(5.5, 6.6, 6.386046511627907)","(31.0, 34.0, 30.12121212121212)","(5.0, 6.8, 6.742857142857143)","(8.0, 11.5, 11.414893617021276)","(6.5, 9.2, 9.05)","(5.5, 8.6, 8.363636363636363)","(31.0, 55.0, 49.1764705882353)","(2.5, 3.2, 3.161538461538462)"
11-01-2023 21:39:46.474357,"(5.5, 6.6, 6.350943396226415)","(31.0, 34.0, 30.12121212121212)","(5.0, 6.8, 6.742857142857143)","(8.0, 11.5, 11.595238095238095)","(6.5, 9.2, 9.151219512195121)","(5.5, 8.6, 8.41860465116279)","(31.0, 55.0, 49.1764705882353)","(2.5, 3.2, 3.1583333333333337)"
11-01-2023 21:39:47.651218,"(5.5, 6.6, 6.325)","(31.0, 34.0, 30.12121212121212)","(5.0, 6.8, 6.742857142857143)","(8.0, 12.0, 11.595238095238095)","(6.5, 9.2, 9.151219512195121)","(5.5, 8.6, 8.41860465116279)","(31.0, 55.0, 49.1764705882353)","(2.5, 3.2, 3.146666666666667)"
11-01-2023 21:39:48.806990,"(5.5, 6.6, 6.350943396226415)","(31.0, 34.0, 30.12121212121212)","(5.0, 6.8, 6.742857142857143)","(8.0, 12.0, 11.595238095238095)","(6.5, 9.2, 9.151219512195121)","(5.5, 8.6, 8.41860465116279)","(31.0, 55.0, 49.1764705882353)","(2.5, 3.2, 3.1583333333333337)"
11-01-2023 21:39:49.984642,"(5.5, 6.6, 6.350943396226415)","(31.0, 34.0, 30.12121212121212)","(5.0, 6.8, 6.742857142857143)","(8.0, 12.0, 11.595238095238095)","(6.5, 9.2, 9.151219512195121)","(5.5, 8.6, 8.41860465116279)","(31.0, 55.0, 49.1764705882353)","(2.5, 3.2, 3.1583333333333337)"
11-01-2023 21:39:51.132194,"(5.5, 6.6, 6.350943396226415)","(31.0, 34.0, 30.12121212121212)","(5.0, 6.8, 6.742857142857143)","(8.0, 12.0, 11.595238095238095)","(6.5, 9.2, 9.151219512195121)","(5.5, 8.6, 8.41860465116279)","(31.0, 55.0, 49.1764705882353)","(2.5, 3.2, 3.1583333333333337)"
11-01-2023 21:39:52.360242,"(5.5, 6.6, 6.350943396226415)","(31.0, 34.0, 30.12121212121212)","(5.0, 6.8, 6.742857142857143)","(8.0, 12.0, 11.595238095238095)","(6.5, 9.2, 9.151219512195121)","(5.5, 8.6, 8.41860465116279)","(31.0, 55.0, 49.1764705882353)","(2.5, 3.2, 3.1583333333333337)"
11-01-2023 21:39:53.522469,"(5.5, 6.6, 6.350943396226415)","(31.0, 34.0, 30.12121212121212)","(5.0, 6.8, 6.742857142857143)","(8.0, 12.0, 11.595238095238095)","(6.5, 9.2, 9.151219512195121)","(5.5, 8.6, 8.41860465116279)","(31.0, 55.0, 49.1764705882353)","(2.5, 3.2, 3.146666666666667)"
11-01-2023 21:39:54.701419,"(5.5, 6.4, 6.323076923076924)","(31.0, 34.0, 30.12121212121212)","(5.0, 6.8, 6.742857142857143)","(8.0, 12.0, 11.595238095238095)","(6.5, 9.2, 9.151219512195121)","(5.5, 8.6, 8.41860465116279)","(31.0, 55.0, 49.1764705882353)","(2.5, 3.2, 3.1583333333333337)"
11-01-2023 21:39:55.841530,"(5.5, 6.4, 6.344444444444445)","(31.0, 34.0, 30.12121212121212)","(5.0, 6.8, 6.742857142857143)","(8.5, 12.0, 11.61111111111111)","(6.5, 9.2, 9.18)","(5.5, 8.6, 8.5)","(31.0, 55.0, 49.214285714285715)","(2.5, 3.2, 3.0973684210526313)"
11-01-2023 21:39:56.922755,"(5.5, 6.4, 6.356521739130435)","(31.0, 34.0, 30.12121212121212)","(5.0, 6.8, 6.742857142857143)","(8.5, 12.0, 11.595238095238095)","(6.5, 9.2, 9.19)","(5.5, 8.8, 8.5)","(31.0, 55.0, 49.6)","(2.5, 3.15, 3.0973684210526313)"
11-01-2023 21:39:57.956172,"(5.5, 6.4, 6.292857142857143)","(31.0, 34.0, 30.12121212121212)","(5.0, 6.8, 6.742857142857143)","(8.5, 12.0, 11.595238095238095)","(6.5, 9.2, 9.19)","(5.5, 8.8, 8.607142857142858)","(31.0, 55.0, 49.6)","(2.5, 3.15, 3.0973684210526313)"
11-01-2023 21:39:58.938712,"(5.5, 6.4, 6.292857142857143)","(31.0, 34.0, 30.12121212121212)","(5.0, 6.8, 6.742857142857143)","(8.5, 12.0, 11.595238095238095)","(6.5, 9.2, 9.19)","(5.5, 8.8, 8.607142857142858)","(31.0, 55.0, 49.6)","(2.5, 3.15, 3.0973684210526313)"
11-01-2023 21:39:59.931173,"(5.5, 6.4, 6.268421052631579)","(31.0, 34.0, 30.12121212121212)","(5.0, 6.8, 6.742857142857143)","(8.5, 12.0, 11.595238095238095)","(6.5, 9.2, 9.193333333333333)","(5.5, 8.8, 8.67027027027027)","(31.0, 55.0, 49.6)","(2.5, 3.15, 3.0973684210526313)"
11-01-2023 21:40:00.976260,"(5.5, 6.4, 6.268421052631579)","(31.0, 34.0, 30.12121212121212)","(5.0, 6.8, 6.742857142857143)","(8.5, 12.0, 11.595238095238095)","(6.5, 9.2, 9.2)","(5.5, 8.8, 8.707692307692307)","(31.0, 55.0, 49.6)","(2.5, 3.15, 3.0973684210526313)"
11-01-2023 21:40:02.043190,"(5.5, 6.2, 6.083333333333333)","(31.0, 34.0, 30.12121212121212)","(5.0, 6.8, 6.742857142857143)","(8.5, 12.0, 11.645833333333334)","(6.5, 9.6, 9.26153846153846)","(5.5, 9.2, 8.727272727272727)","(31.0, 55.0, 49.6)","(2.5, 3.15, 3.0973684210526313)"
11-01-2023 21:40:03.212111,"(5.5, 6.2, 6.140000000000001)","(31.0, 34.0, 30.12121212121212)","(5.0, 6.8, 6.742857142857143)","(8.5, 12.0, 11.384615384615385)","(6.5, 9.6, 9.26153846153846)","(5.5, 9.2, 8.727272727272727)","(31.0, 55.0, 49.6)","(2.5, 3.15, 3.0973684210526313)"
11-01-2023 21:40:04.516534,"(5.5, 6.2, 6.140000000000001)","(31.0, 34.0, 30.12121212121212)","(5.0, 6.8, 6.742857142857143)","(8.5, 11.5, 11.428571428571429)","(6.5, 9.6, 9.408695652173913)","(5.5, 9.2, 8.875)","(31.0, 55.0, 46.9)","(2.5, 3.15, 3.0973684210526313)"
11-01-2023 21:40:05.591517,"(5.5, 6.4, 6.2125)","(31.0, 34.0, 30.12121212121212)","(5.0, 6.8, 6.742857142857143)","(8.5, 11.5, 11.4)","(6.5, 9.6, 9.485714285714286)","(5.5, 9.2, 8.875)","(31.0, 55.0, 46.9)","(2.5, 3.15, 3.0785714285714283)"
11-01-2023 21:40:06.741796,"(5.5, 6.4, 6.2125)","(31.0, 34.0, 30.12121212121212)","(5.0, 6.8, 6.76)","(8.5, 11.5, 11.4)","(6.5, 9.6, 9.46)","(5.5, 9.2, 8.7125)","(31.0, 55.0, 46.9)","(2.5, 3.15, 3.072222222222222)"
11-01-2023 21:40:07.870881,"(5.5, 6.4, 6.2125)","(31.0, 34.0, 30.12121212121212)","(5.0, 7.0, 6.76)","(8.5, 11.5, 11.4)","(6.5, 9.6, 9.46)","(5.5, 9.2, 8.7125)","(31.0, 55.0, 46.9)","(2.5, 3.1, 3.072222222222222)"
11-01-2023 21:40:08.920225,"(5.5, 6.4, 6.257142857142857)","(31.0, 34.0, 30.12121212121212)","(5.0, 6.8, 6.64)","(8.5, 11.5, 11.4)","(6.5, 9.6, 9.485714285714286)","(5.5, 9.6, 8.885714285714286)","(31.0, 55.0, 46.9)","(2.5, 3.1, 3.066666666666667)"
11-01-2023 21:40:10.099410,"(5.5, 6.4, 6.275)","(31.0, 34.0, 30.12121212121212)","(5.0, 6.8, 6.300000000000001)","(8.5, 11.5, 11.4)","(6.5, 9.6, 9.6875)","(5.5, 9.6, 9.183333333333334)","(31.0, 55.0, 46.9)","(2.5, 3.1, 3.066666666666667)"
11-01-2023 21:40:11.291544,"(5.5, 6.8, 6.5)","(31.0, 34.0, 29.076923076923077)","(5.0, 6.4, 6.333333333333334)","(8.5, 11.5, 11.4)","(6.5, 9.8, 9.858823529411765)","(5.5, 9.6, 9.305882352941175)","(31.0, 55.0, 46.9)","(2.5, 3.1, 3.066666666666667)"
11-01-2023 21:40:12.458675,"(5.5, 6.8, 6.506666666666667)","(31.0, 34.0, 29.17391304347826)","(5.0, 6.4, 6.28)","(8.5, 11.5, 11.4)","(6.5, 10.0, 9.952941176470588)","(5.5, 9.6, 9.085714285714285)","(31.0, 55.0, 46.9)","(2.5, 3.1, 3.0533333333333332)"
11-01-2023 21:40:13.624591,"(5.0, 6.8, 6.555555555555555)","(26.0, 34.0, 28.324324324324323)","(5.0, 6.4, 6.28)","(8.5, 11.5, 11.4)","(7.5, 10.0, 9.952941176470588)","(6.0, 9.6, 9.085714285714285)","(31.0, 55.0, 46.9)","(2.5, 3.15, 3.066666666666667)"
11-01-2023 21:40:14.825732,"(5.0, 6.8, 6.555555555555555)","(26.0, 34.0, 28.324324324324323)","(5.0, 6.4, 6.28)","(8.5, 11.5, 11.4)","(7.5, 10.0, 9.952941176470588)","(6.0, 9.6, 9.085714285714285)","(31.0, 55.0, 46.9)","(2.5, 3.1, 3.0551724137931036)"
11-01-2023 21:40:15.891324,"(5.0, 6.8, 6.555555555555555)","(26.0, 34.0, 28.324324324324323)","(5.0, 6.4, 6.28)","(8.5, 11.5, 11.4)","(7.5, 10.0, 10.125)","(6.0, 9.6, 9.085714285714285)","(31.0, 55.0, 46.9)","(2.5, 3.1, 3.0470588235294116)"
11-01-2023 21:40:17.076827,"(5.0, 6.8, 6.555555555555555)","(26.0, 34.0, 28.363636363636363)","(5.0, 6.4, 6.28)","(8.5, 11.5, 11.4)","(7.5, 10.5, 10.088235294117647)","(6.0, 9.6, 9.3)","(31.0, 55.0, 46.9)","(2.5, 3.1, 3.0470588235294116)"
11-01-2023 21:40:18.266223,"(5.0, 6.8, 6.555555555555555)","(26.0, 34.0, 28.363636363636363)","(5.0, 6.4, 6.314285714285715)","(8.5, 11.5, 11.363636363636363)","(7.5, 10.5, 10.181818181818182)","(6.0, 9.6, 9.2)","(31.0, 55.0, 46.642857142857146)","(2.5, 3.1, 3.073076923076923)"
11-01-2023 21:40:19.408229,"(5.0, 6.6, 6.39047619047619)","(26.0, 32.0, 28.8)","(5.0, 6.4, 6.228571428571429)","(8.5, 11.5, 11.285714285714286)","(7.5, 10.5, 10.181818181818182)","(6.0, 9.6, 9.31764705882353)","(31.0, 55.0, 46.75)","(2.5, 3.2, 3.064285714285714)"
11-01-2023 21:40:20.461363,"(5.0, 6.6, 6.39047619047619)","(26.0, 32.0, 30.5)","(5.0, 6.4, 6.066666666666666)","(8.5, 11.5, 11.285714285714286)","(7.5, 10.5, 10.181818181818182)","(6.0, 9.6, 9.31764705882353)","(31.0, 55.0, 46.75)","(2.5, 3.15, 3.064285714285714)"
11-01-2023 21:40:21.581509,"(5.0, 6.6, 6.39047619047619)","(26.0, 32.0, 30.666666666666668)","(5.0, 6.4, 6.057142857142857)","(8.5, 11.5, 11.285714285714286)","(7.5, 10.5, 10.181818181818182)","(6.0, 9.6, 9.31764705882353)","(31.0, 55.0, 46.75)","(2.5, 3.15, 3.064285714285714)"
11-01-2023 21:40:22.656438,"(5.0, 6.6, 6.437037037037037)","(26.0, 32.0, 30.470588235294116)","(5.0, 6.4, 6.057142857142857)","(8.5, 11.5, 11.285714285714286)","(7.5, 10.5, 10.28125)","(6.0, 9.6, 9.314285714285715)","(31.0, 55.0, 46.75)","(2.5, 3.15, 3.064285714285714)"
11-01-2023 21:40:23.633179,"(5.0, 6.6, 6.437037037037037)","(26.0, 32.0, 30.296296296296298)","(5.0, 6.4, 6.057142857142857)","(8.5, 11.5, 11.285714285714286)","(7.5, 10.5, 10.28125)","(6.0, 9.4, 9.3)","(31.0, 55.0, 45.25)","(2.5, 3.15, 3.064285714285714)"
11-01-2023 21:40:24.593344,"(5.0, 6.6, 6.437037037037037)","(26.0, 32.0, 30.216216216216218)","(5.0, 6.4, 6.088888888888889)","(8.5, 11.5, 11.285714285714286)","(7.5, 10.5, 10.28125)","(6.0, 9.4, 8.885714285714286)","(31.0, 55.0, 45.25)","(2.5, 3.15, 3.0597560975609754)"
11-01-2023 21:40:25.536136,"(5.0, 6.4, 6.262857142857143)","(26.0, 32.0, 30.216216216216218)","(5.0, 6.4, 6.153846153846154)","(8.5, 11.5, 11.285714285714286)","(7.5, 10.5, 10.28125)","(6.0, 9.4, 9.228571428571428)","(31.0, 55.0, 45.25)","(2.5, 3.15, 3.0597560975609754)"
11-01-2023 21:40:26.529589,"(5.5, 6.4, 6.27027027027027)","(26.0, 32.0, 30.216216216216218)","(5.0, 6.4, 6.2)","(9.0, 11.5, 11.285714285714286)","(7.5, 10.5, 10.340909090909092)","(6.0, 9.4, 9.233333333333333)","(31.0, 55.0, 45.25)","(2.5, 3.15, 3.0614285714285714)"
11-01-2023 21:40:27.514092,"(5.5, 6.4, 6.27027027027027)","(26.0, 32.0, 30.216216216216218)","(5.0, 6.4, 6.2)","(9.0, 11.5, 11.285714285714286)","(7.5, 10.5, 10.340909090909092)","(6.0, 9.4, 9.233333333333333)","(31.0, 55.0, 45.25)","(2.5, 3.15, 3.0614285714285714)"
11-01-2023 21:40:28.554931,"(5.5, 6.6, 6.472727272727273)","(26.0, 32.0, 30.216216216216218)","(5.0, 6.4, 6.2)","(9.0, 12.0, 11.363636363636363)","(7.5, 9.0, 8.9)","(6.0, 9.4, 9.3375)","(31.0, 55.0, 45.25)","(2.5, 3.15, 3.1047169811320754)"
