,Oklahoma Heat,Mistys Fool,Dancing Devil,Gospel Buzz,Gamma Ray,Great Realization,Our Silver Temple,Georges Vision,Ears To Me
08-12-2022 13:24:26.944896,"(20.0, 42.0, 33.5)","(3.5, 4.1, 4.069999999999999)","(3.0, 3.5, 3.3181818181818183)","(31.0, 440.0, 308.0)","(8.0, 10.5, 9.9)","(26.0, 75.0, 45.75)","(5.5, 7.8, 7.72)","(10.0, 15.0, 14.5)","(8.5, 13.0, 12.5)"
08-12-2022 13:24:28.333343,"(20.0, 40.0, 34.0)","(3.5, 4.1, 4.069999999999999)","(3.0, 3.5, 3.3181818181818183)","(31.0, 440.0, 308.0)","(8.0, 10.5, 9.9)","(26.0, 75.0, 45.75)","(5.5, 7.8, 7.72)","(10.0, 15.0, 14.5)","(8.5, 13.0, 12.5)"
08-12-2022 13:24:29.684247,"(20.0, 40.0, 34.0)","(3.5, 4.1, 4.069999999999999)","(3.0, 3.5, 3.3181818181818183)","(31.0, 440.0, 308.0)","(8.0, 10.5, 9.9)","(26.0, 75.0, 45.75)","(5.5, 7.8, 7.72)","(10.0, 15.0, 14.5)","(8.5, 13.0, 12.5)"
08-12-2022 13:24:30.806115,"(20.0, 40.0, 34.0)","(3.5, 4.2, 4.096153846153847)","(3.0, 3.5, 3.3181818181818183)","(31.0, 440.0, 308.0)","(8.0, 10.5, 9.9)","(26.0, 75.0, 61.5)","(5.5, 7.8, 7.72)","(10.0, 15.0, 14.5)","(8.5, 13.0, 12.5)"
08-12-2022 13:24:32.050518,"(20.0, 42.0, 38.0)","(3.5, 4.2, 4.107692307692308)","(3.0, 3.5, 3.2857142857142856)","(31.0, 440.0, 267.77777777777777)","(8.0, 10.5, 9.9)","(26.0, 75.0, 63.42857142857143)","(5.5, 7.8, 7.72)","(10.0, 15.0, 14.5)","(8.5, 13.0, 13.25)"
08-12-2022 13:24:33.365785,"(20.0, 42.0, 36.285714285714285)","(3.5, 4.2, 4.107692307692308)","(3.0, 3.5, 3.2857142857142856)","(31.0, 450.0, 178.0)","(8.0, 10.5, 9.620000000000001)","(26.0, 75.0, 63.42857142857143)","(5.5, 7.8, 7.72)","(10.0, 15.0, 14.5)","(8.5, 15.0, 14.0)"
08-12-2022 13:24:34.731778,"(20.0, 46.0, 37.42857142857143)","(3.5, 4.2, 4.107692307692308)","(3.0, 3.5, 3.2857142857142856)","(31.0, 450.0, 171.33333333333334)","(8.0, 10.5, 9.757142857142856)","(26.0, 75.0, 64.875)","(5.5, 7.8, 7.6)","(10.0, 15.0, 14.642857142857142)","(8.5, 15.0, 14.0)"
08-12-2022 13:24:36.057083,"(20.0, 44.0, 40.666666666666664)","(3.5, 4.2, 4.12)","(3.0, 3.5, 3.375)","(31.0, 430.0, 231.0)","(8.0, 10.5, 9.757142857142856)","(26.0, 75.0, 64.875)","(5.5, 7.8, 7.6)","(10.0, 15.0, 14.642857142857142)","(8.5, 15.0, 14.0)"
08-12-2022 13:24:37.293459,"(20.0, 42.0, 38.0)","(3.5, 4.2, 4.12)","(3.0, 3.5, 3.3038461538461537)","(31.0, 420.0, 280.66666666666663)","(8.0, 10.5, 9.757142857142856)","(26.0, 75.0, 64.875)","(5.5, 7.8, 7.6)","(10.0, 15.0, 14.5)","(8.5, 15.0, 14.0)"
08-12-2022 13:24:38.449728,"(20.0, 42.0, 38.0)","(3.5, 4.2, 4.12)","(3.0, 3.6, 3.46)","(31.0, 400.0, 280.66666666666663)","(8.0, 10.5, 9.757142857142856)","(26.0, 75.0, 66.0)","(5.5, 7.8, 7.6)","(10.0, 15.0, 14.5)","(8.5, 15.0, 14.0)"
08-12-2022 13:24:39.582795,"(20.0, 42.0, 38.0)","(3.5, 4.2, 4.12)","(3.0, 3.6, 3.522222222222222)","(31.0, 400.0, 280.66666666666663)","(8.0, 10.5, 9.7)","(26.0, 75.0, 72.0)","(5.5, 7.8, 7.6)","(10.0, 15.0, 14.5)","(8.5, 15.0, 13.25)"
08-12-2022 13:24:40.737917,"(20.0, 42.0, 36.0)","(3.5, 4.2, 4.12)","(3.0, 3.6, 3.36)","(31.0, 390.0, 217.0)","(8.0, 10.0, 9.7)","(26.0, 90.0, 72.0)","(5.5, 7.8, 7.6)","(10.0, 15.0, 14.5)","(8.5, 14.5, 13.25)"
08-12-2022 13:24:41.932596,"(20.0, 42.0, 36.0)","(3.5, 4.2, 4.12)","(3.0, 3.6, 3.3499999999999996)","(31.0, 390.0, 212.0)","(8.0, 10.0, 9.7)","(26.0, 90.0, 69.14285714285714)","(5.5, 7.8, 7.6)","(10.0, 15.0, 14.166666666666666)","(8.5, 14.5, 14.038461538461538)"
08-12-2022 13:24:43.200366,"(20.0, 42.0, 36.0)","(3.5, 4.2, 4.164)","(3.0, 3.7, 3.6212500000000003)","(31.0, 380.0, 212.0)","(8.0, 10.0, 9.7)","(26.0, 85.0, 69.14285714285714)","(5.5, 7.8, 7.6)","(10.0, 15.0, 14.166666666666666)","(8.5, 14.5, 14.038461538461538)"
08-12-2022 13:24:44.453473,"(20.0, 42.0, 36.0)","(3.5, 4.2, 4.164)","(3.0, 3.7, 3.6212500000000003)","(31.0, 380.0, 212.0)","(8.0, 10.0, 9.7)","(26.0, 85.0, 69.14285714285714)","(5.5, 7.8, 7.6)","(10.0, 15.0, 14.166666666666666)","(8.5, 14.5, 14.038461538461538)"
08-12-2022 13:24:45.612263,"(20.0, 40.0, 38.0)","(3.5, 4.2, 4.164)","(3.0, 3.7, 3.6212500000000003)","(31.0, 380.0, 212.0)","(8.0, 10.0, 9.7)","(26.0, 85.0, 69.14285714285714)","(5.5, 7.8, 7.6)","(10.0, 15.0, 14.166666666666666)","(8.5, 14.5, 14.038461538461538)"
08-12-2022 13:24:46.698919,"(20.0, 40.0, 38.0)","(3.5, 4.2, 4.1375)","(3.0, 3.7, 3.433333333333333)","(31.0, 380.0, 212.0)","(8.0, 10.0, 9.7)","(26.0, 85.0, 69.14285714285714)","(5.5, 7.8, 7.6)","(10.0, 15.0, 14.166666666666666)","(8.5, 14.5, 14.038461538461538)"
08-12-2022 13:24:47.869545,"(20.0, 40.0, 37.0)","(3.5, 4.2, 4.142307692307693)","(3.0, 3.65, 3.4428571428571426)","(31.0, 380.0, 178.4)","(8.0, 10.0, 9.7)","(26.0, 85.0, 69.14285714285714)","(5.5, 7.8, 7.6)","(10.0, 15.0, 14.166666666666666)","(8.5, 14.5, 14.0)"
08-12-2022 13:24:49.030410,"(20.0, 40.0, 37.0)","(3.5, 4.2, 4.142307692307693)","(3.0, 3.7, 3.4428571428571426)","(31.0, 380.0, 178.4)","(8.0, 10.0, 9.7)","(26.0, 85.0, 69.14285714285714)","(5.5, 7.8, 7.6)","(10.0, 15.0, 14.166666666666666)","(8.5, 14.5, 14.0)"
08-12-2022 13:24:50.195179,"(20.0, 40.0, 32.0)","(3.5, 3.9, 3.82)","(3.0, 3.7, 3.3850000000000002)","(31.0, 380.0, 178.4)","(8.0, 10.0, 9.7)","(26.0, 80.0, 65.33333333333333)","(5.5, 7.8, 7.6)","(10.0, 15.0, 14.166666666666666)","(8.5, 14.5, 13.25)"
08-12-2022 13:24:51.368334,"(20.0, 40.0, 32.0)","(3.5, 4.2, 4.133333333333334)","(3.0, 3.7, 3.3850000000000002)","(31.0, 380.0, 178.4)","(8.0, 10.0, 9.7)","(26.0, 80.0, 65.33333333333333)","(5.5, 7.8, 7.6)","(10.0, 15.0, 14.166666666666666)","(8.5, 14.5, 13.25)"
08-12-2022 13:24:52.481461,"(20.0, 38.0, 33.0)","(3.5, 4.3, 4.262962962962963)","(3.0, 3.7, 3.3850000000000002)","(31.0, 380.0, 178.4)","(8.0, 10.0, 9.7)","(26.0, 80.0, 65.33333333333333)","(5.5, 7.8, 7.6)","(10.0, 15.0, 14.166666666666666)","(8.5, 14.5, 13.25)"
08-12-2022 13:24:53.619888,"(20.0, 40.0, 29.714285714285715)","(3.5, 4.3, 4.008333333333333)","(3.0, 3.7, 3.566666666666667)","(31.0, 380.0, 178.4)","(8.0, 10.0, 9.7)","(26.0, 80.0, 65.33333333333333)","(5.5, 7.8, 7.6)","(10.0, 15.0, 14.166666666666666)","(8.5, 14.5, 13.25)"
08-12-2022 13:24:54.774330,"(20.0, 40.0, 32.0)","(3.5, 4.2, 4.185185185185185)","(3.0, 3.7, 3.566666666666667)","(31.0, 380.0, 178.4)","(8.0, 10.0, 9.7)","(26.0, 80.0, 65.33333333333333)","(5.5, 7.8, 7.6)","(10.0, 15.0, 14.166666666666666)","(8.5, 14.5, 13.25)"
08-12-2022 13:24:56.015404,"(20.0, 38.0, 32.5)","(3.5, 4.2, 4.185185185185185)","(3.0, 3.7, 3.566666666666667)","(31.0, 380.0, 178.4)","(8.0, 10.0, 9.7)","(26.0, 80.0, 65.33333333333333)","(5.5, 7.8, 7.6)","(10.0, 15.0, 14.166666666666666)","(8.5, 14.5, 13.25)"
08-12-2022 13:24:57.176838,"(20.0, 38.0, 32.5)","(3.5, 4.2, 4.185185185185185)","(3.0, 3.7, 3.4375)","(31.0, 380.0, 178.4)","(8.0, 10.0, 9.7)","(26.0, 80.0, 65.33333333333333)","(5.5, 7.8, 7.72)","(10.0, 15.0, 14.166666666666666)","(8.5, 14.5, 13.25)"
08-12-2022 13:24:58.364323,"(20.0, 38.0, 32.5)","(3.5, 4.2, 4.185185185185185)","(3.0, 3.7, 3.4250000000000003)","(31.0, 380.0, 178.4)","(8.0, 10.0, 9.7)","(26.0, 80.0, 65.33333333333333)","(5.5, 7.8, 7.72)","(10.0, 15.0, 14.166666666666666)","(8.5, 14.5, 13.25)"
08-12-2022 13:24:59.530858,"(20.0, 36.0, 30.0)","(3.5, 4.2, 4.184)","(3.0, 3.7, 3.379166666666667)","(31.0, 380.0, 178.4)","(8.0, 10.0, 9.7)","(26.0, 80.0, 59.0)","(5.5, 7.8, 7.72)","(10.0, 15.0, 14.166666666666666)","(8.5, 14.5, 13.25)"
08-12-2022 13:25:00.736658,"(20.0, 36.0, 30.0)","(3.5, 4.2, 4.184)","(3.0, 3.7, 3.5)","(31.0, 380.0, 178.4)","(8.0, 10.0, 9.7)","(26.0, 80.0, 65.33333333333333)","(5.5, 7.8, 7.72)","(10.0, 15.0, 13.75)","(8.5, 14.5, 13.25)"
08-12-2022 13:25:01.959528,"(20.0, 36.0, 30.5)","(3.5, 4.2, 4.122222222222223)","(3.0, 3.65, 3.5)","(31.0, 380.0, 212.0)","(8.0, 10.0, 9.76)","(26.0, 80.0, 59.0)","(5.5, 7.8, 7.725)","(10.0, 15.0, 14.25)","(8.5, 14.5, 13.25)"
08-12-2022 13:25:03.283748,"(20.0, 34.0, 30.0)","(3.5, 4.2, 4.122222222222223)","(3.0, 3.65, 3.5)","(31.0, 380.0, 212.0)","(8.0, 10.0, 9.76)","(26.0, 80.0, 59.0)","(5.5, 7.8, 7.725)","(10.0, 15.0, 14.25)","(8.5, 14.5, 13.25)"
08-12-2022 13:25:04.615124,"(20.0, 34.0, 30.0)","(3.5, 4.2, 4.122222222222223)","(3.0, 3.65, 3.5)","(31.0, 380.0, 212.0)","(8.0, 10.0, 9.76)","(26.0, 80.0, 52.0)","(5.5, 7.8, 7.725)","(10.0, 15.0, 14.75)","(8.5, 14.5, 13.25)"
08-12-2022 13:25:05.871433,"(20.0, 34.0, 30.0)","(3.5, 4.2, 4.122222222222223)","(3.0, 3.65, 3.5)","(31.0, 380.0, 212.0)","(8.0, 10.0, 9.76)","(26.0, 80.0, 59.0)","(5.5, 7.8, 7.725)","(10.0, 15.0, 14.166666666666666)","(8.5, 14.5, 13.0)"
08-12-2022 13:25:07.057430,"(20.0, 34.0, 30.0)","(3.5, 4.2, 4.122222222222223)","(3.0, 3.65, 3.5)","(31.0, 380.0, 154.66666666666669)","(8.0, 10.0, 9.620000000000001)","(26.0, 80.0, 58.0)","(5.5, 7.8, 7.725)","(10.0, 15.0, 14.166666666666666)","(8.5, 14.0, 13.0)"
08-12-2022 13:25:08.217419,"(20.0, 34.0, 29.5)","(3.5, 4.2, 4.122222222222223)","(3.0, 3.65, 3.5125)","(31.0, 380.0, 154.66666666666669)","(8.0, 10.5, 9.620000000000001)","(26.0, 80.0, 58.0)","(5.5, 7.8, 7.725)","(10.0, 15.0, 14.166666666666666)","(8.5, 14.0, 13.0)"
08-12-2022 13:25:09.362220,"(20.0, 34.0, 29.5)","(3.5, 4.2, 4.122222222222223)","(3.0, 3.7, 3.5125)","(31.0, 380.0, 154.66666666666669)","(8.0, 10.5, 9.675)","(26.0, 80.0, 58.0)","(5.5, 7.8, 7.725)","(10.0, 15.0, 14.166666666666666)","(8.5, 14.0, 13.0)"
08-12-2022 13:25:10.556847,"(20.0, 34.0, 29.5)","(3.5, 4.2, 4.122222222222223)","(3.0, 3.7, 3.5125)","(31.0, 380.0, 154.66666666666669)","(8.0, 10.5, 9.675)","(26.0, 80.0, 58.0)","(5.5, 7.8, 7.725)","(10.0, 15.0, 14.166666666666666)","(8.5, 14.0, 13.0)"
08-12-2022 13:25:11.777046,"(20.0, 34.0, 29.5)","(3.5, 4.2, 4.122222222222223)","(3.0, 3.7, 3.5)","(31.0, 380.0, 154.66666666666669)","(8.0, 10.5, 9.675)","(26.0, 80.0, 58.0)","(5.5, 7.8, 7.725)","(10.0, 15.0, 14.166666666666666)","(8.5, 14.0, 13.0)"
08-12-2022 13:25:13.060454,"(20.0, 34.0, 29.5)","(3.5, 4.2, 4.1625000000000005)","(3.0, 3.75, 3.5)","(31.0, 380.0, 154.66666666666669)","(8.0, 10.5, 9.675)","(26.0, 80.0, 58.0)","(5.5, 7.8, 7.725)","(10.0, 15.0, 14.166666666666666)","(8.5, 14.0, 13.0)"
08-12-2022 13:25:14.284513,"(20.0, 34.0, 29.5)","(3.5, 4.2, 4.1625000000000005)","(3.0, 3.75, 3.5)","(31.0, 380.0, 154.66666666666669)","(8.0, 10.5, 9.6)","(26.0, 80.0, 58.0)","(5.5, 7.8, 7.725)","(10.0, 15.0, 14.166666666666666)","(8.5, 14.0, 13.0)"
08-12-2022 13:25:15.502951,"(20.0, 34.0, 29.5)","(3.5, 4.2, 4.1625000000000005)","(3.0, 3.75, 3.5)","(31.0, 380.0, 212.0)","(8.0, 10.0, 9.6)","(26.0, 80.0, 58.0)","(5.5, 7.8, 7.725)","(10.0, 15.0, 14.722222222222221)","(8.5, 14.0, 13.0)"
08-12-2022 13:25:16.704379,"(20.0, 34.0, 29.5)","(3.5, 4.2, 4.1625000000000005)","(3.0, 3.75, 3.5)","(31.0, 380.0, 132.5)","(8.0, 10.0, 9.6)","(26.0, 80.0, 58.0)","(5.5, 7.8, 7.725)","(10.0, 15.0, 14.166666666666666)","(8.5, 14.0, 13.0)"
08-12-2022 13:25:17.894705,"(20.0, 34.0, 29.5)","(3.5, 4.2, 4.1625000000000005)","(3.0, 3.8, 3.4597222222222226)","(31.0, 380.0, 132.5)","(8.0, 10.0, 9.6)","(26.0, 80.0, 50.666666666666664)","(5.5, 7.8, 7.725)","(10.0, 15.0, 14.5)","(8.5, 14.0, 13.0)"
08-12-2022 13:25:19.137653,"(20.0, 34.0, 29.5)","(3.5, 4.2, 4.1625000000000005)","(3.0, 3.8, 3.4676470588235295)","(31.0, 380.0, 132.5)","(8.0, 10.0, 9.6)","(26.0, 80.0, 50.666666666666664)","(5.5, 7.8, 7.725)","(10.0, 15.0, 14.5)","(8.5, 14.0, 13.0)"
08-12-2022 13:25:20.430669,"(20.0, 34.0, 29.5)","(3.5, 4.2, 4.1625000000000005)","(3.0, 3.75, 3.4676470588235295)","(31.0, 380.0, 132.5)","(8.0, 10.0, 9.6)","(26.0, 80.0, 50.666666666666664)","(5.5, 7.8, 7.725)","(10.0, 15.0, 14.5)","(8.5, 14.0, 13.0)"
08-12-2022 13:25:21.719559,"(20.0, 34.0, 29.5)","(3.5, 4.2, 4.1625000000000005)","(3.0, 3.75, 3.4676470588235295)","(31.0, 380.0, 132.5)","(8.0, 10.0, 9.523076923076923)","(26.0, 80.0, 50.666666666666664)","(5.5, 7.8, 7.725)","(10.0, 15.0, 14.5)","(8.5, 14.0, 13.0)"
08-12-2022 13:25:22.918562,"(20.0, 34.0, 29.5)","(3.5, 4.2, 4.1625000000000005)","(3.0, 3.75, 3.4676470588235295)","(31.0, 380.0, 296.5)","(8.0, 11.0, 9.675)","(26.0, 80.0, 50.666666666666664)","(5.5, 7.8, 7.725)","(10.0, 15.0, 14.0)","(8.5, 14.0, 13.0)"
08-12-2022 13:25:24.021428,"(20.0, 34.0, 27.25)","(3.5, 4.2, 4.1625000000000005)","(3.0, 3.75, 3.4676470588235295)","(31.0, 380.0, 302.9230769230769)","(8.0, 10.5, 9.675)","(26.0, 80.0, 50.666666666666664)","(5.5, 7.8, 7.725)","(10.0, 15.0, 14.0)","(8.5, 14.0, 13.0)"
08-12-2022 13:25:25.221646,"(21.0, 34.0, 29.5)","(3.4, 4.2, 4.1625000000000005)","(3.0, 3.75, 3.4676470588235295)","(31.0, 380.0, 302.9230769230769)","(8.0, 10.5, 9.675)","(26.0, 80.0, 50.666666666666664)","(5.5, 7.8, 7.725)","(10.0, 15.0, 14.0)","(8.5, 14.0, 13.0)"
08-12-2022 13:25:26.483886,"(21.0, 34.0, 29.5)","(3.4, 4.2, 4.1625000000000005)","(3.0, 3.75, 3.475)","(31.0, 380.0, 302.9230769230769)","(8.0, 10.5, 9.6)","(26.0, 80.0, 50.666666666666664)","(5.5, 7.8, 7.725)","(10.0, 15.0, 14.0)","(8.5, 14.0, 12.75)"
08-12-2022 13:25:27.729292,"(21.0, 34.0, 29.5)","(3.4, 4.2, 4.1625000000000005)","(3.0, 3.75, 3.4615384615384617)","(31.0, 380.0, 302.9230769230769)","(8.0, 10.0, 9.6)","(26.0, 80.0, 50.666666666666664)","(5.5, 7.8, 7.725)","(10.0, 15.0, 14.0)","(8.5, 13.5, 12.75)"
08-12-2022 13:25:28.969793,"(21.0, 34.0, 29.5)","(3.4, 4.2, 4.1625000000000005)","(3.0, 3.75, 3.4615384615384617)","(31.0, 380.0, 296.5)","(8.0, 10.0, 9.6)","(26.0, 80.0, 50.666666666666664)","(5.5, 7.8, 7.725)","(10.0, 15.0, 14.0)","(8.5, 13.5, 12.75)"
08-12-2022 13:25:30.210928,"(21.0, 34.0, 29.5)","(3.4, 4.2, 4.1625000000000005)","(3.0, 3.75, 3.4615384615384617)","(31.0, 380.0, 296.5)","(8.0, 10.0, 9.6)","(26.0, 80.0, 50.666666666666664)","(5.5, 7.8, 7.725)","(10.0, 15.0, 14.0)","(8.5, 13.5, 13.222222222222221)"
08-12-2022 13:25:31.403127,"(21.0, 42.0, 33.5)","(3.4, 4.2, 4.1625000000000005)","(3.0, 3.7, 3.5125)","(31.0, 380.0, 288.9090909090909)","(8.0, 10.0, 9.6)","(26.0, 80.0, 50.666666666666664)","(5.5, 7.8, 7.725)","(10.0, 15.0, 14.0)","(8.5, 13.5, 13.222222222222221)"
08-12-2022 13:25:32.525054,"(21.0, 40.0, 35.714285714285715)","(3.4, 4.2, 4.1625000000000005)","(3.0, 3.7, 3.5125)","(31.0, 380.0, 288.9090909090909)","(8.0, 10.0, 9.6)","(26.0, 80.0, 50.666666666666664)","(5.5, 7.8, 7.725)","(10.0, 15.0, 14.0)","(8.5, 13.5, 13.222222222222221)"
08-12-2022 13:25:33.796670,"(21.0, 40.0, 36.25)","(3.4, 4.2, 4.1625000000000005)","(3.0, 3.7, 3.5125)","(31.0, 380.0, 160.0)","(8.0, 10.0, 9.6)","(26.0, 80.0, 50.666666666666664)","(5.5, 7.8, 7.725)","(10.0, 15.0, 14.0)","(8.5, 13.5, 13.222222222222221)"
08-12-2022 13:25:35.020340,"(21.0, 40.0, 36.25)","(3.4, 4.2, 4.1625000000000005)","(3.0, 3.7, 3.5125)","(31.0, 380.0, 160.0)","(8.0, 10.0, 9.6)","(26.0, 80.0, 50.666666666666664)","(5.5, 7.8, 7.725)","(10.0, 15.0, 14.0)","(8.5, 13.5, 13.222222222222221)"
08-12-2022 13:25:36.278527,"(19.0, 40.0, 36.25)","(3.4, 3.8, 3.793333333333333)","(3.0, 3.7, 3.5125)","(31.0, 380.0, 160.0)","(8.0, 10.0, 9.6)","(26.0, 80.0, 50.666666666666664)","(5.5, 7.8, 7.725)","(10.0, 15.0, 14.0)","(8.5, 13.5, 13.222222222222221)"
08-12-2022 13:25:37.666041,"(19.0, 40.0, 28.4)","(3.4, 4.2, 3.9499999999999997)","(3.0, 3.7, 3.4916666666666667)","(31.0, 380.0, 160.0)","(8.0, 10.0, 9.6)","(26.0, 80.0, 70.0)","(5.5, 7.8, 7.725)","(10.0, 15.0, 14.8)","(8.5, 13.5, 12.5)"
08-12-2022 13:25:38.866497,"(19.0, 38.0, 35.6)","(3.4, 4.1, 3.9799999999999995)","(3.0, 3.7, 3.4916666666666667)","(31.0, 380.0, 160.0)","(8.0, 10.0, 9.6)","(26.0, 80.0, 70.0)","(5.5, 7.8, 7.725)","(10.0, 15.0, 14.6)","(8.5, 13.5, 12.5)"
08-12-2022 13:25:40.045655,"(19.0, 38.0, 35.6)","(3.4, 4.1, 3.9799999999999995)","(3.0, 3.7, 3.4916666666666667)","(31.0, 380.0, 160.0)","(8.0, 10.0, 9.6)","(26.0, 80.0, 70.0)","(5.5, 7.8, 7.725)","(10.0, 15.0, 14.6)","(8.5, 13.5, 12.5)"
08-12-2022 13:25:41.236088,"(19.0, 38.0, 35.6)","(3.4, 4.0, 3.86)","(3.0, 3.65, 3.4722222222222223)","(31.0, 380.0, 160.0)","(8.0, 10.0, 9.675)","(26.0, 80.0, 70.0)","(5.5, 7.8, 7.628571428571429)","(10.0, 15.0, 14.6)","(8.5, 13.5, 12.25)"
08-12-2022 13:25:42.447944,"(19.0, 38.0, 35.6)","(3.4, 4.0, 3.86)","(3.0, 3.65, 3.4722222222222223)","(31.0, 380.0, 160.0)","(8.0, 10.5, 9.557142857142857)","(26.0, 80.0, 70.0)","(5.5, 7.8, 7.628571428571429)","(10.0, 15.0, 14.6)","(8.5, 13.0, 12.25)"
08-12-2022 13:25:43.635098,"(19.0, 38.0, 35.27272727272727)","(3.4, 4.0, 3.869230769230769)","(3.0, 3.65, 3.467857142857143)","(31.0, 380.0, 160.0)","(8.0, 10.5, 9.557142857142857)","(26.0, 80.0, 70.0)","(5.5, 7.8, 7.628571428571429)","(10.0, 15.0, 14.6)","(8.5, 13.0, 12.25)"
08-12-2022 13:25:44.925772,"(19.0, 38.0, 35.27272727272727)","(3.4, 4.1, 3.8449999999999998)","(3.0, 3.7, 3.5375)","(31.0, 380.0, 105.0)","(8.0, 10.5, 9.51)","(26.0, 80.0, 70.0)","(5.5, 7.8, 7.628571428571429)","(10.0, 15.0, 14.6)","(8.5, 13.0, 12.25)"
08-12-2022 13:25:46.090130,"(19.0, 38.0, 35.27272727272727)","(3.4, 4.1, 3.8449999999999998)","(3.0, 3.65, 3.5375)","(31.0, 380.0, 156.66666666666669)","(8.0, 10.5, 9.5)","(26.0, 80.0, 70.0)","(5.5, 7.8, 7.628571428571429)","(10.0, 15.0, 14.6)","(8.5, 13.0, 12.777777777777779)"
08-12-2022 13:25:47.212497,"(19.0, 38.0, 35.0)","(3.4, 4.1, 3.8187499999999996)","(3.0, 3.65, 3.5375)","(31.0, 370.0, 95.71428571428572)","(8.0, 9.8, 9.5)","(26.0, 80.0, 70.0)","(5.5, 7.8, 7.628571428571429)","(10.0, 15.0, 14.6)","(8.5, 13.0, 12.777777777777779)"
08-12-2022 13:25:48.480248,"(21.0, 40.0, 38.4)","(3.4, 4.1, 3.833333333333333)","(3.0, 3.65, 3.4416666666666664)","(31.0, 370.0, 204.0)","(8.0, 9.8, 9.5)","(26.0, 80.0, 70.0)","(5.5, 7.8, 7.628571428571429)","(10.0, 15.0, 14.6)","(8.5, 13.0, 12.777777777777779)"
08-12-2022 13:25:49.619617,"(21.0, 40.0, 38.4)","(3.4, 4.1, 3.833333333333333)","(3.0, 3.65, 3.4416666666666664)","(31.0, 360.0, 204.0)","(8.0, 9.8, 9.5)","(26.0, 80.0, 70.0)","(5.5, 7.8, 7.628571428571429)","(10.0, 15.0, 13.5)","(8.5, 13.0, 12.333333333333334)"
08-12-2022 13:25:50.832919,"(21.0, 40.0, 38.4)","(3.4, 4.1, 3.833333333333333)","(3.0, 3.65, 3.4416666666666664)","(31.0, 360.0, 204.0)","(8.0, 9.8, 9.5)","(26.0, 80.0, 70.0)","(5.5, 7.8, 7.628571428571429)","(10.0, 14.5, 13.5)","(8.5, 12.5, 12.333333333333334)"
08-12-2022 13:25:52.210785,"(21.0, 40.0, 38.4)","(3.4, 4.1, 3.833333333333333)","(3.0, 3.65, 3.4416666666666664)","(31.0, 360.0, 255.33333333333334)","(8.0, 9.8, 9.5)","(26.0, 80.0, 70.0)","(5.5, 7.8, 7.628571428571429)","(10.0, 14.5, 13.5)","(8.5, 12.5, 12.333333333333334)"
08-12-2022 13:25:53.483863,"(21.0, 40.0, 38.4)","(3.4, 4.1, 3.833333333333333)","(3.0, 3.65, 3.4)","(31.0, 360.0, 320.75)","(8.0, 9.8, 9.5)","(26.0, 80.0, 70.0)","(5.5, 7.8, 7.628571428571429)","(10.0, 14.5, 13.5)","(8.5, 12.5, 12.333333333333334)"
08-12-2022 13:25:54.716448,"(21.0, 40.0, 38.4)","(3.4, 4.1, 3.833333333333333)","(3.0, 3.65, 3.4)","(31.0, 360.0, 320.75)","(8.0, 9.8, 9.9)","(26.0, 80.0, 70.0)","(5.5, 7.8, 7.628571428571429)","(10.0, 14.5, 14.045454545454545)","(8.5, 12.5, 12.333333333333334)"
08-12-2022 13:25:56.024754,"(21.0, 40.0, 38.4)","(3.4, 4.1, 3.833333333333333)","(3.0, 3.65, 3.575)","(31.0, 360.0, 320.75)","(8.0, 10.5, 10.125)","(26.0, 80.0, 54.666666666666664)","(5.5, 7.8, 7.628571428571429)","(10.0, 14.5, 14.166666666666666)","(8.5, 12.5, 12.333333333333334)"
08-12-2022 13:25:57.260190,"(21.0, 42.0, 28.666666666666668)","(3.4, 4.1, 4.054285714285714)","(3.0, 3.65, 3.5346153846153845)","(31.0, 360.0, 320.75)","(8.0, 10.5, 10.125)","(26.0, 80.0, 54.666666666666664)","(5.5, 7.8, 7.628571428571429)","(10.0, 14.5, 14.166666666666666)","(8.5, 12.5, 12.333333333333334)"
08-12-2022 13:25:58.475161,"(21.0, 38.0, 32.0)","(3.4, 4.1, 4.054285714285714)","(3.0, 3.65, 3.5346153846153845)","(31.0, 360.0, 282.44444444444446)","(8.0, 10.5, 9.6)","(26.0, 80.0, 54.666666666666664)","(5.5, 7.8, 7.628571428571429)","(10.0, 14.5, 13.25)","(8.5, 12.5, 11.88888888888889)"
08-12-2022 13:25:59.836761,"(21.0, 36.0, 27.666666666666668)","(3.4, 4.1, 3.925)","(3.0, 3.65, 3.5346153846153845)","(31.0, 350.0, 282.44444444444446)","(8.0, 10.0, 9.6)","(26.0, 80.0, 54.666666666666664)","(5.5, 7.8, 7.628571428571429)","(10.0, 14.0, 13.25)","(8.5, 12.0, 11.88888888888889)"
08-12-2022 13:26:01.083964,"(21.0, 36.0, 29.125)","(3.4, 4.1, 3.925)","(3.0, 3.65, 3.6166666666666667)","(31.0, 350.0, 223.33333333333331)","(8.0, 10.0, 9.84)","(26.0, 80.0, 54.666666666666664)","(5.5, 7.8, 7.6)","(10.0, 14.0, 13.25)","(8.5, 12.0, 11.88888888888889)"
