,Realaide,Top Boy,Vantan Express,Danezel,Sequin Dress,Rose Of Duporth,The Brumby
08-01-2023 14:42:08.841034,"(15.0, 21.0, 20.428571428571427)","(3.0, 3.85, 3.807894736842105)","(5.5, 8.8, 8.5)","(4.6, 6.8, 6.516666666666667)","(10.0, 11.5, 11.125)","(3.3, 3.25, 3.1775862068965517)","(31.0, 75.0, 62.5)"
08-01-2023 14:42:09.815643,"(15.0, 21.0, 20.2)","(3.0, 3.85, 3.8111111111111113)","(5.5, 8.8, 8.5)","(4.6, 6.8, 6.516666666666667)","(10.0, 11.5, 11.2)","(3.3, 3.2, 3.191666666666667)","(31.0, 75.0, 70.0)"
08-01-2023 14:42:10.790259,"(15.0, 21.0, 20.75)","(3.0, 3.85, 3.8111111111111113)","(5.5, 8.8, 8.5)","(4.6, 6.8, 6.516666666666667)","(10.0, 11.5, 11.285714285714286)","(3.3, 3.2, 3.191477272727273)","(31.0, 75.0, 70.0)"
08-01-2023 14:42:11.808950,"(15.0, 21.0, 20.75)","(3.0, 3.85, 3.8111111111111113)","(5.5, 8.8, 8.5)","(4.6, 6.8, 6.516666666666667)","(10.0, 11.5, 11.285714285714286)","(3.3, 3.2, 3.18828125)","(31.0, 75.0, 68.33333333333333)"
08-01-2023 14:42:12.868737,"(15.0, 21.0, 20.8125)","(3.1, 3.85, 3.8111111111111113)","(5.5, 8.8, 8.5)","(4.8, 6.8, 6.516666666666667)","(10.0, 11.5, 11.285714285714286)","(3.2, 3.2, 3.18828125)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 14:42:13.961277,"(15.0, 21.0, 20.833333333333332)","(3.1, 3.85, 3.8111111111111113)","(5.5, 8.8, 8.5)","(4.8, 6.8, 6.516666666666667)","(10.0, 11.5, 11.285714285714286)","(3.2, 3.2, 3.1254237288135593)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 14:42:15.056753,"(15.0, 21.0, 20.833333333333332)","(3.1, 3.85, 3.8111111111111113)","(5.5, 8.8, 8.5)","(4.8, 6.8, 6.516666666666667)","(10.0, 11.5, 11.285714285714286)","(3.2, 3.15, 3.1254237288135593)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 14:42:16.104371,"(15.0, 21.0, 20.5)","(3.1, 3.85, 3.811904761904762)","(5.5, 8.8, 8.5)","(4.8, 6.8, 6.516666666666667)","(10.0, 11.5, 11.285714285714286)","(3.2, 3.15, 3.1254237288135593)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 14:42:17.090001,"(15.0, 21.0, 20.5)","(3.1, 3.85, 3.811904761904762)","(5.5, 8.8, 8.5)","(4.8, 6.8, 6.516666666666667)","(10.0, 11.5, 11.285714285714286)","(3.2, 3.15, 3.1254237288135593)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 14:42:18.088341,"(15.0, 21.0, 20.88888888888889)","(3.1, 3.85, 3.811904761904762)","(5.5, 8.8, 8.5)","(4.8, 6.8, 6.548148148148148)","(10.0, 11.5, 11.285714285714286)","(3.2, 3.15, 3.166666666666667)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 14:42:19.124173,"(15.0, 24.0, 22.333333333333332)","(3.1, 3.85, 3.811904761904762)","(5.5, 8.8, 8.5)","(4.8, 6.8, 6.548148148148148)","(10.0, 11.5, 11.285714285714286)","(3.2, 3.2, 3.166666666666667)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 14:42:20.170738,"(15.0, 24.0, 22.333333333333332)","(3.1, 3.85, 3.811904761904762)","(5.5, 8.8, 8.5)","(4.8, 6.8, 6.548148148148148)","(10.0, 11.5, 11.285714285714286)","(3.2, 3.2, 3.121212121212121)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 14:42:21.237888,"(15.0, 24.0, 22.125)","(3.1, 3.85, 3.802)","(5.5, 8.8, 8.5)","(4.8, 6.8, 6.548148148148148)","(10.0, 11.5, 11.285714285714286)","(3.2, 3.2, 3.121212121212121)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 14:42:22.274240,"(15.0, 24.0, 22.571428571428573)","(3.1, 3.85, 3.811904761904762)","(5.5, 8.8, 8.581818181818182)","(4.8, 6.8, 6.548148148148148)","(10.0, 11.5, 11.285714285714286)","(3.2, 3.2, 3.121212121212121)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 14:42:23.310881,"(15.0, 24.0, 22.88888888888889)","(3.1, 3.85, 3.811904761904762)","(5.5, 8.8, 8.581818181818182)","(4.8, 6.8, 6.548148148148148)","(10.0, 11.5, 11.285714285714286)","(3.2, 3.2, 3.121212121212121)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 14:42:24.314015,"(16.0, 24.0, 22.88888888888889)","(3.1, 3.85, 3.8222222222222224)","(6.0, 8.8, 8.581818181818182)","(4.8, 6.8, 6.548148148148148)","(10.0, 11.5, 11.285714285714286)","(3.0, 3.2, 3.121212121212121)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 14:42:25.316053,"(16.0, 24.0, 22.88888888888889)","(3.1, 3.85, 3.8222222222222224)","(6.0, 8.8, 8.581818181818182)","(4.8, 6.8, 6.548148148148148)","(10.0, 11.5, 11.285714285714286)","(3.0, 3.2, 3.121212121212121)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 14:42:26.332618,"(16.0, 24.0, 22.88888888888889)","(3.1, 3.85, 3.8222222222222224)","(6.0, 8.8, 8.581818181818182)","(4.8, 6.8, 6.548148148148148)","(10.0, 11.5, 11.285714285714286)","(3.0, 3.2, 3.121212121212121)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 14:42:27.390448,"(16.0, 24.0, 23.0)","(3.1, 3.85, 3.8314814814814815)","(6.0, 8.8, 8.581818181818182)","(4.8, 6.8, 6.548148148148148)","(10.0, 11.5, 11.285714285714286)","(3.0, 3.2, 3.121212121212121)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 14:42:28.453959,"(16.0, 24.0, 23.0)","(3.1, 3.85, 3.8314814814814815)","(6.0, 8.8, 8.581818181818182)","(4.8, 6.8, 6.548148148148148)","(10.0, 11.5, 11.285714285714286)","(3.0, 3.2, 3.121212121212121)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 14:42:29.478584,"(16.0, 24.0, 22.571428571428573)","(3.1, 3.85, 3.8314814814814815)","(6.0, 8.8, 8.581818181818182)","(4.8, 6.8, 6.548148148148148)","(10.0, 11.5, 11.285714285714286)","(3.0, 3.2, 3.1166666666666667)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 14:42:30.484497,"(16.0, 24.0, 23.0)","(3.1, 3.85, 3.834375)","(6.0, 8.8, 8.581818181818182)","(4.8, 6.8, 6.548148148148148)","(10.0, 11.5, 11.363636363636363)","(3.0, 3.2, 3.1333333333333333)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 14:42:31.476719,"(16.0, 24.0, 23.0)","(3.1, 3.8, 3.76)","(6.0, 8.8, 8.62857142857143)","(4.8, 6.8, 6.566666666666666)","(10.0, 11.5, 11.363636363636363)","(3.0, 3.2, 3.1333333333333333)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 14:42:32.471572,"(16.0, 24.0, 23.0)","(3.1, 3.75, 3.7058823529411766)","(6.0, 8.8, 8.62857142857143)","(4.8, 6.8, 6.566666666666666)","(10.0, 12.5, 11.346153846153847)","(3.0, 3.2, 3.1333333333333333)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 14:42:33.473482,"(16.0, 24.0, 22.571428571428573)","(3.1, 3.75, 3.7058823529411766)","(6.0, 8.8, 8.62857142857143)","(4.8, 6.8, 6.566666666666666)","(10.0, 12.5, 11.513157894736842)","(3.0, 3.2, 3.1333333333333333)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 14:42:34.512403,"(16.0, 24.0, 23.0)","(3.1, 3.75, 3.7142857142857144)","(6.0, 8.8, 8.62857142857143)","(4.8, 6.8, 6.566666666666666)","(10.0, 12.5, 11.805555555555555)","(3.0, 3.2, 3.1333333333333333)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 14:42:35.550631,"(16.0, 24.0, 23.0)","(3.1, 3.75, 3.7142857142857144)","(6.0, 8.8, 8.62857142857143)","(4.8, 6.8, 6.566666666666666)","(10.0, 12.5, 11.828358208955224)","(3.0, 3.2, 3.1333333333333333)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 14:42:36.573514,"(16.0, 24.0, 23.0)","(3.1, 3.75, 3.7142857142857144)","(6.0, 8.8, 8.62857142857143)","(4.8, 6.8, 6.566666666666666)","(10.0, 12.5, 11.828358208955224)","(3.0, 3.2, 3.1333333333333333)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 14:42:37.544683,"(16.0, 24.0, 22.571428571428573)","(3.1, 3.75, 3.7142857142857144)","(6.0, 8.8, 8.62857142857143)","(4.8, 6.8, 6.566666666666666)","(10.0, 12.5, 11.828358208955224)","(3.0, 3.2, 3.1333333333333333)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 14:42:38.529516,"(16.0, 24.0, 23.0)","(3.1, 3.75, 3.7142857142857144)","(6.0, 8.8, 8.62857142857143)","(4.8, 6.8, 6.566666666666666)","(10.0, 12.5, 11.828358208955224)","(3.0, 3.2, 3.1333333333333333)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 14:42:39.471097,"(16.0, 24.0, 22.571428571428573)","(3.1, 3.75, 3.7142857142857144)","(6.0, 8.8, 8.62857142857143)","(4.8, 6.8, 6.566666666666666)","(10.0, 12.5, 11.828358208955224)","(3.0, 3.2, 3.1333333333333333)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 14:42:40.490478,"(16.0, 24.0, 22.571428571428573)","(3.1, 3.75, 3.7142857142857144)","(6.0, 8.8, 8.62857142857143)","(4.8, 6.8, 6.566666666666666)","(10.0, 12.5, 11.828358208955224)","(3.0, 3.2, 3.1333333333333333)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 14:42:41.468189,"(16.0, 24.0, 22.571428571428573)","(3.1, 3.75, 3.7142857142857144)","(6.0, 8.8, 8.62857142857143)","(4.8, 6.8, 6.63)","(10.0, 12.5, 11.828358208955224)","(3.0, 3.2, 3.1333333333333333)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 14:42:42.423364,"(16.0, 24.0, 23.0)","(3.1, 3.75, 3.7142857142857144)","(6.0, 8.8, 8.62857142857143)","(4.8, 6.8, 6.63)","(10.0, 12.5, 11.828358208955224)","(3.0, 3.2, 3.1333333333333333)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 14:42:43.432534,"(16.0, 24.0, 23.333333333333332)","(3.2, 3.75, 3.7142857142857144)","(6.0, 8.8, 8.62857142857143)","(4.8, 6.8, 6.63)","(10.0, 12.5, 11.828358208955224)","(3.0, 3.2, 3.1333333333333333)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 14:42:44.443700,"(16.0, 24.0, 21.6)","(3.2, 3.75, 3.7142857142857144)","(6.0, 8.8, 8.62857142857143)","(4.8, 6.8, 6.63)","(10.0, 12.5, 11.828358208955224)","(3.0, 3.2, 3.1333333333333333)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 14:42:45.499510,"(16.0, 24.0, 21.81818181818182)","(3.2, 3.75, 3.7142857142857144)","(6.0, 8.8, 8.542857142857143)","(4.8, 6.8, 6.63)","(10.0, 12.5, 11.828358208955224)","(3.0, 3.2, 3.1333333333333333)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 14:42:46.597078,"(16.0, 24.0, 21.81818181818182)","(3.2, 3.75, 3.7142857142857144)","(6.0, 8.8, 8.542857142857143)","(5.0, 6.8, 6.63)","(10.0, 12.5, 11.828358208955224)","(2.9, 3.2, 3.1333333333333333)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 14:42:47.708287,"(16.0, 24.0, 21.81818181818182)","(3.2, 3.75, 3.7142857142857144)","(6.0, 8.8, 8.542857142857143)","(5.0, 6.8, 6.63)","(10.0, 12.5, 11.857142857142858)","(2.9, 3.2, 3.1333333333333333)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 14:42:48.753898,"(16.0, 24.0, 21.0)","(3.2, 3.7, 3.6390243902439026)","(6.0, 8.8, 8.542857142857143)","(5.0, 6.8, 6.63)","(10.0, 12.5, 11.857142857142858)","(2.9, 3.2, 3.1333333333333333)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 14:42:49.806434,"(16.0, 24.0, 21.0)","(3.2, 3.7, 3.6390243902439026)","(6.0, 8.8, 8.671428571428573)","(5.0, 6.8, 6.63)","(10.0, 12.5, 11.857142857142858)","(2.9, 3.2, 3.1333333333333333)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 14:42:50.721557,"(16.0, 24.0, 21.0)","(3.2, 3.7, 3.6363636363636367)","(6.0, 8.8, 8.671428571428573)","(5.0, 6.8, 6.63)","(10.0, 12.5, 11.857142857142858)","(2.9, 3.2, 3.1333333333333333)","(41.0, 75.0, 66.0)"
08-01-2023 14:42:51.693348,"(16.0, 24.0, 21.0)","(3.2, 3.7, 3.6363636363636367)","(6.0, 8.8, 8.671428571428573)","(5.0, 6.8, 6.63)","(10.0, 12.5, 11.857142857142858)","(2.9, 3.2, 3.1333333333333333)","(41.0, 75.0, 66.0)"
08-01-2023 14:42:52.625187,"(16.0, 24.0, 21.0)","(3.2, 3.7, 3.6363636363636367)","(6.0, 8.8, 8.671428571428573)","(5.0, 6.8, 6.63)","(10.0, 12.5, 11.634615384615385)","(2.9, 3.2, 3.1333333333333333)","(41.0, 75.0, 66.0)"
08-01-2023 14:42:53.608950,"(16.0, 23.0, 21.5)","(3.2, 3.7, 3.6363636363636367)","(6.0, 8.8, 8.671428571428573)","(5.0, 6.8, 6.63)","(10.0, 12.5, 11.634615384615385)","(2.9, 3.2, 3.1333333333333333)","(41.0, 75.0, 66.0)"
08-01-2023 14:42:54.564744,"(16.0, 23.0, 21.2)","(3.2, 3.7, 3.6363636363636367)","(6.0, 8.8, 8.671428571428573)","(5.0, 6.8, 6.63)","(10.0, 12.5, 11.857142857142858)","(2.9, 3.2, 3.1333333333333333)","(41.0, 75.0, 66.0)"
08-01-2023 14:42:55.600707,"(16.0, 23.0, 20.6)","(3.2, 3.7, 3.606060606060606)","(6.0, 9.2, 8.88)","(5.0, 6.8, 6.63)","(10.0, 12.5, 11.857142857142858)","(2.9, 3.2, 3.11625)","(41.0, 75.0, 66.0)"
08-01-2023 14:42:56.607109,"(16.0, 23.0, 20.6)","(3.2, 3.7, 3.606060606060606)","(6.0, 9.4, 8.885714285714286)","(5.0, 6.8, 6.63)","(10.0, 12.5, 11.857142857142858)","(2.9, 3.15, 3.1265217391304345)","(41.0, 75.0, 66.0)"
08-01-2023 14:42:57.658057,"(16.0, 23.0, 21.4)","(3.2, 3.7, 3.606060606060606)","(6.0, 9.4, 8.885714285714286)","(5.0, 6.8, 6.63)","(10.0, 12.5, 11.857142857142858)","(2.9, 3.15, 3.1265217391304345)","(41.0, 75.0, 66.0)"
08-01-2023 14:42:58.784332,"(16.0, 23.0, 21.666666666666668)","(3.2, 3.7, 3.606060606060606)","(6.0, 9.4, 8.885714285714286)","(5.0, 6.8, 6.63)","(10.0, 12.5, 11.857142857142858)","(2.9, 3.15, 3.1265217391304345)","(41.0, 75.0, 66.0)"
08-01-2023 14:42:59.861939,"(16.0, 23.0, 21.666666666666668)","(3.2, 3.7, 3.606060606060606)","(6.0, 9.4, 8.885714285714286)","(5.0, 6.8, 6.63)","(10.0, 12.5, 11.857142857142858)","(2.9, 3.15, 3.1265217391304345)","(41.0, 75.0, 66.0)"
08-01-2023 14:43:00.949924,"(16.0, 23.0, 21.76923076923077)","(3.2, 3.65, 3.61875)","(6.0, 9.4, 8.885714285714286)","(5.0, 6.8, 6.63)","(10.0, 12.5, 11.857142857142858)","(2.9, 3.15, 3.1265217391304345)","(41.0, 75.0, 66.0)"
08-01-2023 14:43:02.027137,"(16.0, 23.0, 21.76923076923077)","(3.2, 3.65, 3.61875)","(6.0, 9.4, 8.885714285714286)","(5.0, 6.8, 6.63)","(10.0, 12.5, 11.857142857142858)","(2.9, 3.15, 3.1265217391304345)","(41.0, 75.0, 66.0)"
08-01-2023 14:43:03.021708,"(16.0, 23.0, 21.76923076923077)","(3.2, 3.65, 3.61875)","(6.0, 9.4, 8.885714285714286)","(5.0, 6.8, 6.63)","(10.0, 12.5, 11.857142857142858)","(2.9, 3.15, 3.0788524590163933)","(41.0, 75.0, 72.1875)"
08-01-2023 14:43:04.115043,"(16.0, 23.0, 21.76923076923077)","(3.2, 3.65, 3.61875)","(6.0, 9.4, 8.885714285714286)","(5.0, 6.8, 6.678260869565217)","(10.0, 12.5, 11.857142857142858)","(2.9, 3.1, 3.0608585858585857)","(41.0, 75.0, 72.1875)"
08-01-2023 14:43:05.165110,"(16.0, 23.0, 21.76923076923077)","(3.2, 3.65, 3.61875)","(6.0, 9.4, 8.885714285714286)","(5.0, 6.8, 6.678260869565217)","(10.0, 12.5, 11.857142857142858)","(2.9, 3.1, 3.056720430107527)","(41.0, 75.0, 72.1875)"
08-01-2023 14:43:06.185725,"(16.0, 23.0, 21.76923076923077)","(3.2, 3.65, 3.61875)","(6.0, 9.4, 8.885714285714286)","(5.0, 6.8, 6.678260869565217)","(10.0, 12.5, 11.9)","(2.9, 3.1, 3.056720430107527)","(41.0, 75.0, 72.1875)"
08-01-2023 14:43:07.191129,"(16.0, 23.0, 21.76923076923077)","(3.2, 3.65, 3.61875)","(6.0, 9.4, 8.885714285714286)","(5.0, 6.8, 6.678260869565217)","(10.0, 12.5, 11.9)","(2.9, 3.1, 3.056720430107527)","(41.0, 75.0, 72.1875)"
08-01-2023 14:43:08.241570,"(16.0, 23.0, 21.76923076923077)","(3.2, 3.65, 3.61875)","(6.0, 9.4, 8.885714285714286)","(5.0, 6.8, 6.678260869565217)","(10.0, 12.5, 11.9)","(2.9, 3.1, 3.062028301886792)","(41.0, 75.0, 72.1875)"
08-01-2023 14:43:09.217422,"(16.0, 23.0, 21.76923076923077)","(3.2, 3.65, 3.61875)","(6.0, 9.4, 8.885714285714286)","(5.0, 6.8, 6.666666666666666)","(10.0, 12.5, 11.9)","(2.9, 3.1, 3.0593434343434343)","(41.0, 75.0, 71.25)"
08-01-2023 14:43:10.168431,"(16.0, 23.0, 21.76923076923077)","(3.2, 3.65, 3.61875)","(6.0, 9.4, 8.885714285714286)","(5.0, 6.8, 6.666666666666666)","(10.0, 12.5, 11.9)","(2.9, 3.1, 3.0593434343434343)","(41.0, 75.0, 73.33333333333333)"
08-01-2023 14:43:11.167376,"(16.0, 23.0, 22.304347826086957)","(3.2, 3.65, 3.61875)","(6.0, 9.4, 8.885714285714286)","(5.0, 6.8, 6.666666666666666)","(10.0, 12.5, 11.9)","(2.9, 3.1, 3.0593434343434343)","(41.0, 75.0, 72.5)"
08-01-2023 14:43:12.281336,"(16.0, 23.0, 22.363636363636363)","(3.2, 3.65, 3.61875)","(6.0, 9.4, 8.885714285714286)","(5.0, 6.8, 6.666666666666666)","(10.0, 12.5, 11.9)","(2.9, 3.1, 3.0593434343434343)","(41.0, 75.0, 72.5)"
08-01-2023 14:43:13.304062,"(16.0, 23.0, 22.363636363636363)","(3.2, 3.65, 3.61875)","(6.0, 9.4, 8.885714285714286)","(5.0, 6.8, 6.666666666666666)","(10.0, 12.5, 11.9)","(2.9, 3.1, 3.0582901554404143)","(41.0, 75.0, 72.5)"
08-01-2023 14:43:14.385589,"(16.0, 25.0, 23.0)","(3.2, 3.65, 3.61875)","(6.0, 9.4, 8.885714285714286)","(5.0, 6.8, 6.666666666666666)","(10.0, 12.5, 11.9)","(2.8, 3.1, 3.0582901554404143)","(41.0, 75.0, 72.5)"
08-01-2023 14:43:15.369543,"(16.0, 25.0, 23.0)","(3.2, 3.65, 3.61875)","(6.0, 9.4, 8.885714285714286)","(5.0, 6.8, 6.666666666666666)","(10.0, 12.5, 11.9)","(2.8, 3.1, 3.0582901554404143)","(41.0, 75.0, 72.5)"
08-01-2023 14:43:16.333056,"(16.0, 24.0, 23.333333333333332)","(3.2, 3.65, 3.61875)","(6.0, 9.4, 8.885714285714286)","(5.0, 6.8, 6.666666666666666)","(10.0, 12.5, 11.9)","(2.8, 3.1, 3.0582901554404143)","(41.0, 75.0, 72.5)"
08-01-2023 14:43:17.316001,"(16.0, 24.0, 23.333333333333332)","(3.2, 3.65, 3.61875)","(6.0, 9.4, 8.885714285714286)","(5.0, 6.8, 6.666666666666666)","(10.0, 12.5, 11.9)","(2.8, 3.1, 3.0579207920792078)","(41.0, 110.0, 88.125)"
08-01-2023 14:43:18.290540,"(16.0, 24.0, 23.333333333333332)","(3.2, 3.65, 3.61875)","(6.0, 9.4, 8.885714285714286)","(5.0, 6.8, 6.666666666666666)","(10.0, 12.5, 11.9)","(2.8, 3.1, 3.0579207920792078)","(41.0, 110.0, 84.54545454545455)"
08-01-2023 14:43:19.326730,"(16.0, 24.0, 23.333333333333332)","(3.2, 3.65, 3.61875)","(6.0, 9.4, 8.885714285714286)","(5.0, 6.8, 6.666666666666666)","(10.0, 12.5, 11.9)","(2.8, 3.1, 3.0579207920792078)","(41.0, 110.0, 92.5)"
08-01-2023 14:43:20.550348,"(16.0, 24.0, 23.333333333333332)","(3.2, 3.65, 3.61875)","(6.0, 9.4, 8.885714285714286)","(5.0, 6.8, 6.666666666666666)","(10.0, 12.5, 11.9)","(2.8, 3.1, 3.0579207920792078)","(41.0, 110.0, 92.5)"
08-01-2023 14:43:21.549258,"(16.0, 24.0, 23.333333333333332)","(3.2, 3.65, 3.61875)","(6.0, 9.4, 8.885714285714286)","(5.0, 6.8, 6.666666666666666)","(10.0, 12.5, 11.9)","(2.8, 3.1, 3.0517045454545455)","(41.0, 110.0, 101.42857142857143)"
08-01-2023 14:43:22.495648,"(16.0, 24.0, 23.333333333333332)","(3.2, 3.65, 3.61875)","(6.0, 9.4, 8.885714285714286)","(5.0, 6.8, 6.666666666666666)","(10.0, 12.5, 11.9)","(2.8, 3.1, 3.0574999999999997)","(41.0, 110.0, 101.42857142857143)"
08-01-2023 14:43:23.431725,"(16.0, 24.0, 23.5)","(3.2, 3.6, 3.5671874999999997)","(6.0, 9.4, 8.885714285714286)","(5.0, 6.8, 6.666666666666666)","(10.0, 12.5, 11.9)","(2.8, 3.1, 3.0574999999999997)","(41.0, 110.0, 101.42857142857143)"
08-01-2023 14:43:24.453814,"(16.0, 24.0, 23.6)","(3.2, 3.6, 3.5671874999999997)","(6.0, 9.4, 8.885714285714286)","(5.0, 6.8, 6.6)","(10.0, 12.5, 11.9)","(2.8, 3.1, 3.0574999999999997)","(41.0, 110.0, 101.42857142857143)"
08-01-2023 14:43:25.469773,"(16.0, 24.0, 23.6)","(3.2, 3.6, 3.5671874999999997)","(6.0, 9.4, 8.885714285714286)","(5.0, 6.6, 6.411363636363637)","(10.0, 12.5, 11.9)","(2.8, 3.1, 3.0574999999999997)","(41.0, 110.0, 101.42857142857143)"
08-01-2023 14:43:26.464999,"(16.0, 24.0, 23.6)","(3.2, 3.6, 3.584285714285714)","(6.0, 9.4, 9.123076923076924)","(5.0, 6.6, 6.432786885245902)","(10.0, 12.5, 11.895348837209303)","(2.8, 3.1, 3.0593434343434343)","(41.0, 110.0, 93.33333333333333)"
08-01-2023 14:43:27.453961,"(16.0, 24.0, 23.714285714285715)","(3.2, 3.6, 3.588709677419355)","(6.0, 10.5, 10.133333333333333)","(5.0, 6.6, 6.4)","(10.0, 12.0, 11.895348837209303)","(2.8, 3.1, 3.0593434343434343)","(41.0, 110.0, 93.33333333333333)"
08-01-2023 14:43:28.373703,"(16.0, 24.0, 23.714285714285715)","(3.2, 3.6, 3.588709677419355)","(6.0, 10.5, 9.766666666666667)","(5.0, 6.4, 6.369491525423729)","(10.0, 12.0, 11.895348837209303)","(2.8, 3.1, 3.0593434343434343)","(41.0, 110.0, 93.33333333333333)"
08-01-2023 14:43:29.380646,"(16.0, 25.0, 24.875)","(3.2, 3.6, 3.588709677419355)","(6.0, 10.5, 9.766666666666667)","(5.0, 6.4, 6.34920634920635)","(10.0, 12.0, 11.803571428571429)","(2.8, 3.1, 3.0593434343434343)","(41.0, 110.0, 93.33333333333333)"
08-01-2023 14:43:30.424448,"(16.0, 25.0, 24.875)","(3.2, 3.6, 3.588709677419355)","(6.0, 10.5, 9.766666666666667)","(5.0, 6.4, 6.34920634920635)","(10.0, 12.5, 11.803571428571429)","(2.8, 3.1, 3.0593434343434343)","(41.0, 110.0, 93.33333333333333)"
08-01-2023 14:43:31.400059,"(16.0, 25.0, 24.875)","(3.2, 3.6, 3.588709677419355)","(6.0, 10.5, 9.766666666666667)","(5.0, 6.4, 6.34920634920635)","(10.0, 12.5, 11.803571428571429)","(2.8, 3.1, 3.0593434343434343)","(41.0, 110.0, 93.33333333333333)"
08-01-2023 14:43:32.333791,"(16.0, 25.0, 24.875)","(3.2, 3.6, 3.588709677419355)","(6.0, 10.5, 9.766666666666667)","(5.0, 6.4, 6.34920634920635)","(10.0, 12.5, 11.84)","(2.8, 3.1, 3.0593434343434343)","(41.0, 110.0, 100.0)"
08-01-2023 14:43:33.292697,"(16.0, 25.0, 24.842105263157894)","(3.2, 3.6, 3.588709677419355)","(6.0, 10.5, 9.766666666666667)","(5.0, 6.4, 6.343859649122807)","(10.0, 12.0, 11.788135593220339)","(2.8, 3.1, 3.063409090909091)","(41.0, 110.0, 100.0)"
08-01-2023 14:43:34.285943,"(16.0, 25.0, 24.458333333333332)","(3.2, 3.6, 3.588709677419355)","(6.0, 10.5, 9.766666666666667)","(5.0, 6.4, 6.343859649122807)","(10.0, 12.0, 11.788135593220339)","(2.8, 3.1, 3.063409090909091)","(41.0, 110.0, 100.0)"
08-01-2023 14:43:35.258249,"(16.0, 25.0, 24.458333333333332)","(3.2, 3.6, 3.588709677419355)","(6.0, 10.5, 9.766666666666667)","(5.0, 6.4, 6.343859649122807)","(10.0, 12.0, 11.788135593220339)","(2.8, 3.1, 3.063409090909091)","(41.0, 110.0, 100.0)"
08-01-2023 14:43:36.308015,"(16.0, 25.0, 24.458333333333332)","(3.2, 3.6, 3.588709677419355)","(6.0, 10.5, 9.766666666666667)","(5.0, 6.4, 6.343859649122807)","(10.0, 12.0, 11.768518518518519)","(2.8, 3.1, 3.063409090909091)","(41.0, 110.0, 100.0)"
08-01-2023 14:43:37.278129,"(16.0, 25.0, 24.458333333333332)","(3.2, 3.6, 3.5875)","(6.0, 10.5, 9.766666666666667)","(5.0, 6.4, 6.343859649122807)","(10.0, 12.0, 11.768518518518519)","(2.8, 3.1, 3.063409090909091)","(41.0, 110.0, 100.0)"
08-01-2023 14:43:38.261648,"(16.0, 25.0, 24.458333333333332)","(3.2, 3.6, 3.5875)","(6.0, 10.5, 9.766666666666667)","(5.0, 6.4, 6.351851851851852)","(10.0, 12.0, 11.768518518518519)","(2.8, 3.1, 3.063409090909091)","(41.0, 110.0, 92.5)"
08-01-2023 14:43:39.220549,"(16.0, 25.0, 24.458333333333332)","(3.2, 3.6, 3.5875)","(6.0, 10.5, 9.766666666666667)","(5.0, 6.4, 6.351851851851852)","(10.0, 12.0, 11.768518518518519)","(2.8, 3.1, 3.063409090909091)","(41.0, 110.0, 86.66666666666667)"
08-01-2023 14:43:40.162893,"(16.0, 25.0, 24.458333333333332)","(3.2, 3.6, 3.5875)","(6.0, 10.5, 9.766666666666667)","(5.0, 6.4, 6.351851851851852)","(10.0, 12.0, 11.768518518518519)","(2.8, 3.1, 3.063409090909091)","(41.0, 110.0, 86.66666666666667)"
