,Velocity Touched,Tiffany Twisted,Secret Angel,Book Book,In The Thirties,Old Ace Banner,Context,Blazing Bob
05-01-2023 12:27:08.233359,"(5.5, 7.0, 6.805405405405406)","(71.0, 210.0, 189.1304347826087)","(31.0, 85.0, 77.89473684210526)","(71.0, 180.0, 177.77777777777777)","(81.0, 170.0, 168.5)","(71.0, 210.0, 194.21052631578948)","(1.85, 2.34, 2.3286363636363636)","(2.3, 2.6, 2.593)"
05-01-2023 12:27:09.382336,"(5.5, 7.0, 6.805405405405406)","(71.0, 210.0, 187.14285714285714)","(31.0, 85.0, 82.1875)","(71.0, 180.0, 178.84615384615384)","(81.0, 170.0, 169.0)","(71.0, 210.0, 197.3684210526316)","(1.85, 2.34, 2.286470588235294)","(2.3, 2.58, 2.5982857142857143)"
05-01-2023 12:27:10.546189,"(5.5, 7.2, 7.048979591836734)","(71.0, 210.0, 195.18518518518516)","(31.0, 85.0, 82.1875)","(71.0, 180.0, 179.0)","(81.0, 170.0, 169.02439024390245)","(71.0, 210.0, 198.0)","(1.85, 2.3, 2.276216216216216)","(2.3, 2.62, 2.6131818181818183)"
05-01-2023 12:27:11.700191,"(5.5, 7.2, 7.053846153846154)","(71.0, 210.0, 195.18518518518516)","(31.0, 85.0, 82.1875)","(71.0, 180.0, 185.15151515151516)","(81.0, 170.0, 169.02439024390245)","(71.0, 210.0, 197.3684210526316)","(1.85, 2.3, 2.2758904109589038)","(2.3, 2.62, 2.6069565217391304)"
05-01-2023 12:27:12.813752,"(5.5, 7.2, 7.053846153846154)","(71.0, 210.0, 180.9090909090909)","(31.0, 85.0, 73.46153846153847)","(71.0, 190.0, 185.15151515151516)","(81.0, 170.0, 169.02439024390245)","(71.0, 210.0, 196.66666666666669)","(1.85, 2.3, 2.2767164179104475)","(2.3, 2.62, 2.6060465116279072)"
05-01-2023 12:27:13.950910,"(5.5, 7.2, 7.095890410958904)","(71.0, 210.0, 170.0)","(31.0, 85.0, 73.46153846153847)","(71.0, 190.0, 184.83870967741936)","(81.0, 170.0, 169.02439024390245)","(71.0, 210.0, 196.66666666666669)","(1.85, 2.3, 2.265614035087719)","(2.3, 2.62, 2.6013389121338912)"
05-01-2023 12:27:15.024657,"(5.5, 7.4, 7.3425)","(71.0, 210.0, 163.33333333333334)","(31.0, 85.0, 73.46153846153847)","(71.0, 190.0, 184.66666666666666)","(81.0, 170.0, 169.02439024390245)","(71.0, 210.0, 197.3684210526316)","(1.85, 2.3, 2.2474418604651163)","(2.3, 2.64, 2.6133333333333333)"
05-01-2023 12:27:16.149200,"(5.5, 7.4, 7.363095238095238)","(71.0, 210.0, 168.0)","(31.0, 85.0, 73.46153846153847)","(71.0, 190.0, 184.66666666666666)","(81.0, 170.0, 169.02439024390245)","(71.0, 210.0, 197.3684210526316)","(1.85, 2.28, 2.250769230769231)","(2.3, 2.62, 2.6186206896551725)"
05-01-2023 12:27:17.256359,"(5.5, 7.2, 7.118279569892473)","(71.0, 210.0, 168.0)","(31.0, 85.0, 73.46153846153847)","(71.0, 190.0, 184.28571428571428)","(81.0, 170.0, 169.0)","(71.0, 210.0, 199.41176470588235)","(1.85, 2.28, 2.244878048780488)","(2.3, 2.62, 2.606315789473684)"
05-01-2023 12:27:18.342738,"(5.5, 7.4, 7.277272727272727)","(71.0, 210.0, 163.33333333333334)","(31.0, 85.0, 73.46153846153847)","(71.0, 190.0, 184.28571428571428)","(81.0, 170.0, 169.0)","(71.0, 210.0, 199.41176470588235)","(1.85, 2.26, 2.253439153439153)","(2.3, 2.64, 2.6069724770642204)"
05-01-2023 12:27:19.432275,"(5.5, 7.4, 7.277272727272727)","(71.0, 210.0, 170.0)","(31.0, 85.0, 73.21428571428571)","(71.0, 190.0, 184.66666666666666)","(81.0, 170.0, 169.02439024390245)","(71.0, 210.0, 202.5)","(1.85, 2.26, 2.2596039603960394)","(2.3, 2.64, 2.6056521739130436)"
05-01-2023 12:27:20.580331,"(5.5, 7.4, 7.245454545454546)","(71.0, 210.0, 173.47826086956522)","(31.0, 85.0, 79.0)","(71.0, 190.0, 185.15151515151516)","(81.0, 170.0, 169.02439024390245)","(71.0, 210.0, 202.5)","(1.85, 2.26, 2.2535580524344567)","(2.3, 2.62, 2.6012658227848102)"
05-01-2023 12:27:21.706100,"(5.5, 7.4, 7.242553191489362)","(71.0, 210.0, 173.47826086956522)","(31.0, 85.0, 79.0)","(71.0, 190.0, 185.15151515151516)","(81.0, 170.0, 169.02439024390245)","(71.0, 210.0, 202.5)","(1.85, 2.26, 2.259718309859155)","(2.3, 2.62, 2.58803738317757)"
05-01-2023 12:27:22.880522,"(5.5, 7.4, 7.257142857142857)","(71.0, 210.0, 175.0)","(31.0, 85.0, 79.0)","(71.0, 190.0, 184.28571428571428)","(81.0, 170.0, 169.0)","(71.0, 210.0, 202.17391304347825)","(1.85, 2.28, 2.277810218978102)","(2.3, 2.6, 2.5546031746031748)"
05-01-2023 12:27:23.978302,"(5.5, 7.6, 7.44375)","(71.0, 210.0, 171.8181818181818)","(31.0, 85.0, 80.0)","(71.0, 190.0, 184.28571428571428)","(81.0, 170.0, 169.02439024390245)","(71.0, 210.0, 202.5)","(1.85, 2.28, 2.277810218978102)","(2.3, 2.56, 2.568493150684932)"
05-01-2023 12:27:24.985109,"(5.5, 7.4, 7.365217391304348)","(71.0, 210.0, 182.0)","(31.0, 85.0, 83.125)","(71.0, 190.0, 184.66666666666666)","(81.0, 170.0, 169.02439024390245)","(71.0, 210.0, 202.5)","(1.85, 2.28, 2.2784848484848483)","(2.3, 2.58, 2.5602666666666667)"
05-01-2023 12:27:26.027352,"(5.5, 7.4, 7.365217391304348)","(71.0, 200.0, 185.0)","(31.0, 85.0, 79.375)","(71.0, 190.0, 184.66666666666666)","(81.0, 170.0, 169.02439024390245)","(71.0, 210.0, 202.5)","(1.85, 2.3, 2.2784848484848483)","(2.3, 2.58, 2.5519526627218934)"
05-01-2023 12:27:27.146535,"(5.5, 7.6, 7.423529411764706)","(71.0, 200.0, 175.29411764705884)","(31.0, 85.0, 80.71428571428571)","(71.0, 190.0, 184.28571428571428)","(81.0, 170.0, 169.0)","(71.0, 210.0, 202.17391304347825)","(1.85, 2.3, 2.2801459854014596)","(2.3, 2.56, 2.53841059602649)"
05-01-2023 12:27:28.346732,"(5.5, 7.6, 7.447457627118644)","(71.0, 200.0, 175.29411764705884)","(31.0, 85.0, 79.54545454545455)","(71.0, 190.0, 184.66666666666666)","(81.0, 170.0, 169.02439024390245)","(71.0, 210.0, 202.5)","(1.85, 2.3, 2.2705699481865285)","(2.3, 2.54, 2.5526436781609196)"
05-01-2023 12:27:29.545722,"(5.5, 7.6, 7.404)","(71.0, 200.0, 179.16666666666666)","(31.0, 85.0, 80.71428571428572)","(71.0, 190.0, 184.66666666666666)","(81.0, 170.0, 169.02439024390245)","(71.0, 210.0, 202.5)","(1.85, 2.3, 2.2662790697674415)","(2.3, 2.56, 2.5527659574468085)"
05-01-2023 12:27:30.747844,"(5.5, 7.6, 7.442857142857143)","(71.0, 200.0, 168.42105263157896)","(31.0, 85.0, 83.75)","(71.0, 190.0, 217.4074074074074)","(81.0, 170.0, 203.75)","(71.0, 210.0, 202.5)","(1.85, 2.3, 2.252258064516129)","(2.25, 2.56, 2.543913043478261)"
05-01-2023 12:27:31.915096,"(5.5, 7.8, 7.65945945945946)","(71.0, 210.0, 172.10526315789474)","(31.0, 90.0, 73.57142857142857)","(71.0, 220.0, 217.2)","(81.0, 210.0, 201.8918918918919)","(71.0, 210.0, 202.5)","(1.85, 2.26, 2.2493333333333334)","(2.25, 2.56, 2.545)"
05-01-2023 12:27:33.045178,"(5.5, 7.8, 7.674285714285714)","(71.0, 210.0, 196.66666666666669)","(31.0, 90.0, 73.57142857142857)","(71.0, 220.0, 217.2)","(81.0, 210.0, 170.71428571428572)","(71.0, 210.0, 202.5)","(1.85, 2.26, 2.250952380952381)","(2.25, 2.56, 2.545)"
05-01-2023 12:27:34.154190,"(5.5, 7.8, 7.751724137931034)","(71.0, 210.0, 196.66666666666669)","(31.0, 90.0, 72.6923076923077)","(71.0, 220.0, 217.2)","(81.0, 210.0, 170.71428571428572)","(71.0, 210.0, 202.5)","(1.85, 2.26, 2.2517948717948717)","(2.25, 2.56, 2.547878787878788)"
05-01-2023 12:27:35.236697,"(5.5, 7.8, 7.770370370370371)","(71.0, 210.0, 196.66666666666669)","(31.0, 90.0, 72.6923076923077)","(71.0, 220.0, 217.2)","(81.0, 210.0, 170.71428571428572)","(71.0, 210.0, 202.5)","(1.85, 2.26, 2.272920353982301)","(2.25, 2.56, 2.550082644628099)"
05-01-2023 12:27:36.297543,"(5.5, 7.8, 7.72)","(71.0, 210.0, 196.66666666666669)","(31.0, 90.0, 73.57142857142857)","(71.0, 220.0, 217.2)","(81.0, 210.0, 170.71428571428572)","(71.0, 210.0, 204.54545454545453)","(1.85, 2.28, 2.2725862068965514)","(2.25, 2.56, 2.548358208955224)"
05-01-2023 12:27:37.406719,"(5.5, 7.8, 7.714754098360656)","(71.0, 210.0, 196.66666666666669)","(31.0, 90.0, 9998.5)","(71.0, 220.0, 9998.5)","(81.0, 210.0, 9998.5)","(71.0, 210.0, 9998.5)","(1.85, 2.28, 9998.5)","(2.25, 2.56, 9998.5)"
05-01-2023 12:27:38.478538,"(5.5, 99998, 9998.5)","(71.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(71.0, 99998, 9998.5)","(81.0, 99998, 9998.5)","(71.0, 99998, 9998.5)","(1.85, 99998, 9998.5)","(2.25, 99998, 9998.5)"
05-01-2023 12:27:39.587105,"(5.5, 99998, 9998.5)","(71.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(71.0, 99998, 9998.5)","(81.0, 99998, 9998.5)","(71.0, 99998, 9998.5)","(1.85, 99998, 9998.5)","(2.25, 99998, 9998.5)"
05-01-2023 12:27:40.611807,"(5.5, 99998, 9998.5)","(71.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(71.0, 99998, 9998.5)","(81.0, 99998, 9998.5)","(71.0, 99998, 9998.5)","(1.85, 99998, 9998.5)","(2.25, 99998, 9998.5)"
05-01-2023 12:27:41.607626,"(5.5, 99998, 9998.5)","(71.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(71.0, 99998, 9998.5)","(81.0, 99998, 9998.5)","(71.0, 99998, 9998.5)","(1.85, 99998, 9998.5)","(2.25, 99998, 9998.5)"
05-01-2023 12:27:42.580933,"(5.5, 99998, 9998.5)","(71.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(71.0, 99998, 9998.5)","(81.0, 99998, 9998.5)","(71.0, 99998, 9998.5)","(1.85, 99998, 9998.5)","(2.25, 99998, 9998.5)"
05-01-2023 12:27:43.627547,"(5.5, 99998, 9998.5)","(71.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(71.0, 99998, 9998.5)","(81.0, 99998, 9998.5)","(71.0, 99998, 9998.5)","(1.85, 99998, 9998.5)","(2.25, 99998, 9998.5)"
05-01-2023 12:27:44.786464,"(5.5, 99998, 9998.5)","(71.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(71.0, 99998, 9998.5)","(81.0, 99998, 9998.5)","(71.0, 99998, 9998.5)","(1.85, 99998, 9998.5)","(2.25, 99998, 9998.5)"
05-01-2023 12:27:45.927305,"(5.5, 99998, 9998.5)","(71.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(71.0, 99998, 9998.5)","(81.0, 99998, 9998.5)","(71.0, 99998, 9998.5)","(1.85, 99998, 9998.5)","(2.25, 99998, 9998.5)"
05-01-2023 12:27:47.014768,"(5.5, 99998, 9998.5)","(71.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(71.0, 99998, 9998.5)","(81.0, 99998, 9998.5)","(71.0, 99998, 9998.5)","(1.85, 99998, 9998.5)","(2.25, 99998, 9998.5)"
