,Carpe Eros,Trade Deadline,Serendip Ruler,Bluegrass Breeze,Sr Bi Bi,Bayron,Love My Ride,Name Rejected
15-12-2022 12:02:56.641728,"(6.5, 8.8, 8.784)","(41.0, 220.0, 107.22222222222223)","(18.0, 34.0, 31.333333333333332)","(15.0, 26.0, 21.666666666666668)","(9.0, 99999, 99990)","(1.7, 1.98, 1.9176923076923076)","(7.0, 8.2, 7.8999999999999995)","(11.0, 16.0, 14.8)"
15-12-2022 12:02:57.804928,"(6.5, 8.8, 8.784)","(41.0, 220.0, 107.22222222222223)","(18.0, 34.0, 31.333333333333332)","(15.0, 26.0, 21.666666666666668)","(9.0, 99999, 99990)","(1.7, 1.98, 1.9176923076923076)","(7.0, 8.2, 7.8999999999999995)","(11.0, 16.0, 15.9)"
15-12-2022 12:02:59.029473,"(6.5, 8.8, 8.755555555555556)","(41.0, 220.0, 107.22222222222223)","(18.0, 34.0, 31.333333333333332)","(15.0, 26.0, 21.666666666666668)","(9.0, 99999, 99990)","(1.7, 1.98, 1.904)","(7.0, 8.2, 8.010526315789473)","(11.0, 16.5, 15.9)"
15-12-2022 12:03:00.238426,"(6.5, 9.2, 9.02)","(41.0, 220.0, 107.22222222222223)","(18.0, 34.0, 31.333333333333332)","(15.0, 26.0, 21.666666666666668)","(9.0, 99999, 99990)","(1.7, 1.98, 1.9137499999999998)","(7.0, 8.2, 8.066666666666666)","(11.0, 16.5, 16.1)"
15-12-2022 12:03:01.623836,"(6.5, 9.2, 9.02)","(41.0, 220.0, 147.5)","(18.0, 34.0, 31.0)","(15.0, 26.0, 24.227272727272727)","(9.0, 99999, 99990)","(1.7, 1.97, 1.9175)","(7.0, 8.2, 8.103225806451611)","(11.0, 16.5, 15.5)"
15-12-2022 12:03:02.919440,"(6.5, 9.2, 9.129411764705882)","(41.0, 210.0, 142.5)","(18.0, 34.0, 31.0)","(15.0, 25.0, 24.416666666666664)","(9.0, 99999, 99990)","(1.7, 1.97, 1.9427272727272726)","(7.0, 8.2, 8.069565217391304)","(11.0, 16.0, 15.777777777777779)"
15-12-2022 12:03:04.151429,"(6.5, 9.2, 8.799999999999999)","(41.0, 210.0, 142.5)","(18.0, 34.0, 31.0)","(15.0, 26.0, 24.416666666666664)","(9.0, 99999, 99990)","(1.7, 1.97, 1.9229411764705882)","(7.0, 8.2, 8.069565217391304)","(11.0, 16.0, 15.777777777777779)"
15-12-2022 12:03:05.388426,"(6.5, 9.2, 8.799999999999999)","(41.0, 210.0, 113.57142857142857)","(18.0, 34.0, 32.2)","(15.0, 26.0, 24.416666666666664)","(9.0, 99999, 99990)","(1.7, 1.97, 1.9229411764705882)","(7.0, 8.2, 8.069565217391304)","(11.0, 16.0, 15.777777777777779)"
15-12-2022 12:03:06.708249,"(6.5, 9.2, 8.799999999999999)","(41.0, 210.0, 113.57142857142857)","(18.0, 34.0, 33.1)","(15.0, 26.0, 24.416666666666664)","(9.0, 99999, 99990)","(1.7, 1.97, 1.9229411764705882)","(7.0, 8.2, 8.033333333333333)","(11.0, 16.0, 15.777777777777779)"
15-12-2022 12:03:08.107891,"(6.5, 9.2, 8.799999999999999)","(41.0, 210.0, 113.57142857142857)","(18.0, 34.0, 31.333333333333332)","(15.0, 26.0, 22.4)","(9.0, 99999, 99990)","(1.7, 1.97, 1.9229411764705882)","(7.0, 8.2, 8.033333333333333)","(11.0, 16.0, 15.5)"
15-12-2022 12:03:09.454605,"(6.5, 9.2, 8.799999999999999)","(41.0, 210.0, 113.57142857142857)","(18.0, 34.0, 31.333333333333332)","(15.0, 26.0, 22.4)","(9.0, 99999, 99990)","(1.7, 1.97, 1.9229411764705882)","(7.0, 8.2, 8.033333333333333)","(11.0, 16.0, 15.5)"
15-12-2022 12:03:10.879049,"(6.5, 9.2, 8.799999999999999)","(41.0, 210.0, 144.0909090909091)","(18.0, 34.0, 31.333333333333332)","(15.0, 26.0, 22.4)","(9.0, 99999, 99990)","(1.7, 1.97, 1.9229411764705882)","(7.0, 8.2, 8.033333333333333)","(11.0, 16.0, 15.5)"
15-12-2022 12:03:12.335987,"(6.5, 9.2, 9.066666666666666)","(41.0, 210.0, 149.58333333333334)","(18.0, 34.0, 31.333333333333332)","(15.0, 26.0, 22.4)","(9.0, 99999, 99990)","(1.7, 1.97, 1.9229411764705882)","(7.0, 8.2, 8.033333333333333)","(11.0, 16.0, 15.5)"
15-12-2022 12:03:13.687393,"(6.5, 9.2, 9.066666666666666)","(41.0, 210.0, 149.58333333333334)","(18.0, 34.0, 31.333333333333332)","(15.0, 26.0, 22.4)","(9.0, 99999, 99990)","(1.7, 1.97, 1.954)","(7.0, 8.2, 7.72972972972973)","(11.0, 16.0, 16.071428571428573)"
15-12-2022 12:03:15.137997,"(6.5, 9.2, 9.066666666666666)","(41.0, 210.0, 149.58333333333334)","(18.0, 34.0, 31.333333333333332)","(14.0, 26.0, 22.4)","(9.0, 99999, 99990)","(1.7, 1.97, 1.9573684210526316)","(7.0, 8.4, 7.72972972972973)","(11.0, 16.5, 16.071428571428573)"
15-12-2022 12:03:16.391150,"(6.5, 9.2, 9.133333333333333)","(41.0, 210.0, 149.58333333333334)","(18.0, 34.0, 32.4)","(14.0, 26.0, 21.5)","(9.0, 99999, 99990)","(1.7, 1.97, 1.9845454545454546)","(7.0, 8.4, 8.072727272727272)","(11.0, 16.5, 15.833333333333334)"
15-12-2022 12:03:17.593944,"(6.5, 9.2, 9.09090909090909)","(41.0, 210.0, 149.58333333333334)","(18.0, 34.0, 32.4)","(14.0, 26.0, 21.5)","(9.0, 99999, 99990)","(1.7, 2.02, 1.9948387096774194)","(7.0, 8.4, 8.177777777777777)","(11.0, 16.5, 15.5)"
15-12-2022 12:03:18.709726,"(6.5, 9.2, 9.09090909090909)","(41.0, 210.0, 110.0)","(18.0, 34.0, 31.333333333333332)","(14.0, 26.0, 21.5)","(9.0, 99999, 99990)","(1.7, 2.02, 1.9965277777777777)","(7.0, 8.4, 8.147368421052631)","(11.0, 16.0, 15.5)"
15-12-2022 12:03:19.795666,"(6.5, 9.2, 9.061538461538461)","(41.0, 210.0, 110.0)","(18.0, 34.0, 31.333333333333332)","(14.0, 26.0, 21.5)","(9.0, 99999, 99990)","(1.7, 2.02, 1.981081081081081)","(7.0, 8.4, 8.123076923076923)","(11.0, 16.0, 15.5)"
15-12-2022 12:03:20.933592,"(6.5, 9.2, 9.061538461538461)","(41.0, 210.0, 110.0)","(18.0, 34.0, 31.333333333333332)","(14.0, 26.0, 21.5)","(9.0, 99999, 99990)","(1.7, 2.0, 1.981081081081081)","(7.0, 8.4, 8.123076923076923)","(11.0, 16.0, 15.5)"
15-12-2022 12:03:22.068800,"(6.5, 9.2, 9.061538461538461)","(41.0, 210.0, 110.0)","(18.0, 34.0, 31.333333333333332)","(14.0, 26.0, 21.5)","(9.0, 99999, 99990)","(1.7, 2.0, 1.9678571428571427)","(7.0, 8.4, 8.123076923076923)","(11.0, 16.0, 15.5)"
15-12-2022 12:03:23.252706,"(6.5, 9.2, 9.061538461538461)","(41.0, 210.0, 110.0)","(18.0, 34.0, 31.333333333333332)","(14.0, 26.0, 21.5)","(9.0, 99999, 99990)","(1.7, 2.0, 1.9678571428571427)","(7.0, 8.4, 8.123076923076923)","(11.0, 16.0, 15.5)"
15-12-2022 12:03:24.520214,"(6.5, 9.2, 9.061538461538461)","(41.0, 210.0, 144.0909090909091)","(18.0, 34.0, 30.25)","(14.0, 26.0, 22.2)","(9.0, 99999, 99990)","(1.7, 2.0, 1.9833333333333334)","(7.0, 8.4, 8.22)","(11.0, 16.5, 15.833333333333334)"
15-12-2022 12:03:25.706769,"(6.5, 9.2, 9.061538461538461)","(41.0, 210.0, 144.0909090909091)","(18.0, 32.0, 32.2)","(14.0, 26.0, 24.272727272727273)","(9.0, 99999, 99990)","(1.7, 2.0, 1.9356521739130435)","(7.0, 8.4, 8.22)","(11.0, 16.5, 16.1)"
15-12-2022 12:03:26.981637,"(6.5, 9.2, 8.75)","(41.0, 210.0, 110.0)","(18.0, 34.0, 30.0)","(14.0, 26.0, 22.4)","(9.0, 99999, 99990)","(1.7, 1.96, 1.9356521739130435)","(7.0, 8.4, 8.22)","(11.0, 16.5, 15.5)"
15-12-2022 12:03:28.221348,"(6.5, 9.2, 8.75)","(41.0, 210.0, 110.0)","(18.0, 34.0, 30.0)","(14.0, 26.0, 22.4)","(9.0, 99999, 99990)","(1.7, 1.96, 1.9356521739130435)","(7.0, 8.4, 8.22)","(11.0, 16.0, 15.5)"
15-12-2022 12:03:29.413160,"(6.5, 9.2, 8.75)","(41.0, 210.0, 110.0)","(18.0, 34.0, 30.0)","(14.0, 26.0, 22.4)","(9.0, 99999, 99990)","(1.7, 1.96, 1.9356521739130435)","(7.0, 8.4, 8.256)","(11.0, 16.0, 15.5)"
15-12-2022 12:03:30.613654,"(6.5, 9.2, 8.75)","(41.0, 210.0, 110.0)","(18.0, 34.0, 30.0)","(14.0, 26.0, 22.4)","(9.0, 99999, 99990)","(1.7, 1.96, 1.9356521739130435)","(7.0, 8.4, 8.275862068965518)","(11.0, 16.0, 15.5)"
15-12-2022 12:03:31.756174,"(6.5, 9.2, 8.75)","(41.0, 210.0, 110.0)","(18.0, 34.0, 30.0)","(14.0, 26.0, 22.4)","(9.0, 99999, 99990)","(1.7, 1.96, 1.9356521739130435)","(7.0, 8.4, 8.275862068965518)","(11.0, 16.0, 15.5)"
15-12-2022 12:05:11.542452,"(6.5, 9.2, 8.75)","(41.0, 210.0, 110.0)","(18.0, 34.0, 30.0)","(13.0, 26.0, 22.4)","(10.0, 99999, 99990)","(1.75, 1.96, 1.9356521739130435)","(6.0, 8.4, 8.275862068965518)","(11.0, 16.0, 15.333333333333334)"
