,Mr Bean,Jayville Crew,Pretty Reef,No More Issues,Call Me John,Winged Dominance,Fernbank Flyer
08-01-2023 17:14:12.055021,"(7.0, 13.0, 12.228571428571428)","(26.0, 110.0, 56.875)","(4.2, 5.9, 5.050000000000001)","(2.0, 2.7, 2.3533333333333335)","(5.0, 9.6, 7.8)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:13.177314,"(7.0, 13.0, 12.228571428571428)","(26.0, 110.0, 56.875)","(4.2, 5.9, 5.050000000000001)","(2.0, 2.66, 2.58)","(5.0, 9.6, 7.8)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:14.311790,"(7.0, 13.0, 12.228571428571428)","(26.0, 110.0, 56.875)","(4.2, 5.9, 5.050000000000001)","(2.0, 2.66, 2.58)","(5.0, 9.6, 7.8)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:15.538826,"(7.0, 13.0, 12.228571428571428)","(26.0, 110.0, 56.875)","(4.2, 5.9, 5.050000000000001)","(2.0, 2.66, 2.58)","(5.0, 9.6, 7.8)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:16.638489,"(7.0, 13.0, 12.228571428571428)","(26.0, 110.0, 56.875)","(4.2, 5.9, 5.050000000000001)","(2.0, 2.66, 2.5766666666666667)","(5.0, 9.6, 7.8)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:17.781724,"(7.0, 13.0, 12.228571428571428)","(26.0, 110.0, 56.875)","(4.2, 5.9, 5.050000000000001)","(2.0, 2.66, 2.5766666666666667)","(5.0, 9.6, 7.8)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:18.968907,"(7.0, 13.0, 10.545454545454545)","(26.0, 110.0, 56.875)","(4.2, 5.9, 5.050000000000001)","(2.0, 2.66, 2.5766666666666667)","(5.0, 9.6, 7.8)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:20.145827,"(7.0, 13.0, 10.545454545454545)","(26.0, 110.0, 56.875)","(4.2, 5.9, 4.7)","(2.0, 2.66, 2.5766666666666667)","(5.0, 9.6, 8.88888888888889)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:21.248738,"(7.0, 13.0, 10.545454545454545)","(26.0, 110.0, 56.875)","(4.2, 5.9, 4.7)","(2.0, 2.66, 2.5766666666666667)","(5.0, 9.8, 9.05)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:22.288488,"(7.0, 13.0, 10.545454545454545)","(26.0, 110.0, 56.875)","(4.2, 5.9, 5.48)","(2.0, 2.66, 2.5766666666666667)","(5.0, 9.8, 7.933333333333334)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:23.364848,"(7.0, 13.0, 10.545454545454545)","(26.0, 110.0, 56.875)","(4.2, 5.8, 5.114285714285714)","(2.0, 2.66, 2.5766666666666667)","(5.0, 9.8, 8.2)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:24.392769,"(7.0, 13.0, 10.545454545454545)","(26.0, 110.0, 56.875)","(4.2, 5.8, 5.114285714285714)","(2.0, 2.66, 2.437777777777778)","(5.0, 9.8, 8.2)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:25.490067,"(7.0, 13.0, 10.545454545454545)","(26.0, 110.0, 56.875)","(4.2, 5.8, 5.327272727272727)","(2.0, 2.66, 2.437777777777778)","(5.0, 9.8, 8.4)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:26.623071,"(7.0, 13.0, 10.545454545454545)","(26.0, 110.0, 56.875)","(4.2, 5.8, 4.84)","(2.0, 2.66, 2.437777777777778)","(5.0, 9.8, 8.4)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:27.775029,"(7.0, 13.0, 10.545454545454545)","(26.0, 110.0, 56.875)","(4.2, 5.8, 4.84)","(2.0, 2.66, 2.437777777777778)","(5.0, 9.8, 9.133333333333333)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:28.872279,"(7.0, 13.0, 10.545454545454545)","(26.0, 110.0, 56.875)","(4.2, 5.8, 4.84)","(2.0, 2.66, 2.437777777777778)","(5.0, 9.8, 9.133333333333333)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:29.930701,"(7.0, 13.0, 10.545454545454545)","(26.0, 110.0, 56.875)","(4.2, 5.8, 4.84)","(2.0, 2.66, 2.437777777777778)","(5.0, 9.8, 8.4)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:31.018338,"(7.0, 13.0, 10.545454545454545)","(26.0, 110.0, 56.875)","(4.2, 5.8, 4.84)","(2.0, 2.66, 2.437777777777778)","(5.0, 9.8, 8.4)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:32.123656,"(7.0, 13.0, 10.545454545454545)","(26.0, 110.0, 56.875)","(4.2, 5.8, 4.84)","(2.0, 2.66, 2.437777777777778)","(5.0, 9.8, 8.4)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:33.161747,"(7.0, 13.0, 10.545454545454545)","(26.0, 110.0, 56.875)","(4.2, 5.8, 4.84)","(2.0, 2.66, 2.437777777777778)","(5.0, 9.8, 8.4)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:34.282065,"(7.0, 13.0, 10.545454545454545)","(26.0, 110.0, 56.875)","(4.2, 5.8, 4.84)","(2.0, 2.66, 2.437777777777778)","(5.0, 9.8, 8.4)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:35.387416,"(7.0, 13.0, 10.545454545454545)","(26.0, 110.0, 56.875)","(4.2, 5.8, 4.84)","(2.0, 2.66, 2.437777777777778)","(5.0, 9.8, 8.4)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:36.504275,"(7.0, 13.0, 10.545454545454545)","(26.0, 110.0, 56.875)","(4.2, 5.8, 4.84)","(2.0, 2.66, 2.437777777777778)","(5.0, 9.8, 8.4)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:37.612783,"(7.0, 13.0, 10.545454545454545)","(26.0, 110.0, 56.875)","(4.2, 5.8, 4.84)","(2.0, 2.66, 2.437777777777778)","(5.0, 9.8, 8.4)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:38.736714,"(7.0, 13.0, 10.545454545454545)","(26.0, 110.0, 56.875)","(4.2, 5.8, 4.84)","(2.0, 2.62, 2.488571428571429)","(5.0, 9.8, 8.4)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:39.842886,"(7.0, 13.0, 10.545454545454545)","(26.0, 110.0, 56.875)","(4.2, 6.8, 4.875)","(2.0, 2.6, 2.329230769230769)","(5.0, 9.8, 8.4)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:41.002089,"(7.0, 13.0, 10.545454545454545)","(26.0, 110.0, 56.875)","(4.2, 6.6, 4.885714285714285)","(2.0, 2.58, 2.3933333333333335)","(5.0, 9.8, 8.4)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:42.045043,"(7.0, 13.0, 10.545454545454545)","(26.0, 110.0, 56.875)","(4.2, 6.6, 4.885714285714285)","(2.0, 2.58, 2.3933333333333335)","(5.0, 9.8, 8.4)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:43.027224,"(7.0, 13.0, 10.545454545454545)","(26.0, 110.0, 56.875)","(4.2, 6.6, 4.885714285714285)","(2.0, 2.58, 2.3933333333333335)","(5.0, 9.8, 8.4)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:44.156158,"(7.0, 13.0, 10.545454545454545)","(26.0, 110.0, 56.875)","(4.2, 6.6, 4.885714285714285)","(2.0, 2.58, 2.3933333333333335)","(5.0, 9.8, 8.4)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:45.334284,"(7.0, 13.0, 10.545454545454545)","(26.0, 110.0, 56.875)","(4.2, 5.3, 4.6875)","(2.0, 2.58, 2.3933333333333335)","(5.0, 9.8, 8.4)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:46.532111,"(7.0, 13.5, 12.657142857142857)","(26.0, 110.0, 56.875)","(4.2, 6.0, 5.3)","(2.0, 2.58, 2.3933333333333335)","(5.0, 10.0, 9.35)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:47.665632,"(7.0, 13.5, 12.657142857142857)","(26.0, 110.0, 56.875)","(4.2, 6.2, 5.4)","(2.0, 2.58, 2.3933333333333335)","(5.0, 10.0, 9.35)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:48.771790,"(7.0, 13.5, 12.657142857142857)","(26.0, 110.0, 56.875)","(4.2, 6.2, 5.4)","(2.0, 2.58, 2.3933333333333335)","(5.0, 10.0, 9.35)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:49.871522,"(7.0, 14.0, 11.0)","(26.0, 110.0, 56.875)","(4.2, 6.0, 4.425)","(2.0, 2.58, 2.3933333333333335)","(5.0, 10.0, 9.35)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:50.980983,"(7.0, 14.0, 13.085714285714285)","(26.0, 110.0, 56.875)","(4.2, 6.0, 4.425)","(2.0, 2.58, 2.3933333333333335)","(5.0, 10.0, 9.35)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:52.014839,"(7.0, 14.0, 13.085714285714285)","(26.0, 110.0, 56.875)","(4.2, 6.0, 4.425)","(2.0, 2.58, 2.3933333333333335)","(5.0, 10.0, 9.35)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:53.165013,"(7.0, 14.0, 12.899999999999999)","(26.0, 110.0, 56.875)","(4.2, 6.0, 4.425)","(2.0, 2.58, 2.3933333333333335)","(5.0, 10.0, 9.35)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:54.682164,"(7.0, 14.0, 12.76)","(26.0, 110.0, 56.875)","(4.2, 6.0, 4.8545454545454545)","(2.0, 2.58, 2.3933333333333335)","(5.0, 10.0, 9.35)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:55.934247,"(7.0, 14.0, 12.76)","(26.0, 110.0, 56.875)","(4.2, 5.9, 4.54)","(2.0, 2.58, 2.3933333333333335)","(5.0, 10.0, 9.35)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:57.158921,"(7.0, 14.0, 12.76)","(26.0, 110.0, 56.875)","(4.2, 5.9, 4.54)","(2.0, 2.58, 2.3933333333333335)","(5.0, 9.4, 8.9)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:58.477042,"(7.0, 14.0, 10.977777777777778)","(26.0, 110.0, 56.875)","(4.2, 5.9, 4.54)","(2.0, 2.58, 2.3933333333333335)","(5.0, 9.4, 8.9)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:14:59.797467,"(7.0, 14.0, 11.36)","(26.0, 110.0, 56.875)","(4.2, 5.9, 4.54)","(2.0, 2.58, 2.3933333333333335)","(5.0, 9.4, 8.9)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:15:01.067617,"(7.0, 14.0, 11.36)","(26.0, 110.0, 56.875)","(4.2, 5.9, 4.54)","(2.0, 2.58, 2.3933333333333335)","(5.0, 9.4, 8.9)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:15:02.267199,"(7.0, 14.0, 11.36)","(26.0, 110.0, 56.875)","(4.2, 5.9, 4.54)","(2.0, 2.58, 2.3933333333333335)","(5.0, 9.4, 8.9)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:15:03.470809,"(7.0, 14.0, 11.36)","(26.0, 110.0, 56.875)","(4.2, 5.9, 4.54)","(2.0, 2.58, 2.3933333333333335)","(5.0, 9.4, 8.9)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:15:04.640988,"(7.0, 14.0, 11.866666666666667)","(26.0, 110.0, 56.875)","(4.2, 5.9, 4.54)","(2.0, 2.58, 2.3933333333333335)","(5.0, 9.4, 8.9)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:15:05.797907,"(7.0, 14.0, 11.866666666666667)","(26.0, 110.0, 56.875)","(4.2, 5.9, 4.54)","(2.0, 2.58, 2.3933333333333335)","(5.0, 9.4, 8.9)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:15:06.936480,"(7.0, 14.0, 11.866666666666667)","(26.0, 110.0, 56.875)","(4.2, 5.9, 4.54)","(2.0, 2.58, 2.3933333333333335)","(5.0, 9.4, 8.9)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:15:07.967033,"(7.0, 14.0, 11.866666666666667)","(26.0, 110.0, 56.875)","(4.2, 5.9, 4.54)","(2.0, 2.58, 2.3933333333333335)","(5.0, 9.4, 8.9)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:15:09.000733,"(7.0, 14.0, 11.866666666666667)","(26.0, 110.0, 56.875)","(4.2, 5.3, 4.3375)","(2.0, 2.58, 2.4314285714285715)","(5.0, 9.4, 8.75)","(10.0, 23.0, 15.125)","(10.0, 23.0, 16.75)"
08-01-2023 17:15:10.166637,"(7.0, 14.0, 11.866666666666667)","(26.0, 110.0, 56.875)","(4.2, 5.3, 4.3375)","(2.0, 2.54, 2.4314285714285715)","(5.0, 9.2, 8.75)","(10.0, 23.0, 15.125)","(10.0, 21.0, 16.75)"
08-01-2023 17:15:11.369192,"(7.0, 14.0, 11.866666666666667)","(26.0, 110.0, 56.875)","(4.2, 5.3, 4.3375)","(2.0, 2.54, 2.4314285714285715)","(5.0, 9.2, 8.75)","(10.0, 23.0, 15.125)","(10.0, 21.0, 16.75)"
08-01-2023 17:15:12.600468,"(7.0, 14.0, 11.866666666666667)","(26.0, 110.0, 56.875)","(4.2, 5.3, 4.3375)","(2.0, 2.54, 2.4314285714285715)","(5.0, 9.2, 8.75)","(10.0, 23.0, 15.125)","(10.0, 21.0, 16.75)"
08-01-2023 17:15:13.826344,"(7.0, 14.0, 11.866666666666667)","(26.0, 110.0, 56.875)","(4.2, 5.3, 4.3375)","(2.0, 2.54, 2.4314285714285715)","(5.0, 9.2, 8.75)","(10.0, 23.0, 15.125)","(10.0, 21.0, 16.75)"
08-01-2023 17:15:15.027149,"(7.0, 14.0, 11.866666666666667)","(26.0, 110.0, 56.875)","(4.2, 5.3, 4.3375)","(2.0, 2.54, 2.4314285714285715)","(5.0, 9.2, 8.75)","(10.0, 23.0, 15.125)","(10.0, 21.0, 16.75)"
08-01-2023 17:15:16.192842,"(7.0, 14.0, 11.866666666666667)","(26.0, 110.0, 56.875)","(4.2, 5.3, 4.3375)","(2.0, 2.54, 2.4314285714285715)","(5.0, 9.2, 8.75)","(10.0, 23.0, 15.125)","(10.0, 21.0, 16.75)"
08-01-2023 17:15:17.416188,"(7.0, 14.0, 11.866666666666667)","(26.0, 110.0, 56.875)","(4.2, 5.3, 4.3375)","(2.0, 2.54, 2.4314285714285715)","(5.0, 9.2, 8.75)","(10.0, 23.0, 15.125)","(10.0, 21.0, 16.75)"
08-01-2023 17:15:18.535136,"(7.0, 14.0, 11.866666666666667)","(26.0, 110.0, 56.875)","(4.2, 5.3, 4.3375)","(2.0, 2.54, 2.4314285714285715)","(5.0, 9.2, 8.75)","(10.0, 23.0, 15.125)","(10.0, 21.0, 16.75)"
08-01-2023 17:15:19.609554,"(7.0, 14.0, 11.866666666666667)","(26.0, 110.0, 56.875)","(4.2, 5.3, 4.3375)","(2.0, 2.54, 2.4314285714285715)","(5.0, 9.2, 8.75)","(10.0, 23.0, 15.125)","(10.0, 21.0, 16.75)"
08-01-2023 17:15:20.692597,"(7.0, 14.0, 11.866666666666667)","(26.0, 110.0, 56.875)","(4.2, 5.3, 4.3375)","(2.0, 2.54, 2.4314285714285715)","(5.0, 9.2, 8.75)","(10.0, 23.0, 15.125)","(10.0, 21.0, 16.75)"
08-01-2023 17:15:22.063979,"(7.0, 14.0, 11.866666666666667)","(26.0, 110.0, 56.875)","(4.2, 5.3, 4.3375)","(2.0, 2.54, 2.4314285714285715)","(5.0, 9.2, 8.75)","(10.0, 23.0, 15.125)","(10.0, 21.0, 16.75)"
08-01-2023 17:15:23.259416,"(7.0, 14.0, 11.866666666666667)","(26.0, 110.0, 56.875)","(4.2, 5.3, 4.3375)","(2.0, 2.54, 2.4371428571428573)","(5.0, 9.2, 8.75)","(10.0, 23.0, 15.125)","(10.0, 21.0, 16.75)"
08-01-2023 17:15:24.440864,"(7.0, 14.0, 11.866666666666667)","(26.0, 110.0, 56.875)","(4.2, 5.3, 4.3375)","(2.0, 2.54, 2.4371428571428573)","(5.0, 9.2, 8.75)","(10.0, 23.0, 15.125)","(10.0, 21.0, 16.75)"
08-01-2023 17:15:25.620385,"(7.0, 14.0, 11.866666666666667)","(26.0, 110.0, 56.875)","(4.2, 5.3, 4.3375)","(2.0, 2.54, 2.4371428571428573)","(5.0, 9.2, 8.75)","(10.0, 23.0, 15.125)","(10.0, 21.0, 16.75)"
08-01-2023 17:15:26.850395,"(7.0, 14.0, 11.866666666666667)","(26.0, 110.0, 56.875)","(4.2, 5.3, 4.3375)","(2.0, 2.54, 2.4371428571428573)","(5.0, 9.2, 8.75)","(10.0, 23.0, 15.125)","(10.0, 21.0, 16.75)"
08-01-2023 17:15:28.040937,"(7.0, 14.0, 11.866666666666667)","(26.0, 110.0, 56.875)","(4.2, 5.3, 4.3375)","(2.0, 2.54, 2.4371428571428573)","(5.0, 9.2, 8.75)","(10.0, 23.0, 15.125)","(10.0, 21.0, 16.75)"
08-01-2023 17:15:29.269125,"(7.0, 14.0, 11.866666666666667)","(26.0, 110.0, 56.875)","(4.2, 5.3, 4.3375)","(2.0, 2.54, 2.4371428571428573)","(5.0, 9.2, 8.75)","(10.0, 23.0, 15.125)","(10.0, 21.0, 16.0)"
08-01-2023 17:15:30.430196,"(7.0, 14.0, 11.866666666666667)","(26.0, 110.0, 56.875)","(4.2, 5.3, 4.3375)","(2.0, 2.54, 2.4371428571428573)","(5.0, 9.2, 8.75)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:15:31.599391,"(7.0, 14.0, 11.866666666666667)","(26.0, 110.0, 56.875)","(4.2, 5.3, 4.3375)","(2.0, 2.54, 2.4371428571428573)","(5.0, 9.2, 8.75)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:15:32.810051,"(7.0, 14.0, 11.866666666666667)","(26.0, 110.0, 56.875)","(4.2, 5.3, 4.3375)","(2.0, 2.54, 2.4371428571428573)","(5.0, 9.2, 8.75)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:15:33.990425,"(7.0, 14.0, 11.866666666666667)","(26.0, 110.0, 56.875)","(4.2, 5.3, 4.3375)","(2.0, 2.54, 2.4371428571428573)","(5.0, 9.2, 8.75)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:15:35.076448,"(7.0, 14.0, 11.866666666666667)","(26.0, 110.0, 56.875)","(4.0, 5.3, 4.3375)","(2.0, 2.54, 2.4371428571428573)","(5.0, 9.2, 8.9)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:15:36.228877,"(7.0, 14.0, 11.866666666666667)","(26.0, 110.0, 40.0)","(4.0, 5.3, 4.1625)","(2.0, 2.54, 2.4371428571428573)","(5.0, 9.4, 8.9)","(10.0, 23.0, 15.125)","(10.0, 23.0, 14.6)"
08-01-2023 17:15:37.434269,"(7.0, 14.0, 9.04)","(26.0, 110.0, 40.0)","(4.0, 5.3, 4.1625)","(2.0, 2.54, 2.4371428571428573)","(5.0, 9.4, 8.9)","(10.0, 23.0, 15.5)","(10.0, 23.0, 14.6)"
08-01-2023 17:15:38.613622,"(7.0, 14.0, 9.04)","(26.0, 110.0, 40.0)","(4.0, 5.3, 4.1625)","(2.0, 2.54, 2.4371428571428573)","(5.0, 9.4, 8.9)","(10.0, 23.0, 15.5)","(10.0, 23.0, 15.0)"
08-01-2023 17:15:39.734272,"(7.0, 14.0, 9.04)","(26.0, 110.0, 40.0)","(4.0, 5.3, 4.288888888888889)","(2.0, 2.54, 2.6085714285714285)","(5.0, 9.4, 8.2)","(10.0, 23.0, 15.5)","(10.0, 23.0, 15.0)"
08-01-2023 17:15:40.942236,"(7.0, 14.0, 9.04)","(26.0, 110.0, 40.0)","(4.0, 5.3, 4.48)","(2.0, 2.78, 2.410769230769231)","(5.0, 9.4, 8.133333333333333)","(10.0, 23.0, 15.5)","(10.0, 23.0, 15.0)"
08-01-2023 17:15:42.222742,"(7.0, 14.0, 9.04)","(26.0, 110.0, 40.0)","(4.0, 6.4, 5.0)","(2.0, 2.78, 2.5942857142857143)","(5.0, 9.2, 8.133333333333333)","(10.0, 23.0, 15.5)","(10.0, 23.0, 15.0)"
08-01-2023 17:15:43.464038,"(7.0, 14.0, 9.04)","(26.0, 110.0, 40.0)","(4.0, 6.0, 4.363636363636363)","(2.0, 2.76, 2.421666666666667)","(5.0, 9.2, 8.133333333333333)","(10.0, 23.0, 15.5)","(10.0, 23.0, 15.0)"
08-01-2023 17:15:44.689415,"(7.0, 14.0, 9.04)","(26.0, 110.0, 40.0)","(4.0, 6.2, 4.4)","(2.0, 2.76, 2.421666666666667)","(5.0, 9.2, 8.133333333333333)","(10.0, 23.0, 15.5)","(10.0, 23.0, 15.0)"
08-01-2023 17:15:45.898486,"(7.0, 14.0, 9.04)","(26.0, 110.0, 40.0)","(4.0, 6.2, 4.475)","(2.0, 2.76, 2.3666666666666667)","(5.0, 9.2, 8.133333333333333)","(10.0, 23.0, 15.5)","(10.0, 23.0, 15.0)"
08-01-2023 17:15:47.144623,"(7.0, 14.0, 9.04)","(26.0, 110.0, 40.0)","(4.0, 5.9, 4.475)","(2.0, 2.74, 2.565714285714286)","(5.0, 9.2, 8.133333333333333)","(10.0, 23.0, 15.5)","(10.0, 23.0, 15.0)"
08-01-2023 17:15:48.518499,"(7.0, 14.0, 9.04)","(26.0, 110.0, 40.0)","(4.0, 5.9, 4.475)","(2.0, 2.72, 2.4800000000000004)","(5.0, 9.2, 8.133333333333333)","(10.0, 23.0, 15.5)","(10.0, 23.0, 15.0)"
08-01-2023 17:15:49.879098,"(7.0, 14.0, 10.571428571428571)","(26.0, 110.0, 40.0)","(4.0, 5.9, 4.475)","(2.0, 2.72, 2.4800000000000004)","(5.0, 9.2, 8.133333333333333)","(10.0, 23.0, 15.5)","(10.0, 23.0, 15.0)"
08-01-2023 17:15:51.127953,"(7.0, 14.0, 10.685714285714285)","(26.0, 110.0, 40.0)","(4.0, 5.9, 4.475)","(2.0, 2.72, 2.4800000000000004)","(5.0, 9.2, 8.133333333333333)","(10.0, 23.0, 15.5)","(10.0, 23.0, 15.0)"
08-01-2023 17:15:52.318533,"(7.0, 14.0, 11.42222222222222)","(26.0, 110.0, 40.0)","(4.0, 5.9, 4.475)","(2.0, 2.72, 2.4800000000000004)","(5.0, 9.2, 8.133333333333333)","(10.0, 23.0, 15.5)","(10.0, 23.0, 15.0)"
08-01-2023 17:15:53.521181,"(7.0, 14.0, 11.42222222222222)","(26.0, 110.0, 40.0)","(4.0, 5.9, 4.475)","(2.0, 2.72, 2.4800000000000004)","(5.0, 9.2, 8.133333333333333)","(10.0, 23.0, 15.5)","(10.0, 23.0, 15.0)"
08-01-2023 17:15:54.654980,"(7.0, 14.0, 10.8)","(26.0, 110.0, 40.0)","(4.0, 5.9, 4.433333333333334)","(2.0, 2.72, 2.4800000000000004)","(5.0, 9.2, 8.133333333333333)","(10.0, 23.0, 15.5)","(10.0, 23.0, 15.0)"
08-01-2023 17:15:55.832763,"(7.0, 14.0, 11.42222222222222)","(26.0, 110.0, 40.0)","(4.0, 5.3, 5.026315789473684)","(2.0, 2.72, 2.4800000000000004)","(5.0, 9.2, 8.133333333333333)","(10.0, 23.0, 15.5)","(10.0, 23.0, 15.0)"
08-01-2023 17:15:56.915376,"(7.0, 14.0, 11.2)","(26.0, 110.0, 40.0)","(4.2, 5.3, 5.026315789473684)","(2.0, 2.72, 2.4800000000000004)","(5.0, 9.2, 8.133333333333333)","(10.0, 23.0, 15.5)","(10.0, 23.0, 15.0)"
08-01-2023 17:15:58.009321,"(7.0, 14.0, 11.2)","(26.0, 110.0, 40.0)","(4.2, 5.3, 5.026315789473684)","(2.0, 2.72, 2.4800000000000004)","(5.0, 9.2, 8.133333333333333)","(10.0, 23.0, 15.5)","(10.0, 23.0, 15.0)"
08-01-2023 17:15:59.062051,"(7.0, 14.0, 11.2)","(26.0, 110.0, 40.0)","(4.2, 5.3, 5.026315789473684)","(2.0, 2.72, 2.4800000000000004)","(5.0, 9.2, 8.133333333333333)","(10.0, 23.0, 15.5)","(10.0, 23.0, 15.0)"
08-01-2023 17:16:00.269466,"(7.0, 14.0, 12.133333333333333)","(26.0, 110.0, 40.0)","(4.2, 5.3, 5.026315789473684)","(2.0, 2.72, 2.4800000000000004)","(5.0, 9.2, 8.133333333333333)","(10.0, 23.0, 15.5)","(10.0, 23.0, 15.0)"
08-01-2023 17:16:01.435760,"(7.0, 14.0, 12.133333333333333)","(26.0, 110.0, 40.0)","(4.2, 5.3, 5.026315789473684)","(2.0, 2.72, 2.4800000000000004)","(5.0, 9.2, 8.133333333333333)","(10.0, 23.0, 15.5)","(10.0, 23.0, 15.0)"
08-01-2023 17:16:02.517940,"(7.0, 14.0, 12.133333333333333)","(26.0, 110.0, 40.0)","(4.2, 5.3, 5.026315789473684)","(2.0, 2.72, 2.4800000000000004)","(5.0, 9.2, 8.133333333333333)","(10.0, 23.0, 15.5)","(10.0, 23.0, 15.0)"
08-01-2023 17:16:03.654573,"(7.0, 14.0, 12.133333333333333)","(26.0, 110.0, 40.0)","(4.2, 5.3, 5.026315789473684)","(2.0, 2.72, 2.4800000000000004)","(5.0, 9.2, 8.133333333333333)","(10.0, 23.0, 15.5)","(10.0, 23.0, 15.0)"
08-01-2023 17:16:04.835346,"(7.0, 14.0, 12.133333333333333)","(26.0, 110.0, 40.0)","(4.2, 5.3, 5.026315789473684)","(2.0, 2.72, 2.4800000000000004)","(5.0, 9.2, 8.133333333333333)","(10.0, 23.0, 15.5)","(10.0, 23.0, 15.0)"
08-01-2023 17:16:05.912451,"(7.0, 14.0, 12.133333333333333)","(26.0, 110.0, 40.0)","(4.2, 5.3, 5.026315789473684)","(2.0, 2.72, 2.4800000000000004)","(5.0, 9.2, 8.133333333333333)","(10.0, 23.0, 15.5)","(10.0, 23.0, 15.0)"
