,Fast Liar,Kingsbrae Bear,Clover Athena,Integrity Angel,Liar For Hire,Backcreek Bingo,Fernando Diva
12-01-2023 13:23:38.458359,"(5.5, 6.4, 6.348000000000001)","(10.0, 13.5, 13.39655172413793)","(31.0, 65.0, 62.44897959183673)","(10.0, 13.5, 13.491525423728813)","(3.4, 3.9, 3.8380281690140845)","(7.0, 10.5, 10.169230769230769)","(2.6, 3.2, 3.1329268292682926)"
12-01-2023 13:23:39.517375,"(5.5, 6.4, 6.3527272727272734)","(10.0, 13.5, 13.41891891891892)","(31.0, 65.0, 62.59615384615385)","(10.0, 13.5, 13.491071428571429)","(3.4, 3.9, 3.8740384615384613)","(7.0, 10.5, 10.169230769230769)","(2.6, 3.2, 3.1527777777777777)"
12-01-2023 13:23:40.605593,"(5.5, 6.4, 6.348672566371682)","(10.0, 13.5, 13.41891891891892)","(31.0, 65.0, 62.59615384615385)","(10.0, 13.5, 13.49056603773585)","(3.4, 3.9, 3.8745098039215686)","(7.0, 10.5, 10.169230769230769)","(2.6, 3.2, 3.153260869565217)"
12-01-2023 13:23:41.713633,"(5.5, 6.4, 6.34368932038835)","(10.0, 13.5, 13.41891891891892)","(31.0, 65.0, 62.395833333333336)","(10.0, 13.5, 13.49056603773585)","(3.4, 3.9, 3.840909090909091)","(7.0, 10.5, 10.123188405797102)","(2.6, 3.2, 3.1516853932584272)"
12-01-2023 13:23:42.780702,"(5.5, 6.4, 6.335779816513762)","(10.0, 13.5, 13.38888888888889)","(31.0, 65.0, 62.395833333333336)","(10.0, 13.5, 13.49056603773585)","(3.4, 3.9, 3.850943396226415)","(7.0, 10.5, 10.141666666666667)","(2.6, 3.2, 3.15)"
12-01-2023 13:23:43.885355,"(5.5, 6.4, 6.335779816513762)","(10.0, 14.0, 13.384615384615385)","(31.0, 65.0, 62.395833333333336)","(10.0, 13.5, 13.49056603773585)","(3.4, 3.9, 3.850943396226415)","(7.0, 10.5, 10.13076923076923)","(2.6, 3.2, 3.12625)"
12-01-2023 13:23:45.061480,"(5.5, 6.4, 6.339622641509434)","(10.0, 14.0, 13.384615384615385)","(31.0, 65.0, 62.549019607843135)","(10.0, 13.5, 13.490384615384615)","(3.4, 3.9, 3.850943396226415)","(7.0, 10.5, 10.13076923076923)","(2.6, 3.2, 3.1358695652173916)"
12-01-2023 13:23:46.256091,"(5.5, 6.4, 6.339622641509434)","(10.0, 14.0, 13.384615384615385)","(31.0, 65.0, 62.395833333333336)","(10.0, 13.5, 13.49)","(3.4, 3.9, 3.850943396226415)","(7.0, 10.5, 10.141666666666667)","(2.6, 3.2, 3.1358695652173916)"
12-01-2023 13:23:47.405742,"(5.5, 6.4, 6.339622641509434)","(10.0, 14.0, 13.3125)","(31.0, 65.0, 62.395833333333336)","(10.0, 13.5, 13.49)","(3.4, 3.9, 3.8741379310344826)","(7.0, 10.5, 10.141666666666667)","(2.6, 3.2, 3.1358695652173916)"
12-01-2023 13:23:48.410467,"(5.5, 6.4, 6.339622641509434)","(10.0, 14.0, 13.222222222222221)","(31.0, 65.0, 62.395833333333336)","(10.0, 13.5, 13.49)","(3.4, 3.9, 3.851923076923077)","(7.0, 10.5, 10.141666666666667)","(2.6, 3.2, 3.1417721518987345)"
12-01-2023 13:23:49.474239,"(5.5, 6.4, 6.339622641509434)","(10.0, 13.5, 13.288461538461538)","(31.0, 65.0, 62.395833333333336)","(10.0, 13.5, 13.49)","(3.4, 3.9, 3.849090909090909)","(7.0, 10.5, 10.141666666666667)","(2.6, 3.2, 3.1417721518987345)"
12-01-2023 13:23:50.540905,"(5.5, 6.4, 6.339622641509434)","(10.0, 13.5, 13.416666666666666)","(31.0, 65.0, 62.395833333333336)","(10.0, 13.5, 13.49)","(3.4, 3.9, 3.851923076923077)","(7.0, 10.5, 10.141666666666667)","(2.6, 3.2, 3.1417721518987345)"
12-01-2023 13:23:51.561514,"(5.5, 6.4, 6.339622641509434)","(10.0, 13.5, 13.416666666666666)","(31.0, 65.0, 62.395833333333336)","(10.0, 13.5, 13.49)","(3.4, 3.9, 3.851923076923077)","(7.0, 10.5, 10.141666666666667)","(2.6, 3.2, 3.1417721518987345)"
12-01-2023 13:23:52.564114,"(5.5, 6.4, 6.338461538461539)","(10.0, 13.5, 13.416666666666666)","(31.0, 65.0, 62.395833333333336)","(10.0, 13.5, 13.49)","(3.4, 3.9, 3.8489795918367347)","(7.0, 10.5, 10.141666666666667)","(2.6, 3.2, 3.1417721518987345)"
12-01-2023 13:23:53.595279,"(5.5, 6.4, 6.338461538461539)","(10.0, 13.5, 13.48611111111111)","(31.0, 65.0, 62.395833333333336)","(10.0, 13.5, 13.49)","(3.4, 3.85, 3.827777777777778)","(7.0, 10.5, 10.141666666666667)","(2.6, 3.2, 3.1417721518987345)"
12-01-2023 13:23:54.575796,"(5.5, 6.4, 6.338461538461539)","(10.0, 13.5, 13.48611111111111)","(31.0, 65.0, 62.395833333333336)","(10.0, 13.5, 13.49056603773585)","(3.4, 3.85, 3.8468085106382977)","(7.0, 10.5, 10.141666666666667)","(2.6, 3.2, 3.143421052631579)"
12-01-2023 13:23:55.622481,"(5.5, 6.4, 6.338461538461539)","(10.0, 13.5, 13.487179487179487)","(31.0, 65.0, 62.395833333333336)","(10.0, 13.5, 13.49056603773585)","(3.4, 3.9, 5001.400000000001)","(7.0, 10.5, 9998.5)","(2.6, 3.2, 9998.5)"
12-01-2023 13:23:56.714381,"(5.5, 99998, 9998.5)","(10.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.4, 99998, 9998.5)","(7.0, 99998, 9998.5)","(2.6, 99998, 9998.5)"
12-01-2023 13:23:57.819941,"(5.5, 99998, 9998.5)","(10.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.4, 99998, 9998.5)","(7.0, 99998, 9998.5)","(2.6, 99998, 9998.5)"
12-01-2023 13:23:58.876240,"(5.5, 99998, 9998.5)","(10.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.4, 99998, 9998.5)","(7.0, 99998, 9998.5)","(2.6, 99998, 9998.5)"
12-01-2023 13:23:59.891372,"(5.5, 99998, 9998.5)","(10.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.4, 99998, 9998.5)","(7.0, 99998, 9998.5)","(2.6, 99998, 9998.5)"
12-01-2023 13:24:00.915490,"(5.5, 99998, 9998.5)","(10.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.4, 99998, 9998.5)","(7.0, 99998, 9998.5)","(2.6, 99998, 9998.5)"
12-01-2023 13:24:01.923778,"(5.5, 99998, 9998.5)","(10.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.4, 99998, 9998.5)","(7.0, 99998, 9998.5)","(2.6, 99998, 9998.5)"
12-01-2023 13:24:02.937322,"(5.5, 99998, 9998.5)","(10.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.4, 99998, 9998.5)","(7.0, 99998, 9998.5)","(2.6, 99998, 9998.5)"
