,The Cunning Fox,Deficit,Akihiro,Military Gambler,Ashgrove,Kiplings Journey,Mr Dudwey,Head Of State,Bulloo,Mishani Spartan,Tyresa,Gracie Blue,Circling
07-01-2023 17:06:12.813529,"(3.8, 4.5, 4.410153846153847)","(7.5, 8.6, 8.44109589041096)","(8.5, 10.5, 10.404255319148936)","(20.0, 26.0, 25.64)","(5.0, 5.7, 5.6025242718446595)","(41.0, 60.0, 56.964285714285715)","(91.0, 180.0, 175.0)","(8.0, 9.4, 9.212807881773399)","(26.0, 32.0, 31.191011235955056)","(19.0, 25.0, 24.45945945945946)","(8.0, 9.0, 8.842937853107346)","(101.0, 180.0, 167.33333333333334)","(31.0, 38.0, 36.888888888888886)"
07-01-2023 17:06:14.344421,"(3.8, 4.5, 4.410153846153847)","(7.5, 8.6, 8.44109589041096)","(8.5, 10.5, 10.404255319148936)","(20.0, 26.0, 25.64)","(5.0, 5.7, 5.6025242718446595)","(41.0, 60.0, 56.71875)","(91.0, 180.0, 175.0)","(8.0, 9.4, 9.212807881773399)","(26.0, 32.0, 31.191011235955056)","(19.0, 25.0, 24.45945945945946)","(8.0, 9.0, 8.840229885057472)","(101.0, 180.0, 167.33333333333334)","(31.0, 38.0, 37.09090909090909)"
07-01-2023 17:06:15.898141,"(3.8, 4.5, 4.410153846153847)","(7.5, 8.6, 8.44109589041096)","(8.5, 10.5, 10.404255319148936)","(20.0, 26.0, 25.64)","(5.0, 5.7, 5.6025242718446595)","(41.0, 60.0, 56.71875)","(91.0, 180.0, 175.0)","(8.0, 9.4, 9.212807881773399)","(26.0, 32.0, 31.191011235955056)","(19.0, 25.0, 24.454545454545453)","(8.0, 9.0, 8.840229885057472)","(101.0, 180.0, 167.33333333333334)","(31.0, 38.0, 37.09090909090909)"
07-01-2023 17:06:17.574601,"(3.8, 4.5, 4.410153846153847)","(7.5, 8.6, 8.44109589041096)","(8.5, 10.5, 10.421052631578947)","(20.0, 26.0, 25.64)","(5.0, 5.7, 5.6025242718446595)","(41.0, 60.0, 56.71875)","(91.0, 180.0, 175.0)","(8.0, 9.4, 9.212807881773399)","(26.0, 32.0, 31.191011235955056)","(19.0, 25.0, 24.454545454545453)","(8.0, 9.0, 8.840229885057472)","(101.0, 180.0, 167.33333333333334)","(31.0, 38.0, 37.04761904761905)"
07-01-2023 17:06:19.143097,"(3.8, 4.5, 4.419944598337951)","(7.5, 8.6, 8.44109589041096)","(8.5, 10.5, 9.94516129032258)","(20.0, 26.0, 25.64)","(5.0, 5.7, 5.6025242718446595)","(41.0, 60.0, 56.71875)","(91.0, 180.0, 175.0)","(8.0, 9.4, 9.209923664122137)","(26.0, 32.0, 31.191011235955056)","(19.0, 25.0, 24.454545454545453)","(8.0, 9.0, 8.840229885057472)","(101.0, 180.0, 167.33333333333334)","(31.0, 38.0, 37.04761904761905)"
07-01-2023 17:06:20.798337,"(3.8, 4.5, 4.419944598337951)","(7.5, 8.6, 8.44109589041096)","(8.5, 10.0, 9.94516129032258)","(20.0, 26.0, 25.64)","(5.0, 5.7, 5.6025242718446595)","(41.0, 60.0, 56.71875)","(91.0, 180.0, 175.0)","(8.0, 9.4, 9.14911838790932)","(26.0, 32.0, 31.088607594936708)","(19.0, 25.0, 24.454545454545453)","(8.0, 9.0, 8.840229885057472)","(101.0, 180.0, 167.33333333333334)","(31.0, 38.0, 37.04761904761905)"
07-01-2023 17:06:22.343387,"(3.8, 4.5, 4.423947368421053)","(7.5, 8.6, 8.301935483870967)","(8.5, 10.0, 9.959550561797753)","(21.0, 26.0, 25.307692307692307)","(5.0, 5.7, 5.604562737642585)","(41.0, 60.0, 56.71875)","(91.0, 180.0, 175.0)","(8.5, 9.4, 9.214869888475835)","(26.0, 32.0, 31.17241379310345)","(19.0, 25.0, 24.6)","(8.0, 9.0, 8.855319148936172)","(101.0, 180.0, 167.33333333333334)","(31.0, 38.0, 37.04761904761905)"
07-01-2023 17:06:23.797298,"(3.8, 4.5, 4.423947368421053)","(7.5, 8.4, 8.301935483870967)","(8.5, 10.0, 9.959550561797753)","(21.0, 26.0, 25.307692307692307)","(5.0, 5.7, 5.604562737642585)","(41.0, 60.0, 56.71875)","(91.0, 180.0, 175.0)","(8.5, 9.4, 9.214869888475835)","(26.0, 32.0, 31.2)","(19.0, 25.0, 24.833333333333332)","(8.0, 9.0, 8.857704918032788)","(101.0, 180.0, 168.75)","(31.0, 38.0, 37.21052631578947)"
07-01-2023 17:06:25.374186,"(3.8, 4.5, 4.437939698492462)","(7.5, 8.4, 8.321678321678322)","(8.5, 10.5, 10.410714285714286)","(21.0, 26.0, 25.8)","(5.0, 5.7, 5.6027062706270625)","(41.0, 60.0, 56.89655172413793)","(91.0, 180.0, 176.66666666666666)","(8.0, 9.4, 9.328125)","(26.0, 32.0, 31.2)","(19.0, 25.0, 24.8125)","(8.0, 9.0, 8.857704918032788)","(101.0, 180.0, 168.75)","(31.0, 38.0, 37.21052631578947)"
07-01-2023 17:06:27.320228,"(3.8, 4.5, 4.440950226244344)","(7.5, 8.4, 8.3104)","(8.5, 10.5, 10.428571428571429)","(21.0, 26.0, 25.6)","(5.0, 5.7, 5.617051209904333)","(41.0, 60.0, 56.89655172413793)","(91.0, 180.0, 176.66666666666666)","(8.0, 9.4, 9.143689320388349)","(26.0, 32.0, 31.2)","(19.0, 25.0, 24.8125)","(8.0, 9.0, 8.857704918032788)","(101.0, 180.0, 168.75)","(31.0, 38.0, 37.21052631578947)"
07-01-2023 17:06:30.054665,"(3.8, 4.5, 4.425000000000001)","(7.5, 8.4, 8.31219512195122)","(8.5, 10.5, 10.432432432432432)","(21.0, 26.0, 25.666666666666668)","(5.0, 5.7, 5.617237507018529)","(41.0, 60.0, 56.53846153846154)","(91.0, 180.0, 176.66666666666666)","(8.0, 9.2, 9.142)","(26.0, 32.0, 31.210526315789473)","(19.0, 25.0, 24.823529411764707)","(8.0, 9.0, 8.858631921824104)","(101.0, 180.0, 168.75)","(31.0, 38.0, 37.23076923076923)"
07-01-2023 17:06:33.407360,"(3.8, 4.5, 4.419333333333333)","(7.5, 8.4, 8.29514563106796)","(8.5, 10.5, 10.432432432432432)","(21.0, 26.0, 25.5)","(5.0, 5.7, 5.616392512762337)","(41.0, 60.0, 56.4)","(91.0, 180.0, 175.0)","(8.0, 9.2, 9.09090909090909)","(26.0, 32.0, 31.166666666666668)","(19.0, 25.0, 24.823529411764707)","(8.0, 9.0, 8.868181818181819)","(101.0, 180.0, 168.75)","(31.0, 38.0, 37.166666666666664)"
07-01-2023 17:06:35.583646,"(3.8, 4.5, 4.419594594594595)","(7.5, 8.4, 8.29514563106796)","(8.5, 10.5, 10.450980392156863)","(21.0, 26.0, 25.043478260869566)","(5.0, 5.7, 5.62166219839142)","(41.0, 60.0, 56.4)","(91.0, 180.0, 177.5)","(8.0, 9.2, 9.041591320072333)","(26.0, 32.0, 31.217391304347828)","(19.0, 25.0, 24.823529411764707)","(8.0, 9.0, 8.868181818181819)","(101.0, 180.0, 168.75)","(31.0, 38.0, 37.333333333333336)"
07-01-2023 17:06:37.821746,"(3.8, 4.5, 4.439285714285715)","(7.5, 8.4, 8.148307692307691)","(8.5, 10.5, 10.521008403361344)","(21.0, 26.0, 25.214285714285715)","(5.0, 5.7, 5.623427672955975)","(41.0, 60.0, 57.27272727272727)","(91.0, 200.0, 181.25)","(8.0, 9.2, 9.055683690280066)","(26.0, 32.0, 31.357142857142858)","(19.0, 26.0, 24.71698113207547)","(8.0, 9.0, 8.88082191780822)","(101.0, 180.0, 169.0909090909091)","(31.0, 38.0, 37.42857142857143)"
07-01-2023 17:06:39.440589,"(3.8, 4.5, 4.439285714285715)","(7.5, 8.2, 8.148307692307691)","(8.5, 11.0, 10.521008403361344)","(21.0, 26.0, 25.228070175438596)","(5.0, 5.7, 5.623427672955975)","(41.0, 60.0, 57.27272727272727)","(91.0, 200.0, 174.0)","(8.0, 9.2, 9.055683690280066)","(26.0, 32.0, 31.357142857142858)","(19.0, 26.0, 25.02857142857143)","(8.0, 9.0, 8.88082191780822)","(101.0, 180.0, 170.52631578947367)","(31.0, 38.0, 37.42857142857143)"
07-01-2023 17:06:41.062658,"(3.9, 4.5, 4.4268442622950825)","(7.5, 8.4, 8.242477876106195)","(8.5, 11.0, 10.521008403361344)","(21.0, 26.0, 25.228070175438596)","(5.0, 5.7, 5.623427672955975)","(41.0, 60.0, 57.27272727272727)","(91.0, 180.0, 174.0)","(8.0, 9.2, 9.055683690280066)","(26.0, 32.0, 31.357142857142858)","(19.0, 26.0, 25.02857142857143)","(8.0, 9.0, 8.88082191780822)","(101.0, 180.0, 170.52631578947367)","(31.0, 38.0, 37.42857142857143)"
07-01-2023 17:06:42.728834,"(3.9, 4.5, 4.412)","(7.5, 8.4, 8.365671641791046)","(8.5, 11.0, 10.521008403361344)","(21.0, 26.0, 25.228070175438596)","(5.0, 5.7, 5.623427672955975)","(41.0, 60.0, 57.42857142857143)","(91.0, 180.0, 174.0)","(8.0, 9.2, 9.029787234042553)","(26.0, 32.0, 31.325)","(19.0, 26.0, 24.666666666666668)","(8.0, 9.0, 8.824489795918367)","(101.0, 180.0, 170.52631578947367)","(31.0, 38.0, 37.42857142857143)"
07-01-2023 17:06:44.285930,"(3.9, 4.5, 4.413225058004641)","(7.5, 8.4, 8.366176470588236)","(8.5, 11.0, 10.52892561983471)","(21.0, 26.0, 25.24137931034483)","(5.0, 5.7, 5.623507853403141)","(41.0, 60.0, 56.37931034482759)","(91.0, 180.0, 175.0)","(8.0, 9.2, 9.03419689119171)","(26.0, 32.0, 31.325)","(19.0, 26.0, 24.38095238095238)","(8.0, 9.0, 8.857458563535912)","(101.0, 190.0, 171.05263157894737)","(31.0, 38.0, 37.44186046511628)"
07-01-2023 17:06:46.027197,"(3.9, 4.5, 4.413225058004641)","(7.5, 8.4, 8.22962962962963)","(8.5, 11.0, 10.525)","(21.0, 26.0, 25.3015873015873)","(5.0, 5.7, 5.62374739039666)","(41.0, 60.0, 56.25)","(91.0, 180.0, 175.0)","(8.0, 9.2, 9.032020997375328)","(26.0, 32.0, 31.341463414634145)","(19.0, 26.0, 24.642857142857142)","(8.0, 9.0, 8.86054054054054)","(101.0, 190.0, 171.05263157894737)","(31.0, 38.0, 37.45454545454545)"
07-01-2023 17:06:47.874292,"(3.9, 4.5, 4.423517382413088)","(7.5, 8.4, 8.297777777777778)","(8.5, 11.0, 10.525)","(21.0, 26.0, 25.3015873015873)","(5.0, 5.7, 5.6237597911227155)","(41.0, 60.0, 56.25)","(91.0, 180.0, 175.0)","(8.0, 9.2, 9.03141993957704)","(26.0, 32.0, 31.80327868852459)","(19.0, 25.0, 24.642857142857142)","(8.0, 9.0, 8.86054054054054)","(101.0, 190.0, 171.05263157894737)","(31.0, 42.0, 39.25581395348837)"
07-01-2023 17:06:49.460623,"(3.9, 4.5, 4.423517382413088)","(7.5, 8.4, 8.297777777777778)","(8.5, 11.0, 10.525)","(21.0, 26.0, 25.3015873015873)","(5.0, 5.7, 5.6237597911227155)","(41.0, 60.0, 56.25)","(91.0, 180.0, 175.0)","(8.0, 9.2, 9.03141993957704)","(26.0, 32.0, 31.80327868852459)","(19.0, 25.0, 24.642857142857142)","(8.0, 9.0, 8.86054054054054)","(101.0, 190.0, 171.05263157894737)","(31.0, 42.0, 39.25581395348837)"
07-01-2023 17:06:51.349874,"(3.9, 4.5, 4.413832199546485)","(7.5, 8.4, 8.202985074626865)","(8.5, 11.0, 10.333333333333334)","(21.0, 26.0, 25.271428571428572)","(5.0, 5.7, 5.619559228650138)","(41.0, 60.0, 56.03448275862069)","(91.0, 180.0, 174.0)","(8.0, 9.2, 9.055440414507771)","(26.0, 32.0, 31.964285714285715)","(19.0, 25.0, 24.615384615384617)","(8.0, 9.0, 8.856666666666667)","(101.0, 190.0, 181.0)","(31.0, 42.0, 40.12698412698413)"
07-01-2023 17:06:53.374151,"(3.9, 4.5, 4.416483516483517)","(7.5, 8.4, 8.202985074626865)","(8.5, 10.5, 10.343434343434344)","(21.0, 26.0, 25.271428571428572)","(5.0, 5.7, 5.619559228650138)","(41.0, 60.0, 56.03448275862069)","(91.0, 180.0, 174.0)","(8.0, 9.2, 9.055440414507771)","(26.0, 32.0, 31.96078431372549)","(19.0, 25.0, 24.615384615384617)","(8.0, 9.0, 8.856666666666667)","(101.0, 190.0, 183.57142857142858)","(31.0, 38.0, 37.78260869565217)"
07-01-2023 17:06:54.907465,"(3.9, 4.5, 4.416483516483517)","(7.5, 8.4, 8.202985074626865)","(8.5, 10.5, 10.295620437956204)","(21.0, 26.0, 25.32)","(5.0, 5.7, 5.62056583242655)","(41.0, 60.0, 56.40625)","(91.0, 180.0, 175.0)","(8.0, 9.2, 9.024150943396226)","(26.0, 32.0, 31.963636363636365)","(19.0, 25.0, 24.764705882352942)","(8.0, 9.0, 8.867692307692309)","(101.0, 190.0, 183.79310344827587)","(31.0, 38.0, 37.8)"
07-01-2023 17:06:56.483355,"(3.9, 4.5, 4.421487603305786)","(7.5, 8.4, 8.202985074626865)","(8.5, 10.5, 10.224025974025974)","(21.0, 26.0, 25.32)","(5.0, 5.7, 5.620262151829601)","(41.0, 60.0, 56.774193548387096)","(91.0, 180.0, 175.0)","(8.0, 9.2, 9.029761904761905)","(26.0, 32.0, 31.962962962962962)","(19.0, 25.0, 24.764705882352942)","(8.0, 9.0, 8.863492063492064)","(101.0, 190.0, 183.79310344827587)","(31.0, 38.0, 39.38461538461539)"
07-01-2023 17:06:58.009633,"(3.9, 4.5, 4.408830548926015)","(7.5, 8.4, 8.202985074626865)","(8.5, 10.5, 10.224025974025974)","(21.0, 26.0, 25.352941176470587)","(5.0, 5.7, 5.6194260485651215)","(41.0, 60.0, 56.61764705882353)","(91.0, 180.0, 175.0)","(8.0, 9.2, 9.034722222222221)","(26.0, 32.0, 31.962962962962962)","(19.0, 25.0, 24.764705882352942)","(8.0, 9.0, 8.863492063492064)","(101.0, 190.0, 183.79310344827587)","(31.0, 40.0, 38.52173913043478)"
07-01-2023 17:06:59.714293,"(3.9, 4.5, 4.408604651162791)","(7.5, 8.4, 8.327058823529413)","(8.5, 10.5, 10.017094017094017)","(21.0, 26.0, 25.4)","(5.0, 5.7, 5.618171021377672)","(41.0, 60.0, 56.40625)","(91.0, 180.0, 175.71428571428572)","(8.0, 9.2, 8.91125)","(26.0, 32.0, 32.457142857142856)","(19.0, 25.0, 24.904761904761905)","(8.0, 9.0, 8.930793650793651)","(101.0, 190.0, 184.07407407407408)","(31.0, 42.0, 39.333333333333336)"
07-01-2023 17:07:01.180375,"(3.9, 4.5, 4.415536105032823)","(7.5, 8.4, 8.327058823529413)","(8.5, 10.5, 10.079255319148936)","(21.0, 26.0, 25.450704225352112)","(5.0, 5.7, 5.619509345794392)","(41.0, 60.0, 56.833333333333336)","(91.0, 180.0, 176.25)","(8.0, 9.0, 8.847159090909091)","(26.0, 34.0, 32.63414634146341)","(19.0, 25.0, 24.928571428571427)","(8.0, 9.0, 8.934534534534535)","(101.0, 190.0, 222.72727272727272)","(31.0, 40.0, 39.44)"
07-01-2023 17:07:02.599352,"(3.9, 4.5, 4.421703853955376)","(7.5, 8.4, 8.203571428571427)","(8.5, 10.5, 10.091943127962086)","(21.0, 26.0, 25.493506493506494)","(5.0, 5.7, 5.621031518624641)","(41.0, 60.0, 57.121212121212125)","(91.0, 180.0, 176.66666666666666)","(8.0, 9.0, 8.854341736694678)","(26.0, 34.0, 32.75555555555555)","(19.0, 25.0, 24.939393939393938)","(8.0, 9.0, 8.940437158469946)","(101.0, 230.0, 223.33333333333334)","(31.0, 40.0, 39.6)"
07-01-2023 17:07:03.989407,"(3.9, 4.5, 4.4257518796992485)","(7.5, 8.4, 8.294736842105264)","(8.5, 10.5, 10.091943127962086)","(21.0, 26.0, 25.493506493506494)","(5.0, 5.7, 5.621031518624641)","(41.0, 60.0, 57.121212121212125)","(91.0, 180.0, 176.66666666666666)","(8.0, 9.0, 8.854341736694678)","(26.0, 34.0, 32.75555555555555)","(19.0, 25.0, 24.939393939393938)","(8.0, 9.0, 8.940437158469946)","(101.0, 230.0, 223.33333333333334)","(31.0, 40.0, 39.578947368421055)"
07-01-2023 17:07:05.380295,"(3.9, 4.5, 4.4296068796068795)","(7.5, 8.4, 8.293975903614458)","(8.5, 10.5, 10.010989010989011)","(21.0, 26.0, 25.41304347826087)","(5.0, 5.7, 5.622014714204867)","(41.0, 60.0, 59.73684210526316)","(91.0, 200.0, 184.0)","(8.0, 9.0, 8.862569832402235)","(26.0, 34.0, 32.39622641509434)","(19.0, 25.0, 24.925373134328357)","(8.0, 9.0, 8.942631578947369)","(101.0, 230.0, 226.66666666666669)","(31.0, 40.0, 39.696969696969695)"
07-01-2023 17:07:06.761547,"(3.9, 4.5, 4.422462787550745)","(7.5, 8.4, 8.31362467866324)","(8.5, 10.5, 10.058823529411764)","(21.0, 26.0, 25.443298969072163)","(5.0, 5.7, 5.622014714204867)","(41.0, 60.0, 58.6)","(91.0, 200.0, 194.28571428571428)","(8.0, 9.0, 8.84679245283019)","(26.0, 34.0, 32.39622641509434)","(19.0, 26.0, 24.925373134328357)","(8.0, 9.0, 8.934825870646767)","(101.0, 230.0, 226.66666666666669)","(31.0, 40.0, 39.67741935483871)"
07-01-2023 17:07:08.317322,"(3.9, 4.5, 4.417220172201723)","(7.5, 8.2, 8.183333333333334)","(8.5, 10.5, 10.060344827586206)","(21.0, 26.0, 25.443298969072163)","(5.0, 5.7, 5.622014714204867)","(41.0, 60.0, 58.28125)","(91.0, 200.0, 198.1818181818182)","(8.0, 9.0, 8.84140625)","(26.0, 34.0, 32.39622641509434)","(19.0, 26.0, 24.892307692307693)","(8.0, 9.0, 8.932195121951219)","(101.0, 230.0, 226.66666666666669)","(31.0, 40.0, 39.333333333333336)"
07-01-2023 17:07:09.717684,"(3.9, 4.5, 4.405578800557881)","(7.5, 8.2, 8.183084577114426)","(8.5, 10.5, 10.060344827586206)","(21.0, 26.0, 25.443298969072163)","(5.0, 5.7, 5.622014714204867)","(41.0, 60.0, 58.28125)","(91.0, 200.0, 198.33333333333334)","(8.0, 9.0, 8.858536585365854)","(26.0, 34.0, 32.468468468468465)","(19.0, 26.0, 24.892307692307693)","(8.0, 9.0, 8.932195121951219)","(101.0, 230.0, 215.0)","(31.0, 40.0, 39.40909090909091)"
07-01-2023 17:07:11.103024,"(3.9, 4.5, 4.405578800557881)","(7.5, 8.2, 8.183084577114426)","(8.5, 10.5, 10.060344827586206)","(21.0, 26.0, 25.488636363636363)","(5.0, 5.7, 5.622292263610315)","(41.0, 60.0, 58.28125)","(91.0, 200.0, 198.33333333333334)","(8.0, 9.0, 8.858536585365854)","(26.0, 34.0, 32.468468468468465)","(19.0, 26.0, 24.892307692307693)","(8.0, 9.0, 8.932195121951219)","(101.0, 230.0, 215.0)","(31.0, 40.0, 39.36585365853659)"
07-01-2023 17:07:12.546471,"(3.9, 4.5, 4.405578800557881)","(7.5, 8.2, 8.183)","(8.5, 10.5, 10.066037735849056)","(21.0, 26.0, 25.482758620689655)","(5.0, 5.7, 5.621844380403458)","(41.0, 60.0, 58.28125)","(91.0, 200.0, 198.33333333333334)","(8.0, 9.0, 8.858536585365854)","(26.0, 34.0, 32.468468468468465)","(19.0, 26.0, 24.892307692307693)","(8.0, 9.0, 8.92871794871795)","(101.0, 230.0, 215.0)","(31.0, 40.0, 39.4)"
07-01-2023 17:07:13.930993,"(3.9, 4.5, 4.405943536404161)","(7.5, 8.2, 8.184848484848484)","(8.5, 10.5, 10.066037735849056)","(21.0, 26.0, 25.482758620689655)","(5.0, 5.7, 5.616656422864167)","(41.0, 60.0, 58.28125)","(91.0, 200.0, 198.33333333333334)","(8.0, 9.0, 8.938842975206612)","(26.0, 34.0, 32.468468468468465)","(19.0, 26.0, 24.892307692307693)","(8.0, 9.0, 8.92871794871795)","(101.0, 230.0, 215.0)","(31.0, 40.0, 39.4)"
07-01-2023 17:07:15.339403,"(3.9, 4.5, 4.405943536404161)","(7.5, 8.2, 8.184848484848484)","(8.5, 10.5, 10.066037735849056)","(21.0, 26.0, 25.482758620689655)","(5.0, 5.7, 5.620188346085933)","(41.0, 60.0, 58.333333333333336)","(91.0, 200.0, 198.33333333333334)","(8.0, 9.0, 8.955357142857142)","(26.0, 34.0, 32.482142857142854)","(19.0, 26.0, 25.0)","(8.0, 9.0, 8.932687651331719)","(101.0, 230.0, 227.77777777777777)","(31.0, 40.0, 39.094339622641506)"
07-01-2023 17:07:16.762183,"(3.9, 4.5, 4.40501872659176)","(7.5, 8.2, 8.221538461538461)","(9.0, 10.5, 10.17557251908397)","(21.0, 26.0, 25.540816326530614)","(5.0, 5.7, 5.6215059897318875)","(41.0, 60.0, 58.513513513513516)","(91.0, 200.0, 198.46153846153845)","(8.0, 9.0, 8.9792)","(26.0, 34.0, 32.59649122807018)","(19.0, 26.0, 25.121951219512194)","(8.0, 9.0, 8.939069767441861)","(101.0, 230.0, 228.0)","(31.0, 40.0, 39.166666666666664)"
07-01-2023 17:07:18.081352,"(3.9, 4.5, 4.402835249042146)","(7.5, 8.4, 8.221538461538461)","(9.0, 10.5, 10.17557251908397)","(21.0, 26.0, 25.540816326530614)","(5.0, 5.7, 5.6215059897318875)","(41.0, 60.0, 58.513513513513516)","(91.0, 200.0, 198.46153846153845)","(8.0, 9.0, 9.038095238095238)","(26.0, 34.0, 32.59649122807018)","(19.0, 26.0, 25.121951219512194)","(8.0, 9.0, 8.939069767441861)","(101.0, 230.0, 228.57142857142858)","(31.0, 40.0, 39.0)"
07-01-2023 17:07:19.588122,"(3.9, 4.5, 4.400704776820674)","(7.5, 8.4, 8.218487394957982)","(9.0, 10.5, 9.992857142857144)","(21.0, 26.0, 25.540816326530614)","(5.0, 5.7, 5.6215059897318875)","(41.0, 60.0, 58.513513513513516)","(91.0, 200.0, 198.46153846153845)","(8.0, 9.2, 9.052173913043479)","(26.0, 34.0, 32.59649122807018)","(19.0, 26.0, 25.121951219512194)","(8.0, 9.0, 8.939069767441861)","(101.0, 230.0, 228.57142857142858)","(31.0, 40.0, 39.0)"
07-01-2023 17:07:21.192853,"(3.9, 4.5, 4.395735294117648)","(7.5, 8.4, 8.323469387755102)","(9.0, 10.0, 9.994392523364485)","(21.0, 26.0, 25.504273504273506)","(5.0, 5.7, 5.622347629796839)","(41.0, 60.0, 57.735849056603776)","(91.0, 200.0, 198.57142857142858)","(8.0, 9.2, 9.060818713450292)","(26.0, 34.0, 32.65546218487395)","(19.0, 26.0, 25.217391304347824)","(8.0, 9.0, 8.993920972644377)","(101.0, 230.0, 228.57142857142858)","(31.0, 40.0, 39.054054054054056)"
07-01-2023 17:07:22.683797,"(3.9, 4.4, 4.394475138121547)","(7.5, 8.4, 8.323469387755102)","(9.0, 10.0, 9.99381443298969)","(21.0, 26.0, 26.5)","(5.0, 5.7, 5.622347629796839)","(41.0, 60.0, 57.69230769230769)","(91.0, 200.0, 198.57142857142858)","(8.0, 9.2, 9.085024154589371)","(26.0, 34.0, 32.62068965517241)","(19.0, 26.0, 25.19047619047619)","(8.0, 9.0, 8.996913580246913)","(101.0, 230.0, 228.57142857142858)","(31.0, 40.0, 39.04109589041096)"
07-01-2023 17:07:24.165703,"(3.9, 4.4, 4.394436717663422)","(7.5, 8.4, 8.323469387755102)","(9.0, 10.0, 9.99381443298969)","(21.0, 27.0, 26.63157894736842)","(5.0, 5.7, 5.622347629796839)","(41.0, 60.0, 57.69230769230769)","(91.0, 200.0, 198.57142857142858)","(8.0, 9.2, 9.085024154589371)","(26.0, 34.0, 32.62068965517241)","(19.0, 26.0, 25.19047619047619)","(8.0, 9.0, 8.996913580246913)","(101.0, 230.0, 228.57142857142858)","(31.0, 40.0, 38.888888888888886)"
07-01-2023 17:07:25.506088,"(3.9, 4.4, 4.394436717663422)","(7.5, 8.4, 8.323469387755102)","(9.0, 10.0, 9.99381443298969)","(21.0, 27.0, 26.63157894736842)","(5.0, 5.7, 5.622934232715008)","(41.0, 60.0, 57.69230769230769)","(91.0, 200.0, 198.57142857142858)","(8.0, 9.2, 9.105555555555554)","(26.0, 34.0, 32.62068965517241)","(19.0, 26.0, 25.19047619047619)","(8.0, 9.0, 8.99685534591195)","(101.0, 230.0, 228.57142857142858)","(31.0, 40.0, 38.888888888888886)"
07-01-2023 17:07:26.823606,"(3.9, 4.4, 4.394467496542186)","(7.5, 8.4, 8.321465968586388)","(9.0, 10.0, 9.913829787234043)","(21.0, 28.0, 27.043478260869566)","(5.0, 5.7, 5.62305909617613)","(41.0, 60.0, 57.69230769230769)","(91.0, 200.0, 198.46153846153845)","(8.0, 9.2, 9.1)","(26.0, 34.0, 32.9)","(19.0, 26.0, 25.19047619047619)","(8.0, 9.0, 8.996644295302014)","(101.0, 230.0, 228.57142857142858)","(31.0, 40.0, 38.903225806451616)"
07-01-2023 17:07:28.460780,"(3.9, 4.4, 4.393646408839779)","(7.5, 8.4, 8.321465968586388)","(9.0, 10.0, 9.900534759358289)","(21.0, 28.0, 27.043478260869566)","(5.0, 5.7, 5.62305909617613)","(41.0, 60.0, 57.55102040816327)","(91.0, 200.0, 198.46153846153845)","(8.0, 9.2, 9.074736842105263)","(26.0, 34.0, 32.9)","(19.0, 26.0, 25.19047619047619)","(8.0, 9.0, 8.996402877697841)","(101.0, 230.0, 225.0)","(31.0, 40.0, 38.903225806451616)"
07-01-2023 17:07:29.878283,"(3.9, 4.4, 4.393539325842697)","(7.5, 8.4, 8.327619047619047)","(8.5, 10.0, 9.8994708994709)","(21.0, 28.0, 27.043478260869566)","(5.0, 5.7, 5.623502304147465)","(41.0, 60.0, 57.55102040816327)","(91.0, 200.0, 198.46153846153845)","(8.0, 9.2, 9.074736842105263)","(26.0, 34.0, 32.9)","(19.0, 26.0, 25.19047619047619)","(8.0, 9.0, 9.066666666666666)","(101.0, 230.0, 223.33333333333334)","(31.0, 40.0, 38.888888888888886)"
07-01-2023 17:07:31.620816,"(3.9, 4.4, 4.393539325842697)","(7.5, 8.4, 8.327619047619047)","(8.5, 10.0, 9.8994708994709)","(21.0, 28.0, 27.043478260869566)","(5.0, 5.7, 5.6174642635177126)","(41.0, 60.0, 57.55102040816327)","(91.0, 200.0, 198.46153846153845)","(8.0, 9.2, 9.069230769230769)","(26.0, 34.0, 32.972972972972975)","(19.0, 26.0, 25.19047619047619)","(8.0, 9.2, 9.085714285714285)","(101.0, 230.0, 223.33333333333334)","(31.0, 40.0, 38.888888888888886)"
07-01-2023 17:07:33.230930,"(3.9, 4.4, 4.370955882352941)","(7.5, 8.4, 8.33968253968254)","(8.5, 10.0, 9.891079812206574)","(21.0, 28.0, 27.083333333333332)","(5.0, 5.7, 5.617770897832817)","(41.0, 60.0, 57.333333333333336)","(91.0, 200.0, 198.46153846153845)","(8.0, 9.2, 9.071351351351352)","(26.0, 34.0, 32.986666666666665)","(19.0, 26.0, 25.291666666666668)","(8.0, 9.2, 9.089108910891088)","(101.0, 230.0, 223.33333333333334)","(31.0, 40.0, 38.90625)"
07-01-2023 17:07:34.744442,"(3.9, 4.4, 4.3741835147744945)","(7.5, 8.4, 8.33968253968254)","(8.5, 10.0, 9.891079812206574)","(21.0, 28.0, 27.304347826086957)","(5.0, 5.7, 5.617770897832817)","(41.0, 60.0, 57.333333333333336)","(91.0, 200.0, 198.46153846153845)","(8.0, 9.2, 9.023703703703704)","(26.0, 34.0, 32.986666666666665)","(19.0, 26.0, 25.291666666666668)","(8.0, 9.2, 9.124067796610168)","(101.0, 230.0, 223.33333333333334)","(31.0, 40.0, 38.90625)"
