,Green And Shady,Magical Gem,The Admiral,Midnight Mystery,Ninetyone Dwyer,Zac Luvs To Fly,Rocky Path,Wunderkind,Red Cadillac
11-01-2023 18:00:46.139332,"(14.0, 17.0, 16.0)","(17.0, 21.0, 20.935483870967744)","(4.2, 5.4, 5.052173913043478)","(12.0, 16.5, 15.363636363636363)","(3.3, 4.1, 3.8666666666666667)","(10.0, 13.5, 13.25)","(26.0, 44.0, 42.90909090909091)","(4.8, 5.3, 5.263636363636364)","(10.0, 11.0, 10.076923076923077)"
11-01-2023 18:00:47.734550,"(14.0, 17.0, 16.0)","(17.0, 21.0, 20.935483870967744)","(4.2, 5.4, 5.052173913043478)","(12.0, 16.5, 15.363636363636363)","(3.3, 4.1, 3.8666666666666667)","(10.0, 13.5, 13.25)","(26.0, 44.0, 39.2)","(4.8, 5.3, 5.263636363636364)","(10.0, 11.0, 10.076923076923077)"
11-01-2023 18:00:49.430565,"(14.0, 17.0, 16.0)","(17.0, 21.0, 20.935483870967744)","(4.2, 5.4, 5.052173913043478)","(12.0, 16.5, 15.363636363636363)","(3.3, 4.1, 3.9384615384615382)","(10.0, 13.5, 13.25)","(26.0, 44.0, 39.2)","(4.8, 5.3, 5.263636363636364)","(10.0, 11.0, 10.076923076923077)"
11-01-2023 18:00:50.929896,"(14.0, 17.0, 16.0)","(17.0, 21.0, 20.875)","(4.2, 5.4, 5.052173913043478)","(12.0, 16.5, 16.05357142857143)","(3.3, 4.1, 3.8941176470588235)","(10.0, 13.5, 13.25)","(26.0, 44.0, 39.333333333333336)","(4.8, 5.3, 5.287878787878788)","(10.0, 11.0, 10.375)"
11-01-2023 18:00:52.497545,"(14.0, 17.0, 16.11111111111111)","(17.0, 21.0, 20.925925925925927)","(4.2, 5.4, 5.052173913043478)","(12.0, 16.5, 15.363636363636363)","(3.3, 4.1, 3.8631578947368417)","(10.0, 13.5, 13.25)","(26.0, 42.0, 38.0)","(4.8, 5.3, 5.288405797101449)","(10.0, 11.5, 10.375)"
11-01-2023 18:00:53.978764,"(14.0, 17.0, 16.0)","(17.0, 21.0, 20.925925925925927)","(4.2, 5.4, 5.052173913043478)","(12.0, 16.5, 15.363636363636363)","(3.3, 4.1, 3.8846153846153846)","(10.0, 13.5, 13.25)","(26.0, 42.0, 38.0)","(4.8, 5.3, 5.288405797101449)","(10.0, 11.5, 10.681818181818182)"
11-01-2023 18:00:55.382561,"(14.0, 17.0, 16.0)","(17.0, 21.0, 20.925925925925927)","(4.2, 5.4, 5.052173913043478)","(12.0, 16.5, 16.05357142857143)","(3.3, 4.0, 3.8846153846153846)","(10.0, 13.5, 13.25)","(26.0, 42.0, 40.54545454545455)","(4.8, 5.3, 5.288405797101449)","(10.0, 11.5, 10.75)"
11-01-2023 18:00:56.725398,"(14.0, 17.0, 16.0)","(17.0, 21.0, 20.925925925925927)","(4.2, 5.4, 5.052173913043478)","(12.0, 16.5, 16.05357142857143)","(3.3, 4.0, 3.8846153846153846)","(10.0, 13.5, 13.25)","(26.0, 42.0, 40.54545454545455)","(4.8, 5.3, 5.308333333333334)","(10.0, 11.5, 10.166666666666666)"
11-01-2023 18:00:58.065840,"(14.0, 17.0, 16.11111111111111)","(17.0, 21.0, 20.925925925925927)","(4.2, 5.4, 5.052173913043478)","(12.0, 16.5, 15.363636363636363)","(3.3, 4.0, 3.8846153846153846)","(10.0, 13.5, 13.25)","(26.0, 42.0, 38.0)","(4.8, 5.5, 5.308333333333334)","(10.0, 11.5, 10.166666666666666)"
11-01-2023 18:00:59.661125,"(14.0, 17.0, 16.11111111111111)","(17.0, 21.0, 20.925925925925927)","(4.2, 5.4, 5.052173913043478)","(12.0, 16.5, 15.363636363636363)","(3.3, 4.0, 3.8846153846153846)","(10.0, 13.5, 13.25)","(26.0, 42.0, 38.0)","(4.8, 5.5, 5.308333333333334)","(10.0, 11.5, 10.166666666666666)"
11-01-2023 18:01:01.071635,"(14.0, 17.0, 16.0)","(17.0, 21.0, 20.928571428571427)","(4.2, 5.4, 5.052173913043478)","(12.0, 16.5, 15.363636363636363)","(3.3, 4.0, 3.8846153846153846)","(10.0, 13.5, 13.25)","(26.0, 42.0, 38.0)","(4.8, 5.5, 5.557142857142857)","(10.0, 11.5, 10.166666666666666)"
11-01-2023 18:01:02.574469,"(14.0, 17.0, 16.0)","(17.0, 21.0, 20.928571428571427)","(4.2, 5.4, 5.109090909090909)","(12.0, 16.5, 15.363636363636363)","(3.3, 4.0, 3.8846153846153846)","(10.0, 13.5, 13.25)","(26.0, 42.0, 38.0)","(4.8, 5.6, 5.3428571428571425)","(10.0, 11.5, 10.166666666666666)"
11-01-2023 18:01:03.865863,"(14.0, 17.0, 16.11111111111111)","(17.0, 21.0, 20.925925925925927)","(4.2, 5.4, 5.24)","(12.0, 16.5, 15.363636363636363)","(3.3, 4.0, 3.8846153846153846)","(10.0, 13.5, 13.25)","(26.0, 42.0, 38.0)","(4.8, 5.6, 6.0)","(10.0, 11.5, 10.166666666666666)"
11-01-2023 18:01:05.196654,"(14.0, 17.0, 16.11111111111111)","(17.0, 21.0, 20.857142857142858)","(4.2, 5.4, 5.24)","(12.0, 16.5, 15.363636363636363)","(3.3, 4.0, 3.8846153846153846)","(10.0, 13.5, 13.25)","(26.0, 40.0, 38.0)","(4.8, 6.4, 5.785714285714286)","(10.0, 11.5, 11.038461538461538)"
11-01-2023 18:01:06.485661,"(14.0, 17.0, 16.11111111111111)","(17.0, 21.0, 20.857142857142858)","(4.2, 5.4, 5.24)","(12.0, 16.5, 15.363636363636363)","(3.3, 4.0, 3.8846153846153846)","(10.0, 13.5, 13.25)","(26.0, 40.0, 36.4)","(4.8, 6.0, 5.716393442622951)","(10.0, 11.5, 11.086206896551724)"
11-01-2023 18:01:07.702310,"(14.0, 17.0, 16.11111111111111)","(17.0, 21.0, 20.857142857142858)","(4.2, 5.4, 5.24)","(12.0, 16.5, 15.363636363636363)","(3.3, 4.0, 3.8333333333333335)","(10.0, 13.5, 13.25)","(26.0, 40.0, 36.4)","(4.8, 5.9, 5.426315789473684)","(10.0, 11.5, 10.75)"
11-01-2023 18:01:08.993090,"(14.0, 17.0, 16.11111111111111)","(17.0, 21.0, 20.857142857142858)","(4.2, 5.4, 5.260869565217392)","(12.0, 16.5, 15.363636363636363)","(3.4, 4.0, 3.8333333333333335)","(10.0, 13.5, 13.25)","(31.0, 40.0, 36.4)","(4.8, 5.9, 5.426315789473684)","(10.0, 11.5, 10.75)"
11-01-2023 18:01:10.368191,"(14.0, 17.0, 16.11111111111111)","(17.0, 21.0, 20.857142857142858)","(4.2, 5.4, 5.260869565217392)","(12.0, 16.5, 15.363636363636363)","(3.4, 4.0, 3.8333333333333335)","(10.0, 13.5, 13.25)","(31.0, 40.0, 36.4)","(4.8, 5.9, 5.426315789473684)","(10.0, 11.5, 10.75)"
11-01-2023 18:01:11.853226,"(14.0, 17.0, 16.11111111111111)","(17.0, 21.0, 20.857142857142858)","(4.2, 5.4, 5.260869565217392)","(12.0, 16.5, 15.363636363636363)","(3.4, 4.0, 3.8125)","(10.0, 13.5, 13.25)","(31.0, 40.0, 36.4)","(4.8, 5.9, 5.426315789473684)","(10.0, 11.5, 10.75)"
11-01-2023 18:01:13.263176,"(14.0, 17.0, 16.11111111111111)","(17.0, 20.0, 19.962962962962962)","(4.2, 5.4, 5.260869565217392)","(12.0, 16.5, 15.363636363636363)","(3.4, 4.0, 3.8125)","(10.0, 13.5, 13.25)","(31.0, 40.0, 37.0)","(4.8, 5.9, 5.426315789473684)","(10.0, 11.5, 10.75)"
11-01-2023 18:01:14.679892,"(14.0, 17.0, 16.11111111111111)","(17.0, 20.0, 19.928571428571427)","(4.2, 5.4, 5.260869565217392)","(12.0, 16.5, 15.363636363636363)","(3.4, 4.0, 3.8125)","(10.0, 13.5, 13.25)","(31.0, 40.0, 37.0)","(4.8, 5.9, 5.426315789473684)","(10.0, 11.5, 10.75)"
11-01-2023 18:01:16.510857,"(14.0, 17.0, 16.11111111111111)","(17.0, 20.0, 19.928571428571427)","(4.2, 5.4, 5.260869565217392)","(12.0, 16.5, 15.363636363636363)","(3.4, 4.0, 3.8125)","(10.0, 13.5, 13.25)","(26.0, 40.0, 37.0)","(4.8, 5.9, 5.426315789473684)","(10.0, 11.5, 10.75)"
11-01-2023 18:01:18.440646,"(14.0, 17.0, 16.0)","(17.0, 20.0, 19.928571428571427)","(4.2, 5.4, 5.260869565217392)","(12.0, 16.5, 15.363636363636363)","(3.4, 4.0, 3.8125)","(10.0, 13.5, 13.25)","(26.0, 40.0, 38.54545454545455)","(4.8, 5.8, 5.6)","(10.0, 11.5, 10.75)"
11-01-2023 18:01:20.115035,"(14.0, 17.0, 16.0)","(17.0, 20.0, 19.928571428571427)","(4.2, 5.4, 5.260869565217392)","(12.0, 16.5, 15.363636363636363)","(3.4, 4.0, 3.8125)","(10.0, 13.5, 13.25)","(26.0, 40.0, 38.54545454545455)","(4.8, 5.8, 5.6)","(10.0, 11.5, 10.75)"
11-01-2023 18:01:21.539352,"(14.0, 17.0, 16.0)","(17.0, 20.0, 19.928571428571427)","(4.2, 5.4, 5.317948717948719)","(12.0, 16.5, 15.363636363636363)","(3.4, 4.0, 3.8125)","(10.0, 13.5, 13.25)","(26.0, 40.0, 38.54545454545455)","(4.8, 5.7, 5.46)","(10.0, 11.5, 10.75)"
11-01-2023 18:01:22.967874,"(14.0, 17.0, 16.0)","(17.0, 20.0, 19.928571428571427)","(4.2, 5.4, 5.260869565217392)","(12.0, 16.5, 15.363636363636363)","(3.4, 4.0, 3.8071428571428574)","(10.0, 13.5, 13.25)","(26.0, 40.0, 38.857142857142854)","(4.8, 5.7, 5.46)","(10.0, 11.5, 10.75)"
11-01-2023 18:01:24.329085,"(14.0, 17.0, 16.0)","(17.0, 20.0, 19.928571428571427)","(4.2, 5.4, 5.285714285714286)","(12.0, 16.5, 15.666666666666666)","(3.4, 4.0, 3.8071428571428574)","(10.0, 13.5, 13.25)","(26.0, 40.0, 38.0)","(4.8, 5.7, 5.46)","(10.0, 11.5, 10.75)"
11-01-2023 18:01:25.794324,"(14.0, 17.0, 16.0)","(17.0, 20.0, 19.928571428571427)","(4.2, 5.4, 5.285714285714286)","(12.0, 16.5, 15.666666666666666)","(3.4, 4.0, 3.8071428571428574)","(10.0, 13.5, 13.25)","(26.0, 40.0, 38.0)","(4.8, 5.7, 5.46)","(10.0, 11.5, 10.75)"
11-01-2023 18:01:27.233277,"(14.0, 17.0, 16.0)","(17.0, 20.0, 19.928571428571427)","(4.2, 5.4, 5.285714285714286)","(12.0, 16.5, 15.666666666666666)","(3.4, 4.0, 3.8071428571428574)","(10.0, 13.5, 13.25)","(26.0, 40.0, 38.0)","(4.8, 5.7, 5.46)","(10.0, 11.5, 10.75)"
11-01-2023 18:01:28.570176,"(14.0, 17.0, 16.0)","(17.0, 20.0, 19.928571428571427)","(4.2, 5.4, 5.285714285714286)","(12.0, 16.5, 15.666666666666666)","(3.4, 4.0, 3.8071428571428574)","(10.0, 13.5, 13.25)","(26.0, 40.0, 38.0)","(4.8, 5.7, 5.46)","(10.0, 11.5, 10.75)"
11-01-2023 18:01:29.898489,"(14.0, 17.0, 16.0)","(17.0, 20.0, 19.928571428571427)","(4.2, 5.4, 5.285714285714286)","(12.0, 16.5, 15.666666666666666)","(3.4, 4.0, 3.8071428571428574)","(10.0, 13.5, 13.25)","(26.0, 40.0, 38.0)","(4.8, 5.7, 5.46)","(10.0, 11.5, 10.75)"
11-01-2023 18:01:31.268046,"(14.0, 17.0, 16.0)","(17.0, 20.0, 19.833333333333332)","(4.2, 5.4, 5.258823529411765)","(12.0, 16.5, 15.666666666666666)","(3.4, 4.0, 3.8071428571428574)","(10.0, 13.5, 13.25)","(26.0, 40.0, 38.0)","(4.8, 5.7, 5.46)","(10.0, 11.5, 10.75)"
11-01-2023 18:01:32.546948,"(14.0, 17.0, 16.0)","(17.0, 21.0, 19.833333333333332)","(4.2, 5.4, 5.258823529411765)","(12.0, 16.5, 15.666666666666666)","(3.4, 4.0, 3.8071428571428574)","(10.0, 13.5, 13.25)","(26.0, 40.0, 38.0)","(4.8, 5.7, 5.46)","(10.0, 11.5, 10.409090909090908)"
11-01-2023 18:01:33.886699,"(14.0, 17.0, 16.0)","(17.0, 21.0, 19.81578947368421)","(4.2, 5.4, 5.28)","(12.0, 16.5, 15.666666666666666)","(3.4, 4.0, 3.8071428571428574)","(10.0, 13.5, 13.25)","(26.0, 40.0, 38.0)","(4.8, 5.7, 5.46)","(10.0, 11.5, 10.409090909090908)"
11-01-2023 18:01:35.369718,"(14.0, 17.0, 16.0)","(17.0, 21.0, 19.81578947368421)","(4.2, 5.4, 5.28)","(12.0, 16.5, 16.023809523809526)","(3.4, 4.0, 3.8392857142857144)","(10.0, 13.5, 13.25)","(26.0, 40.0, 38.0)","(4.8, 5.7, 5.46)","(10.0, 11.5, 9.5)"
11-01-2023 18:01:36.660483,"(14.0, 17.0, 16.0)","(17.0, 21.0, 19.81578947368421)","(4.2, 5.4, 5.28)","(12.0, 16.5, 16.065217391304348)","(3.4, 4.0, 3.8392857142857144)","(10.0, 13.5, 13.25)","(26.0, 40.0, 38.0)","(4.8, 5.7, 5.34)","(10.0, 9.8, 9.5)"
11-01-2023 18:01:37.897391,"(14.0, 17.0, 16.0)","(17.0, 21.0, 19.81578947368421)","(4.2, 5.4, 5.28)","(12.0, 16.5, 16.065217391304348)","(3.4, 4.0, 4.485106382978723)","(10.0, 13.5, 13.25)","(26.0, 40.0, 38.0)","(4.8, 5.7, 5.621052631578948)","(10.0, 9.8, 9.5)"
11-01-2023 18:01:39.303585,"(14.0, 17.0, 16.0)","(17.0, 21.0, 20.26829268292683)","(4.2, 5.4, 5.28)","(12.0, 16.5, 15.071428571428571)","(3.4, 4.6, 4.2785714285714285)","(10.0, 13.5, 13.25)","(26.0, 40.0, 38.0)","(4.8, 5.7, 5.353846153846154)","(10.0, 9.8, 9.5)"
11-01-2023 18:01:40.650308,"(14.0, 17.0, 16.11111111111111)","(17.0, 21.0, 20.26829268292683)","(4.2, 5.4, 5.28)","(12.0, 16.5, 15.071428571428571)","(3.4, 4.6, 4.238888888888889)","(10.0, 13.5, 13.25)","(26.0, 40.0, 38.0)","(4.8, 5.7, 5.317647058823529)","(10.0, 9.8, 9.5)"
11-01-2023 18:01:41.917304,"(14.0, 17.0, 16.11111111111111)","(17.0, 21.0, 20.26829268292683)","(4.2, 5.4, 5.285714285714286)","(12.0, 16.5, 15.071428571428571)","(3.4, 4.6, 4.238888888888889)","(10.0, 13.5, 13.25)","(26.0, 40.0, 38.0)","(4.8, 5.7, 5.558333333333333)","(10.0, 9.8, 9.5)"
11-01-2023 18:01:43.191503,"(14.0, 17.0, 16.11111111111111)","(17.0, 21.0, 20.26829268292683)","(4.2, 5.4, 5.285714285714286)","(12.0, 16.5, 15.071428571428571)","(3.4, 4.6, 4.4125)","(10.0, 13.5, 13.25)","(26.0, 40.0, 38.0)","(4.8, 5.6, 5.32)","(10.0, 9.8, 9.5)"
11-01-2023 18:01:44.448346,"(14.0, 17.0, 16.11111111111111)","(17.0, 21.0, 20.26829268292683)","(4.2, 5.4, 5.285714285714286)","(12.0, 16.5, 15.071428571428571)","(3.4, 4.6, 4.4125)","(10.0, 13.5, 13.25)","(26.0, 40.0, 38.0)","(4.8, 5.5, 5.32)","(10.0, 9.8, 9.5)"
11-01-2023 18:01:45.835569,"(14.0, 17.0, 16.11111111111111)","(17.0, 21.0, 20.26829268292683)","(4.2, 5.4, 5.28)","(12.0, 16.5, 15.428571428571429)","(3.4, 4.6, 4.322222222222222)","(10.0, 13.5, 13.25)","(26.0, 40.0, 38.22222222222222)","(4.8, 5.5, 5.32)","(10.0, 9.8, 9.5)"
11-01-2023 18:01:47.255079,"(14.0, 17.0, 16.25)","(17.0, 21.0, 20.26829268292683)","(4.2, 5.4, 5.28)","(12.0, 16.5, 15.428571428571429)","(3.4, 4.5, 4.322222222222222)","(10.0, 13.5, 13.25)","(26.0, 40.0, 37.714285714285715)","(4.8, 5.5, 5.242857142857143)","(10.0, 9.8, 9.697560975609758)"
11-01-2023 18:01:48.585565,"(14.0, 17.0, 16.25)","(17.0, 21.0, 20.26829268292683)","(4.2, 5.4, 5.28)","(12.0, 16.5, 15.428571428571429)","(3.4, 4.5, 4.322222222222222)","(10.0, 13.5, 13.25)","(26.0, 40.0, 38.54545454545455)","(4.8, 5.5, 5.242857142857143)","(10.0, 9.8, 9.700000000000001)"
11-01-2023 18:01:49.809759,"(14.0, 17.0, 16.25)","(17.0, 21.0, 20.26829268292683)","(4.2, 5.4, 5.28)","(12.0, 16.5, 15.428571428571429)","(3.4, 4.5, 4.322222222222222)","(10.0, 13.5, 13.25)","(26.0, 40.0, 38.54545454545455)","(4.8, 5.5, 5.242857142857143)","(10.0, 9.8, 9.566666666666666)"
11-01-2023 18:01:51.126386,"(14.0, 17.0, 16.25)","(17.0, 21.0, 20.26829268292683)","(4.2, 5.4, 5.28)","(12.0, 16.5, 15.428571428571429)","(3.4, 4.5, 4.271428571428571)","(10.0, 13.5, 13.25)","(26.0, 40.0, 38.54545454545455)","(4.8, 5.5, 5.242857142857143)","(10.0, 9.8, 9.566666666666666)"
11-01-2023 18:01:52.490563,"(14.0, 17.0, 16.25)","(17.0, 21.0, 19.75)","(4.4, 5.4, 5.28)","(12.0, 16.5, 15.428571428571429)","(3.4, 4.5, 4.271428571428571)","(10.0, 13.5, 13.25)","(26.0, 40.0, 38.285714285714285)","(4.8, 5.5, 5.242857142857143)","(10.0, 9.8, 9.3)"
11-01-2023 18:01:54.312652,"(14.0, 17.0, 16.11111111111111)","(17.0, 21.0, 19.75)","(4.4, 5.4, 5.28)","(12.0, 16.5, 15.428571428571429)","(3.4, 4.5, 4.3769230769230765)","(10.0, 13.5, 13.25)","(26.0, 40.0, 38.285714285714285)","(4.8, 5.5, 5.242857142857143)","(10.0, 9.4, 9.3)"
11-01-2023 18:01:56.107976,"(14.0, 17.0, 16.11111111111111)","(17.0, 21.0, 19.75)","(4.4, 5.4, 5.28)","(12.0, 16.5, 15.428571428571429)","(3.4, 4.5, 4.3769230769230765)","(10.0, 13.5, 13.25)","(26.0, 40.0, 39.05882352941177)","(4.8, 5.5, 5.464)","(10.0, 10.0, 9.061818181818182)"
11-01-2023 18:01:57.680897,"(14.0, 17.0, 16.11111111111111)","(17.0, 21.0, 19.75)","(4.4, 5.4, 5.28)","(12.0, 16.5, 15.5625)","(3.4, 4.5, 4.3769230769230765)","(10.0, 13.5, 13.25)","(26.0, 40.0, 39.05882352941177)","(4.8, 5.5, 5.464)","(10.0, 10.0, 9.136842105263158)"
11-01-2023 18:01:59.310691,"(14.0, 17.0, 16.0)","(17.0, 21.0, 19.75)","(4.4, 5.4, 5.28)","(12.0, 16.5, 15.25)","(3.4, 4.5, 4.3545454545454545)","(10.0, 13.5, 13.25)","(26.0, 40.0, 37.0)","(4.8, 5.5, 5.464)","(10.0, 10.0, 9.053846153846154)"
11-01-2023 18:02:00.860218,"(14.0, 17.0, 16.0)","(17.0, 21.0, 20.26829268292683)","(4.4, 5.4, 5.28)","(12.0, 16.5, 15.25)","(3.4, 4.5, 4.4)","(10.0, 13.5, 13.25)","(26.0, 40.0, 37.0)","(4.8, 5.5, 5.464)","(10.0, 9.6, 9.25)"
11-01-2023 18:02:02.194961,"(14.0, 17.0, 16.0)","(17.0, 21.0, 20.26829268292683)","(4.4, 5.4, 5.28)","(12.0, 16.5, 15.25)","(3.4, 4.5, 4.4)","(10.0, 13.5, 13.25)","(26.0, 40.0, 37.0)","(4.8, 5.5, 5.464)","(10.0, 9.6, 9.25)"
11-01-2023 18:02:03.629886,"(14.0, 17.0, 16.0)","(17.0, 21.0, 20.26829268292683)","(4.4, 5.4, 5.28)","(12.0, 16.5, 15.25)","(3.4, 4.5, 4.4)","(10.0, 13.5, 13.25)","(26.0, 40.0, 37.0)","(4.8, 5.5, 5.464)","(10.0, 9.6, 8.984615384615385)"
11-01-2023 18:02:04.824419,"(14.0, 17.0, 16.0)","(17.0, 21.0, 20.26829268292683)","(4.4, 5.4, 5.2153846153846155)","(12.0, 16.5, 15.25)","(3.4, 4.5, 4.4)","(10.0, 13.5, 12.75)","(26.0, 40.0, 37.0)","(4.8, 5.5, 5.464)","(10.0, 9.4, 8.984615384615385)"
11-01-2023 18:02:06.099378,"(14.0, 17.0, 16.11111111111111)","(17.0, 21.0, 20.26829268292683)","(4.4, 5.4, 5.2153846153846155)","(12.0, 16.5, 15.607142857142858)","(3.4, 4.5, 4.4)","(10.0, 13.5, 13.166666666666666)","(26.0, 40.0, 37.0)","(4.8, 5.5, 5.464)","(10.0, 9.4, 8.831578947368422)"
11-01-2023 18:02:07.525878,"(14.0, 17.0, 16.11111111111111)","(17.0, 21.0, 20.333333333333332)","(4.4, 5.4, 5.2153846153846155)","(12.0, 16.5, 15.5)","(3.4, 4.5, 4.4)","(10.0, 13.5, 12.6)","(26.0, 40.0, 37.0)","(4.8, 5.5, 5.464)","(10.0, 9.0, 8.869387755102041)"
11-01-2023 18:02:09.156464,"(14.0, 17.0, 16.11111111111111)","(17.0, 21.0, 20.333333333333332)","(4.4, 5.4, 5.2153846153846155)","(12.0, 16.5, 15.5)","(3.4, 4.5, 4.4)","(10.0, 13.5, 12.6)","(26.0, 40.0, 37.0)","(4.8, 5.5, 5.464)","(10.0, 9.0, 8.872)"
11-01-2023 18:02:10.959753,"(14.0, 17.0, 16.11111111111111)","(17.0, 21.0, 20.333333333333332)","(4.4, 5.4, 5.290909090909091)","(12.0, 16.5, 15.25)","(3.4, 4.5, 4.575)","(10.0, 13.5, 12.6)","(26.0, 40.0, 37.0)","(4.8, 5.5, 5.457692307692308)","(10.0, 9.0, 8.861538461538462)"
11-01-2023 18:02:12.664723,"(14.0, 17.0, 16.11111111111111)","(17.0, 21.0, 20.333333333333332)","(4.4, 5.4, 5.290909090909091)","(12.0, 16.5, 15.25)","(3.4, 4.7, 4.5)","(10.0, 13.5, 12.6)","(26.0, 40.0, 38.769230769230774)","(4.8, 5.5, 5.457692307692308)","(10.0, 9.0, 9.184905660377359)"
11-01-2023 18:02:14.397511,"(14.0, 17.0, 16.11111111111111)","(17.0, 21.0, 20.333333333333332)","(4.4, 5.4, 5.290909090909091)","(12.0, 16.5, 15.25)","(3.4, 4.6, 4.5)","(10.0, 13.5, 12.6)","(26.0, 40.0, 38.769230769230774)","(4.8, 5.5, 5.457692307692308)","(10.0, 9.6, 9.184905660377359)"
11-01-2023 18:02:16.527293,"(14.0, 17.0, 16.11111111111111)","(17.0, 21.0, 20.333333333333332)","(4.4, 5.4, 5.290909090909091)","(12.0, 16.5, 15.428571428571429)","(3.4, 4.6, 4.5)","(10.0, 13.5, 12.681818181818182)","(26.0, 40.0, 39.05882352941177)","(4.8, 5.5, 5.452173913043478)","(10.0, 9.6, 9.184905660377359)"
11-01-2023 18:02:18.624432,"(14.0, 17.0, 16.11111111111111)","(17.0, 21.0, 19.697674418604652)","(4.4, 5.4, 5.290909090909091)","(12.0, 16.5, 15.428571428571429)","(3.4, 4.6, 4.575)","(10.0, 13.5, 12.681818181818182)","(26.0, 40.0, 38.0)","(4.8, 5.5, 5.127586206896551)","(10.0, 9.4, 9.30857142857143)"
11-01-2023 18:02:20.084619,"(14.0, 17.0, 16.11111111111111)","(17.0, 20.0, 19.697674418604652)","(4.4, 5.4, 5.290909090909091)","(12.0, 16.5, 15.428571428571429)","(3.4, 4.7, 4.575)","(10.0, 13.5, 12.681818181818182)","(26.0, 40.0, 38.0)","(4.8, 5.2, 5.127586206896551)","(10.0, 9.4, 9.30857142857143)"
11-01-2023 18:02:21.464918,"(14.0, 17.0, 16.11111111111111)","(17.0, 20.0, 19.697674418604652)","(4.4, 5.4, 5.290909090909091)","(12.0, 16.5, 15.428571428571429)","(3.4, 4.7, 4.433333333333334)","(10.0, 13.5, 12.681818181818182)","(26.0, 40.0, 38.0)","(4.8, 5.2, 5.13)","(10.0, 9.4, 9.351515151515152)"
11-01-2023 18:02:22.876256,"(14.0, 17.0, 16.11111111111111)","(17.0, 20.0, 19.697674418604652)","(4.4, 5.4, 5.290909090909091)","(12.0, 17.0, 15.428571428571429)","(3.4, 4.7, 4.433333333333334)","(10.0, 13.5, 12.681818181818182)","(26.0, 40.0, 38.0)","(4.8, 5.2, 5.119230769230769)","(10.0, 9.6, 9.207142857142857)"
11-01-2023 18:02:24.254526,"(14.0, 17.0, 16.11111111111111)","(17.0, 20.0, 19.697674418604652)","(4.4, 5.4, 5.290909090909091)","(12.0, 16.5, 15.428571428571429)","(3.4, 4.7, 4.4714285714285715)","(10.0, 13.5, 12.681818181818182)","(26.0, 40.0, 38.769230769230774)","(4.8, 5.2, 5.119230769230769)","(10.0, 9.6, 8.866666666666667)"
11-01-2023 18:02:25.706139,"(14.0, 17.0, 16.11111111111111)","(17.0, 20.0, 19.697674418604652)","(4.4, 5.4, 5.290909090909091)","(12.0, 16.5, 15.428571428571429)","(3.4, 4.7, 4.4714285714285715)","(10.0, 13.5, 12.147058823529411)","(26.0, 40.0, 38.22222222222222)","(4.8, 5.2, 5.119230769230769)","(10.0, 9.6, 8.914285714285715)"
11-01-2023 18:02:27.166657,"(14.0, 17.0, 16.11111111111111)","(17.0, 20.0, 19.697674418604652)","(4.4, 5.4, 5.290909090909091)","(12.0, 16.5, 15.428571428571429)","(3.4, 4.7, 4.4714285714285715)","(10.0, 13.5, 12.147058823529411)","(26.0, 40.0, 38.22222222222222)","(4.8, 5.2, 5.119230769230769)","(10.0, 9.6, 8.914285714285715)"
11-01-2023 18:02:28.491638,"(14.0, 17.0, 16.11111111111111)","(17.0, 20.0, 19.697674418604652)","(4.4, 5.4, 5.290909090909091)","(12.0, 16.5, 15.428571428571429)","(3.4, 4.7, 4.4714285714285715)","(10.0, 13.5, 12.147058823529411)","(26.0, 40.0, 38.769230769230774)","(4.8, 5.2, 5.119230769230769)","(10.0, 9.6, 8.861538461538462)"
11-01-2023 18:02:29.920496,"(14.0, 17.0, 16.11111111111111)","(17.0, 20.0, 19.697674418604652)","(4.4, 5.4, 5.290909090909091)","(12.0, 16.5, 15.428571428571429)","(3.4, 4.7, 4.4714285714285715)","(10.0, 13.5, 12.147058823529411)","(26.0, 40.0, 38.769230769230774)","(4.8, 5.2, 5.119230769230769)","(10.0, 9.6, 8.861538461538462)"
11-01-2023 18:02:31.363418,"(14.0, 17.0, 16.11111111111111)","(17.0, 20.0, 19.697674418604652)","(4.4, 5.4, 5.290909090909091)","(12.0, 16.5, 15.428571428571429)","(3.4, 4.7, 4.4714285714285715)","(10.0, 13.5, 12.147058823529411)","(26.0, 40.0, 38.769230769230774)","(4.8, 5.2, 5.119230769230769)","(10.0, 9.6, 8.861538461538462)"
11-01-2023 18:02:32.874928,"(14.0, 17.0, 16.11111111111111)","(17.0, 19.5, 19.483870967741936)","(4.4, 5.4, 5.290909090909091)","(13.0, 16.5, 15.428571428571429)","(3.4, 4.7, 4.4714285714285715)","(10.0, 13.5, 12.147058823529411)","(26.0, 40.0, 38.769230769230774)","(4.8, 5.2, 5.119230769230769)","(8.5, 9.6, 8.861538461538462)"
11-01-2023 18:02:34.359778,"(14.0, 17.0, 16.11111111111111)","(17.0, 19.5, 19.483870967741936)","(4.4, 5.4, 5.290909090909091)","(13.0, 16.5, 15.428571428571429)","(3.4, 4.7, 4.4714285714285715)","(10.0, 13.5, 12.147058823529411)","(26.0, 40.0, 38.769230769230774)","(4.8, 5.2, 5.119230769230769)","(8.5, 9.6, 8.861538461538462)"
