,Nelly Bigtime,Prodigal Guinness Nz,Mega Star,The Mighty Mondo Nz,Hezashadowplaya Nz,Miss Maravu,Rainbow Jet,Wotnow Swanee,Its Inevitable Nz
10-01-2023 18:13:29.690224,"(4.6, 6.6, 6.380821917808219)","(1.5, 99999, 99990)","(26.0, 60.0, 58.13333333333333)","(7.5, 99999, 99990)","(9.0, 99999, 99990)","(26.0, 65.0, 63.083333333333336)","(81.0, 140.0, 130.0)","(61.0, 110.0, 93.33333333333333)","(101.0, 99999, 99990)"
10-01-2023 18:13:31.122832,"(4.6, 6.6, 6.377777777777777)","(1.5, 99999, 99990)","(26.0, 60.0, 58.13333333333333)","(7.5, 99999, 99990)","(9.0, 99999, 99990)","(26.0, 65.0, 57.230769230769226)","(81.0, 140.0, 134.0)","(61.0, 120.0, 90.0)","(101.0, 99999, 99990)"
10-01-2023 18:13:32.730818,"(4.6, 6.6, 6.3882352941176475)","(1.5, 99999, 99990)","(26.0, 60.0, 58.13333333333333)","(7.5, 99999, 99990)","(9.0, 99999, 99990)","(26.0, 60.0, 58.5)","(81.0, 140.0, 134.0)","(61.0, 110.0, 93.33333333333333)","(101.0, 99999, 99990)"
10-01-2023 18:13:34.201631,"(4.6, 6.4, 6.36)","(1.5, 99999, 99990)","(26.0, 60.0, 58.44444444444444)","(7.5, 99999, 99990)","(9.0, 99999, 99990)","(26.0, 60.0, 57.75)","(81.0, 140.0, 137.85714285714286)","(61.0, 120.0, 90.0)","(101.0, 99999, 99990)"
10-01-2023 18:13:35.800999,"(4.6, 6.6, 6.36)","(1.5, 99999, 99990)","(26.0, 60.0, 61.2)","(7.5, 99999, 99990)","(9.0, 99999, 99990)","(26.0, 60.0, 63.77777777777778)","(81.0, 140.0, 137.85714285714286)","(61.0, 110.0, 100.0)","(101.0, 99999, 99990)"
10-01-2023 18:13:37.483332,"(4.6, 6.6, 6.389189189189189)","(1.5, 99999, 99990)","(26.0, 65.0, 62.46666666666667)","(7.5, 99999, 99990)","(9.0, 99999, 99990)","(26.0, 70.0, 62.44444444444444)","(81.0, 140.0, 137.85714285714286)","(61.0, 120.0, 100.0)","(101.0, 99999, 99990)"
10-01-2023 18:13:39.395955,"(4.6, 6.6, 6.389189189189189)","(1.5, 99999, 99990)","(26.0, 65.0, 62.46666666666667)","(7.5, 99999, 99990)","(9.0, 99999, 99990)","(26.0, 65.0, 62.44444444444444)","(81.0, 140.0, 137.85714285714286)","(61.0, 120.0, 100.0)","(101.0, 99999, 99990)"
10-01-2023 18:13:41.328719,"(4.6, 6.6, 6.389189189189189)","(1.5, 99999, 99990)","(26.0, 65.0, 62.46666666666667)","(7.5, 99999, 99990)","(9.0, 99999, 99990)","(26.0, 65.0, 62.44444444444444)","(81.0, 140.0, 137.85714285714286)","(61.0, 120.0, 113.33333333333334)","(101.0, 99999, 99990)"
10-01-2023 18:13:42.896411,"(4.6, 6.6, 6.386666666666667)","(1.5, 99999, 99990)","(26.0, 65.0, 62.46666666666667)","(7.5, 99999, 99990)","(9.0, 99999, 99990)","(26.0, 65.0, 58.0)","(81.0, 140.0, 137.85714285714286)","(61.0, 120.0, 108.57142857142857)","(101.0, 99999, 99990)"
10-01-2023 18:13:44.515466,"(4.6, 6.6, 6.386666666666667)","(1.5, 99999, 99990)","(26.0, 65.0, 62.46666666666667)","(7.5, 99999, 99990)","(9.0, 99999, 99990)","(26.0, 60.0, 62.44444444444444)","(81.0, 140.0, 137.85714285714286)","(61.0, 120.0, 113.33333333333334)","(101.0, 99999, 99990)"
10-01-2023 18:13:46.025027,"(4.6, 6.6, 6.386666666666667)","(1.5, 99999, 99990)","(26.0, 65.0, 62.46666666666667)","(7.5, 99999, 99990)","(9.0, 99999, 99990)","(26.0, 65.0, 58.0)","(81.0, 140.0, 144.66666666666666)","(61.0, 120.0, 96.66666666666667)","(101.0, 99999, 99990)"
10-01-2023 18:13:47.499249,"(4.6, 6.6, 6.371428571428571)","(1.5, 99999, 99990)","(26.0, 65.0, 62.285714285714285)","(7.5, 99999, 99990)","(9.0, 99999, 99990)","(26.0, 60.0, 57.75)","(81.0, 150.0, 145.0)","(61.0, 120.0, 102.5)","(101.0, 99999, 99990)"
10-01-2023 18:13:48.859658,"(4.6, 6.6, 6.371428571428571)","(1.5, 99999, 99990)","(26.0, 65.0, 62.285714285714285)","(7.5, 99999, 99990)","(9.0, 99999, 99990)","(26.0, 60.0, 54.6)","(81.0, 150.0, 144.66666666666666)","(61.0, 120.0, 102.5)","(101.0, 99999, 99990)"
10-01-2023 18:13:50.282314,"(4.6, 6.6, 6.4622222222222225)","(1.5, 99999, 99990)","(26.0, 65.0, 61.54545454545455)","(7.5, 99999, 99990)","(9.0, 99999, 99990)","(26.0, 60.0, 57.75)","(81.0, 150.0, 150.9090909090909)","(61.0, 120.0, 108.33333333333333)","(101.0, 99999, 99990)"
10-01-2023 18:13:51.744416,"(4.6, 6.8, 6.4622222222222225)","(1.5, 99999, 99990)","(26.0, 65.0, 67.75)","(7.5, 99999, 99990)","(9.0, 99999, 99990)","(26.0, 60.0, 69.5)","(81.0, 160.0, 143.33333333333331)","(61.0, 120.0, 147.5)","(101.0, 99999, 99990)"
10-01-2023 18:13:53.232160,"(4.6, 13.0, 10.2)","(1.5, 99999, 99990)","(26.0, 75.0, 57.0)","(7.5, 99999, 99990)","(9.0, 99999, 99990)","(26.0, 110.0, 54.5)","(81.0, 320.0, 246.25)","(61.0, 180.0, 110.0)","(101.0, 99999, 99990)"
10-01-2023 18:13:54.579689,"(4.6, 13.0, 5.388888888888889)","(1.5, 99999, 99990)","(26.0, 65.0, 45.0)","(7.5, 99999, 99990)","(9.0, 99999, 99990)","(26.0, 80.0, 54.5)","(81.0, 310.0, 246.25)","(61.0, 130.0, 110.0)","(101.0, 99999, 99990)"
10-01-2023 18:13:55.970711,"(4.6, 7.8, 5.63)","(1.5, 99999, 99990)","(26.0, 65.0, 45.0)","(7.5, 99999, 99990)","(9.0, 99999, 99990)","(26.0, 80.0, 54.5)","(81.0, 310.0, 185.0)","(61.0, 130.0, 92.5)","(101.0, 99999, 99990)"
10-01-2023 18:13:57.334520,"(4.6, 7.8, 5.63)","(1.5, 99999, 99990)","(26.0, 65.0, 53.57142857142857)","(7.5, 99999, 99990)","(9.0, 99999, 99990)","(26.0, 80.0, 46.0)","(81.0, 310.0, 117.5)","(61.0, 130.0, 92.5)","(101.0, 99999, 99990)"
10-01-2023 18:13:58.821526,"(4.6, 7.8, 5.63)","(1.5, 99999, 99990)","(26.0, 65.0, 53.57142857142857)","(7.5, 99999, 99990)","(9.0, 99999, 99990)","(26.0, 80.0, 46.0)","(81.0, 290.0, 136.66666666666669)","(61.0, 130.0, 92.5)","(101.0, 99999, 99990)"
