,Kobe Rocks,Hollywood North,Reformist,Optimo,Nickelback,Conference
11-01-2023 14:19:10.188649,"(4.4, 5.2, 5.1430232558139535)","(5.0, 5.8, 5.666666666666666)","(5.0, 6.0, 5.970731707317073)","(4.4, 5.3, 5.272)","(3.1, 4.1, 3.981034482758621)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:11.188778,"(4.4, 5.2, 5.1430232558139535)","(5.0, 5.8, 5.666666666666666)","(5.0, 6.0, 5.970731707317073)","(4.4, 5.3, 5.272)","(3.1, 4.1, 3.981034482758621)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:12.142548,"(4.4, 5.2, 5.1430232558139535)","(5.0, 5.8, 5.666666666666666)","(5.0, 6.0, 5.970731707317073)","(4.4, 5.3, 5.272)","(3.1, 4.1, 3.981034482758621)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:13.075206,"(4.4, 5.2, 5.1430232558139535)","(5.0, 5.8, 5.666666666666666)","(5.0, 6.0, 5.955555555555556)","(4.4, 5.3, 5.272)","(3.1, 4.1, 4.055882352941176)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:14.021368,"(4.4, 5.2, 5.148192771084338)","(5.0, 5.8, 5.714285714285714)","(5.0, 6.0, 5.846153846153846)","(4.4, 5.3, 5.272)","(3.1, 4.1, 4.078571428571428)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:15.044327,"(4.4, 5.2, 5.15)","(5.0, 5.8, 5.76)","(5.0, 6.0, 5.859999999999999)","(4.4, 5.4, 5.24)","(3.1, 4.1, 4.078571428571428)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:16.044201,"(4.4, 5.2, 5.151851851851852)","(5.0, 6.0, 5.8915254237288135)","(5.0, 6.0, 5.940425531914894)","(4.4, 5.5, 5.213636363636364)","(3.1, 4.2, 4.064864864864865)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:17.008857,"(4.4, 5.2, 5.151851851851852)","(5.0, 6.0, 5.8915254237288135)","(5.0, 6.0, 5.940425531914894)","(4.4, 5.5, 5.211538461538462)","(3.1, 4.2, 4.064864864864865)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:17.957130,"(4.4, 5.2, 5.151851851851852)","(5.0, 6.0, 5.8915254237288135)","(5.0, 6.0, 5.940425531914894)","(4.4, 5.5, 5.211538461538462)","(3.1, 4.2, 4.064864864864865)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:18.907236,"(4.4, 5.2, 5.151851851851852)","(5.0, 6.0, 5.8915254237288135)","(5.0, 6.0, 5.940425531914894)","(4.4, 5.5, 5.211538461538462)","(3.1, 4.2, 4.075)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:19.910802,"(4.4, 5.2, 5.151851851851852)","(5.0, 6.0, 5.8915254237288135)","(5.0, 6.0, 5.940425531914894)","(4.4, 5.5, 5.211538461538462)","(3.1, 4.2, 4.075)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:20.805480,"(4.4, 5.2, 5.151851851851852)","(5.0, 6.0, 5.8915254237288135)","(5.0, 6.0, 5.940425531914894)","(4.4, 5.5, 5.211538461538462)","(3.1, 4.2, 4.075)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:21.696666,"(4.4, 5.2, 5.151851851851852)","(5.0, 6.0, 5.8915254237288135)","(5.0, 6.0, 5.940425531914894)","(4.4, 5.5, 5.211538461538462)","(3.1, 4.2, 4.064864864864865)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:22.663460,"(4.4, 5.2, 5.151851851851852)","(5.0, 6.0, 5.8915254237288135)","(5.0, 6.0, 5.940425531914894)","(4.4, 5.5, 5.211538461538462)","(3.1, 4.2, 4.064864864864865)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:23.639819,"(4.4, 5.2, 5.151851851851852)","(5.0, 6.0, 5.8915254237288135)","(5.0, 6.0, 5.940425531914894)","(4.4, 5.5, 5.211538461538462)","(3.1, 4.2, 4.075)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:24.598449,"(4.4, 5.2, 5.151851851851852)","(5.0, 6.0, 5.8915254237288135)","(5.0, 6.0, 5.940425531914894)","(4.4, 5.5, 5.211538461538462)","(3.1, 4.2, 4.075)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:25.542882,"(4.4, 5.2, 5.151851851851852)","(5.0, 6.0, 5.8915254237288135)","(5.0, 6.0, 5.940425531914894)","(4.4, 5.5, 5.211538461538462)","(3.1, 4.2, 4.064864864864865)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:26.499766,"(4.4, 5.2, 5.151851851851852)","(5.0, 6.0, 5.8915254237288135)","(5.0, 6.0, 5.940425531914894)","(4.4, 5.5, 5.223076923076923)","(3.1, 4.2, 4.12)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:27.492930,"(4.4, 5.2, 5.151851851851852)","(5.0, 6.0, 5.896551724137931)","(5.0, 6.0, 5.955555555555556)","(4.4, 5.5, 5.223076923076923)","(3.1, 4.2, 4.129166666666666)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:28.434721,"(4.4, 5.2, 5.195238095238095)","(5.0, 6.0, 5.896551724137931)","(5.0, 6.0, 5.980952380952381)","(4.4, 5.5, 5.223076923076923)","(3.1, 4.2, 4.129166666666666)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:29.382246,"(4.4, 5.2, 5.189230769230769)","(5.0, 6.0, 5.896551724137931)","(5.0, 6.0, 5.955555555555556)","(4.4, 5.5, 5.233333333333333)","(3.1, 4.2, 4.129166666666666)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:30.323671,"(4.4, 5.2, 5.189230769230769)","(5.0, 6.0, 5.896551724137931)","(5.0, 6.0, 5.955555555555556)","(4.4, 5.5, 5.233333333333333)","(3.1, 4.2, 4.032)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:31.224407,"(4.4, 5.2, 5.195238095238095)","(5.0, 6.0, 5.896551724137931)","(5.0, 6.0, 5.955555555555556)","(4.4, 5.5, 5.451020408163266)","(3.1, 4.2, 3.96875)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:32.207847,"(4.4, 5.2, 5.195238095238095)","(5.0, 6.0, 5.896551724137931)","(5.0, 6.0, 5.955555555555556)","(4.4, 5.5, 5.451020408163266)","(3.1, 4.0, 3.96875)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:33.161575,"(4.4, 5.2, 5.195238095238095)","(5.0, 6.0, 5.896551724137931)","(5.0, 6.0, 5.955555555555556)","(4.4, 5.5, 5.451020408163266)","(3.1, 4.0, 3.96875)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:34.090393,"(4.4, 5.2, 5.195238095238095)","(5.0, 6.0, 5.896551724137931)","(5.0, 6.0, 5.955555555555556)","(4.4, 5.5, 5.451020408163266)","(3.1, 4.0, 3.96875)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:35.026149,"(4.4, 5.2, 5.195238095238095)","(5.0, 6.0, 5.896551724137931)","(5.0, 6.0, 5.955555555555556)","(4.4, 5.5, 5.451020408163266)","(3.1, 4.0, 3.96875)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:35.980679,"(4.4, 5.2, 5.195238095238095)","(5.0, 6.0, 5.896551724137931)","(5.0, 6.0, 5.955555555555556)","(4.4, 5.5, 5.451020408163266)","(3.1, 4.0, 3.96875)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:36.897081,"(4.4, 5.2, 5.195238095238095)","(5.0, 6.0, 5.896551724137931)","(5.0, 6.0, 5.955555555555556)","(4.4, 5.5, 5.451020408163266)","(3.1, 4.0, 3.96875)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:37.810267,"(4.4, 5.2, 5.195238095238095)","(5.0, 6.0, 5.896551724137931)","(5.0, 6.0, 5.955555555555556)","(4.4, 5.5, 5.451020408163266)","(3.1, 4.0, 3.96875)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:38.769638,"(4.4, 5.2, 5.195238095238095)","(5.0, 6.0, 5.896551724137931)","(5.0, 6.0, 5.955555555555556)","(4.4, 5.5, 5.451020408163266)","(3.1, 4.0, 3.96875)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:39.809389,"(4.4, 5.2, 5.195238095238095)","(5.0, 6.0, 5.896551724137931)","(5.0, 6.0, 5.955555555555556)","(4.4, 5.5, 5.451020408163266)","(3.1, 4.0, 3.96875)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:40.775877,"(4.4, 5.2, 5.195238095238095)","(5.0, 6.0, 5.896551724137931)","(5.0, 6.0, 5.955555555555556)","(4.4, 5.5, 5.451020408163266)","(3.1, 4.0, 3.96875)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:41.769606,"(4.4, 5.2, 5.195238095238095)","(5.0, 6.0, 5.896551724137931)","(5.0, 6.0, 5.955555555555556)","(4.4, 5.5, 5.451020408163266)","(3.1, 4.0, 3.96875)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:42.634873,"(4.4, 5.2, 5.174468085106383)","(5.0, 6.0, 5.896551724137931)","(5.0, 6.0, 5.955555555555556)","(4.4, 5.5, 5.451020408163266)","(3.1, 4.0, 3.96875)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:43.582184,"(4.4, 5.2, 5.174468085106383)","(5.0, 6.0, 5.896551724137931)","(5.5, 6.0, 5.92)","(4.6, 5.5, 5.451020408163266)","(3.1, 4.0, 3.96875)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:44.495851,"(4.4, 5.2, 5.174468085106383)","(5.0, 6.0, 5.896551724137931)","(5.5, 6.0, 5.92)","(4.6, 5.5, 5.451020408163266)","(3.1, 4.0, 3.96875)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:45.435437,"(4.4, 5.2, 5.174468085106383)","(5.0, 6.0, 5.896551724137931)","(5.5, 6.0, 5.92)","(4.6, 5.5, 5.451020408163266)","(3.1, 4.0, 3.96875)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:46.369474,"(4.4, 5.2, 5.174468085106383)","(5.0, 6.0, 5.896551724137931)","(5.5, 6.0, 5.92)","(4.6, 5.5, 5.451020408163266)","(3.1, 4.0, 3.96875)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:47.344189,"(4.4, 5.2, 5.174468085106383)","(5.0, 6.0, 5.896551724137931)","(5.5, 6.0, 5.933333333333334)","(4.6, 5.5, 5.451020408163266)","(3.1, 4.0, 3.96875)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:48.292443,"(4.4, 5.2, 5.174468085106383)","(5.0, 6.0, 5.896551724137931)","(5.5, 6.0, 5.933333333333334)","(4.6, 5.5, 5.451020408163266)","(3.1, 4.0, 3.96875)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:49.237577,"(4.4, 5.2, 5.174468085106383)","(5.0, 6.0, 5.896551724137931)","(5.5, 6.0, 5.933333333333334)","(4.6, 5.5, 5.451020408163266)","(3.1, 4.0, 3.96875)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:50.181422,"(4.4, 5.2, 5.174468085106383)","(5.0, 6.0, 5.896551724137931)","(5.5, 6.0, 5.933333333333334)","(4.6, 5.5, 5.451020408163266)","(3.1, 4.0, 3.96875)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:51.136737,"(4.4, 5.2, 5.174468085106383)","(5.0, 6.0, 5.892857142857143)","(5.5, 6.0, 5.816216216216216)","(4.6, 5.5, 5.35974025974026)","(3.1, 4.0, 3.96875)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:52.131552,"(4.4, 5.2, 5.174468085106383)","(5.0, 6.0, 5.892857142857143)","(5.5, 6.0, 5.816216216216216)","(4.6, 5.5, 5.35974025974026)","(3.1, 4.0, 3.96875)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:53.070160,"(4.4, 5.2, 5.174468085106383)","(5.0, 6.0, 5.892857142857143)","(5.5, 6.0, 5.816216216216216)","(4.6, 5.5, 5.35974025974026)","(3.1, 4.0, 3.96875)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:53.984673,"(4.4, 5.2, 5.174468085106383)","(5.0, 6.0, 5.892857142857143)","(5.5, 6.0, 5.816216216216216)","(4.6, 5.5, 5.35974025974026)","(3.1, 4.0, 3.96875)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:54.914364,"(4.4, 5.2, 5.174468085106383)","(5.0, 6.0, 5.892857142857143)","(5.5, 6.0, 5.816216216216216)","(4.6, 5.5, 5.35974025974026)","(3.1, 4.0, 3.96875)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:55.873686,"(4.4, 5.2, 5.174468085106383)","(5.0, 6.0, 5.892857142857143)","(5.5, 6.0, 5.816216216216216)","(4.6, 5.5, 5.35974025974026)","(3.1, 4.0, 3.96875)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:56.809092,"(4.4, 5.2, 5.174468085106383)","(5.0, 6.0, 5.892857142857143)","(5.5, 6.0, 5.816216216216216)","(4.6, 5.5, 5.35974025974026)","(3.1, 4.0, 3.96875)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:57.747145,"(4.4, 5.2, 5.174468085106383)","(5.0, 6.0, 5.892857142857143)","(5.5, 6.0, 5.816216216216216)","(4.6, 5.5, 5.35974025974026)","(3.1, 4.0, 3.96875)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:58.672001,"(4.4, 5.2, 5.144705882352941)","(5.0, 6.0, 5.805194805194805)","(5.5, 6.0, 5.86578947368421)","(4.6, 5.5, 5.339772727272727)","(3.1, 4.0, 3.96875)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:19:59.556113,"(4.4, 5.2, 5.113559322033899)","(5.0, 6.0, 5.805194805194805)","(5.5, 6.0, 5.858333333333333)","(4.6, 5.5, 5.339772727272727)","(3.1, 4.0, 3.96875)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:20:00.478674,"(4.4, 5.2, 5.113559322033899)","(5.0, 6.0, 5.805194805194805)","(5.5, 6.0, 5.858333333333333)","(4.6, 5.5, 5.339772727272727)","(3.1, 4.0, 3.96875)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:20:01.397009,"(4.4, 5.2, 5.113559322033899)","(5.0, 6.0, 5.805194805194805)","(5.5, 6.0, 5.858333333333333)","(4.6, 5.5, 5.339772727272727)","(3.1, 4.0, 3.96875)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:20:02.397315,"(4.4, 5.2, 5.113559322033899)","(5.0, 6.0, 5.805194805194805)","(5.5, 6.0, 5.858333333333333)","(4.6, 5.5, 5.370642201834863)","(3.1, 4.0, 3.96875)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:20:03.433360,"(4.4, 5.2, 5.113559322033899)","(5.0, 6.0, 5.805194805194805)","(5.5, 6.0, 5.858333333333333)","(4.6, 5.5, 5.370642201834863)","(3.1, 4.0, 3.96875)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:20:04.458204,"(4.4, 5.2, 5.1046875)","(5.0, 6.0, 5.821428571428571)","(5.5, 6.0, 5.8443037974683545)","(4.6, 5.5, 5.363157894736842)","(3.1, 4.0, 3.96875)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:20:05.427565,"(4.4, 5.2, 5.1046875)","(5.0, 6.0, 5.821428571428571)","(5.5, 6.0, 5.8443037974683545)","(4.6, 5.5, 5.363157894736842)","(3.1, 4.0, 3.962121212121212)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:20:06.380000,"(4.4, 5.2, 5.130232558139535)","(5.0, 6.0, 5.96)","(5.5, 6.0, 5.7439024390243905)","(4.6, 5.5, 5.379310344827586)","(3.1, 4.0, 3.962121212121212)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:20:07.378978,"(4.4, 5.2, 5.130232558139535)","(5.0, 6.0, 5.955)","(5.5, 6.0, 5.7439024390243905)","(4.6, 5.4, 5.379310344827586)","(3.1, 4.0, 3.962121212121212)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:20:08.307414,"(4.4, 5.2, 5.130232558139535)","(5.0, 6.0, 5.955)","(5.5, 6.0, 5.7439024390243905)","(4.6, 5.4, 5.379310344827586)","(3.1, 4.0, 3.962121212121212)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:20:09.249891,"(4.4, 5.2, 5.130232558139535)","(5.0, 6.0, 5.955)","(5.5, 6.0, 5.7439024390243905)","(4.6, 5.4, 5.379310344827586)","(3.1, 4.0, 3.962121212121212)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:20:10.165309,"(4.4, 5.2, 5.130232558139535)","(5.0, 6.0, 5.955)","(5.5, 6.0, 5.7439024390243905)","(4.6, 5.4, 5.379310344827586)","(3.1, 4.0, 3.962121212121212)","(101.0, 170.0, 147.5)"
11-01-2023 14:20:11.120617,"(4.4, 5.2, 5.130232558139535)","(5.0, 6.0, 5.955)","(5.5, 6.0, 5.7439024390243905)","(4.6, 5.4, 5.379310344827586)","(3.1, 4.0, 3.962121212121212)","(101.0, 170.0, 147.5)"
11-01-2023 14:20:12.132905,"(4.4, 5.2, 5.130232558139535)","(5.0, 6.0, 5.955)","(5.5, 6.0, 5.7439024390243905)","(4.6, 5.4, 5.379310344827586)","(3.1, 4.0, 3.962121212121212)","(101.0, 170.0, 147.5)"
11-01-2023 14:20:13.096591,"(4.4, 5.2, 5.130232558139535)","(5.0, 6.0, 5.955)","(5.5, 6.0, 5.7439024390243905)","(4.6, 5.4, 5.379310344827586)","(3.1, 4.0, 3.962121212121212)","(101.0, 170.0, 147.5)"
11-01-2023 14:20:14.047026,"(4.4, 5.2, 5.130232558139535)","(5.0, 6.0, 5.955)","(5.5, 6.0, 5.7439024390243905)","(4.6, 5.4, 5.379310344827586)","(3.1, 4.0, 3.962121212121212)","(101.0, 170.0, 147.5)"
11-01-2023 14:20:15.041050,"(4.4, 5.2, 5.130232558139535)","(5.0, 6.0, 5.955)","(5.5, 6.0, 5.7439024390243905)","(4.6, 5.4, 5.379310344827586)","(3.1, 4.0, 3.962121212121212)","(101.0, 170.0, 147.5)"
11-01-2023 14:20:16.022012,"(4.4, 5.2, 5.130232558139535)","(5.0, 6.0, 5.955)","(5.5, 6.0, 5.7439024390243905)","(4.6, 5.4, 5.370454545454545)","(3.1, 4.0, 3.9583333333333335)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:20:16.989793,"(4.4, 5.2, 5.1378378378378375)","(5.0, 6.2, 5.957575757575758)","(5.5, 6.0, 5.809230769230769)","(4.6, 5.5, 5.370454545454545)","(3.1, 4.0, 3.9583333333333335)","(101.0, 170.0, 161.42857142857144)"
11-01-2023 14:20:17.892297,"(4.4, 5.2, 5.1378378378378375)","(5.0, 6.2, 6.0476190476190474)","(5.5, 6.0, 5.809230769230769)","(4.6, 5.5, 5.370454545454545)","(3.1, 4.0, 3.9583333333333335)","(101.0, 170.0, 163.57142857142856)"
11-01-2023 14:20:18.805667,"(4.4, 5.2, 5.1378378378378375)","(5.0, 6.2, 6.054545454545455)","(5.5, 6.0, 5.809230769230769)","(4.6, 5.5, 5.370454545454545)","(3.1, 4.0, 3.9583333333333335)","(101.0, 170.0, 163.57142857142856)"
11-01-2023 14:20:19.731869,"(4.4, 5.2, 5.1378378378378375)","(5.0, 6.2, 6.054545454545455)","(5.5, 6.0, 5.809230769230769)","(4.6, 5.5, 5.370454545454545)","(3.1, 4.0, 3.9583333333333335)","(101.0, 170.0, 163.57142857142856)"
11-01-2023 14:20:20.679411,"(4.4, 5.2, 5.1378378378378375)","(5.0, 6.2, 6.054545454545455)","(5.5, 6.0, 5.809230769230769)","(4.6, 5.5, 5.370454545454545)","(3.1, 4.0, 3.951923076923077)","(101.0, 170.0, 163.57142857142856)"
11-01-2023 14:20:21.636763,"(4.4, 5.2, 5.132352941176471)","(5.0, 6.2, 6.110526315789474)","(5.5, 6.0, 5.702857142857143)","(4.6, 5.5, 5.4)","(3.1, 4.0, 3.951923076923077)","(101.0, 170.0, 163.57142857142856)"
11-01-2023 14:20:22.584506,"(4.4, 5.2, 5.132352941176471)","(5.0, 6.2, 6.110526315789474)","(5.5, 5.9, 5.792857142857143)","(4.6, 5.5, 5.4)","(3.1, 4.0, 3.951923076923077)","(101.0, 170.0, 163.57142857142856)"
11-01-2023 14:20:23.639584,"(4.4, 5.2, 5.132352941176471)","(5.0, 6.2, 6.110526315789474)","(5.5, 5.9, 5.758823529411765)","(4.6, 5.5, 5.4)","(3.1, 4.0, 3.9529411764705884)","(101.0, 170.0, 163.57142857142856)"
11-01-2023 14:20:24.705485,"(4.4, 5.2, 5.132352941176471)","(5.0, 6.4, 5.950884955752213)","(5.5, 5.9, 5.758823529411765)","(4.6, 5.5, 5.436065573770492)","(3.1, 4.0, 3.942168674698795)","(101.0, 170.0, 163.57142857142856)"
11-01-2023 14:20:25.811807,"(4.4, 5.2, 5.132352941176471)","(5.0, 6.4, 5.950884955752213)","(5.5, 5.9, 5.78)","(4.6, 5.5, 5.436065573770492)","(3.1, 4.0, 3.9076923076923076)","(101.0, 170.0, 163.57142857142856)"
11-01-2023 14:20:26.851394,"(4.4, 5.2, 5.132352941176471)","(5.0, 6.4, 5.964953271028038)","(5.5, 5.9, 5.78)","(4.6, 5.5, 5.436065573770492)","(3.1, 4.0, 3.8476190476190477)","(101.0, 170.0, 195.26315789473685)"
11-01-2023 14:20:27.847451,"(4.4, 5.2, 5.132352941176471)","(5.0, 6.4, 5.964953271028038)","(5.5, 5.9, 5.78)","(4.6, 5.5, 5.436065573770492)","(3.1, 4.0, 3.8476190476190477)","(101.0, 210.0, 201.76470588235293)"
11-01-2023 14:20:28.811412,"(4.4, 5.2, 5.132352941176471)","(5.0, 6.4, 5.986363636363636)","(5.5, 5.9, 5.78)","(4.6, 5.5, 5.436065573770492)","(3.1, 4.0, 3.8476190476190477)","(101.0, 210.0, 201.76470588235293)"
11-01-2023 14:20:29.754324,"(4.4, 5.2, 5.132352941176471)","(5.0, 6.4, 5.986363636363636)","(5.5, 5.9, 5.84)","(4.6, 5.5, 5.436065573770492)","(3.1, 4.0, 3.7658536585365856)","(101.0, 210.0, 201.76470588235293)"
11-01-2023 14:20:30.778229,"(4.4, 5.2, 5.132352941176471)","(5.0, 6.4, 5.881645569620253)","(5.5, 5.9, 5.84)","(4.6, 5.5, 5.436065573770492)","(3.1, 4.0, 3.7627906976744185)","(101.0, 210.0, 201.76470588235293)"
11-01-2023 14:20:31.817217,"(4.4, 5.2, 5.132352941176471)","(5.0, 6.4, 5.881645569620253)","(5.5, 5.9, 5.84)","(4.6, 5.5, 5.436065573770492)","(3.1, 4.0, 3.7707865168539327)","(101.0, 210.0, 201.76470588235293)"
11-01-2023 14:20:32.868607,"(4.4, 5.2, 5.132352941176471)","(5.0, 6.0, 5.9795454545454545)","(5.5, 5.9, 5.84)","(4.6, 5.5, 5.436065573770492)","(3.1, 4.0, 3.7732558139534884)","(101.0, 210.0, 201.76470588235293)"
11-01-2023 14:20:33.947033,"(4.4, 5.2, 5.132352941176471)","(5.0, 6.0, 5.9795454545454545)","(5.5, 5.9, 5.84)","(4.6, 5.5, 5.436065573770492)","(3.1, 4.0, 3.7732558139534884)","(101.0, 210.0, 201.76470588235293)"
11-01-2023 14:20:34.822243,"(4.4, 5.2, 5.132352941176471)","(5.0, 6.0, 5.9795454545454545)","(5.5, 5.9, 5.84)","(4.6, 5.5, 5.436065573770492)","(3.1, 4.0, 3.7732558139534884)","(101.0, 210.0, 201.76470588235293)"
11-01-2023 14:20:35.789197,"(4.4, 5.2, 5.132352941176471)","(5.0, 6.0, 5.9795454545454545)","(5.5, 5.9, 5.84)","(4.6, 5.4, 5.302127659574468)","(3.1, 4.0, 3.8768939393939394)","(101.0, 210.0, 201.76470588235293)"
11-01-2023 14:20:36.791633,"(4.4, 5.2, 5.132352941176471)","(5.0, 6.0, 5.9795454545454545)","(5.5, 5.9, 5.74)","(4.6, 5.4, 5.302127659574468)","(3.1, 4.0, 3.8768939393939394)","(101.0, 210.0, 201.76470588235293)"
11-01-2023 14:20:37.765479,"(4.4, 5.2, 5.078947368421053)","(5.0, 6.0, 5.9795454545454545)","(5.5, 5.9, 5.74)","(4.6, 5.4, 5.298969072164949)","(3.1, 4.0, 3.8768939393939394)","(101.0, 210.0, 201.76470588235293)"
11-01-2023 14:20:38.746666,"(4.4, 5.2, 5.078947368421053)","(5.0, 6.0, 5.9795454545454545)","(5.5, 5.9, 5.74)","(4.6, 5.4, 5.298969072164949)","(3.1, 4.0, 3.8768939393939394)","(101.0, 210.0, 201.76470588235293)"
11-01-2023 14:20:39.736169,"(4.4, 5.2, 5.078947368421053)","(5.0, 6.0, 5.9795454545454545)","(5.5, 5.9, 5.74)","(4.6, 5.4, 5.298969072164949)","(3.1, 4.0, 3.8768939393939394)","(101.0, 210.0, 201.76470588235293)"
11-01-2023 14:20:40.706693,"(4.4, 5.2, 5.078947368421053)","(5.0, 6.0, 5.9795454545454545)","(5.5, 5.9, 5.74)","(4.6, 5.4, 5.298969072164949)","(3.1, 4.0, 3.8768939393939394)","(101.0, 210.0, 201.76470588235293)"
11-01-2023 14:20:41.760088,"(4.4, 5.2, 5.078947368421053)","(5.0, 6.0, 5.9795454545454545)","(5.5, 5.9, 5.74)","(4.6, 5.4, 5.298969072164949)","(3.1, 4.0, 3.8768939393939394)","(101.0, 210.0, 201.76470588235293)"
11-01-2023 14:20:42.777072,"(4.4, 5.2, 5.078947368421053)","(5.0, 6.0, 5.9795454545454545)","(5.5, 5.9, 5.74)","(4.6, 5.4, 5.298969072164949)","(3.1, 4.0, 3.8768939393939394)","(101.0, 210.0, 201.76470588235293)"
11-01-2023 14:20:43.759204,"(4.4, 5.2, 5.078947368421053)","(5.0, 6.0, 5.9795454545454545)","(5.5, 5.8, 5.716666666666667)","(4.6, 5.4, 5.298969072164949)","(3.1, 4.0, 3.8768939393939394)","(101.0, 210.0, 201.76470588235293)"
11-01-2023 14:20:44.829321,"(4.4, 5.2, 5.078947368421053)","(5.0, 6.0, 5.9795454545454545)","(5.5, 5.8, 5.716666666666667)","(4.6, 5.4, 5.298969072164949)","(3.1, 4.0, 3.8768939393939394)","(101.0, 210.0, 201.76470588235293)"
11-01-2023 14:20:45.721213,"(4.4, 5.2, 5.078947368421053)","(5.0, 6.0, 5.9795454545454545)","(5.5, 5.8, 5.716666666666667)","(4.6, 5.4, 5.298969072164949)","(3.1, 4.0, 3.8768939393939394)","(101.0, 210.0, 201.76470588235293)"
11-01-2023 14:20:46.695098,"(4.4, 5.2, 5.176470588235294)","(5.0, 6.0, 5.946)","(5.5, 5.8, 5.716666666666667)","(4.6, 5.4, 5.298969072164949)","(3.1, 4.0, 3.8768939393939394)","(101.0, 210.0, 201.76470588235293)"
11-01-2023 14:20:47.682455,"(4.4, 5.2, 5.176470588235294)","(5.0, 6.0, 5.946)","(5.5, 5.8, 5.716666666666667)","(4.6, 5.4, 5.298969072164949)","(3.1, 4.0, 3.8768939393939394)","(101.0, 210.0, 201.76470588235293)"
11-01-2023 14:20:48.617052,"(4.4, 5.2, 5.176470588235294)","(5.0, 6.0, 5.946)","(5.5, 5.8, 5.716666666666667)","(4.6, 5.4, 5.298969072164949)","(3.1, 4.0, 3.8768939393939394)","(101.0, 210.0, 201.76470588235293)"
